year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hes_total_fte
2016,NUTS,2010,HR,0,5378.0
2017,NUTS,2010,HR,0,5354.0
2018,NUTS,2010,HR,0,5342.0
2019,NUTS,2010,HR,0,6052.0
2020,NUTS,2010,HR,0,6184.0
2002,NUTS,2010,HR0,1,7444.0
2003,NUTS,2010,HR0,1,3708.0
2004,NUTS,2010,HR0,1,4697.0
2005,NUTS,2010,HR0,1,3981.0
2006,NUTS,2010,HR0,1,4052.0
2007,NUTS,2010,HR0,1,4384.0
2008,NUTS,2010,HR0,1,4640.0
2009,NUTS,2010,HR0,1,4501.0
2010,NUTS,2010,HR0,1,4609.0
2011,NUTS,2010,HR0,1,4466.0
2012,NUTS,2010,HR0,1,4414.0
2013,NUTS,2010,HR0,1,4486.0
2014,NUTS,2010,HR0,1,4181.0
2015,NUTS,2010,HR0,1,4669.0
2016,NUTS,2010,HR0,1,5378.0
2017,NUTS,2010,HR0,1,5354.0
2018,NUTS,2010,HR0,1,5342.0
2019,NUTS,2010,HR0,1,6052.0
2020,NUTS,2010,HR0,1,6184.0
2008,NUTS,2010,HR02,2,479.0
2009,NUTS,2010,HR02,2,460.0
2010,NUTS,2010,HR02,2,419.0
2020,NUTS,2010,HR02,2,575.0
2008,NUTS,2010,HR03,2,1615.0
2009,NUTS,2010,HR03,2,1575.0
2010,NUTS,2010,HR03,2,1599.0
2011,NUTS,2010,HR03,2,1600.0
2012,NUTS,2010,HR03,2,1578.0
2013,NUTS,2010,HR03,2,1562.0
2014,NUTS,2010,HR03,2,1511.0
2015,NUTS,2010,HR03,2,1499.0
2016,NUTS,2010,HR03,2,1602.0
2017,NUTS,2010,HR03,2,1554.0
2018,NUTS,2010,HR03,2,1511.0
2019,NUTS,2010,HR03,2,1855.0
2020,NUTS,2010,HR03,2,1977.0
2008,NUTS,2010,HR04,2,3025.0
2009,NUTS,2010,HR04,2,2926.0
2010,NUTS,2010,HR04,2,3010.0
2011,NUTS,2010,HR04,2,2865.0
2012,NUTS,2010,HR04,2,2836.0
2013,NUTS,2010,HR04,2,2924.0
2014,NUTS,2010,HR04,2,2670.0
2015,NUTS,2010,HR04,2,3170.0
2016,NUTS,2010,HR04,2,3776.0
2017,NUTS,2010,HR04,2,3801.0
2018,NUTS,2010,HR04,2,3831.0
2019,NUTS,2010,HR04,2,4197.0
2020,NUTS,2010,HR05,2,3436.0
2020,NUTS,2010,HR06,2,197.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1980,NUTS,2010,HU,0,4955.0
1981,NUTS,2010,HU,0,7521.0
1982,NUTS,2010,HU,0,7946.0
1983,NUTS,2010,HU,0,7743.0
1984,NUTS,2010,HU,0,7878.0
1985,NUTS,2010,HU,0,7980.0
1986,NUTS,2010,HU,0,7884.0
1987,NUTS,2010,HU,0,8022.0
1988,NUTS,2010,HU,0,8706.0
1989,NUTS,2010,HU,0,8669.0
1990,NUTS,2010,HU,0,8843.0
1991,NUTS,2010,HU,0,8458.0
1992,NUTS,2010,HU,0,7917.0
1993,NUTS,2010,HU,0,7776.0
1994,NUTS,2010,HU,0,7611.0
1995,NUTS,2010,HU,0,6310.0
1996,NUTS,2010,HU,0,6558.0
1997,NUTS,2010,HU,0,7210.0
1998,NUTS,2010,HU,0,7561.0
1999,NUTS,2010,HU,0,7452.0
2000,NUTS,2010,HU,0,8859.0
2001,NUTS,2010,HU,0,8397.0
2002,NUTS,2010,HU,0,8528.0
2003,NUTS,2010,HU,0,8272.0
2004,NUTS,2010,HU,0,8527.0
2005,NUTS,2010,HU,0,8194.0
2006,NUTS,2010,HU,0,8523.0
2007,NUTS,2010,HU,0,7778.0
2008,NUTS,2010,HU,0,7980.0
2009,NUTS,2010,HU,0,8372.0
2010,NUTS,2010,HU,0,8256.0
2011,NUTS,2010,HU,0,8260.0
2012,NUTS,2010,HU,0,8130.0
2013,NUTS,2010,HU,0,8154.0
2014,NUTS,2010,HU,0,7937.0
2015,NUTS,2010,HU,0,7706.0
2016,NUTS,2010,HU,0,7476.0
2017,NUTS,2010,HU,0,8442.0
2018,NUTS,2010,HU,0,12994.0
2019,NUTS,2010,HU,0,14111.0
2020,NUTS,2010,HU,0,14703.0
1999,NUTS,2010,HU1,1,3527.0
2000,NUTS,2010,HU1,1,4350.0
2001,NUTS,2010,HU1,1,3897.0
2002,NUTS,2010,HU1,1,3859.0
2003,NUTS,2010,HU1,1,3725.0
2004,NUTS,2010,HU1,1,3896.0
2005,NUTS,2010,HU1,1,3561.0
2006,NUTS,2010,HU1,1,3588.0
2007,NUTS,2010,HU1,1,3617.0
2008,NUTS,2010,HU1,1,3731.0
2009,NUTS,2010,HU1,1,3865.0
2010,NUTS,2010,HU1,1,3813.0
2011,NUTS,2010,HU1,1,3758.0
2012,NUTS,2010,HU1,1,3638.0
2013,NUTS,2010,HU1,1,3755.0
2014,NUTS,2010,HU1,1,3739.0
2015,NUTS,2010,HU1,1,3585.0
2016,NUTS,2010,HU1,1,3500.0
2017,NUTS,2010,HU1,1,3939.0
2018,NUTS,2010,HU1,1,6010.0
2019,NUTS,2010,HU1,1,6832.0
1999,NUTS,2010,HU10,2,3527.0
2000,NUTS,2010,HU10,2,4350.0
2001,NUTS,2010,HU10,2,3897.0
2002,NUTS,2010,HU10,2,3859.0
2003,NUTS,2010,HU10,2,3725.0
2004,NUTS,2010,HU10,2,3896.0
2005,NUTS,2010,HU10,2,3561.0
2006,NUTS,2010,HU10,2,3588.0
2007,NUTS,2010,HU10,2,3617.0
2008,NUTS,2010,HU10,2,3731.0
2009,NUTS,2010,HU10,2,3865.0
2010,NUTS,2010,HU10,2,3813.0
2011,NUTS,2010,HU10,2,3758.0
2012,NUTS,2010,HU10,2,3638.0
2013,NUTS,2010,HU10,2,3755.0
2014,NUTS,2010,HU10,2,3739.0
2015,NUTS,2010,HU10,2,3585.0
2016,NUTS,2010,HU10,2,3500.0
2017,NUTS,2010,HU11,2,3551.0
2018,NUTS,2010,HU11,2,5439.0
2019,NUTS,2010,HU11,2,6569.0
2017,NUTS,2010,HU12,2,388.0
2018,NUTS,2010,HU12,2,571.0
2019,NUTS,2010,HU12,2,263.0
1999,NUTS,2010,HU2,1,1431.0
2000,NUTS,2010,HU2,1,1788.0
2001,NUTS,2010,HU2,1,1772.0
2002,NUTS,2010,HU2,1,1763.0
2003,NUTS,2010,HU2,1,1713.0
2004,NUTS,2010,HU2,1,1929.0
2005,NUTS,2010,HU2,1,1849.0
2006,NUTS,2010,HU2,1,2132.0
2007,NUTS,2010,HU2,1,1415.0
2008,NUTS,2010,HU2,1,1434.0
2009,NUTS,2010,HU2,1,1464.0
2010,NUTS,2010,HU2,1,1528.0
2011,NUTS,2010,HU2,1,1594.0
2012,NUTS,2010,HU2,1,1626.0
2013,NUTS,2010,HU2,1,1422.0
2014,NUTS,2010,HU2,1,1287.0
2015,NUTS,2010,HU2,1,1215.0
2016,NUTS,2010,HU2,1,1147.0
2017,NUTS,2010,HU2,1,1506.0
2018,NUTS,2010,HU2,1,2890.0
2019,NUTS,2010,HU2,1,2693.0
1999,NUTS,2010,HU21,2,234.0
2000,NUTS,2010,HU21,2,538.0
2001,NUTS,2010,HU21,2,462.0
2002,NUTS,2010,HU21,2,516.0
2003,NUTS,2010,HU21,2,439.0
2004,NUTS,2010,HU21,2,546.0
2005,NUTS,2010,HU21,2,403.0
2006,NUTS,2010,HU21,2,408.0
2007,NUTS,2010,HU21,2,370.0
2008,NUTS,2010,HU21,2,363.0
2009,NUTS,2010,HU21,2,332.0
2010,NUTS,2010,HU21,2,324.0
2011,NUTS,2010,HU21,2,236.0
2012,NUTS,2010,HU21,2,296.0
2013,NUTS,2010,HU21,2,281.0
2014,NUTS,2010,HU21,2,269.0
2015,NUTS,2010,HU21,2,285.0
2016,NUTS,2010,HU21,2,254.0
2017,NUTS,2010,HU21,2,256.0
2018,NUTS,2010,HU21,2,317.0
2019,NUTS,2010,HU21,2,389.0
1999,NUTS,2010,HU22,2,574.0
2000,NUTS,2010,HU22,2,414.0
2001,NUTS,2010,HU22,2,510.0
2002,NUTS,2010,HU22,2,552.0
2003,NUTS,2010,HU22,2,526.0
2004,NUTS,2010,HU22,2,458.0
2005,NUTS,2010,HU22,2,437.0
2006,NUTS,2010,HU22,2,503.0
2007,NUTS,2010,HU22,2,455.0
2008,NUTS,2010,HU22,2,473.0
2009,NUTS,2010,HU22,2,499.0
2010,NUTS,2010,HU22,2,557.0
2011,NUTS,2010,HU22,2,544.0
2012,NUTS,2010,HU22,2,454.0
2013,NUTS,2010,HU22,2,517.0
2014,NUTS,2010,HU22,2,448.0
2015,NUTS,2010,HU22,2,413.0
2016,NUTS,2010,HU22,2,362.0
2017,NUTS,2010,HU22,2,475.0
2018,NUTS,2010,HU22,2,877.0
2019,NUTS,2010,HU22,2,894.0
1999,NUTS,2010,HU23,2,623.0
2000,NUTS,2010,HU23,2,836.0
2001,NUTS,2010,HU23,2,800.0
2002,NUTS,2010,HU23,2,695.0
2003,NUTS,2010,HU23,2,748.0
2004,NUTS,2010,HU23,2,925.0
2005,NUTS,2010,HU23,2,1009.0
2006,NUTS,2010,HU23,2,1221.0
2007,NUTS,2010,HU23,2,590.0
2008,NUTS,2010,HU23,2,598.0
2009,NUTS,2010,HU23,2,633.0
2010,NUTS,2010,HU23,2,647.0
2011,NUTS,2010,HU23,2,814.0
2012,NUTS,2010,HU23,2,876.0
2013,NUTS,2010,HU23,2,624.0
2014,NUTS,2010,HU23,2,570.0
2015,NUTS,2010,HU23,2,517.0
2016,NUTS,2010,HU23,2,531.0
2017,NUTS,2010,HU23,2,775.0
2018,NUTS,2010,HU23,2,1696.0
2019,NUTS,2010,HU23,2,1410.0
1999,NUTS,2010,HU3,1,2494.0
2000,NUTS,2010,HU3,1,2721.0
2001,NUTS,2010,HU3,1,2728.0
2002,NUTS,2010,HU3,1,2926.0
2003,NUTS,2010,HU3,1,2834.0
2004,NUTS,2010,HU3,1,2702.0
2005,NUTS,2010,HU3,1,2784.0
2006,NUTS,2010,HU3,1,2803.0
2007,NUTS,2010,HU3,1,2746.0
2008,NUTS,2010,HU3,1,2815.0
2009,NUTS,2010,HU3,1,3043.0
2010,NUTS,2010,HU3,1,2915.0
2011,NUTS,2010,HU3,1,2908.0
2012,NUTS,2010,HU3,1,2866.0
2013,NUTS,2010,HU3,1,2977.0
2014,NUTS,2010,HU3,1,2911.0
2015,NUTS,2010,HU3,1,2906.0
2016,NUTS,2010,HU3,1,2829.0
2017,NUTS,2010,HU3,1,2997.0
2018,NUTS,2010,HU3,1,4094.0
2019,NUTS,2010,HU3,1,4586.0
1999,NUTS,2010,HU31,2,423.0
2000,NUTS,2010,HU31,2,465.0
2001,NUTS,2010,HU31,2,508.0
2002,NUTS,2010,HU31,2,536.0
2003,NUTS,2010,HU31,2,523.0
2004,NUTS,2010,HU31,2,555.0
2005,NUTS,2010,HU31,2,541.0
2006,NUTS,2010,HU31,2,565.0
2007,NUTS,2010,HU31,2,535.0
2008,NUTS,2010,HU31,2,464.0
2009,NUTS,2010,HU31,2,516.0
2010,NUTS,2010,HU31,2,488.0
2011,NUTS,2010,HU31,2,461.0
2012,NUTS,2010,HU31,2,473.0
2013,NUTS,2010,HU31,2,435.0
2014,NUTS,2010,HU31,2,433.0
2015,NUTS,2010,HU31,2,440.0
2016,NUTS,2010,HU31,2,441.0
2017,NUTS,2010,HU31,2,496.0
2018,NUTS,2010,HU31,2,640.0
2019,NUTS,2010,HU31,2,775.0
1999,NUTS,2010,HU32,2,1096.0
2000,NUTS,2010,HU32,2,1319.0
2001,NUTS,2010,HU32,2,1281.0
2002,NUTS,2010,HU32,2,1344.0
2003,NUTS,2010,HU32,2,1392.0
2004,NUTS,2010,HU32,2,1232.0
2005,NUTS,2010,HU32,2,1267.0
2006,NUTS,2010,HU32,2,1251.0
2007,NUTS,2010,HU32,2,1307.0
2008,NUTS,2010,HU32,2,1296.0
2009,NUTS,2010,HU32,2,1349.0
2010,NUTS,2010,HU32,2,1229.0
2011,NUTS,2010,HU32,2,1202.0
2012,NUTS,2010,HU32,2,1191.0
2013,NUTS,2010,HU32,2,1228.0
2014,NUTS,2010,HU32,2,1132.0
2015,NUTS,2010,HU32,2,1077.0
2016,NUTS,2010,HU32,2,1125.0
2017,NUTS,2010,HU32,2,1244.0
2018,NUTS,2010,HU32,2,1708.0
2019,NUTS,2010,HU32,2,1883.0
1999,NUTS,2010,HU33,2,975.0
2000,NUTS,2010,HU33,2,937.0
2001,NUTS,2010,HU33,2,939.0
2002,NUTS,2010,HU33,2,1026.0
2003,NUTS,2010,HU33,2,919.0
2004,NUTS,2010,HU33,2,915.0
2005,NUTS,2010,HU33,2,976.0
2006,NUTS,2010,HU33,2,987.0
2007,NUTS,2010,HU33,2,904.0
2008,NUTS,2010,HU33,2,1055.0
2009,NUTS,2010,HU33,2,1178.0
2010,NUTS,2010,HU33,2,1198.0
2011,NUTS,2010,HU33,2,1245.0
2012,NUTS,2010,HU33,2,1202.0
2013,NUTS,2010,HU33,2,1314.0
2014,NUTS,2010,HU33,2,1346.0
2015,NUTS,2010,HU33,2,1389.0
2016,NUTS,2010,HU33,2,1263.0
2017,NUTS,2010,HU33,2,1257.0
2018,NUTS,2010,HU33,2,1746.0
2019,NUTS,2010,HU33,2,1928.0
1981,NUTS,2010,IE,0,1056.0
1982,NUTS,2010,IE,0,1120.0
1983,NUTS,2010,IE,0,1210.0
1984,NUTS,2010,IE,0,1326.0
1985,NUTS,2010,IE,0,1258.0
1986,NUTS,2010,IE,0,1179.0
1987,NUTS,2010,IE,0,1573.0
1988,NUTS,2010,IE,0,1831.0
1989,NUTS,2010,IE,0,2190.0
1990,NUTS,2010,IE,0,2549.0
1991,NUTS,2010,IE,0,2744.0
1992,NUTS,2010,IE,0,3010.0
1993,NUTS,2010,IE,0,2150.0
1994,NUTS,2010,IE,0,2127.0
1995,NUTS,2010,IE,0,2292.0
1996,NUTS,2010,IE,0,2469.0
1997,NUTS,2010,IE,0,2658.0
1998,NUTS,2010,IE,0,2847.0
1999,NUTS,2010,IE,0,2724.0
2000,NUTS,2010,IE,0,2602.0
2001,NUTS,2010,IE,0,2891.0
2002,NUTS,2010,IE,0,3178.0
2003,NUTS,2010,IE,0,4009.0
2004,NUTS,2010,IE,0,4841.0
2005,NUTS,2010,IE,0,5220.0
2006,NUTS,2010,IE,0,5612.0
2007,NUTS,2010,IE,0,6000.0
2008,NUTS,2010,IE,0,7141.0
2009,NUTS,2010,IE,0,6698.0
2010,NUTS,2010,IE,0,6501.0
2011,NUTS,2010,IE,0,6437.0
2012,NUTS,2010,IE,0,13050.0
2013,NUTS,2010,IE,0,13949.0
2014,NUTS,2010,IE,0,14847.0
2015,NUTS,2010,IE,0,12718.0
2016,NUTS,2010,IE,0,15178.0
2017,NUTS,2010,IE,0,13211.0
2018,NUTS,2010,IE,0,11243.0
2019,NUTS,2010,IE,0,11243.0
2020,NUTS,2010,IE,0,11243.0
1981,NUTS,2010,IE0,1,1056.0
1982,NUTS,2010,IE0,1,1120.0
1983,NUTS,2010,IE0,1,1210.0
1984,NUTS,2010,IE0,1,1326.0
1985,NUTS,2010,IE0,1,1258.0
1986,NUTS,2010,IE0,1,1179.0
1987,NUTS,2010,IE0,1,1573.0
1988,NUTS,2010,IE0,1,1831.0
1989,NUTS,2010,IE0,1,2190.0
1990,NUTS,2010,IE0,1,2549.0
1991,NUTS,2010,IE0,1,2744.0
1992,NUTS,2010,IE0,1,3010.0
1993,NUTS,2010,IE0,1,2150.0
1994,NUTS,2010,IE0,1,2127.0
1995,NUTS,2010,IE0,1,2292.0
1996,NUTS,2010,IE0,1,2469.0
1997,NUTS,2010,IE0,1,2658.0
1998,NUTS,2010,IE0,1,2847.0
1999,NUTS,2010,IE0,1,2724.0
2000,NUTS,2010,IE0,1,2602.0
2002,NUTS,2010,IE0,1,3178.0
2003,NUTS,2010,IE0,1,4009.0
2004,NUTS,2010,IE0,1,4841.0
2005,NUTS,2010,IE0,1,5226.0
2006,NUTS,2010,IE0,1,5612.0
2007,NUTS,2010,IE0,1,6000.0
2008,NUTS,2010,IE0,1,7141.0
2009,NUTS,2010,IE0,1,6698.0
2010,NUTS,2010,IE0,1,6501.0
2011,NUTS,2010,IE0,1,6437.0
2012,NUTS,2010,IE0,1,6373.0
2013,NUTS,2010,IE0,1,6208.0
2014,NUTS,2010,IE0,1,9866.0
2015,NUTS,2010,IE0,1,15356.0
2017,NUTS,2010,IE0,1,15178.0
2002,NUTS,2010,IE01,2,500.0
2003,NUTS,2010,IE01,2,610.0
2004,NUTS,2010,IE01,2,730.0
2005,NUTS,2010,IE01,2,939.0
2006,NUTS,2010,IE01,2,1147.0
2007,NUTS,2010,IE01,2,1230.0
2008,NUTS,2010,IE01,2,754.0
2009,NUTS,2010,IE01,2,821.0
2010,NUTS,2010,IE01,2,809.0
2011,NUTS,2010,IE01,2,901.0
2012,NUTS,2010,IE01,2,892.0
2013,NUTS,2010,IE01,2,869.0
2014,NUTS,2010,IE01,2,1381.0
2015,NUTS,2010,IE01,2,425.0
2017,NUTS,2010,IE01,2,3059.0
2002,NUTS,2010,IE02,2,2678.0
2003,NUTS,2010,IE02,2,3399.0
2004,NUTS,2010,IE02,2,4111.0
2005,NUTS,2010,IE02,2,4288.0
2006,NUTS,2010,IE02,2,4464.0
2007,NUTS,2010,IE02,2,4770.0
2008,NUTS,2010,IE02,2,6387.0
2009,NUTS,2010,IE02,2,5877.0
2010,NUTS,2010,IE02,2,5692.0
2011,NUTS,2010,IE02,2,5536.0
2012,NUTS,2010,IE02,2,5481.0
2013,NUTS,2010,IE02,2,5339.0
2014,NUTS,2010,IE02,2,8484.0
2015,NUTS,2010,IE02,2,14931.0
2017,NUTS,2010,IE02,2,12119.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,238.0
1983,NUTS,2010,IS,0,242.0
1985,NUTS,2010,IS,0,284.0
1987,NUTS,2010,IS,0,261.0
1989,NUTS,2010,IS,0,322.0
1990,NUTS,2010,IS,0,317.0
1991,NUTS,2010,IS,0,397.0
1992,NUTS,2010,IS,0,420.0
1993,NUTS,2010,IS,0,374.0
1994,NUTS,2010,IS,0,385.0
1995,NUTS,2010,IS,0,530.0
1996,NUTS,2010,IS,0,408.0
1997,NUTS,2010,IS,0,656.0
1998,NUTS,2010,IS,0,676.0
1999,NUTS,2010,IS,0,712.0
2000,NUTS,2010,IS,0,723.0
2001,NUTS,2010,IS,0,742.0
2002,NUTS,2010,IS,0,765.0
2003,NUTS,2010,IS,0,728.0
2005,NUTS,2010,IS,0,742.0
2006,NUTS,2010,IS,0,833.0
2007,NUTS,2010,IS,0,773.0
2008,NUTS,2010,IS,0,808.0
2009,NUTS,2010,IS,0,1119.0
2011,NUTS,2010,IS,0,1057.0
2013,NUTS,2010,IS,0,1211.0
2014,NUTS,2010,IS,0,1232.0
2015,NUTS,2010,IS,0,1062.0
2016,NUTS,2010,IS,0,1360.0
2017,NUTS,2010,IS,0,1096.0
2018,NUTS,2010,IS,0,1096.0
1981,NUTS,2010,IT,0,32125.0
1982,NUTS,2010,IT,0,34991.0
1983,NUTS,2010,IT,0,39368.0
1984,NUTS,2010,IT,0,36242.0
1985,NUTS,2010,IT,0,37022.0
1986,NUTS,2010,IT,0,39136.0
1987,NUTS,2010,IT,0,42943.0
1988,NUTS,2010,IT,0,43069.0
1989,NUTS,2010,IT,0,44042.0
1990,NUTS,2010,IT,0,44312.0
1991,NUTS,2010,IT,0,45593.0
1992,NUTS,2010,IT,0,46529.0
1993,NUTS,2010,IT,0,47014.0
1994,NUTS,2010,IT,0,47950.0
1995,NUTS,2010,IT,0,48427.0
1996,NUTS,2010,IT,0,49148.0
1997,NUTS,2010,IT,0,49031.0
1998,NUTS,2010,IT,0,52852.0
1999,NUTS,2010,IT,0,52025.0
2000,NUTS,2010,IT,0,54837.0
2001,NUTS,2010,IT,0,58869.0
2002,NUTS,2010,IT,0,60287.0
2003,NUTS,2010,IT,0,59406.0
2004,NUTS,2010,IT,0,60694.0
2005,NUTS,2010,IT,0,66976.0
2006,NUTS,2010,IT,0,67688.0
2007,NUTS,2010,IT,0,71063.0
2008,NUTS,2010,IT,0,72474.0
2009,NUTS,2010,IT,0,74949.0
2010,NUTS,2010,IT,0,72299.0
2011,NUTS,2010,IT,0,73723.0
2012,NUTS,2010,IT,0,76207.0
2013,NUTS,2010,IT,0,76986.0
2014,NUTS,2010,IT,0,75235.0
2015,NUTS,2010,IT,0,76858.0
2016,NUTS,2010,IT,0,80226.0
2017,NUTS,2010,IT,0,80358.0
2018,NUTS,2010,IT,0,81233.0
2019,NUTS,2010,IT,0,83776.0
2020,NUTS,2010,IT,0,82945.0
1994,NUTS,2010,ITC,1,9063.0
1995,NUTS,2010,ITC,1,9266.0
1996,NUTS,2010,ITC,1,9550.0
2000,NUTS,2010,ITC,1,13897.0
2003,NUTS,2010,ITC,1,11720.0
2004,NUTS,2010,ITC,1,11882.0
2005,NUTS,2010,ITC,1,13998.0
2007,NUTS,2010,ITC,1,15189.0
2008,NUTS,2010,ITC,1,17612.0
2009,NUTS,2010,ITC,1,18986.0
2010,NUTS,2010,ITC,1,18799.0
2011,NUTS,2010,ITC,1,19584.0
2012,NUTS,2010,ITC,1,19999.0
2013,NUTS,2010,ITC,1,19178.0
2014,NUTS,2010,ITC,1,17142.0
2015,NUTS,2010,ITC,1,18459.0
2016,NUTS,2010,ITC,1,19392.0
2017,NUTS,2010,ITC,1,19846.0
2018,NUTS,2010,ITC,1,20158.0
2019,NUTS,2010,ITC,1,20441.0
1994,NUTS,2010,ITC1,2,2314.0
1995,NUTS,2010,ITC1,2,2352.0
1996,NUTS,2010,ITC1,2,2456.0
2000,NUTS,2010,ITC1,2,2581.0
2003,NUTS,2010,ITC1,2,3287.0
2004,NUTS,2010,ITC1,2,3287.0
2005,NUTS,2010,ITC1,2,3807.0
2007,NUTS,2010,ITC1,2,4710.0
2008,NUTS,2010,ITC1,2,4724.0
2009,NUTS,2010,ITC1,2,5033.0
2010,NUTS,2010,ITC1,2,4888.0
2011,NUTS,2010,ITC1,2,4557.0
2012,NUTS,2010,ITC1,2,4886.0
2013,NUTS,2010,ITC1,2,5251.0
2014,NUTS,2010,ITC1,2,4426.0
2015,NUTS,2010,ITC1,2,5378.0
2016,NUTS,2010,ITC1,2,4769.0
2017,NUTS,2010,ITC1,2,4847.0
2018,NUTS,2010,ITC1,2,4943.0
2019,NUTS,2010,ITC1,2,4982.0
2003,NUTS,2010,ITC2,2,23.0
2004,NUTS,2010,ITC2,2,28.0
2005,NUTS,2010,ITC2,2,32.0
2007,NUTS,2010,ITC2,2,31.0
2008,NUTS,2010,ITC2,2,33.0
2009,NUTS,2010,ITC2,2,42.0
2010,NUTS,2010,ITC2,2,39.0
2011,NUTS,2010,ITC2,2,43.0
2012,NUTS,2010,ITC2,2,44.0
2013,NUTS,2010,ITC2,2,71.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,51.0
2016,NUTS,2010,ITC2,2,65.0
2017,NUTS,2010,ITC2,2,68.0
2018,NUTS,2010,ITC2,2,60.0
2019,NUTS,2010,ITC2,2,57.0
1994,NUTS,2010,ITC3,2,1533.0
1995,NUTS,2010,ITC3,2,1570.0
1996,NUTS,2010,ITC3,2,1591.0
2000,NUTS,2010,ITC3,2,1450.0
2003,NUTS,2010,ITC3,2,1498.0
2004,NUTS,2010,ITC3,2,1477.0
2005,NUTS,2010,ITC3,2,1684.0
2007,NUTS,2010,ITC3,2,1634.0
2008,NUTS,2010,ITC3,2,1973.0
2009,NUTS,2010,ITC3,2,2501.0
2010,NUTS,2010,ITC3,2,2506.0
2011,NUTS,2010,ITC3,2,2647.0
2012,NUTS,2010,ITC3,2,2564.0
2013,NUTS,2010,ITC3,2,2702.0
2014,NUTS,2010,ITC3,2,2063.0
2015,NUTS,2010,ITC3,2,2258.0
2016,NUTS,2010,ITC3,2,2020.0
2017,NUTS,2010,ITC3,2,2081.0
2018,NUTS,2010,ITC3,2,1845.0
2019,NUTS,2010,ITC3,2,1962.0
1994,NUTS,2010,ITC4,2,5216.0
1995,NUTS,2010,ITC4,2,5344.0
1996,NUTS,2010,ITC4,2,5503.0
2000,NUTS,2010,ITC4,2,9866.0
2003,NUTS,2010,ITC4,2,6912.0
2004,NUTS,2010,ITC4,2,7090.0
2005,NUTS,2010,ITC4,2,8474.0
2007,NUTS,2010,ITC4,2,8814.0
2008,NUTS,2010,ITC4,2,10882.0
2009,NUTS,2010,ITC4,2,11411.0
2010,NUTS,2010,ITC4,2,11367.0
2011,NUTS,2010,ITC4,2,12337.0
2012,NUTS,2010,ITC4,2,12506.0
2013,NUTS,2010,ITC4,2,11154.0
2014,NUTS,2010,ITC4,2,10573.0
2015,NUTS,2010,ITC4,2,10771.0
2016,NUTS,2010,ITC4,2,12538.0
2017,NUTS,2010,ITC4,2,12850.0
2018,NUTS,2010,ITC4,2,13311.0
2019,NUTS,2010,ITC4,2,13441.0
1994,NUTS,2010,ITF,1,9709.0
1995,NUTS,2010,ITF,1,9006.0
1996,NUTS,2010,ITF,1,9725.0
2000,NUTS,2010,ITF,1,11180.0
2003,NUTS,2010,ITF,1,12565.0
2004,NUTS,2010,ITF,1,12768.0
2005,NUTS,2010,ITF,1,13582.0
2007,NUTS,2010,ITF,1,14586.0
2008,NUTS,2010,ITF,1,14807.0
2009,NUTS,2010,ITF,1,14577.0
2010,NUTS,2010,ITF,1,13622.0
2011,NUTS,2010,ITF,1,13346.0
2012,NUTS,2010,ITF,1,13767.0
2013,NUTS,2010,ITF,1,14025.0
2014,NUTS,2010,ITF,1,14402.0
2015,NUTS,2010,ITF,1,14595.0
2016,NUTS,2010,ITF,1,14967.0
2017,NUTS,2010,ITF,1,14854.0
2018,NUTS,2010,ITF,1,14398.0
2019,NUTS,2010,ITF,1,14814.0
1994,NUTS,2010,ITF1,2,1019.0
1995,NUTS,2010,ITF1,2,1050.0
1996,NUTS,2010,ITF1,2,1116.0
2000,NUTS,2010,ITF1,2,1167.0
2003,NUTS,2010,ITF1,2,1358.0
2004,NUTS,2010,ITF1,2,1391.0
2005,NUTS,2010,ITF1,2,1432.0
2007,NUTS,2010,ITF1,2,1487.0
2008,NUTS,2010,ITF1,2,1469.0
2009,NUTS,2010,ITF1,2,1514.0
2010,NUTS,2010,ITF1,2,1515.0
2011,NUTS,2010,ITF1,2,1516.0
2012,NUTS,2010,ITF1,2,1597.0
2013,NUTS,2010,ITF1,2,1578.0
