year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_total_fte_t
2018,NUTS,2010,RO3,1,93.0
2019,NUTS,2010,RO3,1,87.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,2.0
2019,NUTS,2010,RO31,2,2.0
2011,NUTS,2010,RO32,2,27.0
2012,NUTS,2010,RO32,2,117.0
2013,NUTS,2010,RO32,2,112.0
2014,NUTS,2010,RO32,2,88.0
2015,NUTS,2010,RO32,2,97.0
2016,NUTS,2010,RO32,2,137.0
2017,NUTS,2010,RO32,2,106.0
2018,NUTS,2010,RO32,2,91.0
2019,NUTS,2010,RO32,2,85.0
2011,NUTS,2010,RO4,1,41.0
2012,NUTS,2010,RO4,1,3.0
2013,NUTS,2010,RO4,1,7.0
2014,NUTS,2010,RO4,1,10.0
2015,NUTS,2010,RO4,1,4.0
2016,NUTS,2010,RO4,1,1.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,36.0
2013,NUTS,2010,RO41,2,5.0
2014,NUTS,2010,RO41,2,5.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,5.0
2012,NUTS,2010,RO42,2,3.0
2013,NUTS,2010,RO42,2,2.0
2014,NUTS,2010,RO42,2,5.0
2015,NUTS,2010,RO42,2,4.0
2016,NUTS,2010,RO42,2,1.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,14.0
2012,NUTS,2010,RS,0,18.0
2013,NUTS,2010,RS,0,5.0
2014,NUTS,2010,RS,0,4.0
2015,NUTS,2010,RS,0,23.0
2016,NUTS,2010,RS,0,28.0
2017,NUTS,2010,RS,0,23.0
2018,NUTS,2010,RS,0,1.0
2019,NUTS,2010,RS,0,1.0
2020,NUTS,2010,RS,0,2.0
2018,NUTS,2010,RS1,1,1.0
2019,NUTS,2010,RS1,1,1.0
2020,NUTS,2010,RS1,1,2.0
2018,NUTS,2010,RS11,2,1.0
2019,NUTS,2010,RS11,2,1.0
2020,NUTS,2010,RS11,2,2.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,2007.0
2012,NUTS,2010,RU,0,2351.0
2013,NUTS,2010,RU,0,1648.0
2014,NUTS,2010,RU,0,1369.0
2015,NUTS,2010,RU,0,1634.0
2017,NUTS,2010,RU,0,3716.0
2018,NUTS,2010,RU,0,1709.0
2019,NUTS,2010,RU,0,2226.0
2011,NUTS,2010,SE,0,260.0
2012,NUTS,2010,SE,0,293.0
2013,NUTS,2010,SE,0,323.0
2014,NUTS,2010,SE,0,352.0
2015,NUTS,2010,SE,0,191.0
2016,NUTS,2010,SE,0,227.0
2017,NUTS,2010,SE,0,109.0
2018,NUTS,2010,SE,0,86.0
2019,NUTS,2010,SE,0,107.0
2020,NUTS,2010,SE,0,107.0
2011,NUTS,2010,SI,0,16.0
2012,NUTS,2010,SI,0,18.0
2013,NUTS,2010,SI,0,17.0
2014,NUTS,2010,SI,0,13.0
2015,NUTS,2010,SI,0,11.0
2016,NUTS,2010,SI,0,12.0
2017,NUTS,2010,SI,0,41.0
2018,NUTS,2010,SI,0,58.0
2019,NUTS,2010,SI,0,106.0
2020,NUTS,2010,SI,0,120.0
2011,NUTS,2010,SI0,1,16.0
2012,NUTS,2010,SI0,1,18.0
2013,NUTS,2010,SI0,1,17.0
2014,NUTS,2010,SI0,1,13.0
2015,NUTS,2010,SI0,1,11.0
2016,NUTS,2010,SI0,1,12.0
2017,NUTS,2010,SI0,1,41.0
2018,NUTS,2010,SI0,1,58.0
2019,NUTS,2010,SI0,1,106.0
2013,NUTS,2010,SI03,2,6.0
2014,NUTS,2010,SI03,2,5.0
2015,NUTS,2010,SI03,2,4.0
2016,NUTS,2010,SI03,2,4.0
2017,NUTS,2010,SI03,2,1.0
2018,NUTS,2010,SI03,2,2.0
2019,NUTS,2010,SI03,2,9.0
2013,NUTS,2010,SI04,2,10.0
2014,NUTS,2010,SI04,2,8.0
2015,NUTS,2010,SI04,2,8.0
2016,NUTS,2010,SI04,2,9.0
2017,NUTS,2010,SI04,2,40.0
2018,NUTS,2010,SI04,2,56.0
2019,NUTS,2010,SI04,2,97.0
2011,NUTS,2010,SK,0,46.0
2012,NUTS,2010,SK,0,44.0
2013,NUTS,2010,SK,0,36.0
2014,NUTS,2010,SK,0,17.0
2015,NUTS,2010,SK,0,36.0
2016,NUTS,2010,SK,0,88.0
2017,NUTS,2010,SK,0,87.0
2018,NUTS,2010,SK,0,64.0
2019,NUTS,2010,SK,0,8.0
2020,NUTS,2010,SK,0,12.0
2011,NUTS,2010,SK01,2,19.0
2012,NUTS,2010,SK01,2,12.0
2013,NUTS,2010,SK01,2,13.0
2014,NUTS,2010,SK01,2,5.0
2015,NUTS,2010,SK01,2,14.0
2016,NUTS,2010,SK01,2,24.0
2017,NUTS,2010,SK01,2,36.0
2018,NUTS,2010,SK01,2,21.0
2019,NUTS,2010,SK01,2,5.0
2020,NUTS,2010,SK01,2,7.0
2011,NUTS,2010,SK02,2,4.0
2012,NUTS,2010,SK02,2,2.0
2013,NUTS,2010,SK02,2,13.0
2014,NUTS,2010,SK02,2,9.0
2015,NUTS,2010,SK02,2,16.0
2016,NUTS,2010,SK02,2,47.0
2017,NUTS,2010,SK02,2,34.0
2018,NUTS,2010,SK02,2,30.0
2019,NUTS,2010,SK02,2,0.0
2020,NUTS,2010,SK02,2,3.0
2011,NUTS,2010,SK03,2,4.0
2012,NUTS,2010,SK03,2,9.0
2013,NUTS,2010,SK03,2,9.0
2014,NUTS,2010,SK03,2,2.0
2015,NUTS,2010,SK03,2,3.0
2016,NUTS,2010,SK03,2,10.0
2017,NUTS,2010,SK03,2,8.0
2018,NUTS,2010,SK03,2,7.0
2019,NUTS,2010,SK03,2,2.0
2020,NUTS,2010,SK03,2,2.0
2011,NUTS,2010,SK04,2,20.0
2012,NUTS,2010,SK04,2,21.0
2013,NUTS,2010,SK04,2,2.0
2014,NUTS,2010,SK04,2,2.0
2015,NUTS,2010,SK04,2,4.0
2016,NUTS,2010,SK04,2,7.0
2017,NUTS,2010,SK04,2,9.0
2018,NUTS,2010,SK04,2,7.0
2019,NUTS,2010,SK04,2,1.0
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,5769.0
2012,NUTS,2010,UK,0,5990.0
2013,NUTS,2010,UK,0,5036.0
2014,NUTS,2010,UK,0,4787.0
2015,NUTS,2010,UK,0,6368.0
2016,NUTS,2010,UK,0,6505.0
2017,NUTS,2010,UK,0,7586.0
2018,NUTS,2010,UK,0,8260.0
2019,NUTS,2010,UK,0,9212.0
2011,NUTS,2010,UKC,1,158.0
2012,NUTS,2010,UKC,1,164.0
2013,NUTS,2010,UKC,1,234.0
2014,NUTS,2010,UKC,1,223.0
2015,NUTS,2010,UKC,1,284.0
2016,NUTS,2010,UKC,1,290.0
2017,NUTS,2010,UKC,1,339.0
2018,NUTS,2010,UKC,1,369.0
2011,NUTS,2010,UKC1,2,133.0
2012,NUTS,2010,UKC1,2,138.0
2013,NUTS,2010,UKC1,2,196.0
2014,NUTS,2010,UKC1,2,186.0
2015,NUTS,2010,UKC1,2,269.0
2016,NUTS,2010,UKC1,2,275.0
2017,NUTS,2010,UKC1,2,321.0
2018,NUTS,2010,UKC1,2,349.0
2011,NUTS,2010,UKC2,2,25.0
2012,NUTS,2010,UKC2,2,26.0
2013,NUTS,2010,UKC2,2,39.0
2014,NUTS,2010,UKC2,2,37.0
2015,NUTS,2010,UKC2,2,15.0
2016,NUTS,2010,UKC2,2,15.0
2017,NUTS,2010,UKC2,2,18.0
2018,NUTS,2010,UKC2,2,20.0
2011,NUTS,2010,UKD,1,42.0
2012,NUTS,2010,UKD,1,44.0
2013,NUTS,2010,UKD,1,188.0
2014,NUTS,2010,UKD,1,178.0
2015,NUTS,2010,UKD,1,18.0
2016,NUTS,2010,UKD,1,18.0
2017,NUTS,2010,UKD,1,21.0
2018,NUTS,2010,UKD,1,23.0
2011,NUTS,2010,UKD1,2,13.0
2012,NUTS,2010,UKD1,2,14.0
2013,NUTS,2010,UKD1,2,0.0
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,1.0
2016,NUTS,2010,UKD1,2,1.0
2017,NUTS,2010,UKD1,2,1.0
2018,NUTS,2010,UKD1,2,1.0
2011,NUTS,2010,UKD3,2,0.0
2012,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,5.0
2014,NUTS,2010,UKD3,2,5.0
2015,NUTS,2010,UKD3,2,2.0
2016,NUTS,2010,UKD3,2,2.0
2017,NUTS,2010,UKD3,2,2.0
2018,NUTS,2010,UKD3,2,3.0
2011,NUTS,2010,UKD4,2,21.0
2012,NUTS,2010,UKD4,2,22.0
2013,NUTS,2010,UKD4,2,3.0
2014,NUTS,2010,UKD4,2,3.0
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2018,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,4.0
2012,NUTS,2010,UKD6,2,4.0
2013,NUTS,2010,UKD6,2,4.0
2014,NUTS,2010,UKD6,2,4.0
2015,NUTS,2010,UKD6,2,4.0
2016,NUTS,2010,UKD6,2,4.0
2017,NUTS,2010,UKD6,2,5.0
2018,NUTS,2010,UKD6,2,5.0
2011,NUTS,2010,UKD7,2,4.0
2012,NUTS,2010,UKD7,2,4.0
2013,NUTS,2010,UKD7,2,176.0
2014,NUTS,2010,UKD7,2,167.0
2015,NUTS,2010,UKD7,2,11.0
2016,NUTS,2010,UKD7,2,12.0
2017,NUTS,2010,UKD7,2,14.0
2018,NUTS,2010,UKD7,2,15.0
2011,NUTS,2010,UKE,1,15.0
2012,NUTS,2010,UKE,1,16.0
2013,NUTS,2010,UKE,1,50.0
2014,NUTS,2010,UKE,1,47.0
2015,NUTS,2010,UKE,1,43.0
2016,NUTS,2010,UKE,1,44.0
2017,NUTS,2010,UKE,1,52.0
2018,NUTS,2010,UKE,1,56.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,2.0
2014,NUTS,2010,UKE2,2,2.0
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,15.0
2012,NUTS,2010,UKE3,2,16.0
2013,NUTS,2010,UKE3,2,19.0
2014,NUTS,2010,UKE3,2,18.0
2015,NUTS,2010,UKE3,2,41.0
2016,NUTS,2010,UKE3,2,42.0
2017,NUTS,2010,UKE3,2,49.0
2018,NUTS,2010,UKE3,2,53.0
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,29.0
2014,NUTS,2010,UKE4,2,27.0
2015,NUTS,2010,UKE4,2,2.0
2016,NUTS,2010,UKE4,2,2.0
2017,NUTS,2010,UKE4,2,3.0
2018,NUTS,2010,UKE4,2,3.0
2011,NUTS,2010,UKF,1,44.0
2012,NUTS,2010,UKF,1,46.0
2013,NUTS,2010,UKF,1,42.0
2014,NUTS,2010,UKF,1,40.0
2015,NUTS,2010,UKF,1,18.0
2016,NUTS,2010,UKF,1,19.0
2017,NUTS,2010,UKF,1,22.0
2018,NUTS,2010,UKF,1,24.0
2011,NUTS,2010,UKF1,2,1.0
2012,NUTS,2010,UKF1,2,1.0
2013,NUTS,2010,UKF1,2,3.0
2014,NUTS,2010,UKF1,2,3.0
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,43.0
2012,NUTS,2010,UKF2,2,45.0
2013,NUTS,2010,UKF2,2,38.0
2014,NUTS,2010,UKF2,2,36.0
2015,NUTS,2010,UKF2,2,18.0
2016,NUTS,2010,UKF2,2,19.0
2017,NUTS,2010,UKF2,2,22.0
2018,NUTS,2010,UKF2,2,24.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,2.0
2014,NUTS,2010,UKF3,2,1.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,38.0
2012,NUTS,2010,UKG,1,40.0
2013,NUTS,2010,UKG,1,10.0
2014,NUTS,2010,UKG,1,10.0
2015,NUTS,2010,UKG,1,19.0
2016,NUTS,2010,UKG,1,19.0
2017,NUTS,2010,UKG,1,23.0
2018,NUTS,2010,UKG,1,25.0
2011,NUTS,2010,UKG1,2,15.0
2012,NUTS,2010,UKG1,2,16.0
2013,NUTS,2010,UKG1,2,2.0
2014,NUTS,2010,UKG1,2,2.0
2015,NUTS,2010,UKG1,2,0.0
2016,NUTS,2010,UKG1,2,0.0
2017,NUTS,2010,UKG1,2,0.0
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,13.0
2012,NUTS,2010,UKG2,2,14.0
2013,NUTS,2010,UKG2,2,7.0
2014,NUTS,2010,UKG2,2,6.0
2015,NUTS,2010,UKG2,2,4.0
2016,NUTS,2010,UKG2,2,4.0
2017,NUTS,2010,UKG2,2,5.0
2018,NUTS,2010,UKG2,2,5.0
2011,NUTS,2010,UKG3,2,10.0
2012,NUTS,2010,UKG3,2,10.0
2013,NUTS,2010,UKG3,2,2.0
2014,NUTS,2010,UKG3,2,2.0
2015,NUTS,2010,UKG3,2,15.0
2016,NUTS,2010,UKG3,2,15.0
2017,NUTS,2010,UKG3,2,18.0
2018,NUTS,2010,UKG3,2,20.0
2011,NUTS,2010,UKH,1,1996.0
2012,NUTS,2010,UKH,1,2073.0
2013,NUTS,2010,UKH,1,2477.0
2014,NUTS,2010,UKH,1,2355.0
2015,NUTS,2010,UKH,1,2655.0
2016,NUTS,2010,UKH,1,2713.0
2017,NUTS,2010,UKH,1,3163.0
2018,NUTS,2010,UKH,1,3444.0
2011,NUTS,2010,UKH1,2,1789.0
2012,NUTS,2010,UKH1,2,1858.0
2013,NUTS,2010,UKH1,2,1783.0
2014,NUTS,2010,UKH1,2,1695.0
2015,NUTS,2010,UKH1,2,1895.0
2016,NUTS,2010,UKH1,2,1936.0
2017,NUTS,2010,UKH1,2,2258.0
2018,NUTS,2010,UKH1,2,2458.0
2011,NUTS,2010,UKH2,2,207.0
2012,NUTS,2010,UKH2,2,215.0
2013,NUTS,2010,UKH2,2,668.0
2014,NUTS,2010,UKH2,2,635.0
2015,NUTS,2010,UKH2,2,760.0
2016,NUTS,2010,UKH2,2,776.0
2017,NUTS,2010,UKH2,2,905.0
2018,NUTS,2010,UKH2,2,986.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,26.0
2014,NUTS,2010,UKH3,2,25.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,2403.0
2012,NUTS,2010,UKI,1,2495.0
2013,NUTS,2010,UKI,1,1322.0
2014,NUTS,2010,UKI,1,1258.0
2015,NUTS,2010,UKI,1,1921.0
2016,NUTS,2010,UKI,1,1962.0
2017,NUTS,2010,UKI,1,2288.0
2018,NUTS,2010,UKI,1,2491.0
2011,NUTS,2010,UKI3,2,2219.0
2012,NUTS,2010,UKI3,2,2304.0
2013,NUTS,2010,UKI3,2,778.0
2014,NUTS,2010,UKI3,2,739.0
2015,NUTS,2010,UKI3,2,976.0
2016,NUTS,2010,UKI3,2,997.0
2017,NUTS,2010,UKI3,2,1163.0
2018,NUTS,2010,UKI3,2,1266.0
2011,NUTS,2010,UKI4,2,122.0
2012,NUTS,2010,UKI4,2,127.0
2013,NUTS,2010,UKI4,2,39.0
2014,NUTS,2010,UKI4,2,37.0
2015,NUTS,2010,UKI4,2,91.0
2016,NUTS,2010,UKI4,2,93.0
2017,NUTS,2010,UKI4,2,108.0
2018,NUTS,2010,UKI4,2,118.0
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2013,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,20.0
2016,NUTS,2010,UKI5,2,20.0
2017,NUTS,2010,UKI5,2,24.0
2018,NUTS,2010,UKI5,2,26.0
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,507.0
2014,NUTS,2010,UKI6,2,482.0
2015,NUTS,2010,UKI6,2,265.0
2016,NUTS,2010,UKI6,2,270.0
2017,NUTS,2010,UKI6,2,315.0
2018,NUTS,2010,UKI6,2,343.0
2011,NUTS,2010,UKI7,2,62.0
2012,NUTS,2010,UKI7,2,64.0
2013,NUTS,2010,UKI7,2,0.0
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,569.0
2016,NUTS,2010,UKI7,2,581.0
2017,NUTS,2010,UKI7,2,678.0
2018,NUTS,2010,UKI7,2,738.0
2011,NUTS,2010,UKJ,1,865.0
2012,NUTS,2010,UKJ,1,898.0
2013,NUTS,2010,UKJ,1,283.0
2014,NUTS,2010,UKJ,1,269.0
2015,NUTS,2010,UKJ,1,717.0
2016,NUTS,2010,UKJ,1,732.0
2017,NUTS,2010,UKJ,1,854.0
2018,NUTS,2010,UKJ,1,930.0
2011,NUTS,2010,UKJ1,2,639.0
2012,NUTS,2010,UKJ1,2,663.0
2013,NUTS,2010,UKJ1,2,102.0
2014,NUTS,2010,UKJ1,2,97.0
2015,NUTS,2010,UKJ1,2,130.0
2016,NUTS,2010,UKJ1,2,133.0
2017,NUTS,2010,UKJ1,2,155.0
2018,NUTS,2010,UKJ1,2,169.0
2011,NUTS,2010,UKJ2,2,208.0
2012,NUTS,2010,UKJ2,2,216.0
2013,NUTS,2010,UKJ2,2,163.0
2014,NUTS,2010,UKJ2,2,155.0
2015,NUTS,2010,UKJ2,2,524.0
2016,NUTS,2010,UKJ2,2,536.0
2017,NUTS,2010,UKJ2,2,625.0
2018,NUTS,2010,UKJ2,2,680.0
2011,NUTS,2010,UKJ3,2,18.0
2012,NUTS,2010,UKJ3,2,19.0
2013,NUTS,2010,UKJ3,2,16.0
2014,NUTS,2010,UKJ3,2,15.0
2015,NUTS,2010,UKJ3,2,63.0
2016,NUTS,2010,UKJ3,2,64.0
2017,NUTS,2010,UKJ3,2,75.0
2018,NUTS,2010,UKJ3,2,81.0
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,2.0
2014,NUTS,2010,UKJ4,2,2.0
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,78.0
2012,NUTS,2010,UKK,1,81.0
2013,NUTS,2010,UKK,1,286.0
2014,NUTS,2010,UKK,1,272.0
2015,NUTS,2010,UKK,1,284.0
2016,NUTS,2010,UKK,1,290.0
2017,NUTS,2010,UKK,1,338.0
2018,NUTS,2010,UKK,1,368.0
2011,NUTS,2010,UKK1,2,19.0
2012,NUTS,2010,UKK1,2,20.0
2013,NUTS,2010,UKK1,2,27.0
2014,NUTS,2010,UKK1,2,26.0
2015,NUTS,2010,UKK1,2,15.0
2016,NUTS,2010,UKK1,2,16.0
2017,NUTS,2010,UKK1,2,18.0
2018,NUTS,2010,UKK1,2,20.0
2011,NUTS,2010,UKK2,2,0.0
2012,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,53.0
2014,NUTS,2010,UKK2,2,50.0
2015,NUTS,2010,UKK2,2,41.0
2016,NUTS,2010,UKK2,2,42.0
2017,NUTS,2010,UKK2,2,49.0
2018,NUTS,2010,UKK2,2,53.0
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,59.0
2012,NUTS,2010,UKK4,2,61.0
2013,NUTS,2010,UKK4,2,206.0
2014,NUTS,2010,UKK4,2,196.0
2015,NUTS,2010,UKK4,2,228.0
2016,NUTS,2010,UKK4,2,232.0
2017,NUTS,2010,UKK4,2,271.0
2018,NUTS,2010,UKK4,2,295.0
2011,NUTS,2010,UKL,1,21.0
2012,NUTS,2010,UKL,1,22.0
2013,NUTS,2010,UKL,1,25.0
2014,NUTS,2010,UKL,1,24.0
2015,NUTS,2010,UKL,1,14.0
2016,NUTS,2010,UKL,1,15.0
2017,NUTS,2010,UKL,1,17.0
2018,NUTS,2010,UKL,1,19.0
2011,NUTS,2010,UKL1,2,21.0
2012,NUTS,2010,UKL1,2,22.0
2013,NUTS,2010,UKL1,2,24.0
2014,NUTS,2010,UKL1,2,22.0
2015,NUTS,2010,UKL1,2,14.0
2016,NUTS,2010,UKL1,2,15.0
2017,NUTS,2010,UKL1,2,17.0
2018,NUTS,2010,UKL1,2,19.0
2011,NUTS,2010,UKL2,2,0.0
2012,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,2.0
2014,NUTS,2010,UKL2,2,2.0
2015,NUTS,2010,UKL2,2,0.0
2016,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2018,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKM,1,108.0
2012,NUTS,2010,UKM,1,112.0
2013,NUTS,2010,UKM,1,117.0
2014,NUTS,2010,UKM,1,111.0
2015,NUTS,2010,UKM,1,390.0
2016,NUTS,2010,UKM,1,398.0
2017,NUTS,2010,UKM,1,464.0
2018,NUTS,2010,UKM,1,506.0
2012,NUTS,2010,UKM2,2,56.0
2013,NUTS,2010,UKM2,2,63.0
2014,NUTS,2010,UKM2,2,60.0
2015,NUTS,2010,UKM2,2,69.0
2016,NUTS,2010,UKM2,2,70.0
2017,NUTS,2010,UKM2,2,82.0
2012,NUTS,2010,UKM3,2,8.0
2013,NUTS,2010,UKM3,2,4.0
2014,NUTS,2010,UKM3,2,4.0
2015,NUTS,2010,UKM3,2,272.0
2016,NUTS,2010,UKM3,2,278.0
2017,NUTS,2010,UKM3,2,324.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM6,2,48.0
2013,NUTS,2010,UKM6,2,49.0
2014,NUTS,2010,UKM6,2,47.0
2015,NUTS,2010,UKM6,2,49.0
2016,NUTS,2010,UKM6,2,51.0
2017,NUTS,2010,UKM6,2,59.0
2018,NUTS,2010,UKM6,2,64.0
2014,NUTS,2010,UKM7,2,60.0
2015,NUTS,2010,UKM7,2,69.0
2016,NUTS,2010,UKM7,2,70.0
2017,NUTS,2010,UKM7,2,82.0
2018,NUTS,2010,UKM7,2,89.0
2014,NUTS,2010,UKM8,2,4.0
2015,NUTS,2010,UKM8,2,272.0
2016,NUTS,2010,UKM8,2,278.0
2017,NUTS,2010,UKM8,2,324.0
2018,NUTS,2010,UKM8,2,353.0
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,1.0
2012,NUTS,2010,UKN,1,1.0
2013,NUTS,2010,UKN,1,1.0
2014,NUTS,2010,UKN,1,1.0
2015,NUTS,2010,UKN,1,5.0
2016,NUTS,2010,UKN,1,5.0
2017,NUTS,2010,UKN,1,6.0
2018,NUTS,2010,UKN,1,7.0
2011,NUTS,2010,UKN0,2,1.0
2012,NUTS,2010,UKN0,2,1.0
2013,NUTS,2010,UKN0,2,1.0
2014,NUTS,2010,UKN0,2,1.0
2015,NUTS,2010,UKN0,2,5.0
2016,NUTS,2010,UKN0,2,5.0
2017,NUTS,2010,UKN0,2,6.0
2018,NUTS,2010,UKN0,2,7.0
