year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_fte_f
2019,NUTS,2010,PT15,2,346.0
2020,NUTS,2010,PT15,2,339.0
2011,NUTS,2010,PT16,2,2541.0
2012,NUTS,2010,PT16,2,2613.0
2013,NUTS,2010,PT16,2,2689.0
2014,NUTS,2010,PT16,2,2538.0
2015,NUTS,2010,PT16,2,2465.0
2016,NUTS,2010,PT16,2,2573.0
2017,NUTS,2010,PT16,2,2780.0
2018,NUTS,2010,PT16,2,2979.0
2019,NUTS,2010,PT16,2,2959.0
2020,NUTS,2010,PT16,2,2941.0
2011,NUTS,2010,PT17,2,4598.0
2012,NUTS,2010,PT17,2,4977.0
2013,NUTS,2010,PT17,2,5164.0
2014,NUTS,2010,PT17,2,5019.0
2015,NUTS,2010,PT17,2,5240.0
2016,NUTS,2010,PT17,2,5450.0
2017,NUTS,2010,PT17,2,5702.0
2018,NUTS,2010,PT17,2,5900.0
2019,NUTS,2010,PT17,2,5836.0
2020,NUTS,2010,PT17,2,5716.0
2011,NUTS,2010,PT18,2,349.0
2012,NUTS,2010,PT18,2,345.0
2013,NUTS,2010,PT18,2,294.0
2014,NUTS,2010,PT18,2,284.0
2015,NUTS,2010,PT18,2,329.0
2016,NUTS,2010,PT18,2,345.0
2017,NUTS,2010,PT18,2,364.0
2018,NUTS,2010,PT18,2,360.0
2019,NUTS,2010,PT18,2,355.0
2020,NUTS,2010,PT18,2,344.0
2011,NUTS,2010,PT2,1,122.0
2012,NUTS,2010,PT2,1,96.0
2013,NUTS,2010,PT2,1,110.0
2014,NUTS,2010,PT2,1,110.0
2015,NUTS,2010,PT2,1,88.0
2016,NUTS,2010,PT2,1,89.0
2017,NUTS,2010,PT2,1,100.0
2018,NUTS,2010,PT2,1,96.0
2019,NUTS,2010,PT2,1,90.0
2020,NUTS,2010,PT2,1,86.0
2011,NUTS,2010,PT20,2,122.0
2012,NUTS,2010,PT20,2,96.0
2013,NUTS,2010,PT20,2,110.0
2014,NUTS,2010,PT20,2,110.0
2015,NUTS,2010,PT20,2,88.0
2016,NUTS,2010,PT20,2,89.0
2017,NUTS,2010,PT20,2,100.0
2018,NUTS,2010,PT20,2,96.0
2019,NUTS,2010,PT20,2,90.0
2020,NUTS,2010,PT20,2,86.0
2011,NUTS,2010,PT3,1,66.0
2012,NUTS,2010,PT3,1,63.0
2013,NUTS,2010,PT3,1,73.0
2014,NUTS,2010,PT3,1,78.0
2015,NUTS,2010,PT3,1,83.0
2016,NUTS,2010,PT3,1,93.0
2017,NUTS,2010,PT3,1,96.0
2018,NUTS,2010,PT3,1,111.0
2019,NUTS,2010,PT3,1,90.0
2020,NUTS,2010,PT3,1,83.0
2011,NUTS,2010,PT30,2,66.0
2012,NUTS,2010,PT30,2,63.0
2013,NUTS,2010,PT30,2,73.0
2014,NUTS,2010,PT30,2,78.0
2015,NUTS,2010,PT30,2,83.0
2016,NUTS,2010,PT30,2,93.0
2017,NUTS,2010,PT30,2,96.0
2018,NUTS,2010,PT30,2,111.0
2019,NUTS,2010,PT30,2,90.0
2020,NUTS,2010,PT30,2,83.0
2011,NUTS,2010,RO,0,3252.0
2012,NUTS,2010,RO,0,3121.0
2013,NUTS,2010,RO,0,3075.0
2014,NUTS,2010,RO,0,2893.0
2015,NUTS,2010,RO,0,3043.0
2016,NUTS,2010,RO,0,3113.0
2017,NUTS,2010,RO,0,3247.0
2018,NUTS,2010,RO,0,3136.0
2019,NUTS,2010,RO,0,3101.0
2011,NUTS,2010,RO1,1,944.0
2012,NUTS,2010,RO1,1,752.0
2013,NUTS,2010,RO1,1,697.0
2014,NUTS,2010,RO1,1,738.0
2015,NUTS,2010,RO1,1,678.0
2016,NUTS,2010,RO1,1,669.0
2017,NUTS,2010,RO1,1,684.0
2018,NUTS,2010,RO1,1,731.0
2019,NUTS,2010,RO1,1,776.0
2011,NUTS,2010,RO11,2,544.0
2012,NUTS,2010,RO11,2,275.0
2013,NUTS,2010,RO11,2,268.0
2014,NUTS,2010,RO11,2,381.0
2015,NUTS,2010,RO11,2,318.0
2016,NUTS,2010,RO11,2,324.0
2017,NUTS,2010,RO11,2,326.0
2018,NUTS,2010,RO11,2,302.0
2019,NUTS,2010,RO11,2,343.0
2011,NUTS,2010,RO12,2,400.0
2012,NUTS,2010,RO12,2,477.0
2013,NUTS,2010,RO12,2,429.0
2014,NUTS,2010,RO12,2,357.0
2015,NUTS,2010,RO12,2,360.0
2016,NUTS,2010,RO12,2,345.0
2017,NUTS,2010,RO12,2,358.0
2018,NUTS,2010,RO12,2,429.0
2019,NUTS,2010,RO12,2,433.0
2011,NUTS,2010,RO2,1,506.0
2012,NUTS,2010,RO2,1,577.0
2013,NUTS,2010,RO2,1,576.0
2014,NUTS,2010,RO2,1,597.0
2015,NUTS,2010,RO2,1,635.0
2016,NUTS,2010,RO2,1,594.0
2017,NUTS,2010,RO2,1,598.0
2018,NUTS,2010,RO2,1,615.0
2019,NUTS,2010,RO2,1,618.0
2011,NUTS,2010,RO21,2,379.0
2012,NUTS,2010,RO21,2,438.0
2013,NUTS,2010,RO21,2,462.0
2014,NUTS,2010,RO21,2,513.0
2015,NUTS,2010,RO21,2,538.0
2016,NUTS,2010,RO21,2,461.0
2017,NUTS,2010,RO21,2,436.0
2018,NUTS,2010,RO21,2,396.0
2019,NUTS,2010,RO21,2,429.0
2011,NUTS,2010,RO22,2,127.0
2012,NUTS,2010,RO22,2,139.0
2013,NUTS,2010,RO22,2,114.0
2014,NUTS,2010,RO22,2,84.0
2015,NUTS,2010,RO22,2,97.0
2016,NUTS,2010,RO22,2,133.0
2017,NUTS,2010,RO22,2,162.0
2018,NUTS,2010,RO22,2,219.0
2019,NUTS,2010,RO22,2,189.0
2011,NUTS,2010,RO3,1,802.0
2012,NUTS,2010,RO3,1,838.0
2013,NUTS,2010,RO3,1,777.0
2014,NUTS,2010,RO3,1,842.0
2015,NUTS,2010,RO3,1,919.0
2016,NUTS,2010,RO3,1,1161.0
2017,NUTS,2010,RO3,1,1256.0
2018,NUTS,2010,RO3,1,1426.0
2019,NUTS,2010,RO3,1,1392.0
2011,NUTS,2010,RO31,2,105.0
2012,NUTS,2010,RO31,2,112.0
2013,NUTS,2010,RO31,2,102.0
2014,NUTS,2010,RO31,2,97.0
2015,NUTS,2010,RO31,2,117.0
2016,NUTS,2010,RO31,2,117.0
2017,NUTS,2010,RO31,2,82.0
2018,NUTS,2010,RO31,2,89.0
2019,NUTS,2010,RO31,2,93.0
2011,NUTS,2010,RO32,2,697.0
2012,NUTS,2010,RO32,2,726.0
2013,NUTS,2010,RO32,2,675.0
2014,NUTS,2010,RO32,2,745.0
2015,NUTS,2010,RO32,2,802.0
2016,NUTS,2010,RO32,2,1044.0
2017,NUTS,2010,RO32,2,1174.0
2018,NUTS,2010,RO32,2,1337.0
2019,NUTS,2010,RO32,2,1299.0
2011,NUTS,2010,RO4,1,1000.0
2012,NUTS,2010,RO4,1,954.0
2013,NUTS,2010,RO4,1,1025.0
2014,NUTS,2010,RO4,1,716.0
2015,NUTS,2010,RO4,1,811.0
2016,NUTS,2010,RO4,1,689.0
2017,NUTS,2010,RO4,1,709.0
2018,NUTS,2010,RO4,1,364.0
2019,NUTS,2010,RO4,1,315.0
2011,NUTS,2010,RO41,2,465.0
2012,NUTS,2010,RO41,2,457.0
2013,NUTS,2010,RO41,2,446.0
2014,NUTS,2010,RO41,2,314.0
2015,NUTS,2010,RO41,2,330.0
2016,NUTS,2010,RO41,2,332.0
2017,NUTS,2010,RO41,2,335.0
2018,NUTS,2010,RO41,2,83.0
2019,NUTS,2010,RO41,2,83.0
2011,NUTS,2010,RO42,2,535.0
2012,NUTS,2010,RO42,2,497.0
2013,NUTS,2010,RO42,2,579.0
2014,NUTS,2010,RO42,2,402.0
2015,NUTS,2010,RO42,2,481.0
2016,NUTS,2010,RO42,2,357.0
2017,NUTS,2010,RO42,2,374.0
2018,NUTS,2010,RO42,2,281.0
2019,NUTS,2010,RO42,2,232.0
2011,NUTS,2010,RS,0,4118.0
2012,NUTS,2010,RS,0,4084.0
2013,NUTS,2010,RS,0,4264.0
2014,NUTS,2010,RS,0,4181.0
2015,NUTS,2010,RS,0,4953.0
2016,NUTS,2010,RS,0,4931.0
2017,NUTS,2010,RS,0,4928.0
2018,NUTS,2010,RS,0,5109.0
2019,NUTS,2010,RS,0,5052.0
2020,NUTS,2010,RS,0,5303.0
2018,NUTS,2010,RS1,1,3776.0
2019,NUTS,2010,RS1,1,3782.0
2020,NUTS,2010,RS1,1,4031.0
2018,NUTS,2010,RS11,2,2344.0
2019,NUTS,2010,RS11,2,2372.0
2020,NUTS,2010,RS11,2,2529.0
2018,NUTS,2010,RS12,2,1432.0
2019,NUTS,2010,RS12,2,1410.0
2020,NUTS,2010,RS12,2,1502.0
2018,NUTS,2010,RS2,1,1333.0
2019,NUTS,2010,RS2,1,1270.0
2020,NUTS,2010,RS2,1,1272.0
2018,NUTS,2010,RS21,2,555.0
2019,NUTS,2010,RS21,2,507.0
2020,NUTS,2010,RS21,2,555.0
2018,NUTS,2010,RS22,2,777.0
2019,NUTS,2010,RS22,2,763.0
2020,NUTS,2010,RS22,2,717.0
2011,NUTS,2010,SE,0,6511.0
2013,NUTS,2010,SE,0,7144.0
2015,NUTS,2010,SE,0,7329.0
2017,NUTS,2010,SE,0,7699.0
2019,NUTS,2010,SE,0,8611.0
2017,NUTS,2010,SE1,1,3883.0
2019,NUTS,2010,SE1,1,4196.0
2017,NUTS,2010,SE11,2,2218.0
2019,NUTS,2010,SE11,2,2240.0
2017,NUTS,2010,SE12,2,1665.0
2019,NUTS,2010,SE12,2,1957.0
2017,NUTS,2010,SE2,1,2439.0
2019,NUTS,2010,SE2,1,2920.0
2017,NUTS,2010,SE21,2,227.0
2019,NUTS,2010,SE21,2,246.0
2017,NUTS,2010,SE22,2,986.0
2019,NUTS,2010,SE22,2,1254.0
2017,NUTS,2010,SE23,2,1226.0
2019,NUTS,2010,SE23,2,1420.0
2017,NUTS,2010,SE3,1,877.0
2019,NUTS,2010,SE3,1,990.0
2017,NUTS,2010,SE31,2,214.0
2019,NUTS,2010,SE31,2,220.0
2017,NUTS,2010,SE32,2,62.0
2019,NUTS,2010,SE32,2,93.0
2017,NUTS,2010,SE33,2,601.0
2019,NUTS,2010,SE33,2,677.0
2011,NUTS,2010,SI,0,1069.0
2012,NUTS,2010,SI,0,1014.0
2013,NUTS,2010,SI,0,956.0
2014,NUTS,2010,SI,0,933.0
2015,NUTS,2010,SI,0,860.0
2016,NUTS,2010,SI,0,848.0
2017,NUTS,2010,SI,0,880.0
2018,NUTS,2010,SI,0,917.0
2019,NUTS,2010,SI,0,1007.0
2011,NUTS,2010,SI0,1,1069.0
2012,NUTS,2010,SI0,1,1014.0
2013,NUTS,2010,SI0,1,956.0
2014,NUTS,2010,SI0,1,933.0
2015,NUTS,2010,SI0,1,860.0
2016,NUTS,2010,SI0,1,848.0
2017,NUTS,2010,SI0,1,880.0
2018,NUTS,2010,SI0,1,917.0
2019,NUTS,2010,SI0,1,1007.0
2013,NUTS,2010,SI03,2,157.0
2014,NUTS,2010,SI03,2,155.0
2015,NUTS,2010,SI03,2,129.0
2016,NUTS,2010,SI03,2,129.0
2017,NUTS,2010,SI03,2,121.0
2018,NUTS,2010,SI03,2,138.0
2019,NUTS,2010,SI03,2,165.0
2013,NUTS,2010,SI04,2,799.0
2014,NUTS,2010,SI04,2,777.0
2015,NUTS,2010,SI04,2,731.0
2016,NUTS,2010,SI04,2,718.0
2017,NUTS,2010,SI04,2,759.0
2018,NUTS,2010,SI04,2,779.0
2019,NUTS,2010,SI04,2,842.0
2011,NUTS,2010,SK,0,4705.0
2012,NUTS,2010,SK,0,4474.0
2013,NUTS,2010,SK,0,4420.0
2014,NUTS,2010,SK,0,4091.0
2015,NUTS,2010,SK,0,3998.0
2016,NUTS,2010,SK,0,3729.0
2017,NUTS,2010,SK,0,4040.0
2018,NUTS,2010,SK,0,4229.0
2019,NUTS,2010,SK,0,4437.0
2020,NUTS,2010,SK,0,4605.0
2011,NUTS,2010,SK01,2,2559.0
2012,NUTS,2010,SK01,2,2297.0
2013,NUTS,2010,SK01,2,2039.0
2014,NUTS,2010,SK01,2,1929.0
2015,NUTS,2010,SK01,2,1842.0
2016,NUTS,2010,SK01,2,1690.0
2017,NUTS,2010,SK01,2,1777.0
2018,NUTS,2010,SK01,2,1884.0
2019,NUTS,2010,SK01,2,1981.0
2020,NUTS,2010,SK01,2,2103.0
2011,NUTS,2010,SK02,2,732.0
2012,NUTS,2010,SK02,2,744.0
2013,NUTS,2010,SK02,2,939.0
2014,NUTS,2010,SK02,2,748.0
2015,NUTS,2010,SK02,2,735.0
2016,NUTS,2010,SK02,2,680.0
2017,NUTS,2010,SK02,2,824.0
2018,NUTS,2010,SK02,2,787.0
2019,NUTS,2010,SK02,2,785.0
2020,NUTS,2010,SK02,2,842.0
2011,NUTS,2010,SK03,2,580.0
2012,NUTS,2010,SK03,2,565.0
2013,NUTS,2010,SK03,2,524.0
2014,NUTS,2010,SK03,2,555.0
2015,NUTS,2010,SK03,2,529.0
2016,NUTS,2010,SK03,2,585.0
2017,NUTS,2010,SK03,2,575.0
2018,NUTS,2010,SK03,2,608.0
2019,NUTS,2010,SK03,2,681.0
2020,NUTS,2010,SK03,2,629.0
2011,NUTS,2010,SK04,2,833.0
2012,NUTS,2010,SK04,2,867.0
2013,NUTS,2010,SK04,2,918.0
2014,NUTS,2010,SK04,2,860.0
2015,NUTS,2010,SK04,2,893.0
2016,NUTS,2010,SK04,2,774.0
2017,NUTS,2010,SK04,2,863.0
2018,NUTS,2010,SK04,2,950.0
2019,NUTS,2010,SK04,2,990.0
2020,NUTS,2010,SK04,2,1031.0
2011,NUTS,2010,TR,0,14595.0
2012,NUTS,2010,TR,0,16893.0
2013,NUTS,2010,TR,0,17756.0
2014,NUTS,2010,TR,0,17335.0
2015,NUTS,2010,TR,0,18308.0
2016,NUTS,2010,TR,0,17397.0
2017,NUTS,2010,TR,0,18403.0
2018,NUTS,2010,TR,0,19118.0
2019,NUTS,2010,TR,0,20106.0
2020,NUTS,2010,TR,0,20383.0
