year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_eur
2012,NUTS,2010,FR2,1,3663.6
2013,NUTS,2010,FR2,1,3721.6
2011,NUTS,2010,FR21,2,278.285
2012,NUTS,2010,FR21,2,278.7
2013,NUTS,2010,FR21,2,281.6
2011,NUTS,2010,FR22,2,574.519
2012,NUTS,2010,FR22,2,652.2
2013,NUTS,2010,FR22,2,661.2
2011,NUTS,2010,FR23,2,645.287
2012,NUTS,2010,FR23,2,689.9
2013,NUTS,2010,FR23,2,740.1
2011,NUTS,2010,FR24,2,1084.233
2012,NUTS,2010,FR24,2,1090.4
2013,NUTS,2010,FR24,2,1122.7
2011,NUTS,2010,FR25,2,468.333
2012,NUTS,2010,FR25,2,488.1
2013,NUTS,2010,FR25,2,484.6
2011,NUTS,2010,FR26,2,441.406
2012,NUTS,2010,FR26,2,464.3
2013,NUTS,2010,FR26,2,431.5
2011,NUTS,2010,FR3,1,838.49
2012,NUTS,2010,FR3,1,918.8
2013,NUTS,2010,FR3,1,959.3
2011,NUTS,2010,FR30,2,838.49
2012,NUTS,2010,FR30,2,918.8
2013,NUTS,2010,FR30,2,959.3
2011,NUTS,2010,FR4,1,2474.827
2012,NUTS,2010,FR4,1,2500.7
2013,NUTS,2010,FR4,1,2421.2
2011,NUTS,2010,FR41,2,699.1
2012,NUTS,2010,FR41,2,716.9
2013,NUTS,2010,FR41,2,707.7
2011,NUTS,2010,FR42,2,940.373
2012,NUTS,2010,FR42,2,954.4
2013,NUTS,2010,FR42,2,946.0
2011,NUTS,2010,FR43,2,835.354
2012,NUTS,2010,FR43,2,829.4
2013,NUTS,2010,FR43,2,767.5
2011,NUTS,2010,FR5,1,3106.29
2012,NUTS,2010,FR5,1,3378.7
2013,NUTS,2010,FR5,1,3473.7
2011,NUTS,2010,FR51,2,1142.342
2012,NUTS,2010,FR51,2,1258.9
2013,NUTS,2010,FR51,2,1286.1
2011,NUTS,2010,FR52,2,1593.297
2012,NUTS,2010,FR52,2,1714.3
2013,NUTS,2010,FR52,2,1754.7
2011,NUTS,2010,FR53,2,370.651
2012,NUTS,2010,FR53,2,405.5
2013,NUTS,2010,FR53,2,433.0
2011,NUTS,2010,FR6,1,5428.209
2012,NUTS,2010,FR6,1,5659.1
2013,NUTS,2010,FR6,1,5742.3
2011,NUTS,2010,FR61,2,1342.181
2012,NUTS,2010,FR61,2,1456.9
2013,NUTS,2010,FR61,2,1492.6
2011,NUTS,2010,FR62,2,3924.971
2012,NUTS,2010,FR62,2,4019.0
2013,NUTS,2010,FR62,2,4070.8
2011,NUTS,2010,FR63,2,161.058
2012,NUTS,2010,FR63,2,183.3
2013,NUTS,2010,FR63,2,178.9
2011,NUTS,2010,FR7,1,6316.457
2012,NUTS,2010,FR7,1,6456.9
2013,NUTS,2010,FR7,1,6467.8
2011,NUTS,2010,FR71,2,5545.113
2012,NUTS,2010,FR71,2,5629.7
2013,NUTS,2010,FR71,2,5673.8
2011,NUTS,2010,FR72,2,771.345
2012,NUTS,2010,FR72,2,827.1
2013,NUTS,2010,FR72,2,793.9
2011,NUTS,2010,FR8,1,4420.117
2012,NUTS,2010,FR8,1,4890.2
2013,NUTS,2010,FR8,1,5339.4
2011,NUTS,2010,FR81,2,1462.687
2012,NUTS,2010,FR81,2,1519.0
2013,NUTS,2010,FR81,2,1578.9
2011,NUTS,2010,FR82,2,2927.868
2012,NUTS,2010,FR82,2,3347.3
2013,NUTS,2010,FR82,2,3735.7
2011,NUTS,2010,FR83,2,29.562
2012,NUTS,2010,FR83,2,24.0
2013,NUTS,2010,FR83,2,24.8
2011,NUTS,2010,FRA,1,264.662
2012,NUTS,2010,FRA,1,258.6
2013,NUTS,2010,FRA,1,278.1
2011,NUTS,2010,FRZ,1,292.98
2012,NUTS,2010,FRZ,1,382.8
2013,NUTS,2010,FRZ,1,412.5
2011,NUTS,2010,FRZZ,2,292.98
2012,NUTS,2010,FRZZ,2,382.8
2013,NUTS,2010,FRZZ,2,412.5
2011,NUTS,2010,HR,0,336.373
2012,NUTS,2010,HR,0,330.0
2013,NUTS,2010,HR,0,354.684
2014,NUTS,2010,HR,0,339.857
2015,NUTS,2010,HR,0,374.809
2016,NUTS,2010,HR,0,402.357
2017,NUTS,2010,HR,0,423.517
2018,NUTS,2010,HR,0,501.756
2019,NUTS,2010,HR,0,600.754
2020,NUTS,2010,HR,0,626.587
2011,NUTS,2010,HR0,1,336.373
2012,NUTS,2010,HR0,1,330.0
2013,NUTS,2010,HR0,1,354.684
2014,NUTS,2010,HR0,1,339.857
2015,NUTS,2010,HR0,1,374.809
2016,NUTS,2010,HR0,1,402.357
2017,NUTS,2010,HR0,1,423.517
2018,NUTS,2010,HR0,1,501.756
2019,NUTS,2010,HR0,1,600.754
2020,NUTS,2010,HR0,1,626.587
2020,NUTS,2010,HR02,2,29.261
2011,NUTS,2010,HR03,2,43.27
2012,NUTS,2010,HR03,2,41.203
2013,NUTS,2010,HR03,2,58.494
2014,NUTS,2010,HR03,2,50.919
2015,NUTS,2010,HR03,2,47.455
2016,NUTS,2010,HR03,2,51.737
2017,NUTS,2010,HR03,2,67.712
2018,NUTS,2010,HR03,2,77.087
2019,NUTS,2010,HR03,2,105.394
2020,NUTS,2010,HR03,2,93.573
2011,NUTS,2010,HR04,2,293.103
2012,NUTS,2010,HR04,2,288.797
2013,NUTS,2010,HR04,2,296.189
2014,NUTS,2010,HR04,2,288.938
2015,NUTS,2010,HR04,2,327.353
2016,NUTS,2010,HR04,2,350.62
2017,NUTS,2010,HR04,2,355.805
2018,NUTS,2010,HR04,2,424.67
2019,NUTS,2010,HR04,2,495.36
2020,NUTS,2010,HR05,2,421.127
2020,NUTS,2010,HR06,2,82.625
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,1204.629
2012,NUTS,2010,HU,0,1257.332
2013,NUTS,2010,HU,0,1415.099
2014,NUTS,2010,HU,0,1428.824
2015,NUTS,2010,HU,0,1510.935
2016,NUTS,2010,HU,0,1371.667
2017,NUTS,2010,HU,0,1672.945
2018,NUTS,2010,HU,0,2051.375
2019,NUTS,2010,HU,0,2158.621
2020,NUTS,2010,HU,0,2196.412
2011,NUTS,2010,HU1,1,784.758
2012,NUTS,2010,HU1,1,779.191
2013,NUTS,2010,HU1,1,863.439
2014,NUTS,2010,HU1,1,909.484
2015,NUTS,2010,HU1,1,965.011
2016,NUTS,2010,HU1,1,932.816
2017,NUTS,2010,HU1,1,1104.163
2018,NUTS,2010,HU1,1,1361.702
2019,NUTS,2010,HU1,1,1449.605
2011,NUTS,2010,HU10,2,784.758
2012,NUTS,2010,HU10,2,779.191
2013,NUTS,2010,HU10,2,863.439
2014,NUTS,2010,HU10,2,909.484
2015,NUTS,2010,HU10,2,965.011
2016,NUTS,2010,HU10,2,932.816
2017,NUTS,2010,HU11,2,1027.754
2018,NUTS,2010,HU11,2,1235.266
2019,NUTS,2010,HU11,2,1308.183
2017,NUTS,2010,HU12,2,76.409
2018,NUTS,2010,HU12,2,126.436
2019,NUTS,2010,HU12,2,141.422
2011,NUTS,2010,HU2,1,170.743
2012,NUTS,2010,HU2,1,212.587
2013,NUTS,2010,HU2,1,244.8
2014,NUTS,2010,HU2,1,223.614
2015,NUTS,2010,HU2,1,204.249
2016,NUTS,2010,HU2,1,191.263
2017,NUTS,2010,HU2,1,267.94
2018,NUTS,2010,HU2,1,337.032
2019,NUTS,2010,HU2,1,320.489
2011,NUTS,2010,HU21,2,66.712
2012,NUTS,2010,HU21,2,94.494
2013,NUTS,2010,HU21,2,119.6
2014,NUTS,2010,HU21,2,114.008
2015,NUTS,2010,HU21,2,106.407
2016,NUTS,2010,HU21,2,98.279
2017,NUTS,2010,HU21,2,131.955
2018,NUTS,2010,HU21,2,178.537
2019,NUTS,2010,HU21,2,151.963
2011,NUTS,2010,HU22,2,65.347
2012,NUTS,2010,HU22,2,59.792
2013,NUTS,2010,HU22,2,76.405
2014,NUTS,2010,HU22,2,71.303
2015,NUTS,2010,HU22,2,69.846
2016,NUTS,2010,HU22,2,68.246
2017,NUTS,2010,HU22,2,83.585
2018,NUTS,2010,HU22,2,103.617
2019,NUTS,2010,HU22,2,105.163
2011,NUTS,2010,HU23,2,38.684
2012,NUTS,2010,HU23,2,58.3
2013,NUTS,2010,HU23,2,48.795
2014,NUTS,2010,HU23,2,38.303
2015,NUTS,2010,HU23,2,27.996
2016,NUTS,2010,HU23,2,24.738
2017,NUTS,2010,HU23,2,52.4
2018,NUTS,2010,HU23,2,54.878
2019,NUTS,2010,HU23,2,63.363
2011,NUTS,2010,HU3,1,229.426
2012,NUTS,2010,HU3,1,246.451
2013,NUTS,2010,HU3,1,288.717
2014,NUTS,2010,HU3,1,278.08
2015,NUTS,2010,HU3,1,324.181
2016,NUTS,2010,HU3,1,229.7
2017,NUTS,2010,HU3,1,283.434
2018,NUTS,2010,HU3,1,335.869
2019,NUTS,2010,HU3,1,373.16
2011,NUTS,2010,HU31,2,41.421
2012,NUTS,2010,HU31,2,43.582
2013,NUTS,2010,HU31,2,54.319
2014,NUTS,2010,HU31,2,56.333
2015,NUTS,2010,HU31,2,42.244
2016,NUTS,2010,HU31,2,33.091
2017,NUTS,2010,HU31,2,47.494
2018,NUTS,2010,HU31,2,65.689
2019,NUTS,2010,HU31,2,72.481
2011,NUTS,2010,HU32,2,96.152
2012,NUTS,2010,HU32,2,109.321
2013,NUTS,2010,HU32,2,124.462
2014,NUTS,2010,HU32,2,113.488
2015,NUTS,2010,HU32,2,114.814
2016,NUTS,2010,HU32,2,97.273
2017,NUTS,2010,HU32,2,112.895
2018,NUTS,2010,HU32,2,123.532
2019,NUTS,2010,HU32,2,130.603
2011,NUTS,2010,HU33,2,91.853
2012,NUTS,2010,HU33,2,93.548
2013,NUTS,2010,HU33,2,109.936
2014,NUTS,2010,HU33,2,108.26
2015,NUTS,2010,HU33,2,167.123
2016,NUTS,2010,HU33,2,99.337
2017,NUTS,2010,HU33,2,123.045
2018,NUTS,2010,HU33,2,146.647
2019,NUTS,2010,HU33,2,170.076
2011,NUTS,2010,IE,0,2665.9
2012,NUTS,2010,IE,0,2733.892
2013,NUTS,2010,IE,0,2813.14
2014,NUTS,2010,IE,0,2967.2
2015,NUTS,2010,IE,0,3108.7
2016,NUTS,2010,IE,0,3175.1
2017,NUTS,2010,IE,0,3727.603
2018,NUTS,2010,IE,0,3812.432
2019,NUTS,2010,IE,0,4370.61
2020,NUTS,2010,IE,0,4594.97
2011,NUTS,2010,IE0,1,2665.9
2013,NUTS,2010,IE0,1,2756.3
2015,NUTS,2010,IE0,1,3133.0
2017,NUTS,2010,IE0,1,3661.41
2011,NUTS,2010,IE01,2,498.7
2013,NUTS,2010,IE01,2,497.9
2015,NUTS,2010,IE01,2,598.0
2017,NUTS,2010,IE01,2,537.686
2011,NUTS,2010,IE02,2,2167.2
2013,NUTS,2010,IE02,2,2258.2
2015,NUTS,2010,IE02,2,2535.0
2017,NUTS,2010,IE02,2,3123.724
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,262.823
2013,NUTS,2010,IS,0,205.335
2014,NUTS,2010,IS,0,260.85
2015,NUTS,2010,IS,0,344.556
2016,NUTS,2010,IS,0,396.732
2017,NUTS,2010,IS,0,456.79
2018,NUTS,2010,IS,0,444.915
2019,NUTS,2010,IS,0,515.793
2020,NUTS,2010,IS,0,470.257
2011,NUTS,2010,IS0,1,262.823
2013,NUTS,2010,IS0,1,205.335
2014,NUTS,2010,IS0,1,260.85
2015,NUTS,2010,IS0,1,344.556
2016,NUTS,2010,IS0,1,396.732
2017,NUTS,2010,IS0,1,456.79
2018,NUTS,2010,IS0,1,444.915
2019,NUTS,2010,IS0,1,515.793
2020,NUTS,2010,IS0,1,470.257
2011,NUTS,2010,IS00,2,262.823
2013,NUTS,2010,IS00,2,205.335
2014,NUTS,2010,IS00,2,260.85
2015,NUTS,2010,IS00,2,344.556
2016,NUTS,2010,IS00,2,396.732
2017,NUTS,2010,IS00,2,456.79
2018,NUTS,2010,IS00,2,444.915
2019,NUTS,2010,IS00,2,515.793
2020,NUTS,2010,IS00,2,470.257
2011,NUTS,2010,IT,0,19810.6
2012,NUTS,2010,IT,0,20502.5
2013,NUTS,2010,IT,0,20983.1
2014,NUTS,2010,IT,0,21781.275
2015,NUTS,2010,IT,0,22157.0
2016,NUTS,2010,IT,0,23171.612
2017,NUTS,2010,IT,0,23793.65
2018,NUTS,2010,IT,0,25232.243
2019,NUTS,2010,IT,0,26259.661
2020,NUTS,2010,IT,0,25364.336
2011,NUTS,2010,ITC,1,7498.1
2012,NUTS,2010,ITC,1,7617.5
2013,NUTS,2010,ITC,1,7660.4
2014,NUTS,2010,ITC,1,7954.021
2015,NUTS,2010,ITC,1,8016.2
2016,NUTS,2010,ITC,1,8397.258
2017,NUTS,2010,ITC,1,8397.494
2018,NUTS,2010,ITC,1,8892.117
2019,NUTS,2010,ITC,1,9205.094
2011,NUTS,2010,ITC1,2,2369.8
2012,NUTS,2010,ITC1,2,2424.9
2013,NUTS,2010,ITC1,2,2487.6
2014,NUTS,2010,ITC1,2,2749.138
2015,NUTS,2010,ITC1,2,2749.6
2016,NUTS,2010,ITC1,2,2864.477
2017,NUTS,2010,ITC1,2,2775.616
2018,NUTS,2010,ITC1,2,2987.464
2019,NUTS,2010,ITC1,2,3122.136
2011,NUTS,2010,ITC2,2,25.7
2012,NUTS,2010,ITC2,2,21.3
2013,NUTS,2010,ITC2,2,18.6
2014,NUTS,2010,ITC2,2,20.845
2015,NUTS,2010,ITC2,2,30.1
2016,NUTS,2010,ITC2,2,26.31
2017,NUTS,2010,ITC2,2,24.847
2018,NUTS,2010,ITC2,2,23.656
2019,NUTS,2010,ITC2,2,23.584
2011,NUTS,2010,ITC3,2,637.1
2012,NUTS,2010,ITC3,2,629.8
2013,NUTS,2010,ITC3,2,613.2
2014,NUTS,2010,ITC3,2,644.302
2015,NUTS,2010,ITC3,2,692.3
2016,NUTS,2010,ITC3,2,748.988
2017,NUTS,2010,ITC3,2,692.605
2018,NUTS,2010,ITC3,2,672.716
2019,NUTS,2010,ITC3,2,742.69
2011,NUTS,2010,ITC4,2,4465.7
2012,NUTS,2010,ITC4,2,4541.5
2013,NUTS,2010,ITC4,2,4540.9
2014,NUTS,2010,ITC4,2,4539.736
2015,NUTS,2010,ITC4,2,4544.1
2016,NUTS,2010,ITC4,2,4757.483
2017,NUTS,2010,ITC4,2,4904.426
2018,NUTS,2010,ITC4,2,5208.28
2019,NUTS,2010,ITC4,2,5316.684
2011,NUTS,2010,ITF,1,2145.8
2012,NUTS,2010,ITF,1,2303.8
2013,NUTS,2010,ITF,1,2435.2
2014,NUTS,2010,ITF,1,2622.46
2017,NUTS,2010,ITF,1,2543.659
2018,NUTS,2010,ITF,1,2646.273
2019,NUTS,2010,ITF,1,2758.681
2011,NUTS,2010,ITF1,2,258.9
2012,NUTS,2010,ITF1,2,256.5
2013,NUTS,2010,ITF1,2,271.2
2014,NUTS,2010,ITF1,2,301.334
2015,NUTS,2010,ITF1,2,299.8
2016,NUTS,2010,ITF1,2,321.433
2017,NUTS,2010,ITF1,2,316.766
2018,NUTS,2010,ITF1,2,307.134
2019,NUTS,2010,ITF1,2,353.195
2011,NUTS,2010,ITF2,2,28.7
2012,NUTS,2010,ITF2,2,28.2
2013,NUTS,2010,ITF2,2,46.1
2014,NUTS,2010,ITF2,2,39.446
2017,NUTS,2010,ITF2,2,68.972
2018,NUTS,2010,ITF2,2,81.565
2019,NUTS,2010,ITF2,2,76.342
2011,NUTS,2010,ITF3,2,1147.9
2012,NUTS,2010,ITF3,2,1243.6
2013,NUTS,2010,ITF3,2,1301.3
2014,NUTS,2010,ITF3,2,1267.689
2015,NUTS,2010,ITF3,2,1286.2
2016,NUTS,2010,ITF3,2,1272.103
2017,NUTS,2010,ITF3,2,1324.366
2018,NUTS,2010,ITF3,2,1403.993
2019,NUTS,2010,ITF3,2,1435.2
2011,NUTS,2010,ITF4,2,496.8
2012,NUTS,2010,ITF4,2,546.9
2013,NUTS,2010,ITF4,2,580.1
2014,NUTS,2010,ITF4,2,696.221
2015,NUTS,2010,ITF4,2,715.6
2016,NUTS,2010,ITF4,2,606.169
2017,NUTS,2010,ITF4,2,579.53
2018,NUTS,2010,ITF4,2,594.573
2019,NUTS,2010,ITF4,2,621.998
2011,NUTS,2010,ITF5,2,62.6
2012,NUTS,2010,ITF5,2,58.9
2013,NUTS,2010,ITF5,2,61.3
2014,NUTS,2010,ITF5,2,63.381
2015,NUTS,2010,ITF5,2,75.9
2017,NUTS,2010,ITF5,2,80.781
2018,NUTS,2010,ITF5,2,79.212
2019,NUTS,2010,ITF5,2,82.019
2011,NUTS,2010,ITF6,2,150.8
2012,NUTS,2010,ITF6,2,169.7
2013,NUTS,2010,ITF6,2,175.2
2014,NUTS,2010,ITF6,2,254.389
2015,NUTS,2010,ITF6,2,229.1
2016,NUTS,2010,ITF6,2,186.916
2017,NUTS,2010,ITF6,2,173.244
2018,NUTS,2010,ITF6,2,179.796
2019,NUTS,2010,ITF6,2,189.927
2011,NUTS,2010,ITG,1,974.4
2012,NUTS,2010,ITG,1,988.9
2013,NUTS,2010,ITG,1,1030.6
2014,NUTS,2010,ITG,1,1159.411
2015,NUTS,2010,ITG,1,1138.3
2016,NUTS,2010,ITG,1,968.577
2017,NUTS,2010,ITG,1,935.543
2018,NUTS,2010,ITG,1,1015.548
2019,NUTS,2010,ITG,1,1044.569
2011,NUTS,2010,ITG1,2,710.9
2012,NUTS,2010,ITG1,2,744.5
2013,NUTS,2010,ITG1,2,778.8
2014,NUTS,2010,ITG1,2,910.49
2015,NUTS,2010,ITG1,2,862.7
2016,NUTS,2010,ITG1,2,687.059
2017,NUTS,2010,ITG1,2,673.801
2018,NUTS,2010,ITG1,2,735.174
2019,NUTS,2010,ITG1,2,747.735
2011,NUTS,2010,ITG2,2,263.5
2012,NUTS,2010,ITG2,2,244.4
2013,NUTS,2010,ITG2,2,251.8
2014,NUTS,2010,ITG2,2,248.921
2015,NUTS,2010,ITG2,2,275.6
2016,NUTS,2010,ITG2,2,281.518
2017,NUTS,2010,ITG2,2,261.742
2018,NUTS,2010,ITG2,2,280.374
2019,NUTS,2010,ITG2,2,296.834
2011,NUTS,2010,ITH,1,4547.8
2012,NUTS,2010,ITH,1,4807.5
2013,NUTS,2010,ITH,1,4997.7
2014,NUTS,2010,ITH,1,5119.141
2015,NUTS,2010,ITH,1,5419.9
2016,NUTS,2010,ITH,1,6039.017
2017,NUTS,2010,ITH,1,6280.833
2018,NUTS,2010,ITH,1,6706.424
2019,NUTS,2010,ITH,1,6864.016
2011,NUTS,2010,ITH1,2,118.1
2012,NUTS,2010,ITH1,2,113.5
2013,NUTS,2010,ITH1,2,131.6
2014,NUTS,2010,ITH1,2,148.237
2015,NUTS,2010,ITH1,2,161.1
2016,NUTS,2010,ITH1,2,150.976
2017,NUTS,2010,ITH1,2,163.618
2018,NUTS,2010,ITH1,2,207.81
2019,NUTS,2010,ITH1,2,191.872
2011,NUTS,2010,ITH2,2,312.4
2012,NUTS,2010,ITH2,2,326.8
2013,NUTS,2010,ITH2,2,335.8
2014,NUTS,2010,ITH2,2,335.6
2015,NUTS,2010,ITH2,2,334.8
2016,NUTS,2010,ITH2,2,294.571
2017,NUTS,2010,ITH2,2,303.987
2018,NUTS,2010,ITH2,2,321.528
2019,NUTS,2010,ITH2,2,330.29
2011,NUTS,2010,ITH3,2,1535.1
2012,NUTS,2010,ITH3,2,1562.3
2013,NUTS,2010,ITH3,2,1647.4
2014,NUTS,2010,ITH3,2,1599.502
2015,NUTS,2010,ITH3,2,1675.6
2016,NUTS,2010,ITH3,2,1989.18
2017,NUTS,2010,ITH3,2,2106.96
2018,NUTS,2010,ITH3,2,2263.378
2019,NUTS,2010,ITH3,2,2288.428
2011,NUTS,2010,ITH4,2,531.9
2012,NUTS,2010,ITH4,2,514.5
2013,NUTS,2010,ITH4,2,525.5
2014,NUTS,2010,ITH4,2,546.236
2015,NUTS,2010,ITH4,2,566.9
2016,NUTS,2010,ITH4,2,581.438
2017,NUTS,2010,ITH4,2,585.914
2018,NUTS,2010,ITH4,2,634.715
2019,NUTS,2010,ITH4,2,662.176
2011,NUTS,2010,ITH5,2,2050.2
2012,NUTS,2010,ITH5,2,2290.4
2013,NUTS,2010,ITH5,2,2357.4
2014,NUTS,2010,ITH5,2,2489.566
2015,NUTS,2010,ITH5,2,2681.6
2016,NUTS,2010,ITH5,2,3022.852
2017,NUTS,2010,ITH5,2,3120.354
2018,NUTS,2010,ITH5,2,3278.992
2019,NUTS,2010,ITH5,2,3391.25
2011,NUTS,2010,ITI,1,4644.5
2012,NUTS,2010,ITI,1,4784.8
2013,NUTS,2010,ITI,1,4859.2
2014,NUTS,2010,ITI,1,4926.242
2017,NUTS,2010,ITI,1,5636.121
2018,NUTS,2010,ITI,1,5971.88
2019,NUTS,2010,ITI,1,6387.298
2011,NUTS,2010,ITI1,2,1276.6
2012,NUTS,2010,ITI1,2,1347.9
2013,NUTS,2010,ITI1,2,1362.4
2014,NUTS,2010,ITI1,2,1412.329
2015,NUTS,2010,ITI1,2,1450.6
2016,NUTS,2010,ITI1,2,1478.638
2017,NUTS,2010,ITI1,2,1666.21
2018,NUTS,2010,ITI1,2,1828.003
2019,NUTS,2010,ITI1,2,1957.975
2011,NUTS,2010,ITI2,2,190.1
2012,NUTS,2010,ITI2,2,187.5
2013,NUTS,2010,ITI2,2,178.4
2014,NUTS,2010,ITI2,2,200.607
2017,NUTS,2010,ITI2,2,214.529
2018,NUTS,2010,ITI2,2,231.109
2019,NUTS,2010,ITI2,2,236.51
2011,NUTS,2010,ITI3,2,304.9
2012,NUTS,2010,ITI3,2,319.1
2013,NUTS,2010,ITI3,2,321.5
2014,NUTS,2010,ITI3,2,347.665
2015,NUTS,2010,ITI3,2,342.8
2016,NUTS,2010,ITI3,2,418.941
2017,NUTS,2010,ITI3,2,457.209
2018,NUTS,2010,ITI3,2,458.027
2019,NUTS,2010,ITI3,2,458.699
2011,NUTS,2010,ITI4,2,2873.0
2012,NUTS,2010,ITI4,2,2930.3
2013,NUTS,2010,ITI4,2,2996.9
2014,NUTS,2010,ITI4,2,2965.641
2015,NUTS,2010,ITI4,2,2915.6
2016,NUTS,2010,ITI4,2,3127.259
2017,NUTS,2010,ITI4,2,3298.173
2018,NUTS,2010,ITI4,2,3454.742
2019,NUTS,2010,ITI4,2,3734.114
2011,NUTS,2010,JP,0,143700.955
2012,NUTS,2010,JP,0,154976.993
2013,NUTS,2010,JP,0,128644.678
2014,NUTS,2010,JP,0,124530.732
2015,NUTS,2010,JP,0,129819.462
2016,NUTS,2010,JP,0,140694.992
2017,NUTS,2010,JP,0,138207.411
2018,NUTS,2010,JP,0,137415.752
2019,NUTS,2010,JP,0,147159.2
2011,NUTS,2010,KR,0,32370.522
2012,NUTS,2010,KR,0,38302.479
2013,NUTS,2010,KR,0,40787.222
2014,NUTS,2010,KR,0,45584.939
2015,NUTS,2010,KR,0,52492.855
2016,NUTS,2010,KR,0,54046.574
2017,NUTS,2010,KR,0,61711.223
2018,NUTS,2010,KR,0,65992.375
2019,NUTS,2010,KR,0,68218.58
2011,NUTS,2010,LT,0,282.698
2012,NUTS,2010,LT,0,298.367
2013,NUTS,2010,LT,0,332.426
2014,NUTS,2010,LT,0,376.827
2015,NUTS,2010,LT,0,389.67
2016,NUTS,2010,LT,0,327.612
2017,NUTS,2010,LT,0,378.906
2018,NUTS,2010,LT,0,426.306
2019,NUTS,2010,LT,0,485.998
2020,NUTS,2010,LT,0,571.948
2011,NUTS,2010,LT0,1,282.698
2012,NUTS,2010,LT0,1,298.367
2013,NUTS,2010,LT0,1,332.426
2014,NUTS,2010,LT0,1,376.827
2015,NUTS,2010,LT0,1,389.67
2016,NUTS,2010,LT0,1,327.612
2017,NUTS,2010,LT0,1,378.906
2018,NUTS,2010,LT0,1,426.306
2019,NUTS,2010,LT0,1,485.998
2020,NUTS,2010,LT0,1,571.948
2011,NUTS,2010,LT00,2,282.698
2012,NUTS,2010,LT00,2,298.367
2013,NUTS,2010,LT00,2,332.426
2014,NUTS,2010,LT00,2,376.827
2015,NUTS,2010,LT01,2,242.195
2016,NUTS,2010,LT01,2,185.633
2017,NUTS,2010,LT01,2,196.906
2018,NUTS,2010,LT01,2,243.851
2019,NUTS,2010,LT01,2,299.205
2015,NUTS,2010,LT02,2,147.475
2016,NUTS,2010,LT02,2,141.979
2017,NUTS,2010,LT02,2,182.0
2018,NUTS,2010,LT02,2,182.455
2019,NUTS,2010,LT02,2,186.793
2011,NUTS,2010,LU,0,631.4
2012,NUTS,2010,LU,0,561.403
2013,NUTS,2010,LU,0,605.731
2014,NUTS,2010,LU,0,630.3
2015,NUTS,2010,LU,0,678.0
2016,NUTS,2010,LU,0,712.1
2017,NUTS,2010,LU,0,720.7
2018,NUTS,2010,LU,0,704.5
2019,NUTS,2010,LU,0,737.8
2020,NUTS,2010,LU,0,724.8
2011,NUTS,2010,LU0,1,631.4
2012,NUTS,2010,LU0,1,561.403
2013,NUTS,2010,LU0,1,605.731
2014,NUTS,2010,LU0,1,630.3
2015,NUTS,2010,LU0,1,678.0
2016,NUTS,2010,LU0,1,712.1
2017,NUTS,2010,LU0,1,720.7
2018,NUTS,2010,LU0,1,704.5
2019,NUTS,2010,LU0,1,737.8
2020,NUTS,2010,LU0,1,724.8
2011,NUTS,2010,LU00,2,631.4
2012,NUTS,2010,LU00,2,561.403
2013,NUTS,2010,LU00,2,605.731
2014,NUTS,2010,LU00,2,630.3
2015,NUTS,2010,LU00,2,678.0
2016,NUTS,2010,LU00,2,712.1
2017,NUTS,2010,LU00,2,720.7
2018,NUTS,2010,LU00,2,704.5
2019,NUTS,2010,LU00,2,737.8
2020,NUTS,2010,LU00,2,724.8
2011,NUTS,2010,LV,0,140.73
2012,NUTS,2010,LV,0,146.516
2013,NUTS,2010,LV,0,139.766
2014,NUTS,2010,LV,0,162.8
2015,NUTS,2010,LV,0,152.2
2016,NUTS,2010,LV,0,110.4
2017,NUTS,2010,LV,0,137.9
2018,NUTS,2010,LV,0,186.2
2019,NUTS,2010,LV,0,195.2
2020,NUTS,2010,LV,0,208.2
2011,NUTS,2010,LV0,1,140.73
2012,NUTS,2010,LV0,1,146.516
2013,NUTS,2010,LV0,1,139.766
2014,NUTS,2010,LV0,1,162.8
2015,NUTS,2010,LV0,1,152.2
2016,NUTS,2010,LV0,1,110.4
2017,NUTS,2010,LV0,1,137.9
2018,NUTS,2010,LV0,1,186.2
2019,NUTS,2010,LV0,1,195.2
2020,NUTS,2010,LV0,1,208.2
2011,NUTS,2010,LV00,2,140.73
2012,NUTS,2010,LV00,2,146.516
2013,NUTS,2010,LV00,2,139.766
2014,NUTS,2010,LV00,2,162.8
2015,NUTS,2010,LV00,2,152.2
2016,NUTS,2010,LV00,2,110.4
2017,NUTS,2010,LV00,2,137.9
2018,NUTS,2010,LV00,2,186.2
2019,NUTS,2010,LV00,2,195.2
2020,NUTS,2010,LV00,2,208.2
2011,NUTS,2010,ME,0,10.279
2013,NUTS,2010,ME,0,12.586
2014,NUTS,2010,ME,0,12.559
2015,NUTS,2010,ME,0,13.67
2016,NUTS,2010,ME,0,12.833
2017,NUTS,2010,ME,0,15.003
2018,NUTS,2010,ME,0,23.49
2011,NUTS,2010,ME0,1,10.279
2013,NUTS,2010,ME0,1,12.586
2014,NUTS,2010,ME0,1,12.559
2015,NUTS,2010,ME0,1,13.67
