year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_total_t
2013,NUTS,2010,FR,0,172700.0
2014,NUTS,2010,FR,0,172522.0
2016,NUTS,2010,FR,0,174843.0
2017,NUTS,2010,FR,0,174674.0
2018,NUTS,2010,FR,0,175592.0
2011,NUTS,2010,HR,0,9489.0
2012,NUTS,2010,HR,0,9165.0
2013,NUTS,2010,HR,0,9329.0
2014,NUTS,2010,HR,0,8961.0
2015,NUTS,2010,HR,0,9721.0
2016,NUTS,2010,HR,0,10819.0
2017,NUTS,2010,HR,0,11386.0
2018,NUTS,2010,HR,0,11565.0
2019,NUTS,2010,HR,0,13003.0
2020,NUTS,2010,HR,0,13324.0
2011,NUTS,2010,HR0,1,9489.0
2012,NUTS,2010,HR0,1,9165.0
2013,NUTS,2010,HR0,1,9329.0
2014,NUTS,2010,HR0,1,8961.0
2015,NUTS,2010,HR0,1,9721.0
2016,NUTS,2010,HR0,1,10819.0
2017,NUTS,2010,HR0,1,11386.0
2018,NUTS,2010,HR0,1,11565.0
2019,NUTS,2010,HR0,1,13003.0
2020,NUTS,2010,HR0,1,13324.0
2020,NUTS,2010,HR02,2,1471.0
2011,NUTS,2010,HR03,2,3231.0
2012,NUTS,2010,HR03,2,3175.0
2013,NUTS,2010,HR03,2,3145.0
2014,NUTS,2010,HR03,2,3040.0
2015,NUTS,2010,HR03,2,2965.0
2016,NUTS,2010,HR03,2,3105.0
2017,NUTS,2010,HR03,2,3413.0
2018,NUTS,2010,HR03,2,3489.0
2019,NUTS,2010,HR03,2,4091.0
2020,NUTS,2010,HR03,2,4208.0
2011,NUTS,2010,HR04,2,6258.0
2012,NUTS,2010,HR04,2,5990.0
2013,NUTS,2010,HR04,2,6184.0
2014,NUTS,2010,HR04,2,5921.0
2015,NUTS,2010,HR04,2,6756.0
2016,NUTS,2010,HR04,2,7714.0
2017,NUTS,2010,HR04,2,7973.0
2018,NUTS,2010,HR04,2,8076.0
2019,NUTS,2010,HR04,2,8912.0
2020,NUTS,2010,HR05,2,7222.0
2020,NUTS,2010,HR06,2,423.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2011,NUTS,2010,HU,0,24404.0
2012,NUTS,2010,HU,0,23647.0
2013,NUTS,2010,HU,0,23112.0
2014,NUTS,2010,HU,0,22447.0
2015,NUTS,2010,HU,0,21998.0
2016,NUTS,2010,HU,0,21969.0
2017,NUTS,2010,HU,0,23816.0
2018,NUTS,2010,HU,0,31083.0
2019,NUTS,2010,HU,0,33600.0
2011,NUTS,2010,HU1,1,11130.0
2012,NUTS,2010,HU1,1,10655.0
2013,NUTS,2010,HU1,1,10682.0
2014,NUTS,2010,HU1,1,10483.0
2015,NUTS,2010,HU1,1,10289.0
2016,NUTS,2010,HU1,1,10398.0
2017,NUTS,2010,HU1,1,11251.0
2018,NUTS,2010,HU1,1,15388.0
2019,NUTS,2010,HU1,1,16378.0
2011,NUTS,2010,HU10,2,11130.0
2012,NUTS,2010,HU10,2,10655.0
2013,NUTS,2010,HU10,2,10682.0
2014,NUTS,2010,HU10,2,10483.0
2015,NUTS,2010,HU10,2,10289.0
2016,NUTS,2010,HU10,2,10398.0
2017,NUTS,2010,HU11,2,10223.0
2018,NUTS,2010,HU11,2,14173.0
2019,NUTS,2010,HU11,2,15613.0
2017,NUTS,2010,HU12,2,1028.0
2018,NUTS,2010,HU12,2,1215.0
2019,NUTS,2010,HU12,2,765.0
2011,NUTS,2010,HU2,1,4696.0
2012,NUTS,2010,HU2,1,4463.0
2013,NUTS,2010,HU2,1,4041.0
2014,NUTS,2010,HU2,1,3956.0
2015,NUTS,2010,HU2,1,3752.0
2016,NUTS,2010,HU2,1,3722.0
2017,NUTS,2010,HU2,1,4486.0
2018,NUTS,2010,HU2,1,6169.0
2019,NUTS,2010,HU2,1,6484.0
2011,NUTS,2010,HU21,2,871.0
2012,NUTS,2010,HU21,2,898.0
2013,NUTS,2010,HU21,2,792.0
2014,NUTS,2010,HU21,2,825.0
2015,NUTS,2010,HU21,2,790.0
2016,NUTS,2010,HU21,2,787.0
2017,NUTS,2010,HU21,2,751.0
2018,NUTS,2010,HU21,2,972.0
2019,NUTS,2010,HU21,2,995.0
2011,NUTS,2010,HU22,2,1700.0
2012,NUTS,2010,HU22,2,1379.0
2013,NUTS,2010,HU22,2,1449.0
2014,NUTS,2010,HU22,2,1306.0
2015,NUTS,2010,HU22,2,1114.0
2016,NUTS,2010,HU22,2,1054.0
2017,NUTS,2010,HU22,2,1263.0
2018,NUTS,2010,HU22,2,1806.0
2019,NUTS,2010,HU22,2,2099.0
2011,NUTS,2010,HU23,2,2125.0
2012,NUTS,2010,HU23,2,2186.0
2013,NUTS,2010,HU23,2,1800.0
2014,NUTS,2010,HU23,2,1825.0
2015,NUTS,2010,HU23,2,1848.0
2016,NUTS,2010,HU23,2,1881.0
2017,NUTS,2010,HU23,2,2472.0
2018,NUTS,2010,HU23,2,3391.0
2019,NUTS,2010,HU23,2,3390.0
2011,NUTS,2010,HU3,1,8578.0
2012,NUTS,2010,HU3,1,8529.0
2013,NUTS,2010,HU3,1,8389.0
2014,NUTS,2010,HU3,1,8008.0
2015,NUTS,2010,HU3,1,7957.0
2016,NUTS,2010,HU3,1,7849.0
2017,NUTS,2010,HU3,1,8079.0
2018,NUTS,2010,HU3,1,9526.0
2019,NUTS,2010,HU3,1,10738.0
2011,NUTS,2010,HU31,2,1429.0
2012,NUTS,2010,HU31,2,1414.0
2013,NUTS,2010,HU31,2,1274.0
2014,NUTS,2010,HU31,2,1220.0
2015,NUTS,2010,HU31,2,1305.0
2016,NUTS,2010,HU31,2,1174.0
2017,NUTS,2010,HU31,2,1315.0
2018,NUTS,2010,HU31,2,1486.0
2019,NUTS,2010,HU31,2,1808.0
2011,NUTS,2010,HU32,2,3497.0
2012,NUTS,2010,HU32,2,3553.0
2013,NUTS,2010,HU32,2,3437.0
2014,NUTS,2010,HU32,2,3182.0
2015,NUTS,2010,HU32,2,3056.0
2016,NUTS,2010,HU32,2,3136.0
2017,NUTS,2010,HU32,2,3357.0
2018,NUTS,2010,HU32,2,3672.0
2019,NUTS,2010,HU32,2,4237.0
2011,NUTS,2010,HU33,2,3652.0
2012,NUTS,2010,HU33,2,3562.0
2013,NUTS,2010,HU33,2,3678.0
2014,NUTS,2010,HU33,2,3606.0
2015,NUTS,2010,HU33,2,3596.0
2016,NUTS,2010,HU33,2,3539.0
2017,NUTS,2010,HU33,2,3407.0
2018,NUTS,2010,HU33,2,4368.0
2019,NUTS,2010,HU33,2,4693.0
2011,NUTS,2010,IE,0,15950.0
2012,NUTS,2010,IE,0,21599.0
2013,NUTS,2010,IE,0,21651.0
2014,NUTS,2010,IE,0,21704.0
2015,NUTS,2010,IE,0,19274.0
2016,NUTS,2010,IE,0,16843.0
2017,NUTS,2010,IE,0,21852.0
2019,NUTS,2010,IE,0,21387.0
2011,NUTS,2010,IE0,1,15950.0
2012,NUTS,2010,IE0,1,15484.0
2013,NUTS,2010,IE0,1,15281.0
2014,NUTS,2010,IE0,1,20390.0
2015,NUTS,2010,IE0,1,21757.0
2017,NUTS,2010,IE0,1,21852.0
2011,NUTS,2010,IE01,2,2233.0
2012,NUTS,2010,IE01,2,2168.0
2013,NUTS,2010,IE01,2,2139.0
2014,NUTS,2010,IE01,2,2855.0
2015,NUTS,2010,IE01,2,1448.0
2017,NUTS,2010,IE01,2,4033.0
2011,NUTS,2010,IE02,2,13717.0
2012,NUTS,2010,IE02,2,13316.0
2013,NUTS,2010,IE02,2,13142.0
2014,NUTS,2010,IE02,2,17535.0
2015,NUTS,2010,IE02,2,20309.0
2017,NUTS,2010,IE02,2,17819.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1926.0
2013,NUTS,2010,IS,0,2477.0
2015,NUTS,2010,IS,0,2591.0
2016,NUTS,2010,IS,0,2909.0
2017,NUTS,2010,IS,0,2743.0
2018,NUTS,2010,IS,0,2743.0
2011,NUTS,2010,IT,0,140874.0
2012,NUTS,2010,IT,0,145066.0
2013,NUTS,2010,IT,0,141580.0
2014,NUTS,2010,IT,0,134203.0
2015,NUTS,2010,IT,0,138152.0
2016,NUTS,2010,IT,0,138208.0
2017,NUTS,2010,IT,0,137339.0
2018,NUTS,2010,IT,0,137426.0
2019,NUTS,2010,IT,0,139999.0
2011,NUTS,2010,ITC,1,36799.0
2012,NUTS,2010,ITC,1,37744.0
2013,NUTS,2010,ITC,1,33408.0
2014,NUTS,2010,ITC,1,30098.0
2015,NUTS,2010,ITC,1,31369.0
2016,NUTS,2010,ITC,1,32202.0
2017,NUTS,2010,ITC,1,32413.0
2018,NUTS,2010,ITC,1,32719.0
2019,NUTS,2010,ITC,1,33021.0
2011,NUTS,2010,ITC1,2,8115.0
2012,NUTS,2010,ITC1,2,8859.0
2013,NUTS,2010,ITC1,2,9272.0
2014,NUTS,2010,ITC1,2,7865.0
2015,NUTS,2010,ITC1,2,9169.0
2016,NUTS,2010,ITC1,2,8095.0
2017,NUTS,2010,ITC1,2,8068.0
2018,NUTS,2010,ITC1,2,8167.0
2019,NUTS,2010,ITC1,2,8223.0
2011,NUTS,2010,ITC2,2,94.0
2012,NUTS,2010,ITC2,2,94.0
2013,NUTS,2010,ITC2,2,137.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,107.0
2016,NUTS,2010,ITC2,2,127.0
2017,NUTS,2010,ITC2,2,127.0
2018,NUTS,2010,ITC2,2,118.0
2019,NUTS,2010,ITC2,2,116.0
2011,NUTS,2010,ITC3,2,5442.0
2012,NUTS,2010,ITC3,2,5164.0
2013,NUTS,2010,ITC3,2,4053.0
2014,NUTS,2010,ITC3,2,3514.0
2015,NUTS,2010,ITC3,2,3757.0
2016,NUTS,2010,ITC3,2,3459.0
2017,NUTS,2010,ITC3,2,3497.0
2018,NUTS,2010,ITC3,2,3193.0
2019,NUTS,2010,ITC3,2,3267.0
2011,NUTS,2010,ITC4,2,23148.0
2012,NUTS,2010,ITC4,2,23627.0
2013,NUTS,2010,ITC4,2,19946.0
2014,NUTS,2010,ITC4,2,18640.0
2015,NUTS,2010,ITC4,2,18336.0
2016,NUTS,2010,ITC4,2,20521.0
2017,NUTS,2010,ITC4,2,20721.0
2018,NUTS,2010,ITC4,2,21241.0
2019,NUTS,2010,ITC4,2,21415.0
2011,NUTS,2010,ITF,1,26554.0
2012,NUTS,2010,ITF,1,27156.0
2013,NUTS,2010,ITF,1,27358.0
2014,NUTS,2010,ITF,1,26837.0
2015,NUTS,2010,ITF,1,27477.0
2016,NUTS,2010,ITF,1,26973.0
2017,NUTS,2010,ITF,1,26525.0
2018,NUTS,2010,ITF,1,25778.0
2019,NUTS,2010,ITF,1,26063.0
2011,NUTS,2010,ITF1,2,2815.0
2012,NUTS,2010,ITF1,2,2952.0
2013,NUTS,2010,ITF1,2,3086.0
2014,NUTS,2010,ITF1,2,2891.0
2015,NUTS,2010,ITF1,2,3186.0
2016,NUTS,2010,ITF1,2,3117.0
2017,NUTS,2010,ITF1,2,3237.0
2018,NUTS,2010,ITF1,2,2998.0
2019,NUTS,2010,ITF1,2,3100.0
2015,NUTS,2010,ITF2,2,669.0
2016,NUTS,2010,ITF2,2,623.0
2017,NUTS,2010,ITF2,2,603.0
2018,NUTS,2010,ITF2,2,596.0
2019,NUTS,2010,ITF2,2,578.0
2011,NUTS,2010,ITF3,2,12657.0
2012,NUTS,2010,ITF3,2,12824.0
2013,NUTS,2010,ITF3,2,13024.0
2014,NUTS,2010,ITF3,2,13045.0
2015,NUTS,2010,ITF3,2,12826.0
2016,NUTS,2010,ITF3,2,13103.0
2017,NUTS,2010,ITF3,2,12639.0
2018,NUTS,2010,ITF3,2,12286.0
2019,NUTS,2010,ITF3,2,12610.0
2011,NUTS,2010,ITF4,2,7242.0
2012,NUTS,2010,ITF4,2,7402.0
2013,NUTS,2010,ITF4,2,6707.0
2014,NUTS,2010,ITF4,2,6462.0
2015,NUTS,2010,ITF4,2,6751.0
2016,NUTS,2010,ITF4,2,6559.0
2017,NUTS,2010,ITF4,2,6488.0
2018,NUTS,2010,ITF4,2,6226.0
2019,NUTS,2010,ITF4,2,6180.0
2012,NUTS,2010,ITF5,2,767.0
2013,NUTS,2010,ITF5,2,712.0
2015,NUTS,2010,ITF5,2,805.0
2016,NUTS,2010,ITF5,2,677.0
2017,NUTS,2010,ITF5,2,723.0
2018,NUTS,2010,ITF5,2,690.0
2019,NUTS,2010,ITF5,2,716.0
2011,NUTS,2010,ITF6,2,2495.0
2015,NUTS,2010,ITF6,2,3240.0
2016,NUTS,2010,ITF6,2,2894.0
2017,NUTS,2010,ITF6,2,2835.0
2018,NUTS,2010,ITF6,2,2982.0
2019,NUTS,2010,ITF6,2,2879.0
2011,NUTS,2010,ITG,1,14335.0
2012,NUTS,2010,ITG,1,14222.0
2013,NUTS,2010,ITG,1,14304.0
2014,NUTS,2010,ITG,1,13864.0
2015,NUTS,2010,ITG,1,14303.0
2016,NUTS,2010,ITG,1,12847.0
2017,NUTS,2010,ITG,1,12194.0
2018,NUTS,2010,ITG,1,11985.0
2019,NUTS,2010,ITG,1,12185.0
2011,NUTS,2010,ITG1,2,10056.0
2012,NUTS,2010,ITG1,2,9759.0
2013,NUTS,2010,ITG1,2,9740.0
2014,NUTS,2010,ITG1,2,9583.0
2015,NUTS,2010,ITG1,2,9565.0
2016,NUTS,2010,ITG1,2,9103.0
2017,NUTS,2010,ITG1,2,8554.0
2018,NUTS,2010,ITG1,2,8332.0
2019,NUTS,2010,ITG1,2,8278.0
2011,NUTS,2010,ITG2,2,4279.0
2012,NUTS,2010,ITG2,2,4463.0
2013,NUTS,2010,ITG2,2,4564.0
2014,NUTS,2010,ITG2,2,4281.0
2015,NUTS,2010,ITG2,2,4738.0
2016,NUTS,2010,ITG2,2,3744.0
2017,NUTS,2010,ITG2,2,3640.0
2018,NUTS,2010,ITG2,2,3653.0
2019,NUTS,2010,ITG2,2,3907.0
2011,NUTS,2010,ITH,1,28238.0
2012,NUTS,2010,ITH,1,29840.0
2013,NUTS,2010,ITH,1,29557.0
2014,NUTS,2010,ITH,1,28792.0
2015,NUTS,2010,ITH,1,29236.0
2016,NUTS,2010,ITH,1,31396.0
2017,NUTS,2010,ITH,1,31553.0
2018,NUTS,2010,ITH,1,32731.0
2019,NUTS,2010,ITH,1,33475.0
2011,NUTS,2010,ITH1,2,338.0
2012,NUTS,2010,ITH1,2,358.0
2013,NUTS,2010,ITH1,2,458.0
2014,NUTS,2010,ITH1,2,238.0
2015,NUTS,2010,ITH1,2,412.0
2016,NUTS,2010,ITH1,2,675.0
2017,NUTS,2010,ITH1,2,690.0
2018,NUTS,2010,ITH1,2,724.0
2019,NUTS,2010,ITH1,2,754.0
2011,NUTS,2010,ITH2,2,1410.0
2012,NUTS,2010,ITH2,2,1503.0
2013,NUTS,2010,ITH2,2,1659.0
2014,NUTS,2010,ITH2,2,1750.0
2015,NUTS,2010,ITH2,2,1805.0
2016,NUTS,2010,ITH2,2,1992.0
2017,NUTS,2010,ITH2,2,1986.0
2018,NUTS,2010,ITH2,2,2044.0
2019,NUTS,2010,ITH2,2,2154.0
2011,NUTS,2010,ITH3,2,9848.0
2012,NUTS,2010,ITH3,2,10748.0
2013,NUTS,2010,ITH3,2,10185.0
2014,NUTS,2010,ITH3,2,9871.0
2015,NUTS,2010,ITH3,2,10877.0
2016,NUTS,2010,ITH3,2,11934.0
2017,NUTS,2010,ITH3,2,12097.0
2018,NUTS,2010,ITH3,2,12967.0
2019,NUTS,2010,ITH3,2,13303.0
2011,NUTS,2010,ITH4,2,3563.0
2012,NUTS,2010,ITH4,2,3697.0
2013,NUTS,2010,ITH4,2,3727.0
2014,NUTS,2010,ITH4,2,3541.0
2015,NUTS,2010,ITH4,2,3623.0
2016,NUTS,2010,ITH4,2,3488.0
2017,NUTS,2010,ITH4,2,3587.0
2018,NUTS,2010,ITH4,2,3652.0
2019,NUTS,2010,ITH4,2,3596.0
2011,NUTS,2010,ITH5,2,13079.0
2012,NUTS,2010,ITH5,2,13534.0
2013,NUTS,2010,ITH5,2,13528.0
2014,NUTS,2010,ITH5,2,13392.0
2015,NUTS,2010,ITH5,2,12519.0
2016,NUTS,2010,ITH5,2,13307.0
2017,NUTS,2010,ITH5,2,13193.0
2018,NUTS,2010,ITH5,2,13344.0
2019,NUTS,2010,ITH5,2,13668.0
2011,NUTS,2010,ITI,1,34948.0
2012,NUTS,2010,ITI,1,36104.0
2013,NUTS,2010,ITI,1,36953.0
2014,NUTS,2010,ITI,1,34612.0
2015,NUTS,2010,ITI,1,35767.0
2016,NUTS,2010,ITI,1,34790.0
2017,NUTS,2010,ITI,1,34654.0
2018,NUTS,2010,ITI,1,34213.0
2019,NUTS,2010,ITI,1,35255.0
2011,NUTS,2010,ITI1,2,12673.0
2012,NUTS,2010,ITI1,2,13262.0
2013,NUTS,2010,ITI1,2,12861.0
2014,NUTS,2010,ITI1,2,11529.0
2015,NUTS,2010,ITI1,2,11963.0
2016,NUTS,2010,ITI1,2,11619.0
2017,NUTS,2010,ITI1,2,11885.0
2018,NUTS,2010,ITI1,2,12236.0
2019,NUTS,2010,ITI1,2,12269.0
2011,NUTS,2010,ITI2,2,3129.0
2012,NUTS,2010,ITI2,2,3102.0
2013,NUTS,2010,ITI2,2,3059.0
2014,NUTS,2010,ITI2,2,3068.0
2015,NUTS,2010,ITI2,2,3224.0
2016,NUTS,2010,ITI2,2,2904.0
2017,NUTS,2010,ITI2,2,2793.0
2018,NUTS,2010,ITI2,2,2848.0
2019,NUTS,2010,ITI2,2,2808.0
2011,NUTS,2010,ITI3,2,3532.0
2012,NUTS,2010,ITI3,2,3653.0
2013,NUTS,2010,ITI3,2,3644.0
2014,NUTS,2010,ITI3,2,3471.0
2015,NUTS,2010,ITI3,2,3679.0
2016,NUTS,2010,ITI3,2,3584.0
2017,NUTS,2010,ITI3,2,3791.0
2018,NUTS,2010,ITI3,2,3355.0
2019,NUTS,2010,ITI3,2,3637.0
2011,NUTS,2010,ITI4,2,15614.0
2012,NUTS,2010,ITI4,2,16087.0
2013,NUTS,2010,ITI4,2,17389.0
2014,NUTS,2010,ITI4,2,16544.0
2015,NUTS,2010,ITI4,2,16901.0
2016,NUTS,2010,ITI4,2,16683.0
2017,NUTS,2010,ITI4,2,16185.0
2018,NUTS,2010,ITI4,2,15774.0
2019,NUTS,2010,ITI4,2,16541.0
2011,NUTS,2010,JP,0,380044.0
2012,NUTS,2010,JP,0,384397.0
2013,NUTS,2010,JP,0,388831.0
2014,NUTS,2010,JP,0,393086.0
2015,NUTS,2010,JP,0,393601.0
2016,NUTS,2010,JP,0,398821.0
2017,NUTS,2010,JP,0,402870.0
2018,NUTS,2010,JP,0,406787.0
2019,NUTS,2010,JP,0,410735.0
2011,NUTS,2010,KR,0,186690.0
2012,NUTS,2010,KR,0,184281.0
2013,NUTS,2010,KR,0,181284.0
2014,NUTS,2010,KR,0,187087.0
2015,NUTS,2010,KR,0,185113.0
2016,NUTS,2010,KR,0,185737.0
2017,NUTS,2010,KR,0,185660.0
2018,NUTS,2010,KR,0,192448.0
2019,NUTS,2010,KR,0,194136.0
2011,NUTS,2010,LT,0,16492.0
2012,NUTS,2010,LT,0,16584.0
2013,NUTS,2010,LT,0,16527.0
2014,NUTS,2010,LT,0,15975.0
2015,NUTS,2010,LT,0,14860.0
2016,NUTS,2010,LT,0,14438.0
2017,NUTS,2010,LT,0,14051.0
2018,NUTS,2010,LT,0,14040.0
2019,NUTS,2010,LT,0,13652.0
2015,NUTS,2010,LT01,2,7215.0
2016,NUTS,2010,LT01,2,6871.0
2017,NUTS,2010,LT01,2,6588.0
2018,NUTS,2010,LT01,2,6480.0
2019,NUTS,2010,LT01,2,6057.0
2015,NUTS,2010,LT02,2,7645.0
2016,NUTS,2010,LT02,2,7567.0
2017,NUTS,2010,LT02,2,7463.0
2018,NUTS,2010,LT02,2,7560.0
2019,NUTS,2010,LT02,2,7595.0
2011,NUTS,2010,LU,0,687.0
2012,NUTS,2010,LU,0,787.0
2013,NUTS,2010,LU,0,935.0
2014,NUTS,2010,LU,0,1329.0
2015,NUTS,2010,LU,0,1435.0
2017,NUTS,2010,LU,0,1506.0
2019,NUTS,2010,LU,0,1683.0
2011,NUTS,2010,LV,0,6779.0
2012,NUTS,2010,LV,0,7559.0
2013,NUTS,2010,LV,0,6929.0
2014,NUTS,2010,LV,0,7142.0
2015,NUTS,2010,LV,0,7632.0
2016,NUTS,2010,LV,0,7676.0
2017,NUTS,2010,LV,0,7898.0
2018,NUTS,2010,LV,0,8276.0
2019,NUTS,2010,LV,0,8637.0
2011,NUTS,2010,ME,0,1268.0
2013,NUTS,2010,ME,0,1296.0
2014,NUTS,2010,ME,0,1448.0
2015,NUTS,2010,ME,0,1243.0
2016,NUTS,2010,ME,0,1271.0
2017,NUTS,2010,ME,0,1238.0
2018,NUTS,2010,ME,0,1250.0
2019,NUTS,2010,ME,0,1138.0
2011,NUTS,2010,MK,0,1569.0
2012,NUTS,2010,MK,0,1889.0
2015,NUTS,2010,MK,0,3296.0
2016,NUTS,2010,MK,0,3136.0
2017,NUTS,2010,MK,0,2853.0
2018,NUTS,2010,MK,0,2965.0
2019,NUTS,2010,MK,0,2815.0
2011,NUTS,2010,MT,0,957.0
2012,NUTS,2010,MT,0,1075.0
2013,NUTS,2010,MT,0,1160.0
2014,NUTS,2010,MT,0,1181.0
2015,NUTS,2010,MT,0,1277.0
2016,NUTS,2010,MT,0,1218.0
2017,NUTS,2010,MT,0,1280.0
2018,NUTS,2010,MT,0,1329.0
2019,NUTS,2010,MT,0,1408.0
2011,NUTS,2010,NL,0,37607.0
2012,NUTS,2010,NL,0,37302.0
2013,NUTS,2010,NL,0,37640.0
2014,NUTS,2010,NL,0,38676.0
2015,NUTS,2010,NL,0,38988.0
2016,NUTS,2010,NL,0,38434.0
2017,NUTS,2010,NL,0,39522.0
2018,NUTS,2010,NL,0,39951.0
2019,NUTS,2010,NL,0,42117.0
2011,NUTS,2010,NL3,1,21237.0
2012,NUTS,2010,NL3,1,21118.0
2011,NUTS,2010,NO,0,29294.0
2012,NUTS,2010,NO,0,29276.0
2013,NUTS,2010,NO,0,30583.0
2014,NUTS,2010,NO,0,31529.0
2015,NUTS,2010,NO,0,33166.0
2016,NUTS,2010,NO,0,34948.0
2017,NUTS,2010,NO,0,36306.0
2018,NUTS,2010,NO,0,36919.0
2019,NUTS,2010,NO,0,37955.0
2011,NUTS,2010,NO0,1,29294.0
2012,NUTS,2010,NO0,1,29276.0
2013,NUTS,2010,NO0,1,30583.0
2014,NUTS,2010,NO0,1,31529.0
2015,NUTS,2010,NO0,1,33166.0
2017,NUTS,2010,NO0,1,36306.0
2018,NUTS,2010,NO0,1,36919.0
2019,NUTS,2010,NO0,1,37955.0
2011,NUTS,2010,NO01,2,10869.0
2012,NUTS,2010,NO01,2,10753.0
2013,NUTS,2010,NO01,2,11141.0
2014,NUTS,2010,NO01,2,11789.0
2015,NUTS,2010,NO01,2,12296.0
2017,NUTS,2010,NO01,2,13441.0
2018,NUTS,2010,NO01,2,13532.0
2019,NUTS,2010,NO01,2,13876.0
2011,NUTS,2010,NO02,2,766.0
2012,NUTS,2010,NO02,2,750.0
2013,NUTS,2010,NO02,2,819.0
2014,NUTS,2010,NO02,2,860.0
2015,NUTS,2010,NO02,2,958.0
2017,NUTS,2010,NO02,2,961.0
2018,NUTS,2010,NO02,2,982.0
2019,NUTS,2010,NO02,2,1064.0
2011,NUTS,2010,NO03,2,1330.0
2012,NUTS,2010,NO03,2,1349.0
2013,NUTS,2010,NO03,2,1370.0
2014,NUTS,2010,NO03,2,1414.0
2015,NUTS,2010,NO03,2,1518.0
2017,NUTS,2010,NO03,2,1655.0
2018,NUTS,2010,NO03,2,1722.0
2019,NUTS,2010,NO03,2,1786.0
2011,NUTS,2010,NO04,2,1926.0
2012,NUTS,2010,NO04,2,2053.0
2013,NUTS,2010,NO04,2,2115.0
2014,NUTS,2010,NO04,2,2183.0
2015,NUTS,2010,NO04,2,2331.0
2017,NUTS,2010,NO04,2,2694.0
2018,NUTS,2010,NO04,2,2664.0
2019,NUTS,2010,NO04,2,2810.0
2011,NUTS,2010,NO05,2,5321.0
2012,NUTS,2010,NO05,2,5476.0
2013,NUTS,2010,NO05,2,5510.0
2014,NUTS,2010,NO05,2,5842.0
2015,NUTS,2010,NO05,2,6077.0
2017,NUTS,2010,NO05,2,6667.0
2018,NUTS,2010,NO05,2,6904.0
2019,NUTS,2010,NO05,2,7092.0
2011,NUTS,2010,NO06,2,5672.0
2012,NUTS,2010,NO06,2,5396.0
2013,NUTS,2010,NO06,2,6043.0
2014,NUTS,2010,NO06,2,5751.0
2015,NUTS,2010,NO06,2,6044.0
2017,NUTS,2010,NO06,2,6569.0
2018,NUTS,2010,NO06,2,6752.0
2019,NUTS,2010,NO06,2,6954.0
2011,NUTS,2010,NO07,2,3410.0
2012,NUTS,2010,NO07,2,3499.0
2013,NUTS,2010,NO07,2,3585.0
2014,NUTS,2010,NO07,2,3690.0
2015,NUTS,2010,NO07,2,3942.0
2017,NUTS,2010,NO07,2,4319.0
2018,NUTS,2010,NO07,2,4363.0
2019,NUTS,2010,NO07,2,4373.0
2011,NUTS,2010,PL,0,80719.0
2012,NUTS,2010,PL,0,80130.0
2013,NUTS,2010,PL,0,80223.0
2014,NUTS,2010,PL,0,82463.0
2015,NUTS,2010,PL,0,82282.0
2016,NUTS,2010,PL,0,93987.0
2017,NUTS,2010,PL,0,132342.0
2018,NUTS,2010,PL,0,141877.0
2019,NUTS,2010,PL,0,140806.0
2011,NUTS,2010,PL1,1,18813.0
2012,NUTS,2010,PL1,1,19422.0
2013,NUTS,2010,PL1,1,18595.0
2014,NUTS,2010,PL1,1,19045.0
2015,NUTS,2010,PL1,1,19392.0
2011,NUTS,2010,PL11,2,5402.0
2012,NUTS,2010,PL11,2,6261.0
2013,NUTS,2010,PL11,2,5291.0
2014,NUTS,2010,PL11,2,5379.0
2015,NUTS,2010,PL11,2,5436.0
2011,NUTS,2010,PL12,2,13411.0
2012,NUTS,2010,PL12,2,13161.0
2013,NUTS,2010,PL12,2,13304.0
2014,NUTS,2010,PL12,2,13666.0
2015,NUTS,2010,PL12,2,13956.0
2011,NUTS,2010,PL2,1,18394.0
2012,NUTS,2010,PL2,1,18273.0
2013,NUTS,2010,PL2,1,18073.0
2014,NUTS,2010,PL2,1,18815.0
2015,NUTS,2010,PL2,1,18621.0
2016,NUTS,2010,PL2,1,20539.0
2017,NUTS,2010,PL2,1,29176.0
2018,NUTS,2010,PL2,1,31225.0
2019,NUTS,2010,PL2,1,32551.0
2011,NUTS,2010,PL21,2,10851.0
2012,NUTS,2010,PL21,2,10788.0
2013,NUTS,2010,PL21,2,10710.0
2014,NUTS,2010,PL21,2,11380.0
2015,NUTS,2010,PL21,2,11338.0
2016,NUTS,2010,PL21,2,12610.0
2017,NUTS,2010,PL21,2,19273.0
2018,NUTS,2010,PL21,2,19790.0
2019,NUTS,2010,PL21,2,19263.0
2011,NUTS,2010,PL22,2,7543.0
2012,NUTS,2010,PL22,2,7485.0
2013,NUTS,2010,PL22,2,7363.0
2014,NUTS,2010,PL22,2,7435.0
2015,NUTS,2010,PL22,2,7283.0
2016,NUTS,2010,PL22,2,7929.0
