year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_nac
1993,NUTS,2010,FR8,1,1826.19
1994,NUTS,2010,FR8,1,1824.66
1995,NUTS,2010,FR8,1,2087.64
1996,NUTS,2010,FR8,1,2446.76
1997,NUTS,2010,FR8,1,2511.55
1998,NUTS,2010,FR8,1,2617.45
1999,NUTS,2010,FR8,1,2429.0
2000,NUTS,2010,FR8,1,2743.26
2001,NUTS,2010,FR8,1,2934.53
2002,NUTS,2010,FR8,1,3063.294
2003,NUTS,2010,FR8,1,3100.371
2004,NUTS,2010,FR8,1,3338.58
2006,NUTS,2010,FR8,1,3781.0
2007,NUTS,2010,FR8,1,4133.0
2008,NUTS,2010,FR8,1,4236.7
2009,NUTS,2010,FR8,1,4463.8
2010,NUTS,2010,FR8,1,4514.484
2011,NUTS,2010,FR8,1,4420.117
2012,NUTS,2010,FR8,1,4890.2
2013,NUTS,2010,FR8,1,5339.4
1991,NUTS,2010,FR81,2,488.75
1992,NUTS,2010,FR81,2,385.7
1993,NUTS,2010,FR81,2,420.0
1994,NUTS,2010,FR81,2,428.38
1995,NUTS,2010,FR81,2,511.01
1996,NUTS,2010,FR81,2,545.0
1997,NUTS,2010,FR81,2,700.79
1998,NUTS,2010,FR81,2,798.31
1999,NUTS,2010,FR81,2,834.73
2000,NUTS,2010,FR81,2,921.55
2001,NUTS,2010,FR81,2,952.56
2002,NUTS,2010,FR81,2,1005.535
2003,NUTS,2010,FR81,2,987.766
2004,NUTS,2010,FR81,2,1079.408
2006,NUTS,2010,FR81,2,1431.0
2007,NUTS,2010,FR81,2,1508.0
2008,NUTS,2010,FR81,2,1563.1
2009,NUTS,2010,FR81,2,1686.0
2010,NUTS,2010,FR81,2,1580.885
2011,NUTS,2010,FR81,2,1462.687
2012,NUTS,2010,FR81,2,1519.0
2013,NUTS,2010,FR81,2,1578.9
1991,NUTS,2010,FR82,2,1351.31
1992,NUTS,2010,FR82,2,1381.04
1993,NUTS,2010,FR82,2,1401.16
1994,NUTS,2010,FR82,2,1390.79
1995,NUTS,2010,FR82,2,1571.29
1996,NUTS,2010,FR82,2,1896.16
1997,NUTS,2010,FR82,2,1800.52
1998,NUTS,2010,FR82,2,1808.05
1999,NUTS,2010,FR82,2,1575.44
2000,NUTS,2010,FR82,2,1807.38
2001,NUTS,2010,FR82,2,1958.72
2002,NUTS,2010,FR82,2,2044.627
2003,NUTS,2010,FR82,2,2099.396
2004,NUTS,2010,FR82,2,2246.535
2006,NUTS,2010,FR82,2,2336.0
2007,NUTS,2010,FR82,2,2609.0
2008,NUTS,2010,FR82,2,2656.5
2009,NUTS,2010,FR82,2,2755.3
2010,NUTS,2010,FR82,2,2910.069
2011,NUTS,2010,FR82,2,2927.868
2012,NUTS,2010,FR82,2,3347.3
2013,NUTS,2010,FR82,2,3735.7
1991,NUTS,2010,FR83,2,4.42
1992,NUTS,2010,FR83,2,4.57
1993,NUTS,2010,FR83,2,5.03
1994,NUTS,2010,FR83,2,5.34
1995,NUTS,2010,FR83,2,5.34
1996,NUTS,2010,FR83,2,5.6
1997,NUTS,2010,FR83,2,12.13
1998,NUTS,2010,FR83,2,11.1
1999,NUTS,2010,FR83,2,18.84
2000,NUTS,2010,FR83,2,14.33
2001,NUTS,2010,FR83,2,23.25
2002,NUTS,2010,FR83,2,13.132
2003,NUTS,2010,FR83,2,13.209
2004,NUTS,2010,FR83,2,12.837
2006,NUTS,2010,FR83,2,14.0
2007,NUTS,2010,FR83,2,17.0
2008,NUTS,2010,FR83,2,17.1
2009,NUTS,2010,FR83,2,22.5
2010,NUTS,2010,FR83,2,23.53
2011,NUTS,2010,FR83,2,29.562
2012,NUTS,2010,FR83,2,24.0
2013,NUTS,2010,FR83,2,24.8
1991,NUTS,2010,FRA,1,194.22
1992,NUTS,2010,FRA,1,85.98
1993,NUTS,2010,FRA,1,94.67
1994,NUTS,2010,FRA,1,158.09
1995,NUTS,2010,FRA,1,163.27
1996,NUTS,2010,FRA,1,156.97
1997,NUTS,2010,FRA,1,176.89
1998,NUTS,2010,FRA,1,204.72
1999,NUTS,2010,FRA,1,204.36
2000,NUTS,2010,FRA,1,344.32
2001,NUTS,2010,FRA,1,356.12
2002,NUTS,2010,FRA,1,372.065
2003,NUTS,2010,FRA,1,371.983
2004,NUTS,2010,FRA,1,282.462
2006,NUTS,2010,FRA,1,263.0
2007,NUTS,2010,FRA,1,256.0
2008,NUTS,2010,FRA,1,252.1
2009,NUTS,2010,FRA,1,284.5
2010,NUTS,2010,FRA,1,310.127
2011,NUTS,2010,FRA,1,264.662
2012,NUTS,2010,FRA,1,258.6
2013,NUTS,2010,FRA,1,278.1
1991,NUTS,2010,FRZ,1,4295.56
1992,NUTS,2010,FRZ,1,4411.88
1993,NUTS,2010,FRZ,1,4589.02
1994,NUTS,2010,FRZ,1,4590.55
1995,NUTS,2010,FRZ,1,4549.84
1996,NUTS,2010,FRZ,1,4484.09
1997,NUTS,2010,FRZ,1,1280.35
1998,NUTS,2010,FRZ,1,1068.65
1999,NUTS,2010,FRZ,1,1093.15
2000,NUTS,2010,FRZ,1,1071.85
2001,NUTS,2010,FRZ,1,1151.27
2002,NUTS,2010,FRZ,1,1194.005
2003,NUTS,2010,FRZ,1,1284.1
2004,NUTS,2010,FRZ,1,1357.561
2006,NUTS,2010,FRZ,1,1149.0
2007,NUTS,2010,FRZ,1,1141.0
2008,NUTS,2010,FRZ,1,1151.9
2009,NUTS,2010,FRZ,1,1163.7
2010,NUTS,2010,FRZ,1,273.626
2011,NUTS,2010,FRZ,1,292.98
2012,NUTS,2010,FRZ,1,382.8
2013,NUTS,2010,FRZ,1,412.5
1991,NUTS,2010,FRZZ,2,4295.56
1992,NUTS,2010,FRZZ,2,4411.88
1993,NUTS,2010,FRZZ,2,4589.02
1994,NUTS,2010,FRZZ,2,4590.55
1995,NUTS,2010,FRZZ,2,4549.84
1996,NUTS,2010,FRZZ,2,4484.09
1997,NUTS,2010,FRZZ,2,1280.35
1998,NUTS,2010,FRZZ,2,1068.65
1999,NUTS,2010,FRZZ,2,1093.15
2000,NUTS,2010,FRZZ,2,1071.85
2001,NUTS,2010,FRZZ,2,1151.27
2002,NUTS,2010,FRZZ,2,1194.005
2003,NUTS,2010,FRZZ,2,1284.1
2004,NUTS,2010,FRZZ,2,1357.561
2006,NUTS,2010,FRZZ,2,1149.0
2007,NUTS,2010,FRZZ,2,1141.0
2008,NUTS,2010,FRZZ,2,1151.9
2009,NUTS,2010,FRZZ,2,1163.7
2010,NUTS,2010,FRZZ,2,273.626
2011,NUTS,2010,FRZZ,2,292.98
2012,NUTS,2010,FRZZ,2,382.8
2013,NUTS,2010,FRZZ,2,412.5
2002,NUTS,2010,HR,0,2006.0
2003,NUTS,2010,HR,0,2209.0
2004,NUTS,2010,HR,0,2586.0
2005,NUTS,2010,HR,0,2311.7
2006,NUTS,2010,HR,0,2179.1
2007,NUTS,2010,HR,0,2553.5
2008,NUTS,2010,HR,0,3074.0
2009,NUTS,2010,HR,0,2794.17
2010,NUTS,2010,HR,0,2442.901
2011,NUTS,2010,HR,0,2502.276
2012,NUTS,2010,HR,0,2482.157
2013,NUTS,2010,HR,0,2688.004
2014,NUTS,2010,HR,0,2594.604
2015,NUTS,2010,HR,0,2853.68
2016,NUTS,2010,HR,0,3031.074
2017,NUTS,2010,HR,0,3161.0
2018,NUTS,2010,HR,0,3722.129
2019,NUTS,2010,HR,0,4456.393
2020,NUTS,2010,HR,0,4723.461
2002,NUTS,2010,HR0,1,2006.0
2003,NUTS,2010,HR0,1,2209.0
2004,NUTS,2010,HR0,1,2586.0
2005,NUTS,2010,HR0,1,2311.7
2006,NUTS,2010,HR0,1,2179.1
2007,NUTS,2010,HR0,1,2553.5
2008,NUTS,2010,HR0,1,3074.0
2009,NUTS,2010,HR0,1,2794.17
2010,NUTS,2010,HR0,1,2442.901
2011,NUTS,2010,HR0,1,2502.276
2012,NUTS,2010,HR0,1,2482.157
2013,NUTS,2010,HR0,1,2688.004
2014,NUTS,2010,HR0,1,2594.604
2015,NUTS,2010,HR0,1,2853.68
2016,NUTS,2010,HR0,1,3031.074
2017,NUTS,2010,HR0,1,3161.0
2018,NUTS,2010,HR0,1,3722.129
2019,NUTS,2010,HR0,1,4456.393
2020,NUTS,2010,HR0,1,4723.461
2008,NUTS,2010,HR02,2,73.0
2009,NUTS,2010,HR02,2,120.291
2010,NUTS,2010,HR02,2,73.725
2020,NUTS,2010,HR02,2,220.584
2008,NUTS,2010,HR03,2,302.0
2009,NUTS,2010,HR03,2,281.322
2010,NUTS,2010,HR03,2,251.412
2011,NUTS,2010,HR03,2,321.882
2012,NUTS,2010,HR03,2,309.914
2013,NUTS,2010,HR03,2,443.304
2014,NUTS,2010,HR03,2,388.733
2015,NUTS,2010,HR03,2,361.31
2016,NUTS,2010,HR03,2,389.751
2017,NUTS,2010,HR03,2,505.382
2018,NUTS,2010,HR03,2,571.846
2019,NUTS,2010,HR03,2,781.811
2020,NUTS,2010,HR03,2,705.394
2008,NUTS,2010,HR04,2,2772.0
2009,NUTS,2010,HR04,2,2512.848
2010,NUTS,2010,HR04,2,2191.489
2011,NUTS,2010,HR04,2,2180.394
2012,NUTS,2010,HR04,2,2172.243
2013,NUTS,2010,HR04,2,2244.7
2014,NUTS,2010,HR04,2,2205.871
2015,NUTS,2010,HR04,2,2492.37
2016,NUTS,2010,HR04,2,2641.323
2017,NUTS,2010,HR04,2,2655.618
2018,NUTS,2010,HR04,2,3150.283
2019,NUTS,2010,HR04,2,3674.582
2020,NUTS,2010,HR05,2,3174.624
2020,NUTS,2010,HR06,2,622.859
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,32155.0
1988,NUTS,2010,HU,0,32402.0
1989,NUTS,2010,HU,0,33441.0
1990,NUTS,2010,HU,0,33340.0
1991,NUTS,2010,HU,0,26731.0
1992,NUTS,2010,HU,0,30988.0
1993,NUTS,2010,HU,0,34686.0
1994,NUTS,2010,HU,0,38852.0
1995,NUTS,2010,HU,0,41201.0
1996,NUTS,2010,HU,0,44889.4
1997,NUTS,2010,HU,0,61749.3
1998,NUTS,2010,HU,0,68620.4
1999,NUTS,2010,HU,0,78187.9
2000,NUTS,2010,HU,0,105387.6
2001,NUTS,2010,HU,0,140605.2
2002,NUTS,2010,HU,0,171470.2
2003,NUTS,2010,HU,0,175772.9
2004,NUTS,2010,HU,0,181525.4
2005,NUTS,2010,HU,0,207764.0
2006,NUTS,2010,HU,0,237953.2
2007,NUTS,2010,HU,0,245692.8
2008,NUTS,2010,HU,0,266388.0
2009,NUTS,2010,HU,0,299158.7
2010,NUTS,2010,HU,0,310210.5
2011,NUTS,2010,HU,0,336537.3
2012,NUTS,2010,HU,0,363683.4
2013,NUTS,2010,HU,0,420100.3
2014,NUTS,2010,HU,0,441092.1
2015,NUTS,2010,HU,0,468389.7
2016,NUTS,2010,HU,0,427191.8
2017,NUTS,2010,HU,0,517258.0
2018,NUTS,2010,HU,0,654163.1
2019,NUTS,2010,HU,0,702199.3
2020,NUTS,2010,HU,0,771489.6
1999,NUTS,2010,HU1,1,50230.0
2000,NUTS,2010,HU1,1,69166.0
2001,NUTS,2010,HU1,1,88263.0
2002,NUTS,2010,HU1,1,111346.0
2003,NUTS,2010,HU1,1,115131.0
2004,NUTS,2010,HU1,1,116692.0
2005,NUTS,2010,HU1,1,138790.0
2006,NUTS,2010,HU1,1,163076.0
2007,NUTS,2010,HU1,1,158761.0
2008,NUTS,2010,HU1,1,172245.0
2009,NUTS,2010,HU1,1,192344.4
2010,NUTS,2010,HU1,1,202588.6
2011,NUTS,2010,HU1,1,219237.8
2012,NUTS,2010,HU1,1,225380.9
2013,NUTS,2010,HU1,1,256329.0
2014,NUTS,2010,HU1,1,280766.8
2015,NUTS,2010,HU1,1,299153.4
2016,NUTS,2010,HU1,1,290516.3
2017,NUTS,2010,HU1,1,341396.2
2018,NUTS,2010,HU1,1,434233.1
2019,NUTS,2010,HU1,1,471556.5
1999,NUTS,2010,HU10,2,50230.0
2000,NUTS,2010,HU10,2,69166.0
2001,NUTS,2010,HU10,2,88263.0
2002,NUTS,2010,HU10,2,111346.0
2003,NUTS,2010,HU10,2,115131.0
2004,NUTS,2010,HU10,2,116692.0
2005,NUTS,2010,HU10,2,138790.0
2006,NUTS,2010,HU10,2,163076.0
2007,NUTS,2010,HU10,2,158761.0
2008,NUTS,2010,HU10,2,172245.0
2009,NUTS,2010,HU10,2,192344.4
2010,NUTS,2010,HU10,2,202588.6
2011,NUTS,2010,HU10,2,219237.8
2012,NUTS,2010,HU10,2,225380.9
2013,NUTS,2010,HU10,2,256329.0
2014,NUTS,2010,HU10,2,280766.8
2015,NUTS,2010,HU10,2,299153.4
2016,NUTS,2010,HU10,2,290516.3
2017,NUTS,2010,HU11,2,317771.3
2018,NUTS,2010,HU11,2,393913.8
2019,NUTS,2010,HU11,2,425551.8
2017,NUTS,2010,HU12,2,23624.9
2018,NUTS,2010,HU12,2,40319.2
2019,NUTS,2010,HU12,2,46004.7
1999,NUTS,2010,HU2,1,8987.0
2000,NUTS,2010,HU2,1,12033.0
2001,NUTS,2010,HU2,1,19550.0
2002,NUTS,2010,HU2,1,21924.0
2003,NUTS,2010,HU2,1,21256.0
2004,NUTS,2010,HU2,1,24818.0
2005,NUTS,2010,HU2,1,22868.0
2006,NUTS,2010,HU2,1,27695.0
2007,NUTS,2010,HU2,1,33808.0
2008,NUTS,2010,HU2,1,35106.0
2009,NUTS,2010,HU2,1,37651.0
2010,NUTS,2010,HU2,1,39936.8
2011,NUTS,2010,HU2,1,47700.5
2012,NUTS,2010,HU2,1,61490.7
2013,NUTS,2010,HU2,1,72673.9
2014,NUTS,2010,HU2,1,69031.8
2015,NUTS,2010,HU2,1,63317.2
2016,NUTS,2010,HU2,1,59567.0
2017,NUTS,2010,HU2,1,82844.3
2018,NUTS,2010,HU2,1,107476.2
2019,NUTS,2010,HU2,1,104255.0
1999,NUTS,2010,HU21,2,3379.0
2000,NUTS,2010,HU21,2,5224.0
2001,NUTS,2010,HU21,2,7914.0
2002,NUTS,2010,HU21,2,10398.0
2003,NUTS,2010,HU21,2,9775.0
2004,NUTS,2010,HU21,2,10820.0
2005,NUTS,2010,HU21,2,9673.0
2006,NUTS,2010,HU21,2,11337.0
2007,NUTS,2010,HU21,2,12917.0
2008,NUTS,2010,HU21,2,15069.0
2009,NUTS,2010,HU21,2,16451.9
2010,NUTS,2010,HU21,2,16476.9
2011,NUTS,2010,HU21,2,18637.4
2012,NUTS,2010,HU21,2,27332.5
2013,NUTS,2010,HU21,2,35505.7
2014,NUTS,2010,HU21,2,35195.5
2015,NUTS,2010,HU21,2,32986.3
2016,NUTS,2010,HU21,2,30608.1
2017,NUTS,2010,HU21,2,40799.3
2018,NUTS,2010,HU21,2,56933.6
2019,NUTS,2010,HU21,2,49433.5
1999,NUTS,2010,HU22,2,3144.0
2000,NUTS,2010,HU22,2,2916.0
2001,NUTS,2010,HU22,2,7007.0
2002,NUTS,2010,HU22,2,5677.0
2003,NUTS,2010,HU22,2,6261.0
2004,NUTS,2010,HU22,2,8225.0
2005,NUTS,2010,HU22,2,6737.0
2006,NUTS,2010,HU22,2,9431.0
2007,NUTS,2010,HU22,2,14819.0
2008,NUTS,2010,HU22,2,14299.0
2009,NUTS,2010,HU22,2,13960.5
2010,NUTS,2010,HU22,2,15532.3
2011,NUTS,2010,HU22,2,18256.1
2012,NUTS,2010,HU22,2,17294.8
2013,NUTS,2010,HU22,2,22682.4
2014,NUTS,2010,HU22,2,22011.9
2015,NUTS,2010,HU22,2,21652.2
2016,NUTS,2010,HU22,2,21254.5
2017,NUTS,2010,HU22,2,25843.5
2018,NUTS,2010,HU22,2,33042.5
2019,NUTS,2010,HU22,2,34209.4
1999,NUTS,2010,HU23,2,2464.0
2000,NUTS,2010,HU23,2,3893.0
2001,NUTS,2010,HU23,2,4629.0
2002,NUTS,2010,HU23,2,5849.0
2003,NUTS,2010,HU23,2,5220.0
2004,NUTS,2010,HU23,2,5773.0
2005,NUTS,2010,HU23,2,6458.0
2006,NUTS,2010,HU23,2,6927.0
2007,NUTS,2010,HU23,2,6072.0
2008,NUTS,2010,HU23,2,5738.0
2009,NUTS,2010,HU23,2,7238.6
2010,NUTS,2010,HU23,2,7927.6
2011,NUTS,2010,HU23,2,10807.0
2012,NUTS,2010,HU23,2,16863.4
2013,NUTS,2010,HU23,2,14485.7
2014,NUTS,2010,HU23,2,11824.5
2015,NUTS,2010,HU23,2,8678.7
2016,NUTS,2010,HU23,2,7704.3
2017,NUTS,2010,HU23,2,16201.5
2018,NUTS,2010,HU23,2,17500.1
2019,NUTS,2010,HU23,2,20612.1
1999,NUTS,2010,HU3,1,14961.0
2000,NUTS,2010,HU3,1,18309.0
2001,NUTS,2010,HU3,1,21142.0
2002,NUTS,2010,HU3,1,27021.0
2003,NUTS,2010,HU3,1,30242.0
2004,NUTS,2010,HU3,1,31386.0
2005,NUTS,2010,HU3,1,38463.0
2006,NUTS,2010,HU3,1,42418.0
2007,NUTS,2010,HU3,1,47802.0
2008,NUTS,2010,HU3,1,53709.0
2009,NUTS,2010,HU3,1,63866.4
2010,NUTS,2010,HU3,1,62291.3
2011,NUTS,2010,HU3,1,64094.6
2012,NUTS,2010,HU3,1,71285.8
2013,NUTS,2010,HU3,1,85711.3
2014,NUTS,2010,HU3,1,85846.2
2015,NUTS,2010,HU3,1,100496.2
2016,NUTS,2010,HU3,1,71537.9
2017,NUTS,2010,HU3,1,87634.9
2018,NUTS,2010,HU3,1,107105.2
2019,NUTS,2010,HU3,1,121388.9
1999,NUTS,2010,HU31,2,1582.0
2000,NUTS,2010,HU31,2,2429.0
2001,NUTS,2010,HU31,2,2837.0
2002,NUTS,2010,HU31,2,3897.0
2003,NUTS,2010,HU31,2,4121.0
2004,NUTS,2010,HU31,2,4729.0
2005,NUTS,2010,HU31,2,5890.0
2006,NUTS,2010,HU31,2,7363.0
2007,NUTS,2010,HU31,2,8373.0
2008,NUTS,2010,HU31,2,9153.0
2009,NUTS,2010,HU31,2,11919.6
2010,NUTS,2010,HU31,2,11354.3
2011,NUTS,2010,HU31,2,11571.7
2012,NUTS,2010,HU31,2,12606.1
2013,NUTS,2010,HU31,2,16125.8
2014,NUTS,2010,HU31,2,17390.6
2015,NUTS,2010,HU31,2,13095.7
2016,NUTS,2010,HU31,2,10305.8
2017,NUTS,2010,HU31,2,14684.5
2018,NUTS,2010,HU31,2,20947.7
2019,NUTS,2010,HU31,2,23578.0
1999,NUTS,2010,HU32,2,6428.0
2000,NUTS,2010,HU32,2,8036.0
2001,NUTS,2010,HU32,2,9110.0
2002,NUTS,2010,HU32,2,11182.0
2003,NUTS,2010,HU32,2,13073.0
2004,NUTS,2010,HU32,2,14761.0
2005,NUTS,2010,HU32,2,17914.0
2006,NUTS,2010,HU32,2,18113.0
2007,NUTS,2010,HU32,2,20446.0
2008,NUTS,2010,HU32,2,25998.0
2009,NUTS,2010,HU32,2,29256.0
2010,NUTS,2010,HU32,2,27320.5
2011,NUTS,2010,HU32,2,26861.9
2012,NUTS,2010,HU32,2,31621.1
2013,NUTS,2010,HU32,2,36948.9
2014,NUTS,2010,HU32,2,35034.8
2015,NUTS,2010,HU32,2,35592.3
2016,NUTS,2010,HU32,2,30294.6
2017,NUTS,2010,HU32,2,34906.1
2018,NUTS,2010,HU32,2,39393.1
2019,NUTS,2010,HU32,2,42485.3
1999,NUTS,2010,HU33,2,6951.0
2000,NUTS,2010,HU33,2,7844.0
2001,NUTS,2010,HU33,2,9195.0
2002,NUTS,2010,HU33,2,11942.0
2003,NUTS,2010,HU33,2,13048.0
2004,NUTS,2010,HU33,2,11896.0
2005,NUTS,2010,HU33,2,14659.0
2006,NUTS,2010,HU33,2,16942.0
2007,NUTS,2010,HU33,2,18983.0
2008,NUTS,2010,HU33,2,18558.0
2009,NUTS,2010,HU33,2,22690.8
2010,NUTS,2010,HU33,2,23616.5
2011,NUTS,2010,HU33,2,25661.0
2012,NUTS,2010,HU33,2,27058.6
2013,NUTS,2010,HU33,2,32636.6
2014,NUTS,2010,HU33,2,33420.9
2015,NUTS,2010,HU33,2,51808.2
2016,NUTS,2010,HU33,2,30937.6
2017,NUTS,2010,HU33,2,38044.3
2018,NUTS,2010,HU33,2,46764.4
2019,NUTS,2010,HU33,2,55325.6
1981,NUTS,2010,IE,0,105.81
1982,NUTS,2010,IE,0,123.904
1983,NUTS,2010,IE,0,132.099
1984,NUTS,2010,IE,0,159.595
1985,NUTS,2010,IE,0,187.549
1986,NUTS,2010,IE,0,215.845
1987,NUTS,2010,IE,0,229.829
1988,NUTS,2010,IE,0,240.222
1989,NUTS,2010,IE,0,269.388
1990,NUTS,2010,IE,0,300.251
1991,NUTS,2010,IE,0,351.389
1992,NUTS,2010,IE,0,414.698
1993,NUTS,2010,IE,0,506.952
1994,NUTS,2010,IE,0,590.0
1995,NUTS,2010,IE,0,671.0
1996,NUTS,2010,IE,0,764.815
1997,NUTS,2010,IE,0,862.448
1998,NUTS,2010,IE,0,971.611
1999,NUTS,2010,IE,0,1068.4
2000,NUTS,2010,IE,0,1175.9
2001,NUTS,2010,IE,0,1284.3
2002,NUTS,2010,IE,0,1435.8
2003,NUTS,2010,IE,0,1636.8
2004,NUTS,2010,IE,0,1840.4
2005,NUTS,2010,IE,0,2030.0
2006,NUTS,2010,IE,0,2216.9
2007,NUTS,2010,IE,0,2432.0
2008,NUTS,2010,IE,0,2605.6
2009,NUTS,2010,IE,0,2735.556
2010,NUTS,2010,IE,0,2669.505
2011,NUTS,2010,IE,0,2665.9
2012,NUTS,2010,IE,0,2733.892
2013,NUTS,2010,IE,0,2813.14
2014,NUTS,2010,IE,0,2967.2
2015,NUTS,2010,IE,0,3108.7
2016,NUTS,2010,IE,0,3175.1
2017,NUTS,2010,IE,0,3727.603
2018,NUTS,2010,IE,0,3812.432
2019,NUTS,2010,IE,0,4370.61
2020,NUTS,2010,IE,0,4594.97
1981,NUTS,2010,IE0,1,105.81
1982,NUTS,2010,IE0,1,123.904
1983,NUTS,2010,IE0,1,132.099
1984,NUTS,2010,IE0,1,159.595
1985,NUTS,2010,IE0,1,187.549
1986,NUTS,2010,IE0,1,215.845
1987,NUTS,2010,IE0,1,229.829
1988,NUTS,2010,IE0,1,240.222
1989,NUTS,2010,IE0,1,269.388
1990,NUTS,2010,IE0,1,300.251
1991,NUTS,2010,IE0,1,351.389
1992,NUTS,2010,IE0,1,414.698
1993,NUTS,2010,IE0,1,506.952
1994,NUTS,2010,IE0,1,590.0
1995,NUTS,2010,IE0,1,671.0
1996,NUTS,2010,IE0,1,764.815
1997,NUTS,2010,IE0,1,862.448
1998,NUTS,2010,IE0,1,971.611
1999,NUTS,2010,IE0,1,1068.4
2000,NUTS,2010,IE0,1,1175.9
2001,NUTS,2010,IE0,1,1284.3
2002,NUTS,2010,IE0,1,1435.8
2003,NUTS,2010,IE0,1,1636.0
2004,NUTS,2010,IE0,1,1840.0
2005,NUTS,2010,IE0,1,2030.0
2006,NUTS,2010,IE0,1,2217.0
2007,NUTS,2010,IE0,1,2432.0
2008,NUTS,2010,IE0,1,2605.6
2009,NUTS,2010,IE0,1,2735.6
2010,NUTS,2010,IE0,1,2669.5
2011,NUTS,2010,IE0,1,2665.9
2013,NUTS,2010,IE0,1,2756.3
2015,NUTS,2010,IE0,1,3133.0
2017,NUTS,2010,IE0,1,3661.41
2002,NUTS,2010,IE01,2,198.8
2003,NUTS,2010,IE01,2,265.0
2004,NUTS,2010,IE01,2,353.0
2005,NUTS,2010,IE01,2,441.0
2006,NUTS,2010,IE01,2,435.0
2007,NUTS,2010,IE01,2,424.0
2008,NUTS,2010,IE01,2,439.6
2009,NUTS,2010,IE01,2,492.6
2010,NUTS,2010,IE01,2,483.5
2011,NUTS,2010,IE01,2,498.7
2013,NUTS,2010,IE01,2,497.9
2015,NUTS,2010,IE01,2,598.0
2017,NUTS,2010,IE01,2,537.686
2002,NUTS,2010,IE02,2,1236.2
2003,NUTS,2010,IE02,2,1371.0
2004,NUTS,2010,IE02,2,1488.0
2005,NUTS,2010,IE02,2,1589.0
2006,NUTS,2010,IE02,2,1782.0
2007,NUTS,2010,IE02,2,2008.0
2008,NUTS,2010,IE02,2,2166.0
2009,NUTS,2010,IE02,2,2243.0
2010,NUTS,2010,IE02,2,2186.0
2011,NUTS,2010,IE02,2,2167.2
2013,NUTS,2010,IE02,2,2258.2
2015,NUTS,2010,IE02,2,2535.0
2017,NUTS,2010,IE02,2,3123.724
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,160.2
1983,NUTS,2010,IS,0,461.9
1984,NUTS,2010,IS,0,647.2
1985,NUTS,2010,IS,0,895.2
1986,NUTS,2010,IS,0,1160.6
1987,NUTS,2010,IS,0,1593.5
1989,NUTS,2010,IS,0,3149.94
1990,NUTS,2010,IS,0,3613.311
1991,NUTS,2010,IS,0,4619.223
1992,NUTS,2010,IS,0,5309.49
1993,NUTS,2010,IS,0,5497.662
1994,NUTS,2010,IS,0,6047.428
1995,NUTS,2010,IS,0,6957.929
1997,NUTS,2010,IS,0,9650.698
1998,NUTS,2010,IS,0,11772.451
1999,NUTS,2010,IS,0,14521.644
2000,NUTS,2010,IS,0,18250.0
2001,NUTS,2010,IS,0,22783.797
2002,NUTS,2010,IS,0,24097.031
2003,NUTS,2010,IS,0,23720.0
2005,NUTS,2010,IS,0,28443.011
2006,NUTS,2010,IS,0,34965.473
2007,NUTS,2010,IS,0,35130.575
2008,NUTS,2010,IS,0,39170.591
2009,NUTS,2010,IS,0,42239.542
2011,NUTS,2010,IS,0,42424.9
2013,NUTS,2010,IS,0,33342.3
2014,NUTS,2010,IS,0,40395.266
2015,NUTS,2010,IS,0,50408.6
2016,NUTS,2010,IS,0,52999.4
2017,NUTS,2010,IS,0,55061.5
2018,NUTS,2010,IS,0,56900.2
2019,NUTS,2010,IS,0,70808.0
2020,NUTS,2010,IS,0,72697.0
1981,NUTS,2010,IS0,1,160.2
1983,NUTS,2010,IS0,1,461.9
1984,NUTS,2010,IS0,1,647.2
1985,NUTS,2010,IS0,1,895.2
1986,NUTS,2010,IS0,1,1160.6
1987,NUTS,2010,IS0,1,1593.5
1989,NUTS,2010,IS0,1,3149.94
1990,NUTS,2010,IS0,1,3613.311
1991,NUTS,2010,IS0,1,4619.223
1992,NUTS,2010,IS0,1,5309.49
1993,NUTS,2010,IS0,1,5497.662
1994,NUTS,2010,IS0,1,6047.428
1995,NUTS,2010,IS0,1,6957.929
1997,NUTS,2010,IS0,1,9650.698
1998,NUTS,2010,IS0,1,11772.451
1999,NUTS,2010,IS0,1,14521.644
2000,NUTS,2010,IS0,1,18250.0
