year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_pps
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.084
2018,NUTS,2010,PT20,2,0.08
2019,NUTS,2010,PT20,2,0.178
2020,NUTS,2010,PT20,2,0.802
2011,NUTS,2010,PT3,1,2.054
2012,NUTS,2010,PT3,1,1.832
2013,NUTS,2010,PT3,1,0.107
2014,NUTS,2010,PT3,1,0.143
2015,NUTS,2010,PT3,1,0.18
2016,NUTS,2010,PT3,1,0.137
2017,NUTS,2010,PT3,1,0.2
2018,NUTS,2010,PT3,1,0.079
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.059
2011,NUTS,2010,PT30,2,2.054
2012,NUTS,2010,PT30,2,1.832
2013,NUTS,2010,PT30,2,0.107
2014,NUTS,2010,PT30,2,0.143
2015,NUTS,2010,PT30,2,0.18
2016,NUTS,2010,PT30,2,0.137
2017,NUTS,2010,PT30,2,0.2
2018,NUTS,2010,PT30,2,0.079
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.059
2011,NUTS,2010,RO,0,5.059
2012,NUTS,2010,RO,0,5.381
2013,NUTS,2010,RO,0,4.374
2014,NUTS,2010,RO,0,4.173
2015,NUTS,2010,RO,0,4.493
2016,NUTS,2010,RO,0,3.708
2017,NUTS,2010,RO,0,5.316
2018,NUTS,2010,RO,0,4.289
2019,NUTS,2010,RO,0,4.181
2020,NUTS,2010,RO,0,5.944
2011,NUTS,2010,RO1,1,0.563
2012,NUTS,2010,RO1,1,1.02
2013,NUTS,2010,RO1,1,0.141
2014,NUTS,2010,RO1,1,0.154
2015,NUTS,2010,RO1,1,0.481
2016,NUTS,2010,RO1,1,0.503
2017,NUTS,2010,RO1,1,1.446
2018,NUTS,2010,RO1,1,1.559
2019,NUTS,2010,RO1,1,1.749
2011,NUTS,2010,RO11,2,0.544
2012,NUTS,2010,RO11,2,1.02
2013,NUTS,2010,RO11,2,0.141
2014,NUTS,2010,RO11,2,0.102
2015,NUTS,2010,RO11,2,0.457
2016,NUTS,2010,RO11,2,0.485
2017,NUTS,2010,RO11,2,1.446
2018,NUTS,2010,RO11,2,1.559
2019,NUTS,2010,RO11,2,1.749
2011,NUTS,2010,RO12,2,0.02
2014,NUTS,2010,RO12,2,0.052
2015,NUTS,2010,RO12,2,0.024
2016,NUTS,2010,RO12,2,0.018
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.032
2012,NUTS,2010,RO2,1,0.021
2013,NUTS,2010,RO2,1,0.027
2014,NUTS,2010,RO2,1,0.016
2015,NUTS,2010,RO2,1,0.037
2016,NUTS,2010,RO2,1,0.048
2017,NUTS,2010,RO2,1,0.065
2018,NUTS,2010,RO2,1,0.019
2019,NUTS,2010,RO2,1,0.014
2011,NUTS,2010,RO21,2,0.031
2012,NUTS,2010,RO21,2,0.021
2013,NUTS,2010,RO21,2,0.027
2014,NUTS,2010,RO21,2,0.004
2015,NUTS,2010,RO21,2,0.013
2016,NUTS,2010,RO21,2,0.004
2017,NUTS,2010,RO21,2,0.025
2018,NUTS,2010,RO21,2,0.006
2019,NUTS,2010,RO21,2,0.004
2011,NUTS,2010,RO22,2,0.001
2012,NUTS,2010,RO22,2,0.001
2014,NUTS,2010,RO22,2,0.012
2015,NUTS,2010,RO22,2,0.025
2016,NUTS,2010,RO22,2,0.044
2017,NUTS,2010,RO22,2,0.04
2018,NUTS,2010,RO22,2,0.014
2019,NUTS,2010,RO22,2,0.011
2011,NUTS,2010,RO3,1,1.041
2012,NUTS,2010,RO3,1,4.331
2013,NUTS,2010,RO3,1,4.173
2014,NUTS,2010,RO3,1,3.763
2015,NUTS,2010,RO3,1,3.743
2016,NUTS,2010,RO3,1,2.923
2017,NUTS,2010,RO3,1,3.804
2018,NUTS,2010,RO3,1,2.71
2019,NUTS,2010,RO3,1,2.419
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.001
2019,NUTS,2010,RO31,2,0.001
2011,NUTS,2010,RO32,2,1.041
2012,NUTS,2010,RO32,2,4.331
2013,NUTS,2010,RO32,2,4.173
2014,NUTS,2010,RO32,2,3.763
2015,NUTS,2010,RO32,2,3.743
2016,NUTS,2010,RO32,2,2.923
2017,NUTS,2010,RO32,2,3.804
2018,NUTS,2010,RO32,2,2.709
2019,NUTS,2010,RO32,2,2.418
2011,NUTS,2010,RO4,1,3.424
2012,NUTS,2010,RO4,1,0.009
2013,NUTS,2010,RO4,1,0.034
2014,NUTS,2010,RO4,1,0.24
2015,NUTS,2010,RO4,1,0.232
2016,NUTS,2010,RO4,1,0.234
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,3.419
2013,NUTS,2010,RO41,2,0.01
2014,NUTS,2010,RO41,2,0.008
2015,NUTS,2010,RO41,2,0.007
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.005
2012,NUTS,2010,RO42,2,0.009
2013,NUTS,2010,RO42,2,0.024
2014,NUTS,2010,RO42,2,0.232
2015,NUTS,2010,RO42,2,0.225
2016,NUTS,2010,RO42,2,0.234
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.646
2012,NUTS,2010,RS,0,0.393
2013,NUTS,2010,RS,0,0.161
2014,NUTS,2010,RS,0,0.153
2015,NUTS,2010,RS,0,1.002
2016,NUTS,2010,RS,0,0.7
2017,NUTS,2010,RS,0,0.53
2018,NUTS,2010,RS,0,0.045
2019,NUTS,2010,RS,0,0.038
2020,NUTS,2010,RS,0,0.062
2018,NUTS,2010,RS1,1,0.045
2019,NUTS,2010,RS1,1,0.038
2020,NUTS,2010,RS1,1,0.062
2018,NUTS,2010,RS11,2,0.031
2019,NUTS,2010,RS11,2,0.021
2020,NUTS,2010,RS11,2,0.052
2018,NUTS,2010,RS12,2,0.015
2019,NUTS,2010,RS12,2,0.016
2020,NUTS,2010,RS12,2,0.009
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,46.43
2012,NUTS,2010,RU,0,51.994
2013,NUTS,2010,RU,0,36.435
2014,NUTS,2010,RU,0,39.616
2015,NUTS,2010,RU,0,44.073
2011,NUTS,2010,SE,0,31.86
2012,NUTS,2010,SE,0,30.216
2013,NUTS,2010,SE,0,23.494
2014,NUTS,2010,SE,0,24.466
2015,NUTS,2010,SE,0,20.621
2016,NUTS,2010,SE,0,21.879
2017,NUTS,2010,SE,0,14.351
2018,NUTS,2010,SE,0,13.846
2019,NUTS,2010,SE,0,15.046
2020,NUTS,2010,SE,0,15.659
2011,NUTS,2010,SI,0,0.56
2012,NUTS,2010,SI,0,0.538
2013,NUTS,2010,SI,0,0.457
2014,NUTS,2010,SI,0,0.441
2015,NUTS,2010,SI,0,0.407
2016,NUTS,2010,SI,0,0.241
2017,NUTS,2010,SI,0,2.106
2018,NUTS,2010,SI,0,3.562
2019,NUTS,2010,SI,0,7.246
2020,NUTS,2010,SI,0,8.428
2011,NUTS,2010,SI0,1,0.56
2012,NUTS,2010,SI0,1,0.054
2013,NUTS,2010,SI0,1,0.457
2014,NUTS,2010,SI0,1,0.441
2015,NUTS,2010,SI0,1,0.407
2016,NUTS,2010,SI0,1,0.241
2017,NUTS,2010,SI0,1,2.106
2018,NUTS,2010,SI0,1,3.562
2019,NUTS,2010,SI0,1,7.246
2013,NUTS,2010,SI03,2,0.222
2014,NUTS,2010,SI03,2,0.213
2015,NUTS,2010,SI03,2,0.165
2016,NUTS,2010,SI03,2,0.152
2018,NUTS,2010,SI03,2,0.037
2013,NUTS,2010,SI04,2,0.235
2014,NUTS,2010,SI04,2,0.228
2015,NUTS,2010,SI04,2,0.242
2016,NUTS,2010,SI04,2,0.09
2018,NUTS,2010,SI04,2,3.526
2011,NUTS,2010,SK,0,1.482
2012,NUTS,2010,SK,0,0.878
2013,NUTS,2010,SK,0,1.355
2014,NUTS,2010,SK,0,4.027
2015,NUTS,2010,SK,0,5.372
2016,NUTS,2010,SK,0,4.3
2017,NUTS,2010,SK,0,4.05
2018,NUTS,2010,SK,0,4.107
2019,NUTS,2010,SK,0,0.291
2020,NUTS,2010,SK,0,0.261
2011,NUTS,2010,SK0,1,1.482
2012,NUTS,2010,SK0,1,0.878
2013,NUTS,2010,SK0,1,1.355
2014,NUTS,2010,SK0,1,4.027
2015,NUTS,2010,SK0,1,5.372
2016,NUTS,2010,SK0,1,4.3
2017,NUTS,2010,SK0,1,4.05
2018,NUTS,2010,SK0,1,4.107
2019,NUTS,2010,SK0,1,0.291
2020,NUTS,2010,SK0,1,0.261
2011,NUTS,2010,SK01,2,0.705
2012,NUTS,2010,SK01,2,0.294
2013,NUTS,2010,SK01,2,0.395
2014,NUTS,2010,SK01,2,0.355
2015,NUTS,2010,SK01,2,0.602
2016,NUTS,2010,SK01,2,0.601
2017,NUTS,2010,SK01,2,1.113
2018,NUTS,2010,SK01,2,1.231
2019,NUTS,2010,SK01,2,0.219
2020,NUTS,2010,SK01,2,0.125
2011,NUTS,2010,SK02,2,0.414
2012,NUTS,2010,SK02,2,0.019
2013,NUTS,2010,SK02,2,0.385
2014,NUTS,2010,SK02,2,3.605
2015,NUTS,2010,SK02,2,4.361
2016,NUTS,2010,SK02,2,3.186
2017,NUTS,2010,SK02,2,2.564
2018,NUTS,2010,SK02,2,2.294
2019,NUTS,2010,SK02,2,0.013
2020,NUTS,2010,SK02,2,0.116
2011,NUTS,2010,SK03,2,0.285
2012,NUTS,2010,SK03,2,0.466
2013,NUTS,2010,SK03,2,0.392
2014,NUTS,2010,SK03,2,0.045
2015,NUTS,2010,SK03,2,0.04
2016,NUTS,2010,SK03,2,0.275
2017,NUTS,2010,SK03,2,0.26
2018,NUTS,2010,SK03,2,0.442
2019,NUTS,2010,SK03,2,0.023
2020,NUTS,2010,SK03,2,0.02
2011,NUTS,2010,SK04,2,0.077
2012,NUTS,2010,SK04,2,0.099
2013,NUTS,2010,SK04,2,0.184
2014,NUTS,2010,SK04,2,0.022
2015,NUTS,2010,SK04,2,0.369
2016,NUTS,2010,SK04,2,0.238
2017,NUTS,2010,SK04,2,0.113
2018,NUTS,2010,SK04,2,0.14
2019,NUTS,2010,SK04,2,0.035
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,523.754
2012,NUTS,2010,UK,0,542.009
2013,NUTS,2010,UK,0,537.615
2014,NUTS,2010,UK,0,568.322
2015,NUTS,2010,UK,0,658.605
2016,NUTS,2010,UK,0,704.548
2017,NUTS,2010,UK,0,756.57
2018,NUTS,2010,UK,0,812.032
2019,NUTS,2010,UK,0,888.867
2011,NUTS,2010,UKC,1,23.121
2012,NUTS,2010,UKC,1,23.9
2014,NUTS,2010,UKC,1,17.029
2015,NUTS,2010,UKC,1,35.915
2016,NUTS,2010,UKC,1,38.419
2011,NUTS,2010,UKC1,2,20.587
2012,NUTS,2010,UKC1,2,21.268
2014,NUTS,2010,UKC1,2,14.977
2015,NUTS,2010,UKC1,2,34.877
2016,NUTS,2010,UKC1,2,37.31
2011,NUTS,2010,UKC2,2,2.534
2012,NUTS,2010,UKC2,2,2.632
2014,NUTS,2010,UKC2,2,2.052
2015,NUTS,2010,UKC2,2,1.038
2016,NUTS,2010,UKC2,2,1.109
2011,NUTS,2010,UKD,1,3.906
2012,NUTS,2010,UKD,1,4.001
2014,NUTS,2010,UKD,1,44.727
2015,NUTS,2010,UKD,1,0.83
2016,NUTS,2010,UKD,1,0.908
2011,NUTS,2010,UKD1,2,0.211
2012,NUTS,2010,UKD1,2,0.211
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.317
2012,NUTS,2010,UKD3,2,0.316
2014,NUTS,2010,UKD3,2,0.205
2015,NUTS,2010,UKD3,2,0.208
2016,NUTS,2010,UKD3,2,0.202
2011,NUTS,2010,UKD4,2,2.217
2012,NUTS,2010,UKD4,2,2.316
2014,NUTS,2010,UKD4,2,0.103
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.633
2012,NUTS,2010,UKD6,2,0.632
2014,NUTS,2010,UKD6,2,0.308
2015,NUTS,2010,UKD6,2,0.311
2016,NUTS,2010,UKD6,2,0.403
2011,NUTS,2010,UKD7,2,0.528
2012,NUTS,2010,UKD7,2,0.526
2014,NUTS,2010,UKD7,2,44.112
2015,NUTS,2010,UKD7,2,0.311
2016,NUTS,2010,UKD7,2,0.303
2011,NUTS,2010,UKE,1,1.478
2012,NUTS,2010,UKE,1,1.579
2013,NUTS,2010,UKE,1,4.462
2014,NUTS,2010,UKE,1,4.719
2015,NUTS,2010,UKE,1,3.841
2016,NUTS,2010,UKE,1,4.034
2017,NUTS,2010,UKE,1,3.109
2018,NUTS,2010,UKE,1,3.353
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.104
2014,NUTS,2010,UKE2,2,0.103
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,1.478
2012,NUTS,2010,UKE3,2,1.579
2013,NUTS,2010,UKE3,2,1.453
2014,NUTS,2010,UKE3,2,1.539
2015,NUTS,2010,UKE3,2,3.737
2016,NUTS,2010,UKE3,2,3.933
2017,NUTS,2010,UKE3,2,3.109
2018,NUTS,2010,UKE3,2,3.254
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2014,NUTS,2010,UKE4,2,3.078
2015,NUTS,2010,UKE4,2,0.104
2016,NUTS,2010,UKE4,2,0.101
2017,NUTS,2010,UKE4,2,0.1
2018,NUTS,2010,UKE4,2,0.099
2011,NUTS,2010,UKF,1,3.801
2012,NUTS,2010,UKF,1,3.896
2013,NUTS,2010,UKF,1,2.283
2014,NUTS,2010,UKF,1,2.462
2015,NUTS,2010,UKF,1,1.765
2016,NUTS,2010,UKF,1,1.815
2017,NUTS,2010,UKF,1,2.207
2018,NUTS,2010,UKF,1,2.367
2011,NUTS,2010,UKF1,2,0.106
2012,NUTS,2010,UKF1,2,0.105
2014,NUTS,2010,UKF1,2,0.103
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,3.695
2012,NUTS,2010,UKF2,2,3.79
2013,NUTS,2010,UKF2,2,2.179
2014,NUTS,2010,UKF2,2,2.36
2015,NUTS,2010,UKF2,2,1.765
2016,NUTS,2010,UKF2,2,1.815
2017,NUTS,2010,UKF2,2,2.207
2018,NUTS,2010,UKF2,2,2.367
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,4.117
2012,NUTS,2010,UKG,1,4.211
2013,NUTS,2010,UKG,1,0.415
2014,NUTS,2010,UKG,1,0.41
2017,NUTS,2010,UKG,1,10.532
2018,NUTS,2010,UKG,1,11.341
2011,NUTS,2010,UKG1,2,2.534
2012,NUTS,2010,UKG1,2,2.632
2014,NUTS,2010,UKG1,2,0.103
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,1.267
2012,NUTS,2010,UKG2,2,1.263
2014,NUTS,2010,UKG2,2,0.205
2018,NUTS,2010,UKG2,2,1.775
2011,NUTS,2010,UKG3,2,0.317
2012,NUTS,2010,UKG3,2,0.316
2014,NUTS,2010,UKG3,2,0.103
2018,NUTS,2010,UKG3,2,9.566
2011,NUTS,2010,UKH,1,229.096
2012,NUTS,2010,UKH,1,237.103
2013,NUTS,2010,UKH,1,269.69
2014,NUTS,2010,UKH,1,285.084
2017,NUTS,2010,UKH,1,230.893
2018,NUTS,2010,UKH,1,247.83
2011,NUTS,2010,UKH1,2,210.199
2012,NUTS,2010,UKH1,2,217.52
2013,NUTS,2010,UKH1,2,199.025
2014,NUTS,2010,UKH1,2,210.402
2018,NUTS,2010,UKH1,2,183.038
2011,NUTS,2010,UKH2,2,18.898
2012,NUTS,2010,UKH2,2,19.583
2014,NUTS,2010,UKH2,2,73.348
2018,NUTS,2010,UKH2,2,64.793
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,1.334
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,122.994
2012,NUTS,2010,UKI,1,127.29
2013,NUTS,2010,UKI,1,153.264
2014,NUTS,2010,UKI,1,161.982
2015,NUTS,2010,UKI,1,197.322
2016,NUTS,2010,UKI,1,211.052
2017,NUTS,2010,UKI,1,323.571
2018,NUTS,2010,UKI,1,347.337
2011,NUTS,2010,UKI3,2,107.58
2012,NUTS,2010,UKI3,2,111.287
2014,NUTS,2010,UKI3,2,98.379
2015,NUTS,2010,UKI3,2,108.678
2016,NUTS,2010,UKI3,2,116.265
2017,NUTS,2010,UKI3,2,178.134
2018,NUTS,2010,UKI3,2,191.223
2011,NUTS,2010,UKI4,2,10.135
2012,NUTS,2010,UKI4,2,10.529
2014,NUTS,2010,UKI4,2,3.078
2015,NUTS,2010,UKI4,2,9.861
2016,NUTS,2010,UKI4,2,10.588
2017,NUTS,2010,UKI4,2,16.249
2018,NUTS,2010,UKI4,2,17.456
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,1.038
2016,NUTS,2010,UKI5,2,1.109
2017,NUTS,2010,UKI5,2,1.805
2018,NUTS,2010,UKI5,2,1.874
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2014,NUTS,2010,UKI6,2,60.525
2015,NUTS,2010,UKI6,2,28.026
2016,NUTS,2010,UKI6,2,30.049
2017,NUTS,2010,UKI6,2,46.038
2018,NUTS,2010,UKI6,2,49.408
2011,NUTS,2010,UKI7,2,5.279
2012,NUTS,2010,UKI7,2,5.475
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,49.616
2016,NUTS,2010,UKI7,2,53.04
2017,NUTS,2010,UKI7,2,81.344
2018,NUTS,2010,UKI7,2,87.377
2011,NUTS,2010,UKJ,1,112.542
2012,NUTS,2010,UKJ,1,116.446
2013,NUTS,2010,UKJ,1,21.376
2014,NUTS,2010,UKJ,1,22.569
2015,NUTS,2010,UKJ,1,91.136
2016,NUTS,2010,UKJ,1,97.509
2017,NUTS,2010,UKJ,1,85.557
2018,NUTS,2010,UKJ,1,91.815
2011,NUTS,2010,UKJ1,2,51.731
2012,NUTS,2010,UKJ1,2,53.485
2013,NUTS,2010,UKJ1,2,8.82
2014,NUTS,2010,UKJ1,2,9.335
2015,NUTS,2010,UKJ1,2,13.598
2016,NUTS,2010,UKJ1,2,14.521
2017,NUTS,2010,UKJ1,2,12.738
2018,NUTS,2010,UKJ1,2,13.708
2011,NUTS,2010,UKJ2,2,60.494
2012,NUTS,2010,UKJ2,2,62.645
2013,NUTS,2010,UKJ2,2,11.829
2014,NUTS,2010,UKJ2,2,12.515
2015,NUTS,2010,UKJ2,2,72.971
2016,NUTS,2010,UKJ2,2,78.048
2017,NUTS,2010,UKJ2,2,68.506
2018,NUTS,2010,UKJ2,2,73.471
2011,NUTS,2010,UKJ3,2,0.317
2012,NUTS,2010,UKJ3,2,0.316
2014,NUTS,2010,UKJ3,2,0.616
2015,NUTS,2010,UKJ3,2,4.567
2016,NUTS,2010,UKJ3,2,4.941
2017,NUTS,2010,UKJ3,2,4.313
2018,NUTS,2010,UKJ3,2,4.635
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2014,NUTS,2010,UKJ4,2,0.103
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,11.085
2012,NUTS,2010,UKK,1,11.476
2013,NUTS,2010,UKK,1,17.952
2014,NUTS,2010,UKK,1,18.978
2015,NUTS,2010,UKK,1,19.929
2016,NUTS,2010,UKK,1,21.377
2017,NUTS,2010,UKK,1,16.349
2018,NUTS,2010,UKK,1,17.554
2011,NUTS,2010,UKK1,2,1.373
2012,NUTS,2010,UKK1,2,1.369
2014,NUTS,2010,UKK1,2,1.231
2015,NUTS,2010,UKK1,2,0.934
2016,NUTS,2010,UKK1,2,0.908
2017,NUTS,2010,UKK1,2,0.702
2018,NUTS,2010,UKK1,2,0.789
2011,NUTS,2010,UKK2,2,0.422
2012,NUTS,2010,UKK2,2,0.526
2014,NUTS,2010,UKK2,2,3.18
2015,NUTS,2010,UKK2,2,2.803
2016,NUTS,2010,UKK2,2,2.924
2017,NUTS,2010,UKK2,2,2.307
2018,NUTS,2010,UKK2,2,2.466
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,9.291
2012,NUTS,2010,UKK4,2,9.581
2013,NUTS,2010,UKK4,2,13.801
2014,NUTS,2010,UKK4,2,14.567
2015,NUTS,2010,UKK4,2,16.297
2016,NUTS,2010,UKK4,2,17.445
2017,NUTS,2010,UKK4,2,13.34
2018,NUTS,2010,UKK4,2,14.398
2011,NUTS,2010,UKL,1,1.9
2012,NUTS,2010,UKL,1,2.0
2013,NUTS,2010,UKL,1,1.557
2014,NUTS,2010,UKL,1,1.641
2011,NUTS,2010,UKL1,2,1.478
2012,NUTS,2010,UKL1,2,1.579
2014,NUTS,2010,UKL1,2,1.539
2011,NUTS,2010,UKL2,2,0.422
2012,NUTS,2010,UKL2,2,0.421
2014,NUTS,2010,UKL2,2,0.103
2011,NUTS,2010,UKM,1,9.396
2012,NUTS,2010,UKM,1,9.686
2013,NUTS,2010,UKM,1,8.094
2014,NUTS,2010,UKM,1,8.617
2015,NUTS,2010,UKM,1,33.112
2016,NUTS,2010,UKM,1,35.394
2017,NUTS,2010,UKM,1,39.619
2018,NUTS,2010,UKM,1,42.505
2011,NUTS,2010,UKM2,2,5.595
2012,NUTS,2010,UKM2,2,5.791
2013,NUTS,2010,UKM2,2,3.839
2014,NUTS,2010,UKM2,2,4.103
2015,NUTS,2010,UKM2,2,4.671
2016,NUTS,2010,UKM2,2,4.941
2017,NUTS,2010,UKM2,2,5.517
2011,NUTS,2010,UKM3,2,0.211
2012,NUTS,2010,UKM3,2,0.211
2014,NUTS,2010,UKM3,2,0.205
2015,NUTS,2010,UKM3,2,24.912
2016,NUTS,2010,UKM3,2,26.621
2017,NUTS,2010,UKM3,2,29.789
2011,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2011,NUTS,2010,UKM6,2,3.59
2012,NUTS,2010,UKM6,2,3.685
2014,NUTS,2010,UKM6,2,4.309
2015,NUTS,2010,UKM6,2,3.529
2016,NUTS,2010,UKM6,2,3.832
2017,NUTS,2010,UKM6,2,4.313
2018,NUTS,2010,UKM6,2,4.537
2014,NUTS,2010,UKM7,2,4.103
2015,NUTS,2010,UKM7,2,4.671
2016,NUTS,2010,UKM7,2,4.941
2017,NUTS,2010,UKM7,2,5.517
2018,NUTS,2010,UKM7,2,6.016
2014,NUTS,2010,UKM8,2,0.205
2015,NUTS,2010,UKM8,2,24.912
2016,NUTS,2010,UKM8,2,26.621
2017,NUTS,2010,UKM8,2,29.789
2018,NUTS,2010,UKM8,2,31.953
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.317
2012,NUTS,2010,UKN,1,0.316
2014,NUTS,2010,UKN,1,0.103
2011,NUTS,2010,UKN0,2,0.317
2012,NUTS,2010,UKN0,2,0.316
2014,NUTS,2010,UKN0,2,0.103
2011,NUTS,2010,US,0,13634.737
2012,NUTS,2010,US,0,13193.47
2013,NUTS,2010,US,0,13476.41
2014,NUTS,2010,US,0,14198.61
2015,NUTS,2010,US,0,14941.413
2016,NUTS,2010,US,0,15866.546
2017,NUTS,2010,US,0,17386.528
2018,NUTS,2010,US,0,18118.684
2019,NUTS,2010,US,0,19016.327
