year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_pnp
2010,NUTS,2010,ITF1,2,0.0
2011,NUTS,2010,ITF1,2,4.0
2012,NUTS,2010,ITF1,2,4.0
2013,NUTS,2010,ITF1,2,7.0
2014,NUTS,2010,ITF1,2,4.0
2015,NUTS,2010,ITF1,2,6.0
2016,NUTS,2010,ITF1,2,12.0
2017,NUTS,2010,ITF1,2,14.0
2018,NUTS,2010,ITF1,2,10.0
2019,NUTS,2010,ITF1,2,14.0
2003,NUTS,2010,ITF2,2,4.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,14.0
2007,NUTS,2010,ITF2,2,3.0
2008,NUTS,2010,ITF2,2,0.0
2009,NUTS,2010,ITF2,2,0.0
2017,NUTS,2010,ITF2,2,1.0
2018,NUTS,2010,ITF2,2,3.0
2019,NUTS,2010,ITF2,2,0.0
2003,NUTS,2010,ITF3,2,29.0
2004,NUTS,2010,ITF3,2,35.0
2005,NUTS,2010,ITF3,2,37.0
2007,NUTS,2010,ITF3,2,77.0
2008,NUTS,2010,ITF3,2,76.0
2009,NUTS,2010,ITF3,2,88.0
2010,NUTS,2010,ITF3,2,54.0
2011,NUTS,2010,ITF3,2,56.0
2012,NUTS,2010,ITF3,2,56.0
2013,NUTS,2010,ITF3,2,54.0
2014,NUTS,2010,ITF3,2,123.0
2015,NUTS,2010,ITF3,2,118.0
2016,NUTS,2010,ITF3,2,105.0
2017,NUTS,2010,ITF3,2,89.0
2018,NUTS,2010,ITF3,2,79.0
2019,NUTS,2010,ITF3,2,81.0
2003,NUTS,2010,ITF4,2,13.0
2004,NUTS,2010,ITF4,2,16.0
2005,NUTS,2010,ITF4,2,84.0
2007,NUTS,2010,ITF4,2,92.0
2008,NUTS,2010,ITF4,2,95.0
2009,NUTS,2010,ITF4,2,94.0
2010,NUTS,2010,ITF4,2,37.0
2011,NUTS,2010,ITF4,2,44.0
2012,NUTS,2010,ITF4,2,41.0
2013,NUTS,2010,ITF4,2,45.0
2014,NUTS,2010,ITF4,2,77.0
2015,NUTS,2010,ITF4,2,74.0
2016,NUTS,2010,ITF4,2,83.0
2017,NUTS,2010,ITF4,2,65.0
2018,NUTS,2010,ITF4,2,87.0
2019,NUTS,2010,ITF4,2,89.0
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,2.0
2005,NUTS,2010,ITF5,2,1.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0
2012,NUTS,2010,ITF5,2,3.0
2013,NUTS,2010,ITF5,2,3.0
2015,NUTS,2010,ITF5,2,2.0
2017,NUTS,2010,ITF5,2,2.0
2018,NUTS,2010,ITF5,2,2.0
2019,NUTS,2010,ITF5,2,2.0
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,1.0
2005,NUTS,2010,ITF6,2,1.0
2007,NUTS,2010,ITF6,2,0.0
2008,NUTS,2010,ITF6,2,0.0
2009,NUTS,2010,ITF6,2,0.0
2010,NUTS,2010,ITF6,2,0.0
2011,NUTS,2010,ITF6,2,2.0
2015,NUTS,2010,ITF6,2,1.0
2016,NUTS,2010,ITF6,2,2.0
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,1.0
2019,NUTS,2010,ITF6,2,1.0
2003,NUTS,2010,ITG,1,8.0
2004,NUTS,2010,ITG,1,9.0
2005,NUTS,2010,ITG,1,27.0
2007,NUTS,2010,ITG,1,39.0
2008,NUTS,2010,ITG,1,55.0
2009,NUTS,2010,ITG,1,39.0
2010,NUTS,2010,ITG,1,72.0
2011,NUTS,2010,ITG,1,52.0
2012,NUTS,2010,ITG,1,53.0
2013,NUTS,2010,ITG,1,64.0
2014,NUTS,2010,ITG,1,47.0
2015,NUTS,2010,ITG,1,61.0
2016,NUTS,2010,ITG,1,65.0
2017,NUTS,2010,ITG,1,68.0
2018,NUTS,2010,ITG,1,48.0
2019,NUTS,2010,ITG,1,60.0
2003,NUTS,2010,ITG1,2,5.0
2004,NUTS,2010,ITG1,2,9.0
2005,NUTS,2010,ITG1,2,25.0
2007,NUTS,2010,ITG1,2,38.0
2008,NUTS,2010,ITG1,2,55.0
2009,NUTS,2010,ITG1,2,36.0
2010,NUTS,2010,ITG1,2,69.0
2011,NUTS,2010,ITG1,2,47.0
2012,NUTS,2010,ITG1,2,50.0
2013,NUTS,2010,ITG1,2,59.0
2014,NUTS,2010,ITG1,2,42.0
2015,NUTS,2010,ITG1,2,54.0
2016,NUTS,2010,ITG1,2,52.0
2017,NUTS,2010,ITG1,2,59.0
2018,NUTS,2010,ITG1,2,40.0
2019,NUTS,2010,ITG1,2,52.0
2003,NUTS,2010,ITG2,2,3.0
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,2.0
2007,NUTS,2010,ITG2,2,1.0
2008,NUTS,2010,ITG2,2,0.0
2009,NUTS,2010,ITG2,2,3.0
2010,NUTS,2010,ITG2,2,3.0
2011,NUTS,2010,ITG2,2,4.0
2012,NUTS,2010,ITG2,2,2.0
2013,NUTS,2010,ITG2,2,5.0
2014,NUTS,2010,ITG2,2,5.0
2015,NUTS,2010,ITG2,2,7.0
2016,NUTS,2010,ITG2,2,13.0
2017,NUTS,2010,ITG2,2,9.0
2018,NUTS,2010,ITG2,2,8.0
2019,NUTS,2010,ITG2,2,8.0
2003,NUTS,2010,ITH,1,116.0
2004,NUTS,2010,ITH,1,234.0
2005,NUTS,2010,ITH,1,260.0
2007,NUTS,2010,ITH,1,364.0
2008,NUTS,2010,ITH,1,245.0
2009,NUTS,2010,ITH,1,264.0
2010,NUTS,2010,ITH,1,178.0
2011,NUTS,2010,ITH,1,129.0
2012,NUTS,2010,ITH,1,158.0
2013,NUTS,2010,ITH,1,195.0
2014,NUTS,2010,ITH,1,367.0
2015,NUTS,2010,ITH,1,419.0
2016,NUTS,2010,ITH,1,387.0
2017,NUTS,2010,ITH,1,400.0
2018,NUTS,2010,ITH,1,359.0
2019,NUTS,2010,ITH,1,432.0
2003,NUTS,2010,ITH1,2,37.0
2004,NUTS,2010,ITH1,2,53.0
2005,NUTS,2010,ITH1,2,52.0
2007,NUTS,2010,ITH1,2,96.0
2008,NUTS,2010,ITH1,2,48.0
2009,NUTS,2010,ITH1,2,67.0
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,1.0
2012,NUTS,2010,ITH1,2,2.0
2013,NUTS,2010,ITH1,2,1.0
2014,NUTS,2010,ITH1,2,154.0
2015,NUTS,2010,ITH1,2,153.0
2016,NUTS,2010,ITH1,2,132.0
2017,NUTS,2010,ITH1,2,167.0
2018,NUTS,2010,ITH1,2,143.0
2019,NUTS,2010,ITH1,2,167.0
2003,NUTS,2010,ITH2,2,13.0
2004,NUTS,2010,ITH2,2,7.0
2005,NUTS,2010,ITH2,2,15.0
2007,NUTS,2010,ITH2,2,21.0
2008,NUTS,2010,ITH2,2,35.0
2009,NUTS,2010,ITH2,2,28.0
2010,NUTS,2010,ITH2,2,42.0
2011,NUTS,2010,ITH2,2,31.0
2012,NUTS,2010,ITH2,2,28.0
2013,NUTS,2010,ITH2,2,23.0
2014,NUTS,2010,ITH2,2,24.0
2015,NUTS,2010,ITH2,2,20.0
2016,NUTS,2010,ITH2,2,21.0
2017,NUTS,2010,ITH2,2,13.0
2018,NUTS,2010,ITH2,2,12.0
2019,NUTS,2010,ITH2,2,13.0
2003,NUTS,2010,ITH3,2,36.0
2004,NUTS,2010,ITH3,2,111.0
2005,NUTS,2010,ITH3,2,139.0
2007,NUTS,2010,ITH3,2,172.0
2008,NUTS,2010,ITH3,2,78.0
2009,NUTS,2010,ITH3,2,115.0
2010,NUTS,2010,ITH3,2,89.0
2011,NUTS,2010,ITH3,2,61.0
2012,NUTS,2010,ITH3,2,65.0
2013,NUTS,2010,ITH3,2,90.0
2014,NUTS,2010,ITH3,2,97.0
2015,NUTS,2010,ITH3,2,133.0
2016,NUTS,2010,ITH3,2,121.0
2017,NUTS,2010,ITH3,2,105.0
2018,NUTS,2010,ITH3,2,100.0
2019,NUTS,2010,ITH3,2,161.0
2003,NUTS,2010,ITH4,2,7.0
2004,NUTS,2010,ITH4,2,11.0
2005,NUTS,2010,ITH4,2,12.0
2007,NUTS,2010,ITH4,2,29.0
2008,NUTS,2010,ITH4,2,31.0
2009,NUTS,2010,ITH4,2,22.0
2010,NUTS,2010,ITH4,2,31.0
2011,NUTS,2010,ITH4,2,22.0
2012,NUTS,2010,ITH4,2,29.0
2013,NUTS,2010,ITH4,2,31.0
2014,NUTS,2010,ITH4,2,39.0
2015,NUTS,2010,ITH4,2,52.0
2016,NUTS,2010,ITH4,2,32.0
2017,NUTS,2010,ITH4,2,42.0
2018,NUTS,2010,ITH4,2,37.0
2019,NUTS,2010,ITH4,2,35.0
2003,NUTS,2010,ITH5,2,23.0
2004,NUTS,2010,ITH5,2,52.0
2005,NUTS,2010,ITH5,2,42.0
2007,NUTS,2010,ITH5,2,46.0
2008,NUTS,2010,ITH5,2,54.0
2009,NUTS,2010,ITH5,2,33.0
2010,NUTS,2010,ITH5,2,16.0
2011,NUTS,2010,ITH5,2,15.0
2012,NUTS,2010,ITH5,2,35.0
2013,NUTS,2010,ITH5,2,50.0
2014,NUTS,2010,ITH5,2,53.0
2015,NUTS,2010,ITH5,2,61.0
2016,NUTS,2010,ITH5,2,82.0
2017,NUTS,2010,ITH5,2,73.0
2018,NUTS,2010,ITH5,2,67.0
2019,NUTS,2010,ITH5,2,57.0
2003,NUTS,2010,ITI,1,99.0
2004,NUTS,2010,ITI,1,150.0
2005,NUTS,2010,ITI,1,546.0
2007,NUTS,2010,ITI,1,404.0
2008,NUTS,2010,ITI,1,458.0
2009,NUTS,2010,ITI,1,432.0
2010,NUTS,2010,ITI,1,600.0
2011,NUTS,2010,ITI,1,568.0
2012,NUTS,2010,ITI,1,569.0
2013,NUTS,2010,ITI,1,586.0
2014,NUTS,2010,ITI,1,554.0
2017,NUTS,2010,ITI,1,737.0
2018,NUTS,2010,ITI,1,715.0
2019,NUTS,2010,ITI,1,816.0
2003,NUTS,2010,ITI1,2,15.0
2004,NUTS,2010,ITI1,2,15.0
2005,NUTS,2010,ITI1,2,50.0
2007,NUTS,2010,ITI1,2,54.0
2008,NUTS,2010,ITI1,2,63.0
2009,NUTS,2010,ITI1,2,73.0
2010,NUTS,2010,ITI1,2,67.0
2011,NUTS,2010,ITI1,2,69.0
2012,NUTS,2010,ITI1,2,90.0
2013,NUTS,2010,ITI1,2,82.0
2014,NUTS,2010,ITI1,2,82.0
2015,NUTS,2010,ITI1,2,117.0
2016,NUTS,2010,ITI1,2,119.0
2017,NUTS,2010,ITI1,2,114.0
2018,NUTS,2010,ITI1,2,127.0
2019,NUTS,2010,ITI1,2,135.0
2003,NUTS,2010,ITI2,2,2.0
2004,NUTS,2010,ITI2,2,0.0
2005,NUTS,2010,ITI2,2,8.0
2007,NUTS,2010,ITI2,2,3.0
2008,NUTS,2010,ITI2,2,3.0
2009,NUTS,2010,ITI2,2,1.0
2010,NUTS,2010,ITI2,2,2.0
2011,NUTS,2010,ITI2,2,1.0
2012,NUTS,2010,ITI2,2,1.0
2013,NUTS,2010,ITI2,2,1.0
2014,NUTS,2010,ITI2,2,1.0
2017,NUTS,2010,ITI2,2,1.0
2018,NUTS,2010,ITI2,2,5.0
2019,NUTS,2010,ITI2,2,4.0
2003,NUTS,2010,ITI3,2,2.0
2004,NUTS,2010,ITI3,2,4.0
2005,NUTS,2010,ITI3,2,2.0
2007,NUTS,2010,ITI3,2,0.0
2008,NUTS,2010,ITI3,2,1.0
2009,NUTS,2010,ITI3,2,0.0
2010,NUTS,2010,ITI3,2,3.0
2011,NUTS,2010,ITI3,2,1.0
2012,NUTS,2010,ITI3,2,1.0
2013,NUTS,2010,ITI3,2,1.0
2014,NUTS,2010,ITI3,2,2.0
2015,NUTS,2010,ITI3,2,1.0
2016,NUTS,2010,ITI3,2,3.0
2017,NUTS,2010,ITI3,2,5.0
2018,NUTS,2010,ITI3,2,6.0
2019,NUTS,2010,ITI3,2,6.0
2003,NUTS,2010,ITI4,2,80.0
2004,NUTS,2010,ITI4,2,131.0
2005,NUTS,2010,ITI4,2,486.0
2007,NUTS,2010,ITI4,2,347.0
2008,NUTS,2010,ITI4,2,391.0
2009,NUTS,2010,ITI4,2,358.0
2010,NUTS,2010,ITI4,2,528.0
2011,NUTS,2010,ITI4,2,497.0
2012,NUTS,2010,ITI4,2,477.0
2013,NUTS,2010,ITI4,2,504.0
2014,NUTS,2010,ITI4,2,470.0
2015,NUTS,2010,ITI4,2,533.0
2016,NUTS,2010,ITI4,2,506.0
2017,NUTS,2010,ITI4,2,617.0
2018,NUTS,2010,ITI4,2,578.0
2019,NUTS,2010,ITI4,2,670.0
1995,NUTS,2010,JP,0,936.0
1996,NUTS,2010,JP,0,1081.0
1997,NUTS,2010,JP,0,1080.0
1998,NUTS,2010,JP,0,1105.0
1999,NUTS,2010,JP,0,1082.0
2000,NUTS,2010,JP,0,1085.0
1998,NUTS,2010,KR,0,52.0
2002,NUTS,2010,LV,0,0.0
2003,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,5.0
2013,NUTS,2010,ME,0,11.0
2014,NUTS,2010,ME,0,12.0
2015,NUTS,2010,ME,0,10.0
2017,NUTS,2010,ME,0,5.0
2018,NUTS,2010,ME,0,9.0
2019,NUTS,2010,ME,0,1.0
2015,NUTS,2010,MK,0,9.0
2016,NUTS,2010,MK,0,35.0
2017,NUTS,2010,MK,0,25.0
2018,NUTS,2010,MK,0,23.0
2019,NUTS,2010,MK,0,16.0
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2000,NUTS,2010,PL,0,8.0
2003,NUTS,2010,PL,0,14.0
2004,NUTS,2010,PL,0,16.0
2005,NUTS,2010,PL,0,48.0
2006,NUTS,2010,PL,0,55.0
2007,NUTS,2010,PL,0,24.0
2008,NUTS,2010,PL,0,10.0
2009,NUTS,2010,PL,0,5.0
2010,NUTS,2010,PL,0,23.0
2011,NUTS,2010,PL,0,24.0
2012,NUTS,2010,PL,0,66.0
2013,NUTS,2010,PL,0,53.0
2014,NUTS,2010,PL,0,49.0
2015,NUTS,2010,PL,0,51.0
2016,NUTS,2010,PL,0,291.0
2017,NUTS,2010,PL,0,416.0
2018,NUTS,2010,PL,0,414.0
2019,NUTS,2010,PL,0,332.0
2003,NUTS,2010,PL1,1,11.0
2004,NUTS,2010,PL1,1,12.0
2005,NUTS,2010,PL1,1,21.0
2006,NUTS,2010,PL1,1,26.0
2007,NUTS,2010,PL1,1,9.0
2008,NUTS,2010,PL1,1,5.0
2009,NUTS,2010,PL1,1,1.0
2011,NUTS,2010,PL1,1,17.0
2013,NUTS,2010,PL1,1,30.0
2014,NUTS,2010,PL1,1,25.0
2015,NUTS,2010,PL1,1,27.0
2003,NUTS,2010,PL11,2,1.0
2004,NUTS,2010,PL11,2,0.0
2005,NUTS,2010,PL11,2,8.0
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,1.0
2013,NUTS,2010,PL11,2,11.0
2003,NUTS,2010,PL12,2,10.0
2004,NUTS,2010,PL12,2,12.0
2005,NUTS,2010,PL12,2,13.0
2007,NUTS,2010,PL12,2,9.0
2008,NUTS,2010,PL12,2,5.0
2009,NUTS,2010,PL12,2,0.0
2010,NUTS,2010,PL12,2,5.0
2012,NUTS,2010,PL12,2,24.0
2013,NUTS,2010,PL12,2,19.0
2003,NUTS,2010,PL2,1,8.0
2004,NUTS,2010,PL2,1,3.0
2005,NUTS,2010,PL2,1,8.0
2006,NUTS,2010,PL2,1,16.0
2007,NUTS,2010,PL2,1,4.0
2008,NUTS,2010,PL2,1,5.0
2009,NUTS,2010,PL2,1,4.0
2010,NUTS,2010,PL2,1,2.0
2011,NUTS,2010,PL2,1,3.0
2013,NUTS,2010,PL2,1,17.0
2014,NUTS,2010,PL2,1,14.0
2015,NUTS,2010,PL2,1,9.0
2016,NUTS,2010,PL2,1,46.0
2017,NUTS,2010,PL2,1,92.0
2018,NUTS,2010,PL2,1,80.0
2019,NUTS,2010,PL2,1,39.0
2005,NUTS,2010,PL21,2,5.0
2008,NUTS,2010,PL21,2,1.0
2009,NUTS,2010,PL21,2,4.0
2010,NUTS,2010,PL21,2,2.0
2011,NUTS,2010,PL21,2,3.0
2015,NUTS,2010,PL21,2,9.0
2017,NUTS,2010,PL21,2,45.0
2018,NUTS,2010,PL21,2,30.0
2019,NUTS,2010,PL21,2,19.0
2005,NUTS,2010,PL22,2,3.0
2008,NUTS,2010,PL22,2,4.0
2009,NUTS,2010,PL22,2,0.0
2010,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,47.0
2018,NUTS,2010,PL22,2,50.0
2019,NUTS,2010,PL22,2,21.0
2006,NUTS,2010,PL3,1,0.0
2009,NUTS,2010,PL3,1,0.0
2013,NUTS,2010,PL3,1,2.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2005,NUTS,2010,PL4,1,2.0
2006,NUTS,2010,PL4,1,6.0
2007,NUTS,2010,PL4,1,2.0
2009,NUTS,2010,PL4,1,1.0
2015,NUTS,2010,PL4,1,8.0
2016,NUTS,2010,PL4,1,27.0
2018,NUTS,2010,PL4,1,19.0
2019,NUTS,2010,PL4,1,12.0
2005,NUTS,2010,PL41,2,2.0
2006,NUTS,2010,PL41,2,6.0
2007,NUTS,2010,PL41,2,2.0
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.0
2011,NUTS,2010,PL41,2,0.0
2018,NUTS,2010,PL41,2,16.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,3.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2014,NUTS,2010,PL5,1,3.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2015,NUTS,2010,PL51,2,2.0
2016,NUTS,2010,PL51,2,10.0
2019,NUTS,2010,PL51,2,11.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2012,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,8.0
2005,NUTS,2010,PL6,1,17.0
2006,NUTS,2010,PL6,1,6.0
2011,NUTS,2010,PL6,1,0.0
2013,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,31.0
2019,NUTS,2010,PL6,1,52.0
2007,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2012,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,8.0
2005,NUTS,2010,PL63,2,17.0
2006,NUTS,2010,PL63,2,6.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2016,NUTS,2010,PL63,2,5.0
2017,NUTS,2010,PL63,2,12.0
2018,NUTS,2010,PL63,2,13.0
2019,NUTS,2010,PL63,2,14.0
2016,NUTS,2010,PL7,1,19.0
2018,NUTS,2010,PL7,1,56.0
2019,NUTS,2010,PL71,2,45.0
2016,NUTS,2010,PL8,1,8.0
2018,NUTS,2010,PL82,2,3.0
2016,NUTS,2010,PL9,1,165.0
2017,NUTS,2010,PL9,1,180.0
2018,NUTS,2010,PL9,1,128.0
2019,NUTS,2010,PL9,1,146.0
2018,NUTS,2010,PL91,2,128.0
2019,NUTS,2010,PL91,2,146.0
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
1995,NUTS,2010,PT,0,557.0
1997,NUTS,2010,PT,0,675.0
1999,NUTS,2010,PT,0,777.0
2000,NUTS,2010,PT,0,886.0
2001,NUTS,2010,PT,0,994.0
2002,NUTS,2010,PT,0,1136.0
2003,NUTS,2010,PT,0,1277.0
2004,NUTS,2010,PT,0,1253.0
2005,NUTS,2010,PT,0,1230.0
2006,NUTS,2010,PT,0,1402.0
2007,NUTS,2010,PT,0,1574.0
2008,NUTS,2010,PT,0,1783.0
2009,NUTS,2010,PT,0,1752.0
2010,NUTS,2010,PT,0,2122.0
2011,NUTS,2010,PT,0,2548.0
2012,NUTS,2010,PT,0,2280.0
2013,NUTS,2010,PT,0,288.0
2014,NUTS,2010,PT,0,276.0
2015,NUTS,2010,PT,0,252.0
2016,NUTS,2010,PT,0,245.0
2017,NUTS,2010,PT,0,244.0
2018,NUTS,2010,PT,0,255.0
2019,NUTS,2010,PT,0,274.0
2020,NUTS,2010,PT,0,397.0
2000,NUTS,2010,PT1,1,873.0
2001,NUTS,2010,PT1,1,982.0
2002,NUTS,2010,PT1,1,1124.0
2003,NUTS,2010,PT1,1,1265.0
2004,NUTS,2010,PT1,1,1225.0
2005,NUTS,2010,PT1,1,1185.0
2006,NUTS,2010,PT1,1,1364.0
2007,NUTS,2010,PT1,1,1542.0
2008,NUTS,2010,PT1,1,1747.0
2009,NUTS,2010,PT1,1,1715.0
2010,NUTS,2010,PT1,1,2083.0
2011,NUTS,2010,PT1,1,2505.0
2012,NUTS,2010,PT1,1,2241.0
2013,NUTS,2010,PT1,1,288.0
2014,NUTS,2010,PT1,1,273.0
2015,NUTS,2010,PT1,1,250.0
2016,NUTS,2010,PT1,1,243.0
2017,NUTS,2010,PT1,1,240.0
2018,NUTS,2010,PT1,1,254.0
2019,NUTS,2010,PT1,1,274.0
2020,NUTS,2010,PT1,1,392.0
2000,NUTS,2010,PT11,2,338.0
2001,NUTS,2010,PT11,2,389.0
2002,NUTS,2010,PT11,2,438.0
2003,NUTS,2010,PT11,2,487.0
2004,NUTS,2010,PT11,2,445.0
2005,NUTS,2010,PT11,2,402.0
2006,NUTS,2010,PT11,2,494.0
2007,NUTS,2010,PT11,2,585.0
2008,NUTS,2010,PT11,2,607.0
2009,NUTS,2010,PT11,2,580.0
2010,NUTS,2010,PT11,2,684.0
2011,NUTS,2010,PT11,2,878.0
2012,NUTS,2010,PT11,2,863.0
2013,NUTS,2010,PT11,2,10.0
2014,NUTS,2010,PT11,2,13.0
2015,NUTS,2010,PT11,2,16.0
2016,NUTS,2010,PT11,2,16.0
2017,NUTS,2010,PT11,2,19.0
2018,NUTS,2010,PT11,2,18.0
2019,NUTS,2010,PT11,2,23.0
2020,NUTS,2010,PT11,2,73.0
2000,NUTS,2010,PT15,2,3.0
2001,NUTS,2010,PT15,2,3.0
2002,NUTS,2010,PT15,2,2.0
2003,NUTS,2010,PT15,2,1.0
2004,NUTS,2010,PT15,2,1.0
2005,NUTS,2010,PT15,2,0.0
2006,NUTS,2010,PT15,2,0.0
2007,NUTS,2010,PT15,2,0.0
2009,NUTS,2010,PT15,2,0.0
2010,NUTS,2010,PT15,2,0.0
2011,NUTS,2010,PT15,2,2.0
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,3.0
2000,NUTS,2010,PT16,2,198.0
2001,NUTS,2010,PT16,2,250.0
2002,NUTS,2010,PT16,2,256.0
2003,NUTS,2010,PT16,2,261.0
2004,NUTS,2010,PT16,2,255.0
2005,NUTS,2010,PT16,2,248.0
2006,NUTS,2010,PT16,2,271.0
2007,NUTS,2010,PT16,2,294.0
2008,NUTS,2010,PT16,2,335.0
2009,NUTS,2010,PT16,2,311.0
2010,NUTS,2010,PT16,2,441.0
2011,NUTS,2010,PT16,2,512.0
2012,NUTS,2010,PT16,2,440.0
2013,NUTS,2010,PT16,2,5.0
2014,NUTS,2010,PT16,2,5.0
2015,NUTS,2010,PT16,2,5.0
2016,NUTS,2010,PT16,2,4.0
2017,NUTS,2010,PT16,2,6.0
2018,NUTS,2010,PT16,2,8.0
2019,NUTS,2010,PT16,2,10.0
2020,NUTS,2010,PT16,2,51.0
2000,NUTS,2010,PT17,2,318.0
2001,NUTS,2010,PT17,2,313.0
2002,NUTS,2010,PT17,2,411.0
2003,NUTS,2010,PT17,2,510.0
2004,NUTS,2010,PT17,2,519.0
2005,NUTS,2010,PT17,2,528.0
2006,NUTS,2010,PT17,2,589.0
2007,NUTS,2010,PT17,2,651.0
2008,NUTS,2010,PT17,2,793.0
2009,NUTS,2010,PT17,2,815.0
2010,NUTS,2010,PT17,2,958.0
2011,NUTS,2010,PT17,2,1113.0
2012,NUTS,2010,PT17,2,938.0
2013,NUTS,2010,PT17,2,272.0
2014,NUTS,2010,PT17,2,255.0
2015,NUTS,2010,PT17,2,229.0
2016,NUTS,2010,PT17,2,222.0
2017,NUTS,2010,PT17,2,214.0
2018,NUTS,2010,PT17,2,227.0
2019,NUTS,2010,PT17,2,241.0
2020,NUTS,2010,PT17,2,254.0
2000,NUTS,2010,PT18,2,16.0
2001,NUTS,2010,PT18,2,27.0
2002,NUTS,2010,PT18,2,16.0
2003,NUTS,2010,PT18,2,5.0
2004,NUTS,2010,PT18,2,6.0
2005,NUTS,2010,PT18,2,7.0
2006,NUTS,2010,PT18,2,9.0
2007,NUTS,2010,PT18,2,11.0
2008,NUTS,2010,PT18,2,12.0
2009,NUTS,2010,PT18,2,8.0
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,0.0
2020,NUTS,2010,PT18,2,11.0
2000,NUTS,2010,PT2,1,8.0
2001,NUTS,2010,PT2,1,7.0
