year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cab_p_mhab
2011,NUTS,2010,ITH,1,2.326
2012,NUTS,2010,ITH,1,1.659
2011,NUTS,2010,ITH1,2,2.65
2012,NUTS,2010,ITH1,2,0.852
2011,NUTS,2010,ITH10,3,2.65
2012,NUTS,2010,ITH10,3,0.852
2011,NUTS,2010,ITH2,2,0.957
2012,NUTS,2010,ITH2,2,0.267
2011,NUTS,2010,ITH20,3,0.957
2012,NUTS,2010,ITH20,3,0.267
2011,NUTS,2010,ITH3,2,0.927
2012,NUTS,2010,ITH3,2,0.618
2011,NUTS,2010,ITH32,3,1.165
2011,NUTS,2010,ITH34,3,2.856
2012,NUTS,2010,ITH34,3,0.377
2011,NUTS,2010,ITH35,3,1.182
2012,NUTS,2010,ITH35,3,1.772
2012,NUTS,2010,ITH36,3,1.271
2011,NUTS,2010,ITH4,2,3.481
2012,NUTS,2010,ITH4,2,4.927
2012,NUTS,2010,ITH41,3,3.219
2011,NUTS,2010,ITH42,3,6.061
2012,NUTS,2010,ITH42,3,7.477
2012,NUTS,2010,ITH43,3,7.147
2011,NUTS,2010,ITH44,3,4.284
2011,NUTS,2010,ITH5,2,3.694
2012,NUTS,2010,ITH5,2,2.165
2011,NUTS,2010,ITH52,3,5.933
2012,NUTS,2010,ITH52,3,3.02
2011,NUTS,2010,ITH53,3,1.938
2012,NUTS,2010,ITH53,3,2.491
2011,NUTS,2010,ITH54,3,7.115
2012,NUTS,2010,ITH54,3,8.02
2011,NUTS,2010,ITH55,3,6.242
2012,NUTS,2010,ITH55,3,1.363
2011,NUTS,2010,ITH57,3,0.86
2011,NUTS,2010,ITH58,3,2.567
2011,NUTS,2010,ITH59,3,0.624
2011,NUTS,2010,ITI,1,1.629
2012,NUTS,2010,ITI,1,1.451
2011,NUTS,2010,ITI1,2,2.377
2012,NUTS,2010,ITI1,2,1.971
2012,NUTS,2010,ITI11,3,0.852
2011,NUTS,2010,ITI12,3,0.747
2011,NUTS,2010,ITI13,3,1.736
2012,NUTS,2010,ITI13,3,1.738
2011,NUTS,2010,ITI14,3,3.793
2012,NUTS,2010,ITI14,3,1.543
2011,NUTS,2010,ITI15,3,2.033
2012,NUTS,2010,ITI15,3,6.115
2012,NUTS,2010,ITI16,3,2.688
2011,NUTS,2010,ITI17,3,7.02
2012,NUTS,2010,ITI17,3,5.283
2011,NUTS,2010,ITI18,3,1.543
2011,NUTS,2010,ITI19,3,1.237
2012,NUTS,2010,ITI19,3,1.876
2012,NUTS,2010,ITI2,2,1.132
2012,NUTS,2010,ITI21,3,1.527
2011,NUTS,2010,ITI3,2,1.946
2012,NUTS,2010,ITI3,2,0.649
2011,NUTS,2010,ITI32,3,4.223
2011,NUTS,2010,ITI34,3,4.744
2012,NUTS,2010,ITI35,3,5.72
2011,NUTS,2010,ITI4,2,1.303
2012,NUTS,2010,ITI4,2,1.378
2011,NUTS,2010,ITI42,3,2.122
2012,NUTS,2010,ITI42,3,3.228
2011,NUTS,2010,ITI43,3,1.508
2012,NUTS,2010,ITI43,3,1.589
2011,NUTS,2010,ITI44,3,1.182
2012,NUTS,2010,ITI44,3,0.367
2011,NUTS,2010,ITI45,3,0.345
2012,NUTS,2010,ITI45,3,1.077
2011,NUTS,2010,LU,0,2.716
2012,NUTS,2010,LU,0,0.629
2011,NUTS,2010,LU0,1,2.716
2012,NUTS,2010,LU0,1,0.629
2011,NUTS,2010,LU00,2,2.716
2012,NUTS,2010,LU00,2,0.629
2011,NUTS,2010,LU000,3,2.716
2012,NUTS,2010,LU000,3,0.629
2011,NUTS,2010,LV,0,0.482
2012,NUTS,2010,LV,0,0.978
2011,NUTS,2010,LV0,1,0.482
2012,NUTS,2010,LV0,1,0.978
2011,NUTS,2010,LV00,2,0.482
2012,NUTS,2010,LV00,2,0.978
2012,NUTS,2010,LV006,3,3.078
2011,NUTS,2010,LV007,3,2.689
2011,NUTS,2010,NL,0,18.056
2012,NUTS,2010,NL,0,13.378
2011,NUTS,2010,NL1,1,2.736
2011,NUTS,2010,NL11,2,5.958
2011,NUTS,2010,NL113,3,9.118
2011,NUTS,2010,NL12,2,1.931
2011,NUTS,2010,NL122,3,2.352
2011,NUTS,2010,NL123,3,4.805
2011,NUTS,2010,NL2,1,2.713
2012,NUTS,2010,NL2,1,1.998
2011,NUTS,2010,NL21,2,2.204
2012,NUTS,2010,NL21,2,1.389
2011,NUTS,2010,NL211,3,4.212
2011,NUTS,2010,NL213,3,1.599
2012,NUTS,2010,NL213,3,2.522
2011,NUTS,2010,NL22,2,3.407
2012,NUTS,2010,NL22,2,2.487
2011,NUTS,2010,NL221,3,2.026
2012,NUTS,2010,NL221,3,0.258
2012,NUTS,2010,NL224,3,2.119
2012,NUTS,2010,NL225,3,2.491
2011,NUTS,2010,NL226,3,7.731
2012,NUTS,2010,NL226,3,4.664
2011,NUTS,2010,NL23,2,0.638
2012,NUTS,2010,NL23,2,1.264
2011,NUTS,2010,NL230,3,0.638
2012,NUTS,2010,NL230,3,1.264
2011,NUTS,2010,NL3,1,6.357
2012,NUTS,2010,NL3,1,3.709
2011,NUTS,2010,NL31,2,5.697
2012,NUTS,2010,NL31,2,0.808
2011,NUTS,2010,NL310,3,5.697
2012,NUTS,2010,NL310,3,0.808
2011,NUTS,2010,NL32,2,7.866
2012,NUTS,2010,NL32,2,5.524
2011,NUTS,2010,NL321,3,3.585
2012,NUTS,2010,NL321,3,0.269
2011,NUTS,2010,NL324,3,9.047
2012,NUTS,2010,NL324,3,4.5
2011,NUTS,2010,NL326,3,13.416
2012,NUTS,2010,NL326,3,10.835
2011,NUTS,2010,NL327,3,3.395
2011,NUTS,2010,NL33,2,5.844
2012,NUTS,2010,NL33,2,3.735
2011,NUTS,2010,NL332,3,3.983
2012,NUTS,2010,NL332,3,3.05
2011,NUTS,2010,NL333,3,44.987
2012,NUTS,2010,NL333,3,39.611
2011,NUTS,2010,NL337,3,4.494
2012,NUTS,2010,NL337,3,3.666
2011,NUTS,2010,NL338,3,1.702
2012,NUTS,2010,NL338,3,0.34
2011,NUTS,2010,NL339,3,3.808
2012,NUTS,2010,NL339,3,0.354
2011,NUTS,2010,NL34,2,2.621
2011,NUTS,2010,NL342,3,3.636
2011,NUTS,2010,NL4,1,66.028
2012,NUTS,2010,NL4,1,51.793
2011,NUTS,2010,NL41,2,88.493
2012,NUTS,2010,NL41,2,70.228
2012,NUTS,2010,NL411,3,4.575
2011,NUTS,2010,NL412,3,2.895
2012,NUTS,2010,NL412,3,1.084
2011,NUTS,2010,NL413,3,5.816
2012,NUTS,2010,NL413,3,5.644
2011,NUTS,2010,NL414,3,287.106
2012,NUTS,2010,NL414,3,223.7
2011,NUTS,2010,NL42,2,16.907
2012,NUTS,2010,NL42,2,11.353
2011,NUTS,2010,NL421,3,48.732
2012,NUTS,2010,NL421,3,26.137
2011,NUTS,2010,NL422,3,4.974
2012,NUTS,2010,NL422,3,12.743
2011,NUTS,2010,NL423,3,6.866
2012,NUTS,2010,NL423,3,3.985
2011,NUTS,2010,NO,0,4.288
2012,NUTS,2010,NO,0,5.909
2011,NUTS,2010,NO0,1,4.288
2012,NUTS,2010,NO0,1,5.802
2011,NUTS,2010,NO01,2,8.167
2012,NUTS,2010,NO01,2,11.654
2011,NUTS,2010,NO011,3,9.212
2012,NUTS,2010,NO011,3,14.43
2011,NUTS,2010,NO012,3,7.019
2012,NUTS,2010,NO012,3,8.593
2011,NUTS,2010,NO03,2,0.266
2012,NUTS,2010,NO03,2,1.579
2011,NUTS,2010,NO031,3,0.91
2012,NUTS,2010,NO032,3,3.771
2012,NUTS,2010,NO034,3,2.941
2011,NUTS,2010,NO04,2,4.175
2012,NUTS,2010,NO04,2,6.228
2011,NUTS,2010,NO043,3,6.879
2012,NUTS,2010,NO043,3,10.246
2011,NUTS,2010,NO06,2,19.943
2012,NUTS,2010,NO06,2,19.126
2011,NUTS,2010,NO061,3,28.905
2012,NUTS,2010,NO061,3,27.689
2012,NUTS,2010,NO07,2,2.124
2012,NUTS,2010,NO072,3,6.303
2011,NUTS,2010,PL,0,0.418
2012,NUTS,2010,PL,0,0.694
2011,NUTS,2010,PL1,1,1.059
2012,NUTS,2010,PL1,1,1.177
2012,NUTS,2010,PL11,2,0.397
2012,NUTS,2010,PL116,3,2.214
2011,NUTS,2010,PL12,2,1.57
2012,NUTS,2010,PL12,2,1.55
2012,NUTS,2010,PL121,3,0.526
2012,NUTS,2010,PL122,3,1.503
2011,NUTS,2010,PL127,3,4.861
2012,NUTS,2010,PL127,3,2.969
2012,NUTS,2010,PL129,3,0.396
2012,NUTS,2010,PL12A,3,1.717
2011,NUTS,2010,PL2,1,0.178
2012,NUTS,2010,PL2,1,0.567
2011,NUTS,2010,PL21,2,0.121
2012,NUTS,2010,PL21,2,0.605
2011,NUTS,2010,PL213,3,0.267
2012,NUTS,2010,PL213,3,2.666
2011,NUTS,2010,PL215,3,0.259
2011,NUTS,2010,PL22,2,0.218
2012,NUTS,2010,PL22,2,0.54
2011,NUTS,2010,PL225,3,1.528
2012,NUTS,2010,PL22B,3,3.507
2011,NUTS,2010,PL3,1,0.03
2012,NUTS,2010,PL3,1,0.169
2012,NUTS,2010,PL31,2,0.028
2012,NUTS,2010,PL311,3,0.195
2011,NUTS,2010,PL32,2,0.096
2012,NUTS,2010,PL32,2,0.509
2011,NUTS,2010,PL325,3,0.328
2012,NUTS,2010,PL326,3,1.755
2011,NUTS,2010,PL4,1,0.292
2012,NUTS,2010,PL4,1,1.467
2011,NUTS,2010,PL41,2,0.085
2012,NUTS,2010,PL41,2,1.166
2012,NUTS,2010,PL411,3,0.488
2011,NUTS,2010,PL415,3,0.253
2012,NUTS,2010,PL415,3,6.904
2011,NUTS,2010,PL418,3,0.237
2011,NUTS,2010,PL43,2,1.484
2012,NUTS,2010,PL43,2,4.948
2011,NUTS,2010,PL432,3,2.384
2012,NUTS,2010,PL432,3,7.951
2011,NUTS,2010,PL5,1,0.296
2012,NUTS,2010,PL5,1,0.437
2011,NUTS,2010,PL51,2,0.396
2012,NUTS,2010,PL51,2,0.584
2011,NUTS,2010,PL514,3,1.826
2012,NUTS,2010,PL514,3,1.825
2012,NUTS,2010,PL515,3,0.926
2011,NUTS,2010,PL6,1,0.546
2012,NUTS,2010,PL6,1,0.174
2011,NUTS,2010,PL61,2,0.482
2012,NUTS,2010,PL61,2,0.482
2011,NUTS,2010,PL613,3,1.307
2012,NUTS,2010,PL613,3,1.304
2011,NUTS,2010,PL63,2,0.953
2011,NUTS,2010,PL633,3,2.883
2011,NUTS,2010,PT,0,0.455
2012,NUTS,2010,PT,0,0.095
2011,NUTS,2010,PT1,1,0.478
2012,NUTS,2010,PT1,1,0.1
2011,NUTS,2010,PT11,2,0.631
2011,NUTS,2010,PT112,3,0.804
2011,NUTS,2010,PT114,3,1.552
2011,NUTS,2010,PT16,2,0.429
2011,NUTS,2010,PT162,3,3.004
2011,NUTS,2010,PT17,2,0.524
2012,NUTS,2010,PT17,2,0.354
2011,NUTS,2010,PT171,3,0.724
2012,NUTS,2010,PT171,3,0.489
2011,NUTS,2010,RO,0,0.431
2012,NUTS,2010,RO,0,0.34
2011,NUTS,2010,RO1,1,0.483
2012,NUTS,2010,RO1,1,0.167
2011,NUTS,2010,RO11,2,0.489
2011,NUTS,2010,RO113,3,1.916
2011,NUTS,2010,RO12,2,0.476
2012,NUTS,2010,RO12,2,0.352
2011,NUTS,2010,RO122,3,2.004
2012,NUTS,2010,RO122,3,1.51
2012,NUTS,2010,RO2,1,0.343
2012,NUTS,2010,RO21,2,0.404
2012,NUTS,2010,RO213,3,1.721
2012,NUTS,2010,RO22,2,0.264
2012,NUTS,2010,RO222,3,1.491
2011,NUTS,2010,RO3,1,0.936
2012,NUTS,2010,RO3,1,0.679
2011,NUTS,2010,RO32,2,2.28
2012,NUTS,2010,RO32,2,1.61
2011,NUTS,2010,RO321,3,2.493
2012,NUTS,2010,RO321,3,1.945
2011,NUTS,2010,RO322,3,1.0
2011,NUTS,2010,RO4,1,0.241
2011,NUTS,2010,RO42,2,0.523
2011,NUTS,2010,RO424,3,1.474
2011,NUTS,2010,SE,0,21.817
2012,NUTS,2010,SE,0,23.807
2011,NUTS,2010,SE1,1,23.278
2012,NUTS,2010,SE1,1,23.918
2011,NUTS,2010,SE11,2,28.384
2012,NUTS,2010,SE11,2,30.753
2011,NUTS,2010,SE110,3,28.384
2012,NUTS,2010,SE110,3,30.753
2011,NUTS,2010,SE12,2,16.594
2012,NUTS,2010,SE12,2,14.866
2011,NUTS,2010,SE121,3,17.357
2012,NUTS,2010,SE121,3,17.955
2012,NUTS,2010,SE122,3,1.834
2011,NUTS,2010,SE123,3,37.729
2012,NUTS,2010,SE123,3,17.398
2012,NUTS,2010,SE124,3,0.497
2011,NUTS,2010,SE125,3,15.826
2012,NUTS,2010,SE125,3,36.302
2011,NUTS,2010,SE2,1,28.726
2012,NUTS,2010,SE2,1,32.278
2011,NUTS,2010,SE21,2,1.392
2012,NUTS,2010,SE21,2,5.314
2012,NUTS,2010,SE211,3,9.826
2011,NUTS,2010,SE212,3,0.707
2011,NUTS,2010,SE213,3,4.282
2012,NUTS,2010,SE213,3,4.29
2011,NUTS,2010,SE22,2,75.643
2012,NUTS,2010,SE22,2,78.134
2011,NUTS,2010,SE221,3,42.943
2012,NUTS,2010,SE221,3,13.074
2011,NUTS,2010,SE224,3,79.665
2012,NUTS,2010,SE224,3,86.078
2011,NUTS,2010,SE23,2,5.676
2012,NUTS,2010,SE23,2,9.792
2011,NUTS,2010,SE231,3,2.237
2012,NUTS,2010,SE231,3,4.971
2011,NUTS,2010,SE232,3,6.328
2012,NUTS,2010,SE232,3,10.707
2011,NUTS,2010,SE3,1,1.42
2012,NUTS,2010,SE3,1,2.632
2011,NUTS,2010,SE32,2,2.031
2012,NUTS,2010,SE32,2,3.61
2011,NUTS,2010,SE321,3,3.091
2012,NUTS,2010,SE321,3,1.363
2012,NUTS,2010,SE322,3,7.918
2011,NUTS,2010,SE33,2,3.288
2012,NUTS,2010,SE33,2,6.179
2011,NUTS,2010,SE331,3,3.857
2012,NUTS,2010,SE331,3,0.77
2011,NUTS,2010,SE332,3,2.695
2012,NUTS,2010,SE332,3,11.829
2011,NUTS,2010,SI,0,1.951
2011,NUTS,2010,SI0,1,1.951
2011,NUTS,2010,SI01,2,0.923
2011,NUTS,2010,SI012,3,2.074
2011,NUTS,2010,SI013,3,4.552
2011,NUTS,2010,SI02,2,3.104
2011,NUTS,2010,SI021,3,5.626
2011,NUTS,2010,SK,0,0.154
2012,NUTS,2010,SK,0,0.577
2011,NUTS,2010,SK0,1,0.154
2012,NUTS,2010,SK0,1,0.577
2012,NUTS,2010,SK01,2,1.105
2012,NUTS,2010,SK010,3,1.105
2011,NUTS,2010,SK02,2,0.272
2012,NUTS,2010,SK02,2,0.658
2011,NUTS,2010,SK021,3,0.902
2012,NUTS,2010,SK022,3,1.397
2012,NUTS,2010,SK023,3,0.551
2011,NUTS,2010,SK03,2,0.245
2012,NUTS,2010,SK03,2,0.926
2011,NUTS,2010,SK031,3,0.479
2012,NUTS,2010,SK031,3,1.45
2012,NUTS,2010,SK032,3,0.379
2011,NUTS,2010,TR,0,0.205
2012,NUTS,2010,TR,0,0.198
2011,NUTS,2010,TR1,1,0.459
2012,NUTS,2010,TR1,1,0.275
2011,NUTS,2010,TR10,2,0.459
2012,NUTS,2010,TR10,2,0.275
2011,NUTS,2010,TR100,3,0.459
2012,NUTS,2010,TR100,3,0.275
2011,NUTS,2010,TR3,1,0.413
2012,NUTS,2010,TR3,1,0.619
2011,NUTS,2010,TR31,2,0.38
2011,NUTS,2010,TR310,3,0.38
2011,NUTS,2010,TR33,2,0.832
2012,NUTS,2010,TR33,2,2.039
2011,NUTS,2010,TR331,3,1.812
2012,NUTS,2010,TR331,3,4.477
2011,NUTS,2010,TR5,1,0.712
2012,NUTS,2010,TR5,1,0.691
2011,NUTS,2010,TR51,2,1.048
2012,NUTS,2010,TR51,2,1.012
2011,NUTS,2010,TR510,3,1.048
2012,NUTS,2010,TR510,3,1.012
2011,NUTS,2010,UK,0,5.278
2012,NUTS,2010,UK,0,5.006
2011,NUTS,2010,UKC,1,0.772
2012,NUTS,2010,UKC,1,3.109
2012,NUTS,2010,UKC1,2,0.425
2012,NUTS,2010,UKC14,3,0.973
2011,NUTS,2010,UKC2,2,1.41
2012,NUTS,2010,UKC2,2,5.329
2011,NUTS,2010,UKC21,3,3.166
2012,NUTS,2010,UKC21,3,4.206
2011,NUTS,2010,UKC22,3,1.21
2012,NUTS,2010,UKC22,3,7.524
2011,NUTS,2010,UKD,1,3.315
2012,NUTS,2010,UKD,1,1.355
2012,NUTS,2010,UKD1,2,1.001
2012,NUTS,2010,UKD12,3,1.895
2011,NUTS,2010,UKD3,2,3.74
2012,NUTS,2010,UKD3,2,1.177
2011,NUTS,2010,UKD31,3,6.167
2012,NUTS,2010,UKD31,3,1.811
2011,NUTS,2010,UKD32,3,0.823
2012,NUTS,2010,UKD32,3,0.41
2011,NUTS,2010,UKD4,2,5.626
2012,NUTS,2010,UKD4,2,2.337
2011,NUTS,2010,UKD41,3,13.58
2011,NUTS,2010,UKD43,3,5.309
2012,NUTS,2010,UKD43,3,2.913
2011,NUTS,2010,UKD6,2,2.363
2012,NUTS,2010,UKD6,2,1.382
2012,NUTS,2010,UKD61,3,4.922
2011,NUTS,2010,UKD62,3,5.759
2012,NUTS,2010,UKD63,3,0.758
2011,NUTS,2010,UKD7,2,1.995
2012,NUTS,2010,UKD7,2,0.828
2012,NUTS,2010,UKD71,3,0.559
2011,NUTS,2010,UKD72,3,4.315
2012,NUTS,2010,UKD72,3,2.138
2011,NUTS,2010,UKD74,3,3.13
2011,NUTS,2010,UKE,1,2.339
2012,NUTS,2010,UKE,1,2.107
2011,NUTS,2010,UKE1,2,1.593
2011,NUTS,2010,UKE12,3,4.37
2011,NUTS,2010,UKE2,2,6.014
2012,NUTS,2010,UKE2,2,1.873
2011,NUTS,2010,UKE21,3,10.794
2012,NUTS,2010,UKE21,3,7.542
2011,NUTS,2010,UKE22,3,4.449
2011,NUTS,2010,UKE3,2,2.802
2012,NUTS,2010,UKE3,2,1.484
2011,NUTS,2010,UKE31,3,1.266
2011,NUTS,2010,UKE32,3,5.016
2012,NUTS,2010,UKE32,3,3.606
2011,NUTS,2010,UKE4,2,1.05
2012,NUTS,2010,UKE4,2,3.433
2011,NUTS,2010,UKE41,3,1.921
2012,NUTS,2010,UKE41,3,5.727
2011,NUTS,2010,UKE42,3,1.335
2012,NUTS,2010,UKE42,3,4.203
2011,NUTS,2010,UKE44,3,0.529
2012,NUTS,2010,UKE45,3,4.587
2011,NUTS,2010,UKF,1,3.277
2012,NUTS,2010,UKF,1,2.614
2011,NUTS,2010,UKF1,2,5.033
2012,NUTS,2010,UKF1,2,2.159
2011,NUTS,2010,UKF11,3,5.041
2011,NUTS,2010,UKF13,3,9.961
2011,NUTS,2010,UKF14,3,3.313
2012,NUTS,2010,UKF14,3,1.632
2011,NUTS,2010,UKF15,3,3.768
2012,NUTS,2010,UKF15,3,2.208
2011,NUTS,2010,UKF16,3,5.238
2012,NUTS,2010,UKF16,3,9.149
2011,NUTS,2010,UKF2,2,1.819
2012,NUTS,2010,UKF2,2,4.264
2012,NUTS,2010,UKF21,3,3.025
2011,NUTS,2010,UKF22,3,4.225
2012,NUTS,2010,UKF22,3,5.786
2011,NUTS,2010,UKF25,3,0.632
2012,NUTS,2010,UKF25,3,7.289
2011,NUTS,2010,UKF3,2,1.584
2011,NUTS,2010,UKF30,3,1.584
2011,NUTS,2010,UKG,1,2.026
2012,NUTS,2010,UKG,1,1.63
2011,NUTS,2010,UKG1,2,1.546
2012,NUTS,2010,UKG1,2,3.079
2012,NUTS,2010,UKG11,3,4.071
2011,NUTS,2010,UKG12,3,3.538
2012,NUTS,2010,UKG12,3,5.724
2011,NUTS,2010,UKG2,2,0.797
2012,NUTS,2010,UKG2,2,1.219
2012,NUTS,2010,UKG22,3,1.365
2011,NUTS,2010,UKG24,3,1.475
2012,NUTS,2010,UKG24,3,1.763
2011,NUTS,2010,UKG3,2,2.961
2012,NUTS,2010,UKG3,2,1.181
2011,NUTS,2010,UKG31,3,1.939
2012,NUTS,2010,UKG31,3,0.926
2011,NUTS,2010,UKG32,3,4.841
2011,NUTS,2010,UKG33,3,15.909
2012,NUTS,2010,UKG33,3,6.25
2012,NUTS,2010,UKG36,3,0.798
2011,NUTS,2010,UKH,1,10.219
2012,NUTS,2010,UKH,1,8.78
2011,NUTS,2010,UKH1,2,17.698
2012,NUTS,2010,UKH1,2,17.813
2011,NUTS,2010,UKH12,3,66.617
2012,NUTS,2010,UKH12,3,65.564
2011,NUTS,2010,UKH13,3,1.168
2012,NUTS,2010,UKH13,3,1.739
2012,NUTS,2010,UKH14,3,0.451
2011,NUTS,2010,UKH2,2,6.707
2012,NUTS,2010,UKH2,2,4.342
2012,NUTS,2010,UKH21,3,2.442
2011,NUTS,2010,UKH23,3,9.05
2012,NUTS,2010,UKH23,3,5.629
2012,NUTS,2010,UKH24,3,4.732
2011,NUTS,2010,UKH25,3,5.905
2011,NUTS,2010,UKH3,2,3.383
2012,NUTS,2010,UKH3,2,0.72
2011,NUTS,2010,UKH33,3,4.186
2012,NUTS,2010,UKH33,3,0.892
2011,NUTS,2010,UKI,1,7.689
2012,NUTS,2010,UKI,1,11.128
2011,NUTS,2010,UKI1,2,13.786
2012,NUTS,2010,UKI1,2,19.266
2011,NUTS,2010,UKI11,3,26.373
2012,NUTS,2010,UKI11,3,42.84
2011,NUTS,2010,UKI12,3,7.322
2012,NUTS,2010,UKI12,3,7.311
2011,NUTS,2010,UKI2,2,3.683
2012,NUTS,2010,UKI2,2,5.509
2011,NUTS,2010,UKI21,3,1.615
2012,NUTS,2010,UKI21,3,1.332
2011,NUTS,2010,UKI22,3,1.819
2012,NUTS,2010,UKI22,3,1.684
2011,NUTS,2010,UKI23,3,6.707
2012,NUTS,2010,UKI23,3,11.648
2011,NUTS,2010,UKJ,1,10.252
2012,NUTS,2010,UKJ,1,7.917
2011,NUTS,2010,UKJ1,2,19.957
2012,NUTS,2010,UKJ1,2,11.433
2011,NUTS,2010,UKJ11,3,20.876
2012,NUTS,2010,UKJ11,3,13.199
2011,NUTS,2010,UKJ12,3,4.038
2012,NUTS,2010,UKJ12,3,12.664
2011,NUTS,2010,UKJ13,3,8.718
2012,NUTS,2010,UKJ13,3,9.823
2011,NUTS,2010,UKJ14,3,33.494
2012,NUTS,2010,UKJ14,3,9.881
2011,NUTS,2010,UKJ2,2,9.823
2012,NUTS,2010,UKJ2,2,10.74
2011,NUTS,2010,UKJ21,3,3.687
2012,NUTS,2010,UKJ21,3,9.113
2011,NUTS,2010,UKJ22,3,3.654
2012,NUTS,2010,UKJ22,3,5.102
2011,NUTS,2010,UKJ23,3,19.696
2012,NUTS,2010,UKJ23,3,17.753
2011,NUTS,2010,UKJ24,3,2.072
2012,NUTS,2010,UKJ24,3,5.135
2011,NUTS,2010,UKJ3,2,5.997
2012,NUTS,2010,UKJ3,2,4.925
2011,NUTS,2010,UKJ31,3,4.901
2011,NUTS,2010,UKJ33,3,7.864
2012,NUTS,2010,UKJ33,3,7.088
2011,NUTS,2010,UKJ4,2,2.855
2012,NUTS,2010,UKJ4,2,2.109
2011,NUTS,2010,UKJ41,3,4.094
2012,NUTS,2010,UKJ41,3,5.628
2011,NUTS,2010,UKJ42,3,2.625
2012,NUTS,2010,UKJ42,3,1.473
2011,NUTS,2010,UKK,1,5.874
2012,NUTS,2010,UKK,1,4.325
2011,NUTS,2010,UKK1,2,11.875
2012,NUTS,2010,UKK1,2,7.858
2011,NUTS,2010,UKK11,3,11.256
2012,NUTS,2010,UKK11,3,3.881
2011,NUTS,2010,UKK12,3,22.095
2012,NUTS,2010,UKK12,3,17.95
2011,NUTS,2010,UKK13,3,5.25
2012,NUTS,2010,UKK13,3,6.064
2011,NUTS,2010,UKK14,3,13.202
2011,NUTS,2010,UKK15,3,6.352
2012,NUTS,2010,UKK15,3,3.512
2011,NUTS,2010,UKK2,2,1.73
2012,NUTS,2010,UKK2,2,1.85
2012,NUTS,2010,UKK21,3,5.608
2011,NUTS,2010,UKK22,3,2.422
2012,NUTS,2010,UKK22,3,0.796
2011,NUTS,2010,UKK23,3,2.264
2012,NUTS,2010,UKK23,3,0.319
2011,NUTS,2010,UKK3,2,0.936
2011,NUTS,2010,UKK30,3,0.936
2011,NUTS,2010,UKK4,2,0.441
2012,NUTS,2010,UKK4,2,1.826
2012,NUTS,2010,UKK41,3,3.887
2011,NUTS,2010,UKK43,3,0.67
2012,NUTS,2010,UKK43,3,1.439
2011,NUTS,2010,UKL,1,1.623
2012,NUTS,2010,UKL,1,1.466
2011,NUTS,2010,UKL1,2,0.585
2012,NUTS,2010,UKL1,2,0.516
2011,NUTS,2010,UKL11,3,1.861
2011,NUTS,2010,UKL14,3,2.624
2012,NUTS,2010,UKL17,3,3.577
2011,NUTS,2010,UKL2,2,3.4
2012,NUTS,2010,UKL2,2,3.091
2011,NUTS,2010,UKL21,3,11.965
2012,NUTS,2010,UKL21,3,6.316
2011,NUTS,2010,UKL22,3,2.128
2012,NUTS,2010,UKL22,3,2.111
2012,NUTS,2010,UKL23,3,3.47
2011,NUTS,2010,UKM,1,1.988
2012,NUTS,2010,UKM,1,2.171
2011,NUTS,2010,UKM2,2,4.84
2012,NUTS,2010,UKM2,2,4.273
2011,NUTS,2010,UKM22,3,3.202
2011,NUTS,2010,UKM24,3,21.977
2011,NUTS,2010,UKM25,3,8.271
2012,NUTS,2010,UKM25,3,17.344
2011,NUTS,2010,UKM27,3,4.235
2012,NUTS,2010,UKM27,3,1.387
2011,NUTS,2010,UKM28,3,5.725
2011,NUTS,2010,UKM3,2,0.215
2012,NUTS,2010,UKM3,2,0.729
2011,NUTS,2010,UKM31,3,2.253
2012,NUTS,2010,UKM32,3,1.324
2012,NUTS,2010,UKM35,3,1.444
2012,NUTS,2010,UKM36,3,1.48
2012,NUTS,2010,UKM38,3,1.592
2011,NUTS,2010,UKM5,2,0.528
2012,NUTS,2010,UKM5,2,1.359
2011,NUTS,2010,UKM50,3,0.528
2012,NUTS,2010,UKM50,3,1.359
2012,NUTS,2010,UKM6,2,1.072
2012,NUTS,2010,UKM62,3,2.528
2011,NUTS,2010,UKN,1,1.459
2012,NUTS,2010,UKN,1,0.825
2011,NUTS,2010,UKN0,2,1.459
2012,NUTS,2010,UKN0,2,0.825
2011,NUTS,2010,UKN03,3,2.282
2011,NUTS,2010,UKN04,3,5.681
2012,NUTS,2010,UKN04,3,1.727
2012,NUTS,2010,UKN05,3,2.409
