year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_hc_f
2014,NUTS,2010,KR,0,43287.0
2015,NUTS,2010,KR,0,47184.0
2016,NUTS,2010,KR,0,49808.0
2017,NUTS,2010,KR,0,54768.0
2018,NUTS,2010,KR,0,59968.0
2019,NUTS,2010,KR,0,65571.0
2011,NUTS,2010,LT,0,624.0
2012,NUTS,2010,LT,0,631.0
2013,NUTS,2010,LT,0,760.0
2014,NUTS,2010,LT,0,1312.0
2015,NUTS,2010,LT,0,821.0
2016,NUTS,2010,LT,0,953.0
2017,NUTS,2010,LT,0,1191.0
2018,NUTS,2010,LT,0,1263.0
2019,NUTS,2010,LT,0,1550.0
2015,NUTS,2010,LT01,2,601.0
2016,NUTS,2010,LT01,2,689.0
2017,NUTS,2010,LT01,2,784.0
2018,NUTS,2010,LT01,2,811.0
2019,NUTS,2010,LT01,2,997.0
2015,NUTS,2010,LT02,2,220.0
2016,NUTS,2010,LT02,2,264.0
2017,NUTS,2010,LT02,2,407.0
2018,NUTS,2010,LT02,2,452.0
2019,NUTS,2010,LT02,2,553.0
2011,NUTS,2010,LU,0,192.0
2013,NUTS,2010,LU,0,115.0
2015,NUTS,2010,LU,0,147.0
2017,NUTS,2010,LU,0,237.0
2019,NUTS,2010,LU,0,201.0
2011,NUTS,2010,LV,0,514.0
2012,NUTS,2010,LV,0,540.0
2013,NUTS,2010,LV,0,466.0
2015,NUTS,2010,LV,0,491.0
2016,NUTS,2010,LV,0,418.0
2017,NUTS,2010,LV,0,475.0
2018,NUTS,2010,LV,0,457.0
2019,NUTS,2010,LV,0,487.0
2011,NUTS,2010,ME,0,47.0
2013,NUTS,2010,ME,0,48.0
2014,NUTS,2010,ME,0,45.0
2015,NUTS,2010,ME,0,43.0
2017,NUTS,2010,ME,0,38.0
2018,NUTS,2010,ME,0,72.0
2019,NUTS,2010,ME,0,66.0
2011,NUTS,2010,MK,0,102.0
2012,NUTS,2010,MK,0,93.0
2015,NUTS,2010,MK,0,214.0
2016,NUTS,2010,MK,0,227.0
2017,NUTS,2010,MK,0,249.0
2018,NUTS,2010,MK,0,281.0
2019,NUTS,2010,MK,0,318.0
2011,NUTS,2010,MT,0,122.0
2012,NUTS,2010,MT,0,173.0
2013,NUTS,2010,MT,0,146.0
2014,NUTS,2010,MT,0,109.0
2015,NUTS,2010,MT,0,108.0
2016,NUTS,2010,MT,0,130.0
2017,NUTS,2010,MT,0,147.0
2018,NUTS,2010,MT,0,138.0
2019,NUTS,2010,MT,0,148.0
2011,NUTS,2010,NL,0,7709.0
2012,NUTS,2010,NL,0,10939.0
2013,NUTS,2010,NL,0,15285.0
2014,NUTS,2010,NL,0,15769.0
2015,NUTS,2010,NL,0,16021.0
2016,NUTS,2010,NL,0,18281.0
2017,NUTS,2010,NL,0,18467.0
2018,NUTS,2010,NL,0,20352.0
2019,NUTS,2010,NL,0,22171.0
2011,NUTS,2010,NO,0,3989.0
2012,NUTS,2010,NO,0,4130.0
2013,NUTS,2010,NO,0,4275.0
2014,NUTS,2010,NO,0,4795.0
2015,NUTS,2010,NO,0,4838.0
2016,NUTS,2010,NO,0,5251.0
2017,NUTS,2010,NO,0,5839.0
2018,NUTS,2010,NO,0,6158.0
2019,NUTS,2010,NO,0,6199.0
2011,NUTS,2010,NO0,1,3989.0
2012,NUTS,2010,NO0,1,4130.0
2013,NUTS,2010,NO0,1,4275.0
2014,NUTS,2010,NO0,1,4795.0
2011,NUTS,2010,NO01,2,2004.0
2012,NUTS,2010,NO01,2,1956.0
2013,NUTS,2010,NO01,2,1975.0
2014,NUTS,2010,NO01,2,2253.0
2011,NUTS,2010,NO02,2,61.0
2012,NUTS,2010,NO02,2,77.0
2013,NUTS,2010,NO02,2,93.0
2014,NUTS,2010,NO02,2,104.0
2011,NUTS,2010,NO03,2,512.0
2012,NUTS,2010,NO03,2,527.0
2013,NUTS,2010,NO03,2,624.0
2014,NUTS,2010,NO03,2,673.0
2011,NUTS,2010,NO04,2,333.0
2012,NUTS,2010,NO04,2,357.0
2013,NUTS,2010,NO04,2,352.0
2014,NUTS,2010,NO04,2,409.0
2011,NUTS,2010,NO05,2,345.0
2012,NUTS,2010,NO05,2,341.0
2013,NUTS,2010,NO05,2,345.0
2014,NUTS,2010,NO05,2,452.0
2011,NUTS,2010,NO06,2,593.0
2012,NUTS,2010,NO06,2,736.0
2013,NUTS,2010,NO06,2,734.0
2014,NUTS,2010,NO06,2,729.0
2011,NUTS,2010,NO07,2,140.0
2012,NUTS,2010,NO07,2,132.0
2013,NUTS,2010,NO07,2,147.0
2014,NUTS,2010,NO07,2,174.0
2011,NUTS,2010,PL,0,2827.0
2012,NUTS,2010,PL,0,3717.0
2013,NUTS,2010,PL,0,5004.0
2014,NUTS,2010,PL,0,5526.0
2015,NUTS,2010,PL,0,6530.0
2016,NUTS,2010,PL,0,11064.0
2017,NUTS,2010,PL,0,17076.0
2018,NUTS,2010,PL,0,17415.0
2019,NUTS,2010,PL,0,18611.0
2011,NUTS,2010,PL1,1,1047.0
2012,NUTS,2010,PL1,1,1460.0
2013,NUTS,2010,PL1,1,2172.0
2014,NUTS,2010,PL1,1,2342.0
2015,NUTS,2010,PL1,1,2615.0
2011,NUTS,2010,PL11,2,192.0
2012,NUTS,2010,PL11,2,250.0
2013,NUTS,2010,PL11,2,308.0
2014,NUTS,2010,PL11,2,310.0
2015,NUTS,2010,PL11,2,398.0
2011,NUTS,2010,PL12,2,855.0
2012,NUTS,2010,PL12,2,1210.0
2013,NUTS,2010,PL12,2,1864.0
2014,NUTS,2010,PL12,2,2032.0
2015,NUTS,2010,PL12,2,2217.0
2011,NUTS,2010,PL2,1,511.0
2012,NUTS,2010,PL2,1,698.0
2013,NUTS,2010,PL2,1,938.0
2014,NUTS,2010,PL2,1,999.0
2015,NUTS,2010,PL2,1,1299.0
2016,NUTS,2010,PL2,1,2218.0
2017,NUTS,2010,PL2,1,3061.0
2018,NUTS,2010,PL2,1,3331.0
2019,NUTS,2010,PL2,1,3751.0
2011,NUTS,2010,PL21,2,347.0
2012,NUTS,2010,PL21,2,501.0
2013,NUTS,2010,PL21,2,685.0
2014,NUTS,2010,PL21,2,675.0
2015,NUTS,2010,PL21,2,880.0
2016,NUTS,2010,PL21,2,1457.0
2017,NUTS,2010,PL21,2,1990.0
2018,NUTS,2010,PL21,2,2044.0
2019,NUTS,2010,PL21,2,2378.0
2011,NUTS,2010,PL22,2,164.0
2012,NUTS,2010,PL22,2,197.0
2013,NUTS,2010,PL22,2,253.0
2014,NUTS,2010,PL22,2,324.0
2015,NUTS,2010,PL22,2,419.0
2016,NUTS,2010,PL22,2,761.0
2017,NUTS,2010,PL22,2,1071.0
2018,NUTS,2010,PL22,2,1287.0
2019,NUTS,2010,PL22,2,1373.0
2011,NUTS,2010,PL3,1,512.0
2012,NUTS,2010,PL3,1,575.0
2013,NUTS,2010,PL3,1,735.0
2014,NUTS,2010,PL3,1,759.0
2015,NUTS,2010,PL3,1,894.0
2011,NUTS,2010,PL31,2,58.0
2012,NUTS,2010,PL31,2,59.0
2013,NUTS,2010,PL31,2,99.0
2014,NUTS,2010,PL31,2,89.0
2015,NUTS,2010,PL31,2,173.0
2011,NUTS,2010,PL32,2,406.0
2012,NUTS,2010,PL32,2,444.0
2013,NUTS,2010,PL32,2,553.0
2014,NUTS,2010,PL32,2,586.0
2015,NUTS,2010,PL32,2,619.0
2011,NUTS,2010,PL33,2,41.0
2012,NUTS,2010,PL33,2,50.0
2013,NUTS,2010,PL33,2,51.0
2015,NUTS,2010,PL33,2,59.0
2011,NUTS,2010,PL34,2,7.0
2012,NUTS,2010,PL34,2,22.0
2013,NUTS,2010,PL34,2,32.0
2015,NUTS,2010,PL34,2,43.0
2011,NUTS,2010,PL4,1,178.0
2012,NUTS,2010,PL4,1,283.0
2013,NUTS,2010,PL4,1,318.0
2014,NUTS,2010,PL4,1,362.0
2015,NUTS,2010,PL4,1,487.0
2016,NUTS,2010,PL4,1,746.0
2017,NUTS,2010,PL4,1,1023.0
2018,NUTS,2010,PL4,1,1169.0
2019,NUTS,2010,PL4,1,1224.0
2011,NUTS,2010,PL41,2,153.0
2012,NUTS,2010,PL41,2,246.0
2013,NUTS,2010,PL41,2,273.0
2014,NUTS,2010,PL41,2,296.0
2015,NUTS,2010,PL41,2,397.0
2016,NUTS,2010,PL41,2,631.0
2017,NUTS,2010,PL41,2,767.0
2018,NUTS,2010,PL41,2,869.0
2019,NUTS,2010,PL41,2,930.0
2011,NUTS,2010,PL42,2,9.0
2013,NUTS,2010,PL42,2,26.0
2016,NUTS,2010,PL42,2,72.0
2017,NUTS,2010,PL42,2,162.0
2018,NUTS,2010,PL42,2,170.0
2019,NUTS,2010,PL42,2,148.0
2011,NUTS,2010,PL43,2,16.0
2013,NUTS,2010,PL43,2,19.0
2016,NUTS,2010,PL43,2,43.0
2017,NUTS,2010,PL43,2,94.0
2018,NUTS,2010,PL43,2,130.0
2019,NUTS,2010,PL43,2,146.0
2011,NUTS,2010,PL5,1,246.0
2012,NUTS,2010,PL5,1,308.0
2013,NUTS,2010,PL5,1,376.0
2014,NUTS,2010,PL5,1,550.0
2015,NUTS,2010,PL5,1,640.0
2016,NUTS,2010,PL5,1,949.0
2017,NUTS,2010,PL5,1,1448.0
2018,NUTS,2010,PL5,1,1482.0
2019,NUTS,2010,PL5,1,1689.0
2011,NUTS,2010,PL51,2,216.0
2012,NUTS,2010,PL51,2,282.0
2013,NUTS,2010,PL51,2,343.0
2014,NUTS,2010,PL51,2,512.0
2015,NUTS,2010,PL51,2,573.0
2016,NUTS,2010,PL51,2,776.0
2017,NUTS,2010,PL51,2,1218.0
2019,NUTS,2010,PL51,2,1515.0
2011,NUTS,2010,PL52,2,30.0
2012,NUTS,2010,PL52,2,26.0
2013,NUTS,2010,PL52,2,33.0
2014,NUTS,2010,PL52,2,38.0
2015,NUTS,2010,PL52,2,67.0
2016,NUTS,2010,PL52,2,173.0
2017,NUTS,2010,PL52,2,230.0
2019,NUTS,2010,PL52,2,174.0
2011,NUTS,2010,PL6,1,333.0
2012,NUTS,2010,PL6,1,393.0
2013,NUTS,2010,PL6,1,465.0
2014,NUTS,2010,PL6,1,514.0
2015,NUTS,2010,PL6,1,595.0
2016,NUTS,2010,PL6,1,1046.0
2017,NUTS,2010,PL6,1,1609.0
2018,NUTS,2010,PL6,1,1524.0
2019,NUTS,2010,PL6,1,2058.0
2011,NUTS,2010,PL61,2,38.0
2012,NUTS,2010,PL61,2,64.0
2013,NUTS,2010,PL61,2,61.0
2014,NUTS,2010,PL61,2,68.0
2015,NUTS,2010,PL61,2,103.0
2016,NUTS,2010,PL61,2,176.0
2017,NUTS,2010,PL61,2,597.0
2018,NUTS,2010,PL61,2,282.0
2019,NUTS,2010,PL61,2,377.0
2011,NUTS,2010,PL62,2,6.0
2012,NUTS,2010,PL62,2,9.0
2013,NUTS,2010,PL62,2,16.0
2014,NUTS,2010,PL62,2,22.0
2015,NUTS,2010,PL62,2,37.0
2016,NUTS,2010,PL62,2,100.0
2017,NUTS,2010,PL62,2,116.0
2018,NUTS,2010,PL62,2,95.0
2019,NUTS,2010,PL62,2,183.0
2011,NUTS,2010,PL63,2,289.0
2012,NUTS,2010,PL63,2,320.0
2013,NUTS,2010,PL63,2,388.0
2014,NUTS,2010,PL63,2,424.0
2015,NUTS,2010,PL63,2,455.0
2016,NUTS,2010,PL63,2,770.0
2017,NUTS,2010,PL63,2,896.0
2018,NUTS,2010,PL63,2,1147.0
2019,NUTS,2010,PL63,2,1498.0
2016,NUTS,2010,PL7,1,774.0
2017,NUTS,2010,PL7,1,986.0
2018,NUTS,2010,PL7,1,982.0
2019,NUTS,2010,PL7,1,994.0
2017,NUTS,2010,PL71,2,895.0
2018,NUTS,2010,PL71,2,879.0
2019,NUTS,2010,PL71,2,875.0
2017,NUTS,2010,PL72,2,91.0
2018,NUTS,2010,PL72,2,103.0
2019,NUTS,2010,PL72,2,119.0
2016,NUTS,2010,PL8,1,904.0
2017,NUTS,2010,PL8,1,1069.0
2018,NUTS,2010,PL8,1,1161.0
2019,NUTS,2010,PL8,1,1171.0
2016,NUTS,2010,PL81,2,205.0
2018,NUTS,2010,PL81,2,305.0
2019,NUTS,2010,PL81,2,270.0
2016,NUTS,2010,PL82,2,636.0
2017,NUTS,2010,PL82,2,675.0
2018,NUTS,2010,PL82,2,709.0
2019,NUTS,2010,PL82,2,751.0
2016,NUTS,2010,PL84,2,63.0
2018,NUTS,2010,PL84,2,147.0
2019,NUTS,2010,PL84,2,150.0
2016,NUTS,2010,PL9,1,4427.0
2017,NUTS,2010,PL9,1,7880.0
2018,NUTS,2010,PL9,1,7766.0
2019,NUTS,2010,PL9,1,7724.0
2017,NUTS,2010,PL91,2,7627.0
2018,NUTS,2010,PL91,2,7322.0
2019,NUTS,2010,PL91,2,7381.0
2017,NUTS,2010,PL92,2,253.0
2018,NUTS,2010,PL92,2,444.0
2019,NUTS,2010,PL92,2,343.0
2011,NUTS,2010,PT,0,6442.0
2012,NUTS,2010,PT,0,7074.0
2013,NUTS,2010,PT,0,7223.0
2014,NUTS,2010,PT,0,6928.0
2015,NUTS,2010,PT,0,7319.0
2016,NUTS,2010,PT,0,7706.0
2017,NUTS,2010,PT,0,8774.0
2018,NUTS,2010,PT,0,9233.0
2019,NUTS,2010,PT,0,10519.0
2020,NUTS,2010,PT,0,12327.0
2011,NUTS,2010,PT1,1,6405.0
2012,NUTS,2010,PT1,1,7028.0
2013,NUTS,2010,PT1,1,7197.0
2014,NUTS,2010,PT1,1,6901.0
2015,NUTS,2010,PT1,1,7288.0
2016,NUTS,2010,PT1,1,7670.0
2017,NUTS,2010,PT1,1,8726.0
2018,NUTS,2010,PT1,1,9155.0
2019,NUTS,2010,PT1,1,10450.0
2020,NUTS,2010,PT1,1,12251.0
2011,NUTS,2010,PT11,2,1929.0
2012,NUTS,2010,PT11,2,2158.0
2013,NUTS,2010,PT11,2,3442.0
2014,NUTS,2010,PT11,2,2917.0
2015,NUTS,2010,PT11,2,3241.0
2016,NUTS,2010,PT11,2,2634.0
2017,NUTS,2010,PT11,2,3089.0
2018,NUTS,2010,PT11,2,3246.0
2019,NUTS,2010,PT11,2,3702.0
2020,NUTS,2010,PT11,2,4661.0
2011,NUTS,2010,PT15,2,61.0
2012,NUTS,2010,PT15,2,49.0
2013,NUTS,2010,PT15,2,21.0
2014,NUTS,2010,PT15,2,30.0
2015,NUTS,2010,PT15,2,34.0
2016,NUTS,2010,PT15,2,53.0
2017,NUTS,2010,PT15,2,49.0
2018,NUTS,2010,PT15,2,61.0
2019,NUTS,2010,PT15,2,75.0
2020,NUTS,2010,PT15,2,85.0
2011,NUTS,2010,PT16,2,1136.0
2012,NUTS,2010,PT16,2,1093.0
2013,NUTS,2010,PT16,2,909.0
2014,NUTS,2010,PT16,2,1011.0
2015,NUTS,2010,PT16,2,1093.0
2016,NUTS,2010,PT16,2,1232.0
2017,NUTS,2010,PT16,2,1533.0
2018,NUTS,2010,PT16,2,1738.0
2019,NUTS,2010,PT16,2,2107.0
2020,NUTS,2010,PT16,2,2123.0
2011,NUTS,2010,PT17,2,3117.0
2012,NUTS,2010,PT17,2,3545.0
2013,NUTS,2010,PT17,2,2683.0
2014,NUTS,2010,PT17,2,2759.0
2015,NUTS,2010,PT17,2,2707.0
2016,NUTS,2010,PT17,2,3479.0
2017,NUTS,2010,PT17,2,3739.0
2018,NUTS,2010,PT17,2,3703.0
2019,NUTS,2010,PT17,2,4099.0
2020,NUTS,2010,PT17,2,4855.0
2011,NUTS,2010,PT18,2,162.0
2012,NUTS,2010,PT18,2,183.0
2013,NUTS,2010,PT18,2,142.0
2014,NUTS,2010,PT18,2,184.0
2015,NUTS,2010,PT18,2,213.0
2016,NUTS,2010,PT18,2,272.0
2017,NUTS,2010,PT18,2,316.0
2018,NUTS,2010,PT18,2,407.0
2019,NUTS,2010,PT18,2,467.0
2020,NUTS,2010,PT18,2,527.0
2011,NUTS,2010,PT2,1,11.0
2012,NUTS,2010,PT2,1,23.0
2013,NUTS,2010,PT2,1,6.0
2014,NUTS,2010,PT2,1,9.0
2015,NUTS,2010,PT2,1,10.0
2016,NUTS,2010,PT2,1,21.0
2017,NUTS,2010,PT2,1,21.0
2018,NUTS,2010,PT2,1,34.0
2019,NUTS,2010,PT2,1,23.0
2020,NUTS,2010,PT2,1,32.0
2011,NUTS,2010,PT20,2,11.0
2012,NUTS,2010,PT20,2,23.0
2013,NUTS,2010,PT20,2,6.0
2014,NUTS,2010,PT20,2,9.0
2015,NUTS,2010,PT20,2,10.0
2016,NUTS,2010,PT20,2,21.0
2017,NUTS,2010,PT20,2,21.0
2018,NUTS,2010,PT20,2,34.0
2019,NUTS,2010,PT20,2,23.0
2020,NUTS,2010,PT20,2,32.0
2011,NUTS,2010,PT3,1,26.0
2012,NUTS,2010,PT3,1,23.0
2013,NUTS,2010,PT3,1,20.0
2014,NUTS,2010,PT3,1,18.0
2015,NUTS,2010,PT3,1,21.0
2016,NUTS,2010,PT3,1,15.0
2017,NUTS,2010,PT3,1,27.0
2018,NUTS,2010,PT3,1,44.0
2019,NUTS,2010,PT3,1,46.0
2020,NUTS,2010,PT3,1,44.0
2011,NUTS,2010,PT30,2,26.0
2012,NUTS,2010,PT30,2,23.0
2013,NUTS,2010,PT30,2,20.0
2014,NUTS,2010,PT30,2,18.0
2015,NUTS,2010,PT30,2,21.0
2016,NUTS,2010,PT30,2,15.0
2017,NUTS,2010,PT30,2,27.0
2018,NUTS,2010,PT30,2,44.0
2019,NUTS,2010,PT30,2,46.0
2020,NUTS,2010,PT30,2,44.0
2011,NUTS,2010,RO,0,1609.0
2012,NUTS,2010,RO,0,2063.0
2013,NUTS,2010,RO,0,2269.0
2014,NUTS,2010,RO,0,2345.0
2015,NUTS,2010,RO,0,1702.0
2016,NUTS,2010,RO,0,1838.0
2017,NUTS,2010,RO,0,1732.0
2018,NUTS,2010,RO,0,1666.0
2019,NUTS,2010,RO,0,1629.0
2011,NUTS,2010,RO1,1,224.0
2012,NUTS,2010,RO1,1,401.0
2013,NUTS,2010,RO1,1,216.0
2014,NUTS,2010,RO1,1,418.0
2015,NUTS,2010,RO1,1,244.0
2016,NUTS,2010,RO1,1,282.0
2017,NUTS,2010,RO1,1,185.0
2018,NUTS,2010,RO1,1,246.0
2019,NUTS,2010,RO1,1,240.0
2011,NUTS,2010,RO11,2,80.0
2012,NUTS,2010,RO11,2,280.0
2013,NUTS,2010,RO11,2,150.0
2014,NUTS,2010,RO11,2,199.0
2015,NUTS,2010,RO11,2,103.0
2016,NUTS,2010,RO11,2,123.0
2017,NUTS,2010,RO11,2,61.0
2018,NUTS,2010,RO11,2,116.0
2019,NUTS,2010,RO11,2,107.0
2011,NUTS,2010,RO12,2,145.0
2012,NUTS,2010,RO12,2,121.0
2013,NUTS,2010,RO12,2,66.0
2014,NUTS,2010,RO12,2,219.0
2015,NUTS,2010,RO12,2,141.0
2016,NUTS,2010,RO12,2,159.0
2017,NUTS,2010,RO12,2,124.0
2018,NUTS,2010,RO12,2,130.0
2019,NUTS,2010,RO12,2,133.0
2011,NUTS,2010,RO2,1,89.0
2012,NUTS,2010,RO2,1,165.0
2013,NUTS,2010,RO2,1,278.0
2014,NUTS,2010,RO2,1,119.0
2015,NUTS,2010,RO2,1,147.0
2016,NUTS,2010,RO2,1,142.0
2017,NUTS,2010,RO2,1,146.0
2018,NUTS,2010,RO2,1,118.0
2019,NUTS,2010,RO2,1,189.0
2011,NUTS,2010,RO21,2,73.0
2012,NUTS,2010,RO21,2,117.0
2013,NUTS,2010,RO21,2,254.0
2014,NUTS,2010,RO21,2,89.0
2015,NUTS,2010,RO21,2,124.0
2016,NUTS,2010,RO21,2,108.0
2017,NUTS,2010,RO21,2,126.0
2018,NUTS,2010,RO21,2,102.0
2019,NUTS,2010,RO21,2,181.0
2011,NUTS,2010,RO22,2,16.0
2012,NUTS,2010,RO22,2,47.0
2013,NUTS,2010,RO22,2,24.0
2014,NUTS,2010,RO22,2,31.0
2015,NUTS,2010,RO22,2,23.0
2016,NUTS,2010,RO22,2,34.0
2017,NUTS,2010,RO22,2,20.0
2018,NUTS,2010,RO22,2,16.0
2019,NUTS,2010,RO22,2,8.0
2011,NUTS,2010,RO3,1,1248.0
2012,NUTS,2010,RO3,1,1445.0
2013,NUTS,2010,RO3,1,1711.0
2014,NUTS,2010,RO3,1,1724.0
2015,NUTS,2010,RO3,1,1214.0
2016,NUTS,2010,RO3,1,1323.0
2017,NUTS,2010,RO3,1,1331.0
2018,NUTS,2010,RO3,1,993.0
2019,NUTS,2010,RO3,1,878.0
2011,NUTS,2010,RO31,2,124.0
2012,NUTS,2010,RO31,2,290.0
2013,NUTS,2010,RO31,2,534.0
2014,NUTS,2010,RO31,2,476.0
2015,NUTS,2010,RO31,2,261.0
2016,NUTS,2010,RO31,2,294.0
2017,NUTS,2010,RO31,2,260.0
2018,NUTS,2010,RO31,2,247.0
2019,NUTS,2010,RO31,2,244.0
2011,NUTS,2010,RO32,2,1124.0
2012,NUTS,2010,RO32,2,1154.0
2013,NUTS,2010,RO32,2,1177.0
2014,NUTS,2010,RO32,2,1248.0
2015,NUTS,2010,RO32,2,953.0
2016,NUTS,2010,RO32,2,1029.0
2017,NUTS,2010,RO32,2,1071.0
2018,NUTS,2010,RO32,2,746.0
2019,NUTS,2010,RO32,2,634.0
2011,NUTS,2010,RO4,1,48.0
2012,NUTS,2010,RO4,1,52.0
2013,NUTS,2010,RO4,1,65.0
2014,NUTS,2010,RO4,1,83.0
2015,NUTS,2010,RO4,1,97.0
2016,NUTS,2010,RO4,1,91.0
2017,NUTS,2010,RO4,1,70.0
2018,NUTS,2010,RO4,1,309.0
2019,NUTS,2010,RO4,1,322.0
2011,NUTS,2010,RO41,2,36.0
2012,NUTS,2010,RO41,2,30.0
2013,NUTS,2010,RO41,2,12.0
2014,NUTS,2010,RO41,2,41.0
2015,NUTS,2010,RO41,2,41.0
2016,NUTS,2010,RO41,2,28.0
2017,NUTS,2010,RO41,2,29.0
2018,NUTS,2010,RO41,2,26.0
2019,NUTS,2010,RO41,2,9.0
2011,NUTS,2010,RO42,2,12.0
2012,NUTS,2010,RO42,2,22.0
2013,NUTS,2010,RO42,2,53.0
2014,NUTS,2010,RO42,2,42.0
2015,NUTS,2010,RO42,2,56.0
2016,NUTS,2010,RO42,2,63.0
2017,NUTS,2010,RO42,2,41.0
2018,NUTS,2010,RO42,2,283.0
2019,NUTS,2010,RO42,2,313.0
2011,NUTS,2010,RS,0,52.0
2012,NUTS,2010,RS,0,129.0
2013,NUTS,2010,RS,0,227.0
2014,NUTS,2010,RS,0,508.0
2015,NUTS,2010,RS,0,495.0
2016,NUTS,2010,RS,0,632.0
2017,NUTS,2010,RS,0,532.0
2018,NUTS,2010,RS,0,506.0
2019,NUTS,2010,RS,0,580.0
2020,NUTS,2010,RS,0,554.0
2018,NUTS,2010,RS1,1,449.0
2019,NUTS,2010,RS1,1,519.0
2020,NUTS,2010,RS1,1,501.0
2018,NUTS,2010,RS11,2,337.0
2019,NUTS,2010,RS11,2,400.0
2020,NUTS,2010,RS11,2,445.0
2018,NUTS,2010,RS12,2,112.0
2019,NUTS,2010,RS12,2,119.0
2020,NUTS,2010,RS12,2,56.0
2018,NUTS,2010,RS2,1,57.0
2019,NUTS,2010,RS2,1,61.0
2020,NUTS,2010,RS2,1,53.0
2018,NUTS,2010,RS21,2,15.0
2019,NUTS,2010,RS21,2,15.0
2020,NUTS,2010,RS21,2,19.0
2018,NUTS,2010,RS22,2,42.0
2019,NUTS,2010,RS22,2,46.0
2020,NUTS,2010,RS22,2,34.0
2011,NUTS,2010,RU,0,77637.0
2012,NUTS,2010,RU,0,73343.0
2013,NUTS,2010,RU,0,72544.0
2014,NUTS,2010,RU,0,72043.0
2015,NUTS,2010,RU,0,72104.0
2017,NUTS,2010,RU,0,66085.0
2018,NUTS,2010,RU,0,59321.0
2019,NUTS,2010,RU,0,63895.0
2011,NUTS,2010,SE,0,8372.0
2013,NUTS,2010,SE,0,11318.0
2015,NUTS,2010,SE,0,11287.0
2017,NUTS,2010,SE,0,13329.0
2019,NUTS,2010,SE,0,15198.0
2011,NUTS,2010,SI,0,1445.0
2012,NUTS,2010,SI,0,1421.0
2013,NUTS,2010,SI,0,1476.0
2014,NUTS,2010,SI,0,1480.0
2015,NUTS,2010,SI,0,1350.0
2016,NUTS,2010,SI,0,1347.0
2017,NUTS,2010,SI,0,1698.0
2018,NUTS,2010,SI,0,1920.0
2019,NUTS,2010,SI,0,2070.0
2011,NUTS,2010,SI0,1,1445.0
2012,NUTS,2010,SI0,1,1421.0
2013,NUTS,2010,SI0,1,1476.0
2014,NUTS,2010,SI0,1,1480.0
2015,NUTS,2010,SI0,1,1350.0
2016,NUTS,2010,SI0,1,1347.0
2017,NUTS,2010,SI0,1,1698.0
2018,NUTS,2010,SI0,1,1920.0
2019,NUTS,2010,SI0,1,2070.0
2013,NUTS,2010,SI03,2,597.0
2014,NUTS,2010,SI03,2,602.0
2015,NUTS,2010,SI03,2,564.0
2016,NUTS,2010,SI03,2,580.0
2017,NUTS,2010,SI03,2,679.0
2018,NUTS,2010,SI03,2,792.0
2019,NUTS,2010,SI03,2,920.0
2013,NUTS,2010,SI04,2,879.0
2014,NUTS,2010,SI04,2,878.0
2015,NUTS,2010,SI04,2,787.0
2016,NUTS,2010,SI04,2,767.0
2017,NUTS,2010,SI04,2,1019.0
2018,NUTS,2010,SI04,2,1128.0
2019,NUTS,2010,SI04,2,1150.0
2011,NUTS,2010,SK,0,567.0
2012,NUTS,2010,SK,0,688.0
2013,NUTS,2010,SK,0,633.0
2014,NUTS,2010,SK,0,625.0
2015,NUTS,2010,SK,0,671.0
2016,NUTS,2010,SK,0,653.0
2017,NUTS,2010,SK,0,763.0
2018,NUTS,2010,SK,0,844.0
2019,NUTS,2010,SK,0,920.0
2020,NUTS,2010,SK,0,971.0
2011,NUTS,2010,SK01,2,256.0
2012,NUTS,2010,SK01,2,316.0
2013,NUTS,2010,SK01,2,358.0
2014,NUTS,2010,SK01,2,197.0
2015,NUTS,2010,SK01,2,189.0
2016,NUTS,2010,SK01,2,289.0
2017,NUTS,2010,SK01,2,302.0
2018,NUTS,2010,SK01,2,337.0
2019,NUTS,2010,SK01,2,375.0
2020,NUTS,2010,SK01,2,460.0
2011,NUTS,2010,SK02,2,151.0
2012,NUTS,2010,SK02,2,199.0
2013,NUTS,2010,SK02,2,114.0
2014,NUTS,2010,SK02,2,223.0
2015,NUTS,2010,SK02,2,271.0
2016,NUTS,2010,SK02,2,167.0
2017,NUTS,2010,SK02,2,283.0
2018,NUTS,2010,SK02,2,270.0
2019,NUTS,2010,SK02,2,295.0
2020,NUTS,2010,SK02,2,285.0
2011,NUTS,2010,SK03,2,93.0
2012,NUTS,2010,SK03,2,98.0
2013,NUTS,2010,SK03,2,100.0
2014,NUTS,2010,SK03,2,124.0
2015,NUTS,2010,SK03,2,126.0
2016,NUTS,2010,SK03,2,119.0
2017,NUTS,2010,SK03,2,102.0
2018,NUTS,2010,SK03,2,112.0
2019,NUTS,2010,SK03,2,127.0
2020,NUTS,2010,SK03,2,127.0
2011,NUTS,2010,SK04,2,67.0
2012,NUTS,2010,SK04,2,75.0
2013,NUTS,2010,SK04,2,61.0
2014,NUTS,2010,SK04,2,81.0
2015,NUTS,2010,SK04,2,85.0
2016,NUTS,2010,SK04,2,78.0
2017,NUTS,2010,SK04,2,76.0
2018,NUTS,2010,SK04,2,125.0
2019,NUTS,2010,SK04,2,123.0
2020,NUTS,2010,SK04,2,99.0
2011,NUTS,2010,TR,0,8061.0
2012,NUTS,2010,TR,0,9140.0
