year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_t_fte
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,26808.0
2012,NUTS,2010,FR,0,27413.0
2013,NUTS,2010,FR,0,28227.0
2014,NUTS,2010,FR,0,28276.0
2015,NUTS,2010,FR,0,28445.0
2016,NUTS,2010,FR,0,28890.0
2017,NUTS,2010,FR,0,28821.0
2018,NUTS,2010,FR,0,29207.0
2019,NUTS,2010,FR,0,29276.0
2020,NUTS,2010,FR,0,29639.0
2011,NUTS,2010,FR1,1,9964.0
2012,NUTS,2010,FR1,1,10213.0
2013,NUTS,2010,FR1,1,10626.0
2011,NUTS,2010,FR10,2,9964.0
2012,NUTS,2010,FR10,2,10213.0
2013,NUTS,2010,FR10,2,10626.0
2011,NUTS,2010,FR2,1,906.0
2012,NUTS,2010,FR2,1,933.0
2013,NUTS,2010,FR2,1,910.0
2011,NUTS,2010,FR21,2,26.0
2012,NUTS,2010,FR21,2,47.0
2013,NUTS,2010,FR21,2,19.0
2011,NUTS,2010,FR22,2,110.0
2012,NUTS,2010,FR22,2,128.0
2013,NUTS,2010,FR22,2,117.0
2011,NUTS,2010,FR23,2,37.0
2012,NUTS,2010,FR23,2,41.0
2013,NUTS,2010,FR23,2,35.0
2011,NUTS,2010,FR24,2,430.0
2012,NUTS,2010,FR24,2,419.0
2013,NUTS,2010,FR24,2,432.0
2011,NUTS,2010,FR25,2,140.0
2012,NUTS,2010,FR25,2,138.0
2013,NUTS,2010,FR25,2,146.0
2011,NUTS,2010,FR26,2,162.0
2012,NUTS,2010,FR26,2,161.0
2013,NUTS,2010,FR26,2,161.0
2011,NUTS,2010,FR3,1,300.0
2012,NUTS,2010,FR3,1,325.0
2013,NUTS,2010,FR3,1,401.0
2011,NUTS,2010,FR30,2,300.0
2012,NUTS,2010,FR30,2,325.0
2013,NUTS,2010,FR30,2,401.0
2011,NUTS,2010,FR4,1,730.0
2012,NUTS,2010,FR4,1,719.0
2013,NUTS,2010,FR4,1,755.0
2011,NUTS,2010,FR41,2,300.0
2012,NUTS,2010,FR41,2,282.0
2013,NUTS,2010,FR41,2,327.0
2011,NUTS,2010,FR42,2,412.0
2012,NUTS,2010,FR42,2,419.0
2013,NUTS,2010,FR42,2,414.0
2011,NUTS,2010,FR43,2,19.0
2012,NUTS,2010,FR43,2,18.0
2013,NUTS,2010,FR43,2,15.0
2011,NUTS,2010,FR5,1,1642.0
2012,NUTS,2010,FR5,1,1718.0
2013,NUTS,2010,FR5,1,1720.0
2011,NUTS,2010,FR51,2,534.0
2012,NUTS,2010,FR51,2,610.0
2013,NUTS,2010,FR51,2,566.0
2011,NUTS,2010,FR52,2,1027.0
2012,NUTS,2010,FR52,2,1026.0
2013,NUTS,2010,FR52,2,1073.0
2011,NUTS,2010,FR53,2,81.0
2012,NUTS,2010,FR53,2,82.0
2013,NUTS,2010,FR53,2,81.0
2011,NUTS,2010,FR6,1,3125.0
2012,NUTS,2010,FR6,1,3247.0
2013,NUTS,2010,FR6,1,3304.0
2011,NUTS,2010,FR61,2,524.0
2012,NUTS,2010,FR61,2,582.0
2013,NUTS,2010,FR61,2,628.0
2011,NUTS,2010,FR62,2,2584.0
2012,NUTS,2010,FR62,2,2644.0
2013,NUTS,2010,FR62,2,2661.0
2011,NUTS,2010,FR63,2,17.0
2012,NUTS,2010,FR63,2,21.0
2013,NUTS,2010,FR63,2,15.0
2011,NUTS,2010,FR7,1,3954.0
2012,NUTS,2010,FR7,1,4209.0
2013,NUTS,2010,FR7,1,4132.0
2011,NUTS,2010,FR71,2,3650.0
2012,NUTS,2010,FR71,2,3673.0
2013,NUTS,2010,FR71,2,3800.0
2011,NUTS,2010,FR72,2,304.0
2012,NUTS,2010,FR72,2,536.0
2013,NUTS,2010,FR72,2,332.0
2011,NUTS,2010,FR8,1,5176.0
2012,NUTS,2010,FR8,1,5047.0
2013,NUTS,2010,FR8,1,5392.0
2011,NUTS,2010,FR81,2,2410.0
2012,NUTS,2010,FR81,2,2615.0
2013,NUTS,2010,FR81,2,2539.0
2011,NUTS,2010,FR82,2,2749.0
2012,NUTS,2010,FR82,2,2414.0
2013,NUTS,2010,FR82,2,2834.0
2011,NUTS,2010,FR83,2,16.0
2012,NUTS,2010,FR83,2,18.0
2013,NUTS,2010,FR83,2,19.0
2011,NUTS,2010,FRA,1,541.0
2012,NUTS,2010,FRA,1,760.0
2013,NUTS,2010,FRA,1,742.0
2011,NUTS,2010,FRZ,1,470.0
2012,NUTS,2010,FRZ,1,242.0
2013,NUTS,2010,FRZ,1,616.0
2011,NUTS,2010,FRZZ,2,470.0
2012,NUTS,2010,FRZZ,2,242.0
2013,NUTS,2010,FRZZ,2,616.0
2011,NUTS,2010,HR,0,2048.0
2012,NUTS,2010,HR,0,1965.0
2013,NUTS,2010,HR,0,1945.0
2014,NUTS,2010,HR,0,1857.0
2015,NUTS,2010,HR,0,1756.0
2016,NUTS,2010,HR,0,1723.0
2017,NUTS,2010,HR,0,1798.0
2018,NUTS,2010,HR,0,1874.0
2019,NUTS,2010,HR,0,1874.0
2020,NUTS,2010,HR,0,2092.0
2011,NUTS,2010,HR0,1,2048.0
2012,NUTS,2010,HR0,1,1965.0
2013,NUTS,2010,HR0,1,1945.0
2014,NUTS,2010,HR0,1,1857.0
2015,NUTS,2010,HR0,1,1756.0
2016,NUTS,2010,HR0,1,1723.0
2017,NUTS,2010,HR0,1,1798.0
2018,NUTS,2010,HR0,1,1874.0
2019,NUTS,2010,HR0,1,1874.0
2020,NUTS,2010,HR0,1,2092.0
2020,NUTS,2010,HR02,2,94.0
2011,NUTS,2010,HR03,2,136.0
2012,NUTS,2010,HR03,2,145.0
2013,NUTS,2010,HR03,2,140.0
2014,NUTS,2010,HR03,2,114.0
2015,NUTS,2010,HR03,2,108.0
2016,NUTS,2010,HR03,2,155.0
2017,NUTS,2010,HR03,2,157.0
2018,NUTS,2010,HR03,2,168.0
2019,NUTS,2010,HR03,2,203.0
2020,NUTS,2010,HR03,2,226.0
2011,NUTS,2010,HR04,2,1911.0
2012,NUTS,2010,HR04,2,1820.0
2013,NUTS,2010,HR04,2,1805.0
2014,NUTS,2010,HR04,2,1744.0
2015,NUTS,2010,HR04,2,1648.0
2016,NUTS,2010,HR04,2,1568.0
2017,NUTS,2010,HR04,2,1641.0
2018,NUTS,2010,HR04,2,1707.0
2019,NUTS,2010,HR04,2,1670.0
2020,NUTS,2010,HR05,2,1737.0
2020,NUTS,2010,HR06,2,35.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,5271.0
2012,NUTS,2010,HU,0,4674.0
2013,NUTS,2010,HU,0,4782.0
2014,NUTS,2010,HU,0,4776.0
2015,NUTS,2010,HU,0,4680.0
2016,NUTS,2010,HU,0,4965.0
2017,NUTS,2010,HU,0,4867.0
2018,NUTS,2010,HU,0,6592.0
2019,NUTS,2010,HU,0,6495.0
2020,NUTS,2010,HU,0,6848.0
2011,NUTS,2010,HU1,1,4328.0
2012,NUTS,2010,HU1,1,3736.0
2013,NUTS,2010,HU1,1,3689.0
2014,NUTS,2010,HU1,1,3663.0
2015,NUTS,2010,HU1,1,3595.0
2016,NUTS,2010,HU1,1,3892.0
2017,NUTS,2010,HU1,1,3838.0
2018,NUTS,2010,HU1,1,5126.0
2019,NUTS,2010,HU1,1,5183.0
2011,NUTS,2010,HU10,2,4328.0
2012,NUTS,2010,HU10,2,3736.0
2013,NUTS,2010,HU10,2,3689.0
2014,NUTS,2010,HU10,2,3663.0
2015,NUTS,2010,HU10,2,3595.0
2016,NUTS,2010,HU10,2,3892.0
2017,NUTS,2010,HU11,2,3467.0
2018,NUTS,2010,HU11,2,4769.0
2019,NUTS,2010,HU11,2,4802.0
2017,NUTS,2010,HU12,2,371.0
2018,NUTS,2010,HU12,2,357.0
2019,NUTS,2010,HU12,2,381.0
2011,NUTS,2010,HU2,1,405.0
2012,NUTS,2010,HU2,1,460.0
2013,NUTS,2010,HU2,1,679.0
2014,NUTS,2010,HU2,1,696.0
2015,NUTS,2010,HU2,1,693.0
2016,NUTS,2010,HU2,1,695.0
2017,NUTS,2010,HU2,1,675.0
2018,NUTS,2010,HU2,1,753.0
2019,NUTS,2010,HU2,1,691.0
2011,NUTS,2010,HU21,2,184.0
2012,NUTS,2010,HU21,2,323.0
2013,NUTS,2010,HU21,2,382.0
2014,NUTS,2010,HU21,2,385.0
2015,NUTS,2010,HU21,2,394.0
2016,NUTS,2010,HU21,2,396.0
2017,NUTS,2010,HU21,2,401.0
2018,NUTS,2010,HU21,2,542.0
2019,NUTS,2010,HU21,2,494.0
2011,NUTS,2010,HU22,2,106.0
2012,NUTS,2010,HU22,2,113.0
2013,NUTS,2010,HU22,2,156.0
2014,NUTS,2010,HU22,2,137.0
2015,NUTS,2010,HU22,2,144.0
2016,NUTS,2010,HU22,2,151.0
2017,NUTS,2010,HU22,2,121.0
2018,NUTS,2010,HU22,2,207.0
2019,NUTS,2010,HU22,2,190.0
2011,NUTS,2010,HU23,2,115.0
2012,NUTS,2010,HU23,2,24.0
2013,NUTS,2010,HU23,2,141.0
2014,NUTS,2010,HU23,2,174.0
2015,NUTS,2010,HU23,2,155.0
2016,NUTS,2010,HU23,2,148.0
2017,NUTS,2010,HU23,2,153.0
2018,NUTS,2010,HU23,2,4.0
2019,NUTS,2010,HU23,2,7.0
2011,NUTS,2010,HU3,1,538.0
2012,NUTS,2010,HU3,1,478.0
2013,NUTS,2010,HU3,1,414.0
2014,NUTS,2010,HU3,1,417.0
2015,NUTS,2010,HU3,1,392.0
2016,NUTS,2010,HU3,1,378.0
2017,NUTS,2010,HU3,1,354.0
2018,NUTS,2010,HU3,1,713.0
2019,NUTS,2010,HU3,1,621.0
2011,NUTS,2010,HU31,2,49.0
2012,NUTS,2010,HU31,2,14.0
2013,NUTS,2010,HU31,2,17.0
2014,NUTS,2010,HU31,2,10.0
2015,NUTS,2010,HU31,2,9.0
2016,NUTS,2010,HU31,2,7.0
2017,NUTS,2010,HU31,2,10.0
2018,NUTS,2010,HU31,2,5.0
2019,NUTS,2010,HU31,2,28.0
2011,NUTS,2010,HU32,2,175.0
2012,NUTS,2010,HU32,2,182.0
2013,NUTS,2010,HU32,2,129.0
2014,NUTS,2010,HU32,2,176.0
2015,NUTS,2010,HU32,2,173.0
2016,NUTS,2010,HU32,2,164.0
2017,NUTS,2010,HU32,2,128.0
2018,NUTS,2010,HU32,2,159.0
2019,NUTS,2010,HU32,2,153.0
2011,NUTS,2010,HU33,2,314.0
2012,NUTS,2010,HU33,2,282.0
2013,NUTS,2010,HU33,2,268.0
2014,NUTS,2010,HU33,2,231.0
2015,NUTS,2010,HU33,2,210.0
2016,NUTS,2010,HU33,2,207.0
2017,NUTS,2010,HU33,2,216.0
2018,NUTS,2010,HU33,2,549.0
2019,NUTS,2010,HU33,2,440.0
2011,NUTS,2010,IE,0,547.0
2012,NUTS,2010,IE,0,495.0
2013,NUTS,2010,IE,0,437.0
2014,NUTS,2010,IE,0,461.0
2015,NUTS,2010,IE,0,494.0
2016,NUTS,2010,IE,0,504.0
2017,NUTS,2010,IE,0,580.0
2018,NUTS,2010,IE,0,652.0
2019,NUTS,2010,IE,0,635.0
2020,NUTS,2010,IE,0,641.0
2011,NUTS,2010,IE0,1,547.0
2012,NUTS,2010,IE0,1,495.0
2013,NUTS,2010,IE0,1,437.0
2015,NUTS,2010,IE0,1,494.0
2017,NUTS,2010,IE0,1,580.0
2011,NUTS,2010,IE01,2,82.0
2012,NUTS,2010,IE01,2,74.0
2013,NUTS,2010,IE01,2,66.0
2015,NUTS,2010,IE01,2,18.0
2017,NUTS,2010,IE01,2,56.0
2011,NUTS,2010,IE02,2,465.0
2012,NUTS,2010,IE02,2,421.0
2013,NUTS,2010,IE02,2,371.0
2015,NUTS,2010,IE02,2,476.0
2017,NUTS,2010,IE02,2,525.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,411.0
2013,NUTS,2010,IS,0,181.0
2015,NUTS,2010,IS,0,239.0
2016,NUTS,2010,IS,0,143.0
2017,NUTS,2010,IS,0,247.0
2018,NUTS,2010,IS,0,247.0
2011,NUTS,2010,IT,0,18780.0
2012,NUTS,2010,IT,0,20499.0
2013,NUTS,2010,IT,0,21313.0
2014,NUTS,2010,IT,0,21045.0
2015,NUTS,2010,IT,0,21592.0
2016,NUTS,2010,IT,0,21711.0
2017,NUTS,2010,IT,0,22118.0
2018,NUTS,2010,IT,0,22694.0
2019,NUTS,2010,IT,0,23276.0
2020,NUTS,2010,IT,0,22787.0
2011,NUTS,2010,ITC,1,3074.0
2012,NUTS,2010,ITC,1,3518.0
2013,NUTS,2010,ITC,1,3612.0
2014,NUTS,2010,ITC,1,3628.0
2015,NUTS,2010,ITC,1,3870.0
2016,NUTS,2010,ITC,1,3843.0
2017,NUTS,2010,ITC,1,3825.0
2018,NUTS,2010,ITC,1,4056.0
2019,NUTS,2010,ITC,1,4284.0
2011,NUTS,2010,ITC1,2,537.0
2012,NUTS,2010,ITC1,2,660.0
2013,NUTS,2010,ITC1,2,691.0
2014,NUTS,2010,ITC1,2,643.0
2015,NUTS,2010,ITC1,2,759.0
2016,NUTS,2010,ITC1,2,732.0
2017,NUTS,2010,ITC1,2,764.0
2018,NUTS,2010,ITC1,2,865.0
2019,NUTS,2010,ITC1,2,775.0
2011,NUTS,2010,ITC2,2,38.0
2012,NUTS,2010,ITC2,2,32.0
2013,NUTS,2010,ITC2,2,31.0
2014,NUTS,2010,ITC2,2,24.0
2015,NUTS,2010,ITC2,2,25.0
2016,NUTS,2010,ITC2,2,20.0
2017,NUTS,2010,ITC2,2,39.0
2018,NUTS,2010,ITC2,2,26.0
2019,NUTS,2010,ITC2,2,31.0
2011,NUTS,2010,ITC3,2,598.0
2012,NUTS,2010,ITC3,2,824.0
2013,NUTS,2010,ITC3,2,878.0
2014,NUTS,2010,ITC3,2,933.0
2015,NUTS,2010,ITC3,2,997.0
2016,NUTS,2010,ITC3,2,979.0
2017,NUTS,2010,ITC3,2,1011.0
2018,NUTS,2010,ITC3,2,1117.0
2019,NUTS,2010,ITC3,2,1233.0
2011,NUTS,2010,ITC4,2,1902.0
2012,NUTS,2010,ITC4,2,2003.0
2013,NUTS,2010,ITC4,2,2013.0
2014,NUTS,2010,ITC4,2,2029.0
2015,NUTS,2010,ITC4,2,2088.0
2016,NUTS,2010,ITC4,2,2113.0
2017,NUTS,2010,ITC4,2,2011.0
2018,NUTS,2010,ITC4,2,2048.0
2019,NUTS,2010,ITC4,2,2245.0
2011,NUTS,2010,ITF,1,2608.0
2012,NUTS,2010,ITF,1,2922.0
2013,NUTS,2010,ITF,1,3193.0
2014,NUTS,2010,ITF,1,3334.0
2015,NUTS,2010,ITF,1,3616.0
2016,NUTS,2010,ITF,1,3381.0
2017,NUTS,2010,ITF,1,3485.0
2018,NUTS,2010,ITF,1,3470.0
2019,NUTS,2010,ITF,1,3661.0
2011,NUTS,2010,ITF1,2,77.0
2012,NUTS,2010,ITF1,2,109.0
2013,NUTS,2010,ITF1,2,132.0
2014,NUTS,2010,ITF1,2,192.0
2015,NUTS,2010,ITF1,2,223.0
2016,NUTS,2010,ITF1,2,227.0
2017,NUTS,2010,ITF1,2,243.0
2018,NUTS,2010,ITF1,2,259.0
2019,NUTS,2010,ITF1,2,272.0
2011,NUTS,2010,ITF2,2,7.0
2012,NUTS,2010,ITF2,2,5.0
2013,NUTS,2010,ITF2,2,7.0
2014,NUTS,2010,ITF2,2,5.0
2015,NUTS,2010,ITF2,2,17.0
2016,NUTS,2010,ITF2,2,15.0
2017,NUTS,2010,ITF2,2,7.0
2018,NUTS,2010,ITF2,2,10.0
2019,NUTS,2010,ITF2,2,15.0
2011,NUTS,2010,ITF3,2,1400.0
2012,NUTS,2010,ITF3,2,1601.0
2013,NUTS,2010,ITF3,2,1740.0
2014,NUTS,2010,ITF3,2,1748.0
2015,NUTS,2010,ITF3,2,1850.0
2016,NUTS,2010,ITF3,2,1763.0
2017,NUTS,2010,ITF3,2,1781.0
2018,NUTS,2010,ITF3,2,1757.0
2019,NUTS,2010,ITF3,2,1865.0
2011,NUTS,2010,ITF4,2,702.0
2012,NUTS,2010,ITF4,2,731.0
2013,NUTS,2010,ITF4,2,788.0
2014,NUTS,2010,ITF4,2,862.0
2015,NUTS,2010,ITF4,2,890.0
2016,NUTS,2010,ITF4,2,831.0
2017,NUTS,2010,ITF4,2,892.0
2018,NUTS,2010,ITF4,2,896.0
2019,NUTS,2010,ITF4,2,931.0
2011,NUTS,2010,ITF5,2,252.0
2012,NUTS,2010,ITF5,2,265.0
2013,NUTS,2010,ITF5,2,276.0
2014,NUTS,2010,ITF5,2,271.0
2015,NUTS,2010,ITF5,2,293.0
2016,NUTS,2010,ITF5,2,287.0
2017,NUTS,2010,ITF5,2,302.0
2018,NUTS,2010,ITF5,2,297.0
2019,NUTS,2010,ITF5,2,326.0
2011,NUTS,2010,ITF6,2,170.0
2012,NUTS,2010,ITF6,2,211.0
2013,NUTS,2010,ITF6,2,250.0
2014,NUTS,2010,ITF6,2,257.0
2015,NUTS,2010,ITF6,2,344.0
2016,NUTS,2010,ITF6,2,259.0
2017,NUTS,2010,ITF6,2,260.0
2018,NUTS,2010,ITF6,2,252.0
2019,NUTS,2010,ITF6,2,252.0
2011,NUTS,2010,ITG,1,1254.0
2012,NUTS,2010,ITG,1,1512.0
2013,NUTS,2010,ITG,1,1664.0
2014,NUTS,2010,ITG,1,1750.0
2015,NUTS,2010,ITG,1,1753.0
2016,NUTS,2010,ITG,1,1689.0
2017,NUTS,2010,ITG,1,1775.0
2018,NUTS,2010,ITG,1,1826.0
2019,NUTS,2010,ITG,1,1792.0
2011,NUTS,2010,ITG1,2,833.0
2012,NUTS,2010,ITG1,2,1055.0
2013,NUTS,2010,ITG1,2,1194.0
2014,NUTS,2010,ITG1,2,1241.0
2015,NUTS,2010,ITG1,2,1246.0
2016,NUTS,2010,ITG1,2,1215.0
2017,NUTS,2010,ITG1,2,1308.0
2018,NUTS,2010,ITG1,2,1371.0
2019,NUTS,2010,ITG1,2,1313.0
2011,NUTS,2010,ITG2,2,420.0
2012,NUTS,2010,ITG2,2,457.0
2013,NUTS,2010,ITG2,2,470.0
2014,NUTS,2010,ITG2,2,509.0
2015,NUTS,2010,ITG2,2,507.0
2016,NUTS,2010,ITG2,2,474.0
2017,NUTS,2010,ITG2,2,467.0
2018,NUTS,2010,ITG2,2,455.0
2019,NUTS,2010,ITG2,2,479.0
2011,NUTS,2010,ITH,1,3934.0
2012,NUTS,2010,ITH,1,4353.0
2013,NUTS,2010,ITH,1,4615.0
2014,NUTS,2010,ITH,1,4232.0
2015,NUTS,2010,ITH,1,4207.0
2016,NUTS,2010,ITH,1,4286.0
2017,NUTS,2010,ITH,1,4374.0
2018,NUTS,2010,ITH,1,4491.0
2019,NUTS,2010,ITH,1,4545.0
2011,NUTS,2010,ITH1,2,285.0
2012,NUTS,2010,ITH1,2,314.0
2013,NUTS,2010,ITH1,2,343.0
2014,NUTS,2010,ITH1,2,33.0
2015,NUTS,2010,ITH1,2,18.0
2016,NUTS,2010,ITH1,2,29.0
2017,NUTS,2010,ITH1,2,20.0
2018,NUTS,2010,ITH1,2,108.0
2019,NUTS,2010,ITH1,2,115.0
2011,NUTS,2010,ITH2,2,637.0
2012,NUTS,2010,ITH2,2,655.0
2013,NUTS,2010,ITH2,2,775.0
2014,NUTS,2010,ITH2,2,743.0
2015,NUTS,2010,ITH2,2,686.0
2016,NUTS,2010,ITH2,2,691.0
2017,NUTS,2010,ITH2,2,743.0
2018,NUTS,2010,ITH2,2,721.0
2019,NUTS,2010,ITH2,2,732.0
2011,NUTS,2010,ITH3,2,685.0
2012,NUTS,2010,ITH3,2,844.0
2013,NUTS,2010,ITH3,2,878.0
2014,NUTS,2010,ITH3,2,810.0
2015,NUTS,2010,ITH3,2,792.0
2016,NUTS,2010,ITH3,2,797.0
2017,NUTS,2010,ITH3,2,806.0
2018,NUTS,2010,ITH3,2,871.0
2019,NUTS,2010,ITH3,2,889.0
2011,NUTS,2010,ITH4,2,723.0
2012,NUTS,2010,ITH4,2,697.0
2013,NUTS,2010,ITH4,2,679.0
2014,NUTS,2010,ITH4,2,793.0
2015,NUTS,2010,ITH4,2,793.0
2016,NUTS,2010,ITH4,2,911.0
2017,NUTS,2010,ITH4,2,931.0
2018,NUTS,2010,ITH4,2,874.0
2019,NUTS,2010,ITH4,2,866.0
2011,NUTS,2010,ITH5,2,1605.0
2012,NUTS,2010,ITH5,2,1843.0
2013,NUTS,2010,ITH5,2,1941.0
2014,NUTS,2010,ITH5,2,1853.0
2015,NUTS,2010,ITH5,2,1919.0
2016,NUTS,2010,ITH5,2,1858.0
2017,NUTS,2010,ITH5,2,1874.0
2018,NUTS,2010,ITH5,2,1916.0
2019,NUTS,2010,ITH5,2,1943.0
2011,NUTS,2010,ITI,1,7910.0
2012,NUTS,2010,ITI,1,8195.0
2013,NUTS,2010,ITI,1,8228.0
2014,NUTS,2010,ITI,1,8099.0
2015,NUTS,2010,ITI,1,8146.0
2016,NUTS,2010,ITI,1,8512.0
2017,NUTS,2010,ITI,1,8659.0
2018,NUTS,2010,ITI,1,8851.0
2019,NUTS,2010,ITI,1,8995.0
2011,NUTS,2010,ITI1,2,1467.0
2012,NUTS,2010,ITI1,2,1584.0
2013,NUTS,2010,ITI1,2,1804.0
2014,NUTS,2010,ITI1,2,1722.0
2015,NUTS,2010,ITI1,2,1669.0
2016,NUTS,2010,ITI1,2,1804.0
2017,NUTS,2010,ITI1,2,1775.0
2018,NUTS,2010,ITI1,2,1874.0
2019,NUTS,2010,ITI1,2,1835.0
2011,NUTS,2010,ITI2,2,117.0
2012,NUTS,2010,ITI2,2,153.0
2013,NUTS,2010,ITI2,2,151.0
2014,NUTS,2010,ITI2,2,156.0
2015,NUTS,2010,ITI2,2,173.0
2016,NUTS,2010,ITI2,2,187.0
2017,NUTS,2010,ITI2,2,151.0
2018,NUTS,2010,ITI2,2,150.0
2019,NUTS,2010,ITI2,2,192.0
2011,NUTS,2010,ITI3,2,68.0
2012,NUTS,2010,ITI3,2,86.0
2013,NUTS,2010,ITI3,2,117.0
2014,NUTS,2010,ITI3,2,110.0
2015,NUTS,2010,ITI3,2,121.0
2016,NUTS,2010,ITI3,2,120.0
2017,NUTS,2010,ITI3,2,108.0
2018,NUTS,2010,ITI3,2,133.0
2019,NUTS,2010,ITI3,2,130.0
2011,NUTS,2010,ITI4,2,6258.0
2012,NUTS,2010,ITI4,2,6372.0
2013,NUTS,2010,ITI4,2,6156.0
2014,NUTS,2010,ITI4,2,6111.0
2015,NUTS,2010,ITI4,2,6183.0
2016,NUTS,2010,ITI4,2,6400.0
2017,NUTS,2010,ITI4,2,6625.0
2018,NUTS,2010,ITI4,2,6695.0
2019,NUTS,2010,ITI4,2,6838.0
2011,NUTS,2010,JP,0,32164.0
2012,NUTS,2010,JP,0,31567.0
2013,NUTS,2010,JP,0,30904.0
2014,NUTS,2010,JP,0,30373.0
2015,NUTS,2010,JP,0,30242.0
2016,NUTS,2010,JP,0,30238.0
2017,NUTS,2010,JP,0,30610.0
2018,NUTS,2010,JP,0,30585.0
2019,NUTS,2010,JP,0,30532.0
2011,NUTS,2010,KR,0,21203.0
2012,NUTS,2010,KR,0,22204.0
2013,NUTS,2010,KR,0,23292.0
2014,NUTS,2010,KR,0,24750.0
2015,NUTS,2010,KR,0,26431.0
2016,NUTS,2010,KR,0,27170.0
2017,NUTS,2010,KR,0,27185.0
2018,NUTS,2010,KR,0,27364.0
2019,NUTS,2010,KR,0,28686.0
2011,NUTS,2010,LT,0,1376.0
2012,NUTS,2010,LT,0,1372.0
2013,NUTS,2010,LT,0,1395.0
2014,NUTS,2010,LT,0,1400.0
2015,NUTS,2010,LT,0,1449.0
2016,NUTS,2010,LT,0,1577.0
2017,NUTS,2010,LT,0,1613.0
2018,NUTS,2010,LT,0,1584.0
2019,NUTS,2010,LT,0,1536.0
2020,NUTS,2010,LT,0,1543.0
2015,NUTS,2010,LT01,2,1160.0
2016,NUTS,2010,LT01,2,1148.0
2017,NUTS,2010,LT01,2,1185.0
2018,NUTS,2010,LT01,2,1190.0
2019,NUTS,2010,LT01,2,1164.0
2015,NUTS,2010,LT02,2,289.0
2016,NUTS,2010,LT02,2,429.0
2017,NUTS,2010,LT02,2,428.0
2018,NUTS,2010,LT02,2,395.0
2019,NUTS,2010,LT02,2,372.0
2011,NUTS,2010,LU,0,747.0
2012,NUTS,2010,LU,0,732.0
2013,NUTS,2010,LU,0,733.0
2014,NUTS,2010,LU,0,708.0
2015,NUTS,2010,LU,0,617.0
2016,NUTS,2010,LU,0,601.0
2017,NUTS,2010,LU,0,612.0
2018,NUTS,2010,LU,0,644.0
2019,NUTS,2010,LU,0,662.0
2020,NUTS,2010,LU,0,657.0
2011,NUTS,2010,LV,0,686.0
2012,NUTS,2010,LV,0,703.0
2013,NUTS,2010,LV,0,707.0
2014,NUTS,2010,LV,0,681.0
2015,NUTS,2010,LV,0,691.0
2016,NUTS,2010,LV,0,626.0
2017,NUTS,2010,LV,0,571.0
2018,NUTS,2010,LV,0,572.0
2019,NUTS,2010,LV,0,566.0
2020,NUTS,2010,LV,0,619.0
2011,NUTS,2010,ME,0,109.0
2013,NUTS,2010,ME,0,97.0
2014,NUTS,2010,ME,0,97.0
2015,NUTS,2010,ME,0,94.0
2016,NUTS,2010,ME,0,73.0
2017,NUTS,2010,ME,0,100.0
2018,NUTS,2010,ME,0,103.0
2019,NUTS,2010,ME,0,177.0
2011,NUTS,2010,MK,0,230.0
2012,NUTS,2010,MK,0,389.0
2013,NUTS,2010,MK,0,344.0
2014,NUTS,2010,MK,0,354.0
2015,NUTS,2010,MK,0,188.0
2016,NUTS,2010,MK,0,220.0
2017,NUTS,2010,MK,0,189.0
2018,NUTS,2010,MK,0,185.0
2019,NUTS,2010,MK,0,177.0
2020,NUTS,2010,MK,0,171.0
2011,NUTS,2010,MT,0,24.0
2012,NUTS,2010,MT,0,27.0
2013,NUTS,2010,MT,0,17.0
2014,NUTS,2010,MT,0,18.0
2015,NUTS,2010,MT,0,20.0
2016,NUTS,2010,MT,0,16.0
2017,NUTS,2010,MT,0,15.0
2018,NUTS,2010,MT,0,16.0
2019,NUTS,2010,MT,0,10.0
2020,NUTS,2010,MT,0,8.0
2011,NUTS,2010,NL,0,6761.0
2012,NUTS,2010,NL,0,8581.0
2013,NUTS,2010,NL,0,5560.0
2014,NUTS,2010,NL,0,5413.0
2015,NUTS,2010,NL,0,5538.0
2016,NUTS,2010,NL,0,5668.0
2017,NUTS,2010,NL,0,5563.0
2018,NUTS,2010,NL,0,5845.0
2019,NUTS,2010,NL,0,6083.0
2020,NUTS,2010,NL,0,5982.0
2011,NUTS,2010,NL3,1,4952.0
2012,NUTS,2010,NL3,1,5689.0
2011,NUTS,2010,NO,0,4601.0
2012,NUTS,2010,NO,0,4654.0
2013,NUTS,2010,NO,0,4705.0
2014,NUTS,2010,NO,0,4627.0
2015,NUTS,2010,NO,0,4735.0
