year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_bes
1983,NUTS,2010,IS00,2,78.5
1985,NUTS,2010,IS00,2,137.6
1987,NUTS,2010,IS00,2,255.9
1989,NUTS,2010,IS00,2,610.683
1990,NUTS,2010,IS00,2,700.518
1991,NUTS,2010,IS00,2,1005.396
1992,NUTS,2010,IS00,2,1166.911
1993,NUTS,2010,IS00,2,1710.558
1994,NUTS,2010,IS00,2,1881.614
1995,NUTS,2010,IS00,2,2216.386
1997,NUTS,2010,IS00,2,3918.007
1998,NUTS,2010,IS00,2,4309.808
1999,NUTS,2010,IS00,2,6776.819
2000,NUTS,2010,IS00,2,10286.0
2001,NUTS,2010,IS00,2,13413.216
2002,NUTS,2010,IS00,2,13783.0
2003,NUTS,2010,IS00,2,12277.0
2005,NUTS,2010,IS00,2,14652.1
2006,NUTS,2010,IS00,2,18601.083
2007,NUTS,2010,IS00,2,19168.534
2008,NUTS,2010,IS00,2,21372.915
2009,NUTS,2010,IS00,2,21256.1
2010,NUTS,2010,IS00,2,21357.1
2011,NUTS,2010,IS00,2,22543.2
2013,NUTS,2010,IS00,2,18619.2
2014,NUTS,2010,IS00,2,24668.966
2015,NUTS,2010,IS00,2,33265.0
2016,NUTS,2010,IS00,2,34148.5
2017,NUTS,2010,IS00,2,35416.5
2018,NUTS,2010,IS00,2,36603.0
2019,NUTS,2010,IS00,2,48660.0
2020,NUTS,2010,IS00,2,49397.0
1981,NUTS,2010,IT,0,1180.68
1982,NUTS,2010,IT,0,1441.07
1983,NUTS,2010,IT,0,1777.13
1984,NUTS,2010,IT,0,2132.07
1985,NUTS,2010,IT,0,2686.03
1986,NUTS,2010,IT,0,3070.68
1987,NUTS,2010,IT,0,3455.04
1988,NUTS,2010,IT,0,3966.15
1989,NUTS,2010,IT,0,4492.38
1990,NUTS,2010,IT,0,5120.3
1991,NUTS,2010,IT,0,5088.98
1992,NUTS,2010,IT,0,5175.8
1993,NUTS,2010,IT,0,4880.72
1994,NUTS,2010,IT,0,4754.53
1995,NUTS,2010,IT,0,4927.37
1996,NUTS,2010,IT,0,5292.02
1997,NUTS,2010,IT,0,5376.6
1998,NUTS,2010,IT,0,5532.8
1999,NUTS,2010,IT,0,5684.0
2000,NUTS,2010,IT,0,6239.0
2001,NUTS,2010,IT,0,6660.9
2002,NUTS,2010,IT,0,7056.5
2003,NUTS,2010,IT,0,6979.0
2004,NUTS,2010,IT,0,7293.0
2005,NUTS,2010,IT,0,7855.8
2006,NUTS,2010,IT,0,8210.3
2007,NUTS,2010,IT,0,9454.7
2008,NUTS,2010,IT,0,10173.3
2009,NUTS,2010,IT,0,10238.1
2010,NUTS,2010,IT,0,10579.2
2011,NUTS,2010,IT,0,10825.3
2012,NUTS,2010,IT,0,11107.2
2013,NUTS,2010,IT,0,11480.4
2014,NUTS,2010,IT,0,12343.773
2015,NUTS,2010,IT,0,12886.4
2016,NUTS,2010,IT,0,14088.196
2017,NUTS,2010,IT,0,14840.071
2018,NUTS,2010,IT,0,15934.029
2019,NUTS,2010,IT,0,16589.218
2020,NUTS,2010,IT,0,15445.885
1991,NUTS,2010,ITC,1,3395.6
1992,NUTS,2010,ITC,1,3396.43
1993,NUTS,2010,ITC,1,3143.35
1994,NUTS,2010,ITC,1,2933.55
1995,NUTS,2010,ITC,1,3028.5
1996,NUTS,2010,ITC,1,3153.3
1997,NUTS,2010,ITC,1,3241.8
1998,NUTS,2010,ITC,1,3325.5
1999,NUTS,2010,ITC,1,3412.3
2000,NUTS,2010,ITC,1,3623.18
2003,NUTS,2010,ITC,1,3752.0
2004,NUTS,2010,ITC,1,4006.0
2005,NUTS,2010,ITC,1,4275.0
2007,NUTS,2010,ITC,1,4720.5
2008,NUTS,2010,ITC,1,4820.4
2009,NUTS,2010,ITC,1,4733.2
2010,NUTS,2010,ITC,1,5117.1
2011,NUTS,2010,ITC,1,5296.8
2012,NUTS,2010,ITC,1,5337.1
2013,NUTS,2010,ITC,1,5435.8
2014,NUTS,2010,ITC,1,5830.549
2015,NUTS,2010,ITC,1,5857.6
2016,NUTS,2010,ITC,1,6263.695
2017,NUTS,2010,ITC,1,6443.111
2018,NUTS,2010,ITC,1,6873.07
2019,NUTS,2010,ITC,1,7025.596
1991,NUTS,2010,ITC1,2,1611.78
1992,NUTS,2010,ITC1,2,1524.85
1993,NUTS,2010,ITC1,2,1350.69
1994,NUTS,2010,ITC1,2,1177.65
1995,NUTS,2010,ITC1,2,1168.45
1996,NUTS,2010,ITC1,2,1215.14
1997,NUTS,2010,ITC1,2,1242.7
1998,NUTS,2010,ITC1,2,1281.8
1999,NUTS,2010,ITC1,2,1274.1
2000,NUTS,2010,ITC1,2,1364.3
2003,NUTS,2010,ITC1,2,1346.0
2004,NUTS,2010,ITC1,2,1476.0
2005,NUTS,2010,ITC1,2,1598.0
2007,NUTS,2010,ITC1,2,1736.3
2008,NUTS,2010,ITC1,2,1800.8
2009,NUTS,2010,ITC1,2,1682.5
2010,NUTS,2010,ITC1,2,1719.0
2011,NUTS,2010,ITC1,2,1855.6
2012,NUTS,2010,ITC1,2,1886.1
2013,NUTS,2010,ITC1,2,1953.5
2014,NUTS,2010,ITC1,2,2227.998
2015,NUTS,2010,ITC1,2,2207.6
2016,NUTS,2010,ITC1,2,2296.561
2017,NUTS,2010,ITC1,2,2277.639
2018,NUTS,2010,ITC1,2,2475.788
2019,NUTS,2010,ITC1,2,2450.37
1991,NUTS,2010,ITC2,2,2.36
1992,NUTS,2010,ITC2,2,2.37
1993,NUTS,2010,ITC2,2,0.78
1994,NUTS,2010,ITC2,2,1.68
1995,NUTS,2010,ITC2,2,1.45
1996,NUTS,2010,ITC2,2,4.08
1997,NUTS,2010,ITC2,2,1.4
1998,NUTS,2010,ITC2,2,4.0
1999,NUTS,2010,ITC2,2,10.2
2000,NUTS,2010,ITC2,2,21.0
2003,NUTS,2010,ITC2,2,9.0
2004,NUTS,2010,ITC2,2,8.0
2005,NUTS,2010,ITC2,2,8.0
2007,NUTS,2010,ITC2,2,8.0
2008,NUTS,2010,ITC2,2,18.9
2009,NUTS,2010,ITC2,2,20.4
2010,NUTS,2010,ITC2,2,18.4
2011,NUTS,2010,ITC2,2,16.6
2012,NUTS,2010,ITC2,2,12.3
2013,NUTS,2010,ITC2,2,9.2
2014,NUTS,2010,ITC2,2,12.154
2015,NUTS,2010,ITC2,2,20.6
2016,NUTS,2010,ITC2,2,19.167
2017,NUTS,2010,ITC2,2,17.644
2018,NUTS,2010,ITC2,2,16.29
2019,NUTS,2010,ITC2,2,14.51
1991,NUTS,2010,ITC3,2,170.52
1992,NUTS,2010,ITC3,2,168.64
1993,NUTS,2010,ITC3,2,165.36
1994,NUTS,2010,ITC3,2,149.52
1995,NUTS,2010,ITC3,2,143.76
1996,NUTS,2010,ITC3,2,131.12
1997,NUTS,2010,ITC3,2,184.9
1998,NUTS,2010,ITC3,2,159.9
1999,NUTS,2010,ITC3,2,177.6
2000,NUTS,2010,ITC3,2,172.05
2003,NUTS,2010,ITC3,2,238.0
2004,NUTS,2010,ITC3,2,248.0
2005,NUTS,2010,ITC3,2,268.0
2007,NUTS,2010,ITC3,2,314.4
2008,NUTS,2010,ITC3,2,310.7
2009,NUTS,2010,ITC3,2,314.0
2010,NUTS,2010,ITC3,2,371.1
2011,NUTS,2010,ITC3,2,359.7
2012,NUTS,2010,ITC3,2,332.5
2013,NUTS,2010,ITC3,2,321.9
2014,NUTS,2010,ITC3,2,345.391
2015,NUTS,2010,ITC3,2,397.0
2016,NUTS,2010,ITC3,2,447.198
2017,NUTS,2010,ITC3,2,409.346
2018,NUTS,2010,ITC3,2,373.363
2019,NUTS,2010,ITC3,2,425.761
1991,NUTS,2010,ITC4,2,1610.94
1992,NUTS,2010,ITC4,2,1700.56
1993,NUTS,2010,ITC4,2,1626.52
1994,NUTS,2010,ITC4,2,1604.69
1995,NUTS,2010,ITC4,2,1714.85
1996,NUTS,2010,ITC4,2,1802.95
1997,NUTS,2010,ITC4,2,1812.8
1998,NUTS,2010,ITC4,2,1879.8
1999,NUTS,2010,ITC4,2,1950.3
2000,NUTS,2010,ITC4,2,2065.83
2003,NUTS,2010,ITC4,2,2159.0
2004,NUTS,2010,ITC4,2,2274.0
2005,NUTS,2010,ITC4,2,2401.0
2007,NUTS,2010,ITC4,2,2661.8
2008,NUTS,2010,ITC4,2,2690.0
2009,NUTS,2010,ITC4,2,2716.3
2010,NUTS,2010,ITC4,2,3008.6
2011,NUTS,2010,ITC4,2,3065.1
2012,NUTS,2010,ITC4,2,3106.2
2013,NUTS,2010,ITC4,2,3151.2
2014,NUTS,2010,ITC4,2,3245.006
2015,NUTS,2010,ITC4,2,3232.4
2016,NUTS,2010,ITC4,2,3500.769
2017,NUTS,2010,ITC4,2,3738.482
2018,NUTS,2010,ITC4,2,4007.628
2019,NUTS,2010,ITC4,2,4134.955
1991,NUTS,2010,ITF,1,288.78
1992,NUTS,2010,ITF,1,348.72
1993,NUTS,2010,ITF,1,406.45
1994,NUTS,2010,ITF,1,353.04
1995,NUTS,2010,ITF,1,317.92
1996,NUTS,2010,ITF,1,408.93
1997,NUTS,2010,ITF,1,380.5
1998,NUTS,2010,ITF,1,328.3
1999,NUTS,2010,ITF,1,353.4
2000,NUTS,2010,ITF,1,449.66
2003,NUTS,2010,ITF,1,551.0
2004,NUTS,2010,ITF,1,606.0
2005,NUTS,2010,ITF,1,640.0
2007,NUTS,2010,ITF,1,811.9
2008,NUTS,2010,ITF,1,811.1
2009,NUTS,2010,ITF,1,771.1
2010,NUTS,2010,ITF,1,709.6
2011,NUTS,2010,ITF,1,703.1
2012,NUTS,2010,ITF,1,746.3
2013,NUTS,2010,ITF,1,815.9
2014,NUTS,2010,ITF,1,866.592
2015,NUTS,2010,ITF,1,1008.4
2016,NUTS,2010,ITF,1,980.338
2017,NUTS,2010,ITF,1,1092.354
2018,NUTS,2010,ITF,1,1174.262
2019,NUTS,2010,ITF,1,1317.318
1991,NUTS,2010,ITF1,2,62.14
1992,NUTS,2010,ITF1,2,86.46
1993,NUTS,2010,ITF1,2,84.25
1994,NUTS,2010,ITF1,2,82.97
1995,NUTS,2010,ITF1,2,80.26
1996,NUTS,2010,ITF1,2,150.94
1997,NUTS,2010,ITF1,2,97.4
1998,NUTS,2010,ITF1,2,65.9
1999,NUTS,2010,ITF1,2,63.1
2000,NUTS,2010,ITF1,2,96.02
2003,NUTS,2010,ITF1,2,125.0
2004,NUTS,2010,ITF1,2,115.0
2005,NUTS,2010,ITF1,2,126.0
2007,NUTS,2010,ITF1,2,124.2
2008,NUTS,2010,ITF1,2,120.8
2009,NUTS,2010,ITF1,2,112.8
2010,NUTS,2010,ITF1,2,108.7
2011,NUTS,2010,ITF1,2,95.5
2012,NUTS,2010,ITF1,2,81.4
2013,NUTS,2010,ITF1,2,97.7
2014,NUTS,2010,ITF1,2,121.632
2015,NUTS,2010,ITF1,2,117.4
2016,NUTS,2010,ITF1,2,143.775
2017,NUTS,2010,ITF1,2,158.395
2018,NUTS,2010,ITF1,2,145.184
2019,NUTS,2010,ITF1,2,173.041
1991,NUTS,2010,ITF2,2,3.18
1992,NUTS,2010,ITF2,2,0.79
1993,NUTS,2010,ITF2,2,0.87
1994,NUTS,2010,ITF2,2,0.79
1995,NUTS,2010,ITF2,2,0.05
1996,NUTS,2010,ITF2,2,5.77
1998,NUTS,2010,ITF2,2,5.1
2000,NUTS,2010,ITF2,2,5.47
2003,NUTS,2010,ITF2,2,2.0
2004,NUTS,2010,ITF2,2,3.0
2005,NUTS,2010,ITF2,2,2.0
2007,NUTS,2010,ITF2,2,4.4
2008,NUTS,2010,ITF2,2,4.9
2009,NUTS,2010,ITF2,2,5.1
2010,NUTS,2010,ITF2,2,2.9
2011,NUTS,2010,ITF2,2,2.4
2012,NUTS,2010,ITF2,2,3.2
2013,NUTS,2010,ITF2,2,19.7
2014,NUTS,2010,ITF2,2,18.247
2015,NUTS,2010,ITF2,2,38.2
2016,NUTS,2010,ITF2,2,42.855
2017,NUTS,2010,ITF2,2,48.772
2018,NUTS,2010,ITF2,2,60.001
2019,NUTS,2010,ITF2,2,51.025
1991,NUTS,2010,ITF3,2,144.92
1992,NUTS,2010,ITF3,2,177.69
1993,NUTS,2010,ITF3,2,229.58
1994,NUTS,2010,ITF3,2,188.4
1995,NUTS,2010,ITF3,2,156.69
1996,NUTS,2010,ITF3,2,176.37
1997,NUTS,2010,ITF3,2,204.3
1998,NUTS,2010,ITF3,2,192.7
1999,NUTS,2010,ITF3,2,216.2
2000,NUTS,2010,ITF3,2,259.33
2003,NUTS,2010,ITF3,2,311.0
2004,NUTS,2010,ITF3,2,365.0
2005,NUTS,2010,ITF3,2,381.0
2007,NUTS,2010,ITF3,2,538.6
2008,NUTS,2010,ITF3,2,523.8
2009,NUTS,2010,ITF3,2,480.5
2010,NUTS,2010,ITF3,2,437.6
2011,NUTS,2010,ITF3,2,461.7
2012,NUTS,2010,ITF3,2,518.2
2013,NUTS,2010,ITF3,2,525.4
2014,NUTS,2010,ITF3,2,506.168
2015,NUTS,2010,ITF3,2,550.0
2016,NUTS,2010,ITF3,2,544.382
2017,NUTS,2010,ITF3,2,583.801
2018,NUTS,2010,ITF3,2,648.775
2019,NUTS,2010,ITF3,2,729.752
1991,NUTS,2010,ITF4,2,62.89
1992,NUTS,2010,ITF4,2,67.77
1993,NUTS,2010,ITF4,2,75.06
1994,NUTS,2010,ITF4,2,67.13
1995,NUTS,2010,ITF4,2,71.78
1996,NUTS,2010,ITF4,2,69.57
1997,NUTS,2010,ITF4,2,73.8
1998,NUTS,2010,ITF4,2,56.3
1999,NUTS,2010,ITF4,2,60.2
2000,NUTS,2010,ITF4,2,72.1
2003,NUTS,2010,ITF4,2,89.0
2004,NUTS,2010,ITF4,2,97.0
2005,NUTS,2010,ITF4,2,102.0
2007,NUTS,2010,ITF4,2,113.6
2008,NUTS,2010,ITF4,2,129.0
2009,NUTS,2010,ITF4,2,139.5
2010,NUTS,2010,ITF4,2,134.9
2011,NUTS,2010,ITF4,2,127.4
2012,NUTS,2010,ITF4,2,131.2
2013,NUTS,2010,ITF4,2,157.1
2014,NUTS,2010,ITF4,2,199.787
2015,NUTS,2010,ITF4,2,263.1
2016,NUTS,2010,ITF4,2,202.895
2017,NUTS,2010,ITF4,2,229.357
2018,NUTS,2010,ITF4,2,245.269
2019,NUTS,2010,ITF4,2,284.06
1991,NUTS,2010,ITF5,2,6.9
1992,NUTS,2010,ITF5,2,8.11
1993,NUTS,2010,ITF5,2,10.44
1994,NUTS,2010,ITF5,2,8.18
1995,NUTS,2010,ITF5,2,6.25
1996,NUTS,2010,ITF5,2,5.55
1997,NUTS,2010,ITF5,2,4.1
1998,NUTS,2010,ITF5,2,6.5
1999,NUTS,2010,ITF5,2,12.3
2000,NUTS,2010,ITF5,2,15.26
2003,NUTS,2010,ITF5,2,19.0
2004,NUTS,2010,ITF5,2,19.0
2005,NUTS,2010,ITF5,2,20.0
2007,NUTS,2010,ITF5,2,18.4
2008,NUTS,2010,ITF5,2,18.5
2009,NUTS,2010,ITF5,2,18.2
2010,NUTS,2010,ITF5,2,15.2
2011,NUTS,2010,ITF5,2,9.2
2012,NUTS,2010,ITF5,2,3.8
2013,NUTS,2010,ITF5,2,4.9
2014,NUTS,2010,ITF5,2,4.943
2015,NUTS,2010,ITF5,2,13.2
2016,NUTS,2010,ITF5,2,14.911
2017,NUTS,2010,ITF5,2,25.98
2018,NUTS,2010,ITF5,2,24.084
2019,NUTS,2010,ITF5,2,23.08
1991,NUTS,2010,ITF6,2,8.75
1992,NUTS,2010,ITF6,2,7.89
1993,NUTS,2010,ITF6,2,6.26
1994,NUTS,2010,ITF6,2,5.57
1995,NUTS,2010,ITF6,2,2.89
1996,NUTS,2010,ITF6,2,0.73
1997,NUTS,2010,ITF6,2,0.9
1998,NUTS,2010,ITF6,2,1.8
1999,NUTS,2010,ITF6,2,1.7
2000,NUTS,2010,ITF6,2,1.47
2003,NUTS,2010,ITF6,2,5.0
2004,NUTS,2010,ITF6,2,7.0
2005,NUTS,2010,ITF6,2,9.0
2007,NUTS,2010,ITF6,2,12.7
2008,NUTS,2010,ITF6,2,14.1
2009,NUTS,2010,ITF6,2,15.1
2010,NUTS,2010,ITF6,2,10.2
2011,NUTS,2010,ITF6,2,6.8
2012,NUTS,2010,ITF6,2,8.5
2013,NUTS,2010,ITF6,2,11.1
2014,NUTS,2010,ITF6,2,15.815
2015,NUTS,2010,ITF6,2,26.6
2016,NUTS,2010,ITF6,2,31.52
2017,NUTS,2010,ITF6,2,46.049
2018,NUTS,2010,ITF6,2,50.949
2019,NUTS,2010,ITF6,2,56.36
1991,NUTS,2010,ITG,1,57.56
1992,NUTS,2010,ITG,1,67.86
1993,NUTS,2010,ITG,1,57.88
1994,NUTS,2010,ITG,1,60.72
1995,NUTS,2010,ITG,1,37.1
1996,NUTS,2010,ITG,1,36.63
1997,NUTS,2010,ITG,1,49.9
1998,NUTS,2010,ITG,1,114.9
1999,NUTS,2010,ITG,1,98.9
2000,NUTS,2010,ITG,1,155.55
2003,NUTS,2010,ITG,1,151.0
2004,NUTS,2010,ITG,1,183.0
2005,NUTS,2010,ITG,1,176.0
2007,NUTS,2010,ITG,1,193.0
2008,NUTS,2010,ITG,1,213.9
2009,NUTS,2010,ITG,1,225.1
2010,NUTS,2010,ITG,1,214.6
2011,NUTS,2010,ITG,1,219.2
2012,NUTS,2010,ITG,1,213.5
2013,NUTS,2010,ITG,1,235.8
2014,NUTS,2010,ITG,1,235.712
2015,NUTS,2010,ITG,1,277.8
2016,NUTS,2010,ITG,1,265.683
2017,NUTS,2010,ITG,1,262.905
2018,NUTS,2010,ITG,1,310.835
2019,NUTS,2010,ITG,1,332.127
1991,NUTS,2010,ITG1,2,40.31
1992,NUTS,2010,ITG1,2,48.8
1993,NUTS,2010,ITG1,2,37.97
1994,NUTS,2010,ITG1,2,42.02
1995,NUTS,2010,ITG1,2,21.43
1996,NUTS,2010,ITG1,2,16.96
1997,NUTS,2010,ITG1,2,30.7
1998,NUTS,2010,ITG1,2,102.0
1999,NUTS,2010,ITG1,2,83.5
2000,NUTS,2010,ITG1,2,140.63
2003,NUTS,2010,ITG1,2,135.0
2004,NUTS,2010,ITG1,2,172.0
2005,NUTS,2010,ITG1,2,165.0
2007,NUTS,2010,ITG1,2,167.7
2008,NUTS,2010,ITG1,2,189.5
2009,NUTS,2010,ITG1,2,201.5
2010,NUTS,2010,ITG1,2,197.6
2011,NUTS,2010,ITG1,2,202.7
2012,NUTS,2010,ITG1,2,197.7
2013,NUTS,2010,ITG1,2,222.2
2014,NUTS,2010,ITG1,2,220.245
2015,NUTS,2010,ITG1,2,245.6
2016,NUTS,2010,ITG1,2,224.026
2017,NUTS,2010,ITG1,2,228.215
2018,NUTS,2010,ITG1,2,269.155
2019,NUTS,2010,ITG1,2,284.4
1991,NUTS,2010,ITG2,2,17.25
1992,NUTS,2010,ITG2,2,19.06
1993,NUTS,2010,ITG2,2,19.91
1994,NUTS,2010,ITG2,2,18.7
1995,NUTS,2010,ITG2,2,15.67
1996,NUTS,2010,ITG2,2,19.67
1997,NUTS,2010,ITG2,2,19.2
1998,NUTS,2010,ITG2,2,12.9
1999,NUTS,2010,ITG2,2,15.4
2000,NUTS,2010,ITG2,2,14.92
2003,NUTS,2010,ITG2,2,16.0
2004,NUTS,2010,ITG2,2,11.0
2005,NUTS,2010,ITG2,2,11.0
2007,NUTS,2010,ITG2,2,25.3
2008,NUTS,2010,ITG2,2,24.4
2009,NUTS,2010,ITG2,2,23.7
2010,NUTS,2010,ITG2,2,17.1
2011,NUTS,2010,ITG2,2,16.5
2012,NUTS,2010,ITG2,2,15.8
2013,NUTS,2010,ITG2,2,13.6
2014,NUTS,2010,ITG2,2,15.467
2015,NUTS,2010,ITG2,2,32.2
2016,NUTS,2010,ITG2,2,41.657
2017,NUTS,2010,ITG2,2,34.69
2018,NUTS,2010,ITG2,2,41.68
2019,NUTS,2010,ITG2,2,47.727
1991,NUTS,2010,ITH,1,571.12
1992,NUTS,2010,ITH,1,538.44
1993,NUTS,2010,ITH,1,495.61
1994,NUTS,2010,ITH,1,653.01
1995,NUTS,2010,ITH,1,718.5
1996,NUTS,2010,ITH,1,777.05
1997,NUTS,2010,ITH,1,793.6
1998,NUTS,2010,ITH,1,868.9
1999,NUTS,2010,ITH,1,869.5
2000,NUTS,2010,ITH,1,982.59
2003,NUTS,2010,ITH,1,1403.0
2004,NUTS,2010,ITH,1,1402.0
2005,NUTS,2010,ITH,1,1509.0
2007,NUTS,2010,ITH,1,2182.0
2008,NUTS,2010,ITH,1,2618.8
2009,NUTS,2010,ITH,1,2695.7
2010,NUTS,2010,ITH,1,2758.5
2011,NUTS,2010,ITH,1,2884.7
2012,NUTS,2010,ITH,1,3074.0
2013,NUTS,2010,ITH,1,3185.1
2014,NUTS,2010,ITH,1,3316.539
2015,NUTS,2010,ITH,1,3600.4
2016,NUTS,2010,ITH,1,4206.051
2017,NUTS,2010,ITH,1,4440.511
2018,NUTS,2010,ITH,1,4761.859
2019,NUTS,2010,ITH,1,4833.606
2003,NUTS,2010,ITH1,2,36.0
2004,NUTS,2010,ITH1,2,35.0
2005,NUTS,2010,ITH1,2,31.0
2007,NUTS,2010,ITH1,2,64.0
2008,NUTS,2010,ITH1,2,68.7
2009,NUTS,2010,ITH1,2,65.0
2010,NUTS,2010,ITH1,2,67.1
2011,NUTS,2010,ITH1,2,74.2
2012,NUTS,2010,ITH1,2,67.9
2013,NUTS,2010,ITH1,2,78.9
2014,NUTS,2010,ITH1,2,95.758
2015,NUTS,2010,ITH1,2,102.0
2016,NUTS,2010,ITH1,2,97.175
2017,NUTS,2010,ITH1,2,94.845
2018,NUTS,2010,ITH1,2,131.521
2019,NUTS,2010,ITH1,2,121.839
2003,NUTS,2010,ITH2,2,25.0
2004,NUTS,2010,ITH2,2,26.0
2005,NUTS,2010,ITH2,2,32.0
2007,NUTS,2010,ITH2,2,53.1
2008,NUTS,2010,ITH2,2,129.6
2009,NUTS,2010,ITH2,2,184.7
2010,NUTS,2010,ITH2,2,157.5
2011,NUTS,2010,ITH2,2,145.8
2012,NUTS,2010,ITH2,2,150.3
2013,NUTS,2010,ITH2,2,152.1
2014,NUTS,2010,ITH2,2,161.845
2015,NUTS,2010,ITH2,2,157.5
2016,NUTS,2010,ITH2,2,111.194
2017,NUTS,2010,ITH2,2,121.389
2018,NUTS,2010,ITH2,2,134.3
2019,NUTS,2010,ITH2,2,138.322
1991,NUTS,2010,ITH3,2,181.25
1992,NUTS,2010,ITH3,2,164.47
1993,NUTS,2010,ITH3,2,155.67
1994,NUTS,2010,ITH3,2,202.21
1995,NUTS,2010,ITH3,2,208.2
1996,NUTS,2010,ITH3,2,214.92
1997,NUTS,2010,ITH3,2,199.0
1998,NUTS,2010,ITH3,2,216.0
1999,NUTS,2010,ITH3,2,218.2
2000,NUTS,2010,ITH3,2,271.92
2003,NUTS,2010,ITH3,2,377.0
2004,NUTS,2010,ITH3,2,365.0
2005,NUTS,2010,ITH3,2,389.0
2007,NUTS,2010,ITH3,2,731.0
2008,NUTS,2010,ITH3,2,997.1
2009,NUTS,2010,ITH3,2,981.3
2010,NUTS,2010,ITH3,2,979.5
2011,NUTS,2010,ITH3,2,1027.5
2012,NUTS,2010,ITH3,2,1028.2
2013,NUTS,2010,ITH3,2,1094.8
2014,NUTS,2010,ITH3,2,1072.104
2015,NUTS,2010,ITH3,2,1129.3
2016,NUTS,2010,ITH3,2,1396.844
2017,NUTS,2010,ITH3,2,1537.894
2018,NUTS,2010,ITH3,2,1647.626
2019,NUTS,2010,ITH3,2,1616.972
1991,NUTS,2010,ITH4,2,74.16
1992,NUTS,2010,ITH4,2,80.6
1993,NUTS,2010,ITH4,2,75.99
1994,NUTS,2010,ITH4,2,119.85
1995,NUTS,2010,ITH4,2,142.49
1996,NUTS,2010,ITH4,2,148.93
1997,NUTS,2010,ITH4,2,145.5
1998,NUTS,2010,ITH4,2,162.8
1999,NUTS,2010,ITH4,2,138.3
2000,NUTS,2010,ITH4,2,148.32
2003,NUTS,2010,ITH4,2,147.0
2004,NUTS,2010,ITH4,2,166.0
2005,NUTS,2010,ITH4,2,174.0
2007,NUTS,2010,ITH4,2,230.4
2008,NUTS,2010,ITH4,2,266.2
2009,NUTS,2010,ITH4,2,289.4
2010,NUTS,2010,ITH4,2,283.5
2011,NUTS,2010,ITH4,2,295.2
2012,NUTS,2010,ITH4,2,295.1
2013,NUTS,2010,ITH4,2,288.9
2014,NUTS,2010,ITH4,2,301.909
2015,NUTS,2010,ITH4,2,307.6
2016,NUTS,2010,ITH4,2,312.462
2017,NUTS,2010,ITH4,2,321.087
2018,NUTS,2010,ITH4,2,342.925
2019,NUTS,2010,ITH4,2,341.357
1991,NUTS,2010,ITH5,2,290.94
1992,NUTS,2010,ITH5,2,280.79
1993,NUTS,2010,ITH5,2,253.82
1994,NUTS,2010,ITH5,2,306.35
1995,NUTS,2010,ITH5,2,335.15
1996,NUTS,2010,ITH5,2,374.18
1997,NUTS,2010,ITH5,2,408.5
1998,NUTS,2010,ITH5,2,448.9
1999,NUTS,2010,ITH5,2,462.1
2000,NUTS,2010,ITH5,2,507.22
2003,NUTS,2010,ITH5,2,818.0
2004,NUTS,2010,ITH5,2,810.0
2005,NUTS,2010,ITH5,2,883.0
2007,NUTS,2010,ITH5,2,1103.5
2008,NUTS,2010,ITH5,2,1157.2
2009,NUTS,2010,ITH5,2,1175.3
2010,NUTS,2010,ITH5,2,1270.9
2011,NUTS,2010,ITH5,2,1341.9
2012,NUTS,2010,ITH5,2,1532.5
2013,NUTS,2010,ITH5,2,1570.4
2014,NUTS,2010,ITH5,2,1684.923
2015,NUTS,2010,ITH5,2,1904.0
2016,NUTS,2010,ITH5,2,2288.376
2017,NUTS,2010,ITH5,2,2365.296
2018,NUTS,2010,ITH5,2,2505.486
2019,NUTS,2010,ITH5,2,2615.116
1991,NUTS,2010,ITI,1,775.92
1992,NUTS,2010,ITI,1,824.35
1993,NUTS,2010,ITI,1,777.42
1994,NUTS,2010,ITI,1,754.22
1995,NUTS,2010,ITI,1,825.36
1996,NUTS,2010,ITI,1,916.1
1997,NUTS,2010,ITI,1,910.9
1998,NUTS,2010,ITI,1,895.2
1999,NUTS,2010,ITI,1,950.1
2000,NUTS,2010,ITI,1,1028.06
2003,NUTS,2010,ITI,1,1122.0
2004,NUTS,2010,ITI,1,1096.0
2005,NUTS,2010,ITI,1,1256.0
2007,NUTS,2010,ITI,1,1547.3
2008,NUTS,2010,ITI,1,1709.0
2009,NUTS,2010,ITI,1,1813.0
2010,NUTS,2010,ITI,1,1779.4
2011,NUTS,2010,ITI,1,1721.5
2012,NUTS,2010,ITI,1,1736.3
2013,NUTS,2010,ITI,1,1807.8
2014,NUTS,2010,ITI,1,2094.381
2015,NUTS,2010,ITI,1,2142.3
2016,NUTS,2010,ITI,1,2372.429
2017,NUTS,2010,ITI,1,2601.19
2018,NUTS,2010,ITI,1,2814.002
2019,NUTS,2010,ITI,1,3080.568
1991,NUTS,2010,ITI1,2,197.13
1992,NUTS,2010,ITI1,2,217.64
1993,NUTS,2010,ITI1,2,202.63
1994,NUTS,2010,ITI1,2,192.29
1995,NUTS,2010,ITI1,2,196.15
1996,NUTS,2010,ITI1,2,206.79
1997,NUTS,2010,ITI1,2,165.7
1998,NUTS,2010,ITI1,2,169.4
1999,NUTS,2010,ITI1,2,219.2
2000,NUTS,2010,ITI1,2,240.2
2003,NUTS,2010,ITI1,2,320.0
2004,NUTS,2010,ITI1,2,323.0
2005,NUTS,2010,ITI1,2,337.0
2007,NUTS,2010,ITI1,2,424.4
