year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_gov
2010,NUTS,2010,FRA,1,167.655
2011,NUTS,2010,FRA,1,131.132
2012,NUTS,2010,FRA,1,126.24
2013,NUTS,2010,FRA,1,130.708
1991,NUTS,2010,FRZ,1,2188.094
1992,NUTS,2010,FRZ,1,2113.927
1993,NUTS,2010,FRZ,1,2117.703
1994,NUTS,2010,FRZ,1,2038.852
1995,NUTS,2010,FRZ,1,1846.266
1996,NUTS,2010,FRZ,1,1617.439
1997,NUTS,2010,FRZ,1,1026.933
1998,NUTS,2010,FRZ,1,777.366
1999,NUTS,2010,FRZ,1,777.412
2000,NUTS,2010,FRZ,1,763.217
2001,NUTS,2010,FRZ,1,816.244
2002,NUTS,2010,FRZ,1,823.752
2003,NUTS,2010,FRZ,1,918.635
2004,NUTS,2010,FRZ,1,980.225
2006,NUTS,2010,FRZ,1,774.937
2007,NUTS,2010,FRZ,1,754.764
2008,NUTS,2010,FRZ,1,737.311
2009,NUTS,2010,FRZ,1,736.823
1991,NUTS,2010,FRZZ,2,2188.094
1992,NUTS,2010,FRZZ,2,2113.927
1993,NUTS,2010,FRZZ,2,2117.703
1994,NUTS,2010,FRZZ,2,2038.852
1995,NUTS,2010,FRZZ,2,1846.266
1996,NUTS,2010,FRZZ,2,1617.439
1997,NUTS,2010,FRZZ,2,1026.933
1998,NUTS,2010,FRZZ,2,777.366
1999,NUTS,2010,FRZZ,2,777.412
2000,NUTS,2010,FRZZ,2,763.217
2001,NUTS,2010,FRZZ,2,816.244
2002,NUTS,2010,FRZZ,2,823.752
2003,NUTS,2010,FRZZ,2,918.635
2004,NUTS,2010,FRZZ,2,980.225
2006,NUTS,2010,FRZZ,2,774.937
2007,NUTS,2010,FRZZ,2,754.764
2008,NUTS,2010,FRZZ,2,737.311
2009,NUTS,2010,FRZZ,2,736.823
2002,NUTS,2010,HR,0,99.451
2003,NUTS,2010,HR,0,103.685
2004,NUTS,2010,HR,0,111.6
2005,NUTS,2010,HR,0,111.082
2006,NUTS,2010,HR,0,111.221
2007,NUTS,2010,HR,0,120.228
2008,NUTS,2010,HR,0,135.854
2009,NUTS,2010,HR,0,129.002
2010,NUTS,2010,HR,0,113.266
2011,NUTS,2010,HR,0,113.484
2012,NUTS,2010,HR,0,111.962
2013,NUTS,2010,HR,0,111.209
2014,NUTS,2010,HR,0,109.405
2015,NUTS,2010,HR,0,113.193
2016,NUTS,2010,HR,0,104.116
2017,NUTS,2010,HR,0,112.834
2018,NUTS,2010,HR,0,116.333
2019,NUTS,2010,HR,0,128.085
2020,NUTS,2010,HR,0,145.09
2002,NUTS,2010,HR0,1,99.451
2003,NUTS,2010,HR0,1,103.685
2004,NUTS,2010,HR0,1,111.6
2005,NUTS,2010,HR0,1,111.022
2006,NUTS,2010,HR0,1,111.298
2007,NUTS,2010,HR0,1,120.228
2008,NUTS,2010,HR0,1,135.836
2009,NUTS,2010,HR0,1,129.002
2010,NUTS,2010,HR0,1,113.266
2011,NUTS,2010,HR0,1,113.484
2012,NUTS,2010,HR0,1,111.962
2013,NUTS,2010,HR0,1,111.209
2014,NUTS,2010,HR0,1,109.405
2015,NUTS,2010,HR0,1,113.193
2016,NUTS,2010,HR0,1,104.116
2017,NUTS,2010,HR0,1,112.834
2018,NUTS,2010,HR0,1,116.333
2019,NUTS,2010,HR0,1,128.085
2020,NUTS,2010,HR0,1,145.09
2008,NUTS,2010,HR02,2,4.201
2009,NUTS,2010,HR02,2,9.126
2010,NUTS,2010,HR02,2,2.299
2020,NUTS,2010,HR02,2,4.995
2008,NUTS,2010,HR03,2,10.503
2009,NUTS,2010,HR03,2,10.041
2010,NUTS,2010,HR03,2,8.5
2011,NUTS,2010,HR03,2,7.655
2012,NUTS,2010,HR03,2,8.353
2013,NUTS,2010,HR03,2,9.705
2014,NUTS,2010,HR03,2,9.324
2015,NUTS,2010,HR03,2,9.099
2016,NUTS,2010,HR03,2,12.607
2017,NUTS,2010,HR03,2,12.446
2018,NUTS,2010,HR03,2,12.184
2019,NUTS,2010,HR03,2,14.431
2020,NUTS,2010,HR03,2,17.693
2008,NUTS,2010,HR04,2,125.334
2009,NUTS,2010,HR04,2,118.961
2010,NUTS,2010,HR04,2,104.766
2011,NUTS,2010,HR04,2,105.829
2012,NUTS,2010,HR04,2,103.609
2013,NUTS,2010,HR04,2,101.504
2014,NUTS,2010,HR04,2,100.081
2015,NUTS,2010,HR04,2,104.094
2016,NUTS,2010,HR04,2,91.509
2017,NUTS,2010,HR04,2,100.388
2018,NUTS,2010,HR04,2,104.149
2019,NUTS,2010,HR04,2,113.655
2020,NUTS,2010,HR05,2,119.377
2020,NUTS,2010,HR06,2,3.025
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1995,NUTS,2010,HU,0,177.816
1996,NUTS,2010,HU,0,176.1
1997,NUTS,2010,HU,0,178.557
1998,NUTS,2010,HU,0,216.388
1999,NUTS,2010,HU,0,236.211
2000,NUTS,2010,HU,0,234.736
2001,NUTS,2010,HU,0,279.786
2002,NUTS,2010,HU,0,400.652
2003,NUTS,2010,HU,0,371.626
2004,NUTS,2010,HU,0,344.295
2005,NUTS,2010,HU,0,363.811
2006,NUTS,2010,HU,0,364.236
2007,NUTS,2010,HU,0,339.511
2008,NUTS,2010,HU,0,340.196
2009,NUTS,2010,HU,0,314.378
2010,NUTS,2010,HU,0,293.563
2011,NUTS,2010,HU,0,265.864
2012,NUTS,2010,HU,0,255.918
2013,NUTS,2010,HU,0,296.49
2014,NUTS,2010,HU,0,276.948
2015,NUTS,2010,HU,0,276.726
2016,NUTS,2010,HU,0,251.431
2017,NUTS,2010,HU,0,273.991
2018,NUTS,2010,HU,0,286.171
2019,NUTS,2010,HU,0,269.637
2020,NUTS,2010,HU,0,277.448
1999,NUTS,2010,HU1,1,179.27
2000,NUTS,2010,HU1,1,174.954
2001,NUTS,2010,HU1,1,213.837
2002,NUTS,2010,HU1,1,326.764
2003,NUTS,2010,HU1,1,299.629
2004,NUTS,2010,HU1,1,274.377
2005,NUTS,2010,HU1,1,286.091
2006,NUTS,2010,HU1,1,288.51
2007,NUTS,2010,HU1,1,269.175
2008,NUTS,2010,HU1,1,276.704
2009,NUTS,2010,HU1,1,252.808
2010,NUTS,2010,HU1,1,238.961
2011,NUTS,2010,HU1,1,214.713
2012,NUTS,2010,HU1,1,194.828
2013,NUTS,2010,HU1,1,228.52
2014,NUTS,2010,HU1,1,205.568
2015,NUTS,2010,HU1,1,210.077
2016,NUTS,2010,HU1,1,190.797
2017,NUTS,2010,HU1,1,198.795
2018,NUTS,2010,HU1,1,197.917
2019,NUTS,2010,HU1,1,201.211
1999,NUTS,2010,HU10,2,179.27
2000,NUTS,2010,HU10,2,174.954
2001,NUTS,2010,HU10,2,213.837
2002,NUTS,2010,HU10,2,326.764
2003,NUTS,2010,HU10,2,299.629
2004,NUTS,2010,HU10,2,274.377
2005,NUTS,2010,HU10,2,286.091
2006,NUTS,2010,HU10,2,288.51
2007,NUTS,2010,HU10,2,269.175
2008,NUTS,2010,HU10,2,276.704
2009,NUTS,2010,HU10,2,252.808
2010,NUTS,2010,HU10,2,238.961
2011,NUTS,2010,HU10,2,214.713
2012,NUTS,2010,HU10,2,194.828
2013,NUTS,2010,HU10,2,228.52
2014,NUTS,2010,HU10,2,205.568
2015,NUTS,2010,HU10,2,210.077
2016,NUTS,2010,HU10,2,190.797
2017,NUTS,2010,HU11,2,180.172
2018,NUTS,2010,HU11,2,178.957
2019,NUTS,2010,HU11,2,178.28
2017,NUTS,2010,HU12,2,18.624
2018,NUTS,2010,HU12,2,18.96
2019,NUTS,2010,HU12,2,22.931
1999,NUTS,2010,HU2,1,19.825
2000,NUTS,2010,HU2,1,20.072
2001,NUTS,2010,HU2,1,23.742
2002,NUTS,2010,HU2,1,24.717
2003,NUTS,2010,HU2,1,25.074
2004,NUTS,2010,HU2,1,30.489
2005,NUTS,2010,HU2,1,28.532
2006,NUTS,2010,HU2,1,28.126
2007,NUTS,2010,HU2,1,25.553
2008,NUTS,2010,HU2,1,26.647
2009,NUTS,2010,HU2,1,25.482
2010,NUTS,2010,HU2,1,18.359
2011,NUTS,2010,HU2,1,19.235
2012,NUTS,2010,HU2,1,26.43
2013,NUTS,2010,HU2,1,34.314
2014,NUTS,2010,HU2,1,39.651
2015,NUTS,2010,HU2,1,36.602
2016,NUTS,2010,HU2,1,33.616
2017,NUTS,2010,HU2,1,39.167
2018,NUTS,2010,HU2,1,35.944
2019,NUTS,2010,HU2,1,29.268
1999,NUTS,2010,HU21,2,10.441
2000,NUTS,2010,HU21,2,10.527
2001,NUTS,2010,HU21,2,10.641
2002,NUTS,2010,HU21,2,13.472
2003,NUTS,2010,HU21,2,12.884
2004,NUTS,2010,HU21,2,15.424
2005,NUTS,2010,HU21,2,16.524
2006,NUTS,2010,HU21,2,14.081
2007,NUTS,2010,HU21,2,12.748
2008,NUTS,2010,HU21,2,13.075
2009,NUTS,2010,HU21,2,14.709
2010,NUTS,2010,HU21,2,11.249
2011,NUTS,2010,HU21,2,11.628
2012,NUTS,2010,HU21,2,24.138
2013,NUTS,2010,HU21,2,18.628
2014,NUTS,2010,HU21,2,22.493
2015,NUTS,2010,HU21,2,20.188
2016,NUTS,2010,HU21,2,18.979
2017,NUTS,2010,HU21,2,22.495
2018,NUTS,2010,HU21,2,22.508
2019,NUTS,2010,HU21,2,17.984
1999,NUTS,2010,HU22,2,4.369
2000,NUTS,2010,HU22,2,4.064
2001,NUTS,2010,HU22,2,6.858
2002,NUTS,2010,HU22,2,5.975
2003,NUTS,2010,HU22,2,6.206
2004,NUTS,2010,HU22,2,9.32
2005,NUTS,2010,HU22,2,5.816
2006,NUTS,2010,HU22,2,7.095
2007,NUTS,2010,HU22,2,7.908
2008,NUTS,2010,HU22,2,9.603
2009,NUTS,2010,HU22,2,7.33
2010,NUTS,2010,HU22,2,4.152
2011,NUTS,2010,HU22,2,4.576
2012,NUTS,2010,HU22,2,1.999
2013,NUTS,2010,HU22,2,8.364
2014,NUTS,2010,HU22,2,9.573
2015,NUTS,2010,HU22,2,10.295
2016,NUTS,2010,HU22,2,9.155
2017,NUTS,2010,HU22,2,10.715
2018,NUTS,2010,HU22,2,13.336
2019,NUTS,2010,HU22,2,11.139
1999,NUTS,2010,HU23,2,5.015
2000,NUTS,2010,HU23,2,5.481
2001,NUTS,2010,HU23,2,6.243
2002,NUTS,2010,HU23,2,5.271
2003,NUTS,2010,HU23,2,5.983
2004,NUTS,2010,HU23,2,5.745
2005,NUTS,2010,HU23,2,6.192
2006,NUTS,2010,HU23,2,6.95
2007,NUTS,2010,HU23,2,4.898
2008,NUTS,2010,HU23,2,3.969
2009,NUTS,2010,HU23,2,3.443
2010,NUTS,2010,HU23,2,2.959
2011,NUTS,2010,HU23,2,3.031
2012,NUTS,2010,HU23,2,0.292
2013,NUTS,2010,HU23,2,7.322
2014,NUTS,2010,HU23,2,7.585
2015,NUTS,2010,HU23,2,6.119
2016,NUTS,2010,HU23,2,5.482
2017,NUTS,2010,HU23,2,5.956
2018,NUTS,2010,HU23,2,0.099
2019,NUTS,2010,HU23,2,0.146
1999,NUTS,2010,HU3,1,37.125
2000,NUTS,2010,HU3,1,39.709
2001,NUTS,2010,HU3,1,42.209
2002,NUTS,2010,HU3,1,49.164
2003,NUTS,2010,HU3,1,46.923
2004,NUTS,2010,HU3,1,39.436
2005,NUTS,2010,HU3,1,49.189
2006,NUTS,2010,HU3,1,47.601
2007,NUTS,2010,HU3,1,44.779
2008,NUTS,2010,HU3,1,36.846
2009,NUTS,2010,HU3,1,36.088
2010,NUTS,2010,HU3,1,36.242
2011,NUTS,2010,HU3,1,31.917
2012,NUTS,2010,HU3,1,34.66
2013,NUTS,2010,HU3,1,33.656
2014,NUTS,2010,HU3,1,31.729
2015,NUTS,2010,HU3,1,30.047
2016,NUTS,2010,HU3,1,27.017
2017,NUTS,2010,HU3,1,36.029
2018,NUTS,2010,HU3,1,52.31
2019,NUTS,2010,HU3,1,39.157
1999,NUTS,2010,HU31,2,0.842
2000,NUTS,2010,HU31,2,1.682
2001,NUTS,2010,HU31,2,1.653
2002,NUTS,2010,HU31,2,2.532
2003,NUTS,2010,HU31,2,3.117
2004,NUTS,2010,HU31,2,2.555
2005,NUTS,2010,HU31,2,1.895
2006,NUTS,2010,HU31,2,2.238
2007,NUTS,2010,HU31,2,2.575
2008,NUTS,2010,HU31,2,0.415
2009,NUTS,2010,HU31,2,1.442
2010,NUTS,2010,HU31,2,0.684
2011,NUTS,2010,HU31,2,1.109
2012,NUTS,2010,HU31,2,0.839
2013,NUTS,2010,HU31,2,1.117
2014,NUTS,2010,HU31,2,0.693
2015,NUTS,2010,HU31,2,0.268
2016,NUTS,2010,HU31,2,0.199
2017,NUTS,2010,HU31,2,0.417
2018,NUTS,2010,HU31,2,0.562
2019,NUTS,2010,HU31,2,0.636
1999,NUTS,2010,HU32,2,7.999
2000,NUTS,2010,HU32,2,7.692
2001,NUTS,2010,HU32,2,8.35
2002,NUTS,2010,HU32,2,10.363
2003,NUTS,2010,HU32,2,8.992
2004,NUTS,2010,HU32,2,10.88
2005,NUTS,2010,HU32,2,16.055
2006,NUTS,2010,HU32,2,13.707
2007,NUTS,2010,HU32,2,12.159
2008,NUTS,2010,HU32,2,12.579
2009,NUTS,2010,HU32,2,9.986
2010,NUTS,2010,HU32,2,10.423
2011,NUTS,2010,HU32,2,8.072
2012,NUTS,2010,HU32,2,9.334
2013,NUTS,2010,HU32,2,8.332
2014,NUTS,2010,HU32,2,9.861
2015,NUTS,2010,HU32,2,8.587
2016,NUTS,2010,HU32,2,7.324
2017,NUTS,2010,HU32,2,7.309
2018,NUTS,2010,HU32,2,13.499
2019,NUTS,2010,HU32,2,10.878
1999,NUTS,2010,HU33,2,28.283
2000,NUTS,2010,HU33,2,30.334
2001,NUTS,2010,HU33,2,32.207
2002,NUTS,2010,HU33,2,36.276
2003,NUTS,2010,HU33,2,34.814
2004,NUTS,2010,HU33,2,26.002
2005,NUTS,2010,HU33,2,31.24
2006,NUTS,2010,HU33,2,31.656
2007,NUTS,2010,HU33,2,30.045
2008,NUTS,2010,HU33,2,23.852
2009,NUTS,2010,HU33,2,24.661
2010,NUTS,2010,HU33,2,25.136
2011,NUTS,2010,HU33,2,22.736
2012,NUTS,2010,HU33,2,24.488
2013,NUTS,2010,HU33,2,24.207
2014,NUTS,2010,HU33,2,21.174
2015,NUTS,2010,HU33,2,21.192
2016,NUTS,2010,HU33,2,19.494
2017,NUTS,2010,HU33,2,28.303
2018,NUTS,2010,HU33,2,38.25
2019,NUTS,2010,HU33,2,27.643
1995,NUTS,2010,IE,0,74.513
1996,NUTS,2010,IE,0,77.654
1997,NUTS,2010,IE,0,76.124
1998,NUTS,2010,IE,0,76.458
1999,NUTS,2010,IE,0,66.888
2000,NUTS,2010,IE,0,93.647
2001,NUTS,2010,IE,0,95.334
2002,NUTS,2010,IE,0,109.192
2003,NUTS,2010,IE,0,106.84
2004,NUTS,2010,IE,0,115.466
2005,NUTS,2010,IE,0,121.408
2006,NUTS,2010,IE,0,117.386
2007,NUTS,2010,IE,0,130.528
2008,NUTS,2010,IE,0,131.419
2009,NUTS,2010,IE,0,112.525
2010,NUTS,2010,IE,0,106.99
2011,NUTS,2010,IE,0,109.135
2012,NUTS,2010,IE,0,106.78
2013,NUTS,2010,IE,0,103.378
2014,NUTS,2010,IE,0,104.479
2015,NUTS,2010,IE,0,101.403
2016,NUTS,2010,IE,0,98.696
2017,NUTS,2010,IE,0,104.316
2018,NUTS,2010,IE,0,115.359
2019,NUTS,2010,IE,0,114.91
2020,NUTS,2010,IE,0,116.547
1995,NUTS,2010,IE0,1,74.513
1996,NUTS,2010,IE0,1,77.654
1997,NUTS,2010,IE0,1,76.124
1998,NUTS,2010,IE0,1,76.458
1999,NUTS,2010,IE0,1,66.888
2000,NUTS,2010,IE0,1,93.647
2001,NUTS,2010,IE0,1,95.334
2002,NUTS,2010,IE0,1,109.192
2003,NUTS,2010,IE0,1,106.84
2004,NUTS,2010,IE0,1,115.466
2005,NUTS,2010,IE0,1,121.408
2006,NUTS,2010,IE0,1,117.386
2007,NUTS,2010,IE0,1,130.683
2008,NUTS,2010,IE0,1,131.341
2009,NUTS,2010,IE0,1,112.443
2010,NUTS,2010,IE0,1,106.654
2011,NUTS,2010,IE0,1,109.218
2012,NUTS,2010,IE0,1,106.78
2013,NUTS,2010,IE0,1,103.378
2015,NUTS,2010,IE0,1,101.254
2017,NUTS,2010,IE0,1,104.316
2002,NUTS,2010,IE01,2,13.072
2003,NUTS,2010,IE01,2,16.772
2004,NUTS,2010,IE01,2,13.265
2005,NUTS,2010,IE01,2,16.188
2006,NUTS,2010,IE01,2,19.564
2007,NUTS,2010,IE01,2,19.332
2008,NUTS,2010,IE01,2,19.429
2009,NUTS,2010,IE01,2,17.111
2010,NUTS,2010,IE01,2,15.956
2011,NUTS,2010,IE01,2,16.548
2012,NUTS,2010,IE01,2,16.179
2013,NUTS,2010,IE01,2,15.226
2015,NUTS,2010,IE01,2,27.547
2017,NUTS,2010,IE01,2,19.117
2002,NUTS,2010,IE02,2,96.033
2003,NUTS,2010,IE02,2,90.067
2004,NUTS,2010,IE02,2,102.201
2005,NUTS,2010,IE02,2,105.221
2006,NUTS,2010,IE02,2,97.821
2007,NUTS,2010,IE02,2,111.351
2008,NUTS,2010,IE02,2,111.912
2009,NUTS,2010,IE02,2,95.333
2010,NUTS,2010,IE02,2,90.698
2011,NUTS,2010,IE02,2,92.67
2012,NUTS,2010,IE02,2,90.601
2013,NUTS,2010,IE02,2,88.152
2015,NUTS,2010,IE02,2,73.707
2017,NUTS,2010,IE02,2,85.198
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1995,NUTS,2010,IS,0,32.348
1997,NUTS,2010,IS,0,33.897
1998,NUTS,2010,IS,0,49.434
1999,NUTS,2010,IS,0,47.709
2000,NUTS,2010,IS,0,48.718
2001,NUTS,2010,IS,0,44.008
2002,NUTS,2010,IS,0,53.716
2003,NUTS,2010,IS,0,53.191
2005,NUTS,2010,IS,0,57.185
2006,NUTS,2010,IS,0,56.047
2007,NUTS,2010,IS,0,47.21
2008,NUTS,2010,IS,0,46.942
2009,NUTS,2010,IS,0,56.606
2011,NUTS,2010,IS,0,41.647
2013,NUTS,2010,IS,0,11.878
2014,NUTS,2010,IS,0,12.363
2015,NUTS,2010,IS,0,11.121
2016,NUTS,2010,IS,0,11.598
2017,NUTS,2010,IS,0,10.576
2018,NUTS,2010,IS,0,10.602
2019,NUTS,2010,IS,0,9.684
2020,NUTS,2010,IS,0,10.15
1995,NUTS,2010,IS0,1,32.348
1997,NUTS,2010,IS0,1,33.897
1998,NUTS,2010,IS0,1,49.434
1999,NUTS,2010,IS0,1,47.709
2000,NUTS,2010,IS0,1,48.718
2001,NUTS,2010,IS0,1,44.008
2002,NUTS,2010,IS0,1,53.716
2003,NUTS,2010,IS0,1,53.191
2005,NUTS,2010,IS0,1,57.185
2006,NUTS,2010,IS0,1,56.047
2007,NUTS,2010,IS0,1,47.21
2008,NUTS,2010,IS0,1,46.942
2009,NUTS,2010,IS0,1,56.606
2011,NUTS,2010,IS0,1,41.647
2013,NUTS,2010,IS0,1,11.878
2014,NUTS,2010,IS0,1,12.363
2015,NUTS,2010,IS0,1,11.121
2016,NUTS,2010,IS0,1,11.598
2017,NUTS,2010,IS0,1,10.576
2018,NUTS,2010,IS0,1,10.602
2019,NUTS,2010,IS0,1,9.684
2020,NUTS,2010,IS0,1,10.15
1995,NUTS,2010,IS00,2,32.348
1997,NUTS,2010,IS00,2,33.897
1998,NUTS,2010,IS00,2,49.434
1999,NUTS,2010,IS00,2,47.709
2000,NUTS,2010,IS00,2,48.718
2001,NUTS,2010,IS00,2,44.008
2002,NUTS,2010,IS00,2,53.716
2003,NUTS,2010,IS00,2,53.191
2005,NUTS,2010,IS00,2,57.185
2006,NUTS,2010,IS00,2,56.047
2007,NUTS,2010,IS00,2,47.21
2008,NUTS,2010,IS00,2,46.942
2009,NUTS,2010,IS00,2,56.606
2011,NUTS,2010,IS00,2,41.647
2013,NUTS,2010,IS00,2,11.878
2014,NUTS,2010,IS00,2,12.363
2015,NUTS,2010,IS00,2,11.121
2016,NUTS,2010,IS00,2,11.598
2017,NUTS,2010,IS00,2,10.576
2018,NUTS,2010,IS00,2,10.602
2019,NUTS,2010,IS00,2,9.684
2020,NUTS,2010,IS00,2,10.15
1995,NUTS,2010,IT,0,2434.329
1996,NUTS,2010,IT,0,2361.822
1997,NUTS,2010,IT,0,2439.122
1998,NUTS,2010,IT,0,2634.717
1999,NUTS,2010,IT,0,2479.218
2000,NUTS,2010,IT,0,2593.627
2001,NUTS,2010,IT,0,2663.735
2002,NUTS,2010,IT,0,2653.448
2003,NUTS,2010,IT,0,2589.516
2004,NUTS,2010,IT,0,2658.938
2005,NUTS,2010,IT,0,2586.613
2006,NUTS,2010,IT,0,2716.478
2007,NUTS,2010,IT,0,2419.453
2008,NUTS,2010,IT,0,2159.734
2009,NUTS,2010,IT,0,2218.545
2010,NUTS,2010,IT,0,2351.513
2011,NUTS,2010,IT,0,2285.039
2012,NUTS,2010,IT,0,2578.238
2013,NUTS,2010,IT,0,2462.632
2014,NUTS,2010,IT,0,2458.943
2015,NUTS,2010,IT,0,2395.759
2016,NUTS,2010,IT,0,2369.472
2017,NUTS,2010,IT,0,2374.401
2018,NUTS,2010,IT,0,2515.85
2019,NUTS,2010,IT,0,2619.647
2020,NUTS,2010,IT,0,2650.261
1995,NUTS,2010,ITC,1,512.501
1996,NUTS,2010,ITC,1,611.89
1997,NUTS,2010,ITC,1,548.733
1998,NUTS,2010,ITC,1,492.175
1999,NUTS,2010,ITC,1,463.999
2000,NUTS,2010,ITC,1,480.243
2003,NUTS,2010,ITC,1,383.112
2004,NUTS,2010,ITC,1,391.71
2005,NUTS,2010,ITC,1,374.414
2007,NUTS,2010,ITC,1,337.075
2008,NUTS,2010,ITC,1,295.756
2009,NUTS,2010,ITC,1,357.308
2010,NUTS,2010,ITC,1,378.416
2011,NUTS,2010,ITC,1,374.066
2012,NUTS,2010,ITC,1,461.987
2013,NUTS,2010,ITC,1,439.642
2014,NUTS,2010,ITC,1,432.857
2015,NUTS,2010,ITC,1,429.172
2016,NUTS,2010,ITC,1,399.447
2017,NUTS,2010,ITC,1,369.219
2018,NUTS,2010,ITC,1,383.208
2019,NUTS,2010,ITC,1,412.737
1995,NUTS,2010,ITC1,2,96.921
1996,NUTS,2010,ITC1,2,98.835
1997,NUTS,2010,ITC1,2,96.349
1998,NUTS,2010,ITC1,2,79.185
1999,NUTS,2010,ITC1,2,82.357
2000,NUTS,2010,ITC1,2,100.984
2003,NUTS,2010,ITC1,2,78.227
2004,NUTS,2010,ITC1,2,86.938
2005,NUTS,2010,ITC1,2,73.734
2007,NUTS,2010,ITC1,2,102.477
2008,NUTS,2010,ITC1,2,73.358
2009,NUTS,2010,ITC1,2,80.495
2010,NUTS,2010,ITC1,2,84.608
2011,NUTS,2010,ITC1,2,76.122
2012,NUTS,2010,ITC1,2,85.054
2013,NUTS,2010,ITC1,2,83.921
2014,NUTS,2010,ITC1,2,83.078
2015,NUTS,2010,ITC1,2,81.406
2016,NUTS,2010,ITC1,2,81.086
2017,NUTS,2010,ITC1,2,81.636
2018,NUTS,2010,ITC1,2,79.738
2019,NUTS,2010,ITC1,2,82.321
1995,NUTS,2010,ITC2,2,0.175
1996,NUTS,2010,ITC2,2,0.574
1997,NUTS,2010,ITC2,2,0.816
1998,NUTS,2010,ITC2,2,0.341
1999,NUTS,2010,ITC2,2,0.448
2000,NUTS,2010,ITC2,2,0.826
2003,NUTS,2010,ITC2,2,2.006
2004,NUTS,2010,ITC2,2,0.977
2005,NUTS,2010,ITC2,2,0.958
2007,NUTS,2010,ITC2,2,3.111
2008,NUTS,2010,ITC2,2,0.804
2009,NUTS,2010,ITC2,2,2.285
2010,NUTS,2010,ITC2,2,0.962
2011,NUTS,2010,ITC2,2,2.153
2012,NUTS,2010,ITC2,2,1.696
2013,NUTS,2010,ITC2,2,1.258
2014,NUTS,2010,ITC2,2,1.089
2015,NUTS,2010,ITC2,2,1.07
2016,NUTS,2010,ITC2,2,0.982
2017,NUTS,2010,ITC2,2,0.927
2018,NUTS,2010,ITC2,2,1.147
2019,NUTS,2010,ITC2,2,1.628
1995,NUTS,2010,ITC3,2,106.524
1996,NUTS,2010,ITC3,2,173.663
1997,NUTS,2010,ITC3,2,129.203
1998,NUTS,2010,ITC3,2,121.508
1999,NUTS,2010,ITC3,2,102.638
2000,NUTS,2010,ITC3,2,71.616
2003,NUTS,2010,ITC3,2,76.221
2004,NUTS,2010,ITC3,2,85.961
2005,NUTS,2010,ITC3,2,92.885
2007,NUTS,2010,ITC3,2,51.97
2008,NUTS,2010,ITC3,2,64.155
2009,NUTS,2010,ITC3,2,109.056
2010,NUTS,2010,ITC3,2,98.519
2011,NUTS,2010,ITC3,2,101.611
2012,NUTS,2010,ITC3,2,123.298
2013,NUTS,2010,ITC3,2,116.785
2014,NUTS,2010,ITC3,2,124.256
2015,NUTS,2010,ITC3,2,122.727
2016,NUTS,2010,ITC3,2,125.051
2017,NUTS,2010,ITC3,2,116.243
2018,NUTS,2010,ITC3,2,127.285
2019,NUTS,2010,ITC3,2,127.931
1995,NUTS,2010,ITC4,2,308.882
1996,NUTS,2010,ITC4,2,338.818
1997,NUTS,2010,ITC4,2,322.482
1998,NUTS,2010,ITC4,2,291.027
1999,NUTS,2010,ITC4,2,278.668
2000,NUTS,2010,ITC4,2,306.817
2003,NUTS,2010,ITC4,2,226.658
2004,NUTS,2010,ITC4,2,217.834
2005,NUTS,2010,ITC4,2,206.837
2007,NUTS,2010,ITC4,2,179.517
2008,NUTS,2010,ITC4,2,157.439
2009,NUTS,2010,ITC4,2,165.473
2010,NUTS,2010,ITC4,2,194.326
2011,NUTS,2010,ITC4,2,194.18
2012,NUTS,2010,ITC4,2,251.939
2013,NUTS,2010,ITC4,2,237.594
2014,NUTS,2010,ITC4,2,224.435
2015,NUTS,2010,ITC4,2,223.97
2016,NUTS,2010,ITC4,2,192.327
2017,NUTS,2010,ITC4,2,170.413
2018,NUTS,2010,ITC4,2,175.038
2019,NUTS,2010,ITC4,2,200.857
1995,NUTS,2010,ITF,1,226.186
1996,NUTS,2010,ITF,1,192.986
1997,NUTS,2010,ITF,1,213.551
1998,NUTS,2010,ITF,1,260.309
1999,NUTS,2010,ITF,1,237.322
2000,NUTS,2010,ITF,1,251.316
