year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_total_t
2011,NUTS,2010,FR8,1,41267.0
2012,NUTS,2010,FR8,1,43204.0
2013,NUTS,2010,FR8,1,46282.0
2011,NUTS,2010,FR81,2,13795.0
2012,NUTS,2010,FR81,2,14643.0
2013,NUTS,2010,FR81,2,14785.0
2011,NUTS,2010,FR82,2,27122.0
2012,NUTS,2010,FR82,2,28226.0
2013,NUTS,2010,FR82,2,31157.0
2011,NUTS,2010,FR83,2,351.0
2012,NUTS,2010,FR83,2,334.0
2013,NUTS,2010,FR83,2,340.0
2011,NUTS,2010,FRA,1,2480.0
2012,NUTS,2010,FRA,1,2534.0
2013,NUTS,2010,FRA,1,2777.0
2011,NUTS,2010,FRZ,1,4418.0
2012,NUTS,2010,FRZ,1,2935.0
2013,NUTS,2010,FRZ,1,5083.0
2011,NUTS,2010,FRZZ,2,4418.0
2012,NUTS,2010,FRZZ,2,2935.0
2013,NUTS,2010,FRZZ,2,5083.0
2011,NUTS,2010,HR,0,10622.0
2012,NUTS,2010,HR,0,10368.0
2013,NUTS,2010,HR,0,10448.0
2014,NUTS,2010,HR,0,10027.0
2015,NUTS,2010,HR,0,10645.0
2016,NUTS,2010,HR,0,11536.0
2017,NUTS,2010,HR,0,11778.0
2018,NUTS,2010,HR,0,13029.0
2019,NUTS,2010,HR,0,14492.0
2020,NUTS,2010,HR,0,15517.0
2011,NUTS,2010,HR0,1,10622.0
2012,NUTS,2010,HR0,1,10368.0
2013,NUTS,2010,HR0,1,10448.0
2014,NUTS,2010,HR0,1,10027.0
2015,NUTS,2010,HR0,1,10645.0
2016,NUTS,2010,HR0,1,11536.0
2017,NUTS,2010,HR0,1,11778.0
2018,NUTS,2010,HR0,1,13029.0
2019,NUTS,2010,HR0,1,14492.0
2020,NUTS,2010,HR0,1,15517.0
2020,NUTS,2010,HR02,2,993.0
2011,NUTS,2010,HR03,2,2082.0
2012,NUTS,2010,HR03,2,2076.0
2013,NUTS,2010,HR03,2,2042.0
2014,NUTS,2010,HR03,2,1999.0
2015,NUTS,2010,HR03,2,1965.0
2016,NUTS,2010,HR03,2,2189.0
2017,NUTS,2010,HR03,2,2156.0
2018,NUTS,2010,HR03,2,2123.0
2019,NUTS,2010,HR03,2,2610.0
2020,NUTS,2010,HR03,2,2857.0
2011,NUTS,2010,HR04,2,8540.0
2012,NUTS,2010,HR04,2,8292.0
2013,NUTS,2010,HR04,2,8406.0
2014,NUTS,2010,HR04,2,8028.0
2015,NUTS,2010,HR04,2,8680.0
2016,NUTS,2010,HR04,2,9347.0
2017,NUTS,2010,HR04,2,9622.0
2018,NUTS,2010,HR04,2,10906.0
2019,NUTS,2010,HR04,2,11882.0
2020,NUTS,2010,HR05,2,10120.0
2020,NUTS,2010,HR06,2,1547.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,33960.0
2012,NUTS,2010,HU,0,35732.0
2013,NUTS,2010,HU,0,38163.0
2014,NUTS,2010,HU,0,37329.0
2015,NUTS,2010,HU,0,36847.0
2016,NUTS,2010,HU,0,35757.0
2017,NUTS,2010,HU,0,40432.0
2018,NUTS,2010,HU,0,54654.0
2019,NUTS,2010,HU,0,56943.0
2020,NUTS,2010,HU,0,59628.0
2011,NUTS,2010,HU1,1,21523.0
2012,NUTS,2010,HU1,1,21879.0
2013,NUTS,2010,HU1,1,23468.0
2014,NUTS,2010,HU1,1,24162.0
2015,NUTS,2010,HU1,1,24720.0
2016,NUTS,2010,HU1,1,23587.0
2017,NUTS,2010,HU1,1,26002.0
2018,NUTS,2010,HU1,1,35171.0
2019,NUTS,2010,HU1,1,36381.0
2011,NUTS,2010,HU10,2,21523.0
2012,NUTS,2010,HU10,2,21879.0
2013,NUTS,2010,HU10,2,23468.0
2014,NUTS,2010,HU10,2,24162.0
2015,NUTS,2010,HU10,2,24720.0
2016,NUTS,2010,HU10,2,23587.0
2017,NUTS,2010,HU11,2,23339.0
2018,NUTS,2010,HU11,2,31607.0
2019,NUTS,2010,HU11,2,32803.0
2017,NUTS,2010,HU12,2,2663.0
2018,NUTS,2010,HU12,2,3564.0
2019,NUTS,2010,HU12,2,3578.0
2011,NUTS,2010,HU2,1,5215.0
2012,NUTS,2010,HU2,1,6133.0
2013,NUTS,2010,HU2,1,6725.0
2014,NUTS,2010,HU2,1,5909.0
2015,NUTS,2010,HU2,1,5398.0
2016,NUTS,2010,HU2,1,5430.0
2017,NUTS,2010,HU2,1,6630.0
2018,NUTS,2010,HU2,1,9417.0
2019,NUTS,2010,HU2,1,9695.0
2011,NUTS,2010,HU21,2,2061.0
2012,NUTS,2010,HU21,2,2881.0
2013,NUTS,2010,HU21,2,2988.0
2014,NUTS,2010,HU21,2,2674.0
2015,NUTS,2010,HU21,2,2636.0
2016,NUTS,2010,HU21,2,2593.0
2017,NUTS,2010,HU21,2,2933.0
2018,NUTS,2010,HU21,2,3653.0
2019,NUTS,2010,HU21,2,4085.0
2011,NUTS,2010,HU22,2,1592.0
2012,NUTS,2010,HU22,2,1658.0
2013,NUTS,2010,HU22,2,1958.0
2014,NUTS,2010,HU22,2,1715.0
2015,NUTS,2010,HU22,2,1513.0
2016,NUTS,2010,HU22,2,1538.0
2017,NUTS,2010,HU22,2,1907.0
2018,NUTS,2010,HU22,2,2973.0
2019,NUTS,2010,HU22,2,3007.0
2011,NUTS,2010,HU23,2,1562.0
2012,NUTS,2010,HU23,2,1594.0
2013,NUTS,2010,HU23,2,1779.0
2014,NUTS,2010,HU23,2,1520.0
2015,NUTS,2010,HU23,2,1249.0
2016,NUTS,2010,HU23,2,1299.0
2017,NUTS,2010,HU23,2,1790.0
2018,NUTS,2010,HU23,2,2791.0
2019,NUTS,2010,HU23,2,2603.0
2011,NUTS,2010,HU3,1,7222.0
2012,NUTS,2010,HU3,1,7720.0
2013,NUTS,2010,HU3,1,7970.0
2014,NUTS,2010,HU3,1,7258.0
2015,NUTS,2010,HU3,1,6729.0
2016,NUTS,2010,HU3,1,6740.0
2017,NUTS,2010,HU3,1,7800.0
2018,NUTS,2010,HU3,1,10066.0
2019,NUTS,2010,HU3,1,10867.0
2011,NUTS,2010,HU31,2,1388.0
2012,NUTS,2010,HU31,2,1496.0
2013,NUTS,2010,HU31,2,1680.0
2014,NUTS,2010,HU31,2,1394.0
2015,NUTS,2010,HU31,2,1239.0
2016,NUTS,2010,HU31,2,1245.0
2017,NUTS,2010,HU31,2,1525.0
2018,NUTS,2010,HU31,2,1781.0
2019,NUTS,2010,HU31,2,2082.0
2011,NUTS,2010,HU32,2,2624.0
2012,NUTS,2010,HU32,2,2944.0
2013,NUTS,2010,HU32,2,2624.0
2014,NUTS,2010,HU32,2,2427.0
2015,NUTS,2010,HU32,2,2402.0
2016,NUTS,2010,HU32,2,2426.0
2017,NUTS,2010,HU32,2,2760.0
2018,NUTS,2010,HU32,2,3437.0
2019,NUTS,2010,HU32,2,3753.0
2011,NUTS,2010,HU33,2,3210.0
2012,NUTS,2010,HU33,2,3280.0
2013,NUTS,2010,HU33,2,3666.0
2014,NUTS,2010,HU33,2,3437.0
2015,NUTS,2010,HU33,2,3088.0
2016,NUTS,2010,HU33,2,3069.0
2017,NUTS,2010,HU33,2,3515.0
2018,NUTS,2010,HU33,2,4848.0
2019,NUTS,2010,HU33,2,5032.0
2011,NUTS,2010,IE,0,21591.0
2012,NUTS,2010,IE,0,29284.0
2013,NUTS,2010,IE,0,31870.0
2014,NUTS,2010,IE,0,33494.0
2015,NUTS,2010,IE,0,32052.0
2016,NUTS,2010,IE,0,34373.0
2017,NUTS,2010,IE,0,33803.0
2018,NUTS,2010,IE,0,31396.0
2019,NUTS,2010,IE,0,32170.0
2020,NUTS,2010,IE,0,32560.0
2011,NUTS,2010,IE0,1,21591.0
2013,NUTS,2010,IE0,1,24129.0
2015,NUTS,2010,IE0,1,34690.0
2017,NUTS,2010,IE0,1,35771.0
2011,NUTS,2010,IE01,2,4093.0
2013,NUTS,2010,IE01,2,4367.0
2015,NUTS,2010,IE01,2,3506.0
2017,NUTS,2010,IE01,2,6959.0
2011,NUTS,2010,IE02,2,17498.0
2013,NUTS,2010,IE02,2,19761.0
2015,NUTS,2010,IE02,2,31184.0
2017,NUTS,2010,IE02,2,28812.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,3244.0
2013,NUTS,2010,IS,0,2736.0
2015,NUTS,2010,IS,0,2941.0
2016,NUTS,2010,IS,0,3247.0
2017,NUTS,2010,IS,0,3172.0
2018,NUTS,2010,IS,0,3172.0
2011,NUTS,2010,IT,0,228094.0
2012,NUTS,2010,IT,0,240179.0
2013,NUTS,2010,IT,0,246764.0
2014,NUTS,2010,IT,0,249467.0
2015,NUTS,2010,IT,0,259167.0
2016,NUTS,2010,IT,0,290040.0
2017,NUTS,2010,IT,0,317628.0
2018,NUTS,2010,IT,0,345625.0
2019,NUTS,2010,IT,0,355854.0
2020,NUTS,2010,IT,0,349836.0
2011,NUTS,2010,ITC,1,78687.0
2012,NUTS,2010,ITC,1,82039.0
2013,NUTS,2010,ITC,1,83252.0
2014,NUTS,2010,ITC,1,83519.0
2015,NUTS,2010,ITC,1,86462.0
2016,NUTS,2010,ITC,1,96987.0
2017,NUTS,2010,ITC,1,104388.0
2018,NUTS,2010,ITC,1,114647.0
2019,NUTS,2010,ITC,1,116560.0
2011,NUTS,2010,ITC1,2,22906.0
2012,NUTS,2010,ITC1,2,24158.0
2013,NUTS,2010,ITC1,2,25809.0
2014,NUTS,2010,ITC1,2,25992.0
2015,NUTS,2010,ITC1,2,28247.0
2016,NUTS,2010,ITC1,2,30000.0
2017,NUTS,2010,ITC1,2,30685.0
2018,NUTS,2010,ITC1,2,33543.0
2019,NUTS,2010,ITC1,2,33212.0
2011,NUTS,2010,ITC2,2,337.0
2012,NUTS,2010,ITC2,2,335.0
2013,NUTS,2010,ITC2,2,316.0
2014,NUTS,2010,ITC2,2,320.0
2015,NUTS,2010,ITC2,2,302.0
2016,NUTS,2010,ITC2,2,372.0
2017,NUTS,2010,ITC2,2,393.0
2018,NUTS,2010,ITC2,2,375.0
2019,NUTS,2010,ITC2,2,341.0
2011,NUTS,2010,ITC3,2,7411.0
2012,NUTS,2010,ITC3,2,7392.0
2013,NUTS,2010,ITC3,2,7214.0
2014,NUTS,2010,ITC3,2,6883.0
2015,NUTS,2010,ITC3,2,7441.0
2016,NUTS,2010,ITC3,2,7726.0
2017,NUTS,2010,ITC3,2,7757.0
2018,NUTS,2010,ITC3,2,8264.0
2019,NUTS,2010,ITC3,2,8763.0
2011,NUTS,2010,ITC4,2,48034.0
2012,NUTS,2010,ITC4,2,50154.0
2013,NUTS,2010,ITC4,2,49912.0
2014,NUTS,2010,ITC4,2,50325.0
2015,NUTS,2010,ITC4,2,50472.0
2016,NUTS,2010,ITC4,2,58891.0
2017,NUTS,2010,ITC4,2,65553.0
2018,NUTS,2010,ITC4,2,72465.0
2019,NUTS,2010,ITC4,2,74244.0
2011,NUTS,2010,ITF,1,25819.0
2012,NUTS,2010,ITF,1,27601.0
2013,NUTS,2010,ITF,1,28835.0
2014,NUTS,2010,ITF,1,29516.0
2017,NUTS,2010,ITF,1,38755.0
2018,NUTS,2010,ITF,1,43193.0
2019,NUTS,2010,ITF,1,45618.0
2011,NUTS,2010,ITF1,2,3100.0
2012,NUTS,2010,ITF1,2,2920.0
2013,NUTS,2010,ITF1,2,3167.0
2014,NUTS,2010,ITF1,2,3263.0
2015,NUTS,2010,ITF1,2,3580.0
2016,NUTS,2010,ITF1,2,4063.0
2017,NUTS,2010,ITF1,2,4537.0
2018,NUTS,2010,ITF1,2,4659.0
2019,NUTS,2010,ITF1,2,4941.0
2012,NUTS,2010,ITF2,2,440.0
2013,NUTS,2010,ITF2,2,593.0
2014,NUTS,2010,ITF2,2,531.0
2017,NUTS,2010,ITF2,2,1037.0
2018,NUTS,2010,ITF2,2,1216.0
2019,NUTS,2010,ITF2,2,1041.0
2011,NUTS,2010,ITF3,2,13076.0
2012,NUTS,2010,ITF3,2,14692.0
2013,NUTS,2010,ITF3,2,14629.0
2014,NUTS,2010,ITF3,2,14792.0
2015,NUTS,2010,ITF3,2,15638.0
2016,NUTS,2010,ITF3,2,16775.0
2017,NUTS,2010,ITF3,2,18934.0
2018,NUTS,2010,ITF3,2,21886.0
2019,NUTS,2010,ITF3,2,23529.0
2011,NUTS,2010,ITF4,2,6523.0
2012,NUTS,2010,ITF4,2,6752.0
2013,NUTS,2010,ITF4,2,7160.0
2014,NUTS,2010,ITF4,2,7606.0
2015,NUTS,2010,ITF4,2,7805.0
2016,NUTS,2010,ITF4,2,8305.0
2017,NUTS,2010,ITF4,2,9456.0
2018,NUTS,2010,ITF4,2,10180.0
2019,NUTS,2010,ITF4,2,10999.0
2012,NUTS,2010,ITF5,2,902.0
2013,NUTS,2010,ITF5,2,937.0
2014,NUTS,2010,ITF5,2,871.0
2015,NUTS,2010,ITF5,2,1021.0
2017,NUTS,2010,ITF5,2,1327.0
2018,NUTS,2010,ITF5,2,1364.0
2019,NUTS,2010,ITF5,2,1276.0
2011,NUTS,2010,ITF6,2,1740.0
2012,NUTS,2010,ITF6,2,1895.0
2013,NUTS,2010,ITF6,2,2350.0
2014,NUTS,2010,ITF6,2,2453.0
2015,NUTS,2010,ITF6,2,2723.0
2016,NUTS,2010,ITF6,2,2721.0
2017,NUTS,2010,ITF6,2,3466.0
2018,NUTS,2010,ITF6,2,3889.0
2019,NUTS,2010,ITF6,2,3833.0
2011,NUTS,2010,ITG,1,12032.0
2012,NUTS,2010,ITG,1,12083.0
2013,NUTS,2010,ITG,1,12780.0
2014,NUTS,2010,ITG,1,13063.0
2015,NUTS,2010,ITG,1,13312.0
2016,NUTS,2010,ITG,1,12676.0
2017,NUTS,2010,ITG,1,13003.0
2018,NUTS,2010,ITG,1,13790.0
2019,NUTS,2010,ITG,1,15021.0
2011,NUTS,2010,ITG1,2,8359.0
2012,NUTS,2010,ITG1,2,8250.0
2013,NUTS,2010,ITG1,2,9033.0
2014,NUTS,2010,ITG1,2,9251.0
2015,NUTS,2010,ITG1,2,8973.0
2016,NUTS,2010,ITG1,2,8850.0
2017,NUTS,2010,ITG1,2,9144.0
2018,NUTS,2010,ITG1,2,9955.0
2019,NUTS,2010,ITG1,2,10900.0
2011,NUTS,2010,ITG2,2,3673.0
2012,NUTS,2010,ITG2,2,3833.0
2013,NUTS,2010,ITG2,2,3747.0
2014,NUTS,2010,ITG2,2,3812.0
2015,NUTS,2010,ITG2,2,4339.0
2016,NUTS,2010,ITG2,2,3826.0
2017,NUTS,2010,ITG2,2,3859.0
2018,NUTS,2010,ITG2,2,3835.0
2019,NUTS,2010,ITG2,2,4121.0
2011,NUTS,2010,ITH,1,57875.0
2012,NUTS,2010,ITH,1,61895.0
2013,NUTS,2010,ITH,1,64602.0
2014,NUTS,2010,ITH,1,64807.0
2015,NUTS,2010,ITH,1,67654.0
2016,NUTS,2010,ITH,1,79828.0
2017,NUTS,2010,ITH,1,89414.0
2018,NUTS,2010,ITH,1,95525.0
2019,NUTS,2010,ITH,1,96546.0
2011,NUTS,2010,ITH1,2,1559.0
2012,NUTS,2010,ITH1,2,1604.0
2013,NUTS,2010,ITH1,2,1781.0
2014,NUTS,2010,ITH1,2,1846.0
2015,NUTS,2010,ITH1,2,1696.0
2016,NUTS,2010,ITH1,2,2165.0
2017,NUTS,2010,ITH1,2,2462.0
2018,NUTS,2010,ITH1,2,2605.0
2019,NUTS,2010,ITH1,2,2840.0
2011,NUTS,2010,ITH2,2,3526.0
2012,NUTS,2010,ITH2,2,3915.0
2013,NUTS,2010,ITH2,2,3883.0
2014,NUTS,2010,ITH2,2,3791.0
2015,NUTS,2010,ITH2,2,4115.0
2016,NUTS,2010,ITH2,2,4052.0
2017,NUTS,2010,ITH2,2,4310.0
2018,NUTS,2010,ITH2,2,4356.0
2019,NUTS,2010,ITH2,2,4636.0
2011,NUTS,2010,ITH3,2,21935.0
2012,NUTS,2010,ITH3,2,22783.0
2013,NUTS,2010,ITH3,2,23226.0
2014,NUTS,2010,ITH3,2,22569.0
2015,NUTS,2010,ITH3,2,23418.0
2016,NUTS,2010,ITH3,2,28997.0
2017,NUTS,2010,ITH3,2,32334.0
2018,NUTS,2010,ITH3,2,35104.0
2019,NUTS,2010,ITH3,2,35850.0
2011,NUTS,2010,ITH4,2,6278.0
2012,NUTS,2010,ITH4,2,6692.0
2013,NUTS,2010,ITH4,2,6169.0
2014,NUTS,2010,ITH4,2,6229.0
2015,NUTS,2010,ITH4,2,6486.0
2016,NUTS,2010,ITH4,2,7186.0
2017,NUTS,2010,ITH4,2,8150.0
2018,NUTS,2010,ITH4,2,8549.0
2019,NUTS,2010,ITH4,2,8296.0
2011,NUTS,2010,ITH5,2,24576.0
2012,NUTS,2010,ITH5,2,26901.0
2013,NUTS,2010,ITH5,2,29543.0
2014,NUTS,2010,ITH5,2,30372.0
2015,NUTS,2010,ITH5,2,31939.0
2016,NUTS,2010,ITH5,2,37428.0
2017,NUTS,2010,ITH5,2,42158.0
2018,NUTS,2010,ITH5,2,44911.0
2019,NUTS,2010,ITH5,2,44926.0
2011,NUTS,2010,ITI,1,53681.0
2012,NUTS,2010,ITI,1,56561.0
2013,NUTS,2010,ITI,1,57295.0
2014,NUTS,2010,ITI,1,58562.0
2017,NUTS,2010,ITI,1,72069.0
2018,NUTS,2010,ITI,1,78470.0
2019,NUTS,2010,ITI,1,82108.0
2011,NUTS,2010,ITI1,2,15136.0
2012,NUTS,2010,ITI1,2,16328.0
2013,NUTS,2010,ITI1,2,17435.0
2014,NUTS,2010,ITI1,2,18207.0
2015,NUTS,2010,ITI1,2,18254.0
2016,NUTS,2010,ITI1,2,19693.0
2017,NUTS,2010,ITI1,2,22524.0
2018,NUTS,2010,ITI1,2,26114.0
2019,NUTS,2010,ITI1,2,26832.0
2011,NUTS,2010,ITI2,2,2604.0
2012,NUTS,2010,ITI2,2,2713.0
2013,NUTS,2010,ITI2,2,2753.0
2014,NUTS,2010,ITI2,2,2879.0
2017,NUTS,2010,ITI2,2,3863.0
2018,NUTS,2010,ITI2,2,4220.0
2019,NUTS,2010,ITI2,2,4295.0
2011,NUTS,2010,ITI3,2,4423.0
2012,NUTS,2010,ITI3,2,4850.0
2013,NUTS,2010,ITI3,2,5002.0
2014,NUTS,2010,ITI3,2,5555.0
2015,NUTS,2010,ITI3,2,5475.0
2016,NUTS,2010,ITI3,2,6742.0
2017,NUTS,2010,ITI3,2,8094.0
2018,NUTS,2010,ITI3,2,8324.0
2019,NUTS,2010,ITI3,2,8112.0
2011,NUTS,2010,ITI4,2,31518.0
2012,NUTS,2010,ITI4,2,32670.0
2013,NUTS,2010,ITI4,2,32104.0
2014,NUTS,2010,ITI4,2,31920.0
2015,NUTS,2010,ITI4,2,33039.0
2016,NUTS,2010,ITI4,2,36575.0
2017,NUTS,2010,ITI4,2,37588.0
2018,NUTS,2010,ITI4,2,39813.0
2019,NUTS,2010,ITI4,2,42869.0
2011,NUTS,2010,JP,0,869825.0
2012,NUTS,2010,JP,0,851132.0
2013,NUTS,2010,JP,0,865523.0
2014,NUTS,2010,JP,0,895285.0
2015,NUTS,2010,JP,0,875005.0
2016,NUTS,2010,JP,0,872340.0
2017,NUTS,2010,JP,0,890749.0
2018,NUTS,2010,JP,0,896901.0
2019,NUTS,2010,JP,0,903367.0
2011,NUTS,2010,KR,0,361374.0
2012,NUTS,2010,KR,0,395990.0
2013,NUTS,2010,KR,0,401444.0
2014,NUTS,2010,KR,0,430868.0
2015,NUTS,2010,KR,0,442027.0
2016,NUTS,2010,KR,0,447408.0
2017,NUTS,2010,KR,0,471201.0
2018,NUTS,2010,KR,0,501175.0
2019,NUTS,2010,KR,0,525675.0
2011,NUTS,2010,LT,0,11173.0
2012,NUTS,2010,LT,0,10416.0
2013,NUTS,2010,LT,0,11080.0
2014,NUTS,2010,LT,0,11791.0
2015,NUTS,2010,LT,0,10607.0
2016,NUTS,2010,LT,0,10924.0
2017,NUTS,2010,LT,0,11577.0
2018,NUTS,2010,LT,0,11956.0
2019,NUTS,2010,LT,0,12998.0
2020,NUTS,2010,LT,0,14396.0
2015,NUTS,2010,LT01,2,6262.0
2016,NUTS,2010,LT01,2,6049.0
2017,NUTS,2010,LT01,2,6510.0
2018,NUTS,2010,LT01,2,6799.0
2019,NUTS,2010,LT01,2,7241.0
2015,NUTS,2010,LT02,2,4345.0
2016,NUTS,2010,LT02,2,4875.0
2017,NUTS,2010,LT02,2,5067.0
2018,NUTS,2010,LT02,2,5157.0
2019,NUTS,2010,LT02,2,5756.0
2011,NUTS,2010,LU,0,5191.0
2012,NUTS,2010,LU,0,4743.0
2013,NUTS,2010,LU,0,4975.0
2014,NUTS,2010,LU,0,5192.0
2015,NUTS,2010,LU,0,5260.0
2016,NUTS,2010,LU,0,5403.0
2017,NUTS,2010,LU,0,5545.0
2018,NUTS,2010,LU,0,5468.0
2019,NUTS,2010,LU,0,5790.0
2020,NUTS,2010,LU,0,5685.0
2011,NUTS,2010,LV,0,5432.0
2012,NUTS,2010,LV,0,5593.0
2013,NUTS,2010,LV,0,5396.0
2014,NUTS,2010,LV,0,5739.0
2015,NUTS,2010,LV,0,5570.0
2016,NUTS,2010,LV,0,5120.0
2017,NUTS,2010,LV,0,5378.0
2018,NUTS,2010,LV,0,5806.0
2019,NUTS,2010,LV,0,5924.0
2020,NUTS,2010,LV,0,6559.0
2011,NUTS,2010,ME,0,530.0
2013,NUTS,2010,ME,0,529.0
2014,NUTS,2010,ME,0,600.0
2015,NUTS,2010,ME,0,673.0
2016,NUTS,2010,ME,0,624.0
2017,NUTS,2010,ME,0,611.0
2018,NUTS,2010,ME,0,682.0
2019,NUTS,2010,ME,0,685.0
2011,NUTS,2010,MK,0,1108.0
2012,NUTS,2010,MK,0,1671.0
2013,NUTS,2010,MK,0,1563.0
2014,NUTS,2010,MK,0,1965.0
2015,NUTS,2010,MK,0,2024.0
2016,NUTS,2010,MK,0,2107.0
2017,NUTS,2010,MK,0,1870.0
2018,NUTS,2010,MK,0,1995.0
2019,NUTS,2010,MK,0,1930.0
2020,NUTS,2010,MK,0,2029.0
2011,NUTS,2010,MT,0,1363.0
2012,NUTS,2010,MT,0,1431.0
2013,NUTS,2010,MT,0,1356.0
2014,NUTS,2010,MT,0,1444.0
2015,NUTS,2010,MT,0,1422.0
2016,NUTS,2010,MT,0,1505.0
2017,NUTS,2010,MT,0,1542.0
2018,NUTS,2010,MT,0,1530.0
2019,NUTS,2010,MT,0,1588.0
2020,NUTS,2010,MT,0,1807.0
2011,NUTS,2010,NL,0,117436.0
2012,NUTS,2010,NL,0,122215.0
2013,NUTS,2010,NL,0,135555.0
2014,NUTS,2010,NL,0,136174.0
2015,NUTS,2010,NL,0,139382.0
2016,NUTS,2010,NL,0,144482.0
2017,NUTS,2010,NL,0,150399.0
2018,NUTS,2010,NL,0,156875.0
2019,NUTS,2010,NL,0,160422.0
2020,NUTS,2010,NL,0,161564.0
2011,NUTS,2010,NL1,1,7560.0
2012,NUTS,2010,NL1,1,7477.0
2013,NUTS,2010,NL1,1,8612.0
2014,NUTS,2010,NL1,1,9283.0
2015,NUTS,2010,NL1,1,9432.0
2016,NUTS,2010,NL1,1,9772.0
2017,NUTS,2010,NL1,1,9506.0
2018,NUTS,2010,NL1,1,9731.0
2019,NUTS,2010,NL1,1,9418.0
2011,NUTS,2010,NL11,2,4393.0
2012,NUTS,2010,NL11,2,4387.0
2011,NUTS,2010,NL12,2,1821.0
2012,NUTS,2010,NL12,2,1859.0
2011,NUTS,2010,NL13,2,1347.0
2012,NUTS,2010,NL13,2,1231.0
2011,NUTS,2010,NL2,1,24011.0
2012,NUTS,2010,NL2,1,24951.0
2013,NUTS,2010,NL2,1,26325.0
2014,NUTS,2010,NL2,1,26095.0
2015,NUTS,2010,NL2,1,25854.0
2016,NUTS,2010,NL2,1,26721.0
2017,NUTS,2010,NL2,1,27522.0
2018,NUTS,2010,NL2,1,28229.0
2019,NUTS,2010,NL2,1,28519.0
2011,NUTS,2010,NL21,2,8562.0
2012,NUTS,2010,NL21,2,7677.0
2011,NUTS,2010,NL22,2,13533.0
2012,NUTS,2010,NL22,2,15028.0
2011,NUTS,2010,NL23,2,1916.0
2012,NUTS,2010,NL23,2,2246.0
2011,NUTS,2010,NL3,1,58203.0
2012,NUTS,2010,NL3,1,59372.0
2013,NUTS,2010,NL3,1,67396.0
2014,NUTS,2010,NL3,1,66776.0
2015,NUTS,2010,NL3,1,68936.0
2016,NUTS,2010,NL3,1,71805.0
2017,NUTS,2010,NL3,1,74328.0
2018,NUTS,2010,NL3,1,79168.0
2019,NUTS,2010,NL3,1,79612.0
2011,NUTS,2010,NL31,2,10362.0
2012,NUTS,2010,NL31,2,10718.0
2011,NUTS,2010,NL32,2,22337.0
2012,NUTS,2010,NL32,2,23082.0
2011,NUTS,2010,NL33,2,24913.0
2012,NUTS,2010,NL33,2,24811.0
2011,NUTS,2010,NL34,2,591.0
2012,NUTS,2010,NL34,2,761.0
2011,NUTS,2010,NL4,1,27662.0
2012,NUTS,2010,NL4,1,30415.0
2013,NUTS,2010,NL4,1,33221.0
2014,NUTS,2010,NL4,1,34021.0
2015,NUTS,2010,NL4,1,35161.0
2016,NUTS,2010,NL4,1,36184.0
2017,NUTS,2010,NL4,1,39044.0
2018,NUTS,2010,NL4,1,39747.0
2019,NUTS,2010,NL4,1,42873.0
2011,NUTS,2010,NL41,2,20630.0
2012,NUTS,2010,NL41,2,23090.0
2011,NUTS,2010,NL42,2,7031.0
2012,NUTS,2010,NL42,2,7325.0
2011,NUTS,2010,NO,0,36950.0
2012,NUTS,2010,NO,0,37707.0
2013,NUTS,2010,NO,0,38536.0
2014,NUTS,2010,NO,0,40297.0
2015,NUTS,2010,NO,0,42409.0
2016,NUTS,2010,NO,0,43918.0
2017,NUTS,2010,NO,0,46234.0
2018,NUTS,2010,NO,0,46601.0
2019,NUTS,2010,NO,0,48723.0
2020,NUTS,2010,NO,0,48947.0
2011,NUTS,2010,NO0,1,36950.0
2012,NUTS,2010,NO0,1,37707.0
2013,NUTS,2010,NO0,1,38536.0
2014,NUTS,2010,NO0,1,40297.0
2015,NUTS,2010,NO0,1,42409.0
2016,NUTS,2010,NO0,1,43918.0
2017,NUTS,2010,NO0,1,46235.0
2018,NUTS,2010,NO0,1,46602.0
2019,NUTS,2010,NO0,1,48722.0
2011,NUTS,2010,NO01,2,16232.0
2012,NUTS,2010,NO01,2,15991.0
2013,NUTS,2010,NO01,2,16533.0
2014,NUTS,2010,NO01,2,17032.0
2015,NUTS,2010,NO01,2,18079.0
2016,NUTS,2010,NO01,2,18499.0
2017,NUTS,2010,NO01,2,19132.0
2018,NUTS,2010,NO01,2,19395.0
2019,NUTS,2010,NO01,2,20023.0
2011,NUTS,2010,NO02,2,808.0
2012,NUTS,2010,NO02,2,783.0
2013,NUTS,2010,NO02,2,972.0
2014,NUTS,2010,NO02,2,942.0
2015,NUTS,2010,NO02,2,920.0
2016,NUTS,2010,NO02,2,1041.0
2017,NUTS,2010,NO02,2,1122.0
2018,NUTS,2010,NO02,2,1176.0
2019,NUTS,2010,NO02,2,1133.0
2011,NUTS,2010,NO03,2,3570.0
2012,NUTS,2010,NO03,2,3571.0
2013,NUTS,2010,NO03,2,3899.0
2014,NUTS,2010,NO03,2,4055.0
2015,NUTS,2010,NO03,2,4234.0
2016,NUTS,2010,NO03,2,4255.0
2017,NUTS,2010,NO03,2,4478.0
