year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_fte
2012,NUTS,2010,HR03,2,235.0
2013,NUTS,2010,HR03,2,220.0
2014,NUTS,2010,HR03,2,249.0
2015,NUTS,2010,HR03,2,240.0
2016,NUTS,2010,HR03,2,296.0
2017,NUTS,2010,HR03,2,305.0
2018,NUTS,2010,HR03,2,296.0
2019,NUTS,2010,HR03,2,388.0
2020,NUTS,2010,HR03,2,487.0
2011,NUTS,2010,HR04,2,2313.0
2012,NUTS,2010,HR04,2,2220.0
2013,NUTS,2010,HR04,2,2270.0
2014,NUTS,2010,HR04,2,2240.0
2015,NUTS,2010,HR04,2,2473.0
2016,NUTS,2010,HR04,2,2855.0
2017,NUTS,2010,HR04,2,3061.0
2018,NUTS,2010,HR04,2,4224.0
2019,NUTS,2010,HR04,2,4848.0
2020,NUTS,2010,HR05,2,3777.0
2020,NUTS,2010,HR06,2,1267.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,17220.0
2012,NUTS,2010,HU,0,19997.0
2013,NUTS,2010,HU,0,22244.0
2014,NUTS,2010,HU,0,22177.0
2015,NUTS,2010,HU,0,21030.0
2016,NUTS,2010,HU,0,20825.0
2017,NUTS,2010,HU,0,24719.0
2018,NUTS,2010,HU,0,31027.0
2019,NUTS,2010,HU,0,33124.0
2020,NUTS,2010,HU,0,34941.0
2011,NUTS,2010,HU1,1,10973.0
2012,NUTS,2010,HU1,1,12304.0
2013,NUTS,2010,HU1,1,13888.0
2014,NUTS,2010,HU1,1,15014.0
2015,NUTS,2010,HU1,1,14806.0
2016,NUTS,2010,HU1,1,14354.0
2017,NUTS,2010,HU1,1,16500.0
2018,NUTS,2010,HU1,1,20860.0
2019,NUTS,2010,HU1,1,22098.0
2011,NUTS,2010,HU10,2,10973.0
2012,NUTS,2010,HU10,2,12304.0
2013,NUTS,2010,HU10,2,13888.0
2014,NUTS,2010,HU10,2,15014.0
2015,NUTS,2010,HU10,2,14806.0
2016,NUTS,2010,HU10,2,14354.0
2017,NUTS,2010,HU11,2,14963.0
2018,NUTS,2010,HU11,2,18598.0
2019,NUTS,2010,HU11,2,19513.0
2017,NUTS,2010,HU12,2,1537.0
2018,NUTS,2010,HU12,2,2262.0
2019,NUTS,2010,HU12,2,2585.0
2011,NUTS,2010,HU2,1,2977.0
2012,NUTS,2010,HU2,1,3710.0
2013,NUTS,2010,HU2,1,4176.0
2014,NUTS,2010,HU2,1,3561.0
2015,NUTS,2010,HU2,1,3151.0
2016,NUTS,2010,HU2,1,3304.0
2017,NUTS,2010,HU2,1,4160.0
2018,NUTS,2010,HU2,1,5409.0
2019,NUTS,2010,HU2,1,5813.0
2011,NUTS,2010,HU21,2,1499.0
2012,NUTS,2010,HU21,2,1963.0
2013,NUTS,2010,HU21,2,2036.0
2014,NUTS,2010,HU21,2,1758.0
2015,NUTS,2010,HU21,2,1719.0
2016,NUTS,2010,HU21,2,1742.0
2017,NUTS,2010,HU21,2,2074.0
2018,NUTS,2010,HU21,2,2526.0
2019,NUTS,2010,HU21,2,2800.0
2011,NUTS,2010,HU22,2,877.0
2012,NUTS,2010,HU22,2,1069.0
2013,NUTS,2010,HU22,2,1201.0
2014,NUTS,2010,HU22,2,1056.0
2015,NUTS,2010,HU22,2,881.0
2016,NUTS,2010,HU22,2,968.0
2017,NUTS,2010,HU22,2,1250.0
2018,NUTS,2010,HU22,2,1793.0
2019,NUTS,2010,HU22,2,1828.0
2011,NUTS,2010,HU23,2,601.0
2012,NUTS,2010,HU23,2,678.0
2013,NUTS,2010,HU23,2,939.0
2014,NUTS,2010,HU23,2,747.0
2015,NUTS,2010,HU23,2,551.0
2016,NUTS,2010,HU23,2,594.0
2017,NUTS,2010,HU23,2,836.0
2018,NUTS,2010,HU23,2,1090.0
2019,NUTS,2010,HU23,2,1185.0
2011,NUTS,2010,HU3,1,3270.0
2012,NUTS,2010,HU3,1,3983.0
2013,NUTS,2010,HU3,1,4180.0
2014,NUTS,2010,HU3,1,3602.0
2015,NUTS,2010,HU3,1,3073.0
2016,NUTS,2010,HU3,1,3167.0
2017,NUTS,2010,HU3,1,4059.0
2018,NUTS,2010,HU3,1,4758.0
2019,NUTS,2010,HU3,1,5213.0
2011,NUTS,2010,HU31,2,844.0
2012,NUTS,2010,HU31,2,992.0
2013,NUTS,2010,HU31,2,1220.0
2014,NUTS,2010,HU31,2,948.0
2015,NUTS,2010,HU31,2,786.0
2016,NUTS,2010,HU31,2,797.0
2017,NUTS,2010,HU31,2,1015.0
2018,NUTS,2010,HU31,2,1131.0
2019,NUTS,2010,HU31,2,1266.0
2011,NUTS,2010,HU32,2,1171.0
2012,NUTS,2010,HU32,2,1522.0
2013,NUTS,2010,HU32,2,1225.0
2014,NUTS,2010,HU32,2,1075.0
2015,NUTS,2010,HU32,2,1126.0
2016,NUTS,2010,HU32,2,1110.0
2017,NUTS,2010,HU32,2,1359.0
2018,NUTS,2010,HU32,2,1532.0
2019,NUTS,2010,HU32,2,1626.0
2011,NUTS,2010,HU33,2,1255.0
2012,NUTS,2010,HU33,2,1469.0
2013,NUTS,2010,HU33,2,1735.0
2014,NUTS,2010,HU33,2,1579.0
2015,NUTS,2010,HU33,2,1161.0
2016,NUTS,2010,HU33,2,1260.0
2017,NUTS,2010,HU33,2,1685.0
2018,NUTS,2010,HU33,2,2095.0
2019,NUTS,2010,HU33,2,2321.0
2011,NUTS,2010,IE,0,14120.0
2012,NUTS,2010,IE,0,15313.0
2013,NUTS,2010,IE,0,17103.0
2014,NUTS,2010,IE,0,17688.0
2015,NUTS,2010,IE,0,18383.0
2016,NUTS,2010,IE,0,18203.0
2017,NUTS,2010,IE,0,19542.0
2018,NUTS,2010,IE,0,18956.0
2019,NUTS,2010,IE,0,19733.0
2020,NUTS,2010,IE,0,20125.0
2011,NUTS,2010,IE0,1,14120.0
2013,NUTS,2010,IE0,1,17103.0
2015,NUTS,2010,IE0,1,18383.0
2017,NUTS,2010,IE0,1,19542.0
2011,NUTS,2010,IE01,2,3037.0
2013,NUTS,2010,IE01,2,3375.0
2015,NUTS,2010,IE01,2,3057.0
2017,NUTS,2010,IE01,2,3803.0
2011,NUTS,2010,IE02,2,11083.0
2013,NUTS,2010,IE02,2,13727.0
2015,NUTS,2010,IE02,2,15326.0
2017,NUTS,2010,IE02,2,15739.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1491.0
2013,NUTS,2010,IS,0,1260.0
2015,NUTS,2010,IS,0,1604.0
2016,NUTS,2010,IS,0,1604.0
2017,NUTS,2010,IS,0,1799.0
2018,NUTS,2010,IS,0,1799.0
2011,NUTS,2010,IT,0,112478.0
2012,NUTS,2010,IT,0,120162.0
2013,NUTS,2010,IT,0,124736.0
2014,NUTS,2010,IT,0,129271.0
2015,NUTS,2010,IT,0,136725.0
2016,NUTS,2010,IT,0,164471.0
2017,NUTS,2010,IT,0,191960.0
2018,NUTS,2010,IT,0,218822.0
2019,NUTS,2010,IT,0,225056.0
2020,NUTS,2010,IT,0,220542.0
2011,NUTS,2010,ITC,1,50518.0
2012,NUTS,2010,ITC,1,52988.0
2013,NUTS,2010,ITC,1,55032.0
2014,NUTS,2010,ITC,1,57501.0
2015,NUTS,2010,ITC,1,58768.0
2016,NUTS,2010,ITC,1,68143.0
2017,NUTS,2010,ITC,1,75853.0
2018,NUTS,2010,ITC,1,85586.0
2019,NUTS,2010,ITC,1,86363.0
2011,NUTS,2010,ITC1,2,16712.0
2012,NUTS,2010,ITC1,2,17323.0
2013,NUTS,2010,ITC1,2,18592.0
2014,NUTS,2010,ITC1,2,19562.0
2015,NUTS,2010,ITC1,2,20749.0
2016,NUTS,2010,ITC1,2,23157.0
2017,NUTS,2010,ITC1,2,23872.0
2018,NUTS,2010,ITC1,2,26502.0
2019,NUTS,2010,ITC1,2,26146.0
2011,NUTS,2010,ITC2,2,214.0
2012,NUTS,2010,ITC2,2,199.0
2013,NUTS,2010,ITC2,2,156.0
2014,NUTS,2010,ITC2,2,162.0
2015,NUTS,2010,ITC2,2,184.0
2016,NUTS,2010,ITC2,2,247.0
2017,NUTS,2010,ITC2,2,220.0
2018,NUTS,2010,ITC2,2,239.0
2019,NUTS,2010,ITC2,2,191.0
2011,NUTS,2010,ITC3,2,3546.0
2012,NUTS,2010,ITC3,2,3381.0
2013,NUTS,2010,ITC3,2,2940.0
2014,NUTS,2010,ITC3,2,3175.0
2015,NUTS,2010,ITC3,2,3424.0
2016,NUTS,2010,ITC3,2,3955.0
2017,NUTS,2010,ITC3,2,3908.0
2018,NUTS,2010,ITC3,2,4512.0
2019,NUTS,2010,ITC3,2,4674.0
2011,NUTS,2010,ITC4,2,30047.0
2012,NUTS,2010,ITC4,2,32086.0
2013,NUTS,2010,ITC4,2,33344.0
2014,NUTS,2010,ITC4,2,34602.0
2015,NUTS,2010,ITC4,2,34412.0
2016,NUTS,2010,ITC4,2,40785.0
2017,NUTS,2010,ITC4,2,47853.0
2018,NUTS,2010,ITC4,2,54333.0
2019,NUTS,2010,ITC4,2,55352.0
2011,NUTS,2010,ITF,1,7467.0
2012,NUTS,2010,ITF,1,8589.0
2013,NUTS,2010,ITF,1,9130.0
2014,NUTS,2010,ITF,1,9170.0
2015,NUTS,2010,ITF,1,11005.0
2016,NUTS,2010,ITF,1,13039.0
2017,NUTS,2010,ITF,1,17813.0
2018,NUTS,2010,ITF,1,22864.0
2019,NUTS,2010,ITF,1,24536.0
2011,NUTS,2010,ITF1,2,1219.0
2012,NUTS,2010,ITF1,2,982.0
2013,NUTS,2010,ITF1,2,1149.0
2014,NUTS,2010,ITF1,2,1304.0
2015,NUTS,2010,ITF1,2,1286.0
2016,NUTS,2010,ITF1,2,1703.0
2017,NUTS,2010,ITF1,2,1994.0
2018,NUTS,2010,ITF1,2,2377.0
2019,NUTS,2010,ITF1,2,2530.0
2011,NUTS,2010,ITF2,2,59.0
2012,NUTS,2010,ITF2,2,70.0
2013,NUTS,2010,ITF2,2,210.0
2014,NUTS,2010,ITF2,2,173.0
2015,NUTS,2010,ITF2,2,639.0
2016,NUTS,2010,ITF2,2,651.0
2017,NUTS,2010,ITF2,2,654.0
2018,NUTS,2010,ITF2,2,839.0
2019,NUTS,2010,ITF2,2,679.0
2011,NUTS,2010,ITF3,2,4410.0
2012,NUTS,2010,ITF3,2,5645.0
2013,NUTS,2010,ITF3,2,5168.0
2014,NUTS,2010,ITF3,2,5010.0
2015,NUTS,2010,ITF3,2,5873.0
2016,NUTS,2010,ITF3,2,6521.0
2017,NUTS,2010,ITF3,2,8965.0
2018,NUTS,2010,ITF3,2,12199.0
2019,NUTS,2010,ITF3,2,13355.0
2011,NUTS,2010,ITF4,2,1494.0
2012,NUTS,2010,ITF4,2,1672.0
2013,NUTS,2010,ITF4,2,2287.0
2014,NUTS,2010,ITF4,2,2298.0
2015,NUTS,2010,ITF4,2,2597.0
2016,NUTS,2010,ITF4,2,3073.0
2017,NUTS,2010,ITF4,2,4185.0
2018,NUTS,2010,ITF4,2,5117.0
2019,NUTS,2010,ITF4,2,5775.0
2011,NUTS,2010,ITF5,2,155.0
2012,NUTS,2010,ITF5,2,71.0
2013,NUTS,2010,ITF5,2,99.0
2014,NUTS,2010,ITF5,2,91.0
2015,NUTS,2010,ITF5,2,136.0
2016,NUTS,2010,ITF5,2,359.0
2017,NUTS,2010,ITF5,2,480.0
2018,NUTS,2010,ITF5,2,537.0
2019,NUTS,2010,ITF5,2,404.0
2011,NUTS,2010,ITF6,2,130.0
2012,NUTS,2010,ITF6,2,148.0
2013,NUTS,2010,ITF6,2,218.0
2014,NUTS,2010,ITF6,2,294.0
2015,NUTS,2010,ITF6,2,475.0
2016,NUTS,2010,ITF6,2,731.0
2017,NUTS,2010,ITF6,2,1537.0
2018,NUTS,2010,ITF6,2,1797.0
2019,NUTS,2010,ITF6,2,1793.0
2011,NUTS,2010,ITG,1,2243.0
2012,NUTS,2010,ITG,1,2105.0
2013,NUTS,2010,ITG,1,2434.0
2014,NUTS,2010,ITG,1,2636.0
2015,NUTS,2010,ITG,1,2463.0
2016,NUTS,2010,ITG,1,2772.0
2017,NUTS,2010,ITG,1,3423.0
2018,NUTS,2010,ITG,1,4277.0
2019,NUTS,2010,ITG,1,5108.0
2011,NUTS,2010,ITG1,2,1954.0
2012,NUTS,2010,ITG1,2,1828.0
2013,NUTS,2010,ITG1,2,2197.0
2014,NUTS,2010,ITG1,2,2310.0
2015,NUTS,2010,ITG1,2,2052.0
2016,NUTS,2010,ITG1,2,2162.0
2017,NUTS,2010,ITG1,2,2754.0
2018,NUTS,2010,ITG1,2,3594.0
2019,NUTS,2010,ITG1,2,4408.0
2011,NUTS,2010,ITG2,2,290.0
2012,NUTS,2010,ITG2,2,277.0
2013,NUTS,2010,ITG2,2,238.0
2014,NUTS,2010,ITG2,2,326.0
2015,NUTS,2010,ITG2,2,411.0
2016,NUTS,2010,ITG2,2,610.0
2017,NUTS,2010,ITG2,2,669.0
2018,NUTS,2010,ITG2,2,683.0
2019,NUTS,2010,ITG2,2,700.0
2011,NUTS,2010,ITH,1,35133.0
2012,NUTS,2010,ITH,1,37706.0
2013,NUTS,2010,ITH,1,39420.0
2014,NUTS,2010,ITH,1,40284.0
2015,NUTS,2010,ITH,1,43451.0
2016,NUTS,2010,ITH,1,53011.0
2017,NUTS,2010,ITH,1,62106.0
2018,NUTS,2010,ITH,1,67021.0
2019,NUTS,2010,ITH,1,67074.0
2011,NUTS,2010,ITH1,2,947.0
2012,NUTS,2010,ITH1,2,952.0
2013,NUTS,2010,ITH1,2,1023.0
2014,NUTS,2010,ITH1,2,1019.0
2015,NUTS,2010,ITH1,2,931.0
2016,NUTS,2010,ITH1,2,1296.0
2017,NUTS,2010,ITH1,2,1409.0
2018,NUTS,2010,ITH1,2,1469.0
2019,NUTS,2010,ITH1,2,1632.0
2011,NUTS,2010,ITH2,2,1579.0
2012,NUTS,2010,ITH2,2,1853.0
2013,NUTS,2010,ITH2,2,1556.0
2014,NUTS,2010,ITH2,2,1551.0
2015,NUTS,2010,ITH2,2,1774.0
2016,NUTS,2010,ITH2,2,1606.0
2017,NUTS,2010,ITH2,2,1876.0
2018,NUTS,2010,ITH2,2,1859.0
2019,NUTS,2010,ITH2,2,2029.0
2011,NUTS,2010,ITH3,2,14705.0
2012,NUTS,2010,ITH3,2,15018.0
2013,NUTS,2010,ITH3,2,15279.0
2014,NUTS,2010,ITH3,2,15054.0
2015,NUTS,2010,ITH3,2,15518.0
2016,NUTS,2010,ITH3,2,19933.0
2017,NUTS,2010,ITH3,2,23110.0
2018,NUTS,2010,ITH3,2,25169.0
2019,NUTS,2010,ITH3,2,25385.0
2011,NUTS,2010,ITH4,2,3118.0
2012,NUTS,2010,ITH4,2,3465.0
2013,NUTS,2010,ITH4,2,3046.0
2014,NUTS,2010,ITH4,2,2972.0
2015,NUTS,2010,ITH4,2,3008.0
2016,NUTS,2010,ITH4,2,3641.0
2017,NUTS,2010,ITH4,2,4432.0
2018,NUTS,2010,ITH4,2,4702.0
2019,NUTS,2010,ITH4,2,4518.0
2011,NUTS,2010,ITH5,2,14784.0
2012,NUTS,2010,ITH5,2,16418.0
2013,NUTS,2010,ITH5,2,18516.0
2014,NUTS,2010,ITH5,2,19689.0
2015,NUTS,2010,ITH5,2,22220.0
2016,NUTS,2010,ITH5,2,26535.0
2017,NUTS,2010,ITH5,2,31280.0
2018,NUTS,2010,ITH5,2,33822.0
2019,NUTS,2010,ITH5,2,33511.0
2011,NUTS,2010,ITI,1,17117.0
2012,NUTS,2010,ITI,1,18775.0
2013,NUTS,2010,ITI,1,18721.0
2014,NUTS,2010,ITI,1,19680.0
2015,NUTS,2010,ITI,1,21038.0
2016,NUTS,2010,ITI,1,27507.0
2017,NUTS,2010,ITI,1,32765.0
2018,NUTS,2010,ITI,1,39073.0
2019,NUTS,2010,ITI,1,41976.0
2011,NUTS,2010,ITI1,2,5553.0
2012,NUTS,2010,ITI1,2,6195.0
2013,NUTS,2010,ITI1,2,7191.0
2014,NUTS,2010,ITI1,2,7551.0
2015,NUTS,2010,ITI1,2,8172.0
2016,NUTS,2010,ITI1,2,9520.0
2017,NUTS,2010,ITI1,2,12153.0
2018,NUTS,2010,ITI1,2,15190.0
2019,NUTS,2010,ITI1,2,15953.0
2011,NUTS,2010,ITI2,2,747.0
2012,NUTS,2010,ITI2,2,848.0
2013,NUTS,2010,ITI2,2,908.0
2014,NUTS,2010,ITI2,2,999.0
2015,NUTS,2010,ITI2,2,1077.0
2016,NUTS,2010,ITI2,2,1528.0
2017,NUTS,2010,ITI2,2,2061.0
2018,NUTS,2010,ITI2,2,2326.0
2019,NUTS,2010,ITI2,2,2402.0
2011,NUTS,2010,ITI3,2,2458.0
2012,NUTS,2010,ITI3,2,2817.0
2013,NUTS,2010,ITI3,2,2868.0
2014,NUTS,2010,ITI3,2,3529.0
2015,NUTS,2010,ITI3,2,3297.0
2016,NUTS,2010,ITI3,2,4460.0
2017,NUTS,2010,ITI3,2,5662.0
2018,NUTS,2010,ITI3,2,6118.0
2019,NUTS,2010,ITI3,2,5783.0
2011,NUTS,2010,ITI4,2,8360.0
2012,NUTS,2010,ITI4,2,8914.0
2013,NUTS,2010,ITI4,2,7754.0
2014,NUTS,2010,ITI4,2,7600.0
2015,NUTS,2010,ITI4,2,8492.0
2016,NUTS,2010,ITI4,2,11998.0
2017,NUTS,2010,ITI4,2,12889.0
2018,NUTS,2010,ITI4,2,15439.0
2019,NUTS,2010,ITI4,2,17838.0
2011,NUTS,2010,JP,0,602252.0
2012,NUTS,2010,JP,0,581042.0
2013,NUTS,2010,JP,0,583855.0
2014,NUTS,2010,JP,0,611027.0
2015,NUTS,2010,JP,0,592175.0
2016,NUTS,2010,JP,0,586593.0
2017,NUTS,2010,JP,0,603407.0
2018,NUTS,2010,JP,0,611500.0
2019,NUTS,2010,JP,0,617060.0
2011,NUTS,2010,KR,0,254280.0
2012,NUTS,2010,KR,0,281523.0
2013,NUTS,2010,KR,0,288758.0
2014,NUTS,2010,KR,0,314019.0
2015,NUTS,2010,KR,0,323652.0
2016,NUTS,2010,KR,0,328948.0
2017,NUTS,2010,KR,0,355601.0
2018,NUTS,2010,KR,0,383321.0
2019,NUTS,2010,KR,0,405212.0
2011,NUTS,2010,LT,0,2085.0
2012,NUTS,2010,LT,0,1771.0
2013,NUTS,2010,LT,0,2401.0
2014,NUTS,2010,LT,0,3307.0
2015,NUTS,2010,LT,0,2714.0
2016,NUTS,2010,LT,0,2630.0
2017,NUTS,2010,LT,0,3783.0
2018,NUTS,2010,LT,0,4304.0
2019,NUTS,2010,LT,0,4813.0
2020,NUTS,2010,LT,0,5521.0
2015,NUTS,2010,LT01,2,1862.0
2016,NUTS,2010,LT01,2,1771.0
2017,NUTS,2010,LT01,2,2266.0
2018,NUTS,2010,LT01,2,2664.0
2019,NUTS,2010,LT01,2,3086.0
2015,NUTS,2010,LT02,2,852.0
2016,NUTS,2010,LT02,2,859.0
2017,NUTS,2010,LT02,2,1517.0
2018,NUTS,2010,LT02,2,1640.0
2019,NUTS,2010,LT02,2,1727.0
2011,NUTS,2010,LU,0,3387.0
2012,NUTS,2010,LU,0,2843.0
2013,NUTS,2010,LU,0,2913.0
2014,NUTS,2010,LU,0,3016.0
2015,NUTS,2010,LU,0,3066.0
2016,NUTS,2010,LU,0,3234.0
2017,NUTS,2010,LU,0,3252.0
2018,NUTS,2010,LU,0,3086.0
2019,NUTS,2010,LU,0,3241.0
2020,NUTS,2010,LU,0,3152.0
2011,NUTS,2010,LV,0,870.0
2012,NUTS,2010,LV,0,885.0
2013,NUTS,2010,LV,0,981.0
2014,NUTS,2010,LV,0,1382.0
2015,NUTS,2010,LV,0,1145.0
2016,NUTS,2010,LV,0,896.0
2017,NUTS,2010,LV,0,956.0
2018,NUTS,2010,LV,0,1221.0
2019,NUTS,2010,LV,0,1175.0
2020,NUTS,2010,LV,0,1381.0
2011,NUTS,2010,ME,0,123.0
2013,NUTS,2010,ME,0,127.0
2014,NUTS,2010,ME,0,122.0
2015,NUTS,2010,ME,0,104.0
2016,NUTS,2010,ME,0,76.0
2017,NUTS,2010,ME,0,70.0
2018,NUTS,2010,ME,0,119.0
2019,NUTS,2010,ME,0,110.0
2011,NUTS,2010,MK,0,166.0
2012,NUTS,2010,MK,0,139.0
2013,NUTS,2010,MK,0,153.0
2014,NUTS,2010,MK,0,241.0
2015,NUTS,2010,MK,0,391.0
2016,NUTS,2010,MK,0,418.0
2017,NUTS,2010,MK,0,419.0
2018,NUTS,2010,MK,0,495.0
2019,NUTS,2010,MK,0,548.0
2020,NUTS,2010,MK,0,587.0
2011,NUTS,2010,MT,0,1007.0
2012,NUTS,2010,MT,0,1034.0
2013,NUTS,2010,MT,0,903.0
2014,NUTS,2010,MT,0,951.0
2015,NUTS,2010,MT,0,917.0
2016,NUTS,2010,MT,0,1008.0
2017,NUTS,2010,MT,0,1027.0
2018,NUTS,2010,MT,0,985.0
2019,NUTS,2010,MT,0,1001.0
2020,NUTS,2010,MT,0,1194.0
2011,NUTS,2010,NL,0,74011.0
2012,NUTS,2010,NL,0,76767.0
2013,NUTS,2010,NL,0,95108.0
2014,NUTS,2010,NL,0,94612.0
2015,NUTS,2010,NL,0,97443.0
2016,NUTS,2010,NL,0,102614.0
2017,NUTS,2010,NL,0,107496.0
2018,NUTS,2010,NL,0,112807.0
2019,NUTS,2010,NL,0,115124.0
2020,NUTS,2010,NL,0,116415.0
2011,NUTS,2010,NL1,1,4432.0
2012,NUTS,2010,NL1,1,3980.0
2011,NUTS,2010,NL11,2,1516.0
2012,NUTS,2010,NL11,2,1273.0
2011,NUTS,2010,NL12,2,1650.0
2012,NUTS,2010,NL12,2,1608.0
2011,NUTS,2010,NL13,2,1266.0
2012,NUTS,2010,NL13,2,1100.0
2011,NUTS,2010,NL2,1,14978.0
2012,NUTS,2010,NL2,1,15331.0
2011,NUTS,2010,NL21,2,6548.0
2012,NUTS,2010,NL21,2,5395.0
2011,NUTS,2010,NL22,2,7307.0
2012,NUTS,2010,NL22,2,8575.0
2011,NUTS,2010,NL23,2,1123.0
2012,NUTS,2010,NL23,2,1362.0
2011,NUTS,2010,NL3,1,32180.0
2012,NUTS,2010,NL3,1,32727.0
2011,NUTS,2010,NL31,2,4545.0
2012,NUTS,2010,NL31,2,4691.0
2011,NUTS,2010,NL32,2,13705.0
2012,NUTS,2010,NL32,2,13921.0
2011,NUTS,2010,NL33,2,13391.0
2012,NUTS,2010,NL33,2,13406.0
2011,NUTS,2010,NL34,2,540.0
2012,NUTS,2010,NL34,2,709.0
2011,NUTS,2010,NL4,1,22420.0
2012,NUTS,2010,NL4,1,24729.0
2011,NUTS,2010,NL41,2,17311.0
2012,NUTS,2010,NL41,2,19426.0
2011,NUTS,2010,NL42,2,5109.0
2012,NUTS,2010,NL42,2,5302.0
2011,NUTS,2010,NO,0,18111.0
2012,NUTS,2010,NO,0,18624.0
2013,NUTS,2010,NO,0,19041.0
2014,NUTS,2010,NO,0,20597.0
2015,NUTS,2010,NO,0,21637.0
2016,NUTS,2010,NO,0,22171.0
2017,NUTS,2010,NO,0,23766.0
2018,NUTS,2010,NO,0,23766.0
2019,NUTS,2010,NO,0,25154.0
2020,NUTS,2010,NO,0,26141.0
2011,NUTS,2010,NO0,1,18111.0
2012,NUTS,2010,NO0,1,18624.0
2013,NUTS,2010,NO0,1,19041.0
2014,NUTS,2010,NO0,1,20597.0
2015,NUTS,2010,NO0,1,21637.0
2016,NUTS,2010,NO0,1,22171.0
2017,NUTS,2010,NO0,1,23766.0
2018,NUTS,2010,NO0,1,23766.0
2019,NUTS,2010,NO0,1,25152.0
2011,NUTS,2010,NO01,2,7588.0
2012,NUTS,2010,NO01,2,7260.0
2013,NUTS,2010,NO01,2,7432.0
2014,NUTS,2010,NO01,2,7913.0
2015,NUTS,2010,NO01,2,8417.0
2016,NUTS,2010,NO01,2,8622.0
2017,NUTS,2010,NO01,2,9143.0
2018,NUTS,2010,NO01,2,9148.0
2019,NUTS,2010,NO01,2,9623.0
2011,NUTS,2010,NO02,2,501.0
2012,NUTS,2010,NO02,2,466.0
2013,NUTS,2010,NO02,2,615.0
2014,NUTS,2010,NO02,2,579.0
2015,NUTS,2010,NO02,2,559.0
2016,NUTS,2010,NO02,2,592.0
2017,NUTS,2010,NO02,2,655.0
2018,NUTS,2010,NO02,2,725.0
2019,NUTS,2010,NO02,2,650.0
2011,NUTS,2010,NO03,2,2824.0
2012,NUTS,2010,NO03,2,2776.0
2013,NUTS,2010,NO03,2,3068.0
2014,NUTS,2010,NO03,2,3241.0
2015,NUTS,2010,NO03,2,3357.0
2016,NUTS,2010,NO03,2,3337.0
2017,NUTS,2010,NO03,2,3437.0
2018,NUTS,2010,NO03,2,3368.0
2019,NUTS,2010,NO03,2,3367.0
2011,NUTS,2010,NO04,2,1766.0
2012,NUTS,2010,NO04,2,1892.0
2013,NUTS,2010,NO04,2,1954.0
2014,NUTS,2010,NO04,2,2207.0
2015,NUTS,2010,NO04,2,2381.0
2016,NUTS,2010,NO04,2,2521.0
2017,NUTS,2010,NO04,2,2647.0
2018,NUTS,2010,NO04,2,2586.0
2019,NUTS,2010,NO04,2,2804.0
2011,NUTS,2010,NO05,2,1947.0
2012,NUTS,2010,NO05,2,2106.0
2013,NUTS,2010,NO05,2,2115.0
2014,NUTS,2010,NO05,2,2423.0
2015,NUTS,2010,NO05,2,2622.0
2016,NUTS,2010,NO05,2,2579.0
2017,NUTS,2010,NO05,2,3073.0
2018,NUTS,2010,NO05,2,3312.0
2019,NUTS,2010,NO05,2,3530.0
2011,NUTS,2010,NO06,2,2989.0
2012,NUTS,2010,NO06,2,3545.0
2013,NUTS,2010,NO06,2,3276.0
2014,NUTS,2010,NO06,2,3556.0
2015,NUTS,2010,NO06,2,3595.0
2016,NUTS,2010,NO06,2,3639.0
2017,NUTS,2010,NO06,2,3880.0
2018,NUTS,2010,NO06,2,3622.0
2019,NUTS,2010,NO06,2,4137.0
2011,NUTS,2010,NO07,2,495.0
2012,NUTS,2010,NO07,2,555.0
2013,NUTS,2010,NO07,2,562.0
2014,NUTS,2010,NO07,2,677.0
2015,NUTS,2010,NO07,2,706.0
2016,NUTS,2010,NO07,2,879.0
2017,NUTS,2010,NO07,2,932.0
2018,NUTS,2010,NO07,2,1005.0
2019,NUTS,2010,NO07,2,1042.0
2011,NUTS,2010,PL,0,19530.0
2012,NUTS,2010,PL,0,25750.0
2013,NUTS,2010,PL,0,30250.0
2014,NUTS,2010,PL,0,37253.0
2015,NUTS,2010,PL,0,42054.0
2016,NUTS,2010,PL,0,55758.0
2017,NUTS,2010,PL,0,72966.0
2018,NUTS,2010,PL,0,85981.0
2019,NUTS,2010,PL,0,86742.0
2020,NUTS,2010,PL,0,96129.0
2011,NUTS,2010,PL1,1,6184.0
2012,NUTS,2010,PL1,1,8338.0
2013,NUTS,2010,PL1,1,10498.0
2014,NUTS,2010,PL1,1,12886.0
2015,NUTS,2010,PL1,1,14824.0
2011,NUTS,2010,PL11,2,765.0
2012,NUTS,2010,PL11,2,957.0
2013,NUTS,2010,PL11,2,1153.0
2014,NUTS,2010,PL11,2,1231.0
2015,NUTS,2010,PL11,2,1691.0
2011,NUTS,2010,PL12,2,5419.0
2012,NUTS,2010,PL12,2,7381.0
2013,NUTS,2010,PL12,2,9345.0
2014,NUTS,2010,PL12,2,11655.0
2015,NUTS,2010,PL12,2,13134.0
2011,NUTS,2010,PL2,1,4416.0
