year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_hes_total
1996,NUTS,2010,FR83,2,7.0
1997,NUTS,2010,FR83,2,145.0
1998,NUTS,2010,FR83,2,165.0
2000,NUTS,2010,FR83,2,161.0
2001,NUTS,2010,FR83,2,216.0
1991,NUTS,2010,FRA,1,82.0
1992,NUTS,2010,FRA,1,15.0
1993,NUTS,2010,FRA,1,17.0
1994,NUTS,2010,FRA,1,19.0
1995,NUTS,2010,FRA,1,24.0
1996,NUTS,2010,FRA,1,21.0
1997,NUTS,2010,FRA,1,614.0
1998,NUTS,2010,FRA,1,670.0
2000,NUTS,2010,FRA,1,754.0
2001,NUTS,2010,FRA,1,1122.0
2002,NUTS,2010,HR,0,9133.0
2003,NUTS,2010,HR,0,9492.0
2004,NUTS,2010,HR,0,10108.0
2005,NUTS,2010,HR,0,8849.0
2006,NUTS,2010,HR,0,8907.0
2007,NUTS,2010,HR,0,9608.0
2008,NUTS,2010,HR,0,9893.0
2009,NUTS,2010,HR,0,9547.0
2010,NUTS,2010,HR,0,10419.0
2011,NUTS,2010,HR,0,9489.0
2012,NUTS,2010,HR,0,9165.0
2013,NUTS,2010,HR,0,9329.0
2014,NUTS,2010,HR,0,8961.0
2015,NUTS,2010,HR,0,9721.0
2016,NUTS,2010,HR,0,10819.0
2017,NUTS,2010,HR,0,11386.0
2018,NUTS,2010,HR,0,11565.0
2019,NUTS,2010,HR,0,13003.0
2020,NUTS,2010,HR,0,13324.0
2002,NUTS,2010,HR0,1,9133.0
2003,NUTS,2010,HR0,1,9492.0
2004,NUTS,2010,HR0,1,10108.0
2005,NUTS,2010,HR0,1,8849.0
2006,NUTS,2010,HR0,1,8907.0
2007,NUTS,2010,HR0,1,9608.0
2008,NUTS,2010,HR0,1,9893.0
2009,NUTS,2010,HR0,1,9547.0
2010,NUTS,2010,HR0,1,10419.0
2011,NUTS,2010,HR0,1,9489.0
2012,NUTS,2010,HR0,1,9165.0
2013,NUTS,2010,HR0,1,9329.0
2014,NUTS,2010,HR0,1,8961.0
2015,NUTS,2010,HR0,1,9721.0
2016,NUTS,2010,HR0,1,10819.0
2017,NUTS,2010,HR0,1,11386.0
2018,NUTS,2010,HR0,1,11565.0
2019,NUTS,2010,HR0,1,13003.0
2020,NUTS,2010,HR0,1,13324.0
2008,NUTS,2010,HR02,2,958.0
2009,NUTS,2010,HR02,2,1010.0
2010,NUTS,2010,HR02,2,1015.0
2020,NUTS,2010,HR02,2,1471.0
2008,NUTS,2010,HR03,2,3134.0
2009,NUTS,2010,HR03,2,3144.0
2010,NUTS,2010,HR03,2,3368.0
2011,NUTS,2010,HR03,2,3231.0
2012,NUTS,2010,HR03,2,3175.0
2013,NUTS,2010,HR03,2,3145.0
2014,NUTS,2010,HR03,2,3040.0
2015,NUTS,2010,HR03,2,2965.0
2016,NUTS,2010,HR03,2,3105.0
2017,NUTS,2010,HR03,2,3413.0
2018,NUTS,2010,HR03,2,3489.0
2019,NUTS,2010,HR03,2,4091.0
2020,NUTS,2010,HR03,2,4208.0
2008,NUTS,2010,HR04,2,6759.0
2009,NUTS,2010,HR04,2,6403.0
2010,NUTS,2010,HR04,2,7051.0
2011,NUTS,2010,HR04,2,6258.0
2012,NUTS,2010,HR04,2,5990.0
2013,NUTS,2010,HR04,2,6184.0
2014,NUTS,2010,HR04,2,5921.0
2015,NUTS,2010,HR04,2,6756.0
2016,NUTS,2010,HR04,2,7714.0
2017,NUTS,2010,HR04,2,7973.0
2018,NUTS,2010,HR04,2,8076.0
2019,NUTS,2010,HR04,2,8912.0
2020,NUTS,2010,HR05,2,7222.0
2020,NUTS,2010,HR06,2,423.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
1980,NUTS,2010,HU,0,22150.0
1981,NUTS,2010,HU,0,21369.0
1982,NUTS,2010,HU,0,22172.0
1983,NUTS,2010,HU,0,22174.0
1984,NUTS,2010,HU,0,22003.0
1985,NUTS,2010,HU,0,22017.0
1986,NUTS,2010,HU,0,22020.0
1987,NUTS,2010,HU,0,22179.0
1988,NUTS,2010,HU,0,22530.0
1989,NUTS,2010,HU,0,22370.0
1990,NUTS,2010,HU,0,22787.0
1991,NUTS,2010,HU,0,22607.0
1992,NUTS,2010,HU,0,22296.0
1993,NUTS,2010,HU,0,22029.0
1994,NUTS,2010,HU,0,21765.0
1995,NUTS,2010,HU,0,20699.0
1996,NUTS,2010,HU,0,20085.0
1997,NUTS,2010,HU,0,22434.0
1998,NUTS,2010,HU,0,24750.0
1999,NUTS,2010,HU,0,24411.0
2000,NUTS,2010,HU,0,25972.0
2001,NUTS,2010,HU,0,26543.0
2002,NUTS,2010,HU,0,27532.0
2003,NUTS,2010,HU,0,27769.0
2004,NUTS,2010,HU,0,29262.0
2005,NUTS,2010,HU,0,28702.0
2006,NUTS,2010,HU,0,27165.0
2007,NUTS,2010,HU,0,25923.0
2008,NUTS,2010,HU,0,26240.0
2009,NUTS,2010,HU,0,25934.0
2010,NUTS,2010,HU,0,24778.0
2011,NUTS,2010,HU,0,24404.0
2012,NUTS,2010,HU,0,23647.0
2013,NUTS,2010,HU,0,23112.0
2014,NUTS,2010,HU,0,22447.0
2015,NUTS,2010,HU,0,21998.0
2016,NUTS,2010,HU,0,21969.0
2017,NUTS,2010,HU,0,23816.0
2018,NUTS,2010,HU,0,31083.0
2019,NUTS,2010,HU,0,33600.0
1999,NUTS,2010,HU1,1,11619.0
2000,NUTS,2010,HU1,1,12967.0
2001,NUTS,2010,HU1,1,12627.0
2002,NUTS,2010,HU1,1,12552.0
2003,NUTS,2010,HU1,1,12434.0
2004,NUTS,2010,HU1,1,12369.0
2005,NUTS,2010,HU1,1,12187.0
2006,NUTS,2010,HU1,1,11768.0
2007,NUTS,2010,HU1,1,12285.0
2008,NUTS,2010,HU1,1,12083.0
2009,NUTS,2010,HU1,1,11819.0
2010,NUTS,2010,HU1,1,11455.0
2011,NUTS,2010,HU1,1,11130.0
2012,NUTS,2010,HU1,1,10655.0
2013,NUTS,2010,HU1,1,10682.0
2014,NUTS,2010,HU1,1,10483.0
2015,NUTS,2010,HU1,1,10289.0
2016,NUTS,2010,HU1,1,10398.0
2017,NUTS,2010,HU1,1,11251.0
2018,NUTS,2010,HU1,1,15388.0
2019,NUTS,2010,HU1,1,16378.0
1999,NUTS,2010,HU10,2,11619.0
2000,NUTS,2010,HU10,2,12967.0
2001,NUTS,2010,HU10,2,12627.0
2002,NUTS,2010,HU10,2,12552.0
2003,NUTS,2010,HU10,2,12434.0
2004,NUTS,2010,HU10,2,12369.0
2005,NUTS,2010,HU10,2,12187.0
2006,NUTS,2010,HU10,2,11768.0
2007,NUTS,2010,HU10,2,12285.0
2008,NUTS,2010,HU10,2,12083.0
2009,NUTS,2010,HU10,2,11819.0
2010,NUTS,2010,HU10,2,11455.0
2011,NUTS,2010,HU10,2,11130.0
2012,NUTS,2010,HU10,2,10655.0
2013,NUTS,2010,HU10,2,10682.0
2014,NUTS,2010,HU10,2,10483.0
2015,NUTS,2010,HU10,2,10289.0
2016,NUTS,2010,HU10,2,10398.0
2017,NUTS,2010,HU11,2,10223.0
2018,NUTS,2010,HU11,2,14173.0
2019,NUTS,2010,HU11,2,15613.0
2017,NUTS,2010,HU12,2,1028.0
2018,NUTS,2010,HU12,2,1215.0
2019,NUTS,2010,HU12,2,765.0
1999,NUTS,2010,HU2,1,4598.0
2000,NUTS,2010,HU2,1,5448.0
2001,NUTS,2010,HU2,1,5609.0
2002,NUTS,2010,HU2,1,5728.0
2003,NUTS,2010,HU2,1,5986.0
2004,NUTS,2010,HU2,1,7567.0
2005,NUTS,2010,HU2,1,7022.0
2006,NUTS,2010,HU2,1,6973.0
2007,NUTS,2010,HU2,1,5179.0
2008,NUTS,2010,HU2,1,5790.0
2009,NUTS,2010,HU2,1,5424.0
2010,NUTS,2010,HU2,1,4902.0
2011,NUTS,2010,HU2,1,4696.0
2012,NUTS,2010,HU2,1,4463.0
2013,NUTS,2010,HU2,1,4041.0
2014,NUTS,2010,HU2,1,3956.0
2015,NUTS,2010,HU2,1,3752.0
2016,NUTS,2010,HU2,1,3722.0
2017,NUTS,2010,HU2,1,4486.0
2018,NUTS,2010,HU2,1,6169.0
2019,NUTS,2010,HU2,1,6484.0
1999,NUTS,2010,HU21,2,1074.0
2000,NUTS,2010,HU21,2,1433.0
2001,NUTS,2010,HU21,2,1352.0
2002,NUTS,2010,HU21,2,1511.0
2003,NUTS,2010,HU21,2,1825.0
2004,NUTS,2010,HU21,2,1720.0
2005,NUTS,2010,HU21,2,1545.0
2006,NUTS,2010,HU21,2,1552.0
2007,NUTS,2010,HU21,2,1179.0
2008,NUTS,2010,HU21,2,1248.0
2009,NUTS,2010,HU21,2,1173.0
2010,NUTS,2010,HU21,2,1093.0
2011,NUTS,2010,HU21,2,871.0
2012,NUTS,2010,HU21,2,898.0
2013,NUTS,2010,HU21,2,792.0
2014,NUTS,2010,HU21,2,825.0
2015,NUTS,2010,HU21,2,790.0
2016,NUTS,2010,HU21,2,787.0
2017,NUTS,2010,HU21,2,751.0
2018,NUTS,2010,HU21,2,972.0
2019,NUTS,2010,HU21,2,995.0
1999,NUTS,2010,HU22,2,1536.0
2000,NUTS,2010,HU22,2,1400.0
2001,NUTS,2010,HU22,2,1727.0
2002,NUTS,2010,HU22,2,1779.0
2003,NUTS,2010,HU22,2,1434.0
2004,NUTS,2010,HU22,2,1639.0
2005,NUTS,2010,HU22,2,1577.0
2006,NUTS,2010,HU22,2,1673.0
2007,NUTS,2010,HU22,2,1587.0
2008,NUTS,2010,HU22,2,1578.0
2009,NUTS,2010,HU22,2,1668.0
2010,NUTS,2010,HU22,2,1714.0
2011,NUTS,2010,HU22,2,1700.0
2012,NUTS,2010,HU22,2,1379.0
2013,NUTS,2010,HU22,2,1449.0
2014,NUTS,2010,HU22,2,1306.0
2015,NUTS,2010,HU22,2,1114.0
2016,NUTS,2010,HU22,2,1054.0
2017,NUTS,2010,HU22,2,1263.0
2018,NUTS,2010,HU22,2,1806.0
2019,NUTS,2010,HU22,2,2099.0
1999,NUTS,2010,HU23,2,1988.0
2000,NUTS,2010,HU23,2,2615.0
2001,NUTS,2010,HU23,2,2530.0
2002,NUTS,2010,HU23,2,2438.0
2003,NUTS,2010,HU23,2,2727.0
2004,NUTS,2010,HU23,2,4208.0
2005,NUTS,2010,HU23,2,3900.0
2006,NUTS,2010,HU23,2,3748.0
2007,NUTS,2010,HU23,2,2413.0
2008,NUTS,2010,HU23,2,2964.0
2009,NUTS,2010,HU23,2,2583.0
2010,NUTS,2010,HU23,2,2095.0
2011,NUTS,2010,HU23,2,2125.0
2012,NUTS,2010,HU23,2,2186.0
2013,NUTS,2010,HU23,2,1800.0
2014,NUTS,2010,HU23,2,1825.0
2015,NUTS,2010,HU23,2,1848.0
2016,NUTS,2010,HU23,2,1881.0
2017,NUTS,2010,HU23,2,2472.0
2018,NUTS,2010,HU23,2,3391.0
2019,NUTS,2010,HU23,2,3390.0
1999,NUTS,2010,HU3,1,8194.0
2000,NUTS,2010,HU3,1,7557.0
2001,NUTS,2010,HU3,1,8307.0
2002,NUTS,2010,HU3,1,9252.0
2003,NUTS,2010,HU3,1,9349.0
2004,NUTS,2010,HU3,1,9326.0
2005,NUTS,2010,HU3,1,9493.0
2006,NUTS,2010,HU3,1,8424.0
2007,NUTS,2010,HU3,1,8459.0
2008,NUTS,2010,HU3,1,8367.0
2009,NUTS,2010,HU3,1,8691.0
2010,NUTS,2010,HU3,1,8421.0
2011,NUTS,2010,HU3,1,8578.0
2012,NUTS,2010,HU3,1,8529.0
2013,NUTS,2010,HU3,1,8389.0
2014,NUTS,2010,HU3,1,8008.0
2015,NUTS,2010,HU3,1,7957.0
2016,NUTS,2010,HU3,1,7849.0
2017,NUTS,2010,HU3,1,8079.0
2018,NUTS,2010,HU3,1,9526.0
2019,NUTS,2010,HU3,1,10738.0
1999,NUTS,2010,HU31,2,1519.0
2000,NUTS,2010,HU31,2,1451.0
2001,NUTS,2010,HU31,2,1564.0
2002,NUTS,2010,HU31,2,1750.0
2003,NUTS,2010,HU31,2,1752.0
2004,NUTS,2010,HU31,2,1746.0
2005,NUTS,2010,HU31,2,1678.0
2006,NUTS,2010,HU31,2,1618.0
2007,NUTS,2010,HU31,2,1596.0
2008,NUTS,2010,HU31,2,1455.0
2009,NUTS,2010,HU31,2,1609.0
2010,NUTS,2010,HU31,2,1461.0
2011,NUTS,2010,HU31,2,1429.0
2012,NUTS,2010,HU31,2,1414.0
2013,NUTS,2010,HU31,2,1274.0
2014,NUTS,2010,HU31,2,1220.0
2015,NUTS,2010,HU31,2,1305.0
2016,NUTS,2010,HU31,2,1174.0
2017,NUTS,2010,HU31,2,1315.0
2018,NUTS,2010,HU31,2,1486.0
2019,NUTS,2010,HU31,2,1808.0
1999,NUTS,2010,HU32,2,2967.0
2000,NUTS,2010,HU32,2,3331.0
2001,NUTS,2010,HU32,2,3476.0
2002,NUTS,2010,HU32,2,3606.0
2003,NUTS,2010,HU32,2,3754.0
2004,NUTS,2010,HU32,2,3786.0
2005,NUTS,2010,HU32,2,3930.0
2006,NUTS,2010,HU32,2,3422.0
2007,NUTS,2010,HU32,2,3588.0
2008,NUTS,2010,HU32,2,3449.0
2009,NUTS,2010,HU32,2,3483.0
2010,NUTS,2010,HU32,2,3457.0
2011,NUTS,2010,HU32,2,3497.0
2012,NUTS,2010,HU32,2,3553.0
2013,NUTS,2010,HU32,2,3437.0
2014,NUTS,2010,HU32,2,3182.0
2015,NUTS,2010,HU32,2,3056.0
2016,NUTS,2010,HU32,2,3136.0
2017,NUTS,2010,HU32,2,3357.0
2018,NUTS,2010,HU32,2,3672.0
2019,NUTS,2010,HU32,2,4237.0
1999,NUTS,2010,HU33,2,3708.0
2000,NUTS,2010,HU33,2,2775.0
2001,NUTS,2010,HU33,2,3267.0
2002,NUTS,2010,HU33,2,3896.0
2003,NUTS,2010,HU33,2,3843.0
2004,NUTS,2010,HU33,2,3794.0
2005,NUTS,2010,HU33,2,3885.0
2006,NUTS,2010,HU33,2,3384.0
2007,NUTS,2010,HU33,2,3275.0
2008,NUTS,2010,HU33,2,3463.0
2009,NUTS,2010,HU33,2,3599.0
2010,NUTS,2010,HU33,2,3503.0
2011,NUTS,2010,HU33,2,3652.0
2012,NUTS,2010,HU33,2,3562.0
2013,NUTS,2010,HU33,2,3678.0
2014,NUTS,2010,HU33,2,3606.0
2015,NUTS,2010,HU33,2,3596.0
2016,NUTS,2010,HU33,2,3539.0
2017,NUTS,2010,HU33,2,3407.0
2018,NUTS,2010,HU33,2,4368.0
2019,NUTS,2010,HU33,2,4693.0
2000,NUTS,2010,IE,0,9194.0
2001,NUTS,2010,IE,0,9873.0
2002,NUTS,2010,IE,0,10917.0
2003,NUTS,2010,IE,0,11500.0
2004,NUTS,2010,IE,0,12175.0
2005,NUTS,2010,IE,0,13400.0
2006,NUTS,2010,IE,0,14871.0
2007,NUTS,2010,IE,0,15600.0
2008,NUTS,2010,IE,0,16332.0
2009,NUTS,2010,IE,0,16899.0
2010,NUTS,2010,IE,0,16414.0
2011,NUTS,2010,IE,0,15950.0
2012,NUTS,2010,IE,0,21599.0
2013,NUTS,2010,IE,0,21651.0
2014,NUTS,2010,IE,0,21704.0
2015,NUTS,2010,IE,0,19274.0
2016,NUTS,2010,IE,0,16843.0
2017,NUTS,2010,IE,0,21852.0
2019,NUTS,2010,IE,0,21387.0
2000,NUTS,2010,IE0,1,9194.0
2002,NUTS,2010,IE0,1,10917.0
2003,NUTS,2010,IE0,1,11500.0
2004,NUTS,2010,IE0,1,12175.0
2005,NUTS,2010,IE0,1,13400.0
2006,NUTS,2010,IE0,1,14871.0
2007,NUTS,2010,IE0,1,15600.0
2008,NUTS,2010,IE0,1,16332.0
2009,NUTS,2010,IE0,1,16899.0
2010,NUTS,2010,IE0,1,16415.0
2011,NUTS,2010,IE0,1,15950.0
2012,NUTS,2010,IE0,1,15484.0
2013,NUTS,2010,IE0,1,15281.0
2014,NUTS,2010,IE0,1,20390.0
2015,NUTS,2010,IE0,1,21757.0
2017,NUTS,2010,IE0,1,21852.0
2002,NUTS,2010,IE01,2,2100.0
2003,NUTS,2010,IE01,2,2150.0
2004,NUTS,2010,IE01,2,2208.0
2005,NUTS,2010,IE01,2,2900.0
2006,NUTS,2010,IE01,2,3601.0
2007,NUTS,2010,IE01,2,3900.0
2008,NUTS,2010,IE01,2,4083.0
2009,NUTS,2010,IE01,2,2423.0
2010,NUTS,2010,IE01,2,2366.0
2011,NUTS,2010,IE01,2,2233.0
2012,NUTS,2010,IE01,2,2168.0
2013,NUTS,2010,IE01,2,2139.0
2014,NUTS,2010,IE01,2,2855.0
2015,NUTS,2010,IE01,2,1448.0
2017,NUTS,2010,IE01,2,4033.0
2002,NUTS,2010,IE02,2,8817.0
2003,NUTS,2010,IE02,2,9350.0
2004,NUTS,2010,IE02,2,9967.0
2005,NUTS,2010,IE02,2,10500.0
2006,NUTS,2010,IE02,2,11270.0
2007,NUTS,2010,IE02,2,11700.0
2008,NUTS,2010,IE02,2,12249.0
2009,NUTS,2010,IE02,2,14477.0
2010,NUTS,2010,IE02,2,14049.0
2011,NUTS,2010,IE02,2,13717.0
2012,NUTS,2010,IE02,2,13316.0
2013,NUTS,2010,IE02,2,13142.0
2014,NUTS,2010,IE02,2,17535.0
2015,NUTS,2010,IE02,2,20309.0
2017,NUTS,2010,IE02,2,17819.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
1991,NUTS,2010,IS,0,1061.0
1993,NUTS,2010,IS,0,1055.0
1995,NUTS,2010,IS,0,1111.0
1997,NUTS,2010,IS,0,1285.0
1998,NUTS,2010,IS,0,1349.0
1999,NUTS,2010,IS,0,1405.0
2000,NUTS,2010,IS,0,1464.0
2001,NUTS,2010,IS,0,1523.0
2002,NUTS,2010,IS,0,1468.0
2003,NUTS,2010,IS,0,1323.0
2005,NUTS,2010,IS,0,1472.0
2006,NUTS,2010,IS,0,1669.0
2007,NUTS,2010,IS,0,1563.0
2008,NUTS,2010,IS,0,1633.0
2009,NUTS,2010,IS,0,1529.0
2011,NUTS,2010,IS,0,1926.0
2013,NUTS,2010,IS,0,2477.0
2015,NUTS,2010,IS,0,2591.0
2016,NUTS,2010,IS,0,2909.0
2017,NUTS,2010,IS,0,2743.0
2018,NUTS,2010,IS,0,2743.0
1985,NUTS,2010,IT,0,55280.0
1986,NUTS,2010,IT,0,58102.0
1987,NUTS,2010,IT,0,63908.0
1988,NUTS,2010,IT,0,65689.0
1989,NUTS,2010,IT,0,67256.0
1990,NUTS,2010,IT,0,66669.0
1991,NUTS,2010,IT,0,68983.0
1992,NUTS,2010,IT,0,71106.0
1993,NUTS,2010,IT,0,71860.0
1994,NUTS,2010,IT,0,72735.0
1995,NUTS,2010,IT,0,74942.0
1996,NUTS,2010,IT,0,75442.0
1998,NUTS,2010,IT,0,107008.0
1999,NUTS,2010,IT,0,105815.0
2000,NUTS,2010,IT,0,111147.0
2001,NUTS,2010,IT,0,119362.0
2002,NUTS,2010,IT,0,122358.0
2003,NUTS,2010,IT,0,120736.0
2004,NUTS,2010,IT,0,123266.0
2005,NUTS,2010,IT,0,136618.0
2006,NUTS,2010,IT,0,139217.0
2007,NUTS,2010,IT,0,145417.0
2008,NUTS,2010,IT,0,147615.0
2009,NUTS,2010,IT,0,148055.0
2010,NUTS,2010,IT,0,140573.0
2011,NUTS,2010,IT,0,140874.0
2012,NUTS,2010,IT,0,145066.0
2013,NUTS,2010,IT,0,141580.0
2014,NUTS,2010,IT,0,134203.0
2015,NUTS,2010,IT,0,138152.0
2016,NUTS,2010,IT,0,138208.0
2017,NUTS,2010,IT,0,137339.0
2018,NUTS,2010,IT,0,137426.0
2019,NUTS,2010,IT,0,139999.0
1994,NUTS,2010,ITC,1,13789.0
1995,NUTS,2010,ITC,1,14388.0
1996,NUTS,2010,ITC,1,14838.0
2000,NUTS,2010,ITC,1,24211.0
2003,NUTS,2010,ITC,1,23292.0
2004,NUTS,2010,ITC,1,23600.0
2005,NUTS,2010,ITC,1,27588.0
2007,NUTS,2010,ITC,1,29895.0
2008,NUTS,2010,ITC,1,34625.0
2009,NUTS,2010,ITC,1,35967.0
2010,NUTS,2010,ITC,1,35514.0
2011,NUTS,2010,ITC,1,36799.0
2012,NUTS,2010,ITC,1,37744.0
2013,NUTS,2010,ITC,1,33408.0
2014,NUTS,2010,ITC,1,30098.0
2015,NUTS,2010,ITC,1,31369.0
2016,NUTS,2010,ITC,1,32202.0
2017,NUTS,2010,ITC,1,32413.0
2018,NUTS,2010,ITC,1,32719.0
2019,NUTS,2010,ITC,1,33021.0
1994,NUTS,2010,ITC1,2,3499.0
1995,NUTS,2010,ITC1,2,3614.0
1996,NUTS,2010,ITC1,2,3785.0
2000,NUTS,2010,ITC1,2,4497.0
2003,NUTS,2010,ITC1,2,6467.0
2004,NUTS,2010,ITC1,2,6466.0
2005,NUTS,2010,ITC1,2,7478.0
2007,NUTS,2010,ITC1,2,9091.0
2008,NUTS,2010,ITC1,2,8783.0
2009,NUTS,2010,ITC1,2,8794.0
2010,NUTS,2010,ITC1,2,8507.0
2011,NUTS,2010,ITC1,2,8115.0
2012,NUTS,2010,ITC1,2,8859.0
2013,NUTS,2010,ITC1,2,9272.0
2014,NUTS,2010,ITC1,2,7865.0
2015,NUTS,2010,ITC1,2,9169.0
2016,NUTS,2010,ITC1,2,8095.0
2017,NUTS,2010,ITC1,2,8068.0
2018,NUTS,2010,ITC1,2,8167.0
2019,NUTS,2010,ITC1,2,8223.0
2003,NUTS,2010,ITC2,2,48.0
2004,NUTS,2010,ITC2,2,58.0
2005,NUTS,2010,ITC2,2,44.0
2007,NUTS,2010,ITC2,2,105.0
2008,NUTS,2010,ITC2,2,113.0
2009,NUTS,2010,ITC2,2,125.0
2010,NUTS,2010,ITC2,2,123.0
2011,NUTS,2010,ITC2,2,94.0
2012,NUTS,2010,ITC2,2,94.0
2013,NUTS,2010,ITC2,2,137.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,107.0
2016,NUTS,2010,ITC2,2,127.0
2017,NUTS,2010,ITC2,2,127.0
2018,NUTS,2010,ITC2,2,118.0
2019,NUTS,2010,ITC2,2,116.0
1994,NUTS,2010,ITC3,2,2309.0
1995,NUTS,2010,ITC3,2,2415.0
1996,NUTS,2010,ITC3,2,2441.0
2000,NUTS,2010,ITC3,2,2526.0
2003,NUTS,2010,ITC3,2,3028.0
2004,NUTS,2010,ITC3,2,2992.0
2005,NUTS,2010,ITC3,2,3391.0
2007,NUTS,2010,ITC3,2,3298.0
2008,NUTS,2010,ITC3,2,4026.0
2009,NUTS,2010,ITC3,2,5081.0
2010,NUTS,2010,ITC3,2,4987.0
2011,NUTS,2010,ITC3,2,5442.0
2012,NUTS,2010,ITC3,2,5164.0
2013,NUTS,2010,ITC3,2,4053.0
2014,NUTS,2010,ITC3,2,3514.0
2015,NUTS,2010,ITC3,2,3757.0
2016,NUTS,2010,ITC3,2,3459.0
2017,NUTS,2010,ITC3,2,3497.0
2018,NUTS,2010,ITC3,2,3193.0
2019,NUTS,2010,ITC3,2,3267.0
1994,NUTS,2010,ITC4,2,7981.0
1995,NUTS,2010,ITC4,2,8359.0
1996,NUTS,2010,ITC4,2,8612.0
2000,NUTS,2010,ITC4,2,17188.0
2003,NUTS,2010,ITC4,2,13749.0
2004,NUTS,2010,ITC4,2,14084.0
2005,NUTS,2010,ITC4,2,16675.0
2007,NUTS,2010,ITC4,2,17401.0
2008,NUTS,2010,ITC4,2,21703.0
2009,NUTS,2010,ITC4,2,21967.0
2010,NUTS,2010,ITC4,2,21897.0
2011,NUTS,2010,ITC4,2,23148.0
2012,NUTS,2010,ITC4,2,23627.0
2013,NUTS,2010,ITC4,2,19946.0
2014,NUTS,2010,ITC4,2,18640.0
2015,NUTS,2010,ITC4,2,18336.0
2016,NUTS,2010,ITC4,2,20521.0
2017,NUTS,2010,ITC4,2,20721.0
2018,NUTS,2010,ITC4,2,21241.0
2019,NUTS,2010,ITC4,2,21415.0
1994,NUTS,2010,ITF,1,14764.0
1995,NUTS,2010,ITF,1,13912.0
1996,NUTS,2010,ITF,1,14892.0
2000,NUTS,2010,ITF,1,19477.0
2003,NUTS,2010,ITF,1,26567.0
2004,NUTS,2010,ITF,1,27013.0
2005,NUTS,2010,ITF,1,28876.0
2007,NUTS,2010,ITF,1,30748.0
2008,NUTS,2010,ITF,1,31400.0
2009,NUTS,2010,ITF,1,30275.0
2010,NUTS,2010,ITF,1,27607.0
2011,NUTS,2010,ITF,1,26554.0
2012,NUTS,2010,ITF,1,27156.0
2013,NUTS,2010,ITF,1,27358.0
2014,NUTS,2010,ITF,1,26837.0
2015,NUTS,2010,ITF,1,27477.0
2016,NUTS,2010,ITF,1,26973.0
2017,NUTS,2010,ITF,1,26525.0
2018,NUTS,2010,ITF,1,25778.0
2019,NUTS,2010,ITF,1,26063.0
1994,NUTS,2010,ITF1,2,1493.0
1995,NUTS,2010,ITF1,2,1571.0
1996,NUTS,2010,ITF1,2,1681.0
2000,NUTS,2010,ITF1,2,2033.0
2003,NUTS,2010,ITF1,2,2737.0
2004,NUTS,2010,ITF1,2,2810.0
2005,NUTS,2010,ITF1,2,3038.0
2007,NUTS,2010,ITF1,2,3112.0
2008,NUTS,2010,ITF1,2,3094.0
2009,NUTS,2010,ITF1,2,3108.0
2010,NUTS,2010,ITF1,2,2997.0
2011,NUTS,2010,ITF1,2,2815.0
2012,NUTS,2010,ITF1,2,2952.0
2013,NUTS,2010,ITF1,2,3086.0
2014,NUTS,2010,ITF1,2,2891.0
2015,NUTS,2010,ITF1,2,3186.0
2016,NUTS,2010,ITF1,2,3117.0
2017,NUTS,2010,ITF1,2,3237.0
2018,NUTS,2010,ITF1,2,2998.0
2019,NUTS,2010,ITF1,2,3100.0
1994,NUTS,2010,ITF2,2,166.0
1995,NUTS,2010,ITF2,2,181.0
1996,NUTS,2010,ITF2,2,193.0
2000,NUTS,2010,ITF2,2,336.0
2003,NUTS,2010,ITF2,2,466.0
2004,NUTS,2010,ITF2,2,484.0
2005,NUTS,2010,ITF2,2,578.0
2007,NUTS,2010,ITF2,2,663.0
2008,NUTS,2010,ITF2,2,621.0
2009,NUTS,2010,ITF2,2,672.0
2015,NUTS,2010,ITF2,2,669.0
2016,NUTS,2010,ITF2,2,623.0
2017,NUTS,2010,ITF2,2,603.0
2018,NUTS,2010,ITF2,2,596.0
2019,NUTS,2010,ITF2,2,578.0
1994,NUTS,2010,ITF3,2,8398.0
