year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_p_mhab
2010,NUTS,2010,FR815,3,2.408
2012,NUTS,2010,FR815,3,0.721
1990,NUTS,2010,FR82,2,1.179
1991,NUTS,2010,FR82,2,1.71
1992,NUTS,2010,FR82,2,1.983
1993,NUTS,2010,FR82,2,2.18
1994,NUTS,2010,FR82,2,1.353
1995,NUTS,2010,FR82,2,1.696
1996,NUTS,2010,FR82,2,0.922
1997,NUTS,2010,FR82,2,2.018
1998,NUTS,2010,FR82,2,2.529
1999,NUTS,2010,FR82,2,3.434
2000,NUTS,2010,FR82,2,3.05
2001,NUTS,2010,FR82,2,3.924
2002,NUTS,2010,FR82,2,3.385
2003,NUTS,2010,FR82,2,2.828
2004,NUTS,2010,FR82,2,2.265
2005,NUTS,2010,FR82,2,2.659
2006,NUTS,2010,FR82,2,2.696
2007,NUTS,2010,FR82,2,6.402
2008,NUTS,2010,FR82,2,6.195
2009,NUTS,2010,FR82,2,5.94
2010,NUTS,2010,FR82,2,4.609
2011,NUTS,2010,FR82,2,3.22
2012,NUTS,2010,FR82,2,2.589
1990,NUTS,2010,FR821,3,3.819
1991,NUTS,2010,FR821,3,6.977
1992,NUTS,2010,FR821,3,7.534
1998,NUTS,2010,FR821,3,4.804
2000,NUTS,2010,FR821,3,1.767
2004,NUTS,2010,FR821,3,4.465
2005,NUTS,2010,FR821,3,4.397
2007,NUTS,2010,FR821,3,2.819
2009,NUTS,2010,FR821,3,2.07
1999,NUTS,2010,FR822,3,2.72
1992,NUTS,2010,FR823,3,2.861
1993,NUTS,2010,FR823,3,3.019
1994,NUTS,2010,FR823,3,1.832
1995,NUTS,2010,FR823,3,2.984
1996,NUTS,2010,FR823,3,1.58
1997,NUTS,2010,FR823,3,1.975
1998,NUTS,2010,FR823,3,4.442
1999,NUTS,2010,FR823,3,3.384
2000,NUTS,2010,FR823,3,8.036
2001,NUTS,2010,FR823,3,4.063
2002,NUTS,2010,FR823,3,2.685
2003,NUTS,2010,FR823,3,3.188
2004,NUTS,2010,FR823,3,2.849
2005,NUTS,2010,FR823,3,4.861
2006,NUTS,2010,FR823,3,4.911
2007,NUTS,2010,FR823,3,13.857
2008,NUTS,2010,FR823,3,15.787
2009,NUTS,2010,FR823,3,8.535
2010,NUTS,2010,FR823,3,7.277
2011,NUTS,2010,FR823,3,6.308
2012,NUTS,2010,FR823,3,2.847
1990,NUTS,2010,FR824,3,2.287
1991,NUTS,2010,FR824,3,3.331
1992,NUTS,2010,FR824,3,2.296
1993,NUTS,2010,FR824,3,2.891
1994,NUTS,2010,FR824,3,2.174
1995,NUTS,2010,FR824,3,2.031
1996,NUTS,2010,FR824,3,1.244
1997,NUTS,2010,FR824,3,3.763
1998,NUTS,2010,FR824,3,2.971
1999,NUTS,2010,FR824,3,5.676
2000,NUTS,2010,FR824,3,2.534
2001,NUTS,2010,FR824,3,6.443
2002,NUTS,2010,FR824,3,5.692
2003,NUTS,2010,FR824,3,4.753
2004,NUTS,2010,FR824,3,1.942
2005,NUTS,2010,FR824,3,3.127
2006,NUTS,2010,FR824,3,3.081
2007,NUTS,2010,FR824,3,5.927
2008,NUTS,2010,FR824,3,5.605
2009,NUTS,2010,FR824,3,8.031
2010,NUTS,2010,FR824,3,7.089
2011,NUTS,2010,FR824,3,3.381
2012,NUTS,2010,FR824,3,4.55
1992,NUTS,2010,FR825,3,0.8
1995,NUTS,2010,FR825,3,0.289
1996,NUTS,2010,FR825,3,0.287
1997,NUTS,2010,FR825,3,0.193
1998,NUTS,2010,FR825,3,0.505
1999,NUTS,2010,FR825,3,0.891
2000,NUTS,2010,FR825,3,0.55
2001,NUTS,2010,FR825,3,1.086
2002,NUTS,2010,FR825,3,0.868
2004,NUTS,2010,FR825,3,0.636
2005,NUTS,2010,FR825,3,0.514
2006,NUTS,2010,FR825,3,1.523
2007,NUTS,2010,FR825,3,1.315
2008,NUTS,2010,FR825,3,1.917
2009,NUTS,2010,FR825,3,1.688
2010,NUTS,2010,FR825,3,0.248
2011,NUTS,2010,FR825,3,1.649
1990,NUTS,2010,FR826,3,1.071
1991,NUTS,2010,FR826,3,1.122
1993,NUTS,2010,FR826,3,2.778
1994,NUTS,2010,FR826,3,0.415
1995,NUTS,2010,FR826,3,1.193
1998,NUTS,2010,FR826,3,0.664
1999,NUTS,2010,FR826,3,1.001
2000,NUTS,2010,FR826,3,0.496
2001,NUTS,2010,FR826,3,1.632
2002,NUTS,2010,FR826,3,2.747
2003,NUTS,2010,FR826,3,1.736
2004,NUTS,2010,FR826,3,5.197
2005,NUTS,2010,FR826,3,0.624
2006,NUTS,2010,FR826,3,0.468
2007,NUTS,2010,FR826,3,5.166
2008,NUTS,2010,FR826,3,0.371
2009,NUTS,2010,FR826,3,3.703
2010,NUTS,2010,FR826,3,0.921
2011,NUTS,2010,FR826,3,1.226
2012,NUTS,2010,FR826,3,1.226
2010,NUTS,2010,FR83,2,0.807
2010,NUTS,2010,FR832,3,1.505
2001,NUTS,2010,FR9,1,0.426
2004,NUTS,2010,FR9,1,0.28
2005,NUTS,2010,FR9,1,0.553
2006,NUTS,2010,FR9,1,0.093
2007,NUTS,2010,FR9,1,0.216
2009,NUTS,2010,FR9,1,0.886
2001,NUTS,2010,FR91,2,0.77
2006,NUTS,2010,FR91,2,0.383
2001,NUTS,2010,FR910,3,0.77
2006,NUTS,2010,FR910,3,0.383
2004,NUTS,2010,FR92,2,1.27
2004,NUTS,2010,FR920,3,1.27
2001,NUTS,2010,FR94,2,0.549
2005,NUTS,2010,FR94,2,1.294
2007,NUTS,2010,FR94,2,0.504
2009,NUTS,2010,FR94,2,2.046
2001,NUTS,2010,FR940,3,0.549
2005,NUTS,2010,FR940,3,1.294
2007,NUTS,2010,FR940,3,0.504
2009,NUTS,2010,FR940,3,2.046
1994,NUTS,2010,HR,0,0.108
1995,NUTS,2010,HR,0,0.268
1999,NUTS,2010,HR,0,0.073
2003,NUTS,2010,HR,0,0.077
2004,NUTS,2010,HR,0,0.046
2005,NUTS,2010,HR,0,0.077
2006,NUTS,2010,HR,0,0.376
2007,NUTS,2010,HR,0,0.039
2008,NUTS,2010,HR,0,0.155
2009,NUTS,2010,HR,0,0.116
2003,NUTS,2010,HR0,1,0.077
2004,NUTS,2010,HR0,1,0.046
2005,NUTS,2010,HR0,1,0.077
2006,NUTS,2010,HR0,1,0.376
2007,NUTS,2010,HR0,1,0.039
2008,NUTS,2010,HR0,1,0.155
2009,NUTS,2010,HR0,1,0.116
2003,NUTS,2010,HR04,2,0.113
2004,NUTS,2010,HR04,2,0.068
2005,NUTS,2010,HR04,2,0.113
2006,NUTS,2010,HR04,2,0.556
2007,NUTS,2010,HR04,2,0.058
2008,NUTS,2010,HR04,2,0.231
2009,NUTS,2010,HR04,2,0.173
2004,NUTS,2010,HR041,3,0.259
2005,NUTS,2010,HR041,3,0.425
2006,NUTS,2010,HR041,3,2.084
2008,NUTS,2010,HR041,3,0.857
2009,NUTS,2010,HR041,3,0.637
2007,NUTS,2010,HR042,3,0.546
2003,NUTS,2010,HR043,3,2.389
1990,NUTS,2010,HU,0,0.388
1991,NUTS,2010,HU,0,0.225
1992,NUTS,2010,HU,0,0.321
1993,NUTS,2010,HU,0,0.128
1994,NUTS,2010,HU,0,0.242
1995,NUTS,2010,HU,0,0.097
1996,NUTS,2010,HU,0,0.37
1997,NUTS,2010,HU,0,0.372
1998,NUTS,2010,HU,0,0.122
1999,NUTS,2010,HU,0,1.357
2000,NUTS,2010,HU,0,0.776
2001,NUTS,2010,HU,0,1.123
2002,NUTS,2010,HU,0,0.442
2003,NUTS,2010,HU,0,0.419
2004,NUTS,2010,HU,0,0.527
2005,NUTS,2010,HU,0,0.47
2006,NUTS,2010,HU,0,0.632
2007,NUTS,2010,HU,0,0.414
2008,NUTS,2010,HU,0,0.512
2009,NUTS,2010,HU,0,0.215
2010,NUTS,2010,HU,0,0.532
2011,NUTS,2010,HU,0,1.094
2012,NUTS,2010,HU,0,0.312
2000,NUTS,2010,HU1,1,1.346
2001,NUTS,2010,HU1,1,1.837
2002,NUTS,2010,HU1,1,0.353
2003,NUTS,2010,HU1,1,0.832
2004,NUTS,2010,HU1,1,0.53
2005,NUTS,2010,HU1,1,0.556
2006,NUTS,2010,HU1,1,1.261
2007,NUTS,2010,HU1,1,0.425
2008,NUTS,2010,HU1,1,0.652
2009,NUTS,2010,HU1,1,0.345
2010,NUTS,2010,HU1,1,0.966
2011,NUTS,2010,HU1,1,1.723
2012,NUTS,2010,HU1,1,0.782
2000,NUTS,2010,HU10,2,1.346
2001,NUTS,2010,HU10,2,1.837
2002,NUTS,2010,HU10,2,0.353
2003,NUTS,2010,HU10,2,0.832
2004,NUTS,2010,HU10,2,0.53
2005,NUTS,2010,HU10,2,0.556
2006,NUTS,2010,HU10,2,1.261
2007,NUTS,2010,HU10,2,0.425
2008,NUTS,2010,HU10,2,0.652
2009,NUTS,2010,HU10,2,0.345
2010,NUTS,2010,HU10,2,0.966
2011,NUTS,2010,HU10,2,1.723
2012,NUTS,2010,HU10,2,0.782
2001,NUTS,2010,HU101,3,2.024
2003,NUTS,2010,HU101,3,1.367
2004,NUTS,2010,HU101,3,0.586
2005,NUTS,2010,HU101,3,0.636
2006,NUTS,2010,HU101,3,0.707
2007,NUTS,2010,HU101,3,0.472
2008,NUTS,2010,HU101,3,0.77
2009,NUTS,2010,HU101,3,0.128
2010,NUTS,2010,HU101,3,1.58
2011,NUTS,2010,HU101,3,2.596
2012,NUTS,2010,HU101,3,1.331
2001,NUTS,2010,HU102,3,1.53
2004,NUTS,2010,HU102,3,0.445
2005,NUTS,2010,HU102,3,0.437
2006,NUTS,2010,HU102,3,2.073
2007,NUTS,2010,HU102,3,0.357
2008,NUTS,2010,HU102,3,0.485
2009,NUTS,2010,HU102,3,0.651
2010,NUTS,2010,HU102,3,0.106
2011,NUTS,2010,HU102,3,0.509
2000,NUTS,2010,HU2,1,0.138
2001,NUTS,2010,HU2,1,0.035
2002,NUTS,2010,HU2,1,0.321
2003,NUTS,2010,HU2,1,0.08
2005,NUTS,2010,HU2,1,0.431
2006,NUTS,2010,HU2,1,0.205
2008,NUTS,2010,HU2,1,0.082
2009,NUTS,2010,HU2,1,0.318
2010,NUTS,2010,HU2,1,0.329
2011,NUTS,2010,HU2,1,0.386
2008,NUTS,2010,HU21,2,0.226
2011,NUTS,2010,HU21,2,1.069
2008,NUTS,2010,HU212,3,0.795
2011,NUTS,2010,HU212,3,1.862
2011,NUTS,2010,HU213,3,1.627
2000,NUTS,2010,HU22,2,0.139
2003,NUTS,2010,HU22,2,0.249
2005,NUTS,2010,HU22,2,0.33
2006,NUTS,2010,HU22,2,0.57
2009,NUTS,2010,HU22,2,0.421
2005,NUTS,2010,HU221,3,0.75
2006,NUTS,2010,HU221,3,1.132
2009,NUTS,2010,HU222,3,1.61
2003,NUTS,2010,HU223,3,0.839
2006,NUTS,2010,HU223,3,0.238
2000,NUTS,2010,HU23,2,0.29
2001,NUTS,2010,HU23,2,0.11
2002,NUTS,2010,HU23,2,1.007
2005,NUTS,2010,HU23,2,1.023
2006,NUTS,2010,HU23,2,0.072
2009,NUTS,2010,HU23,2,0.577
2010,NUTS,2010,HU23,2,1.055
2005,NUTS,2010,HU231,3,2.498
2006,NUTS,2010,HU231,3,0.176
2009,NUTS,2010,HU231,3,1.139
2010,NUTS,2010,HU231,3,2.54
2001,NUTS,2010,HU233,3,0.437
2009,NUTS,2010,HU233,3,0.382
2000,NUTS,2010,HU3,1,0.863
2001,NUTS,2010,HU3,1,1.448
2002,NUTS,2010,HU3,1,0.591
2003,NUTS,2010,HU3,1,0.392
2004,NUTS,2010,HU3,1,0.915
2005,NUTS,2010,HU3,1,0.439
2006,NUTS,2010,HU3,1,0.514
2007,NUTS,2010,HU3,1,0.716
2008,NUTS,2010,HU3,1,0.734
2009,NUTS,2010,HU3,1,0.044
2010,NUTS,2010,HU3,1,0.368
2011,NUTS,2010,HU3,1,1.159
2012,NUTS,2010,HU3,1,0.2
2006,NUTS,2010,HU31,2,0.476
2007,NUTS,2010,HU31,2,0.16
2010,NUTS,2010,HU31,2,0.207
2011,NUTS,2010,HU31,2,0.419
2011,NUTS,2010,HU311,3,0.73
2007,NUTS,2010,HU312,3,0.626
2006,NUTS,2010,HU313,3,2.793
2010,NUTS,2010,HU313,3,1.22
2000,NUTS,2010,HU32,2,1.49
2001,NUTS,2010,HU32,2,2.219
2002,NUTS,2010,HU32,2,0.962
2003,NUTS,2010,HU32,2,0.901
2004,NUTS,2010,HU32,2,0.323
2005,NUTS,2010,HU32,2,0.649
2006,NUTS,2010,HU32,2,0.652
2007,NUTS,2010,HU32,2,1.147
2008,NUTS,2010,HU32,2,0.443
2010,NUTS,2010,HU32,2,0.824
2011,NUTS,2010,HU32,2,0.506
2001,NUTS,2010,HU321,3,5.91
2003,NUTS,2010,HU321,3,2.537
2004,NUTS,2010,HU321,3,0.909
2005,NUTS,2010,HU321,3,1.82
2006,NUTS,2010,HU321,3,1.827
2007,NUTS,2010,HU321,3,3.207
2008,NUTS,2010,HU321,3,1.232
2010,NUTS,2010,HU321,3,0.129
2001,NUTS,2010,HU322,3,0.476
2010,NUTS,2010,HU322,3,0.179
2010,NUTS,2010,HU323,3,1.963
2011,NUTS,2010,HU323,3,1.35
2000,NUTS,2010,HU33,2,0.961
2001,NUTS,2010,HU33,2,1.941
2002,NUTS,2010,HU33,2,0.728
2003,NUTS,2010,HU33,2,0.183
2004,NUTS,2010,HU33,2,2.448
2005,NUTS,2010,HU33,2,0.613
2006,NUTS,2010,HU33,2,0.393
2007,NUTS,2010,HU33,2,0.745
2008,NUTS,2010,HU33,2,1.746
2009,NUTS,2010,HU33,2,0.136
2011,NUTS,2010,HU33,2,2.576
2012,NUTS,2010,HU33,2,0.617
2007,NUTS,2010,HU331,3,0.466
2009,NUTS,2010,HU331,3,0.17
2011,NUTS,2010,HU331,3,0.743
2006,NUTS,2010,HU332,3,0.181
2011,NUTS,2010,HU332,3,0.359
2001,NUTS,2010,HU333,3,6.225
2003,NUTS,2010,HU333,3,0.586
2004,NUTS,2010,HU333,3,7.821
2005,NUTS,2010,HU333,3,1.954
2006,NUTS,2010,HU333,3,1.11
2007,NUTS,2010,HU333,3,1.77
2008,NUTS,2010,HU333,3,5.493
2009,NUTS,2010,HU333,3,0.212
2011,NUTS,2010,HU333,3,6.78
2012,NUTS,2010,HU333,3,1.943
1990,NUTS,2010,IE,0,0.998
1991,NUTS,2010,IE,0,0.454
1992,NUTS,2010,IE,0,1.409
1993,NUTS,2010,IE,0,0.14
1994,NUTS,2010,IE,0,0.929
1995,NUTS,2010,IE,0,2.224
1996,NUTS,2010,IE,0,1.704
1997,NUTS,2010,IE,0,1.677
1998,NUTS,2010,IE,0,2.976
1999,NUTS,2010,IE,0,4.941
2000,NUTS,2010,IE,0,2.631
2001,NUTS,2010,IE,0,5.792
2002,NUTS,2010,IE,0,2.775
2003,NUTS,2010,IE,0,2.038
2004,NUTS,2010,IE,0,1.695
2005,NUTS,2010,IE,0,2.537
2006,NUTS,2010,IE,0,3.434
2007,NUTS,2010,IE,0,3.479
2008,NUTS,2010,IE,0,4.229
2009,NUTS,2010,IE,0,2.367
2010,NUTS,2010,IE,0,1.723
2011,NUTS,2010,IE,0,4.397
2012,NUTS,2010,IE,0,2.468
1991,NUTS,2010,IE0,1,0.454
1996,NUTS,2010,IE0,1,1.704
1997,NUTS,2010,IE0,1,1.677
1998,NUTS,2010,IE0,1,2.938
1999,NUTS,2010,IE0,1,4.791
2000,NUTS,2010,IE0,1,2.24
2001,NUTS,2010,IE0,1,5.531
2002,NUTS,2010,IE0,1,2.667
2003,NUTS,2010,IE0,1,1.975
2004,NUTS,2010,IE0,1,1.695
2005,NUTS,2010,IE0,1,2.537
2006,NUTS,2010,IE0,1,3.434
2007,NUTS,2010,IE0,1,3.479
2008,NUTS,2010,IE0,1,4.229
2009,NUTS,2010,IE0,1,2.322
2010,NUTS,2010,IE0,1,1.704
2011,NUTS,2010,IE0,1,4.382
2012,NUTS,2010,IE0,1,2.468
1991,NUTS,2010,IE01,2,1.055
1997,NUTS,2010,IE01,2,0.206
1999,NUTS,2010,IE01,2,8.857
2000,NUTS,2010,IE01,2,2.129
2001,NUTS,2010,IE01,2,0.99
2002,NUTS,2010,IE01,2,0.562
2003,NUTS,2010,IE01,2,0.788
2004,NUTS,2010,IE01,2,1.6
2005,NUTS,2010,IE01,2,1.21
2006,NUTS,2010,IE01,2,7.951
2007,NUTS,2010,IE01,2,3.275
2008,NUTS,2010,IE01,2,4.769
2009,NUTS,2010,IE01,2,1.028
2010,NUTS,2010,IE01,2,3.259
2011,NUTS,2010,IE01,2,5.656
2012,NUTS,2010,IE01,2,2.831
1999,NUTS,2010,IE011,3,2.61
2004,NUTS,2010,IE011,3,1.498
2006,NUTS,2010,IE011,3,0.386
2009,NUTS,2010,IE011,3,0.495
1999,NUTS,2010,IE012,3,2.111
2000,NUTS,2010,IE012,3,2.225
2002,NUTS,2010,IE012,3,1.472
2005,NUTS,2010,IE012,3,1.372
2006,NUTS,2010,IE012,3,0.722
2011,NUTS,2010,IE012,3,1.167
1991,NUTS,2010,IE013,3,2.92
1997,NUTS,2010,IE013,3,0.566
1999,NUTS,2010,IE013,3,20.138
2000,NUTS,2010,IE013,3,4.541
2001,NUTS,2010,IE013,3,2.724
2002,NUTS,2010,IE013,3,0.662
2003,NUTS,2010,IE013,3,2.145
2004,NUTS,2010,IE013,3,2.673
2005,NUTS,2010,IE013,3,2.483
2006,NUTS,2010,IE013,3,20.981
2007,NUTS,2010,IE013,3,9.046
2008,NUTS,2010,IE013,3,13.237
2009,NUTS,2010,IE013,3,2.292
2010,NUTS,2010,IE013,3,9.126
2011,NUTS,2010,IE013,3,15.148
2012,NUTS,2010,IE013,3,7.986
1991,NUTS,2010,IE02,2,0.233
1996,NUTS,2010,IE02,2,2.323
1997,NUTS,2010,IE02,2,2.208
1998,NUTS,2010,IE02,2,3.992
1999,NUTS,2010,IE02,2,3.336
2000,NUTS,2010,IE02,2,2.279
2001,NUTS,2010,IE02,2,7.157
2002,NUTS,2010,IE02,2,3.425
2003,NUTS,2010,IE02,2,2.405
2004,NUTS,2010,IE02,2,1.733
2005,NUTS,2010,IE02,2,3.02
2006,NUTS,2010,IE02,2,1.784
2007,NUTS,2010,IE02,2,3.554
2008,NUTS,2010,IE02,2,4.032
2009,NUTS,2010,IE02,2,2.798
2010,NUTS,2010,IE02,2,1.129
2011,NUTS,2010,IE02,2,3.909
2012,NUTS,2010,IE02,2,2.334
1991,NUTS,2010,IE021,3,0.195
1996,NUTS,2010,IE021,3,4.572
1997,NUTS,2010,IE021,3,4.032
1998,NUTS,2010,IE021,3,5.912
1999,NUTS,2010,IE021,3,2.599
2000,NUTS,2010,IE021,3,2.229
2001,NUTS,2010,IE021,3,11.715
2002,NUTS,2010,IE021,3,4.87
2004,NUTS,2010,IE021,3,2.216
2005,NUTS,2010,IE021,3,4.15
2006,NUTS,2010,IE021,3,2.352
2007,NUTS,2010,IE021,3,3.461
2008,NUTS,2010,IE021,3,7.937
2009,NUTS,2010,IE021,3,1.79
2010,NUTS,2010,IE021,3,0.262
2011,NUTS,2010,IE021,3,5.946
2012,NUTS,2010,IE021,3,2.907
1991,NUTS,2010,IE022,3,0.616
1996,NUTS,2010,IE022,3,3.835
1997,NUTS,2010,IE022,3,1.482
1999,NUTS,2010,IE022,3,4.643
2000,NUTS,2010,IE022,3,3.674
2001,NUTS,2010,IE022,3,2.512
2002,NUTS,2010,IE022,3,3.246
2004,NUTS,2010,IE022,3,1.145
2006,NUTS,2010,IE022,3,1.458
2007,NUTS,2010,IE022,3,3.295
2008,NUTS,2010,IE022,3,1.532
2011,NUTS,2010,IE022,3,2.817
2012,NUTS,2010,IE022,3,1.857
1998,NUTS,2010,IE023,3,2.087
1999,NUTS,2010,IE023,3,1.384
2000,NUTS,2010,IE023,3,1.459
2001,NUTS,2010,IE023,3,0.749
2003,NUTS,2010,IE023,3,2.927
2006,NUTS,2010,IE023,3,1.877
2008,NUTS,2010,IE023,3,5.999
2009,NUTS,2010,IE023,3,2.655
2010,NUTS,2010,IE023,3,7.06
2012,NUTS,2010,IE023,3,1.317
1998,NUTS,2010,IE024,3,1.258
2001,NUTS,2010,IE024,3,0.603
2005,NUTS,2010,IE024,3,1.344
2007,NUTS,2010,IE024,3,0.615
2011,NUTS,2010,IE024,3,2.004
2012,NUTS,2010,IE024,3,0.999
1991,NUTS,2010,IE025,3,0.376
1997,NUTS,2010,IE025,3,1.969
1998,NUTS,2010,IE025,3,5.971
1999,NUTS,2010,IE025,3,7.41
2000,NUTS,2010,IE025,3,3.547
2001,NUTS,2010,IE025,3,10.081
2002,NUTS,2010,IE025,3,5.239
2003,NUTS,2010,IE025,3,10.232
2004,NUTS,2010,IE025,3,3.499
2005,NUTS,2010,IE025,3,6.105
2006,NUTS,2010,IE025,3,2.239
2007,NUTS,2010,IE025,3,8.169
2008,NUTS,2010,IE025,3,0.384
2009,NUTS,2010,IE025,3,9.105
2010,NUTS,2010,IE025,3,1.135
2011,NUTS,2010,IE025,3,4.576
2012,NUTS,2010,IE025,3,3.217
1990,NUTS,2010,IS,0,2.64
1993,NUTS,2010,IS,0,4.764
1994,NUTS,2010,IS,0,1.886
1997,NUTS,2010,IS,0,5.558
1999,NUTS,2010,IS,0,24.192
2000,NUTS,2010,IS,0,11.468
2001,NUTS,2010,IS,0,15.634
2002,NUTS,2010,IS,0,25.299
2003,NUTS,2010,IS,0,30.575
2004,NUTS,2010,IS,0,12.63
2005,NUTS,2010,IS,0,9.265
2006,NUTS,2010,IS,0,9.337
2007,NUTS,2010,IS,0,42.253
2008,NUTS,2010,IS,0,32.492
2009,NUTS,2010,IS,0,9.394
2010,NUTS,2010,IS,0,5.51
2011,NUTS,2010,IS,0,15.701
2000,NUTS,2010,IS0,1,11.468
2001,NUTS,2010,IS0,1,15.634
2002,NUTS,2010,IS0,1,25.299
2003,NUTS,2010,IS0,1,29.882
2004,NUTS,2010,IS0,1,12.63
2005,NUTS,2010,IS0,1,9.265
2006,NUTS,2010,IS0,1,9.337
2007,NUTS,2010,IS0,1,42.253
2008,NUTS,2010,IS0,1,32.492
2009,NUTS,2010,IS0,1,9.394
2010,NUTS,2010,IS0,1,5.51
2011,NUTS,2010,IS0,1,15.701
2000,NUTS,2010,IS00,2,11.468
2001,NUTS,2010,IS00,2,15.634
2002,NUTS,2010,IS00,2,25.299
2003,NUTS,2010,IS00,2,29.882
2004,NUTS,2010,IS00,2,12.63
2005,NUTS,2010,IS00,2,9.265
2006,NUTS,2010,IS00,2,9.337
2007,NUTS,2010,IS00,2,42.253
2008,NUTS,2010,IS00,2,32.492
2009,NUTS,2010,IS00,2,9.394
2010,NUTS,2010,IS00,2,5.51
2011,NUTS,2010,IS00,2,15.701
2003,NUTS,2010,IS001,3,47.891
2004,NUTS,2010,IS001,3,18.8
2005,NUTS,2010,IS001,3,14.763
2006,NUTS,2010,IS001,3,14.939
2007,NUTS,2010,IS001,3,67.737
2008,NUTS,2010,IS001,3,51.782
2009,NUTS,2010,IS001,3,14.907
2010,NUTS,2010,IS001,3,8.71
2011,NUTS,2010,IS001,3,24.711
2004,NUTS,2010,IS002,3,2.301
1990,NUTS,2010,IT,0,0.753
1991,NUTS,2010,IT,0,0.849
1992,NUTS,2010,IT,0,0.803
1993,NUTS,2010,IT,0,0.422
1994,NUTS,2010,IT,0,0.751
1995,NUTS,2010,IT,0,0.67
1996,NUTS,2010,IT,0,0.772
1997,NUTS,2010,IT,0,1.077
1998,NUTS,2010,IT,0,1.452
1999,NUTS,2010,IT,0,1.472
2000,NUTS,2010,IT,0,1.482
2001,NUTS,2010,IT,0,1.638
2002,NUTS,2010,IT,0,1.502
2003,NUTS,2010,IT,0,1.4
2004,NUTS,2010,IT,0,1.277
2005,NUTS,2010,IT,0,1.566
2006,NUTS,2010,IT,0,1.347
2007,NUTS,2010,IT,0,1.257
2008,NUTS,2010,IT,0,1.406
2009,NUTS,2010,IT,0,1.464
2010,NUTS,2010,IT,0,1.2
2011,NUTS,2010,IT,0,1.039
2012,NUTS,2010,IT,0,1.012
1990,NUTS,2010,ITC,1,1.564
1991,NUTS,2010,ITC,1,1.653
1992,NUTS,2010,ITC,1,1.268
2000,NUTS,2010,ITC,1,2.038
2001,NUTS,2010,ITC,1,1.159
2002,NUTS,2010,ITC,1,2.604
2003,NUTS,2010,ITC,1,2.148
2004,NUTS,2010,ITC,1,1.328
2005,NUTS,2010,ITC,1,3.012
2006,NUTS,2010,ITC,1,2.505
2007,NUTS,2010,ITC,1,2.418
2008,NUTS,2010,ITC,1,2.106
2009,NUTS,2010,ITC,1,1.512
2010,NUTS,2010,ITC,1,1.534
2011,NUTS,2010,ITC,1,1.956
2012,NUTS,2010,ITC,1,1.284
1990,NUTS,2010,ITC1,2,0.735
1991,NUTS,2010,ITC1,2,0.97
1992,NUTS,2010,ITC1,2,0.326
2000,NUTS,2010,ITC1,2,0.48
2001,NUTS,2010,ITC1,2,0.41
2002,NUTS,2010,ITC1,2,0.278
2003,NUTS,2010,ITC1,2,0.877
2004,NUTS,2010,ITC1,2,0.536
2005,NUTS,2010,ITC1,2,1.868
2006,NUTS,2010,ITC1,2,3.334
2007,NUTS,2010,ITC1,2,1.827
2008,NUTS,2010,ITC1,2,2.091
2009,NUTS,2010,ITC1,2,1.924
2010,NUTS,2010,ITC1,2,1.366
2011,NUTS,2010,ITC1,2,2.786
2012,NUTS,2010,ITC1,2,1.42
1990,NUTS,2010,ITC11,3,0.111
1991,NUTS,2010,ITC11,3,1.151
1992,NUTS,2010,ITC11,3,0.336
2001,NUTS,2010,ITC11,3,0.797
2002,NUTS,2010,ITC11,3,0.383
2003,NUTS,2010,ITC11,3,0.613
2004,NUTS,2010,ITC11,3,0.878
2005,NUTS,2010,ITC11,3,2.128
2006,NUTS,2010,ITC11,3,4.191
2007,NUTS,2010,ITC11,3,3.557
2008,NUTS,2010,ITC11,3,2.807
2009,NUTS,2010,ITC11,3,1.651
2010,NUTS,2010,ITC11,3,0.842
2011,NUTS,2010,ITC11,3,0.993
2012,NUTS,2010,ITC11,3,1.533
1990,NUTS,2010,ITC12,3,7.878
1992,NUTS,2010,ITC12,3,1.089
2006,NUTS,2010,ITC12,3,0.451
2008,NUTS,2010,ITC12,3,1.407
2009,NUTS,2010,ITC12,3,5.621
1990,NUTS,2010,ITC13,3,1.716
2006,NUTS,2010,ITC13,3,2.679
2008,NUTS,2010,ITC13,3,1.184
2009,NUTS,2010,ITC13,3,1.079
2010,NUTS,2010,ITC13,3,1.574
2002,NUTS,2010,ITC14,3,2.078
2004,NUTS,2010,ITC14,3,2.317
2009,NUTS,2010,ITC14,3,1.056
2010,NUTS,2010,ITC14,3,1.056
1990,NUTS,2010,ITC15,3,3.398
1991,NUTS,2010,ITC15,3,3.84
1992,NUTS,2010,ITC15,3,0.598
2003,NUTS,2010,ITC15,3,3.396
2005,NUTS,2010,ITC15,3,8.256
2006,NUTS,2010,ITC15,3,12.285
2008,NUTS,2010,ITC15,3,5.583
2009,NUTS,2010,ITC15,3,5.524
2010,NUTS,2010,ITC15,3,5.969
2011,NUTS,2010,ITC15,3,13.218
2012,NUTS,2010,ITC15,3,2.738
2003,NUTS,2010,ITC16,3,1.79
2005,NUTS,2010,ITC16,3,0.299
2006,NUTS,2010,ITC16,3,0.246
2008,NUTS,2010,ITC16,3,0.571
2010,NUTS,2010,ITC16,3,0.342
2011,NUTS,2010,ITC16,3,0.564
1991,NUTS,2010,ITC17,3,0.815
1992,NUTS,2010,ITC17,3,1.201
2009,NUTS,2010,ITC17,3,3.084
