year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_t_hc
2016,NUTS,2010,HR0,1,8407.0
2017,NUTS,2010,HR0,1,9055.0
2018,NUTS,2010,HR0,1,9090.0
2019,NUTS,2010,HR0,1,10098.0
2020,NUTS,2010,HR0,1,10303.0
2020,NUTS,2010,HR02,2,1208.0
2011,NUTS,2010,HR03,2,2498.0
2012,NUTS,2010,HR03,2,2495.0
2013,NUTS,2010,HR03,2,2429.0
2014,NUTS,2010,HR03,2,2437.0
2015,NUTS,2010,HR03,2,2334.0
2016,NUTS,2010,HR03,2,2562.0
2017,NUTS,2010,HR03,2,2867.0
2018,NUTS,2010,HR03,2,2858.0
2019,NUTS,2010,HR03,2,3269.0
2020,NUTS,2010,HR03,2,3352.0
2011,NUTS,2010,HR04,2,4724.0
2012,NUTS,2010,HR04,2,4654.0
2013,NUTS,2010,HR04,2,4708.0
2014,NUTS,2010,HR04,2,4529.0
2015,NUTS,2010,HR04,2,4985.0
2016,NUTS,2010,HR04,2,5845.0
2017,NUTS,2010,HR04,2,6188.0
2018,NUTS,2010,HR04,2,6232.0
2019,NUTS,2010,HR04,2,6829.0
2020,NUTS,2010,HR05,2,5406.0
2020,NUTS,2010,HR06,2,337.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2011,NUTS,2010,HU,0,17059.0
2012,NUTS,2010,HU,0,16551.0
2013,NUTS,2010,HU,0,16023.0
2014,NUTS,2010,HU,0,15925.0
2015,NUTS,2010,HU,0,15643.0
2016,NUTS,2010,HU,0,16039.0
2017,NUTS,2010,HU,0,17324.0
2018,NUTS,2010,HU,0,23288.0
2019,NUTS,2010,HU,0,24612.0
2011,NUTS,2010,HU1,1,8023.0
2012,NUTS,2010,HU1,1,7870.0
2013,NUTS,2010,HU1,1,7765.0
2014,NUTS,2010,HU1,1,7746.0
2015,NUTS,2010,HU1,1,7612.0
2016,NUTS,2010,HU1,1,7910.0
2017,NUTS,2010,HU1,1,8605.0
2018,NUTS,2010,HU1,1,11937.0
2019,NUTS,2010,HU1,1,12059.0
2011,NUTS,2010,HU10,2,8023.0
2012,NUTS,2010,HU10,2,7870.0
2013,NUTS,2010,HU10,2,7765.0
2014,NUTS,2010,HU10,2,7746.0
2015,NUTS,2010,HU10,2,7612.0
2016,NUTS,2010,HU10,2,7910.0
2017,NUTS,2010,HU11,2,7835.0
2018,NUTS,2010,HU11,2,10921.0
2019,NUTS,2010,HU11,2,11420.0
2017,NUTS,2010,HU12,2,770.0
2018,NUTS,2010,HU12,2,1016.0
2019,NUTS,2010,HU12,2,639.0
2011,NUTS,2010,HU2,1,3460.0
2012,NUTS,2010,HU2,1,3305.0
2013,NUTS,2010,HU2,1,2862.0
2014,NUTS,2010,HU2,1,2912.0
2015,NUTS,2010,HU2,1,2763.0
2016,NUTS,2010,HU2,1,2880.0
2017,NUTS,2010,HU2,1,3245.0
2018,NUTS,2010,HU2,1,4762.0
2019,NUTS,2010,HU2,1,5043.0
2011,NUTS,2010,HU21,2,611.0
2012,NUTS,2010,HU21,2,659.0
2013,NUTS,2010,HU21,2,561.0
2014,NUTS,2010,HU21,2,602.0
2015,NUTS,2010,HU21,2,575.0
2016,NUTS,2010,HU21,2,587.0
2017,NUTS,2010,HU21,2,588.0
2018,NUTS,2010,HU21,2,729.0
2019,NUTS,2010,HU21,2,731.0
2011,NUTS,2010,HU22,2,1318.0
2012,NUTS,2010,HU22,2,1090.0
2013,NUTS,2010,HU22,2,1107.0
2014,NUTS,2010,HU22,2,1007.0
2015,NUTS,2010,HU22,2,882.0
2016,NUTS,2010,HU22,2,834.0
2017,NUTS,2010,HU22,2,915.0
2018,NUTS,2010,HU22,2,1369.0
2019,NUTS,2010,HU22,2,1760.0
2011,NUTS,2010,HU23,2,1531.0
2012,NUTS,2010,HU23,2,1556.0
2013,NUTS,2010,HU23,2,1194.0
2014,NUTS,2010,HU23,2,1303.0
2015,NUTS,2010,HU23,2,1306.0
2016,NUTS,2010,HU23,2,1459.0
2017,NUTS,2010,HU23,2,1742.0
2018,NUTS,2010,HU23,2,2664.0
2019,NUTS,2010,HU23,2,2552.0
2011,NUTS,2010,HU3,1,5576.0
2012,NUTS,2010,HU3,1,5376.0
2013,NUTS,2010,HU3,1,5396.0
2014,NUTS,2010,HU3,1,5267.0
2015,NUTS,2010,HU3,1,5268.0
2016,NUTS,2010,HU3,1,5249.0
2017,NUTS,2010,HU3,1,5474.0
2018,NUTS,2010,HU3,1,6589.0
2019,NUTS,2010,HU3,1,7510.0
2011,NUTS,2010,HU31,2,1145.0
2012,NUTS,2010,HU31,2,1131.0
2013,NUTS,2010,HU31,2,1000.0
2014,NUTS,2010,HU31,2,973.0
2015,NUTS,2010,HU31,2,1046.0
2016,NUTS,2010,HU31,2,947.0
2017,NUTS,2010,HU31,2,1031.0
2018,NUTS,2010,HU31,2,1169.0
2019,NUTS,2010,HU31,2,1281.0
2011,NUTS,2010,HU32,2,2152.0
2012,NUTS,2010,HU32,2,2111.0
2013,NUTS,2010,HU32,2,2098.0
2014,NUTS,2010,HU32,2,2052.0
2015,NUTS,2010,HU32,2,1977.0
2016,NUTS,2010,HU32,2,2036.0
2017,NUTS,2010,HU32,2,2176.0
2018,NUTS,2010,HU32,2,2573.0
2019,NUTS,2010,HU32,2,3063.0
2011,NUTS,2010,HU33,2,2279.0
2012,NUTS,2010,HU33,2,2134.0
2013,NUTS,2010,HU33,2,2298.0
2014,NUTS,2010,HU33,2,2242.0
2015,NUTS,2010,HU33,2,2245.0
2016,NUTS,2010,HU33,2,2266.0
2017,NUTS,2010,HU33,2,2267.0
2018,NUTS,2010,HU33,2,2847.0
2019,NUTS,2010,HU33,2,3166.0
2011,NUTS,2010,IE,0,11141.0
2012,NUTS,2010,IE,0,17337.0
2013,NUTS,2010,IE,0,17818.0
2014,NUTS,2010,IE,0,18299.0
2015,NUTS,2010,IE,0,15865.0
2016,NUTS,2010,IE,0,13431.0
2017,NUTS,2010,IE,0,18439.0
2019,NUTS,2010,IE,0,19634.0
2011,NUTS,2010,IE0,1,11141.0
2012,NUTS,2010,IE0,1,11222.0
2013,NUTS,2010,IE0,1,11127.0
2014,NUTS,2010,IE0,1,17022.0
2015,NUTS,2010,IE0,1,18344.0
2017,NUTS,2010,IE0,1,18439.0
2011,NUTS,2010,IE01,2,1560.0
2012,NUTS,2010,IE01,2,1571.0
2013,NUTS,2010,IE01,2,1558.0
2014,NUTS,2010,IE01,2,2383.0
2015,NUTS,2010,IE01,2,1404.0
2017,NUTS,2010,IE01,2,3238.0
2011,NUTS,2010,IE02,2,9581.0
2012,NUTS,2010,IE02,2,9651.0
2013,NUTS,2010,IE02,2,9569.0
2014,NUTS,2010,IE02,2,14639.0
2015,NUTS,2010,IE02,2,16940.0
2017,NUTS,2010,IE02,2,15201.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1310.0
2013,NUTS,2010,IS,0,1910.0
2015,NUTS,2010,IS,0,2058.0
2016,NUTS,2010,IS,0,2272.0
2017,NUTS,2010,IS,0,2174.0
2018,NUTS,2010,IS,0,2174.0
2011,NUTS,2010,IT,0,74749.0
2012,NUTS,2010,IT,0,76654.0
2013,NUTS,2010,IT,0,77737.0
2014,NUTS,2010,IT,0,79220.0
2015,NUTS,2010,IT,0,76403.0
2016,NUTS,2010,IT,0,77805.0
2017,NUTS,2010,IT,0,77637.0
2018,NUTS,2010,IT,0,77699.0
2019,NUTS,2010,IT,0,80260.0
2011,NUTS,2010,ITC,1,18858.0
2012,NUTS,2010,ITC,1,18902.0
2013,NUTS,2010,ITC,1,19323.0
2014,NUTS,2010,ITC,1,19526.0
2015,NUTS,2010,ITC,1,18744.0
2016,NUTS,2010,ITC,1,19639.0
2017,NUTS,2010,ITC,1,20120.0
2018,NUTS,2010,ITC,1,20224.0
2019,NUTS,2010,ITC,1,20654.0
2011,NUTS,2010,ITC1,2,4783.0
2012,NUTS,2010,ITC1,2,4793.0
2013,NUTS,2010,ITC1,2,5060.0
2014,NUTS,2010,ITC1,2,4781.0
2015,NUTS,2010,ITC1,2,5255.0
2016,NUTS,2010,ITC1,2,4802.0
2017,NUTS,2010,ITC1,2,4894.0
2018,NUTS,2010,ITC1,2,4949.0
2019,NUTS,2010,ITC1,2,4990.0
2011,NUTS,2010,ITC2,2,26.0
2012,NUTS,2010,ITC2,2,27.0
2013,NUTS,2010,ITC2,2,70.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,56.0
2016,NUTS,2010,ITC2,2,56.0
2017,NUTS,2010,ITC2,2,65.0
2018,NUTS,2010,ITC2,2,56.0
2019,NUTS,2010,ITC2,2,53.0
2011,NUTS,2010,ITC3,2,1959.0
2012,NUTS,2010,ITC3,2,2034.0
2013,NUTS,2010,ITC3,2,2051.0
2014,NUTS,2010,ITC3,2,2041.0
2015,NUTS,2010,ITC3,2,2273.0
2016,NUTS,2010,ITC3,2,1936.0
2017,NUTS,2010,ITC3,2,1980.0
2018,NUTS,2010,ITC3,2,1770.0
2019,NUTS,2010,ITC3,2,1930.0
2011,NUTS,2010,ITC4,2,12090.0
2012,NUTS,2010,ITC4,2,12048.0
2013,NUTS,2010,ITC4,2,12142.0
2014,NUTS,2010,ITC4,2,12625.0
2015,NUTS,2010,ITC4,2,11160.0
2016,NUTS,2010,ITC4,2,12845.0
2017,NUTS,2010,ITC4,2,13181.0
2018,NUTS,2010,ITC4,2,13449.0
2019,NUTS,2010,ITC4,2,13681.0
2011,NUTS,2010,ITF,1,13794.0
2012,NUTS,2010,ITF,1,14284.0
2013,NUTS,2010,ITF,1,14466.0
2014,NUTS,2010,ITF,1,14795.0
2015,NUTS,2010,ITF,1,14623.0
2016,NUTS,2010,ITF,1,14766.0
2017,NUTS,2010,ITF,1,14628.0
2018,NUTS,2010,ITF,1,14223.0
2019,NUTS,2010,ITF,1,14721.0
2011,NUTS,2010,ITF1,2,1647.0
2012,NUTS,2010,ITF1,2,1700.0
2013,NUTS,2010,ITF1,2,1800.0
2014,NUTS,2010,ITF1,2,1802.0
2015,NUTS,2010,ITF1,2,1881.0
2016,NUTS,2010,ITF1,2,1976.0
2017,NUTS,2010,ITF1,2,2143.0
2018,NUTS,2010,ITF1,2,1916.0
2019,NUTS,2010,ITF1,2,1999.0
2015,NUTS,2010,ITF2,2,401.0
2016,NUTS,2010,ITF2,2,368.0
2017,NUTS,2010,ITF2,2,354.0
2018,NUTS,2010,ITF2,2,347.0
2019,NUTS,2010,ITF2,2,336.0
2011,NUTS,2010,ITF3,2,5910.0
2012,NUTS,2010,ITF3,2,6183.0
2013,NUTS,2010,ITF3,2,6528.0
2014,NUTS,2010,ITF3,2,6720.0
2015,NUTS,2010,ITF3,2,6450.0
2016,NUTS,2010,ITF3,2,6803.0
2017,NUTS,2010,ITF3,2,6724.0
2018,NUTS,2010,ITF3,2,6516.0
2019,NUTS,2010,ITF3,2,6855.0
2011,NUTS,2010,ITF4,2,4205.0
2012,NUTS,2010,ITF4,2,4234.0
2013,NUTS,2010,ITF4,2,3490.0
2014,NUTS,2010,ITF4,2,3534.0
2015,NUTS,2010,ITF4,2,3611.0
2016,NUTS,2010,ITF4,2,3505.0
2017,NUTS,2010,ITF4,2,3430.0
2018,NUTS,2010,ITF4,2,3312.0
2019,NUTS,2010,ITF4,2,3359.0
2012,NUTS,2010,ITF5,2,470.0
2013,NUTS,2010,ITF5,2,397.0
2015,NUTS,2010,ITF5,2,412.0
2016,NUTS,2010,ITF5,2,379.0
2017,NUTS,2010,ITF5,2,375.0
2018,NUTS,2010,ITF5,2,358.0
2019,NUTS,2010,ITF5,2,398.0
2011,NUTS,2010,ITF6,2,1277.0
2015,NUTS,2010,ITF6,2,1868.0
2016,NUTS,2010,ITF6,2,1735.0
2017,NUTS,2010,ITF6,2,1602.0
2018,NUTS,2010,ITF6,2,1774.0
2019,NUTS,2010,ITF6,2,1774.0
2011,NUTS,2010,ITG,1,7380.0
2012,NUTS,2010,ITG,1,7668.0
2013,NUTS,2010,ITG,1,7537.0
2014,NUTS,2010,ITG,1,7760.0
2015,NUTS,2010,ITG,1,7563.0
2016,NUTS,2010,ITG,1,6535.0
2017,NUTS,2010,ITG,1,6321.0
2018,NUTS,2010,ITG,1,6221.0
2019,NUTS,2010,ITG,1,6389.0
2011,NUTS,2010,ITG1,2,4961.0
2012,NUTS,2010,ITG1,2,5042.0
2013,NUTS,2010,ITG1,2,5106.0
2014,NUTS,2010,ITG1,2,5248.0
2015,NUTS,2010,ITG1,2,5048.0
2016,NUTS,2010,ITG1,2,4598.0
2017,NUTS,2010,ITG1,2,4364.0
2018,NUTS,2010,ITG1,2,4273.0
2019,NUTS,2010,ITG1,2,4404.0
2011,NUTS,2010,ITG2,2,2419.0
2012,NUTS,2010,ITG2,2,2626.0
2013,NUTS,2010,ITG2,2,2431.0
2014,NUTS,2010,ITG2,2,2512.0
2015,NUTS,2010,ITG2,2,2515.0
2016,NUTS,2010,ITG2,2,1937.0
2017,NUTS,2010,ITG2,2,1957.0
2018,NUTS,2010,ITG2,2,1948.0
2019,NUTS,2010,ITG2,2,1985.0
2011,NUTS,2010,ITH,1,15670.0
2012,NUTS,2010,ITH,1,16257.0
2013,NUTS,2010,ITH,1,16753.0
2014,NUTS,2010,ITH,1,17169.0
2015,NUTS,2010,ITH,1,15865.0
2016,NUTS,2010,ITH,1,16837.0
2017,NUTS,2010,ITH,1,17071.0
2018,NUTS,2010,ITH,1,17603.0
2019,NUTS,2010,ITH,1,18382.0
2011,NUTS,2010,ITH1,2,47.0
2012,NUTS,2010,ITH1,2,67.0
2013,NUTS,2010,ITH1,2,167.0
2014,NUTS,2010,ITH1,2,238.0
2015,NUTS,2010,ITH1,2,155.0
2016,NUTS,2010,ITH1,2,310.0
2017,NUTS,2010,ITH1,2,357.0
2018,NUTS,2010,ITH1,2,376.0
2019,NUTS,2010,ITH1,2,433.0
2011,NUTS,2010,ITH2,2,740.0
2012,NUTS,2010,ITH2,2,836.0
2013,NUTS,2010,ITH2,2,966.0
2014,NUTS,2010,ITH2,2,1022.0
2015,NUTS,2010,ITH2,2,1061.0
2016,NUTS,2010,ITH2,2,1090.0
2017,NUTS,2010,ITH2,2,1064.0
2018,NUTS,2010,ITH2,2,1135.0
2019,NUTS,2010,ITH2,2,1233.0
2011,NUTS,2010,ITH3,2,5335.0
2012,NUTS,2010,ITH3,2,5482.0
2013,NUTS,2010,ITH3,2,5649.0
2014,NUTS,2010,ITH3,2,5808.0
2015,NUTS,2010,ITH3,2,5712.0
2016,NUTS,2010,ITH3,2,5614.0
2017,NUTS,2010,ITH3,2,5796.0
2018,NUTS,2010,ITH3,2,6064.0
2019,NUTS,2010,ITH3,2,6336.0
2011,NUTS,2010,ITH4,2,2022.0
2012,NUTS,2010,ITH4,2,2127.0
2013,NUTS,2010,ITH4,2,2071.0
2014,NUTS,2010,ITH4,2,2103.0
2015,NUTS,2010,ITH4,2,2111.0
2016,NUTS,2010,ITH4,2,2022.0
2017,NUTS,2010,ITH4,2,2051.0
2018,NUTS,2010,ITH4,2,2127.0
2019,NUTS,2010,ITH4,2,2105.0
2011,NUTS,2010,ITH5,2,7526.0
2012,NUTS,2010,ITH5,2,7745.0
2013,NUTS,2010,ITH5,2,7900.0
2014,NUTS,2010,ITH5,2,7998.0
2015,NUTS,2010,ITH5,2,6826.0
2016,NUTS,2010,ITH5,2,7801.0
2017,NUTS,2010,ITH5,2,7803.0
2018,NUTS,2010,ITH5,2,7901.0
2019,NUTS,2010,ITH5,2,8275.0
2011,NUTS,2010,ITI,1,19047.0
2012,NUTS,2010,ITI,1,19543.0
2013,NUTS,2010,ITI,1,19658.0
2014,NUTS,2010,ITI,1,19970.0
2015,NUTS,2010,ITI,1,19608.0
2016,NUTS,2010,ITI,1,20028.0
2017,NUTS,2010,ITI,1,19497.0
2018,NUTS,2010,ITI,1,19428.0
2019,NUTS,2010,ITI,1,20114.0
2011,NUTS,2010,ITI1,2,7520.0
2012,NUTS,2010,ITI1,2,7770.0
2013,NUTS,2010,ITI1,2,6796.0
2014,NUTS,2010,ITI1,2,6652.0
2015,NUTS,2010,ITI1,2,6708.0
2016,NUTS,2010,ITI1,2,6502.0
2017,NUTS,2010,ITI1,2,6464.0
2018,NUTS,2010,ITI1,2,6826.0
2019,NUTS,2010,ITI1,2,6886.0
2011,NUTS,2010,ITI2,2,1579.0
2012,NUTS,2010,ITI2,2,1601.0
2013,NUTS,2010,ITI2,2,1543.0
2014,NUTS,2010,ITI2,2,1562.0
2015,NUTS,2010,ITI2,2,1609.0
2016,NUTS,2010,ITI2,2,1477.0
2017,NUTS,2010,ITI2,2,1415.0
2018,NUTS,2010,ITI2,2,1490.0
2019,NUTS,2010,ITI2,2,1426.0
2011,NUTS,2010,ITI3,2,1873.0
2012,NUTS,2010,ITI3,2,1884.0
2013,NUTS,2010,ITI3,2,1863.0
2014,NUTS,2010,ITI3,2,1917.0
2015,NUTS,2010,ITI3,2,1901.0
2016,NUTS,2010,ITI3,2,2068.0
2017,NUTS,2010,ITI3,2,2184.0
2018,NUTS,2010,ITI3,2,2033.0
2019,NUTS,2010,ITI3,2,2007.0
2011,NUTS,2010,ITI4,2,8075.0
2012,NUTS,2010,ITI4,2,8288.0
2013,NUTS,2010,ITI4,2,9456.0
2014,NUTS,2010,ITI4,2,9839.0
2015,NUTS,2010,ITI4,2,9390.0
2016,NUTS,2010,ITI4,2,9981.0
2017,NUTS,2010,ITI4,2,9434.0
2018,NUTS,2010,ITI4,2,9079.0
2019,NUTS,2010,ITI4,2,9795.0
2011,NUTS,2010,JP,0,313912.0
2012,NUTS,2010,JP,0,315244.0
2013,NUTS,2010,JP,0,317658.0
2014,NUTS,2010,JP,0,321571.0
2015,NUTS,2010,JP,0,322100.0
2016,NUTS,2010,JP,0,326233.0
2017,NUTS,2010,JP,0,329355.0
2018,NUTS,2010,JP,0,331427.0
2019,NUTS,2010,JP,0,334642.0
2011,NUTS,2010,KR,0,95750.0
2012,NUTS,2010,KR,0,96916.0
2013,NUTS,2010,KR,0,97319.0
2014,NUTS,2010,KR,0,99317.0
2015,NUTS,2010,KR,0,99870.0
2016,NUTS,2010,KR,0,103166.0
2017,NUTS,2010,KR,0,102877.0
2018,NUTS,2010,KR,0,108529.0
2019,NUTS,2010,KR,0,110619.0
2011,NUTS,2010,LT,0,13664.0
2012,NUTS,2010,LT,0,13939.0
2013,NUTS,2010,LT,0,13936.0
2014,NUTS,2010,LT,0,13532.0
2015,NUTS,2010,LT,0,12600.0
2016,NUTS,2010,LT,0,12267.0
2017,NUTS,2010,LT,0,11988.0
2018,NUTS,2010,LT,0,12036.0
2019,NUTS,2010,LT,0,11495.0
2015,NUTS,2010,LT01,2,6381.0
2016,NUTS,2010,LT01,2,6101.0
2017,NUTS,2010,LT01,2,5951.0
2018,NUTS,2010,LT01,2,5908.0
2019,NUTS,2010,LT01,2,5595.0
2015,NUTS,2010,LT02,2,6219.0
2016,NUTS,2010,LT02,2,6166.0
2017,NUTS,2010,LT02,2,6037.0
2018,NUTS,2010,LT02,2,6128.0
2019,NUTS,2010,LT02,2,5900.0
2011,NUTS,2010,LU,0,619.0
2012,NUTS,2010,LU,0,708.0
2013,NUTS,2010,LU,0,828.0
2014,NUTS,2010,LU,0,1227.0
2015,NUTS,2010,LU,0,1290.0
2017,NUTS,2010,LU,0,1353.0
2019,NUTS,2010,LU,0,1469.0
2011,NUTS,2010,LV,0,5461.0
2012,NUTS,2010,LV,0,5893.0
2013,NUTS,2010,LV,0,5387.0
2014,NUTS,2010,LV,0,5539.0
2015,NUTS,2010,LV,0,5672.0
2016,NUTS,2010,LV,0,5395.0
2017,NUTS,2010,LV,0,5463.0
2018,NUTS,2010,LV,0,5334.0
2019,NUTS,2010,LV,0,5564.0
2011,NUTS,2010,ME,0,918.0
2013,NUTS,2010,ME,0,950.0
2014,NUTS,2010,ME,0,1069.0
2015,NUTS,2010,ME,0,1001.0
2016,NUTS,2010,ME,0,1006.0
2017,NUTS,2010,ME,0,911.0
2018,NUTS,2010,ME,0,886.0
2019,NUTS,2010,ME,0,858.0
2011,NUTS,2010,MK,0,1383.0
2012,NUTS,2010,MK,0,1658.0
2015,NUTS,2010,MK,0,2965.0
2016,NUTS,2010,MK,0,2765.0
2017,NUTS,2010,MK,0,2465.0
2018,NUTS,2010,MK,0,2581.0
2019,NUTS,2010,MK,0,2466.0
2011,NUTS,2010,MT,0,665.0
2012,NUTS,2010,MT,0,756.0
2013,NUTS,2010,MT,0,806.0
2014,NUTS,2010,MT,0,849.0
2015,NUTS,2010,MT,0,863.0
2016,NUTS,2010,MT,0,853.0
2017,NUTS,2010,MT,0,923.0
2018,NUTS,2010,MT,0,945.0
2019,NUTS,2010,MT,0,1017.0
2011,NUTS,2010,NL,0,24385.0
2012,NUTS,2010,NL,0,24403.0
2013,NUTS,2010,NL,0,24590.0
2014,NUTS,2010,NL,0,25396.0
2015,NUTS,2010,NL,0,25810.0
2016,NUTS,2010,NL,0,25563.0
2017,NUTS,2010,NL,0,26100.0
2018,NUTS,2010,NL,0,26357.0
2019,NUTS,2010,NL,0,27766.0
2011,NUTS,2010,NL3,1,13843.0
2012,NUTS,2010,NL3,1,13845.0
2011,NUTS,2010,NO,0,21812.0
2012,NUTS,2010,NO,0,21901.0
2013,NUTS,2010,NO,0,22588.0
2014,NUTS,2010,NO,0,23404.0
2015,NUTS,2010,NO,0,24604.0
2016,NUTS,2010,NO,0,25538.0
2017,NUTS,2010,NO,0,27093.0
2018,NUTS,2010,NO,0,27843.0
2019,NUTS,2010,NO,0,28821.0
2011,NUTS,2010,NO0,1,21812.0
2012,NUTS,2010,NO0,1,21901.0
2013,NUTS,2010,NO0,1,22588.0
2014,NUTS,2010,NO0,1,23404.0
2015,NUTS,2010,NO0,1,24604.0
2017,NUTS,2010,NO0,1,27093.0
2018,NUTS,2010,NO0,1,27843.0
2019,NUTS,2010,NO0,1,28821.0
2011,NUTS,2010,NO01,2,7698.0
2012,NUTS,2010,NO01,2,7682.0
2013,NUTS,2010,NO01,2,7965.0
2014,NUTS,2010,NO01,2,8390.0
2015,NUTS,2010,NO01,2,8821.0
2017,NUTS,2010,NO01,2,9577.0
2018,NUTS,2010,NO01,2,9772.0
2019,NUTS,2010,NO01,2,10133.0
2011,NUTS,2010,NO02,2,629.0
2012,NUTS,2010,NO02,2,637.0
2013,NUTS,2010,NO02,2,703.0
2014,NUTS,2010,NO02,2,742.0
2015,NUTS,2010,NO02,2,775.0
2017,NUTS,2010,NO02,2,771.0
2018,NUTS,2010,NO02,2,794.0
2019,NUTS,2010,NO02,2,829.0
2011,NUTS,2010,NO03,2,1129.0
2012,NUTS,2010,NO03,2,1165.0
2013,NUTS,2010,NO03,2,1182.0
2014,NUTS,2010,NO03,2,1209.0
2015,NUTS,2010,NO03,2,1300.0
2017,NUTS,2010,NO03,2,1448.0
2018,NUTS,2010,NO03,2,1521.0
2019,NUTS,2010,NO03,2,1572.0
2011,NUTS,2010,NO04,2,1499.0
2012,NUTS,2010,NO04,2,1596.0
2013,NUTS,2010,NO04,2,1652.0
2014,NUTS,2010,NO04,2,1699.0
2015,NUTS,2010,NO04,2,1836.0
2017,NUTS,2010,NO04,2,2101.0
2018,NUTS,2010,NO04,2,2093.0
2019,NUTS,2010,NO04,2,2198.0
2011,NUTS,2010,NO05,2,4182.0
2012,NUTS,2010,NO05,2,4296.0
2013,NUTS,2010,NO05,2,4278.0
2014,NUTS,2010,NO05,2,4431.0
2015,NUTS,2010,NO05,2,4554.0
2017,NUTS,2010,NO05,2,5000.0
2018,NUTS,2010,NO05,2,5211.0
2019,NUTS,2010,NO05,2,5415.0
2011,NUTS,2010,NO06,2,4205.0
2012,NUTS,2010,NO06,2,4001.0
2013,NUTS,2010,NO06,2,4187.0
2014,NUTS,2010,NO06,2,4256.0
2015,NUTS,2010,NO06,2,4469.0
2017,NUTS,2010,NO06,2,5033.0
2018,NUTS,2010,NO06,2,5221.0
2019,NUTS,2010,NO06,2,5402.0
2011,NUTS,2010,NO07,2,2470.0
2012,NUTS,2010,NO07,2,2524.0
2013,NUTS,2010,NO07,2,2621.0
2014,NUTS,2010,NO07,2,2677.0
2015,NUTS,2010,NO07,2,2849.0
2017,NUTS,2010,NO07,2,3163.0
2018,NUTS,2010,NO07,2,3231.0
2019,NUTS,2010,NO07,2,3272.0
2011,NUTS,2010,PL,0,70235.0
2012,NUTS,2010,PL,0,68923.0
2013,NUTS,2010,PL,0,69027.0
2014,NUTS,2010,PL,0,70771.0
2015,NUTS,2010,PL,0,70658.0
2016,NUTS,2010,PL,0,79010.0
2017,NUTS,2010,PL,0,111163.0
2018,NUTS,2010,PL,0,112754.0
2019,NUTS,2010,PL,0,110004.0
2011,NUTS,2010,PL1,1,16641.0
2012,NUTS,2010,PL1,1,16875.0
2013,NUTS,2010,PL1,1,16098.0
2014,NUTS,2010,PL1,1,16512.0
2015,NUTS,2010,PL1,1,16854.0
2011,NUTS,2010,PL11,2,4810.0
2012,NUTS,2010,PL11,2,5530.0
2013,NUTS,2010,PL11,2,4645.0
2014,NUTS,2010,PL11,2,4632.0
2015,NUTS,2010,PL11,2,4734.0
2011,NUTS,2010,PL12,2,11831.0
2012,NUTS,2010,PL12,2,11345.0
2013,NUTS,2010,PL12,2,11453.0
2014,NUTS,2010,PL12,2,11880.0
2015,NUTS,2010,PL12,2,12120.0
2011,NUTS,2010,PL2,1,16296.0
2012,NUTS,2010,PL2,1,16129.0
2013,NUTS,2010,PL2,1,16215.0
2014,NUTS,2010,PL2,1,16983.0
2015,NUTS,2010,PL2,1,16833.0
2016,NUTS,2010,PL2,1,18573.0
2017,NUTS,2010,PL2,1,25621.0
2018,NUTS,2010,PL2,1,26301.0
2019,NUTS,2010,PL2,1,27608.0
2011,NUTS,2010,PL21,2,9507.0
2012,NUTS,2010,PL21,2,9356.0
2013,NUTS,2010,PL21,2,9545.0
2014,NUTS,2010,PL21,2,10105.0
2015,NUTS,2010,PL21,2,10045.0
2016,NUTS,2010,PL21,2,11044.0
2017,NUTS,2010,PL21,2,16507.0
2018,NUTS,2010,PL21,2,16910.0
2019,NUTS,2010,PL21,2,15862.0
2011,NUTS,2010,PL22,2,6789.0
2012,NUTS,2010,PL22,2,6773.0
2013,NUTS,2010,PL22,2,6670.0
2014,NUTS,2010,PL22,2,6878.0
2015,NUTS,2010,PL22,2,6788.0
2016,NUTS,2010,PL22,2,7529.0
2017,NUTS,2010,PL22,2,9114.0
2018,NUTS,2010,PL22,2,9391.0
2019,NUTS,2010,PL22,2,11746.0
2011,NUTS,2010,PL3,1,10002.0
2012,NUTS,2010,PL3,1,9446.0
2013,NUTS,2010,PL3,1,9830.0
2014,NUTS,2010,PL3,1,10040.0
2015,NUTS,2010,PL3,1,9891.0
2011,NUTS,2010,PL31,2,5048.0
2012,NUTS,2010,PL31,2,5212.0
2013,NUTS,2010,PL31,2,4804.0
2014,NUTS,2010,PL31,2,4916.0
2015,NUTS,2010,PL31,2,4751.0
2011,NUTS,2010,PL32,2,1942.0
2012,NUTS,2010,PL32,2,1975.0
2013,NUTS,2010,PL32,2,2109.0
2014,NUTS,2010,PL32,2,2149.0
2015,NUTS,2010,PL32,2,2149.0
2012,NUTS,2010,PL33,2,323.0
2013,NUTS,2010,PL33,2,927.0
2012,NUTS,2010,PL34,2,1936.0
