year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_pps_kp05
2019,NUTS,2010,EU27_2020,7,28397.839
2020,NUTS,2010,EU27_2020,7,28630.974
2011,NUTS,2010,FI,0,473.227
2012,NUTS,2010,FI,0,446.619
2013,NUTS,2010,FI,0,421.713
2014,NUTS,2010,FI,0,391.775
2015,NUTS,2010,FI,0,339.736
2016,NUTS,2010,FI,0,330.685
2017,NUTS,2010,FI,0,357.647
2018,NUTS,2010,FI,0,355.882
2019,NUTS,2010,FI,0,355.949
2020,NUTS,2010,FI,0,342.258
2012,NUTS,2010,FI1,1,480.076
2015,NUTS,2010,FI1,1,371.847
2016,NUTS,2010,FI1,1,365.71
2017,NUTS,2010,FI1,1,357.647
2018,NUTS,2010,FI1,1,355.949
2019,NUTS,2010,FI1,1,355.949
2011,NUTS,2010,FI19,2,57.458
2012,NUTS,2010,FI19,2,59.538
2013,NUTS,2010,FI19,2,53.739
2015,NUTS,2010,FI19,2,40.67
2016,NUTS,2010,FI19,2,42.003
2017,NUTS,2010,FI19,2,30.873
2018,NUTS,2010,FI19,2,30.333
2019,NUTS,2010,FI19,2,28.444
2011,NUTS,2010,FI1B,2,319.701
2012,NUTS,2010,FI1B,2,292.687
2013,NUTS,2010,FI1B,2,282.132
2015,NUTS,2010,FI1B,2,237.582
2016,NUTS,2010,FI1B,2,232.588
2017,NUTS,2010,FI1B,2,246.777
2018,NUTS,2010,FI1B,2,247.521
2019,NUTS,2010,FI1B,2,249.905
2011,NUTS,2010,FI1C,2,45.208
2012,NUTS,2010,FI1C,2,43.511
2013,NUTS,2010,FI1C,2,39.597
2015,NUTS,2010,FI1C,2,31.358
2016,NUTS,2010,FI1C,2,33.452
2017,NUTS,2010,FI1C,2,22.323
2018,NUTS,2010,FI1C,2,22.617
2019,NUTS,2010,FI1C,2,21.956
2011,NUTS,2010,FI1D,2,88.386
2012,NUTS,2010,FI1D,2,84.485
2013,NUTS,2010,FI1D,2,79.902
2015,NUTS,2010,FI1D,2,62.237
2016,NUTS,2010,FI1D,2,57.737
2017,NUTS,2010,FI1D,2,57.742
2018,NUTS,2010,FI1D,2,55.544
2019,NUTS,2010,FI1D,2,55.644
2012,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,5099.268
2012,NUTS,2010,FR,0,4936.421
2013,NUTS,2010,FR,0,4950.711
2014,NUTS,2010,FR,0,4904.734
2015,NUTS,2010,FR,0,4996.322
2016,NUTS,2010,FR,0,4939.657
2017,NUTS,2010,FR,0,4884.458
2018,NUTS,2010,FR,0,4978.693
2019,NUTS,2010,FR,0,5014.222
2020,NUTS,2010,FR,0,4784.102
2011,NUTS,2010,FR1,1,2075.035
2012,NUTS,2010,FR1,1,1942.479
2013,NUTS,2010,FR1,1,1962.698
2011,NUTS,2010,FR10,2,2075.035
2012,NUTS,2010,FR10,2,1942.479
2013,NUTS,2010,FR10,2,1962.698
2011,NUTS,2010,FR2,1,134.646
2012,NUTS,2010,FR2,1,147.697
2013,NUTS,2010,FR2,1,140.233
2011,NUTS,2010,FR21,2,2.161
2012,NUTS,2010,FR21,2,2.259
2013,NUTS,2010,FR21,2,2.481
2011,NUTS,2010,FR22,2,14.947
2012,NUTS,2010,FR22,2,16.94
2013,NUTS,2010,FR22,2,15.768
2011,NUTS,2010,FR23,2,2.425
2012,NUTS,2010,FR23,2,2.42
2013,NUTS,2010,FR23,2,3.442
2011,NUTS,2010,FR24,2,75.242
2012,NUTS,2010,FR24,2,84.617
2013,NUTS,2010,FR24,2,85.484
2011,NUTS,2010,FR25,2,17.483
2012,NUTS,2010,FR25,2,14.923
2013,NUTS,2010,FR25,2,18.65
2011,NUTS,2010,FR26,2,22.388
2012,NUTS,2010,FR26,2,26.539
2013,NUTS,2010,FR26,2,14.408
2011,NUTS,2010,FR3,1,38.216
2012,NUTS,2010,FR3,1,34.928
2013,NUTS,2010,FR3,1,32.657
2011,NUTS,2010,FR30,2,38.216
2012,NUTS,2010,FR30,2,34.928
2013,NUTS,2010,FR30,2,32.657
2011,NUTS,2010,FR4,1,129.45
2012,NUTS,2010,FR4,1,129.466
2013,NUTS,2010,FR4,1,115.42
2011,NUTS,2010,FR41,2,69.199
2012,NUTS,2010,FR41,2,66.952
2013,NUTS,2010,FR41,2,57.55
2011,NUTS,2010,FR42,2,59.229
2012,NUTS,2010,FR42,2,61.305
2013,NUTS,2010,FR42,2,56.749
2011,NUTS,2010,FR43,2,1.022
2012,NUTS,2010,FR43,2,1.21
2013,NUTS,2010,FR43,2,1.201
2011,NUTS,2010,FR5,1,240.947
2012,NUTS,2010,FR5,1,262.724
2013,NUTS,2010,FR5,1,273.582
2011,NUTS,2010,FR51,2,66.035
2012,NUTS,2010,FR51,2,72.275
2013,NUTS,2010,FR51,2,74.199
2011,NUTS,2010,FR52,2,160.869
2012,NUTS,2010,FR52,2,173.751
2013,NUTS,2010,FR52,2,172.089
2011,NUTS,2010,FR53,2,14.043
2012,NUTS,2010,FR53,2,16.617
2013,NUTS,2010,FR53,2,27.214
2011,NUTS,2010,FR6,1,631.707
2012,NUTS,2010,FR6,1,537.386
2013,NUTS,2010,FR6,1,527.714
2011,NUTS,2010,FR61,2,76.215
2012,NUTS,2010,FR61,2,70.581
2013,NUTS,2010,FR61,2,75.959
2011,NUTS,2010,FR62,2,554.872
2012,NUTS,2010,FR62,2,466.16
2013,NUTS,2010,FR62,2,450.954
2011,NUTS,2010,FR63,2,0.62
2012,NUTS,2010,FR63,2,0.726
2013,NUTS,2010,FR63,2,0.8
2011,NUTS,2010,FR7,1,642.678
2012,NUTS,2010,FR7,1,629.908
2013,NUTS,2010,FR7,1,631.207
2011,NUTS,2010,FR71,2,596.326
2012,NUTS,2010,FR71,2,575.783
2013,NUTS,2010,FR71,2,573.257
2011,NUTS,2010,FR72,2,46.351
2012,NUTS,2010,FR72,2,54.126
2013,NUTS,2010,FR72,2,57.95
2011,NUTS,2010,FR8,1,1075.459
2012,NUTS,2010,FR8,1,1125.591
2013,NUTS,2010,FR8,1,1136.429
2011,NUTS,2010,FR81,2,543.881
2012,NUTS,2010,FR81,2,535.047
2013,NUTS,2010,FR81,2,541.161
2011,NUTS,2010,FR82,2,527.873
2012,NUTS,2010,FR82,2,585.704
2013,NUTS,2010,FR82,2,591.107
2011,NUTS,2010,FR83,2,3.705
2012,NUTS,2010,FR83,2,4.921
2013,NUTS,2010,FR83,2,4.162
2011,NUTS,2010,FRA,1,131.132
2012,NUTS,2010,FRA,1,126.24
2013,NUTS,2010,FRA,1,130.708
2011,NUTS,2010,HR,0,113.484
2012,NUTS,2010,HR,0,111.962
2013,NUTS,2010,HR,0,111.209
2014,NUTS,2010,HR,0,109.405
2015,NUTS,2010,HR,0,113.193
2016,NUTS,2010,HR,0,104.116
2017,NUTS,2010,HR,0,112.834
2018,NUTS,2010,HR,0,116.333
2019,NUTS,2010,HR,0,128.085
2020,NUTS,2010,HR,0,145.09
2011,NUTS,2010,HR0,1,113.484
2012,NUTS,2010,HR0,1,111.962
2013,NUTS,2010,HR0,1,111.209
2014,NUTS,2010,HR0,1,109.405
2015,NUTS,2010,HR0,1,113.193
2016,NUTS,2010,HR0,1,104.116
2017,NUTS,2010,HR0,1,112.834
2018,NUTS,2010,HR0,1,116.333
2019,NUTS,2010,HR0,1,128.085
2020,NUTS,2010,HR0,1,145.09
2020,NUTS,2010,HR02,2,4.995
2011,NUTS,2010,HR03,2,7.655
2012,NUTS,2010,HR03,2,8.353
2013,NUTS,2010,HR03,2,9.705
2014,NUTS,2010,HR03,2,9.324
2015,NUTS,2010,HR03,2,9.099
2016,NUTS,2010,HR03,2,12.607
2017,NUTS,2010,HR03,2,12.446
2018,NUTS,2010,HR03,2,12.184
2019,NUTS,2010,HR03,2,14.431
2020,NUTS,2010,HR03,2,17.693
2011,NUTS,2010,HR04,2,105.829
2012,NUTS,2010,HR04,2,103.609
2013,NUTS,2010,HR04,2,101.504
2014,NUTS,2010,HR04,2,100.081
2015,NUTS,2010,HR04,2,104.094
2016,NUTS,2010,HR04,2,91.509
2017,NUTS,2010,HR04,2,100.388
2018,NUTS,2010,HR04,2,104.149
2019,NUTS,2010,HR04,2,113.655
2020,NUTS,2010,HR05,2,119.377
2020,NUTS,2010,HR06,2,3.025
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,265.864
2012,NUTS,2010,HU,0,255.918
2013,NUTS,2010,HU,0,296.49
2014,NUTS,2010,HU,0,276.948
2015,NUTS,2010,HU,0,276.726
2016,NUTS,2010,HU,0,251.431
2017,NUTS,2010,HU,0,273.991
2018,NUTS,2010,HU,0,286.171
2019,NUTS,2010,HU,0,269.637
2020,NUTS,2010,HU,0,277.448
2011,NUTS,2010,HU1,1,214.713
2012,NUTS,2010,HU1,1,194.828
2013,NUTS,2010,HU1,1,228.52
2014,NUTS,2010,HU1,1,205.568
2015,NUTS,2010,HU1,1,210.077
2016,NUTS,2010,HU1,1,190.797
2017,NUTS,2010,HU1,1,198.795
2018,NUTS,2010,HU1,1,197.917
2019,NUTS,2010,HU1,1,201.211
2011,NUTS,2010,HU10,2,214.713
2012,NUTS,2010,HU10,2,194.828
2013,NUTS,2010,HU10,2,228.52
2014,NUTS,2010,HU10,2,205.568
2015,NUTS,2010,HU10,2,210.077
2016,NUTS,2010,HU10,2,190.797
2017,NUTS,2010,HU11,2,180.172
2018,NUTS,2010,HU11,2,178.957
2019,NUTS,2010,HU11,2,178.28
2017,NUTS,2010,HU12,2,18.624
2018,NUTS,2010,HU12,2,18.96
2019,NUTS,2010,HU12,2,22.931
2011,NUTS,2010,HU2,1,19.235
2012,NUTS,2010,HU2,1,26.43
2013,NUTS,2010,HU2,1,34.314
2014,NUTS,2010,HU2,1,39.651
2015,NUTS,2010,HU2,1,36.602
2016,NUTS,2010,HU2,1,33.616
2017,NUTS,2010,HU2,1,39.167
2018,NUTS,2010,HU2,1,35.944
2019,NUTS,2010,HU2,1,29.268
2011,NUTS,2010,HU21,2,11.628
2012,NUTS,2010,HU21,2,24.138
2013,NUTS,2010,HU21,2,18.628
2014,NUTS,2010,HU21,2,22.493
2015,NUTS,2010,HU21,2,20.188
2016,NUTS,2010,HU21,2,18.979
2017,NUTS,2010,HU21,2,22.495
2018,NUTS,2010,HU21,2,22.508
2019,NUTS,2010,HU21,2,17.984
2011,NUTS,2010,HU22,2,4.576
2012,NUTS,2010,HU22,2,1.999
2013,NUTS,2010,HU22,2,8.364
2014,NUTS,2010,HU22,2,9.573
2015,NUTS,2010,HU22,2,10.295
2016,NUTS,2010,HU22,2,9.155
2017,NUTS,2010,HU22,2,10.715
2018,NUTS,2010,HU22,2,13.336
2019,NUTS,2010,HU22,2,11.139
2011,NUTS,2010,HU23,2,3.031
2012,NUTS,2010,HU23,2,0.292
2013,NUTS,2010,HU23,2,7.322
2014,NUTS,2010,HU23,2,7.585
2015,NUTS,2010,HU23,2,6.119
2016,NUTS,2010,HU23,2,5.482
2017,NUTS,2010,HU23,2,5.956
2018,NUTS,2010,HU23,2,0.099
2019,NUTS,2010,HU23,2,0.146
2011,NUTS,2010,HU3,1,31.917
2012,NUTS,2010,HU3,1,34.66
2013,NUTS,2010,HU3,1,33.656
2014,NUTS,2010,HU3,1,31.729
2015,NUTS,2010,HU3,1,30.047
2016,NUTS,2010,HU3,1,27.017
2017,NUTS,2010,HU3,1,36.029
2018,NUTS,2010,HU3,1,52.31
2019,NUTS,2010,HU3,1,39.157
2011,NUTS,2010,HU31,2,1.109
2012,NUTS,2010,HU31,2,0.839
2013,NUTS,2010,HU31,2,1.117
2014,NUTS,2010,HU31,2,0.693
2015,NUTS,2010,HU31,2,0.268
2016,NUTS,2010,HU31,2,0.199
2017,NUTS,2010,HU31,2,0.417
2018,NUTS,2010,HU31,2,0.562
2019,NUTS,2010,HU31,2,0.636
2011,NUTS,2010,HU32,2,8.072
2012,NUTS,2010,HU32,2,9.334
2013,NUTS,2010,HU32,2,8.332
2014,NUTS,2010,HU32,2,9.861
2015,NUTS,2010,HU32,2,8.587
2016,NUTS,2010,HU32,2,7.324
2017,NUTS,2010,HU32,2,7.309
2018,NUTS,2010,HU32,2,13.499
2019,NUTS,2010,HU32,2,10.878
2011,NUTS,2010,HU33,2,22.736
2012,NUTS,2010,HU33,2,24.488
2013,NUTS,2010,HU33,2,24.207
2014,NUTS,2010,HU33,2,21.174
2015,NUTS,2010,HU33,2,21.192
2016,NUTS,2010,HU33,2,19.494
2017,NUTS,2010,HU33,2,28.303
2018,NUTS,2010,HU33,2,38.25
2019,NUTS,2010,HU33,2,27.643
2011,NUTS,2010,IE,0,109.135
2012,NUTS,2010,IE,0,106.78
2013,NUTS,2010,IE,0,103.378
2014,NUTS,2010,IE,0,104.479
2015,NUTS,2010,IE,0,101.403
2016,NUTS,2010,IE,0,98.696
2017,NUTS,2010,IE,0,104.316
2018,NUTS,2010,IE,0,115.359
2019,NUTS,2010,IE,0,114.91
2020,NUTS,2010,IE,0,116.547
2011,NUTS,2010,IE0,1,109.218
2012,NUTS,2010,IE0,1,106.78
2013,NUTS,2010,IE0,1,103.378
2015,NUTS,2010,IE0,1,101.254
2017,NUTS,2010,IE0,1,104.316
2011,NUTS,2010,IE01,2,16.548
2012,NUTS,2010,IE01,2,16.179
2013,NUTS,2010,IE01,2,15.226
2015,NUTS,2010,IE01,2,27.547
2017,NUTS,2010,IE01,2,19.117
2011,NUTS,2010,IE02,2,92.67
2012,NUTS,2010,IE02,2,90.601
2013,NUTS,2010,IE02,2,88.152
2015,NUTS,2010,IE02,2,73.707
2017,NUTS,2010,IE02,2,85.198
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,41.647
2013,NUTS,2010,IS,0,11.878
2014,NUTS,2010,IS,0,12.363
2015,NUTS,2010,IS,0,11.121
2016,NUTS,2010,IS,0,11.598
2017,NUTS,2010,IS,0,10.576
2018,NUTS,2010,IS,0,10.602
2019,NUTS,2010,IS,0,9.684
2020,NUTS,2010,IS,0,10.15
2011,NUTS,2010,IS0,1,41.647
2013,NUTS,2010,IS0,1,11.878
2014,NUTS,2010,IS0,1,12.363
2015,NUTS,2010,IS0,1,11.121
2016,NUTS,2010,IS0,1,11.598
2017,NUTS,2010,IS0,1,10.576
2018,NUTS,2010,IS0,1,10.602
2019,NUTS,2010,IS0,1,9.684
2020,NUTS,2010,IS0,1,10.15
2011,NUTS,2010,IS00,2,41.647
2013,NUTS,2010,IS00,2,11.878
2014,NUTS,2010,IS00,2,12.363
2015,NUTS,2010,IS00,2,11.121
2016,NUTS,2010,IS00,2,11.598
2017,NUTS,2010,IS00,2,10.576
2018,NUTS,2010,IS00,2,10.602
2019,NUTS,2010,IS00,2,9.684
2020,NUTS,2010,IS00,2,10.15
2011,NUTS,2010,IT,0,2285.039
2012,NUTS,2010,IT,0,2578.238
2013,NUTS,2010,IT,0,2462.632
2014,NUTS,2010,IT,0,2458.943
2015,NUTS,2010,IT,0,2395.759
2016,NUTS,2010,IT,0,2369.472
2017,NUTS,2010,IT,0,2374.401
2018,NUTS,2010,IT,0,2515.85
2019,NUTS,2010,IT,0,2619.647
2020,NUTS,2010,IT,0,2650.261
2011,NUTS,2010,ITC,1,374.066
2012,NUTS,2010,ITC,1,461.987
2013,NUTS,2010,ITC,1,439.642
2014,NUTS,2010,ITC,1,432.857
2015,NUTS,2010,ITC,1,429.172
2016,NUTS,2010,ITC,1,399.447
2017,NUTS,2010,ITC,1,369.219
2018,NUTS,2010,ITC,1,383.208
2019,NUTS,2010,ITC,1,412.737
2011,NUTS,2010,ITC1,2,76.122
2012,NUTS,2010,ITC1,2,85.054
2013,NUTS,2010,ITC1,2,83.921
2014,NUTS,2010,ITC1,2,83.078
2015,NUTS,2010,ITC1,2,81.406
2016,NUTS,2010,ITC1,2,81.086
2017,NUTS,2010,ITC1,2,81.636
2018,NUTS,2010,ITC1,2,79.738
2019,NUTS,2010,ITC1,2,82.321
2011,NUTS,2010,ITC2,2,2.153
2012,NUTS,2010,ITC2,2,1.696
2013,NUTS,2010,ITC2,2,1.258
2014,NUTS,2010,ITC2,2,1.089
2015,NUTS,2010,ITC2,2,1.07
2016,NUTS,2010,ITC2,2,0.982
2017,NUTS,2010,ITC2,2,0.927
2018,NUTS,2010,ITC2,2,1.147
2019,NUTS,2010,ITC2,2,1.628
2011,NUTS,2010,ITC3,2,101.611
2012,NUTS,2010,ITC3,2,123.298
2013,NUTS,2010,ITC3,2,116.785
2014,NUTS,2010,ITC3,2,124.256
2015,NUTS,2010,ITC3,2,122.727
2016,NUTS,2010,ITC3,2,125.051
2017,NUTS,2010,ITC3,2,116.243
2018,NUTS,2010,ITC3,2,127.285
2019,NUTS,2010,ITC3,2,127.931
2011,NUTS,2010,ITC4,2,194.18
2012,NUTS,2010,ITC4,2,251.939
2013,NUTS,2010,ITC4,2,237.594
2014,NUTS,2010,ITC4,2,224.435
2015,NUTS,2010,ITC4,2,223.97
2016,NUTS,2010,ITC4,2,192.327
2017,NUTS,2010,ITC4,2,170.413
2018,NUTS,2010,ITC4,2,175.038
2019,NUTS,2010,ITC4,2,200.857
2011,NUTS,2010,ITF,1,236.03
2012,NUTS,2010,ITF,1,318.676
2013,NUTS,2010,ITF,1,294.688
2014,NUTS,2010,ITF,1,317.804
2015,NUTS,2010,ITF,1,302.083
2016,NUTS,2010,ITF,1,285.815
2017,NUTS,2010,ITF,1,274.208
2018,NUTS,2010,ITF,1,272.896
2019,NUTS,2010,ITF,1,286.773
2011,NUTS,2010,ITF1,2,27.469
2012,NUTS,2010,ITF1,2,32.224
2013,NUTS,2010,ITF1,2,32.194
2014,NUTS,2010,ITF1,2,32.066
2015,NUTS,2010,ITF1,2,35.888
2016,NUTS,2010,ITF1,2,32.332
2017,NUTS,2010,ITF1,2,33.346
2018,NUTS,2010,ITF1,2,32.909
2019,NUTS,2010,ITF1,2,33.07
2011,NUTS,2010,ITF2,2,1.808
2012,NUTS,2010,ITF2,2,1.696
2013,NUTS,2010,ITF2,2,1.844
2014,NUTS,2010,ITF2,2,1.321
2015,NUTS,2010,ITF2,2,1.811
2016,NUTS,2010,ITF2,2,1.567
2017,NUTS,2010,ITF2,2,1.478
2018,NUTS,2010,ITF2,2,1.448
2019,NUTS,2010,ITF2,2,2.016
2011,NUTS,2010,ITF3,2,107.38
2012,NUTS,2010,ITF3,2,146.109
2013,NUTS,2010,ITF3,2,145.374
2014,NUTS,2010,ITF3,2,162.03
2015,NUTS,2010,ITF3,2,152.194
2016,NUTS,2010,ITF3,2,147.216
2017,NUTS,2010,ITF3,2,136.297
2018,NUTS,2010,ITF3,2,135.337
2019,NUTS,2010,ITF3,2,147.022
2011,NUTS,2010,ITF4,2,59.847
2012,NUTS,2010,ITF4,2,97.434
2013,NUTS,2010,ITF4,2,74.531
2014,NUTS,2010,ITF4,2,75.258
2015,NUTS,2010,ITF4,2,70.294
2016,NUTS,2010,ITF4,2,67.329
2017,NUTS,2010,ITF4,2,64.297
2018,NUTS,2010,ITF4,2,65.819
2019,NUTS,2010,ITF4,2,63.796
2011,NUTS,2010,ITF5,2,24.972
2012,NUTS,2010,ITF5,2,25.185
2013,NUTS,2010,ITF5,2,25.151
2014,NUTS,2010,ITF5,2,25.849
2015,NUTS,2010,ITF5,2,25.846
2016,NUTS,2010,ITF5,2,23.403
2017,NUTS,2010,ITF5,2,24.934
2018,NUTS,2010,ITF5,2,24.491
2019,NUTS,2010,ITF5,2,25.071
2011,NUTS,2010,ITF6,2,14.553
2012,NUTS,2010,ITF6,2,16.027
2013,NUTS,2010,ITF6,2,15.594
2014,NUTS,2010,ITF6,2,21.281
2015,NUTS,2010,ITF6,2,16.051
2016,NUTS,2010,ITF6,2,13.968
2017,NUTS,2010,ITF6,2,13.857
2018,NUTS,2010,ITF6,2,12.891
2019,NUTS,2010,ITF6,2,15.798
2011,NUTS,2010,ITG,1,140.275
2012,NUTS,2010,ITG,1,162.221
2013,NUTS,2010,ITG,1,154.26
2014,NUTS,2010,ITG,1,161.417
2015,NUTS,2010,ITG,1,164.705
2016,NUTS,2010,ITG,1,150.675
2017,NUTS,2010,ITG,1,149.919
2018,NUTS,2010,ITG,1,168.707
2019,NUTS,2010,ITG,1,178.876
2011,NUTS,2010,ITG1,2,79.394
2012,NUTS,2010,ITG1,2,102.692
2013,NUTS,2010,ITG1,2,96.58
2014,NUTS,2010,ITG1,2,106.36
2015,NUTS,2010,ITG1,2,107.828
2016,NUTS,2010,ITG1,2,95.53
2017,NUTS,2010,ITG1,2,96.515
2018,NUTS,2010,ITG1,2,108.894
2019,NUTS,2010,ITG1,2,117.41
2011,NUTS,2010,ITG2,2,60.88
2012,NUTS,2010,ITG2,2,59.529
2013,NUTS,2010,ITG2,2,57.68
2014,NUTS,2010,ITG2,2,55.056
2015,NUTS,2010,ITG2,2,56.877
2016,NUTS,2010,ITG2,2,55.145
2017,NUTS,2010,ITG2,2,53.404
2018,NUTS,2010,ITG2,2,59.813
2019,NUTS,2010,ITG2,2,61.466
2011,NUTS,2010,ITH,1,382.333
2012,NUTS,2010,ITH,1,432.731
2013,NUTS,2010,ITH,1,436.288
2014,NUTS,2010,ITH,1,402.899
2015,NUTS,2010,ITH,1,402.503
2016,NUTS,2010,ITH,1,380.518
2017,NUTS,2010,ITH,1,368.699
2018,NUTS,2010,ITH,1,421.21
2019,NUTS,2010,ITH,1,441.299
2011,NUTS,2010,ITH1,2,23.939
2012,NUTS,2010,ITH1,2,24.592
2013,NUTS,2010,ITH1,2,27.331
2014,NUTS,2010,ITH1,2,1.67
2015,NUTS,2010,ITH1,2,0.988
2016,NUTS,2010,ITH1,2,1.319
2017,NUTS,2010,ITH1,2,1.083
2018,NUTS,2010,ITH1,2,12.341
2019,NUTS,2010,ITH1,2,13.274
2011,NUTS,2010,ITH2,2,76.811
2012,NUTS,2010,ITH2,2,74.369
2013,NUTS,2010,ITH2,2,76.879
2014,NUTS,2010,ITH2,2,70.643
2015,NUTS,2010,ITH2,2,69.636
2016,NUTS,2010,ITH2,2,63.891
2017,NUTS,2010,ITH2,2,65.757
2018,NUTS,2010,ITH2,2,67.637
2019,NUTS,2010,ITH2,2,72.451
2011,NUTS,2010,ITH3,2,84.561
2012,NUTS,2010,ITH3,2,105.999
2013,NUTS,2010,ITH3,2,101.108
2014,NUTS,2010,ITH3,2,84.345
2015,NUTS,2010,ITH3,2,84.781
2016,NUTS,2010,ITH3,2,76.305
2017,NUTS,2010,ITH3,2,74.059
2018,NUTS,2010,ITH3,2,86.138
2019,NUTS,2010,ITH3,2,79.652
2011,NUTS,2010,ITH4,2,63.205
2012,NUTS,2010,ITH4,2,63.6
2013,NUTS,2010,ITH4,2,62.878
2014,NUTS,2010,ITH4,2,79.905
2015,NUTS,2010,ITH4,2,85.933
2016,NUTS,2010,ITH4,2,81.972
2017,NUTS,2010,ITH4,2,85.962
2018,NUTS,2010,ITH4,2,103.014
2019,NUTS,2010,ITH4,2,122.973
2011,NUTS,2010,ITH5,2,133.816
2012,NUTS,2010,ITH5,2,164.172
2013,NUTS,2010,ITH5,2,168.093
2014,NUTS,2010,ITH5,2,166.336
2015,NUTS,2010,ITH5,2,161.166
2016,NUTS,2010,ITH5,2,157.032
2017,NUTS,2010,ITH5,2,141.839
2018,NUTS,2010,ITH5,2,152.08
2019,NUTS,2010,ITH5,2,152.949
2011,NUTS,2010,ITI,1,1152.336
2012,NUTS,2010,ITI,1,1202.624
2013,NUTS,2010,ITI,1,1137.837
2014,NUTS,2010,ITI,1,1143.966
2015,NUTS,2010,ITI,1,1097.295
2016,NUTS,2010,ITI,1,1153.017
2017,NUTS,2010,ITI,1,1212.356
2018,NUTS,2010,ITI,1,1269.829
2019,NUTS,2010,ITI,1,1299.962
2011,NUTS,2010,ITI1,2,114.872
2012,NUTS,2010,ITI1,2,140.089
2013,NUTS,2010,ITI1,2,128.522
2014,NUTS,2010,ITI1,2,126.191
2015,NUTS,2010,ITI1,2,129.394
2016,NUTS,2010,ITI1,2,124.306
2017,NUTS,2010,ITI1,2,133.271
2018,NUTS,2010,ITI1,2,140.352
2019,NUTS,2010,ITI1,2,151.506
2011,NUTS,2010,ITI2,2,10.85
2012,NUTS,2010,ITI2,2,15.858
2013,NUTS,2010,ITI2,2,13.582
2014,NUTS,2010,ITI2,2,14.433
2015,NUTS,2010,ITI2,2,15.804
2016,NUTS,2010,ITI2,2,12.957
2017,NUTS,2010,ITI2,2,12.255
2018,NUTS,2010,ITI2,2,12.086
2019,NUTS,2010,ITI2,2,13.915
2011,NUTS,2010,ITI3,2,9.128
2012,NUTS,2010,ITI3,2,11.618
2013,NUTS,2010,ITI3,2,11.402
2014,NUTS,2010,ITI3,2,12.18
2015,NUTS,2010,ITI3,2,11.359
2016,NUTS,2010,ITI3,2,12.402
2017,NUTS,2010,ITI3,2,12.471
2018,NUTS,2010,ITI3,2,14.06
2019,NUTS,2010,ITI3,2,14.635
2011,NUTS,2010,ITI4,2,1017.487
2012,NUTS,2010,ITI4,2,1035.06
2013,NUTS,2010,ITI4,2,984.332
2014,NUTS,2010,ITI4,2,991.161
2015,NUTS,2010,ITI4,2,940.738
2016,NUTS,2010,ITI4,2,1003.353
2017,NUTS,2010,ITI4,2,1054.359
2018,NUTS,2010,ITI4,2,1103.332
2019,NUTS,2010,ITI4,2,1119.907
2011,NUTS,2010,JP,0,9134.377
2012,NUTS,2010,JP,0,9452.87
2013,NUTS,2010,JP,0,10617.746
2014,NUTS,2010,JP,0,9934.152
2015,NUTS,2010,JP,0,9219.07
2016,NUTS,2010,JP,0,8463.409
2011,NUTS,2010,KR,0,5101.518
2012,NUTS,2010,KR,0,5384.299
2013,NUTS,2010,KR,0,5536.973
2014,NUTS,2010,KR,0,6079.893
2015,NUTS,2010,KR,0,6445.983
2016,NUTS,2010,KR,0,6631.911
2011,NUTS,2010,LT,0,78.437
2012,NUTS,2010,LT,0,80.585
2013,NUTS,2010,LT,0,89.782
2014,NUTS,2010,LT,0,86.51
2015,NUTS,2010,LT,0,89.818
2016,NUTS,2010,LT,0,113.627
2017,NUTS,2010,LT,0,134.874
2018,NUTS,2010,LT,0,116.749
2019,NUTS,2010,LT,0,118.831
2020,NUTS,2010,LT,0,105.685
2011,NUTS,2010,LT0,1,78.437
2012,NUTS,2010,LT0,1,80.585
2013,NUTS,2010,LT0,1,89.782
2014,NUTS,2010,LT0,1,86.51
2015,NUTS,2010,LT0,1,89.818
2016,NUTS,2010,LT0,1,113.627
2017,NUTS,2010,LT0,1,134.874
2018,NUTS,2010,LT0,1,116.749
2019,NUTS,2010,LT0,1,118.831
2020,NUTS,2010,LT0,1,105.685
2011,NUTS,2010,LT00,2,78.437
2012,NUTS,2010,LT00,2,80.585
2013,NUTS,2010,LT00,2,89.782
2014,NUTS,2010,LT00,2,86.51
2015,NUTS,2010,LT01,2,68.349
2016,NUTS,2010,LT01,2,52.368
