year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_pps
2012,NUTS,2010,FR22,2,570.654
2013,NUTS,2010,FR22,2,587.681
2011,NUTS,2010,FR23,2,571.708
2012,NUTS,2010,FR23,2,603.64
2013,NUTS,2010,FR23,2,657.808
2011,NUTS,2010,FR24,2,960.603
2012,NUTS,2010,FR24,2,954.064
2013,NUTS,2010,FR24,2,997.867
2011,NUTS,2010,FR25,2,414.931
2012,NUTS,2010,FR25,2,427.072
2013,NUTS,2010,FR25,2,430.717
2011,NUTS,2010,FR26,2,391.075
2012,NUTS,2010,FR26,2,406.247
2013,NUTS,2010,FR26,2,383.522
2011,NUTS,2010,FR3,1,742.881
2012,NUTS,2010,FR3,1,803.92
2013,NUTS,2010,FR3,1,852.635
2011,NUTS,2010,FR30,2,742.881
2012,NUTS,2010,FR30,2,803.92
2013,NUTS,2010,FR30,2,852.635
2011,NUTS,2010,FR4,1,2192.635
2012,NUTS,2010,FR4,1,2188.03
2013,NUTS,2010,FR4,1,2151.987
2011,NUTS,2010,FR41,2,619.385
2012,NUTS,2010,FR41,2,627.264
2013,NUTS,2010,FR41,2,629.011
2011,NUTS,2010,FR42,2,833.147
2012,NUTS,2010,FR42,2,835.069
2013,NUTS,2010,FR42,2,840.814
2011,NUTS,2010,FR43,2,740.103
2012,NUTS,2010,FR43,2,725.698
2013,NUTS,2010,FR43,2,682.162
2011,NUTS,2010,FR5,1,2752.096
2012,NUTS,2010,FR5,1,2956.252
2013,NUTS,2010,FR5,1,3087.459
2011,NUTS,2010,FR51,2,1012.087
2012,NUTS,2010,FR51,2,1101.496
2013,NUTS,2010,FR51,2,1143.098
2011,NUTS,2010,FR52,2,1411.621
2012,NUTS,2010,FR52,2,1499.956
2013,NUTS,2010,FR52,2,1559.595
2011,NUTS,2010,FR53,2,328.388
2012,NUTS,2010,FR53,2,354.799
2013,NUTS,2010,FR53,2,384.855
2011,NUTS,2010,FR6,1,4809.258
2012,NUTS,2010,FR6,1,4951.527
2013,NUTS,2010,FR6,1,5103.813
2011,NUTS,2010,FR61,2,1189.139
2012,NUTS,2010,FR61,2,1274.74
2013,NUTS,2010,FR61,2,1326.638
2011,NUTS,2010,FR62,2,3477.426
2012,NUTS,2010,FR62,2,3516.493
2013,NUTS,2010,FR62,2,3618.167
2011,NUTS,2010,FR63,2,142.693
2012,NUTS,2010,FR63,2,160.382
2013,NUTS,2010,FR63,2,159.008
2011,NUTS,2010,FR7,1,5596.223
2012,NUTS,2010,FR7,1,5649.576
2013,NUTS,2010,FR7,1,5748.645
2011,NUTS,2010,FR71,2,4912.831
2012,NUTS,2010,FR71,2,4925.803
2013,NUTS,2010,FR71,2,5042.93
2011,NUTS,2010,FR72,2,683.392
2012,NUTS,2010,FR72,2,723.685
2013,NUTS,2010,FR72,2,705.626
2011,NUTS,2010,FR8,1,3916.113
2012,NUTS,2010,FR8,1,4278.765
2013,NUTS,2010,FR8,1,4745.712
2011,NUTS,2010,FR81,2,1295.904
2012,NUTS,2010,FR81,2,1329.075
2013,NUTS,2010,FR81,2,1403.342
2011,NUTS,2010,FR82,2,2594.018
2012,NUTS,2010,FR82,2,2928.778
2013,NUTS,2010,FR82,2,3320.327
2011,NUTS,2010,FR83,2,26.192
2012,NUTS,2010,FR83,2,20.999
2013,NUTS,2010,FR83,2,22.043
2011,NUTS,2010,FRA,1,234.484
2012,NUTS,2010,FRA,1,226.267
2013,NUTS,2010,FRA,1,247.178
2011,NUTS,2010,FRZ,1,259.573
2012,NUTS,2010,FRZ,1,334.937
2013,NUTS,2010,FRZ,1,366.634
2011,NUTS,2010,FRZZ,2,259.573
2012,NUTS,2010,FRZZ,2,334.937
2013,NUTS,2010,FRZZ,2,366.634
2011,NUTS,2010,HR,0,497.046
2012,NUTS,2010,HR,0,500.425
2013,NUTS,2010,HR,0,542.407
2014,NUTS,2010,HR,0,524.629
2015,NUTS,2010,HR,0,584.04
2016,NUTS,2010,HR,0,622.308
2017,NUTS,2010,HR,0,652.883
2018,NUTS,2010,HR,0,762.403
2019,NUTS,2010,HR,0,913.177
2020,NUTS,2010,HR,0,971.826
2011,NUTS,2010,HR0,1,497.046
2012,NUTS,2010,HR0,1,500.425
2013,NUTS,2010,HR0,1,542.407
2014,NUTS,2010,HR0,1,524.629
2015,NUTS,2010,HR0,1,584.04
2016,NUTS,2010,HR0,1,622.308
2017,NUTS,2010,HR0,1,652.883
2018,NUTS,2010,HR0,1,762.403
2019,NUTS,2010,HR0,1,913.177
2020,NUTS,2010,HR0,1,971.826
2020,NUTS,2010,HR02,2,45.384
2011,NUTS,2010,HR03,2,63.938
2012,NUTS,2010,HR03,2,62.481
2013,NUTS,2010,HR03,2,89.453
2014,NUTS,2010,HR03,2,78.602
2015,NUTS,2010,HR03,2,73.947
2016,NUTS,2010,HR03,2,80.02
2017,NUTS,2010,HR03,2,104.383
2018,NUTS,2010,HR03,2,117.131
2019,NUTS,2010,HR03,2,160.204
2020,NUTS,2010,HR03,2,145.131
2011,NUTS,2010,HR04,2,433.108
2012,NUTS,2010,HR04,2,437.943
2013,NUTS,2010,HR04,2,452.953
2014,NUTS,2010,HR04,2,446.027
2015,NUTS,2010,HR04,2,510.094
2016,NUTS,2010,HR04,2,542.288
2017,NUTS,2010,HR04,2,548.5
2018,NUTS,2010,HR04,2,645.272
2019,NUTS,2010,HR04,2,752.973
2020,NUTS,2010,HR05,2,653.161
2020,NUTS,2010,HR06,2,128.15
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,2018.651
2012,NUTS,2010,HU,0,2138.647
2013,NUTS,2010,HU,0,2424.933
2014,NUTS,2010,HU,0,2442.073
2015,NUTS,2010,HU,0,2540.143
2016,NUTS,2010,HU,0,2246.569
2017,NUTS,2010,HU,0,2611.03
2018,NUTS,2010,HU,0,3189.639
2019,NUTS,2010,HU,0,3291.318
2020,NUTS,2010,HU,0,3464.457
2011,NUTS,2010,HU1,1,1315.053
2012,NUTS,2010,HU1,1,1325.357
2013,NUTS,2010,HU1,1,1479.601
2014,NUTS,2010,HU1,1,1554.444
2015,NUTS,2010,HU1,1,1622.351
2016,NUTS,2010,HU1,1,1527.803
2017,NUTS,2010,HU1,1,1723.309
2018,NUTS,2010,HU1,1,2117.281
2019,NUTS,2010,HU1,1,2210.259
2011,NUTS,2010,HU10,2,1315.053
2012,NUTS,2010,HU10,2,1325.357
2013,NUTS,2010,HU10,2,1479.601
2014,NUTS,2010,HU10,2,1554.444
2015,NUTS,2010,HU10,2,1622.351
2016,NUTS,2010,HU10,2,1527.803
2017,NUTS,2010,HU11,2,1604.055
2018,NUTS,2010,HU11,2,1920.688
2019,NUTS,2010,HU11,2,1994.628
2017,NUTS,2010,HU12,2,119.254
2018,NUTS,2010,HU12,2,196.593
2019,NUTS,2010,HU12,2,215.631
2011,NUTS,2010,HU2,1,286.122
2012,NUTS,2010,HU2,1,361.597
2013,NUTS,2010,HU2,1,419.494
2014,NUTS,2010,HU2,1,382.189
2015,NUTS,2010,HU2,1,343.378
2016,NUTS,2010,HU2,1,313.258
2017,NUTS,2010,HU2,1,418.184
2018,NUTS,2010,HU2,1,524.044
2019,NUTS,2010,HU2,1,488.659
2011,NUTS,2010,HU21,2,111.793
2012,NUTS,2010,HU21,2,160.729
2013,NUTS,2010,HU21,2,204.949
2014,NUTS,2010,HU21,2,194.857
2015,NUTS,2010,HU21,2,178.889
2016,NUTS,2010,HU21,2,160.966
2017,NUTS,2010,HU21,2,205.948
2018,NUTS,2010,HU21,2,277.603
2019,NUTS,2010,HU21,2,231.703
2011,NUTS,2010,HU22,2,109.506
2012,NUTS,2010,HU22,2,101.702
2013,NUTS,2010,HU22,2,130.929
2014,NUTS,2010,HU22,2,121.867
2015,NUTS,2010,HU22,2,117.423
2016,NUTS,2010,HU22,2,111.776
2017,NUTS,2010,HU22,2,130.454
2018,NUTS,2010,HU22,2,161.112
2019,NUTS,2010,HU22,2,160.345
2011,NUTS,2010,HU23,2,64.824
2012,NUTS,2010,HU23,2,99.166
2013,NUTS,2010,HU23,2,83.615
2014,NUTS,2010,HU23,2,65.465
2015,NUTS,2010,HU23,2,47.066
2016,NUTS,2010,HU23,2,40.516
2017,NUTS,2010,HU23,2,81.782
2018,NUTS,2010,HU23,2,85.329
2019,NUTS,2010,HU23,2,96.612
2011,NUTS,2010,HU3,1,384.458
2012,NUTS,2010,HU3,1,419.198
2013,NUTS,2010,HU3,1,494.749
2014,NUTS,2010,HU3,1,475.281
2015,NUTS,2010,HU3,1,545.005
2016,NUTS,2010,HU3,1,376.212
2017,NUTS,2010,HU3,1,442.366
2018,NUTS,2010,HU3,1,522.235
2019,NUTS,2010,HU3,1,568.969
2011,NUTS,2010,HU31,2,69.411
2012,NUTS,2010,HU31,2,74.13
2013,NUTS,2010,HU31,2,93.083
2014,NUTS,2010,HU31,2,96.282
2015,NUTS,2010,HU31,2,71.02
2016,NUTS,2010,HU31,2,54.197
2017,NUTS,2010,HU31,2,74.125
2018,NUTS,2010,HU31,2,102.139
2019,NUTS,2010,HU31,2,110.514
2011,NUTS,2010,HU32,2,161.126
2012,NUTS,2010,HU32,2,185.949
2013,NUTS,2010,HU32,2,213.279
2014,NUTS,2010,HU32,2,193.968
2015,NUTS,2010,HU32,2,193.022
2016,NUTS,2010,HU32,2,159.317
2017,NUTS,2010,HU32,2,176.2
2018,NUTS,2010,HU32,2,192.077
2019,NUTS,2010,HU32,2,199.135
2011,NUTS,2010,HU33,2,153.922
2012,NUTS,2010,HU33,2,159.119
2013,NUTS,2010,HU33,2,188.387
2014,NUTS,2010,HU33,2,185.032
2015,NUTS,2010,HU33,2,280.963
2016,NUTS,2010,HU33,2,162.699
2017,NUTS,2010,HU33,2,192.041
2018,NUTS,2010,HU33,2,228.019
2019,NUTS,2010,HU33,2,259.32
2011,NUTS,2010,IE,0,2389.87
2012,NUTS,2010,IE,0,2453.682
2013,NUTS,2010,IE,0,2501.681
2014,NUTS,2010,IE,0,2595.748
2015,NUTS,2010,IE,0,2759.854
2016,NUTS,2010,IE,0,2775.68
2017,NUTS,2010,IE,0,3222.062
2018,NUTS,2010,IE,0,3263.789
2019,NUTS,2010,IE,0,3595.73
2020,NUTS,2010,IE,0,3832.655
2011,NUTS,2010,IE0,1,2389.87
2013,NUTS,2010,IE0,1,2451.134
2015,NUTS,2010,IE0,1,2781.428
2017,NUTS,2010,IE0,1,3164.846
2011,NUTS,2010,IE01,2,447.064
2013,NUTS,2010,IE01,2,442.775
2015,NUTS,2010,IE01,2,530.895
2017,NUTS,2010,IE01,2,464.765
2011,NUTS,2010,IE02,2,1942.806
2013,NUTS,2010,IE02,2,2008.181
2015,NUTS,2010,IE02,2,2250.533
2017,NUTS,2010,IE02,2,2700.081
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,233.991
2013,NUTS,2010,IS,0,175.545
2014,NUTS,2010,IS,0,208.904
2015,NUTS,2010,IS,0,255.232
2016,NUTS,2010,IS,0,262.804
2017,NUTS,2010,IS,0,273.437
2018,NUTS,2010,IS,0,273.746
2019,NUTS,2010,IS,0,332.186
2020,NUTS,2010,IS,0,324.532
2011,NUTS,2010,IS0,1,233.991
2013,NUTS,2010,IS0,1,175.545
2014,NUTS,2010,IS0,1,208.904
2015,NUTS,2010,IS0,1,255.232
2016,NUTS,2010,IS0,1,262.804
2017,NUTS,2010,IS0,1,273.437
2018,NUTS,2010,IS0,1,273.746
2019,NUTS,2010,IS0,1,332.186
2020,NUTS,2010,IS0,1,324.532
2011,NUTS,2010,IS00,2,233.991
2013,NUTS,2010,IS00,2,175.545
2014,NUTS,2010,IS00,2,208.904
2015,NUTS,2010,IS00,2,255.232
2016,NUTS,2010,IS00,2,262.804
2017,NUTS,2010,IS00,2,273.437
2018,NUTS,2010,IS00,2,273.746
2019,NUTS,2010,IS00,2,332.186
2020,NUTS,2010,IS00,2,324.532
2011,NUTS,2010,IT,0,19464.138
2012,NUTS,2010,IT,0,20255.384
2013,NUTS,2010,IT,0,20531.409
2014,NUTS,2010,IT,0,21099.753
2015,NUTS,2010,IT,0,21561.892
2016,NUTS,2010,IT,0,22967.204
2017,NUTS,2010,IT,0,23682.343
2018,NUTS,2010,IT,0,25119.207
2019,NUTS,2010,IT,0,26354.537
2020,NUTS,2010,IT,0,25532.853
2011,NUTS,2010,ITC,1,7366.968
2012,NUTS,2010,ITC,1,7525.687
2013,NUTS,2010,ITC,1,7495.499
2014,NUTS,2010,ITC,1,7705.145
2015,NUTS,2010,ITC,1,7800.895
2016,NUTS,2010,ITC,1,8323.182
2017,NUTS,2010,ITC,1,8358.21
2018,NUTS,2010,ITC,1,8852.282
2019,NUTS,2010,ITC,1,9238.352
2011,NUTS,2010,ITC1,2,2328.355
2012,NUTS,2010,ITC1,2,2395.673
2013,NUTS,2010,ITC1,2,2434.051
2014,NUTS,2010,ITC1,2,2663.119
2015,NUTS,2010,ITC1,2,2675.749
2016,NUTS,2010,ITC1,2,2839.208
2017,NUTS,2010,ITC1,2,2762.632
2018,NUTS,2010,ITC1,2,2974.081
2019,NUTS,2010,ITC1,2,3133.416
2011,NUTS,2010,ITC2,2,25.251
2012,NUTS,2010,ITC2,2,21.043
2013,NUTS,2010,ITC2,2,18.2
2014,NUTS,2010,ITC2,2,20.193
2015,NUTS,2010,ITC2,2,29.292
2016,NUTS,2010,ITC2,2,26.078
2017,NUTS,2010,ITC2,2,24.731
2018,NUTS,2010,ITC2,2,23.55
2019,NUTS,2010,ITC2,2,23.669
2011,NUTS,2010,ITC3,2,625.958
2012,NUTS,2010,ITC3,2,622.209
2013,NUTS,2010,ITC3,2,600.0
2014,NUTS,2010,ITC3,2,624.142
2015,NUTS,2010,ITC3,2,673.706
2016,NUTS,2010,ITC3,2,742.381
2017,NUTS,2010,ITC3,2,689.365
2018,NUTS,2010,ITC3,2,669.702
2019,NUTS,2010,ITC3,2,745.373
2011,NUTS,2010,ITC4,2,4387.601
2012,NUTS,2010,ITC4,2,4486.762
2013,NUTS,2010,ITC4,2,4443.151
2014,NUTS,2010,ITC4,2,4397.691
2015,NUTS,2010,ITC4,2,4422.051
2016,NUTS,2010,ITC4,2,4715.515
2017,NUTS,2010,ITC4,2,4881.483
2018,NUTS,2010,ITC4,2,5184.948
2019,NUTS,2010,ITC4,2,5335.893
2011,NUTS,2010,ITF,1,2108.273
2012,NUTS,2010,ITF,1,2276.032
2013,NUTS,2010,ITF,1,2382.779
2014,NUTS,2010,ITF,1,2540.405
2017,NUTS,2010,ITF,1,2531.76
2018,NUTS,2010,ITF,1,2634.418
2019,NUTS,2010,ITF,1,2768.648
2011,NUTS,2010,ITF1,2,254.372
2012,NUTS,2010,ITF1,2,253.408
2013,NUTS,2010,ITF1,2,265.362
2014,NUTS,2010,ITF1,2,291.906
2015,NUTS,2010,ITF1,2,291.748
2016,NUTS,2010,ITF1,2,318.598
2017,NUTS,2010,ITF1,2,315.284
2018,NUTS,2010,ITF1,2,305.758
2019,NUTS,2010,ITF1,2,354.471
2011,NUTS,2010,ITF2,2,28.198
2012,NUTS,2010,ITF2,2,27.86
2013,NUTS,2010,ITF2,2,45.108
2014,NUTS,2010,ITF2,2,38.212
2017,NUTS,2010,ITF2,2,68.649
2018,NUTS,2010,ITF2,2,81.2
2019,NUTS,2010,ITF2,2,76.618
2011,NUTS,2010,ITF3,2,1127.825
2012,NUTS,2010,ITF3,2,1228.611
2013,NUTS,2010,ITF3,2,1273.288
2014,NUTS,2010,ITF3,2,1228.024
2015,NUTS,2010,ITF3,2,1251.654
2016,NUTS,2010,ITF3,2,1260.881
2017,NUTS,2010,ITF3,2,1318.171
2018,NUTS,2010,ITF3,2,1397.703
2019,NUTS,2010,ITF3,2,1440.385
2011,NUTS,2010,ITF4,2,488.112
2012,NUTS,2010,ITF4,2,540.308
2013,NUTS,2010,ITF4,2,567.613
2014,NUTS,2010,ITF4,2,674.437
2015,NUTS,2010,ITF4,2,696.38
2016,NUTS,2010,ITF4,2,600.822
2017,NUTS,2010,ITF4,2,576.819
2018,NUTS,2010,ITF4,2,591.909
2019,NUTS,2010,ITF4,2,624.245
2011,NUTS,2010,ITF5,2,61.505
2012,NUTS,2010,ITF5,2,58.19
2013,NUTS,2010,ITF5,2,59.98
2014,NUTS,2010,ITF5,2,61.398
2015,NUTS,2010,ITF5,2,73.861
2017,NUTS,2010,ITF5,2,80.403
2018,NUTS,2010,ITF5,2,78.857
2019,NUTS,2010,ITF5,2,82.315
2011,NUTS,2010,ITF6,2,148.163
2012,NUTS,2010,ITF6,2,167.655
2013,NUTS,2010,ITF6,2,171.429
2014,NUTS,2010,ITF6,2,246.429
2015,NUTS,2010,ITF6,2,222.947
2016,NUTS,2010,ITF6,2,185.267
2017,NUTS,2010,ITF6,2,172.434
2018,NUTS,2010,ITF6,2,178.991
2019,NUTS,2010,ITF6,2,190.613
2011,NUTS,2010,ITG,1,957.359
2012,NUTS,2010,ITG,1,976.981
2013,NUTS,2010,ITG,1,1008.415
2014,NUTS,2010,ITG,1,1123.134
2015,NUTS,2010,ITG,1,1107.727
2016,NUTS,2010,ITG,1,960.033
2017,NUTS,2010,ITG,1,931.167
2018,NUTS,2010,ITG,1,1010.999
2019,NUTS,2010,ITG,1,1048.343
2011,NUTS,2010,ITG1,2,698.467
2012,NUTS,2010,ITG1,2,735.527
2013,NUTS,2010,ITG1,2,762.035
2014,NUTS,2010,ITG1,2,882.001
2015,NUTS,2010,ITG1,2,839.529
2016,NUTS,2010,ITG1,2,680.998
2017,NUTS,2010,ITG1,2,670.649
2018,NUTS,2010,ITG1,2,731.881
2019,NUTS,2010,ITG1,2,750.437
2011,NUTS,2010,ITG2,2,258.892
2012,NUTS,2010,ITG2,2,241.454
2013,NUTS,2010,ITG2,2,246.38
2014,NUTS,2010,ITG2,2,241.132
2015,NUTS,2010,ITG2,2,268.198
2016,NUTS,2010,ITG2,2,279.035
2017,NUTS,2010,ITG2,2,260.518
2018,NUTS,2010,ITG2,2,279.118
2019,NUTS,2010,ITG2,2,297.907
2011,NUTS,2010,ITH,1,4468.265
2012,NUTS,2010,ITH,1,4749.555
2013,NUTS,2010,ITH,1,4890.117
2014,NUTS,2010,ITH,1,4958.966
2015,NUTS,2010,ITH,1,5274.329
2016,NUTS,2010,ITH,1,5985.744
2017,NUTS,2010,ITH,1,6251.451
2018,NUTS,2010,ITH,1,6676.38
2019,NUTS,2010,ITH,1,6888.816
2011,NUTS,2010,ITH1,2,116.035
2012,NUTS,2010,ITH1,2,112.132
2013,NUTS,2010,ITH1,2,128.767
2014,NUTS,2010,ITH1,2,143.599
2015,NUTS,2010,ITH1,2,156.773
2016,NUTS,2010,ITH1,2,149.644
2017,NUTS,2010,ITH1,2,162.853
2018,NUTS,2010,ITH1,2,206.879
2019,NUTS,2010,ITH1,2,192.565
2011,NUTS,2010,ITH2,2,306.937
2012,NUTS,2010,ITH2,2,322.861
2013,NUTS,2010,ITH2,2,328.571
2014,NUTS,2010,ITH2,2,325.099
2015,NUTS,2010,ITH2,2,325.808
2016,NUTS,2010,ITH2,2,291.972
2017,NUTS,2010,ITH2,2,302.565
2018,NUTS,2010,ITH2,2,320.088
2019,NUTS,2010,ITH2,2,331.483
2011,NUTS,2010,ITH3,2,1508.253
2012,NUTS,2010,ITH3,2,1543.47
2013,NUTS,2010,ITH3,2,1611.937
2014,NUTS,2010,ITH3,2,1549.455
2015,NUTS,2010,ITH3,2,1630.596
2016,NUTS,2010,ITH3,2,1971.633
2017,NUTS,2010,ITH3,2,2097.104
2018,NUTS,2010,ITH3,2,2253.238
2019,NUTS,2010,ITH3,2,2296.696
2011,NUTS,2010,ITH4,2,522.598
2012,NUTS,2010,ITH4,2,508.299
2013,NUTS,2010,ITH4,2,514.188
2014,NUTS,2010,ITH4,2,529.145
2015,NUTS,2010,ITH4,2,551.674
2016,NUTS,2010,ITH4,2,576.309
2017,NUTS,2010,ITH4,2,583.173
2018,NUTS,2010,ITH4,2,631.872
2019,NUTS,2010,ITH4,2,664.568
2011,NUTS,2010,ITH5,2,2014.345
2012,NUTS,2010,ITH5,2,2262.794
2013,NUTS,2010,ITH5,2,2306.654
2014,NUTS,2010,ITH5,2,2411.669
2015,NUTS,2010,ITH5,2,2609.576
2016,NUTS,2010,ITH5,2,2996.186
2017,NUTS,2010,ITH5,2,3105.757
2018,NUTS,2010,ITH5,2,3264.303
2019,NUTS,2010,ITH5,2,3403.503
2011,NUTS,2010,ITI,1,4563.274
2012,NUTS,2010,ITI,1,4727.129
2013,NUTS,2010,ITI,1,4754.599
2014,NUTS,2010,ITI,1,4772.103
2017,NUTS,2010,ITI,1,5609.755
2018,NUTS,2010,ITI,1,5945.127
2019,NUTS,2010,ITI,1,6410.375
2011,NUTS,2010,ITI1,2,1254.274
2012,NUTS,2010,ITI1,2,1331.654
2013,NUTS,2010,ITI1,2,1333.072
2014,NUTS,2010,ITI1,2,1368.138
2015,NUTS,2010,ITI1,2,1411.639
2016,NUTS,2010,ITI1,2,1465.594
2017,NUTS,2010,ITI1,2,1658.415
2018,NUTS,2010,ITI1,2,1819.814
2019,NUTS,2010,ITI1,2,1965.049
2011,NUTS,2010,ITI2,2,186.775
2012,NUTS,2010,ITI2,2,185.24
2013,NUTS,2010,ITI2,2,174.56
2014,NUTS,2010,ITI2,2,194.33
2017,NUTS,2010,ITI2,2,213.525
2018,NUTS,2010,ITI2,2,230.074
2019,NUTS,2010,ITI2,2,237.365
2011,NUTS,2010,ITI3,2,299.568
2012,NUTS,2010,ITI3,2,315.254
2013,NUTS,2010,ITI3,2,314.579
2014,NUTS,2010,ITI3,2,336.787
2015,NUTS,2010,ITI3,2,333.593
2016,NUTS,2010,ITI3,2,415.245
2017,NUTS,2010,ITI3,2,455.07
2018,NUTS,2010,ITI3,2,455.975
2019,NUTS,2010,ITI3,2,460.356
2011,NUTS,2010,ITI4,2,2822.755
2012,NUTS,2010,ITI4,2,2894.981
2013,NUTS,2010,ITI4,2,2932.388
2014,NUTS,2010,ITI4,2,2872.848
2015,NUTS,2010,ITI4,2,2837.291
2016,NUTS,2010,ITI4,2,3099.672
2017,NUTS,2010,ITI4,2,3282.744
2018,NUTS,2010,ITI4,2,3439.265
2019,NUTS,2010,ITI4,2,3747.605
2011,NUTS,2010,JP,0,110612.044
2012,NUTS,2010,JP,0,112527.484
2013,NUTS,2010,JP,0,118785.297
2014,NUTS,2010,JP,0,121484.739
2015,NUTS,2010,JP,0,121137.533
2016,NUTS,2010,JP,0,111283.547
2017,NUTS,2010,JP,0,114417.344
2018,NUTS,2010,JP,0,116675.44
2019,NUTS,2010,JP,0,117104.263
2011,NUTS,2010,KR,0,44040.49
2012,NUTS,2010,KR,0,49462.427
2013,NUTS,2010,KR,0,52014.471
2014,NUTS,2010,KR,0,56969.424
2015,NUTS,2010,KR,0,59660.683
2011,NUTS,2010,LT,0,466.268
2012,NUTS,2010,LT,0,486.97
2013,NUTS,2010,LT,0,540.882
2014,NUTS,2010,LT,0,609.949
2015,NUTS,2010,LT,0,628.297
2016,NUTS,2010,LT,0,518.866
2017,NUTS,2010,LT,0,587.725
2018,NUTS,2010,LT,0,647.39
2019,NUTS,2010,LT,0,728.742
2020,NUTS,2010,LT,0,838.879
2011,NUTS,2010,LT0,1,466.268
2012,NUTS,2010,LT0,1,486.97
2013,NUTS,2010,LT0,1,540.882
2014,NUTS,2010,LT0,1,609.949
2015,NUTS,2010,LT0,1,628.297
2016,NUTS,2010,LT0,1,518.866
2017,NUTS,2010,LT0,1,587.725
2018,NUTS,2010,LT0,1,647.39
2019,NUTS,2010,LT0,1,728.742
2020,NUTS,2010,LT0,1,838.879
2011,NUTS,2010,LT00,2,466.268
2012,NUTS,2010,LT00,2,486.97
2013,NUTS,2010,LT00,2,540.882
2014,NUTS,2010,LT00,2,609.949
2015,NUTS,2010,LT01,2,390.511
2016,NUTS,2010,LT01,2,294.002
2017,NUTS,2010,LT01,2,305.423
2018,NUTS,2010,LT01,2,370.313
2019,NUTS,2010,LT01,2,448.651
2015,NUTS,2010,LT02,2,237.786
2016,NUTS,2010,LT02,2,224.864
2017,NUTS,2010,LT02,2,282.302
2018,NUTS,2010,LT02,2,277.077
2019,NUTS,2010,LT02,2,280.092
2011,NUTS,2010,LU,0,520.013
2012,NUTS,2010,LU,0,457.355
2013,NUTS,2010,LU,0,488.099
2014,NUTS,2010,LU,0,510.778
2015,NUTS,2010,LU,0,553.063
2016,NUTS,2010,LU,0,580.406
2017,NUTS,2010,LU,0,583.374
2018,NUTS,2010,LU,0,562.88
2019,NUTS,2010,LU,0,582.366
2020,NUTS,2010,LU,0,560.297
2011,NUTS,2010,LU0,1,520.013
2012,NUTS,2010,LU0,1,457.355
2013,NUTS,2010,LU0,1,488.099
2014,NUTS,2010,LU0,1,510.778
2015,NUTS,2010,LU0,1,553.063
2016,NUTS,2010,LU0,1,580.406
2017,NUTS,2010,LU0,1,583.374
2018,NUTS,2010,LU0,1,562.88
2019,NUTS,2010,LU0,1,582.366
2020,NUTS,2010,LU0,1,560.297
2011,NUTS,2010,LU00,2,520.013
2012,NUTS,2010,LU00,2,457.355
2013,NUTS,2010,LU00,2,488.099
2014,NUTS,2010,LU00,2,510.778
2015,NUTS,2010,LU00,2,553.063
2016,NUTS,2010,LU00,2,580.406
2017,NUTS,2010,LU00,2,583.374
2018,NUTS,2010,LU00,2,562.88
2019,NUTS,2010,LU00,2,582.366
2020,NUTS,2010,LU00,2,560.297
2011,NUTS,2010,LV,0,211.474
2012,NUTS,2010,LV,0,212.162
2013,NUTS,2010,LV,0,201.561
2014,NUTS,2010,LV,0,234.447
2015,NUTS,2010,LV,0,219.879
2016,NUTS,2010,LV,0,158.212
2017,NUTS,2010,LV,0,195.437
2018,NUTS,2010,LV,0,257.752
2019,NUTS,2010,LV,0,264.391
2020,NUTS,2010,LV,0,282.076
2011,NUTS,2010,LV0,1,211.474
2012,NUTS,2010,LV0,1,212.162
2013,NUTS,2010,LV0,1,201.561
2014,NUTS,2010,LV0,1,234.447
2015,NUTS,2010,LV0,1,219.879
2016,NUTS,2010,LV0,1,158.212
2017,NUTS,2010,LV0,1,195.437
2018,NUTS,2010,LV0,1,257.752
2019,NUTS,2010,LV0,1,264.391
2020,NUTS,2010,LV0,1,282.076
2011,NUTS,2010,LV00,2,211.474
2012,NUTS,2010,LV00,2,212.162
2013,NUTS,2010,LV00,2,201.561
2014,NUTS,2010,LV00,2,234.447
2015,NUTS,2010,LV00,2,219.879
2016,NUTS,2010,LV00,2,158.212
2017,NUTS,2010,LV00,2,195.437
2018,NUTS,2010,LV00,2,257.752
2019,NUTS,2010,LV00,2,264.391
2020,NUTS,2010,LV00,2,282.076
2011,NUTS,2010,ME,0,21.059
2013,NUTS,2010,ME,0,24.943
2014,NUTS,2010,ME,0,24.873
2015,NUTS,2010,ME,0,27.324
2016,NUTS,2010,ME,0,25.523
2017,NUTS,2010,ME,0,29.354
2018,NUTS,2010,ME,0,45.736
2019,NUTS,2010,ME,0,35.466
2011,NUTS,2010,ME0,1,21.059
2013,NUTS,2010,ME0,1,24.943
2014,NUTS,2010,ME0,1,24.873
2015,NUTS,2010,ME0,1,27.324
2016,NUTS,2010,ME0,1,25.523
2017,NUTS,2010,ME0,1,29.354
2018,NUTS,2010,ME0,1,45.736
2019,NUTS,2010,ME0,1,35.466
2011,NUTS,2010,ME00,2,21.059
2013,NUTS,2010,ME00,2,24.943
2014,NUTS,2010,ME00,2,24.873
2015,NUTS,2010,ME00,2,27.324
2016,NUTS,2010,ME00,2,25.523
