year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_total_rse_fte
2013,NUTS,2010,HR0,1,3256.0
2014,NUTS,2010,HR0,1,3119.0
2015,NUTS,2010,HR0,1,3159.0
2016,NUTS,2010,HR0,1,3762.0
2017,NUTS,2010,HR0,1,3729.0
2018,NUTS,2010,HR0,1,3852.0
2019,NUTS,2010,HR0,1,4193.0
2020,NUTS,2010,HR0,1,4378.0
2008,NUTS,2010,HR02,2,271.0
2009,NUTS,2010,HR02,2,278.0
2010,NUTS,2010,HR02,2,259.0
2020,NUTS,2010,HR02,2,352.0
2008,NUTS,2010,HR03,2,720.0
2009,NUTS,2010,HR03,2,749.0
2010,NUTS,2010,HR03,2,763.0
2011,NUTS,2010,HR03,2,739.0
2012,NUTS,2010,HR03,2,744.0
2013,NUTS,2010,HR03,2,744.0
2014,NUTS,2010,HR03,2,734.0
2015,NUTS,2010,HR03,2,708.0
2016,NUTS,2010,HR03,2,844.0
2017,NUTS,2010,HR03,2,816.0
2018,NUTS,2010,HR03,2,819.0
2019,NUTS,2010,HR03,2,991.0
2020,NUTS,2010,HR03,2,1036.0
2008,NUTS,2010,HR04,2,2542.0
2009,NUTS,2010,HR04,2,2636.0
2010,NUTS,2010,HR04,2,2722.0
2011,NUTS,2010,HR04,2,2617.0
2012,NUTS,2010,HR04,2,2588.0
2013,NUTS,2010,HR04,2,2512.0
2014,NUTS,2010,HR04,2,2384.0
2015,NUTS,2010,HR04,2,2451.0
2016,NUTS,2010,HR04,2,2918.0
2017,NUTS,2010,HR04,2,2913.0
2018,NUTS,2010,HR04,2,3034.0
2019,NUTS,2010,HR04,2,3202.0
2020,NUTS,2010,HR05,2,2750.0
2020,NUTS,2010,HR06,2,240.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2006,NUTS,2010,HU,0,5505.0
2007,NUTS,2010,HU,0,5505.0
2008,NUTS,2010,HU,0,5689.0
2009,NUTS,2010,HU,0,6103.0
2010,NUTS,2010,HU,0,6447.0
2011,NUTS,2010,HU,0,6882.0
2012,NUTS,2010,HU,0,6772.0
2013,NUTS,2010,HU,0,6748.0
2014,NUTS,2010,HU,0,6908.0
2015,NUTS,2010,HU,0,6799.0
2016,NUTS,2010,HU,0,6884.0
2017,NUTS,2010,HU,0,7632.0
2018,NUTS,2010,HU,0,9245.0
2019,NUTS,2010,HU,0,10534.0
2006,NUTS,2010,HU1,1,3566.0
2007,NUTS,2010,HU1,1,3545.0
2008,NUTS,2010,HU1,1,3784.0
2009,NUTS,2010,HU1,1,4023.0
2010,NUTS,2010,HU1,1,4288.0
2011,NUTS,2010,HU1,1,4504.0
2012,NUTS,2010,HU1,1,4369.0
2013,NUTS,2010,HU1,1,4353.0
2014,NUTS,2010,HU1,1,4542.0
2015,NUTS,2010,HU1,1,4499.0
2016,NUTS,2010,HU1,1,4608.0
2017,NUTS,2010,HU1,1,5132.0
2018,NUTS,2010,HU1,1,6113.0
2019,NUTS,2010,HU1,1,6996.0
2006,NUTS,2010,HU10,2,3566.0
2007,NUTS,2010,HU10,2,3545.0
2008,NUTS,2010,HU10,2,3784.0
2009,NUTS,2010,HU10,2,4023.0
2010,NUTS,2010,HU10,2,4288.0
2011,NUTS,2010,HU10,2,4504.0
2012,NUTS,2010,HU10,2,4369.0
2013,NUTS,2010,HU10,2,4353.0
2014,NUTS,2010,HU10,2,4542.0
2015,NUTS,2010,HU10,2,4499.0
2016,NUTS,2010,HU10,2,4608.0
2017,NUTS,2010,HU11,2,4659.0
2018,NUTS,2010,HU11,2,5492.0
2019,NUTS,2010,HU11,2,6431.0
2017,NUTS,2010,HU12,2,473.0
2018,NUTS,2010,HU12,2,621.0
2019,NUTS,2010,HU12,2,565.0
2006,NUTS,2010,HU2,1,761.0
2007,NUTS,2010,HU2,1,717.0
2008,NUTS,2010,HU2,1,677.0
2009,NUTS,2010,HU2,1,706.0
2010,NUTS,2010,HU2,1,781.0
2011,NUTS,2010,HU2,1,883.0
2012,NUTS,2010,HU2,1,955.0
2013,NUTS,2010,HU2,1,962.0
2014,NUTS,2010,HU2,1,960.0
2015,NUTS,2010,HU2,1,919.0
2016,NUTS,2010,HU2,1,891.0
2017,NUTS,2010,HU2,1,1033.0
2018,NUTS,2010,HU2,1,1300.0
2019,NUTS,2010,HU2,1,1479.0
2006,NUTS,2010,HU21,2,256.0
2007,NUTS,2010,HU21,2,219.0
2008,NUTS,2010,HU21,2,216.0
2009,NUTS,2010,HU21,2,228.0
2010,NUTS,2010,HU21,2,224.0
2011,NUTS,2010,HU21,2,275.0
2012,NUTS,2010,HU21,2,364.0
2013,NUTS,2010,HU21,2,396.0
2014,NUTS,2010,HU21,2,394.0
2015,NUTS,2010,HU21,2,401.0
2016,NUTS,2010,HU21,2,386.0
2017,NUTS,2010,HU21,2,430.0
2018,NUTS,2010,HU21,2,513.0
2019,NUTS,2010,HU21,2,536.0
2006,NUTS,2010,HU22,2,208.0
2007,NUTS,2010,HU22,2,215.0
2008,NUTS,2010,HU22,2,223.0
2009,NUTS,2010,HU22,2,234.0
2010,NUTS,2010,HU22,2,248.0
2011,NUTS,2010,HU22,2,239.0
2012,NUTS,2010,HU22,2,245.0
2013,NUTS,2010,HU22,2,285.0
2014,NUTS,2010,HU22,2,250.0
2015,NUTS,2010,HU22,2,251.0
2016,NUTS,2010,HU22,2,217.0
2017,NUTS,2010,HU22,2,250.0
2018,NUTS,2010,HU22,2,322.0
2019,NUTS,2010,HU22,2,407.0
2006,NUTS,2010,HU23,2,297.0
2007,NUTS,2010,HU23,2,283.0
2008,NUTS,2010,HU23,2,238.0
2009,NUTS,2010,HU23,2,244.0
2010,NUTS,2010,HU23,2,309.0
2011,NUTS,2010,HU23,2,369.0
2012,NUTS,2010,HU23,2,346.0
2013,NUTS,2010,HU23,2,281.0
2014,NUTS,2010,HU23,2,316.0
2015,NUTS,2010,HU23,2,267.0
2016,NUTS,2010,HU23,2,288.0
2017,NUTS,2010,HU23,2,353.0
2018,NUTS,2010,HU23,2,465.0
2019,NUTS,2010,HU23,2,536.0
2006,NUTS,2010,HU3,1,1178.0
2007,NUTS,2010,HU3,1,1243.0
2008,NUTS,2010,HU3,1,1228.0
2009,NUTS,2010,HU3,1,1374.0
2010,NUTS,2010,HU3,1,1378.0
2011,NUTS,2010,HU3,1,1495.0
2012,NUTS,2010,HU3,1,1448.0
2013,NUTS,2010,HU3,1,1433.0
2014,NUTS,2010,HU3,1,1406.0
2015,NUTS,2010,HU3,1,1381.0
2016,NUTS,2010,HU3,1,1385.0
2017,NUTS,2010,HU3,1,1467.0
2018,NUTS,2010,HU3,1,1832.0
2019,NUTS,2010,HU3,1,2059.0
2006,NUTS,2010,HU31,2,187.0
2007,NUTS,2010,HU31,2,200.0
2008,NUTS,2010,HU31,2,178.0
2009,NUTS,2010,HU31,2,209.0
2010,NUTS,2010,HU31,2,232.0
2011,NUTS,2010,HU31,2,257.0
2012,NUTS,2010,HU31,2,226.0
2013,NUTS,2010,HU31,2,226.0
2014,NUTS,2010,HU31,2,209.0
2015,NUTS,2010,HU31,2,210.0
2016,NUTS,2010,HU31,2,208.0
2017,NUTS,2010,HU31,2,235.0
2018,NUTS,2010,HU31,2,269.0
2019,NUTS,2010,HU31,2,332.0
2006,NUTS,2010,HU32,2,492.0
2007,NUTS,2010,HU32,2,521.0
2008,NUTS,2010,HU32,2,528.0
2009,NUTS,2010,HU32,2,542.0
2010,NUTS,2010,HU32,2,541.0
2011,NUTS,2010,HU32,2,559.0
2012,NUTS,2010,HU32,2,592.0
2013,NUTS,2010,HU32,2,543.0
2014,NUTS,2010,HU32,2,530.0
2015,NUTS,2010,HU32,2,533.0
2016,NUTS,2010,HU32,2,553.0
2017,NUTS,2010,HU32,2,590.0
2018,NUTS,2010,HU32,2,738.0
2019,NUTS,2010,HU32,2,786.0
2006,NUTS,2010,HU33,2,499.0
2007,NUTS,2010,HU33,2,522.0
2008,NUTS,2010,HU33,2,522.0
2009,NUTS,2010,HU33,2,623.0
2010,NUTS,2010,HU33,2,605.0
2011,NUTS,2010,HU33,2,679.0
2012,NUTS,2010,HU33,2,630.0
2013,NUTS,2010,HU33,2,664.0
2014,NUTS,2010,HU33,2,667.0
2015,NUTS,2010,HU33,2,638.0
2016,NUTS,2010,HU33,2,624.0
2017,NUTS,2010,HU33,2,642.0
2018,NUTS,2010,HU33,2,825.0
2019,NUTS,2010,HU33,2,941.0
2002,NUTS,2010,IE,0,2602.0
2003,NUTS,2010,IE,0,2883.0
2004,NUTS,2010,IE,0,3069.0
2005,NUTS,2010,IE,0,3241.0
2006,NUTS,2010,IE,0,3555.0
2007,NUTS,2010,IE,0,3849.0
2008,NUTS,2010,IE,0,4419.0
2009,NUTS,2010,IE,0,4652.0
2010,NUTS,2010,IE,0,4672.0
2011,NUTS,2010,IE,0,4584.0
2012,NUTS,2010,IE,0,5564.0
2013,NUTS,2010,IE,0,8201.0
2015,NUTS,2010,IE,0,7623.0
2017,NUTS,2010,IE,0,9121.0
2019,NUTS,2010,IE,0,8595.0
2002,NUTS,2010,IE0,1,2602.0
2003,NUTS,2010,IE0,1,2883.0
2004,NUTS,2010,IE0,1,3069.0
2005,NUTS,2010,IE0,1,3241.0
2006,NUTS,2010,IE0,1,3555.0
2007,NUTS,2010,IE0,1,3849.0
2008,NUTS,2010,IE0,1,4419.0
2009,NUTS,2010,IE0,1,4652.0
2010,NUTS,2010,IE0,1,4672.0
2011,NUTS,2010,IE0,1,4584.0
2013,NUTS,2010,IE0,1,4932.0
2017,NUTS,2010,IE0,1,8864.0
2002,NUTS,2010,IE01,2,337.0
2003,NUTS,2010,IE01,2,403.0
2004,NUTS,2010,IE01,2,572.0
2005,NUTS,2010,IE01,2,736.0
2013,NUTS,2010,IE01,2,894.0
2017,NUTS,2010,IE01,2,1605.0
2002,NUTS,2010,IE02,2,2265.0
2003,NUTS,2010,IE02,2,2480.0
2004,NUTS,2010,IE02,2,2497.0
2005,NUTS,2010,IE02,2,2505.0
2013,NUTS,2010,IE02,2,4038.0
2017,NUTS,2010,IE02,2,7259.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,501.0
2001,NUTS,2010,IS,0,647.0
2003,NUTS,2010,IS,0,690.0
2005,NUTS,2010,IS,0,784.0
2006,NUTS,2010,IS,0,874.0
2007,NUTS,2010,IS,0,805.0
2008,NUTS,2010,IS,0,841.0
2009,NUTS,2010,IS,0,1000.0
2011,NUTS,2010,IS,0,812.0
2003,NUTS,2010,IT,0,20105.0
2004,NUTS,2010,IT,0,20938.0
2005,NUTS,2010,IT,0,26797.0
2006,NUTS,2010,IT,0,29107.0
2007,NUTS,2010,IT,0,31408.0
2008,NUTS,2010,IT,0,31903.0
2009,NUTS,2010,IT,0,34822.0
2010,NUTS,2010,IT,0,35792.0
2011,NUTS,2010,IT,0,37008.0
2012,NUTS,2010,IT,0,39573.0
2013,NUTS,2010,IT,0,42004.0
2014,NUTS,2010,IT,0,42700.0
2015,NUTS,2010,IT,0,45447.0
2016,NUTS,2010,IT,0,47481.0
2017,NUTS,2010,IT,0,48637.0
2018,NUTS,2010,IT,0,51919.0
2019,NUTS,2010,IT,0,55477.0
2003,NUTS,2010,ITC,1,6191.0
2004,NUTS,2010,ITC,1,6207.0
2005,NUTS,2010,ITC,1,7733.0
2007,NUTS,2010,ITC,1,9331.0
2008,NUTS,2010,ITC,1,9659.0
2009,NUTS,2010,ITC,1,10504.0
2010,NUTS,2010,ITC,1,10779.0
2011,NUTS,2010,ITC,1,11057.0
2012,NUTS,2010,ITC,1,11860.0
2013,NUTS,2010,ITC,1,12414.0
2014,NUTS,2010,ITC,1,12537.0
2015,NUTS,2010,ITC,1,13910.0
2016,NUTS,2010,ITC,1,14405.0
2017,NUTS,2010,ITC,1,14619.0
2018,NUTS,2010,ITC,1,15504.0
2019,NUTS,2010,ITC,1,16691.0
2003,NUTS,2010,ITC1,2,1420.0
2004,NUTS,2010,ITC1,2,1538.0
2005,NUTS,2010,ITC1,2,1932.0
2007,NUTS,2010,ITC1,2,2253.0
2008,NUTS,2010,ITC1,2,2330.0
2009,NUTS,2010,ITC1,2,2659.0
2010,NUTS,2010,ITC1,2,2666.0
2011,NUTS,2010,ITC1,2,2537.0
2012,NUTS,2010,ITC1,2,2766.0
2013,NUTS,2010,ITC1,2,3012.0
2014,NUTS,2010,ITC1,2,3034.0
2015,NUTS,2010,ITC1,2,3617.0
2016,NUTS,2010,ITC1,2,3349.0
2017,NUTS,2010,ITC1,2,3468.0
2018,NUTS,2010,ITC1,2,3616.0
2019,NUTS,2010,ITC1,2,3775.0
2003,NUTS,2010,ITC2,2,26.0
2004,NUTS,2010,ITC2,2,45.0
2005,NUTS,2010,ITC2,2,39.0
2007,NUTS,2010,ITC2,2,56.0
2008,NUTS,2010,ITC2,2,24.0
2009,NUTS,2010,ITC2,2,47.0
2010,NUTS,2010,ITC2,2,42.0
2011,NUTS,2010,ITC2,2,46.0
2012,NUTS,2010,ITC2,2,46.0
2013,NUTS,2010,ITC2,2,58.0
2014,NUTS,2010,ITC2,2,52.0
2015,NUTS,2010,ITC2,2,52.0
2016,NUTS,2010,ITC2,2,57.0
2017,NUTS,2010,ITC2,2,75.0
2018,NUTS,2010,ITC2,2,53.0
2019,NUTS,2010,ITC2,2,59.0
2003,NUTS,2010,ITC3,2,714.0
2004,NUTS,2010,ITC3,2,686.0
2005,NUTS,2010,ITC3,2,912.0
2007,NUTS,2010,ITC3,2,960.0
2008,NUTS,2010,ITC3,2,1112.0
2009,NUTS,2010,ITC3,2,1056.0
2010,NUTS,2010,ITC3,2,1074.0
2011,NUTS,2010,ITC3,2,1027.0
2012,NUTS,2010,ITC3,2,1220.0
2013,NUTS,2010,ITC3,2,1327.0
2014,NUTS,2010,ITC3,2,1273.0
2015,NUTS,2010,ITC3,2,1542.0
2016,NUTS,2010,ITC3,2,1394.0
2017,NUTS,2010,ITC3,2,1399.0
2018,NUTS,2010,ITC3,2,1398.0
2019,NUTS,2010,ITC3,2,1683.0
2003,NUTS,2010,ITC4,2,4030.0
2004,NUTS,2010,ITC4,2,3938.0
2005,NUTS,2010,ITC4,2,4849.0
2007,NUTS,2010,ITC4,2,6063.0
2008,NUTS,2010,ITC4,2,6193.0
2009,NUTS,2010,ITC4,2,6741.0
2010,NUTS,2010,ITC4,2,6997.0
2011,NUTS,2010,ITC4,2,7447.0
2012,NUTS,2010,ITC4,2,7828.0
2013,NUTS,2010,ITC4,2,8016.0
2014,NUTS,2010,ITC4,2,8180.0
2015,NUTS,2010,ITC4,2,8699.0
2016,NUTS,2010,ITC4,2,9605.0
2017,NUTS,2010,ITC4,2,9677.0
2018,NUTS,2010,ITC4,2,10437.0
2019,NUTS,2010,ITC4,2,11175.0
2003,NUTS,2010,ITF,1,2769.0
2004,NUTS,2010,ITF,1,2941.0
2005,NUTS,2010,ITF,1,3853.0
2007,NUTS,2010,ITF,1,4312.0
2008,NUTS,2010,ITF,1,4587.0
2009,NUTS,2010,ITF,1,4854.0
2010,NUTS,2010,ITF,1,4871.0
2011,NUTS,2010,ITF,1,5017.0
2012,NUTS,2010,ITF,1,5577.0
2013,NUTS,2010,ITF,1,5943.0
2014,NUTS,2010,ITF,1,6352.0
2015,NUTS,2010,ITF,1,
2016,NUTS,2010,ITF,1,
2017,NUTS,2010,ITF,1,7092.0
2018,NUTS,2010,ITF,1,7419.0
2019,NUTS,2010,ITF,1,8191.0
2003,NUTS,2010,ITF1,2,391.0
2004,NUTS,2010,ITF1,2,425.0
2005,NUTS,2010,ITF1,2,529.0
2007,NUTS,2010,ITF1,2,554.0
2008,NUTS,2010,ITF1,2,555.0
2009,NUTS,2010,ITF1,2,580.0
2010,NUTS,2010,ITF1,2,559.0
2011,NUTS,2010,ITF1,2,564.0
2012,NUTS,2010,ITF1,2,540.0
2013,NUTS,2010,ITF1,2,569.0
2014,NUTS,2010,ITF1,2,551.0
2015,NUTS,2010,ITF1,2,666.0
2016,NUTS,2010,ITF1,2,735.0
2017,NUTS,2010,ITF1,2,822.0
2018,NUTS,2010,ITF1,2,735.0
2019,NUTS,2010,ITF1,2,796.0
2003,NUTS,2010,ITF2,2,43.0
2004,NUTS,2010,ITF2,2,39.0
2005,NUTS,2010,ITF2,2,80.0
2007,NUTS,2010,ITF2,2,76.0
2008,NUTS,2010,ITF2,2,70.0
2009,NUTS,2010,ITF2,2,82.0
2010,NUTS,2010,ITF2,2,
2011,NUTS,2010,ITF2,2,
2012,NUTS,2010,ITF2,2,87.0
2013,NUTS,2010,ITF2,2,103.0
2014,NUTS,2010,ITF2,2,106.0
2015,NUTS,2010,ITF2,2,
2016,NUTS,2010,ITF2,2,
2017,NUTS,2010,ITF2,2,193.0
2018,NUTS,2010,ITF2,2,196.0
2019,NUTS,2010,ITF2,2,245.0
2003,NUTS,2010,ITF3,2,1340.0
2004,NUTS,2010,ITF3,2,1433.0
2005,NUTS,2010,ITF3,2,1646.0
2007,NUTS,2010,ITF3,2,1811.0
2008,NUTS,2010,ITF3,2,2055.0
2009,NUTS,2010,ITF3,2,2223.0
2010,NUTS,2010,ITF3,2,2146.0
2011,NUTS,2010,ITF3,2,2343.0
2012,NUTS,2010,ITF3,2,2836.0
2013,NUTS,2010,ITF3,2,3006.0
2014,NUTS,2010,ITF3,2,3243.0
2015,NUTS,2010,ITF3,2,3418.0
2016,NUTS,2010,ITF3,2,3619.0
2017,NUTS,2010,ITF3,2,3531.0
2018,NUTS,2010,ITF3,2,3727.0
2019,NUTS,2010,ITF3,2,4272.0
2003,NUTS,2010,ITF4,2,711.0
2004,NUTS,2010,ITF4,2,731.0
2005,NUTS,2010,ITF4,2,1125.0
2007,NUTS,2010,ITF4,2,1323.0
2008,NUTS,2010,ITF4,2,1383.0
2009,NUTS,2010,ITF4,2,1446.0
2010,NUTS,2010,ITF4,2,1468.0
2011,NUTS,2010,ITF4,2,1391.0
2012,NUTS,2010,ITF4,2,1407.0
2013,NUTS,2010,ITF4,2,1403.0
2014,NUTS,2010,ITF4,2,1551.0
2015,NUTS,2010,ITF4,2,1642.0
2016,NUTS,2010,ITF4,2,1652.0
2017,NUTS,2010,ITF4,2,1729.0
2018,NUTS,2010,ITF4,2,1798.0
2019,NUTS,2010,ITF4,2,1906.0
2003,NUTS,2010,ITF5,2,110.0
2004,NUTS,2010,ITF5,2,116.0
2005,NUTS,2010,ITF5,2,140.0
2007,NUTS,2010,ITF5,2,212.0
2008,NUTS,2010,ITF5,2,193.0
2009,NUTS,2010,ITF5,2,159.0
2010,NUTS,2010,ITF5,2,
2011,NUTS,2010,ITF5,2,
2012,NUTS,2010,ITF5,2,228.0
2013,NUTS,2010,ITF5,2,215.0
2014,NUTS,2010,ITF5,2,225.0
2015,NUTS,2010,ITF5,2,244.0
2016,NUTS,2010,ITF5,2,
2017,NUTS,2010,ITF5,2,228.0
2018,NUTS,2010,ITF5,2,233.0
2019,NUTS,2010,ITF5,2,264.0
2003,NUTS,2010,ITF6,2,175.0
2004,NUTS,2010,ITF6,2,197.0
2005,NUTS,2010,ITF6,2,334.0
2007,NUTS,2010,ITF6,2,335.0
2008,NUTS,2010,ITF6,2,331.0
2009,NUTS,2010,ITF6,2,366.0
2010,NUTS,2010,ITF6,2,403.0
2011,NUTS,2010,ITF6,2,409.0
2012,NUTS,2010,ITF6,2,479.0
2013,NUTS,2010,ITF6,2,648.0
2014,NUTS,2010,ITF6,2,676.0
2015,NUTS,2010,ITF6,2,681.0
2016,NUTS,2010,ITF6,2,622.0
2017,NUTS,2010,ITF6,2,589.0
2018,NUTS,2010,ITF6,2,730.0
2019,NUTS,2010,ITF6,2,709.0
2003,NUTS,2010,ITG,1,1386.0
2004,NUTS,2010,ITG,1,1469.0
2005,NUTS,2010,ITG,1,1999.0
2007,NUTS,2010,ITG,1,2128.0
2008,NUTS,2010,ITG,1,2211.0
2009,NUTS,2010,ITG,1,2372.0
2010,NUTS,2010,ITG,1,2424.0
2011,NUTS,2010,ITG,1,2432.0
2012,NUTS,2010,ITG,1,2685.0
2013,NUTS,2010,ITG,1,2883.0
2014,NUTS,2010,ITG,1,3115.0
2015,NUTS,2010,ITG,1,3121.0
2016,NUTS,2010,ITG,1,2681.0
2017,NUTS,2010,ITG,1,2683.0
2018,NUTS,2010,ITG,1,2789.0
2019,NUTS,2010,ITG,1,3007.0
2003,NUTS,2010,ITG1,2,945.0
2004,NUTS,2010,ITG1,2,1026.0
2005,NUTS,2010,ITG1,2,1445.0
2007,NUTS,2010,ITG1,2,1436.0
2008,NUTS,2010,ITG1,2,1504.0
2009,NUTS,2010,ITG1,2,1585.0
2010,NUTS,2010,ITG1,2,1638.0
2011,NUTS,2010,ITG1,2,1591.0
2012,NUTS,2010,ITG1,2,1728.0
2013,NUTS,2010,ITG1,2,1911.0
2014,NUTS,2010,ITG1,2,2071.0
2015,NUTS,2010,ITG1,2,2010.0
2016,NUTS,2010,ITG1,2,1886.0
2017,NUTS,2010,ITG1,2,1872.0
2018,NUTS,2010,ITG1,2,1985.0
2019,NUTS,2010,ITG1,2,2154.0
2003,NUTS,2010,ITG2,2,440.0
2004,NUTS,2010,ITG2,2,442.0
2005,NUTS,2010,ITG2,2,554.0
2007,NUTS,2010,ITG2,2,692.0
2008,NUTS,2010,ITG2,2,707.0
2009,NUTS,2010,ITG2,2,787.0
2010,NUTS,2010,ITG2,2,786.0
2011,NUTS,2010,ITG2,2,842.0
2012,NUTS,2010,ITG2,2,957.0
2013,NUTS,2010,ITG2,2,972.0
2014,NUTS,2010,ITG2,2,1045.0
2015,NUTS,2010,ITG2,2,1111.0
2016,NUTS,2010,ITG2,2,795.0
2017,NUTS,2010,ITG2,2,811.0
2018,NUTS,2010,ITG2,2,804.0
2019,NUTS,2010,ITG2,2,853.0
2003,NUTS,2010,ITH,1,3225.0
2004,NUTS,2010,ITH,1,3660.0
2005,NUTS,2010,ITH,1,4878.0
2007,NUTS,2010,ITH,1,6546.0
2008,NUTS,2010,ITH,1,6464.0
2009,NUTS,2010,ITH,1,7255.0
2010,NUTS,2010,ITH,1,7517.0
2011,NUTS,2010,ITH,1,7875.0
2012,NUTS,2010,ITH,1,8316.0
2013,NUTS,2010,ITH,1,9084.0
2014,NUTS,2010,ITH,1,9234.0
2015,NUTS,2010,ITH,1,9170.0
2016,NUTS,2010,ITH,1,10237.0
2017,NUTS,2010,ITH,1,10881.0
2018,NUTS,2010,ITH,1,11794.0
2019,NUTS,2010,ITH,1,12230.0
2003,NUTS,2010,ITH1,2,67.0
2004,NUTS,2010,ITH1,2,93.0
2005,NUTS,2010,ITH1,2,96.0
2007,NUTS,2010,ITH1,2,150.0
2008,NUTS,2010,ITH1,2,126.0
2009,NUTS,2010,ITH1,2,137.0
2010,NUTS,2010,ITH1,2,142.0
2011,NUTS,2010,ITH1,2,196.0
2012,NUTS,2010,ITH1,2,183.0
2013,NUTS,2010,ITH1,2,220.0
2014,NUTS,2010,ITH1,2,268.0
2015,NUTS,2010,ITH1,2,258.0
2016,NUTS,2010,ITH1,2,315.0
2017,NUTS,2010,ITH1,2,352.0
2018,NUTS,2010,ITH1,2,394.0
2019,NUTS,2010,ITH1,2,447.0
2003,NUTS,2010,ITH2,2,213.0
2004,NUTS,2010,ITH2,2,250.0
2005,NUTS,2010,ITH2,2,283.0
2007,NUTS,2010,ITH2,2,372.0
2008,NUTS,2010,ITH2,2,325.0
2009,NUTS,2010,ITH2,2,388.0
2010,NUTS,2010,ITH2,2,391.0
2011,NUTS,2010,ITH2,2,434.0
2012,NUTS,2010,ITH2,2,483.0
2013,NUTS,2010,ITH2,2,566.0
2014,NUTS,2010,ITH2,2,576.0
2015,NUTS,2010,ITH2,2,597.0
2016,NUTS,2010,ITH2,2,648.0
2017,NUTS,2010,ITH2,2,654.0
2018,NUTS,2010,ITH2,2,718.0
2019,NUTS,2010,ITH2,2,730.0
2003,NUTS,2010,ITH3,2,992.0
2004,NUTS,2010,ITH3,2,1208.0
2005,NUTS,2010,ITH3,2,1564.0
2007,NUTS,2010,ITH3,2,1856.0
2008,NUTS,2010,ITH3,2,1923.0
2009,NUTS,2010,ITH3,2,2621.0
2010,NUTS,2010,ITH3,2,2447.0
2011,NUTS,2010,ITH3,2,2561.0
2012,NUTS,2010,ITH3,2,2648.0
2013,NUTS,2010,ITH3,2,2817.0
2014,NUTS,2010,ITH3,2,2885.0
2015,NUTS,2010,ITH3,2,2896.0
2016,NUTS,2010,ITH3,2,3097.0
2017,NUTS,2010,ITH3,2,3315.0
2018,NUTS,2010,ITH3,2,3667.0
2019,NUTS,2010,ITH3,2,3894.0
2003,NUTS,2010,ITH4,2,349.0
2004,NUTS,2010,ITH4,2,388.0
2005,NUTS,2010,ITH4,2,537.0
2007,NUTS,2010,ITH4,2,656.0
2008,NUTS,2010,ITH4,2,779.0
2009,NUTS,2010,ITH4,2,808.0
2010,NUTS,2010,ITH4,2,876.0
2011,NUTS,2010,ITH4,2,1036.0
2012,NUTS,2010,ITH4,2,1096.0
2013,NUTS,2010,ITH4,2,1053.0
2014,NUTS,2010,ITH4,2,1136.0
2015,NUTS,2010,ITH4,2,1179.0
2016,NUTS,2010,ITH4,2,1211.0
2017,NUTS,2010,ITH4,2,1289.0
2018,NUTS,2010,ITH4,2,1334.0
2019,NUTS,2010,ITH4,2,1307.0
2003,NUTS,2010,ITH5,2,1604.0
2004,NUTS,2010,ITH5,2,1721.0
2005,NUTS,2010,ITH5,2,2397.0
2007,NUTS,2010,ITH5,2,3513.0
2008,NUTS,2010,ITH5,2,3310.0
2009,NUTS,2010,ITH5,2,3301.0
2010,NUTS,2010,ITH5,2,3663.0
2011,NUTS,2010,ITH5,2,3648.0
2012,NUTS,2010,ITH5,2,3907.0
2013,NUTS,2010,ITH5,2,4428.0
2014,NUTS,2010,ITH5,2,4369.0
2015,NUTS,2010,ITH5,2,4239.0
2016,NUTS,2010,ITH5,2,4967.0
2017,NUTS,2010,ITH5,2,5272.0
2018,NUTS,2010,ITH5,2,5681.0
2019,NUTS,2010,ITH5,2,5852.0
2003,NUTS,2010,ITI,1,6535.0
2004,NUTS,2010,ITI,1,6662.0
2005,NUTS,2010,ITI,1,8334.0
2007,NUTS,2010,ITI,1,9090.0
2008,NUTS,2010,ITI,1,8982.0
2009,NUTS,2010,ITI,1,9837.0
2010,NUTS,2010,ITI,1,10201.0
2011,NUTS,2010,ITI,1,10626.0
2012,NUTS,2010,ITI,1,11135.0
2013,NUTS,2010,ITI,1,11680.0
2014,NUTS,2010,ITI,1,11462.0
2015,NUTS,2010,ITI,1,
2016,NUTS,2010,ITI,1,
2017,NUTS,2010,ITI,1,13362.0
2018,NUTS,2010,ITI,1,14413.0
2019,NUTS,2010,ITI,1,15359.0
2003,NUTS,2010,ITI1,2,1356.0
