year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_ht
2012,NUTS,2010,ES51,2,69.77
2011,NUTS,2010,ES511,3,83.32
2012,NUTS,2010,ES511,3,63.27
2011,NUTS,2010,ES512,3,1.33
2012,NUTS,2010,ES512,3,2.67
2012,NUTS,2010,ES513,3,3.0
2011,NUTS,2010,ES514,3,1.25
2012,NUTS,2010,ES514,3,0.83
2011,NUTS,2010,ES52,2,13.92
2012,NUTS,2010,ES52,2,13.24
2011,NUTS,2010,ES521,3,1.89
2011,NUTS,2010,ES522,3,0.73
2012,NUTS,2010,ES522,3,2.33
2011,NUTS,2010,ES523,3,11.3
2012,NUTS,2010,ES523,3,10.91
2011,NUTS,2010,ES53,2,0.33
2012,NUTS,2010,ES53,2,0.98
2011,NUTS,2010,ES532,3,0.33
2012,NUTS,2010,ES532,3,0.83
2012,NUTS,2010,ES533,3,0.14
2011,NUTS,2010,ES6,1,11.95
2012,NUTS,2010,ES6,1,16.79
2011,NUTS,2010,ES61,2,11.18
2012,NUTS,2010,ES61,2,15.04
2011,NUTS,2010,ES611,3,0.1
2012,NUTS,2010,ES611,3,0.44
2012,NUTS,2010,ES612,3,0.29
2011,NUTS,2010,ES614,3,2.3
2012,NUTS,2010,ES614,3,4.0
2011,NUTS,2010,ES616,3,0.5
2012,NUTS,2010,ES616,3,0.33
2011,NUTS,2010,ES617,3,1.62
2012,NUTS,2010,ES617,3,0.25
2011,NUTS,2010,ES618,3,6.66
2012,NUTS,2010,ES618,3,9.72
2011,NUTS,2010,ES62,2,0.78
2012,NUTS,2010,ES62,2,1.75
2011,NUTS,2010,ES620,3,0.78
2012,NUTS,2010,ES620,3,1.75
2011,NUTS,2010,ES7,1,3.0
2012,NUTS,2010,ES7,1,1.25
2011,NUTS,2010,ES70,2,3.0
2012,NUTS,2010,ES70,2,1.25
2011,NUTS,2010,ES705,3,3.0
2012,NUTS,2010,ES705,3,1.25
2011,NUTS,2010,ESX,1,1.92
2012,NUTS,2010,ESX,1,0.33
2011,NUTS,2010,ESXX,2,1.92
2012,NUTS,2010,ESXX,2,0.33
2011,NUTS,2010,ESXXX,3,1.92
2012,NUTS,2010,ESXXX,3,0.33
2012,NUTS,2010,ESZ,1,0.17
2012,NUTS,2010,ESZZ,2,0.17
2012,NUTS,2010,ESZZZ,3,0.17
2011,NUTS,2010,FI,0,377.74
2012,NUTS,2010,FI,0,358.81
2011,NUTS,2010,FI1,1,372.29
2012,NUTS,2010,FI1,1,354.72
2011,NUTS,2010,FI19,2,93.27
2012,NUTS,2010,FI19,2,89.44
2011,NUTS,2010,FI193,3,3.67
2012,NUTS,2010,FI193,3,1.25
2012,NUTS,2010,FI194,3,1.0
2011,NUTS,2010,FI195,3,1.0
2011,NUTS,2010,FI196,3,2.0
2011,NUTS,2010,FI197,3,86.61
2012,NUTS,2010,FI197,3,87.19
2011,NUTS,2010,FI1B,2,189.91
2012,NUTS,2010,FI1B,2,171.67
2011,NUTS,2010,FI1B1,3,189.91
2012,NUTS,2010,FI1B1,3,171.67
2011,NUTS,2010,FI1C,2,30.08
2012,NUTS,2010,FI1C,2,38.59
2011,NUTS,2010,FI1C1,3,24.42
2012,NUTS,2010,FI1C1,3,27.95
2011,NUTS,2010,FI1C2,3,3.67
2012,NUTS,2010,FI1C2,3,7.84
2011,NUTS,2010,FI1C3,3,1.75
2012,NUTS,2010,FI1C3,3,0.7
2012,NUTS,2010,FI1C4,3,0.25
2011,NUTS,2010,FI1C5,3,0.25
2012,NUTS,2010,FI1C5,3,1.85
2011,NUTS,2010,FI1D,2,59.03
2012,NUTS,2010,FI1D,2,55.01
2011,NUTS,2010,FI1D1,3,1.25
2012,NUTS,2010,FI1D1,3,1.0
2011,NUTS,2010,FI1D2,3,1.0
2012,NUTS,2010,FI1D2,3,1.2
2011,NUTS,2010,FI1D3,3,0.66
2012,NUTS,2010,FI1D3,3,0.67
2011,NUTS,2010,FI1D5,3,0.33
2011,NUTS,2010,FI1D6,3,54.03
2012,NUTS,2010,FI1D6,3,51.89
2011,NUTS,2010,FI1D7,3,1.75
2012,NUTS,2010,FI1D7,3,0.25
2011,NUTS,2010,FI2,1,1.33
2012,NUTS,2010,FI2,1,1.67
2011,NUTS,2010,FI20,2,1.33
2012,NUTS,2010,FI20,2,1.67
2011,NUTS,2010,FI200,3,1.33
2012,NUTS,2010,FI200,3,1.67
2011,NUTS,2010,FIX,1,4.12
2012,NUTS,2010,FIX,1,1.93
2011,NUTS,2010,FIXX,2,4.12
2012,NUTS,2010,FIXX,2,1.93
2011,NUTS,2010,FIXXX,3,4.12
2012,NUTS,2010,FIXXX,3,1.93
2012,NUTS,2010,FIZ,1,0.5
2012,NUTS,2010,FIZZ,2,0.5
2012,NUTS,2010,FIZZZ,3,0.5
2011,NUTS,2010,FR,0,2067.16
2012,NUTS,2010,FR,0,1697.31
2011,NUTS,2010,FR1,1,787.14
2012,NUTS,2010,FR1,1,671.4
2011,NUTS,2010,FR10,2,787.14
2012,NUTS,2010,FR10,2,671.4
2011,NUTS,2010,FR101,3,197.86
2012,NUTS,2010,FR101,3,141.43
2011,NUTS,2010,FR102,3,36.14
2012,NUTS,2010,FR102,3,21.93
2011,NUTS,2010,FR103,3,95.84
2012,NUTS,2010,FR103,3,75.39
2011,NUTS,2010,FR104,3,144.09
2012,NUTS,2010,FR104,3,155.95
2011,NUTS,2010,FR105,3,227.38
2012,NUTS,2010,FR105,3,208.23
2011,NUTS,2010,FR106,3,9.64
2012,NUTS,2010,FR106,3,13.17
2011,NUTS,2010,FR107,3,51.57
2012,NUTS,2010,FR107,3,45.46
2011,NUTS,2010,FR108,3,24.62
2012,NUTS,2010,FR108,3,9.85
2011,NUTS,2010,FR2,1,95.51
2012,NUTS,2010,FR2,1,49.69
2011,NUTS,2010,FR21,2,8.12
2012,NUTS,2010,FR21,2,1.87
2011,NUTS,2010,FR211,3,3.0
2012,NUTS,2010,FR211,3,0.33
2011,NUTS,2010,FR212,3,1.33
2012,NUTS,2010,FR212,3,1.53
2011,NUTS,2010,FR213,3,3.79
2011,NUTS,2010,FR22,2,8.87
2012,NUTS,2010,FR22,2,3.0
2011,NUTS,2010,FR221,3,0.63
2011,NUTS,2010,FR222,3,5.29
2012,NUTS,2010,FR222,3,2.5
2011,NUTS,2010,FR223,3,2.95
2012,NUTS,2010,FR223,3,0.5
2011,NUTS,2010,FR23,2,26.73
2012,NUTS,2010,FR23,2,14.7
2011,NUTS,2010,FR231,3,6.28
2012,NUTS,2010,FR231,3,3.42
2011,NUTS,2010,FR232,3,20.45
2012,NUTS,2010,FR232,3,11.28
2011,NUTS,2010,FR24,2,21.47
2012,NUTS,2010,FR24,2,16.04
2011,NUTS,2010,FR241,3,3.5
2012,NUTS,2010,FR241,3,3.5
2011,NUTS,2010,FR242,3,3.93
2012,NUTS,2010,FR242,3,2.37
2011,NUTS,2010,FR243,3,4.67
2012,NUTS,2010,FR243,3,3.54
2011,NUTS,2010,FR244,3,5.78
2012,NUTS,2010,FR244,3,2.85
2011,NUTS,2010,FR245,3,2.33
2011,NUTS,2010,FR246,3,1.25
2012,NUTS,2010,FR246,3,3.78
2011,NUTS,2010,FR25,2,22.65
2012,NUTS,2010,FR25,2,11.6
2011,NUTS,2010,FR251,3,20.3
2012,NUTS,2010,FR251,3,10.6
2011,NUTS,2010,FR252,3,2.36
2012,NUTS,2010,FR252,3,1.0
2011,NUTS,2010,FR26,2,7.66
2012,NUTS,2010,FR26,2,2.49
2011,NUTS,2010,FR261,3,2.25
2012,NUTS,2010,FR261,3,1.79
2011,NUTS,2010,FR262,3,0.5
2011,NUTS,2010,FR263,3,1.67
2012,NUTS,2010,FR263,3,0.5
2011,NUTS,2010,FR264,3,3.24
2012,NUTS,2010,FR264,3,0.2
2011,NUTS,2010,FR3,1,28.9
2012,NUTS,2010,FR3,1,14.65
2011,NUTS,2010,FR30,2,28.9
2012,NUTS,2010,FR30,2,14.65
2011,NUTS,2010,FR301,3,27.9
2012,NUTS,2010,FR301,3,11.82
2011,NUTS,2010,FR302,3,1.0
2012,NUTS,2010,FR302,3,2.83
2011,NUTS,2010,FR4,1,38.6
2012,NUTS,2010,FR4,1,38.65
2011,NUTS,2010,FR41,2,5.38
2012,NUTS,2010,FR41,2,12.39
2011,NUTS,2010,FR411,3,2.79
2012,NUTS,2010,FR411,3,7.85
2012,NUTS,2010,FR412,3,0.25
2011,NUTS,2010,FR413,3,2.19
2012,NUTS,2010,FR413,3,4.17
2011,NUTS,2010,FR414,3,0.39
2012,NUTS,2010,FR414,3,0.13
2011,NUTS,2010,FR42,2,28.59
2012,NUTS,2010,FR42,2,22.18
2011,NUTS,2010,FR421,3,18.35
2012,NUTS,2010,FR421,3,17.33
2011,NUTS,2010,FR422,3,10.24
2012,NUTS,2010,FR422,3,4.85
2011,NUTS,2010,FR43,2,4.63
2012,NUTS,2010,FR43,2,4.08
2011,NUTS,2010,FR431,3,4.63
2012,NUTS,2010,FR431,3,2.83
2012,NUTS,2010,FR432,3,1.0
2012,NUTS,2010,FR434,3,0.25
2011,NUTS,2010,FR5,1,281.73
2012,NUTS,2010,FR5,1,230.0
2011,NUTS,2010,FR51,2,42.06
2012,NUTS,2010,FR51,2,26.03
2011,NUTS,2010,FR511,3,20.6
2012,NUTS,2010,FR511,3,16.08
2011,NUTS,2010,FR512,3,10.4
2012,NUTS,2010,FR512,3,6.45
2011,NUTS,2010,FR513,3,3.81
2012,NUTS,2010,FR513,3,1.0
2011,NUTS,2010,FR514,3,2.67
2012,NUTS,2010,FR514,3,2.5
2011,NUTS,2010,FR515,3,4.58
2011,NUTS,2010,FR52,2,229.57
2012,NUTS,2010,FR52,2,201.29
2011,NUTS,2010,FR521,3,35.9
2012,NUTS,2010,FR521,3,33.22
2011,NUTS,2010,FR522,3,16.87
2012,NUTS,2010,FR522,3,8.2
2011,NUTS,2010,FR523,3,175.27
2012,NUTS,2010,FR523,3,155.65
2011,NUTS,2010,FR524,3,1.53
2012,NUTS,2010,FR524,3,4.23
2011,NUTS,2010,FR53,2,10.1
2012,NUTS,2010,FR53,2,2.68
2011,NUTS,2010,FR531,3,3.67
2012,NUTS,2010,FR531,3,0.5
2011,NUTS,2010,FR532,3,2.33
2012,NUTS,2010,FR532,3,1.08
2011,NUTS,2010,FR533,3,0.5
2012,NUTS,2010,FR533,3,0.5
2011,NUTS,2010,FR534,3,3.6
2012,NUTS,2010,FR534,3,0.6
2011,NUTS,2010,FR6,1,176.91
2012,NUTS,2010,FR6,1,129.86
2011,NUTS,2010,FR61,2,38.49
2012,NUTS,2010,FR61,2,33.65
2011,NUTS,2010,FR611,3,5.77
2012,NUTS,2010,FR611,3,4.25
2011,NUTS,2010,FR612,3,24.87
2012,NUTS,2010,FR612,3,22.57
2012,NUTS,2010,FR613,3,0.5
2011,NUTS,2010,FR614,3,0.33
2012,NUTS,2010,FR614,3,0.33
2011,NUTS,2010,FR615,3,7.52
2012,NUTS,2010,FR615,3,6.0
2011,NUTS,2010,FR62,2,133.31
2012,NUTS,2010,FR62,2,94.46
2011,NUTS,2010,FR622,3,1.25
2012,NUTS,2010,FR622,3,0.25
2011,NUTS,2010,FR623,3,116.51
2012,NUTS,2010,FR623,3,83.57
2011,NUTS,2010,FR624,3,3.5
2012,NUTS,2010,FR624,3,0.54
2011,NUTS,2010,FR625,3,1.67
2012,NUTS,2010,FR625,3,4.53
2011,NUTS,2010,FR626,3,1.1
2012,NUTS,2010,FR626,3,3.0
2011,NUTS,2010,FR627,3,4.33
2012,NUTS,2010,FR627,3,1.08
2011,NUTS,2010,FR628,3,4.95
2012,NUTS,2010,FR628,3,1.48
2011,NUTS,2010,FR63,2,5.12
2012,NUTS,2010,FR63,2,1.75
2011,NUTS,2010,FR631,3,1.25
2011,NUTS,2010,FR633,3,3.87
2012,NUTS,2010,FR633,3,1.75
2011,NUTS,2010,FR7,1,368.68
2012,NUTS,2010,FR7,1,309.75
2011,NUTS,2010,FR71,2,345.52
2012,NUTS,2010,FR71,2,296.77
2011,NUTS,2010,FR711,3,9.82
2012,NUTS,2010,FR711,3,11.04
2011,NUTS,2010,FR712,3,2.08
2012,NUTS,2010,FR712,3,1.2
2011,NUTS,2010,FR713,3,13.18
2012,NUTS,2010,FR713,3,8.15
2011,NUTS,2010,FR714,3,247.0
2012,NUTS,2010,FR714,3,233.7
2011,NUTS,2010,FR715,3,5.18
2012,NUTS,2010,FR715,3,1.04
2011,NUTS,2010,FR716,3,38.86
2012,NUTS,2010,FR716,3,23.0
2011,NUTS,2010,FR717,3,13.42
2012,NUTS,2010,FR717,3,6.67
2011,NUTS,2010,FR718,3,15.98
2012,NUTS,2010,FR718,3,11.97
2011,NUTS,2010,FR72,2,23.16
2012,NUTS,2010,FR72,2,12.98
2012,NUTS,2010,FR722,3,2.0
2011,NUTS,2010,FR723,3,1.0
2012,NUTS,2010,FR723,3,0.5
2011,NUTS,2010,FR724,3,22.16
2012,NUTS,2010,FR724,3,10.48
2011,NUTS,2010,FR8,1,276.89
2012,NUTS,2010,FR8,1,243.72
2011,NUTS,2010,FR81,2,40.32
2012,NUTS,2010,FR81,2,24.45
2011,NUTS,2010,FR811,3,2.5
2011,NUTS,2010,FR812,3,9.13
2012,NUTS,2010,FR812,3,9.83
2011,NUTS,2010,FR813,3,27.69
2012,NUTS,2010,FR813,3,14.29
2011,NUTS,2010,FR815,3,1.0
2012,NUTS,2010,FR815,3,0.33
2011,NUTS,2010,FR82,2,235.92
2012,NUTS,2010,FR82,2,218.77
2011,NUTS,2010,FR821,3,0.4
2012,NUTS,2010,FR821,3,0.5
2011,NUTS,2010,FR822,3,2.33
2012,NUTS,2010,FR822,3,1.25
2011,NUTS,2010,FR823,3,72.5
2012,NUTS,2010,FR823,3,76.72
2011,NUTS,2010,FR824,3,132.49
2012,NUTS,2010,FR824,3,125.41
2011,NUTS,2010,FR825,3,24.7
2012,NUTS,2010,FR825,3,13.48
2011,NUTS,2010,FR826,3,3.5
2012,NUTS,2010,FR826,3,1.42
2011,NUTS,2010,FR83,2,0.64
2012,NUTS,2010,FR83,2,0.5
2012,NUTS,2010,FR831,3,0.5
2011,NUTS,2010,FR832,3,0.64
2011,NUTS,2010,FRX,1,11.94
2012,NUTS,2010,FRX,1,9.24
2011,NUTS,2010,FRXX,2,11.94
2012,NUTS,2010,FRXX,2,9.24
2011,NUTS,2010,FRXXX,3,11.94
2012,NUTS,2010,FRXXX,3,9.24
2011,NUTS,2010,FRZ,1,0.88
2012,NUTS,2010,FRZ,1,0.33
2011,NUTS,2010,FRZZ,2,0.88
2012,NUTS,2010,FRZZ,2,0.33
2011,NUTS,2010,FRZZZ,3,0.88
2012,NUTS,2010,FRZZZ,3,0.33
2011,NUTS,2010,HR,0,0.67
2012,NUTS,2010,HR,0,0.5
2011,NUTS,2010,HR0,1,0.67
2012,NUTS,2010,HR0,1,0.5
2011,NUTS,2010,HR04,2,0.67
2012,NUTS,2010,HR04,2,0.5
2011,NUTS,2010,HR041,3,0.33
2012,NUTS,2010,HR045,3,0.5
2011,NUTS,2010,HR04A,3,0.33
2011,NUTS,2010,HU,0,64.05
2012,NUTS,2010,HU,0,45.28
2011,NUTS,2010,HU1,1,48.64
2012,NUTS,2010,HU1,1,34.08
2011,NUTS,2010,HU10,2,48.64
2012,NUTS,2010,HU10,2,34.08
2011,NUTS,2010,HU101,3,32.27
2012,NUTS,2010,HU101,3,24.73
2011,NUTS,2010,HU102,3,16.37
2012,NUTS,2010,HU102,3,9.35
2011,NUTS,2010,HU2,1,5.5
2012,NUTS,2010,HU2,1,2.0
2011,NUTS,2010,HU21,2,3.25
2012,NUTS,2010,HU21,2,0.33
2011,NUTS,2010,HU211,3,1.08
2012,NUTS,2010,HU211,3,0.33
2011,NUTS,2010,HU212,3,0.58
2011,NUTS,2010,HU213,3,1.58
2011,NUTS,2010,HU22,2,1.0
2012,NUTS,2010,HU22,2,0.92
2012,NUTS,2010,HU221,3,0.92
2011,NUTS,2010,HU222,3,0.67
2011,NUTS,2010,HU223,3,0.33
2011,NUTS,2010,HU23,2,1.25
2012,NUTS,2010,HU23,2,0.75
2011,NUTS,2010,HU231,3,1.25
2012,NUTS,2010,HU231,3,0.75
2011,NUTS,2010,HU3,1,9.91
2012,NUTS,2010,HU3,1,9.2
2011,NUTS,2010,HU31,2,0.75
2012,NUTS,2010,HU31,2,0.5
2011,NUTS,2010,HU311,3,0.75
2012,NUTS,2010,HU311,3,0.17
2012,NUTS,2010,HU312,3,0.33
2011,NUTS,2010,HU32,2,1.08
2012,NUTS,2010,HU32,2,0.83
2011,NUTS,2010,HU321,3,0.33
2012,NUTS,2010,HU321,3,0.33
2012,NUTS,2010,HU322,3,0.5
2011,NUTS,2010,HU323,3,0.75
2011,NUTS,2010,HU33,2,8.07
2012,NUTS,2010,HU33,2,7.87
2011,NUTS,2010,HU331,3,2.76
2012,NUTS,2010,HU331,3,1.2
2011,NUTS,2010,HU332,3,1.96
2012,NUTS,2010,HU332,3,1.17
2011,NUTS,2010,HU333,3,3.36
2012,NUTS,2010,HU333,3,5.5
2011,NUTS,2010,IE,0,117.76
2012,NUTS,2010,IE,0,64.49
2011,NUTS,2010,IE0,1,111.66
2012,NUTS,2010,IE0,1,61.91
2011,NUTS,2010,IE01,2,27.67
2012,NUTS,2010,IE01,2,15.0
2011,NUTS,2010,IE011,3,5.33
2012,NUTS,2010,IE011,3,3.58
2011,NUTS,2010,IE012,3,3.92
2012,NUTS,2010,IE012,3,2.33
2011,NUTS,2010,IE013,3,18.42
2012,NUTS,2010,IE013,3,9.08
2011,NUTS,2010,IE02,2,84.0
2012,NUTS,2010,IE02,2,46.91
2011,NUTS,2010,IE021,3,54.85
2012,NUTS,2010,IE021,3,31.4
2011,NUTS,2010,IE022,3,6.79
2012,NUTS,2010,IE022,3,8.0
2011,NUTS,2010,IE023,3,1.75
2012,NUTS,2010,IE023,3,1.7
2011,NUTS,2010,IE024,3,2.33
2012,NUTS,2010,IE024,3,1.5
2011,NUTS,2010,IE025,3,18.28
2012,NUTS,2010,IE025,3,4.31
2011,NUTS,2010,IEX,1,5.83
2012,NUTS,2010,IEX,1,1.58
2011,NUTS,2010,IEXX,2,5.83
2012,NUTS,2010,IEXX,2,1.58
2011,NUTS,2010,IEXXX,3,5.83
2012,NUTS,2010,IEXXX,3,1.58
2011,NUTS,2010,IEZ,1,0.26
2012,NUTS,2010,IEZ,1,1.0
2011,NUTS,2010,IEZZ,2,0.26
2012,NUTS,2010,IEZZ,2,1.0
2011,NUTS,2010,IEZZZ,3,0.26
2012,NUTS,2010,IEZZZ,3,1.0
2011,NUTS,2010,IS,0,5.0
2012,NUTS,2010,IS,0,0.33
2011,NUTS,2010,IS0,1,5.0
2012,NUTS,2010,IS0,1,0.33
2011,NUTS,2010,IS00,2,5.0
2012,NUTS,2010,IS00,2,0.33
2011,NUTS,2010,IS001,3,5.0
2012,NUTS,2010,IS001,3,0.33
2011,NUTS,2010,IT,0,394.32
2012,NUTS,2010,IT,0,292.53
2011,NUTS,2010,ITC,1,187.1
2012,NUTS,2010,ITC,1,124.62
2011,NUTS,2010,ITC1,2,59.16
2012,NUTS,2010,ITC1,2,27.25
2011,NUTS,2010,ITC11,3,39.81
2012,NUTS,2010,ITC11,3,18.15
2011,NUTS,2010,ITC14,3,0.33
2011,NUTS,2010,ITC15,3,9.58
2012,NUTS,2010,ITC15,3,2.9
2011,NUTS,2010,ITC16,3,0.33
2012,NUTS,2010,ITC16,3,2.0
2011,NUTS,2010,ITC17,3,2.5
2011,NUTS,2010,ITC18,3,6.6
2012,NUTS,2010,ITC18,3,4.19
2011,NUTS,2010,ITC2,2,1.79
2011,NUTS,2010,ITC20,3,1.79
2011,NUTS,2010,ITC3,2,31.93
2012,NUTS,2010,ITC3,2,23.96
2011,NUTS,2010,ITC31,3,0.11
2011,NUTS,2010,ITC32,3,3.67
2012,NUTS,2010,ITC32,3,3.53
2011,NUTS,2010,ITC33,3,24.32
2012,NUTS,2010,ITC33,3,18.93
2011,NUTS,2010,ITC34,3,3.83
2012,NUTS,2010,ITC34,3,1.5
2011,NUTS,2010,ITC4,2,94.23
2012,NUTS,2010,ITC4,2,73.41
2011,NUTS,2010,ITC41,3,16.46
2012,NUTS,2010,ITC41,3,9.31
2011,NUTS,2010,ITC42,3,5.28
2012,NUTS,2010,ITC42,3,5.04
2011,NUTS,2010,ITC43,3,4.08
2012,NUTS,2010,ITC43,3,2.67
2012,NUTS,2010,ITC44,3,0.5
2011,NUTS,2010,ITC46,3,5.06
2012,NUTS,2010,ITC46,3,6.2
2011,NUTS,2010,ITC47,3,4.61
2012,NUTS,2010,ITC47,3,1.73
2011,NUTS,2010,ITC48,3,1.48
2012,NUTS,2010,ITC48,3,2.83
2011,NUTS,2010,ITC49,3,1.0
2012,NUTS,2010,ITC49,3,0.45
2011,NUTS,2010,ITC4A,3,0.5
2012,NUTS,2010,ITC4A,3,0.53
2011,NUTS,2010,ITC4B,3,1.58
2012,NUTS,2010,ITC4B,3,1.0
2011,NUTS,2010,ITC4C,3,39.67
2012,NUTS,2010,ITC4C,3,34.86
2011,NUTS,2010,ITC4D,3,14.5
2012,NUTS,2010,ITC4D,3,8.29
2011,NUTS,2010,ITF,1,25.91
2012,NUTS,2010,ITF,1,21.32
2011,NUTS,2010,ITF1,2,1.67
2012,NUTS,2010,ITF1,2,2.67
2011,NUTS,2010,ITF11,3,1.17
2012,NUTS,2010,ITF11,3,0.5
2012,NUTS,2010,ITF12,3,1.0
2011,NUTS,2010,ITF13,3,0.33
2012,NUTS,2010,ITF13,3,0.67
2011,NUTS,2010,ITF14,3,0.17
2012,NUTS,2010,ITF14,3,0.5
2011,NUTS,2010,ITF2,2,0.17
2011,NUTS,2010,ITF22,3,0.17
2011,NUTS,2010,ITF3,2,14.88
2012,NUTS,2010,ITF3,2,16.07
2011,NUTS,2010,ITF31,3,0.7
2012,NUTS,2010,ITF31,3,2.08
2011,NUTS,2010,ITF33,3,9.31
2012,NUTS,2010,ITF33,3,8.62
2011,NUTS,2010,ITF34,3,0.7
2012,NUTS,2010,ITF34,3,4.45
2011,NUTS,2010,ITF35,3,4.17
2012,NUTS,2010,ITF35,3,0.92
2011,NUTS,2010,ITF4,2,6.7
2012,NUTS,2010,ITF4,2,2.0
2011,NUTS,2010,ITF45,3,1.77
2011,NUTS,2010,ITF46,3,0.33
2012,NUTS,2010,ITF46,3,1.0
2011,NUTS,2010,ITF47,3,4.6
2012,NUTS,2010,ITF47,3,1.0
2011,NUTS,2010,ITF5,2,0.33
2012,NUTS,2010,ITF5,2,0.25
2012,NUTS,2010,ITF51,3,0.25
2011,NUTS,2010,ITF52,3,0.33
2011,NUTS,2010,ITF6,2,2.17
2012,NUTS,2010,ITF6,2,0.33
2011,NUTS,2010,ITF61,3,1.5
2012,NUTS,2010,ITF61,3,0.33
2011,NUTS,2010,ITF63,3,0.67
2011,NUTS,2010,ITG,1,14.32
2012,NUTS,2010,ITG,1,4.0
2011,NUTS,2010,ITG1,2,13.05
2012,NUTS,2010,ITG1,2,4.0
2011,NUTS,2010,ITG12,3,1.05
2011,NUTS,2010,ITG13,3,2.17
2012,NUTS,2010,ITG14,3,1.0
2011,NUTS,2010,ITG15,3,0.14
2011,NUTS,2010,ITG17,3,9.24
2012,NUTS,2010,ITG17,3,1.0
2011,NUTS,2010,ITG18,3,0.45
2012,NUTS,2010,ITG18,3,1.0
2012,NUTS,2010,ITG19,3,1.0
2011,NUTS,2010,ITG2,2,1.27
2011,NUTS,2010,ITG27,3,1.27
2011,NUTS,2010,ITH,1,86.29
2012,NUTS,2010,ITH,1,71.36
2011,NUTS,2010,ITH1,2,6.0
2012,NUTS,2010,ITH1,2,4.43
2011,NUTS,2010,ITH10,3,6.0
2012,NUTS,2010,ITH10,3,4.43
2011,NUTS,2010,ITH2,2,3.14
2012,NUTS,2010,ITH2,2,0.14
2011,NUTS,2010,ITH20,3,3.14
2012,NUTS,2010,ITH20,3,0.14
2011,NUTS,2010,ITH3,2,29.16
2012,NUTS,2010,ITH3,2,19.0
2011,NUTS,2010,ITH31,3,1.17
2012,NUTS,2010,ITH31,3,0.58
2011,NUTS,2010,ITH32,3,6.56
2012,NUTS,2010,ITH32,3,4.0
2012,NUTS,2010,ITH33,3,1.0
2011,NUTS,2010,ITH34,3,9.58
2012,NUTS,2010,ITH34,3,2.67
2011,NUTS,2010,ITH35,3,3.98
2012,NUTS,2010,ITH35,3,4.33
2011,NUTS,2010,ITH36,3,7.87
2012,NUTS,2010,ITH36,3,5.42
2012,NUTS,2010,ITH37,3,1.0
2011,NUTS,2010,ITH4,2,10.16
2012,NUTS,2010,ITH4,2,11.08
2011,NUTS,2010,ITH41,3,3.0
2012,NUTS,2010,ITH41,3,3.5
2011,NUTS,2010,ITH42,3,3.95
2012,NUTS,2010,ITH42,3,4.0
2012,NUTS,2010,ITH43,3,1.33
2011,NUTS,2010,ITH44,3,3.21
2012,NUTS,2010,ITH44,3,2.25
2011,NUTS,2010,ITH5,2,37.82
2012,NUTS,2010,ITH5,2,36.7
2011,NUTS,2010,ITH51,3,1.17
2012,NUTS,2010,ITH51,3,1.0
2011,NUTS,2010,ITH52,3,7.85
2012,NUTS,2010,ITH52,3,7.59
2011,NUTS,2010,ITH53,3,3.15
2012,NUTS,2010,ITH53,3,3.29
2011,NUTS,2010,ITH54,3,5.47
2012,NUTS,2010,ITH54,3,6.5
2011,NUTS,2010,ITH55,3,12.17
2012,NUTS,2010,ITH55,3,13.72
2011,NUTS,2010,ITH56,3,2.17
2012,NUTS,2010,ITH56,3,2.0
2011,NUTS,2010,ITH57,3,1.46
2012,NUTS,2010,ITH57,3,1.25
2011,NUTS,2010,ITH58,3,2.2
2012,NUTS,2010,ITH58,3,1.37
2011,NUTS,2010,ITH59,3,2.2
2011,NUTS,2010,ITI,1,72.73
2012,NUTS,2010,ITI,1,64.23
2011,NUTS,2010,ITI1,2,27.64
2012,NUTS,2010,ITI1,2,26.43
2011,NUTS,2010,ITI11,3,0.42
2012,NUTS,2010,ITI11,3,0.42
2011,NUTS,2010,ITI12,3,1.79
2012,NUTS,2010,ITI12,3,0.75
2011,NUTS,2010,ITI13,3,0.67
2012,NUTS,2010,ITI13,3,0.5
2011,NUTS,2010,ITI14,3,4.68
2012,NUTS,2010,ITI14,3,1.86
2011,NUTS,2010,ITI15,3,0.83
2012,NUTS,2010,ITI15,3,3.63
2011,NUTS,2010,ITI16,3,4.15
2012,NUTS,2010,ITI16,3,4.3
2011,NUTS,2010,ITI17,3,12.59
2012,NUTS,2010,ITI17,3,8.98
2011,NUTS,2010,ITI18,3,1.87
2012,NUTS,2010,ITI18,3,0.5
2011,NUTS,2010,ITI19,3,0.5
2012,NUTS,2010,ITI19,3,5.5
2011,NUTS,2010,ITI1A,3,0.14
2011,NUTS,2010,ITI2,2,1.67
2012,NUTS,2010,ITI2,2,2.25
2011,NUTS,2010,ITI21,3,1.67
2012,NUTS,2010,ITI21,3,2.25
2011,NUTS,2010,ITI3,2,8.8
2012,NUTS,2010,ITI3,2,5.0
2011,NUTS,2010,ITI31,3,0.2
2012,NUTS,2010,ITI31,3,1.0
2011,NUTS,2010,ITI32,3,6.2
2012,NUTS,2010,ITI32,3,2.5
2011,NUTS,2010,ITI33,3,1.2
2011,NUTS,2010,ITI34,3,1.0
2011,NUTS,2010,ITI35,3,0.2
2012,NUTS,2010,ITI35,3,1.5
2011,NUTS,2010,ITI4,2,34.62
2012,NUTS,2010,ITI4,2,30.55
2011,NUTS,2010,ITI42,3,0.33
2012,NUTS,2010,ITI42,3,0.5
2011,NUTS,2010,ITI43,3,31.15
2012,NUTS,2010,ITI43,3,28.58
