year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_nr
1992,NUTS,2010,FR301,3,3.81
1993,NUTS,2010,FR301,3,3.5
1994,NUTS,2010,FR301,3,8.12
1995,NUTS,2010,FR301,3,8.62
1996,NUTS,2010,FR301,3,9.97
1997,NUTS,2010,FR301,3,13.81
1998,NUTS,2010,FR301,3,11.06
1999,NUTS,2010,FR301,3,18.58
2000,NUTS,2010,FR301,3,15.77
2001,NUTS,2010,FR301,3,17.58
2002,NUTS,2010,FR301,3,14.94
2003,NUTS,2010,FR301,3,16.38
2004,NUTS,2010,FR301,3,16.29
2005,NUTS,2010,FR301,3,13.95
2006,NUTS,2010,FR301,3,17.34
2007,NUTS,2010,FR301,3,19.41
2008,NUTS,2010,FR301,3,24.19
2009,NUTS,2010,FR301,3,20.83
2010,NUTS,2010,FR301,3,21.29
2011,NUTS,2010,FR301,3,27.9
2012,NUTS,2010,FR301,3,11.82
1979,NUTS,2010,FR302,3,0.67
1982,NUTS,2010,FR302,3,0.67
1985,NUTS,2010,FR302,3,0.33
1986,NUTS,2010,FR302,3,1.0
1987,NUTS,2010,FR302,3,0.68
1988,NUTS,2010,FR302,3,0.29
1989,NUTS,2010,FR302,3,2.0
1990,NUTS,2010,FR302,3,0.94
1992,NUTS,2010,FR302,3,4.48
1993,NUTS,2010,FR302,3,2.0
1994,NUTS,2010,FR302,3,2.33
1995,NUTS,2010,FR302,3,0.45
1997,NUTS,2010,FR302,3,2.0
1998,NUTS,2010,FR302,3,2.42
1999,NUTS,2010,FR302,3,6.65
2000,NUTS,2010,FR302,3,2.1
2001,NUTS,2010,FR302,3,1.45
2002,NUTS,2010,FR302,3,2.2
2003,NUTS,2010,FR302,3,0.65
2004,NUTS,2010,FR302,3,1.65
2007,NUTS,2010,FR302,3,3.2
2008,NUTS,2010,FR302,3,2.17
2009,NUTS,2010,FR302,3,1.95
2010,NUTS,2010,FR302,3,3.0
2011,NUTS,2010,FR302,3,1.0
2012,NUTS,2010,FR302,3,2.83
1978,NUTS,2010,FR4,1,0.29
1979,NUTS,2010,FR4,1,1.0
1980,NUTS,2010,FR4,1,6.08
1981,NUTS,2010,FR4,1,6.33
1982,NUTS,2010,FR4,1,9.08
1983,NUTS,2010,FR4,1,8.92
1984,NUTS,2010,FR4,1,16.87
1985,NUTS,2010,FR4,1,13.18
1986,NUTS,2010,FR4,1,25.0
1987,NUTS,2010,FR4,1,24.72
1988,NUTS,2010,FR4,1,31.21
1989,NUTS,2010,FR4,1,39.52
1990,NUTS,2010,FR4,1,38.64
1991,NUTS,2010,FR4,1,32.72
1992,NUTS,2010,FR4,1,42.07
1993,NUTS,2010,FR4,1,61.27
1994,NUTS,2010,FR4,1,62.7
1995,NUTS,2010,FR4,1,34.83
1996,NUTS,2010,FR4,1,47.36
1997,NUTS,2010,FR4,1,60.59
1998,NUTS,2010,FR4,1,71.56
1999,NUTS,2010,FR4,1,83.63
2000,NUTS,2010,FR4,1,68.82
2001,NUTS,2010,FR4,1,58.79
2002,NUTS,2010,FR4,1,56.13
2003,NUTS,2010,FR4,1,45.64
2004,NUTS,2010,FR4,1,45.61
2005,NUTS,2010,FR4,1,36.4
2006,NUTS,2010,FR4,1,61.42
2007,NUTS,2010,FR4,1,50.76
2008,NUTS,2010,FR4,1,59.59
2009,NUTS,2010,FR4,1,37.1
2010,NUTS,2010,FR4,1,53.56
2011,NUTS,2010,FR4,1,38.6
2012,NUTS,2010,FR4,1,38.65
1979,NUTS,2010,FR41,2,1.0
1980,NUTS,2010,FR41,2,0.5
1982,NUTS,2010,FR41,2,3.0
1983,NUTS,2010,FR41,2,0.33
1984,NUTS,2010,FR41,2,1.0
1985,NUTS,2010,FR41,2,2.0
1986,NUTS,2010,FR41,2,1.83
1987,NUTS,2010,FR41,2,0.5
1988,NUTS,2010,FR41,2,4.17
1989,NUTS,2010,FR41,2,4.75
1990,NUTS,2010,FR41,2,2.25
1991,NUTS,2010,FR41,2,6.25
1992,NUTS,2010,FR41,2,1.92
1993,NUTS,2010,FR41,2,10.0
1994,NUTS,2010,FR41,2,27.92
1995,NUTS,2010,FR41,2,11.0
1996,NUTS,2010,FR41,2,11.1
1997,NUTS,2010,FR41,2,16.83
1998,NUTS,2010,FR41,2,17.08
1999,NUTS,2010,FR41,2,12.58
2000,NUTS,2010,FR41,2,7.65
2001,NUTS,2010,FR41,2,9.38
2002,NUTS,2010,FR41,2,9.98
2003,NUTS,2010,FR41,2,3.08
2004,NUTS,2010,FR41,2,11.33
2005,NUTS,2010,FR41,2,5.48
2006,NUTS,2010,FR41,2,9.32
2007,NUTS,2010,FR41,2,8.25
2008,NUTS,2010,FR41,2,13.53
2009,NUTS,2010,FR41,2,5.68
2010,NUTS,2010,FR41,2,6.94
2011,NUTS,2010,FR41,2,5.38
2012,NUTS,2010,FR41,2,12.39
1979,NUTS,2010,FR411,3,1.0
1980,NUTS,2010,FR411,3,0.5
1983,NUTS,2010,FR411,3,0.33
1984,NUTS,2010,FR411,3,1.0
1985,NUTS,2010,FR411,3,1.0
1987,NUTS,2010,FR411,3,0.5
1988,NUTS,2010,FR411,3,1.67
1989,NUTS,2010,FR411,3,3.75
1990,NUTS,2010,FR411,3,1.0
1991,NUTS,2010,FR411,3,2.75
1992,NUTS,2010,FR411,3,0.58
1993,NUTS,2010,FR411,3,1.5
1994,NUTS,2010,FR411,3,0.92
1995,NUTS,2010,FR411,3,0.75
1996,NUTS,2010,FR411,3,1.1
1997,NUTS,2010,FR411,3,5.23
1998,NUTS,2010,FR411,3,3.92
1999,NUTS,2010,FR411,3,2.58
2000,NUTS,2010,FR411,3,2.95
2001,NUTS,2010,FR411,3,3.96
2002,NUTS,2010,FR411,3,6.73
2003,NUTS,2010,FR411,3,1.33
2004,NUTS,2010,FR411,3,2.0
2005,NUTS,2010,FR411,3,2.78
2006,NUTS,2010,FR411,3,5.2
2007,NUTS,2010,FR411,3,5.75
2008,NUTS,2010,FR411,3,6.42
2009,NUTS,2010,FR411,3,2.48
2010,NUTS,2010,FR411,3,4.74
2011,NUTS,2010,FR411,3,2.79
2012,NUTS,2010,FR411,3,7.85
1998,NUTS,2010,FR412,3,1.0
1999,NUTS,2010,FR412,3,1.0
2003,NUTS,2010,FR412,3,0.25
2005,NUTS,2010,FR412,3,0.2
2009,NUTS,2010,FR412,3,0.5
2010,NUTS,2010,FR412,3,0.5
2012,NUTS,2010,FR412,3,0.25
1982,NUTS,2010,FR413,3,3.0
1986,NUTS,2010,FR413,3,1.83
1988,NUTS,2010,FR413,3,1.5
1989,NUTS,2010,FR413,3,1.0
1990,NUTS,2010,FR413,3,1.25
1991,NUTS,2010,FR413,3,3.5
1992,NUTS,2010,FR413,3,1.33
1993,NUTS,2010,FR413,3,7.5
1994,NUTS,2010,FR413,3,25.5
1995,NUTS,2010,FR413,3,10.25
1996,NUTS,2010,FR413,3,10.0
1997,NUTS,2010,FR413,3,11.6
1998,NUTS,2010,FR413,3,12.17
1999,NUTS,2010,FR413,3,9.0
2000,NUTS,2010,FR413,3,4.7
2001,NUTS,2010,FR413,3,5.42
2002,NUTS,2010,FR413,3,3.25
2003,NUTS,2010,FR413,3,1.5
2004,NUTS,2010,FR413,3,8.83
2005,NUTS,2010,FR413,3,2.5
2006,NUTS,2010,FR413,3,4.12
2007,NUTS,2010,FR413,3,2.5
2008,NUTS,2010,FR413,3,5.12
2009,NUTS,2010,FR413,3,2.69
2010,NUTS,2010,FR413,3,1.7
2011,NUTS,2010,FR413,3,2.19
2012,NUTS,2010,FR413,3,4.17
1985,NUTS,2010,FR414,3,1.0
1988,NUTS,2010,FR414,3,1.0
1993,NUTS,2010,FR414,3,1.0
1994,NUTS,2010,FR414,3,1.5
2004,NUTS,2010,FR414,3,0.5
2008,NUTS,2010,FR414,3,2.0
2011,NUTS,2010,FR414,3,0.39
2012,NUTS,2010,FR414,3,0.13
1978,NUTS,2010,FR42,2,0.29
1980,NUTS,2010,FR42,2,3.83
1981,NUTS,2010,FR42,2,1.0
1982,NUTS,2010,FR42,2,5.58
1983,NUTS,2010,FR42,2,7.25
1984,NUTS,2010,FR42,2,12.87
1985,NUTS,2010,FR42,2,7.18
1986,NUTS,2010,FR42,2,20.16
1987,NUTS,2010,FR42,2,19.87
1988,NUTS,2010,FR42,2,21.17
1989,NUTS,2010,FR42,2,29.86
1990,NUTS,2010,FR42,2,30.56
1991,NUTS,2010,FR42,2,21.72
1992,NUTS,2010,FR42,2,36.65
1993,NUTS,2010,FR42,2,41.27
1994,NUTS,2010,FR42,2,20.62
1995,NUTS,2010,FR42,2,16.83
1996,NUTS,2010,FR42,2,31.98
1997,NUTS,2010,FR42,2,26.42
1998,NUTS,2010,FR42,2,37.77
1999,NUTS,2010,FR42,2,56.45
2000,NUTS,2010,FR42,2,50.33
2001,NUTS,2010,FR42,2,37.45
2002,NUTS,2010,FR42,2,37.79
2003,NUTS,2010,FR42,2,33.22
2004,NUTS,2010,FR42,2,29.21
2005,NUTS,2010,FR42,2,25.41
2006,NUTS,2010,FR42,2,47.49
2007,NUTS,2010,FR42,2,38.91
2008,NUTS,2010,FR42,2,39.89
2009,NUTS,2010,FR42,2,24.91
2010,NUTS,2010,FR42,2,41.12
2011,NUTS,2010,FR42,2,28.59
2012,NUTS,2010,FR42,2,22.18
1978,NUTS,2010,FR421,3,0.29
1980,NUTS,2010,FR421,3,0.33
1981,NUTS,2010,FR421,3,1.0
1982,NUTS,2010,FR421,3,3.75
1983,NUTS,2010,FR421,3,7.08
1984,NUTS,2010,FR421,3,10.78
1985,NUTS,2010,FR421,3,7.18
1986,NUTS,2010,FR421,3,18.66
1987,NUTS,2010,FR421,3,19.87
1988,NUTS,2010,FR421,3,20.83
1989,NUTS,2010,FR421,3,25.19
1990,NUTS,2010,FR421,3,26.14
1991,NUTS,2010,FR421,3,19.05
1992,NUTS,2010,FR421,3,34.15
1993,NUTS,2010,FR421,3,40.68
1994,NUTS,2010,FR421,3,15.95
1995,NUTS,2010,FR421,3,13.83
1996,NUTS,2010,FR421,3,24.5
1997,NUTS,2010,FR421,3,24.51
1998,NUTS,2010,FR421,3,34.32
1999,NUTS,2010,FR421,3,51.31
2000,NUTS,2010,FR421,3,39.82
2001,NUTS,2010,FR421,3,31.75
2002,NUTS,2010,FR421,3,32.0
2003,NUTS,2010,FR421,3,23.42
2004,NUTS,2010,FR421,3,23.17
2005,NUTS,2010,FR421,3,18.64
2006,NUTS,2010,FR421,3,33.19
2007,NUTS,2010,FR421,3,28.02
2008,NUTS,2010,FR421,3,27.99
2009,NUTS,2010,FR421,3,21.13
2010,NUTS,2010,FR421,3,30.53
2011,NUTS,2010,FR421,3,18.35
2012,NUTS,2010,FR421,3,17.33
1980,NUTS,2010,FR422,3,3.5
1982,NUTS,2010,FR422,3,1.83
1983,NUTS,2010,FR422,3,0.17
1984,NUTS,2010,FR422,3,2.08
1986,NUTS,2010,FR422,3,1.5
1988,NUTS,2010,FR422,3,0.33
1989,NUTS,2010,FR422,3,4.67
1990,NUTS,2010,FR422,3,4.42
1991,NUTS,2010,FR422,3,2.67
1992,NUTS,2010,FR422,3,2.5
1993,NUTS,2010,FR422,3,0.58
1994,NUTS,2010,FR422,3,4.67
1995,NUTS,2010,FR422,3,3.0
1996,NUTS,2010,FR422,3,7.48
1997,NUTS,2010,FR422,3,1.92
1998,NUTS,2010,FR422,3,3.46
1999,NUTS,2010,FR422,3,5.13
2000,NUTS,2010,FR422,3,10.51
2001,NUTS,2010,FR422,3,5.69
2002,NUTS,2010,FR422,3,5.79
2003,NUTS,2010,FR422,3,9.81
2004,NUTS,2010,FR422,3,6.04
2005,NUTS,2010,FR422,3,6.77
2006,NUTS,2010,FR422,3,14.3
2007,NUTS,2010,FR422,3,10.89
2008,NUTS,2010,FR422,3,11.9
2009,NUTS,2010,FR422,3,3.78
2010,NUTS,2010,FR422,3,10.59
2011,NUTS,2010,FR422,3,10.24
2012,NUTS,2010,FR422,3,4.85
1980,NUTS,2010,FR43,2,1.75
1981,NUTS,2010,FR43,2,5.33
1982,NUTS,2010,FR43,2,0.5
1983,NUTS,2010,FR43,2,1.33
1984,NUTS,2010,FR43,2,3.0
1985,NUTS,2010,FR43,2,4.0
1986,NUTS,2010,FR43,2,3.0
1987,NUTS,2010,FR43,2,4.35
1988,NUTS,2010,FR43,2,5.88
1989,NUTS,2010,FR43,2,4.9
1990,NUTS,2010,FR43,2,5.83
1991,NUTS,2010,FR43,2,4.75
1992,NUTS,2010,FR43,2,3.5
1993,NUTS,2010,FR43,2,10.0
1994,NUTS,2010,FR43,2,14.17
1995,NUTS,2010,FR43,2,7.0
1996,NUTS,2010,FR43,2,4.28
1997,NUTS,2010,FR43,2,17.33
1998,NUTS,2010,FR43,2,16.7
1999,NUTS,2010,FR43,2,14.6
2000,NUTS,2010,FR43,2,10.83
2001,NUTS,2010,FR43,2,11.97
2002,NUTS,2010,FR43,2,8.35
2003,NUTS,2010,FR43,2,9.33
2004,NUTS,2010,FR43,2,5.07
2005,NUTS,2010,FR43,2,5.5
2006,NUTS,2010,FR43,2,4.62
2007,NUTS,2010,FR43,2,3.6
2008,NUTS,2010,FR43,2,6.17
2009,NUTS,2010,FR43,2,6.52
2010,NUTS,2010,FR43,2,5.5
2011,NUTS,2010,FR43,2,4.63
2012,NUTS,2010,FR43,2,4.08
1980,NUTS,2010,FR431,3,1.0
1981,NUTS,2010,FR431,3,1.33
1982,NUTS,2010,FR431,3,0.5
1983,NUTS,2010,FR431,3,1.0
1984,NUTS,2010,FR431,3,1.5
1985,NUTS,2010,FR431,3,3.0
1986,NUTS,2010,FR431,3,1.0
1987,NUTS,2010,FR431,3,3.35
1988,NUTS,2010,FR431,3,3.3
1989,NUTS,2010,FR431,3,2.43
1990,NUTS,2010,FR431,3,4.0
1991,NUTS,2010,FR431,3,2.25
1992,NUTS,2010,FR431,3,2.0
1993,NUTS,2010,FR431,3,5.0
1994,NUTS,2010,FR431,3,5.67
1995,NUTS,2010,FR431,3,2.5
1996,NUTS,2010,FR431,3,1.75
1997,NUTS,2010,FR431,3,6.83
1998,NUTS,2010,FR431,3,11.17
1999,NUTS,2010,FR431,3,6.52
2000,NUTS,2010,FR431,3,6.5
2001,NUTS,2010,FR431,3,4.7
2002,NUTS,2010,FR431,3,2.93
2003,NUTS,2010,FR431,3,3.5
2004,NUTS,2010,FR431,3,1.57
2005,NUTS,2010,FR431,3,2.92
2006,NUTS,2010,FR431,3,2.87
2007,NUTS,2010,FR431,3,3.02
2008,NUTS,2010,FR431,3,2.92
2009,NUTS,2010,FR431,3,3.67
2010,NUTS,2010,FR431,3,3.5
2011,NUTS,2010,FR431,3,4.63
2012,NUTS,2010,FR431,3,2.83
1980,NUTS,2010,FR432,3,0.25
1988,NUTS,2010,FR432,3,0.75
1989,NUTS,2010,FR432,3,0.5
1990,NUTS,2010,FR432,3,1.5
1992,NUTS,2010,FR432,3,0.5
1993,NUTS,2010,FR432,3,3.5
1994,NUTS,2010,FR432,3,7.0
1995,NUTS,2010,FR432,3,3.0
1996,NUTS,2010,FR432,3,2.2
1997,NUTS,2010,FR432,3,6.5
1998,NUTS,2010,FR432,3,5.33
1999,NUTS,2010,FR432,3,5.17
2000,NUTS,2010,FR432,3,4.33
2001,NUTS,2010,FR432,3,5.17
2002,NUTS,2010,FR432,3,3.92
2003,NUTS,2010,FR432,3,5.25
2004,NUTS,2010,FR432,3,3.5
2005,NUTS,2010,FR432,3,2.33
2006,NUTS,2010,FR432,3,1.0
2007,NUTS,2010,FR432,3,0.33
2008,NUTS,2010,FR432,3,0.42
2009,NUTS,2010,FR432,3,1.0
2012,NUTS,2010,FR432,3,1.0
1986,NUTS,2010,FR433,3,1.0
1987,NUTS,2010,FR433,3,0.25
1988,NUTS,2010,FR433,3,0.33
1989,NUTS,2010,FR433,3,0.14
1991,NUTS,2010,FR433,3,0.5
1995,NUTS,2010,FR433,3,0.5
1997,NUTS,2010,FR433,3,3.0
1999,NUTS,2010,FR433,3,1.33
2002,NUTS,2010,FR433,3,1.0
2003,NUTS,2010,FR433,3,0.58
2006,NUTS,2010,FR433,3,0.25
2008,NUTS,2010,FR433,3,1.33
2009,NUTS,2010,FR433,3,1.2
2010,NUTS,2010,FR433,3,1.0
1980,NUTS,2010,FR434,3,0.5
1981,NUTS,2010,FR434,3,4.0
1983,NUTS,2010,FR434,3,0.33
1984,NUTS,2010,FR434,3,1.5
1985,NUTS,2010,FR434,3,1.0
1986,NUTS,2010,FR434,3,1.0
1987,NUTS,2010,FR434,3,0.75
1988,NUTS,2010,FR434,3,1.5
1989,NUTS,2010,FR434,3,1.83
1990,NUTS,2010,FR434,3,0.33
1991,NUTS,2010,FR434,3,2.0
1992,NUTS,2010,FR434,3,1.0
1993,NUTS,2010,FR434,3,1.5
1994,NUTS,2010,FR434,3,1.5
1995,NUTS,2010,FR434,3,1.0
1996,NUTS,2010,FR434,3,0.33
1997,NUTS,2010,FR434,3,1.0
1998,NUTS,2010,FR434,3,0.2
1999,NUTS,2010,FR434,3,1.58
2001,NUTS,2010,FR434,3,2.1
2002,NUTS,2010,FR434,3,0.5
2005,NUTS,2010,FR434,3,0.25
2006,NUTS,2010,FR434,3,0.5
2007,NUTS,2010,FR434,3,0.25
2008,NUTS,2010,FR434,3,1.5
2009,NUTS,2010,FR434,3,0.65
2010,NUTS,2010,FR434,3,1.0
2012,NUTS,2010,FR434,3,0.25
1977,NUTS,2010,FR5,1,0.67
1978,NUTS,2010,FR5,1,12.5
1979,NUTS,2010,FR5,1,27.17
1980,NUTS,2010,FR5,1,25.37
1981,NUTS,2010,FR5,1,18.75
1982,NUTS,2010,FR5,1,23.1
1983,NUTS,2010,FR5,1,25.17
1984,NUTS,2010,FR5,1,26.28
1985,NUTS,2010,FR5,1,24.77
1986,NUTS,2010,FR5,1,32.33
1987,NUTS,2010,FR5,1,42.57
1988,NUTS,2010,FR5,1,47.25
1989,NUTS,2010,FR5,1,60.56
1990,NUTS,2010,FR5,1,47.2
1991,NUTS,2010,FR5,1,43.83
1992,NUTS,2010,FR5,1,47.71
1993,NUTS,2010,FR5,1,51.5
1994,NUTS,2010,FR5,1,51.62
1995,NUTS,2010,FR5,1,53.03
1996,NUTS,2010,FR5,1,47.28
1997,NUTS,2010,FR5,1,82.63
1998,NUTS,2010,FR5,1,111.68
1999,NUTS,2010,FR5,1,130.59
2000,NUTS,2010,FR5,1,187.73
2001,NUTS,2010,FR5,1,216.98
2002,NUTS,2010,FR5,1,214.7
2003,NUTS,2010,FR5,1,263.77
2004,NUTS,2010,FR5,1,228.82
2005,NUTS,2010,FR5,1,271.09
2006,NUTS,2010,FR5,1,274.14
2007,NUTS,2010,FR5,1,263.29
2008,NUTS,2010,FR5,1,256.72
2009,NUTS,2010,FR5,1,249.67
2010,NUTS,2010,FR5,1,251.38
2011,NUTS,2010,FR5,1,281.73
2012,NUTS,2010,FR5,1,230.0
1978,NUTS,2010,FR51,2,3.0
1979,NUTS,2010,FR51,2,2.67
1980,NUTS,2010,FR51,2,4.83
1982,NUTS,2010,FR51,2,1.5
1983,NUTS,2010,FR51,2,2.67
1984,NUTS,2010,FR51,2,1.83
1985,NUTS,2010,FR51,2,5.5
1986,NUTS,2010,FR51,2,2.5
1987,NUTS,2010,FR51,2,3.61
1988,NUTS,2010,FR51,2,2.25
1989,NUTS,2010,FR51,2,3.88
1990,NUTS,2010,FR51,2,3.75
1991,NUTS,2010,FR51,2,3.17
1992,NUTS,2010,FR51,2,7.89
1993,NUTS,2010,FR51,2,8.17
1994,NUTS,2010,FR51,2,7.13
1995,NUTS,2010,FR51,2,8.82
1996,NUTS,2010,FR51,2,6.47
1997,NUTS,2010,FR51,2,9.05
1998,NUTS,2010,FR51,2,13.48
1999,NUTS,2010,FR51,2,15.9
2000,NUTS,2010,FR51,2,19.2
2001,NUTS,2010,FR51,2,25.32
2002,NUTS,2010,FR51,2,21.0
2003,NUTS,2010,FR51,2,28.88
2004,NUTS,2010,FR51,2,30.31
2005,NUTS,2010,FR51,2,37.47
2006,NUTS,2010,FR51,2,26.95
2007,NUTS,2010,FR51,2,29.14
2008,NUTS,2010,FR51,2,29.82
2009,NUTS,2010,FR51,2,39.06
2010,NUTS,2010,FR51,2,32.32
2011,NUTS,2010,FR51,2,42.06
2012,NUTS,2010,FR51,2,26.03
1979,NUTS,2010,FR511,3,2.5
1980,NUTS,2010,FR511,3,3.83
1983,NUTS,2010,FR511,3,1.67
1984,NUTS,2010,FR511,3,0.33
1985,NUTS,2010,FR511,3,2.83
1986,NUTS,2010,FR511,3,2.5
1987,NUTS,2010,FR511,3,0.94
1988,NUTS,2010,FR511,3,0.75
1989,NUTS,2010,FR511,3,1.88
1990,NUTS,2010,FR511,3,1.0
1991,NUTS,2010,FR511,3,3.17
1992,NUTS,2010,FR511,3,3.11
1993,NUTS,2010,FR511,3,5.17
1994,NUTS,2010,FR511,3,6.0
1995,NUTS,2010,FR511,3,4.9
1996,NUTS,2010,FR511,3,5.35
1997,NUTS,2010,FR511,3,2.14
1998,NUTS,2010,FR511,3,7.32
1999,NUTS,2010,FR511,3,7.78
2000,NUTS,2010,FR511,3,10.97
2001,NUTS,2010,FR511,3,16.85
2002,NUTS,2010,FR511,3,11.69
2003,NUTS,2010,FR511,3,16.09
2004,NUTS,2010,FR511,3,18.48
2005,NUTS,2010,FR511,3,23.03
2006,NUTS,2010,FR511,3,18.75
2007,NUTS,2010,FR511,3,16.26
2008,NUTS,2010,FR511,3,18.15
2009,NUTS,2010,FR511,3,11.81
2010,NUTS,2010,FR511,3,12.74
2011,NUTS,2010,FR511,3,20.6
2012,NUTS,2010,FR511,3,16.08
1978,NUTS,2010,FR512,3,3.0
1979,NUTS,2010,FR512,3,0.17
1982,NUTS,2010,FR512,3,0.5
1984,NUTS,2010,FR512,3,1.5
1985,NUTS,2010,FR512,3,1.67
1987,NUTS,2010,FR512,3,1.33
1988,NUTS,2010,FR512,3,1.5
1990,NUTS,2010,FR512,3,2.0
1992,NUTS,2010,FR512,3,2.2
1995,NUTS,2010,FR512,3,2.0
1996,NUTS,2010,FR512,3,1.13
1997,NUTS,2010,FR512,3,1.33
1998,NUTS,2010,FR512,3,4.67
1999,NUTS,2010,FR512,3,6.17
2000,NUTS,2010,FR512,3,2.45
2001,NUTS,2010,FR512,3,6.33
2002,NUTS,2010,FR512,3,8.14
2003,NUTS,2010,FR512,3,8.42
2004,NUTS,2010,FR512,3,7.12
2005,NUTS,2010,FR512,3,10.52
2006,NUTS,2010,FR512,3,6.72
2007,NUTS,2010,FR512,3,6.13
2008,NUTS,2010,FR512,3,6.33
2009,NUTS,2010,FR512,3,7.17
2010,NUTS,2010,FR512,3,8.4
2011,NUTS,2010,FR512,3,10.4
2012,NUTS,2010,FR512,3,6.45
1982,NUTS,2010,FR513,3,1.0
1989,NUTS,2010,FR513,3,2.0
1990,NUTS,2010,FR513,3,0.75
1992,NUTS,2010,FR513,3,2.0
1993,NUTS,2010,FR513,3,1.0
1994,NUTS,2010,FR513,3,1.13
1995,NUTS,2010,FR513,3,0.5
1997,NUTS,2010,FR513,3,0.83
1998,NUTS,2010,FR513,3,0.5
1999,NUTS,2010,FR513,3,0.5
2000,NUTS,2010,FR513,3,1.0
2001,NUTS,2010,FR513,3,1.0
2004,NUTS,2010,FR513,3,0.83
2007,NUTS,2010,FR513,3,1.0
2008,NUTS,2010,FR513,3,1.0
2009,NUTS,2010,FR513,3,1.33
2010,NUTS,2010,FR513,3,1.0
2011,NUTS,2010,FR513,3,3.81
2012,NUTS,2010,FR513,3,1.0
1980,NUTS,2010,FR514,3,1.0
1987,NUTS,2010,FR514,3,1.0
1992,NUTS,2010,FR514,3,0.58
1995,NUTS,2010,FR514,3,0.67
1997,NUTS,2010,FR514,3,4.74
1998,NUTS,2010,FR514,3,0.67
1999,NUTS,2010,FR514,3,1.25
2000,NUTS,2010,FR514,3,2.92
2001,NUTS,2010,FR514,3,1.14
2002,NUTS,2010,FR514,3,1.0
2003,NUTS,2010,FR514,3,3.03
2004,NUTS,2010,FR514,3,2.88
2005,NUTS,2010,FR514,3,2.17
2006,NUTS,2010,FR514,3,0.58
2007,NUTS,2010,FR514,3,3.5
2008,NUTS,2010,FR514,3,3.83
2009,NUTS,2010,FR514,3,16.17
2010,NUTS,2010,FR514,3,6.69
2011,NUTS,2010,FR514,3,2.67
2012,NUTS,2010,FR514,3,2.5
1983,NUTS,2010,FR515,3,1.0
1985,NUTS,2010,FR515,3,1.0
1987,NUTS,2010,FR515,3,0.33
1993,NUTS,2010,FR515,3,2.0
1995,NUTS,2010,FR515,3,0.75
1998,NUTS,2010,FR515,3,0.33
1999,NUTS,2010,FR515,3,0.2
2000,NUTS,2010,FR515,3,1.87
2002,NUTS,2010,FR515,3,0.17
2003,NUTS,2010,FR515,3,1.33
2004,NUTS,2010,FR515,3,1.0
2005,NUTS,2010,FR515,3,1.75
2006,NUTS,2010,FR515,3,0.9
2007,NUTS,2010,FR515,3,2.25
2008,NUTS,2010,FR515,3,0.5
2009,NUTS,2010,FR515,3,2.58
2010,NUTS,2010,FR515,3,3.5
2011,NUTS,2010,FR515,3,4.58
1977,NUTS,2010,FR52,2,0.67
1978,NUTS,2010,FR52,2,7.5
1979,NUTS,2010,FR52,2,22.5
1980,NUTS,2010,FR52,2,20.33
1981,NUTS,2010,FR52,2,15.5
1982,NUTS,2010,FR52,2,19.1
1983,NUTS,2010,FR52,2,21.67
1984,NUTS,2010,FR52,2,24.05
1985,NUTS,2010,FR52,2,15.27
1986,NUTS,2010,FR52,2,26.83
1987,NUTS,2010,FR52,2,33.46
1988,NUTS,2010,FR52,2,37.0
1989,NUTS,2010,FR52,2,52.95
1990,NUTS,2010,FR52,2,42.45
1991,NUTS,2010,FR52,2,38.17
1992,NUTS,2010,FR52,2,37.82
1993,NUTS,2010,FR52,2,40.33
1994,NUTS,2010,FR52,2,41.17
1995,NUTS,2010,FR52,2,40.38
1996,NUTS,2010,FR52,2,39.81
1997,NUTS,2010,FR52,2,65.2
1998,NUTS,2010,FR52,2,92.62
1999,NUTS,2010,FR52,2,110.62
2000,NUTS,2010,FR52,2,160.21
2001,NUTS,2010,FR52,2,188.49
2002,NUTS,2010,FR52,2,191.58
2003,NUTS,2010,FR52,2,224.61
2004,NUTS,2010,FR52,2,190.46
2005,NUTS,2010,FR52,2,227.52
2006,NUTS,2010,FR52,2,239.82
2007,NUTS,2010,FR52,2,226.95
2008,NUTS,2010,FR52,2,211.09
2009,NUTS,2010,FR52,2,199.93
2010,NUTS,2010,FR52,2,211.11
2011,NUTS,2010,FR52,2,229.57
2012,NUTS,2010,FR52,2,201.29
1978,NUTS,2010,FR521,3,3.0
1979,NUTS,2010,FR521,3,10.5
1980,NUTS,2010,FR521,3,8.5
1981,NUTS,2010,FR521,3,8.5
1982,NUTS,2010,FR521,3,13.02
1983,NUTS,2010,FR521,3,13.0
1984,NUTS,2010,FR521,3,12.92
1985,NUTS,2010,FR521,3,7.1
1986,NUTS,2010,FR521,3,15.33
1987,NUTS,2010,FR521,3,19.46
1988,NUTS,2010,FR521,3,16.5
1989,NUTS,2010,FR521,3,25.58
1990,NUTS,2010,FR521,3,13.75
1991,NUTS,2010,FR521,3,26.67
1992,NUTS,2010,FR521,3,25.57
1993,NUTS,2010,FR521,3,20.42
1994,NUTS,2010,FR521,3,13.5
1995,NUTS,2010,FR521,3,14.58
1996,NUTS,2010,FR521,3,10.17
1997,NUTS,2010,FR521,3,21.36
1998,NUTS,2010,FR521,3,17.73
1999,NUTS,2010,FR521,3,26.43
2000,NUTS,2010,FR521,3,33.15
2001,NUTS,2010,FR521,3,32.59
2002,NUTS,2010,FR521,3,46.58
