year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_hes_total
2004,NUTS,2010,EU27_2020,7,474338.0
2005,NUTS,2010,EU27_2020,7,494646.0
2006,NUTS,2010,EU27_2020,7,516274.0
2007,NUTS,2010,EU27_2020,7,541052.0
2008,NUTS,2010,EU27_2020,7,569560.0
2009,NUTS,2010,EU27_2020,7,591320.0
2010,NUTS,2010,EU27_2020,7,598792.0
2011,NUTS,2010,EU27_2020,7,607189.0
2012,NUTS,2010,EU27_2020,7,623359.0
2013,NUTS,2010,EU27_2020,7,635754.0
2014,NUTS,2010,EU27_2020,7,644821.0
2015,NUTS,2010,EU27_2020,7,657930.0
2016,NUTS,2010,EU27_2020,7,660429.0
2017,NUTS,2010,EU27_2020,7,690475.0
2018,NUTS,2010,EU27_2020,7,715058.0
2019,NUTS,2010,EU27_2020,7,734943.0
1997,NUTS,2010,FI,0,7281.0
1998,NUTS,2010,FI,0,7928.0
1999,NUTS,2010,FI,0,8975.0
2000,NUTS,2010,FI,0,8892.0
2001,NUTS,2010,FI,0,9526.0
2002,NUTS,2010,FI,0,10577.0
2003,NUTS,2010,FI,0,11160.0
2004,NUTS,2010,FI,0,11670.0
2005,NUTS,2010,FI,0,12093.0
2006,NUTS,2010,FI,0,13350.0
2007,NUTS,2010,FI,0,13792.0
2008,NUTS,2010,FI,0,13690.0
2009,NUTS,2010,FI,0,14002.0
2010,NUTS,2010,FI,0,14359.0
2011,NUTS,2010,FI,0,14451.0
2012,NUTS,2010,FI,0,14429.0
2013,NUTS,2010,FI,0,13903.0
2014,NUTS,2010,FI,0,13935.0
2015,NUTS,2010,FI,0,13619.0
2016,NUTS,2010,FI,0,13599.0
2017,NUTS,2010,FI,0,14152.0
2018,NUTS,2010,FI,0,14863.0
2019,NUTS,2010,FI,0,15467.0
2000,NUTS,2010,FR,0,52814.0
2001,NUTS,2010,FR,0,53871.0
2002,NUTS,2010,FR,0,57838.0
2003,NUTS,2010,FR,0,58854.0
2004,NUTS,2010,FR,0,59571.0
2005,NUTS,2010,FR,0,61174.0
2006,NUTS,2010,FR,0,62456.0
2007,NUTS,2010,FR,0,63571.0
2008,NUTS,2010,FR,0,64171.0
2009,NUTS,2010,FR,0,62619.0
2010,NUTS,2010,FR,0,59561.0
2011,NUTS,2010,FR,0,60487.0
2012,NUTS,2010,FR,0,60626.0
2013,NUTS,2010,FR,0,61095.0
2014,NUTS,2010,FR,0,71114.0
2016,NUTS,2010,FR,0,83101.0
2017,NUTS,2010,FR,0,83273.0
2002,NUTS,2010,HR,0,4542.0
2003,NUTS,2010,HR,0,4755.0
2004,NUTS,2010,HR,0,5001.0
2005,NUTS,2010,HR,0,4254.0
2006,NUTS,2010,HR,0,4296.0
2007,NUTS,2010,HR,0,4740.0
2008,NUTS,2010,HR,0,4882.0
2009,NUTS,2010,HR,0,4838.0
2010,NUTS,2010,HR,0,5264.0
2011,NUTS,2010,HR,0,4837.0
2012,NUTS,2010,HR,0,4699.0
2013,NUTS,2010,HR,0,4787.0
2014,NUTS,2010,HR,0,4620.0
2015,NUTS,2010,HR,0,5126.0
2016,NUTS,2010,HR,0,5736.0
2017,NUTS,2010,HR,0,6056.0
2018,NUTS,2010,HR,0,6258.0
2019,NUTS,2010,HR,0,7017.0
2020,NUTS,2010,HR,0,7317.0
2002,NUTS,2010,HR0,1,4542.0
2003,NUTS,2010,HR0,1,4755.0
2004,NUTS,2010,HR0,1,5001.0
2005,NUTS,2010,HR0,1,4254.0
2006,NUTS,2010,HR0,1,4296.0
2007,NUTS,2010,HR0,1,4740.0
2008,NUTS,2010,HR0,1,4882.0
2009,NUTS,2010,HR0,1,4838.0
2010,NUTS,2010,HR0,1,5264.0
2011,NUTS,2010,HR0,1,4837.0
2012,NUTS,2010,HR0,1,4699.0
2013,NUTS,2010,HR0,1,4787.0
2014,NUTS,2010,HR0,1,4620.0
2015,NUTS,2010,HR0,1,5126.0
2016,NUTS,2010,HR0,1,5736.0
2017,NUTS,2010,HR0,1,6056.0
2018,NUTS,2010,HR0,1,6258.0
2019,NUTS,2010,HR0,1,7017.0
2020,NUTS,2010,HR0,1,7317.0
2008,NUTS,2010,HR02,2,480.0
2009,NUTS,2010,HR02,2,507.0
2010,NUTS,2010,HR02,2,522.0
2020,NUTS,2010,HR02,2,799.0
2008,NUTS,2010,HR03,2,1665.0
2009,NUTS,2010,HR03,2,1704.0
2010,NUTS,2010,HR03,2,1824.0
2011,NUTS,2010,HR03,2,1780.0
2012,NUTS,2010,HR03,2,1765.0
2013,NUTS,2010,HR03,2,1788.0
2014,NUTS,2010,HR03,2,1733.0
2015,NUTS,2010,HR03,2,1715.0
2016,NUTS,2010,HR03,2,1718.0
2017,NUTS,2010,HR03,2,1903.0
2018,NUTS,2010,HR03,2,2006.0
2019,NUTS,2010,HR03,2,2357.0
2020,NUTS,2010,HR03,2,2485.0
2008,NUTS,2010,HR04,2,3217.0
2009,NUTS,2010,HR04,2,3134.0
2010,NUTS,2010,HR04,2,3440.0
2011,NUTS,2010,HR04,2,3057.0
2012,NUTS,2010,HR04,2,2934.0
2013,NUTS,2010,HR04,2,2999.0
2014,NUTS,2010,HR04,2,2887.0
2015,NUTS,2010,HR04,2,3411.0
2016,NUTS,2010,HR04,2,4018.0
2017,NUTS,2010,HR04,2,4153.0
2018,NUTS,2010,HR04,2,4252.0
2019,NUTS,2010,HR04,2,4660.0
2020,NUTS,2010,HR05,2,3834.0
2020,NUTS,2010,HR06,2,199.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2000,NUTS,2010,HU,0,11825.0
2001,NUTS,2010,HU,0,12259.0
2002,NUTS,2010,HU,0,12812.0
2003,NUTS,2010,HU,0,13293.0
2004,NUTS,2010,HU,0,14544.0
2005,NUTS,2010,HU,0,14172.0
2006,NUTS,2010,HU,0,13011.0
2007,NUTS,2010,HU,0,12530.0
2008,NUTS,2010,HU,0,12708.0
2009,NUTS,2010,HU,0,12451.0
2010,NUTS,2010,HU,0,11963.0
2011,NUTS,2010,HU,0,11912.0
2012,NUTS,2010,HU,0,11574.0
2013,NUTS,2010,HU,0,11545.0
2014,NUTS,2010,HU,0,11012.0
2015,NUTS,2010,HU,0,10854.0
2016,NUTS,2010,HU,0,10794.0
2017,NUTS,2010,HU,0,11683.0
2018,NUTS,2010,HU,0,13254.0
2019,NUTS,2010,HU,0,15164.0
2000,NUTS,2010,HU1,1,5705.0
2001,NUTS,2010,HU1,1,5516.0
2002,NUTS,2010,HU1,1,5536.0
2003,NUTS,2010,HU1,1,5590.0
2004,NUTS,2010,HU1,1,5682.0
2005,NUTS,2010,HU1,1,5487.0
2006,NUTS,2010,HU1,1,5201.0
2007,NUTS,2010,HU1,1,5885.0
2008,NUTS,2010,HU1,1,5519.0
2009,NUTS,2010,HU1,1,5393.0
2010,NUTS,2010,HU1,1,5379.0
2011,NUTS,2010,HU1,1,5153.0
2012,NUTS,2010,HU1,1,4856.0
2013,NUTS,2010,HU1,1,4970.0
2014,NUTS,2010,HU1,1,4847.0
2015,NUTS,2010,HU1,1,4782.0
2016,NUTS,2010,HU1,1,4760.0
2017,NUTS,2010,HU1,1,5226.0
2018,NUTS,2010,HU1,1,6352.0
2019,NUTS,2010,HU1,1,7051.0
2000,NUTS,2010,HU10,2,5705.0
2001,NUTS,2010,HU10,2,5516.0
2002,NUTS,2010,HU10,2,5536.0
2003,NUTS,2010,HU10,2,5590.0
2004,NUTS,2010,HU10,2,5682.0
2005,NUTS,2010,HU10,2,5487.0
2006,NUTS,2010,HU10,2,5201.0
2007,NUTS,2010,HU10,2,5885.0
2008,NUTS,2010,HU10,2,5519.0
2009,NUTS,2010,HU10,2,5393.0
2010,NUTS,2010,HU10,2,5379.0
2011,NUTS,2010,HU10,2,5153.0
2012,NUTS,2010,HU10,2,4856.0
2013,NUTS,2010,HU10,2,4970.0
2014,NUTS,2010,HU10,2,4847.0
2015,NUTS,2010,HU10,2,4782.0
2016,NUTS,2010,HU10,2,4760.0
2017,NUTS,2010,HU11,2,4704.0
2018,NUTS,2010,HU11,2,5806.0
2019,NUTS,2010,HU11,2,6687.0
2017,NUTS,2010,HU12,2,522.0
2018,NUTS,2010,HU12,2,546.0
2019,NUTS,2010,HU12,2,364.0
2000,NUTS,2010,HU2,1,2599.0
2001,NUTS,2010,HU2,1,2634.0
2002,NUTS,2010,HU2,1,2711.0
2003,NUTS,2010,HU2,1,2933.0
2004,NUTS,2010,HU2,1,4012.0
2005,NUTS,2010,HU2,1,3621.0
2006,NUTS,2010,HU2,1,3497.0
2007,NUTS,2010,HU2,1,2273.0
2008,NUTS,2010,HU2,1,2817.0
2009,NUTS,2010,HU2,1,2535.0
2010,NUTS,2010,HU2,1,2217.0
2011,NUTS,2010,HU2,1,2143.0
2012,NUTS,2010,HU2,1,2105.0
2013,NUTS,2010,HU2,1,1963.0
2014,NUTS,2010,HU2,1,1854.0
2015,NUTS,2010,HU2,1,1839.0
2016,NUTS,2010,HU2,1,1767.0
2017,NUTS,2010,HU2,1,2144.0
2018,NUTS,2010,HU2,1,2450.0
2019,NUTS,2010,HU2,1,2702.0
2000,NUTS,2010,HU21,2,728.0
2001,NUTS,2010,HU21,2,682.0
2002,NUTS,2010,HU21,2,776.0
2003,NUTS,2010,HU21,2,823.0
2004,NUTS,2010,HU21,2,882.0
2005,NUTS,2010,HU21,2,788.0
2006,NUTS,2010,HU21,2,766.0
2007,NUTS,2010,HU21,2,536.0
2008,NUTS,2010,HU21,2,570.0
2009,NUTS,2010,HU21,2,501.0
2010,NUTS,2010,HU21,2,524.0
2011,NUTS,2010,HU21,2,432.0
2012,NUTS,2010,HU21,2,422.0
2013,NUTS,2010,HU21,2,388.0
2014,NUTS,2010,HU21,2,390.0
2015,NUTS,2010,HU21,2,388.0
2016,NUTS,2010,HU21,2,387.0
2017,NUTS,2010,HU21,2,346.0
2018,NUTS,2010,HU21,2,407.0
2019,NUTS,2010,HU21,2,387.0
2000,NUTS,2010,HU22,2,521.0
2001,NUTS,2010,HU22,2,731.0
2002,NUTS,2010,HU22,2,747.0
2003,NUTS,2010,HU22,2,718.0
2004,NUTS,2010,HU22,2,688.0
2005,NUTS,2010,HU22,2,678.0
2006,NUTS,2010,HU22,2,645.0
2007,NUTS,2010,HU22,2,627.0
2008,NUTS,2010,HU22,2,629.0
2009,NUTS,2010,HU22,2,668.0
2010,NUTS,2010,HU22,2,671.0
2011,NUTS,2010,HU22,2,652.0
2012,NUTS,2010,HU22,2,565.0
2013,NUTS,2010,HU22,2,587.0
2014,NUTS,2010,HU22,2,511.0
2015,NUTS,2010,HU22,2,471.0
2016,NUTS,2010,HU22,2,448.0
2017,NUTS,2010,HU22,2,509.0
2018,NUTS,2010,HU22,2,595.0
2019,NUTS,2010,HU22,2,671.0
2000,NUTS,2010,HU23,2,1350.0
2001,NUTS,2010,HU23,2,1221.0
2002,NUTS,2010,HU23,2,1188.0
2003,NUTS,2010,HU23,2,1392.0
2004,NUTS,2010,HU23,2,2442.0
2005,NUTS,2010,HU23,2,2155.0
2006,NUTS,2010,HU23,2,2086.0
2007,NUTS,2010,HU23,2,1110.0
2008,NUTS,2010,HU23,2,1618.0
2009,NUTS,2010,HU23,2,1366.0
2010,NUTS,2010,HU23,2,1022.0
2011,NUTS,2010,HU23,2,1059.0
2012,NUTS,2010,HU23,2,1118.0
2013,NUTS,2010,HU23,2,988.0
2014,NUTS,2010,HU23,2,953.0
2015,NUTS,2010,HU23,2,980.0
2016,NUTS,2010,HU23,2,932.0
2017,NUTS,2010,HU23,2,1289.0
2018,NUTS,2010,HU23,2,1448.0
2019,NUTS,2010,HU23,2,1644.0
2000,NUTS,2010,HU3,1,3521.0
2001,NUTS,2010,HU3,1,4109.0
2002,NUTS,2010,HU3,1,4565.0
2003,NUTS,2010,HU3,1,4770.0
2004,NUTS,2010,HU3,1,4850.0
2005,NUTS,2010,HU3,1,5064.0
2006,NUTS,2010,HU3,1,4313.0
2007,NUTS,2010,HU3,1,4372.0
2008,NUTS,2010,HU3,1,4372.0
2009,NUTS,2010,HU3,1,4523.0
2010,NUTS,2010,HU3,1,4367.0
2011,NUTS,2010,HU3,1,4616.0
2012,NUTS,2010,HU3,1,4613.0
2013,NUTS,2010,HU3,1,4612.0
2014,NUTS,2010,HU3,1,4311.0
2015,NUTS,2010,HU3,1,4233.0
2016,NUTS,2010,HU3,1,4267.0
2017,NUTS,2010,HU3,1,4313.0
2018,NUTS,2010,HU3,1,4452.0
2019,NUTS,2010,HU3,1,5411.0
2000,NUTS,2010,HU31,2,609.0
2001,NUTS,2010,HU31,2,655.0
2002,NUTS,2010,HU31,2,669.0
2003,NUTS,2010,HU31,2,685.0
2004,NUTS,2010,HU31,2,696.0
2005,NUTS,2010,HU31,2,675.0
2006,NUTS,2010,HU31,2,682.0
2007,NUTS,2010,HU31,2,675.0
2008,NUTS,2010,HU31,2,597.0
2009,NUTS,2010,HU31,2,663.0
2010,NUTS,2010,HU31,2,605.0
2011,NUTS,2010,HU31,2,621.0
2012,NUTS,2010,HU31,2,602.0
2013,NUTS,2010,HU31,2,571.0
2014,NUTS,2010,HU31,2,538.0
2015,NUTS,2010,HU31,2,581.0
2016,NUTS,2010,HU31,2,532.0
2017,NUTS,2010,HU31,2,581.0
2018,NUTS,2010,HU31,2,625.0
2019,NUTS,2010,HU31,2,819.0
2000,NUTS,2010,HU32,2,1703.0
2001,NUTS,2010,HU32,2,1746.0
2002,NUTS,2010,HU32,2,1782.0
2003,NUTS,2010,HU32,2,1914.0
2004,NUTS,2010,HU32,2,1948.0
2005,NUTS,2010,HU32,2,2072.0
2006,NUTS,2010,HU32,2,1700.0
2007,NUTS,2010,HU32,2,1853.0
2008,NUTS,2010,HU32,2,1776.0
2009,NUTS,2010,HU32,2,1819.0
2010,NUTS,2010,HU32,2,1819.0
2011,NUTS,2010,HU32,2,1899.0
2012,NUTS,2010,HU32,2,1967.0
2013,NUTS,2010,HU32,2,1957.0
2014,NUTS,2010,HU32,2,1772.0
2015,NUTS,2010,HU32,2,1680.0
2016,NUTS,2010,HU32,2,1731.0
2017,NUTS,2010,HU32,2,1848.0
2018,NUTS,2010,HU32,2,1761.0
2019,NUTS,2010,HU32,2,2054.0
2000,NUTS,2010,HU33,2,1209.0
2001,NUTS,2010,HU33,2,1708.0
2002,NUTS,2010,HU33,2,2114.0
2003,NUTS,2010,HU33,2,2171.0
2004,NUTS,2010,HU33,2,2206.0
2005,NUTS,2010,HU33,2,2317.0
2006,NUTS,2010,HU33,2,1931.0
2007,NUTS,2010,HU33,2,1844.0
2008,NUTS,2010,HU33,2,1999.0
2009,NUTS,2010,HU33,2,2041.0
2010,NUTS,2010,HU33,2,1943.0
2011,NUTS,2010,HU33,2,2096.0
2012,NUTS,2010,HU33,2,2044.0
2013,NUTS,2010,HU33,2,2084.0
2014,NUTS,2010,HU33,2,2001.0
2015,NUTS,2010,HU33,2,1972.0
2016,NUTS,2010,HU33,2,2004.0
2017,NUTS,2010,HU33,2,1884.0
2018,NUTS,2010,HU33,2,2066.0
2019,NUTS,2010,HU33,2,2538.0
2002,NUTS,2010,IE,0,4710.0
2003,NUTS,2010,IE,0,5036.0
2004,NUTS,2010,IE,0,5363.0
2005,NUTS,2010,IE,0,6200.0
2006,NUTS,2010,IE,0,6922.0
2007,NUTS,2010,IE,0,7250.0
2008,NUTS,2010,IE,0,7376.0
2009,NUTS,2010,IE,0,8095.0
2010,NUTS,2010,IE,0,7948.0
2011,NUTS,2010,IE,0,7746.0
2012,NUTS,2010,IE,0,10459.0
2013,NUTS,2010,IE,0,10427.0
2014,NUTS,2010,IE,0,10395.0
2015,NUTS,2010,IE,0,9227.0
2016,NUTS,2010,IE,0,8060.0
2017,NUTS,2010,IE,0,10501.0
2019,NUTS,2010,IE,0,10292.0
2002,NUTS,2010,IE0,1,4710.0
2003,NUTS,2010,IE0,1,5036.0
2004,NUTS,2010,IE0,1,5363.0
2005,NUTS,2010,IE0,1,6200.0
2006,NUTS,2010,IE0,1,6922.0
2007,NUTS,2010,IE0,1,7250.0
2008,NUTS,2010,IE0,1,7376.0
2009,NUTS,2010,IE0,1,8095.0
2010,NUTS,2010,IE0,1,7949.0
2011,NUTS,2010,IE0,1,7746.0
2012,NUTS,2010,IE0,1,7544.0
2013,NUTS,2010,IE0,1,7592.0
2014,NUTS,2010,IE0,1,9757.0
2015,NUTS,2010,IE0,1,10363.0
2017,NUTS,2010,IE0,1,10501.0
2002,NUTS,2010,IE01,2,900.0
2003,NUTS,2010,IE01,2,920.0
2004,NUTS,2010,IE01,2,948.0
2005,NUTS,2010,IE01,2,1293.0
2006,NUTS,2010,IE01,2,1524.0
2007,NUTS,2010,IE01,2,1562.0
2008,NUTS,2010,IE01,2,1511.0
2009,NUTS,2010,IE01,2,1185.0
2010,NUTS,2010,IE01,2,1174.0
2011,NUTS,2010,IE01,2,1084.0
2012,NUTS,2010,IE01,2,1056.0
2013,NUTS,2010,IE01,2,1063.0
2014,NUTS,2010,IE01,2,1366.0
2015,NUTS,2010,IE01,2,721.0
2017,NUTS,2010,IE01,2,2071.0
2002,NUTS,2010,IE02,2,3810.0
2003,NUTS,2010,IE02,2,4116.0
2004,NUTS,2010,IE02,2,4415.0
2005,NUTS,2010,IE02,2,4907.0
2006,NUTS,2010,IE02,2,5398.0
2007,NUTS,2010,IE02,2,5688.0
2008,NUTS,2010,IE02,2,5865.0
2009,NUTS,2010,IE02,2,6910.0
2010,NUTS,2010,IE02,2,6775.0
2011,NUTS,2010,IE02,2,6662.0
2012,NUTS,2010,IE02,2,6488.0
2013,NUTS,2010,IE02,2,6529.0
2014,NUTS,2010,IE02,2,8391.0
2015,NUTS,2010,IE02,2,9642.0
2017,NUTS,2010,IE02,2,8431.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,579.0
2001,NUTS,2010,IS,0,694.0
2002,NUTS,2010,IS,0,669.0
2003,NUTS,2010,IS,0,624.0
2005,NUTS,2010,IS,0,663.0
2006,NUTS,2010,IS,0,753.0
2007,NUTS,2010,IS,0,705.0
2008,NUTS,2010,IS,0,737.0
2009,NUTS,2010,IS,0,702.0
2011,NUTS,2010,IS,0,987.0
2015,NUTS,2010,IS,0,1412.0
2016,NUTS,2010,IS,0,1626.0
2017,NUTS,2010,IS,0,1518.0
2018,NUTS,2010,IS,0,1518.0
1998,NUTS,2010,IT,0,42585.0
1999,NUTS,2010,IT,0,43102.0
2000,NUTS,2010,IT,0,46268.0
2001,NUTS,2010,IT,0,50723.0
2002,NUTS,2010,IT,0,53057.0
2003,NUTS,2010,IT,0,52672.0
2004,NUTS,2010,IT,0,54434.0
2005,NUTS,2010,IT,0,61177.0
2006,NUTS,2010,IT,0,62907.0
2007,NUTS,2010,IT,0,66814.0
2008,NUTS,2010,IT,0,68356.0
2009,NUTS,2010,IT,0,69317.0
2010,NUTS,2010,IT,0,66498.0
2011,NUTS,2010,IT,0,67199.0
2012,NUTS,2010,IT,0,69509.0
2013,NUTS,2010,IT,0,67659.0
2014,NUTS,2010,IT,0,64095.0
2015,NUTS,2010,IT,0,66061.0
2016,NUTS,2010,IT,0,66327.0
2017,NUTS,2010,IT,0,66589.0
2018,NUTS,2010,IT,0,66734.0
2019,NUTS,2010,IT,0,68115.0
2003,NUTS,2010,ITC,1,10369.0
2004,NUTS,2010,ITC,1,10610.0
2005,NUTS,2010,ITC,1,12483.0
2007,NUTS,2010,ITC,1,14069.0
2008,NUTS,2010,ITC,1,16695.0
2009,NUTS,2010,ITC,1,17535.0
2010,NUTS,2010,ITC,1,17479.0
2011,NUTS,2010,ITC,1,18214.0
2012,NUTS,2010,ITC,1,18673.0
2013,NUTS,2010,ITC,1,16142.0
2014,NUTS,2010,ITC,1,14607.0
2015,NUTS,2010,ITC,1,15428.0
2016,NUTS,2010,ITC,1,15948.0
2017,NUTS,2010,ITC,1,16055.0
2018,NUTS,2010,ITC,1,16172.0
2019,NUTS,2010,ITC,1,16291.0
2003,NUTS,2010,ITC1,2,2940.0
2004,NUTS,2010,ITC1,2,2956.0
2005,NUTS,2010,ITC1,2,3491.0
2007,NUTS,2010,ITC1,2,4480.0
2008,NUTS,2010,ITC1,2,4248.0
2009,NUTS,2010,ITC1,2,4226.0
2010,NUTS,2010,ITC1,2,4034.0
2011,NUTS,2010,ITC1,2,3904.0
2012,NUTS,2010,ITC1,2,4234.0
2013,NUTS,2010,ITC1,2,4465.0
2014,NUTS,2010,ITC1,2,3858.0
2015,NUTS,2010,ITC1,2,4512.0
2016,NUTS,2010,ITC1,2,4049.0
2017,NUTS,2010,ITC1,2,4067.0
2018,NUTS,2010,ITC1,2,4080.0
2019,NUTS,2010,ITC1,2,4135.0
2003,NUTS,2010,ITC2,2,27.0
2004,NUTS,2010,ITC2,2,32.0
2005,NUTS,2010,ITC2,2,18.0
2007,NUTS,2010,ITC2,2,49.0
2008,NUTS,2010,ITC2,2,55.0
2009,NUTS,2010,ITC2,2,70.0
2010,NUTS,2010,ITC2,2,72.0
2011,NUTS,2010,ITC2,2,60.0
2012,NUTS,2010,ITC2,2,59.0
2013,NUTS,2010,ITC2,2,75.0
2014,NUTS,2010,ITC2,2,34.0
2015,NUTS,2010,ITC2,2,48.0
2016,NUTS,2010,ITC2,2,69.0
2017,NUTS,2010,ITC2,2,73.0
2018,NUTS,2010,ITC2,2,67.0
2019,NUTS,2010,ITC2,2,70.0
2003,NUTS,2010,ITC3,2,1354.0
2004,NUTS,2010,ITC3,2,1355.0
2005,NUTS,2010,ITC3,2,1581.0
2007,NUTS,2010,ITC3,2,1550.0
2008,NUTS,2010,ITC3,2,1962.0
2009,NUTS,2010,ITC3,2,2654.0
2010,NUTS,2010,ITC3,2,2615.0
2011,NUTS,2010,ITC3,2,2922.0
2012,NUTS,2010,ITC3,2,2698.0
2013,NUTS,2010,ITC3,2,2058.0
2014,NUTS,2010,ITC3,2,1767.0
2015,NUTS,2010,ITC3,2,1916.0
2016,NUTS,2010,ITC3,2,1789.0
2017,NUTS,2010,ITC3,2,1806.0
2018,NUTS,2010,ITC3,2,1657.0
2019,NUTS,2010,ITC3,2,1676.0
2003,NUTS,2010,ITC4,2,6048.0
2004,NUTS,2010,ITC4,2,6267.0
2005,NUTS,2010,ITC4,2,7393.0
2007,NUTS,2010,ITC4,2,7990.0
2008,NUTS,2010,ITC4,2,10430.0
2009,NUTS,2010,ITC4,2,10585.0
2010,NUTS,2010,ITC4,2,10758.0
2011,NUTS,2010,ITC4,2,11328.0
2012,NUTS,2010,ITC4,2,11682.0
2013,NUTS,2010,ITC4,2,9544.0
2014,NUTS,2010,ITC4,2,8948.0
2015,NUTS,2010,ITC4,2,8952.0
2016,NUTS,2010,ITC4,2,10041.0
2017,NUTS,2010,ITC4,2,10109.0
2018,NUTS,2010,ITC4,2,10368.0
2019,NUTS,2010,ITC4,2,10410.0
2003,NUTS,2010,ITF,1,10476.0
2004,NUTS,2010,ITF,1,10764.0
2005,NUTS,2010,ITF,1,11772.0
2007,NUTS,2010,ITF,1,12960.0
2008,NUTS,2010,ITF,1,13363.0
2009,NUTS,2010,ITF,1,12935.0
2010,NUTS,2010,ITF,1,11893.0
2011,NUTS,2010,ITF,1,11471.0
2012,NUTS,2010,ITF,1,11868.0
2013,NUTS,2010,ITF,1,12099.0
2014,NUTS,2010,ITF,1,11856.0
2015,NUTS,2010,ITF,1,12134.0
2016,NUTS,2010,ITF,1,12084.0
2017,NUTS,2010,ITF,1,11980.0
2018,NUTS,2010,ITF,1,11619.0
2019,NUTS,2010,ITF,1,11865.0
2003,NUTS,2010,ITF1,2,1150.0
2004,NUTS,2010,ITF1,2,1181.0
2005,NUTS,2010,ITF1,2,1307.0
2007,NUTS,2010,ITF1,2,1369.0
2008,NUTS,2010,ITF1,2,1386.0
2009,NUTS,2010,ITF1,2,1403.0
2010,NUTS,2010,ITF1,2,1378.0
2011,NUTS,2010,ITF1,2,1291.0
2012,NUTS,2010,ITF1,2,1379.0
2013,NUTS,2010,ITF1,2,1478.0
2014,NUTS,2010,ITF1,2,1363.0
2015,NUTS,2010,ITF1,2,1508.0
2016,NUTS,2010,ITF1,2,1444.0
2017,NUTS,2010,ITF1,2,1510.0
2018,NUTS,2010,ITF1,2,1386.0
2019,NUTS,2010,ITF1,2,1443.0
2003,NUTS,2010,ITF2,2,200.0
2004,NUTS,2010,ITF2,2,205.0
2005,NUTS,2010,ITF2,2,241.0
2007,NUTS,2010,ITF2,2,273.0
2008,NUTS,2010,ITF2,2,253.0
2009,NUTS,2010,ITF2,2,284.0
2015,NUTS,2010,ITF2,2,293.0
2016,NUTS,2010,ITF2,2,266.0
2017,NUTS,2010,ITF2,2,264.0
2018,NUTS,2010,ITF2,2,257.0
2019,NUTS,2010,ITF2,2,248.0
2003,NUTS,2010,ITF3,2,5320.0
2004,NUTS,2010,ITF3,2,5330.0
2005,NUTS,2010,ITF3,2,5698.0
2007,NUTS,2010,ITF3,2,5822.0
2008,NUTS,2010,ITF3,2,6796.0
2009,NUTS,2010,ITF3,2,6596.0
2010,NUTS,2010,ITF3,2,5725.0
2011,NUTS,2010,ITF3,2,5364.0
2012,NUTS,2010,ITF3,2,5498.0
2013,NUTS,2010,ITF3,2,5691.0
2014,NUTS,2010,ITF3,2,5725.0
2015,NUTS,2010,ITF3,2,5609.0
2016,NUTS,2010,ITF3,2,5854.0
2017,NUTS,2010,ITF3,2,5660.0
2018,NUTS,2010,ITF3,2,5467.0
2019,NUTS,2010,ITF3,2,5711.0
2003,NUTS,2010,ITF4,2,2706.0
2004,NUTS,2010,ITF4,2,2909.0
2005,NUTS,2010,ITF4,2,3239.0
2007,NUTS,2010,ITF4,2,4009.0
2008,NUTS,2010,ITF4,2,3404.0
2009,NUTS,2010,ITF4,2,3280.0
2010,NUTS,2010,ITF4,2,3109.0
2011,NUTS,2010,ITF4,2,3196.0
2012,NUTS,2010,ITF4,2,3322.0
2013,NUTS,2010,ITF4,2,3076.0
2014,NUTS,2010,ITF4,2,2943.0
2015,NUTS,2010,ITF4,2,3080.0
2016,NUTS,2010,ITF4,2,3063.0
2017,NUTS,2010,ITF4,2,3068.0
2018,NUTS,2010,ITF4,2,2943.0
2019,NUTS,2010,ITF4,2,2928.0
2003,NUTS,2010,ITF5,2,274.0
2004,NUTS,2010,ITF5,2,266.0
2005,NUTS,2010,ITF5,2,309.0
2007,NUTS,2010,ITF5,2,316.0
2008,NUTS,2010,ITF5,2,271.0
2009,NUTS,2010,ITF5,2,240.0
