year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_rse_total
2013,NUTS,2010,ES70,2,1775.0
2014,NUTS,2010,ES70,2,1732.0
2015,NUTS,2010,ES70,2,1738.0
2016,NUTS,2010,ES70,2,1838.0
2017,NUTS,2010,ES70,2,1902.0
2018,NUTS,2010,ES70,2,2044.0
2019,NUTS,2010,ES70,2,2069.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,EU27_2020,7,444547.0
2005,NUTS,2010,EU27_2020,7,500090.0
2007,NUTS,2010,EU27_2020,7,556045.0
2009,NUTS,2010,EU27_2020,7,619566.0
2011,NUTS,2010,EU27_2020,7,673509.0
2013,NUTS,2010,EU27_2020,7,725809.0
2015,NUTS,2010,EU27_2020,7,771359.0
2017,NUTS,2010,EU27_2020,7,849213.0
2019,NUTS,2010,EU27_2020,7,920693.0
2004,NUTS,2010,FI,0,14834.0
2005,NUTS,2010,FI,0,15349.0
2006,NUTS,2010,FI,0,16808.0
2007,NUTS,2010,FI,0,16824.0
2008,NUTS,2010,FI,0,16958.0
2009,NUTS,2010,FI,0,17530.0
2010,NUTS,2010,FI,0,18247.0
2011,NUTS,2010,FI,0,18452.0
2012,NUTS,2010,FI,0,18286.0
2013,NUTS,2010,FI,0,17861.0
2014,NUTS,2010,FI,0,17818.0
2015,NUTS,2010,FI,0,17995.0
2016,NUTS,2010,FI,0,17479.0
2017,NUTS,2010,FI,0,17948.0
2018,NUTS,2010,FI,0,18677.0
2019,NUTS,2010,FI,0,19670.0
2000,NUTS,2010,FR,0,58124.0
2001,NUTS,2010,FR,0,59630.0
2002,NUTS,2010,FR,0,64333.0
2003,NUTS,2010,FR,0,66713.0
2004,NUTS,2010,FR,0,69272.0
2005,NUTS,2010,FR,0,70347.0
2006,NUTS,2010,FR,0,73763.0
2007,NUTS,2010,FR,0,77439.0
2008,NUTS,2010,FR,0,79161.0
2009,NUTS,2010,FR,0,79723.0
2010,NUTS,2010,FR,0,82256.0
2011,NUTS,2010,FR,0,86635.0
2012,NUTS,2010,FR,0,90816.0
2013,NUTS,2010,FR,0,93256.0
2014,NUTS,2010,FR,0,96708.0
2016,NUTS,2010,FR,0,111034.0
2017,NUTS,2010,FR,0,117754.0
2002,NUTS,2010,HR,0,4641.0
2003,NUTS,2010,HR,0,4843.0
2004,NUTS,2010,HR,0,5404.0
2005,NUTS,2010,HR,0,4619.0
2006,NUTS,2010,HR,0,4595.0
2007,NUTS,2010,HR,0,4954.0
2008,NUTS,2010,HR,0,5424.0
2009,NUTS,2010,HR,0,5620.0
2010,NUTS,2010,HR,0,5879.0
2011,NUTS,2010,HR,0,5417.0
2012,NUTS,2010,HR,0,5440.0
2013,NUTS,2010,HR,0,5333.0
2014,NUTS,2010,HR,0,5246.0
2015,NUTS,2010,HR,0,5424.0
2016,NUTS,2010,HR,0,6183.0
2017,NUTS,2010,HR,0,6637.0
2018,NUTS,2010,HR,0,6840.0
2019,NUTS,2010,HR,0,7558.0
2020,NUTS,2010,HR,0,7852.0
2002,NUTS,2010,HR0,1,4641.0
2003,NUTS,2010,HR0,1,4843.0
2004,NUTS,2010,HR0,1,5404.0
2005,NUTS,2010,HR0,1,4619.0
2006,NUTS,2010,HR0,1,4595.0
2007,NUTS,2010,HR0,1,4954.0
2008,NUTS,2010,HR0,1,5424.0
2009,NUTS,2010,HR0,1,5620.0
2010,NUTS,2010,HR0,1,5879.0
2011,NUTS,2010,HR0,1,5417.0
2012,NUTS,2010,HR0,1,5440.0
2014,NUTS,2010,HR0,1,5246.0
2015,NUTS,2010,HR0,1,5424.0
2016,NUTS,2010,HR0,1,6183.0
2017,NUTS,2010,HR0,1,6637.0
2018,NUTS,2010,HR0,1,6840.0
2019,NUTS,2010,HR0,1,7558.0
2020,NUTS,2010,HR0,1,7852.0
2008,NUTS,2010,HR02,2,520.0
2009,NUTS,2010,HR02,2,555.0
2010,NUTS,2010,HR02,2,559.0
2020,NUTS,2010,HR02,2,856.0
2008,NUTS,2010,HR03,2,1268.0
2009,NUTS,2010,HR03,2,1356.0
2010,NUTS,2010,HR03,2,1457.0
2011,NUTS,2010,HR03,2,1392.0
2012,NUTS,2010,HR03,2,1408.0
2014,NUTS,2010,HR03,2,1375.0
2015,NUTS,2010,HR03,2,1345.0
2016,NUTS,2010,HR03,2,1535.0
2017,NUTS,2010,HR03,2,1717.0
2018,NUTS,2010,HR03,2,1775.0
2019,NUTS,2010,HR03,2,2066.0
2020,NUTS,2010,HR03,2,2134.0
2008,NUTS,2010,HR04,2,4156.0
2009,NUTS,2010,HR04,2,4264.0
2010,NUTS,2010,HR04,2,4422.0
2011,NUTS,2010,HR04,2,4025.0
2012,NUTS,2010,HR04,2,4032.0
2014,NUTS,2010,HR04,2,3871.0
2015,NUTS,2010,HR04,2,4079.0
2016,NUTS,2010,HR04,2,4648.0
2017,NUTS,2010,HR04,2,4920.0
2018,NUTS,2010,HR04,2,5065.0
2019,NUTS,2010,HR04,2,5492.0
2020,NUTS,2010,HR05,2,4523.0
2020,NUTS,2010,HR06,2,339.0
2014,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZZ,2,0.0
1989,NUTS,2010,HU,0,9394.0
1990,NUTS,2010,HU,0,8489.0
1991,NUTS,2010,HU,0,7711.0
1992,NUTS,2010,HU,0,7361.0
1993,NUTS,2010,HU,0,7338.0
1994,NUTS,2010,HU,0,7328.0
1995,NUTS,2010,HU,0,7092.0
1996,NUTS,2010,HU,0,6649.0
1997,NUTS,2010,HU,0,7367.0
1998,NUTS,2010,HU,0,8129.0
1999,NUTS,2010,HU,0,7554.0
2000,NUTS,2010,HU,0,9537.0
2001,NUTS,2010,HU,0,9363.0
2002,NUTS,2010,HU,0,10039.0
2003,NUTS,2010,HU,0,10647.0
2004,NUTS,2010,HU,0,10484.0
2005,NUTS,2010,HU,0,10731.0
2006,NUTS,2010,HU,0,10973.0
2007,NUTS,2010,HU,0,11077.0
2008,NUTS,2010,HU,0,11139.0
2009,NUTS,2010,HU,0,11323.0
2010,NUTS,2010,HU,0,11418.0
2011,NUTS,2010,HU,0,11729.0
2012,NUTS,2010,HU,0,11453.0
2013,NUTS,2010,HU,0,11462.0
2014,NUTS,2010,HU,0,11897.0
2015,NUTS,2010,HU,0,11848.0
2016,NUTS,2010,HU,0,11969.0
2017,NUTS,2010,HU,0,13024.0
2018,NUTS,2010,HU,0,15366.0
2019,NUTS,2010,HU,0,17433.0
1999,NUTS,2010,HU1,1,4725.0
2000,NUTS,2010,HU1,1,5834.0
2001,NUTS,2010,HU1,1,5415.0
2002,NUTS,2010,HU1,1,5787.0
2003,NUTS,2010,HU1,1,6162.0
2004,NUTS,2010,HU1,1,5938.0
2005,NUTS,2010,HU1,1,6094.0
2006,NUTS,2010,HU1,1,6172.0
2007,NUTS,2010,HU1,1,6389.0
2008,NUTS,2010,HU1,1,6495.0
2009,NUTS,2010,HU1,1,6542.0
2010,NUTS,2010,HU1,1,6808.0
2011,NUTS,2010,HU1,1,6857.0
2012,NUTS,2010,HU1,1,6716.0
2013,NUTS,2010,HU1,1,6735.0
2014,NUTS,2010,HU1,1,7092.0
2015,NUTS,2010,HU1,1,7110.0
2016,NUTS,2010,HU1,1,7184.0
2017,NUTS,2010,HU1,1,8038.0
2018,NUTS,2010,HU1,1,9617.0
2019,NUTS,2010,HU1,1,10614.0
1999,NUTS,2010,HU10,2,4725.0
2000,NUTS,2010,HU10,2,5834.0
2001,NUTS,2010,HU10,2,5415.0
2002,NUTS,2010,HU10,2,5787.0
2003,NUTS,2010,HU10,2,6162.0
2004,NUTS,2010,HU10,2,5938.0
2005,NUTS,2010,HU10,2,6094.0
2006,NUTS,2010,HU10,2,6172.0
2007,NUTS,2010,HU10,2,6389.0
2008,NUTS,2010,HU10,2,6495.0
2009,NUTS,2010,HU10,2,6542.0
2010,NUTS,2010,HU10,2,6808.0
2011,NUTS,2010,HU10,2,6857.0
2012,NUTS,2010,HU10,2,6716.0
2013,NUTS,2010,HU10,2,6735.0
2014,NUTS,2010,HU10,2,7092.0
2015,NUTS,2010,HU10,2,7110.0
2016,NUTS,2010,HU10,2,7184.0
2017,NUTS,2010,HU11,2,7282.0
2018,NUTS,2010,HU11,2,8712.0
2019,NUTS,2010,HU11,2,9799.0
2017,NUTS,2010,HU12,2,756.0
2018,NUTS,2010,HU12,2,905.0
2019,NUTS,2010,HU12,2,815.0
1999,NUTS,2010,HU2,1,1167.0
2000,NUTS,2010,HU2,1,1612.0
2001,NUTS,2010,HU2,1,1659.0
2002,NUTS,2010,HU2,1,1698.0
2003,NUTS,2010,HU2,1,1835.0
2004,NUTS,2010,HU2,1,1957.0
2005,NUTS,2010,HU2,1,1977.0
2006,NUTS,2010,HU2,1,2032.0
2007,NUTS,2010,HU2,1,1891.0
2008,NUTS,2010,HU2,1,1865.0
2009,NUTS,2010,HU2,1,1858.0
2010,NUTS,2010,HU2,1,1745.0
2011,NUTS,2010,HU2,1,1840.0
2012,NUTS,2010,HU2,1,1840.0
2013,NUTS,2010,HU2,1,1789.0
2014,NUTS,2010,HU2,1,1786.0
2015,NUTS,2010,HU2,1,1770.0
2016,NUTS,2010,HU2,1,1777.0
2017,NUTS,2010,HU2,1,1990.0
2018,NUTS,2010,HU2,1,2347.0
2019,NUTS,2010,HU2,1,2725.0
1999,NUTS,2010,HU21,2,248.0
2000,NUTS,2010,HU21,2,530.0
2001,NUTS,2010,HU21,2,545.0
2002,NUTS,2010,HU21,2,590.0
2003,NUTS,2010,HU21,2,661.0
2004,NUTS,2010,HU21,2,644.0
2005,NUTS,2010,HU21,2,614.0
2006,NUTS,2010,HU21,2,594.0
2007,NUTS,2010,HU21,2,461.0
2008,NUTS,2010,HU21,2,490.0
2009,NUTS,2010,HU21,2,493.0
2010,NUTS,2010,HU21,2,441.0
2011,NUTS,2010,HU21,2,478.0
2012,NUTS,2010,HU21,2,563.0
2013,NUTS,2010,HU21,2,570.0
2014,NUTS,2010,HU21,2,579.0
2015,NUTS,2010,HU21,2,562.0
2016,NUTS,2010,HU21,2,566.0
2017,NUTS,2010,HU21,2,614.0
2018,NUTS,2010,HU21,2,704.0
2019,NUTS,2010,HU21,2,710.0
1999,NUTS,2010,HU22,2,389.0
2000,NUTS,2010,HU22,2,387.0
2001,NUTS,2010,HU22,2,478.0
2002,NUTS,2010,HU22,2,490.0
2003,NUTS,2010,HU22,2,497.0
2004,NUTS,2010,HU22,2,432.0
2005,NUTS,2010,HU22,2,436.0
2006,NUTS,2010,HU22,2,495.0
2007,NUTS,2010,HU22,2,527.0
2008,NUTS,2010,HU22,2,530.0
2009,NUTS,2010,HU22,2,550.0
2010,NUTS,2010,HU22,2,559.0
2011,NUTS,2010,HU22,2,574.0
2012,NUTS,2010,HU22,2,505.0
2013,NUTS,2010,HU22,2,568.0
2014,NUTS,2010,HU22,2,511.0
2015,NUTS,2010,HU22,2,501.0
2016,NUTS,2010,HU22,2,464.0
2017,NUTS,2010,HU22,2,488.0
2018,NUTS,2010,HU22,2,602.0
2019,NUTS,2010,HU22,2,785.0
1999,NUTS,2010,HU23,2,530.0
2000,NUTS,2010,HU23,2,695.0
2001,NUTS,2010,HU23,2,636.0
2002,NUTS,2010,HU23,2,618.0
2003,NUTS,2010,HU23,2,677.0
2004,NUTS,2010,HU23,2,881.0
2005,NUTS,2010,HU23,2,927.0
2006,NUTS,2010,HU23,2,943.0
2007,NUTS,2010,HU23,2,903.0
2008,NUTS,2010,HU23,2,845.0
2009,NUTS,2010,HU23,2,815.0
2010,NUTS,2010,HU23,2,745.0
2011,NUTS,2010,HU23,2,788.0
2012,NUTS,2010,HU23,2,772.0
2013,NUTS,2010,HU23,2,651.0
2014,NUTS,2010,HU23,2,696.0
2015,NUTS,2010,HU23,2,707.0
2016,NUTS,2010,HU23,2,747.0
2017,NUTS,2010,HU23,2,888.0
2018,NUTS,2010,HU23,2,1041.0
2019,NUTS,2010,HU23,2,1230.0
1999,NUTS,2010,HU3,1,1662.0
2000,NUTS,2010,HU3,1,2091.0
2001,NUTS,2010,HU3,1,2289.0
2002,NUTS,2010,HU3,1,2554.0
2003,NUTS,2010,HU3,1,2650.0
2004,NUTS,2010,HU3,1,2589.0
2005,NUTS,2010,HU3,1,2660.0
2006,NUTS,2010,HU3,1,2769.0
2007,NUTS,2010,HU3,1,2797.0
2008,NUTS,2010,HU3,1,2779.0
2009,NUTS,2010,HU3,1,2923.0
2010,NUTS,2010,HU3,1,2865.0
2011,NUTS,2010,HU3,1,3032.0
2012,NUTS,2010,HU3,1,2897.0
2013,NUTS,2010,HU3,1,2938.0
2014,NUTS,2010,HU3,1,3019.0
2015,NUTS,2010,HU3,1,2968.0
2016,NUTS,2010,HU3,1,3008.0
2017,NUTS,2010,HU3,1,2996.0
2018,NUTS,2010,HU3,1,3402.0
2019,NUTS,2010,HU3,1,4094.0
1999,NUTS,2010,HU31,2,348.0
2000,NUTS,2010,HU31,2,394.0
2001,NUTS,2010,HU31,2,415.0
2002,NUTS,2010,HU31,2,439.0
2003,NUTS,2010,HU31,2,480.0
2004,NUTS,2010,HU31,2,461.0
2005,NUTS,2010,HU31,2,469.0
2006,NUTS,2010,HU31,2,490.0
2007,NUTS,2010,HU31,2,503.0
2008,NUTS,2010,HU31,2,471.0
2009,NUTS,2010,HU31,2,551.0
2010,NUTS,2010,HU31,2,530.0
2011,NUTS,2010,HU31,2,562.0
2012,NUTS,2010,HU31,2,511.0
2013,NUTS,2010,HU31,2,494.0
2014,NUTS,2010,HU31,2,462.0
2015,NUTS,2010,HU31,2,496.0
2016,NUTS,2010,HU31,2,454.0
2017,NUTS,2010,HU31,2,494.0
2018,NUTS,2010,HU31,2,547.0
2019,NUTS,2010,HU31,2,632.0
1999,NUTS,2010,HU32,2,605.0
2000,NUTS,2010,HU32,2,881.0
2001,NUTS,2010,HU32,2,911.0
2002,NUTS,2010,HU32,2,977.0
2003,NUTS,2010,HU32,2,1056.0
2004,NUTS,2010,HU32,2,1009.0
2005,NUTS,2010,HU32,2,992.0
2006,NUTS,2010,HU32,2,1094.0
2007,NUTS,2010,HU32,2,1135.0
2008,NUTS,2010,HU32,2,1120.0
2009,NUTS,2010,HU32,2,1089.0
2010,NUTS,2010,HU32,2,1053.0
2011,NUTS,2010,HU32,2,1129.0
2012,NUTS,2010,HU32,2,1141.0
2013,NUTS,2010,HU32,2,1099.0
2014,NUTS,2010,HU32,2,1233.0
2015,NUTS,2010,HU32,2,1204.0
2016,NUTS,2010,HU32,2,1250.0
2017,NUTS,2010,HU32,2,1177.0
2018,NUTS,2010,HU32,2,1365.0
2019,NUTS,2010,HU32,2,1588.0
1999,NUTS,2010,HU33,2,709.0
2000,NUTS,2010,HU33,2,816.0
2001,NUTS,2010,HU33,2,963.0
2002,NUTS,2010,HU33,2,1138.0
2003,NUTS,2010,HU33,2,1114.0
2004,NUTS,2010,HU33,2,1119.0
2005,NUTS,2010,HU33,2,1199.0
2006,NUTS,2010,HU33,2,1185.0
2007,NUTS,2010,HU33,2,1159.0
2008,NUTS,2010,HU33,2,1188.0
2009,NUTS,2010,HU33,2,1283.0
2010,NUTS,2010,HU33,2,1282.0
2011,NUTS,2010,HU33,2,1341.0
2012,NUTS,2010,HU33,2,1245.0
2013,NUTS,2010,HU33,2,1345.0
2014,NUTS,2010,HU33,2,1324.0
2015,NUTS,2010,HU33,2,1268.0
2016,NUTS,2010,HU33,2,1304.0
2017,NUTS,2010,HU33,2,1325.0
2018,NUTS,2010,HU33,2,1490.0
2019,NUTS,2010,HU33,2,1874.0
2002,NUTS,2010,IE,0,4686.0
2003,NUTS,2010,IE,0,4801.0
2004,NUTS,2010,IE,0,4985.0
2005,NUTS,2010,IE,0,5349.0
2006,NUTS,2010,IE,0,5799.0
2007,NUTS,2010,IE,0,6208.0
2008,NUTS,2010,IE,0,6791.0
2009,NUTS,2010,IE,0,7154.0
2010,NUTS,2010,IE,0,7165.0
2011,NUTS,2010,IE,0,7298.0
2012,NUTS,2010,IE,0,7937.0
2013,NUTS,2010,IE,0,11310.0
2015,NUTS,2010,IE,0,10812.0
2017,NUTS,2010,IE,0,12605.0
2019,NUTS,2010,IE,0,14116.0
2002,NUTS,2010,IE0,1,4686.0
2003,NUTS,2010,IE0,1,4801.0
2004,NUTS,2010,IE0,1,4985.0
2005,NUTS,2010,IE0,1,5349.0
2006,NUTS,2010,IE0,1,5797.0
2007,NUTS,2010,IE0,1,6208.0
2008,NUTS,2010,IE0,1,6791.0
2009,NUTS,2010,IE0,1,7154.0
2010,NUTS,2010,IE0,1,7166.0
2011,NUTS,2010,IE0,1,7298.0
2013,NUTS,2010,IE0,1,8210.0
2017,NUTS,2010,IE0,1,12306.0
2002,NUTS,2010,IE01,2,634.0
2003,NUTS,2010,IE01,2,670.0
2004,NUTS,2010,IE01,2,856.0
2005,NUTS,2010,IE01,2,1166.0
2006,NUTS,2010,IE01,2,1256.0
2007,NUTS,2010,IE01,2,1246.0
2008,NUTS,2010,IE01,2,1255.0
2009,NUTS,2010,IE01,2,1106.0
2010,NUTS,2010,IE01,2,1111.0
2011,NUTS,2010,IE01,2,1189.0
2013,NUTS,2010,IE01,2,1347.0
2017,NUTS,2010,IE01,2,2259.0
2002,NUTS,2010,IE02,2,4052.0
2003,NUTS,2010,IE02,2,4131.0
2004,NUTS,2010,IE02,2,4129.0
2005,NUTS,2010,IE02,2,4183.0
2006,NUTS,2010,IE02,2,4541.0
2007,NUTS,2010,IE02,2,4962.0
2008,NUTS,2010,IE02,2,5536.0
2009,NUTS,2010,IE02,2,6049.0
2010,NUTS,2010,IE02,2,6054.0
2011,NUTS,2010,IE02,2,6109.0
2013,NUTS,2010,IE02,2,6864.0
2017,NUTS,2010,IE02,2,10047.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,913.0
2001,NUTS,2010,IS,0,1122.0
2003,NUTS,2010,IS,0,1384.0
2005,NUTS,2010,IS,0,1501.0
2006,NUTS,2010,IS,0,1654.0
2007,NUTS,2010,IS,0,1506.0
2008,NUTS,2010,IS,0,1574.0
2009,NUTS,2010,IS,0,1599.0
2011,NUTS,2010,IS,0,1221.0
2013,NUTS,2010,IS,0,1471.0
2015,NUTS,2010,IS,0,1699.0
2016,NUTS,2010,IS,0,1858.0
2017,NUTS,2010,IS,0,1755.0
2018,NUTS,2010,IS,0,1755.0
1998,NUTS,2010,IT,0,25647.0
1999,NUTS,2010,IT,0,26450.0
2000,NUTS,2010,IT,0,27908.0
2001,NUTS,2010,IT,0,28176.0
2002,NUTS,2010,IT,0,31220.0
2003,NUTS,2010,IT,0,31483.0
2004,NUTS,2010,IT,0,33064.0
2005,NUTS,2010,IT,0,40610.0
2006,NUTS,2010,IT,0,45729.0
2007,NUTS,2010,IT,0,47082.0
2008,NUTS,2010,IT,0,48290.0
2009,NUTS,2010,IT,0,50525.0
2010,NUTS,2010,IT,0,51646.0
2011,NUTS,2010,IT,0,52833.0
2012,NUTS,2010,IT,0,56078.0
2013,NUTS,2010,IT,0,58522.0
2014,NUTS,2010,IT,0,60532.0
2015,NUTS,2010,IT,0,62828.0
2016,NUTS,2010,IT,0,65431.0
2017,NUTS,2010,IT,0,67131.0
2018,NUTS,2010,IT,0,71076.0
2019,NUTS,2010,IT,0,75878.0
2003,NUTS,2010,ITC,1,9432.0
2004,NUTS,2010,ITC,1,9896.0
2005,NUTS,2010,ITC,1,11582.0
2007,NUTS,2010,ITC,1,13937.0
2008,NUTS,2010,ITC,1,14269.0
2009,NUTS,2010,ITC,1,14656.0
2010,NUTS,2010,ITC,1,15188.0
2011,NUTS,2010,ITC,1,15355.0
2012,NUTS,2010,ITC,1,16363.0
2013,NUTS,2010,ITC,1,17276.0
2014,NUTS,2010,ITC,1,17767.0
2015,NUTS,2010,ITC,1,18833.0
2016,NUTS,2010,ITC,1,19916.0
2017,NUTS,2010,ITC,1,20057.0
2018,NUTS,2010,ITC,1,21368.0
2019,NUTS,2010,ITC,1,22983.0
2003,NUTS,2010,ITC1,2,2040.0
2004,NUTS,2010,ITC1,2,2342.0
2005,NUTS,2010,ITC1,2,2775.0
2007,NUTS,2010,ITC1,2,3163.0
2008,NUTS,2010,ITC1,2,3237.0
2009,NUTS,2010,ITC1,2,3624.0
2010,NUTS,2010,ITC1,2,3666.0
2011,NUTS,2010,ITC1,2,3600.0
2012,NUTS,2010,ITC1,2,3937.0
2013,NUTS,2010,ITC1,2,4110.0
2014,NUTS,2010,ITC1,2,4192.0
2015,NUTS,2010,ITC1,2,4764.0
2016,NUTS,2010,ITC1,2,4599.0
2017,NUTS,2010,ITC1,2,4589.0
2018,NUTS,2010,ITC1,2,4850.0
2019,NUTS,2010,ITC1,2,5050.0
2003,NUTS,2010,ITC2,2,44.0
2004,NUTS,2010,ITC2,2,66.0
2005,NUTS,2010,ITC2,2,94.0
2007,NUTS,2010,ITC2,2,98.0
2008,NUTS,2010,ITC2,2,48.0
2009,NUTS,2010,ITC2,2,72.0
2010,NUTS,2010,ITC2,2,67.0
2011,NUTS,2010,ITC2,2,68.0
2012,NUTS,2010,ITC2,2,61.0
2013,NUTS,2010,ITC2,2,81.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,69.0
2016,NUTS,2010,ITC2,2,75.0
2017,NUTS,2010,ITC2,2,92.0
2018,NUTS,2010,ITC2,2,76.0
2019,NUTS,2010,ITC2,2,81.0
2003,NUTS,2010,ITC3,2,1074.0
2004,NUTS,2010,ITC3,2,1064.0
2005,NUTS,2010,ITC3,2,1280.0
2007,NUTS,2010,ITC3,2,1355.0
2008,NUTS,2010,ITC3,2,1486.0
2009,NUTS,2010,ITC3,2,1420.0
2010,NUTS,2010,ITC3,2,1419.0
2011,NUTS,2010,ITC3,2,1438.0
2012,NUTS,2010,ITC3,2,1677.0
2013,NUTS,2010,ITC3,2,1706.0
2014,NUTS,2010,ITC3,2,1663.0
2015,NUTS,2010,ITC3,2,1925.0
2016,NUTS,2010,ITC3,2,1862.0
2017,NUTS,2010,ITC3,2,1801.0
2018,NUTS,2010,ITC3,2,1875.0
2019,NUTS,2010,ITC3,2,2328.0
2003,NUTS,2010,ITC4,2,6274.0
2004,NUTS,2010,ITC4,2,6424.0
2005,NUTS,2010,ITC4,2,7433.0
2007,NUTS,2010,ITC4,2,9321.0
2008,NUTS,2010,ITC4,2,9498.0
2009,NUTS,2010,ITC4,2,9540.0
2010,NUTS,2010,ITC4,2,10036.0
2011,NUTS,2010,ITC4,2,10249.0
2012,NUTS,2010,ITC4,2,10688.0
2013,NUTS,2010,ITC4,2,11379.0
2014,NUTS,2010,ITC4,2,11833.0
2015,NUTS,2010,ITC4,2,12075.0
2016,NUTS,2010,ITC4,2,13380.0
2017,NUTS,2010,ITC4,2,13575.0
2018,NUTS,2010,ITC4,2,14567.0
2019,NUTS,2010,ITC4,2,15524.0
2003,NUTS,2010,ITF,1,4670.0
2004,NUTS,2010,ITF,1,4953.0
2005,NUTS,2010,ITF,1,6095.0
2007,NUTS,2010,ITF,1,6833.0
2008,NUTS,2010,ITF,1,7306.0
2009,NUTS,2010,ITF,1,7505.0
2010,NUTS,2010,ITF,1,7487.0
2011,NUTS,2010,ITF,1,7576.0
2012,NUTS,2010,ITF,1,8271.0
2013,NUTS,2010,ITF,1,8701.0
2014,NUTS,2010,ITF,1,9259.0
2017,NUTS,2010,ITF,1,9845.0
2018,NUTS,2010,ITF,1,10199.0
2019,NUTS,2010,ITF,1,11101.0
2003,NUTS,2010,ITF1,2,626.0
2004,NUTS,2010,ITF1,2,654.0
2005,NUTS,2010,ITF1,2,803.0
2007,NUTS,2010,ITF1,2,856.0
2008,NUTS,2010,ITF1,2,901.0
2009,NUTS,2010,ITF1,2,923.0
2010,NUTS,2010,ITF1,2,896.0
2011,NUTS,2010,ITF1,2,807.0
2012,NUTS,2010,ITF1,2,799.0
2013,NUTS,2010,ITF1,2,898.0
2014,NUTS,2010,ITF1,2,873.0
2015,NUTS,2010,ITF1,2,951.0
2016,NUTS,2010,ITF1,2,1038.0
2017,NUTS,2010,ITF1,2,1105.0
2018,NUTS,2010,ITF1,2,1028.0
2019,NUTS,2010,ITF1,2,1125.0
2003,NUTS,2010,ITF2,2,89.0
2004,NUTS,2010,ITF2,2,84.0
2005,NUTS,2010,ITF2,2,133.0
2007,NUTS,2010,ITF2,2,126.0
2008,NUTS,2010,ITF2,2,108.0
2009,NUTS,2010,ITF2,2,117.0
2010,NUTS,2010,ITF2,2,124.0
2012,NUTS,2010,ITF2,2,139.0
2013,NUTS,2010,ITF2,2,182.0
2014,NUTS,2010,ITF2,2,184.0
2017,NUTS,2010,ITF2,2,243.0
2018,NUTS,2010,ITF2,2,249.0
2019,NUTS,2010,ITF2,2,346.0
2003,NUTS,2010,ITF3,2,2209.0
2004,NUTS,2010,ITF3,2,2348.0
2005,NUTS,2010,ITF3,2,2645.0
2007,NUTS,2010,ITF3,2,3008.0
2008,NUTS,2010,ITF3,2,3381.0
2009,NUTS,2010,ITF3,2,3465.0
2010,NUTS,2010,ITF3,2,3377.0
2011,NUTS,2010,ITF3,2,3449.0
2012,NUTS,2010,ITF3,2,4017.0
2013,NUTS,2010,ITF3,2,4323.0
2014,NUTS,2010,ITF3,2,4642.0
2015,NUTS,2010,ITF3,2,4735.0
2016,NUTS,2010,ITF3,2,4831.0
2017,NUTS,2010,ITF3,2,4757.0
2018,NUTS,2010,ITF3,2,4973.0
2019,NUTS,2010,ITF3,2,5571.0
2003,NUTS,2010,ITF4,2,1266.0
2004,NUTS,2010,ITF4,2,1339.0
2005,NUTS,2010,ITF4,2,1804.0
2007,NUTS,2010,ITF4,2,1984.0
2008,NUTS,2010,ITF4,2,2028.0
2009,NUTS,2010,ITF4,2,2119.0
2010,NUTS,2010,ITF4,2,2127.0
2011,NUTS,2010,ITF4,2,2252.0
2012,NUTS,2010,ITF4,2,2292.0
2013,NUTS,2010,ITF4,2,2108.0
2014,NUTS,2010,ITF4,2,2313.0
2015,NUTS,2010,ITF4,2,2466.0
2016,NUTS,2010,ITF4,2,2448.0
2017,NUTS,2010,ITF4,2,2562.0
