year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_eur
2012,NUTS,2010,FR8,1,2367.9
2013,NUTS,2010,FR8,1,2776.9
2011,NUTS,2010,FR81,2,416.621
2012,NUTS,2010,FR81,2,472.5
2013,NUTS,2010,FR81,2,494.1
2011,NUTS,2010,FR82,2,1589.021
2012,NUTS,2010,FR82,2,1891.4
2013,NUTS,2010,FR82,2,2279.4
2011,NUTS,2010,FR83,2,6.661
2012,NUTS,2010,FR83,2,4.0
2013,NUTS,2010,FR83,2,3.3
2011,NUTS,2010,FRA,1,12.779
2012,NUTS,2010,FRA,1,17.0
2013,NUTS,2010,FRA,1,23.5
2011,NUTS,2010,HR,0,150.386
2012,NUTS,2010,HR,0,151.292
2013,NUTS,2010,HR,0,177.712
2014,NUTS,2010,HR,0,163.987
2015,NUTS,2010,HR,0,191.996
2016,NUTS,2010,HR,0,185.753
2017,NUTS,2010,HR,0,204.968
2018,NUTS,2010,HR,0,240.983
2019,NUTS,2010,HR,0,294.193
2020,NUTS,2010,HR,0,300.006
2011,NUTS,2010,HR0,1,150.386
2012,NUTS,2010,HR0,1,151.292
2013,NUTS,2010,HR0,1,177.712
2014,NUTS,2010,HR0,1,163.987
2015,NUTS,2010,HR0,1,191.996
2016,NUTS,2010,HR0,1,185.753
2017,NUTS,2010,HR0,1,204.968
2018,NUTS,2010,HR0,1,240.983
2019,NUTS,2010,HR0,1,294.193
2020,NUTS,2010,HR0,1,300.006
2020,NUTS,2010,HR02,2,6.861
2011,NUTS,2010,HR03,2,15.273
2012,NUTS,2010,HR03,2,17.882
2013,NUTS,2010,HR03,2,35.681
2014,NUTS,2010,HR03,2,26.586
2015,NUTS,2010,HR03,2,23.505
2016,NUTS,2010,HR03,2,16.195
2017,NUTS,2010,HR03,2,23.104
2018,NUTS,2010,HR03,2,25.385
2019,NUTS,2010,HR03,2,37.729
2020,NUTS,2010,HR03,2,23.82
2011,NUTS,2010,HR04,2,135.114
2012,NUTS,2010,HR04,2,133.41
2013,NUTS,2010,HR04,2,142.032
2014,NUTS,2010,HR04,2,137.401
2015,NUTS,2010,HR04,2,168.492
2016,NUTS,2010,HR04,2,169.558
2017,NUTS,2010,HR04,2,181.863
2018,NUTS,2010,HR04,2,215.598
2019,NUTS,2010,HR04,2,256.465
2020,NUTS,2010,HR05,2,195.385
2020,NUTS,2010,HR06,2,73.941
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,751.954
2012,NUTS,2010,HU,0,825.137
2013,NUTS,2010,HU,0,982.514
2014,NUTS,2010,HU,0,1021.993
2015,NUTS,2010,HU,0,1109.625
2016,NUTS,2010,HU,0,1016.925
2017,NUTS,2010,HU,0,1223.104
2018,NUTS,2010,HU,0,1550.847
2019,NUTS,2010,HU,0,1620.933
2020,NUTS,2010,HU,0,1679.178
2011,NUTS,2010,HU1,1,523.97
2012,NUTS,2010,HU1,1,544.998
2013,NUTS,2010,HU1,1,612.305
2014,NUTS,2010,HU1,1,675.286
2015,NUTS,2010,HU1,1,724.244
2016,NUTS,2010,HU1,1,712.103
2017,NUTS,2010,HU1,1,849.117
2018,NUTS,2010,HU1,1,1084.514
2019,NUTS,2010,HU1,1,1142.765
2011,NUTS,2010,HU10,2,523.97
2012,NUTS,2010,HU10,2,544.998
2013,NUTS,2010,HU10,2,612.305
2014,NUTS,2010,HU10,2,675.286
2015,NUTS,2010,HU10,2,724.244
2016,NUTS,2010,HU10,2,712.103
2017,NUTS,2010,HU11,2,793.578
2018,NUTS,2010,HU11,2,979.965
2019,NUTS,2010,HU11,2,1027.196
2017,NUTS,2010,HU12,2,55.539
2018,NUTS,2010,HU12,2,104.549
2019,NUTS,2010,HU12,2,115.569
2011,NUTS,2010,HU2,1,100.665
2012,NUTS,2010,HU2,1,132.456
2013,NUTS,2010,HU2,1,176.888
2014,NUTS,2010,HU2,1,153.211
2015,NUTS,2010,HU2,1,144.036
2016,NUTS,2010,HU2,1,140.206
2017,NUTS,2010,HU2,1,195.636
2018,NUTS,2010,HU2,1,263.044
2019,NUTS,2010,HU2,1,245.987
2011,NUTS,2010,HU21,2,48.652
2012,NUTS,2010,HU21,2,68.387
2013,NUTS,2010,HU21,2,93.328
2014,NUTS,2010,HU21,2,84.244
2015,NUTS,2010,HU21,2,79.82
2016,NUTS,2010,HU21,2,78.476
2017,NUTS,2010,HU21,2,107.824
2018,NUTS,2010,HU21,2,151.89
2019,NUTS,2010,HU21,2,125.699
2011,NUTS,2010,HU22,2,37.422
2012,NUTS,2010,HU22,2,46.138
2013,NUTS,2010,HU22,2,59.165
2014,NUTS,2010,HU22,2,51.12
2015,NUTS,2010,HU22,2,53.88
2016,NUTS,2010,HU22,2,50.86
2017,NUTS,2010,HU22,2,60.536
2018,NUTS,2010,HU22,2,76.215
2019,NUTS,2010,HU22,2,81.848
2011,NUTS,2010,HU23,2,14.591
2012,NUTS,2010,HU23,2,17.931
2013,NUTS,2010,HU23,2,24.395
2014,NUTS,2010,HU23,2,17.848
2015,NUTS,2010,HU23,2,10.335
2016,NUTS,2010,HU23,2,10.87
2017,NUTS,2010,HU23,2,27.276
2018,NUTS,2010,HU23,2,34.94
2019,NUTS,2010,HU23,2,38.439
2011,NUTS,2010,HU3,1,127.318
2012,NUTS,2010,HU3,1,147.684
2013,NUTS,2010,HU3,1,193.322
2014,NUTS,2010,HU3,1,193.496
2015,NUTS,2010,HU3,1,241.346
2016,NUTS,2010,HU3,1,164.616
2017,NUTS,2010,HU3,1,178.351
2018,NUTS,2010,HU3,1,203.289
2019,NUTS,2010,HU3,1,232.181
2011,NUTS,2010,HU31,2,28.218
2012,NUTS,2010,HU31,2,30.581
2013,NUTS,2010,HU31,2,42.46
2014,NUTS,2010,HU31,2,46.782
2015,NUTS,2010,HU31,2,34.546
2016,NUTS,2010,HU31,2,27.804
2017,NUTS,2010,HU31,2,36.897
2018,NUTS,2010,HU31,2,49.958
2019,NUTS,2010,HU31,2,57.013
2011,NUTS,2010,HU32,2,57.272
2012,NUTS,2010,HU32,2,70.713
2013,NUTS,2010,HU32,2,84.326
2014,NUTS,2010,HU32,2,79.812
2015,NUTS,2010,HU32,2,83.466
2016,NUTS,2010,HU32,2,70.086
2017,NUTS,2010,HU32,2,70.038
2018,NUTS,2010,HU32,2,68.658
2019,NUTS,2010,HU32,2,68.679
2011,NUTS,2010,HU33,2,41.829
2012,NUTS,2010,HU33,2,46.39
2013,NUTS,2010,HU33,2,66.537
2014,NUTS,2010,HU33,2,66.902
2015,NUTS,2010,HU33,2,123.335
2016,NUTS,2010,HU33,2,66.727
2017,NUTS,2010,HU33,2,71.416
2018,NUTS,2010,HU33,2,84.673
2019,NUTS,2010,HU33,2,106.489
2011,NUTS,2010,IE,0,1859.6
2012,NUTS,2010,IE,0,1961.692
2013,NUTS,2010,IE,0,2021.9
2014,NUTS,2010,IE,0,2106.8
2015,NUTS,2010,IE,0,2233.1
2016,NUTS,2010,IE,0,2292.8
2017,NUTS,2010,IE,0,2770.214
2018,NUTS,2010,IE,0,2777.748
2019,NUTS,2010,IE,0,3256.295
2020,NUTS,2010,IE,0,3391.165
2011,NUTS,2010,IE0,1,1859.5
2013,NUTS,2010,IE0,1,2021.9
2015,NUTS,2010,IE0,1,2233.0
2017,NUTS,2010,IE0,1,2770.214
2011,NUTS,2010,IE01,2,384.3
2013,NUTS,2010,IE01,2,394.2
2015,NUTS,2010,IE01,2,384.0
2017,NUTS,2010,IE01,2,420.387
2011,NUTS,2010,IE02,2,1475.2
2013,NUTS,2010,IE02,2,1627.6
2015,NUTS,2010,IE02,2,1849.0
2017,NUTS,2010,IE02,2,2349.827
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,139.656
2013,NUTS,2010,IS,0,114.664
2014,NUTS,2010,IS,0,159.299
2015,NUTS,2010,IS,0,227.375
2016,NUTS,2010,IS,0,255.622
2017,NUTS,2010,IS,0,293.815
2018,NUTS,2010,IS,0,286.207
2019,NUTS,2010,IS,0,354.458
2020,NUTS,2010,IS,0,319.536
2011,NUTS,2010,IS0,1,139.656
2013,NUTS,2010,IS0,1,114.664
2014,NUTS,2010,IS0,1,159.299
2015,NUTS,2010,IS0,1,227.375
2016,NUTS,2010,IS0,1,255.622
2017,NUTS,2010,IS0,1,293.815
2018,NUTS,2010,IS0,1,286.207
2019,NUTS,2010,IS0,1,354.458
2020,NUTS,2010,IS0,1,319.536
2011,NUTS,2010,IS00,2,139.656
2013,NUTS,2010,IS00,2,114.664
2014,NUTS,2010,IS00,2,159.299
2015,NUTS,2010,IS00,2,227.375
2016,NUTS,2010,IS00,2,255.622
2017,NUTS,2010,IS00,2,293.815
2018,NUTS,2010,IS00,2,286.207
2019,NUTS,2010,IS00,2,354.458
2020,NUTS,2010,IS00,2,319.536
2011,NUTS,2010,IT,0,10825.3
2012,NUTS,2010,IT,0,11107.2
2013,NUTS,2010,IT,0,11480.4
2014,NUTS,2010,IT,0,12343.773
2015,NUTS,2010,IT,0,12886.4
2016,NUTS,2010,IT,0,14088.196
2017,NUTS,2010,IT,0,14840.071
2018,NUTS,2010,IT,0,15934.029
2019,NUTS,2010,IT,0,16589.218
2020,NUTS,2010,IT,0,15445.885
2011,NUTS,2010,ITC,1,5296.8
2012,NUTS,2010,ITC,1,5337.1
2013,NUTS,2010,ITC,1,5435.8
2014,NUTS,2010,ITC,1,5830.549
2015,NUTS,2010,ITC,1,5857.6
2016,NUTS,2010,ITC,1,6263.695
2017,NUTS,2010,ITC,1,6443.111
2018,NUTS,2010,ITC,1,6873.07
2019,NUTS,2010,ITC,1,7025.596
2011,NUTS,2010,ITC1,2,1855.6
2012,NUTS,2010,ITC1,2,1886.1
2013,NUTS,2010,ITC1,2,1953.5
2014,NUTS,2010,ITC1,2,2227.998
2015,NUTS,2010,ITC1,2,2207.6
2016,NUTS,2010,ITC1,2,2296.561
2017,NUTS,2010,ITC1,2,2277.639
2018,NUTS,2010,ITC1,2,2475.788
2019,NUTS,2010,ITC1,2,2450.37
2011,NUTS,2010,ITC2,2,16.6
2012,NUTS,2010,ITC2,2,12.3
2013,NUTS,2010,ITC2,2,9.2
2014,NUTS,2010,ITC2,2,12.154
2015,NUTS,2010,ITC2,2,20.6
2016,NUTS,2010,ITC2,2,19.167
2017,NUTS,2010,ITC2,2,17.644
2018,NUTS,2010,ITC2,2,16.29
2019,NUTS,2010,ITC2,2,14.51
2011,NUTS,2010,ITC3,2,359.7
2012,NUTS,2010,ITC3,2,332.5
2013,NUTS,2010,ITC3,2,321.9
2014,NUTS,2010,ITC3,2,345.391
2015,NUTS,2010,ITC3,2,397.0
2016,NUTS,2010,ITC3,2,447.198
2017,NUTS,2010,ITC3,2,409.346
2018,NUTS,2010,ITC3,2,373.363
2019,NUTS,2010,ITC3,2,425.761
2011,NUTS,2010,ITC4,2,3065.1
2012,NUTS,2010,ITC4,2,3106.2
2013,NUTS,2010,ITC4,2,3151.2
2014,NUTS,2010,ITC4,2,3245.006
2015,NUTS,2010,ITC4,2,3232.4
2016,NUTS,2010,ITC4,2,3500.769
2017,NUTS,2010,ITC4,2,3738.482
2018,NUTS,2010,ITC4,2,4007.628
2019,NUTS,2010,ITC4,2,4134.955
2011,NUTS,2010,ITF,1,703.1
2012,NUTS,2010,ITF,1,746.3
2013,NUTS,2010,ITF,1,815.9
2014,NUTS,2010,ITF,1,866.592
2015,NUTS,2010,ITF,1,1008.4
2016,NUTS,2010,ITF,1,980.338
2017,NUTS,2010,ITF,1,1092.354
2018,NUTS,2010,ITF,1,1174.262
2019,NUTS,2010,ITF,1,1317.318
2011,NUTS,2010,ITF1,2,95.5
2012,NUTS,2010,ITF1,2,81.4
2013,NUTS,2010,ITF1,2,97.7
2014,NUTS,2010,ITF1,2,121.632
2015,NUTS,2010,ITF1,2,117.4
2016,NUTS,2010,ITF1,2,143.775
2017,NUTS,2010,ITF1,2,158.395
2018,NUTS,2010,ITF1,2,145.184
2019,NUTS,2010,ITF1,2,173.041
2011,NUTS,2010,ITF2,2,2.4
2012,NUTS,2010,ITF2,2,3.2
2013,NUTS,2010,ITF2,2,19.7
2014,NUTS,2010,ITF2,2,18.247
2015,NUTS,2010,ITF2,2,38.2
2016,NUTS,2010,ITF2,2,42.855
2017,NUTS,2010,ITF2,2,48.772
2018,NUTS,2010,ITF2,2,60.001
2019,NUTS,2010,ITF2,2,51.025
2011,NUTS,2010,ITF3,2,461.7
2012,NUTS,2010,ITF3,2,518.2
2013,NUTS,2010,ITF3,2,525.4
2014,NUTS,2010,ITF3,2,506.168
2015,NUTS,2010,ITF3,2,550.0
2016,NUTS,2010,ITF3,2,544.382
2017,NUTS,2010,ITF3,2,583.801
2018,NUTS,2010,ITF3,2,648.775
2019,NUTS,2010,ITF3,2,729.752
2011,NUTS,2010,ITF4,2,127.4
2012,NUTS,2010,ITF4,2,131.2
2013,NUTS,2010,ITF4,2,157.1
2014,NUTS,2010,ITF4,2,199.787
2015,NUTS,2010,ITF4,2,263.1
2016,NUTS,2010,ITF4,2,202.895
2017,NUTS,2010,ITF4,2,229.357
2018,NUTS,2010,ITF4,2,245.269
2019,NUTS,2010,ITF4,2,284.06
2011,NUTS,2010,ITF5,2,9.2
2012,NUTS,2010,ITF5,2,3.8
2013,NUTS,2010,ITF5,2,4.9
2014,NUTS,2010,ITF5,2,4.943
2015,NUTS,2010,ITF5,2,13.2
2016,NUTS,2010,ITF5,2,14.911
2017,NUTS,2010,ITF5,2,25.98
2018,NUTS,2010,ITF5,2,24.084
2019,NUTS,2010,ITF5,2,23.08
2011,NUTS,2010,ITF6,2,6.8
2012,NUTS,2010,ITF6,2,8.5
2013,NUTS,2010,ITF6,2,11.1
2014,NUTS,2010,ITF6,2,15.815
2015,NUTS,2010,ITF6,2,26.6
2016,NUTS,2010,ITF6,2,31.52
2017,NUTS,2010,ITF6,2,46.049
2018,NUTS,2010,ITF6,2,50.949
2019,NUTS,2010,ITF6,2,56.36
2011,NUTS,2010,ITG,1,219.2
2012,NUTS,2010,ITG,1,213.5
2013,NUTS,2010,ITG,1,235.8
2014,NUTS,2010,ITG,1,235.712
2015,NUTS,2010,ITG,1,277.8
2016,NUTS,2010,ITG,1,265.683
2017,NUTS,2010,ITG,1,262.905
2018,NUTS,2010,ITG,1,310.835
2019,NUTS,2010,ITG,1,332.127
2011,NUTS,2010,ITG1,2,202.7
2012,NUTS,2010,ITG1,2,197.7
2013,NUTS,2010,ITG1,2,222.2
2014,NUTS,2010,ITG1,2,220.245
2015,NUTS,2010,ITG1,2,245.6
2016,NUTS,2010,ITG1,2,224.026
2017,NUTS,2010,ITG1,2,228.215
2018,NUTS,2010,ITG1,2,269.155
2019,NUTS,2010,ITG1,2,284.4
2011,NUTS,2010,ITG2,2,16.5
2012,NUTS,2010,ITG2,2,15.8
2013,NUTS,2010,ITG2,2,13.6
2014,NUTS,2010,ITG2,2,15.467
2015,NUTS,2010,ITG2,2,32.2
2016,NUTS,2010,ITG2,2,41.657
2017,NUTS,2010,ITG2,2,34.69
2018,NUTS,2010,ITG2,2,41.68
2019,NUTS,2010,ITG2,2,47.727
2011,NUTS,2010,ITH,1,2884.7
2012,NUTS,2010,ITH,1,3074.0
2013,NUTS,2010,ITH,1,3185.1
2014,NUTS,2010,ITH,1,3316.539
2015,NUTS,2010,ITH,1,3600.4
2016,NUTS,2010,ITH,1,4206.051
2017,NUTS,2010,ITH,1,4440.511
2018,NUTS,2010,ITH,1,4761.859
2019,NUTS,2010,ITH,1,4833.606
2011,NUTS,2010,ITH1,2,74.2
2012,NUTS,2010,ITH1,2,67.9
2013,NUTS,2010,ITH1,2,78.9
2014,NUTS,2010,ITH1,2,95.758
2015,NUTS,2010,ITH1,2,102.0
2016,NUTS,2010,ITH1,2,97.175
2017,NUTS,2010,ITH1,2,94.845
2018,NUTS,2010,ITH1,2,131.521
2019,NUTS,2010,ITH1,2,121.839
2011,NUTS,2010,ITH2,2,145.8
2012,NUTS,2010,ITH2,2,150.3
2013,NUTS,2010,ITH2,2,152.1
2014,NUTS,2010,ITH2,2,161.845
2015,NUTS,2010,ITH2,2,157.5
2016,NUTS,2010,ITH2,2,111.194
2017,NUTS,2010,ITH2,2,121.389
2018,NUTS,2010,ITH2,2,134.3
2019,NUTS,2010,ITH2,2,138.322
2011,NUTS,2010,ITH3,2,1027.5
2012,NUTS,2010,ITH3,2,1028.2
2013,NUTS,2010,ITH3,2,1094.8
2014,NUTS,2010,ITH3,2,1072.104
2015,NUTS,2010,ITH3,2,1129.3
2016,NUTS,2010,ITH3,2,1396.844
2017,NUTS,2010,ITH3,2,1537.894
2018,NUTS,2010,ITH3,2,1647.626
2019,NUTS,2010,ITH3,2,1616.972
2011,NUTS,2010,ITH4,2,295.2
2012,NUTS,2010,ITH4,2,295.1
2013,NUTS,2010,ITH4,2,288.9
2014,NUTS,2010,ITH4,2,301.909
2015,NUTS,2010,ITH4,2,307.6
2016,NUTS,2010,ITH4,2,312.462
2017,NUTS,2010,ITH4,2,321.087
2018,NUTS,2010,ITH4,2,342.925
2019,NUTS,2010,ITH4,2,341.357
2011,NUTS,2010,ITH5,2,1341.9
2012,NUTS,2010,ITH5,2,1532.5
2013,NUTS,2010,ITH5,2,1570.4
2014,NUTS,2010,ITH5,2,1684.923
2015,NUTS,2010,ITH5,2,1904.0
2016,NUTS,2010,ITH5,2,2288.376
2017,NUTS,2010,ITH5,2,2365.296
2018,NUTS,2010,ITH5,2,2505.486
2019,NUTS,2010,ITH5,2,2615.116
2011,NUTS,2010,ITI,1,1721.5
2012,NUTS,2010,ITI,1,1736.3
2013,NUTS,2010,ITI,1,1807.8
2014,NUTS,2010,ITI,1,2094.381
2015,NUTS,2010,ITI,1,2142.3
2016,NUTS,2010,ITI,1,2372.429
2017,NUTS,2010,ITI,1,2601.19
2018,NUTS,2010,ITI,1,2814.002
2019,NUTS,2010,ITI,1,3080.568
2011,NUTS,2010,ITI1,2,612.3
2012,NUTS,2010,ITI1,2,634.5
2013,NUTS,2010,ITI1,2,674.2
2014,NUTS,2010,ITI1,2,780.411
2015,NUTS,2010,ITI1,2,788.0
2016,NUTS,2010,ITI1,2,794.489
2017,NUTS,2010,ITI1,2,986.395
2018,NUTS,2010,ITI1,2,1117.865
2019,NUTS,2010,ITI1,2,1175.673
2011,NUTS,2010,ITI2,2,54.5
2012,NUTS,2010,ITI2,2,48.5
2013,NUTS,2010,ITI2,2,50.6
2014,NUTS,2010,ITI2,2,51.937
2015,NUTS,2010,ITI2,2,55.4
2016,NUTS,2010,ITI2,2,76.071
2017,NUTS,2010,ITI2,2,91.808
2018,NUTS,2010,ITI2,2,109.494
2019,NUTS,2010,ITI2,2,110.77
2011,NUTS,2010,ITI3,2,153.3
2012,NUTS,2010,ITI3,2,163.9
2013,NUTS,2010,ITI3,2,168.7
2014,NUTS,2010,ITI3,2,198.54
2015,NUTS,2010,ITI3,2,194.4
2016,NUTS,2010,ITI3,2,263.711
2017,NUTS,2010,ITI3,2,293.023
2018,NUTS,2010,ITI3,2,294.081
2019,NUTS,2010,ITI3,2,279.691
2011,NUTS,2010,ITI4,2,901.5
2012,NUTS,2010,ITI4,2,889.4
2013,NUTS,2010,ITI4,2,914.3
2014,NUTS,2010,ITI4,2,1063.493
2015,NUTS,2010,ITI4,2,1104.4
2016,NUTS,2010,ITI4,2,1238.158
2017,NUTS,2010,ITI4,2,1229.964
2018,NUTS,2010,ITI4,2,1292.563
2019,NUTS,2010,ITI4,2,1514.434
2011,NUTS,2010,JP,0,110596.413
2012,NUTS,2010,JP,0,118747.927
2013,NUTS,2010,JP,0,97886.434
2014,NUTS,2010,JP,0,96831.017
2015,NUTS,2010,JP,0,101896.694
2016,NUTS,2010,JP,0,110801.09
2017,NUTS,2010,JP,0,108901.413
2018,NUTS,2010,JP,0,109138.16
2019,NUTS,2010,JP,0,116482.788
2011,NUTS,2010,KR,0,24774.558
2012,NUTS,2010,KR,0,29856.479
2013,NUTS,2010,KR,0,32023.933
2014,NUTS,2010,KR,0,35657.706
2015,NUTS,2010,KR,0,40696.214
2016,NUTS,2010,KR,0,42013.169
2017,NUTS,2010,KR,0,49002.496
2018,NUTS,2010,KR,0,52987.47
2019,NUTS,2010,KR,0,54780.944
2011,NUTS,2010,LT,0,74.114
2012,NUTS,2010,LT,0,80.341
2013,NUTS,2010,LT,0,84.627
2014,NUTS,2010,LT,0,116.336
2015,NUTS,2010,LT,0,106.74
2016,NUTS,2010,LT,0,114.56
2017,NUTS,2010,LT,0,139.464
2018,NUTS,2010,LT,0,178.316
2019,NUTS,2010,LT,0,210.18
2020,NUTS,2010,LT,0,272.477
2011,NUTS,2010,LT0,1,74.114
2012,NUTS,2010,LT0,1,80.341
2013,NUTS,2010,LT0,1,84.627
2014,NUTS,2010,LT0,1,116.336
2015,NUTS,2010,LT0,1,106.74
2016,NUTS,2010,LT0,1,114.56
2017,NUTS,2010,LT0,1,139.464
2018,NUTS,2010,LT0,1,178.316
2019,NUTS,2010,LT0,1,210.18
2020,NUTS,2010,LT0,1,272.477
2011,NUTS,2010,LT00,2,74.114
2012,NUTS,2010,LT00,2,80.341
2013,NUTS,2010,LT00,2,84.627
2014,NUTS,2010,LT00,2,116.336
2015,NUTS,2010,LT01,2,76.326
2016,NUTS,2010,LT01,2,80.378
2017,NUTS,2010,LT01,2,85.51
2018,NUTS,2010,LT01,2,120.145
2019,NUTS,2010,LT01,2,151.396
2015,NUTS,2010,LT02,2,30.414
2016,NUTS,2010,LT02,2,34.182
2017,NUTS,2010,LT02,2,53.954
2018,NUTS,2010,LT02,2,58.171
2019,NUTS,2010,LT02,2,58.784
2011,NUTS,2010,LU,0,416.2
2012,NUTS,2010,LU,0,310.4
2013,NUTS,2010,LU,0,317.9
2014,NUTS,2010,LU,0,331.9
2015,NUTS,2010,LU,0,357.5
2016,NUTS,2010,LU,0,395.0
2017,NUTS,2010,LU,0,402.0
2018,NUTS,2010,LU,0,375.1
2019,NUTS,2010,LU,0,400.8
2020,NUTS,2010,LU,0,389.6
2011,NUTS,2010,LU0,1,416.2
2012,NUTS,2010,LU0,1,310.4
2013,NUTS,2010,LU0,1,317.9
2014,NUTS,2010,LU0,1,331.9
2015,NUTS,2010,LU0,1,357.5
2016,NUTS,2010,LU0,1,395.0
2017,NUTS,2010,LU0,1,402.0
2018,NUTS,2010,LU0,1,375.1
2019,NUTS,2010,LU0,1,400.8
2020,NUTS,2010,LU0,1,389.6
2011,NUTS,2010,LU00,2,416.2
2012,NUTS,2010,LU00,2,310.4
2013,NUTS,2010,LU00,2,317.9
2014,NUTS,2010,LU00,2,331.9
2015,NUTS,2010,LU00,2,357.5
2016,NUTS,2010,LU00,2,395.0
2017,NUTS,2010,LU00,2,402.0
2018,NUTS,2010,LU00,2,375.1
2019,NUTS,2010,LU00,2,400.8
2020,NUTS,2010,LU00,2,389.6
2011,NUTS,2010,LV,0,39.076
2012,NUTS,2010,LV,0,33.098
2013,NUTS,2010,LV,0,39.475
2014,NUTS,2010,LV,0,57.8
2015,NUTS,2010,LV,0,37.6
2016,NUTS,2010,LV,0,27.0
2017,NUTS,2010,LV,0,37.5
2018,NUTS,2010,LV,0,46.3
2019,NUTS,2010,LV,0,51.3
2020,NUTS,2010,LV,0,64.4
2011,NUTS,2010,LV0,1,39.076
2012,NUTS,2010,LV0,1,33.098
2013,NUTS,2010,LV0,1,39.475
2014,NUTS,2010,LV0,1,57.8
2015,NUTS,2010,LV0,1,37.6
2016,NUTS,2010,LV0,1,27.0
2017,NUTS,2010,LV0,1,37.5
2018,NUTS,2010,LV0,1,46.3
2019,NUTS,2010,LV0,1,51.3
2020,NUTS,2010,LV0,1,64.4
2011,NUTS,2010,LV00,2,39.076
2012,NUTS,2010,LV00,2,33.098
2013,NUTS,2010,LV00,2,39.475
2014,NUTS,2010,LV00,2,57.8
2015,NUTS,2010,LV00,2,37.6
2016,NUTS,2010,LV00,2,27.0
2017,NUTS,2010,LV00,2,37.5
2018,NUTS,2010,LV00,2,46.3
2019,NUTS,2010,LV00,2,51.3
2020,NUTS,2010,LV00,2,64.4
2011,NUTS,2010,ME,0,2.946
2013,NUTS,2010,ME,0,6.206
2014,NUTS,2010,ME,0,4.839
2015,NUTS,2010,ME,0,4.16
2016,NUTS,2010,ME,0,2.108
2017,NUTS,2010,ME,0,2.807
2018,NUTS,2010,ME,0,9.005
2011,NUTS,2010,ME0,1,2.946
2013,NUTS,2010,ME0,1,6.206
2014,NUTS,2010,ME0,1,4.839
2015,NUTS,2010,ME0,1,4.16
2016,NUTS,2010,ME0,1,2.108
2017,NUTS,2010,ME0,1,2.807
2018,NUTS,2010,ME0,1,9.005
2011,NUTS,2010,ME00,2,2.946
2013,NUTS,2010,ME00,2,6.206
2014,NUTS,2010,ME00,2,4.839
2015,NUTS,2010,ME00,2,4.16
2016,NUTS,2010,ME00,2,2.108
2017,NUTS,2010,ME00,2,2.807
2018,NUTS,2010,ME00,2,9.005
2015,NUTS,2010,MK,0,6.96
2016,NUTS,2010,MK,0,9.853
2017,NUTS,2010,MK,0,9.389
2018,NUTS,2010,MK,0,11.944
2019,NUTS,2010,MK,0,11.485
2020,NUTS,2010,MK,0,10.385
2015,NUTS,2010,MK0,1,6.96
2016,NUTS,2010,MK0,1,9.853
2017,NUTS,2010,MK0,1,9.389
2018,NUTS,2010,MK0,1,11.944
2019,NUTS,2010,MK0,1,11.485
2020,NUTS,2010,MK0,1,10.385
2015,NUTS,2010,MK00,2,6.96
2016,NUTS,2010,MK00,2,9.853
2017,NUTS,2010,MK00,2,9.389
2018,NUTS,2010,MK00,2,11.944
2019,NUTS,2010,MK00,2,11.485
2020,NUTS,2010,MK00,2,10.385
2011,NUTS,2010,MT,0,29.961
2012,NUTS,2010,MT,0,34.183
2013,NUTS,2010,MT,0,30.544
2014,NUTS,2010,MT,0,33.46
2015,NUTS,2010,MT,0,36.729
2016,NUTS,2010,MT,0,36.366
2017,NUTS,2010,MT,0,43.072
2018,NUTS,2010,MT,0,46.992
2019,NUTS,2010,MT,0,49.6
2020,NUTS,2010,MT,0,56.008
2011,NUTS,2010,MT0,1,29.961
2012,NUTS,2010,MT0,1,34.183
2013,NUTS,2010,MT0,1,30.544
2014,NUTS,2010,MT0,1,33.46
2015,NUTS,2010,MT0,1,36.729
2016,NUTS,2010,MT0,1,36.366
2017,NUTS,2010,MT0,1,43.072
2018,NUTS,2010,MT0,1,46.992
2019,NUTS,2010,MT0,1,49.6
2020,NUTS,2010,MT0,1,56.008
2011,NUTS,2010,MT00,2,29.961
2012,NUTS,2010,MT00,2,34.183
2013,NUTS,2010,MT00,2,30.544
2014,NUTS,2010,MT00,2,33.46
2015,NUTS,2010,MT00,2,36.729
2016,NUTS,2010,MT00,2,36.366
2017,NUTS,2010,MT00,2,43.072
2018,NUTS,2010,MT00,2,46.992
2019,NUTS,2010,MT00,2,49.6
2020,NUTS,2010,MT00,2,56.008
2011,NUTS,2010,NL,0,6921.738
2012,NUTS,2010,NL,0,7077.622
2013,NUTS,2010,NL,0,9299.0
2014,NUTS,2010,NL,0,9444.0
2015,NUTS,2010,NL,0,9515.0
2016,NUTS,2010,NL,0,10008.0
2017,NUTS,2010,NL,0,10667.0
2018,NUTS,2010,NL,0,10998.0
2019,NUTS,2010,NL,0,11846.0
2020,NUTS,2010,NL,0,12355.0
2011,NUTS,2010,NL1,1,352.1
2012,NUTS,2010,NL1,1,318.776
2011,NUTS,2010,NL2,1,1295.59
2012,NUTS,2010,NL2,1,1240.571
2011,NUTS,2010,NL3,1,2845.81
