year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_rse_f
2013,NUTS,2010,PL52,2,442.0
2014,NUTS,2010,PL52,2,469.0
2016,NUTS,2010,PL52,2,434.0
2017,NUTS,2010,PL52,2,614.0
2018,NUTS,2010,PL52,2,519.0
2019,NUTS,2010,PL52,2,497.0
2011,NUTS,2010,PL6,1,4099.0
2012,NUTS,2010,PL6,1,4117.0
2013,NUTS,2010,PL6,1,4176.0
2014,NUTS,2010,PL6,1,4300.0
2015,NUTS,2010,PL6,1,4276.0
2016,NUTS,2010,PL6,1,4482.0
2017,NUTS,2010,PL6,1,6829.0
2018,NUTS,2010,PL6,1,6914.0
2019,NUTS,2010,PL6,1,6921.0
2012,NUTS,2010,PL61,2,1410.0
2013,NUTS,2010,PL61,2,1392.0
2014,NUTS,2010,PL61,2,1464.0
2015,NUTS,2010,PL61,2,1453.0
2016,NUTS,2010,PL61,2,1495.0
2017,NUTS,2010,PL61,2,2688.0
2012,NUTS,2010,PL62,2,818.0
2013,NUTS,2010,PL62,2,816.0
2014,NUTS,2010,PL62,2,881.0
2015,NUTS,2010,PL62,2,866.0
2016,NUTS,2010,PL62,2,943.0
2017,NUTS,2010,PL62,2,1237.0
2011,NUTS,2010,PL63,2,1908.0
2012,NUTS,2010,PL63,2,1889.0
2013,NUTS,2010,PL63,2,1968.0
2014,NUTS,2010,PL63,2,1955.0
2015,NUTS,2010,PL63,2,1957.0
2016,NUTS,2010,PL63,2,2044.0
2017,NUTS,2010,PL63,2,2904.0
2018,NUTS,2010,PL63,2,3110.0
2019,NUTS,2010,PL63,2,2888.0
2016,NUTS,2010,PL7,1,2998.0
2017,NUTS,2010,PL7,1,4669.0
2018,NUTS,2010,PL7,1,4221.0
2019,NUTS,2010,PL7,1,4065.0
2016,NUTS,2010,PL71,2,2511.0
2017,NUTS,2010,PL71,2,3824.0
2019,NUTS,2010,PL71,2,3343.0
2016,NUTS,2010,PL72,2,487.0
2017,NUTS,2010,PL72,2,845.0
2019,NUTS,2010,PL72,2,722.0
2016,NUTS,2010,PL8,1,4389.0
2017,NUTS,2010,PL8,1,6063.0
2018,NUTS,2010,PL8,1,6831.0
2019,NUTS,2010,PL8,1,6072.0
2016,NUTS,2010,PL81,2,2466.0
2017,NUTS,2010,PL81,2,3650.0
2018,NUTS,2010,PL81,2,4372.0
2019,NUTS,2010,PL81,2,3558.0
2016,NUTS,2010,PL82,2,897.0
2017,NUTS,2010,PL82,2,989.0
2019,NUTS,2010,PL82,2,971.0
2016,NUTS,2010,PL84,2,1026.0
2017,NUTS,2010,PL84,2,1424.0
2019,NUTS,2010,PL84,2,1543.0
2016,NUTS,2010,PL9,1,6579.0
2017,NUTS,2010,PL9,1,10042.0
2018,NUTS,2010,PL9,1,11059.0
2019,NUTS,2010,PL9,1,11066.0
2016,NUTS,2010,PL91,2,6234.0
2017,NUTS,2010,PL91,2,9603.0
2018,NUTS,2010,PL91,2,10594.0
2019,NUTS,2010,PL91,2,10680.0
2016,NUTS,2010,PL92,2,345.0
2017,NUTS,2010,PL92,2,439.0
2018,NUTS,2010,PL92,2,465.0
2019,NUTS,2010,PL92,2,386.0
2011,NUTS,2010,PT,0,22538.0
2012,NUTS,2010,PT,0,23562.0
2013,NUTS,2010,PT,0,25568.0
2014,NUTS,2010,PT,0,24958.0
2015,NUTS,2010,PT,0,25428.0
2016,NUTS,2010,PT,0,26477.0
2017,NUTS,2010,PT,0,26850.0
2018,NUTS,2010,PT,0,28639.0
2019,NUTS,2010,PT,0,28760.0
2020,NUTS,2010,PT,0,27981.0
2011,NUTS,2010,PT1,1,22231.0
2012,NUTS,2010,PT1,1,23285.0
2013,NUTS,2010,PT1,1,25258.0
2014,NUTS,2010,PT1,1,24618.0
2015,NUTS,2010,PT1,1,25095.0
2016,NUTS,2010,PT1,1,26129.0
2017,NUTS,2010,PT1,1,26493.0
2018,NUTS,2010,PT1,1,28286.0
2019,NUTS,2010,PT1,1,28434.0
2020,NUTS,2010,PT1,1,27656.0
2011,NUTS,2010,PT11,2,7072.0
2012,NUTS,2010,PT11,2,7086.0
2013,NUTS,2010,PT11,2,8115.0
2014,NUTS,2010,PT11,2,7698.0
2015,NUTS,2010,PT11,2,7726.0
2016,NUTS,2010,PT11,2,8336.0
2017,NUTS,2010,PT11,2,8567.0
2018,NUTS,2010,PT11,2,9174.0
2019,NUTS,2010,PT11,2,9421.0
2020,NUTS,2010,PT11,2,9258.0
2011,NUTS,2010,PT15,2,720.0
2012,NUTS,2010,PT15,2,634.0
2013,NUTS,2010,PT15,2,615.0
2014,NUTS,2010,PT15,2,614.0
2015,NUTS,2010,PT15,2,645.0
2016,NUTS,2010,PT15,2,615.0
2017,NUTS,2010,PT15,2,565.0
2018,NUTS,2010,PT15,2,602.0
2019,NUTS,2010,PT15,2,662.0
2020,NUTS,2010,PT15,2,655.0
2011,NUTS,2010,PT16,2,4893.0
2012,NUTS,2010,PT16,2,5030.0
2013,NUTS,2010,PT16,2,5257.0
2014,NUTS,2010,PT16,2,5079.0
2015,NUTS,2010,PT16,2,5075.0
2016,NUTS,2010,PT16,2,5347.0
2017,NUTS,2010,PT16,2,5446.0
2018,NUTS,2010,PT16,2,5925.0
2019,NUTS,2010,PT16,2,5923.0
2020,NUTS,2010,PT16,2,5795.0
2011,NUTS,2010,PT17,2,8788.0
2012,NUTS,2010,PT17,2,9681.0
2013,NUTS,2010,PT17,2,10533.0
2014,NUTS,2010,PT17,2,10493.0
2015,NUTS,2010,PT17,2,10896.0
2016,NUTS,2010,PT17,2,11015.0
2017,NUTS,2010,PT17,2,11063.0
2018,NUTS,2010,PT17,2,11727.0
2019,NUTS,2010,PT17,2,11574.0
2020,NUTS,2010,PT17,2,11146.0
2011,NUTS,2010,PT18,2,758.0
2012,NUTS,2010,PT18,2,854.0
2013,NUTS,2010,PT18,2,738.0
2014,NUTS,2010,PT18,2,734.0
2015,NUTS,2010,PT18,2,753.0
2016,NUTS,2010,PT18,2,816.0
2017,NUTS,2010,PT18,2,852.0
2018,NUTS,2010,PT18,2,858.0
2019,NUTS,2010,PT18,2,854.0
2020,NUTS,2010,PT18,2,802.0
2011,NUTS,2010,PT2,1,186.0
2012,NUTS,2010,PT2,1,157.0
2013,NUTS,2010,PT2,1,173.0
2014,NUTS,2010,PT2,1,188.0
2015,NUTS,2010,PT2,1,174.0
2016,NUTS,2010,PT2,1,186.0
2017,NUTS,2010,PT2,1,192.0
2018,NUTS,2010,PT2,1,170.0
2019,NUTS,2010,PT2,1,158.0
2020,NUTS,2010,PT2,1,166.0
2011,NUTS,2010,PT20,2,186.0
2012,NUTS,2010,PT20,2,157.0
2013,NUTS,2010,PT20,2,173.0
2014,NUTS,2010,PT20,2,188.0
2015,NUTS,2010,PT20,2,174.0
2016,NUTS,2010,PT20,2,186.0
2017,NUTS,2010,PT20,2,192.0
2018,NUTS,2010,PT20,2,170.0
2019,NUTS,2010,PT20,2,158.0
2020,NUTS,2010,PT20,2,166.0
2011,NUTS,2010,PT3,1,121.0
2012,NUTS,2010,PT3,1,120.0
2013,NUTS,2010,PT3,1,137.0
2014,NUTS,2010,PT3,1,152.0
2015,NUTS,2010,PT3,1,159.0
2016,NUTS,2010,PT3,1,162.0
2017,NUTS,2010,PT3,1,165.0
2018,NUTS,2010,PT3,1,183.0
2019,NUTS,2010,PT3,1,168.0
2020,NUTS,2010,PT3,1,159.0
2011,NUTS,2010,PT30,2,121.0
2012,NUTS,2010,PT30,2,120.0
2013,NUTS,2010,PT30,2,137.0
2014,NUTS,2010,PT30,2,152.0
2015,NUTS,2010,PT30,2,159.0
2016,NUTS,2010,PT30,2,162.0
2017,NUTS,2010,PT30,2,165.0
2018,NUTS,2010,PT30,2,183.0
2019,NUTS,2010,PT30,2,168.0
2020,NUTS,2010,PT30,2,159.0
2011,NUTS,2010,RO,0,7224.0
2012,NUTS,2010,RO,0,7272.0
2013,NUTS,2010,RO,0,6963.0
2014,NUTS,2010,RO,0,6953.0
2015,NUTS,2010,RO,0,7308.0
2016,NUTS,2010,RO,0,7301.0
2017,NUTS,2010,RO,0,7664.0
2018,NUTS,2010,RO,0,7615.0
2019,NUTS,2010,RO,0,7506.0
2011,NUTS,2010,RO1,1,1699.0
2012,NUTS,2010,RO1,1,1158.0
2013,NUTS,2010,RO1,1,1103.0
2014,NUTS,2010,RO1,1,1274.0
2015,NUTS,2010,RO1,1,1284.0
2016,NUTS,2010,RO1,1,1270.0
2017,NUTS,2010,RO1,1,1352.0
2018,NUTS,2010,RO1,1,1233.0
2019,NUTS,2010,RO1,1,1371.0
2011,NUTS,2010,RO11,2,1048.0
2012,NUTS,2010,RO11,2,543.0
2013,NUTS,2010,RO11,2,541.0
2014,NUTS,2010,RO11,2,691.0
2015,NUTS,2010,RO11,2,715.0
2016,NUTS,2010,RO11,2,708.0
2017,NUTS,2010,RO11,2,785.0
2018,NUTS,2010,RO11,2,699.0
2019,NUTS,2010,RO11,2,845.0
2011,NUTS,2010,RO12,2,651.0
2012,NUTS,2010,RO12,2,615.0
2013,NUTS,2010,RO12,2,562.0
2014,NUTS,2010,RO12,2,583.0
2015,NUTS,2010,RO12,2,569.0
2016,NUTS,2010,RO12,2,562.0
2017,NUTS,2010,RO12,2,567.0
2018,NUTS,2010,RO12,2,534.0
2019,NUTS,2010,RO12,2,526.0
2011,NUTS,2010,RO2,1,1449.0
2012,NUTS,2010,RO2,1,1567.0
2013,NUTS,2010,RO2,1,1551.0
2014,NUTS,2010,RO2,1,1657.0
2015,NUTS,2010,RO2,1,1800.0
2016,NUTS,2010,RO2,1,1693.0
2017,NUTS,2010,RO2,1,1710.0
2018,NUTS,2010,RO2,1,1791.0
2019,NUTS,2010,RO2,1,1703.0
2011,NUTS,2010,RO21,2,1075.0
2012,NUTS,2010,RO21,2,1144.0
2013,NUTS,2010,RO21,2,1180.0
2014,NUTS,2010,RO21,2,1249.0
2015,NUTS,2010,RO21,2,1317.0
2016,NUTS,2010,RO21,2,1173.0
2017,NUTS,2010,RO21,2,1108.0
2018,NUTS,2010,RO21,2,997.0
2019,NUTS,2010,RO21,2,1010.0
2011,NUTS,2010,RO22,2,374.0
2012,NUTS,2010,RO22,2,423.0
2013,NUTS,2010,RO22,2,371.0
2014,NUTS,2010,RO22,2,408.0
2015,NUTS,2010,RO22,2,483.0
2016,NUTS,2010,RO22,2,520.0
2017,NUTS,2010,RO22,2,602.0
2018,NUTS,2010,RO22,2,794.0
2019,NUTS,2010,RO22,2,693.0
2011,NUTS,2010,RO3,1,2540.0
2012,NUTS,2010,RO3,1,2816.0
2013,NUTS,2010,RO3,1,2464.0
2014,NUTS,2010,RO3,1,2513.0
2015,NUTS,2010,RO3,1,2630.0
2016,NUTS,2010,RO3,1,2843.0
2017,NUTS,2010,RO3,1,3010.0
2018,NUTS,2010,RO3,1,3520.0
2019,NUTS,2010,RO3,1,3409.0
2011,NUTS,2010,RO31,2,381.0
2012,NUTS,2010,RO31,2,382.0
2013,NUTS,2010,RO31,2,344.0
2014,NUTS,2010,RO31,2,349.0
2015,NUTS,2010,RO31,2,339.0
2016,NUTS,2010,RO31,2,344.0
2017,NUTS,2010,RO31,2,317.0
2018,NUTS,2010,RO31,2,316.0
2019,NUTS,2010,RO31,2,317.0
2011,NUTS,2010,RO32,2,2159.0
2012,NUTS,2010,RO32,2,2434.0
2013,NUTS,2010,RO32,2,2120.0
2014,NUTS,2010,RO32,2,2164.0
2015,NUTS,2010,RO32,2,2291.0
2016,NUTS,2010,RO32,2,2499.0
2017,NUTS,2010,RO32,2,2693.0
2018,NUTS,2010,RO32,2,3204.0
2019,NUTS,2010,RO32,2,3092.0
2011,NUTS,2010,RO4,1,1536.0
2012,NUTS,2010,RO4,1,1731.0
2013,NUTS,2010,RO4,1,1845.0
2014,NUTS,2010,RO4,1,1509.0
2015,NUTS,2010,RO4,1,1594.0
2016,NUTS,2010,RO4,1,1495.0
2017,NUTS,2010,RO4,1,1592.0
2018,NUTS,2010,RO4,1,1071.0
2019,NUTS,2010,RO4,1,1023.0
2011,NUTS,2010,RO41,2,660.0
2012,NUTS,2010,RO41,2,648.0
2013,NUTS,2010,RO41,2,641.0
2014,NUTS,2010,RO41,2,635.0
2015,NUTS,2010,RO41,2,667.0
2016,NUTS,2010,RO41,2,671.0
2017,NUTS,2010,RO41,2,673.0
2018,NUTS,2010,RO41,2,362.0
2019,NUTS,2010,RO41,2,364.0
2011,NUTS,2010,RO42,2,876.0
2012,NUTS,2010,RO42,2,1083.0
2013,NUTS,2010,RO42,2,1204.0
2014,NUTS,2010,RO42,2,874.0
2015,NUTS,2010,RO42,2,927.0
2016,NUTS,2010,RO42,2,824.0
2017,NUTS,2010,RO42,2,919.0
2018,NUTS,2010,RO42,2,709.0
2019,NUTS,2010,RO42,2,659.0
2011,NUTS,2010,RS,0,5020.0
2012,NUTS,2010,RS,0,4734.0
2013,NUTS,2010,RS,0,5351.0
2014,NUTS,2010,RS,0,5241.0
2015,NUTS,2010,RS,0,5694.0
2016,NUTS,2010,RS,0,5667.0
2017,NUTS,2010,RS,0,5746.0
2018,NUTS,2010,RS,0,5915.0
2019,NUTS,2010,RS,0,5927.0
2020,NUTS,2010,RS,0,6139.0
2018,NUTS,2010,RS1,1,4418.0
2019,NUTS,2010,RS1,1,4463.0
2020,NUTS,2010,RS1,1,4699.0
2018,NUTS,2010,RS11,2,2664.0
2019,NUTS,2010,RS11,2,2727.0
2020,NUTS,2010,RS11,2,2879.0
2018,NUTS,2010,RS12,2,1754.0
2019,NUTS,2010,RS12,2,1736.0
2020,NUTS,2010,RS12,2,1820.0
2018,NUTS,2010,RS2,1,1497.0
2019,NUTS,2010,RS2,1,1464.0
2020,NUTS,2010,RS2,1,1440.0
2018,NUTS,2010,RS21,2,683.0
2019,NUTS,2010,RS21,2,639.0
2020,NUTS,2010,RS21,2,677.0
2018,NUTS,2010,RS22,2,814.0
2019,NUTS,2010,RS22,2,825.0
2020,NUTS,2010,RS22,2,763.0
2011,NUTS,2010,RU,0,19371.0
2012,NUTS,2010,RU,0,19496.0
2013,NUTS,2010,RU,0,19632.0
2014,NUTS,2010,RU,0,20369.0
2015,NUTS,2010,RU,0,21308.0
2017,NUTS,2010,RU,0,19516.0
2018,NUTS,2010,RU,0,20537.0
2019,NUTS,2010,RU,0,21725.0
2011,NUTS,2010,SE,0,18162.0
2013,NUTS,2010,SE,0,19064.0
2015,NUTS,2010,SE,0,19696.0
2017,NUTS,2010,SE,0,14585.0
2019,NUTS,2010,SE,0,16112.0
2017,NUTS,2010,SE1,1,7333.0
2019,NUTS,2010,SE1,1,8029.0
2017,NUTS,2010,SE11,2,4084.0
2019,NUTS,2010,SE11,2,4333.0
2017,NUTS,2010,SE12,2,3248.0
2019,NUTS,2010,SE12,2,3696.0
2017,NUTS,2010,SE2,1,5332.0
2019,NUTS,2010,SE2,1,5959.0
2017,NUTS,2010,SE21,2,629.0
2019,NUTS,2010,SE21,2,710.0
2017,NUTS,2010,SE22,2,2106.0
2019,NUTS,2010,SE22,2,2490.0
2017,NUTS,2010,SE23,2,2597.0
2019,NUTS,2010,SE23,2,2758.0
2017,NUTS,2010,SE3,1,1921.0
2019,NUTS,2010,SE3,1,2120.0
2017,NUTS,2010,SE31,2,570.0
2019,NUTS,2010,SE31,2,591.0
2017,NUTS,2010,SE32,2,169.0
2019,NUTS,2010,SE32,2,230.0
2017,NUTS,2010,SE33,2,1181.0
2019,NUTS,2010,SE33,2,1299.0
2011,NUTS,2010,SI,0,2065.0
2012,NUTS,2010,SI,0,1958.0
2013,NUTS,2010,SI,0,1830.0
2014,NUTS,2010,SI,0,1865.0
2015,NUTS,2010,SI,0,1810.0
2016,NUTS,2010,SI,0,1575.0
2017,NUTS,2010,SI,0,1827.0
2018,NUTS,2010,SI,0,1985.0
2019,NUTS,2010,SI,0,2043.0
2011,NUTS,2010,SI0,1,2065.0
2012,NUTS,2010,SI0,1,1958.0
2013,NUTS,2010,SI0,1,1830.0
2014,NUTS,2010,SI0,1,1865.0
2015,NUTS,2010,SI0,1,1810.0
2016,NUTS,2010,SI0,1,1575.0
2017,NUTS,2010,SI0,1,1827.0
2018,NUTS,2010,SI0,1,1985.0
2019,NUTS,2010,SI0,1,2043.0
2013,NUTS,2010,SI03,2,344.0
2014,NUTS,2010,SI03,2,348.0
2015,NUTS,2010,SI03,2,322.0
2016,NUTS,2010,SI03,2,314.0
2019,NUTS,2010,SI03,2,444.0
2013,NUTS,2010,SI04,2,1485.0
2014,NUTS,2010,SI04,2,1517.0
2015,NUTS,2010,SI04,2,1488.0
2016,NUTS,2010,SI04,2,1261.0
2019,NUTS,2010,SI04,2,1599.0
2011,NUTS,2010,SK,0,8303.0
2012,NUTS,2010,SK,0,8130.0
2013,NUTS,2010,SK,0,8208.0
2014,NUTS,2010,SK,0,8072.0
2015,NUTS,2010,SK,0,7632.0
2016,NUTS,2010,SK,0,8207.0
2017,NUTS,2010,SK,0,8280.0
2018,NUTS,2010,SK,0,8630.0
2019,NUTS,2010,SK,0,8502.0
2020,NUTS,2010,SK,0,8300.0
2011,NUTS,2010,SK01,2,4167.0
2012,NUTS,2010,SK01,2,3855.0
2013,NUTS,2010,SK01,2,3610.0
2014,NUTS,2010,SK01,2,3455.0
2015,NUTS,2010,SK01,2,3104.0
2016,NUTS,2010,SK01,2,3578.0
2017,NUTS,2010,SK01,2,3398.0
2018,NUTS,2010,SK01,2,3584.0
2019,NUTS,2010,SK01,2,3489.0
2020,NUTS,2010,SK01,2,3468.0
2011,NUTS,2010,SK02,2,1170.0
2012,NUTS,2010,SK02,2,1147.0
2013,NUTS,2010,SK02,2,1530.0
2014,NUTS,2010,SK02,2,1590.0
2015,NUTS,2010,SK02,2,1483.0
2016,NUTS,2010,SK02,2,1423.0
2017,NUTS,2010,SK02,2,1454.0
2018,NUTS,2010,SK02,2,1553.0
2019,NUTS,2010,SK02,2,1488.0
2020,NUTS,2010,SK02,2,1481.0
2011,NUTS,2010,SK03,2,1323.0
2012,NUTS,2010,SK03,2,1447.0
2013,NUTS,2010,SK03,2,1397.0
2014,NUTS,2010,SK03,2,1418.0
2015,NUTS,2010,SK03,2,1371.0
2016,NUTS,2010,SK03,2,1585.0
2017,NUTS,2010,SK03,2,1676.0
2018,NUTS,2010,SK03,2,1637.0
2019,NUTS,2010,SK03,2,1492.0
2020,NUTS,2010,SK03,2,1379.0
2011,NUTS,2010,SK04,2,1643.0
2012,NUTS,2010,SK04,2,1681.0
2013,NUTS,2010,SK04,2,1671.0
2014,NUTS,2010,SK04,2,1609.0
2015,NUTS,2010,SK04,2,1674.0
2016,NUTS,2010,SK04,2,1621.0
2017,NUTS,2010,SK04,2,1752.0
2018,NUTS,2010,SK04,2,1856.0
2019,NUTS,2010,SK04,2,2033.0
2020,NUTS,2010,SK04,2,1972.0
2011,NUTS,2010,TR,0,38757.0
2012,NUTS,2010,TR,0,44719.0
2013,NUTS,2010,TR,0,47133.0
2014,NUTS,2010,TR,0,53323.0
2015,NUTS,2010,TR,0,56503.0
2016,NUTS,2010,TR,0,53326.0
2017,NUTS,2010,TR,0,57359.0
2018,NUTS,2010,TR,0,60003.0
2019,NUTS,2010,TR,0,63379.0
2020,NUTS,2010,TR,0,63588.0
2011,NUTS,2010,UK,0,136321.0
2012,NUTS,2010,UK,0,140254.0
2013,NUTS,2010,UK,0,147457.0
2014,NUTS,2010,UK,0,151059.0
2015,NUTS,2010,UK,0,157301.0
2016,NUTS,2010,UK,0,161870.0
2017,NUTS,2010,UK,0,162179.0
2018,NUTS,2010,UK,0,165295.0
2011,NUTS,2010,UKC,1,5803.0
2013,NUTS,2010,UKC,1,6197.0
2015,NUTS,2010,UKC,1,6815.0
2017,NUTS,2010,UKC,1,6955.0
2011,NUTS,2010,UKC1,2,2166.0
2013,NUTS,2010,UKC1,2,2295.0
2015,NUTS,2010,UKC1,2,2479.0
2017,NUTS,2010,UKC1,2,2445.0
2011,NUTS,2010,UKC2,2,3637.0
2013,NUTS,2010,UKC2,2,3901.0
2015,NUTS,2010,UKC2,2,4336.0
2017,NUTS,2010,UKC2,2,4510.0
2011,NUTS,2010,UKD,1,12433.0
2013,NUTS,2010,UKD,1,13586.0
2015,NUTS,2010,UKD,1,14781.0
2017,NUTS,2010,UKD,1,15629.0
2011,NUTS,2010,UKD1,2,221.0
2013,NUTS,2010,UKD1,2,217.0
2015,NUTS,2010,UKD1,2,252.0
2017,NUTS,2010,UKD1,2,285.0
2011,NUTS,2010,UKD3,2,6583.0
2013,NUTS,2010,UKD3,2,6844.0
2015,NUTS,2010,UKD3,2,7281.0
2017,NUTS,2010,UKD3,2,7525.0
2011,NUTS,2010,UKD4,2,2245.0
2013,NUTS,2010,UKD4,2,2610.0
2015,NUTS,2010,UKD4,2,2889.0
2017,NUTS,2010,UKD4,2,3128.0
2011,NUTS,2010,UKD6,2,374.0
2013,NUTS,2010,UKD6,2,606.0
2015,NUTS,2010,UKD6,2,553.0
2017,NUTS,2010,UKD6,2,579.0
2011,NUTS,2010,UKD7,2,3010.0
2013,NUTS,2010,UKD7,2,3308.0
2015,NUTS,2010,UKD7,2,3807.0
2017,NUTS,2010,UKD7,2,4112.0
2011,NUTS,2010,UKE,1,11282.0
2013,NUTS,2010,UKE,1,12389.0
2015,NUTS,2010,UKE,1,13584.0
2017,NUTS,2010,UKE,1,13919.0
2011,NUTS,2010,UKE1,2,956.0
2013,NUTS,2010,UKE1,2,987.0
2015,NUTS,2010,UKE1,2,909.0
2017,NUTS,2010,UKE1,2,779.0
2011,NUTS,2010,UKE2,2,1582.0
2013,NUTS,2010,UKE2,2,1839.0
2015,NUTS,2010,UKE2,2,2271.0
2017,NUTS,2010,UKE2,2,2250.0
2011,NUTS,2010,UKE3,2,3815.0
2013,NUTS,2010,UKE3,2,4356.0
2015,NUTS,2010,UKE3,2,4630.0
2017,NUTS,2010,UKE3,2,4787.0
2011,NUTS,2010,UKE4,2,4929.0
2013,NUTS,2010,UKE4,2,5207.0
2015,NUTS,2010,UKE4,2,5774.0
2017,NUTS,2010,UKE4,2,6103.0
2011,NUTS,2010,UKF,1,9215.0
2013,NUTS,2010,UKF,1,9822.0
2015,NUTS,2010,UKF,1,10346.0
2017,NUTS,2010,UKF,1,10498.0
2011,NUTS,2010,UKF1,2,4857.0
2013,NUTS,2010,UKF1,2,5266.0
2015,NUTS,2010,UKF1,2,5552.0
2017,NUTS,2010,UKF1,2,5715.0
2011,NUTS,2010,UKF2,2,3925.0
2013,NUTS,2010,UKF2,2,4063.0
2015,NUTS,2010,UKF2,2,4198.0
2017,NUTS,2010,UKF2,2,4167.0
2011,NUTS,2010,UKF3,2,433.0
2013,NUTS,2010,UKF3,2,492.0
2015,NUTS,2010,UKF3,2,596.0
2017,NUTS,2010,UKF3,2,616.0
2011,NUTS,2010,UKG,1,8619.0
2013,NUTS,2010,UKG,1,9754.0
2015,NUTS,2010,UKG,1,10682.0
2017,NUTS,2010,UKG,1,11369.0
2011,NUTS,2010,UKG1,2,199.0
2013,NUTS,2010,UKG1,2,234.0
2015,NUTS,2010,UKG1,2,281.0
2017,NUTS,2010,UKG1,2,267.0
2011,NUTS,2010,UKG2,2,718.0
2013,NUTS,2010,UKG2,2,789.0
2015,NUTS,2010,UKG2,2,1076.0
2017,NUTS,2010,UKG2,2,1119.0
2011,NUTS,2010,UKG3,2,7702.0
2013,NUTS,2010,UKG3,2,8730.0
2015,NUTS,2010,UKG3,2,9324.0
2017,NUTS,2010,UKG3,2,9983.0
2011,NUTS,2010,UKH,1,11363.0
2013,NUTS,2010,UKH,1,12163.0
2015,NUTS,2010,UKH,1,12579.0
2017,NUTS,2010,UKH,1,12842.0
2011,NUTS,2010,UKH1,2,7431.0
2013,NUTS,2010,UKH1,2,8244.0
2015,NUTS,2010,UKH1,2,8562.0
2017,NUTS,2010,UKH1,2,8722.0
2011,NUTS,2010,UKH2,2,2495.0
2013,NUTS,2010,UKH2,2,2503.0
2015,NUTS,2010,UKH2,2,2406.0
2017,NUTS,2010,UKH2,2,2487.0
2011,NUTS,2010,UKH3,2,1438.0
2013,NUTS,2010,UKH3,2,1416.0
2015,NUTS,2010,UKH3,2,1611.0
2017,NUTS,2010,UKH3,2,1633.0
2011,NUTS,2010,UKI,1,27890.0
2013,NUTS,2010,UKI,1,28757.0
2015,NUTS,2010,UKI,1,30232.0
2017,NUTS,2010,UKI,1,30631.0
2011,NUTS,2010,UKI3,2,20661.0
2013,NUTS,2010,UKI3,2,21225.0
2015,NUTS,2010,UKI3,2,21830.0
2017,NUTS,2010,UKI3,2,22155.0
2011,NUTS,2010,UKI4,2,3657.0
2013,NUTS,2010,UKI4,2,3757.0
2015,NUTS,2010,UKI4,2,4509.0
2017,NUTS,2010,UKI4,2,4536.0
2011,NUTS,2010,UKI5,2,757.0
2013,NUTS,2010,UKI5,2,749.0
2015,NUTS,2010,UKI5,2,774.0
2017,NUTS,2010,UKI5,2,763.0
2011,NUTS,2010,UKI6,2,572.0
2013,NUTS,2010,UKI6,2,598.0
2015,NUTS,2010,UKI6,2,744.0
2017,NUTS,2010,UKI6,2,799.0
2011,NUTS,2010,UKI7,2,2243.0
2013,NUTS,2010,UKI7,2,2429.0
2015,NUTS,2010,UKI7,2,2375.0
2017,NUTS,2010,UKI7,2,2378.0
2011,NUTS,2010,UKJ,1,18532.0
2013,NUTS,2010,UKJ,1,20704.0
2015,NUTS,2010,UKJ,1,22291.0
2017,NUTS,2010,UKJ,1,22600.0
2011,NUTS,2010,UKJ1,2,8753.0
2013,NUTS,2010,UKJ1,2,9825.0
2015,NUTS,2010,UKJ1,2,10655.0
2017,NUTS,2010,UKJ1,2,10900.0
2011,NUTS,2010,UKJ2,2,4274.0
2013,NUTS,2010,UKJ2,2,4563.0
2015,NUTS,2010,UKJ2,2,4683.0
2017,NUTS,2010,UKJ2,2,4729.0
2011,NUTS,2010,UKJ3,2,4220.0
2013,NUTS,2010,UKJ3,2,4500.0
2015,NUTS,2010,UKJ3,2,4921.0
2017,NUTS,2010,UKJ3,2,4861.0
2011,NUTS,2010,UKJ4,2,1286.0
2013,NUTS,2010,UKJ4,2,1815.0
2015,NUTS,2010,UKJ4,2,2032.0
2017,NUTS,2010,UKJ4,2,2110.0
2011,NUTS,2010,UKK,1,8369.0
2013,NUTS,2010,UKK,1,8793.0
2015,NUTS,2010,UKK,1,9371.0
2017,NUTS,2010,UKK,1,9938.0
2011,NUTS,2010,UKK1,2,5096.0
2013,NUTS,2010,UKK1,2,5377.0
2015,NUTS,2010,UKK1,2,5680.0
2017,NUTS,2010,UKK1,2,5913.0
2011,NUTS,2010,UKK2,2,487.0
2013,NUTS,2010,UKK2,2,559.0
2015,NUTS,2010,UKK2,2,730.0
2017,NUTS,2010,UKK2,2,813.0
2011,NUTS,2010,UKK3,2,96.0
2013,NUTS,2010,UKK3,2,118.0
2015,NUTS,2010,UKK3,2,130.0
2017,NUTS,2010,UKK3,2,137.0
2011,NUTS,2010,UKK4,2,2690.0
2013,NUTS,2010,UKK4,2,2739.0
2015,NUTS,2010,UKK4,2,2831.0
2017,NUTS,2010,UKK4,2,3075.0
2011,NUTS,2010,UKL,1,5969.0
2013,NUTS,2010,UKL,1,6279.0
2015,NUTS,2010,UKL,1,6379.0
2017,NUTS,2010,UKL,1,6640.0
2011,NUTS,2010,UKL1,2,2933.0
2013,NUTS,2010,UKL1,2,3290.0
2015,NUTS,2010,UKL1,2,3285.0
2017,NUTS,2010,UKL1,2,3463.0
2011,NUTS,2010,UKL2,2,3035.0
2013,NUTS,2010,UKL2,2,2990.0
2015,NUTS,2010,UKL2,2,3094.0
2017,NUTS,2010,UKL2,2,3177.0
2011,NUTS,2010,UKM,1,14199.0
