year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_rse_f
2016,NUTS,2010,PL91,2,8490.0
2017,NUTS,2010,PL91,2,12430.0
2016,NUTS,2010,PL92,2,317.0
2017,NUTS,2010,PL92,2,411.0
2011,NUTS,2010,PT,0,19347.0
2012,NUTS,2010,PT,0,18908.0
2013,NUTS,2010,PT,0,16921.0
2014,NUTS,2010,PT,0,16691.0
2015,NUTS,2010,PT,0,16769.0
2016,NUTS,2010,PT,0,17751.0
2017,NUTS,2010,PT,0,19383.0
2018,NUTS,2010,PT,0,20432.0
2019,NUTS,2010,PT,0,21279.0
2020,NUTS,2010,PT,0,22311.0
2011,NUTS,2010,PT1,1,19032.0
2012,NUTS,2010,PT1,1,18642.0
2013,NUTS,2010,PT1,1,16698.0
2014,NUTS,2010,PT1,1,16458.0
2015,NUTS,2010,PT1,1,16541.0
2016,NUTS,2010,PT1,1,17499.0
2017,NUTS,2010,PT1,1,19104.0
2018,NUTS,2010,PT1,1,20135.0
2019,NUTS,2010,PT1,1,21020.0
2020,NUTS,2010,PT1,1,22047.0
2011,NUTS,2010,PT11,2,5779.0
2012,NUTS,2010,PT11,2,5688.0
2013,NUTS,2010,PT11,2,5490.0
2014,NUTS,2010,PT11,2,5415.0
2015,NUTS,2010,PT11,2,5411.0
2016,NUTS,2010,PT11,2,5752.0
2017,NUTS,2010,PT11,2,6492.0
2018,NUTS,2010,PT11,2,6844.0
2019,NUTS,2010,PT11,2,7422.0
2020,NUTS,2010,PT11,2,8086.0
2011,NUTS,2010,PT15,2,433.0
2012,NUTS,2010,PT15,2,409.0
2013,NUTS,2010,PT15,2,349.0
2014,NUTS,2010,PT15,2,351.0
2015,NUTS,2010,PT15,2,335.0
2016,NUTS,2010,PT15,2,349.0
2017,NUTS,2010,PT15,2,317.0
2018,NUTS,2010,PT15,2,329.0
2019,NUTS,2010,PT15,2,384.0
2020,NUTS,2010,PT15,2,397.0
2011,NUTS,2010,PT16,2,3878.0
2012,NUTS,2010,PT16,2,3799.0
2013,NUTS,2010,PT16,2,3297.0
2014,NUTS,2010,PT16,2,3198.0
2015,NUTS,2010,PT16,2,3122.0
2016,NUTS,2010,PT16,2,3288.0
2017,NUTS,2010,PT16,2,3678.0
2018,NUTS,2010,PT16,2,3973.0
2019,NUTS,2010,PT16,2,4135.0
2020,NUTS,2010,PT16,2,4155.0
2011,NUTS,2010,PT17,2,8502.0
2012,NUTS,2010,PT17,2,8305.0
2013,NUTS,2010,PT17,2,7184.0
2014,NUTS,2010,PT17,2,7102.0
2015,NUTS,2010,PT17,2,7233.0
2016,NUTS,2010,PT17,2,7627.0
2017,NUTS,2010,PT17,2,8078.0
2018,NUTS,2010,PT17,2,8398.0
2019,NUTS,2010,PT17,2,8468.0
2020,NUTS,2010,PT17,2,8762.0
2011,NUTS,2010,PT18,2,441.0
2012,NUTS,2010,PT18,2,441.0
2013,NUTS,2010,PT18,2,378.0
2014,NUTS,2010,PT18,2,392.0
2015,NUTS,2010,PT18,2,440.0
2016,NUTS,2010,PT18,2,483.0
2017,NUTS,2010,PT18,2,539.0
2018,NUTS,2010,PT18,2,590.0
2019,NUTS,2010,PT18,2,610.0
2020,NUTS,2010,PT18,2,648.0
2011,NUTS,2010,PT2,1,180.0
2012,NUTS,2010,PT2,1,156.0
2013,NUTS,2010,PT2,1,121.0
2014,NUTS,2010,PT2,1,128.0
2015,NUTS,2010,PT2,1,106.0
2016,NUTS,2010,PT2,1,111.0
2017,NUTS,2010,PT2,1,117.0
2018,NUTS,2010,PT2,1,116.0
2019,NUTS,2010,PT2,1,110.0
2020,NUTS,2010,PT2,1,115.0
2011,NUTS,2010,PT20,2,180.0
2012,NUTS,2010,PT20,2,156.0
2013,NUTS,2010,PT20,2,121.0
2014,NUTS,2010,PT20,2,128.0
2015,NUTS,2010,PT20,2,106.0
2016,NUTS,2010,PT20,2,111.0
2017,NUTS,2010,PT20,2,117.0
2018,NUTS,2010,PT20,2,116.0
2019,NUTS,2010,PT20,2,110.0
2020,NUTS,2010,PT20,2,115.0
2011,NUTS,2010,PT3,1,136.0
2012,NUTS,2010,PT3,1,110.0
2013,NUTS,2010,PT3,1,101.0
2014,NUTS,2010,PT3,1,106.0
2015,NUTS,2010,PT3,1,122.0
2016,NUTS,2010,PT3,1,141.0
2017,NUTS,2010,PT3,1,162.0
2018,NUTS,2010,PT3,1,182.0
2019,NUTS,2010,PT3,1,150.0
2020,NUTS,2010,PT3,1,149.0
2011,NUTS,2010,PT30,2,136.0
2012,NUTS,2010,PT30,2,110.0
2013,NUTS,2010,PT30,2,101.0
2014,NUTS,2010,PT30,2,106.0
2015,NUTS,2010,PT30,2,122.0
2016,NUTS,2010,PT30,2,141.0
2017,NUTS,2010,PT30,2,162.0
2018,NUTS,2010,PT30,2,182.0
2019,NUTS,2010,PT30,2,150.0
2020,NUTS,2010,PT30,2,149.0
2011,NUTS,2010,RO,0,7400.0
2012,NUTS,2010,RO,0,8068.0
2013,NUTS,2010,RO,0,8405.0
2014,NUTS,2010,RO,0,8142.0
2015,NUTS,2010,RO,0,7898.0
2016,NUTS,2010,RO,0,8209.0
2017,NUTS,2010,RO,0,8116.0
2018,NUTS,2010,RO,0,7895.0
2019,NUTS,2010,RO,0,8029.0
2011,NUTS,2010,RO1,1,1271.0
2012,NUTS,2010,RO1,1,1388.0
2013,NUTS,2010,RO1,1,1149.0
2014,NUTS,2010,RO1,1,1336.0
2015,NUTS,2010,RO1,1,1164.0
2016,NUTS,2010,RO1,1,1169.0
2017,NUTS,2010,RO1,1,1101.0
2018,NUTS,2010,RO1,1,1196.0
2019,NUTS,2010,RO1,1,1265.0
2011,NUTS,2010,RO11,2,722.0
2012,NUTS,2010,RO11,2,753.0
2013,NUTS,2010,RO11,2,601.0
2014,NUTS,2010,RO11,2,706.0
2015,NUTS,2010,RO11,2,607.0
2016,NUTS,2010,RO11,2,621.0
2017,NUTS,2010,RO11,2,582.0
2018,NUTS,2010,RO11,2,602.0
2019,NUTS,2010,RO11,2,652.0
2011,NUTS,2010,RO12,2,549.0
2012,NUTS,2010,RO12,2,636.0
2013,NUTS,2010,RO12,2,547.0
2014,NUTS,2010,RO12,2,630.0
2015,NUTS,2010,RO12,2,557.0
2016,NUTS,2010,RO12,2,548.0
2017,NUTS,2010,RO12,2,519.0
2018,NUTS,2010,RO12,2,594.0
2019,NUTS,2010,RO12,2,613.0
2011,NUTS,2010,RO2,1,985.0
2012,NUTS,2010,RO2,1,1052.0
2013,NUTS,2010,RO2,1,1126.0
2014,NUTS,2010,RO2,1,1026.0
2015,NUTS,2010,RO2,1,1117.0
2016,NUTS,2010,RO2,1,1076.0
2017,NUTS,2010,RO2,1,1083.0
2018,NUTS,2010,RO2,1,1106.0
2019,NUTS,2010,RO2,1,1218.0
2011,NUTS,2010,RO21,2,746.0
2012,NUTS,2010,RO21,2,776.0
2013,NUTS,2010,RO21,2,907.0
2014,NUTS,2010,RO21,2,836.0
2015,NUTS,2010,RO21,2,898.0
2016,NUTS,2010,RO21,2,817.0
2017,NUTS,2010,RO21,2,799.0
2018,NUTS,2010,RO21,2,771.0
2019,NUTS,2010,RO21,2,915.0
2011,NUTS,2010,RO22,2,239.0
2012,NUTS,2010,RO22,2,276.0
2013,NUTS,2010,RO22,2,218.0
2014,NUTS,2010,RO22,2,190.0
2015,NUTS,2010,RO22,2,219.0
2016,NUTS,2010,RO22,2,259.0
2017,NUTS,2010,RO22,2,284.0
2018,NUTS,2010,RO22,2,335.0
2019,NUTS,2010,RO22,2,303.0
2011,NUTS,2010,RO3,1,3923.0
2012,NUTS,2010,RO3,1,4502.0
2013,NUTS,2010,RO3,1,4874.0
2014,NUTS,2010,RO3,1,4836.0
2015,NUTS,2010,RO3,1,4545.0
2016,NUTS,2010,RO3,1,5005.0
2017,NUTS,2010,RO3,1,4973.0
2018,NUTS,2010,RO3,1,4741.0
2019,NUTS,2010,RO3,1,4713.0
2011,NUTS,2010,RO31,2,310.0
2012,NUTS,2010,RO31,2,474.0
2013,NUTS,2010,RO31,2,711.0
2014,NUTS,2010,RO31,2,622.0
2015,NUTS,2010,RO31,2,464.0
2016,NUTS,2010,RO31,2,490.0
2017,NUTS,2010,RO31,2,418.0
2018,NUTS,2010,RO31,2,393.0
2019,NUTS,2010,RO31,2,397.0
2011,NUTS,2010,RO32,2,3613.0
2012,NUTS,2010,RO32,2,4028.0
2013,NUTS,2010,RO32,2,4163.0
2014,NUTS,2010,RO32,2,4214.0
2015,NUTS,2010,RO32,2,4081.0
2016,NUTS,2010,RO32,2,4515.0
2017,NUTS,2010,RO32,2,4555.0
2018,NUTS,2010,RO32,2,4348.0
2019,NUTS,2010,RO32,2,4316.0
2011,NUTS,2010,RO4,1,1222.0
2012,NUTS,2010,RO4,1,1125.0
2013,NUTS,2010,RO4,1,1256.0
2014,NUTS,2010,RO4,1,944.0
2015,NUTS,2010,RO4,1,1072.0
2016,NUTS,2010,RO4,1,959.0
2017,NUTS,2010,RO4,1,959.0
2018,NUTS,2010,RO4,1,852.0
2019,NUTS,2010,RO4,1,833.0
2011,NUTS,2010,RO41,2,605.0
2012,NUTS,2010,RO41,2,544.0
2013,NUTS,2010,RO41,2,558.0
2014,NUTS,2010,RO41,2,430.0
2015,NUTS,2010,RO41,2,474.0
2016,NUTS,2010,RO41,2,468.0
2017,NUTS,2010,RO41,2,471.0
2018,NUTS,2010,RO41,2,212.0
2019,NUTS,2010,RO41,2,207.0
2011,NUTS,2010,RO42,2,617.0
2012,NUTS,2010,RO42,2,582.0
2013,NUTS,2010,RO42,2,698.0
2014,NUTS,2010,RO42,2,514.0
2015,NUTS,2010,RO42,2,598.0
2016,NUTS,2010,RO42,2,491.0
2017,NUTS,2010,RO42,2,488.0
2018,NUTS,2010,RO42,2,640.0
2019,NUTS,2010,RO42,2,626.0
2011,NUTS,2010,RS,0,5780.0
2012,NUTS,2010,RS,0,5900.0
2013,NUTS,2010,RS,0,6229.0
2014,NUTS,2010,RS,0,6360.0
2015,NUTS,2010,RS,0,7201.0
2016,NUTS,2010,RS,0,7262.0
2017,NUTS,2010,RS,0,7237.0
2018,NUTS,2010,RS,0,7465.0
2019,NUTS,2010,RS,0,7579.0
2020,NUTS,2010,RS,0,7899.0
2018,NUTS,2010,RS1,1,6037.0
2019,NUTS,2010,RS1,1,6202.0
2020,NUTS,2010,RS1,1,6485.0
2018,NUTS,2010,RS11,2,4361.0
2019,NUTS,2010,RS11,2,4519.0
2020,NUTS,2010,RS11,2,4766.0
2018,NUTS,2010,RS12,2,1676.0
2019,NUTS,2010,RS12,2,1683.0
2020,NUTS,2010,RS12,2,1719.0
2018,NUTS,2010,RS2,1,1428.0
2019,NUTS,2010,RS2,1,1377.0
2020,NUTS,2010,RS2,1,1414.0
2018,NUTS,2010,RS21,2,580.0
2019,NUTS,2010,RS21,2,533.0
2020,NUTS,2010,RS21,2,616.0
2018,NUTS,2010,RS22,2,847.0
2019,NUTS,2010,RS22,2,844.0
2020,NUTS,2010,RS22,2,798.0
2011,NUTS,2010,SE,0,14721.0
2013,NUTS,2010,SE,0,17989.0
2015,NUTS,2010,SE,0,18195.0
2017,NUTS,2010,SE,0,20950.0
2019,NUTS,2010,SE,0,23421.0
2011,NUTS,2010,SI,0,3094.0
2012,NUTS,2010,SI,0,3020.0
2013,NUTS,2010,SI,0,3017.0
2014,NUTS,2010,SI,0,2973.0
2015,NUTS,2010,SI,0,2686.0
2016,NUTS,2010,SI,0,2694.0
2017,NUTS,2010,SI,0,2877.0
2018,NUTS,2010,SI,0,3166.0
2019,NUTS,2010,SI,0,3394.0
2011,NUTS,2010,SI0,1,3094.0
2012,NUTS,2010,SI0,1,3020.0
2013,NUTS,2010,SI0,1,3017.0
2014,NUTS,2010,SI0,1,2973.0
2015,NUTS,2010,SI0,1,2686.0
2016,NUTS,2010,SI0,1,2694.0
2017,NUTS,2010,SI0,1,2877.0
2018,NUTS,2010,SI0,1,3166.0
2019,NUTS,2010,SI0,1,3394.0
2013,NUTS,2010,SI03,2,710.0
2014,NUTS,2010,SI03,2,664.0
2015,NUTS,2010,SI03,2,588.0
2016,NUTS,2010,SI03,2,607.0
2017,NUTS,2010,SI03,2,669.0
2018,NUTS,2010,SI03,2,774.0
2019,NUTS,2010,SI03,2,831.0
2013,NUTS,2010,SI04,2,2307.0
2014,NUTS,2010,SI04,2,2309.0
2015,NUTS,2010,SI04,2,2098.0
2016,NUTS,2010,SI04,2,2085.0
2017,NUTS,2010,SI04,2,2208.0
2018,NUTS,2010,SI04,2,2392.0
2019,NUTS,2010,SI04,2,2563.0
2011,NUTS,2010,SK,0,6480.0
2012,NUTS,2010,SK,0,6362.0
2013,NUTS,2010,SK,0,6155.0
2014,NUTS,2010,SK,0,6090.0
2015,NUTS,2010,SK,0,6029.0
2016,NUTS,2010,SK,0,5685.0
2017,NUTS,2010,SK,0,6105.0
2018,NUTS,2010,SK,0,6423.0
2019,NUTS,2010,SK,0,6656.0
2020,NUTS,2010,SK,0,6868.0
2011,NUTS,2010,SK01,2,3735.0
2012,NUTS,2010,SK01,2,3543.0
2013,NUTS,2010,SK01,2,3301.0
2014,NUTS,2010,SK01,2,3074.0
2015,NUTS,2010,SK01,2,3031.0
2016,NUTS,2010,SK01,2,2962.0
2017,NUTS,2010,SK01,2,3114.0
2018,NUTS,2010,SK01,2,3312.0
2019,NUTS,2010,SK01,2,3473.0
2020,NUTS,2010,SK01,2,3670.0
2011,NUTS,2010,SK02,2,967.0
2012,NUTS,2010,SK02,2,980.0
2013,NUTS,2010,SK02,2,1069.0
2014,NUTS,2010,SK02,2,1183.0
2015,NUTS,2010,SK02,2,1138.0
2016,NUTS,2010,SK02,2,953.0
2017,NUTS,2010,SK02,2,1194.0
2018,NUTS,2010,SK02,2,1160.0
2019,NUTS,2010,SK02,2,1124.0
2020,NUTS,2010,SK02,2,1152.0
2011,NUTS,2010,SK03,2,702.0
2012,NUTS,2010,SK03,2,712.0
2013,NUTS,2010,SK03,2,621.0
2014,NUTS,2010,SK03,2,695.0
2015,NUTS,2010,SK03,2,703.0
2016,NUTS,2010,SK03,2,763.0
2017,NUTS,2010,SK03,2,717.0
2018,NUTS,2010,SK03,2,768.0
2019,NUTS,2010,SK03,2,835.0
2020,NUTS,2010,SK03,2,790.0
2011,NUTS,2010,SK04,2,1076.0
2012,NUTS,2010,SK04,2,1128.0
2013,NUTS,2010,SK04,2,1164.0
2014,NUTS,2010,SK04,2,1139.0
2015,NUTS,2010,SK04,2,1157.0
2016,NUTS,2010,SK04,2,1007.0
2017,NUTS,2010,SK04,2,1080.0
2018,NUTS,2010,SK04,2,1182.0
2019,NUTS,2010,SK04,2,1224.0
2020,NUTS,2010,SK04,2,1257.0
2011,NUTS,2010,TR,0,23393.0
2012,NUTS,2010,TR,0,27004.0
2013,NUTS,2010,TR,0,29361.0
2014,NUTS,2010,TR,0,29240.0
2015,NUTS,2010,TR,0,31385.0
2016,NUTS,2010,TR,0,32467.0
2017,NUTS,2010,TR,0,36677.0
2018,NUTS,2010,TR,0,40945.0
2019,NUTS,2010,TR,0,43940.0
2020,NUTS,2010,TR,0,48486.0
