year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_hes
2014,NUTS,2010,HR03,2,664.0
2015,NUTS,2010,HR03,2,632.0
2016,NUTS,2010,HR03,2,718.0
2017,NUTS,2010,HR03,2,690.0
2018,NUTS,2010,HR03,2,686.0
2019,NUTS,2010,HR03,2,833.0
2020,NUTS,2010,HR03,2,860.0
2008,NUTS,2010,HR04,2,1118.0
2009,NUTS,2010,HR04,2,1087.0
2010,NUTS,2010,HR04,2,1139.0
2011,NUTS,2010,HR04,2,1089.0
2012,NUTS,2010,HR04,2,1098.0
2013,NUTS,2010,HR04,2,1122.0
2014,NUTS,2010,HR04,2,1046.0
2015,NUTS,2010,HR04,2,1124.0
2016,NUTS,2010,HR04,2,1418.0
2017,NUTS,2010,HR04,2,1432.0
2018,NUTS,2010,HR04,2,1430.0
2019,NUTS,2010,HR04,2,1585.0
2020,NUTS,2010,HR05,2,1249.0
2020,NUTS,2010,HR06,2,63.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2006,NUTS,2010,HU,0,2184.0
2007,NUTS,2010,HU,0,2113.0
2008,NUTS,2010,HU,0,2141.0
2009,NUTS,2010,HU,0,2194.0
2010,NUTS,2010,HU,0,2147.0
2011,NUTS,2010,HU,0,2199.0
2012,NUTS,2010,HU,0,2258.0
2013,NUTS,2010,HU,0,2253.0
2014,NUTS,2010,HU,0,2249.0
2015,NUTS,2010,HU,0,2189.0
2016,NUTS,2010,HU,0,2197.0
2017,NUTS,2010,HU,0,2422.0
2018,NUTS,2010,HU,0,3281.0
2019,NUTS,2010,HU,0,3779.0
2006,NUTS,2010,HU1,1,958.0
2007,NUTS,2010,HU1,1,946.0
2008,NUTS,2010,HU1,1,997.0
2009,NUTS,2010,HU1,1,1000.0
2010,NUTS,2010,HU1,1,970.0
2011,NUTS,2010,HU1,1,950.0
2012,NUTS,2010,HU1,1,981.0
2013,NUTS,2010,HU1,1,1032.0
2014,NUTS,2010,HU1,1,1026.0
2015,NUTS,2010,HU1,1,998.0
2016,NUTS,2010,HU1,1,999.0
2017,NUTS,2010,HU1,1,1116.0
2018,NUTS,2010,HU1,1,1555.0
2019,NUTS,2010,HU1,1,1763.0
2006,NUTS,2010,HU10,2,958.0
2007,NUTS,2010,HU10,2,946.0
2008,NUTS,2010,HU10,2,997.0
2009,NUTS,2010,HU10,2,1000.0
2010,NUTS,2010,HU10,2,970.0
2011,NUTS,2010,HU10,2,950.0
2012,NUTS,2010,HU10,2,981.0
2013,NUTS,2010,HU10,2,1032.0
2014,NUTS,2010,HU10,2,1026.0
2015,NUTS,2010,HU10,2,998.0
2016,NUTS,2010,HU10,2,999.0
2017,NUTS,2010,HU11,2,1001.0
2018,NUTS,2010,HU11,2,1384.0
2019,NUTS,2010,HU11,2,1664.0
2017,NUTS,2010,HU12,2,115.0
2018,NUTS,2010,HU12,2,171.0
2019,NUTS,2010,HU12,2,99.0
2006,NUTS,2010,HU2,1,487.0
2007,NUTS,2010,HU2,1,423.0
2008,NUTS,2010,HU2,1,382.0
2009,NUTS,2010,HU2,1,376.0
2010,NUTS,2010,HU2,1,406.0
2011,NUTS,2010,HU2,1,427.0
2012,NUTS,2010,HU2,1,472.0
2013,NUTS,2010,HU2,1,372.0
2014,NUTS,2010,HU2,1,373.0
2015,NUTS,2010,HU2,1,343.0
2016,NUTS,2010,HU2,1,346.0
2017,NUTS,2010,HU2,1,414.0
2018,NUTS,2010,HU2,1,579.0
2019,NUTS,2010,HU2,1,673.0
2006,NUTS,2010,HU21,2,124.0
2007,NUTS,2010,HU21,2,102.0
2008,NUTS,2010,HU21,2,100.0
2009,NUTS,2010,HU21,2,87.0
2010,NUTS,2010,HU21,2,81.0
2011,NUTS,2010,HU21,2,71.0
2012,NUTS,2010,HU21,2,90.0
2013,NUTS,2010,HU21,2,80.0
2014,NUTS,2010,HU21,2,77.0
2015,NUTS,2010,HU21,2,89.0
2016,NUTS,2010,HU21,2,80.0
2017,NUTS,2010,HU21,2,82.0
2018,NUTS,2010,HU21,2,91.0
2019,NUTS,2010,HU21,2,88.0
2006,NUTS,2010,HU22,2,124.0
2007,NUTS,2010,HU22,2,117.0
2008,NUTS,2010,HU22,2,123.0
2009,NUTS,2010,HU22,2,131.0
2010,NUTS,2010,HU22,2,140.0
2011,NUTS,2010,HU22,2,127.0
2012,NUTS,2010,HU22,2,126.0
2013,NUTS,2010,HU22,2,129.0
2014,NUTS,2010,HU22,2,113.0
2015,NUTS,2010,HU22,2,113.0
2016,NUTS,2010,HU22,2,96.0
2017,NUTS,2010,HU22,2,120.0
2018,NUTS,2010,HU22,2,143.0
2019,NUTS,2010,HU22,2,175.0
2006,NUTS,2010,HU23,2,239.0
2007,NUTS,2010,HU23,2,204.0
2008,NUTS,2010,HU23,2,159.0
2009,NUTS,2010,HU23,2,158.0
2010,NUTS,2010,HU23,2,185.0
2011,NUTS,2010,HU23,2,229.0
2012,NUTS,2010,HU23,2,256.0
2013,NUTS,2010,HU23,2,163.0
2014,NUTS,2010,HU23,2,183.0
2015,NUTS,2010,HU23,2,141.0
2016,NUTS,2010,HU23,2,170.0
2017,NUTS,2010,HU23,2,212.0
2018,NUTS,2010,HU23,2,345.0
2019,NUTS,2010,HU23,2,410.0
2006,NUTS,2010,HU3,1,739.0
2007,NUTS,2010,HU3,1,744.0
2008,NUTS,2010,HU3,1,762.0
2009,NUTS,2010,HU3,1,818.0
2010,NUTS,2010,HU3,1,771.0
2011,NUTS,2010,HU3,1,822.0
2012,NUTS,2010,HU3,1,805.0
2013,NUTS,2010,HU3,1,849.0
2014,NUTS,2010,HU3,1,850.0
2015,NUTS,2010,HU3,1,848.0
2016,NUTS,2010,HU3,1,852.0
2017,NUTS,2010,HU3,1,892.0
2018,NUTS,2010,HU3,1,1147.0
2019,NUTS,2010,HU3,1,1343.0
2006,NUTS,2010,HU31,2,129.0
2007,NUTS,2010,HU31,2,123.0
2008,NUTS,2010,HU31,2,108.0
2009,NUTS,2010,HU31,2,124.0
2010,NUTS,2010,HU31,2,127.0
2011,NUTS,2010,HU31,2,140.0
2012,NUTS,2010,HU31,2,135.0
2013,NUTS,2010,HU31,2,122.0
2014,NUTS,2010,HU31,2,127.0
2015,NUTS,2010,HU31,2,131.0
2016,NUTS,2010,HU31,2,137.0
2017,NUTS,2010,HU31,2,153.0
2018,NUTS,2010,HU31,2,174.0
2019,NUTS,2010,HU31,2,216.0
2006,NUTS,2010,HU32,2,337.0
2007,NUTS,2010,HU32,2,358.0
2008,NUTS,2010,HU32,2,353.0
2009,NUTS,2010,HU32,2,355.0
2010,NUTS,2010,HU32,2,314.0
2011,NUTS,2010,HU32,2,307.0
2012,NUTS,2010,HU32,2,335.0
2013,NUTS,2010,HU32,2,351.0
2014,NUTS,2010,HU32,2,343.0
2015,NUTS,2010,HU32,2,320.0
2016,NUTS,2010,HU32,2,343.0
2017,NUTS,2010,HU32,2,366.0
2018,NUTS,2010,HU32,2,494.0
2019,NUTS,2010,HU32,2,569.0
2006,NUTS,2010,HU33,2,273.0
2007,NUTS,2010,HU33,2,263.0
2008,NUTS,2010,HU33,2,301.0
2009,NUTS,2010,HU33,2,339.0
2010,NUTS,2010,HU33,2,330.0
2011,NUTS,2010,HU33,2,375.0
2012,NUTS,2010,HU33,2,335.0
2013,NUTS,2010,HU33,2,376.0
2014,NUTS,2010,HU33,2,380.0
2015,NUTS,2010,HU33,2,397.0
2016,NUTS,2010,HU33,2,372.0
2017,NUTS,2010,HU33,2,373.0
2018,NUTS,2010,HU33,2,479.0
2019,NUTS,2010,HU33,2,558.0
2002,NUTS,2010,IE,0,1247.0
2003,NUTS,2010,IE,0,1500.0
2004,NUTS,2010,IE,0,1597.0
2005,NUTS,2010,IE,0,1700.0
2006,NUTS,2010,IE,0,1825.0
2007,NUTS,2010,IE,0,1950.0
2008,NUTS,2010,IE,0,2382.0
2009,NUTS,2010,IE,0,2393.0
2010,NUTS,2010,IE,0,2362.0
2011,NUTS,2010,IE,0,2339.0
2012,NUTS,2010,IE,0,5382.0
2013,NUTS,2010,IE,0,5567.0
2014,NUTS,2010,IE,0,5752.0
2015,NUTS,2010,IE,0,4674.0
2016,NUTS,2010,IE,0,3595.0
2017,NUTS,2010,IE,0,5653.0
2019,NUTS,2010,IE,0,4751.0
2002,NUTS,2010,IE0,1,1247.0
2003,NUTS,2010,IE0,1,1500.0
2004,NUTS,2010,IE0,1,1597.0
2005,NUTS,2010,IE0,1,1700.0
2006,NUTS,2010,IE0,1,1825.0
2007,NUTS,2010,IE0,1,1950.0
2008,NUTS,2010,IE0,1,2382.0
2009,NUTS,2010,IE0,1,2393.0
2010,NUTS,2010,IE0,1,2362.0
2011,NUTS,2010,IE0,1,2339.0
2012,NUTS,2010,IE0,1,2315.0
2013,NUTS,2010,IE0,1,2299.0
2014,NUTS,2010,IE0,1,3921.0
2015,NUTS,2010,IE0,1,5946.0
2017,NUTS,2010,IE0,1,5653.0
2002,NUTS,2010,IE01,2,177.0
2003,NUTS,2010,IE01,2,240.0
2004,NUTS,2010,IE01,2,260.0
2005,NUTS,2010,IE01,2,276.0
2006,NUTS,2010,IE01,2,367.0
2007,NUTS,2010,IE01,2,296.0
2008,NUTS,2010,IE01,2,341.0
2009,NUTS,2010,IE01,2,304.0
2010,NUTS,2010,IE01,2,309.0
2011,NUTS,2010,IE01,2,327.0
2012,NUTS,2010,IE01,2,324.0
2013,NUTS,2010,IE01,2,322.0
2014,NUTS,2010,IE01,2,549.0
2015,NUTS,2010,IE01,2,182.0
2017,NUTS,2010,IE01,2,1091.0
2002,NUTS,2010,IE02,2,1070.0
2003,NUTS,2010,IE02,2,1260.0
2004,NUTS,2010,IE02,2,1337.0
2005,NUTS,2010,IE02,2,1424.0
2006,NUTS,2010,IE02,2,1459.0
2007,NUTS,2010,IE02,2,1654.0
2008,NUTS,2010,IE02,2,2041.0
2009,NUTS,2010,IE02,2,2089.0
2010,NUTS,2010,IE02,2,2053.0
2011,NUTS,2010,IE02,2,2011.0
2012,NUTS,2010,IE02,2,1991.0
2013,NUTS,2010,IE02,2,1977.0
2014,NUTS,2010,IE02,2,3372.0
2015,NUTS,2010,IE02,2,5764.0
2017,NUTS,2010,IE02,2,4562.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,175.0
2001,NUTS,2010,IS,0,189.0
2003,NUTS,2010,IS,0,234.0
2005,NUTS,2010,IS,0,243.0
2006,NUTS,2010,IS,0,285.0
2007,NUTS,2010,IS,0,276.0
2008,NUTS,2010,IS,0,288.0
2009,NUTS,2010,IS,0,461.0
2011,NUTS,2010,IS,0,342.0
2003,NUTS,2010,IT,0,8694.0
2004,NUTS,2010,IT,0,8969.0
2005,NUTS,2010,IT,0,13894.0
2006,NUTS,2010,IT,0,14453.0
2007,NUTS,2010,IT,0,15028.0
2008,NUTS,2010,IT,0,15738.0
2009,NUTS,2010,IT,0,17624.0
2010,NUTS,2010,IT,0,18179.0
2011,NUTS,2010,IT,0,18330.0
2012,NUTS,2010,IT,0,19369.0
2013,NUTS,2010,IT,0,20421.0
2014,NUTS,2010,IT,0,20716.0
2015,NUTS,2010,IT,0,21201.0
2016,NUTS,2010,IT,0,22102.0
2017,NUTS,2010,IT,0,22385.0
2018,NUTS,2010,IT,0,22698.0
2019,NUTS,2010,IT,0,23955.0
2003,NUTS,2010,ITC,1,2024.0
2004,NUTS,2010,ITC,1,2083.0
2005,NUTS,2010,ITC,1,3298.0
2007,NUTS,2010,ITC,1,3740.0
2008,NUTS,2010,ITC,1,4046.0
2009,NUTS,2010,ITC,1,4662.0
2010,NUTS,2010,ITC,1,4675.0
2011,NUTS,2010,ITC,1,4803.0
2012,NUTS,2010,ITC,1,4989.0
2013,NUTS,2010,ITC,1,5280.0
2014,NUTS,2010,ITC,1,5188.0
2015,NUTS,2010,ITC,1,5646.0
2016,NUTS,2010,ITC,1,5825.0
2017,NUTS,2010,ITC,1,6097.0
2018,NUTS,2010,ITC,1,6035.0
2019,NUTS,2010,ITC,1,6252.0
2003,NUTS,2010,ITC1,2,499.0
2004,NUTS,2010,ITC1,2,509.0
2005,NUTS,2010,ITC1,2,832.0
2007,NUTS,2010,ITC1,2,993.0
2008,NUTS,2010,ITC1,2,1125.0
2009,NUTS,2010,ITC1,2,1344.0
2010,NUTS,2010,ITC1,2,1288.0
2011,NUTS,2010,ITC1,2,1167.0
2012,NUTS,2010,ITC1,2,1195.0
2013,NUTS,2010,ITC1,2,1350.0
2014,NUTS,2010,ITC1,2,1229.0
2015,NUTS,2010,ITC1,2,1553.0
2016,NUTS,2010,ITC1,2,1399.0
2017,NUTS,2010,ITC1,2,1421.0
2018,NUTS,2010,ITC1,2,1398.0
2019,NUTS,2010,ITC1,2,1433.0
2003,NUTS,2010,ITC2,2,4.0
2004,NUTS,2010,ITC2,2,7.0
2005,NUTS,2010,ITC2,2,8.0
2007,NUTS,2010,ITC2,2,4.0
2008,NUTS,2010,ITC2,2,2.0
2009,NUTS,2010,ITC2,2,10.0
2010,NUTS,2010,ITC2,2,9.0
2011,NUTS,2010,ITC2,2,7.0
2012,NUTS,2010,ITC2,2,6.0
2013,NUTS,2010,ITC2,2,17.0
2014,NUTS,2010,ITC2,2,22.0
2015,NUTS,2010,ITC2,2,14.0
2016,NUTS,2010,ITC2,2,13.0
2017,NUTS,2010,ITC2,2,21.0
2018,NUTS,2010,ITC2,2,15.0
2019,NUTS,2010,ITC2,2,14.0
2003,NUTS,2010,ITC3,2,265.0
2004,NUTS,2010,ITC3,2,264.0
2005,NUTS,2010,ITC3,2,429.0
2007,NUTS,2010,ITC3,2,389.0
2008,NUTS,2010,ITC3,2,386.0
2009,NUTS,2010,ITC3,2,404.0
2010,NUTS,2010,ITC3,2,458.0
2011,NUTS,2010,ITC3,2,472.0
2012,NUTS,2010,ITC3,2,524.0
2013,NUTS,2010,ITC3,2,594.0
2014,NUTS,2010,ITC3,2,555.0
2015,NUTS,2010,ITC3,2,722.0
2016,NUTS,2010,ITC3,2,594.0
2017,NUTS,2010,ITC3,2,631.0
2018,NUTS,2010,ITC3,2,530.0
2019,NUTS,2010,ITC3,2,603.0
2003,NUTS,2010,ITC4,2,1256.0
2004,NUTS,2010,ITC4,2,1303.0
2005,NUTS,2010,ITC4,2,2030.0
2007,NUTS,2010,ITC4,2,2355.0
2008,NUTS,2010,ITC4,2,2532.0
2009,NUTS,2010,ITC4,2,2903.0
2010,NUTS,2010,ITC4,2,2920.0
2011,NUTS,2010,ITC4,2,3157.0
2012,NUTS,2010,ITC4,2,3264.0
2013,NUTS,2010,ITC4,2,3319.0
2014,NUTS,2010,ITC4,2,3383.0
2015,NUTS,2010,ITC4,2,3357.0
2016,NUTS,2010,ITC4,2,3819.0
2017,NUTS,2010,ITC4,2,4024.0
2018,NUTS,2010,ITC4,2,4093.0
2019,NUTS,2010,ITC4,2,4203.0
2003,NUTS,2010,ITF,1,1553.0
2004,NUTS,2010,ITF,1,1648.0
2005,NUTS,2010,ITF,1,2502.0
2007,NUTS,2010,ITF,1,2805.0
2008,NUTS,2010,ITF,1,2895.0
2009,NUTS,2010,ITF,1,3117.0
2010,NUTS,2010,ITF,1,3234.0
2011,NUTS,2010,ITF,1,3122.0
2012,NUTS,2010,ITF,1,3325.0
2013,NUTS,2010,ITF,1,3488.0
2014,NUTS,2010,ITF,1,3627.0
2015,NUTS,2010,ITF,1,3797.0
2016,NUTS,2010,ITF,1,3982.0
2017,NUTS,2010,ITF,1,4018.0
2018,NUTS,2010,ITF,1,3902.0
2019,NUTS,2010,ITF,1,4180.0
2003,NUTS,2010,ITF1,2,211.0
2004,NUTS,2010,ITF1,2,221.0
2005,NUTS,2010,ITF1,2,320.0
2007,NUTS,2010,ITF1,2,349.0
2008,NUTS,2010,ITF1,2,356.0
2009,NUTS,2010,ITF1,2,377.0
2010,NUTS,2010,ITF1,2,378.0
2011,NUTS,2010,ITF1,2,387.0
2012,NUTS,2010,ITF1,2,418.0
2013,NUTS,2010,ITF1,2,428.0
2014,NUTS,2010,ITF1,2,423.0
2015,NUTS,2010,ITF1,2,519.0
2016,NUTS,2010,ITF1,2,552.0
2017,NUTS,2010,ITF1,2,636.0
2018,NUTS,2010,ITF1,2,515.0
2019,NUTS,2010,ITF1,2,546.0
2003,NUTS,2010,ITF2,2,30.0
2004,NUTS,2010,ITF2,2,28.0
2005,NUTS,2010,ITF2,2,53.0
2007,NUTS,2010,ITF2,2,61.0
2008,NUTS,2010,ITF2,2,65.0
2009,NUTS,2010,ITF2,2,71.0
2015,NUTS,2010,ITF2,2,118.0
2016,NUTS,2010,ITF2,2,98.0
2017,NUTS,2010,ITF2,2,97.0
2018,NUTS,2010,ITF2,2,88.0
2019,NUTS,2010,ITF2,2,80.0
2003,NUTS,2010,ITF3,2,713.0
2004,NUTS,2010,ITF3,2,747.0
2005,NUTS,2010,ITF3,2,1031.0
2007,NUTS,2010,ITF3,2,1086.0
2008,NUTS,2010,ITF3,2,1179.0
2009,NUTS,2010,ITF3,2,1322.0
2010,NUTS,2010,ITF3,2,1349.0
2011,NUTS,2010,ITF3,2,1317.0
2012,NUTS,2010,ITF3,2,1432.0
2013,NUTS,2010,ITF3,2,1568.0
2014,NUTS,2010,ITF3,2,1658.0
2015,NUTS,2010,ITF3,2,1668.0
2016,NUTS,2010,ITF3,2,1924.0
2017,NUTS,2010,ITF3,2,1910.0
2018,NUTS,2010,ITF3,2,1830.0
2019,NUTS,2010,ITF3,2,2031.0
2003,NUTS,2010,ITF4,2,438.0
2004,NUTS,2010,ITF4,2,473.0
2005,NUTS,2010,ITF4,2,770.0
2007,NUTS,2010,ITF4,2,946.0
2008,NUTS,2010,ITF4,2,949.0
2009,NUTS,2010,ITF4,2,987.0
2010,NUTS,2010,ITF4,2,1004.0
2011,NUTS,2010,ITF4,2,931.0
2012,NUTS,2010,ITF4,2,936.0
2013,NUTS,2010,ITF4,2,840.0
2014,NUTS,2010,ITF4,2,848.0
2015,NUTS,2010,ITF4,2,920.0
2016,NUTS,2010,ITF4,2,922.0
2017,NUTS,2010,ITF4,2,920.0
2018,NUTS,2010,ITF4,2,892.0
2019,NUTS,2010,ITF4,2,931.0
2003,NUTS,2010,ITF5,2,40.0
2004,NUTS,2010,ITF5,2,42.0
2005,NUTS,2010,ITF5,2,61.0
2007,NUTS,2010,ITF5,2,108.0
2008,NUTS,2010,ITF5,2,100.0
2009,NUTS,2010,ITF5,2,79.0
2012,NUTS,2010,ITF5,2,102.0
2013,NUTS,2010,ITF5,2,89.0
2015,NUTS,2010,ITF5,2,96.0
2016,NUTS,2010,ITF5,2,75.0
2017,NUTS,2010,ITF5,2,78.0
2018,NUTS,2010,ITF5,2,78.0
2019,NUTS,2010,ITF5,2,98.0
2003,NUTS,2010,ITF6,2,121.0
2004,NUTS,2010,ITF6,2,137.0
2005,NUTS,2010,ITF6,2,267.0
2007,NUTS,2010,ITF6,2,255.0
2008,NUTS,2010,ITF6,2,246.0
2009,NUTS,2010,ITF6,2,282.0
2010,NUTS,2010,ITF6,2,329.0
2011,NUTS,2010,ITF6,2,310.0
2015,NUTS,2010,ITF6,2,475.0
2016,NUTS,2010,ITF6,2,412.0
2017,NUTS,2010,ITF6,2,377.0
2018,NUTS,2010,ITF6,2,500.0
2019,NUTS,2010,ITF6,2,494.0
2003,NUTS,2010,ITG,1,976.0
2004,NUTS,2010,ITG,1,1008.0
2005,NUTS,2010,ITG,1,1538.0
2007,NUTS,2010,ITG,1,1592.0
2008,NUTS,2010,ITG,1,1622.0
2009,NUTS,2010,ITG,1,1758.0
2010,NUTS,2010,ITG,1,1731.0
2011,NUTS,2010,ITG,1,1595.0
2012,NUTS,2010,ITG,1,1717.0
2013,NUTS,2010,ITG,1,1802.0
2014,NUTS,2010,ITG,1,1888.0
2015,NUTS,2010,ITG,1,2007.0
2016,NUTS,2010,ITG,1,1564.0
2017,NUTS,2010,ITG,1,1492.0
2018,NUTS,2010,ITG,1,1484.0
2019,NUTS,2010,ITG,1,1594.0
2003,NUTS,2010,ITG1,2,689.0
2004,NUTS,2010,ITG1,2,710.0
2005,NUTS,2010,ITG1,2,1115.0
2007,NUTS,2010,ITG1,2,1057.0
2008,NUTS,2010,ITG1,2,1073.0
2009,NUTS,2010,ITG1,2,1135.0
2010,NUTS,2010,ITG1,2,1082.0
2011,NUTS,2010,ITG1,2,981.0
2012,NUTS,2010,ITG1,2,1007.0
2013,NUTS,2010,ITG1,2,1086.0
2014,NUTS,2010,ITG1,2,1129.0
2015,NUTS,2010,ITG1,2,1194.0
2016,NUTS,2010,ITG1,2,1044.0
2017,NUTS,2010,ITG1,2,959.0
2018,NUTS,2010,ITG1,2,973.0
2019,NUTS,2010,ITG1,2,1058.0
2003,NUTS,2010,ITG2,2,287.0
2004,NUTS,2010,ITG2,2,298.0
2005,NUTS,2010,ITG2,2,423.0
2007,NUTS,2010,ITG2,2,535.0
2008,NUTS,2010,ITG2,2,550.0
2009,NUTS,2010,ITG2,2,622.0
2010,NUTS,2010,ITG2,2,648.0
2011,NUTS,2010,ITG2,2,613.0
2012,NUTS,2010,ITG2,2,710.0
2013,NUTS,2010,ITG2,2,717.0
2014,NUTS,2010,ITG2,2,758.0
2015,NUTS,2010,ITG2,2,814.0
2016,NUTS,2010,ITG2,2,519.0
2017,NUTS,2010,ITG2,2,533.0
2018,NUTS,2010,ITG2,2,511.0
2019,NUTS,2010,ITG2,2,536.0
2003,NUTS,2010,ITH,1,1655.0
2004,NUTS,2010,ITH,1,1695.0
2005,NUTS,2010,ITH,1,2769.0
2007,NUTS,2010,ITH,1,3029.0
2008,NUTS,2010,ITH,1,3144.0
2009,NUTS,2010,ITH,1,3653.0
2010,NUTS,2010,ITH,1,3887.0
2011,NUTS,2010,ITH,1,4098.0
2012,NUTS,2010,ITH,1,4395.0
2013,NUTS,2010,ITH,1,4712.0
2014,NUTS,2010,ITH,1,4871.0
2015,NUTS,2010,ITH,1,4407.0
2016,NUTS,2010,ITH,1,5044.0
2017,NUTS,2010,ITH,1,5249.0
2018,NUTS,2010,ITH,1,5568.0
2019,NUTS,2010,ITH,1,5855.0
2003,NUTS,2010,ITH1,2,3.0
2004,NUTS,2010,ITH1,2,3.0
2005,NUTS,2010,ITH1,2,6.0
2007,NUTS,2010,ITH1,2,3.0
2008,NUTS,2010,ITH1,2,3.0
2009,NUTS,2010,ITH1,2,3.0
2010,NUTS,2010,ITH1,2,6.0
2011,NUTS,2010,ITH1,2,5.0
2012,NUTS,2010,ITH1,2,13.0
2013,NUTS,2010,ITH1,2,33.0
2014,NUTS,2010,ITH1,2,46.0
2015,NUTS,2010,ITH1,2,48.0
2016,NUTS,2010,ITH1,2,86.0
2017,NUTS,2010,ITH1,2,111.0
2018,NUTS,2010,ITH1,2,128.0
2019,NUTS,2010,ITH1,2,156.0
2003,NUTS,2010,ITH2,2,46.0
2004,NUTS,2010,ITH2,2,48.0
2005,NUTS,2010,ITH2,2,75.0
2007,NUTS,2010,ITH2,2,94.0
2008,NUTS,2010,ITH2,2,99.0
2009,NUTS,2010,ITH2,2,126.0
2010,NUTS,2010,ITH2,2,124.0
2011,NUTS,2010,ITH2,2,152.0
2012,NUTS,2010,ITH2,2,192.0
2013,NUTS,2010,ITH2,2,221.0
2014,NUTS,2010,ITH2,2,237.0
2015,NUTS,2010,ITH2,2,262.0
2016,NUTS,2010,ITH2,2,298.0
2017,NUTS,2010,ITH2,2,289.0
2018,NUTS,2010,ITH2,2,339.0
2019,NUTS,2010,ITH2,2,351.0
2003,NUTS,2010,ITH3,2,501.0
2004,NUTS,2010,ITH3,2,519.0
2005,NUTS,2010,ITH3,2,800.0
2007,NUTS,2010,ITH3,2,916.0
2008,NUTS,2010,ITH3,2,1020.0
2009,NUTS,2010,ITH3,2,1320.0
2010,NUTS,2010,ITH3,2,1418.0
2011,NUTS,2010,ITH3,2,1452.0
2012,NUTS,2010,ITH3,2,1555.0
2013,NUTS,2010,ITH3,2,1658.0
2014,NUTS,2010,ITH3,2,1720.0
2015,NUTS,2010,ITH3,2,1740.0
2016,NUTS,2010,ITH3,2,1755.0
2017,NUTS,2010,ITH3,2,1839.0
2018,NUTS,2010,ITH3,2,1989.0
2019,NUTS,2010,ITH3,2,2097.0
2003,NUTS,2010,ITH4,2,228.0
2004,NUTS,2010,ITH4,2,229.0
2005,NUTS,2010,ITH4,2,360.0
2007,NUTS,2010,ITH4,2,432.0
2008,NUTS,2010,ITH4,2,412.0
2009,NUTS,2010,ITH4,2,474.0
2010,NUTS,2010,ITH4,2,470.0
2011,NUTS,2010,ITH4,2,465.0
2012,NUTS,2010,ITH4,2,501.0
2013,NUTS,2010,ITH4,2,491.0
2014,NUTS,2010,ITH4,2,522.0
2015,NUTS,2010,ITH4,2,542.0
2016,NUTS,2010,ITH4,2,520.0
2017,NUTS,2010,ITH4,2,551.0
2018,NUTS,2010,ITH4,2,596.0
2019,NUTS,2010,ITH4,2,568.0
2003,NUTS,2010,ITH5,2,877.0
2004,NUTS,2010,ITH5,2,896.0
2005,NUTS,2010,ITH5,2,1528.0
2007,NUTS,2010,ITH5,2,1584.0
2008,NUTS,2010,ITH5,2,1611.0
2009,NUTS,2010,ITH5,2,1730.0
2010,NUTS,2010,ITH5,2,1868.0
2011,NUTS,2010,ITH5,2,2023.0
2012,NUTS,2010,ITH5,2,2134.0
2013,NUTS,2010,ITH5,2,2309.0
2014,NUTS,2010,ITH5,2,2345.0
2015,NUTS,2010,ITH5,2,1816.0
2016,NUTS,2010,ITH5,2,2386.0
2017,NUTS,2010,ITH5,2,2459.0
2018,NUTS,2010,ITH5,2,2516.0
2019,NUTS,2010,ITH5,2,2683.0
2003,NUTS,2010,ITI,1,2486.0
2004,NUTS,2010,ITI,1,2535.0
2005,NUTS,2010,ITI,1,3787.0
2007,NUTS,2010,ITI,1,3862.0
2008,NUTS,2010,ITI,1,4031.0
2009,NUTS,2010,ITI,1,4434.0
2010,NUTS,2010,ITI,1,4652.0
2011,NUTS,2010,ITI,1,4712.0
2012,NUTS,2010,ITI,1,4943.0
2013,NUTS,2010,ITI,1,5138.0
2014,NUTS,2010,ITI,1,5143.0
2015,NUTS,2010,ITI,1,5345.0
2016,NUTS,2010,ITI,1,5688.0
2017,NUTS,2010,ITI,1,5529.0
2018,NUTS,2010,ITI,1,5709.0
2019,NUTS,2010,ITI,1,6074.0
2003,NUTS,2010,ITI1,2,784.0
2004,NUTS,2010,ITI1,2,796.0
2005,NUTS,2010,ITI1,2,1398.0
2007,NUTS,2010,ITI1,2,1597.0
2008,NUTS,2010,ITI1,2,1744.0
