year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps_kp05
2015,NUTS,2010,FI19,2,224.163
2016,NUTS,2010,FI19,2,231.63
2017,NUTS,2010,FI19,2,236.505
2018,NUTS,2010,FI19,2,236.08
2019,NUTS,2010,FI19,2,239.681
2011,NUTS,2010,FI1B,2,420.288
2012,NUTS,2010,FI1B,2,429.916
2013,NUTS,2010,FI1B,2,401.631
2015,NUTS,2010,FI1B,2,410.6
2016,NUTS,2010,FI1B,2,405.387
2017,NUTS,2010,FI1B,2,415.104
2018,NUTS,2010,FI1B,2,421.737
2019,NUTS,2010,FI1B,2,441.086
2011,NUTS,2010,FI1C,2,174.325
2012,NUTS,2010,FI1C,2,172.811
2013,NUTS,2010,FI1C,2,168.289
2015,NUTS,2010,FI1C,2,171.1
2016,NUTS,2010,FI1C,2,165.137
2017,NUTS,2010,FI1C,2,177.507
2018,NUTS,2010,FI1C,2,184.593
2019,NUTS,2010,FI1C,2,190.329
2011,NUTS,2010,FI1D,2,241.465
2012,NUTS,2010,FI1D,2,231.469
2013,NUTS,2010,FI1D,2,212.836
2015,NUTS,2010,FI1D,2,207.251
2016,NUTS,2010,FI1D,2,216.58
2017,NUTS,2010,FI1D,2,233.695
2018,NUTS,2010,FI1D,2,237.211
2019,NUTS,2010,FI1D,2,245.71
2015,NUTS,2010,FI2,1,0.479
2016,NUTS,2010,FI2,1,0.41
2017,NUTS,2010,FI2,1,0.475
2018,NUTS,2010,FI2,1,0.466
2019,NUTS,2010,FI2,1,0.328
2015,NUTS,2010,FI20,2,0.479
2016,NUTS,2010,FI20,2,0.41
2017,NUTS,2010,FI20,2,0.475
2018,NUTS,2010,FI20,2,0.466
2019,NUTS,2010,FI20,2,0.328
2011,NUTS,2010,FR,0,7710.834
2012,NUTS,2010,FR,0,7815.729
2013,NUTS,2010,FR,0,7915.382
2014,NUTS,2010,FR,0,7865.768
2015,NUTS,2010,FR,0,8008.268
2016,NUTS,2010,FR,0,7983.564
2017,NUTS,2010,FR,0,8117.181
2018,NUTS,2010,FR,0,8185.555
2019,NUTS,2010,FR,0,8178.293
2020,NUTS,2010,FR,0,8136.307
2011,NUTS,2010,FR1,1,2683.759
2012,NUTS,2010,FR1,1,2493.014
2013,NUTS,2010,FR1,1,2528.671
2011,NUTS,2010,FR10,2,2683.759
2012,NUTS,2010,FR10,2,2493.014
2013,NUTS,2010,FR10,2,2528.671
2011,NUTS,2010,FR2,1,604.487
2012,NUTS,2010,FR2,1,621.681
2013,NUTS,2010,FR2,1,631.047
2011,NUTS,2010,FR21,2,67.81
2012,NUTS,2010,FR21,2,65.177
2013,NUTS,2010,FR21,2,68.756
2011,NUTS,2010,FR22,2,73.867
2012,NUTS,2010,FR22,2,78.406
2013,NUTS,2010,FR22,2,77.72
2011,NUTS,2010,FR23,2,91.391
2012,NUTS,2010,FR23,2,99.056
2013,NUTS,2010,FR23,2,96.69
2011,NUTS,2010,FR24,2,154.477
2012,NUTS,2010,FR24,2,159.554
2013,NUTS,2010,FR24,2,168.567
2011,NUTS,2010,FR25,2,114.028
2012,NUTS,2010,FR25,2,113.737
2013,NUTS,2010,FR25,2,116.861
2011,NUTS,2010,FR26,2,102.914
2012,NUTS,2010,FR26,2,105.832
2013,NUTS,2010,FR26,2,102.373
2011,NUTS,2010,FR3,1,302.129
2012,NUTS,2010,FR3,1,348.712
2013,NUTS,2010,FR3,1,364.589
2011,NUTS,2010,FR30,2,302.129
2012,NUTS,2010,FR30,2,348.712
2013,NUTS,2010,FR30,2,364.589
2011,NUTS,2010,FR4,1,630.944
2012,NUTS,2010,FR4,1,632.732
2013,NUTS,2010,FR4,1,640.812
2011,NUTS,2010,FR41,2,252.236
2012,NUTS,2010,FR41,2,262.482
2013,NUTS,2010,FR41,2,262.536
2011,NUTS,2010,FR42,2,290.826
2012,NUTS,2010,FR42,2,276.034
2013,NUTS,2010,FR42,2,284.227
2011,NUTS,2010,FR43,2,87.882
2012,NUTS,2010,FR43,2,94.216
2013,NUTS,2010,FR43,2,94.049
2011,NUTS,2010,FR5,1,664.289
2012,NUTS,2010,FR5,1,781.235
2013,NUTS,2010,FR5,1,778.724
2011,NUTS,2010,FR51,2,234.319
2012,NUTS,2010,FR51,2,288.133
2013,NUTS,2010,FR51,2,288.47
2011,NUTS,2010,FR52,2,313.677
2012,NUTS,2010,FR52,2,364.603
2013,NUTS,2010,FR52,2,361.628
2011,NUTS,2010,FR53,2,116.293
2012,NUTS,2010,FR53,2,128.498
2013,NUTS,2010,FR53,2,128.627
2011,NUTS,2010,FR6,1,860.493
2012,NUTS,2010,FR6,1,893.358
2013,NUTS,2010,FR6,1,911.032
2011,NUTS,2010,FR61,2,328.576
2012,NUTS,2010,FR61,2,357.505
2013,NUTS,2010,FR61,2,365.309
2011,NUTS,2010,FR62,2,480.74
2012,NUTS,2010,FR62,2,479.308
2013,NUTS,2010,FR62,2,490.735
2011,NUTS,2010,FR63,2,51.176
2012,NUTS,2010,FR63,2,56.546
2013,NUTS,2010,FR63,2,54.989
2011,NUTS,2010,FR7,1,1001.525
2012,NUTS,2010,FR7,1,1067.351
2013,NUTS,2010,FR7,1,1072.716
2011,NUTS,2010,FR71,2,894.677
2012,NUTS,2010,FR71,2,961.278
2013,NUTS,2010,FR71,2,966.341
2011,NUTS,2010,FR72,2,106.848
2012,NUTS,2010,FR72,2,105.993
2013,NUTS,2010,FR72,2,106.375
2011,NUTS,2010,FR8,1,889.353
2012,NUTS,2010,FR8,1,909.007
2013,NUTS,2010,FR8,1,914.714
2011,NUTS,2010,FR81,2,309.724
2012,NUTS,2010,FR81,2,309.106
2013,NUTS,2010,FR81,2,327.13
2011,NUTS,2010,FR82,2,564.646
2012,NUTS,2010,FR82,2,588.689
2013,NUTS,2010,FR82,2,574.538
2011,NUTS,2010,FR83,2,14.983
2012,NUTS,2010,FR83,2,11.212
2013,NUTS,2010,FR83,2,13.047
2011,NUTS,2010,FRA,1,74.409
2012,NUTS,2010,FRA,1,68.645
2013,NUTS,2010,FRA,1,73.078
2011,NUTS,2010,HR,0,115.049
2012,NUTS,2010,HR,0,107.546
2013,NUTS,2010,HR,0,106.128
2014,NUTS,2010,HR,0,107.846
2015,NUTS,2010,HR,0,111.844
2016,NUTS,2010,HR,0,159.899
2017,NUTS,2010,HR,0,148.056
2018,NUTS,2010,HR,0,186.965
2019,NUTS,2010,HR,0,221.741
2020,NUTS,2010,HR,0,234.123
2011,NUTS,2010,HR0,1,115.049
2012,NUTS,2010,HR0,1,107.546
2013,NUTS,2010,HR0,1,106.128
2014,NUTS,2010,HR0,1,107.846
2015,NUTS,2010,HR0,1,111.844
2016,NUTS,2010,HR0,1,159.899
2017,NUTS,2010,HR0,1,148.056
2018,NUTS,2010,HR0,1,186.965
2019,NUTS,2010,HR0,1,221.741
2020,NUTS,2010,HR0,1,234.123
2020,NUTS,2010,HR02,2,21.016
2011,NUTS,2010,HR03,2,26.216
2012,NUTS,2010,HR03,2,20.291
2013,NUTS,2010,HR03,2,18.312
2014,NUTS,2010,HR03,2,20.734
2015,NUTS,2010,HR03,2,20.383
2016,NUTS,2010,HR03,2,30.715
2017,NUTS,2010,HR03,2,40.804
2018,NUTS,2010,HR03,2,47.949
2019,NUTS,2010,HR03,2,62.785
2020,NUTS,2010,HR03,2,63.302
2011,NUTS,2010,HR04,2,88.832
2012,NUTS,2010,HR04,2,87.255
2013,NUTS,2010,HR04,2,87.816
2014,NUTS,2010,HR04,2,87.112
2015,NUTS,2010,HR04,2,91.462
2016,NUTS,2010,HR04,2,129.184
2017,NUTS,2010,HR04,2,107.252
2018,NUTS,2010,HR04,2,139.016
2019,NUTS,2010,HR04,2,158.957
2020,NUTS,2010,HR05,2,142.747
2020,NUTS,2010,HR06,2,7.058
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,340.503
2012,NUTS,2010,HU,0,326.22
2013,NUTS,2010,HU,0,286.502
2014,NUTS,2010,HU,0,272.053
2015,NUTS,2010,HU,0,252.277
2016,NUTS,2010,HU,0,208.922
2017,NUTS,2010,HU,0,289.986
2018,NUTS,2010,HU,0,334.455
2019,NUTS,2010,HU,0,382.842
2020,NUTS,2010,HU,0,362.59
2011,NUTS,2010,HU1,1,150.513
2012,NUTS,2010,HU1,1,135.202
2013,NUTS,2010,HU1,1,124.748
2014,NUTS,2010,HU1,1,124.801
2015,NUTS,2010,HU1,1,121.765
2016,NUTS,2010,HU1,1,110.834
2017,NUTS,2010,HU1,1,133.835
2018,NUTS,2010,HU1,1,157.696
2019,NUTS,2010,HU1,1,182.091
2011,NUTS,2010,HU10,2,150.513
2012,NUTS,2010,HU10,2,135.202
2013,NUTS,2010,HU10,2,124.748
2014,NUTS,2010,HU10,2,124.801
2015,NUTS,2010,HU10,2,121.765
2016,NUTS,2010,HU10,2,110.834
2017,NUTS,2010,HU11,2,125.24
2018,NUTS,2010,HU11,2,148.577
2019,NUTS,2010,HU11,2,172.727
2017,NUTS,2010,HU12,2,8.594
2018,NUTS,2010,HU12,2,9.119
2019,NUTS,2010,HU12,2,9.365
2011,NUTS,2010,HU2,1,78.908
2012,NUTS,2010,HU2,1,86.493
2013,NUTS,2010,HU2,1,61.219
2014,NUTS,2010,HU2,1,59.662
2015,NUTS,2010,HU2,1,46.389
2016,NUTS,2010,HU2,1,36.16
2017,NUTS,2010,HU2,1,55.132
2018,NUTS,2010,HU2,1,58.979
2019,NUTS,2010,HU2,1,63.798
2011,NUTS,2010,HU21,2,13.666
2012,NUTS,2010,HU21,2,12.653
2013,NUTS,2010,HU21,2,18.329
2014,NUTS,2010,HU21,2,19.494
2015,NUTS,2010,HU21,2,16.457
2016,NUTS,2010,HU21,2,8.084
2017,NUTS,2010,HU21,2,8.977
2018,NUTS,2010,HU21,2,11.678
2019,NUTS,2010,HU21,2,14.824
2011,NUTS,2010,HU22,2,34.532
2012,NUTS,2010,HU22,2,17.242
2013,NUTS,2010,HU22,2,15.889
2014,NUTS,2010,HU22,2,18.898
2015,NUTS,2010,HU22,2,11.71
2016,NUTS,2010,HU22,2,14.605
2017,NUTS,2010,HU22,2,19.346
2018,NUTS,2010,HU22,2,21.82
2019,NUTS,2010,HU22,2,17.985
2011,NUTS,2010,HU23,2,30.71
2012,NUTS,2010,HU23,2,56.598
2013,NUTS,2010,HU23,2,27.001
2014,NUTS,2010,HU23,2,21.27
2015,NUTS,2010,HU23,2,18.223
2016,NUTS,2010,HU23,2,13.471
2017,NUTS,2010,HU23,2,26.81
2018,NUTS,2010,HU23,2,25.48
2019,NUTS,2010,HU23,2,30.989
2011,NUTS,2010,HU3,1,111.081
2012,NUTS,2010,HU3,1,104.524
2013,NUTS,2010,HU3,1,100.535
2014,NUTS,2010,HU3,1,87.59
2015,NUTS,2010,HU3,1,84.122
2016,NUTS,2010,HU3,1,61.928
2017,NUTS,2010,HU3,1,101.019
2018,NUTS,2010,HU3,1,117.781
2019,NUTS,2010,HU3,1,136.952
2011,NUTS,2010,HU31,2,17.382
2012,NUTS,2010,HU31,2,17.484
2013,NUTS,2010,HU31,2,15.566
2014,NUTS,2010,HU31,2,12.78
2015,NUTS,2010,HU31,2,10.342
2016,NUTS,2010,HU31,2,7.026
2017,NUTS,2010,HU31,2,13.402
2018,NUTS,2010,HU31,2,19.621
2019,NUTS,2010,HU31,2,18.686
2011,NUTS,2010,HU32,2,46.379
2012,NUTS,2010,HU32,2,45.074
2013,NUTS,2010,HU32,2,48.127
2014,NUTS,2010,HU32,2,37.643
2015,NUTS,2010,HU32,2,34.62
2016,NUTS,2010,HU32,2,29.83
2017,NUTS,2010,HU32,2,48.585
2018,NUTS,2010,HU32,2,56.901
2019,NUTS,2010,HU32,2,66.477
2011,NUTS,2010,HU33,2,47.321
2012,NUTS,2010,HU33,2,41.967
2013,NUTS,2010,HU33,2,36.842
2014,NUTS,2010,HU33,2,37.167
2015,NUTS,2010,HU33,2,39.16
2016,NUTS,2010,HU33,2,25.072
2017,NUTS,2010,HU33,2,39.032
2018,NUTS,2010,HU33,2,41.258
2019,NUTS,2010,HU33,2,51.79
2011,NUTS,2010,IE,0,558.005
2012,NUTS,2010,IE,0,517.881
2013,NUTS,2010,IE,0,530.708
2014,NUTS,2010,IE,0,585.42
2015,NUTS,2010,IE,0,550.492
2016,NUTS,2010,IE,0,553.585
2017,NUTS,2010,IE,0,596.983
2018,NUTS,2010,IE,0,637.206
2019,NUTS,2010,IE,0,662.716
2020,NUTS,2010,IE,0,733.839
2011,NUTS,2010,IE0,1,558.005
2012,NUTS,2010,IE0,1,517.881
2013,NUTS,2010,IE0,1,530.708
2014,NUTS,2010,IE0,1,548.68
2015,NUTS,2010,IE0,1,568.807
2017,NUTS,2010,IE0,1,548.496
2011,NUTS,2010,IE01,2,78.108
2012,NUTS,2010,IE01,2,72.481
2013,NUTS,2010,IE01,2,74.276
2014,NUTS,2010,IE01,2,76.791
2015,NUTS,2010,IE01,2,85.619
2017,NUTS,2010,IE01,2,66.806
2011,NUTS,2010,IE02,2,479.898
2012,NUTS,2010,IE02,2,445.4
2013,NUTS,2010,IE02,2,456.432
2014,NUTS,2010,IE02,2,471.889
2015,NUTS,2010,IE02,2,483.188
2017,NUTS,2010,IE02,2,481.69
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,61.904
2013,NUTS,2010,IS,0,65.24
2014,NUTS,2010,IS,0,66.734
2015,NUTS,2010,IS,0,70.179
2016,NUTS,2010,IS,0,75.825
2017,NUTS,2010,IS,0,79.684
2018,NUTS,2010,IS,0,80.245
2019,NUTS,2010,IS,0,85.096
2020,NUTS,2010,IS,0,86.456
2011,NUTS,2010,IS0,1,61.904
2013,NUTS,2010,IS0,1,65.24
2014,NUTS,2010,IS0,1,66.734
2015,NUTS,2010,IS0,1,70.179
2016,NUTS,2010,IS0,1,75.825
2017,NUTS,2010,IS0,1,79.684
2018,NUTS,2010,IS0,1,80.245
2019,NUTS,2010,IS0,1,85.096
2020,NUTS,2010,IS0,1,86.456
2011,NUTS,2010,IS00,2,61.904
2013,NUTS,2010,IS00,2,65.24
2014,NUTS,2010,IS00,2,66.734
2015,NUTS,2010,IS00,2,70.179
2016,NUTS,2010,IS00,2,75.825
2017,NUTS,2010,IS00,2,79.684
2018,NUTS,2010,IS00,2,80.245
2019,NUTS,2010,IS00,2,85.096
2020,NUTS,2010,IS00,2,86.456
2011,NUTS,2010,IT,0,4881.8
2012,NUTS,2010,IT,0,4874.095
2013,NUTS,2010,IT,0,4978.416
2014,NUTS,2010,IT,0,4831.779
2015,NUTS,2010,IT,0,4653.07
2016,NUTS,2010,IT,0,4555.218
2017,NUTS,2010,IT,0,4531.794
2018,NUTS,2010,IT,0,4599.694
2019,NUTS,2010,IT,0,4672.137
2020,NUTS,2010,IT,0,4712.26
2011,NUTS,2010,ITC,1,1114.964
2012,NUTS,2010,ITC,1,1126.474
2013,NUTS,2010,ITC,1,1093.823
2014,NUTS,2010,ITC,1,1002.685
2015,NUTS,2010,ITC,1,998.192
2016,NUTS,2010,ITC,1,1055.817
2017,NUTS,2010,ITC,1,1069.137
2018,NUTS,2010,ITC,1,1091.476
2019,NUTS,2010,ITC,1,1150.887
2011,NUTS,2010,ITC1,2,308.105
2012,NUTS,2010,ITC1,2,311.638
2013,NUTS,2010,ITC1,2,299.55
2014,NUTS,2010,ITC1,2,284.301
2015,NUTS,2010,ITC1,2,291.054
2016,NUTS,2010,ITC1,2,316.486
2017,NUTS,2010,ITC1,2,278.854
2018,NUTS,2010,ITC1,2,289.148
2019,NUTS,2010,ITC1,2,404.99
2011,NUTS,2010,ITC2,2,3.789
2012,NUTS,2010,ITC2,2,3.477
2013,NUTS,2010,ITC2,2,4.108
2014,NUTS,2010,ITC2,2,3.712
2015,NUTS,2010,ITC2,2,4.939
2016,NUTS,2010,ITC2,2,3.026
2017,NUTS,2010,ITC2,2,2.974
2018,NUTS,2010,ITC2,2,2.778
2019,NUTS,2010,ITC2,2,3.126
2011,NUTS,2010,ITC3,2,123.741
2012,NUTS,2010,ITC3,2,117.277
2013,NUTS,2010,ITC3,2,120.055
2014,NUTS,2010,ITC3,2,116.603
2015,NUTS,2010,ITC3,2,112.602
2016,NUTS,2010,ITC3,2,113.569
2017,NUTS,2010,ITC3,2,107.357
2018,NUTS,2010,ITC3,2,105.738
2019,NUTS,2010,ITC3,2,113.318
2011,NUTS,2010,ITC4,2,679.329
2012,NUTS,2010,ITC4,2,694.082
2013,NUTS,2010,ITC4,2,670.11
2014,NUTS,2010,ITC4,2,598.069
2015,NUTS,2010,ITC4,2,589.597
2016,NUTS,2010,ITC4,2,622.737
2017,NUTS,2010,ITC4,2,679.952
2018,NUTS,2010,ITC4,2,693.812
2019,NUTS,2010,ITC4,2,629.453
2011,NUTS,2010,ITF,1,945.584
2012,NUTS,2010,ITF,1,947.124
2013,NUTS,2010,ITF,1,1004.956
2014,NUTS,2010,ITF,1,1083.203
2015,NUTS,2010,ITF,1,999.591
2016,NUTS,2010,ITF,1,919.122
2017,NUTS,2010,ITF,1,870.618
2018,NUTS,2010,ITF,1,875.451
2019,NUTS,2010,ITF,1,820.154
2011,NUTS,2010,ITF1,2,112.203
2012,NUTS,2010,ITF1,2,115.412
2013,NUTS,2010,ITF1,2,110.078
2014,NUTS,2010,ITF1,2,114.872
2015,NUTS,2010,ITF1,2,112.767
2016,NUTS,2010,ITF1,2,111.016
2017,NUTS,2010,ITF1,2,93.757
2018,NUTS,2010,ITF1,2,95.812
2019,NUTS,2010,ITF1,2,108.895
2015,NUTS,2010,ITF2,2,16.956
2016,NUTS,2010,ITF2,2,15.256
2017,NUTS,2010,ITF2,2,14.795
2018,NUTS,2010,ITF2,2,15.694
2019,NUTS,2010,ITF2,2,18.002
2011,NUTS,2010,ITF3,2,450.446
2012,NUTS,2010,ITF3,2,438.667
2013,NUTS,2010,ITF3,2,470.41
2014,NUTS,2010,ITF3,2,436.073
2015,NUTS,2010,ITF3,2,418.636
2016,NUTS,2010,ITF3,2,418.747
2017,NUTS,2010,ITF3,2,446.1
2018,NUTS,2010,ITF3,2,450.764
2019,NUTS,2010,ITF3,2,395.096
2011,NUTS,2010,ITF4,2,231.725
2012,NUTS,2010,ITF4,2,231.757
2013,NUTS,2010,ITF4,2,260.901
2014,NUTS,2010,ITF4,2,317.687
2015,NUTS,2010,ITF4,2,278.46
2016,NUTS,2010,ITF4,2,242.248
2017,NUTS,2010,ITF4,2,208.618
2018,NUTS,2010,ITF4,2,204.166
2019,NUTS,2010,ITF4,2,187.666
2012,NUTS,2010,ITF5,2,21.285
2013,NUTS,2010,ITF5,2,21.295
2015,NUTS,2010,ITF5,2,22.306
2016,NUTS,2010,ITF5,2,19.69
2017,NUTS,2010,ITF5,2,18.738
2018,NUTS,2010,ITF5,2,19.382
2019,NUTS,2010,ITF5,2,21.069
2011,NUTS,2010,ITF6,2,109.361
2015,NUTS,2010,ITF6,2,150.465
2016,NUTS,2010,ITF6,2,112.165
2017,NUTS,2010,ITF6,2,88.61
2018,NUTS,2010,ITF6,2,89.632
2019,NUTS,2010,ITF6,2,89.425
2011,NUTS,2010,ITG,1,504.524
2012,NUTS,2010,ITG,1,487.511
2013,NUTS,2010,ITG,1,500.172
2014,NUTS,2010,ITG,1,588.334
2015,NUTS,2010,ITG,1,524.571
2016,NUTS,2010,ITG,1,410.047
2017,NUTS,2010,ITG,1,385.684
2018,NUTS,2010,ITG,1,387.243
2019,NUTS,2010,ITG,1,374.141
2011,NUTS,2010,ITG1,2,352.969
2012,NUTS,2010,ITG1,2,353.613
2013,NUTS,2010,ITG1,2,358.655
2014,NUTS,2010,ITG1,2,449.912
2015,NUTS,2010,ITG1,2,381.925
2016,NUTS,2010,ITG1,2,270.831
2017,NUTS,2010,ITG1,2,256.503
2018,NUTS,2010,ITG1,2,257.183
2019,NUTS,2010,ITG1,2,239.312
2011,NUTS,2010,ITG2,2,151.555
2012,NUTS,2010,ITG2,2,133.898
2013,NUTS,2010,ITG2,2,141.517
2014,NUTS,2010,ITG2,2,138.423
2015,NUTS,2010,ITG2,2,142.646
2016,NUTS,2010,ITG2,2,139.216
2017,NUTS,2010,ITG2,2,129.18
2018,NUTS,2010,ITG2,2,130.06
2019,NUTS,2010,ITG2,2,134.829
2011,NUTS,2010,ITH,1,1018.52
2012,NUTS,2010,ITH,1,1006.822
2013,NUTS,2010,ITH,1,1042.682
2014,NUTS,2010,ITH,1,1027.161
2015,NUTS,2010,ITH,1,1029.717
2016,NUTS,2010,ITH,1,1058.65
2017,NUTS,2010,ITH,1,1055.305
2018,NUTS,2010,ITH,1,1083.173
2019,NUTS,2010,ITH,1,1105.96
2011,NUTS,2010,ITH1,2,13.519
2012,NUTS,2010,ITH1,2,13.822
2013,NUTS,2010,ITH1,2,13.666
2014,NUTS,2010,ITH1,2,13.274
2015,NUTS,2010,ITH1,2,20.413
2016,NUTS,2010,ITH1,2,24.378
2017,NUTS,2010,ITH1,2,24.378
2018,NUTS,2010,ITH1,2,26.495
2019,NUTS,2010,ITH1,2,17.155
2011,NUTS,2010,ITH2,2,60.536
2012,NUTS,2010,ITH2,2,68.094
2013,NUTS,2010,ITH2,2,70.004
2014,NUTS,2010,ITH2,2,67.625
2015,NUTS,2010,ITH2,2,70.212
2016,NUTS,2010,ITH2,2,79.64
2017,NUTS,2010,ITH2,2,79.608
2018,NUTS,2010,ITH2,2,79.804
2019,NUTS,2010,ITH2,2,77.51
2011,NUTS,2010,ITH3,2,336.263
2012,NUTS,2010,ITH3,2,334.703
2013,NUTS,2010,ITH3,2,349.685
2014,NUTS,2010,ITH3,2,341.316
2015,NUTS,2010,ITH3,2,349.577
2016,NUTS,2010,ITH3,2,393.012
2017,NUTS,2010,ITH3,2,372.844
2018,NUTS,2010,ITH3,2,394.59
2019,NUTS,2010,ITH3,2,433.594
2011,NUTS,2010,ITH4,2,136.658
2012,NUTS,2010,ITH4,2,117.023
2013,NUTS,2010,ITH4,2,129.025
2014,NUTS,2010,ITH4,2,116.742
2015,NUTS,2010,ITH4,2,121.08
2016,NUTS,2010,ITH4,2,132.052
2017,NUTS,2010,ITH4,2,122.861
2018,NUTS,2010,ITH4,2,125.832
2019,NUTS,2010,ITH4,2,125.054
2011,NUTS,2010,ITH5,2,471.543
2012,NUTS,2010,ITH5,2,473.18
2013,NUTS,2010,ITH5,2,480.303
2014,NUTS,2010,ITH5,2,488.204
2015,NUTS,2010,ITH5,2,468.517
2016,NUTS,2010,ITH5,2,429.568
2017,NUTS,2010,ITH5,2,455.614
2018,NUTS,2010,ITH5,2,456.452
2019,NUTS,2010,ITH5,2,452.648
2011,NUTS,2010,ITI,1,1298.208
2012,NUTS,2010,ITI,1,1306.164
2013,NUTS,2010,ITI,1,1336.783
2014,NUTS,2010,ITI,1,1130.396
2015,NUTS,2010,ITI,1,1100.999
2016,NUTS,2010,ITI,1,1111.582
2017,NUTS,2010,ITI,1,1151.051
2018,NUTS,2010,ITI,1,1162.352
2019,NUTS,2010,ITI,1,1220.995
2011,NUTS,2010,ITI1,2,449.068
2012,NUTS,2010,ITI1,2,447.656
2013,NUTS,2010,ITI1,2,429.246
2014,NUTS,2010,ITI1,2,385.969
2015,NUTS,2010,ITI1,2,394.848
2016,NUTS,2010,ITI1,2,412.623
2017,NUTS,2010,ITI1,2,396.087
2018,NUTS,2010,ITI1,2,407.43
2019,NUTS,2010,ITI1,2,444.586
2011,NUTS,2010,ITI2,2,105.83
2012,NUTS,2010,ITI2,2,101.929
2013,NUTS,2010,ITI2,2,93.478
2014,NUTS,2010,ITI2,2,108.993
2015,NUTS,2010,ITI2,2,108.24
2016,NUTS,2010,ITI2,2,106.272
2017,NUTS,2010,ITI2,2,86.841
2018,NUTS,2010,ITI2,2,84.646
2019,NUTS,2010,ITI2,2,85.406
2011,NUTS,2010,ITI3,2,121.244
2012,NUTS,2010,ITI3,2,119.737
2013,NUTS,2010,ITI3,2,116.45
2014,NUTS,2010,ITI3,2,111.499
2015,NUTS,2010,ITI3,2,110.544
2016,NUTS,2010,ITI3,2,113.759
2017,NUTS,2010,ITI3,2,119.985
2018,NUTS,2010,ITI3,2,116.644
2019,NUTS,2010,ITI3,2,126.725
2011,NUTS,2010,ITI4,2,622.065
2012,NUTS,2010,ITI4,2,636.843
2013,NUTS,2010,ITI4,2,697.609
2014,NUTS,2010,ITI4,2,523.935
2015,NUTS,2010,ITI4,2,487.367
2016,NUTS,2010,ITI4,2,478.928
2017,NUTS,2010,ITI4,2,548.139
2018,NUTS,2010,ITI4,2,553.632
2019,NUTS,2010,ITI4,2,564.278
2011,NUTS,2010,JP,0,14407.909
2012,NUTS,2010,JP,0,14646.398
2013,NUTS,2010,JP,0,15594.489
2014,NUTS,2010,JP,0,15007.913
2015,NUTS,2010,JP,0,14330.387
2016,NUTS,2010,JP,0,13810.243
2011,NUTS,2010,KR,0,4388.713
2012,NUTS,2010,KR,0,4553.159
2013,NUTS,2010,KR,0,4688.642
2014,NUTS,2010,KR,0,4906.288
2015,NUTS,2010,KR,0,4992.52
2016,NUTS,2010,KR,0,5247.479
2011,NUTS,2010,LT,0,217.17
2012,NUTS,2010,LT,0,220.18
2013,NUTS,2010,LT,0,247.73
2014,NUTS,2010,LT,0,265.356
2015,NUTS,2010,LT,0,292.113
2016,NUTS,2010,LT,0,169.513
2017,NUTS,2010,LT,0,170.384
2018,NUTS,2010,LT,0,188.638
2019,NUTS,2010,LT,0,212.042
2020,NUTS,2010,LT,0,248.396
2011,NUTS,2010,LT0,1,217.17
2012,NUTS,2010,LT0,1,220.18
2013,NUTS,2010,LT0,1,247.73
2014,NUTS,2010,LT0,1,265.356
2015,NUTS,2010,LT0,1,292.113
2016,NUTS,2010,LT0,1,169.513
2017,NUTS,2010,LT0,1,170.384
2018,NUTS,2010,LT0,1,188.638
2019,NUTS,2010,LT0,1,212.042
2020,NUTS,2010,LT0,1,248.396
2011,NUTS,2010,LT00,2,217.17
2012,NUTS,2010,LT00,2,220.18
2013,NUTS,2010,LT00,2,247.73
2014,NUTS,2010,LT00,2,265.356
2015,NUTS,2010,LT01,2,155.56
2016,NUTS,2010,LT01,2,87.513
2017,NUTS,2010,LT01,2,88.314
2018,NUTS,2010,LT01,2,96.943
2019,NUTS,2010,LT01,2,114.236
2015,NUTS,2010,LT02,2,136.553
2016,NUTS,2010,LT02,2,82.0
2017,NUTS,2010,LT02,2,82.07
2018,NUTS,2010,LT02,2,91.695
2019,NUTS,2010,LT02,2,97.806
2011,NUTS,2010,LU,0,46.208
2012,NUTS,2010,LU,0,62.889
2013,NUTS,2010,LU,0,72.908
2014,NUTS,2010,LU,0,69.676
2015,NUTS,2010,LU,0,76.066
2016,NUTS,2010,LU,0,84.723
2017,NUTS,2010,LU,0,89.73
2018,NUTS,2010,LU,0,87.661
2019,NUTS,2010,LU,0,96.358
2020,NUTS,2010,LU,0,91.895
2011,NUTS,2010,LU0,1,46.208
2012,NUTS,2010,LU0,1,62.889
2013,NUTS,2010,LU0,1,72.908
2014,NUTS,2010,LU0,1,69.676
2015,NUTS,2010,LU0,1,76.066
2016,NUTS,2010,LU0,1,84.723
2017,NUTS,2010,LU0,1,89.73
2018,NUTS,2010,LU0,1,87.661
2019,NUTS,2010,LU0,1,96.358
2020,NUTS,2010,LU0,1,91.895
