year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_smc_p_mhab
2012,NUTS,2010,SE211,3,0.74
2011,NUTS,2010,SE22,2,1.432
2012,NUTS,2010,SE22,2,5.747
2011,NUTS,2010,SE224,3,1.609
2012,NUTS,2010,SE224,3,6.449
2011,NUTS,2010,SE23,2,1.064
2012,NUTS,2010,SE23,2,0.883
2011,NUTS,2010,SE232,3,1.266
2012,NUTS,2010,SE232,3,1.05
2011,NUTS,2010,SE3,1,0.734
2012,NUTS,2010,SE3,1,0.705
2011,NUTS,2010,SE31,2,1.209
2012,NUTS,2010,SE31,2,1.454
2011,NUTS,2010,SE311,3,2.452
2011,NUTS,2010,SE312,3,1.191
2012,NUTS,2010,SE312,3,4.339
2011,NUTS,2010,SE33,2,0.492
2011,NUTS,2010,SE331,3,0.964
2011,NUTS,2010,SI,0,0.488
2012,NUTS,2010,SI,0,0.973
2011,NUTS,2010,SI0,1,0.488
2012,NUTS,2010,SI0,1,0.973
2012,NUTS,2010,SI01,2,1.845
2012,NUTS,2010,SI013,3,13.819
2012,NUTS,2010,SI014,3,3.842
2011,NUTS,2010,SI02,2,1.035
2011,NUTS,2010,SI021,3,1.875
2011,NUTS,2010,SK,0,0.51
2012,NUTS,2010,SK,0,0.37
2011,NUTS,2010,SK0,1,0.278
2012,NUTS,2010,SK0,1,0.37
2012,NUTS,2010,SK01,2,1.649
2012,NUTS,2010,SK010,3,1.649
2011,NUTS,2010,SK02,2,0.816
2012,NUTS,2010,SK02,2,0.544
2011,NUTS,2010,SK021,3,2.707
2012,NUTS,2010,SK021,3,1.44
2012,NUTS,2010,SK023,3,0.29
2011,NUTS,2010,TR,0,0.059
2012,NUTS,2010,TR,0,0.047
2011,NUTS,2010,TR1,1,0.126
2011,NUTS,2010,TR10,2,0.126
2011,NUTS,2010,TR100,3,0.126
2011,NUTS,2010,TR4,1,0.146
2012,NUTS,2010,TR4,1,0.144
2011,NUTS,2010,TR42,2,0.308
2012,NUTS,2010,TR42,2,0.302
2011,NUTS,2010,TR421,3,0.641
2012,NUTS,2010,TR421,3,0.624
2011,NUTS,2010,TR5,1,0.19
2012,NUTS,2010,TR5,1,0.14
2011,NUTS,2010,TR51,2,0.279
2012,NUTS,2010,TR51,2,0.204
2011,NUTS,2010,TR510,3,0.279
2012,NUTS,2010,TR510,3,0.204
2012,NUTS,2010,TR6,1,0.053
2012,NUTS,2010,TR61,2,0.185
2012,NUTS,2010,TR611,3,0.245
2011,NUTS,2010,UK,0,2.158
2012,NUTS,2010,UK,0,1.744
2011,NUTS,2010,UKC,1,1.941
2012,NUTS,2010,UKC,1,1.273
2011,NUTS,2010,UKC1,2,3.877
2012,NUTS,2010,UKC1,2,1.963
2011,NUTS,2010,UKC14,3,8.89
2012,NUTS,2010,UKC14,3,4.497
2011,NUTS,2010,UKC2,2,0.339
2012,NUTS,2010,UKC2,2,0.703
2011,NUTS,2010,UKC22,3,0.581
2012,NUTS,2010,UKC22,3,1.204
2011,NUTS,2010,UKD,1,1.158
2012,NUTS,2010,UKD,1,1.245
2011,NUTS,2010,UKD3,2,2.394
2012,NUTS,2010,UKD3,2,3.007
2011,NUTS,2010,UKD31,3,3.358
2012,NUTS,2010,UKD31,3,2.781
2011,NUTS,2010,UKD32,3,1.235
2012,NUTS,2010,UKD32,3,3.279
2011,NUTS,2010,UKD4,2,0.267
2012,NUTS,2010,UKD4,2,0.342
2011,NUTS,2010,UKD43,3,0.333
2012,NUTS,2010,UKD43,3,0.426
2011,NUTS,2010,UKD6,2,0.388
2012,NUTS,2010,UKD6,2,0.221
2011,NUTS,2010,UKD61,3,1.733
2012,NUTS,2010,UKD63,3,0.606
2011,NUTS,2010,UKD7,2,0.665
2011,NUTS,2010,UKD72,3,2.157
2011,NUTS,2010,UKE,1,1.25
2012,NUTS,2010,UKE,1,0.509
2011,NUTS,2010,UKE2,2,2.938
2012,NUTS,2010,UKE2,2,3.122
2012,NUTS,2010,UKE21,3,10.056
2011,NUTS,2010,UKE22,3,3.899
2012,NUTS,2010,UKE22,3,0.831
2011,NUTS,2010,UKE3,2,1.681
2011,NUTS,2010,UKE31,3,0.316
2011,NUTS,2010,UKE32,3,3.648
2011,NUTS,2010,UKE4,2,0.901
2012,NUTS,2010,UKE4,2,0.09
2011,NUTS,2010,UKE42,3,2.67
2012,NUTS,2010,UKE44,3,0.318
2011,NUTS,2010,UKF,1,1.358
2012,NUTS,2010,UKF,1,0.347
2011,NUTS,2010,UKF1,2,2.443
2012,NUTS,2010,UKF1,2,0.156
2011,NUTS,2010,UKF11,3,6.735
2011,NUTS,2010,UKF13,3,1.304
2011,NUTS,2010,UKF14,3,3.313
2012,NUTS,2010,UKF14,3,1.077
2011,NUTS,2010,UKF16,3,5.478
2011,NUTS,2010,UKF2,2,0.587
2012,NUTS,2010,UKF2,2,0.436
2012,NUTS,2010,UKF22,3,0.362
2012,NUTS,2010,UKF24,3,1.324
2011,NUTS,2010,UKF25,3,3.162
2012,NUTS,2010,UKF3,2,0.698
2012,NUTS,2010,UKF30,3,0.698
2011,NUTS,2010,UKG,1,0.358
2012,NUTS,2010,UKG,1,0.244
2011,NUTS,2010,UKG1,2,0.386
2012,NUTS,2010,UKG1,2,0.793
2011,NUTS,2010,UKG12,3,0.884
2012,NUTS,2010,UKG12,3,0.581
2012,NUTS,2010,UKG13,3,1.279
2011,NUTS,2010,UKG2,2,0.957
2011,NUTS,2010,UKG24,3,1.77
2012,NUTS,2010,UKG3,2,0.12
2012,NUTS,2010,UKG31,3,0.306
2011,NUTS,2010,UKH,1,3.719
2012,NUTS,2010,UKH,1,1.694
2011,NUTS,2010,UKH1,2,8.348
2012,NUTS,2010,UKH1,2,3.731
2011,NUTS,2010,UKH12,3,32.185
2012,NUTS,2010,UKH12,3,14.344
2011,NUTS,2010,UKH3,2,1.033
2012,NUTS,2010,UKH3,2,0.576
2011,NUTS,2010,UKH33,3,1.278
2012,NUTS,2010,UKH33,3,0.713
2011,NUTS,2010,UKI,1,0.84
2012,NUTS,2010,UKI,1,0.543
2011,NUTS,2010,UKI1,2,1.532
2012,NUTS,2010,UKI1,2,1.073
2011,NUTS,2010,UKI11,3,4.131
2012,NUTS,2010,UKI11,3,2.732
2011,NUTS,2010,UKI12,3,0.198
2012,NUTS,2010,UKI12,3,0.231
2011,NUTS,2010,UKI2,2,0.39
2012,NUTS,2010,UKI2,2,0.196
2012,NUTS,2010,UKI21,3,0.36
2011,NUTS,2010,UKI22,3,0.549
2012,NUTS,2010,UKI22,3,0.267
2011,NUTS,2010,UKI23,3,0.641
2011,NUTS,2010,UKJ,1,6.065
2012,NUTS,2010,UKJ,1,6.791
2011,NUTS,2010,UKJ1,2,5.598
2012,NUTS,2010,UKJ1,2,6.581
2011,NUTS,2010,UKJ11,3,3.02
2012,NUTS,2010,UKJ11,3,2.109
2011,NUTS,2010,UKJ13,3,2.972
2012,NUTS,2010,UKJ13,3,0.491
2011,NUTS,2010,UKJ14,3,13.164
2012,NUTS,2010,UKJ14,3,19.702
2011,NUTS,2010,UKJ2,2,10.324
2012,NUTS,2010,UKJ2,2,12.039
2012,NUTS,2010,UKJ21,3,0.729
2011,NUTS,2010,UKJ22,3,1.903
2012,NUTS,2010,UKJ22,3,0.624
2011,NUTS,2010,UKJ23,3,23.19
2012,NUTS,2010,UKJ23,3,27.758
2011,NUTS,2010,UKJ24,3,1.241
2012,NUTS,2010,UKJ24,3,1.231
2011,NUTS,2010,UKJ3,2,5.992
2012,NUTS,2010,UKJ3,2,5.664
2011,NUTS,2010,UKJ32,3,21.882
2012,NUTS,2010,UKJ32,3,24.997
2011,NUTS,2010,UKJ33,3,4.722
2012,NUTS,2010,UKJ33,3,3.665
2011,NUTS,2010,UKK,1,1.814
2012,NUTS,2010,UKK,1,1.466
2011,NUTS,2010,UKK1,2,3.556
2012,NUTS,2010,UKK1,2,2.299
2011,NUTS,2010,UKK11,3,6.11
2012,NUTS,2010,UKK11,3,2.324
2011,NUTS,2010,UKK12,3,5.075
2012,NUTS,2010,UKK12,3,3.922
2011,NUTS,2010,UKK13,3,1.912
2012,NUTS,2010,UKK13,3,0.833
2011,NUTS,2010,UKK14,3,1.584
2012,NUTS,2010,UKK14,3,4.744
2011,NUTS,2010,UKK15,3,2.117
2012,NUTS,2010,UKK15,3,0.841
2011,NUTS,2010,UKK2,2,0.786
2012,NUTS,2010,UKK2,2,0.312
2012,NUTS,2010,UKK21,3,1.2
2011,NUTS,2010,UKK22,3,2.422
2011,NUTS,2010,UKK3,2,0.468
2012,NUTS,2010,UKK3,2,1.803
2011,NUTS,2010,UKK30,3,0.468
2012,NUTS,2010,UKK30,3,1.803
2012,NUTS,2010,UKK4,2,0.878
2012,NUTS,2010,UKK43,3,1.333
2011,NUTS,2010,UKL,1,1.907
2012,NUTS,2010,UKL,1,1.642
2011,NUTS,2010,UKL1,2,1.036
2012,NUTS,2010,UKL1,2,1.911
2012,NUTS,2010,UKL15,3,0.681
2011,NUTS,2010,UKL16,3,1.473
2012,NUTS,2010,UKL16,3,2.647
2011,NUTS,2010,UKL17,3,1.794
2012,NUTS,2010,UKL17,3,5.294
2011,NUTS,2010,UKL18,3,4.202
2012,NUTS,2010,UKL18,3,4.683
2011,NUTS,2010,UKL2,2,3.4
2012,NUTS,2010,UKL2,2,1.183
2011,NUTS,2010,UKL21,3,11.288
2012,NUTS,2010,UKL21,3,2.947
2011,NUTS,2010,UKL22,3,2.489
2012,NUTS,2010,UKL22,3,1.055
2012,NUTS,2010,UKL23,3,0.486
2011,NUTS,2010,UKM,1,1.481
2012,NUTS,2010,UKM,1,0.273
2011,NUTS,2010,UKM2,2,3.103
2012,NUTS,2010,UKM2,2,0.616
2012,NUTS,2010,UKM21,3,3.792
2011,NUTS,2010,UKM22,3,3.611
2011,NUTS,2010,UKM23,3,2.741
2012,NUTS,2010,UKM23,3,1.357
2011,NUTS,2010,UKM25,3,6.857
2011,NUTS,2010,UKM28,3,5.725
2011,NUTS,2010,UKM3,2,0.675
2012,NUTS,2010,UKM3,2,0.086
2011,NUTS,2010,UKM31,3,0.631
2011,NUTS,2010,UKM32,3,2.843
2011,NUTS,2010,UKM34,3,1.696
2012,NUTS,2010,UKM36,3,0.592
2012,NUTS,2010,UKN,1,0.55
2012,NUTS,2010,UKN0,2,0.55
2012,NUTS,2010,UKN02,3,2.549
