year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_bes_rse_t
2010,NUTS,2010,PT18,2,132.0
2011,NUTS,2010,PT18,2,229.0
2012,NUTS,2010,PT18,2,246.0
2013,NUTS,2010,PT18,2,220.0
2014,NUTS,2010,PT18,2,253.0
2015,NUTS,2010,PT18,2,283.0
2016,NUTS,2010,PT18,2,408.0
2017,NUTS,2010,PT18,2,511.0
2018,NUTS,2010,PT18,2,607.0
2019,NUTS,2010,PT18,2,706.0
2020,NUTS,2010,PT18,2,824.0
2000,NUTS,2010,PT2,1,1.0
2001,NUTS,2010,PT2,1,0.0
2002,NUTS,2010,PT2,1,2.0
2003,NUTS,2010,PT2,1,4.0
2004,NUTS,2010,PT2,1,3.0
2005,NUTS,2010,PT2,1,1.0
2006,NUTS,2010,PT2,1,3.0
2007,NUTS,2010,PT2,1,5.0
2008,NUTS,2010,PT2,1,21.0
2009,NUTS,2010,PT2,1,12.0
2010,NUTS,2010,PT2,1,18.0
2011,NUTS,2010,PT2,1,22.0
2012,NUTS,2010,PT2,1,27.0
2013,NUTS,2010,PT2,1,10.0
2014,NUTS,2010,PT2,1,15.0
2015,NUTS,2010,PT2,1,27.0
2016,NUTS,2010,PT2,1,34.0
2017,NUTS,2010,PT2,1,46.0
2018,NUTS,2010,PT2,1,61.0
2019,NUTS,2010,PT2,1,60.0
2020,NUTS,2010,PT2,1,53.0
2000,NUTS,2010,PT20,2,1.0
2001,NUTS,2010,PT20,2,0.0
2002,NUTS,2010,PT20,2,2.0
2003,NUTS,2010,PT20,2,4.0
2004,NUTS,2010,PT20,2,3.0
2005,NUTS,2010,PT20,2,1.0
2006,NUTS,2010,PT20,2,3.0
2007,NUTS,2010,PT20,2,5.0
2008,NUTS,2010,PT20,2,21.0
2009,NUTS,2010,PT20,2,12.0
2010,NUTS,2010,PT20,2,18.0
2011,NUTS,2010,PT20,2,22.0
2012,NUTS,2010,PT20,2,27.0
2013,NUTS,2010,PT20,2,10.0
2014,NUTS,2010,PT20,2,15.0
2015,NUTS,2010,PT20,2,27.0
2016,NUTS,2010,PT20,2,34.0
2017,NUTS,2010,PT20,2,46.0
2018,NUTS,2010,PT20,2,61.0
2019,NUTS,2010,PT20,2,60.0
2020,NUTS,2010,PT20,2,53.0
2000,NUTS,2010,PT3,1,6.0
2001,NUTS,2010,PT3,1,7.0
2002,NUTS,2010,PT3,1,6.0
2003,NUTS,2010,PT3,1,5.0
2004,NUTS,2010,PT3,1,12.0
2005,NUTS,2010,PT3,1,18.0
2006,NUTS,2010,PT3,1,26.0
2007,NUTS,2010,PT3,1,34.0
2008,NUTS,2010,PT3,1,29.0
2009,NUTS,2010,PT3,1,22.0
2010,NUTS,2010,PT3,1,23.0
2011,NUTS,2010,PT3,1,62.0
2012,NUTS,2010,PT3,1,49.0
2013,NUTS,2010,PT3,1,42.0
2014,NUTS,2010,PT3,1,38.0
2015,NUTS,2010,PT3,1,48.0
2016,NUTS,2010,PT3,1,39.0
2017,NUTS,2010,PT3,1,66.0
2018,NUTS,2010,PT3,1,122.0
2019,NUTS,2010,PT3,1,119.0
2020,NUTS,2010,PT3,1,142.0
2000,NUTS,2010,PT30,2,6.0
2001,NUTS,2010,PT30,2,7.0
2002,NUTS,2010,PT30,2,6.0
2003,NUTS,2010,PT30,2,5.0
2004,NUTS,2010,PT30,2,12.0
2005,NUTS,2010,PT30,2,18.0
2006,NUTS,2010,PT30,2,26.0
2007,NUTS,2010,PT30,2,34.0
2008,NUTS,2010,PT30,2,29.0
2009,NUTS,2010,PT30,2,22.0
2010,NUTS,2010,PT30,2,23.0
2011,NUTS,2010,PT30,2,62.0
2012,NUTS,2010,PT30,2,49.0
2013,NUTS,2010,PT30,2,42.0
2014,NUTS,2010,PT30,2,38.0
2015,NUTS,2010,PT30,2,48.0
2016,NUTS,2010,PT30,2,39.0
2017,NUTS,2010,PT30,2,66.0
2018,NUTS,2010,PT30,2,122.0
2019,NUTS,2010,PT30,2,119.0
2020,NUTS,2010,PT30,2,142.0
1993,NUTS,2010,RO,0,27375.0
1994,NUTS,2010,RO,0,23841.0
1995,NUTS,2010,RO,0,22545.0
1996,NUTS,2010,RO,0,20343.0
1997,NUTS,2010,RO,0,19339.0
1998,NUTS,2010,RO,0,18499.0
1999,NUTS,2010,RO,0,15436.0
2000,NUTS,2010,RO,0,12690.0
2001,NUTS,2010,RO,0,11292.0
2002,NUTS,2010,RO,0,10673.0
2003,NUTS,2010,RO,0,9920.0
2004,NUTS,2010,RO,0,9092.0
2005,NUTS,2010,RO,0,10319.0
2006,NUTS,2010,RO,0,7708.0
2007,NUTS,2010,RO,0,7754.0
2008,NUTS,2010,RO,0,6309.0
2009,NUTS,2010,RO,0,6127.0
2010,NUTS,2010,RO,0,5853.0
2011,NUTS,2010,RO,0,3518.0
2012,NUTS,2010,RO,0,4956.0
2013,NUTS,2010,RO,0,5333.0
2014,NUTS,2010,RO,0,5244.0
2015,NUTS,2010,RO,0,4234.0
2016,NUTS,2010,RO,0,4857.0
2017,NUTS,2010,RO,0,4467.0
2018,NUTS,2010,RO,0,4643.0
2019,NUTS,2010,RO,0,4606.0
2020,NUTS,2010,RO,0,4989.0
2002,NUTS,2010,RO1,1,2042.0
2003,NUTS,2010,RO1,1,2077.0
2004,NUTS,2010,RO1,1,1269.0
2005,NUTS,2010,RO1,1,1244.0
2006,NUTS,2010,RO1,1,954.0
2007,NUTS,2010,RO1,1,649.0
2008,NUTS,2010,RO1,1,568.0
2009,NUTS,2010,RO1,1,921.0
2010,NUTS,2010,RO1,1,1279.0
2011,NUTS,2010,RO1,1,449.0
2012,NUTS,2010,RO1,1,804.0
2013,NUTS,2010,RO1,1,435.0
2014,NUTS,2010,RO1,1,702.0
2015,NUTS,2010,RO1,1,538.0
2016,NUTS,2010,RO1,1,614.0
2017,NUTS,2010,RO1,1,369.0
2018,NUTS,2010,RO1,1,526.0
2019,NUTS,2010,RO1,1,533.0
2002,NUTS,2010,RO11,2,549.0
2003,NUTS,2010,RO11,2,524.0
2004,NUTS,2010,RO11,2,417.0
2005,NUTS,2010,RO11,2,511.0
2006,NUTS,2010,RO11,2,481.0
2007,NUTS,2010,RO11,2,333.0
2008,NUTS,2010,RO11,2,299.0
2009,NUTS,2010,RO11,2,322.0
2010,NUTS,2010,RO11,2,502.0
2011,NUTS,2010,RO11,2,178.0
2012,NUTS,2010,RO11,2,502.0
2013,NUTS,2010,RO11,2,238.0
2014,NUTS,2010,RO11,2,302.0
2015,NUTS,2010,RO11,2,246.0
2016,NUTS,2010,RO11,2,247.0
2017,NUTS,2010,RO11,2,162.0
2018,NUTS,2010,RO11,2,284.0
2019,NUTS,2010,RO11,2,232.0
2002,NUTS,2010,RO12,2,1493.0
2003,NUTS,2010,RO12,2,1553.0
2004,NUTS,2010,RO12,2,852.0
2005,NUTS,2010,RO12,2,733.0
2006,NUTS,2010,RO12,2,473.0
2007,NUTS,2010,RO12,2,316.0
2008,NUTS,2010,RO12,2,269.0
2009,NUTS,2010,RO12,2,599.0
2010,NUTS,2010,RO12,2,777.0
2011,NUTS,2010,RO12,2,271.0
2012,NUTS,2010,RO12,2,301.0
2013,NUTS,2010,RO12,2,197.0
2014,NUTS,2010,RO12,2,400.0
2015,NUTS,2010,RO12,2,292.0
2016,NUTS,2010,RO12,2,367.0
2017,NUTS,2010,RO12,2,207.0
2018,NUTS,2010,RO12,2,242.0
2019,NUTS,2010,RO12,2,301.0
2002,NUTS,2010,RO2,1,1360.0
2003,NUTS,2010,RO2,1,1132.0
2004,NUTS,2010,RO2,1,1073.0
2005,NUTS,2010,RO2,1,1077.0
2006,NUTS,2010,RO2,1,1011.0
2007,NUTS,2010,RO2,1,899.0
2008,NUTS,2010,RO2,1,712.0
2009,NUTS,2010,RO2,1,689.0
2010,NUTS,2010,RO2,1,669.0
2011,NUTS,2010,RO2,1,185.0
2012,NUTS,2010,RO2,1,338.0
2013,NUTS,2010,RO2,1,378.0
2014,NUTS,2010,RO2,1,250.0
2015,NUTS,2010,RO2,1,263.0
2016,NUTS,2010,RO2,1,247.0
2017,NUTS,2010,RO2,1,223.0
2018,NUTS,2010,RO2,1,189.0
2019,NUTS,2010,RO2,1,506.0
2002,NUTS,2010,RO21,2,819.0
2003,NUTS,2010,RO21,2,625.0
2004,NUTS,2010,RO21,2,616.0
2005,NUTS,2010,RO21,2,583.0
2006,NUTS,2010,RO21,2,566.0
2007,NUTS,2010,RO21,2,325.0
2008,NUTS,2010,RO21,2,251.0
2009,NUTS,2010,RO21,2,327.0
2010,NUTS,2010,RO21,2,348.0
2011,NUTS,2010,RO21,2,171.0
2012,NUTS,2010,RO21,2,265.0
2013,NUTS,2010,RO21,2,348.0
2014,NUTS,2010,RO21,2,201.0
2015,NUTS,2010,RO21,2,216.0
2016,NUTS,2010,RO21,2,198.0
2017,NUTS,2010,RO21,2,196.0
2018,NUTS,2010,RO21,2,172.0
2019,NUTS,2010,RO21,2,496.0
2002,NUTS,2010,RO22,2,541.0
2003,NUTS,2010,RO22,2,507.0
2004,NUTS,2010,RO22,2,457.0
2005,NUTS,2010,RO22,2,494.0
2006,NUTS,2010,RO22,2,445.0
2007,NUTS,2010,RO22,2,574.0
2008,NUTS,2010,RO22,2,461.0
2009,NUTS,2010,RO22,2,362.0
2010,NUTS,2010,RO22,2,321.0
2011,NUTS,2010,RO22,2,13.0
2012,NUTS,2010,RO22,2,72.0
2013,NUTS,2010,RO22,2,30.0
2014,NUTS,2010,RO22,2,49.0
2015,NUTS,2010,RO22,2,47.0
2016,NUTS,2010,RO22,2,49.0
2017,NUTS,2010,RO22,2,27.0
2018,NUTS,2010,RO22,2,17.0
2019,NUTS,2010,RO22,2,10.0
2002,NUTS,2010,RO3,1,6111.0
2003,NUTS,2010,RO3,1,5693.0
2004,NUTS,2010,RO3,1,5692.0
2005,NUTS,2010,RO3,1,7146.0
2006,NUTS,2010,RO3,1,5126.0
2007,NUTS,2010,RO3,1,5463.0
2008,NUTS,2010,RO3,1,4517.0
2009,NUTS,2010,RO3,1,4039.0
2010,NUTS,2010,RO3,1,3599.0
2011,NUTS,2010,RO3,1,2742.0
2012,NUTS,2010,RO3,1,3615.0
2013,NUTS,2010,RO3,1,4243.0
2014,NUTS,2010,RO3,1,4006.0
2015,NUTS,2010,RO3,1,3124.0
2016,NUTS,2010,RO3,1,3669.0
2017,NUTS,2010,RO3,1,3595.0
2018,NUTS,2010,RO3,1,2974.0
2019,NUTS,2010,RO3,1,2582.0
2002,NUTS,2010,RO31,2,1909.0
2003,NUTS,2010,RO31,2,1795.0
2004,NUTS,2010,RO31,2,1662.0
2005,NUTS,2010,RO31,2,1536.0
2006,NUTS,2010,RO31,2,1476.0
2007,NUTS,2010,RO31,2,1619.0
2008,NUTS,2010,RO31,2,1591.0
2009,NUTS,2010,RO31,2,1369.0
2010,NUTS,2010,RO31,2,1424.0
2011,NUTS,2010,RO31,2,393.0
2012,NUTS,2010,RO31,2,868.0
2013,NUTS,2010,RO31,2,1439.0
2014,NUTS,2010,RO31,2,1268.0
2015,NUTS,2010,RO31,2,779.0
2016,NUTS,2010,RO31,2,838.0
2017,NUTS,2010,RO31,2,733.0
2018,NUTS,2010,RO31,2,705.0
2019,NUTS,2010,RO31,2,696.0
2002,NUTS,2010,RO32,2,4202.0
2003,NUTS,2010,RO32,2,3898.0
2004,NUTS,2010,RO32,2,4030.0
2005,NUTS,2010,RO32,2,5610.0
2006,NUTS,2010,RO32,2,3650.0
2007,NUTS,2010,RO32,2,3844.0
2008,NUTS,2010,RO32,2,2926.0
2009,NUTS,2010,RO32,2,2670.0
2010,NUTS,2010,RO32,2,2175.0
2011,NUTS,2010,RO32,2,2349.0
2012,NUTS,2010,RO32,2,2748.0
2013,NUTS,2010,RO32,2,2804.0
2014,NUTS,2010,RO32,2,2738.0
2015,NUTS,2010,RO32,2,2345.0
2016,NUTS,2010,RO32,2,2831.0
2017,NUTS,2010,RO32,2,2862.0
2018,NUTS,2010,RO32,2,2269.0
2019,NUTS,2010,RO32,2,1886.0
2002,NUTS,2010,RO4,1,1160.0
2003,NUTS,2010,RO4,1,1018.0
2004,NUTS,2010,RO4,1,1058.0
2005,NUTS,2010,RO4,1,852.0
2006,NUTS,2010,RO4,1,617.0
2007,NUTS,2010,RO4,1,743.0
2008,NUTS,2010,RO4,1,512.0
2009,NUTS,2010,RO4,1,478.0
2010,NUTS,2010,RO4,1,306.0
2011,NUTS,2010,RO4,1,142.0
2012,NUTS,2010,RO4,1,200.0
2013,NUTS,2010,RO4,1,277.0
2014,NUTS,2010,RO4,1,286.0
2015,NUTS,2010,RO4,1,309.0
2016,NUTS,2010,RO4,1,327.0
2017,NUTS,2010,RO4,1,280.0
2018,NUTS,2010,RO4,1,954.0
2019,NUTS,2010,RO4,1,985.0
2002,NUTS,2010,RO41,2,727.0
2003,NUTS,2010,RO41,2,566.0
2004,NUTS,2010,RO41,2,609.0
2005,NUTS,2010,RO41,2,445.0
2006,NUTS,2010,RO41,2,384.0
2007,NUTS,2010,RO41,2,399.0
2008,NUTS,2010,RO41,2,276.0
2009,NUTS,2010,RO41,2,247.0
2010,NUTS,2010,RO41,2,143.0
2011,NUTS,2010,RO41,2,65.0
2012,NUTS,2010,RO41,2,101.0
2013,NUTS,2010,RO41,2,15.0
2014,NUTS,2010,RO41,2,98.0
2015,NUTS,2010,RO41,2,85.0
2016,NUTS,2010,RO41,2,51.0
2017,NUTS,2010,RO41,2,85.0
2018,NUTS,2010,RO41,2,52.0
2019,NUTS,2010,RO41,2,39.0
2002,NUTS,2010,RO42,2,433.0
2003,NUTS,2010,RO42,2,452.0
2004,NUTS,2010,RO42,2,449.0
2005,NUTS,2010,RO42,2,407.0
2006,NUTS,2010,RO42,2,233.0
2007,NUTS,2010,RO42,2,344.0
2008,NUTS,2010,RO42,2,236.0
2009,NUTS,2010,RO42,2,231.0
2010,NUTS,2010,RO42,2,163.0
2011,NUTS,2010,RO42,2,77.0
2012,NUTS,2010,RO42,2,99.0
2013,NUTS,2010,RO42,2,263.0
2014,NUTS,2010,RO42,2,188.0
2015,NUTS,2010,RO42,2,224.0
2016,NUTS,2010,RO42,2,276.0
2017,NUTS,2010,RO42,2,195.0
2018,NUTS,2010,RO42,2,902.0
2019,NUTS,2010,RO42,2,946.0
2008,NUTS,2010,RS,0,307.0
2009,NUTS,2010,RS,0,600.0
2010,NUTS,2010,RS,0,252.0
2011,NUTS,2010,RS,0,149.0
2012,NUTS,2010,RS,0,276.0
2013,NUTS,2010,RS,0,372.0
2014,NUTS,2010,RS,0,1421.0
2015,NUTS,2010,RS,0,1406.0
2016,NUTS,2010,RS,0,1993.0
2017,NUTS,2010,RS,0,1549.0
2018,NUTS,2010,RS,0,1192.0
2019,NUTS,2010,RS,0,1401.0
2020,NUTS,2010,RS,0,1469.0
2018,NUTS,2010,RS1,1,1086.0
2019,NUTS,2010,RS1,1,1246.0
2020,NUTS,2010,RS1,1,1304.0
2018,NUTS,2010,RS11,2,785.0
2019,NUTS,2010,RS11,2,944.0
2020,NUTS,2010,RS11,2,1156.0
2018,NUTS,2010,RS12,2,301.0
2019,NUTS,2010,RS12,2,301.0
2020,NUTS,2010,RS12,2,148.0
2018,NUTS,2010,RS2,1,107.0
2019,NUTS,2010,RS2,1,156.0
2020,NUTS,2010,RS2,1,164.0
2018,NUTS,2010,RS21,2,28.0
2019,NUTS,2010,RS21,2,40.0
2020,NUTS,2010,RS21,2,44.0
2018,NUTS,2010,RS22,2,79.0
2019,NUTS,2010,RS22,2,116.0
2020,NUTS,2010,RS22,2,120.0
1994,NUTS,2010,RU,0,366982.0
1995,NUTS,2010,RU,0,368299.0
1996,NUTS,2010,RU,0,331424.0
1997,NUTS,2010,RU,0,304590.0
1998,NUTS,2010,RU,0,273623.0
1999,NUTS,2010,RU,0,279418.0
2000,NUTS,2010,RU,0,289868.0
2001,NUTS,2010,RU,0,283716.0
2002,NUTS,2010,RU,0,275333.0
2003,NUTS,2010,RU,0,267850.0
2004,NUTS,2010,RU,0,257621.0
2005,NUTS,2010,RU,0,237959.0
2006,NUTS,2010,RU,0,236792.0
2007,NUTS,2010,RU,0,237408.0
2008,NUTS,2010,RU,0,226534.0
2009,NUTS,2010,RU,0,216400.0
2010,NUTS,2010,RU,0,211214.0
2011,NUTS,2010,RU,0,214744.0
2012,NUTS,2010,RU,0,204731.0
2013,NUTS,2010,RU,0,205455.0
2014,NUTS,2010,RU,0,207593.0
2015,NUTS,2010,RU,0,208604.0
2017,NUTS,2010,RU,0,193425.0
2018,NUTS,2010,RU,0,179312.0
2019,NUTS,2010,RU,0,192210.0
1981,NUTS,2010,SE,0,9587.0
1983,NUTS,2010,SE,0,10326.0
1985,NUTS,2010,SE,0,11481.0
1987,NUTS,2010,SE,0,12243.0
1989,NUTS,2010,SE,0,12326.0
1991,NUTS,2010,SE,0,13319.0
1993,NUTS,2010,SE,0,15500.0
1995,NUTS,2010,SE,0,19054.0
1997,NUTS,2010,SE,0,20924.0
1999,NUTS,2010,SE,0,22822.0
2001,NUTS,2010,SE,0,27884.0
2003,NUTS,2010,SE,0,28403.0
2004,NUTS,2010,SE,0,28295.0
2005,NUTS,2010,SE,0,36697.0
2006,NUTS,2010,SE,0,37700.0
2007,NUTS,2010,SE,0,28965.0
2008,NUTS,2010,SE,0,33378.0
2009,NUTS,2010,SE,0,29426.0
2010,NUTS,2010,SE,0,30440.0
2011,NUTS,2010,SE,0,29310.0
2012,NUTS,2010,SE,0,30497.0
2013,NUTS,2010,SE,0,43141.0
2014,NUTS,2010,SE,0,44433.0
2015,NUTS,2010,SE,0,45067.0
2016,NUTS,2010,SE,0,47127.0
2017,NUTS,2010,SE,0,51843.0
2018,NUTS,2010,SE,0,54720.0
2019,NUTS,2010,SE,0,55498.0
2020,NUTS,2010,SE,0,57538.0
2003,NUTS,2010,SE1,1,13295.0
2005,NUTS,2010,SE1,1,17508.0
2007,NUTS,2010,SE1,1,13400.0
2009,NUTS,2010,SE1,1,14720.0
2011,NUTS,2010,SE1,1,14408.0
2013,NUTS,2010,SE1,1,21874.0
2015,NUTS,2010,SE1,1,23836.0
2017,NUTS,2010,SE1,1,25045.0
2019,NUTS,2010,SE1,1,26065.0
2003,NUTS,2010,SE11,2,9042.0
2005,NUTS,2010,SE11,2,12455.0
2007,NUTS,2010,SE11,2,10305.0
2009,NUTS,2010,SE11,2,9825.0
2011,NUTS,2010,SE11,2,9482.0
2013,NUTS,2010,SE11,2,14553.0
2015,NUTS,2010,SE11,2,15739.0
2017,NUTS,2010,SE11,2,18630.0
2019,NUTS,2010,SE11,2,18222.0
2003,NUTS,2010,SE12,2,4253.0
2005,NUTS,2010,SE12,2,5053.0
2007,NUTS,2010,SE12,2,3095.0
2009,NUTS,2010,SE12,2,4895.0
2011,NUTS,2010,SE12,2,4925.0
2013,NUTS,2010,SE12,2,7321.0
2015,NUTS,2010,SE12,2,8096.0
2017,NUTS,2010,SE12,2,6415.0
2019,NUTS,2010,SE12,2,7843.0
2003,NUTS,2010,SE2,1,13315.0
2005,NUTS,2010,SE2,1,16820.0
2007,NUTS,2010,SE2,1,13705.0
2009,NUTS,2010,SE2,1,12787.0
2011,NUTS,2010,SE2,1,13069.0
2013,NUTS,2010,SE2,1,18563.0
2015,NUTS,2010,SE2,1,18613.0
2017,NUTS,2010,SE2,1,24040.0
2003,NUTS,2010,SE21,2,717.0
2005,NUTS,2010,SE21,2,1126.0
2007,NUTS,2010,SE21,2,1912.0
2009,NUTS,2010,SE21,2,1392.0
2011,NUTS,2010,SE21,2,1169.0
2013,NUTS,2010,SE21,2,1859.0
2015,NUTS,2010,SE21,2,1523.0
2003,NUTS,2010,SE22,2,3609.0
2005,NUTS,2010,SE22,2,6294.0
2007,NUTS,2010,SE22,2,4776.0
2009,NUTS,2010,SE22,2,3611.0
2011,NUTS,2010,SE22,2,2940.0
2013,NUTS,2010,SE22,2,6443.0
2015,NUTS,2010,SE22,2,6539.0
2017,NUTS,2010,SE22,2,6199.0
2019,NUTS,2010,SE22,2,8662.0
2003,NUTS,2010,SE23,2,8989.0
2005,NUTS,2010,SE23,2,9400.0
2007,NUTS,2010,SE23,2,7017.0
2009,NUTS,2010,SE23,2,7784.0
2011,NUTS,2010,SE23,2,8960.0
2013,NUTS,2010,SE23,2,10261.0
2015,NUTS,2010,SE23,2,10551.0
2017,NUTS,2010,SE23,2,16088.0
2019,NUTS,2010,SE23,2,16536.0
2003,NUTS,2010,SE3,1,1792.0
2005,NUTS,2010,SE3,1,2368.0
2007,NUTS,2010,SE3,1,1860.0
2009,NUTS,2010,SE3,1,1919.0
2011,NUTS,2010,SE3,1,1834.0
2013,NUTS,2010,SE3,1,2706.0
2015,NUTS,2010,SE3,1,2620.0
2017,NUTS,2010,SE3,1,2655.0
2003,NUTS,2010,SE31,2,1169.0
2005,NUTS,2010,SE31,2,1422.0
2007,NUTS,2010,SE31,2,1064.0
2009,NUTS,2010,SE31,2,951.0
2011,NUTS,2010,SE31,2,964.0
2013,NUTS,2010,SE31,2,1482.0
2015,NUTS,2010,SE31,2,1650.0
2017,NUTS,2010,SE31,2,1343.0
2019,NUTS,2010,SE31,2,1146.0
2003,NUTS,2010,SE32,2,157.0
2005,NUTS,2010,SE32,2,354.0
2007,NUTS,2010,SE32,2,203.0
2009,NUTS,2010,SE32,2,313.0
2011,NUTS,2010,SE32,2,299.0
2013,NUTS,2010,SE32,2,335.0
2015,NUTS,2010,SE32,2,295.0
2003,NUTS,2010,SE33,2,466.0
2005,NUTS,2010,SE33,2,592.0
2007,NUTS,2010,SE33,2,593.0
2009,NUTS,2010,SE33,2,654.0
2011,NUTS,2010,SE33,2,570.0
2013,NUTS,2010,SE33,2,890.0
2015,NUTS,2010,SE33,2,675.0
2017,NUTS,2010,SE33,2,826.0
2019,NUTS,2010,SE33,2,923.0
1993,NUTS,2010,SI,0,1055.0
1994,NUTS,2010,SI,0,1367.0
1995,NUTS,2010,SI,0,1399.0
1996,NUTS,2010,SI,0,1371.0
1997,NUTS,2010,SI,0,1368.0
1998,NUTS,2010,SI,0,1457.0
1999,NUTS,2010,SI,0,1542.0
2000,NUTS,2010,SI,0,1380.0
2001,NUTS,2010,SI,0,1510.0
2002,NUTS,2010,SI,0,1620.0
2003,NUTS,2010,SI,0,1516.0
2004,NUTS,2010,SI,0,1657.0
2005,NUTS,2010,SI,0,1936.0
2006,NUTS,2010,SI,0,2262.0
2007,NUTS,2010,SI,0,2571.0
2008,NUTS,2010,SI,0,3058.0
2009,NUTS,2010,SI,0,3278.0
2010,NUTS,2010,SI,0,3389.0
2011,NUTS,2010,SI,0,4510.0
2012,NUTS,2010,SI,0,4618.0
2013,NUTS,2010,SI,0,4664.0
2014,NUTS,2010,SI,0,4637.0
2015,NUTS,2010,SI,0,4191.0
2016,NUTS,2010,SI,0,4489.0
2017,NUTS,2010,SI,0,5757.0
2018,NUTS,2010,SI,0,6270.0
2019,NUTS,2010,SI,0,6383.0
2020,NUTS,2010,SI,0,6224.0
1993,NUTS,2010,SI0,1,1055.0
1994,NUTS,2010,SI0,1,1367.0
1995,NUTS,2010,SI0,1,1399.0
1996,NUTS,2010,SI0,1,1371.0
1997,NUTS,2010,SI0,1,1368.0
1998,NUTS,2010,SI0,1,1457.0
1999,NUTS,2010,SI0,1,1542.0
2000,NUTS,2010,SI0,1,1380.0
2001,NUTS,2010,SI0,1,1510.0
2002,NUTS,2010,SI0,1,1620.0
2003,NUTS,2010,SI0,1,1516.0
2004,NUTS,2010,SI0,1,1657.0
2005,NUTS,2010,SI0,1,1936.0
2006,NUTS,2010,SI0,1,2262.0
2007,NUTS,2010,SI0,1,2571.0
2008,NUTS,2010,SI0,1,3058.0
2009,NUTS,2010,SI0,1,3278.0
2010,NUTS,2010,SI0,1,3389.0
2011,NUTS,2010,SI0,1,4510.0
2012,NUTS,2010,SI0,1,4618.0
2013,NUTS,2010,SI0,1,4664.0
2014,NUTS,2010,SI0,1,4637.0
2015,NUTS,2010,SI0,1,4191.0
2016,NUTS,2010,SI0,1,4489.0
2017,NUTS,2010,SI0,1,5757.0
2018,NUTS,2010,SI0,1,6270.0
2019,NUTS,2010,SI0,1,6383.0
2013,NUTS,2010,SI03,2,1670.0
2014,NUTS,2010,SI03,2,1695.0
2015,NUTS,2010,SI03,2,1487.0
2016,NUTS,2010,SI03,2,1538.0
2017,NUTS,2010,SI03,2,1933.0
2018,NUTS,2010,SI03,2,2166.0
2019,NUTS,2010,SI03,2,2286.0
2013,NUTS,2010,SI04,2,2994.0
2014,NUTS,2010,SI04,2,2941.0
2015,NUTS,2010,SI04,2,2703.0
2016,NUTS,2010,SI04,2,2952.0
2017,NUTS,2010,SI04,2,3824.0
2018,NUTS,2010,SI04,2,4104.0
2019,NUTS,2010,SI04,2,4096.0
1994,NUTS,2010,SK,0,2648.0
1995,NUTS,2010,SK,0,2103.0
1996,NUTS,2010,SK,0,2259.0
1997,NUTS,2010,SK,0,3387.0
1998,NUTS,2010,SK,0,2903.0
1999,NUTS,2010,SK,0,2522.0
2000,NUTS,2010,SK,0,2420.0
2001,NUTS,2010,SK,0,2256.0
2002,NUTS,2010,SK,0,2169.0
2003,NUTS,2010,SK,0,1914.0
2004,NUTS,2010,SK,0,1815.0
2005,NUTS,2010,SK,0,1947.0
2006,NUTS,2010,SK,0,1901.0
2007,NUTS,2010,SK,0,1599.0
2008,NUTS,2010,SK,0,1649.0
2009,NUTS,2010,SK,0,1646.0
2010,NUTS,2010,SK,0,1928.0
2011,NUTS,2010,SK,0,2058.0
2012,NUTS,2010,SK,0,2482.0
2013,NUTS,2010,SK,0,2436.0
2014,NUTS,2010,SK,0,2645.0
2015,NUTS,2010,SK,0,2789.0
2016,NUTS,2010,SK,0,2846.0
2017,NUTS,2010,SK,0,3333.0
2018,NUTS,2010,SK,0,3918.0
2019,NUTS,2010,SK,0,4216.0
2020,NUTS,2010,SK,0,4243.0
2000,NUTS,2010,SK01,2,820.0
2001,NUTS,2010,SK01,2,819.0
2002,NUTS,2010,SK01,2,801.0
2003,NUTS,2010,SK01,2,672.0
2004,NUTS,2010,SK01,2,660.0
2005,NUTS,2010,SK01,2,771.0
2006,NUTS,2010,SK01,2,777.0
2007,NUTS,2010,SK01,2,464.0
2008,NUTS,2010,SK01,2,412.0
2009,NUTS,2010,SK01,2,357.0
2010,NUTS,2010,SK01,2,558.0
2011,NUTS,2010,SK01,2,694.0
2012,NUTS,2010,SK01,2,1059.0
2013,NUTS,2010,SK01,2,1164.0
2014,NUTS,2010,SK01,2,794.0
2015,NUTS,2010,SK01,2,892.0
2016,NUTS,2010,SK01,2,1251.0
2017,NUTS,2010,SK01,2,1294.0
2018,NUTS,2010,SK01,2,1500.0
2019,NUTS,2010,SK01,2,1532.0
2020,NUTS,2010,SK01,2,1713.0
2000,NUTS,2010,SK02,2,804.0
2001,NUTS,2010,SK02,2,719.0
2002,NUTS,2010,SK02,2,694.0
2003,NUTS,2010,SK02,2,632.0
2004,NUTS,2010,SK02,2,602.0
2005,NUTS,2010,SK02,2,637.0
2006,NUTS,2010,SK02,2,614.0
2007,NUTS,2010,SK02,2,660.0
2008,NUTS,2010,SK02,2,773.0
2009,NUTS,2010,SK02,2,819.0
2010,NUTS,2010,SK02,2,836.0
2011,NUTS,2010,SK02,2,716.0
2012,NUTS,2010,SK02,2,697.0
2013,NUTS,2010,SK02,2,572.0
2014,NUTS,2010,SK02,2,950.0
2015,NUTS,2010,SK02,2,1018.0
2016,NUTS,2010,SK02,2,701.0
2017,NUTS,2010,SK02,2,1130.0
2018,NUTS,2010,SK02,2,1223.0
2019,NUTS,2010,SK02,2,1322.0
2020,NUTS,2010,SK02,2,1303.0
