year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_total_pnp_f
2009,NUTS,2010,ITC,1,3932.0
2010,NUTS,2010,ITC,1,2657.0
2011,NUTS,2010,ITC,1,2441.0
2012,NUTS,2010,ITC,1,2407.0
2013,NUTS,2010,ITC,1,2484.0
2014,NUTS,2010,ITC,1,2264.0
2015,NUTS,2010,ITC,1,2360.0
2016,NUTS,2010,ITC,1,2400.0
2017,NUTS,2010,ITC,1,1927.0
2018,NUTS,2010,ITC,1,1971.0
2019,NUTS,2010,ITC,1,2135.0
2003,NUTS,2010,ITC1,2,290.0
2004,NUTS,2010,ITC1,2,418.0
2005,NUTS,2010,ITC1,2,547.0
2007,NUTS,2010,ITC1,2,588.0
2008,NUTS,2010,ITC1,2,572.0
2009,NUTS,2010,ITC1,2,562.0
2010,NUTS,2010,ITC1,2,397.0
2011,NUTS,2010,ITC1,2,384.0
2012,NUTS,2010,ITC1,2,499.0
2013,NUTS,2010,ITC1,2,564.0
2014,NUTS,2010,ITC1,2,487.0
2015,NUTS,2010,ITC1,2,481.0
2016,NUTS,2010,ITC1,2,460.0
2017,NUTS,2010,ITC1,2,391.0
2018,NUTS,2010,ITC1,2,417.0
2019,NUTS,2010,ITC1,2,454.0
2003,NUTS,2010,ITC2,2,10.0
2004,NUTS,2010,ITC2,2,25.0
2005,NUTS,2010,ITC2,2,16.0
2007,NUTS,2010,ITC2,2,28.0
2008,NUTS,2010,ITC2,2,13.0
2009,NUTS,2010,ITC2,2,15.0
2010,NUTS,2010,ITC2,2,18.0
2011,NUTS,2010,ITC2,2,14.0
2012,NUTS,2010,ITC2,2,24.0
2013,NUTS,2010,ITC2,2,26.0
2014,NUTS,2010,ITC2,2,23.0
2015,NUTS,2010,ITC2,2,22.0
2016,NUTS,2010,ITC2,2,20.0
2017,NUTS,2010,ITC2,2,21.0
2018,NUTS,2010,ITC2,2,25.0
2019,NUTS,2010,ITC2,2,28.0
2003,NUTS,2010,ITC3,2,66.0
2004,NUTS,2010,ITC3,2,50.0
2005,NUTS,2010,ITC3,2,64.0
2007,NUTS,2010,ITC3,2,132.0
2008,NUTS,2010,ITC3,2,154.0
2009,NUTS,2010,ITC3,2,111.0
2010,NUTS,2010,ITC3,2,89.0
2011,NUTS,2010,ITC3,2,120.0
2012,NUTS,2010,ITC3,2,126.0
2013,NUTS,2010,ITC3,2,135.0
2014,NUTS,2010,ITC3,2,99.0
2015,NUTS,2010,ITC3,2,132.0
2016,NUTS,2010,ITC3,2,106.0
2017,NUTS,2010,ITC3,2,88.0
2018,NUTS,2010,ITC3,2,97.0
2019,NUTS,2010,ITC3,2,172.0
2003,NUTS,2010,ITC4,2,1540.0
2004,NUTS,2010,ITC4,2,1510.0
2005,NUTS,2010,ITC4,2,1705.0
2007,NUTS,2010,ITC4,2,2806.0
2008,NUTS,2010,ITC4,2,2839.0
2009,NUTS,2010,ITC4,2,3244.0
2010,NUTS,2010,ITC4,2,2153.0
2011,NUTS,2010,ITC4,2,1923.0
2012,NUTS,2010,ITC4,2,1758.0
2013,NUTS,2010,ITC4,2,1759.0
2014,NUTS,2010,ITC4,2,1655.0
2015,NUTS,2010,ITC4,2,1725.0
2016,NUTS,2010,ITC4,2,1814.0
2017,NUTS,2010,ITC4,2,1427.0
2018,NUTS,2010,ITC4,2,1432.0
2019,NUTS,2010,ITC4,2,1481.0
2003,NUTS,2010,ITF,1,226.0
2004,NUTS,2010,ITF,1,295.0
2005,NUTS,2010,ITF,1,449.0
2007,NUTS,2010,ITF,1,574.0
2008,NUTS,2010,ITF,1,572.0
2009,NUTS,2010,ITF,1,522.0
2010,NUTS,2010,ITF,1,309.0
2011,NUTS,2010,ITF,1,324.0
2012,NUTS,2010,ITF,1,272.0
2013,NUTS,2010,ITF,1,281.0
2014,NUTS,2010,ITF,1,390.0
2017,NUTS,2010,ITF,1,343.0
2018,NUTS,2010,ITF,1,348.0
2019,NUTS,2010,ITF,1,331.0
2003,NUTS,2010,ITF1,2,7.0
2004,NUTS,2010,ITF1,2,8.0
2005,NUTS,2010,ITF1,2,10.0
2007,NUTS,2010,ITF1,2,13.0
2008,NUTS,2010,ITF1,2,11.0
2009,NUTS,2010,ITF1,2,0.0
2010,NUTS,2010,ITF1,2,3.0
2011,NUTS,2010,ITF1,2,7.0
2012,NUTS,2010,ITF1,2,7.0
2013,NUTS,2010,ITF1,2,63.0
2014,NUTS,2010,ITF1,2,51.0
2015,NUTS,2010,ITF1,2,25.0
2016,NUTS,2010,ITF1,2,27.0
2017,NUTS,2010,ITF1,2,32.0
2018,NUTS,2010,ITF1,2,25.0
2019,NUTS,2010,ITF1,2,20.0
2003,NUTS,2010,ITF2,2,20.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,65.0
2007,NUTS,2010,ITF2,2,3.0
2008,NUTS,2010,ITF2,2,1.0
2009,NUTS,2010,ITF2,2,3.0
2017,NUTS,2010,ITF2,2,2.0
2018,NUTS,2010,ITF2,2,5.0
2019,NUTS,2010,ITF2,2,1.0
2003,NUTS,2010,ITF3,2,113.0
2004,NUTS,2010,ITF3,2,137.0
2005,NUTS,2010,ITF3,2,161.0
2007,NUTS,2010,ITF3,2,261.0
2008,NUTS,2010,ITF3,2,284.0
2009,NUTS,2010,ITF3,2,253.0
2010,NUTS,2010,ITF3,2,175.0
2011,NUTS,2010,ITF3,2,143.0
2012,NUTS,2010,ITF3,2,127.0
2013,NUTS,2010,ITF3,2,113.0
2014,NUTS,2010,ITF3,2,202.0
2015,NUTS,2010,ITF3,2,226.0
2016,NUTS,2010,ITF3,2,185.0
2017,NUTS,2010,ITF3,2,166.0
2018,NUTS,2010,ITF3,2,159.0
2019,NUTS,2010,ITF3,2,160.0
2003,NUTS,2010,ITF4,2,75.0
2004,NUTS,2010,ITF4,2,124.0
2005,NUTS,2010,ITF4,2,204.0
2007,NUTS,2010,ITF4,2,288.0
2008,NUTS,2010,ITF4,2,270.0
2009,NUTS,2010,ITF4,2,262.0
2010,NUTS,2010,ITF4,2,129.0
2011,NUTS,2010,ITF4,2,160.0
2012,NUTS,2010,ITF4,2,129.0
2013,NUTS,2010,ITF4,2,95.0
2014,NUTS,2010,ITF4,2,134.0
2015,NUTS,2010,ITF4,2,127.0
2016,NUTS,2010,ITF4,2,152.0
2017,NUTS,2010,ITF4,2,132.0
2018,NUTS,2010,ITF4,2,148.0
2019,NUTS,2010,ITF4,2,138.0
2003,NUTS,2010,ITF5,2,6.0
2004,NUTS,2010,ITF5,2,8.0
2005,NUTS,2010,ITF5,2,2.0
2007,NUTS,2010,ITF5,2,1.0
2008,NUTS,2010,ITF5,2,1.0
2009,NUTS,2010,ITF5,2,2.0
2012,NUTS,2010,ITF5,2,6.0
2013,NUTS,2010,ITF5,2,9.0
2015,NUTS,2010,ITF5,2,4.0
2017,NUTS,2010,ITF5,2,5.0
2018,NUTS,2010,ITF5,2,2.0
2019,NUTS,2010,ITF5,2,7.0
2003,NUTS,2010,ITF6,2,5.0
2004,NUTS,2010,ITF6,2,18.0
2005,NUTS,2010,ITF6,2,7.0
2007,NUTS,2010,ITF6,2,8.0
2008,NUTS,2010,ITF6,2,5.0
2009,NUTS,2010,ITF6,2,2.0
2010,NUTS,2010,ITF6,2,2.0
2011,NUTS,2010,ITF6,2,12.0
2015,NUTS,2010,ITF6,2,24.0
2016,NUTS,2010,ITF6,2,17.0
2017,NUTS,2010,ITF6,2,6.0
2018,NUTS,2010,ITF6,2,9.0
2019,NUTS,2010,ITF6,2,5.0
2003,NUTS,2010,ITG,1,38.0
2004,NUTS,2010,ITG,1,66.0
2005,NUTS,2010,ITG,1,100.0
2007,NUTS,2010,ITG,1,141.0
2008,NUTS,2010,ITG,1,146.0
2009,NUTS,2010,ITG,1,137.0
2010,NUTS,2010,ITG,1,197.0
2011,NUTS,2010,ITG,1,161.0
2012,NUTS,2010,ITG,1,157.0
2013,NUTS,2010,ITG,1,139.0
2014,NUTS,2010,ITG,1,143.0
2015,NUTS,2010,ITG,1,163.0
2016,NUTS,2010,ITG,1,166.0
2017,NUTS,2010,ITG,1,157.0
2018,NUTS,2010,ITG,1,129.0
2019,NUTS,2010,ITG,1,158.0
2003,NUTS,2010,ITG1,2,28.0
2004,NUTS,2010,ITG1,2,62.0
2005,NUTS,2010,ITG1,2,93.0
2007,NUTS,2010,ITG1,2,113.0
2008,NUTS,2010,ITG1,2,124.0
2009,NUTS,2010,ITG1,2,129.0
2010,NUTS,2010,ITG1,2,192.0
2011,NUTS,2010,ITG1,2,151.0
2012,NUTS,2010,ITG1,2,149.0
2013,NUTS,2010,ITG1,2,129.0
2014,NUTS,2010,ITG1,2,133.0
2015,NUTS,2010,ITG1,2,149.0
2016,NUTS,2010,ITG1,2,150.0
2017,NUTS,2010,ITG1,2,143.0
2018,NUTS,2010,ITG1,2,117.0
2019,NUTS,2010,ITG1,2,143.0
2003,NUTS,2010,ITG2,2,10.0
2004,NUTS,2010,ITG2,2,4.0
2005,NUTS,2010,ITG2,2,7.0
2007,NUTS,2010,ITG2,2,28.0
2008,NUTS,2010,ITG2,2,22.0
2009,NUTS,2010,ITG2,2,8.0
2010,NUTS,2010,ITG2,2,5.0
2011,NUTS,2010,ITG2,2,10.0
2012,NUTS,2010,ITG2,2,8.0
2013,NUTS,2010,ITG2,2,10.0
2014,NUTS,2010,ITG2,2,10.0
2015,NUTS,2010,ITG2,2,14.0
2016,NUTS,2010,ITG2,2,16.0
2017,NUTS,2010,ITG2,2,14.0
2018,NUTS,2010,ITG2,2,12.0
2019,NUTS,2010,ITG2,2,15.0
2003,NUTS,2010,ITH,1,394.0
2004,NUTS,2010,ITH,1,533.0
2005,NUTS,2010,ITH,1,583.0
2007,NUTS,2010,ITH,1,722.0
2008,NUTS,2010,ITH,1,688.0
2009,NUTS,2010,ITH,1,684.0
2010,NUTS,2010,ITH,1,443.0
2011,NUTS,2010,ITH,1,342.0
2012,NUTS,2010,ITH,1,398.0
2013,NUTS,2010,ITH,1,440.0
2014,NUTS,2010,ITH,1,737.0
2015,NUTS,2010,ITH,1,808.0
2016,NUTS,2010,ITH,1,764.0
2017,NUTS,2010,ITH,1,823.0
2018,NUTS,2010,ITH,1,781.0
2019,NUTS,2010,ITH,1,1234.0
2003,NUTS,2010,ITH1,2,70.0
2004,NUTS,2010,ITH1,2,92.0
2005,NUTS,2010,ITH1,2,82.0
2007,NUTS,2010,ITH1,2,172.0
2008,NUTS,2010,ITH1,2,97.0
2009,NUTS,2010,ITH1,2,122.0
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,1.0
2012,NUTS,2010,ITH1,2,3.0
2013,NUTS,2010,ITH1,2,1.0
2014,NUTS,2010,ITH1,2,295.0
2015,NUTS,2010,ITH1,2,304.0
2016,NUTS,2010,ITH1,2,230.0
2017,NUTS,2010,ITH1,2,339.0
2018,NUTS,2010,ITH1,2,268.0
2019,NUTS,2010,ITH1,2,298.0
2003,NUTS,2010,ITH2,2,27.0
2004,NUTS,2010,ITH2,2,18.0
2005,NUTS,2010,ITH2,2,60.0
2007,NUTS,2010,ITH2,2,80.0
2008,NUTS,2010,ITH2,2,119.0
2009,NUTS,2010,ITH2,2,152.0
2010,NUTS,2010,ITH2,2,122.0
2011,NUTS,2010,ITH2,2,101.0
2012,NUTS,2010,ITH2,2,99.0
2013,NUTS,2010,ITH2,2,94.0
2014,NUTS,2010,ITH2,2,96.0
2015,NUTS,2010,ITH2,2,100.0
2016,NUTS,2010,ITH2,2,87.0
2017,NUTS,2010,ITH2,2,79.0
2018,NUTS,2010,ITH2,2,76.0
2019,NUTS,2010,ITH2,2,72.0
2003,NUTS,2010,ITH3,2,162.0
2004,NUTS,2010,ITH3,2,218.0
2005,NUTS,2010,ITH3,2,249.0
2007,NUTS,2010,ITH3,2,262.0
2008,NUTS,2010,ITH3,2,240.0
2009,NUTS,2010,ITH3,2,253.0
2010,NUTS,2010,ITH3,2,207.0
2011,NUTS,2010,ITH3,2,144.0
2012,NUTS,2010,ITH3,2,162.0
2013,NUTS,2010,ITH3,2,184.0
2014,NUTS,2010,ITH3,2,172.0
2015,NUTS,2010,ITH3,2,216.0
2016,NUTS,2010,ITH3,2,247.0
2017,NUTS,2010,ITH3,2,201.0
2018,NUTS,2010,ITH3,2,221.0
2019,NUTS,2010,ITH3,2,669.0
2003,NUTS,2010,ITH4,2,25.0
2004,NUTS,2010,ITH4,2,33.0
2005,NUTS,2010,ITH4,2,39.0
2007,NUTS,2010,ITH4,2,61.0
2008,NUTS,2010,ITH4,2,64.0
2009,NUTS,2010,ITH4,2,59.0
2010,NUTS,2010,ITH4,2,58.0
2011,NUTS,2010,ITH4,2,38.0
2012,NUTS,2010,ITH4,2,69.0
2013,NUTS,2010,ITH4,2,61.0
2014,NUTS,2010,ITH4,2,76.0
2015,NUTS,2010,ITH4,2,85.0
2016,NUTS,2010,ITH4,2,71.0
2017,NUTS,2010,ITH4,2,79.0
2018,NUTS,2010,ITH4,2,75.0
2019,NUTS,2010,ITH4,2,79.0
2003,NUTS,2010,ITH5,2,110.0
2004,NUTS,2010,ITH5,2,172.0
2005,NUTS,2010,ITH5,2,153.0
2007,NUTS,2010,ITH5,2,147.0
2008,NUTS,2010,ITH5,2,168.0
2009,NUTS,2010,ITH5,2,98.0
2010,NUTS,2010,ITH5,2,56.0
2011,NUTS,2010,ITH5,2,58.0
2012,NUTS,2010,ITH5,2,65.0
2013,NUTS,2010,ITH5,2,100.0
2014,NUTS,2010,ITH5,2,98.0
2015,NUTS,2010,ITH5,2,103.0
2016,NUTS,2010,ITH5,2,129.0
2017,NUTS,2010,ITH5,2,125.0
2018,NUTS,2010,ITH5,2,141.0
2019,NUTS,2010,ITH5,2,116.0
2003,NUTS,2010,ITI,1,365.0
2004,NUTS,2010,ITI,1,487.0
2005,NUTS,2010,ITI,1,1168.0
2007,NUTS,2010,ITI,1,1195.0
2008,NUTS,2010,ITI,1,1221.0
2009,NUTS,2010,ITI,1,923.0
2010,NUTS,2010,ITI,1,1161.0
2011,NUTS,2010,ITI,1,1152.0
2012,NUTS,2010,ITI,1,1234.0
2013,NUTS,2010,ITI,1,1271.0
2014,NUTS,2010,ITI,1,1403.0
2017,NUTS,2010,ITI,1,1815.0
2018,NUTS,2010,ITI,1,1565.0
2019,NUTS,2010,ITI,1,1972.0
2003,NUTS,2010,ITI1,2,72.0
2004,NUTS,2010,ITI1,2,92.0
2005,NUTS,2010,ITI1,2,180.0
2007,NUTS,2010,ITI1,2,214.0
2008,NUTS,2010,ITI1,2,226.0
2009,NUTS,2010,ITI1,2,241.0
2010,NUTS,2010,ITI1,2,224.0
2011,NUTS,2010,ITI1,2,232.0
2012,NUTS,2010,ITI1,2,266.0
2013,NUTS,2010,ITI1,2,261.0
2014,NUTS,2010,ITI1,2,346.0
2015,NUTS,2010,ITI1,2,479.0
2016,NUTS,2010,ITI1,2,484.0
2017,NUTS,2010,ITI1,2,461.0
2018,NUTS,2010,ITI1,2,385.0
2019,NUTS,2010,ITI1,2,397.0
2003,NUTS,2010,ITI2,2,8.0
2004,NUTS,2010,ITI2,2,6.0
2005,NUTS,2010,ITI2,2,77.0
2007,NUTS,2010,ITI2,2,9.0
2008,NUTS,2010,ITI2,2,7.0
2009,NUTS,2010,ITI2,2,5.0
2010,NUTS,2010,ITI2,2,6.0
2011,NUTS,2010,ITI2,2,5.0
2012,NUTS,2010,ITI2,2,3.0
2013,NUTS,2010,ITI2,2,3.0
2014,NUTS,2010,ITI2,2,3.0
2017,NUTS,2010,ITI2,2,4.0
2018,NUTS,2010,ITI2,2,7.0
2019,NUTS,2010,ITI2,2,8.0
2003,NUTS,2010,ITI3,2,22.0
2004,NUTS,2010,ITI3,2,14.0
2005,NUTS,2010,ITI3,2,12.0
2007,NUTS,2010,ITI3,2,4.0
2008,NUTS,2010,ITI3,2,7.0
2009,NUTS,2010,ITI3,2,5.0
2010,NUTS,2010,ITI3,2,7.0
2011,NUTS,2010,ITI3,2,5.0
2012,NUTS,2010,ITI3,2,8.0
2013,NUTS,2010,ITI3,2,8.0
2014,NUTS,2010,ITI3,2,7.0
2015,NUTS,2010,ITI3,2,3.0
2016,NUTS,2010,ITI3,2,6.0
2017,NUTS,2010,ITI3,2,20.0
2018,NUTS,2010,ITI3,2,20.0
2019,NUTS,2010,ITI3,2,21.0
2003,NUTS,2010,ITI4,2,263.0
2004,NUTS,2010,ITI4,2,375.0
2005,NUTS,2010,ITI4,2,899.0
2007,NUTS,2010,ITI4,2,968.0
2008,NUTS,2010,ITI4,2,981.0
2009,NUTS,2010,ITI4,2,672.0
2010,NUTS,2010,ITI4,2,924.0
2011,NUTS,2010,ITI4,2,910.0
2012,NUTS,2010,ITI4,2,957.0
2013,NUTS,2010,ITI4,2,999.0
2014,NUTS,2010,ITI4,2,1047.0
2015,NUTS,2010,ITI4,2,1090.0
2016,NUTS,2010,ITI4,2,988.0
2017,NUTS,2010,ITI4,2,1330.0
2018,NUTS,2010,ITI4,2,1153.0
2019,NUTS,2010,ITI4,2,1546.0
2001,NUTS,2010,JP,0,4954.0
2002,NUTS,2010,JP,0,4992.0
2003,NUTS,2010,JP,0,4946.0
2004,NUTS,2010,JP,0,4830.0
2005,NUTS,2010,JP,0,4805.0
2006,NUTS,2010,JP,0,4859.0
2007,NUTS,2010,JP,0,4868.0
2008,NUTS,2010,JP,0,5097.0
2009,NUTS,2010,JP,0,5142.0
2010,NUTS,2010,JP,0,5034.0
2011,NUTS,2010,JP,0,4750.0
2012,NUTS,2010,JP,0,4802.0
2013,NUTS,2010,JP,0,4857.0
2014,NUTS,2010,JP,0,5000.0
2015,NUTS,2010,JP,0,5351.0
2016,NUTS,2010,JP,0,5392.0
2017,NUTS,2010,JP,0,5379.0
2018,NUTS,2010,JP,0,5232.0
2019,NUTS,2010,JP,0,5284.0
2001,NUTS,2010,KR,0,356.0
2002,NUTS,2010,KR,0,662.0
2003,NUTS,2010,KR,0,661.0
2004,NUTS,2010,KR,0,661.0
2005,NUTS,2010,KR,0,890.0
2006,NUTS,2010,KR,0,951.0
2007,NUTS,2010,KR,0,1164.0
2008,NUTS,2010,KR,0,1705.0
2009,NUTS,2010,KR,0,1798.0
2010,NUTS,2010,KR,0,2195.0
2011,NUTS,2010,KR,0,2691.0
2012,NUTS,2010,KR,0,2221.0
2013,NUTS,2010,KR,0,2680.0
2014,NUTS,2010,KR,0,3221.0
2015,NUTS,2010,KR,0,3600.0
2016,NUTS,2010,KR,0,3745.0
2017,NUTS,2010,KR,0,3858.0
2018,NUTS,2010,KR,0,3899.0
2019,NUTS,2010,KR,0,4156.0
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2000,NUTS,2010,LV,0,0.0
2001,NUTS,2010,LV,0,1.0
2002,NUTS,2010,LV,0,3.0
2003,NUTS,2010,LV,0,0.0
2004,NUTS,2010,LV,0,0.0
2005,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,5.0
2013,NUTS,2010,ME,0,18.0
2014,NUTS,2010,ME,0,21.0
2015,NUTS,2010,ME,0,58.0
2017,NUTS,2010,ME,0,21.0
2018,NUTS,2010,ME,0,25.0
2019,NUTS,2010,ME,0,18.0
2015,NUTS,2010,MK,0,10.0
2016,NUTS,2010,MK,0,44.0
2017,NUTS,2010,MK,0,46.0
2018,NUTS,2010,MK,0,39.0
2019,NUTS,2010,MK,0,32.0
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2001,NUTS,2010,NL,0,206.0
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2003,NUTS,2010,NL3,1,13.0
2003,NUTS,2010,NL32,2,13.0
2000,NUTS,2010,PL,0,38.0
2003,NUTS,2010,PL,0,36.0
2004,NUTS,2010,PL,0,50.0
2005,NUTS,2010,PL,0,78.0
2006,NUTS,2010,PL,0,98.0
2007,NUTS,2010,PL,0,69.0
2008,NUTS,2010,PL,0,30.0
2009,NUTS,2010,PL,0,17.0
2010,NUTS,2010,PL,0,78.0
2011,NUTS,2010,PL,0,91.0
2012,NUTS,2010,PL,0,135.0
2013,NUTS,2010,PL,0,113.0
2014,NUTS,2010,PL,0,134.0
2015,NUTS,2010,PL,0,118.0
2016,NUTS,2010,PL,0,476.0
2017,NUTS,2010,PL,0,1121.0
2018,NUTS,2010,PL,0,1272.0
2019,NUTS,2010,PL,0,998.0
2000,NUTS,2010,PL1,1,4.0
2003,NUTS,2010,PL1,1,33.0
2004,NUTS,2010,PL1,1,29.0
2005,NUTS,2010,PL1,1,42.0
2006,NUTS,2010,PL1,1,43.0
2007,NUTS,2010,PL1,1,22.0
2008,NUTS,2010,PL1,1,9.0
2009,NUTS,2010,PL1,1,8.0
2011,NUTS,2010,PL1,1,60.0
2012,NUTS,2010,PL1,1,65.0
2013,NUTS,2010,PL1,1,58.0
2014,NUTS,2010,PL1,1,62.0
2015,NUTS,2010,PL1,1,60.0
2003,NUTS,2010,PL11,2,1.0
2004,NUTS,2010,PL11,2,2.0
2005,NUTS,2010,PL11,2,10.0
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,4.0
2012,NUTS,2010,PL11,2,27.0
2013,NUTS,2010,PL11,2,16.0
2000,NUTS,2010,PL12,2,4.0
2003,NUTS,2010,PL12,2,32.0
2004,NUTS,2010,PL12,2,27.0
2005,NUTS,2010,PL12,2,32.0
2007,NUTS,2010,PL12,2,22.0
2008,NUTS,2010,PL12,2,9.0
2009,NUTS,2010,PL12,2,4.0
2010,NUTS,2010,PL12,2,35.0
2012,NUTS,2010,PL12,2,38.0
2013,NUTS,2010,PL12,2,42.0
2000,NUTS,2010,PL2,1,0.0
2003,NUTS,2010,PL2,1,2.0
2004,NUTS,2010,PL2,1,0.0
2005,NUTS,2010,PL2,1,11.0
2006,NUTS,2010,PL2,1,21.0
2007,NUTS,2010,PL2,1,18.0
2008,NUTS,2010,PL2,1,21.0
2009,NUTS,2010,PL2,1,7.0
2010,NUTS,2010,PL2,1,4.0
2011,NUTS,2010,PL2,1,12.0
2012,NUTS,2010,PL2,1,9.0
2013,NUTS,2010,PL2,1,34.0
2014,NUTS,2010,PL2,1,35.0
2015,NUTS,2010,PL2,1,13.0
2016,NUTS,2010,PL2,1,116.0
2017,NUTS,2010,PL2,1,252.0
2018,NUTS,2010,PL2,1,244.0
2019,NUTS,2010,PL2,1,166.0
2000,NUTS,2010,PL21,2,0.0
2003,NUTS,2010,PL21,2,1.0
2004,NUTS,2010,PL21,2,0.0
2005,NUTS,2010,PL21,2,0.0
2008,NUTS,2010,PL21,2,5.0
2009,NUTS,2010,PL21,2,7.0
2011,NUTS,2010,PL21,2,10.0
2015,NUTS,2010,PL21,2,13.0
2017,NUTS,2010,PL21,2,140.0
2018,NUTS,2010,PL21,2,132.0
2019,NUTS,2010,PL21,2,125.0
2000,NUTS,2010,PL22,2,0.0
2003,NUTS,2010,PL22,2,1.0
2004,NUTS,2010,PL22,2,0.0
2005,NUTS,2010,PL22,2,11.0
2008,NUTS,2010,PL22,2,16.0
2009,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,2.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,112.0
2018,NUTS,2010,PL22,2,112.0
2019,NUTS,2010,PL22,2,41.0
2000,NUTS,2010,PL3,1,0.0
2004,NUTS,2010,PL3,1,0.0
2005,NUTS,2010,PL3,1,1.0
2006,NUTS,2010,PL3,1,1.0
2009,NUTS,2010,PL3,1,1.0
2011,NUTS,2010,PL3,1,3.0
2012,NUTS,2010,PL3,1,6.0
2013,NUTS,2010,PL3,1,7.0
2005,NUTS,2010,PL31,2,0.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2004,NUTS,2010,PL32,2,0.0
2005,NUTS,2010,PL32,2,1.0
2005,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2005,NUTS,2010,PL34,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2000,NUTS,2010,PL4,1,1.0
2003,NUTS,2010,PL4,1,1.0
2004,NUTS,2010,PL4,1,3.0
2005,NUTS,2010,PL4,1,6.0
2006,NUTS,2010,PL4,1,12.0
2007,NUTS,2010,PL4,1,6.0
2009,NUTS,2010,PL4,1,1.0
2010,NUTS,2010,PL4,1,9.0
2011,NUTS,2010,PL4,1,9.0
2012,NUTS,2010,PL4,1,31.0
2013,NUTS,2010,PL4,1,5.0
2014,NUTS,2010,PL4,1,24.0
2015,NUTS,2010,PL4,1,24.0
2016,NUTS,2010,PL4,1,39.0
2017,NUTS,2010,PL4,1,86.0
2018,NUTS,2010,PL4,1,36.0
2000,NUTS,2010,PL41,2,1.0
2005,NUTS,2010,PL41,2,6.0
2006,NUTS,2010,PL41,2,12.0
2007,NUTS,2010,PL41,2,6.0
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,6.0
2016,NUTS,2010,PL41,2,32.0
2017,NUTS,2010,PL41,2,68.0
2018,NUTS,2010,PL41,2,32.0
2019,NUTS,2010,PL41,2,34.0
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2010,NUTS,2010,PL42,2,3.0
2016,NUTS,2010,PL42,2,7.0
2018,NUTS,2010,PL42,2,4.0
2003,NUTS,2010,PL43,2,1.0
2004,NUTS,2010,PL43,2,3.0
2005,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2010,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2005,NUTS,2010,PL5,1,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2011,NUTS,2010,PL5,1,7.0
2014,NUTS,2010,PL5,1,3.0
2016,NUTS,2010,PL5,1,29.0
2017,NUTS,2010,PL5,1,34.0
2018,NUTS,2010,PL5,1,77.0
2019,NUTS,2010,PL5,1,82.0
2005,NUTS,2010,PL51,2,0.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2011,NUTS,2010,PL51,2,7.0
2015,NUTS,2010,PL51,2,6.0
2005,NUTS,2010,PL52,2,0.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,33.0
2004,NUTS,2010,PL6,1,18.0
2005,NUTS,2010,PL6,1,18.0
2006,NUTS,2010,PL6,1,21.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,20.0
2017,NUTS,2010,PL6,1,145.0
2018,NUTS,2010,PL6,1,102.0
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,0.0
2007,NUTS,2010,PL61,2,0.0
