year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_total_t
1998,NUTS,2010,ES30,2,321.0
1999,NUTS,2010,ES30,2,379.0
2000,NUTS,2010,ES30,2,641.0
2001,NUTS,2010,ES30,2,549.0
2002,NUTS,2010,ES30,2,129.0
2003,NUTS,2010,ES30,2,192.0
2004,NUTS,2010,ES30,2,113.0
2005,NUTS,2010,ES30,2,134.0
2006,NUTS,2010,ES30,2,186.0
2007,NUTS,2010,ES30,2,223.0
2008,NUTS,2010,ES30,2,213.0
2009,NUTS,2010,ES30,2,200.0
2010,NUTS,2010,ES30,2,161.0
2011,NUTS,2010,ES30,2,133.0
2012,NUTS,2010,ES30,2,136.0
2013,NUTS,2010,ES30,2,125.0
2014,NUTS,2010,ES30,2,105.0
2015,NUTS,2010,ES30,2,122.0
2016,NUTS,2010,ES30,2,129.0
2017,NUTS,2010,ES30,2,130.0
2018,NUTS,2010,ES30,2,152.0
2019,NUTS,2010,ES30,2,154.0
1988,NUTS,2010,ES4,1,28.0
1990,NUTS,2010,ES4,1,15.0
1991,NUTS,2010,ES4,1,15.0
1993,NUTS,2010,ES4,1,147.0
1994,NUTS,2010,ES4,1,155.0
1995,NUTS,2010,ES4,1,30.0
1996,NUTS,2010,ES4,1,32.0
1997,NUTS,2010,ES4,1,38.0
1998,NUTS,2010,ES4,1,42.0
1999,NUTS,2010,ES4,1,71.0
2000,NUTS,2010,ES4,1,21.0
2001,NUTS,2010,ES4,1,30.0
2002,NUTS,2010,ES4,1,17.0
2003,NUTS,2010,ES4,1,14.0
2004,NUTS,2010,ES4,1,10.0
2005,NUTS,2010,ES4,1,21.0
2006,NUTS,2010,ES4,1,29.0
2007,NUTS,2010,ES4,1,3.0
2008,NUTS,2010,ES4,1,13.0
2009,NUTS,2010,ES4,1,19.0
2010,NUTS,2010,ES4,1,30.0
2011,NUTS,2010,ES4,1,29.0
2013,NUTS,2010,ES4,1,12.0
2014,NUTS,2010,ES4,1,13.0
2015,NUTS,2010,ES4,1,24.0
2016,NUTS,2010,ES4,1,23.0
2018,NUTS,2010,ES4,1,26.0
2019,NUTS,2010,ES4,1,23.0
1988,NUTS,2010,ES41,2,28.0
1993,NUTS,2010,ES41,2,147.0
1994,NUTS,2010,ES41,2,155.0
1995,NUTS,2010,ES41,2,30.0
1996,NUTS,2010,ES41,2,32.0
1997,NUTS,2010,ES41,2,29.0
1998,NUTS,2010,ES41,2,32.0
1999,NUTS,2010,ES41,2,67.0
2000,NUTS,2010,ES41,2,21.0
2001,NUTS,2010,ES41,2,28.0
2002,NUTS,2010,ES41,2,17.0
2003,NUTS,2010,ES41,2,13.0
2004,NUTS,2010,ES41,2,8.0
2005,NUTS,2010,ES41,2,16.0
2006,NUTS,2010,ES41,2,25.0
2007,NUTS,2010,ES41,2,1.0
2008,NUTS,2010,ES41,2,1.0
2009,NUTS,2010,ES41,2,6.0
2010,NUTS,2010,ES41,2,17.0
2012,NUTS,2010,ES41,2,11.0
2013,NUTS,2010,ES41,2,8.0
2014,NUTS,2010,ES41,2,11.0
2015,NUTS,2010,ES41,2,13.0
2017,NUTS,2010,ES41,2,12.0
2018,NUTS,2010,ES41,2,8.0
2019,NUTS,2010,ES41,2,7.0
1990,NUTS,2010,ES42,2,15.0
1991,NUTS,2010,ES42,2,15.0
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,2.0
2002,NUTS,2010,ES42,2,1.0
2003,NUTS,2010,ES42,2,1.0
2004,NUTS,2010,ES42,2,1.0
2005,NUTS,2010,ES42,2,4.0
2006,NUTS,2010,ES42,2,4.0
2007,NUTS,2010,ES42,2,1.0
2008,NUTS,2010,ES42,2,11.0
2009,NUTS,2010,ES42,2,9.0
2010,NUTS,2010,ES42,2,6.0
2013,NUTS,2010,ES42,2,1.0
2014,NUTS,2010,ES42,2,0.0
2015,NUTS,2010,ES42,2,8.0
2017,NUTS,2010,ES42,2,10.0
1997,NUTS,2010,ES43,2,9.0
1998,NUTS,2010,ES43,2,10.0
1999,NUTS,2010,ES43,2,4.0
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,2.0
2005,NUTS,2010,ES43,2,1.0
2006,NUTS,2010,ES43,2,0.0
2007,NUTS,2010,ES43,2,2.0
2008,NUTS,2010,ES43,2,2.0
2009,NUTS,2010,ES43,2,4.0
2010,NUTS,2010,ES43,2,7.0
2011,NUTS,2010,ES43,2,3.0
2013,NUTS,2010,ES43,2,2.0
2014,NUTS,2010,ES43,2,2.0
2015,NUTS,2010,ES43,2,4.0
2016,NUTS,2010,ES43,2,5.0
1987,NUTS,2010,ES5,1,153.0
1988,NUTS,2010,ES5,1,201.0
1989,NUTS,2010,ES5,1,100.0
1990,NUTS,2010,ES5,1,176.0
1991,NUTS,2010,ES5,1,187.0
1992,NUTS,2010,ES5,1,262.0
1993,NUTS,2010,ES5,1,350.0
1994,NUTS,2010,ES5,1,368.0
1995,NUTS,2010,ES5,1,337.0
1996,NUTS,2010,ES5,1,359.0
1997,NUTS,2010,ES5,1,692.0
1998,NUTS,2010,ES5,1,771.0
1999,NUTS,2010,ES5,1,459.0
2000,NUTS,2010,ES5,1,667.0
2001,NUTS,2010,ES5,1,352.0
2002,NUTS,2010,ES5,1,163.0
2003,NUTS,2010,ES5,1,159.0
2004,NUTS,2010,ES5,1,135.0
2005,NUTS,2010,ES5,1,113.0
2006,NUTS,2010,ES5,1,153.0
2007,NUTS,2010,ES5,1,150.0
2008,NUTS,2010,ES5,1,133.0
2009,NUTS,2010,ES5,1,130.0
2010,NUTS,2010,ES5,1,156.0
2011,NUTS,2010,ES5,1,128.0
2012,NUTS,2010,ES5,1,115.0
2013,NUTS,2010,ES5,1,114.0
2014,NUTS,2010,ES5,1,142.0
2015,NUTS,2010,ES5,1,131.0
2016,NUTS,2010,ES5,1,236.0
2017,NUTS,2010,ES5,1,188.0
2018,NUTS,2010,ES5,1,198.0
1987,NUTS,2010,ES51,2,87.0
1988,NUTS,2010,ES51,2,129.0
1989,NUTS,2010,ES51,2,65.0
1990,NUTS,2010,ES51,2,141.0
1991,NUTS,2010,ES51,2,139.0
1992,NUTS,2010,ES51,2,170.0
1993,NUTS,2010,ES51,2,293.0
1994,NUTS,2010,ES51,2,308.0
1995,NUTS,2010,ES51,2,257.0
1996,NUTS,2010,ES51,2,274.0
1997,NUTS,2010,ES51,2,541.0
1998,NUTS,2010,ES51,2,603.0
1999,NUTS,2010,ES51,2,302.0
2000,NUTS,2010,ES51,2,499.0
2001,NUTS,2010,ES51,2,245.0
2002,NUTS,2010,ES51,2,147.0
2003,NUTS,2010,ES51,2,143.0
2004,NUTS,2010,ES51,2,122.0
2005,NUTS,2010,ES51,2,103.0
2006,NUTS,2010,ES51,2,132.0
2007,NUTS,2010,ES51,2,142.0
2008,NUTS,2010,ES51,2,121.0
2009,NUTS,2010,ES51,2,119.0
2010,NUTS,2010,ES51,2,134.0
2011,NUTS,2010,ES51,2,110.0
2012,NUTS,2010,ES51,2,97.0
2013,NUTS,2010,ES51,2,91.0
2014,NUTS,2010,ES51,2,117.0
2015,NUTS,2010,ES51,2,120.0
2016,NUTS,2010,ES51,2,220.0
2017,NUTS,2010,ES51,2,174.0
2018,NUTS,2010,ES51,2,182.0
2019,NUTS,2010,ES51,2,178.0
1987,NUTS,2010,ES52,2,64.0
1988,NUTS,2010,ES52,2,69.0
1989,NUTS,2010,ES52,2,34.0
1990,NUTS,2010,ES52,2,35.0
1991,NUTS,2010,ES52,2,46.0
1992,NUTS,2010,ES52,2,88.0
1993,NUTS,2010,ES52,2,53.0
1994,NUTS,2010,ES52,2,55.0
1995,NUTS,2010,ES52,2,71.0
1996,NUTS,2010,ES52,2,76.0
1997,NUTS,2010,ES52,2,147.0
1998,NUTS,2010,ES52,2,163.0
1999,NUTS,2010,ES52,2,152.0
2000,NUTS,2010,ES52,2,164.0
2001,NUTS,2010,ES52,2,103.0
2002,NUTS,2010,ES52,2,11.0
2003,NUTS,2010,ES52,2,13.0
2004,NUTS,2010,ES52,2,10.0
2005,NUTS,2010,ES52,2,8.0
2006,NUTS,2010,ES52,2,17.0
2007,NUTS,2010,ES52,2,4.0
2008,NUTS,2010,ES52,2,5.0
2009,NUTS,2010,ES52,2,9.0
2010,NUTS,2010,ES52,2,8.0
2011,NUTS,2010,ES52,2,14.0
2012,NUTS,2010,ES52,2,14.0
2013,NUTS,2010,ES52,2,19.0
2014,NUTS,2010,ES52,2,22.0
2015,NUTS,2010,ES52,2,8.0
2016,NUTS,2010,ES52,2,8.0
2017,NUTS,2010,ES52,2,7.0
2018,NUTS,2010,ES52,2,9.0
2019,NUTS,2010,ES52,2,9.0
1987,NUTS,2010,ES53,2,1.0
1988,NUTS,2010,ES53,2,3.0
1989,NUTS,2010,ES53,2,0.0
1991,NUTS,2010,ES53,2,2.0
1992,NUTS,2010,ES53,2,4.0
1993,NUTS,2010,ES53,2,4.0
1994,NUTS,2010,ES53,2,5.0
1995,NUTS,2010,ES53,2,9.0
1996,NUTS,2010,ES53,2,9.0
1997,NUTS,2010,ES53,2,4.0
1998,NUTS,2010,ES53,2,5.0
1999,NUTS,2010,ES53,2,5.0
2000,NUTS,2010,ES53,2,4.0
2001,NUTS,2010,ES53,2,4.0
2002,NUTS,2010,ES53,2,4.0
2003,NUTS,2010,ES53,2,3.0
2004,NUTS,2010,ES53,2,3.0
2005,NUTS,2010,ES53,2,2.0
2006,NUTS,2010,ES53,2,5.0
2007,NUTS,2010,ES53,2,4.0
2008,NUTS,2010,ES53,2,8.0
2009,NUTS,2010,ES53,2,2.0
2010,NUTS,2010,ES53,2,14.0
2011,NUTS,2010,ES53,2,4.0
2012,NUTS,2010,ES53,2,4.0
2013,NUTS,2010,ES53,2,4.0
2014,NUTS,2010,ES53,2,4.0
2015,NUTS,2010,ES53,2,4.0
2016,NUTS,2010,ES53,2,8.0
2017,NUTS,2010,ES53,2,7.0
2018,NUTS,2010,ES53,2,8.0
1987,NUTS,2010,ES6,1,1.0
1988,NUTS,2010,ES6,1,1.0
1993,NUTS,2010,ES6,1,3.0
1994,NUTS,2010,ES6,1,3.0
1995,NUTS,2010,ES6,1,27.0
1996,NUTS,2010,ES6,1,29.0
1997,NUTS,2010,ES6,1,28.0
1998,NUTS,2010,ES6,1,32.0
1999,NUTS,2010,ES6,1,34.0
2000,NUTS,2010,ES6,1,60.0
2001,NUTS,2010,ES6,1,29.0
2002,NUTS,2010,ES6,1,5.0
2003,NUTS,2010,ES6,1,16.0
2004,NUTS,2010,ES6,1,11.0
2005,NUTS,2010,ES6,1,31.0
2006,NUTS,2010,ES6,1,11.0
2007,NUTS,2010,ES6,1,20.0
2008,NUTS,2010,ES6,1,30.0
2009,NUTS,2010,ES6,1,80.0
2010,NUTS,2010,ES6,1,30.0
2011,NUTS,2010,ES6,1,37.0
2012,NUTS,2010,ES6,1,67.0
2013,NUTS,2010,ES6,1,58.0
2014,NUTS,2010,ES6,1,54.0
2015,NUTS,2010,ES6,1,66.0
2016,NUTS,2010,ES6,1,86.0
2017,NUTS,2010,ES6,1,67.0
2018,NUTS,2010,ES6,1,78.0
2019,NUTS,2010,ES6,1,84.0
1987,NUTS,2010,ES61,2,1.0
1993,NUTS,2010,ES61,2,3.0
1994,NUTS,2010,ES61,2,3.0
1995,NUTS,2010,ES61,2,25.0
1996,NUTS,2010,ES61,2,27.0
1997,NUTS,2010,ES61,2,26.0
1998,NUTS,2010,ES61,2,29.0
1999,NUTS,2010,ES61,2,34.0
2000,NUTS,2010,ES61,2,60.0
2001,NUTS,2010,ES61,2,29.0
2002,NUTS,2010,ES61,2,3.0
2003,NUTS,2010,ES61,2,15.0
2004,NUTS,2010,ES61,2,10.0
2005,NUTS,2010,ES61,2,29.0
2006,NUTS,2010,ES61,2,10.0
2007,NUTS,2010,ES61,2,20.0
2008,NUTS,2010,ES61,2,22.0
2009,NUTS,2010,ES61,2,66.0
2010,NUTS,2010,ES61,2,23.0
2011,NUTS,2010,ES61,2,25.0
2012,NUTS,2010,ES61,2,55.0
2013,NUTS,2010,ES61,2,56.0
2014,NUTS,2010,ES61,2,52.0
2015,NUTS,2010,ES61,2,58.0
2016,NUTS,2010,ES61,2,82.0
2017,NUTS,2010,ES61,2,63.0
2018,NUTS,2010,ES61,2,74.0
2019,NUTS,2010,ES61,2,82.0
1988,NUTS,2010,ES62,2,1.0
1995,NUTS,2010,ES62,2,2.0
1996,NUTS,2010,ES62,2,2.0
1997,NUTS,2010,ES62,2,2.0
1998,NUTS,2010,ES62,2,3.0
2000,NUTS,2010,ES62,2,0.0
2001,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES62,2,1.0
2003,NUTS,2010,ES62,2,1.0
2004,NUTS,2010,ES62,2,1.0
2005,NUTS,2010,ES62,2,1.0
2006,NUTS,2010,ES62,2,1.0
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,8.0
2009,NUTS,2010,ES62,2,14.0
2010,NUTS,2010,ES62,2,7.0
2012,NUTS,2010,ES62,2,11.0
2013,NUTS,2010,ES62,2,2.0
2014,NUTS,2010,ES62,2,3.0
2015,NUTS,2010,ES62,2,9.0
2016,NUTS,2010,ES62,2,4.0
2018,NUTS,2010,ES62,2,3.0
2019,NUTS,2010,ES62,2,2.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
1987,NUTS,2010,ES7,1,25.0
1988,NUTS,2010,ES7,1,8.0
1990,NUTS,2010,ES7,1,8.0
1991,NUTS,2010,ES7,1,30.0
1992,NUTS,2010,ES7,1,26.0
1993,NUTS,2010,ES7,1,26.0
1994,NUTS,2010,ES7,1,27.0
1999,NUTS,2010,ES7,1,13.0
2000,NUTS,2010,ES7,1,0.0
2001,NUTS,2010,ES7,1,0.0
2002,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,1.0
2005,NUTS,2010,ES7,1,1.0
2006,NUTS,2010,ES7,1,2.0
2007,NUTS,2010,ES7,1,2.0
2008,NUTS,2010,ES7,1,2.0
2009,NUTS,2010,ES7,1,5.0
2010,NUTS,2010,ES7,1,6.0
2011,NUTS,2010,ES7,1,7.0
2012,NUTS,2010,ES7,1,7.0
2013,NUTS,2010,ES7,1,5.0
2014,NUTS,2010,ES7,1,6.0
2015,NUTS,2010,ES7,1,4.0
2016,NUTS,2010,ES7,1,4.0
2017,NUTS,2010,ES7,1,4.0
2018,NUTS,2010,ES7,1,3.0
1987,NUTS,2010,ES70,2,25.0
1988,NUTS,2010,ES70,2,8.0
1990,NUTS,2010,ES70,2,8.0
1991,NUTS,2010,ES70,2,30.0
1992,NUTS,2010,ES70,2,26.0
1993,NUTS,2010,ES70,2,26.0
1994,NUTS,2010,ES70,2,27.0
1999,NUTS,2010,ES70,2,13.0
2000,NUTS,2010,ES70,2,0.0
2001,NUTS,2010,ES70,2,0.0
2002,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,1.0
2005,NUTS,2010,ES70,2,1.0
2006,NUTS,2010,ES70,2,2.0
2007,NUTS,2010,ES70,2,2.0
2008,NUTS,2010,ES70,2,2.0
2009,NUTS,2010,ES70,2,5.0
2010,NUTS,2010,ES70,2,6.0
2011,NUTS,2010,ES70,2,7.0
2012,NUTS,2010,ES70,2,7.0
2013,NUTS,2010,ES70,2,5.0
2014,NUTS,2010,ES70,2,6.0
2015,NUTS,2010,ES70,2,4.0
2016,NUTS,2010,ES70,2,4.0
2017,NUTS,2010,ES70,2,4.0
2018,NUTS,2010,ES70,2,3.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,13988.0
2001,NUTS,2010,EU27_2020,7,14232.0
2002,NUTS,2010,EU27_2020,7,16291.0
2003,NUTS,2010,EU27_2020,7,15929.0
2004,NUTS,2010,EU27_2020,7,16375.0
2005,NUTS,2010,EU27_2020,7,18049.0
2006,NUTS,2010,EU27_2020,7,21327.0
2007,NUTS,2010,EU27_2020,7,21113.0
2008,NUTS,2010,EU27_2020,7,21171.0
2009,NUTS,2010,EU27_2020,7,21979.0
2010,NUTS,2010,EU27_2020,7,21029.0
2011,NUTS,2010,EU27_2020,7,21341.0
2012,NUTS,2010,EU27_2020,7,21560.0
2013,NUTS,2010,EU27_2020,7,17458.0
2014,NUTS,2010,EU27_2020,7,18661.0
2015,NUTS,2010,EU27_2020,7,18766.0
2016,NUTS,2010,EU27_2020,7,19983.0
2017,NUTS,2010,EU27_2020,7,20161.0
2018,NUTS,2010,EU27_2020,7,21831.0
2019,NUTS,2010,EU27_2020,7,22656.0
2020,NUTS,2010,EU27_2020,7,23144.0
1981,NUTS,2010,FI,0,124.0
1983,NUTS,2010,FI,0,118.0
1985,NUTS,2010,FI,0,116.0
1987,NUTS,2010,FI,0,125.0
1989,NUTS,2010,FI,0,205.0
1991,NUTS,2010,FI,0,231.0
1993,NUTS,2010,FI,0,270.0
1995,NUTS,2010,FI,0,261.0
1997,NUTS,2010,FI,0,273.0
1998,NUTS,2010,FI,0,357.0
1999,NUTS,2010,FI,0,492.0
2000,NUTS,2010,FI,0,447.0
2001,NUTS,2010,FI,0,450.0
2002,NUTS,2010,FI,0,456.0
2003,NUTS,2010,FI,0,496.0
2004,NUTS,2010,FI,0,510.0
2005,NUTS,2010,FI,0,487.0
2006,NUTS,2010,FI,0,493.0
2007,NUTS,2010,FI,0,475.0
2008,NUTS,2010,FI,0,497.0
2009,NUTS,2010,FI,0,554.0
2010,NUTS,2010,FI,0,579.0
2011,NUTS,2010,FI,0,619.0
2012,NUTS,2010,FI,0,546.0
2013,NUTS,2010,FI,0,547.0
2014,NUTS,2010,FI,0,583.0
2015,NUTS,2010,FI,0,564.0
2016,NUTS,2010,FI,0,599.0
2017,NUTS,2010,FI,0,603.0
2018,NUTS,2010,FI,0,657.0
2019,NUTS,2010,FI,0,602.0
2020,NUTS,2010,FI,0,611.0
1997,NUTS,2010,FI1,1,272.0
1998,NUTS,2010,FI1,1,357.0
2017,NUTS,2010,FI1,1,603.0
2018,NUTS,2010,FI1,1,657.0
2019,NUTS,2010,FI1,1,602.0
2017,NUTS,2010,FI19,2,121.0
2018,NUTS,2010,FI19,2,134.0
2019,NUTS,2010,FI19,2,137.0
2017,NUTS,2010,FI1B,2,437.0
2018,NUTS,2010,FI1B,2,476.0
2019,NUTS,2010,FI1B,2,411.0
2017,NUTS,2010,FI1C,2,37.0
2018,NUTS,2010,FI1C,2,40.0
2019,NUTS,2010,FI1C,2,45.0
2017,NUTS,2010,FI1D,2,9.0
2018,NUTS,2010,FI1D,2,7.0
2019,NUTS,2010,FI1D,2,9.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1981,NUTS,2010,FR,0,4500.0
1982,NUTS,2010,FR,0,4398.0
1983,NUTS,2010,FR,0,4625.0
1984,NUTS,2010,FR,0,4720.0
1985,NUTS,2010,FR,0,4794.0
1986,NUTS,2010,FR,0,4651.0
1987,NUTS,2010,FR,0,4722.0
1988,NUTS,2010,FR,0,5142.0
1989,NUTS,2010,FR,0,5342.0
1990,NUTS,2010,FR,0,5339.0
1991,NUTS,2010,FR,0,5316.0
1992,NUTS,2010,FR,0,6296.0
1993,NUTS,2010,FR,0,6953.0
1994,NUTS,2010,FR,0,6990.0
1995,NUTS,2010,FR,0,7125.0
1996,NUTS,2010,FR,0,7493.0
1997,NUTS,2010,FR,0,7249.0
1998,NUTS,2010,FR,0,7137.0
1999,NUTS,2010,FR,0,6182.0
2000,NUTS,2010,FR,0,6339.0
2001,NUTS,2010,FR,0,6726.0
2002,NUTS,2010,FR,0,6687.0
2003,NUTS,2010,FR,0,6216.0
2004,NUTS,2010,FR,0,6294.0
2005,NUTS,2010,FR,0,6302.0
2006,NUTS,2010,FR,0,6131.0
2007,NUTS,2010,FR,0,5792.0
2008,NUTS,2010,FR,0,5620.0
2009,NUTS,2010,FR,0,6127.0
2010,NUTS,2010,FR,0,5659.0
2011,NUTS,2010,FR,0,5805.0
2012,NUTS,2010,FR,0,6645.0
2013,NUTS,2010,FR,0,6832.0
2014,NUTS,2010,FR,0,7626.0
2015,NUTS,2010,FR,0,7307.0
2016,NUTS,2010,FR,0,7664.0
2017,NUTS,2010,FR,0,7538.0
2018,NUTS,2010,FR,0,7647.0
2019,NUTS,2010,FR,0,7996.0
2020,NUTS,2010,FR,0,8064.0
1991,NUTS,2010,FR1,1,1584.0
1992,NUTS,2010,FR1,1,1590.0
1993,NUTS,2010,FR1,1,1633.0
1994,NUTS,2010,FR1,1,1672.0
1995,NUTS,2010,FR1,1,1698.0
1996,NUTS,2010,FR1,1,1748.0
1997,NUTS,2010,FR1,1,1816.0
1998,NUTS,2010,FR1,1,1827.0
2000,NUTS,2010,FR1,1,1752.0
2001,NUTS,2010,FR1,1,1746.0
2002,NUTS,2010,FR1,1,1776.0
2003,NUTS,2010,FR1,1,1777.0
2004,NUTS,2010,FR1,1,1820.0
2006,NUTS,2010,FR1,1,1851.0
2007,NUTS,2010,FR1,1,1881.0
2008,NUTS,2010,FR1,1,1967.0
2009,NUTS,2010,FR1,1,2021.0
2010,NUTS,2010,FR1,1,2251.0
2011,NUTS,2010,FR1,1,2386.0
2012,NUTS,2010,FR1,1,2415.0
2013,NUTS,2010,FR1,1,2486.0
1991,NUTS,2010,FR10,2,1584.0
1992,NUTS,2010,FR10,2,1590.0
1993,NUTS,2010,FR10,2,1633.0
1994,NUTS,2010,FR10,2,1672.0
1995,NUTS,2010,FR10,2,1698.0
1996,NUTS,2010,FR10,2,1748.0
1997,NUTS,2010,FR10,2,1816.0
1998,NUTS,2010,FR10,2,1827.0
2000,NUTS,2010,FR10,2,1752.0
2001,NUTS,2010,FR10,2,1746.0
2002,NUTS,2010,FR10,2,1776.0
2003,NUTS,2010,FR10,2,1777.0
2004,NUTS,2010,FR10,2,1820.0
2006,NUTS,2010,FR10,2,1851.0
2007,NUTS,2010,FR10,2,1881.0
2008,NUTS,2010,FR10,2,1967.0
2009,NUTS,2010,FR10,2,2021.0
2010,NUTS,2010,FR10,2,2251.0
2011,NUTS,2010,FR10,2,2386.0
2012,NUTS,2010,FR10,2,2415.0
2013,NUTS,2010,FR10,2,2486.0
2006,NUTS,2010,FR2,1,0.0
2007,NUTS,2010,FR2,1,0.0
2008,NUTS,2010,FR2,1,0.0
2009,NUTS,2010,FR2,1,1.0
2010,NUTS,2010,FR2,1,1.0
2011,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR2,1,1.0
2013,NUTS,2010,FR2,1,0.0
2006,NUTS,2010,FR21,2,0.0
2007,NUTS,2010,FR21,2,0.0
2008,NUTS,2010,FR21,2,0.0
2009,NUTS,2010,FR21,2,0.0
2010,NUTS,2010,FR21,2,0.0
2011,NUTS,2010,FR21,2,0.0
2006,NUTS,2010,FR22,2,0.0
2007,NUTS,2010,FR22,2,0.0
2008,NUTS,2010,FR22,2,0.0
2009,NUTS,2010,FR22,2,0.0
2010,NUTS,2010,FR22,2,0.0
2011,NUTS,2010,FR22,2,0.0
2006,NUTS,2010,FR23,2,0.0
2007,NUTS,2010,FR23,2,0.0
2008,NUTS,2010,FR23,2,0.0
2009,NUTS,2010,FR23,2,0.0
2010,NUTS,2010,FR23,2,0.0
2011,NUTS,2010,FR23,2,0.0
2006,NUTS,2010,FR24,2,0.0
2007,NUTS,2010,FR24,2,0.0
2008,NUTS,2010,FR24,2,0.0
2009,NUTS,2010,FR24,2,0.0
2010,NUTS,2010,FR24,2,0.0
2011,NUTS,2010,FR24,2,0.0
2006,NUTS,2010,FR25,2,0.0
2007,NUTS,2010,FR25,2,0.0
2008,NUTS,2010,FR25,2,0.0
2009,NUTS,2010,FR25,2,0.0
2010,NUTS,2010,FR25,2,0.0
2011,NUTS,2010,FR25,2,0.0
2006,NUTS,2010,FR26,2,0.0
2007,NUTS,2010,FR26,2,0.0
2008,NUTS,2010,FR26,2,0.0
2009,NUTS,2010,FR26,2,1.0
2010,NUTS,2010,FR26,2,1.0
2011,NUTS,2010,FR26,2,0.0
2012,NUTS,2010,FR26,2,1.0
1995,NUTS,2010,FR3,1,1.0
1996,NUTS,2010,FR3,1,1.0
2006,NUTS,2010,FR3,1,0.0
2007,NUTS,2010,FR3,1,0.0
2008,NUTS,2010,FR3,1,0.0
2009,NUTS,2010,FR3,1,0.0
2010,NUTS,2010,FR3,1,0.0
2011,NUTS,2010,FR3,1,1.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
1995,NUTS,2010,FR30,2,1.0
1996,NUTS,2010,FR30,2,1.0
2006,NUTS,2010,FR30,2,0.0
2007,NUTS,2010,FR30,2,0.0
2008,NUTS,2010,FR30,2,0.0
2009,NUTS,2010,FR30,2,0.0
2010,NUTS,2010,FR30,2,0.0
2011,NUTS,2010,FR30,2,1.0
2012,NUTS,2010,FR30,2,0.0
2006,NUTS,2010,FR4,1,0.0
2007,NUTS,2010,FR4,1,0.0
2008,NUTS,2010,FR4,1,0.0
2009,NUTS,2010,FR4,1,0.0
2010,NUTS,2010,FR4,1,0.0
2011,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2006,NUTS,2010,FR41,2,0.0
2007,NUTS,2010,FR41,2,0.0
2008,NUTS,2010,FR41,2,0.0
2009,NUTS,2010,FR41,2,0.0
2010,NUTS,2010,FR41,2,0.0
2011,NUTS,2010,FR41,2,0.0
2006,NUTS,2010,FR42,2,0.0
2007,NUTS,2010,FR42,2,0.0
2008,NUTS,2010,FR42,2,0.0
2009,NUTS,2010,FR42,2,0.0
