year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_rse_t
2014,NUTS,2010,DK,0,196.0
2015,NUTS,2010,DK,0,196.0
2016,NUTS,2010,DK,0,214.0
2017,NUTS,2010,DK,0,191.0
2018,NUTS,2010,DK,0,175.0
2019,NUTS,2010,DK,0,215.0
2020,NUTS,2010,DK,0,216.0
1981,NUTS,2010,DK0,1,86.0
1982,NUTS,2010,DK0,1,81.0
1983,NUTS,2010,DK0,1,83.0
1984,NUTS,2010,DK0,1,84.0
1985,NUTS,2010,DK0,1,86.0
1986,NUTS,2010,DK0,1,99.0
1987,NUTS,2010,DK0,1,112.0
1988,NUTS,2010,DK0,1,129.0
1989,NUTS,2010,DK0,1,146.0
1990,NUTS,2010,DK0,1,164.0
1991,NUTS,2010,DK0,1,183.0
1992,NUTS,2010,DK0,1,168.0
1993,NUTS,2010,DK0,1,152.0
1995,NUTS,2010,DK0,1,185.0
1996,NUTS,2010,DK0,1,179.0
1997,NUTS,2010,DK0,1,173.0
1999,NUTS,2010,DK0,1,223.0
2000,NUTS,2010,DK0,1,184.0
2001,NUTS,2010,DK0,1,186.0
2002,NUTS,2010,DK0,1,152.0
2003,NUTS,2010,DK0,1,142.0
2004,NUTS,2010,DK0,1,157.0
2007,NUTS,2010,DK0,1,184.0
2009,NUTS,2010,DK0,1,185.0
2010,NUTS,2010,DK0,1,195.0
2011,NUTS,2010,DK0,1,192.0
2012,NUTS,2010,DK0,1,198.0
2013,NUTS,2010,DK0,1,193.0
2014,NUTS,2010,DK0,1,196.0
2015,NUTS,2010,DK0,1,196.0
2016,NUTS,2010,DK0,1,214.0
2017,NUTS,2010,DK0,1,191.0
2018,NUTS,2010,DK0,1,175.0
2019,NUTS,2010,DK0,1,215.0
2007,NUTS,2010,DK01,2,167.0
2009,NUTS,2010,DK01,2,177.0
2010,NUTS,2010,DK01,2,190.0
2011,NUTS,2010,DK01,2,187.0
2012,NUTS,2010,DK01,2,188.0
2013,NUTS,2010,DK01,2,183.0
2014,NUTS,2010,DK01,2,185.0
2015,NUTS,2010,DK01,2,182.0
2016,NUTS,2010,DK01,2,200.0
2017,NUTS,2010,DK01,2,180.0
2019,NUTS,2010,DK01,2,209.0
2007,NUTS,2010,DK02,2,1.0
2009,NUTS,2010,DK02,2,7.0
2010,NUTS,2010,DK02,2,5.0
2011,NUTS,2010,DK02,2,5.0
2012,NUTS,2010,DK02,2,5.0
2013,NUTS,2010,DK02,2,6.0
2014,NUTS,2010,DK02,2,6.0
2015,NUTS,2010,DK02,2,8.0
2016,NUTS,2010,DK02,2,7.0
2017,NUTS,2010,DK02,2,4.0
2019,NUTS,2010,DK02,2,6.0
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,2.0
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,5.0
2013,NUTS,2010,DK03,2,4.0
2014,NUTS,2010,DK03,2,5.0
2015,NUTS,2010,DK03,2,6.0
2016,NUTS,2010,DK03,2,8.0
2017,NUTS,2010,DK03,2,8.0
2007,NUTS,2010,DK04,2,16.0
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,0.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,8.0
2000,NUTS,2010,EA19,2,8216.0
2001,NUTS,2010,EA19,2,8338.0
2002,NUTS,2010,EA19,2,9397.0
2003,NUTS,2010,EA19,2,9147.0
2004,NUTS,2010,EA19,2,9433.0
2005,NUTS,2010,EA19,2,10552.0
2006,NUTS,2010,EA19,2,12224.0
2007,NUTS,2010,EA19,2,12071.0
2008,NUTS,2010,EA19,2,12113.0
2009,NUTS,2010,EA19,2,12535.0
2010,NUTS,2010,EA19,2,13340.0
2011,NUTS,2010,EA19,2,13819.0
2012,NUTS,2010,EA19,2,13700.0
2013,NUTS,2010,EA19,2,9756.0
2014,NUTS,2010,EA19,2,10702.0
2015,NUTS,2010,EA19,2,10914.0
2016,NUTS,2010,EA19,2,12040.0
2017,NUTS,2010,EA19,2,11503.0
2018,NUTS,2010,EA19,2,12156.0
2019,NUTS,2010,EA19,2,13044.0
2020,NUTS,2010,EA19,2,13576.0
1996,NUTS,2010,EE,0,20.0
1997,NUTS,2010,EE,0,12.0
1998,NUTS,2010,EE,0,11.0
1999,NUTS,2010,EE,0,12.0
2000,NUTS,2010,EE,0,27.0
2001,NUTS,2010,EE,0,33.0
2002,NUTS,2010,EE,0,42.0
2003,NUTS,2010,EE,0,60.0
2004,NUTS,2010,EE,0,60.0
2005,NUTS,2010,EE,0,69.0
2006,NUTS,2010,EE,0,82.0
2007,NUTS,2010,EE,0,100.0
2008,NUTS,2010,EE,0,89.0
2009,NUTS,2010,EE,0,91.0
2010,NUTS,2010,EE,0,68.0
2011,NUTS,2010,EE,0,73.0
2012,NUTS,2010,EE,0,81.0
2013,NUTS,2010,EE,0,73.0
2014,NUTS,2010,EE,0,79.0
2015,NUTS,2010,EE,0,90.0
2016,NUTS,2010,EE,0,89.0
2017,NUTS,2010,EE,0,88.0
2018,NUTS,2010,EE,0,109.0
2019,NUTS,2010,EE,0,79.0
2020,NUTS,2010,EE,0,89.0
1989,NUTS,2010,EL,0,162.0
1993,NUTS,2010,EL,0,34.0
1995,NUTS,2010,EL,0,71.0
1997,NUTS,2010,EL,0,45.0
1999,NUTS,2010,EL,0,41.0
2001,NUTS,2010,EL,0,50.0
2003,NUTS,2010,EL,0,129.0
2005,NUTS,2010,EL,0,128.0
2006,NUTS,2010,EL,0,141.0
2007,NUTS,2010,EL,0,145.0
2011,NUTS,2010,EL,0,216.0
2012,NUTS,2010,EL,0,216.0
2013,NUTS,2010,EL,0,296.0
2014,NUTS,2010,EL,0,294.0
2015,NUTS,2010,EL,0,269.0
2016,NUTS,2010,EL,0,291.0
2017,NUTS,2010,EL,0,303.0
2018,NUTS,2010,EL,0,291.0
2019,NUTS,2010,EL,0,293.0
2020,NUTS,2010,EL,0,241.0
2001,NUTS,2010,EL3,1,25.0
2003,NUTS,2010,EL3,1,112.0
2005,NUTS,2010,EL3,1,112.0
2011,NUTS,2010,EL3,1,163.0
2013,NUTS,2010,EL3,1,206.0
2015,NUTS,2010,EL3,1,178.0
2017,NUTS,2010,EL3,1,227.0
2019,NUTS,2010,EL3,1,188.0
2001,NUTS,2010,EL30,2,25.0
2003,NUTS,2010,EL30,2,112.0
2005,NUTS,2010,EL30,2,112.0
2011,NUTS,2010,EL30,2,163.0
2013,NUTS,2010,EL30,2,206.0
2015,NUTS,2010,EL30,2,178.0
2017,NUTS,2010,EL30,2,227.0
2019,NUTS,2010,EL30,2,188.0
2011,NUTS,2010,EL4,1,7.0
2013,NUTS,2010,EL4,1,19.0
2015,NUTS,2010,EL4,1,17.0
2017,NUTS,2010,EL4,1,32.0
2019,NUTS,2010,EL4,1,33.0
2011,NUTS,2010,EL41,2,1.0
2013,NUTS,2010,EL41,2,1.0
2015,NUTS,2010,EL41,2,1.0
2017,NUTS,2010,EL41,2,3.0
2019,NUTS,2010,EL41,2,8.0
2011,NUTS,2010,EL42,2,6.0
2013,NUTS,2010,EL42,2,8.0
2015,NUTS,2010,EL42,2,6.0
2017,NUTS,2010,EL42,2,9.0
2019,NUTS,2010,EL42,2,11.0
2011,NUTS,2010,EL43,2,0.0
2013,NUTS,2010,EL43,2,10.0
2015,NUTS,2010,EL43,2,10.0
2017,NUTS,2010,EL43,2,20.0
2019,NUTS,2010,EL43,2,14.0
2011,NUTS,2010,EL5,1,41.0
2013,NUTS,2010,EL5,1,64.0
2015,NUTS,2010,EL5,1,68.0
2017,NUTS,2010,EL5,1,33.0
2019,NUTS,2010,EL5,1,55.0
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,2.0
2015,NUTS,2010,EL51,2,2.0
2017,NUTS,2010,EL51,2,3.0
2019,NUTS,2010,EL51,2,1.0
2001,NUTS,2010,EL52,2,22.0
2003,NUTS,2010,EL52,2,15.0
2005,NUTS,2010,EL52,2,15.0
2011,NUTS,2010,EL52,2,34.0
2013,NUTS,2010,EL52,2,55.0
2015,NUTS,2010,EL52,2,61.0
2017,NUTS,2010,EL52,2,22.0
2019,NUTS,2010,EL52,2,45.0
2011,NUTS,2010,EL53,2,5.0
2013,NUTS,2010,EL53,2,5.0
2015,NUTS,2010,EL53,2,3.0
2017,NUTS,2010,EL53,2,3.0
2019,NUTS,2010,EL53,2,5.0
2011,NUTS,2010,EL54,2,2.0
2013,NUTS,2010,EL54,2,2.0
2015,NUTS,2010,EL54,2,2.0
2017,NUTS,2010,EL54,2,6.0
2019,NUTS,2010,EL54,2,3.0
2011,NUTS,2010,EL6,1,4.0
2013,NUTS,2010,EL6,1,8.0
2015,NUTS,2010,EL6,1,7.0
2017,NUTS,2010,EL6,1,11.0
2019,NUTS,2010,EL6,1,18.0
2011,NUTS,2010,EL61,2,1.0
2013,NUTS,2010,EL61,2,1.0
2015,NUTS,2010,EL61,2,1.0
2017,NUTS,2010,EL61,2,3.0
2019,NUTS,2010,EL61,2,2.0
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,1.0
2015,NUTS,2010,EL63,2,0.0
2017,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,2.0
2013,NUTS,2010,EL64,2,3.0
2015,NUTS,2010,EL64,2,3.0
2017,NUTS,2010,EL64,2,3.0
2019,NUTS,2010,EL64,2,0.0
2001,NUTS,2010,EL65,2,3.0
2003,NUTS,2010,EL65,2,2.0
2005,NUTS,2010,EL65,2,1.0
2011,NUTS,2010,EL65,2,2.0
2013,NUTS,2010,EL65,2,3.0
2015,NUTS,2010,EL65,2,3.0
2017,NUTS,2010,EL65,2,5.0
2019,NUTS,2010,EL65,2,16.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1989,NUTS,2010,ES,0,102.0
1990,NUTS,2010,ES,0,142.0
1991,NUTS,2010,ES,0,166.0
1992,NUTS,2010,ES,0,261.0
1993,NUTS,2010,ES,0,368.0
1994,NUTS,2010,ES,0,386.0
1995,NUTS,2010,ES,0,514.0
1996,NUTS,2010,ES,0,549.0
1997,NUTS,2010,ES,0,735.0
1998,NUTS,2010,ES,0,822.0
1999,NUTS,2010,ES,0,616.0
2000,NUTS,2010,ES,0,1029.0
2001,NUTS,2010,ES,0,812.0
2002,NUTS,2010,ES,0,335.0
2003,NUTS,2010,ES,0,258.0
2004,NUTS,2010,ES,0,173.0
2005,NUTS,2010,ES,0,213.0
2006,NUTS,2010,ES,0,357.0
2007,NUTS,2010,ES,0,299.0
2008,NUTS,2010,ES,0,298.0
2009,NUTS,2010,ES,0,311.0
2010,NUTS,2010,ES,0,309.0
2011,NUTS,2010,ES,0,242.0
2012,NUTS,2010,ES,0,232.0
2013,NUTS,2010,ES,0,197.0
2014,NUTS,2010,ES,0,210.0
2015,NUTS,2010,ES,0,218.0
2016,NUTS,2010,ES,0,335.0
2017,NUTS,2010,ES,0,256.0
2018,NUTS,2010,ES,0,331.0
2019,NUTS,2010,ES,0,309.0
2020,NUTS,2010,ES,0,334.0
2000,NUTS,2010,ES1,1,103.0
2001,NUTS,2010,ES1,1,85.0
2002,NUTS,2010,ES1,1,61.0
2003,NUTS,2010,ES1,1,1.0
2004,NUTS,2010,ES1,1,11.0
2005,NUTS,2010,ES1,1,13.0
2006,NUTS,2010,ES1,1,135.0
2007,NUTS,2010,ES1,1,56.0
2008,NUTS,2010,ES1,1,48.0
2009,NUTS,2010,ES1,1,35.0
2010,NUTS,2010,ES1,1,22.0
2011,NUTS,2010,ES1,1,29.0
2012,NUTS,2010,ES1,1,26.0
2013,NUTS,2010,ES1,1,14.0
2015,NUTS,2010,ES1,1,12.0
2016,NUTS,2010,ES1,1,36.0
2017,NUTS,2010,ES1,1,36.0
2018,NUTS,2010,ES1,1,68.0
2000,NUTS,2010,ES11,2,30.0
2001,NUTS,2010,ES11,2,27.0
2002,NUTS,2010,ES11,2,4.0
2003,NUTS,2010,ES11,2,0.0
2004,NUTS,2010,ES11,2,3.0
2005,NUTS,2010,ES11,2,3.0
2006,NUTS,2010,ES11,2,3.0
2007,NUTS,2010,ES11,2,5.0
2008,NUTS,2010,ES11,2,1.0
2009,NUTS,2010,ES11,2,6.0
2010,NUTS,2010,ES11,2,1.0
2014,NUTS,2010,ES11,2,2.0
2015,NUTS,2010,ES11,2,3.0
2016,NUTS,2010,ES11,2,27.0
2017,NUTS,2010,ES11,2,29.0
2018,NUTS,2010,ES11,2,34.0
2019,NUTS,2010,ES11,2,33.0
2000,NUTS,2010,ES12,2,9.0
2001,NUTS,2010,ES12,2,1.0
2002,NUTS,2010,ES12,2,4.0
2003,NUTS,2010,ES12,2,1.0
2004,NUTS,2010,ES12,2,0.0
2005,NUTS,2010,ES12,2,0.0
2006,NUTS,2010,ES12,2,4.0
2007,NUTS,2010,ES12,2,1.0
2008,NUTS,2010,ES12,2,2.0
2009,NUTS,2010,ES12,2,4.0
2010,NUTS,2010,ES12,2,5.0
2012,NUTS,2010,ES12,2,4.0
2013,NUTS,2010,ES12,2,2.0
2014,NUTS,2010,ES12,2,2.0
2015,NUTS,2010,ES12,2,3.0
2016,NUTS,2010,ES12,2,2.0
2017,NUTS,2010,ES12,2,2.0
2018,NUTS,2010,ES12,2,4.0
2019,NUTS,2010,ES12,2,2.0
2000,NUTS,2010,ES13,2,63.0
2001,NUTS,2010,ES13,2,57.0
2002,NUTS,2010,ES13,2,53.0
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,7.0
2005,NUTS,2010,ES13,2,10.0
2006,NUTS,2010,ES13,2,127.0
2007,NUTS,2010,ES13,2,50.0
2008,NUTS,2010,ES13,2,45.0
2009,NUTS,2010,ES13,2,25.0
2010,NUTS,2010,ES13,2,16.0
2011,NUTS,2010,ES13,2,25.0
2015,NUTS,2010,ES13,2,7.0
2016,NUTS,2010,ES13,2,6.0
2017,NUTS,2010,ES13,2,5.0
2018,NUTS,2010,ES13,2,31.0
2000,NUTS,2010,ES2,1,89.0
2001,NUTS,2010,ES2,1,79.0
2002,NUTS,2010,ES2,1,72.0
2003,NUTS,2010,ES2,1,3.0
2004,NUTS,2010,ES2,1,15.0
2005,NUTS,2010,ES2,1,21.0
2006,NUTS,2010,ES2,1,18.0
2007,NUTS,2010,ES2,1,18.0
2008,NUTS,2010,ES2,1,19.0
2009,NUTS,2010,ES2,1,24.0
2010,NUTS,2010,ES2,1,44.0
2011,NUTS,2010,ES2,1,22.0
2013,NUTS,2010,ES2,1,25.0
2015,NUTS,2010,ES2,1,19.0
2019,NUTS,2010,ES2,1,15.0
2000,NUTS,2010,ES21,2,82.0
2001,NUTS,2010,ES21,2,71.0
2002,NUTS,2010,ES21,2,71.0
2003,NUTS,2010,ES21,2,1.0
2004,NUTS,2010,ES21,2,1.0
2005,NUTS,2010,ES21,2,5.0
2006,NUTS,2010,ES21,2,10.0
2007,NUTS,2010,ES21,2,10.0
2008,NUTS,2010,ES21,2,2.0
2009,NUTS,2010,ES21,2,7.0
2010,NUTS,2010,ES21,2,15.0
2011,NUTS,2010,ES21,2,13.0
2012,NUTS,2010,ES21,2,20.0
2013,NUTS,2010,ES21,2,15.0
2014,NUTS,2010,ES21,2,12.0
2015,NUTS,2010,ES21,2,11.0
2016,NUTS,2010,ES21,2,18.0
2017,NUTS,2010,ES21,2,13.0
2018,NUTS,2010,ES21,2,12.0
2019,NUTS,2010,ES21,2,14.0
2000,NUTS,2010,ES22,2,5.0
2001,NUTS,2010,ES22,2,3.0
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,6.0
2005,NUTS,2010,ES22,2,3.0
2006,NUTS,2010,ES22,2,2.0
2007,NUTS,2010,ES22,2,0.0
2008,NUTS,2010,ES22,2,0.0
2009,NUTS,2010,ES22,2,2.0
2010,NUTS,2010,ES22,2,1.0
2011,NUTS,2010,ES22,2,4.0
2015,NUTS,2010,ES22,2,3.0
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,2.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,3.0
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,5.0
2008,NUTS,2010,ES23,2,15.0
2009,NUTS,2010,ES23,2,11.0
2010,NUTS,2010,ES23,2,18.0
2011,NUTS,2010,ES23,2,2.0
2012,NUTS,2010,ES23,2,4.0
2014,NUTS,2010,ES23,2,2.0
2015,NUTS,2010,ES23,2,2.0
2016,NUTS,2010,ES23,2,1.0
2017,NUTS,2010,ES23,2,1.0
2018,NUTS,2010,ES23,2,1.0
2000,NUTS,2010,ES24,2,2.0
2001,NUTS,2010,ES24,2,2.0
2002,NUTS,2010,ES24,2,1.0
2003,NUTS,2010,ES24,2,2.0
2004,NUTS,2010,ES24,2,8.0
2005,NUTS,2010,ES24,2,10.0
2006,NUTS,2010,ES24,2,6.0
2007,NUTS,2010,ES24,2,4.0
2008,NUTS,2010,ES24,2,3.0
2009,NUTS,2010,ES24,2,4.0
2010,NUTS,2010,ES24,2,10.0
2011,NUTS,2010,ES24,2,4.0
2012,NUTS,2010,ES24,2,3.0
2013,NUTS,2010,ES24,2,3.0
2014,NUTS,2010,ES24,2,1.0
2015,NUTS,2010,ES24,2,4.0
2016,NUTS,2010,ES24,2,3.0
2017,NUTS,2010,ES24,2,3.0
2018,NUTS,2010,ES24,2,1.0
2000,NUTS,2010,ES3,1,496.0
2001,NUTS,2010,ES3,1,418.0
2002,NUTS,2010,ES3,1,87.0
2003,NUTS,2010,ES3,1,120.0
2004,NUTS,2010,ES3,1,54.0
2005,NUTS,2010,ES3,1,77.0
2006,NUTS,2010,ES3,1,101.0
2007,NUTS,2010,ES3,1,131.0
2008,NUTS,2010,ES3,1,125.0
2009,NUTS,2010,ES3,1,119.0
2010,NUTS,2010,ES3,1,98.0
2011,NUTS,2010,ES3,1,69.0
2012,NUTS,2010,ES3,1,75.0
2013,NUTS,2010,ES3,1,70.0
2014,NUTS,2010,ES3,1,58.0
2015,NUTS,2010,ES3,1,71.0
2016,NUTS,2010,ES3,1,59.0
2017,NUTS,2010,ES3,1,61.0
2018,NUTS,2010,ES3,1,81.0
2019,NUTS,2010,ES3,1,83.0
2000,NUTS,2010,ES30,2,496.0
2001,NUTS,2010,ES30,2,418.0
2002,NUTS,2010,ES30,2,87.0
2003,NUTS,2010,ES30,2,120.0
2004,NUTS,2010,ES30,2,54.0
2005,NUTS,2010,ES30,2,77.0
2006,NUTS,2010,ES30,2,101.0
2007,NUTS,2010,ES30,2,131.0
2008,NUTS,2010,ES30,2,125.0
2009,NUTS,2010,ES30,2,119.0
2010,NUTS,2010,ES30,2,98.0
2011,NUTS,2010,ES30,2,69.0
2012,NUTS,2010,ES30,2,75.0
2013,NUTS,2010,ES30,2,70.0
2014,NUTS,2010,ES30,2,58.0
2015,NUTS,2010,ES30,2,71.0
2016,NUTS,2010,ES30,2,59.0
2017,NUTS,2010,ES30,2,61.0
2018,NUTS,2010,ES30,2,81.0
2019,NUTS,2010,ES30,2,83.0
2000,NUTS,2010,ES4,1,8.0
2001,NUTS,2010,ES4,1,10.0
2002,NUTS,2010,ES4,1,6.0
2003,NUTS,2010,ES4,1,10.0
2004,NUTS,2010,ES4,1,3.0
2005,NUTS,2010,ES4,1,4.0
2006,NUTS,2010,ES4,1,3.0
2007,NUTS,2010,ES4,1,3.0
2008,NUTS,2010,ES4,1,10.0
2009,NUTS,2010,ES4,1,14.0
2010,NUTS,2010,ES4,1,18.0
2011,NUTS,2010,ES4,1,16.0
2013,NUTS,2010,ES4,1,5.0
2014,NUTS,2010,ES4,1,5.0
2015,NUTS,2010,ES4,1,7.0
2016,NUTS,2010,ES4,1,10.0
2018,NUTS,2010,ES4,1,12.0
2019,NUTS,2010,ES4,1,9.0
2000,NUTS,2010,ES41,2,8.0
2001,NUTS,2010,ES41,2,9.0
2002,NUTS,2010,ES41,2,6.0
2003,NUTS,2010,ES41,2,10.0
2004,NUTS,2010,ES41,2,1.0
2005,NUTS,2010,ES41,2,1.0
2006,NUTS,2010,ES41,2,1.0
2007,NUTS,2010,ES41,2,1.0
2008,NUTS,2010,ES41,2,1.0
2009,NUTS,2010,ES41,2,4.0
2010,NUTS,2010,ES41,2,9.0
2012,NUTS,2010,ES41,2,4.0
2013,NUTS,2010,ES41,2,2.0
2014,NUTS,2010,ES41,2,4.0
2015,NUTS,2010,ES41,2,5.0
2017,NUTS,2010,ES41,2,5.0
2018,NUTS,2010,ES41,2,6.0
2019,NUTS,2010,ES41,2,3.0
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,1.0
2002,NUTS,2010,ES42,2,1.0
2003,NUTS,2010,ES42,2,0.0
2004,NUTS,2010,ES42,2,0.0
2005,NUTS,2010,ES42,2,2.0
2006,NUTS,2010,ES42,2,2.0
2007,NUTS,2010,ES42,2,1.0
2008,NUTS,2010,ES42,2,8.0
2009,NUTS,2010,ES42,2,8.0
2010,NUTS,2010,ES42,2,5.0
2013,NUTS,2010,ES42,2,1.0
2014,NUTS,2010,ES42,2,0.0
2015,NUTS,2010,ES42,2,1.0
2017,NUTS,2010,ES42,2,2.0
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,2.0
2005,NUTS,2010,ES43,2,1.0
2006,NUTS,2010,ES43,2,0.0
2007,NUTS,2010,ES43,2,1.0
2008,NUTS,2010,ES43,2,2.0
2009,NUTS,2010,ES43,2,3.0
2010,NUTS,2010,ES43,2,4.0
2011,NUTS,2010,ES43,2,1.0
2013,NUTS,2010,ES43,2,1.0
2014,NUTS,2010,ES43,2,1.0
2015,NUTS,2010,ES43,2,2.0
2016,NUTS,2010,ES43,2,2.0
2000,NUTS,2010,ES5,1,313.0
2001,NUTS,2010,ES5,1,205.0
2002,NUTS,2010,ES5,1,106.0
2003,NUTS,2010,ES5,1,110.0
2004,NUTS,2010,ES5,1,84.0
2005,NUTS,2010,ES5,1,80.0
2006,NUTS,2010,ES5,1,90.0
2007,NUTS,2010,ES5,1,82.0
2008,NUTS,2010,ES5,1,77.0
2009,NUTS,2010,ES5,1,80.0
2010,NUTS,2010,ES5,1,106.0
2011,NUTS,2010,ES5,1,81.0
2012,NUTS,2010,ES5,1,72.0
2013,NUTS,2010,ES5,1,66.0
2014,NUTS,2010,ES5,1,99.0
2015,NUTS,2010,ES5,1,89.0
2016,NUTS,2010,ES5,1,156.0
2017,NUTS,2010,ES5,1,115.0
2018,NUTS,2010,ES5,1,137.0
2000,NUTS,2010,ES51,2,204.0
2001,NUTS,2010,ES51,2,163.0
2002,NUTS,2010,ES51,2,94.0
2003,NUTS,2010,ES51,2,95.0
2004,NUTS,2010,ES51,2,73.0
2005,NUTS,2010,ES51,2,74.0
2006,NUTS,2010,ES51,2,77.0
2007,NUTS,2010,ES51,2,77.0
2008,NUTS,2010,ES51,2,70.0
2009,NUTS,2010,ES51,2,75.0
2010,NUTS,2010,ES51,2,90.0
2011,NUTS,2010,ES51,2,71.0
2012,NUTS,2010,ES51,2,61.0
2013,NUTS,2010,ES51,2,57.0
2014,NUTS,2010,ES51,2,87.0
2015,NUTS,2010,ES51,2,84.0
2016,NUTS,2010,ES51,2,147.0
2017,NUTS,2010,ES51,2,106.0
2018,NUTS,2010,ES51,2,123.0
2019,NUTS,2010,ES51,2,113.0
2000,NUTS,2010,ES52,2,107.0
2001,NUTS,2010,ES52,2,40.0
2002,NUTS,2010,ES52,2,9.0
2003,NUTS,2010,ES52,2,13.0
2004,NUTS,2010,ES52,2,10.0
2005,NUTS,2010,ES52,2,5.0
2006,NUTS,2010,ES52,2,12.0
2007,NUTS,2010,ES52,2,2.0
2008,NUTS,2010,ES52,2,1.0
2009,NUTS,2010,ES52,2,3.0
2010,NUTS,2010,ES52,2,4.0
2011,NUTS,2010,ES52,2,8.0
2012,NUTS,2010,ES52,2,9.0
2013,NUTS,2010,ES52,2,7.0
2014,NUTS,2010,ES52,2,10.0
2015,NUTS,2010,ES52,2,3.0
2016,NUTS,2010,ES52,2,4.0
2017,NUTS,2010,ES52,2,4.0
2018,NUTS,2010,ES52,2,9.0
2019,NUTS,2010,ES52,2,9.0
2000,NUTS,2010,ES53,2,2.0
2001,NUTS,2010,ES53,2,2.0
2002,NUTS,2010,ES53,2,2.0
2003,NUTS,2010,ES53,2,2.0
2004,NUTS,2010,ES53,2,2.0
2005,NUTS,2010,ES53,2,1.0
2006,NUTS,2010,ES53,2,2.0
2007,NUTS,2010,ES53,2,3.0
2008,NUTS,2010,ES53,2,6.0
2009,NUTS,2010,ES53,2,2.0
2010,NUTS,2010,ES53,2,12.0
2011,NUTS,2010,ES53,2,2.0
2012,NUTS,2010,ES53,2,2.0
2013,NUTS,2010,ES53,2,3.0
2014,NUTS,2010,ES53,2,3.0
2015,NUTS,2010,ES53,2,2.0
2016,NUTS,2010,ES53,2,5.0
2017,NUTS,2010,ES53,2,5.0
2018,NUTS,2010,ES53,2,6.0
2000,NUTS,2010,ES6,1,21.0
2001,NUTS,2010,ES6,1,16.0
2002,NUTS,2010,ES6,1,4.0
2003,NUTS,2010,ES6,1,14.0
2004,NUTS,2010,ES6,1,6.0
2005,NUTS,2010,ES6,1,17.0
2006,NUTS,2010,ES6,1,8.0
2007,NUTS,2010,ES6,1,9.0
2008,NUTS,2010,ES6,1,18.0
2009,NUTS,2010,ES6,1,39.0
2010,NUTS,2010,ES6,1,20.0
2011,NUTS,2010,ES6,1,24.0
2012,NUTS,2010,ES6,1,24.0
2013,NUTS,2010,ES6,1,17.0
2014,NUTS,2010,ES6,1,14.0
2015,NUTS,2010,ES6,1,18.0
2016,NUTS,2010,ES6,1,51.0
2017,NUTS,2010,ES6,1,16.0
2018,NUTS,2010,ES6,1,15.0
2019,NUTS,2010,ES6,1,15.0
2000,NUTS,2010,ES61,2,21.0
2001,NUTS,2010,ES61,2,16.0
2002,NUTS,2010,ES61,2,3.0
2003,NUTS,2010,ES61,2,13.0
2004,NUTS,2010,ES61,2,6.0
2005,NUTS,2010,ES61,2,16.0
2006,NUTS,2010,ES61,2,7.0
2007,NUTS,2010,ES61,2,9.0
2008,NUTS,2010,ES61,2,10.0
2009,NUTS,2010,ES61,2,25.0
2010,NUTS,2010,ES61,2,13.0
2011,NUTS,2010,ES61,2,13.0
2012,NUTS,2010,ES61,2,12.0
2013,NUTS,2010,ES61,2,15.0
2014,NUTS,2010,ES61,2,13.0
2015,NUTS,2010,ES61,2,13.0
2016,NUTS,2010,ES61,2,48.0
2017,NUTS,2010,ES61,2,12.0
