year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_fte_rse
2019,NUTS,2010,PL81,2,65.0
2016,NUTS,2010,PL82,2,18.0
2019,NUTS,2010,PL82,2,22.0
2017,NUTS,2010,PL84,2,50.0
2016,NUTS,2010,PL9,1,1257.0
2017,NUTS,2010,PL9,1,1800.0
2018,NUTS,2010,PL9,1,1395.0
2019,NUTS,2010,PL9,1,1032.0
2016,NUTS,2010,PL91,2,1238.0
2016,NUTS,2010,PL92,2,19.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,1760.0
1983,NUTS,2010,PT,0,1731.0
1984,NUTS,2010,PT,0,1701.0
1985,NUTS,2010,PT,0,1789.0
1986,NUTS,2010,PT,0,1877.0
1987,NUTS,2010,PT,0,1919.0
1988,NUTS,2010,PT,0,1960.0
1989,NUTS,2010,PT,0,2027.0
1990,NUTS,2010,PT,0,2095.0
1991,NUTS,2010,PT,0,2043.0
1992,NUTS,2010,PT,0,1991.0
1993,NUTS,2010,PT,0,2111.0
1994,NUTS,2010,PT,0,2238.0
1995,NUTS,2010,PT,0,2741.0
1996,NUTS,2010,PT,0,2835.0
1997,NUTS,2010,PT,0,2930.0
1998,NUTS,2010,PT,0,3187.0
1999,NUTS,2010,PT,0,3445.0
2000,NUTS,2010,PT,0,3546.0
2001,NUTS,2010,PT,0,3646.0
2002,NUTS,2010,PT,0,3543.0
2003,NUTS,2010,PT,0,3440.0
2004,NUTS,2010,PT,0,3389.0
2005,NUTS,2010,PT,0,3338.0
2006,NUTS,2010,PT,0,3248.0
2007,NUTS,2010,PT,0,3159.0
2008,NUTS,2010,PT,0,3203.0
2009,NUTS,2010,PT,0,2765.0
2010,NUTS,2010,PT,0,2440.0
2011,NUTS,2010,PT,0,2531.0
2012,NUTS,2010,PT,0,1682.0
2013,NUTS,2010,PT,0,1386.0
2014,NUTS,2010,PT,0,1447.0
2015,NUTS,2010,PT,0,1351.0
2016,NUTS,2010,PT,0,1340.0
2017,NUTS,2010,PT,0,1477.0
2018,NUTS,2010,PT,0,1558.0
2019,NUTS,2010,PT,0,1600.0
2020,NUTS,2010,PT,0,1651.0
2000,NUTS,2010,PT1,1,3381.0
2001,NUTS,2010,PT1,1,3469.0
2002,NUTS,2010,PT1,1,3387.0
2003,NUTS,2010,PT1,1,3306.0
2004,NUTS,2010,PT1,1,3269.0
2005,NUTS,2010,PT1,1,3232.0
2006,NUTS,2010,PT1,1,3148.0
2007,NUTS,2010,PT1,1,3063.0
2008,NUTS,2010,PT1,1,3114.0
2009,NUTS,2010,PT1,1,2670.0
2010,NUTS,2010,PT1,1,2388.0
2011,NUTS,2010,PT1,1,2441.0
2012,NUTS,2010,PT1,1,1616.0
2013,NUTS,2010,PT1,1,1346.0
2014,NUTS,2010,PT1,1,1401.0
2015,NUTS,2010,PT1,1,1294.0
2016,NUTS,2010,PT1,1,1272.0
2017,NUTS,2010,PT1,1,1399.0
2018,NUTS,2010,PT1,1,1479.0
2019,NUTS,2010,PT1,1,1510.0
2020,NUTS,2010,PT1,1,1556.0
2000,NUTS,2010,PT11,2,344.0
2001,NUTS,2010,PT11,2,316.0
2002,NUTS,2010,PT11,2,289.0
2003,NUTS,2010,PT11,2,261.0
2004,NUTS,2010,PT11,2,273.0
2005,NUTS,2010,PT11,2,284.0
2006,NUTS,2010,PT11,2,273.0
2007,NUTS,2010,PT11,2,262.0
2008,NUTS,2010,PT11,2,237.0
2009,NUTS,2010,PT11,2,217.0
2010,NUTS,2010,PT11,2,255.0
2011,NUTS,2010,PT11,2,329.0
2012,NUTS,2010,PT11,2,236.0
2013,NUTS,2010,PT11,2,214.0
2014,NUTS,2010,PT11,2,253.0
2015,NUTS,2010,PT11,2,379.0
2016,NUTS,2010,PT11,2,412.0
2017,NUTS,2010,PT11,2,478.0
2018,NUTS,2010,PT11,2,539.0
2019,NUTS,2010,PT11,2,576.0
2020,NUTS,2010,PT11,2,563.0
2000,NUTS,2010,PT15,2,46.0
2001,NUTS,2010,PT15,2,44.0
2002,NUTS,2010,PT15,2,42.0
2003,NUTS,2010,PT15,2,39.0
2004,NUTS,2010,PT15,2,32.0
2005,NUTS,2010,PT15,2,25.0
2006,NUTS,2010,PT15,2,23.0
2007,NUTS,2010,PT15,2,21.0
2008,NUTS,2010,PT15,2,19.0
2009,NUTS,2010,PT15,2,25.0
2010,NUTS,2010,PT15,2,19.0
2011,NUTS,2010,PT15,2,17.0
2012,NUTS,2010,PT15,2,68.0
2013,NUTS,2010,PT15,2,48.0
2014,NUTS,2010,PT15,2,21.0
2015,NUTS,2010,PT15,2,6.0
2016,NUTS,2010,PT15,2,7.0
2017,NUTS,2010,PT15,2,8.0
2018,NUTS,2010,PT15,2,11.0
2019,NUTS,2010,PT15,2,10.0
2020,NUTS,2010,PT15,2,17.0
2000,NUTS,2010,PT16,2,234.0
2001,NUTS,2010,PT16,2,207.0
2002,NUTS,2010,PT16,2,221.0
2003,NUTS,2010,PT16,2,235.0
2004,NUTS,2010,PT16,2,241.0
2005,NUTS,2010,PT16,2,247.0
2006,NUTS,2010,PT16,2,221.0
2007,NUTS,2010,PT16,2,196.0
2008,NUTS,2010,PT16,2,238.0
2009,NUTS,2010,PT16,2,220.0
2010,NUTS,2010,PT16,2,224.0
2011,NUTS,2010,PT16,2,253.0
2012,NUTS,2010,PT16,2,132.0
2013,NUTS,2010,PT16,2,94.0
2014,NUTS,2010,PT16,2,102.0
2015,NUTS,2010,PT16,2,104.0
2016,NUTS,2010,PT16,2,90.0
2017,NUTS,2010,PT16,2,96.0
2018,NUTS,2010,PT16,2,87.0
2019,NUTS,2010,PT16,2,100.0
2020,NUTS,2010,PT16,2,99.0
2000,NUTS,2010,PT17,2,2649.0
2001,NUTS,2010,PT17,2,2789.0
2002,NUTS,2010,PT17,2,2713.0
2003,NUTS,2010,PT17,2,2638.0
2004,NUTS,2010,PT17,2,2604.0
2005,NUTS,2010,PT17,2,2570.0
2006,NUTS,2010,PT17,2,2524.0
2007,NUTS,2010,PT17,2,2478.0
2008,NUTS,2010,PT17,2,2511.0
2009,NUTS,2010,PT17,2,2183.0
2010,NUTS,2010,PT17,2,1877.0
2011,NUTS,2010,PT17,2,1830.0
2012,NUTS,2010,PT17,2,1167.0
2013,NUTS,2010,PT17,2,983.0
2014,NUTS,2010,PT17,2,1019.0
2015,NUTS,2010,PT17,2,801.0
2016,NUTS,2010,PT17,2,760.0
2017,NUTS,2010,PT17,2,815.0
2018,NUTS,2010,PT17,2,841.0
2019,NUTS,2010,PT17,2,823.0
2020,NUTS,2010,PT17,2,877.0
2000,NUTS,2010,PT18,2,108.0
2001,NUTS,2010,PT18,2,114.0
2002,NUTS,2010,PT18,2,123.0
2003,NUTS,2010,PT18,2,132.0
2004,NUTS,2010,PT18,2,119.0
2005,NUTS,2010,PT18,2,106.0
2006,NUTS,2010,PT18,2,106.0
2007,NUTS,2010,PT18,2,106.0
2008,NUTS,2010,PT18,2,110.0
2009,NUTS,2010,PT18,2,26.0
2010,NUTS,2010,PT18,2,14.0
2011,NUTS,2010,PT18,2,12.0
2012,NUTS,2010,PT18,2,13.0
2013,NUTS,2010,PT18,2,7.0
2014,NUTS,2010,PT18,2,6.0
2015,NUTS,2010,PT18,2,4.0
2016,NUTS,2010,PT18,2,4.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,0.0
2000,NUTS,2010,PT2,1,57.0
2001,NUTS,2010,PT2,1,61.0
2002,NUTS,2010,PT2,1,59.0
2003,NUTS,2010,PT2,1,57.0
2004,NUTS,2010,PT2,1,47.0
2005,NUTS,2010,PT2,1,37.0
2006,NUTS,2010,PT2,1,40.0
2007,NUTS,2010,PT2,1,42.0
2008,NUTS,2010,PT2,1,38.0
2009,NUTS,2010,PT2,1,39.0
2010,NUTS,2010,PT2,1,12.0
2011,NUTS,2010,PT2,1,30.0
2012,NUTS,2010,PT2,1,28.0
2013,NUTS,2010,PT2,1,14.0
2014,NUTS,2010,PT2,1,23.0
2015,NUTS,2010,PT2,1,22.0
2016,NUTS,2010,PT2,1,17.0
2017,NUTS,2010,PT2,1,13.0
2018,NUTS,2010,PT2,1,11.0
2019,NUTS,2010,PT2,1,15.0
2020,NUTS,2010,PT2,1,21.0
2000,NUTS,2010,PT20,2,57.0
2001,NUTS,2010,PT20,2,61.0
2002,NUTS,2010,PT20,2,59.0
2003,NUTS,2010,PT20,2,57.0
2004,NUTS,2010,PT20,2,47.0
2005,NUTS,2010,PT20,2,37.0
2006,NUTS,2010,PT20,2,40.0
2007,NUTS,2010,PT20,2,42.0
2008,NUTS,2010,PT20,2,38.0
2009,NUTS,2010,PT20,2,39.0
2010,NUTS,2010,PT20,2,12.0
2011,NUTS,2010,PT20,2,30.0
2012,NUTS,2010,PT20,2,28.0
2013,NUTS,2010,PT20,2,14.0
2014,NUTS,2010,PT20,2,23.0
2015,NUTS,2010,PT20,2,22.0
2016,NUTS,2010,PT20,2,17.0
2017,NUTS,2010,PT20,2,13.0
2018,NUTS,2010,PT20,2,11.0
2019,NUTS,2010,PT20,2,15.0
2020,NUTS,2010,PT20,2,21.0
2000,NUTS,2010,PT3,1,108.0
2001,NUTS,2010,PT3,1,116.0
2002,NUTS,2010,PT3,1,97.0
2003,NUTS,2010,PT3,1,77.0
2004,NUTS,2010,PT3,1,72.0
2005,NUTS,2010,PT3,1,68.0
2006,NUTS,2010,PT3,1,61.0
2007,NUTS,2010,PT3,1,54.0
2008,NUTS,2010,PT3,1,51.0
2009,NUTS,2010,PT3,1,56.0
2010,NUTS,2010,PT3,1,40.0
2011,NUTS,2010,PT3,1,60.0
2012,NUTS,2010,PT3,1,38.0
2013,NUTS,2010,PT3,1,26.0
2014,NUTS,2010,PT3,1,24.0
2015,NUTS,2010,PT3,1,35.0
2016,NUTS,2010,PT3,1,52.0
2017,NUTS,2010,PT3,1,65.0
2018,NUTS,2010,PT3,1,68.0
2019,NUTS,2010,PT3,1,75.0
2020,NUTS,2010,PT3,1,75.0
2000,NUTS,2010,PT30,2,108.0
2001,NUTS,2010,PT30,2,116.0
2002,NUTS,2010,PT30,2,97.0
2003,NUTS,2010,PT30,2,77.0
2004,NUTS,2010,PT30,2,72.0
2005,NUTS,2010,PT30,2,68.0
2006,NUTS,2010,PT30,2,61.0
2007,NUTS,2010,PT30,2,54.0
2008,NUTS,2010,PT30,2,51.0
2009,NUTS,2010,PT30,2,56.0
2010,NUTS,2010,PT30,2,40.0
2011,NUTS,2010,PT30,2,60.0
2012,NUTS,2010,PT30,2,38.0
2013,NUTS,2010,PT30,2,26.0
2014,NUTS,2010,PT30,2,24.0
2015,NUTS,2010,PT30,2,35.0
2016,NUTS,2010,PT30,2,52.0
2017,NUTS,2010,PT30,2,65.0
2018,NUTS,2010,PT30,2,68.0
2019,NUTS,2010,PT30,2,75.0
2020,NUTS,2010,PT30,2,75.0
1993,NUTS,2010,RO,0,9828.0
1994,NUTS,2010,RO,0,8690.0
1995,NUTS,2010,RO,0,8431.0
1996,NUTS,2010,RO,0,7496.0
1997,NUTS,2010,RO,0,6356.0
1998,NUTS,2010,RO,0,6592.0
1999,NUTS,2010,RO,0,5703.0
2000,NUTS,2010,RO,0,5244.0
2001,NUTS,2010,RO,0,5599.0
2002,NUTS,2010,RO,0,5934.0
2003,NUTS,2010,RO,0,6043.0
2004,NUTS,2010,RO,0,6326.0
2005,NUTS,2010,RO,0,7082.0
2006,NUTS,2010,RO,0,5585.0
2007,NUTS,2010,RO,0,5818.0
2008,NUTS,2010,RO,0,6169.0
2009,NUTS,2010,RO,0,5744.0
2010,NUTS,2010,RO,0,5590.0
2011,NUTS,2010,RO,0,5846.0
2012,NUTS,2010,RO,0,6372.0
2013,NUTS,2010,RO,0,6583.0
2014,NUTS,2010,RO,0,6409.0
2015,NUTS,2010,RO,0,6659.0
2016,NUTS,2010,RO,0,6755.0
2017,NUTS,2010,RO,0,6526.0
2018,NUTS,2010,RO,0,6597.0
2019,NUTS,2010,RO,0,6801.0
2020,NUTS,2010,RO,0,6781.0
2002,NUTS,2010,RO1,1,233.0
2003,NUTS,2010,RO1,1,318.0
2004,NUTS,2010,RO1,1,163.0
2005,NUTS,2010,RO1,1,141.0
2006,NUTS,2010,RO1,1,321.0
2007,NUTS,2010,RO1,1,351.0
2008,NUTS,2010,RO1,1,314.0
2009,NUTS,2010,RO1,1,357.0
2010,NUTS,2010,RO1,1,187.0
2011,NUTS,2010,RO1,1,291.0
2012,NUTS,2010,RO1,1,511.0
2013,NUTS,2010,RO1,1,509.0
2014,NUTS,2010,RO1,1,475.0
2015,NUTS,2010,RO1,1,514.0
2016,NUTS,2010,RO1,1,485.0
2017,NUTS,2010,RO1,1,509.0
2018,NUTS,2010,RO1,1,503.0
2019,NUTS,2010,RO1,1,532.0
2002,NUTS,2010,RO11,2,189.0
2003,NUTS,2010,RO11,2,275.0
2004,NUTS,2010,RO11,2,124.0
2005,NUTS,2010,RO11,2,119.0
2006,NUTS,2010,RO11,2,301.0
2007,NUTS,2010,RO11,2,312.0
2008,NUTS,2010,RO11,2,276.0
2009,NUTS,2010,RO11,2,314.0
2010,NUTS,2010,RO11,2,135.0
2011,NUTS,2010,RO11,2,206.0
2012,NUTS,2010,RO11,2,424.0
2013,NUTS,2010,RO11,2,408.0
2014,NUTS,2010,RO11,2,362.0
2015,NUTS,2010,RO11,2,414.0
2016,NUTS,2010,RO11,2,385.0
2017,NUTS,2010,RO11,2,414.0
2018,NUTS,2010,RO11,2,412.0
2019,NUTS,2010,RO11,2,427.0
2002,NUTS,2010,RO12,2,44.0
2003,NUTS,2010,RO12,2,43.0
2004,NUTS,2010,RO12,2,38.0
2005,NUTS,2010,RO12,2,22.0
2006,NUTS,2010,RO12,2,20.0
2007,NUTS,2010,RO12,2,39.0
2008,NUTS,2010,RO12,2,38.0
2009,NUTS,2010,RO12,2,43.0
2010,NUTS,2010,RO12,2,52.0
2011,NUTS,2010,RO12,2,85.0
2012,NUTS,2010,RO12,2,87.0
2013,NUTS,2010,RO12,2,101.0
2014,NUTS,2010,RO12,2,113.0
2015,NUTS,2010,RO12,2,100.0
2016,NUTS,2010,RO12,2,100.0
2017,NUTS,2010,RO12,2,95.0
2018,NUTS,2010,RO12,2,91.0
2019,NUTS,2010,RO12,2,105.0
2002,NUTS,2010,RO2,1,445.0
2003,NUTS,2010,RO2,1,430.0
2004,NUTS,2010,RO2,1,539.0
2005,NUTS,2010,RO2,1,508.0
2006,NUTS,2010,RO2,1,537.0
2007,NUTS,2010,RO2,1,548.0
2008,NUTS,2010,RO2,1,573.0
2009,NUTS,2010,RO2,1,519.0
2010,NUTS,2010,RO2,1,566.0
2011,NUTS,2010,RO2,1,685.0
2012,NUTS,2010,RO2,1,662.0
2013,NUTS,2010,RO2,1,642.0
2014,NUTS,2010,RO2,1,659.0
2015,NUTS,2010,RO2,1,706.0
2016,NUTS,2010,RO2,1,705.0
2017,NUTS,2010,RO2,1,680.0
2018,NUTS,2010,RO2,1,688.0
2019,NUTS,2010,RO2,1,716.0
2002,NUTS,2010,RO21,2,354.0
2003,NUTS,2010,RO21,2,347.0
2004,NUTS,2010,RO21,2,438.0
2005,NUTS,2010,RO21,2,410.0
2006,NUTS,2010,RO21,2,442.0
2007,NUTS,2010,RO21,2,435.0
2008,NUTS,2010,RO21,2,459.0
2009,NUTS,2010,RO21,2,406.0
2010,NUTS,2010,RO21,2,405.0
2011,NUTS,2010,RO21,2,457.0
2012,NUTS,2010,RO21,2,462.0
2013,NUTS,2010,RO21,2,451.0
2014,NUTS,2010,RO21,2,481.0
2015,NUTS,2010,RO21,2,508.0
2016,NUTS,2010,RO21,2,524.0
2017,NUTS,2010,RO21,2,486.0
2018,NUTS,2010,RO21,2,487.0
2019,NUTS,2010,RO21,2,508.0
2002,NUTS,2010,RO22,2,91.0
2003,NUTS,2010,RO22,2,83.0
2004,NUTS,2010,RO22,2,101.0
2005,NUTS,2010,RO22,2,98.0
2006,NUTS,2010,RO22,2,95.0
2007,NUTS,2010,RO22,2,113.0
2008,NUTS,2010,RO22,2,114.0
2009,NUTS,2010,RO22,2,113.0
2010,NUTS,2010,RO22,2,161.0
2011,NUTS,2010,RO22,2,228.0
2012,NUTS,2010,RO22,2,200.0
2013,NUTS,2010,RO22,2,191.0
2014,NUTS,2010,RO22,2,178.0
2015,NUTS,2010,RO22,2,198.0
2016,NUTS,2010,RO22,2,181.0
2017,NUTS,2010,RO22,2,194.0
2018,NUTS,2010,RO22,2,201.0
2019,NUTS,2010,RO22,2,208.0
2002,NUTS,2010,RO3,1,4877.0
2003,NUTS,2010,RO3,1,4885.0
2004,NUTS,2010,RO3,1,5127.0
2005,NUTS,2010,RO3,1,5978.0
2006,NUTS,2010,RO3,1,4272.0
2007,NUTS,2010,RO3,1,4448.0
2008,NUTS,2010,RO3,1,4780.0
2009,NUTS,2010,RO3,1,4407.0
2010,NUTS,2010,RO3,1,4360.0
2011,NUTS,2010,RO3,1,4396.0
2012,NUTS,2010,RO3,1,4850.0
2013,NUTS,2010,RO3,1,4966.0
2014,NUTS,2010,RO3,1,4892.0
2015,NUTS,2010,RO3,1,4981.0
2016,NUTS,2010,RO3,1,5082.0
2017,NUTS,2010,RO3,1,4868.0
2018,NUTS,2010,RO3,1,4905.0
2019,NUTS,2010,RO3,1,5041.0
2002,NUTS,2010,RO31,2,17.0
2006,NUTS,2010,RO31,2,8.0
2007,NUTS,2010,RO31,2,86.0
2008,NUTS,2010,RO31,2,72.0
2009,NUTS,2010,RO31,2,54.0
2010,NUTS,2010,RO31,2,21.0
2011,NUTS,2010,RO31,2,149.0
2012,NUTS,2010,RO31,2,148.0
2013,NUTS,2010,RO31,2,147.0
2014,NUTS,2010,RO31,2,141.0
2015,NUTS,2010,RO31,2,144.0
2016,NUTS,2010,RO31,2,151.0
2017,NUTS,2010,RO31,2,129.0
2018,NUTS,2010,RO31,2,110.0
2019,NUTS,2010,RO31,2,102.0
2002,NUTS,2010,RO32,2,4860.0
2003,NUTS,2010,RO32,2,4885.0
2004,NUTS,2010,RO32,2,5127.0
2005,NUTS,2010,RO32,2,5978.0
2006,NUTS,2010,RO32,2,4264.0
2007,NUTS,2010,RO32,2,4362.0
2008,NUTS,2010,RO32,2,4708.0
2009,NUTS,2010,RO32,2,4353.0
2010,NUTS,2010,RO32,2,4339.0
2011,NUTS,2010,RO32,2,4247.0
2012,NUTS,2010,RO32,2,4702.0
2013,NUTS,2010,RO32,2,4819.0
2014,NUTS,2010,RO32,2,4751.0
2015,NUTS,2010,RO32,2,4837.0
2016,NUTS,2010,RO32,2,4931.0
2017,NUTS,2010,RO32,2,4739.0
2018,NUTS,2010,RO32,2,4795.0
2019,NUTS,2010,RO32,2,4939.0
2002,NUTS,2010,RO4,1,379.0
2003,NUTS,2010,RO4,1,410.0
2004,NUTS,2010,RO4,1,498.0
2005,NUTS,2010,RO4,1,460.0
2006,NUTS,2010,RO4,1,455.0
2007,NUTS,2010,RO4,1,471.0
2008,NUTS,2010,RO4,1,502.0
2009,NUTS,2010,RO4,1,461.0
2010,NUTS,2010,RO4,1,477.0
2011,NUTS,2010,RO4,1,474.0
2012,NUTS,2010,RO4,1,349.0
2013,NUTS,2010,RO4,1,466.0
2014,NUTS,2010,RO4,1,383.0
2015,NUTS,2010,RO4,1,458.0
2016,NUTS,2010,RO4,1,483.0
2017,NUTS,2010,RO4,1,469.0
2018,NUTS,2010,RO4,1,501.0
2019,NUTS,2010,RO4,1,512.0
2002,NUTS,2010,RO41,2,190.0
2003,NUTS,2010,RO41,2,199.0
2004,NUTS,2010,RO41,2,191.0
2005,NUTS,2010,RO41,2,200.0
2006,NUTS,2010,RO41,2,206.0
2007,NUTS,2010,RO41,2,216.0
2008,NUTS,2010,RO41,2,229.0
2009,NUTS,2010,RO41,2,227.0
2010,NUTS,2010,RO41,2,206.0
2011,NUTS,2010,RO41,2,247.0
2012,NUTS,2010,RO41,2,140.0
2013,NUTS,2010,RO41,2,261.0
2014,NUTS,2010,RO41,2,151.0
2015,NUTS,2010,RO41,2,261.0
2016,NUTS,2010,RO41,2,251.0
2017,NUTS,2010,RO41,2,251.0
2018,NUTS,2010,RO41,2,272.0
2019,NUTS,2010,RO41,2,266.0
2002,NUTS,2010,RO42,2,189.0
2003,NUTS,2010,RO42,2,211.0
2004,NUTS,2010,RO42,2,307.0
2005,NUTS,2010,RO42,2,260.0
2006,NUTS,2010,RO42,2,249.0
2007,NUTS,2010,RO42,2,255.0
2008,NUTS,2010,RO42,2,273.0
2009,NUTS,2010,RO42,2,234.0
2010,NUTS,2010,RO42,2,271.0
2011,NUTS,2010,RO42,2,227.0
2012,NUTS,2010,RO42,2,209.0
2013,NUTS,2010,RO42,2,205.0
2014,NUTS,2010,RO42,2,232.0
2015,NUTS,2010,RO42,2,197.0
2016,NUTS,2010,RO42,2,232.0
2017,NUTS,2010,RO42,2,218.0
2018,NUTS,2010,RO42,2,229.0
2019,NUTS,2010,RO42,2,246.0
2008,NUTS,2010,RS,0,2675.0
2009,NUTS,2010,RS,0,2718.0
2010,NUTS,2010,RS,0,2635.0
2011,NUTS,2010,RS,0,2869.0
2012,NUTS,2010,RS,0,3040.0
2013,NUTS,2010,RS,0,3097.0
2014,NUTS,2010,RS,0,2874.0
2015,NUTS,2010,RS,0,3049.0
2016,NUTS,2010,RS,0,2987.0
2017,NUTS,2010,RS,0,2993.0
2018,NUTS,2010,RS,0,3061.0
2019,NUTS,2010,RS,0,3225.0
2020,NUTS,2010,RS,0,3332.0
2018,NUTS,2010,RS1,1,2986.0
2019,NUTS,2010,RS1,1,3143.0
2020,NUTS,2010,RS1,1,3182.0
2018,NUTS,2010,RS11,2,2740.0
2019,NUTS,2010,RS11,2,2857.0
2020,NUTS,2010,RS11,2,2887.0
2018,NUTS,2010,RS12,2,246.0
2019,NUTS,2010,RS12,2,286.0
2020,NUTS,2010,RS12,2,296.0
2018,NUTS,2010,RS2,1,75.0
2019,NUTS,2010,RS2,1,82.0
2020,NUTS,2010,RS2,1,150.0
2018,NUTS,2010,RS21,2,20.0
2019,NUTS,2010,RS21,2,20.0
2020,NUTS,2010,RS21,2,69.0
2018,NUTS,2010,RS22,2,55.0
2019,NUTS,2010,RS22,2,62.0
2020,NUTS,2010,RS22,2,81.0
1994,NUTS,2010,RU,0,156934.0
1995,NUTS,2010,RU,0,157784.0
1996,NUTS,2010,RU,0,151777.0
1997,NUTS,2010,RU,0,152161.0
1998,NUTS,2010,RU,0,147332.0
1999,NUTS,2010,RU,0,143519.0
2000,NUTS,2010,RU,0,142191.0
2001,NUTS,2010,RU,0,144716.0
2002,NUTS,2010,RU,0,145646.0
2003,NUTS,2010,RU,0,146370.0
2004,NUTS,2010,RU,0,147896.0
2005,NUTS,2010,RU,0,154827.0
2006,NUTS,2010,RU,0,153629.0
2007,NUTS,2010,RU,0,153059.0
2008,NUTS,2010,RU,0,145988.0
2009,NUTS,2010,RU,0,146211.0
2010,NUTS,2010,RU,0,145056.0
2011,NUTS,2010,RU,0,141572.0
2012,NUTS,2010,RU,0,149593.0
2013,NUTS,2010,RU,0,144776.0
2014,NUTS,2010,RU,0,144700.0
2015,NUTS,2010,RU,0,146840.0
2017,NUTS,2010,RU,0,139479.0
2018,NUTS,2010,RU,0,144548.0
2019,NUTS,2010,RU,0,124183.0
1981,NUTS,2010,SE,0,1438.0
1983,NUTS,2010,SE,0,1484.0
1985,NUTS,2010,SE,0,1448.0
1987,NUTS,2010,SE,0,1508.0
1989,NUTS,2010,SE,0,1545.0
1991,NUTS,2010,SE,0,1714.0
1993,NUTS,2010,SE,0,2307.0
1995,NUTS,2010,SE,0,2738.0
1997,NUTS,2010,SE,0,2439.0
1999,NUTS,2010,SE,0,2423.0
2001,NUTS,2010,SE,0,2260.0
2003,NUTS,2010,SE,0,2287.0
2004,NUTS,2010,SE,0,2345.0
2005,NUTS,2010,SE,0,2929.0
2006,NUTS,2010,SE,0,3041.0
2007,NUTS,2010,SE,0,1941.0
2008,NUTS,2010,SE,0,1770.0
2009,NUTS,2010,SE,0,1483.0
2010,NUTS,2010,SE,0,1892.0
2011,NUTS,2010,SE,0,2097.0
2012,NUTS,2010,SE,0,2002.0
2013,NUTS,2010,SE,0,2386.0
2014,NUTS,2010,SE,0,2304.0
2015,NUTS,2010,SE,0,3322.0
2016,NUTS,2010,SE,0,3362.0
2017,NUTS,2010,SE,0,3788.0
2018,NUTS,2010,SE,0,3700.0
2019,NUTS,2010,SE,0,3914.0
2020,NUTS,2010,SE,0,3980.0
2003,NUTS,2010,SE1,1,1878.0
2005,NUTS,2010,SE1,1,2456.0
2007,NUTS,2010,SE1,1,1683.0
2009,NUTS,2010,SE1,1,1161.0
2011,NUTS,2010,SE1,1,1254.0
2013,NUTS,2010,SE1,1,1456.0
2015,NUTS,2010,SE1,1,2335.0
2017,NUTS,2010,SE1,1,2197.0
2019,NUTS,2010,SE1,1,2153.0
2003,NUTS,2010,SE11,2,1329.0
2005,NUTS,2010,SE11,2,1704.0
2007,NUTS,2010,SE11,2,1145.0
2009,NUTS,2010,SE11,2,678.0
2011,NUTS,2010,SE11,2,689.0
2013,NUTS,2010,SE11,2,917.0
2015,NUTS,2010,SE11,2,1555.0
2017,NUTS,2010,SE11,2,1278.0
2019,NUTS,2010,SE11,2,1261.0
2003,NUTS,2010,SE12,2,549.0
2005,NUTS,2010,SE12,2,752.0
2007,NUTS,2010,SE12,2,538.0
2009,NUTS,2010,SE12,2,482.0
2011,NUTS,2010,SE12,2,566.0
2013,NUTS,2010,SE12,2,539.0
2015,NUTS,2010,SE12,2,778.0
2017,NUTS,2010,SE12,2,918.0
2019,NUTS,2010,SE12,2,892.0
2003,NUTS,2010,SE2,1,95.0
2005,NUTS,2010,SE2,1,202.0
2007,NUTS,2010,SE2,1,80.0
2009,NUTS,2010,SE2,1,130.0
2011,NUTS,2010,SE2,1,422.0
2013,NUTS,2010,SE2,1,525.0
2015,NUTS,2010,SE2,1,591.0
2017,NUTS,2010,SE2,1,1141.0
2019,NUTS,2010,SE2,1,1198.0
2003,NUTS,2010,SE21,2,9.0
2005,NUTS,2010,SE21,2,13.0
2007,NUTS,2010,SE21,2,1.0
2009,NUTS,2010,SE21,2,1.0
2011,NUTS,2010,SE21,2,31.0
2013,NUTS,2010,SE21,2,44.0
2015,NUTS,2010,SE21,2,64.0
2017,NUTS,2010,SE21,2,78.0
2019,NUTS,2010,SE21,2,89.0
2003,NUTS,2010,SE22,2,28.0
2005,NUTS,2010,SE22,2,58.0
2007,NUTS,2010,SE22,2,42.0
2009,NUTS,2010,SE22,2,77.0
2011,NUTS,2010,SE22,2,31.0
2013,NUTS,2010,SE22,2,164.0
2015,NUTS,2010,SE22,2,110.0
2017,NUTS,2010,SE22,2,563.0
2019,NUTS,2010,SE22,2,313.0
2003,NUTS,2010,SE23,2,58.0
2005,NUTS,2010,SE23,2,131.0
2007,NUTS,2010,SE23,2,37.0
2009,NUTS,2010,SE23,2,52.0
2011,NUTS,2010,SE23,2,360.0
2013,NUTS,2010,SE23,2,317.0
2015,NUTS,2010,SE23,2,420.0
2017,NUTS,2010,SE23,2,500.0
2019,NUTS,2010,SE23,2,796.0
2003,NUTS,2010,SE3,1,313.0
2005,NUTS,2010,SE3,1,502.0
2007,NUTS,2010,SE3,1,178.0
2009,NUTS,2010,SE3,1,193.0
2011,NUTS,2010,SE3,1,420.0
2013,NUTS,2010,SE3,1,405.0
2015,NUTS,2010,SE3,1,395.0
2017,NUTS,2010,SE3,1,451.0
2019,NUTS,2010,SE3,1,449.0
