year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cte
2005,NUTS,2010,BE25,2,9.196
2006,NUTS,2010,BE25,2,8.863
2007,NUTS,2010,BE25,2,7.252
2008,NUTS,2010,BE25,2,6.623
2009,NUTS,2010,BE25,2,1.229
2010,NUTS,2010,BE25,2,7.03
2011,NUTS,2010,BE25,2,4.923
2012,NUTS,2010,BE25,2,4.924
2000,NUTS,2010,BE251,3,7.494
2001,NUTS,2010,BE251,3,9.321
2002,NUTS,2010,BE251,3,10.588
2003,NUTS,2010,BE251,3,11.935
2004,NUTS,2010,BE251,3,9.781
2005,NUTS,2010,BE251,3,1.827
2006,NUTS,2010,BE251,3,7.288
2007,NUTS,2010,BE251,3,1.419
2008,NUTS,2010,BE251,3,8.999
2009,NUTS,2010,BE251,3,1.196
2010,NUTS,2010,BE251,3,9.048
2011,NUTS,2010,BE251,3,0.72
2012,NUTS,2010,BE251,3,0.896
2003,NUTS,2010,BE252,3,10.409
2004,NUTS,2010,BE252,3,6.859
2006,NUTS,2010,BE252,3,41.359
2011,NUTS,2010,BE252,3,26.585
2002,NUTS,2010,BE253,3,14.4
2003,NUTS,2010,BE253,3,4.8
2005,NUTS,2010,BE253,3,23.976
2006,NUTS,2010,BE253,3,14.353
2007,NUTS,2010,BE253,3,9.542
2008,NUTS,2010,BE253,3,3.139
2009,NUTS,2010,BE253,3,2.369
2010,NUTS,2010,BE253,3,14.174
2011,NUTS,2010,BE253,3,6.576
2012,NUTS,2010,BE253,3,4.681
2000,NUTS,2010,BE254,3,11.067
2001,NUTS,2010,BE254,3,18.899
2002,NUTS,2010,BE254,3,6.585
2003,NUTS,2010,BE254,3,5.407
2004,NUTS,2010,BE254,3,28.038
2005,NUTS,2010,BE254,3,10.354
2006,NUTS,2010,BE254,3,9.009
2007,NUTS,2010,BE254,3,8.592
2008,NUTS,2010,BE254,3,2.404
2009,NUTS,2010,BE254,3,0.893
2010,NUTS,2010,BE254,3,4.447
2011,NUTS,2010,BE254,3,7.491
2012,NUTS,2010,BE254,3,5.98
2001,NUTS,2010,BE255,3,6.996
2003,NUTS,2010,BE255,3,3.451
2004,NUTS,2010,BE255,3,5.971
2006,NUTS,2010,BE255,3,1.697
2007,NUTS,2010,BE255,3,8.09
2008,NUTS,2010,BE255,3,10.048
2009,NUTS,2010,BE255,3,3.859
2010,NUTS,2010,BE255,3,9.082
2012,NUTS,2010,BE255,3,13.018
2001,NUTS,2010,BE256,3,2.346
2002,NUTS,2010,BE256,3,4.115
2003,NUTS,2010,BE256,3,15.934
2004,NUTS,2010,BE256,3,14.154
2005,NUTS,2010,BE256,3,28.755
2006,NUTS,2010,BE256,3,11.756
2007,NUTS,2010,BE256,3,7.004
2008,NUTS,2010,BE256,3,3.482
2010,NUTS,2010,BE256,3,10.55
2011,NUTS,2010,BE256,3,6.829
2012,NUTS,2010,BE256,3,6.79
2000,NUTS,2010,BE257,3,17.942
2002,NUTS,2010,BE257,3,5.676
2004,NUTS,2010,BE257,3,25.473
2005,NUTS,2010,BE257,3,3.728
2007,NUTS,2010,BE257,3,24.67
2008,NUTS,2010,BE257,3,22.325
2011,NUTS,2010,BE257,3,4.398
2012,NUTS,2010,BE257,3,3.611
2005,NUTS,2010,BE258,3,3.413
2006,NUTS,2010,BE258,3,3.395
2007,NUTS,2010,BE258,3,2.192
2008,NUTS,2010,BE258,3,2.35
2000,NUTS,2010,BE3,1,3.638
2001,NUTS,2010,BE3,1,1.488
2002,NUTS,2010,BE3,1,4.088
2003,NUTS,2010,BE3,1,2.028
2004,NUTS,2010,BE3,1,2.062
2005,NUTS,2010,BE3,1,2.603
2006,NUTS,2010,BE3,1,3.272
2007,NUTS,2010,BE3,1,1.682
2008,NUTS,2010,BE3,1,1.831
2009,NUTS,2010,BE3,1,1.462
2010,NUTS,2010,BE3,1,4.596
2011,NUTS,2010,BE3,1,4.392
2012,NUTS,2010,BE3,1,4.631
2000,NUTS,2010,BE31,2,12.233
2001,NUTS,2010,BE31,2,3.551
2002,NUTS,2010,BE31,2,11.205
2003,NUTS,2010,BE31,2,8.603
2004,NUTS,2010,BE31,2,9.232
2005,NUTS,2010,BE31,2,7.78
2006,NUTS,2010,BE31,2,9.332
2007,NUTS,2010,BE31,2,4.589
2008,NUTS,2010,BE31,2,5.569
2010,NUTS,2010,BE31,2,26.349
2011,NUTS,2010,BE31,2,22.599
2012,NUTS,2010,BE31,2,32.753
2000,NUTS,2010,BE310,3,12.233
2001,NUTS,2010,BE310,3,3.551
2002,NUTS,2010,BE310,3,11.205
2003,NUTS,2010,BE310,3,8.603
2004,NUTS,2010,BE310,3,9.232
2005,NUTS,2010,BE310,3,7.78
2006,NUTS,2010,BE310,3,9.332
2007,NUTS,2010,BE310,3,4.589
2008,NUTS,2010,BE310,3,5.569
2010,NUTS,2010,BE310,3,26.349
2011,NUTS,2010,BE310,3,22.599
2012,NUTS,2010,BE310,3,32.753
2000,NUTS,2010,BE32,2,0.258
2001,NUTS,2010,BE32,2,0.891
2002,NUTS,2010,BE32,2,0.781
2003,NUTS,2010,BE32,2,0.195
2004,NUTS,2010,BE32,2,1.403
2005,NUTS,2010,BE32,2,1.555
2006,NUTS,2010,BE32,2,2.581
2008,NUTS,2010,BE32,2,0.769
2010,NUTS,2010,BE32,2,1.397
2011,NUTS,2010,BE32,2,1.008
2012,NUTS,2010,BE32,2,0.377
2000,NUTS,2010,BE322,3,0.784
2002,NUTS,2010,BE322,3,2.378
2004,NUTS,2010,BE322,3,1.189
2005,NUTS,2010,BE322,3,2.373
2006,NUTS,2010,BE322,3,0.782
2008,NUTS,2010,BE322,3,2.363
2010,NUTS,2010,BE322,3,2.352
2001,NUTS,2010,BE323,3,2.007
2004,NUTS,2010,BE323,3,2.409
2010,NUTS,2010,BE323,3,1.31
2004,NUTS,2010,BE324,3,7.172
2011,NUTS,2010,BE324,3,4.516
2011,NUTS,2010,BE325,3,2.711
2012,NUTS,2010,BE325,3,2.696
2001,NUTS,2010,BE326,3,0.957
2003,NUTS,2010,BE326,3,1.71
2005,NUTS,2010,BE326,3,6.82
2006,NUTS,2010,BE326,3,17.009
2001,NUTS,2010,BE327,3,3.554
2004,NUTS,2010,BE327,3,1.419
2006,NUTS,2010,BE327,3,3.527
2010,NUTS,2010,BE327,3,3.461
2011,NUTS,2010,BE327,3,3.438
2000,NUTS,2010,BE33,2,3.139
2001,NUTS,2010,BE33,2,1.304
2002,NUTS,2010,BE33,2,3.173
2003,NUTS,2010,BE33,2,3.412
2004,NUTS,2010,BE33,2,1.292
2005,NUTS,2010,BE33,2,2.176
2006,NUTS,2010,BE33,2,1.923
2007,NUTS,2010,BE33,2,2.702
2008,NUTS,2010,BE33,2,1.661
2009,NUTS,2010,BE33,2,2.594
2010,NUTS,2010,BE33,2,3.746
2011,NUTS,2010,BE33,2,4.657
2012,NUTS,2010,BE33,2,3.055
2001,NUTS,2010,BE331,3,8.255
2006,NUTS,2010,BE331,3,4.809
2000,NUTS,2010,BE332,3,5.173
2001,NUTS,2010,BE332,3,0.856
2002,NUTS,2010,BE332,3,3.841
2003,NUTS,2010,BE332,3,5.978
2004,NUTS,2010,BE332,3,0.562
2005,NUTS,2010,BE332,3,0.425
2006,NUTS,2010,BE332,3,0.846
2007,NUTS,2010,BE332,3,4.76
2008,NUTS,2010,BE332,3,2.092
2009,NUTS,2010,BE332,3,2.915
2010,NUTS,2010,BE332,3,5.794
2011,NUTS,2010,BE332,3,8.034
2012,NUTS,2010,BE332,3,4.864
2005,NUTS,2010,BE334,3,28.031
2006,NUTS,2010,BE334,3,6.919
2009,NUTS,2010,BE334,3,13.363
2010,NUTS,2010,BE334,3,6.615
2006,NUTS,2010,BE335,3,2.5
2004,NUTS,2010,BE336,3,13.908
2008,NUTS,2010,BE336,3,6.741
2011,NUTS,2010,BE336,3,1.705
2012,NUTS,2010,BE336,3,4.298
2001,NUTS,2010,BE34,2,4.02
2005,NUTS,2010,BE34,2,0.781
2007,NUTS,2010,BE34,2,1.914
2009,NUTS,2010,BE34,2,3.109
2005,NUTS,2010,BE342,3,4.71
2009,NUTS,2010,BE342,3,18.629
2001,NUTS,2010,BE344,3,17.939
2007,NUTS,2010,BE345,3,9.83
2000,NUTS,2010,BE35,2,9.754
2001,NUTS,2010,BE35,2,0.561
2002,NUTS,2010,BE35,2,12.283
2004,NUTS,2010,BE35,2,1.104
2005,NUTS,2010,BE35,2,3.422
2006,NUTS,2010,BE35,2,5.277
2007,NUTS,2010,BE35,2,1.623
2008,NUTS,2010,BE35,2,3.223
2009,NUTS,2010,BE35,2,3.201
2010,NUTS,2010,BE35,2,0.529
2011,NUTS,2010,BE35,2,1.043
2000,NUTS,2010,BE352,3,15.315
2001,NUTS,2010,BE352,3,0.881
2002,NUTS,2010,BE352,3,19.286
2004,NUTS,2010,BE352,3,1.732
2005,NUTS,2010,BE352,3,5.369
2006,NUTS,2010,BE352,3,8.279
2007,NUTS,2010,BE352,3,2.548
2008,NUTS,2010,BE352,3,5.059
2009,NUTS,2010,BE352,3,5.019
2010,NUTS,2010,BE352,3,0.829
2011,NUTS,2010,BE352,3,1.64
1997,NUTS,2010,BG,0,0.12
1998,NUTS,2010,BG,0,0.121
2001,NUTS,2010,BG,0,0.135
2002,NUTS,2010,BG,0,0.127
2005,NUTS,2010,BG,0,0.217
2007,NUTS,2010,BG,0,0.099
2009,NUTS,2010,BG,0,0.268
2012,NUTS,2010,BG,0,0.136
2005,NUTS,2010,BG3,1,0.124
2007,NUTS,2010,BG3,1,0.064
2009,NUTS,2010,BG3,1,0.261
2005,NUTS,2010,BG31,2,0.524
2007,NUTS,2010,BG31,2,0.273
2007,NUTS,2010,BG311,3,2.236
2005,NUTS,2010,BG312,3,2.996
2009,NUTS,2010,BG32,2,1.13
2009,NUTS,2010,BG322,3,7.896
2001,NUTS,2010,BG4,1,0.262
2002,NUTS,2010,BG4,1,0.27
2005,NUTS,2010,BG4,1,0.319
2007,NUTS,2010,BG4,1,0.137
2009,NUTS,2010,BG4,1,0.275
2012,NUTS,2010,BG4,1,0.278
2001,NUTS,2010,BG41,2,0.467
2002,NUTS,2010,BG41,2,0.475
2005,NUTS,2010,BG41,2,0.391
2007,NUTS,2010,BG41,2,0.235
2009,NUTS,2010,BG41,2,0.47
2012,NUTS,2010,BG41,2,0.469
2001,NUTS,2010,BG411,3,0.491
2002,NUTS,2010,BG411,3,0.84
2005,NUTS,2010,BG411,3,0.672
2007,NUTS,2010,BG411,3,0.398
2009,NUTS,2010,BG411,3,0.785
2012,NUTS,2010,BG411,3,0.771
2001,NUTS,2010,BG412,3,0.78
2001,NUTS,2010,BG414,3,1.318
2005,NUTS,2010,BG42,2,0.213
2005,NUTS,2010,BG423,3,1.118
1990,NUTS,2010,CH,0,5.893
1991,NUTS,2010,CH,0,7.216
1992,NUTS,2010,CH,0,8.07
1993,NUTS,2010,CH,0,8.493
1994,NUTS,2010,CH,0,12.212
1995,NUTS,2010,CH,0,7.005
1996,NUTS,2010,CH,0,10.801
1997,NUTS,2010,CH,0,11.198
1998,NUTS,2010,CH,0,14.352
1999,NUTS,2010,CH,0,20.554
2000,NUTS,2010,CH,0,26.216
2001,NUTS,2010,CH,0,24.471
2002,NUTS,2010,CH,0,21.684
2003,NUTS,2010,CH,0,20.345
2004,NUTS,2010,CH,0,23.227
2005,NUTS,2010,CH,0,19.814
2006,NUTS,2010,CH,0,22.546
2007,NUTS,2010,CH,0,19.172
2008,NUTS,2010,CH,0,14.306
2009,NUTS,2010,CH,0,13.991
2010,NUTS,2010,CH,0,17.491
2011,NUTS,2010,CH,0,15.871
2012,NUTS,2010,CH,0,11.431
1990,NUTS,2010,CH0,1,5.893
1991,NUTS,2010,CH0,1,7.216
1992,NUTS,2010,CH0,1,8.025
1993,NUTS,2010,CH0,1,8.421
1994,NUTS,2010,CH0,1,11.965
1995,NUTS,2010,CH0,1,6.863
1996,NUTS,2010,CH0,1,10.707
1997,NUTS,2010,CH0,1,11.198
1998,NUTS,2010,CH0,1,14.165
1999,NUTS,2010,CH0,1,20.298
2000,NUTS,2010,CH0,1,25.902
2001,NUTS,2010,CH0,1,24.18
2002,NUTS,2010,CH0,1,21.174
2003,NUTS,2010,CH0,1,20.084
2004,NUTS,2010,CH0,1,22.877
2005,NUTS,2010,CH0,1,19.342
2006,NUTS,2010,CH0,1,22.339
2007,NUTS,2010,CH0,1,18.842
2008,NUTS,2010,CH0,1,14.042
2009,NUTS,2010,CH0,1,13.74
2010,NUTS,2010,CH0,1,17.041
2011,NUTS,2010,CH0,1,15.554
2012,NUTS,2010,CH0,1,11.197
1990,NUTS,2010,CH01,2,3.786
1991,NUTS,2010,CH01,2,2.897
1992,NUTS,2010,CH01,2,7.094
1993,NUTS,2010,CH01,2,6.253
1994,NUTS,2010,CH01,2,10.775
1995,NUTS,2010,CH01,2,4.513
1996,NUTS,2010,CH01,2,5.674
1997,NUTS,2010,CH01,2,8.615
1998,NUTS,2010,CH01,2,7.096
1999,NUTS,2010,CH01,2,15.206
2000,NUTS,2010,CH01,2,25.962
2001,NUTS,2010,CH01,2,23.996
2002,NUTS,2010,CH01,2,29.157
2003,NUTS,2010,CH01,2,21.388
2004,NUTS,2010,CH01,2,32.097
2005,NUTS,2010,CH01,2,28.457
2006,NUTS,2010,CH01,2,29.259
2007,NUTS,2010,CH01,2,20.684
2008,NUTS,2010,CH01,2,19.577
2009,NUTS,2010,CH01,2,19.317
2010,NUTS,2010,CH01,2,36.294
2011,NUTS,2010,CH01,2,22.06
2012,NUTS,2010,CH01,2,14.519
1990,NUTS,2010,CH011,3,7.868
1991,NUTS,2010,CH011,3,5.195
1992,NUTS,2010,CH011,3,11.408
1993,NUTS,2010,CH011,3,7.167
1994,NUTS,2010,CH011,3,16.222
1995,NUTS,2010,CH011,3,3.039
1996,NUTS,2010,CH011,3,7.215
1997,NUTS,2010,CH011,3,12.169
1998,NUTS,2010,CH011,3,13.714
1999,NUTS,2010,CH011,3,30.035
2000,NUTS,2010,CH011,3,37.045
2001,NUTS,2010,CH011,3,40.704
2002,NUTS,2010,CH011,3,50.322
2003,NUTS,2010,CH011,3,39.173
2004,NUTS,2010,CH011,3,55.828
2005,NUTS,2010,CH011,3,43.22
2006,NUTS,2010,CH011,3,42.96
2007,NUTS,2010,CH011,3,28.498
2008,NUTS,2010,CH011,3,33.48
2009,NUTS,2010,CH011,3,37.516
2010,NUTS,2010,CH011,3,67.581
2011,NUTS,2010,CH011,3,44.022
2012,NUTS,2010,CH011,3,24.795
1995,NUTS,2010,CH012,3,3.713
1997,NUTS,2010,CH012,3,0.918
1999,NUTS,2010,CH012,3,3.644
2000,NUTS,2010,CH012,3,13.895
2001,NUTS,2010,CH012,3,3.619
2003,NUTS,2010,CH012,3,1.173
2004,NUTS,2010,CH012,3,3.509
2005,NUTS,2010,CH012,3,1.146
2006,NUTS,2010,CH012,3,1.132
2007,NUTS,2010,CH012,3,4.243
2009,NUTS,2010,CH012,3,1.484
2010,NUTS,2010,CH012,3,0.455
1991,NUTS,2010,CH013,3,1.32
1992,NUTS,2010,CH013,3,5.244
1993,NUTS,2010,CH013,3,9.117
1994,NUTS,2010,CH013,3,9.804
1995,NUTS,2010,CH013,3,7.327
1996,NUTS,2010,CH013,3,7.207
1997,NUTS,2010,CH013,3,8.439
1998,NUTS,2010,CH013,3,1.84
1999,NUTS,2010,CH013,3,0.426
2000,NUTS,2010,CH013,3,17.243
2001,NUTS,2010,CH013,3,12.447
2002,NUTS,2010,CH013,3,16.803
2003,NUTS,2010,CH013,3,8.167
2004,NUTS,2010,CH013,3,15.519
2005,NUTS,2010,CH013,3,24.497
2006,NUTS,2010,CH013,3,27.471
2007,NUTS,2010,CH013,3,19.92
2008,NUTS,2010,CH013,3,11.593
2009,NUTS,2010,CH013,3,3.362
2010,NUTS,2010,CH013,3,12.156
2011,NUTS,2010,CH013,3,2.906
2012,NUTS,2010,CH013,3,8.316
1990,NUTS,2010,CH02,2,4.299
1991,NUTS,2010,CH02,2,3.583
1992,NUTS,2010,CH02,2,10.17
1993,NUTS,2010,CH02,2,7.908
1994,NUTS,2010,CH02,2,13.151
1995,NUTS,2010,CH02,2,4.02
1996,NUTS,2010,CH02,2,11.541
1997,NUTS,2010,CH02,2,17.235
1998,NUTS,2010,CH02,2,19.507
1999,NUTS,2010,CH02,2,28.596
2000,NUTS,2010,CH02,2,27.565
2001,NUTS,2010,CH02,2,25.405
2002,NUTS,2010,CH02,2,23.922
2003,NUTS,2010,CH02,2,20.733
2004,NUTS,2010,CH02,2,21.159
2005,NUTS,2010,CH02,2,15.531
2006,NUTS,2010,CH02,2,22.352
2007,NUTS,2010,CH02,2,14.654
2008,NUTS,2010,CH02,2,11.12
2009,NUTS,2010,CH02,2,12.754
2010,NUTS,2010,CH02,2,11.401
2011,NUTS,2010,CH02,2,11.477
2012,NUTS,2010,CH02,2,3.88
1990,NUTS,2010,CH021,3,3.553
1991,NUTS,2010,CH021,3,1.592
1992,NUTS,2010,CH021,3,10.002
1993,NUTS,2010,CH021,3,1.049
1994,NUTS,2010,CH021,3,11.242
1995,NUTS,2010,CH021,3,1.062
1996,NUTS,2010,CH021,3,12.74
1997,NUTS,2010,CH021,3,14.698
1998,NUTS,2010,CH021,3,22.192
1999,NUTS,2010,CH021,3,32.205
2000,NUTS,2010,CH021,3,28.587
2001,NUTS,2010,CH021,3,19.48
2002,NUTS,2010,CH021,3,22.371
2003,NUTS,2010,CH021,3,18.956
2004,NUTS,2010,CH021,3,25.652
2005,NUTS,2010,CH021,3,9.944
2006,NUTS,2010,CH021,3,14.022
2007,NUTS,2010,CH021,3,11.253
2008,NUTS,2010,CH021,3,7.009
2009,NUTS,2010,CH021,3,9.203
2010,NUTS,2010,CH021,3,6.682
2011,NUTS,2010,CH021,3,10.921
2012,NUTS,2010,CH021,3,4.741
1990,NUTS,2010,CH022,3,4.894
1991,NUTS,2010,CH022,3,7.258
1993,NUTS,2010,CH022,3,21.766
1994,NUTS,2010,CH022,3,10.288
1995,NUTS,2010,CH022,3,4.5
1996,NUTS,2010,CH022,3,5.344
1997,NUTS,2010,CH022,3,11.322
1998,NUTS,2010,CH022,3,15.221
1999,NUTS,2010,CH022,3,28.352
2000,NUTS,2010,CH022,3,24.242
2001,NUTS,2010,CH022,3,25.227
2002,NUTS,2010,CH022,3,20.471
2003,NUTS,2010,CH022,3,36.072
2004,NUTS,2010,CH022,3,25.258
2005,NUTS,2010,CH022,3,27.958
2006,NUTS,2010,CH022,3,32.171
2007,NUTS,2010,CH022,3,16.07
2008,NUTS,2010,CH022,3,18.348
2009,NUTS,2010,CH022,3,20.556
2010,NUTS,2010,CH022,3,14.863
2011,NUTS,2010,CH022,3,21.006
1991,NUTS,2010,CH023,3,4.365
1993,NUTS,2010,CH023,3,8.515
1994,NUTS,2010,CH023,3,23.605
1995,NUTS,2010,CH023,3,2.233
1996,NUTS,2010,CH023,3,12.121
1997,NUTS,2010,CH023,3,9.012
1998,NUTS,2010,CH023,3,10.681
1999,NUTS,2010,CH023,3,20.538
2000,NUTS,2010,CH023,3,19.475
2001,NUTS,2010,CH023,3,17.113
2002,NUTS,2010,CH023,3,8.848
2003,NUTS,2010,CH023,3,10.841
2005,NUTS,2010,CH023,3,8.085
2006,NUTS,2010,CH023,3,12.1
2007,NUTS,2010,CH023,3,14.038
2008,NUTS,2010,CH023,3,7.992
2009,NUTS,2010,CH023,3,6.631
2010,NUTS,2010,CH023,3,1.306
2011,NUTS,2010,CH023,3,7.834
2012,NUTS,2010,CH023,3,3.891
1990,NUTS,2010,CH024,3,15.766
1991,NUTS,2010,CH024,3,3.13
1992,NUTS,2010,CH024,3,43.27
1993,NUTS,2010,CH024,3,32.292
1994,NUTS,2010,CH024,3,18.306
1995,NUTS,2010,CH024,3,21.501
1996,NUTS,2010,CH024,3,17.125
1997,NUTS,2010,CH024,3,52.956
1998,NUTS,2010,CH024,3,31.256
1999,NUTS,2010,CH024,3,32.127
2000,NUTS,2010,CH024,3,49.804
2001,NUTS,2010,CH024,3,82.318
2002,NUTS,2010,CH024,3,69.965
2003,NUTS,2010,CH024,3,29.682
2004,NUTS,2010,CH024,3,23.526
2005,NUTS,2010,CH024,3,46.156
2006,NUTS,2010,CH024,3,77.177
2007,NUTS,2010,CH024,3,38.659
2008,NUTS,2010,CH024,3,32.394
2009,NUTS,2010,CH024,3,34.869
2010,NUTS,2010,CH024,3,52.142
2011,NUTS,2010,CH024,3,9.298
2012,NUTS,2010,CH024,3,6.929
1991,NUTS,2010,CH025,3,18.716
1995,NUTS,2010,CH025,3,7.249
1997,NUTS,2010,CH025,3,14.504
2003,NUTS,2010,CH025,3,4.777
2004,NUTS,2010,CH025,3,14.479
2006,NUTS,2010,CH025,3,4.775
1990,NUTS,2010,CH03,2,4.21
1991,NUTS,2010,CH03,2,9.002
1992,NUTS,2010,CH03,2,5.884
1993,NUTS,2010,CH03,2,5.84
1994,NUTS,2010,CH03,2,7.975
1995,NUTS,2010,CH03,2,4.087
1996,NUTS,2010,CH03,2,12.15
1997,NUTS,2010,CH03,2,4.335
1998,NUTS,2010,CH03,2,17.447
1999,NUTS,2010,CH03,2,22.12
2000,NUTS,2010,CH03,2,23.712
2001,NUTS,2010,CH03,2,24.991
2002,NUTS,2010,CH03,2,14.431
2003,NUTS,2010,CH03,2,9.369
2004,NUTS,2010,CH03,2,10.408
2005,NUTS,2010,CH03,2,10.244
2006,NUTS,2010,CH03,2,14.622
2007,NUTS,2010,CH03,2,12.369
2008,NUTS,2010,CH03,2,14.847
2009,NUTS,2010,CH03,2,15.359
2010,NUTS,2010,CH03,2,13.679
2011,NUTS,2010,CH03,2,13.27
2012,NUTS,2010,CH03,2,17.066
1991,NUTS,2010,CH031,3,2.58
1993,NUTS,2010,CH031,3,0.865
1994,NUTS,2010,CH031,3,5.724
1995,NUTS,2010,CH031,3,1.675
1996,NUTS,2010,CH031,3,10.217
1997,NUTS,2010,CH031,3,5.13
1999,NUTS,2010,CH031,3,21.364
2000,NUTS,2010,CH031,3,16.821
2001,NUTS,2010,CH031,3,12.432
2002,NUTS,2010,CH031,3,1.77
2003,NUTS,2010,CH031,3,2.678
2004,NUTS,2010,CH031,3,7.126
2005,NUTS,2010,CH031,3,2.677
2007,NUTS,2010,CH031,3,5.411
2008,NUTS,2010,CH031,3,8.098
2009,NUTS,2010,CH031,3,4.018
2010,NUTS,2010,CH031,3,3.566
1991,NUTS,2010,CH032,3,4.929
1992,NUTS,2010,CH032,3,2.884
1994,NUTS,2010,CH032,3,10.464
1995,NUTS,2010,CH032,3,1.313
1996,NUTS,2010,CH032,3,4.637
1998,NUTS,2010,CH032,3,5.484
1999,NUTS,2010,CH032,3,6.699
2000,NUTS,2010,CH032,3,4.524
2001,NUTS,2010,CH032,3,2.465
2002,NUTS,2010,CH032,3,1.915
2003,NUTS,2010,CH032,3,15.516
2005,NUTS,2010,CH032,3,5.013
2006,NUTS,2010,CH032,3,9.395
2008,NUTS,2010,CH032,3,2.787
2009,NUTS,2010,CH032,3,18.436
2010,NUTS,2010,CH032,3,4.582
2011,NUTS,2010,CH032,3,6.086
2012,NUTS,2010,CH032,3,6.065
1990,NUTS,2010,CH033,3,7.81
1991,NUTS,2010,CH033,3,13.393
1992,NUTS,2010,CH033,3,9.53
1993,NUTS,2010,CH033,3,10.411
1994,NUTS,2010,CH033,3,7.631
1995,NUTS,2010,CH033,3,6.308
1996,NUTS,2010,CH033,3,16.45
1997,NUTS,2010,CH033,3,6.113
1998,NUTS,2010,CH033,3,29.474
1999,NUTS,2010,CH033,3,29.769
2000,NUTS,2010,CH033,3,35.292
2001,NUTS,2010,CH033,3,40.06
2002,NUTS,2010,CH033,3,24.659
2003,NUTS,2010,CH033,3,8.69
2004,NUTS,2010,CH033,3,16.409
2005,NUTS,2010,CH033,3,15.183
2006,NUTS,2010,CH033,3,21.832
2007,NUTS,2010,CH033,3,20.354
2008,NUTS,2010,CH033,3,22.577
2009,NUTS,2010,CH033,3,17.528
2010,NUTS,2010,CH033,3,20.982
2011,NUTS,2010,CH033,3,20.508
2012,NUTS,2010,CH033,3,27.123
1990,NUTS,2010,CH04,2,17.181
1991,NUTS,2010,CH04,2,20.923
1992,NUTS,2010,CH04,2,14.917
1993,NUTS,2010,CH04,2,19.722
1994,NUTS,2010,CH04,2,29.886
1995,NUTS,2010,CH04,2,19.314
1996,NUTS,2010,CH04,2,22.417
1997,NUTS,2010,CH04,2,26.017
1998,NUTS,2010,CH04,2,28.546
1999,NUTS,2010,CH04,2,37.226
2000,NUTS,2010,CH04,2,53.581
2001,NUTS,2010,CH04,2,53.841
2002,NUTS,2010,CH04,2,37.663
2003,NUTS,2010,CH04,2,50.688
2004,NUTS,2010,CH04,2,48.268
2005,NUTS,2010,CH04,2,40.965
2006,NUTS,2010,CH04,2,44.751
2007,NUTS,2010,CH04,2,42.343
2008,NUTS,2010,CH04,2,24.412
2009,NUTS,2010,CH04,2,19.389
2010,NUTS,2010,CH04,2,26.678
2011,NUTS,2010,CH04,2,29.714
2012,NUTS,2010,CH04,2,21.438
1990,NUTS,2010,CH040,3,17.181
1991,NUTS,2010,CH040,3,20.923
1992,NUTS,2010,CH040,3,14.917
1993,NUTS,2010,CH040,3,19.722
1994,NUTS,2010,CH040,3,29.886
1995,NUTS,2010,CH040,3,19.314
1996,NUTS,2010,CH040,3,22.417
1997,NUTS,2010,CH040,3,26.017
1998,NUTS,2010,CH040,3,28.546
1999,NUTS,2010,CH040,3,37.226
2000,NUTS,2010,CH040,3,53.581
2001,NUTS,2010,CH040,3,53.841
2002,NUTS,2010,CH040,3,37.663
2003,NUTS,2010,CH040,3,50.688
2004,NUTS,2010,CH040,3,48.268
2005,NUTS,2010,CH040,3,40.965
2006,NUTS,2010,CH040,3,44.751
2007,NUTS,2010,CH040,3,42.343
2008,NUTS,2010,CH040,3,24.412
2009,NUTS,2010,CH040,3,19.389
2010,NUTS,2010,CH040,3,26.678
2011,NUTS,2010,CH040,3,29.714
2012,NUTS,2010,CH040,3,21.438
1990,NUTS,2010,CH05,2,1.044
1991,NUTS,2010,CH05,2,5.12
1992,NUTS,2010,CH05,2,2.016
1993,NUTS,2010,CH05,2,1.164
1994,NUTS,2010,CH05,2,1.228
1995,NUTS,2010,CH05,2,3.163
1996,NUTS,2010,CH05,2,7.744
1997,NUTS,2010,CH05,2,3.695
1998,NUTS,2010,CH05,2,4.661
1999,NUTS,2010,CH05,2,2.407
2000,NUTS,2010,CH05,2,5.442
2001,NUTS,2010,CH05,2,5.751
2002,NUTS,2010,CH05,2,3.566
2003,NUTS,2010,CH05,2,1.903
2004,NUTS,2010,CH05,2,6.626
2005,NUTS,2010,CH05,2,7.267
2006,NUTS,2010,CH05,2,8.316
2007,NUTS,2010,CH05,2,7.388
2008,NUTS,2010,CH05,2,6.211
2009,NUTS,2010,CH05,2,7.157
2010,NUTS,2010,CH05,2,3.199
2011,NUTS,2010,CH05,2,4.413
2012,NUTS,2010,CH05,2,4.641
2011,NUTS,2010,CH051,3,5.18
1996,NUTS,2010,CH052,3,6.754
2000,NUTS,2010,CH052,3,9.109
2005,NUTS,2010,CH052,3,27.105
2006,NUTS,2010,CH052,3,61.005
2007,NUTS,2010,CH052,3,11.237
2008,NUTS,2010,CH052,3,20.127
2011,NUTS,2010,CH052,3,13.097
2002,NUTS,2010,CH053,3,3.764
2005,NUTS,2010,CH053,3,6.245
2007,NUTS,2010,CH053,3,15.807
2011,NUTS,2010,CH053,3,18.862
1990,NUTS,2010,CH055,3,2.411
1991,NUTS,2010,CH055,3,7.123
1992,NUTS,2010,CH055,3,2.338
1993,NUTS,2010,CH055,3,1.918
1994,NUTS,2010,CH055,3,2.289
