year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_hes
1996,NUTS,2010,FRZ,1,2639.99
1997,NUTS,2010,FRZ,1,0.29
1998,NUTS,2010,FRZ,1,0.23
2001,NUTS,2010,FRZ,1,1.02
2002,NUTS,2010,FRZ,1,0.188
2003,NUTS,2010,FRZ,1,1.942
2004,NUTS,2010,FRZ,1,0.184
2006,NUTS,2010,FRZ,1,0.0
2007,NUTS,2010,FRZ,1,0.178
1991,NUTS,2010,FRZZ,2,2094.04
1992,NUTS,2010,FRZZ,2,2191.3
1993,NUTS,2010,FRZZ,2,2336.89
1994,NUTS,2010,FRZZ,2,2403.36
1995,NUTS,2010,FRZZ,2,2525.01
1996,NUTS,2010,FRZZ,2,2639.99
1997,NUTS,2010,FRZZ,2,0.29
1998,NUTS,2010,FRZZ,2,0.23
2001,NUTS,2010,FRZZ,2,1.02
2002,NUTS,2010,FRZZ,2,0.188
2003,NUTS,2010,FRZZ,2,1.942
2004,NUTS,2010,FRZZ,2,0.184
2006,NUTS,2010,FRZZ,2,0.0
2007,NUTS,2010,FRZZ,2,0.178
2002,NUTS,2010,HR,0,704.0
2003,NUTS,2010,HR,0,860.0
2004,NUTS,2010,HR,0,968.0
2005,NUTS,2010,HR,0,799.9
2006,NUTS,2010,HR,0,798.5
2007,NUTS,2010,HR,0,861.5
2008,NUTS,2010,HR,0,932.7
2009,NUTS,2010,HR,0,902.711
2010,NUTS,2010,HR,0,689.543
2011,NUTS,2010,HR,0,694.616
2012,NUTS,2010,HR,0,658.574
2013,NUTS,2010,HR,0,654.919
2014,NUTS,2010,HR,0,666.514
2015,NUTS,2010,HR,0,691.77
2016,NUTS,2010,HR,0,988.257
2017,NUTS,2010,HR,0,925.703
2018,NUTS,2010,HR,0,1192.484
2019,NUTS,2010,HR,0,1441.441
2020,NUTS,2010,HR,0,1519.953
2002,NUTS,2010,HR0,1,704.0
2003,NUTS,2010,HR0,1,860.0
2004,NUTS,2010,HR0,1,968.0
2005,NUTS,2010,HR0,1,800.0
2006,NUTS,2010,HR0,1,798.0
2007,NUTS,2010,HR0,1,862.0
2008,NUTS,2010,HR0,1,933.0
2009,NUTS,2010,HR0,1,902.711
2010,NUTS,2010,HR0,1,689.543
2011,NUTS,2010,HR0,1,694.616
2012,NUTS,2010,HR0,1,658.574
2013,NUTS,2010,HR0,1,654.919
2014,NUTS,2010,HR0,1,666.514
2015,NUTS,2010,HR0,1,691.77
2016,NUTS,2010,HR0,1,988.257
2017,NUTS,2010,HR0,1,925.703
2018,NUTS,2010,HR0,1,1192.484
2019,NUTS,2010,HR0,1,1441.441
2020,NUTS,2010,HR0,1,1519.953
2008,NUTS,2010,HR02,2,37.0
2009,NUTS,2010,HR02,2,39.639
2010,NUTS,2010,HR02,2,38.343
2020,NUTS,2010,HR02,2,136.44
2008,NUTS,2010,HR03,2,124.0
2009,NUTS,2010,HR03,2,130.265
2010,NUTS,2010,HR03,2,132.412
2011,NUTS,2010,HR03,2,158.282
2012,NUTS,2010,HR03,2,124.257
2013,NUTS,2010,HR03,2,113.005
2014,NUTS,2010,HR03,2,128.141
2015,NUTS,2010,HR03,2,126.07
2016,NUTS,2010,HR03,2,189.834
2017,NUTS,2010,HR03,2,255.122
2018,NUTS,2010,HR03,2,305.824
2019,NUTS,2010,HR03,2,408.134
2020,NUTS,2010,HR03,2,410.965
2008,NUTS,2010,HR04,2,809.0
2009,NUTS,2010,HR04,2,772.446
2010,NUTS,2010,HR04,2,557.131
2011,NUTS,2010,HR04,2,536.334
2012,NUTS,2010,HR04,2,534.317
2013,NUTS,2010,HR04,2,541.914
2014,NUTS,2010,HR04,2,538.373
2015,NUTS,2010,HR04,2,565.7
2016,NUTS,2010,HR04,2,798.423
2017,NUTS,2010,HR04,2,670.581
2018,NUTS,2010,HR04,2,886.66
2019,NUTS,2010,HR04,2,1033.307
2020,NUTS,2010,HR05,2,926.725
2020,NUTS,2010,HR06,2,45.823
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,3508.0
1988,NUTS,2010,HU,0,3665.0
1989,NUTS,2010,HU,0,4201.0
1990,NUTS,2010,HU,0,4806.0
1991,NUTS,2010,HU,0,5424.0
1992,NUTS,2010,HU,0,6628.0
1993,NUTS,2010,HU,0,7843.0
1994,NUTS,2010,HU,0,10271.0
1995,NUTS,2010,HU,0,10200.5
1996,NUTS,2010,HU,0,11127.2
1997,NUTS,2010,HU,0,14198.8
1998,NUTS,2010,HU,0,17283.2
1999,NUTS,2010,HU,0,17472.0
2000,NUTS,2010,HU,0,25310.4
2001,NUTS,2010,HU,0,36192.7
2002,NUTS,2010,HU,0,43135.3
2003,NUTS,2010,HU,0,46972.2
2004,NUTS,2010,HU,0,44614.7
2005,NUTS,2010,HU,0,52245.8
2006,NUTS,2010,HU,0,57943.3
2007,NUTS,2010,HU,0,57364.9
2008,NUTS,2010,HU,0,58704.3
2009,NUTS,2010,HU,0,62633.3
2010,NUTS,2010,HU,0,61819.0
2011,NUTS,2010,HU,0,67924.3
2012,NUTS,2010,HU,0,66958.1
2013,NUTS,2010,HU,0,60463.7
2014,NUTS,2010,HU,0,59537.2
2015,NUTS,2010,HU,0,56742.0
2016,NUTS,2010,HU,0,47611.4
2017,NUTS,2010,HU,0,68748.0
2018,NUTS,2010,HU,0,83133.3
2019,NUTS,2010,HU,0,99695.1
2020,NUTS,2010,HU,0,100007.2
1999,NUTS,2010,HU1,1,9128.0
2000,NUTS,2010,HU1,1,12317.0
2001,NUTS,2010,HU1,1,18811.0
2002,NUTS,2010,HU1,1,19776.0
2003,NUTS,2010,HU1,1,22205.0
2004,NUTS,2010,HU1,1,20531.0
2005,NUTS,2010,HU1,1,23106.0
2006,NUTS,2010,HU1,1,27376.0
2007,NUTS,2010,HU1,1,27467.0
2008,NUTS,2010,HU1,1,29258.0
2009,NUTS,2010,HU1,1,30178.1
2010,NUTS,2010,HU1,1,28539.0
2011,NUTS,2010,HU1,1,30024.8
2012,NUTS,2010,HU1,1,27750.9
2013,NUTS,2010,HU1,1,26326.9
2014,NUTS,2010,HU1,1,27312.0
2015,NUTS,2010,HU1,1,27387.4
2016,NUTS,2010,HU1,1,25258.1
2017,NUTS,2010,HU1,1,31728.6
2018,NUTS,2010,HU1,1,39197.5
2019,NUTS,2010,HU1,1,47418.0
1999,NUTS,2010,HU10,2,9128.0
2000,NUTS,2010,HU10,2,12317.0
2001,NUTS,2010,HU10,2,18811.0
2002,NUTS,2010,HU10,2,19776.0
2003,NUTS,2010,HU10,2,22205.0
2004,NUTS,2010,HU10,2,20531.0
2005,NUTS,2010,HU10,2,23106.0
2006,NUTS,2010,HU10,2,27376.0
2007,NUTS,2010,HU10,2,27467.0
2008,NUTS,2010,HU10,2,29258.0
2009,NUTS,2010,HU10,2,30178.1
2010,NUTS,2010,HU10,2,28539.0
2011,NUTS,2010,HU10,2,30024.8
2012,NUTS,2010,HU10,2,27750.9
2013,NUTS,2010,HU10,2,26326.9
2014,NUTS,2010,HU10,2,27312.0
2015,NUTS,2010,HU10,2,27387.4
2016,NUTS,2010,HU10,2,25258.1
2017,NUTS,2010,HU11,2,29691.1
2018,NUTS,2010,HU11,2,36930.8
2019,NUTS,2010,HU11,2,44979.5
2017,NUTS,2010,HU12,2,2037.5
2018,NUTS,2010,HU12,2,2266.7
2019,NUTS,2010,HU12,2,2438.6
1999,NUTS,2010,HU2,1,3383.0
2000,NUTS,2010,HU2,1,5936.0
2001,NUTS,2010,HU2,1,8204.0
2002,NUTS,2010,HU2,1,10723.0
2003,NUTS,2010,HU2,1,10181.0
2004,NUTS,2010,HU2,1,9694.0
2005,NUTS,2010,HU2,1,11278.0
2006,NUTS,2010,HU2,1,12836.0
2007,NUTS,2010,HU2,1,11739.0
2008,NUTS,2010,HU2,1,11175.0
2009,NUTS,2010,HU2,1,11138.6
2010,NUTS,2010,HU2,1,12434.9
2011,NUTS,2010,HU2,1,15740.7
2012,NUTS,2010,HU2,1,17753.1
2013,NUTS,2010,HU2,1,12919.8
2014,NUTS,2010,HU2,1,13056.6
2015,NUTS,2010,HU2,1,10433.8
2016,NUTS,2010,HU2,1,8240.5
2017,NUTS,2010,HU2,1,13070.4
2018,NUTS,2010,HU2,1,14659.9
2019,NUTS,2010,HU2,1,16613.6
1999,NUTS,2010,HU21,2,628.0
2000,NUTS,2010,HU21,2,1797.0
2001,NUTS,2010,HU21,2,2964.0
2002,NUTS,2010,HU21,2,3736.0
2003,NUTS,2010,HU21,2,3933.0
2004,NUTS,2010,HU21,2,3324.0
2005,NUTS,2010,HU21,2,3748.0
2006,NUTS,2010,HU21,2,3941.0
2007,NUTS,2010,HU21,2,4217.0
2008,NUTS,2010,HU21,2,4431.0
2009,NUTS,2010,HU21,2,4321.9
2010,NUTS,2010,HU21,2,3589.6
2011,NUTS,2010,HU21,2,2726.1
2012,NUTS,2010,HU21,2,2597.1
2013,NUTS,2010,HU21,2,3868.2
2014,NUTS,2010,HU21,2,4266.1
2015,NUTS,2010,HU21,2,3701.4
2016,NUTS,2010,HU21,2,1842.3
2017,NUTS,2010,HU21,2,2128.2
2018,NUTS,2010,HU21,2,2902.8
2019,NUTS,2010,HU21,2,3860.4
1999,NUTS,2010,HU22,2,1242.0
2000,NUTS,2010,HU22,2,1212.0
2001,NUTS,2010,HU22,2,1823.0
2002,NUTS,2010,HU22,2,2456.0
2003,NUTS,2010,HU22,2,2708.0
2004,NUTS,2010,HU22,2,2504.0
2005,NUTS,2010,HU22,2,2978.0
2006,NUTS,2010,HU22,2,4319.0
2007,NUTS,2010,HU22,2,3628.0
2008,NUTS,2010,HU22,2,3595.0
2009,NUTS,2010,HU22,2,3473.1
2010,NUTS,2010,HU22,2,5589.0
2011,NUTS,2010,HU22,2,6888.6
2012,NUTS,2010,HU22,2,3539.0
2013,NUTS,2010,HU22,2,3353.2
2014,NUTS,2010,HU22,2,4135.7
2015,NUTS,2010,HU22,2,2633.7
2016,NUTS,2010,HU22,2,3328.3
2017,NUTS,2010,HU22,2,4586.3
2018,NUTS,2010,HU22,2,5423.6
2019,NUTS,2010,HU22,2,4683.3
1999,NUTS,2010,HU23,2,1513.0
2000,NUTS,2010,HU23,2,2927.0
2001,NUTS,2010,HU23,2,3417.0
2002,NUTS,2010,HU23,2,4531.0
2003,NUTS,2010,HU23,2,3541.0
2004,NUTS,2010,HU23,2,3866.0
2005,NUTS,2010,HU23,2,4552.0
2006,NUTS,2010,HU23,2,4576.0
2007,NUTS,2010,HU23,2,3893.0
2008,NUTS,2010,HU23,2,3149.0
2009,NUTS,2010,HU23,2,3343.6
2010,NUTS,2010,HU23,2,3256.3
2011,NUTS,2010,HU23,2,6126.0
2012,NUTS,2010,HU23,2,11617.0
2013,NUTS,2010,HU23,2,5698.4
2014,NUTS,2010,HU23,2,4654.9
2015,NUTS,2010,HU23,2,4098.7
2016,NUTS,2010,HU23,2,3069.8
2017,NUTS,2010,HU23,2,6355.9
2018,NUTS,2010,HU23,2,6333.5
2019,NUTS,2010,HU23,2,8069.9
1999,NUTS,2010,HU3,1,4961.0
2000,NUTS,2010,HU3,1,7057.0
2001,NUTS,2010,HU3,1,9177.0
2002,NUTS,2010,HU3,1,12636.0
2003,NUTS,2010,HU3,1,14586.0
2004,NUTS,2010,HU3,1,14389.0
2005,NUTS,2010,HU3,1,17862.0
2006,NUTS,2010,HU3,1,17732.0
2007,NUTS,2010,HU3,1,18159.0
2008,NUTS,2010,HU3,1,18271.0
2009,NUTS,2010,HU3,1,21316.6
2010,NUTS,2010,HU3,1,20845.1
2011,NUTS,2010,HU3,1,22158.8
2012,NUTS,2010,HU3,1,21454.1
2013,NUTS,2010,HU3,1,21217.0
2014,NUTS,2010,HU3,1,19168.6
2015,NUTS,2010,HU3,1,18920.8
2016,NUTS,2010,HU3,1,14112.8
2017,NUTS,2010,HU3,1,23949.0
2018,NUTS,2010,HU3,1,29276.0
2019,NUTS,2010,HU3,1,35663.5
1999,NUTS,2010,HU31,2,852.0
2000,NUTS,2010,HU31,2,1136.0
2001,NUTS,2010,HU31,2,1706.0
2002,NUTS,2010,HU31,2,2398.0
2003,NUTS,2010,HU31,2,2445.0
2004,NUTS,2010,HU31,2,2537.0
2005,NUTS,2010,HU31,2,3303.0
2006,NUTS,2010,HU31,2,3775.0
2007,NUTS,2010,HU31,2,3685.0
2008,NUTS,2010,HU31,2,2886.0
2009,NUTS,2010,HU31,2,3871.3
2010,NUTS,2010,HU31,2,3252.3
2011,NUTS,2010,HU31,2,3467.3
2012,NUTS,2010,HU31,2,3588.6
2013,NUTS,2010,HU31,2,3285.0
2014,NUTS,2010,HU31,2,2796.9
2015,NUTS,2010,HU31,2,2326.2
2016,NUTS,2010,HU31,2,1601.2
2017,NUTS,2010,HU31,2,3177.3
2018,NUTS,2010,HU31,2,4877.1
2019,NUTS,2010,HU31,2,4865.9
1999,NUTS,2010,HU32,2,2318.0
2000,NUTS,2010,HU32,2,3448.0
2001,NUTS,2010,HU32,2,4472.0
2002,NUTS,2010,HU32,2,5836.0
2003,NUTS,2010,HU32,2,6999.0
2004,NUTS,2010,HU32,2,6732.0
2005,NUTS,2010,HU32,2,8499.0
2006,NUTS,2010,HU32,2,7728.0
2007,NUTS,2010,HU32,2,8098.0
2008,NUTS,2010,HU32,2,8383.0
2009,NUTS,2010,HU32,2,9218.3
2010,NUTS,2010,HU32,2,8686.2
2011,NUTS,2010,HU32,2,9251.7
2012,NUTS,2010,HU32,2,9251.6
2013,NUTS,2010,HU32,2,10156.8
2014,NUTS,2010,HU32,2,8238.0
2015,NUTS,2010,HU32,2,7786.7
2016,NUTS,2010,HU32,2,6798.0
2017,NUTS,2010,HU32,2,11518.3
2018,NUTS,2010,HU32,2,14143.6
2019,NUTS,2010,HU32,2,17311.2
1999,NUTS,2010,HU33,2,1791.0
2000,NUTS,2010,HU33,2,2473.0
2001,NUTS,2010,HU33,2,2999.0
2002,NUTS,2010,HU33,2,4401.0
2003,NUTS,2010,HU33,2,5142.0
2004,NUTS,2010,HU33,2,5120.0
2005,NUTS,2010,HU33,2,6060.0
2006,NUTS,2010,HU33,2,6229.0
2007,NUTS,2010,HU33,2,6376.0
2008,NUTS,2010,HU33,2,7002.0
2009,NUTS,2010,HU33,2,8227.0
2010,NUTS,2010,HU33,2,8906.6
2011,NUTS,2010,HU33,2,9439.8
2012,NUTS,2010,HU33,2,8613.9
2013,NUTS,2010,HU33,2,7775.2
2014,NUTS,2010,HU33,2,8133.7
2015,NUTS,2010,HU33,2,8807.8
2016,NUTS,2010,HU33,2,5713.6
2017,NUTS,2010,HU33,2,9253.4
2018,NUTS,2010,HU33,2,10255.3
2019,NUTS,2010,HU33,2,13486.4
1981,NUTS,2010,IE,0,16.962
1982,NUTS,2010,IE,0,19.862
1983,NUTS,2010,IE,0,22.939
1984,NUTS,2010,IE,0,27.608
1985,NUTS,2010,IE,0,37.301
1986,NUTS,2010,IE,0,46.98
1987,NUTS,2010,IE,0,50.941
1988,NUTS,2010,IE,0,51.323
1989,NUTS,2010,IE,0,60.897
1990,NUTS,2010,IE,0,70.45
1991,NUTS,2010,IE,0,81.559
1992,NUTS,2010,IE,0,92.65
1993,NUTS,2010,IE,0,106.864
1994,NUTS,2010,IE,0,121.075
1995,NUTS,2010,IE,0,137.132
1996,NUTS,2010,IE,0,153.093
1997,NUTS,2010,IE,0,178.382
1998,NUTS,2010,IE,0,203.671
1999,NUTS,2010,IE,0,220.9
2000,NUTS,2010,IE,0,238.1
2001,NUTS,2010,IE,0,280.3
2002,NUTS,2010,IE,0,322.3
2003,NUTS,2010,IE,0,404.4
2004,NUTS,2010,IE,0,492.0
2005,NUTS,2010,IE,0,550.0
2006,NUTS,2010,IE,0,600.5
2007,NUTS,2010,IE,0,660.0
2008,NUTS,2010,IE,0,749.8
2009,NUTS,2010,IE,0,729.0
2010,NUTS,2010,IE,0,708.5
2011,NUTS,2010,IE,0,674.4
2012,NUTS,2010,IE,0,640.2
2013,NUTS,2010,IE,0,662.24
2014,NUTS,2010,IE,0,730.1
2015,NUTS,2010,IE,0,739.4
2016,NUTS,2010,IE,0,748.8
2017,NUTS,2010,IE,0,814.981
2018,NUTS,2010,IE,0,876.08
2019,NUTS,2010,IE,0,949.652
2020,NUTS,2010,IE,0,1038.822
1981,NUTS,2010,IE0,1,16.962
1982,NUTS,2010,IE0,1,19.862
1983,NUTS,2010,IE0,1,22.939
1984,NUTS,2010,IE0,1,27.608
1985,NUTS,2010,IE0,1,37.301
1986,NUTS,2010,IE0,1,46.98
1987,NUTS,2010,IE0,1,50.941
1988,NUTS,2010,IE0,1,51.323
1989,NUTS,2010,IE0,1,60.897
1990,NUTS,2010,IE0,1,70.45
1991,NUTS,2010,IE0,1,81.559
1992,NUTS,2010,IE0,1,92.65
1993,NUTS,2010,IE0,1,106.864
1994,NUTS,2010,IE0,1,121.075
1995,NUTS,2010,IE0,1,137.132
1996,NUTS,2010,IE0,1,153.093
1997,NUTS,2010,IE0,1,178.382
1998,NUTS,2010,IE0,1,203.671
1999,NUTS,2010,IE0,1,220.9
2000,NUTS,2010,IE0,1,238.1
2001,NUTS,2010,IE0,1,280.3
2002,NUTS,2010,IE0,1,322.3
2003,NUTS,2010,IE0,1,404.4
2004,NUTS,2010,IE0,1,492.0
2005,NUTS,2010,IE0,1,550.0
2006,NUTS,2010,IE0,1,600.0
2007,NUTS,2010,IE0,1,660.0
2008,NUTS,2010,IE0,1,749.8
2009,NUTS,2010,IE0,1,729.0
2010,NUTS,2010,IE0,1,708.5
2011,NUTS,2010,IE0,1,674.4
2012,NUTS,2010,IE0,1,640.2
2013,NUTS,2010,IE0,1,662.24
2014,NUTS,2010,IE0,1,684.28
2015,NUTS,2010,IE0,1,764.0
2017,NUTS,2010,IE0,1,748.788
2002,NUTS,2010,IE01,2,33.8
2003,NUTS,2010,IE01,2,50.0
2004,NUTS,2010,IE01,2,67.0
2005,NUTS,2010,IE01,2,80.0
2006,NUTS,2010,IE01,2,90.0
2007,NUTS,2010,IE01,2,100.0
2008,NUTS,2010,IE01,2,99.8
2009,NUTS,2010,IE01,2,99.0
2010,NUTS,2010,IE01,2,98.5
2011,NUTS,2010,IE01,2,94.4
2012,NUTS,2010,IE01,2,89.6
2013,NUTS,2010,IE01,2,92.685
2014,NUTS,2010,IE01,2,95.769
2015,NUTS,2010,IE01,2,115.0
2017,NUTS,2010,IE01,2,91.201
2002,NUTS,2010,IE02,2,288.5
2003,NUTS,2010,IE02,2,354.4
2004,NUTS,2010,IE02,2,425.0
2005,NUTS,2010,IE02,2,470.0
2006,NUTS,2010,IE02,2,510.0
2007,NUTS,2010,IE02,2,560.0
2008,NUTS,2010,IE02,2,650.0
2009,NUTS,2010,IE02,2,630.0
2010,NUTS,2010,IE02,2,610.0
2011,NUTS,2010,IE02,2,580.0
2012,NUTS,2010,IE02,2,550.6
2013,NUTS,2010,IE02,2,569.556
2014,NUTS,2010,IE02,2,588.511
2015,NUTS,2010,IE02,2,649.0
2017,NUTS,2010,IE02,2,657.587
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,41.6
1983,NUTS,2010,IS,0,122.6
1985,NUTS,2010,IS,0,268.3
1987,NUTS,2010,IS,0,420.4
1989,NUTS,2010,IS,0,786.762
1990,NUTS,2010,IS,0,902.498
1991,NUTS,2010,IS,0,1356.627
1992,NUTS,2010,IS,0,1622.584
1993,NUTS,2010,IS,0,1320.299
1994,NUTS,2010,IS,0,1452.329
1995,NUTS,2010,IS,0,1915.321
1997,NUTS,2010,IS,0,2731.157
1998,NUTS,2010,IS,0,2935.994
1999,NUTS,2010,IS,0,3033.189
2000,NUTS,2010,IS,0,2963.0
2001,NUTS,2010,IS,0,4280.597
2002,NUTS,2010,IS,0,3874.0
2003,NUTS,2010,IS,0,5053.0
2005,NUTS,2010,IS,0,6246.37
2006,NUTS,2010,IS,0,8293.239
2007,NUTS,2010,IS,0,8832.247
2008,NUTS,2010,IS,0,9847.955
2009,NUTS,2010,IS,0,10616.542
2010,NUTS,2010,IS,0,10837.2
2011,NUTS,2010,IS,0,11187.65
2013,NUTS,2010,IS,0,12455.4
2014,NUTS,2010,IS,0,13268.3
2015,NUTS,2010,IS,0,14798.0
2016,NUTS,2010,IS,0,16350.0
2017,NUTS,2010,IS,0,17343.2
2018,NUTS,2010,IS,0,17928.5
2019,NUTS,2010,IS,0,19885.0
2020,NUTS,2010,IS,0,20852.0
1981,NUTS,2010,IS0,1,41.6
1983,NUTS,2010,IS0,1,122.6
1985,NUTS,2010,IS0,1,268.3
1987,NUTS,2010,IS0,1,420.4
1989,NUTS,2010,IS0,1,786.762
1990,NUTS,2010,IS0,1,902.498
1991,NUTS,2010,IS0,1,1356.627
1992,NUTS,2010,IS0,1,1622.584
1993,NUTS,2010,IS0,1,1320.299
1994,NUTS,2010,IS0,1,1452.329
1995,NUTS,2010,IS0,1,1915.321
1997,NUTS,2010,IS0,1,2731.157
1998,NUTS,2010,IS0,1,2935.994
1999,NUTS,2010,IS0,1,3033.189
2000,NUTS,2010,IS0,1,2963.0
2001,NUTS,2010,IS0,1,4280.597
2002,NUTS,2010,IS0,1,3874.0
2003,NUTS,2010,IS0,1,5053.0
2005,NUTS,2010,IS0,1,6246.37
2006,NUTS,2010,IS0,1,8293.239
2007,NUTS,2010,IS0,1,8832.247
2008,NUTS,2010,IS0,1,9847.955
2009,NUTS,2010,IS0,1,10616.542
2010,NUTS,2010,IS0,1,10837.2
2011,NUTS,2010,IS0,1,11187.65
2013,NUTS,2010,IS0,1,12455.4
2014,NUTS,2010,IS0,1,13268.3
2015,NUTS,2010,IS0,1,14798.0
2016,NUTS,2010,IS0,1,16350.0
2017,NUTS,2010,IS0,1,17343.2
2018,NUTS,2010,IS0,1,17928.5
2019,NUTS,2010,IS0,1,19885.0
2020,NUTS,2010,IS0,1,20852.0
1981,NUTS,2010,IS00,2,41.6
1983,NUTS,2010,IS00,2,122.6
1985,NUTS,2010,IS00,2,268.3
1987,NUTS,2010,IS00,2,420.4
1989,NUTS,2010,IS00,2,786.762
1990,NUTS,2010,IS00,2,902.498
1991,NUTS,2010,IS00,2,1356.627
1992,NUTS,2010,IS00,2,1622.584
1993,NUTS,2010,IS00,2,1320.299
1994,NUTS,2010,IS00,2,1452.329
1995,NUTS,2010,IS00,2,1915.321
1997,NUTS,2010,IS00,2,2731.157
1998,NUTS,2010,IS00,2,2935.994
1999,NUTS,2010,IS00,2,3033.189
2000,NUTS,2010,IS00,2,2963.0
2001,NUTS,2010,IS00,2,4280.597
2002,NUTS,2010,IS00,2,3874.0
2003,NUTS,2010,IS00,2,5053.0
2005,NUTS,2010,IS00,2,6246.37
2006,NUTS,2010,IS00,2,8293.239
2007,NUTS,2010,IS00,2,8832.247
2008,NUTS,2010,IS00,2,9847.955
2009,NUTS,2010,IS00,2,10616.542
2010,NUTS,2010,IS00,2,10837.2
2011,NUTS,2010,IS00,2,11187.65
2013,NUTS,2010,IS00,2,12455.4
2014,NUTS,2010,IS00,2,13268.3
2015,NUTS,2010,IS00,2,14798.0
2016,NUTS,2010,IS00,2,16350.0
2017,NUTS,2010,IS00,2,17343.2
2018,NUTS,2010,IS00,2,17928.5
2019,NUTS,2010,IS00,2,19885.0
2020,NUTS,2010,IS00,2,20852.0
1981,NUTS,2010,IT,0,375.05
1982,NUTS,2010,IT,0,471.51
1983,NUTS,2010,IT,0,599.73
1984,NUTS,2010,IT,0,709.33
1985,NUTS,2010,IT,0,904.32
1986,NUTS,2010,IT,0,1035.21
1987,NUTS,2010,IT,0,1219.92
1988,NUTS,2010,IT,0,1394.4
1989,NUTS,2010,IT,0,1509.86
1990,NUTS,2010,IT,0,1820.88
1991,NUTS,2010,IT,0,1956.08
1992,NUTS,2010,IT,0,2060.77
1993,NUTS,2010,IT,0,2271.18
1994,NUTS,2010,IT,0,2317.1
1995,NUTS,2010,IT,0,2349.26
1996,NUTS,2010,IT,0,2624.44
1997,NUTS,2010,IT,0,3318.9
1998,NUTS,2010,IT,0,3595.4
1999,NUTS,2010,IT,0,3627.5
2000,NUTS,2010,IT,0,3865.1
2001,NUTS,2010,IT,0,4418.0
2002,NUTS,2010,IT,0,4792.0
2003,NUTS,2010,IT,0,5000.0
2004,NUTS,2010,IT,0,5005.0
2005,NUTS,2010,IT,0,4711.7
2006,NUTS,2010,IT,0,5093.7
2007,NUTS,2010,IT,0,5495.2
2008,NUTS,2010,IT,0,5786.3
2009,NUTS,2010,IT,0,5812.0
2010,NUTS,2010,IT,0,5647.5
2011,NUTS,2010,IT,0,5669.2
2012,NUTS,2010,IT,0,5747.8
2013,NUTS,2010,IT,0,5938.2
2014,NUTS,2010,IT,0,5815.921
2015,NUTS,2010,IT,0,5653.0
2016,NUTS,2010,IT,0,5596.912
2017,NUTS,2010,IT,0,5608.595
2018,NUTS,2010,IT,0,5753.441
2019,NUTS,2010,IT,0,5897.53
2020,NUTS,2010,IT,0,6017.612
1994,NUTS,2010,ITC,1,501.04
1995,NUTS,2010,ITC,1,491.58
1996,NUTS,2010,ITC,1,550.42
1997,NUTS,2010,ITC,1,715.4
1998,NUTS,2010,ITC,1,778.7
1999,NUTS,2010,ITC,1,796.1
2000,NUTS,2010,ITC,1,799.4
2003,NUTS,2010,ITC,1,1194.0
2004,NUTS,2010,ITC,1,1072.0
2005,NUTS,2010,ITC,1,986.0
2007,NUTS,2010,ITC,1,1203.8
2008,NUTS,2010,ITC,1,1290.1
2009,NUTS,2010,ITC,1,1286.7
2010,NUTS,2010,ITC,1,1285.4
2011,NUTS,2010,ITC,1,1294.8
2012,NUTS,2010,ITC,1,1328.4
2013,NUTS,2010,ITC,1,1304.7
2014,NUTS,2010,ITC,1,1206.913
2015,NUTS,2010,ITC,1,1212.7
2016,NUTS,2010,ITC,1,1297.263
2017,NUTS,2010,ITC,1,1323.175
2018,NUTS,2010,ITC,1,1365.252
2019,NUTS,2010,ITC,1,1452.738
1994,NUTS,2010,ITC1,2,127.79
1995,NUTS,2010,ITC1,2,120.14
1996,NUTS,2010,ITC1,2,136.79
1997,NUTS,2010,ITC1,2,177.2
1998,NUTS,2010,ITC1,2,204.0
1999,NUTS,2010,ITC1,2,216.6
2000,NUTS,2010,ITC1,2,206.03
2003,NUTS,2010,ITC1,2,311.0
2004,NUTS,2010,ITC1,2,313.0
2005,NUTS,2010,ITC1,2,296.0
2007,NUTS,2010,ITC1,2,364.7
2008,NUTS,2010,ITC1,2,388.7
