year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_rse_f
2014,NUTS,2010,PL21,2,5293.0
2015,NUTS,2010,PL21,2,5675.0
2016,NUTS,2010,PL21,2,6334.0
2017,NUTS,2010,PL21,2,9708.0
2018,NUTS,2010,PL21,2,10109.0
2019,NUTS,2010,PL21,2,9887.0
2011,NUTS,2010,PL22,2,3504.0
2012,NUTS,2010,PL22,2,3697.0
2013,NUTS,2010,PL22,2,3721.0
2014,NUTS,2010,PL22,2,3893.0
2015,NUTS,2010,PL22,2,3920.0
2016,NUTS,2010,PL22,2,4314.0
2017,NUTS,2010,PL22,2,5379.0
2018,NUTS,2010,PL22,2,5656.0
2019,NUTS,2010,PL22,2,7284.0
2011,NUTS,2010,PL3,1,5384.0
2012,NUTS,2010,PL3,1,5210.0
2013,NUTS,2010,PL3,1,5557.0
2014,NUTS,2010,PL3,1,5744.0
2015,NUTS,2010,PL3,1,5806.0
2011,NUTS,2010,PL31,2,2662.0
2012,NUTS,2010,PL31,2,2763.0
2013,NUTS,2010,PL31,2,2540.0
2014,NUTS,2010,PL31,2,2598.0
2015,NUTS,2010,PL31,2,2580.0
2011,NUTS,2010,PL32,2,1184.0
2012,NUTS,2010,PL32,2,1251.0
2013,NUTS,2010,PL32,2,1426.0
2014,NUTS,2010,PL32,2,1488.0
2015,NUTS,2010,PL32,2,1518.0
2012,NUTS,2010,PL33,2,149.0
2013,NUTS,2010,PL33,2,506.0
2014,NUTS,2010,PL33,2,556.0
2015,NUTS,2010,PL33,2,565.0
2012,NUTS,2010,PL34,2,1047.0
2013,NUTS,2010,PL34,2,1085.0
2014,NUTS,2010,PL34,2,1102.0
2015,NUTS,2010,PL34,2,1143.0
2011,NUTS,2010,PL4,1,5208.0
2012,NUTS,2010,PL4,1,5065.0
2013,NUTS,2010,PL4,1,5190.0
2014,NUTS,2010,PL4,1,5498.0
2015,NUTS,2010,PL4,1,5546.0
2016,NUTS,2010,PL4,1,5666.0
2017,NUTS,2010,PL4,1,8081.0
2018,NUTS,2010,PL4,1,8083.0
2019,NUTS,2010,PL4,1,7044.0
2011,NUTS,2010,PL41,2,3592.0
2012,NUTS,2010,PL41,2,3371.0
2013,NUTS,2010,PL41,2,3489.0
2014,NUTS,2010,PL41,2,3684.0
2015,NUTS,2010,PL41,2,3738.0
2016,NUTS,2010,PL41,2,3823.0
2017,NUTS,2010,PL41,2,5117.0
2018,NUTS,2010,PL41,2,5247.0
2019,NUTS,2010,PL41,2,4633.0
2012,NUTS,2010,PL42,2,1312.0
2013,NUTS,2010,PL42,2,1319.0
2014,NUTS,2010,PL42,2,1410.0
2015,NUTS,2010,PL42,2,1394.0
2016,NUTS,2010,PL42,2,1448.0
2017,NUTS,2010,PL42,2,2310.0
2019,NUTS,2010,PL42,2,1859.0
2012,NUTS,2010,PL43,2,382.0
2013,NUTS,2010,PL43,2,382.0
2014,NUTS,2010,PL43,2,404.0
2015,NUTS,2010,PL43,2,414.0
2016,NUTS,2010,PL43,2,395.0
2017,NUTS,2010,PL43,2,654.0
2019,NUTS,2010,PL43,2,552.0
2011,NUTS,2010,PL5,1,3387.0
2012,NUTS,2010,PL5,1,3440.0
2013,NUTS,2010,PL5,1,3729.0
2014,NUTS,2010,PL5,1,3735.0
2015,NUTS,2010,PL5,1,3918.0
2016,NUTS,2010,PL5,1,4316.0
2017,NUTS,2010,PL5,1,6424.0
2018,NUTS,2010,PL5,1,6363.0
2019,NUTS,2010,PL5,1,6459.0
2011,NUTS,2010,PL51,2,2857.0
2012,NUTS,2010,PL51,2,2907.0
2013,NUTS,2010,PL51,2,3173.0
2014,NUTS,2010,PL51,2,3153.0
2015,NUTS,2010,PL51,2,3323.0
2016,NUTS,2010,PL51,2,3691.0
2017,NUTS,2010,PL51,2,5541.0
2018,NUTS,2010,PL51,2,5609.0
2019,NUTS,2010,PL51,2,5760.0
2011,NUTS,2010,PL52,2,530.0
2012,NUTS,2010,PL52,2,533.0
2013,NUTS,2010,PL52,2,556.0
2014,NUTS,2010,PL52,2,582.0
2015,NUTS,2010,PL52,2,595.0
2016,NUTS,2010,PL52,2,625.0
2017,NUTS,2010,PL52,2,883.0
2018,NUTS,2010,PL52,2,754.0
2019,NUTS,2010,PL52,2,699.0
2011,NUTS,2010,PL6,1,4642.0
2012,NUTS,2010,PL6,1,4752.0
2013,NUTS,2010,PL6,1,4927.0
2014,NUTS,2010,PL6,1,5069.0
2015,NUTS,2010,PL6,1,5122.0
2016,NUTS,2010,PL6,1,5609.0
2017,NUTS,2010,PL6,1,8684.0
2018,NUTS,2010,PL6,1,8699.0
2019,NUTS,2010,PL6,1,9234.0
2011,NUTS,2010,PL61,2,1471.0
2012,NUTS,2010,PL61,2,1519.0
2013,NUTS,2010,PL61,2,1495.0
2014,NUTS,2010,PL61,2,1571.0
2015,NUTS,2010,PL61,2,1594.0
2016,NUTS,2010,PL61,2,1682.0
2017,NUTS,2010,PL61,2,3396.0
2012,NUTS,2010,PL62,2,908.0
2013,NUTS,2010,PL62,2,936.0
2014,NUTS,2010,PL62,2,1004.0
2015,NUTS,2010,PL62,2,999.0
2016,NUTS,2010,PL62,2,1079.0
2017,NUTS,2010,PL62,2,1417.0
2012,NUTS,2010,PL63,2,2325.0
2013,NUTS,2010,PL63,2,2496.0
2014,NUTS,2010,PL63,2,2494.0
2015,NUTS,2010,PL63,2,2529.0
2016,NUTS,2010,PL63,2,2848.0
2017,NUTS,2010,PL63,2,3871.0
2018,NUTS,2010,PL63,2,4387.0
2019,NUTS,2010,PL63,2,4537.0
2016,NUTS,2010,PL7,1,4012.0
2017,NUTS,2010,PL7,1,5997.0
2018,NUTS,2010,PL7,1,5680.0
2019,NUTS,2010,PL7,1,5501.0
2016,NUTS,2010,PL71,2,3436.0
2017,NUTS,2010,PL71,2,4995.0
2019,NUTS,2010,PL71,2,4517.0
2016,NUTS,2010,PL72,2,576.0
2017,NUTS,2010,PL72,2,1002.0
2019,NUTS,2010,PL72,2,984.0
2016,NUTS,2010,PL8,1,5386.0
2017,NUTS,2010,PL8,1,7253.0
2018,NUTS,2010,PL8,1,8162.0
2019,NUTS,2010,PL8,1,7372.0
2016,NUTS,2010,PL81,2,2714.0
2017,NUTS,2010,PL81,2,3975.0
2018,NUTS,2010,PL81,2,4772.0
2019,NUTS,2010,PL81,2,3897.0
2016,NUTS,2010,PL82,2,1550.0
2017,NUTS,2010,PL82,2,1695.0
2018,NUTS,2010,PL82,2,1650.0
2019,NUTS,2010,PL82,2,1748.0
2016,NUTS,2010,PL84,2,1122.0
2017,NUTS,2010,PL84,2,1583.0
2018,NUTS,2010,PL84,2,1740.0
2019,NUTS,2010,PL84,2,1727.0
2016,NUTS,2010,PL9,1,12660.0
2017,NUTS,2010,PL9,1,20085.0
2018,NUTS,2010,PL9,1,20336.0
2019,NUTS,2010,PL9,1,20394.0
2016,NUTS,2010,PL91,2,12165.0
2017,NUTS,2010,PL91,2,19359.0
2018,NUTS,2010,PL91,2,19406.0
2019,NUTS,2010,PL91,2,19639.0
2016,NUTS,2010,PL92,2,495.0
2017,NUTS,2010,PL92,2,726.0
2018,NUTS,2010,PL92,2,930.0
2019,NUTS,2010,PL92,2,755.0
2011,NUTS,2010,PT,0,36199.0
2012,NUTS,2010,PT,0,36805.0
2013,NUTS,2010,PT,0,35557.0
2014,NUTS,2010,PT,0,34874.0
2015,NUTS,2010,PT,0,35757.0
2016,NUTS,2010,PT,0,37293.0
2017,NUTS,2010,PT,0,39148.0
2018,NUTS,2010,PT,0,41576.0
2019,NUTS,2010,PT,0,43171.0
2020,NUTS,2010,PT,0,44466.0
2011,NUTS,2010,PT1,1,35637.0
2012,NUTS,2010,PT1,1,36290.0
2013,NUTS,2010,PT1,1,35144.0
2014,NUTS,2010,PT1,1,34410.0
2015,NUTS,2010,PT1,1,35287.0
2016,NUTS,2010,PT1,1,36788.0
2017,NUTS,2010,PT1,1,38608.0
2018,NUTS,2010,PT1,1,41029.0
2019,NUTS,2010,PT1,1,42649.0
2020,NUTS,2010,PT1,1,43902.0
2011,NUTS,2010,PT11,2,10982.0
2012,NUTS,2010,PT11,2,10992.0
2013,NUTS,2010,PT11,2,12152.0
2014,NUTS,2010,PT11,2,11334.0
2015,NUTS,2010,PT11,2,11835.0
2016,NUTS,2010,PT11,2,11901.0
2017,NUTS,2010,PT11,2,12773.0
2018,NUTS,2010,PT11,2,13654.0
2019,NUTS,2010,PT11,2,14509.0
2020,NUTS,2010,PT11,2,15309.0
2011,NUTS,2010,PT15,2,862.0
2012,NUTS,2010,PT15,2,805.0
2013,NUTS,2010,PT15,2,711.0
2014,NUTS,2010,PT15,2,671.0
2015,NUTS,2010,PT15,2,702.0
2016,NUTS,2010,PT15,2,700.0
2017,NUTS,2010,PT15,2,658.0
2018,NUTS,2010,PT15,2,708.0
2019,NUTS,2010,PT15,2,782.0
2020,NUTS,2010,PT15,2,817.0
2011,NUTS,2010,PT16,2,7213.0
2012,NUTS,2010,PT16,2,7149.0
2013,NUTS,2010,PT16,2,6493.0
2014,NUTS,2010,PT16,2,6477.0
2015,NUTS,2010,PT16,2,6609.0
2016,NUTS,2010,PT16,2,7036.0
2017,NUTS,2010,PT16,2,7464.0
2018,NUTS,2010,PT16,2,8145.0
2019,NUTS,2010,PT16,2,8575.0
2020,NUTS,2010,PT16,2,8481.0
2011,NUTS,2010,PT17,2,15637.0
2012,NUTS,2010,PT17,2,16296.0
2013,NUTS,2010,PT17,2,14897.0
2014,NUTS,2010,PT17,2,15003.0
2015,NUTS,2010,PT17,2,15163.0
2016,NUTS,2010,PT17,2,16051.0
2017,NUTS,2010,PT17,2,16544.0
2018,NUTS,2010,PT17,2,17253.0
2019,NUTS,2010,PT17,2,17460.0
2020,NUTS,2010,PT17,2,17949.0
2011,NUTS,2010,PT18,2,943.0
2012,NUTS,2010,PT18,2,1048.0
2013,NUTS,2010,PT18,2,891.0
2014,NUTS,2010,PT18,2,925.0
2015,NUTS,2010,PT18,2,978.0
2016,NUTS,2010,PT18,2,1100.0
2017,NUTS,2010,PT18,2,1169.0
2018,NUTS,2010,PT18,2,1269.0
2019,NUTS,2010,PT18,2,1323.0
2020,NUTS,2010,PT18,2,1346.0
2011,NUTS,2010,PT2,1,278.0
2012,NUTS,2010,PT2,1,311.0
2013,NUTS,2010,PT2,1,224.0
2014,NUTS,2010,PT2,1,258.0
2015,NUTS,2010,PT2,1,242.0
2016,NUTS,2010,PT2,1,265.0
2017,NUTS,2010,PT2,1,270.0
2018,NUTS,2010,PT2,1,246.0
2019,NUTS,2010,PT2,1,227.0
2020,NUTS,2010,PT2,1,273.0
2011,NUTS,2010,PT20,2,278.0
2012,NUTS,2010,PT20,2,311.0
2013,NUTS,2010,PT20,2,224.0
2014,NUTS,2010,PT20,2,258.0
2015,NUTS,2010,PT20,2,242.0
2016,NUTS,2010,PT20,2,265.0
2017,NUTS,2010,PT20,2,270.0
2018,NUTS,2010,PT20,2,246.0
2019,NUTS,2010,PT20,2,227.0
2020,NUTS,2010,PT20,2,273.0
2011,NUTS,2010,PT3,1,284.0
2012,NUTS,2010,PT3,1,204.0
2013,NUTS,2010,PT3,1,189.0
2014,NUTS,2010,PT3,1,206.0
2015,NUTS,2010,PT3,1,228.0
2016,NUTS,2010,PT3,1,240.0
2017,NUTS,2010,PT3,1,270.0
2018,NUTS,2010,PT3,1,301.0
2019,NUTS,2010,PT3,1,295.0
2020,NUTS,2010,PT3,1,291.0
2011,NUTS,2010,PT30,2,284.0
2012,NUTS,2010,PT30,2,204.0
2013,NUTS,2010,PT30,2,189.0
2014,NUTS,2010,PT30,2,206.0
2015,NUTS,2010,PT30,2,228.0
2016,NUTS,2010,PT30,2,240.0
2017,NUTS,2010,PT30,2,270.0
2018,NUTS,2010,PT30,2,301.0
2019,NUTS,2010,PT30,2,295.0
2020,NUTS,2010,PT30,2,291.0
2011,NUTS,2010,RO,0,11738.0
2012,NUTS,2010,RO,0,12565.0
2013,NUTS,2010,RO,0,12611.0
2014,NUTS,2010,RO,0,12669.0
2015,NUTS,2010,RO,0,12598.0
2016,NUTS,2010,RO,0,12728.0
2017,NUTS,2010,RO,0,12790.0
2018,NUTS,2010,RO,0,12705.0
2019,NUTS,2010,RO,0,12745.0
2011,NUTS,2010,RO1,1,2080.0
2012,NUTS,2010,RO1,1,1850.0
2013,NUTS,2010,RO1,1,1627.0
2014,NUTS,2010,RO1,1,1992.0
2015,NUTS,2010,RO1,1,1837.0
2016,NUTS,2010,RO1,1,1845.0
2017,NUTS,2010,RO1,1,1808.0
2018,NUTS,2010,RO1,1,1759.0
2019,NUTS,2010,RO1,1,1917.0
2011,NUTS,2010,RO11,2,1241.0
2012,NUTS,2010,RO11,2,1063.0
2013,NUTS,2010,RO11,2,942.0
2014,NUTS,2010,RO11,2,1116.0
2015,NUTS,2010,RO11,2,1053.0
2016,NUTS,2010,RO11,2,1057.0
2017,NUTS,2010,RO11,2,1063.0
2018,NUTS,2010,RO11,2,1045.0
2019,NUTS,2010,RO11,2,1190.0
2011,NUTS,2010,RO12,2,840.0
2012,NUTS,2010,RO12,2,787.0
2013,NUTS,2010,RO12,2,685.0
2014,NUTS,2010,RO12,2,876.0
2015,NUTS,2010,RO12,2,784.0
2016,NUTS,2010,RO12,2,788.0
2017,NUTS,2010,RO12,2,745.0
2018,NUTS,2010,RO12,2,714.0
2019,NUTS,2010,RO12,2,727.0
2011,NUTS,2010,RO2,1,1957.0
2012,NUTS,2010,RO2,1,2069.0
2013,NUTS,2010,RO2,1,2160.0
2014,NUTS,2010,RO2,1,2112.0
2015,NUTS,2010,RO2,1,2322.0
2016,NUTS,2010,RO2,1,2200.0
2017,NUTS,2010,RO2,1,2211.0
2018,NUTS,2010,RO2,1,2317.0
2019,NUTS,2010,RO2,1,2347.0
2011,NUTS,2010,RO21,2,1456.0
2012,NUTS,2010,RO21,2,1501.0
2013,NUTS,2010,RO21,2,1677.0
2014,NUTS,2010,RO21,2,1587.0
2015,NUTS,2010,RO21,2,1704.0
2016,NUTS,2010,RO21,2,1544.0
2017,NUTS,2010,RO21,2,1481.0
2018,NUTS,2010,RO21,2,1402.0
2019,NUTS,2010,RO21,2,1534.0
2011,NUTS,2010,RO22,2,501.0
2012,NUTS,2010,RO22,2,567.0
2013,NUTS,2010,RO22,2,483.0
2014,NUTS,2010,RO22,2,526.0
2015,NUTS,2010,RO22,2,618.0
2016,NUTS,2010,RO22,2,656.0
2017,NUTS,2010,RO22,2,730.0
2018,NUTS,2010,RO22,2,915.0
2019,NUTS,2010,RO22,2,813.0
2011,NUTS,2010,RO3,1,5938.0
2012,NUTS,2010,RO3,1,6741.0
2013,NUTS,2010,RO3,1,6744.0
2014,NUTS,2010,RO3,1,6815.0
2015,NUTS,2010,RO3,1,6566.0
2016,NUTS,2010,RO3,1,6912.0
2017,NUTS,2010,RO3,1,6921.0
2018,NUTS,2010,RO3,1,7047.0
2019,NUTS,2010,RO3,1,6912.0
2011,NUTS,2010,RO31,2,595.0
2012,NUTS,2010,RO31,2,762.0
2013,NUTS,2010,RO31,2,968.0
2014,NUTS,2010,RO31,2,912.0
2015,NUTS,2010,RO31,2,689.0
2016,NUTS,2010,RO31,2,726.0
2017,NUTS,2010,RO31,2,655.0
2018,NUTS,2010,RO31,2,627.0
2019,NUTS,2010,RO31,2,623.0
2011,NUTS,2010,RO32,2,5343.0
2012,NUTS,2010,RO32,2,5978.0
2013,NUTS,2010,RO32,2,5776.0
2014,NUTS,2010,RO32,2,5903.0
2015,NUTS,2010,RO32,2,5877.0
2016,NUTS,2010,RO32,2,6186.0
2017,NUTS,2010,RO32,2,6266.0
2018,NUTS,2010,RO32,2,6420.0
2019,NUTS,2010,RO32,2,6289.0
2011,NUTS,2010,RO4,1,1763.0
2012,NUTS,2010,RO4,1,1905.0
2013,NUTS,2010,RO4,1,2081.0
2014,NUTS,2010,RO4,1,1749.0
2015,NUTS,2010,RO4,1,1873.0
2016,NUTS,2010,RO4,1,1771.0
2017,NUTS,2010,RO4,1,1850.0
2018,NUTS,2010,RO4,1,1582.0
2019,NUTS,2010,RO4,1,1569.0
2011,NUTS,2010,RO41,2,800.0
2012,NUTS,2010,RO41,2,735.0
2013,NUTS,2010,RO41,2,753.0
2014,NUTS,2010,RO41,2,761.0
2015,NUTS,2010,RO41,2,820.0
2016,NUTS,2010,RO41,2,808.0
2017,NUTS,2010,RO41,2,809.0
2018,NUTS,2010,RO41,2,497.0
2019,NUTS,2010,RO41,2,490.0
2011,NUTS,2010,RO42,2,963.0
2012,NUTS,2010,RO42,2,1171.0
2013,NUTS,2010,RO42,2,1328.0
2014,NUTS,2010,RO42,2,988.0
2015,NUTS,2010,RO42,2,1053.0
2016,NUTS,2010,RO42,2,963.0
2017,NUTS,2010,RO42,2,1041.0
2018,NUTS,2010,RO42,2,1085.0
2019,NUTS,2010,RO42,2,1079.0
2011,NUTS,2010,RS,0,6716.0
2012,NUTS,2010,RS,0,6577.0
2013,NUTS,2010,RS,0,7389.0
2014,NUTS,2010,RS,0,7452.0
2015,NUTS,2010,RS,0,8044.0
2016,NUTS,2010,RS,0,8032.0
2017,NUTS,2010,RS,0,8098.0
2018,NUTS,2010,RS,0,8329.0
2019,NUTS,2010,RS,0,8518.0
2020,NUTS,2010,RS,0,8809.0
2018,NUTS,2010,RS1,1,6729.0
2019,NUTS,2010,RS1,1,6941.0
2020,NUTS,2010,RS1,1,7223.0
2018,NUTS,2010,RS11,2,4718.0
2019,NUTS,2010,RS11,2,4920.0
2020,NUTS,2010,RS11,2,5168.0
2018,NUTS,2010,RS12,2,2011.0
2019,NUTS,2010,RS12,2,2021.0
2020,NUTS,2010,RS12,2,2055.0
2018,NUTS,2010,RS2,1,1600.0
2019,NUTS,2010,RS2,1,1577.0
2020,NUTS,2010,RS2,1,1586.0
2018,NUTS,2010,RS21,2,711.0
2019,NUTS,2010,RS21,2,668.0
2020,NUTS,2010,RS21,2,742.0
2018,NUTS,2010,RS22,2,889.0
2019,NUTS,2010,RS22,2,909.0
2020,NUTS,2010,RS22,2,844.0
2011,NUTS,2010,RU,0,155318.0
2012,NUTS,2010,RU,0,153694.0
2013,NUTS,2010,RU,0,150864.0
2014,NUTS,2010,RU,0,151492.0
2015,NUTS,2010,RU,0,152929.0
2017,NUTS,2010,RU,0,142290.0
2018,NUTS,2010,RU,0,136431.0
2019,NUTS,2010,RU,0,136074.0
2011,NUTS,2010,SE,0,29847.0
2013,NUTS,2010,SE,0,33876.0
2015,NUTS,2010,SE,0,36673.0
2017,NUTS,2010,SE,0,34931.0
2019,NUTS,2010,SE,0,36990.0
2011,NUTS,2010,SI,0,4550.0
2012,NUTS,2010,SI,0,4426.0
2013,NUTS,2010,SI,0,4359.0
2014,NUTS,2010,SI,0,4387.0
2015,NUTS,2010,SI,0,4126.0
2016,NUTS,2010,SI,0,3893.0
2017,NUTS,2010,SI,0,4549.0
2018,NUTS,2010,SI,0,5008.0
2019,NUTS,2010,SI,0,5303.0
2011,NUTS,2010,SI0,1,4550.0
2012,NUTS,2010,SI0,1,4426.0
2013,NUTS,2010,SI0,1,4359.0
2014,NUTS,2010,SI0,1,4387.0
2015,NUTS,2010,SI0,1,4126.0
2016,NUTS,2010,SI0,1,3893.0
2017,NUTS,2010,SI0,1,4549.0
2018,NUTS,2010,SI0,1,5008.0
2019,NUTS,2010,SI0,1,5303.0
2013,NUTS,2010,SI03,2,1013.0
2014,NUTS,2010,SI03,2,995.0
2015,NUTS,2010,SI03,2,912.0
2016,NUTS,2010,SI03,2,911.0
2017,NUTS,2010,SI03,2,1067.0
2018,NUTS,2010,SI03,2,1288.0
2019,NUTS,2010,SI03,2,1385.0
2013,NUTS,2010,SI04,2,3345.0
2014,NUTS,2010,SI04,2,3392.0
2015,NUTS,2010,SI04,2,3215.0
2016,NUTS,2010,SI04,2,2982.0
2017,NUTS,2010,SI04,2,3483.0
2018,NUTS,2010,SI04,2,3720.0
2019,NUTS,2010,SI04,2,3917.0
2011,NUTS,2010,SK,0,10530.0
2012,NUTS,2010,SK,0,10595.0
2013,NUTS,2010,SK,0,10437.0
2014,NUTS,2010,SK,0,10657.0
2015,NUTS,2010,SK,0,10293.0
2016,NUTS,2010,SK,0,11068.0
2017,NUTS,2010,SK,0,11259.0
2018,NUTS,2010,SK,0,11843.0
2019,NUTS,2010,SK,0,11837.0
2020,NUTS,2010,SK,0,11808.0
2011,NUTS,2010,SK01,2,5655.0
2012,NUTS,2010,SK01,2,5415.0
2013,NUTS,2010,SK01,2,5231.0
2014,NUTS,2010,SK01,2,5029.0
2015,NUTS,2010,SK01,2,4702.0
2016,NUTS,2010,SK01,2,5451.0
2017,NUTS,2010,SK01,2,5378.0
2018,NUTS,2010,SK01,2,5734.0
2019,NUTS,2010,SK01,2,5838.0
2020,NUTS,2010,SK01,2,6039.0
2011,NUTS,2010,SK02,2,1436.0
2012,NUTS,2010,SK02,2,1484.0
2013,NUTS,2010,SK02,2,1698.0
2014,NUTS,2010,SK02,2,2072.0
2015,NUTS,2010,SK02,2,1960.0
2016,NUTS,2010,SK02,2,1788.0
2017,NUTS,2010,SK02,2,1908.0
2018,NUTS,2010,SK02,2,2002.0
2019,NUTS,2010,SK02,2,1914.0
2020,NUTS,2010,SK02,2,1883.0
2011,NUTS,2010,SK03,2,1503.0
2012,NUTS,2010,SK03,2,1707.0
2013,NUTS,2010,SK03,2,1554.0
2014,NUTS,2010,SK03,2,1617.0
2015,NUTS,2010,SK03,2,1630.0
2016,NUTS,2010,SK03,2,1888.0
2017,NUTS,2010,SK03,2,1909.0
2018,NUTS,2010,SK03,2,1910.0
2019,NUTS,2010,SK03,2,1736.0
2020,NUTS,2010,SK03,2,1637.0
2011,NUTS,2010,SK04,2,1936.0
2012,NUTS,2010,SK04,2,1989.0
2013,NUTS,2010,SK04,2,1954.0
2014,NUTS,2010,SK04,2,1939.0
2015,NUTS,2010,SK04,2,2001.0
2016,NUTS,2010,SK04,2,1941.0
2017,NUTS,2010,SK04,2,2064.0
2018,NUTS,2010,SK04,2,2197.0
2019,NUTS,2010,SK04,2,2349.0
2020,NUTS,2010,SK04,2,2249.0
2011,NUTS,2010,TR,0,48984.0
2012,NUTS,2010,TR,0,56081.0
2013,NUTS,2010,TR,0,60179.0
2014,NUTS,2010,TR,0,66974.0
2015,NUTS,2010,TR,0,71136.0
2016,NUTS,2010,TR,0,70414.0
2017,NUTS,2010,TR,0,78056.0
2018,NUTS,2010,TR,0,84701.0
2019,NUTS,2010,TR,0,90168.0
2020,NUTS,2010,TR,0,94682.0
2011,NUTS,2010,UK,0,161848.0
2012,NUTS,2010,UK,0,167375.0
2013,NUTS,2010,UK,0,177801.0
2014,NUTS,2010,UK,0,183012.0
2015,NUTS,2010,UK,0,191774.0
2016,NUTS,2010,UK,0,197576.0
2017,NUTS,2010,UK,0,201858.0
2018,NUTS,2010,UK,0,206687.0
2011,NUTS,2010,UKC,1,6268.0
2013,NUTS,2010,UKC,1,6901.0
2015,NUTS,2010,UKC,1,7492.0
2017,NUTS,2010,UKC,1,7831.0
2011,NUTS,2010,UKC1,2,2377.0
2013,NUTS,2010,UKC1,2,2709.0
2015,NUTS,2010,UKC1,2,2763.0
2017,NUTS,2010,UKC1,2,2777.0
2011,NUTS,2010,UKC2,2,3891.0
2013,NUTS,2010,UKC2,2,4191.0
2015,NUTS,2010,UKC2,2,4729.0
2017,NUTS,2010,UKC2,2,5054.0
2011,NUTS,2010,UKD,1,14350.0
2013,NUTS,2010,UKD,1,15698.0
2015,NUTS,2010,UKD,1,17473.0
2017,NUTS,2010,UKD,1,18549.0
2011,NUTS,2010,UKD1,2,322.0
2013,NUTS,2010,UKD1,2,301.0
2015,NUTS,2010,UKD1,2,341.0
2017,NUTS,2010,UKD1,2,375.0
2011,NUTS,2010,UKD3,2,7067.0
2013,NUTS,2010,UKD3,2,7349.0
2015,NUTS,2010,UKD3,2,8042.0
2017,NUTS,2010,UKD3,2,8433.0
2011,NUTS,2010,UKD4,2,2700.0
2013,NUTS,2010,UKD4,2,3151.0
2015,NUTS,2010,UKD4,2,3508.0
2017,NUTS,2010,UKD4,2,3819.0
2011,NUTS,2010,UKD6,2,968.0
2013,NUTS,2010,UKD6,2,1240.0
2015,NUTS,2010,UKD6,2,1301.0
2017,NUTS,2010,UKD6,2,1240.0
2011,NUTS,2010,UKD7,2,3294.0
2013,NUTS,2010,UKD7,2,3657.0
2015,NUTS,2010,UKD7,2,4282.0
2017,NUTS,2010,UKD7,2,4681.0
2011,NUTS,2010,UKE,1,12382.0
2013,NUTS,2010,UKE,1,13953.0
2015,NUTS,2010,UKE,1,15330.0
2017,NUTS,2010,UKE,1,16174.0
2011,NUTS,2010,UKE1,2,956.0
2013,NUTS,2010,UKE1,2,1210.0
2015,NUTS,2010,UKE1,2,1181.0
2017,NUTS,2010,UKE1,2,1163.0
2011,NUTS,2010,UKE2,2,2020.0
2013,NUTS,2010,UKE2,2,2204.0
2015,NUTS,2010,UKE2,2,2644.0
2017,NUTS,2010,UKE2,2,2681.0
2011,NUTS,2010,UKE3,2,4045.0
2013,NUTS,2010,UKE3,2,4609.0
2015,NUTS,2010,UKE3,2,4966.0
2017,NUTS,2010,UKE3,2,5250.0
2011,NUTS,2010,UKE4,2,5361.0
2013,NUTS,2010,UKE4,2,5931.0
2015,NUTS,2010,UKE4,2,6539.0
2017,NUTS,2010,UKE4,2,7080.0
2011,NUTS,2010,UKF,1,10892.0
2013,NUTS,2010,UKF,1,11680.0
2015,NUTS,2010,UKF,1,12537.0
2017,NUTS,2010,UKF,1,12827.0
2011,NUTS,2010,UKF1,2,6064.0
2013,NUTS,2010,UKF1,2,6679.0
2015,NUTS,2010,UKF1,2,7232.0
2017,NUTS,2010,UKF1,2,7490.0
2011,NUTS,2010,UKF2,2,4321.0
2013,NUTS,2010,UKF2,2,4433.0
2015,NUTS,2010,UKF2,2,4628.0
2017,NUTS,2010,UKF2,2,4635.0
2011,NUTS,2010,UKF3,2,507.0
2013,NUTS,2010,UKF3,2,568.0
2015,NUTS,2010,UKF3,2,677.0
2017,NUTS,2010,UKF3,2,702.0
2011,NUTS,2010,UKG,1,9721.0
2013,NUTS,2010,UKG,1,11210.0
2015,NUTS,2010,UKG,1,12671.0
2017,NUTS,2010,UKG,1,13592.0
2011,NUTS,2010,UKG1,2,747.0
2013,NUTS,2010,UKG1,2,955.0
2015,NUTS,2010,UKG1,2,1224.0
2017,NUTS,2010,UKG1,2,1460.0
2011,NUTS,2010,UKG2,2,881.0
2013,NUTS,2010,UKG2,2,1004.0
2015,NUTS,2010,UKG2,2,1377.0
2017,NUTS,2010,UKG2,2,1433.0
2011,NUTS,2010,UKG3,2,8094.0
2013,NUTS,2010,UKG3,2,9252.0
2015,NUTS,2010,UKG3,2,10071.0
2017,NUTS,2010,UKG3,2,10699.0
2011,NUTS,2010,UKH,1,16834.0
2013,NUTS,2010,UKH,1,17785.0
2015,NUTS,2010,UKH,1,18962.0
2017,NUTS,2010,UKH,1,19661.0
2011,NUTS,2010,UKH1,2,10907.0
2013,NUTS,2010,UKH1,2,11551.0
2015,NUTS,2010,UKH1,2,12403.0
2017,NUTS,2010,UKH1,2,13020.0
2011,NUTS,2010,UKH2,2,3700.0
2013,NUTS,2010,UKH2,2,4141.0
2015,NUTS,2010,UKH2,2,4185.0
2017,NUTS,2010,UKH2,2,4219.0
2011,NUTS,2010,UKH3,2,2227.0
2013,NUTS,2010,UKH3,2,2093.0
2015,NUTS,2010,UKH3,2,2374.0
2017,NUTS,2010,UKH3,2,2423.0
2011,NUTS,2010,UKI,1,30999.0
2013,NUTS,2010,UKI,1,32525.0
2015,NUTS,2010,UKI,1,34605.0
2017,NUTS,2010,UKI,1,36544.0
