year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_eur
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.07
2018,NUTS,2010,PT20,2,0.067
2019,NUTS,2010,PT20,2,0.15
2020,NUTS,2010,PT20,2,0.682
2011,NUTS,2010,PT3,1,1.717
2012,NUTS,2010,PT3,1,1.502
2013,NUTS,2010,PT3,1,0.087
2014,NUTS,2010,PT3,1,0.116
2015,NUTS,2010,PT3,1,0.147
2016,NUTS,2010,PT3,1,0.113
2017,NUTS,2010,PT3,1,0.168
2018,NUTS,2010,PT3,1,0.067
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.05
2011,NUTS,2010,PT30,2,1.717
2012,NUTS,2010,PT30,2,1.502
2013,NUTS,2010,PT30,2,0.087
2014,NUTS,2010,PT30,2,0.116
2015,NUTS,2010,PT30,2,0.147
2016,NUTS,2010,PT30,2,0.113
2017,NUTS,2010,PT30,2,0.168
2018,NUTS,2010,PT30,2,0.067
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.05
2011,NUTS,2010,RO,0,2.482
2012,NUTS,2010,RO,0,2.554
2013,NUTS,2010,RO,0,2.204
2014,NUTS,2010,RO,0,2.134
2015,NUTS,2010,RO,0,2.338
2016,NUTS,2010,RO,0,1.899
2017,NUTS,2010,RO,0,2.734
2018,NUTS,2010,RO,0,2.263
2019,NUTS,2010,RO,0,2.222
2020,NUTS,2010,RO,0,3.14
2011,NUTS,2010,RO1,1,0.276
2012,NUTS,2010,RO1,1,0.484
2013,NUTS,2010,RO1,1,0.071
2014,NUTS,2010,RO1,1,0.079
2015,NUTS,2010,RO1,1,0.25
2016,NUTS,2010,RO1,1,0.257
2017,NUTS,2010,RO1,1,0.744
2018,NUTS,2010,RO1,1,0.823
2019,NUTS,2010,RO1,1,0.929
2011,NUTS,2010,RO11,2,0.267
2012,NUTS,2010,RO11,2,0.484
2013,NUTS,2010,RO11,2,0.071
2014,NUTS,2010,RO11,2,0.052
2015,NUTS,2010,RO11,2,0.238
2016,NUTS,2010,RO11,2,0.248
2017,NUTS,2010,RO11,2,0.744
2018,NUTS,2010,RO11,2,0.823
2019,NUTS,2010,RO11,2,0.929
2011,NUTS,2010,RO12,2,0.01
2014,NUTS,2010,RO12,2,0.027
2015,NUTS,2010,RO12,2,0.012
2016,NUTS,2010,RO12,2,0.009
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.016
2012,NUTS,2010,RO2,1,0.01
2013,NUTS,2010,RO2,1,0.014
2014,NUTS,2010,RO2,1,0.008
2015,NUTS,2010,RO2,1,0.019
2016,NUTS,2010,RO2,1,0.025
2017,NUTS,2010,RO2,1,0.034
2018,NUTS,2010,RO2,1,0.01
2019,NUTS,2010,RO2,1,0.008
2011,NUTS,2010,RO21,2,0.015
2012,NUTS,2010,RO21,2,0.01
2013,NUTS,2010,RO21,2,0.014
2014,NUTS,2010,RO21,2,0.002
2015,NUTS,2010,RO21,2,0.007
2016,NUTS,2010,RO21,2,0.002
2017,NUTS,2010,RO21,2,0.013
2018,NUTS,2010,RO21,2,0.003
2019,NUTS,2010,RO21,2,0.002
2011,NUTS,2010,RO22,2,0.0
2012,NUTS,2010,RO22,2,0.0
2014,NUTS,2010,RO22,2,0.006
2015,NUTS,2010,RO22,2,0.013
2016,NUTS,2010,RO22,2,0.023
2017,NUTS,2010,RO22,2,0.021
2018,NUTS,2010,RO22,2,0.007
2019,NUTS,2010,RO22,2,0.006
2011,NUTS,2010,RO3,1,0.51
2012,NUTS,2010,RO3,1,2.056
2013,NUTS,2010,RO3,1,2.102
2014,NUTS,2010,RO3,1,1.924
2015,NUTS,2010,RO3,1,1.948
2016,NUTS,2010,RO3,1,1.497
2017,NUTS,2010,RO3,1,1.957
2018,NUTS,2010,RO3,1,1.43
2019,NUTS,2010,RO3,1,1.285
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.001
2019,NUTS,2010,RO31,2,0.001
2011,NUTS,2010,RO32,2,0.51
2012,NUTS,2010,RO32,2,2.056
2013,NUTS,2010,RO32,2,2.102
2014,NUTS,2010,RO32,2,1.924
2015,NUTS,2010,RO32,2,1.948
2016,NUTS,2010,RO32,2,1.497
2017,NUTS,2010,RO32,2,1.957
2018,NUTS,2010,RO32,2,1.43
2019,NUTS,2010,RO32,2,1.285
2011,NUTS,2010,RO4,1,1.68
2012,NUTS,2010,RO4,1,0.004
2013,NUTS,2010,RO4,1,0.017
2014,NUTS,2010,RO4,1,0.123
2015,NUTS,2010,RO4,1,0.121
2016,NUTS,2010,RO4,1,0.12
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,1.677
2013,NUTS,2010,RO41,2,0.005
2014,NUTS,2010,RO41,2,0.004
2015,NUTS,2010,RO41,2,0.004
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.002
2012,NUTS,2010,RO42,2,0.004
2013,NUTS,2010,RO42,2,0.012
2014,NUTS,2010,RO42,2,0.119
2015,NUTS,2010,RO42,2,0.117
2016,NUTS,2010,RO42,2,0.12
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.309
2012,NUTS,2010,RS,0,0.179
2013,NUTS,2010,RS,0,0.078
2014,NUTS,2010,RS,0,0.073
2015,NUTS,2010,RS,0,0.471
2016,NUTS,2010,RS,0,0.331
2017,NUTS,2010,RS,0,0.26
2018,NUTS,2010,RS,0,0.023
2019,NUTS,2010,RS,0,0.02
2020,NUTS,2010,RS,0,0.033
2018,NUTS,2010,RS1,1,0.023
2019,NUTS,2010,RS1,1,0.02
2020,NUTS,2010,RS1,1,0.033
2018,NUTS,2010,RS11,2,0.016
2019,NUTS,2010,RS11,2,0.011
2020,NUTS,2010,RS11,2,0.028
2018,NUTS,2010,RS12,2,0.008
2019,NUTS,2010,RS12,2,0.009
2020,NUTS,2010,RS12,2,0.005
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,26.113
2012,NUTS,2010,RU,0,31.786
2013,NUTS,2010,RU,0,22.189
2014,NUTS,2010,RU,0,21.285
2015,NUTS,2010,RU,0,18.376
2017,NUTS,2010,RU,0,64.111
2018,NUTS,2010,RU,0,41.581
2019,NUTS,2010,RU,0,67.101
2011,NUTS,2010,SE,0,41.861
2012,NUTS,2010,SE,0,40.671
2013,NUTS,2010,SE,0,32.364
2014,NUTS,2010,SE,0,32.753
2015,NUTS,2010,SE,0,27.156
2016,NUTS,2010,SE,0,29.359
2017,NUTS,2010,SE,0,19.201
2018,NUTS,2010,SE,0,17.644
2019,NUTS,2010,SE,0,18.793
2020,NUTS,2010,SE,0,19.552
2011,NUTS,2010,SI,0,0.469
2012,NUTS,2010,SI,0,0.442
2013,NUTS,2010,SI,0,0.374
2014,NUTS,2010,SI,0,0.364
2015,NUTS,2010,SI,0,0.337
2016,NUTS,2010,SI,0,0.201
2017,NUTS,2010,SI,0,1.748
2018,NUTS,2010,SI,0,2.981
2019,NUTS,2010,SI,0,6.069
2020,NUTS,2010,SI,0,7.085
2011,NUTS,2010,SI0,1,0.469
2012,NUTS,2010,SI0,1,0.044
2013,NUTS,2010,SI0,1,0.374
2014,NUTS,2010,SI0,1,0.364
2015,NUTS,2010,SI0,1,0.337
2016,NUTS,2010,SI0,1,0.201
2017,NUTS,2010,SI0,1,1.748
2018,NUTS,2010,SI0,1,2.981
2019,NUTS,2010,SI0,1,6.069
2013,NUTS,2010,SI03,2,0.181
2014,NUTS,2010,SI03,2,0.176
2015,NUTS,2010,SI03,2,0.136
2016,NUTS,2010,SI03,2,0.126
2018,NUTS,2010,SI03,2,0.031
2013,NUTS,2010,SI04,2,0.192
2014,NUTS,2010,SI04,2,0.188
2015,NUTS,2010,SI04,2,0.201
2016,NUTS,2010,SI04,2,0.074
2018,NUTS,2010,SI04,2,2.951
2011,NUTS,2010,SK,0,1.007
2012,NUTS,2010,SK,0,0.6
2013,NUTS,2010,SK,0,0.922
2014,NUTS,2010,SK,0,2.728
2015,NUTS,2010,SK,0,3.673
2016,NUTS,2010,SK,0,3.116
2017,NUTS,2010,SK,0,3.046
2018,NUTS,2010,SK,0,3.185
2019,NUTS,2010,SK,0,0.231
2020,NUTS,2010,SK,0,0.21
2011,NUTS,2010,SK0,1,1.007
2012,NUTS,2010,SK0,1,0.6
2013,NUTS,2010,SK0,1,0.922
2014,NUTS,2010,SK0,1,2.728
2015,NUTS,2010,SK0,1,3.673
2016,NUTS,2010,SK0,1,3.116
2017,NUTS,2010,SK0,1,3.046
2018,NUTS,2010,SK0,1,3.185
2019,NUTS,2010,SK0,1,0.231
2020,NUTS,2010,SK0,1,0.21
2011,NUTS,2010,SK01,2,0.479
2012,NUTS,2010,SK01,2,0.201
2013,NUTS,2010,SK01,2,0.269
2014,NUTS,2010,SK01,2,0.24
2015,NUTS,2010,SK01,2,0.412
2016,NUTS,2010,SK01,2,0.435
2017,NUTS,2010,SK01,2,0.837
2018,NUTS,2010,SK01,2,0.955
2019,NUTS,2010,SK01,2,0.174
2020,NUTS,2010,SK01,2,0.101
2011,NUTS,2010,SK02,2,0.281
2012,NUTS,2010,SK02,2,0.013
2013,NUTS,2010,SK02,2,0.262
2014,NUTS,2010,SK02,2,2.442
2015,NUTS,2010,SK02,2,2.982
2016,NUTS,2010,SK02,2,2.309
2017,NUTS,2010,SK02,2,1.928
2018,NUTS,2010,SK02,2,1.779
2019,NUTS,2010,SK02,2,0.011
2020,NUTS,2010,SK02,2,0.093
2011,NUTS,2010,SK03,2,0.194
2012,NUTS,2010,SK03,2,0.318
2013,NUTS,2010,SK03,2,0.267
2014,NUTS,2010,SK03,2,0.031
2015,NUTS,2010,SK03,2,0.027
2016,NUTS,2010,SK03,2,0.2
2017,NUTS,2010,SK03,2,0.196
2018,NUTS,2010,SK03,2,0.343
2019,NUTS,2010,SK03,2,0.019
2020,NUTS,2010,SK03,2,0.016
2011,NUTS,2010,SK04,2,0.053
2012,NUTS,2010,SK04,2,0.068
2013,NUTS,2010,SK04,2,0.125
2014,NUTS,2010,SK04,2,0.015
2015,NUTS,2010,SK04,2,0.252
2016,NUTS,2010,SK04,2,0.172
2017,NUTS,2010,SK04,2,0.085
2018,NUTS,2010,SK04,2,0.108
2019,NUTS,2010,SK04,2,0.028
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,571.61
2012,NUTS,2010,UK,0,634.85
2013,NUTS,2010,UK,0,610.032
2014,NUTS,2010,UK,0,687.26
2015,NUTS,2010,UK,0,874.208
2016,NUTS,2010,UK,0,852.593
2017,NUTS,2010,UK,0,860.386
2018,NUTS,2010,UK,0,930.711
2019,NUTS,2010,UK,0,1024.151
2011,NUTS,2010,UKC,1,25.233
2012,NUTS,2010,UKC,1,27.994
2014,NUTS,2010,UKC,1,20.593
2015,NUTS,2010,UKC,1,47.672
2016,NUTS,2010,UKC,1,46.492
2011,NUTS,2010,UKC1,2,22.468
2012,NUTS,2010,UKC1,2,24.911
2014,NUTS,2010,UKC1,2,18.112
2015,NUTS,2010,UKC1,2,46.294
2016,NUTS,2010,UKC1,2,45.15
2011,NUTS,2010,UKC2,2,2.765
2012,NUTS,2010,UKC2,2,3.083
2014,NUTS,2010,UKC2,2,2.481
2015,NUTS,2010,UKC2,2,1.378
2016,NUTS,2010,UKC2,2,1.342
2011,NUTS,2010,UKD,1,4.263
2012,NUTS,2010,UKD,1,4.686
2014,NUTS,2010,UKD,1,54.088
2015,NUTS,2010,UKD,1,1.102
2016,NUTS,2010,UKD,1,1.098
2011,NUTS,2010,UKD1,2,0.23
2012,NUTS,2010,UKD1,2,0.247
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.346
2012,NUTS,2010,UKD3,2,0.37
2014,NUTS,2010,UKD3,2,0.248
2015,NUTS,2010,UKD3,2,0.276
2016,NUTS,2010,UKD3,2,0.244
2011,NUTS,2010,UKD4,2,2.42
2012,NUTS,2010,UKD4,2,2.713
2014,NUTS,2010,UKD4,2,0.124
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.691
2012,NUTS,2010,UKD6,2,0.74
2014,NUTS,2010,UKD6,2,0.372
2015,NUTS,2010,UKD6,2,0.413
2016,NUTS,2010,UKD6,2,0.488
2011,NUTS,2010,UKD7,2,0.576
2012,NUTS,2010,UKD7,2,0.617
2014,NUTS,2010,UKD7,2,53.343
2015,NUTS,2010,UKD7,2,0.413
2016,NUTS,2010,UKD7,2,0.366
2011,NUTS,2010,UKE,1,1.613
2012,NUTS,2010,UKE,1,1.85
2013,NUTS,2010,UKE,1,5.063
2014,NUTS,2010,UKE,1,5.707
2015,NUTS,2010,UKE,1,5.098
2016,NUTS,2010,UKE,1,4.881
2017,NUTS,2010,UKE,1,3.536
2018,NUTS,2010,UKE,1,3.843
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.118
2014,NUTS,2010,UKE2,2,0.124
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,1.613
2012,NUTS,2010,UKE3,2,1.85
2013,NUTS,2010,UKE3,2,1.648
2014,NUTS,2010,UKE3,2,1.861
2015,NUTS,2010,UKE3,2,4.96
2016,NUTS,2010,UKE3,2,4.759
2017,NUTS,2010,UKE3,2,3.536
2018,NUTS,2010,UKE3,2,3.73
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2014,NUTS,2010,UKE4,2,3.722
2015,NUTS,2010,UKE4,2,0.138
2016,NUTS,2010,UKE4,2,0.122
2017,NUTS,2010,UKE4,2,0.114
2018,NUTS,2010,UKE4,2,0.113
2011,NUTS,2010,UKF,1,4.148
2012,NUTS,2010,UKF,1,4.563
2013,NUTS,2010,UKF,1,2.59
2014,NUTS,2010,UKF,1,2.977
2015,NUTS,2010,UKF,1,2.342
2016,NUTS,2010,UKF,1,2.197
2017,NUTS,2010,UKF,1,2.509
2018,NUTS,2010,UKF,1,2.713
2011,NUTS,2010,UKF1,2,0.115
2012,NUTS,2010,UKF1,2,0.123
2014,NUTS,2010,UKF1,2,0.124
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,4.033
2012,NUTS,2010,UKF2,2,4.44
2013,NUTS,2010,UKF2,2,2.473
2014,NUTS,2010,UKF2,2,2.853
2015,NUTS,2010,UKF2,2,2.342
2016,NUTS,2010,UKF2,2,2.197
2017,NUTS,2010,UKF2,2,2.509
2018,NUTS,2010,UKF2,2,2.713
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,4.494
2012,NUTS,2010,UKG,1,4.933
2013,NUTS,2010,UKG,1,0.471
2014,NUTS,2010,UKG,1,0.496
2017,NUTS,2010,UKG,1,11.977
2018,NUTS,2010,UKG,1,12.999
2011,NUTS,2010,UKG1,2,2.765
2012,NUTS,2010,UKG1,2,3.083
2014,NUTS,2010,UKG1,2,0.124
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,1.383
2012,NUTS,2010,UKG2,2,1.48
2014,NUTS,2010,UKG2,2,0.248
2018,NUTS,2010,UKG2,2,2.035
2011,NUTS,2010,UKG3,2,0.346
2012,NUTS,2010,UKG3,2,0.37
2014,NUTS,2010,UKG3,2,0.124
2018,NUTS,2010,UKG3,2,10.964
2011,NUTS,2010,UKH,1,250.029
2012,NUTS,2010,UKH,1,277.716
2013,NUTS,2010,UKH,1,306.017
2014,NUTS,2010,UKH,1,344.746
2017,NUTS,2010,UKH,1,262.576
2018,NUTS,2010,UKH,1,284.051
2011,NUTS,2010,UKH1,2,229.404
2012,NUTS,2010,UKH1,2,254.779
2013,NUTS,2010,UKH1,2,225.833
2014,NUTS,2010,UKH1,2,254.435
2018,NUTS,2010,UKH1,2,209.789
2011,NUTS,2010,UKH2,2,20.625
2012,NUTS,2010,UKH2,2,22.938
2014,NUTS,2010,UKH2,2,88.699
2018,NUTS,2010,UKH2,2,74.263
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,1.613
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,134.232
2012,NUTS,2010,UKI,1,149.094
2013,NUTS,2010,UKI,1,173.908
2014,NUTS,2010,UKI,1,195.881
2015,NUTS,2010,UKI,1,261.918
2016,NUTS,2010,UKI,1,255.4
2017,NUTS,2010,UKI,1,367.971
2018,NUTS,2010,UKI,1,398.101
2011,NUTS,2010,UKI3,2,117.41
2012,NUTS,2010,UKI3,2,130.349
2014,NUTS,2010,UKI3,2,118.968
2015,NUTS,2010,UKI3,2,144.255
2016,NUTS,2010,UKI3,2,140.696
2017,NUTS,2010,UKI3,2,202.578
2018,NUTS,2010,UKI3,2,219.17
2011,NUTS,2010,UKI4,2,11.061
2012,NUTS,2010,UKI4,2,12.332
2014,NUTS,2010,UKI4,2,3.722
2015,NUTS,2010,UKI4,2,13.089
2016,NUTS,2010,UKI4,2,12.813
2017,NUTS,2010,UKI4,2,18.478
2018,NUTS,2010,UKI4,2,20.007
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,1.378
2016,NUTS,2010,UKI5,2,1.342
2017,NUTS,2010,UKI5,2,2.053
2018,NUTS,2010,UKI5,2,2.148
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2014,NUTS,2010,UKI6,2,73.192
2015,NUTS,2010,UKI6,2,37.2
2016,NUTS,2010,UKI6,2,36.364
2017,NUTS,2010,UKI6,2,52.355
2018,NUTS,2010,UKI6,2,56.629
2011,NUTS,2010,UKI7,2,5.761
2012,NUTS,2010,UKI7,2,6.413
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,65.858
2016,NUTS,2010,UKI7,2,64.186
2017,NUTS,2010,UKI7,2,92.506
2018,NUTS,2010,UKI7,2,100.147
2011,NUTS,2010,UKJ,1,122.825
2012,NUTS,2010,UKJ,1,136.392
2013,NUTS,2010,UKJ,1,24.255
2014,NUTS,2010,UKJ,1,27.292
2015,NUTS,2010,UKJ,1,120.97
2016,NUTS,2010,UKJ,1,117.999
2017,NUTS,2010,UKJ,1,97.297
2018,NUTS,2010,UKJ,1,105.233
2011,NUTS,2010,UKJ1,2,56.458
2012,NUTS,2010,UKJ1,2,62.646
2013,NUTS,2010,UKJ1,2,10.008
2014,NUTS,2010,UKJ1,2,11.289
2015,NUTS,2010,UKJ1,2,18.049
2016,NUTS,2010,UKJ1,2,17.572
2017,NUTS,2010,UKJ1,2,14.486
2018,NUTS,2010,UKJ1,2,15.712
2011,NUTS,2010,UKJ2,2,66.021
2012,NUTS,2010,UKJ2,2,73.375
2013,NUTS,2010,UKJ2,2,13.423
2014,NUTS,2010,UKJ2,2,15.135
2015,NUTS,2010,UKJ2,2,96.859
2016,NUTS,2010,UKJ2,2,94.448
2017,NUTS,2010,UKJ2,2,77.906
2018,NUTS,2010,UKJ2,2,84.209
2011,NUTS,2010,UKJ3,2,0.346
2012,NUTS,2010,UKJ3,2,0.37
2014,NUTS,2010,UKJ3,2,0.744
2015,NUTS,2010,UKJ3,2,6.062
2016,NUTS,2010,UKJ3,2,5.979
2017,NUTS,2010,UKJ3,2,4.905
2018,NUTS,2010,UKJ3,2,5.313
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2014,NUTS,2010,UKJ4,2,0.124
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,12.098
2012,NUTS,2010,UKK,1,13.442
2013,NUTS,2010,UKK,1,20.37
2014,NUTS,2010,UKK,1,22.95
2015,NUTS,2010,UKK,1,26.454
2016,NUTS,2010,UKK,1,25.869
2017,NUTS,2010,UKK,1,18.592
2018,NUTS,2010,UKK,1,20.12
2011,NUTS,2010,UKK1,2,1.498
2012,NUTS,2010,UKK1,2,1.603
2014,NUTS,2010,UKK1,2,1.489
2015,NUTS,2010,UKK1,2,1.24
2016,NUTS,2010,UKK1,2,1.098
2017,NUTS,2010,UKK1,2,0.798
2018,NUTS,2010,UKK1,2,0.904
2011,NUTS,2010,UKK2,2,0.461
2012,NUTS,2010,UKK2,2,0.617
2014,NUTS,2010,UKK2,2,3.846
2015,NUTS,2010,UKK2,2,3.72
2016,NUTS,2010,UKK2,2,3.539
2017,NUTS,2010,UKK2,2,2.624
2018,NUTS,2010,UKK2,2,2.826
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,10.139
2012,NUTS,2010,UKK4,2,11.222
2013,NUTS,2010,UKK4,2,15.66
2014,NUTS,2010,UKK4,2,17.616
2015,NUTS,2010,UKK4,2,21.631
2016,NUTS,2010,UKK4,2,21.11
2017,NUTS,2010,UKK4,2,15.171
2018,NUTS,2010,UKK4,2,16.503
2011,NUTS,2010,UKL,1,2.074
2012,NUTS,2010,UKL,1,2.343
2013,NUTS,2010,UKL,1,1.766
2014,NUTS,2010,UKL,1,1.985
2011,NUTS,2010,UKL1,2,1.613
2012,NUTS,2010,UKL1,2,1.85
2014,NUTS,2010,UKL1,2,1.861
2011,NUTS,2010,UKL2,2,0.461
2012,NUTS,2010,UKL2,2,0.493
2014,NUTS,2010,UKL2,2,0.124
2011,NUTS,2010,UKM,1,10.255
2012,NUTS,2010,UKM,1,11.345
2013,NUTS,2010,UKM,1,9.184
2014,NUTS,2010,UKM,1,10.421
2015,NUTS,2010,UKM,1,43.952
2016,NUTS,2010,UKM,1,42.831
2017,NUTS,2010,UKM,1,45.055
2018,NUTS,2010,UKM,1,48.717
2011,NUTS,2010,UKM2,2,6.107
2012,NUTS,2010,UKM2,2,6.783
2013,NUTS,2010,UKM2,2,4.357
2014,NUTS,2010,UKM2,2,4.962
2015,NUTS,2010,UKM2,2,6.2
2016,NUTS,2010,UKM2,2,5.979
2017,NUTS,2010,UKM2,2,6.274
2011,NUTS,2010,UKM3,2,0.23
2012,NUTS,2010,UKM3,2,0.247
2014,NUTS,2010,UKM3,2,0.248
2015,NUTS,2010,UKM3,2,33.067
2016,NUTS,2010,UKM3,2,32.215
2017,NUTS,2010,UKM3,2,33.877
2011,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2011,NUTS,2010,UKM6,2,3.918
2012,NUTS,2010,UKM6,2,4.316
2014,NUTS,2010,UKM6,2,5.21
2015,NUTS,2010,UKM6,2,4.685
2016,NUTS,2010,UKM6,2,4.637
2017,NUTS,2010,UKM6,2,4.905
2018,NUTS,2010,UKM6,2,5.2
2014,NUTS,2010,UKM7,2,4.962
2015,NUTS,2010,UKM7,2,6.2
2016,NUTS,2010,UKM7,2,5.979
2017,NUTS,2010,UKM7,2,6.274
2018,NUTS,2010,UKM7,2,6.895
2014,NUTS,2010,UKM8,2,0.248
2015,NUTS,2010,UKM8,2,33.067
2016,NUTS,2010,UKM8,2,32.215
2017,NUTS,2010,UKM8,2,33.877
2018,NUTS,2010,UKM8,2,36.623
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.346
2012,NUTS,2010,UKN,1,0.37
2014,NUTS,2010,UKN,1,0.124
2011,NUTS,2010,UKN0,2,0.346
2012,NUTS,2010,UKN0,2,0.37
2014,NUTS,2010,UKN0,2,0.124
2011,NUTS,2010,US,0,13140.086
2012,NUTS,2010,US,0,13900.996
2013,NUTS,2010,US,0,14065.959
2014,NUTS,2010,US,0,14916.824
2015,NUTS,2010,US,0,18733.664
2016,NUTS,2010,US,0,20644.141
2017,NUTS,2010,US,0,22413.03
2018,NUTS,2010,US,0,22621.507
2019,NUTS,2010,US,0,24970.076
