year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_eur
2020,NUTS,2010,LU,0,160.4
2011,NUTS,2010,LU0,1,67.436
2012,NUTS,2010,LU0,1,94.778
2013,NUTS,2010,LU0,1,112.378
2014,NUTS,2010,LU0,1,110.4
2015,NUTS,2010,LU0,1,123.2
2016,NUTS,2010,LU0,1,135.7
2017,NUTS,2010,LU0,1,146.8
2018,NUTS,2010,LU0,1,145.9
2019,NUTS,2010,LU0,1,161.3
2020,NUTS,2010,LU0,1,160.4
2011,NUTS,2010,LU00,2,67.436
2012,NUTS,2010,LU00,2,94.778
2013,NUTS,2010,LU00,2,112.378
2014,NUTS,2010,LU00,2,110.4
2015,NUTS,2010,LU00,2,123.2
2016,NUTS,2010,LU00,2,135.7
2017,NUTS,2010,LU00,2,146.8
2018,NUTS,2010,LU00,2,145.9
2019,NUTS,2010,LU00,2,161.3
2020,NUTS,2010,LU00,2,160.4
2011,NUTS,2010,LV,0,68.808
2012,NUTS,2010,LV,0,73.735
2013,NUTS,2010,LV,0,59.914
2014,NUTS,2010,LV,0,66.0
2015,NUTS,2010,LV,0,75.6
2016,NUTS,2010,LV,0,48.3
2017,NUTS,2010,LV,0,64.4
2018,NUTS,2010,LV,0,97.5
2019,NUTS,2010,LV,0,107.0
2020,NUTS,2010,LV,0,104.6
2011,NUTS,2010,LV0,1,68.808
2012,NUTS,2010,LV0,1,73.735
2013,NUTS,2010,LV0,1,59.914
2014,NUTS,2010,LV0,1,66.0
2015,NUTS,2010,LV0,1,75.6
2016,NUTS,2010,LV0,1,48.3
2017,NUTS,2010,LV0,1,64.4
2018,NUTS,2010,LV0,1,97.5
2019,NUTS,2010,LV0,1,107.0
2020,NUTS,2010,LV0,1,104.6
2011,NUTS,2010,LV00,2,68.808
2012,NUTS,2010,LV00,2,73.735
2013,NUTS,2010,LV00,2,59.914
2014,NUTS,2010,LV00,2,66.0
2015,NUTS,2010,LV00,2,75.6
2016,NUTS,2010,LV00,2,48.3
2017,NUTS,2010,LV00,2,64.4
2018,NUTS,2010,LV00,2,97.5
2019,NUTS,2010,LV00,2,107.0
2020,NUTS,2010,LV00,2,104.6
2011,NUTS,2010,ME,0,4.554
2013,NUTS,2010,ME,0,4.03
2014,NUTS,2010,ME,0,4.694
2015,NUTS,2010,ME,0,6.39
2016,NUTS,2010,ME,0,7.352
2017,NUTS,2010,ME,0,7.442
2018,NUTS,2010,ME,0,7.818
2011,NUTS,2010,ME0,1,4.554
2013,NUTS,2010,ME0,1,4.03
2014,NUTS,2010,ME0,1,4.694
2015,NUTS,2010,ME0,1,6.39
2016,NUTS,2010,ME0,1,7.352
2017,NUTS,2010,ME0,1,7.442
2018,NUTS,2010,ME0,1,7.818
2011,NUTS,2010,ME00,2,4.554
2013,NUTS,2010,ME00,2,4.03
2014,NUTS,2010,ME00,2,4.694
2015,NUTS,2010,ME00,2,6.39
2016,NUTS,2010,ME00,2,7.352
2017,NUTS,2010,ME00,2,7.442
2018,NUTS,2010,ME00,2,7.818
2015,NUTS,2010,MK,0,27.354
2016,NUTS,2010,MK,0,26.539
2017,NUTS,2010,MK,0,21.64
2018,NUTS,2010,MK,0,22.664
2019,NUTS,2010,MK,0,25.586
2020,NUTS,2010,MK,0,25.711
2015,NUTS,2010,MK0,1,27.354
2016,NUTS,2010,MK0,1,26.539
2017,NUTS,2010,MK0,1,21.64
2018,NUTS,2010,MK0,1,22.664
2019,NUTS,2010,MK0,1,25.586
2020,NUTS,2010,MK0,1,25.711
2015,NUTS,2010,MK00,2,27.354
2016,NUTS,2010,MK00,2,26.539
2017,NUTS,2010,MK00,2,21.64
2018,NUTS,2010,MK00,2,22.664
2019,NUTS,2010,MK00,2,25.586
2020,NUTS,2010,MK00,2,25.711
2011,NUTS,2010,MT,0,14.237
2012,NUTS,2010,MT,0,20.807
2013,NUTS,2010,MT,0,22.883
2014,NUTS,2010,MT,0,21.037
2015,NUTS,2010,MT,0,22.96
2016,NUTS,2010,MT,0,21.572
2017,NUTS,2010,MT,0,22.248
2018,NUTS,2010,MT,0,26.773
2019,NUTS,2010,MT,0,29.689
2020,NUTS,2010,MT,0,30.736
2011,NUTS,2010,MT0,1,14.237
2012,NUTS,2010,MT0,1,20.807
2013,NUTS,2010,MT0,1,22.883
2014,NUTS,2010,MT0,1,21.037
2015,NUTS,2010,MT0,1,22.96
2016,NUTS,2010,MT0,1,21.572
2017,NUTS,2010,MT0,1,22.248
2018,NUTS,2010,MT0,1,26.773
2019,NUTS,2010,MT0,1,29.689
2020,NUTS,2010,MT0,1,30.736
2011,NUTS,2010,MT00,2,14.237
2012,NUTS,2010,MT00,2,20.807
2013,NUTS,2010,MT00,2,22.883
2014,NUTS,2010,MT00,2,21.037
2015,NUTS,2010,MT00,2,22.96
2016,NUTS,2010,MT00,2,21.572
2017,NUTS,2010,MT00,2,22.248
2018,NUTS,2010,MT00,2,26.773
2019,NUTS,2010,MT00,2,29.689
2020,NUTS,2010,MT00,2,30.736
2011,NUTS,2010,NL,0,3994.174
2012,NUTS,2010,NL,0,3953.353
2013,NUTS,2010,NL,0,4092.0
2014,NUTS,2010,NL,0,4262.0
2015,NUTS,2010,NL,0,4393.0
2016,NUTS,2010,NL,0,4304.0
2017,NUTS,2010,NL,0,4506.0
2018,NUTS,2010,NL,0,4585.0
2019,NUTS,2010,NL,0,4900.0
2020,NUTS,2010,NL,0,4975.0
2011,NUTS,2010,NO,0,1829.676
2012,NUTS,2010,NO,0,2011.879
2013,NUTS,2010,NO,0,2049.675
2014,NUTS,2010,NO,0,2001.341
2015,NUTS,2010,NO,0,2090.451
2016,NUTS,2010,NO,0,2221.17
2017,NUTS,2010,NO,0,2500.483
2018,NUTS,2010,NO,0,2625.788
2019,NUTS,2010,NO,0,2673.265
2020,NUTS,2010,NO,0,2407.608
2011,NUTS,2010,NO0,1,1829.676
2012,NUTS,2010,NO0,1,2011.879
2013,NUTS,2010,NO0,1,2049.675
2014,NUTS,2010,NO0,1,2001.341
2015,NUTS,2010,NO0,1,2090.451
2016,NUTS,2010,NO0,1,2221.17
2017,NUTS,2010,NO0,1,2500.483
2018,NUTS,2010,NO0,1,2625.684
2019,NUTS,2010,NO0,1,2673.265
2011,NUTS,2010,NO01,2,760.644
2012,NUTS,2010,NO01,2,855.494
2013,NUTS,2010,NO01,2,870.816
2014,NUTS,2010,NO01,2,844.585
2015,NUTS,2010,NO01,2,900.767
2016,NUTS,2010,NO01,2,960.541
2017,NUTS,2010,NO01,2,1072.939
2018,NUTS,2010,NO01,2,1167.596
2019,NUTS,2010,NO01,2,1141.446
2011,NUTS,2010,NO02,2,22.583
2012,NUTS,2010,NO02,2,24.241
2013,NUTS,2010,NO02,2,29.974
2014,NUTS,2010,NO02,2,29.565
2015,NUTS,2010,NO02,2,30.929
2016,NUTS,2010,NO02,2,32.829
2017,NUTS,2010,NO02,2,44.827
2018,NUTS,2010,NO02,2,46.262
2019,NUTS,2010,NO02,2,49.517
2011,NUTS,2010,NO03,2,34.773
2012,NUTS,2010,NO03,2,38.755
2013,NUTS,2010,NO03,2,40.862
2014,NUTS,2010,NO03,2,40.338
2015,NUTS,2010,NO03,2,49.075
2016,NUTS,2010,NO03,2,50.589
2017,NUTS,2010,NO03,2,71.62
2018,NUTS,2010,NO03,2,74.499
2019,NUTS,2010,NO03,2,76.306
2011,NUTS,2010,NO04,2,105.474
2012,NUTS,2010,NO04,2,113.376
2013,NUTS,2010,NO04,2,114.645
2014,NUTS,2010,NO04,2,111.678
2015,NUTS,2010,NO04,2,113.391
2016,NUTS,2010,NO04,2,118.937
2017,NUTS,2010,NO04,2,145.513
2018,NUTS,2010,NO04,2,148.997
2019,NUTS,2010,NO04,2,154.572
2011,NUTS,2010,NO05,2,322.581
2012,NUTS,2010,NO05,2,338.363
2013,NUTS,2010,NO05,2,337.915
2014,NUTS,2010,NO05,2,333.477
2015,NUTS,2010,NO05,2,349.368
2016,NUTS,2010,NO05,2,378.232
2017,NUTS,2010,NO05,2,421.143
2018,NUTS,2010,NO05,2,438.448
2019,NUTS,2010,NO05,2,457.289
2011,NUTS,2010,NO06,2,362.101
2012,NUTS,2010,NO06,2,384.624
2013,NUTS,2010,NO06,2,421.945
2014,NUTS,2010,NO06,2,414.153
2015,NUTS,2010,NO06,2,403.728
2016,NUTS,2010,NO06,2,423.977
2017,NUTS,2010,NO06,2,461.917
2018,NUTS,2010,NO06,2,478.771
2019,NUTS,2010,NO06,2,517.293
2011,NUTS,2010,NO07,2,221.598
2012,NUTS,2010,NO07,2,257.027
2013,NUTS,2010,NO07,2,233.517
2014,NUTS,2010,NO07,2,227.545
2015,NUTS,2010,NO07,2,243.195
2016,NUTS,2010,NO07,2,256.065
2017,NUTS,2010,NO07,2,282.524
2018,NUTS,2010,NO07,2,271.112
2019,NUTS,2010,NO07,2,276.842
2011,NUTS,2010,PL,0,995.559
2012,NUTS,2010,PL,0,1181.017
2013,NUTS,2010,PL,0,1005.432
2014,NUTS,2010,PL,0,1126.784
2015,NUTS,2010,PL,0,1246.433
2016,NUTS,2010,PL,0,1290.429
2017,NUTS,2010,PL,0,1589.124
2018,NUTS,2010,PL,0,1905.831
2019,NUTS,2010,PL,0,2508.245
2020,NUTS,2010,PL,0,2548.818
2011,NUTS,2010,PL1,1,320.924
2012,NUTS,2010,PL1,1,307.815
2013,NUTS,2010,PL1,1,314.187
2014,NUTS,2010,PL1,1,342.734
2015,NUTS,2010,PL1,1,416.458
2011,NUTS,2010,PL11,2,78.775
2012,NUTS,2010,PL11,2,94.358
2013,NUTS,2010,PL11,2,83.216
2014,NUTS,2010,PL11,2,80.491
2015,NUTS,2010,PL11,2,72.082
2011,NUTS,2010,PL12,2,242.149
2012,NUTS,2010,PL12,2,213.457
2013,NUTS,2010,PL12,2,230.995
2014,NUTS,2010,PL12,2,262.242
2015,NUTS,2010,PL12,2,344.399
2011,NUTS,2010,PL2,1,212.202
2012,NUTS,2010,PL2,1,203.426
2013,NUTS,2010,PL2,1,211.531
2014,NUTS,2010,PL2,1,247.401
2015,NUTS,2010,PL2,1,270.357
2016,NUTS,2010,PL2,1,237.074
2017,NUTS,2010,PL2,1,351.28
2018,NUTS,2010,PL2,1,401.299
2019,NUTS,2010,PL2,1,555.959
2011,NUTS,2010,PL21,2,136.0
2012,NUTS,2010,PL21,2,146.987
2013,NUTS,2010,PL21,2,148.469
2014,NUTS,2010,PL21,2,162.608
2015,NUTS,2010,PL21,2,185.392
2016,NUTS,2010,PL21,2,155.597
2017,NUTS,2010,PL21,2,238.76
2018,NUTS,2010,PL21,2,277.895
2019,NUTS,2010,PL21,2,360.159
2011,NUTS,2010,PL22,2,76.203
2012,NUTS,2010,PL22,2,56.439
2013,NUTS,2010,PL22,2,63.061
2014,NUTS,2010,PL22,2,84.793
2015,NUTS,2010,PL22,2,84.965
2016,NUTS,2010,PL22,2,81.477
2017,NUTS,2010,PL22,2,112.521
2018,NUTS,2010,PL22,2,123.404
2019,NUTS,2010,PL22,2,195.801
2011,NUTS,2010,PL3,1,139.81
2012,NUTS,2010,PL3,1,168.093
2014,NUTS,2010,PL3,1,207.179
2015,NUTS,2010,PL3,1,221.888
2011,NUTS,2010,PL31,2,41.62
2012,NUTS,2010,PL31,2,99.487
2013,NUTS,2010,PL31,2,50.864
2014,NUTS,2010,PL31,2,102.765
2015,NUTS,2010,PL31,2,110.179
2011,NUTS,2010,PL32,2,53.754
2012,NUTS,2010,PL32,2,39.124
2013,NUTS,2010,PL32,2,33.615
2011,NUTS,2010,PL33,2,19.633
2012,NUTS,2010,PL33,2,7.316
2011,NUTS,2010,PL34,2,24.802
2012,NUTS,2010,PL34,2,22.166
2013,NUTS,2010,PL34,2,35.426
2014,NUTS,2010,PL34,2,39.242
2015,NUTS,2010,PL34,2,46.318
2011,NUTS,2010,PL4,1,133.087
2012,NUTS,2010,PL4,1,246.329
2013,NUTS,2010,PL4,1,145.515
2014,NUTS,2010,PL4,1,141.505
2015,NUTS,2010,PL4,1,125.738
2016,NUTS,2010,PL4,1,137.995
2017,NUTS,2010,PL4,1,179.986
2018,NUTS,2010,PL4,1,238.917
2019,NUTS,2010,PL4,1,287.163
2011,NUTS,2010,PL41,2,86.662
2012,NUTS,2010,PL41,2,194.018
2014,NUTS,2010,PL41,2,105.418
2015,NUTS,2010,PL41,2,85.992
2016,NUTS,2010,PL41,2,111.409
2017,NUTS,2010,PL41,2,132.723
2018,NUTS,2010,PL41,2,170.601
2019,NUTS,2010,PL41,2,203.339
2011,NUTS,2010,PL42,2,37.422
2013,NUTS,2010,PL42,2,32.043
2017,NUTS,2010,PL42,2,38.102
2018,NUTS,2010,PL42,2,56.135
2011,NUTS,2010,PL43,2,9.004
2017,NUTS,2010,PL43,2,9.185
2018,NUTS,2010,PL43,2,12.18
2011,NUTS,2010,PL5,1,74.018
2012,NUTS,2010,PL5,1,85.915
2013,NUTS,2010,PL5,1,79.595
2014,NUTS,2010,PL5,1,86.179
2015,NUTS,2010,PL5,1,101.073
2016,NUTS,2010,PL5,1,92.218
2017,NUTS,2010,PL5,1,144.28
2018,NUTS,2010,PL5,1,180.241
2019,NUTS,2010,PL5,1,221.73
2012,NUTS,2010,PL51,2,81.792
2013,NUTS,2010,PL51,2,72.162
2015,NUTS,2010,PL51,2,88.693
2016,NUTS,2010,PL51,2,76.824
2017,NUTS,2010,PL51,2,129.598
2018,NUTS,2010,PL51,2,164.563
2019,NUTS,2010,PL51,2,197.02
2012,NUTS,2010,PL52,2,4.123
2013,NUTS,2010,PL52,2,7.433
2015,NUTS,2010,PL52,2,12.404
2016,NUTS,2010,PL52,2,15.394
2017,NUTS,2010,PL52,2,14.682
2018,NUTS,2010,PL52,2,15.678
2019,NUTS,2010,PL52,2,24.71
2011,NUTS,2010,PL6,1,115.493
2012,NUTS,2010,PL6,1,169.432
2014,NUTS,2010,PL6,1,101.785
2015,NUTS,2010,PL6,1,110.896
2016,NUTS,2010,PL6,1,120.966
2017,NUTS,2010,PL6,1,148.696
2018,NUTS,2010,PL6,1,181.527
2019,NUTS,2010,PL6,1,278.527
2011,NUTS,2010,PL61,2,27.836
2012,NUTS,2010,PL61,2,41.023
2014,NUTS,2010,PL61,2,23.086
2015,NUTS,2010,PL61,2,26.41
2016,NUTS,2010,PL61,2,22.163
2017,NUTS,2010,PL61,2,33.756
2012,NUTS,2010,PL62,2,18.877
2013,NUTS,2010,PL62,2,15.057
2014,NUTS,2010,PL62,2,12.38
2015,NUTS,2010,PL62,2,18.953
2016,NUTS,2010,PL62,2,20.856
2017,NUTS,2010,PL62,2,30.514
2012,NUTS,2010,PL63,2,109.533
2013,NUTS,2010,PL63,2,70.566
2014,NUTS,2010,PL63,2,66.343
2015,NUTS,2010,PL63,2,65.534
2016,NUTS,2010,PL63,2,77.925
2017,NUTS,2010,PL63,2,84.426
2018,NUTS,2010,PL63,2,93.226
2019,NUTS,2010,PL63,2,157.308
2016,NUTS,2010,PL7,1,86.038
2017,NUTS,2010,PL7,1,91.872
2018,NUTS,2010,PL7,1,142.206
2019,NUTS,2010,PL7,1,193.632
2016,NUTS,2010,PL71,2,71.966
2017,NUTS,2010,PL71,2,84.473
2018,NUTS,2010,PL71,2,123.379
2019,NUTS,2010,PL71,2,167.442
2016,NUTS,2010,PL72,2,14.049
2017,NUTS,2010,PL72,2,7.376
2018,NUTS,2010,PL72,2,18.827
2019,NUTS,2010,PL72,2,26.189
2016,NUTS,2010,PL8,1,169.44
2017,NUTS,2010,PL8,1,177.402
2018,NUTS,2010,PL8,1,200.325
2019,NUTS,2010,PL8,1,250.551
2016,NUTS,2010,PL81,2,101.371
2017,NUTS,2010,PL81,2,110.101
2018,NUTS,2010,PL81,2,120.175
2019,NUTS,2010,PL81,2,145.925
2016,NUTS,2010,PL82,2,42.492
2017,NUTS,2010,PL82,2,26.615
2018,NUTS,2010,PL82,2,35.585
2019,NUTS,2010,PL82,2,45.585
2016,NUTS,2010,PL84,2,25.578
2017,NUTS,2010,PL84,2,40.662
2018,NUTS,2010,PL84,2,44.566
2019,NUTS,2010,PL84,2,59.04
2016,NUTS,2010,PL9,1,446.691
2017,NUTS,2010,PL9,1,495.607
2018,NUTS,2010,PL9,1,561.316
2019,NUTS,2010,PL9,1,720.683
2016,NUTS,2010,PL91,2,431.266
2017,NUTS,2010,PL91,2,477.613
2018,NUTS,2010,PL91,2,542.18
2016,NUTS,2010,PL92,2,15.447
2017,NUTS,2010,PL92,2,17.994
2018,NUTS,2010,PL92,2,19.136
2011,NUTS,2010,PT,0,933.812
2012,NUTS,2010,PT,0,846.001
2013,NUTS,2010,PT,0,1008.267
2014,NUTS,2010,PT,0,1018.025
2015,NUTS,2010,PT,0,1017.603
2016,NUTS,2010,PT,0,1068.14
2017,NUTS,2010,PT,0,1099.649
2018,NUTS,2010,PT,0,1152.721
2019,NUTS,2010,PT,0,1210.653
2020,NUTS,2010,PT,0,1165.112
2011,NUTS,2010,PT1,1,919.869
2012,NUTS,2010,PT1,1,832.008
2013,NUTS,2010,PT1,1,992.92
2014,NUTS,2010,PT1,1,1001.417
2015,NUTS,2010,PT1,1,1001.328
2016,NUTS,2010,PT1,1,1052.271
2017,NUTS,2010,PT1,1,1082.716
2018,NUTS,2010,PT1,1,1134.033
2019,NUTS,2010,PT1,1,1193.34
2020,NUTS,2010,PT1,1,1148.829
2011,NUTS,2010,PT11,2,295.754
2012,NUTS,2010,PT11,2,230.513
2013,NUTS,2010,PT11,2,299.819
2014,NUTS,2010,PT11,2,300.005
2015,NUTS,2010,PT11,2,316.963
2016,NUTS,2010,PT11,2,332.737
2017,NUTS,2010,PT11,2,349.19
2018,NUTS,2010,PT11,2,365.015
2019,NUTS,2010,PT11,2,392.323
2020,NUTS,2010,PT11,2,378.547
2011,NUTS,2010,PT15,2,24.953
2012,NUTS,2010,PT15,2,22.064
2013,NUTS,2010,PT15,2,20.67
2014,NUTS,2010,PT15,2,23.072
2015,NUTS,2010,PT15,2,22.642
2016,NUTS,2010,PT15,2,24.362
2017,NUTS,2010,PT15,2,21.502
2018,NUTS,2010,PT15,2,25.921
2019,NUTS,2010,PT15,2,28.982
2020,NUTS,2010,PT15,2,26.56
2011,NUTS,2010,PT16,2,193.181
2012,NUTS,2010,PT16,2,180.319
2013,NUTS,2010,PT16,2,212.72
2014,NUTS,2010,PT16,2,216.23
2015,NUTS,2010,PT16,2,204.803
2016,NUTS,2010,PT16,2,203.937
2017,NUTS,2010,PT16,2,216.15
2018,NUTS,2010,PT16,2,225.76
2019,NUTS,2010,PT16,2,231.334
2020,NUTS,2010,PT16,2,222.298
2011,NUTS,2010,PT17,2,380.198
2012,NUTS,2010,PT17,2,374.01
2013,NUTS,2010,PT17,2,432.432
2014,NUTS,2010,PT17,2,434.501
2015,NUTS,2010,PT17,2,427.595
2016,NUTS,2010,PT17,2,458.474
2017,NUTS,2010,PT17,2,463.121
2018,NUTS,2010,PT17,2,481.313
2019,NUTS,2010,PT17,2,504.477
2020,NUTS,2010,PT17,2,484.966
2011,NUTS,2010,PT18,2,25.784
2012,NUTS,2010,PT18,2,25.103
2013,NUTS,2010,PT18,2,27.28
2014,NUTS,2010,PT18,2,27.609
2015,NUTS,2010,PT18,2,29.326
2016,NUTS,2010,PT18,2,32.762
2017,NUTS,2010,PT18,2,32.752
2018,NUTS,2010,PT18,2,36.024
2019,NUTS,2010,PT18,2,36.226
2020,NUTS,2010,PT18,2,36.458
2011,NUTS,2010,PT2,1,8.962
2012,NUTS,2010,PT2,1,9.246
2013,NUTS,2010,PT2,1,8.827
2014,NUTS,2010,PT2,1,9.328
2015,NUTS,2010,PT2,1,8.582
2016,NUTS,2010,PT2,1,8.427
2017,NUTS,2010,PT2,1,9.312
2018,NUTS,2010,PT2,1,10.39
2019,NUTS,2010,PT2,1,9.648
2020,NUTS,2010,PT2,1,9.202
2011,NUTS,2010,PT20,2,8.962
2012,NUTS,2010,PT20,2,9.246
2013,NUTS,2010,PT20,2,8.827
2014,NUTS,2010,PT20,2,9.328
2015,NUTS,2010,PT20,2,8.582
2016,NUTS,2010,PT20,2,8.427
2017,NUTS,2010,PT20,2,9.312
2018,NUTS,2010,PT20,2,10.39
2019,NUTS,2010,PT20,2,9.648
2020,NUTS,2010,PT20,2,9.202
2011,NUTS,2010,PT3,1,4.981
2012,NUTS,2010,PT3,1,4.746
2013,NUTS,2010,PT3,1,6.52
2014,NUTS,2010,PT3,1,7.28
2015,NUTS,2010,PT3,1,7.693
2016,NUTS,2010,PT3,1,7.442
2017,NUTS,2010,PT3,1,7.622
2018,NUTS,2010,PT3,1,8.299
2019,NUTS,2010,PT3,1,7.665
2020,NUTS,2010,PT3,1,7.081
2011,NUTS,2010,PT30,2,4.981
2012,NUTS,2010,PT30,2,4.746
2013,NUTS,2010,PT30,2,6.52
2014,NUTS,2010,PT30,2,7.28
2015,NUTS,2010,PT30,2,7.693
2016,NUTS,2010,PT30,2,7.442
2017,NUTS,2010,PT30,2,7.622
2018,NUTS,2010,PT30,2,8.299
2019,NUTS,2010,PT30,2,7.665
2020,NUTS,2010,PT30,2,7.081
2011,NUTS,2010,RO,0,150.317
2012,NUTS,2010,RO,0,127.069
2013,NUTS,2010,RO,0,109.971
2014,NUTS,2010,RO,0,87.531
2015,NUTS,2010,RO,0,136.435
2016,NUTS,2010,RO,0,92.62
2017,NUTS,2010,RO,0,100.513
2018,NUTS,2010,RO,0,100.499
2019,NUTS,2010,RO,0,108.938
2020,NUTS,2010,RO,0,89.868
2011,NUTS,2010,RO1,1,43.059
2012,NUTS,2010,RO1,1,44.981
2013,NUTS,2010,RO1,1,40.363
2014,NUTS,2010,RO1,1,26.708
2015,NUTS,2010,RO1,1,40.806
2016,NUTS,2010,RO1,1,28.503
2017,NUTS,2010,RO1,1,26.838
2018,NUTS,2010,RO1,1,27.583
2019,NUTS,2010,RO1,1,31.199
2011,NUTS,2010,RO11,2,27.977
2012,NUTS,2010,RO11,2,32.676
2013,NUTS,2010,RO11,2,31.88
2014,NUTS,2010,RO11,2,20.802
2015,NUTS,2010,RO11,2,34.064
2016,NUTS,2010,RO11,2,22.982
2017,NUTS,2010,RO11,2,21.198
2018,NUTS,2010,RO11,2,22.841
2019,NUTS,2010,RO11,2,26.44
2011,NUTS,2010,RO12,2,15.082
2012,NUTS,2010,RO12,2,12.305
2013,NUTS,2010,RO12,2,8.483
2014,NUTS,2010,RO12,2,5.906
2015,NUTS,2010,RO12,2,6.742
2016,NUTS,2010,RO12,2,5.521
2017,NUTS,2010,RO12,2,5.64
2018,NUTS,2010,RO12,2,4.742
2019,NUTS,2010,RO12,2,4.759
2011,NUTS,2010,RO2,1,23.361
2012,NUTS,2010,RO2,1,20.31
2013,NUTS,2010,RO2,1,16.813
2014,NUTS,2010,RO2,1,17.437
2015,NUTS,2010,RO2,1,45.039
2016,NUTS,2010,RO2,1,15.11
2017,NUTS,2010,RO2,1,12.473
2018,NUTS,2010,RO2,1,12.469
2019,NUTS,2010,RO2,1,13.136
2011,NUTS,2010,RO21,2,18.54
2012,NUTS,2010,RO21,2,17.597
2013,NUTS,2010,RO21,2,13.983
2014,NUTS,2010,RO21,2,15.026
2015,NUTS,2010,RO21,2,42.544
2016,NUTS,2010,RO21,2,12.386
2017,NUTS,2010,RO21,2,9.843
2018,NUTS,2010,RO21,2,7.859
2019,NUTS,2010,RO21,2,9.745
2011,NUTS,2010,RO22,2,4.821
2012,NUTS,2010,RO22,2,2.713
2013,NUTS,2010,RO22,2,2.83
2014,NUTS,2010,RO22,2,2.411
2015,NUTS,2010,RO22,2,2.495
2016,NUTS,2010,RO22,2,2.724
2017,NUTS,2010,RO22,2,2.63
2018,NUTS,2010,RO22,2,4.61
2019,NUTS,2010,RO22,2,3.391
2011,NUTS,2010,RO3,1,58.687
2012,NUTS,2010,RO3,1,37.768
2013,NUTS,2010,RO3,1,31.724
2014,NUTS,2010,RO3,1,29.006
2015,NUTS,2010,RO3,1,32.679
2016,NUTS,2010,RO3,1,36.422
2017,NUTS,2010,RO3,1,48.079
2018,NUTS,2010,RO3,1,49.826
2019,NUTS,2010,RO3,1,52.31
2011,NUTS,2010,RO31,2,2.856
2012,NUTS,2010,RO31,2,2.346
2013,NUTS,2010,RO31,2,1.505
2014,NUTS,2010,RO31,2,1.21
2015,NUTS,2010,RO31,2,1.291
2016,NUTS,2010,RO31,2,1.435
2017,NUTS,2010,RO31,2,1.277
2018,NUTS,2010,RO31,2,1.509
2019,NUTS,2010,RO31,2,1.477
2011,NUTS,2010,RO32,2,55.831
2012,NUTS,2010,RO32,2,35.422
2013,NUTS,2010,RO32,2,30.219
2014,NUTS,2010,RO32,2,27.796
2015,NUTS,2010,RO32,2,31.387
2016,NUTS,2010,RO32,2,34.988
2017,NUTS,2010,RO32,2,46.802
2018,NUTS,2010,RO32,2,48.316
2019,NUTS,2010,RO32,2,50.833
2011,NUTS,2010,RO4,1,25.21
2012,NUTS,2010,RO4,1,24.011
2013,NUTS,2010,RO4,1,21.072
2014,NUTS,2010,RO4,1,14.379
2015,NUTS,2010,RO4,1,17.911
2016,NUTS,2010,RO4,1,12.585
2017,NUTS,2010,RO4,1,13.123
2018,NUTS,2010,RO4,1,10.622
2019,NUTS,2010,RO4,1,12.294
2011,NUTS,2010,RO41,2,7.655
2012,NUTS,2010,RO41,2,5.39
2013,NUTS,2010,RO41,2,4.601
2014,NUTS,2010,RO41,2,2.2
2015,NUTS,2010,RO41,2,2.543
2016,NUTS,2010,RO41,2,2.785
2017,NUTS,2010,RO41,2,2.9
2018,NUTS,2010,RO41,2,2.927
2019,NUTS,2010,RO41,2,2.348
2011,NUTS,2010,RO42,2,17.555
2012,NUTS,2010,RO42,2,18.621
2013,NUTS,2010,RO42,2,16.471
2014,NUTS,2010,RO42,2,12.179
2015,NUTS,2010,RO42,2,15.368
2016,NUTS,2010,RO42,2,9.8
2017,NUTS,2010,RO42,2,10.223
2018,NUTS,2010,RO42,2,7.695
2019,NUTS,2010,RO42,2,9.946
2011,NUTS,2010,RS,0,137.312
2012,NUTS,2010,RS,0,132.788
2013,NUTS,2010,RS,0,132.835
2014,NUTS,2010,RS,0,117.609
2015,NUTS,2010,RS,0,118.118
2016,NUTS,2010,RS,0,111.918
2017,NUTS,2010,RS,0,123.956
2018,NUTS,2010,RS,0,128.952
2019,NUTS,2010,RS,0,141.459
2020,NUTS,2010,RS,0,134.292
2018,NUTS,2010,RS1,1,106.659
2019,NUTS,2010,RS1,1,121.783
2020,NUTS,2010,RS1,1,110.298
2018,NUTS,2010,RS11,2,70.481
2019,NUTS,2010,RS11,2,79.359
2020,NUTS,2010,RS11,2,77.766
2018,NUTS,2010,RS12,2,36.178
2019,NUTS,2010,RS12,2,42.424
2020,NUTS,2010,RS12,2,32.532
2018,NUTS,2010,RS2,1,22.293
2019,NUTS,2010,RS2,1,19.676
2020,NUTS,2010,RS2,1,23.994
2018,NUTS,2010,RS21,2,8.885
2019,NUTS,2010,RS21,2,9.424
2020,NUTS,2010,RS21,2,9.949
2018,NUTS,2010,RS22,2,13.408
2019,NUTS,2010,RS22,2,10.253
2020,NUTS,2010,RS22,2,14.045
2011,NUTS,2010,RU,0,1348.549
2012,NUTS,2010,RU,0,1629.238
2013,NUTS,2010,RU,0,1594.948
2014,NUTS,2010,RU,0,1626.845
2015,NUTS,2010,RU,0,1288.794
2017,NUTS,2010,RU,0,1394.252
2018,NUTS,2010,RU,0,1343.812
2019,NUTS,2010,RU,0,1664.251
2011,NUTS,2010,SE,0,3460.431
2012,NUTS,2010,SE,0,3766.846
2013,NUTS,2010,SE,0,3910.42
2014,NUTS,2010,SE,0,3943.397
2015,NUTS,2010,SE,0,3916.074
2016,NUTS,2010,SE,0,4060.873
