year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
1994,NUTS,2010,FR3,1,31.1
1995,NUTS,2010,FR3,1,34.15
1996,NUTS,2010,FR3,1,35.06
1997,NUTS,2010,FR3,1,32.07
1998,NUTS,2010,FR3,1,35.67
1999,NUTS,2010,FR3,1,33.61
2000,NUTS,2010,FR3,1,35.57
2001,NUTS,2010,FR3,1,39.25
2002,NUTS,2010,FR3,1,40.453
2003,NUTS,2010,FR3,1,39.174
2004,NUTS,2010,FR3,1,40.007
2006,NUTS,2010,FR3,1,34.0
2007,NUTS,2010,FR3,1,40.77
2008,NUTS,2010,FR3,1,47.868
2009,NUTS,2010,FR3,1,54.839
2010,NUTS,2010,FR3,1,54.381
2011,NUTS,2010,FR3,1,46.832
2012,NUTS,2010,FR3,1,43.3
2013,NUTS,2010,FR3,1,40.8
1991,NUTS,2010,FR30,2,20.12
1992,NUTS,2010,FR30,2,31.86
1993,NUTS,2010,FR30,2,29.73
1994,NUTS,2010,FR30,2,31.1
1995,NUTS,2010,FR30,2,34.15
1996,NUTS,2010,FR30,2,35.06
1997,NUTS,2010,FR30,2,32.07
1998,NUTS,2010,FR30,2,35.67
1999,NUTS,2010,FR30,2,33.61
2000,NUTS,2010,FR30,2,35.57
2001,NUTS,2010,FR30,2,39.25
2002,NUTS,2010,FR30,2,40.453
2003,NUTS,2010,FR30,2,39.174
2004,NUTS,2010,FR30,2,40.007
2006,NUTS,2010,FR30,2,34.0
2007,NUTS,2010,FR30,2,40.77
2008,NUTS,2010,FR30,2,47.868
2009,NUTS,2010,FR30,2,54.839
2010,NUTS,2010,FR30,2,54.381
2011,NUTS,2010,FR30,2,46.832
2012,NUTS,2010,FR30,2,43.3
2013,NUTS,2010,FR30,2,40.8
1991,NUTS,2010,FR4,1,58.39
1992,NUTS,2010,FR4,1,54.88
1993,NUTS,2010,FR4,1,59.91
1994,NUTS,2010,FR4,1,60.22
1995,NUTS,2010,FR4,1,61.28
1996,NUTS,2010,FR4,1,63.75
1997,NUTS,2010,FR4,1,61.87
1998,NUTS,2010,FR4,1,65.0
1999,NUTS,2010,FR4,1,67.53
2000,NUTS,2010,FR4,1,74.61
2001,NUTS,2010,FR4,1,73.41
2002,NUTS,2010,FR4,1,85.183
2003,NUTS,2010,FR4,1,87.372
2004,NUTS,2010,FR4,1,83.863
2006,NUTS,2010,FR4,1,80.0
2007,NUTS,2010,FR4,1,106.68
2008,NUTS,2010,FR4,1,83.878
2009,NUTS,2010,FR4,1,109.523
2010,NUTS,2010,FR4,1,120.029
2011,NUTS,2010,FR4,1,158.636
2012,NUTS,2010,FR4,1,160.5
2013,NUTS,2010,FR4,1,144.2
1991,NUTS,2010,FR41,2,33.84
1992,NUTS,2010,FR41,2,32.32
1993,NUTS,2010,FR41,2,34.91
1994,NUTS,2010,FR41,2,35.83
1995,NUTS,2010,FR41,2,35.52
1996,NUTS,2010,FR41,2,36.12
1997,NUTS,2010,FR41,2,34.79
1998,NUTS,2010,FR41,2,36.95
1999,NUTS,2010,FR41,2,38.14
2000,NUTS,2010,FR41,2,44.07
2001,NUTS,2010,FR41,2,44.23
2002,NUTS,2010,FR41,2,52.649
2003,NUTS,2010,FR41,2,58.037
2004,NUTS,2010,FR41,2,53.503
2006,NUTS,2010,FR41,2,58.0
2007,NUTS,2010,FR41,2,80.46
2008,NUTS,2010,FR41,2,65.574
2009,NUTS,2010,FR41,2,87.142
2010,NUTS,2010,FR41,2,50.215
2011,NUTS,2010,FR41,2,84.801
2012,NUTS,2010,FR41,2,83.0
2013,NUTS,2010,FR41,2,71.9
1991,NUTS,2010,FR42,2,21.34
1992,NUTS,2010,FR42,2,19.67
1993,NUTS,2010,FR42,2,21.8
1994,NUTS,2010,FR42,2,21.5
1995,NUTS,2010,FR42,2,22.56
1996,NUTS,2010,FR42,2,24.01
1997,NUTS,2010,FR42,2,23.82
1998,NUTS,2010,FR42,2,24.98
1999,NUTS,2010,FR42,2,26.12
2000,NUTS,2010,FR42,2,26.96
2001,NUTS,2010,FR42,2,26.1
2002,NUTS,2010,FR42,2,29.654
2003,NUTS,2010,FR42,2,26.626
2004,NUTS,2010,FR42,2,27.442
2006,NUTS,2010,FR42,2,18.0
2007,NUTS,2010,FR42,2,21.79
2008,NUTS,2010,FR42,2,15.291
2009,NUTS,2010,FR42,2,19.505
2010,NUTS,2010,FR42,2,68.306
2011,NUTS,2010,FR42,2,72.583
2012,NUTS,2010,FR42,2,76.0
2013,NUTS,2010,FR42,2,70.9
1991,NUTS,2010,FR43,2,3.2
1992,NUTS,2010,FR43,2,3.05
1993,NUTS,2010,FR43,2,3.2
1994,NUTS,2010,FR43,2,2.9
1995,NUTS,2010,FR43,2,3.2
1996,NUTS,2010,FR43,2,3.63
1997,NUTS,2010,FR43,2,3.26
1998,NUTS,2010,FR43,2,3.07
1999,NUTS,2010,FR43,2,3.26
2000,NUTS,2010,FR43,2,3.58
2001,NUTS,2010,FR43,2,3.08
2002,NUTS,2010,FR43,2,2.88
2003,NUTS,2010,FR43,2,2.71
2004,NUTS,2010,FR43,2,2.919
2006,NUTS,2010,FR43,2,4.0
2007,NUTS,2010,FR43,2,4.43
2008,NUTS,2010,FR43,2,3.013
2009,NUTS,2010,FR43,2,2.877
2010,NUTS,2010,FR43,2,1.508
2011,NUTS,2010,FR43,2,1.252
2012,NUTS,2010,FR43,2,1.5
2013,NUTS,2010,FR43,2,1.5
1991,NUTS,2010,FR5,1,312.37
1992,NUTS,2010,FR5,1,202.3
1993,NUTS,2010,FR5,1,208.55
1994,NUTS,2010,FR5,1,213.28
1995,NUTS,2010,FR5,1,214.65
1996,NUTS,2010,FR5,1,220.9
1997,NUTS,2010,FR5,1,228.04
1998,NUTS,2010,FR5,1,241.51
1999,NUTS,2010,FR5,1,240.34
2000,NUTS,2010,FR5,1,263.86
2001,NUTS,2010,FR5,1,266.79
2002,NUTS,2010,FR5,1,274.788
2003,NUTS,2010,FR5,1,318.69
2004,NUTS,2010,FR5,1,272.997
2006,NUTS,2010,FR5,1,301.0
2007,NUTS,2010,FR5,1,301.61
2008,NUTS,2010,FR5,1,308.389
2009,NUTS,2010,FR5,1,354.387
2010,NUTS,2010,FR5,1,335.536
2011,NUTS,2010,FR5,1,295.273
2012,NUTS,2010,FR5,1,325.7
2013,NUTS,2010,FR5,1,341.8
1991,NUTS,2010,FR51,2,51.99
1992,NUTS,2010,FR51,2,55.03
1993,NUTS,2010,FR51,2,60.06
1994,NUTS,2010,FR51,2,64.49
1995,NUTS,2010,FR51,2,71.19
1996,NUTS,2010,FR51,2,71.78
1997,NUTS,2010,FR51,2,72.79
1998,NUTS,2010,FR51,2,74.15
1999,NUTS,2010,FR51,2,76.42
2000,NUTS,2010,FR51,2,72.84
2001,NUTS,2010,FR51,2,72.78
2002,NUTS,2010,FR51,2,83.122
2003,NUTS,2010,FR51,2,120.249
2004,NUTS,2010,FR51,2,86.637
2006,NUTS,2010,FR51,2,85.0
2007,NUTS,2010,FR51,2,71.47
2008,NUTS,2010,FR51,2,81.673
2009,NUTS,2010,FR51,2,110.476
2010,NUTS,2010,FR51,2,103.956
2011,NUTS,2010,FR51,2,80.924
2012,NUTS,2010,FR51,2,89.6
2013,NUTS,2010,FR51,2,92.7
1991,NUTS,2010,FR52,2,242.55
1992,NUTS,2010,FR52,2,128.51
1993,NUTS,2010,FR52,2,127.9
1994,NUTS,2010,FR52,2,128.67
1995,NUTS,2010,FR52,2,120.74
1996,NUTS,2010,FR52,2,125.5
1997,NUTS,2010,FR52,2,133.36
1998,NUTS,2010,FR52,2,147.97
1999,NUTS,2010,FR52,2,144.32
2000,NUTS,2010,FR52,2,169.63
2001,NUTS,2010,FR52,2,169.95
2002,NUTS,2010,FR52,2,168.586
2003,NUTS,2010,FR52,2,176.152
2004,NUTS,2010,FR52,2,163.832
2006,NUTS,2010,FR52,2,197.0
2007,NUTS,2010,FR52,2,216.56
2008,NUTS,2010,FR52,2,206.964
2009,NUTS,2010,FR52,2,222.034
2010,NUTS,2010,FR52,2,212.081
2011,NUTS,2010,FR52,2,197.14
2012,NUTS,2010,FR52,2,215.4
2013,NUTS,2010,FR52,2,215.0
1991,NUTS,2010,FR53,2,17.84
1992,NUTS,2010,FR53,2,18.6
1993,NUTS,2010,FR53,2,20.58
1994,NUTS,2010,FR53,2,20.12
1995,NUTS,2010,FR53,2,22.71
1996,NUTS,2010,FR53,2,23.61
1997,NUTS,2010,FR53,2,22.38
1998,NUTS,2010,FR53,2,19.39
1999,NUTS,2010,FR53,2,19.61
2000,NUTS,2010,FR53,2,21.39
2001,NUTS,2010,FR53,2,24.06
2002,NUTS,2010,FR53,2,23.08
2003,NUTS,2010,FR53,2,22.29
2004,NUTS,2010,FR53,2,22.527
2006,NUTS,2010,FR53,2,18.0
2007,NUTS,2010,FR53,2,13.58
2008,NUTS,2010,FR53,2,19.753
2009,NUTS,2010,FR53,2,21.877
2010,NUTS,2010,FR53,2,19.499
2011,NUTS,2010,FR53,2,17.209
2012,NUTS,2010,FR53,2,20.6
2013,NUTS,2010,FR53,2,34.0
1991,NUTS,2010,FR6,1,377.16
1992,NUTS,2010,FR6,1,504.0
1993,NUTS,2010,FR6,1,587.84
1994,NUTS,2010,FR6,1,489.82
1995,NUTS,2010,FR6,1,538.75
1996,NUTS,2010,FR6,1,583.42
1997,NUTS,2010,FR6,1,632.94
1998,NUTS,2010,FR6,1,797.88
1999,NUTS,2010,FR6,1,805.0
2000,NUTS,2010,FR6,1,523.39
2001,NUTS,2010,FR6,1,516.23
2002,NUTS,2010,FR6,1,526.803
2003,NUTS,2010,FR6,1,520.941
2004,NUTS,2010,FR6,1,714.076
2006,NUTS,2010,FR6,1,611.0
2007,NUTS,2010,FR6,1,531.78
2008,NUTS,2010,FR6,1,460.174
2009,NUTS,2010,FR6,1,498.325
2010,NUTS,2010,FR6,1,542.569
2011,NUTS,2010,FR6,1,774.137
2012,NUTS,2010,FR6,1,666.2
2013,NUTS,2010,FR6,1,659.3
1991,NUTS,2010,FR61,2,40.25
1992,NUTS,2010,FR61,2,44.36
1993,NUTS,2010,FR61,2,46.95
1994,NUTS,2010,FR61,2,44.06
1995,NUTS,2010,FR61,2,45.89
1996,NUTS,2010,FR61,2,45.25
1997,NUTS,2010,FR61,2,50.01
1998,NUTS,2010,FR61,2,56.5
1999,NUTS,2010,FR61,2,56.14
2000,NUTS,2010,FR61,2,54.5
2001,NUTS,2010,FR61,2,60.85
2002,NUTS,2010,FR61,2,65.641
2003,NUTS,2010,FR61,2,73.733
2004,NUTS,2010,FR61,2,63.926
2006,NUTS,2010,FR61,2,60.0
2007,NUTS,2010,FR61,2,68.98
2008,NUTS,2010,FR61,2,74.208
2009,NUTS,2010,FR61,2,85.599
2010,NUTS,2010,FR61,2,87.163
2011,NUTS,2010,FR61,2,93.399
2012,NUTS,2010,FR61,2,87.5
2013,NUTS,2010,FR61,2,94.9
1991,NUTS,2010,FR62,2,335.24
1992,NUTS,2010,FR62,2,458.26
1993,NUTS,2010,FR62,2,539.67
1994,NUTS,2010,FR62,2,444.39
1995,NUTS,2010,FR62,2,491.65
1996,NUTS,2010,FR62,2,536.83
1997,NUTS,2010,FR62,2,583.03
1998,NUTS,2010,FR62,2,740.48
1999,NUTS,2010,FR62,2,748.02
2000,NUTS,2010,FR62,2,467.81
2001,NUTS,2010,FR62,2,453.25
2002,NUTS,2010,FR62,2,460.018
2003,NUTS,2010,FR62,2,446.027
2004,NUTS,2010,FR62,2,648.932
2006,NUTS,2010,FR62,2,549.0
2007,NUTS,2010,FR62,2,460.32
2008,NUTS,2010,FR62,2,384.403
2009,NUTS,2010,FR62,2,411.271
2010,NUTS,2010,FR62,2,454.859
2011,NUTS,2010,FR62,2,679.978
2012,NUTS,2010,FR62,2,577.9
2013,NUTS,2010,FR62,2,563.4
1991,NUTS,2010,FR63,2,1.68
1992,NUTS,2010,FR63,2,1.37
1993,NUTS,2010,FR63,2,1.22
1994,NUTS,2010,FR63,2,1.37
1995,NUTS,2010,FR63,2,1.22
1996,NUTS,2010,FR63,2,1.34
1997,NUTS,2010,FR63,2,0.83
1998,NUTS,2010,FR63,2,0.9
1999,NUTS,2010,FR63,2,0.84
2000,NUTS,2010,FR63,2,1.09
2001,NUTS,2010,FR63,2,2.13
2002,NUTS,2010,FR63,2,1.144
2003,NUTS,2010,FR63,2,1.18
2004,NUTS,2010,FR63,2,1.217
2006,NUTS,2010,FR63,2,2.0
2007,NUTS,2010,FR63,2,2.49
2008,NUTS,2010,FR63,2,1.563
2009,NUTS,2010,FR63,2,1.455
2010,NUTS,2010,FR63,2,0.547
2011,NUTS,2010,FR63,2,0.76
2012,NUTS,2010,FR63,2,0.9
2013,NUTS,2010,FR63,2,1.0
1991,NUTS,2010,FR7,1,347.43
1992,NUTS,2010,FR7,1,336.45
1993,NUTS,2010,FR7,1,368.32
1994,NUTS,2010,FR7,1,366.49
1995,NUTS,2010,FR7,1,420.0
1996,NUTS,2010,FR7,1,421.93
1997,NUTS,2010,FR7,1,422.88
1998,NUTS,2010,FR7,1,410.81
1999,NUTS,2010,FR7,1,412.06
2000,NUTS,2010,FR7,1,438.39
2001,NUTS,2010,FR7,1,457.39
2002,NUTS,2010,FR7,1,449.865
2003,NUTS,2010,FR7,1,465.993
2004,NUTS,2010,FR7,1,493.29
2006,NUTS,2010,FR7,1,556.0
2007,NUTS,2010,FR7,1,586.38
2008,NUTS,2010,FR7,1,636.187
2009,NUTS,2010,FR7,1,696.001
2010,NUTS,2010,FR7,1,742.453
2011,NUTS,2010,FR7,1,787.581
2012,NUTS,2010,FR7,1,780.9
2013,NUTS,2010,FR7,1,788.6
1991,NUTS,2010,FR71,2,311.61
1992,NUTS,2010,FR71,2,297.28
1993,NUTS,2010,FR71,2,324.87
1994,NUTS,2010,FR71,2,322.58
1995,NUTS,2010,FR71,2,373.8
1996,NUTS,2010,FR71,2,374.82
1997,NUTS,2010,FR71,2,373.06
1998,NUTS,2010,FR71,2,360.3
1999,NUTS,2010,FR71,2,361.03
2000,NUTS,2010,FR71,2,384.35
2001,NUTS,2010,FR71,2,402.69
2002,NUTS,2010,FR71,2,398.987
2003,NUTS,2010,FR71,2,413.376
2004,NUTS,2010,FR71,2,441.063
2006,NUTS,2010,FR71,2,495.0
2007,NUTS,2010,FR71,2,521.55
2008,NUTS,2010,FR71,2,568.997
2009,NUTS,2010,FR71,2,628.285
2010,NUTS,2010,FR71,2,674.371
2011,NUTS,2010,FR71,2,730.779
2012,NUTS,2010,FR71,2,713.8
2013,NUTS,2010,FR71,2,716.2
1991,NUTS,2010,FR72,2,35.83
1992,NUTS,2010,FR72,2,39.18
1993,NUTS,2010,FR72,2,43.45
1994,NUTS,2010,FR72,2,43.91
1995,NUTS,2010,FR72,2,46.19
1996,NUTS,2010,FR72,2,47.1
1997,NUTS,2010,FR72,2,53.19
1998,NUTS,2010,FR72,2,50.51
1999,NUTS,2010,FR72,2,51.03
2000,NUTS,2010,FR72,2,54.04
2001,NUTS,2010,FR72,2,54.7
2002,NUTS,2010,FR72,2,50.878
2003,NUTS,2010,FR72,2,52.617
2004,NUTS,2010,FR72,2,52.226
2006,NUTS,2010,FR72,2,60.0
2007,NUTS,2010,FR72,2,64.83
2008,NUTS,2010,FR72,2,67.19
2009,NUTS,2010,FR72,2,67.717
2010,NUTS,2010,FR72,2,68.082
2011,NUTS,2010,FR72,2,56.802
2012,NUTS,2010,FR72,2,67.1
2013,NUTS,2010,FR72,2,72.4
1991,NUTS,2010,FR8,1,601.72
1992,NUTS,2010,FR8,1,521.22
1993,NUTS,2010,FR8,1,540.28
1994,NUTS,2010,FR8,1,550.65
1995,NUTS,2010,FR8,1,612.54
1996,NUTS,2010,FR8,1,669.03
1997,NUTS,2010,FR8,1,673.5
1998,NUTS,2010,FR8,1,736.75
1999,NUTS,2010,FR8,1,782.99
2000,NUTS,2010,FR8,1,834.98
2001,NUTS,2010,FR8,1,843.33
2002,NUTS,2010,FR8,1,866.04
2003,NUTS,2010,FR8,1,853.882
2004,NUTS,2010,FR8,1,887.47
2006,NUTS,2010,FR8,1,1108.0
2007,NUTS,2010,FR8,1,1201.69
2008,NUTS,2010,FR8,1,1261.656
2009,NUTS,2010,FR8,1,1445.535
2010,NUTS,2010,FR8,1,1330.586
2011,NUTS,2010,FR8,1,1317.94
2012,NUTS,2010,FR8,1,1395.4
2013,NUTS,2010,FR8,1,1419.8
1991,NUTS,2010,FR81,2,287.67
1992,NUTS,2010,FR81,2,183.7
1993,NUTS,2010,FR81,2,189.49
1994,NUTS,2010,FR81,2,206.26
1995,NUTS,2010,FR81,2,226.84
1996,NUTS,2010,FR81,2,270.75
1997,NUTS,2010,FR81,2,282.97
1998,NUTS,2010,FR81,2,346.28
1999,NUTS,2010,FR81,2,380.49
2000,NUTS,2010,FR81,2,409.05
2001,NUTS,2010,FR81,2,404.18
2002,NUTS,2010,FR81,2,408.361
2003,NUTS,2010,FR81,2,397.876
2004,NUTS,2010,FR81,2,410.85
2006,NUTS,2010,FR81,2,611.0
2007,NUTS,2010,FR81,2,626.79
2008,NUTS,2010,FR81,2,664.12
2009,NUTS,2010,FR81,2,728.551
2010,NUTS,2010,FR81,2,684.893
2011,NUTS,2010,FR81,2,666.509
2012,NUTS,2010,FR81,2,663.3
2013,NUTS,2010,FR81,2,676.1
1991,NUTS,2010,FR82,2,310.08
1992,NUTS,2010,FR82,2,333.25
1993,NUTS,2010,FR82,2,346.06
1994,NUTS,2010,FR82,2,339.35
1995,NUTS,2010,FR82,2,380.67
1996,NUTS,2010,FR82,2,393.05
1997,NUTS,2010,FR82,2,387.84
1998,NUTS,2010,FR82,2,385.84
1999,NUTS,2010,FR82,2,398.03
2000,NUTS,2010,FR82,2,421.52
2001,NUTS,2010,FR82,2,433.78
2002,NUTS,2010,FR82,2,453.116
2003,NUTS,2010,FR82,2,451.652
2004,NUTS,2010,FR82,2,472.365
2006,NUTS,2010,FR82,2,492.0
2007,NUTS,2010,FR82,2,569.07
2008,NUTS,2010,FR82,2,592.49
2009,NUTS,2010,FR82,2,710.949
2010,NUTS,2010,FR82,2,640.935
2011,NUTS,2010,FR82,2,646.891
2012,NUTS,2010,FR82,2,726.1
2013,NUTS,2010,FR82,2,738.5
1991,NUTS,2010,FR83,2,3.96
1992,NUTS,2010,FR83,2,4.27
1993,NUTS,2010,FR83,2,4.73
1994,NUTS,2010,FR83,2,5.03
1995,NUTS,2010,FR83,2,5.03
1996,NUTS,2010,FR83,2,5.24
1997,NUTS,2010,FR83,2,4.57
1998,NUTS,2010,FR83,2,4.64
1999,NUTS,2010,FR83,2,4.47
2000,NUTS,2010,FR83,2,4.42
2001,NUTS,2010,FR83,2,5.38
2002,NUTS,2010,FR83,2,4.563
2003,NUTS,2010,FR83,2,4.355
2004,NUTS,2010,FR83,2,4.255
2006,NUTS,2010,FR83,2,6.0
2007,NUTS,2010,FR83,2,5.83
2008,NUTS,2010,FR83,2,5.046
2009,NUTS,2010,FR83,2,6.035
2010,NUTS,2010,FR83,2,4.758
2011,NUTS,2010,FR83,2,4.54
2012,NUTS,2010,FR83,2,6.1
2013,NUTS,2010,FR83,2,5.2
1991,NUTS,2010,FRA,1,188.73
1992,NUTS,2010,FRA,1,84.91
1993,NUTS,2010,FRA,1,93.6
1994,NUTS,2010,FRA,1,157.18
1995,NUTS,2010,FRA,1,162.21
1996,NUTS,2010,FRA,1,155.95
1997,NUTS,2010,FRA,1,153.24
1998,NUTS,2010,FRA,1,179.62
1999,NUTS,2010,FRA,1,182.21
2000,NUTS,2010,FRA,1,289.22
2001,NUTS,2010,FRA,1,294.83
2002,NUTS,2010,FRA,1,303.009
2003,NUTS,2010,FRA,1,300.563
2004,NUTS,2010,FRA,1,212.948
2006,NUTS,2010,FRA,1,197.0
2007,NUTS,2010,FRA,1,177.24
2008,NUTS,2010,FRA,1,170.061
2009,NUTS,2010,FRA,1,183.69
2010,NUTS,2010,FRA,1,203.526
2011,NUTS,2010,FRA,1,160.698
2012,NUTS,2010,FRA,1,156.5
2013,NUTS,2010,FRA,1,163.3
1991,NUTS,2010,FRZ,1,2006.69
1992,NUTS,2010,FRZ,1,1976.81
1993,NUTS,2010,FRZ,1,2012.48
1994,NUTS,2010,FRZ,1,1955.46
1995,NUTS,2010,FRZ,1,1790.67
1996,NUTS,2010,FRZ,1,1590.04
1997,NUTS,2010,FRZ,1,1018.41
1998,NUTS,2010,FRZ,1,778.24
1999,NUTS,2010,FRZ,1,779.87
2000,NUTS,2010,FRZ,1,777.52
2001,NUTS,2010,FRZ,1,848.24
2002,NUTS,2010,FRZ,1,873.744
2003,NUTS,2010,FRZ,1,992.501
2004,NUTS,2010,FRZ,1,1076.224
2006,NUTS,2010,FRZ,1,886.0
2007,NUTS,2010,FRZ,1,885.0
2008,NUTS,2010,FRZ,1,885.0
2009,NUTS,2010,FRZ,1,885.0
1991,NUTS,2010,FRZZ,2,2006.69
1992,NUTS,2010,FRZZ,2,1976.81
1993,NUTS,2010,FRZZ,2,2012.48
1994,NUTS,2010,FRZZ,2,1955.46
1995,NUTS,2010,FRZZ,2,1790.67
1996,NUTS,2010,FRZZ,2,1590.04
1997,NUTS,2010,FRZZ,2,1018.41
1998,NUTS,2010,FRZZ,2,778.24
1999,NUTS,2010,FRZZ,2,779.87
2000,NUTS,2010,FRZZ,2,777.52
2001,NUTS,2010,FRZZ,2,848.24
2002,NUTS,2010,FRZZ,2,873.744
2003,NUTS,2010,FRZZ,2,992.501
2004,NUTS,2010,FRZZ,2,1076.224
2006,NUTS,2010,FRZZ,2,886.0
2007,NUTS,2010,FRZZ,2,885.0
2008,NUTS,2010,FRZZ,2,885.0
2009,NUTS,2010,FRZZ,2,885.0
2002,NUTS,2010,HR,0,446.0
2003,NUTS,2010,HR,0,485.0
2004,NUTS,2010,HR,0,541.0
2005,NUTS,2010,HR,0,555.3
2006,NUTS,2010,HR,0,577.6
2007,NUTS,2010,HR,0,651.0
2008,NUTS,2010,HR,0,776.1
2009,NUTS,2010,HR,0,758.811
2010,NUTS,2010,HR,0,672.444
2011,NUTS,2010,HR,0,685.17
2012,NUTS,2010,HR,0,685.612
2013,NUTS,2010,HR,0,686.275
2014,NUTS,2010,HR,0,676.146
2015,NUTS,2010,HR,0,700.11
2016,NUTS,2010,HR,0,643.487
2017,NUTS,2010,HR,0,705.481
2018,NUTS,2010,HR,0,741.985
2019,NUTS,2010,HR,0,832.625
2020,NUTS,2010,HR,0,941.94
2002,NUTS,2010,HR0,1,446.0
2003,NUTS,2010,HR0,1,485.0
2004,NUTS,2010,HR0,1,541.0
2005,NUTS,2010,HR0,1,555.0
2006,NUTS,2010,HR0,1,578.0
2007,NUTS,2010,HR0,1,651.0
2008,NUTS,2010,HR0,1,776.0
2009,NUTS,2010,HR0,1,758.811
2010,NUTS,2010,HR0,1,672.444
2011,NUTS,2010,HR0,1,685.17
2012,NUTS,2010,HR0,1,685.612
2013,NUTS,2010,HR0,1,686.275
2014,NUTS,2010,HR0,1,676.146
2015,NUTS,2010,HR0,1,700.11
2016,NUTS,2010,HR0,1,643.487
2017,NUTS,2010,HR0,1,705.481
2018,NUTS,2010,HR0,1,741.985
2019,NUTS,2010,HR0,1,832.625
2020,NUTS,2010,HR0,1,941.94
2008,NUTS,2010,HR02,2,24.0
2009,NUTS,2010,HR02,2,53.679
2010,NUTS,2010,HR02,2,13.647
2020,NUTS,2010,HR02,2,32.426
2008,NUTS,2010,HR03,2,60.0
2009,NUTS,2010,HR03,2,59.065
2010,NUTS,2010,HR03,2,50.462
2011,NUTS,2010,HR03,2,46.219
2012,NUTS,2010,HR03,2,51.152
2013,NUTS,2010,HR03,2,59.89
2014,NUTS,2010,HR03,2,57.623
2015,NUTS,2010,HR03,2,56.28
2016,NUTS,2010,HR03,2,77.915
2017,NUTS,2010,HR03,2,77.816
2018,NUTS,2010,HR03,2,77.711
2019,NUTS,2010,HR03,2,93.807
2020,NUTS,2010,HR03,2,114.866
2008,NUTS,2010,HR04,2,716.0
2009,NUTS,2010,HR04,2,699.746
2010,NUTS,2010,HR04,2,621.982
2011,NUTS,2010,HR04,2,638.951
2012,NUTS,2010,HR04,2,634.46
2013,NUTS,2010,HR04,2,626.385
2014,NUTS,2010,HR04,2,618.523
2015,NUTS,2010,HR04,2,643.83
2016,NUTS,2010,HR04,2,565.572
2017,NUTS,2010,HR04,2,627.665
2018,NUTS,2010,HR04,2,664.274
2019,NUTS,2010,HR04,2,738.818
2020,NUTS,2010,HR05,2,775.01
2020,NUTS,2010,HR06,2,19.638
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,4937.0
1988,NUTS,2010,HU,0,5016.0
1989,NUTS,2010,HU,0,6078.0
1990,NUTS,2010,HU,0,6514.0
1991,NUTS,2010,HU,0,6538.0
1992,NUTS,2010,HU,0,7834.0
1993,NUTS,2010,HU,0,8923.0
1994,NUTS,2010,HU,0,10579.0
1995,NUTS,2010,HU,0,10537.3
1996,NUTS,2010,HU,0,12723.9
1997,NUTS,2010,HU,0,15515.5
1998,NUTS,2010,HU,0,21391.5
1999,NUTS,2010,HU,0,25247.1
2000,NUTS,2010,HU,0,27494.1
2001,NUTS,2010,HU,0,36390.8
2002,NUTS,2010,HU,0,56328.0
2003,NUTS,2010,HU,0,55091.0
2004,NUTS,2010,HU,0,53639.9
2005,NUTS,2010,HU,0,58170.9
2006,NUTS,2010,HU,0,60372.6
2007,NUTS,2010,HU,0,59336.6
2008,NUTS,2010,HU,0,62313.8
2009,NUTS,2010,HU,0,60003.0
2010,NUTS,2010,HU,0,57450.1
2011,NUTS,2010,HU,0,53035.3
2012,NUTS,2010,HU,0,52528.3
2013,NUTS,2010,HU,0,62571.6
2014,NUTS,2010,HU,0,60608.4
2015,NUTS,2010,HU,0,62241.1
2016,NUTS,2010,HU,0,57298.8
2017,NUTS,2010,HU,0,64956.0
2018,NUTS,2010,HU,0,71131.5
2019,NUTS,2010,HU,0,70215.6
2020,NUTS,2010,HU,0,76524.0
1999,NUTS,2010,HU1,1,19161.0
2000,NUTS,2010,HU1,1,20492.0
2001,NUTS,2010,HU1,1,27813.0
2002,NUTS,2010,HU1,1,45940.0
2003,NUTS,2010,HU1,1,44418.0
2004,NUTS,2010,HU1,1,42747.0
2005,NUTS,2010,HU1,1,45744.0
2006,NUTS,2010,HU1,1,47821.0
2007,NUTS,2010,HU1,1,47044.0
2008,NUTS,2010,HU1,1,50684.0
2009,NUTS,2010,HU1,1,48251.6
2010,NUTS,2010,HU1,1,46764.6
2011,NUTS,2010,HU1,1,42831.4
2012,NUTS,2010,HU1,1,39989.3
2013,NUTS,2010,HU1,1,48227.2
2014,NUTS,2010,HU1,1,44987.4
2015,NUTS,2010,HU1,1,47250.4
2016,NUTS,2010,HU1,1,43480.9
2017,NUTS,2010,HU1,1,47129.1
2018,NUTS,2010,HU1,1,49194.9
2019,NUTS,2010,HU1,1,52397.0
1999,NUTS,2010,HU10,2,19161.0
2000,NUTS,2010,HU10,2,20492.0
2001,NUTS,2010,HU10,2,27813.0
2002,NUTS,2010,HU10,2,45940.0
2003,NUTS,2010,HU10,2,44418.0
2004,NUTS,2010,HU10,2,42747.0
2005,NUTS,2010,HU10,2,45744.0
2006,NUTS,2010,HU10,2,47821.0
2007,NUTS,2010,HU10,2,47044.0
2008,NUTS,2010,HU10,2,50684.0
2009,NUTS,2010,HU10,2,48251.6
2010,NUTS,2010,HU10,2,46764.6
2011,NUTS,2010,HU10,2,42831.4
2012,NUTS,2010,HU10,2,39989.3
