year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_total_t
2017,NUTS,2010,DEZ,1,12829.0
2019,NUTS,2010,DEZ,1,12416.0
2003,NUTS,2010,DEZZ,2,8291.0
2005,NUTS,2010,DEZZ,2,10340.0
2007,NUTS,2010,DEZZ,2,10903.0
2009,NUTS,2010,DEZZ,2,12446.0
2011,NUTS,2010,DEZZ,2,13118.0
2013,NUTS,2010,DEZZ,2,12846.0
2015,NUTS,2010,DEZZ,2,13922.0
2017,NUTS,2010,DEZZ,2,12829.0
2019,NUTS,2010,DEZZ,2,12416.0
1985,NUTS,2010,DK,0,16259.0
1987,NUTS,2010,DK,0,17972.0
1989,NUTS,2010,DK,0,19733.0
1991,NUTS,2010,DK,0,20503.0
1993,NUTS,2010,DK,0,22701.0
1995,NUTS,2010,DK,0,25942.0
1997,NUTS,2010,DK,0,27575.0
1999,NUTS,2010,DK,0,28622.0
2001,NUTS,2010,DK,0,29791.0
2002,NUTS,2010,DK,0,37883.0
2003,NUTS,2010,DK,0,36046.0
2004,NUTS,2010,DK,0,39533.0
2005,NUTS,2010,DK,0,43460.0
2006,NUTS,2010,DK,0,44095.0
2007,NUTS,2010,DK,0,42992.0
2008,NUTS,2010,DK,0,48442.0
2009,NUTS,2010,DK,0,54049.0
2010,NUTS,2010,DK,0,54813.0
2011,NUTS,2010,DK,0,56845.0
2012,NUTS,2010,DK,0,57520.0
2013,NUTS,2010,DK,0,57654.0
2014,NUTS,2010,DK,0,58735.0
2015,NUTS,2010,DK,0,60492.0
2016,NUTS,2010,DK,0,60432.0
2017,NUTS,2010,DK,0,60085.0
2018,NUTS,2010,DK,0,60389.0
2019,NUTS,2010,DK,0,61573.0
2020,NUTS,2010,DK,0,61481.0
1985,NUTS,2010,DK0,1,16259.0
1987,NUTS,2010,DK0,1,17972.0
1989,NUTS,2010,DK0,1,19733.0
1991,NUTS,2010,DK0,1,20503.0
1993,NUTS,2010,DK0,1,22701.0
1995,NUTS,2010,DK0,1,25942.0
1997,NUTS,2010,DK0,1,27570.0
1999,NUTS,2010,DK0,1,28638.0
2001,NUTS,2010,DK0,1,29791.0
2002,NUTS,2010,DK0,1,37965.0
2003,NUTS,2010,DK0,1,36715.0
2009,NUTS,2010,DK0,1,52568.0
2010,NUTS,2010,DK0,1,54940.0
2011,NUTS,2010,DK0,1,56771.0
2012,NUTS,2010,DK0,1,57521.0
2013,NUTS,2010,DK0,1,57654.0
2014,NUTS,2010,DK0,1,58735.0
2015,NUTS,2010,DK0,1,60492.0
2016,NUTS,2010,DK0,1,60432.0
2017,NUTS,2010,DK0,1,60085.0
2018,NUTS,2010,DK0,1,60389.0
2019,NUTS,2010,DK0,1,61573.0
2009,NUTS,2010,DK01,2,31126.0
2010,NUTS,2010,DK01,2,33071.0
2011,NUTS,2010,DK01,2,32959.0
2012,NUTS,2010,DK01,2,32892.0
2013,NUTS,2010,DK01,2,32514.0
2014,NUTS,2010,DK01,2,33117.0
2015,NUTS,2010,DK01,2,34121.0
2016,NUTS,2010,DK01,2,33822.0
2017,NUTS,2010,DK01,2,34226.0
2019,NUTS,2010,DK01,2,34315.0
2009,NUTS,2010,DK02,2,5689.0
2010,NUTS,2010,DK02,2,3013.0
2011,NUTS,2010,DK02,2,2759.0
2012,NUTS,2010,DK02,2,2932.0
2013,NUTS,2010,DK02,2,2952.0
2014,NUTS,2010,DK02,2,2871.0
2015,NUTS,2010,DK02,2,2656.0
2016,NUTS,2010,DK02,2,2598.0
2017,NUTS,2010,DK02,2,2960.0
2019,NUTS,2010,DK02,2,2970.0
2009,NUTS,2010,DK03,2,3657.0
2010,NUTS,2010,DK03,2,6164.0
2011,NUTS,2010,DK03,2,5968.0
2012,NUTS,2010,DK03,2,6487.0
2013,NUTS,2010,DK03,2,6676.0
2014,NUTS,2010,DK03,2,7377.0
2015,NUTS,2010,DK03,2,7578.0
2016,NUTS,2010,DK03,2,8205.0
2017,NUTS,2010,DK03,2,6727.0
2019,NUTS,2010,DK03,2,6322.0
2009,NUTS,2010,DK04,2,6256.0
2010,NUTS,2010,DK04,2,9587.0
2011,NUTS,2010,DK04,2,11686.0
2012,NUTS,2010,DK04,2,11327.0
2013,NUTS,2010,DK04,2,11674.0
2014,NUTS,2010,DK04,2,11619.0
2015,NUTS,2010,DK04,2,12332.0
2016,NUTS,2010,DK04,2,12102.0
2017,NUTS,2010,DK04,2,11415.0
2019,NUTS,2010,DK04,2,13291.0
2009,NUTS,2010,DK05,2,5839.0
2010,NUTS,2010,DK05,2,3105.0
2011,NUTS,2010,DK05,2,3400.0
2012,NUTS,2010,DK05,2,3883.0
2013,NUTS,2010,DK05,2,3839.0
2014,NUTS,2010,DK05,2,3751.0
2015,NUTS,2010,DK05,2,3804.0
2016,NUTS,2010,DK05,2,3705.0
2017,NUTS,2010,DK05,2,4756.0
2019,NUTS,2010,DK05,2,4675.0
2003,NUTS,2010,EA19,2,1220962.0
2005,NUTS,2010,EA19,2,1312203.0
2007,NUTS,2010,EA19,2,1450748.0
2009,NUTS,2010,EA19,2,1584490.0
2011,NUTS,2010,EA19,2,1728638.0
2013,NUTS,2010,EA19,2,1839815.0
2015,NUTS,2010,EA19,2,1936183.0
2017,NUTS,2010,EA19,2,2070379.0
2019,NUTS,2010,EA19,2,2242964.0
1998,NUTS,2010,EE,0,4458.0
1999,NUTS,2010,EE,0,4563.0
2000,NUTS,2010,EE,0,4570.0
2001,NUTS,2010,EE,0,4803.0
2002,NUTS,2010,EE,0,5089.0
2003,NUTS,2010,EE,0,5424.0
2004,NUTS,2010,EE,0,5678.0
2005,NUTS,2010,EE,0,5734.0
2006,NUTS,2010,EE,0,6221.0
2007,NUTS,2010,EE,0,6826.0
2008,NUTS,2010,EE,0,7226.0
2009,NUTS,2010,EE,0,7453.0
2010,NUTS,2010,EE,0,7491.0
2011,NUTS,2010,EE,0,7646.0
2012,NUTS,2010,EE,0,7634.0
2013,NUTS,2010,EE,0,7515.0
2014,NUTS,2010,EE,0,7721.0
2015,NUTS,2010,EE,0,7181.0
2016,NUTS,2010,EE,0,6845.0
2017,NUTS,2010,EE,0,7344.0
2018,NUTS,2010,EE,0,7281.0
2019,NUTS,2010,EE,0,7734.0
1993,NUTS,2010,EL,0,16080.0
1995,NUTS,2010,EL,0,18147.0
1997,NUTS,2010,EL,0,20643.0
1999,NUTS,2010,EL,0,29559.0
2001,NUTS,2010,EL,0,26340.0
2003,NUTS,2010,EL,0,28058.0
2005,NUTS,2010,EL,0,33396.0
2011,NUTS,2010,EL,0,45239.0
2013,NUTS,2010,EL,0,53744.0
2015,NUTS,2010,EL,0,60736.0
2017,NUTS,2010,EL,0,61616.0
2019,NUTS,2010,EL,0,66451.0
2003,NUTS,2010,EL3,1,13696.0
2005,NUTS,2010,EL3,1,16506.0
2011,NUTS,2010,EL3,1,18664.0
2013,NUTS,2010,EL3,1,22965.0
2015,NUTS,2010,EL3,1,29384.0
2017,NUTS,2010,EL3,1,31797.0
2019,NUTS,2010,EL3,1,34210.0
2003,NUTS,2010,EL30,2,13696.0
2005,NUTS,2010,EL30,2,16506.0
2011,NUTS,2010,EL30,2,18664.0
2013,NUTS,2010,EL30,2,22965.0
2015,NUTS,2010,EL30,2,29384.0
2017,NUTS,2010,EL30,2,31797.0
2019,NUTS,2010,EL30,2,34210.0
2003,NUTS,2010,EL4,1,2768.0
2005,NUTS,2010,EL4,1,2857.0
2011,NUTS,2010,EL4,1,5688.0
2013,NUTS,2010,EL4,1,6295.0
2015,NUTS,2010,EL4,1,5610.0
2017,NUTS,2010,EL4,1,5452.0
2019,NUTS,2010,EL4,1,5482.0
2003,NUTS,2010,EL41,2,428.0
2005,NUTS,2010,EL41,2,465.0
2011,NUTS,2010,EL41,2,924.0
2013,NUTS,2010,EL41,2,1121.0
2015,NUTS,2010,EL41,2,1067.0
2017,NUTS,2010,EL41,2,928.0
2019,NUTS,2010,EL41,2,976.0
2003,NUTS,2010,EL42,2,258.0
2005,NUTS,2010,EL42,2,291.0
2011,NUTS,2010,EL42,2,596.0
2013,NUTS,2010,EL42,2,734.0
2015,NUTS,2010,EL42,2,562.0
2017,NUTS,2010,EL42,2,608.0
2019,NUTS,2010,EL42,2,507.0
2003,NUTS,2010,EL43,2,2110.0
2005,NUTS,2010,EL43,2,2101.0
2011,NUTS,2010,EL43,2,4168.0
2013,NUTS,2010,EL43,2,4440.0
2015,NUTS,2010,EL43,2,3981.0
2017,NUTS,2010,EL43,2,3916.0
2019,NUTS,2010,EL43,2,3999.0
2011,NUTS,2010,EL5,1,13701.0
2013,NUTS,2010,EL5,1,15051.0
2015,NUTS,2010,EL5,1,15759.0
2017,NUTS,2010,EL5,1,14821.0
2019,NUTS,2010,EL5,1,16512.0
2003,NUTS,2010,EL51,2,1040.0
2005,NUTS,2010,EL51,2,1316.0
2011,NUTS,2010,EL51,2,2180.0
2013,NUTS,2010,EL51,2,2606.0
2015,NUTS,2010,EL51,2,2070.0
2017,NUTS,2010,EL51,2,1991.0
2019,NUTS,2010,EL51,2,2189.0
2003,NUTS,2010,EL52,2,5154.0
2005,NUTS,2010,EL52,2,6577.0
2011,NUTS,2010,EL52,2,8553.0
2013,NUTS,2010,EL52,2,9638.0
2015,NUTS,2010,EL52,2,10699.0
2017,NUTS,2010,EL52,2,10163.0
2019,NUTS,2010,EL52,2,11327.0
2003,NUTS,2010,EL53,2,240.0
2005,NUTS,2010,EL53,2,220.0
2011,NUTS,2010,EL53,2,640.0
2013,NUTS,2010,EL53,2,614.0
2015,NUTS,2010,EL53,2,701.0
2017,NUTS,2010,EL53,2,654.0
2019,NUTS,2010,EL53,2,860.0
2003,NUTS,2010,EL54,2,1038.0
2005,NUTS,2010,EL54,2,1491.0
2011,NUTS,2010,EL54,2,2328.0
2013,NUTS,2010,EL54,2,2193.0
2015,NUTS,2010,EL54,2,2289.0
2017,NUTS,2010,EL54,2,2013.0
2019,NUTS,2010,EL54,2,2136.0
2011,NUTS,2010,EL6,1,7186.0
2013,NUTS,2010,EL6,1,9433.0
2015,NUTS,2010,EL6,1,9983.0
2017,NUTS,2010,EL6,1,9546.0
2019,NUTS,2010,EL6,1,10247.0
2003,NUTS,2010,EL61,2,1297.0
2005,NUTS,2010,EL61,2,1121.0
2011,NUTS,2010,EL61,2,2392.0
2013,NUTS,2010,EL61,2,2477.0
2015,NUTS,2010,EL61,2,2473.0
2017,NUTS,2010,EL61,2,2546.0
2019,NUTS,2010,EL61,2,2758.0
2003,NUTS,2010,EL62,2,167.0
2005,NUTS,2010,EL62,2,217.0
2011,NUTS,2010,EL62,2,200.0
2013,NUTS,2010,EL62,2,655.0
2015,NUTS,2010,EL62,2,909.0
2017,NUTS,2010,EL62,2,803.0
2019,NUTS,2010,EL62,2,806.0
2003,NUTS,2010,EL63,2,2145.0
2005,NUTS,2010,EL63,2,2041.0
2011,NUTS,2010,EL63,2,3290.0
2013,NUTS,2010,EL63,2,4327.0
2015,NUTS,2010,EL63,2,4410.0
2017,NUTS,2010,EL63,2,4375.0
2019,NUTS,2010,EL63,2,4251.0
2003,NUTS,2010,EL64,2,176.0
2005,NUTS,2010,EL64,2,362.0
2011,NUTS,2010,EL64,2,519.0
2013,NUTS,2010,EL64,2,1006.0
2015,NUTS,2010,EL64,2,820.0
2017,NUTS,2010,EL64,2,955.0
2019,NUTS,2010,EL64,2,1059.0
2003,NUTS,2010,EL65,2,1673.0
2005,NUTS,2010,EL65,2,688.0
2011,NUTS,2010,EL65,2,785.0
2013,NUTS,2010,EL65,2,968.0
2015,NUTS,2010,EL65,2,1371.0
2017,NUTS,2010,EL65,2,867.0
2019,NUTS,2010,EL65,2,1373.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1985,NUTS,2010,ES,0,40848.0
1986,NUTS,2010,ES,0,45255.0
1987,NUTS,2010,ES,0,49007.0
1988,NUTS,2010,ES,0,56261.0
1989,NUTS,2010,ES,0,59592.0
1992,NUTS,2010,ES,0,77430.0
1993,NUTS,2010,ES,0,80113.0
1994,NUTS,2010,ES,0,70508.0
1995,NUTS,2010,ES,0,100070.0
1997,NUTS,2010,ES,0,103905.0
1999,NUTS,2010,ES,0,116595.0
2001,NUTS,2010,ES,0,140407.0
2002,NUTS,2010,ES,0,150098.0
2003,NUTS,2010,ES,0,158566.0
2004,NUTS,2010,ES,0,169971.0
2005,NUTS,2010,ES,0,181023.0
2006,NUTS,2010,ES,0,193024.0
2007,NUTS,2010,ES,0,206190.0
2008,NUTS,2010,ES,0,217716.0
2009,NUTS,2010,ES,0,221314.0
2010,NUTS,2010,ES,0,224000.0
2011,NUTS,2010,ES,0,220254.0
2012,NUTS,2010,ES,0,215544.0
2013,NUTS,2010,ES,0,208767.0
2014,NUTS,2010,ES,0,210104.0
2015,NUTS,2010,ES,0,214227.0
2016,NUTS,2010,ES,0,218680.0
2017,NUTS,2010,ES,0,225995.0
2018,NUTS,2010,ES,0,234798.0
2019,NUTS,2010,ES,0,241372.0
2001,NUTS,2010,ES1,1,12830.0
2003,NUTS,2010,ES1,1,13644.0
2004,NUTS,2010,ES1,1,14539.0
2005,NUTS,2010,ES1,1,14767.0
2006,NUTS,2010,ES1,1,16095.0
2007,NUTS,2010,ES1,1,17227.0
2008,NUTS,2010,ES1,1,17794.0
2009,NUTS,2010,ES1,1,17860.0
2010,NUTS,2010,ES1,1,18247.0
2011,NUTS,2010,ES1,1,17529.0
2012,NUTS,2010,ES1,1,16457.0
2013,NUTS,2010,ES1,1,16484.0
2014,NUTS,2010,ES1,1,15878.0
2015,NUTS,2010,ES1,1,16088.0
2016,NUTS,2010,ES1,1,16473.0
2017,NUTS,2010,ES1,1,17324.0
2018,NUTS,2010,ES1,1,17546.0
2019,NUTS,2010,ES1,1,18633.0
2001,NUTS,2010,ES11,2,7788.0
2003,NUTS,2010,ES11,2,9129.0
2004,NUTS,2010,ES11,2,9470.0
2005,NUTS,2010,ES11,2,9851.0
2006,NUTS,2010,ES11,2,9892.0
2007,NUTS,2010,ES11,2,10771.0
2008,NUTS,2010,ES11,2,10836.0
2009,NUTS,2010,ES11,2,10773.0
2010,NUTS,2010,ES11,2,10921.0
2011,NUTS,2010,ES11,2,10487.0
2012,NUTS,2010,ES11,2,9917.0
2013,NUTS,2010,ES11,2,9850.0
2014,NUTS,2010,ES11,2,9692.0
2015,NUTS,2010,ES11,2,9694.0
2016,NUTS,2010,ES11,2,10199.0
2017,NUTS,2010,ES11,2,10832.0
2018,NUTS,2010,ES11,2,11418.0
2019,NUTS,2010,ES11,2,11830.0
2001,NUTS,2010,ES12,2,3283.0
2003,NUTS,2010,ES12,2,3507.0
2004,NUTS,2010,ES12,2,3700.0
2005,NUTS,2010,ES12,2,3521.0
2006,NUTS,2010,ES12,2,4016.0
2007,NUTS,2010,ES12,2,4338.0
2008,NUTS,2010,ES12,2,4675.0
2009,NUTS,2010,ES12,2,4973.0
2010,NUTS,2010,ES12,2,5063.0
2011,NUTS,2010,ES12,2,4795.0
2012,NUTS,2010,ES12,2,4363.0
2013,NUTS,2010,ES12,2,4588.0
2014,NUTS,2010,ES12,2,4141.0
2015,NUTS,2010,ES12,2,4242.0
2016,NUTS,2010,ES12,2,4084.0
2017,NUTS,2010,ES12,2,4306.0
2018,NUTS,2010,ES12,2,3912.0
2019,NUTS,2010,ES12,2,4444.0
2001,NUTS,2010,ES13,2,1759.0
2003,NUTS,2010,ES13,2,1008.0
2004,NUTS,2010,ES13,2,1369.0
2005,NUTS,2010,ES13,2,1394.0
2006,NUTS,2010,ES13,2,2188.0
2007,NUTS,2010,ES13,2,2118.0
2008,NUTS,2010,ES13,2,2284.0
2009,NUTS,2010,ES13,2,2115.0
2010,NUTS,2010,ES13,2,2263.0
2011,NUTS,2010,ES13,2,2247.0
2012,NUTS,2010,ES13,2,2176.0
2013,NUTS,2010,ES13,2,2046.0
2014,NUTS,2010,ES13,2,2045.0
2015,NUTS,2010,ES13,2,2152.0
2016,NUTS,2010,ES13,2,2190.0
2017,NUTS,2010,ES13,2,2185.0
2018,NUTS,2010,ES13,2,2217.0
2019,NUTS,2010,ES13,2,2360.0
2001,NUTS,2010,ES2,1,16246.0
2003,NUTS,2010,ES2,1,20126.0
2004,NUTS,2010,ES2,1,21966.0
2005,NUTS,2010,ES2,1,23138.0
2006,NUTS,2010,ES2,1,25215.0
2007,NUTS,2010,ES2,1,27586.0
2008,NUTS,2010,ES2,1,29441.0
2009,NUTS,2010,ES2,1,29744.0
2010,NUTS,2010,ES2,1,29597.0
2011,NUTS,2010,ES2,1,30249.0
2012,NUTS,2010,ES2,1,30729.0
2013,NUTS,2010,ES2,1,29999.0
2014,NUTS,2010,ES2,1,30208.0
2015,NUTS,2010,ES2,1,30515.0
2016,NUTS,2010,ES2,1,30841.0
2017,NUTS,2010,ES2,1,31838.0
2018,NUTS,2010,ES2,1,33409.0
2019,NUTS,2010,ES2,1,33449.0
2001,NUTS,2010,ES21,2,9023.0
2003,NUTS,2010,ES21,2,10906.0
2004,NUTS,2010,ES21,2,12023.0
2005,NUTS,2010,ES21,2,12790.0
2006,NUTS,2010,ES21,2,13640.0
2007,NUTS,2010,ES21,2,15614.0
2008,NUTS,2010,ES21,2,16427.0
2009,NUTS,2010,ES21,2,16792.0
2010,NUTS,2010,ES21,2,16541.0
2011,NUTS,2010,ES21,2,17222.0
2012,NUTS,2010,ES21,2,17736.0
2013,NUTS,2010,ES21,2,17509.0
2014,NUTS,2010,ES21,2,17350.0
2015,NUTS,2010,ES21,2,17731.0
2016,NUTS,2010,ES21,2,17851.0
2017,NUTS,2010,ES21,2,18791.0
2018,NUTS,2010,ES21,2,19854.0
2019,NUTS,2010,ES21,2,20190.0
2001,NUTS,2010,ES22,2,2696.0
2003,NUTS,2010,ES22,2,3619.0
2004,NUTS,2010,ES22,2,3934.0
2005,NUTS,2010,ES22,2,3985.0
2006,NUTS,2010,ES22,2,4579.0
2007,NUTS,2010,ES22,2,4212.0
2008,NUTS,2010,ES22,2,4759.0
2009,NUTS,2010,ES22,2,4768.0
2010,NUTS,2010,ES22,2,4794.0
2011,NUTS,2010,ES22,2,4696.0
2012,NUTS,2010,ES22,2,4531.0
2013,NUTS,2010,ES22,2,4331.0
2014,NUTS,2010,ES22,2,4321.0
2015,NUTS,2010,ES22,2,4444.0
2016,NUTS,2010,ES22,2,4500.0
2017,NUTS,2010,ES22,2,4501.0
2018,NUTS,2010,ES22,2,4628.0
2019,NUTS,2010,ES22,2,4128.0
2001,NUTS,2010,ES23,2,504.0
2003,NUTS,2010,ES23,2,619.0
2004,NUTS,2010,ES23,2,688.0
2005,NUTS,2010,ES23,2,670.0
2006,NUTS,2010,ES23,2,804.0
2007,NUTS,2010,ES23,2,1062.0
2008,NUTS,2010,ES23,2,1227.0
2009,NUTS,2010,ES23,2,1229.0
2010,NUTS,2010,ES23,2,1367.0
2011,NUTS,2010,ES23,2,1321.0
2012,NUTS,2010,ES23,2,1386.0
2013,NUTS,2010,ES23,2,1292.0
2014,NUTS,2010,ES23,2,1338.0
2015,NUTS,2010,ES23,2,1268.0
2016,NUTS,2010,ES23,2,1509.0
2017,NUTS,2010,ES23,2,1431.0
2018,NUTS,2010,ES23,2,1535.0
2019,NUTS,2010,ES23,2,1578.0
2001,NUTS,2010,ES24,2,4023.0
2003,NUTS,2010,ES24,2,4982.0
2004,NUTS,2010,ES24,2,5321.0
2005,NUTS,2010,ES24,2,5693.0
2006,NUTS,2010,ES24,2,6192.0
2007,NUTS,2010,ES24,2,6698.0
2008,NUTS,2010,ES24,2,7028.0
2009,NUTS,2010,ES24,2,6955.0
2010,NUTS,2010,ES24,2,6895.0
2011,NUTS,2010,ES24,2,7009.0
2012,NUTS,2010,ES24,2,7075.0
2013,NUTS,2010,ES24,2,6867.0
2014,NUTS,2010,ES24,2,7200.0
2015,NUTS,2010,ES24,2,7072.0
2016,NUTS,2010,ES24,2,6981.0
2017,NUTS,2010,ES24,2,7116.0
2018,NUTS,2010,ES24,2,7393.0
2019,NUTS,2010,ES24,2,7553.0
2001,NUTS,2010,ES3,1,36842.0
2003,NUTS,2010,ES3,1,37779.0
2004,NUTS,2010,ES3,1,40440.0
2005,NUTS,2010,ES3,1,43246.0
2006,NUTS,2010,ES3,1,45146.0
2007,NUTS,2010,ES3,1,48560.0
2008,NUTS,2010,ES3,1,51396.0
2009,NUTS,2010,ES3,1,52946.0
2010,NUTS,2010,ES3,1,52584.0
2011,NUTS,2010,ES3,1,51174.0
2012,NUTS,2010,ES3,1,49772.0
2013,NUTS,2010,ES3,1,48403.0
2014,NUTS,2010,ES3,1,48480.0
2015,NUTS,2010,ES3,1,49016.0
2016,NUTS,2010,ES3,1,50347.0
2017,NUTS,2010,ES3,1,51475.0
2018,NUTS,2010,ES3,1,54156.0
2019,NUTS,2010,ES3,1,56641.0
2001,NUTS,2010,ES30,2,36842.0
2003,NUTS,2010,ES30,2,37779.0
2004,NUTS,2010,ES30,2,40440.0
2005,NUTS,2010,ES30,2,43246.0
2006,NUTS,2010,ES30,2,45146.0
2007,NUTS,2010,ES30,2,48560.0
2008,NUTS,2010,ES30,2,51396.0
2009,NUTS,2010,ES30,2,52946.0
2010,NUTS,2010,ES30,2,52584.0
2011,NUTS,2010,ES30,2,51174.0
2012,NUTS,2010,ES30,2,49772.0
2013,NUTS,2010,ES30,2,48403.0
2014,NUTS,2010,ES30,2,48480.0
2015,NUTS,2010,ES30,2,49016.0
2016,NUTS,2010,ES30,2,50347.0
2017,NUTS,2010,ES30,2,51475.0
2018,NUTS,2010,ES30,2,54156.0
2019,NUTS,2010,ES30,2,56641.0
2001,NUTS,2010,ES4,1,14059.0
2003,NUTS,2010,ES4,1,14625.0
2004,NUTS,2010,ES4,1,15177.0
2005,NUTS,2010,ES4,1,16352.0
2006,NUTS,2010,ES4,1,16846.0
2007,NUTS,2010,ES4,1,17893.0
2008,NUTS,2010,ES4,1,19443.0
2009,NUTS,2010,ES4,1,19569.0
2010,NUTS,2010,ES4,1,19975.0
2011,NUTS,2010,ES4,1,19764.0
2012,NUTS,2010,ES4,1,18660.0
2013,NUTS,2010,ES4,1,16916.0
2014,NUTS,2010,ES4,1,17082.0
2015,NUTS,2010,ES4,1,17515.0
2016,NUTS,2010,ES4,1,17604.0
2017,NUTS,2010,ES4,1,18271.0
2018,NUTS,2010,ES4,1,18727.0
2019,NUTS,2010,ES4,1,18886.0
2001,NUTS,2010,ES41,2,9689.0
2003,NUTS,2010,ES41,2,9590.0
2004,NUTS,2010,ES41,2,9951.0
2005,NUTS,2010,ES41,2,10482.0
2006,NUTS,2010,ES41,2,11002.0
2007,NUTS,2010,ES41,2,11424.0
2008,NUTS,2010,ES41,2,12012.0
2009,NUTS,2010,ES41,2,12017.0
2010,NUTS,2010,ES41,2,12084.0
2011,NUTS,2010,ES41,2,12124.0
2012,NUTS,2010,ES41,2,11646.0
2013,NUTS,2010,ES41,2,10737.0
2014,NUTS,2010,ES41,2,10836.0
2015,NUTS,2010,ES41,2,11237.0
2016,NUTS,2010,ES41,2,11062.0
2017,NUTS,2010,ES41,2,11360.0
2018,NUTS,2010,ES41,2,11697.0
2019,NUTS,2010,ES41,2,12044.0
2001,NUTS,2010,ES42,2,2214.0
2003,NUTS,2010,ES42,2,2828.0
2004,NUTS,2010,ES42,2,3047.0
2005,NUTS,2010,ES42,2,3442.0
2006,NUTS,2010,ES42,2,3363.0
2007,NUTS,2010,ES42,2,3847.0
2008,NUTS,2010,ES42,2,4714.0
2009,NUTS,2010,ES42,2,4855.0
2010,NUTS,2010,ES42,2,4939.0
2011,NUTS,2010,ES42,2,4880.0
2012,NUTS,2010,ES42,2,4379.0
2013,NUTS,2010,ES42,2,3496.0
2014,NUTS,2010,ES42,2,3669.0
2015,NUTS,2010,ES42,2,3667.0
2016,NUTS,2010,ES42,2,3964.0
2017,NUTS,2010,ES42,2,4178.0
2018,NUTS,2010,ES42,2,4212.0
2019,NUTS,2010,ES42,2,4335.0
2001,NUTS,2010,ES43,2,2156.0
2003,NUTS,2010,ES43,2,2207.0
2004,NUTS,2010,ES43,2,2179.0
2005,NUTS,2010,ES43,2,2428.0
2006,NUTS,2010,ES43,2,2482.0
2007,NUTS,2010,ES43,2,2623.0
2008,NUTS,2010,ES43,2,2718.0
2009,NUTS,2010,ES43,2,2696.0
2010,NUTS,2010,ES43,2,2952.0
2011,NUTS,2010,ES43,2,2760.0
2012,NUTS,2010,ES43,2,2635.0
2013,NUTS,2010,ES43,2,2683.0
2014,NUTS,2010,ES43,2,2576.0
2015,NUTS,2010,ES43,2,2611.0
2016,NUTS,2010,ES43,2,2578.0
2017,NUTS,2010,ES43,2,2733.0
2018,NUTS,2010,ES43,2,2818.0
2019,NUTS,2010,ES43,2,2507.0
2001,NUTS,2010,ES5,1,33745.0
2003,NUTS,2010,ES5,1,43103.0
2004,NUTS,2010,ES5,1,46613.0
2005,NUTS,2010,ES5,1,49573.0
2006,NUTS,2010,ES5,1,54366.0
2007,NUTS,2010,ES5,1,57580.0
2008,NUTS,2010,ES5,1,61252.0
2009,NUTS,2010,ES5,1,62495.0
2010,NUTS,2010,ES5,1,63965.0
2011,NUTS,2010,ES5,1,62331.0
2012,NUTS,2010,ES5,1,61588.0
2013,NUTS,2010,ES5,1,59818.0
2014,NUTS,2010,ES5,1,61959.0
2015,NUTS,2010,ES5,1,62874.0
2016,NUTS,2010,ES5,1,65030.0
2017,NUTS,2010,ES5,1,67745.0
2018,NUTS,2010,ES5,1,70359.0
2019,NUTS,2010,ES5,1,72353.0
2001,NUTS,2010,ES51,2,21640.0
2003,NUTS,2010,ES51,2,28203.0
2004,NUTS,2010,ES51,2,30690.0
2005,NUTS,2010,ES51,2,32470.0
2006,NUTS,2010,ES51,2,36570.0
2007,NUTS,2010,ES51,2,37814.0
2008,NUTS,2010,ES51,2,39537.0
2009,NUTS,2010,ES51,2,40227.0
2010,NUTS,2010,ES51,2,41383.0
2011,NUTS,2010,ES51,2,39462.0
2012,NUTS,2010,ES51,2,39640.0
2013,NUTS,2010,ES51,2,39221.0
2014,NUTS,2010,ES51,2,39353.0
2015,NUTS,2010,ES51,2,40358.0
2016,NUTS,2010,ES51,2,41603.0
2017,NUTS,2010,ES51,2,43484.0
2018,NUTS,2010,ES51,2,45436.0
2019,NUTS,2010,ES51,2,46188.0
2001,NUTS,2010,ES52,2,11071.0
2003,NUTS,2010,ES52,2,13802.0
2004,NUTS,2010,ES52,2,14611.0
2005,NUTS,2010,ES52,2,15576.0
2006,NUTS,2010,ES52,2,16162.0
2007,NUTS,2010,ES52,2,17590.0
2008,NUTS,2010,ES52,2,19460.0
2009,NUTS,2010,ES52,2,19737.0
2010,NUTS,2010,ES52,2,19692.0
2011,NUTS,2010,ES52,2,20010.0
2012,NUTS,2010,ES52,2,19334.0
2013,NUTS,2010,ES52,2,18017.0
2014,NUTS,2010,ES52,2,19921.0
2015,NUTS,2010,ES52,2,19658.0
2016,NUTS,2010,ES52,2,20584.0
2017,NUTS,2010,ES52,2,21305.0
2018,NUTS,2010,ES52,2,21937.0
2019,NUTS,2010,ES52,2,23057.0
2001,NUTS,2010,ES53,2,1034.0
2003,NUTS,2010,ES53,2,1098.0
2004,NUTS,2010,ES53,2,1312.0
2005,NUTS,2010,ES53,2,1527.0
2006,NUTS,2010,ES53,2,1634.0
2007,NUTS,2010,ES53,2,2176.0
2008,NUTS,2010,ES53,2,2254.0
2009,NUTS,2010,ES53,2,2531.0
2010,NUTS,2010,ES53,2,2890.0
2011,NUTS,2010,ES53,2,2859.0
2012,NUTS,2010,ES53,2,2615.0
2013,NUTS,2010,ES53,2,2580.0
2014,NUTS,2010,ES53,2,2686.0
2015,NUTS,2010,ES53,2,2858.0
