year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_bes_rse
2012,NUTS,2010,ES53,2,42.0
2013,NUTS,2010,ES53,2,48.0
2014,NUTS,2010,ES53,2,60.0
2015,NUTS,2010,ES53,2,47.0
2016,NUTS,2010,ES53,2,80.0
2017,NUTS,2010,ES53,2,78.0
2018,NUTS,2010,ES53,2,90.0
2019,NUTS,2010,ES53,2,105.0
2003,NUTS,2010,ES6,1,588.0
2004,NUTS,2010,ES6,1,577.0
2005,NUTS,2010,ES6,1,940.0
2006,NUTS,2010,ES6,1,1141.0
2007,NUTS,2010,ES6,1,1222.0
2008,NUTS,2010,ES6,1,1319.0
2009,NUTS,2010,ES6,1,1410.0
2010,NUTS,2010,ES6,1,1448.0
2011,NUTS,2010,ES6,1,1500.0
2012,NUTS,2010,ES6,1,1613.0
2013,NUTS,2010,ES6,1,1664.0
2014,NUTS,2010,ES6,1,1678.0
2015,NUTS,2010,ES6,1,1609.0
2016,NUTS,2010,ES6,1,1578.0
2017,NUTS,2010,ES6,1,1558.0
2018,NUTS,2010,ES6,1,1759.0
2019,NUTS,2010,ES6,1,1763.0
2003,NUTS,2010,ES61,2,497.0
2004,NUTS,2010,ES61,2,452.0
2005,NUTS,2010,ES61,2,774.0
2006,NUTS,2010,ES61,2,958.0
2007,NUTS,2010,ES61,2,997.0
2008,NUTS,2010,ES61,2,1120.0
2009,NUTS,2010,ES61,2,1205.0
2010,NUTS,2010,ES61,2,1209.0
2011,NUTS,2010,ES61,2,1290.0
2012,NUTS,2010,ES61,2,1366.0
2013,NUTS,2010,ES61,2,1427.0
2014,NUTS,2010,ES61,2,1407.0
2015,NUTS,2010,ES61,2,1329.0
2016,NUTS,2010,ES61,2,1288.0
2017,NUTS,2010,ES61,2,1248.0
2018,NUTS,2010,ES61,2,1374.0
2019,NUTS,2010,ES61,2,1336.0
2003,NUTS,2010,ES62,2,91.0
2004,NUTS,2010,ES62,2,125.0
2005,NUTS,2010,ES62,2,165.0
2006,NUTS,2010,ES62,2,183.0
2007,NUTS,2010,ES62,2,225.0
2008,NUTS,2010,ES62,2,199.0
2009,NUTS,2010,ES62,2,205.0
2010,NUTS,2010,ES62,2,239.0
2011,NUTS,2010,ES62,2,209.0
2012,NUTS,2010,ES62,2,247.0
2013,NUTS,2010,ES62,2,235.0
2014,NUTS,2010,ES62,2,269.0
2015,NUTS,2010,ES62,2,279.0
2016,NUTS,2010,ES62,2,290.0
2017,NUTS,2010,ES62,2,310.0
2018,NUTS,2010,ES62,2,385.0
2019,NUTS,2010,ES62,2,427.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,1.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,1.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES7,1,34.0
2004,NUTS,2010,ES7,1,52.0
2005,NUTS,2010,ES7,1,70.0
2006,NUTS,2010,ES7,1,86.0
2007,NUTS,2010,ES7,1,186.0
2008,NUTS,2010,ES7,1,106.0
2009,NUTS,2010,ES7,1,89.0
2010,NUTS,2010,ES7,1,139.0
2011,NUTS,2010,ES7,1,127.0
2012,NUTS,2010,ES7,1,152.0
2013,NUTS,2010,ES7,1,126.0
2014,NUTS,2010,ES7,1,110.0
2015,NUTS,2010,ES7,1,105.0
2016,NUTS,2010,ES7,1,116.0
2017,NUTS,2010,ES7,1,121.0
2018,NUTS,2010,ES7,1,190.0
2019,NUTS,2010,ES7,1,149.0
2003,NUTS,2010,ES70,2,34.0
2004,NUTS,2010,ES70,2,52.0
2005,NUTS,2010,ES70,2,70.0
2006,NUTS,2010,ES70,2,86.0
2007,NUTS,2010,ES70,2,186.0
2008,NUTS,2010,ES70,2,106.0
2009,NUTS,2010,ES70,2,89.0
2010,NUTS,2010,ES70,2,139.0
2011,NUTS,2010,ES70,2,127.0
2012,NUTS,2010,ES70,2,152.0
2013,NUTS,2010,ES70,2,126.0
2014,NUTS,2010,ES70,2,110.0
2015,NUTS,2010,ES70,2,105.0
2016,NUTS,2010,ES70,2,116.0
2017,NUTS,2010,ES70,2,121.0
2018,NUTS,2010,ES70,2,190.0
2019,NUTS,2010,ES70,2,149.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,EU27_2020,7,90791.0
2003,NUTS,2010,EU27_2020,7,100504.0
2005,NUTS,2010,EU27_2020,7,112968.0
2007,NUTS,2010,EU27_2020,7,130095.0
2009,NUTS,2010,EU27_2020,7,141809.0
2011,NUTS,2010,EU27_2020,7,163211.0
2013,NUTS,2010,EU27_2020,7,187084.0
2015,NUTS,2010,EU27_2020,7,206482.0
2017,NUTS,2010,EU27_2020,7,248698.0
2019,NUTS,2010,EU27_2020,7,280975.0
2004,NUTS,2010,FI,0,4619.0
2005,NUTS,2010,FI,0,4630.0
2006,NUTS,2010,FI,0,4849.0
2007,NUTS,2010,FI,0,4606.0
2008,NUTS,2010,FI,0,4611.0
2009,NUTS,2010,FI,0,4776.0
2010,NUTS,2010,FI,0,4591.0
2011,NUTS,2010,FI,0,4702.0
2012,NUTS,2010,FI,0,4445.0
2013,NUTS,2010,FI,0,4465.0
2014,NUTS,2010,FI,0,4540.0
2015,NUTS,2010,FI,0,4849.0
2016,NUTS,2010,FI,0,4749.0
2017,NUTS,2010,FI,0,4565.0
2018,NUTS,2010,FI,0,4884.0
2019,NUTS,2010,FI,0,5258.0
2000,NUTS,2010,FR,0,17787.0
2001,NUTS,2010,FR,0,19014.0
2002,NUTS,2010,FR,0,21273.0
2003,NUTS,2010,FR,0,21813.0
2004,NUTS,2010,FR,0,23688.0
2005,NUTS,2010,FR,0,22747.0
2006,NUTS,2010,FR,0,25266.0
2007,NUTS,2010,FR,0,28578.0
2008,NUTS,2010,FR,0,29527.0
2009,NUTS,2010,FR,0,31088.0
2010,NUTS,2010,FR,0,35705.0
2011,NUTS,2010,FR,0,38699.0
2012,NUTS,2010,FR,0,42243.0
2013,NUTS,2010,FR,0,43762.0
2014,NUTS,2010,FR,0,44749.0
2016,NUTS,2010,FR,0,48597.0
2017,NUTS,2010,FR,0,54656.0
2006,NUTS,2010,FR1,1,11087.0
2007,NUTS,2010,FR1,1,12593.0
2008,NUTS,2010,FR1,1,12939.0
2009,NUTS,2010,FR1,1,13645.0
2010,NUTS,2010,FR1,1,15848.0
2011,NUTS,2010,FR1,1,17566.0
2012,NUTS,2010,FR1,1,18563.0
2013,NUTS,2010,FR1,1,19510.0
2006,NUTS,2010,FR10,2,11087.0
2007,NUTS,2010,FR10,2,12593.0
2008,NUTS,2010,FR10,2,12939.0
2009,NUTS,2010,FR10,2,13645.0
2010,NUTS,2010,FR10,2,15848.0
2011,NUTS,2010,FR10,2,17566.0
2012,NUTS,2010,FR10,2,18563.0
2013,NUTS,2010,FR10,2,19510.0
2006,NUTS,2010,FR2,1,2174.0
2007,NUTS,2010,FR2,1,2499.0
2008,NUTS,2010,FR2,1,2509.0
2009,NUTS,2010,FR2,1,2501.0
2010,NUTS,2010,FR2,1,2885.0
2011,NUTS,2010,FR2,1,2913.0
2012,NUTS,2010,FR2,1,3118.0
2013,NUTS,2010,FR2,1,3163.0
2006,NUTS,2010,FR21,2,204.0
2007,NUTS,2010,FR21,2,204.0
2008,NUTS,2010,FR21,2,205.0
2009,NUTS,2010,FR21,2,181.0
2010,NUTS,2010,FR21,2,246.0
2011,NUTS,2010,FR21,2,257.0
2012,NUTS,2010,FR21,2,287.0
2013,NUTS,2010,FR21,2,224.0
2006,NUTS,2010,FR22,2,339.0
2007,NUTS,2010,FR22,2,426.0
2008,NUTS,2010,FR22,2,518.0
2009,NUTS,2010,FR22,2,452.0
2010,NUTS,2010,FR22,2,487.0
2011,NUTS,2010,FR22,2,448.0
2012,NUTS,2010,FR22,2,492.0
2013,NUTS,2010,FR22,2,566.0
2006,NUTS,2010,FR23,2,436.0
2007,NUTS,2010,FR23,2,461.0
2008,NUTS,2010,FR23,2,499.0
2009,NUTS,2010,FR23,2,513.0
2010,NUTS,2010,FR23,2,477.0
2011,NUTS,2010,FR23,2,598.0
2012,NUTS,2010,FR23,2,651.0
2013,NUTS,2010,FR23,2,691.0
2006,NUTS,2010,FR24,2,662.0
2007,NUTS,2010,FR24,2,788.0
2008,NUTS,2010,FR24,2,728.0
2009,NUTS,2010,FR24,2,745.0
2010,NUTS,2010,FR24,2,928.0
2011,NUTS,2010,FR24,2,840.0
2012,NUTS,2010,FR24,2,767.0
2013,NUTS,2010,FR24,2,863.0
2006,NUTS,2010,FR25,2,279.0
2007,NUTS,2010,FR25,2,279.0
2008,NUTS,2010,FR25,2,280.0
2009,NUTS,2010,FR25,2,259.0
2010,NUTS,2010,FR25,2,315.0
2011,NUTS,2010,FR25,2,347.0
2012,NUTS,2010,FR25,2,409.0
2013,NUTS,2010,FR25,2,331.0
2006,NUTS,2010,FR26,2,254.0
2007,NUTS,2010,FR26,2,342.0
2008,NUTS,2010,FR26,2,279.0
2009,NUTS,2010,FR26,2,352.0
2010,NUTS,2010,FR26,2,432.0
2011,NUTS,2010,FR26,2,422.0
2012,NUTS,2010,FR26,2,512.0
2013,NUTS,2010,FR26,2,490.0
2006,NUTS,2010,FR3,1,322.0
2007,NUTS,2010,FR3,1,404.0
2008,NUTS,2010,FR3,1,590.0
2009,NUTS,2010,FR3,1,592.0
2010,NUTS,2010,FR3,1,706.0
2011,NUTS,2010,FR3,1,803.0
2012,NUTS,2010,FR3,1,840.0
2013,NUTS,2010,FR3,1,754.0
2006,NUTS,2010,FR30,2,322.0
2007,NUTS,2010,FR30,2,404.0
2008,NUTS,2010,FR30,2,590.0
2009,NUTS,2010,FR30,2,592.0
2010,NUTS,2010,FR30,2,706.0
2011,NUTS,2010,FR30,2,803.0
2012,NUTS,2010,FR30,2,840.0
2013,NUTS,2010,FR30,2,754.0
2006,NUTS,2010,FR4,1,1061.0
2007,NUTS,2010,FR4,1,1245.0
2008,NUTS,2010,FR4,1,1184.0
2009,NUTS,2010,FR4,1,1313.0
2010,NUTS,2010,FR4,1,1420.0
2011,NUTS,2010,FR4,1,1693.0
2012,NUTS,2010,FR4,1,1771.0
2013,NUTS,2010,FR4,1,1698.0
2006,NUTS,2010,FR41,2,209.0
2007,NUTS,2010,FR41,2,321.0
2008,NUTS,2010,FR41,2,290.0
2009,NUTS,2010,FR41,2,343.0
2010,NUTS,2010,FR41,2,339.0
2011,NUTS,2010,FR41,2,540.0
2012,NUTS,2010,FR41,2,487.0
2013,NUTS,2010,FR41,2,381.0
2006,NUTS,2010,FR42,2,516.0
2007,NUTS,2010,FR42,2,490.0
2008,NUTS,2010,FR42,2,529.0
2009,NUTS,2010,FR42,2,603.0
2010,NUTS,2010,FR42,2,689.0
2011,NUTS,2010,FR42,2,728.0
2012,NUTS,2010,FR42,2,837.0
2013,NUTS,2010,FR42,2,834.0
2006,NUTS,2010,FR43,2,336.0
2007,NUTS,2010,FR43,2,434.0
2008,NUTS,2010,FR43,2,365.0
2009,NUTS,2010,FR43,2,367.0
2010,NUTS,2010,FR43,2,391.0
2011,NUTS,2010,FR43,2,425.0
2012,NUTS,2010,FR43,2,447.0
2013,NUTS,2010,FR43,2,484.0
2006,NUTS,2010,FR5,1,1726.0
2007,NUTS,2010,FR5,1,1956.0
2008,NUTS,2010,FR5,1,2138.0
2009,NUTS,2010,FR5,1,2153.0
2010,NUTS,2010,FR5,1,2828.0
2011,NUTS,2010,FR5,1,2838.0
2012,NUTS,2010,FR5,1,3240.0
2013,NUTS,2010,FR5,1,3351.0
2006,NUTS,2010,FR51,2,657.0
2007,NUTS,2010,FR51,2,671.0
2008,NUTS,2010,FR51,2,833.0
2009,NUTS,2010,FR51,2,796.0
2010,NUTS,2010,FR51,2,1064.0
2011,NUTS,2010,FR51,2,1109.0
2012,NUTS,2010,FR51,2,1262.0
2013,NUTS,2010,FR51,2,1352.0
2006,NUTS,2010,FR52,2,939.0
2007,NUTS,2010,FR52,2,1122.0
2008,NUTS,2010,FR52,2,1118.0
2009,NUTS,2010,FR52,2,1144.0
2010,NUTS,2010,FR52,2,1397.0
2011,NUTS,2010,FR52,2,1480.0
2012,NUTS,2010,FR52,2,1649.0
2013,NUTS,2010,FR52,2,1639.0
2006,NUTS,2010,FR53,2,130.0
2007,NUTS,2010,FR53,2,162.0
2008,NUTS,2010,FR53,2,187.0
2009,NUTS,2010,FR53,2,213.0
2010,NUTS,2010,FR53,2,366.0
2011,NUTS,2010,FR53,2,248.0
2012,NUTS,2010,FR53,2,329.0
2013,NUTS,2010,FR53,2,360.0
2006,NUTS,2010,FR6,1,2799.0
2007,NUTS,2010,FR6,1,3164.0
2008,NUTS,2010,FR6,1,3359.0
2009,NUTS,2010,FR6,1,3730.0
2010,NUTS,2010,FR6,1,3861.0
2011,NUTS,2010,FR6,1,4240.0
2012,NUTS,2010,FR6,1,5017.0
2013,NUTS,2010,FR6,1,4991.0
2006,NUTS,2010,FR61,2,750.0
2007,NUTS,2010,FR61,2,685.0
2008,NUTS,2010,FR61,2,760.0
2009,NUTS,2010,FR61,2,974.0
2010,NUTS,2010,FR61,2,999.0
2011,NUTS,2010,FR61,2,1078.0
2012,NUTS,2010,FR61,2,1180.0
2013,NUTS,2010,FR61,2,1186.0
2006,NUTS,2010,FR62,2,1968.0
2007,NUTS,2010,FR62,2,2377.0
2008,NUTS,2010,FR62,2,2468.0
2009,NUTS,2010,FR62,2,2649.0
2010,NUTS,2010,FR62,2,2789.0
2011,NUTS,2010,FR62,2,3049.0
2012,NUTS,2010,FR62,2,3677.0
2013,NUTS,2010,FR62,2,3678.0
2006,NUTS,2010,FR63,2,80.0
2007,NUTS,2010,FR63,2,101.0
2008,NUTS,2010,FR63,2,130.0
2009,NUTS,2010,FR63,2,107.0
2010,NUTS,2010,FR63,2,73.0
2011,NUTS,2010,FR63,2,114.0
2012,NUTS,2010,FR63,2,161.0
2013,NUTS,2010,FR63,2,127.0
2006,NUTS,2010,FR7,1,3188.0
2007,NUTS,2010,FR7,1,3979.0
2008,NUTS,2010,FR7,1,3995.0
2009,NUTS,2010,FR7,1,4368.0
2010,NUTS,2010,FR7,1,4904.0
2011,NUTS,2010,FR7,1,5271.0
2012,NUTS,2010,FR7,1,5686.0
2013,NUTS,2010,FR7,1,5811.0
2006,NUTS,2010,FR71,2,2958.0
2007,NUTS,2010,FR71,2,3628.0
2008,NUTS,2010,FR71,2,3697.0
2009,NUTS,2010,FR71,2,4073.0
2010,NUTS,2010,FR71,2,4586.0
2011,NUTS,2010,FR71,2,4939.0
2012,NUTS,2010,FR71,2,5270.0
2013,NUTS,2010,FR71,2,5441.0
2006,NUTS,2010,FR72,2,230.0
2007,NUTS,2010,FR72,2,352.0
2008,NUTS,2010,FR72,2,298.0
2009,NUTS,2010,FR72,2,295.0
2010,NUTS,2010,FR72,2,319.0
2011,NUTS,2010,FR72,2,332.0
2012,NUTS,2010,FR72,2,416.0
2013,NUTS,2010,FR72,2,369.0
2006,NUTS,2010,FR8,1,2075.0
2007,NUTS,2010,FR8,1,2704.0
2008,NUTS,2010,FR8,1,2788.0
2009,NUTS,2010,FR8,1,2751.0
2010,NUTS,2010,FR8,1,3221.0
2011,NUTS,2010,FR8,1,3383.0
2012,NUTS,2010,FR8,1,3964.0
2013,NUTS,2010,FR8,1,4422.0
2006,NUTS,2010,FR81,2,520.0
2007,NUTS,2010,FR81,2,675.0
2008,NUTS,2010,FR81,2,669.0
2009,NUTS,2010,FR81,2,782.0
2010,NUTS,2010,FR81,2,794.0
2011,NUTS,2010,FR81,2,820.0
2012,NUTS,2010,FR81,2,1056.0
2013,NUTS,2010,FR81,2,1093.0
2006,NUTS,2010,FR82,2,1555.0
2007,NUTS,2010,FR82,2,2028.0
2008,NUTS,2010,FR82,2,2104.0
2009,NUTS,2010,FR82,2,1960.0
2010,NUTS,2010,FR82,2,2412.0
2011,NUTS,2010,FR82,2,2544.0
2012,NUTS,2010,FR82,2,2905.0
2013,NUTS,2010,FR82,2,3324.0
2007,NUTS,2010,FR83,2,1.0
2008,NUTS,2010,FR83,2,15.0
2009,NUTS,2010,FR83,2,9.0
2010,NUTS,2010,FR83,2,15.0
2011,NUTS,2010,FR83,2,20.0
2012,NUTS,2010,FR83,2,3.0
2013,NUTS,2010,FR83,2,5.0
2006,NUTS,2010,FRA,1,1.0
2007,NUTS,2010,FRA,1,18.0
2008,NUTS,2010,FRA,1,26.0
2009,NUTS,2010,FRA,1,36.0
2010,NUTS,2010,FRA,1,33.0
2011,NUTS,2010,FRA,1,45.0
2012,NUTS,2010,FRA,1,44.0
2013,NUTS,2010,FRA,1,63.0
2007,NUTS,2010,FRZ,1,16.0
2007,NUTS,2010,FRZZ,2,16.0
2002,NUTS,2010,HR,0,430.0
2003,NUTS,2010,HR,0,374.0
2004,NUTS,2010,HR,0,478.0
2005,NUTS,2010,HR,0,333.0
2006,NUTS,2010,HR,0,311.0
2007,NUTS,2010,HR,0,383.0
2008,NUTS,2010,HR,0,561.0
2009,NUTS,2010,HR,0,619.0
2010,NUTS,2010,HR,0,583.0
2011,NUTS,2010,HR,0,528.0
2012,NUTS,2010,HR,0,586.0
2013,NUTS,2010,HR,0,489.0
2014,NUTS,2010,HR,0,497.0
2015,NUTS,2010,HR,0,545.0
2016,NUTS,2010,HR,0,729.0
2017,NUTS,2010,HR,0,685.0
2018,NUTS,2010,HR,0,741.0
2019,NUTS,2010,HR,0,833.0
2020,NUTS,2010,HR,0,859.0
2002,NUTS,2010,HR0,1,430.0
2003,NUTS,2010,HR0,1,374.0
2004,NUTS,2010,HR0,1,478.0
2005,NUTS,2010,HR0,1,333.0
2006,NUTS,2010,HR0,1,311.0
2007,NUTS,2010,HR0,1,383.0
2008,NUTS,2010,HR0,1,561.0
2009,NUTS,2010,HR0,1,619.0
2010,NUTS,2010,HR0,1,583.0
2011,NUTS,2010,HR0,1,528.0
2012,NUTS,2010,HR0,1,586.0
2013,NUTS,2010,HR0,1,489.0
2014,NUTS,2010,HR0,1,497.0
2015,NUTS,2010,HR0,1,545.0
2016,NUTS,2010,HR0,1,729.0
2017,NUTS,2010,HR0,1,685.0
2018,NUTS,2010,HR0,1,741.0
2019,NUTS,2010,HR0,1,833.0
2020,NUTS,2010,HR0,1,859.0
2008,NUTS,2010,HR02,2,26.0
2009,NUTS,2010,HR02,2,42.0
2010,NUTS,2010,HR02,2,34.0
2020,NUTS,2010,HR02,2,57.0
2008,NUTS,2010,HR03,2,32.0
2009,NUTS,2010,HR03,2,36.0
2010,NUTS,2010,HR03,2,31.0
2011,NUTS,2010,HR03,2,23.0
2012,NUTS,2010,HR03,2,29.0
2013,NUTS,2010,HR03,2,31.0
2014,NUTS,2010,HR03,2,19.0
2015,NUTS,2010,HR03,2,24.0
2016,NUTS,2010,HR03,2,50.0
2017,NUTS,2010,HR03,2,46.0
2018,NUTS,2010,HR03,2,46.0
2019,NUTS,2010,HR03,2,64.0
2020,NUTS,2010,HR03,2,64.0
2008,NUTS,2010,HR04,2,529.0
2009,NUTS,2010,HR04,2,583.0
2010,NUTS,2010,HR04,2,552.0
2011,NUTS,2010,HR04,2,505.0
2012,NUTS,2010,HR04,2,557.0
2013,NUTS,2010,HR04,2,458.0
2014,NUTS,2010,HR04,2,478.0
2015,NUTS,2010,HR04,2,521.0
2016,NUTS,2010,HR04,2,679.0
2017,NUTS,2010,HR04,2,639.0
2018,NUTS,2010,HR04,2,695.0
2019,NUTS,2010,HR04,2,769.0
2020,NUTS,2010,HR05,2,567.0
2020,NUTS,2010,HR06,2,171.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1990,NUTS,2010,HU,0,2440.0
1991,NUTS,2010,HU,0,1779.0
1992,NUTS,2010,HU,0,1390.0
1993,NUTS,2010,HU,0,1352.0
1994,NUTS,2010,HU,0,1228.0
1995,NUTS,2010,HU,0,1233.0
1996,NUTS,2010,HU,0,1192.0
1997,NUTS,2010,HU,0,1143.0
1998,NUTS,2010,HU,0,1042.0
1999,NUTS,2010,HU,0,948.0
2000,NUTS,2010,HU,0,1226.0
2001,NUTS,2010,HU,0,1208.0
2002,NUTS,2010,HU,0,1274.0
2003,NUTS,2010,HU,0,1348.0
2004,NUTS,2010,HU,0,1296.0
2005,NUTS,2010,HU,0,1381.0
2006,NUTS,2010,HU,0,1678.0
2007,NUTS,2010,HU,0,1916.0
2008,NUTS,2010,HU,0,2101.0
2009,NUTS,2010,HU,0,2288.0
2010,NUTS,2010,HU,0,2639.0
2011,NUTS,2010,HU,0,2897.0
2012,NUTS,2010,HU,0,2825.0
2013,NUTS,2010,HU,0,2864.0
2014,NUTS,2010,HU,0,3005.0
2015,NUTS,2010,HU,0,2980.0
2016,NUTS,2010,HU,0,2965.0
2017,NUTS,2010,HU,0,3432.0
2018,NUTS,2010,HU,0,4204.0
2019,NUTS,2010,HU,0,4480.0
1999,NUTS,2010,HU1,1,699.0
2000,NUTS,2010,HU1,1,914.0
2001,NUTS,2010,HU1,1,926.0
2002,NUTS,2010,HU1,1,972.0
2003,NUTS,2010,HU1,1,1011.0
2004,NUTS,2010,HU1,1,1002.0
2005,NUTS,2010,HU1,1,1027.0
2006,NUTS,2010,HU1,1,1228.0
2007,NUTS,2010,HU1,1,1369.0
2008,NUTS,2010,HU1,1,1552.0
2009,NUTS,2010,HU1,1,1607.0
2010,NUTS,2010,HU1,1,1872.0
2011,NUTS,2010,HU1,1,1971.0
2012,NUTS,2010,HU1,1,1963.0
2013,NUTS,2010,HU1,1,2002.0
2014,NUTS,2010,HU1,1,2229.0
2015,NUTS,2010,HU1,1,2254.0
2016,NUTS,2010,HU1,1,2257.0
2017,NUTS,2010,HU1,1,2574.0
2018,NUTS,2010,HU1,1,3182.0
2019,NUTS,2010,HU1,1,3335.0
1999,NUTS,2010,HU10,2,699.0
2000,NUTS,2010,HU10,2,914.0
2001,NUTS,2010,HU10,2,926.0
2002,NUTS,2010,HU10,2,972.0
2003,NUTS,2010,HU10,2,1011.0
2004,NUTS,2010,HU10,2,1002.0
2005,NUTS,2010,HU10,2,1027.0
2006,NUTS,2010,HU10,2,1228.0
2007,NUTS,2010,HU10,2,1369.0
2008,NUTS,2010,HU10,2,1552.0
2009,NUTS,2010,HU10,2,1607.0
2010,NUTS,2010,HU10,2,1872.0
2011,NUTS,2010,HU10,2,1971.0
2012,NUTS,2010,HU10,2,1963.0
2013,NUTS,2010,HU10,2,2002.0
2014,NUTS,2010,HU10,2,2229.0
2015,NUTS,2010,HU10,2,2254.0
2016,NUTS,2010,HU10,2,2257.0
2017,NUTS,2010,HU11,2,2385.0
2018,NUTS,2010,HU11,2,2890.0
2019,NUTS,2010,HU11,2,3055.0
2017,NUTS,2010,HU12,2,189.0
2018,NUTS,2010,HU12,2,292.0
2019,NUTS,2010,HU12,2,280.0
1999,NUTS,2010,HU2,1,112.0
2000,NUTS,2010,HU2,1,134.0
2001,NUTS,2010,HU2,1,147.0
2002,NUTS,2010,HU2,1,141.0
2003,NUTS,2010,HU2,1,159.0
2004,NUTS,2010,HU2,1,103.0
2005,NUTS,2010,HU2,1,112.0
2006,NUTS,2010,HU2,1,163.0
2007,NUTS,2010,HU2,1,192.0
2008,NUTS,2010,HU2,1,193.0
2009,NUTS,2010,HU2,1,230.0
2010,NUTS,2010,HU2,1,268.0
2011,NUTS,2010,HU2,1,354.0
2012,NUTS,2010,HU2,1,329.0
2013,NUTS,2010,HU2,1,364.0
2014,NUTS,2010,HU2,1,318.0
2015,NUTS,2010,HU2,1,289.0
2016,NUTS,2010,HU2,1,260.0
2017,NUTS,2010,HU2,1,358.0
2018,NUTS,2010,HU2,1,442.0
2019,NUTS,2010,HU2,1,553.0
1999,NUTS,2010,HU21,2,50.0
2000,NUTS,2010,HU21,2,62.0
2001,NUTS,2010,HU21,2,64.0
2002,NUTS,2010,HU21,2,54.0
2003,NUTS,2010,HU21,2,73.0
2004,NUTS,2010,HU21,2,54.0
2005,NUTS,2010,HU21,2,58.0
2006,NUTS,2010,HU21,2,65.0
2007,NUTS,2010,HU21,2,76.0
2008,NUTS,2010,HU21,2,74.0
2009,NUTS,2010,HU21,2,81.0
2010,NUTS,2010,HU21,2,82.0
2011,NUTS,2010,HU21,2,142.0
2012,NUTS,2010,HU21,2,145.0
2013,NUTS,2010,HU21,2,160.0
2014,NUTS,2010,HU21,2,151.0
2015,NUTS,2010,HU21,2,134.0
2016,NUTS,2010,HU21,2,132.0
2017,NUTS,2010,HU21,2,169.0
2018,NUTS,2010,HU21,2,190.0
2019,NUTS,2010,HU21,2,244.0
1999,NUTS,2010,HU22,2,52.0
2000,NUTS,2010,HU22,2,58.0
2001,NUTS,2010,HU22,2,60.0
2002,NUTS,2010,HU22,2,56.0
2003,NUTS,2010,HU22,2,53.0
2004,NUTS,2010,HU22,2,28.0
2005,NUTS,2010,HU22,2,34.0
2006,NUTS,2010,HU22,2,63.0
2007,NUTS,2010,HU22,2,74.0
2008,NUTS,2010,HU22,2,72.0
2009,NUTS,2010,HU22,2,84.0
2010,NUTS,2010,HU22,2,99.0
2011,NUTS,2010,HU22,2,99.0
2012,NUTS,2010,HU22,2,97.0
2013,NUTS,2010,HU22,2,125.0
2014,NUTS,2010,HU22,2,104.0
2015,NUTS,2010,HU22,2,92.0
2016,NUTS,2010,HU22,2,74.0
2017,NUTS,2010,HU22,2,108.0
2018,NUTS,2010,HU22,2,124.0
2019,NUTS,2010,HU22,2,170.0
1999,NUTS,2010,HU23,2,10.0
2000,NUTS,2010,HU23,2,14.0
2001,NUTS,2010,HU23,2,23.0
2002,NUTS,2010,HU23,2,31.0
2003,NUTS,2010,HU23,2,33.0
2004,NUTS,2010,HU23,2,21.0
2005,NUTS,2010,HU23,2,20.0
2006,NUTS,2010,HU23,2,35.0
2007,NUTS,2010,HU23,2,42.0
2008,NUTS,2010,HU23,2,47.0
2009,NUTS,2010,HU23,2,65.0
2010,NUTS,2010,HU23,2,87.0
2011,NUTS,2010,HU23,2,113.0
2012,NUTS,2010,HU23,2,87.0
2013,NUTS,2010,HU23,2,79.0
2014,NUTS,2010,HU23,2,63.0
2015,NUTS,2010,HU23,2,63.0
2016,NUTS,2010,HU23,2,54.0
2017,NUTS,2010,HU23,2,81.0
2018,NUTS,2010,HU23,2,128.0
