year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_hc_t
2019,NUTS,2010,HR,0,2960.0
2020,NUTS,2010,HR,0,3039.0
2011,NUTS,2010,HR0,1,2901.0
2012,NUTS,2010,HR0,1,2887.0
2013,NUTS,2010,HR0,1,2780.0
2014,NUTS,2010,HR0,1,2582.0
2015,NUTS,2010,HR0,1,2477.0
2016,NUTS,2010,HR0,1,2541.0
2017,NUTS,2010,HR0,1,2728.0
2018,NUTS,2010,HR0,1,2787.0
2019,NUTS,2010,HR0,1,2960.0
2020,NUTS,2010,HR0,1,3039.0
2020,NUTS,2010,HR02,2,352.0
2011,NUTS,2010,HR03,2,279.0
2012,NUTS,2010,HR03,2,292.0
2013,NUTS,2010,HR03,2,276.0
2014,NUTS,2010,HR03,2,124.0
2015,NUTS,2010,HR03,2,119.0
2016,NUTS,2010,HR03,2,333.0
2017,NUTS,2010,HR03,2,344.0
2018,NUTS,2010,HR03,2,364.0
2019,NUTS,2010,HR03,2,489.0
2020,NUTS,2010,HR03,2,446.0
2011,NUTS,2010,HR04,2,2622.0
2012,NUTS,2010,HR04,2,2595.0
2013,NUTS,2010,HR04,2,2504.0
2014,NUTS,2010,HR04,2,2458.0
2015,NUTS,2010,HR04,2,2358.0
2016,NUTS,2010,HR04,2,2208.0
2017,NUTS,2010,HR04,2,2384.0
2018,NUTS,2010,HR04,2,2423.0
2019,NUTS,2010,HR04,2,2471.0
2020,NUTS,2010,HR05,2,2205.0
2020,NUTS,2010,HR06,2,36.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2011,NUTS,2010,HU,0,6237.0
2012,NUTS,2010,HU,0,5726.0
2013,NUTS,2010,HU,0,5770.0
2014,NUTS,2010,HU,0,6257.0
2015,NUTS,2010,HU,0,6290.0
2016,NUTS,2010,HU,0,6150.0
2017,NUTS,2010,HU,0,6113.0
2018,NUTS,2010,HU,0,7906.0
2019,NUTS,2010,HU,0,8046.0
2011,NUTS,2010,HU1,1,5050.0
2012,NUTS,2010,HU1,1,4649.0
2013,NUTS,2010,HU1,1,4521.0
2014,NUTS,2010,HU1,1,4811.0
2015,NUTS,2010,HU1,1,4842.0
2016,NUTS,2010,HU1,1,4752.0
2017,NUTS,2010,HU1,1,4921.0
2018,NUTS,2010,HU1,1,6257.0
2019,NUTS,2010,HU1,1,6376.0
2011,NUTS,2010,HU10,2,5050.0
2012,NUTS,2010,HU10,2,4649.0
2013,NUTS,2010,HU10,2,4521.0
2014,NUTS,2010,HU10,2,4811.0
2015,NUTS,2010,HU10,2,4842.0
2016,NUTS,2010,HU10,2,4752.0
2017,NUTS,2010,HU11,2,4468.0
2018,NUTS,2010,HU11,2,5838.0
2019,NUTS,2010,HU11,2,5925.0
2017,NUTS,2010,HU12,2,453.0
2018,NUTS,2010,HU12,2,419.0
2019,NUTS,2010,HU12,2,451.0
2011,NUTS,2010,HU2,1,532.0
2012,NUTS,2010,HU2,1,511.0
2013,NUTS,2010,HU2,1,745.0
2014,NUTS,2010,HU2,1,757.0
2015,NUTS,2010,HU2,1,784.0
2016,NUTS,2010,HU2,1,788.0
2017,NUTS,2010,HU2,1,787.0
2018,NUTS,2010,HU2,1,879.0
2019,NUTS,2010,HU2,1,835.0
2011,NUTS,2010,HU21,2,195.0
2012,NUTS,2010,HU21,2,347.0
2013,NUTS,2010,HU21,2,386.0
2014,NUTS,2010,HU21,2,392.0
2015,NUTS,2010,HU21,2,403.0
2016,NUTS,2010,HU21,2,405.0
2017,NUTS,2010,HU21,2,436.0
2018,NUTS,2010,HU21,2,544.0
2019,NUTS,2010,HU21,2,511.0
2011,NUTS,2010,HU22,2,186.0
2012,NUTS,2010,HU22,2,117.0
2013,NUTS,2010,HU22,2,186.0
2014,NUTS,2010,HU22,2,178.0
2015,NUTS,2010,HU22,2,191.0
2016,NUTS,2010,HU22,2,199.0
2017,NUTS,2010,HU22,2,155.0
2018,NUTS,2010,HU22,2,308.0
2019,NUTS,2010,HU22,2,291.0
2011,NUTS,2010,HU23,2,151.0
2012,NUTS,2010,HU23,2,47.0
2013,NUTS,2010,HU23,2,173.0
2014,NUTS,2010,HU23,2,187.0
2015,NUTS,2010,HU23,2,190.0
2016,NUTS,2010,HU23,2,184.0
2017,NUTS,2010,HU23,2,196.0
2018,NUTS,2010,HU23,2,27.0
2019,NUTS,2010,HU23,2,33.0
2011,NUTS,2010,HU3,1,655.0
2012,NUTS,2010,HU3,1,566.0
2013,NUTS,2010,HU3,1,504.0
2014,NUTS,2010,HU3,1,689.0
2015,NUTS,2010,HU3,1,664.0
2016,NUTS,2010,HU3,1,610.0
2017,NUTS,2010,HU3,1,405.0
2018,NUTS,2010,HU3,1,770.0
2019,NUTS,2010,HU3,1,835.0
2011,NUTS,2010,HU31,2,91.0
2012,NUTS,2010,HU31,2,31.0
2013,NUTS,2010,HU31,2,34.0
2014,NUTS,2010,HU31,2,27.0
2015,NUTS,2010,HU31,2,28.0
2016,NUTS,2010,HU31,2,20.0
2017,NUTS,2010,HU31,2,24.0
2018,NUTS,2010,HU31,2,19.0
2019,NUTS,2010,HU31,2,43.0
2011,NUTS,2010,HU32,2,216.0
2012,NUTS,2010,HU32,2,211.0
2013,NUTS,2010,HU32,2,144.0
2014,NUTS,2010,HU32,2,375.0
2015,NUTS,2010,HU32,2,371.0
2016,NUTS,2010,HU32,2,361.0
2017,NUTS,2010,HU32,2,143.0
2018,NUTS,2010,HU32,2,172.0
2019,NUTS,2010,HU32,2,174.0
2011,NUTS,2010,HU33,2,348.0
2012,NUTS,2010,HU33,2,324.0
2013,NUTS,2010,HU33,2,326.0
2014,NUTS,2010,HU33,2,287.0
2015,NUTS,2010,HU33,2,265.0
2016,NUTS,2010,HU33,2,229.0
2017,NUTS,2010,HU33,2,238.0
2018,NUTS,2010,HU33,2,579.0
2019,NUTS,2010,HU33,2,618.0
2011,NUTS,2010,IE,0,599.0
2012,NUTS,2010,IE,0,558.0
2013,NUTS,2010,IE,0,516.0
2014,NUTS,2010,IE,0,544.0
2015,NUTS,2010,IE,0,573.0
2017,NUTS,2010,IE,0,677.0
2019,NUTS,2010,IE,0,760.0
2011,NUTS,2010,IE0,1,599.0
2012,NUTS,2010,IE0,1,558.0
2013,NUTS,2010,IE0,1,516.0
2015,NUTS,2010,IE0,1,573.0
2017,NUTS,2010,IE0,1,677.0
2011,NUTS,2010,IE01,2,90.0
2012,NUTS,2010,IE01,2,84.0
2013,NUTS,2010,IE01,2,77.0
2015,NUTS,2010,IE01,2,20.0
2017,NUTS,2010,IE01,2,85.0
2011,NUTS,2010,IE02,2,509.0
2012,NUTS,2010,IE02,2,474.0
2013,NUTS,2010,IE02,2,439.0
2015,NUTS,2010,IE02,2,553.0
2017,NUTS,2010,IE02,2,592.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,506.0
2013,NUTS,2010,IS,0,168.0
2015,NUTS,2010,IS,0,242.0
2016,NUTS,2010,IS,0,241.0
2017,NUTS,2010,IS,0,255.0
2018,NUTS,2010,IS,0,255.0
2011,NUTS,2010,IT,0,23715.0
2012,NUTS,2010,IT,0,25930.0
2013,NUTS,2010,IT,0,27621.0
2014,NUTS,2010,IT,0,28314.0
2015,NUTS,2010,IT,0,29058.0
2016,NUTS,2010,IT,0,29124.0
2017,NUTS,2010,IT,0,29830.0
2018,NUTS,2010,IT,0,30403.0
2019,NUTS,2010,IT,0,31008.0
2011,NUTS,2010,ITC,1,4296.0
2012,NUTS,2010,ITC,1,4906.0
2013,NUTS,2010,ITC,1,5892.0
2014,NUTS,2010,ITC,1,6107.0
2015,NUTS,2010,ITC,1,6231.0
2016,NUTS,2010,ITC,1,6121.0
2017,NUTS,2010,ITC,1,6027.0
2018,NUTS,2010,ITC,1,6402.0
2019,NUTS,2010,ITC,1,6646.0
2011,NUTS,2010,ITC1,2,714.0
2012,NUTS,2010,ITC1,2,896.0
2013,NUTS,2010,ITC1,2,848.0
2014,NUTS,2010,ITC1,2,843.0
2015,NUTS,2010,ITC1,2,929.0
2016,NUTS,2010,ITC1,2,985.0
2017,NUTS,2010,ITC1,2,913.0
2018,NUTS,2010,ITC1,2,1078.0
2019,NUTS,2010,ITC1,2,972.0
2011,NUTS,2010,ITC2,2,64.0
2012,NUTS,2010,ITC2,2,44.0
2013,NUTS,2010,ITC2,2,47.0
2014,NUTS,2010,ITC2,2,47.0
2015,NUTS,2010,ITC2,2,35.0
2016,NUTS,2010,ITC2,2,31.0
2017,NUTS,2010,ITC2,2,50.0
2018,NUTS,2010,ITC2,2,37.0
2019,NUTS,2010,ITC2,2,44.0
2011,NUTS,2010,ITC3,2,685.0
2012,NUTS,2010,ITC3,2,990.0
2013,NUTS,2010,ITC3,2,1005.0
2014,NUTS,2010,ITC3,2,1092.0
2015,NUTS,2010,ITC3,2,1145.0
2016,NUTS,2010,ITC3,2,1138.0
2017,NUTS,2010,ITC3,2,1223.0
2018,NUTS,2010,ITC3,2,1396.0
2019,NUTS,2010,ITC3,2,1470.0
2011,NUTS,2010,ITC4,2,2833.0
2012,NUTS,2010,ITC4,2,2976.0
2013,NUTS,2010,ITC4,2,3992.0
2014,NUTS,2010,ITC4,2,4125.0
2015,NUTS,2010,ITC4,2,4122.0
2016,NUTS,2010,ITC4,2,3967.0
2017,NUTS,2010,ITC4,2,3841.0
2018,NUTS,2010,ITC4,2,3891.0
2019,NUTS,2010,ITC4,2,4160.0
2011,NUTS,2010,ITF,1,2998.0
2012,NUTS,2010,ITF,1,3540.0
2013,NUTS,2010,ITF,1,3765.0
2014,NUTS,2010,ITF,1,4082.0
2015,NUTS,2010,ITF,1,4285.0
2016,NUTS,2010,ITF,1,4027.0
2017,NUTS,2010,ITF,1,4069.0
2018,NUTS,2010,ITF,1,4104.0
2019,NUTS,2010,ITF,1,4336.0
2011,NUTS,2010,ITF1,2,98.0
2012,NUTS,2010,ITF1,2,131.0
2013,NUTS,2010,ITF1,2,166.0
2014,NUTS,2010,ITF1,2,220.0
2015,NUTS,2010,ITF1,2,243.0
2016,NUTS,2010,ITF1,2,246.0
2017,NUTS,2010,ITF1,2,257.0
2018,NUTS,2010,ITF1,2,286.0
2019,NUTS,2010,ITF1,2,323.0
2011,NUTS,2010,ITF2,2,9.0
2012,NUTS,2010,ITF2,2,8.0
2013,NUTS,2010,ITF2,2,8.0
2014,NUTS,2010,ITF2,2,6.0
2015,NUTS,2010,ITF2,2,26.0
2016,NUTS,2010,ITF2,2,22.0
2017,NUTS,2010,ITF2,2,8.0
2018,NUTS,2010,ITF2,2,14.0
2019,NUTS,2010,ITF2,2,23.0
2011,NUTS,2010,ITF3,2,1545.0
2012,NUTS,2010,ITF3,2,1904.0
2013,NUTS,2010,ITF3,2,2016.0
2014,NUTS,2010,ITF3,2,2111.0
2015,NUTS,2010,ITF3,2,2179.0
2016,NUTS,2010,ITF3,2,2058.0
2017,NUTS,2010,ITF3,2,2029.0
2018,NUTS,2010,ITF3,2,2017.0
2019,NUTS,2010,ITF3,2,2140.0
2011,NUTS,2010,ITF4,2,853.0
2012,NUTS,2010,ITF4,2,906.0
2013,NUTS,2010,ITF4,2,966.0
2014,NUTS,2010,ITF4,2,1099.0
2015,NUTS,2010,ITF4,2,1085.0
2016,NUTS,2010,ITF4,2,1073.0
2017,NUTS,2010,ITF4,2,1150.0
2018,NUTS,2010,ITF4,2,1192.0
2019,NUTS,2010,ITF4,2,1213.0
2011,NUTS,2010,ITF5,2,289.0
2012,NUTS,2010,ITF5,2,324.0
2013,NUTS,2010,ITF5,2,323.0
2014,NUTS,2010,ITF5,2,325.0
2015,NUTS,2010,ITF5,2,347.0
2016,NUTS,2010,ITF5,2,332.0
2017,NUTS,2010,ITF5,2,338.0
2018,NUTS,2010,ITF5,2,323.0
2019,NUTS,2010,ITF5,2,354.0
2011,NUTS,2010,ITF6,2,204.0
2012,NUTS,2010,ITF6,2,267.0
2013,NUTS,2010,ITF6,2,286.0
2014,NUTS,2010,ITF6,2,321.0
2015,NUTS,2010,ITF6,2,405.0
2016,NUTS,2010,ITF6,2,296.0
2017,NUTS,2010,ITF6,2,287.0
2018,NUTS,2010,ITF6,2,272.0
2019,NUTS,2010,ITF6,2,283.0
2011,NUTS,2010,ITG,1,1472.0
2012,NUTS,2010,ITG,1,1806.0
2013,NUTS,2010,ITG,1,1938.0
2014,NUTS,2010,ITG,1,2193.0
2015,NUTS,2010,ITG,1,2345.0
2016,NUTS,2010,ITG,1,2147.0
2017,NUTS,2010,ITG,1,2278.0
2018,NUTS,2010,ITG,1,2191.0
2019,NUTS,2010,ITG,1,2244.0
2011,NUTS,2010,ITG1,2,975.0
2012,NUTS,2010,ITG1,2,1252.0
2013,NUTS,2010,ITG1,2,1369.0
2014,NUTS,2010,ITG1,2,1559.0
2015,NUTS,2010,ITG1,2,1676.0
2016,NUTS,2010,ITG1,2,1551.0
2017,NUTS,2010,ITG1,2,1702.0
2018,NUTS,2010,ITG1,2,1647.0
2019,NUTS,2010,ITG1,2,1591.0
2011,NUTS,2010,ITG2,2,497.0
2012,NUTS,2010,ITG2,2,554.0
2013,NUTS,2010,ITG2,2,569.0
2014,NUTS,2010,ITG2,2,634.0
2015,NUTS,2010,ITG2,2,669.0
2016,NUTS,2010,ITG2,2,596.0
2017,NUTS,2010,ITG2,2,576.0
2018,NUTS,2010,ITG2,2,544.0
2019,NUTS,2010,ITG2,2,653.0
2011,NUTS,2010,ITH,1,6029.0
2012,NUTS,2010,ITH,1,6496.0
2013,NUTS,2010,ITH,1,6817.0
2014,NUTS,2010,ITH,1,6623.0
2015,NUTS,2010,ITH,1,6796.0
2016,NUTS,2010,ITH,1,6852.0
2017,NUTS,2010,ITH,1,7366.0
2018,NUTS,2010,ITH,1,7369.0
2019,NUTS,2010,ITH,1,7218.0
2011,NUTS,2010,ITH1,2,354.0
2012,NUTS,2010,ITH1,2,353.0
2013,NUTS,2010,ITH1,2,371.0
2014,NUTS,2010,ITH1,2,47.0
2015,NUTS,2010,ITH1,2,24.0
2016,NUTS,2010,ITH1,2,45.0
2017,NUTS,2010,ITH1,2,27.0
2018,NUTS,2010,ITH1,2,146.0
2019,NUTS,2010,ITH1,2,158.0
2011,NUTS,2010,ITH2,2,869.0
2012,NUTS,2010,ITH2,2,888.0
2013,NUTS,2010,ITH2,2,1108.0
2014,NUTS,2010,ITH2,2,1104.0
2015,NUTS,2010,ITH2,2,1166.0
2016,NUTS,2010,ITH2,2,1059.0
2017,NUTS,2010,ITH2,2,1375.0
2018,NUTS,2010,ITH2,2,1322.0
2019,NUTS,2010,ITH2,2,1246.0
2011,NUTS,2010,ITH3,2,1203.0
2012,NUTS,2010,ITH3,2,1281.0
2013,NUTS,2010,ITH3,2,1376.0
2014,NUTS,2010,ITH3,2,1354.0
2015,NUTS,2010,ITH3,2,1340.0
2016,NUTS,2010,ITH3,2,1329.0
2017,NUTS,2010,ITH3,2,1477.0
2018,NUTS,2010,ITH3,2,1484.0
2019,NUTS,2010,ITH3,2,1403.0
2011,NUTS,2010,ITH4,2,751.0
2012,NUTS,2010,ITH4,2,910.0
2013,NUTS,2010,ITH4,2,719.0
2014,NUTS,2010,ITH4,2,933.0
2015,NUTS,2010,ITH4,2,1067.0
2016,NUTS,2010,ITH4,2,1112.0
2017,NUTS,2010,ITH4,2,1206.0
2018,NUTS,2010,ITH4,2,1153.0
2019,NUTS,2010,ITH4,2,1116.0
2011,NUTS,2010,ITH5,2,2852.0
2012,NUTS,2010,ITH5,2,3064.0
2013,NUTS,2010,ITH5,2,3243.0
2014,NUTS,2010,ITH5,2,3185.0
2015,NUTS,2010,ITH5,2,3199.0
2016,NUTS,2010,ITH5,2,3307.0
2017,NUTS,2010,ITH5,2,3281.0
2018,NUTS,2010,ITH5,2,3264.0
2019,NUTS,2010,ITH5,2,3295.0
2011,NUTS,2010,ITI,1,8920.0
2012,NUTS,2010,ITI,1,9182.0
2013,NUTS,2010,ITI,1,9209.0
2014,NUTS,2010,ITI,1,9309.0
2015,NUTS,2010,ITI,1,9401.0
2016,NUTS,2010,ITI,1,9977.0
2017,NUTS,2010,ITI,1,10090.0
2018,NUTS,2010,ITI,1,10337.0
2019,NUTS,2010,ITI,1,10564.0
2011,NUTS,2010,ITI1,2,1814.0
2012,NUTS,2010,ITI1,2,1979.0
2013,NUTS,2010,ITI1,2,2144.0
2014,NUTS,2010,ITI1,2,2157.0
2015,NUTS,2010,ITI1,2,2087.0
2016,NUTS,2010,ITI1,2,2388.0
2017,NUTS,2010,ITI1,2,2265.0
2018,NUTS,2010,ITI1,2,2445.0
2019,NUTS,2010,ITI1,2,2353.0
2011,NUTS,2010,ITI2,2,128.0
2012,NUTS,2010,ITI2,2,168.0
2013,NUTS,2010,ITI2,2,194.0
2014,NUTS,2010,ITI2,2,216.0
2015,NUTS,2010,ITI2,2,218.0
2016,NUTS,2010,ITI2,2,239.0
2017,NUTS,2010,ITI2,2,191.0
2018,NUTS,2010,ITI2,2,186.0
2019,NUTS,2010,ITI2,2,244.0
2011,NUTS,2010,ITI3,2,185.0
2012,NUTS,2010,ITI3,2,215.0
2013,NUTS,2010,ITI3,2,250.0
2014,NUTS,2010,ITI3,2,263.0
2015,NUTS,2010,ITI3,2,264.0
2016,NUTS,2010,ITI3,2,291.0
2017,NUTS,2010,ITI3,2,295.0
2018,NUTS,2010,ITI3,2,289.0
2019,NUTS,2010,ITI3,2,327.0
2011,NUTS,2010,ITI4,2,6793.0
2012,NUTS,2010,ITI4,2,6820.0
2013,NUTS,2010,ITI4,2,6621.0
2014,NUTS,2010,ITI4,2,6673.0
2015,NUTS,2010,ITI4,2,6832.0
2016,NUTS,2010,ITI4,2,7059.0
2017,NUTS,2010,ITI4,2,7339.0
2018,NUTS,2010,ITI4,2,7417.0
2019,NUTS,2010,ITI4,2,7640.0
2011,NUTS,2010,JP,0,35234.0
2012,NUTS,2010,JP,0,34829.0
2013,NUTS,2010,JP,0,34287.0
2014,NUTS,2010,JP,0,34067.0
2015,NUTS,2010,JP,0,34151.0
2016,NUTS,2010,JP,0,34235.0
2017,NUTS,2010,JP,0,34598.0
2018,NUTS,2010,JP,0,34745.0
2019,NUTS,2010,JP,0,34920.0
2011,NUTS,2010,KR,0,23710.0
2012,NUTS,2010,KR,0,24822.0
2013,NUTS,2010,KR,0,26153.0
2014,NUTS,2010,KR,0,27508.0
2015,NUTS,2010,KR,0,28986.0
2016,NUTS,2010,KR,0,29571.0
2017,NUTS,2010,KR,0,29733.0
2018,NUTS,2010,KR,0,30470.0
2019,NUTS,2010,KR,0,32135.0
2011,NUTS,2010,LT,0,1732.0
2012,NUTS,2010,LT,0,1700.0
2013,NUTS,2010,LT,0,1696.0
2014,NUTS,2010,LT,0,1761.0
2015,NUTS,2010,LT,0,1886.0
2016,NUTS,2010,LT,0,2643.0
2017,NUTS,2010,LT,0,2883.0
2018,NUTS,2010,LT,0,2850.0
2019,NUTS,2010,LT,0,2774.0
2015,NUTS,2010,LT01,2,1489.0
2016,NUTS,2010,LT01,2,1654.0
2017,NUTS,2010,LT01,2,1796.0
2018,NUTS,2010,LT01,2,1780.0
2019,NUTS,2010,LT01,2,1759.0
2015,NUTS,2010,LT02,2,397.0
2016,NUTS,2010,LT02,2,989.0
2017,NUTS,2010,LT02,2,1087.0
2018,NUTS,2010,LT02,2,1070.0
2019,NUTS,2010,LT02,2,1015.0
2011,NUTS,2010,LU,0,816.0
2012,NUTS,2010,LU,0,786.0
2013,NUTS,2010,LU,0,788.0
2014,NUTS,2010,LU,0,767.0
2015,NUTS,2010,LU,0,678.0
2017,NUTS,2010,LU,0,682.0
2019,NUTS,2010,LU,0,756.0
2011,NUTS,2010,LV,0,915.0
2012,NUTS,2010,LV,0,964.0
2013,NUTS,2010,LV,0,944.0
2014,NUTS,2010,LV,0,904.0
2015,NUTS,2010,LV,0,947.0
2016,NUTS,2010,LV,0,907.0
2017,NUTS,2010,LV,0,896.0
2018,NUTS,2010,LV,0,898.0
2019,NUTS,2010,LV,0,847.0
2011,NUTS,2010,ME,0,494.0
2013,NUTS,2010,ME,0,508.0
2014,NUTS,2010,ME,0,491.0
2015,NUTS,2010,ME,0,573.0
2016,NUTS,2010,ME,0,355.0
2017,NUTS,2010,ME,0,469.0
2018,NUTS,2010,ME,0,473.0
2019,NUTS,2010,ME,0,534.0
2011,NUTS,2010,MK,0,292.0
2012,NUTS,2010,MK,0,453.0
2015,NUTS,2010,MK,0,418.0
2016,NUTS,2010,MK,0,495.0
2017,NUTS,2010,MK,0,408.0
2018,NUTS,2010,MK,0,351.0
2019,NUTS,2010,MK,0,336.0
2011,NUTS,2010,MT,0,35.0
2012,NUTS,2010,MT,0,33.0
2013,NUTS,2010,MT,0,25.0
2014,NUTS,2010,MT,0,27.0
2015,NUTS,2010,MT,0,34.0
2016,NUTS,2010,MT,0,33.0
2017,NUTS,2010,MT,0,32.0
2018,NUTS,2010,MT,0,32.0
2019,NUTS,2010,MT,0,17.0
2011,NUTS,2010,NL,0,8101.0
2012,NUTS,2010,NL,0,11581.0
2013,NUTS,2010,NL,0,7976.0
2014,NUTS,2010,NL,0,7506.0
2015,NUTS,2010,NL,0,7893.0
2016,NUTS,2010,NL,0,7969.0
2017,NUTS,2010,NL,0,7860.0
2018,NUTS,2010,NL,0,8102.0
2019,NUTS,2010,NL,0,8641.0
2011,NUTS,2010,NL3,1,5925.0
2012,NUTS,2010,NL3,1,7411.0
2011,NUTS,2010,NO,0,6205.0
2012,NUTS,2010,NO,0,6216.0
2013,NUTS,2010,NO,0,6350.0
2014,NUTS,2010,NO,0,6233.0
2015,NUTS,2010,NO,0,6371.0
2016,NUTS,2010,NO,0,6350.0
2017,NUTS,2010,NO,0,6423.0
2018,NUTS,2010,NO,0,6444.0
2019,NUTS,2010,NO,0,6384.0
2011,NUTS,2010,NO0,1,6205.0
2012,NUTS,2010,NO0,1,6216.0
2013,NUTS,2010,NO0,1,6350.0
2014,NUTS,2010,NO0,1,6233.0
2015,NUTS,2010,NO0,1,6371.0
2017,NUTS,2010,NO0,1,6423.0
2018,NUTS,2010,NO0,1,6444.0
2019,NUTS,2010,NO0,1,6384.0
2011,NUTS,2010,NO01,2,3426.0
2012,NUTS,2010,NO01,2,3425.0
2013,NUTS,2010,NO01,2,3508.0
2014,NUTS,2010,NO01,2,3313.0
2015,NUTS,2010,NO01,2,3394.0
2017,NUTS,2010,NO01,2,3288.0
2018,NUTS,2010,NO01,2,3419.0
2019,NUTS,2010,NO01,2,3379.0
2011,NUTS,2010,NO02,2,158.0
2012,NUTS,2010,NO02,2,167.0
2013,NUTS,2010,NO02,2,181.0
2014,NUTS,2010,NO02,2,188.0
2015,NUTS,2010,NO02,2,174.0
2017,NUTS,2010,NO02,2,201.0
2018,NUTS,2010,NO02,2,213.0
2019,NUTS,2010,NO02,2,184.0
2011,NUTS,2010,NO03,2,401.0
2012,NUTS,2010,NO03,2,399.0
2013,NUTS,2010,NO03,2,432.0
2014,NUTS,2010,NO03,2,523.0
2015,NUTS,2010,NO03,2,527.0
2017,NUTS,2010,NO03,2,507.0
2018,NUTS,2010,NO03,2,509.0
2019,NUTS,2010,NO03,2,536.0
2011,NUTS,2010,NO04,2,242.0
2012,NUTS,2010,NO04,2,256.0
2013,NUTS,2010,NO04,2,271.0
2014,NUTS,2010,NO04,2,260.0
2015,NUTS,2010,NO04,2,274.0
2017,NUTS,2010,NO04,2,352.0
2018,NUTS,2010,NO04,2,345.0
2019,NUTS,2010,NO04,2,328.0
2011,NUTS,2010,NO05,2,1005.0
2012,NUTS,2010,NO05,2,982.0
2013,NUTS,2010,NO05,2,988.0
2014,NUTS,2010,NO05,2,1010.0
2015,NUTS,2010,NO05,2,999.0
2017,NUTS,2010,NO05,2,1028.0
2018,NUTS,2010,NO05,2,880.0
2019,NUTS,2010,NO05,2,915.0
2011,NUTS,2010,NO06,2,518.0
2012,NUTS,2010,NO06,2,515.0
2013,NUTS,2010,NO06,2,514.0
2014,NUTS,2010,NO06,2,477.0
2015,NUTS,2010,NO06,2,490.0
2017,NUTS,2010,NO06,2,485.0
2018,NUTS,2010,NO06,2,509.0
2019,NUTS,2010,NO06,2,509.0
2011,NUTS,2010,NO07,2,455.0
2012,NUTS,2010,NO07,2,472.0
2013,NUTS,2010,NO07,2,456.0
2014,NUTS,2010,NO07,2,462.0
2015,NUTS,2010,NO07,2,513.0
2017,NUTS,2010,NO07,2,562.0
2018,NUTS,2010,NO07,2,569.0
2019,NUTS,2010,NO07,2,533.0
2011,NUTS,2010,PL,0,16098.0
2012,NUTS,2010,PL,0,15628.0
2013,NUTS,2010,PL,0,15633.0
2014,NUTS,2010,PL,0,16050.0
2015,NUTS,2010,PL,0,15468.0
2016,NUTS,2010,PL,0,3973.0
2017,NUTS,2010,PL,0,5782.0
2018,NUTS,2010,PL,0,5102.0
2019,NUTS,2010,PL,0,4282.0
2011,NUTS,2010,PL1,1,10669.0
2012,NUTS,2010,PL1,1,9794.0
2013,NUTS,2010,PL1,1,9973.0
2014,NUTS,2010,PL1,1,10357.0
2015,NUTS,2010,PL1,1,9892.0
2011,NUTS,2010,PL2,1,2621.0
2013,NUTS,2010,PL2,1,2739.0
2014,NUTS,2010,PL2,1,2671.0
2015,NUTS,2010,PL2,1,2846.0
2016,NUTS,2010,PL2,1,724.0
2017,NUTS,2010,PL2,1,1293.0
2018,NUTS,2010,PL2,1,1286.0
2019,NUTS,2010,PL2,1,677.0
2015,NUTS,2010,PL21,2,1580.0
2016,NUTS,2010,PL21,2,467.0
2017,NUTS,2010,PL21,2,948.0
2018,NUTS,2010,PL21,2,1007.0
2019,NUTS,2010,PL21,2,549.0
2012,NUTS,2010,PL22,2,1416.0
2015,NUTS,2010,PL22,2,1266.0
2016,NUTS,2010,PL22,2,257.0
2017,NUTS,2010,PL22,2,345.0
2018,NUTS,2010,PL22,2,279.0
2019,NUTS,2010,PL22,2,128.0
2011,NUTS,2010,PL31,2,510.0
2012,NUTS,2010,PL31,2,484.0
2013,NUTS,2010,PL31,2,419.0
2014,NUTS,2010,PL31,2,399.0
2015,NUTS,2010,PL31,2,311.0
2012,NUTS,2010,PL32,2,49.0
2012,NUTS,2010,PL33,2,5.0
2013,NUTS,2010,PL34,2,50.0
2013,NUTS,2010,PL4,1,1075.0
2014,NUTS,2010,PL4,1,1240.0
2015,NUTS,2010,PL4,1,1091.0
2016,NUTS,2010,PL4,1,97.0
2017,NUTS,2010,PL4,1,205.0
2018,NUTS,2010,PL4,1,309.0
2019,NUTS,2010,PL4,1,339.0
2011,NUTS,2010,PL41,2,1210.0
2012,NUTS,2010,PL41,2,1097.0
2017,NUTS,2010,PL41,2,131.0
2018,NUTS,2010,PL41,2,201.0
2019,NUTS,2010,PL41,2,221.0
2011,NUTS,2010,PL42,2,0.0
2016,NUTS,2010,PL42,2,12.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,516.0
2012,NUTS,2010,PL5,1,627.0
2013,NUTS,2010,PL5,1,695.0
2014,NUTS,2010,PL5,1,654.0
2016,NUTS,2010,PL5,1,109.0
2017,NUTS,2010,PL5,1,179.0
2018,NUTS,2010,PL5,1,197.0
2019,NUTS,2010,PL5,1,244.0
2012,NUTS,2010,PL51,2,484.0
2012,NUTS,2010,PL52,2,143.0
2011,NUTS,2010,PL6,1,524.0
2015,NUTS,2010,PL6,1,542.0
2016,NUTS,2010,PL6,1,135.0
2017,NUTS,2010,PL6,1,227.0
2018,NUTS,2010,PL6,1,299.0
