year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_pnp
2010,NUTS,2010,ES13,2,2.737
2011,NUTS,2010,ES13,2,2.592
2015,NUTS,2010,ES13,2,3.0
2016,NUTS,2010,ES13,2,3.0
2017,NUTS,2010,ES13,2,2.0
2018,NUTS,2010,ES13,2,3.0
1987,NUTS,2010,ES2,1,0.609
1988,NUTS,2010,ES2,1,0.242
1989,NUTS,2010,ES2,1,0.038
1990,NUTS,2010,ES2,1,0.167
1991,NUTS,2010,ES2,1,0.298
1992,NUTS,2010,ES2,1,0.665
1993,NUTS,2010,ES2,1,13.444
1994,NUTS,2010,ES2,1,12.407
1995,NUTS,2010,ES2,1,13.495
1996,NUTS,2010,ES2,1,14.553
1997,NUTS,2010,ES2,1,0.752
1998,NUTS,2010,ES2,1,0.876
1999,NUTS,2010,ES2,1,2.97
2000,NUTS,2010,ES2,1,3.2
2001,NUTS,2010,ES2,1,10.7
2002,NUTS,2010,ES2,1,1.7
2003,NUTS,2010,ES2,1,0.07
2004,NUTS,2010,ES2,1,0.52
2005,NUTS,2010,ES2,1,1.222
2006,NUTS,2010,ES2,1,0.825
2007,NUTS,2010,ES2,1,1.371
2008,NUTS,2010,ES2,1,1.417
2009,NUTS,2010,ES2,1,1.934
2010,NUTS,2010,ES2,1,4.91
2011,NUTS,2010,ES2,1,2.368
2013,NUTS,2010,ES2,1,2.175
2015,NUTS,2010,ES2,1,2.0
2019,NUTS,2010,ES2,1,1.0
1987,NUTS,2010,ES21,2,0.187
1988,NUTS,2010,ES21,2,0.194
1989,NUTS,2010,ES21,2,0.038
1990,NUTS,2010,ES21,2,0.103
1991,NUTS,2010,ES21,2,0.22
1992,NUTS,2010,ES21,2,0.665
1993,NUTS,2010,ES21,2,13.344
1994,NUTS,2010,ES21,2,12.323
1995,NUTS,2010,ES21,2,13.495
1996,NUTS,2010,ES21,2,14.553
1997,NUTS,2010,ES21,2,0.742
1998,NUTS,2010,ES21,2,0.866
1999,NUTS,2010,ES21,2,2.96
2000,NUTS,2010,ES21,2,2.3
2001,NUTS,2010,ES21,2,7.4
2002,NUTS,2010,ES21,2,1.7
2003,NUTS,2010,ES21,2,0.06
2004,NUTS,2010,ES21,2,0.18
2005,NUTS,2010,ES21,2,0.184
2006,NUTS,2010,ES21,2,0.377
2007,NUTS,2010,ES21,2,0.671
2008,NUTS,2010,ES21,2,0.234
2009,NUTS,2010,ES21,2,0.475
2010,NUTS,2010,ES21,2,3.337
2011,NUTS,2010,ES21,2,1.802
2012,NUTS,2010,ES21,2,1.896
2013,NUTS,2010,ES21,2,1.432
2014,NUTS,2010,ES21,2,1.375
2015,NUTS,2010,ES21,2,2.0
2016,NUTS,2010,ES21,2,1.0
2017,NUTS,2010,ES21,2,1.0
2018,NUTS,2010,ES21,2,1.0
2019,NUTS,2010,ES21,2,1.0
1987,NUTS,2010,ES22,2,0.421
1990,NUTS,2010,ES22,2,0.051
1991,NUTS,2010,ES22,2,0.078
1993,NUTS,2010,ES22,2,0.056
1994,NUTS,2010,ES22,2,0.042
1997,NUTS,2010,ES22,2,0.01
1998,NUTS,2010,ES22,2,0.01
2000,NUTS,2010,ES22,2,0.1
2001,NUTS,2010,ES22,2,0.1
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,0.07
2005,NUTS,2010,ES22,2,0.121
2006,NUTS,2010,ES22,2,0.126
2007,NUTS,2010,ES22,2,0.11
2008,NUTS,2010,ES22,2,0.107
2009,NUTS,2010,ES22,2,0.341
2010,NUTS,2010,ES22,2,0.106
2011,NUTS,2010,ES22,2,0.132
2015,NUTS,2010,ES22,2,0.0
1988,NUTS,2010,ES23,2,0.036
1993,NUTS,2010,ES23,2,0.045
1994,NUTS,2010,ES23,2,0.042
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,0.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,0.392
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,0.423
2008,NUTS,2010,ES23,2,0.971
2009,NUTS,2010,ES23,2,0.88
2010,NUTS,2010,ES23,2,0.94
2011,NUTS,2010,ES23,2,0.163
2012,NUTS,2010,ES23,2,0.206
2014,NUTS,2010,ES23,2,0.073
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
1997,NUTS,2010,ES24,2,0.01
1998,NUTS,2010,ES24,2,0.01
1999,NUTS,2010,ES24,2,0.01
2000,NUTS,2010,ES24,2,0.8
2001,NUTS,2010,ES24,2,3.1
2002,NUTS,2010,ES24,2,0.0
2003,NUTS,2010,ES24,2,0.01
2004,NUTS,2010,ES24,2,0.28
2005,NUTS,2010,ES24,2,0.525
2006,NUTS,2010,ES24,2,0.322
2007,NUTS,2010,ES24,2,0.168
2008,NUTS,2010,ES24,2,0.105
2009,NUTS,2010,ES24,2,0.238
2010,NUTS,2010,ES24,2,0.526
2011,NUTS,2010,ES24,2,0.27
2012,NUTS,2010,ES24,2,0.347
2013,NUTS,2010,ES24,2,0.211
2014,NUTS,2010,ES24,2,0.053
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
1987,NUTS,2010,ES3,1,3.851
1988,NUTS,2010,ES3,1,5.163
1989,NUTS,2010,ES3,1,2.858
1990,NUTS,2010,ES3,1,5.336
1991,NUTS,2010,ES3,1,4.326
1992,NUTS,2010,ES3,1,5.65
1993,NUTS,2010,ES3,1,4.719
1994,NUTS,2010,ES3,1,4.366
1995,NUTS,2010,ES3,1,10.617
1996,NUTS,2010,ES3,1,11.448
1997,NUTS,2010,ES3,1,12.798
1998,NUTS,2010,ES3,1,14.769
1999,NUTS,2010,ES3,1,17.03
2000,NUTS,2010,ES3,1,18.6
2001,NUTS,2010,ES3,1,24.2
2002,NUTS,2010,ES3,1,4.9
2003,NUTS,2010,ES3,1,9.01
2004,NUTS,2010,ES3,1,3.66
2005,NUTS,2010,ES3,1,4.352
2006,NUTS,2010,ES3,1,8.811
2007,NUTS,2010,ES3,1,7.353
2008,NUTS,2010,ES3,1,8.464
2009,NUTS,2010,ES3,1,9.185
2010,NUTS,2010,ES3,1,7.087
2011,NUTS,2010,ES3,1,6.146
2012,NUTS,2010,ES3,1,5.865
2013,NUTS,2010,ES3,1,5.247
2014,NUTS,2010,ES3,1,4.5
2015,NUTS,2010,ES3,1,5.0
2016,NUTS,2010,ES3,1,5.0
2017,NUTS,2010,ES3,1,6.0
2018,NUTS,2010,ES3,1,10.0
2019,NUTS,2010,ES3,1,15.0
1987,NUTS,2010,ES30,2,3.851
1988,NUTS,2010,ES30,2,5.163
1989,NUTS,2010,ES30,2,2.858
1990,NUTS,2010,ES30,2,5.336
1991,NUTS,2010,ES30,2,4.326
1992,NUTS,2010,ES30,2,5.65
1993,NUTS,2010,ES30,2,4.719
1994,NUTS,2010,ES30,2,4.366
1995,NUTS,2010,ES30,2,10.617
1996,NUTS,2010,ES30,2,11.448
1997,NUTS,2010,ES30,2,12.798
1998,NUTS,2010,ES30,2,14.769
1999,NUTS,2010,ES30,2,17.03
2000,NUTS,2010,ES30,2,18.6
2001,NUTS,2010,ES30,2,24.2
2002,NUTS,2010,ES30,2,4.9
2003,NUTS,2010,ES30,2,9.01
2004,NUTS,2010,ES30,2,3.66
2005,NUTS,2010,ES30,2,4.352
2006,NUTS,2010,ES30,2,8.811
2007,NUTS,2010,ES30,2,7.353
2008,NUTS,2010,ES30,2,8.464
2009,NUTS,2010,ES30,2,9.185
2010,NUTS,2010,ES30,2,7.087
2011,NUTS,2010,ES30,2,6.146
2012,NUTS,2010,ES30,2,5.865
2013,NUTS,2010,ES30,2,5.247
2014,NUTS,2010,ES30,2,4.5
2015,NUTS,2010,ES30,2,5.0
2016,NUTS,2010,ES30,2,5.0
2017,NUTS,2010,ES30,2,6.0
2018,NUTS,2010,ES30,2,10.0
2019,NUTS,2010,ES30,2,15.0
1988,NUTS,2010,ES4,1,0.133
1990,NUTS,2010,ES4,1,0.321
1991,NUTS,2010,ES4,1,0.35
1993,NUTS,2010,ES4,1,0.569
1994,NUTS,2010,ES4,1,0.524
1995,NUTS,2010,ES4,1,1.174
1996,NUTS,2010,ES4,1,1.273
1997,NUTS,2010,ES4,1,2.558
1998,NUTS,2010,ES4,1,2.956
1999,NUTS,2010,ES4,1,5.01
2000,NUTS,2010,ES4,1,0.7
2001,NUTS,2010,ES4,1,1.7
2002,NUTS,2010,ES4,1,0.5
2003,NUTS,2010,ES4,1,0.33
2004,NUTS,2010,ES4,1,0.25
2005,NUTS,2010,ES4,1,0.407
2006,NUTS,2010,ES4,1,0.671
2007,NUTS,2010,ES4,1,0.138
2008,NUTS,2010,ES4,1,0.419
2009,NUTS,2010,ES4,1,1.095
2010,NUTS,2010,ES4,1,0.931
2011,NUTS,2010,ES4,1,0.807
2013,NUTS,2010,ES4,1,0.36
2014,NUTS,2010,ES4,1,0.323
2015,NUTS,2010,ES4,1,1.0
2016,NUTS,2010,ES4,1,1.0
2018,NUTS,2010,ES4,1,1.0
2019,NUTS,2010,ES4,1,1.0
1988,NUTS,2010,ES41,2,0.133
1993,NUTS,2010,ES41,2,0.569
1994,NUTS,2010,ES41,2,0.524
1995,NUTS,2010,ES41,2,1.174
1996,NUTS,2010,ES41,2,1.273
1997,NUTS,2010,ES41,2,2.397
1998,NUTS,2010,ES41,2,2.767
1999,NUTS,2010,ES41,2,4.53
2000,NUTS,2010,ES41,2,0.7
2001,NUTS,2010,ES41,2,1.2
2002,NUTS,2010,ES41,2,0.5
2003,NUTS,2010,ES41,2,0.32
2004,NUTS,2010,ES41,2,0.21
2005,NUTS,2010,ES41,2,0.233
2006,NUTS,2010,ES41,2,0.526
2007,NUTS,2010,ES41,2,0.032
2008,NUTS,2010,ES41,2,0.019
2009,NUTS,2010,ES41,2,0.492
2010,NUTS,2010,ES41,2,0.606
2012,NUTS,2010,ES41,2,0.314
2013,NUTS,2010,ES41,2,0.228
2014,NUTS,2010,ES41,2,0.251
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
1990,NUTS,2010,ES42,2,0.321
1991,NUTS,2010,ES42,2,0.35
1999,NUTS,2010,ES42,2,0.01
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,0.5
2002,NUTS,2010,ES42,2,0.0
2003,NUTS,2010,ES42,2,0.01
2004,NUTS,2010,ES42,2,0.01
2005,NUTS,2010,ES42,2,0.113
2006,NUTS,2010,ES42,2,0.142
2007,NUTS,2010,ES42,2,0.019
2008,NUTS,2010,ES42,2,0.316
2009,NUTS,2010,ES42,2,0.468
2010,NUTS,2010,ES42,2,0.161
2013,NUTS,2010,ES42,2,0.042
2014,NUTS,2010,ES42,2,0.014
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
1997,NUTS,2010,ES43,2,0.161
1998,NUTS,2010,ES43,2,0.189
1999,NUTS,2010,ES43,2,0.47
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,0.02
2005,NUTS,2010,ES43,2,0.061
2006,NUTS,2010,ES43,2,0.003
2007,NUTS,2010,ES43,2,0.087
2008,NUTS,2010,ES43,2,0.083
2009,NUTS,2010,ES43,2,0.135
2010,NUTS,2010,ES43,2,0.165
2011,NUTS,2010,ES43,2,0.085
2013,NUTS,2010,ES43,2,0.089
2014,NUTS,2010,ES43,2,0.058
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
1987,NUTS,2010,ES5,1,3.968
1988,NUTS,2010,ES5,1,7.098
1989,NUTS,2010,ES5,1,5.154
1990,NUTS,2010,ES5,1,7.341
1991,NUTS,2010,ES5,1,8.432
1992,NUTS,2010,ES5,1,11.45
1993,NUTS,2010,ES5,1,11.402
1994,NUTS,2010,ES5,1,10.523
1995,NUTS,2010,ES5,1,11.648
1996,NUTS,2010,ES5,1,12.556
1997,NUTS,2010,ES5,1,24.644
1998,NUTS,2010,ES5,1,28.444
1999,NUTS,2010,ES5,1,21.88
2000,NUTS,2010,ES5,1,20.5
2001,NUTS,2010,ES5,1,11.8
2002,NUTS,2010,ES5,1,6.6
2003,NUTS,2010,ES5,1,5.67
2004,NUTS,2010,ES5,1,5.9
2005,NUTS,2010,ES5,1,6.26
2006,NUTS,2010,ES5,1,7.225
2007,NUTS,2010,ES5,1,7.325
2008,NUTS,2010,ES5,1,7.378
2009,NUTS,2010,ES5,1,9.654
2010,NUTS,2010,ES5,1,10.666
2011,NUTS,2010,ES5,1,9.435
2012,NUTS,2010,ES5,1,10.077
2013,NUTS,2010,ES5,1,7.96
2014,NUTS,2010,ES5,1,9.208
2015,NUTS,2010,ES5,1,15.0
2016,NUTS,2010,ES5,1,17.0
2017,NUTS,2010,ES5,1,15.0
2018,NUTS,2010,ES5,1,18.0
1987,NUTS,2010,ES51,2,2.2
1988,NUTS,2010,ES51,2,4.365
1989,NUTS,2010,ES51,2,3.585
1990,NUTS,2010,ES51,2,5.516
1991,NUTS,2010,ES51,2,6.295
1992,NUTS,2010,ES51,2,7.558
1993,NUTS,2010,ES51,2,8.067
1994,NUTS,2010,ES51,2,7.444
1995,NUTS,2010,ES51,2,9.31
1996,NUTS,2010,ES51,2,10.03
1997,NUTS,2010,ES51,2,20.823
1998,NUTS,2010,ES51,2,24.045
1999,NUTS,2010,ES51,2,16.6
2000,NUTS,2010,ES51,2,13.2
2001,NUTS,2010,ES51,2,7.6
2002,NUTS,2010,ES51,2,6.4
2003,NUTS,2010,ES51,2,5.34
2004,NUTS,2010,ES51,2,5.53
2005,NUTS,2010,ES51,2,5.697
2006,NUTS,2010,ES51,2,6.538
2007,NUTS,2010,ES51,2,6.825
2008,NUTS,2010,ES51,2,6.242
2009,NUTS,2010,ES51,2,9.009
2010,NUTS,2010,ES51,2,9.811
2011,NUTS,2010,ES51,2,8.404
2012,NUTS,2010,ES51,2,9.199
2013,NUTS,2010,ES51,2,6.99
2014,NUTS,2010,ES51,2,8.04
2015,NUTS,2010,ES51,2,14.0
2016,NUTS,2010,ES51,2,16.0
2017,NUTS,2010,ES51,2,14.0
2018,NUTS,2010,ES51,2,16.0
2019,NUTS,2010,ES51,2,17.0
1987,NUTS,2010,ES52,2,1.756
1988,NUTS,2010,ES52,2,1.995
1989,NUTS,2010,ES52,2,1.557
1990,NUTS,2010,ES52,2,1.826
1991,NUTS,2010,ES52,2,2.072
1992,NUTS,2010,ES52,2,3.616
1993,NUTS,2010,ES52,2,3.068
1994,NUTS,2010,ES52,2,2.827
1995,NUTS,2010,ES52,2,2.052
1996,NUTS,2010,ES52,2,2.215
1997,NUTS,2010,ES52,2,3.691
1998,NUTS,2010,ES52,2,4.27
1999,NUTS,2010,ES52,2,5.14
2000,NUTS,2010,ES52,2,7.2
2001,NUTS,2010,ES52,2,4.1
2002,NUTS,2010,ES52,2,0.1
2003,NUTS,2010,ES52,2,0.21
2004,NUTS,2010,ES52,2,0.23
2005,NUTS,2010,ES52,2,0.444
2006,NUTS,2010,ES52,2,0.544
2007,NUTS,2010,ES52,2,0.261
2008,NUTS,2010,ES52,2,0.342
2009,NUTS,2010,ES52,2,0.456
2010,NUTS,2010,ES52,2,0.514
2011,NUTS,2010,ES52,2,0.769
2012,NUTS,2010,ES52,2,0.647
2013,NUTS,2010,ES52,2,0.745
2014,NUTS,2010,ES52,2,0.957
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,2.0
2019,NUTS,2010,ES52,2,0.0
1987,NUTS,2010,ES53,2,0.012
1988,NUTS,2010,ES53,2,0.738
1989,NUTS,2010,ES53,2,0.013
1991,NUTS,2010,ES53,2,0.052
1992,NUTS,2010,ES53,2,0.276
1993,NUTS,2010,ES53,2,0.268
1994,NUTS,2010,ES53,2,0.251
1995,NUTS,2010,ES53,2,0.286
1996,NUTS,2010,ES53,2,0.3
1997,NUTS,2010,ES53,2,0.12
1998,NUTS,2010,ES53,2,0.139
1999,NUTS,2010,ES53,2,0.14
2000,NUTS,2010,ES53,2,0.1
2001,NUTS,2010,ES53,2,0.1
2002,NUTS,2010,ES53,2,0.1
2003,NUTS,2010,ES53,2,0.12
2004,NUTS,2010,ES53,2,0.14
2005,NUTS,2010,ES53,2,0.119
2006,NUTS,2010,ES53,2,0.143
2007,NUTS,2010,ES53,2,0.239
2008,NUTS,2010,ES53,2,0.795
2009,NUTS,2010,ES53,2,0.189
2010,NUTS,2010,ES53,2,0.341
2011,NUTS,2010,ES53,2,0.263
2012,NUTS,2010,ES53,2,0.231
2013,NUTS,2010,ES53,2,0.226
2014,NUTS,2010,ES53,2,0.211
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
1987,NUTS,2010,ES6,1,0.012
1988,NUTS,2010,ES6,1,0.024
1993,NUTS,2010,ES6,1,0.123
1994,NUTS,2010,ES6,1,0.115
1995,NUTS,2010,ES6,1,1.164
1996,NUTS,2010,ES6,1,1.253
1997,NUTS,2010,ES6,1,1.103
1998,NUTS,2010,ES6,1,1.284
1999,NUTS,2010,ES6,1,1.5
2000,NUTS,2010,ES6,1,1.7
2001,NUTS,2010,ES6,1,0.7
2002,NUTS,2010,ES6,1,0.3
2003,NUTS,2010,ES6,1,0.69
2004,NUTS,2010,ES6,1,0.88
2005,NUTS,2010,ES6,1,1.115
2006,NUTS,2010,ES6,1,0.437
2007,NUTS,2010,ES6,1,0.73
2008,NUTS,2010,ES6,1,1.091
2009,NUTS,2010,ES6,1,2.855
2010,NUTS,2010,ES6,1,1.188
2011,NUTS,2010,ES6,1,1.377
2012,NUTS,2010,ES6,1,2.251
2013,NUTS,2010,ES6,1,2.135
2014,NUTS,2010,ES6,1,2.183
2015,NUTS,2010,ES6,1,2.0
2016,NUTS,2010,ES6,1,3.0
2017,NUTS,2010,ES6,1,2.0
2018,NUTS,2010,ES6,1,3.0
2019,NUTS,2010,ES6,1,3.0
1987,NUTS,2010,ES61,2,0.012
1993,NUTS,2010,ES61,2,0.123
1994,NUTS,2010,ES61,2,0.115
1995,NUTS,2010,ES61,2,1.082
1996,NUTS,2010,ES61,2,1.17
1997,NUTS,2010,ES61,2,1.033
1998,NUTS,2010,ES61,2,1.194
1999,NUTS,2010,ES61,2,1.5
2000,NUTS,2010,ES61,2,1.7
2001,NUTS,2010,ES61,2,0.7
2002,NUTS,2010,ES61,2,0.3
2003,NUTS,2010,ES61,2,0.68
2004,NUTS,2010,ES61,2,0.86
2005,NUTS,2010,ES61,2,1.071
2006,NUTS,2010,ES61,2,0.392
2007,NUTS,2010,ES61,2,0.73
2008,NUTS,2010,ES61,2,0.955
2009,NUTS,2010,ES61,2,2.079
2010,NUTS,2010,ES61,2,0.917
2011,NUTS,2010,ES61,2,1.066
2012,NUTS,2010,ES61,2,1.943
2013,NUTS,2010,ES61,2,2.029
2014,NUTS,2010,ES61,2,2.109
2015,NUTS,2010,ES61,2,1.0
2016,NUTS,2010,ES61,2,3.0
2017,NUTS,2010,ES61,2,2.0
2018,NUTS,2010,ES61,2,3.0
2019,NUTS,2010,ES61,2,3.0
1988,NUTS,2010,ES62,2,0.024
1995,NUTS,2010,ES62,2,0.072
1996,NUTS,2010,ES62,2,0.083
1997,NUTS,2010,ES62,2,0.07
1998,NUTS,2010,ES62,2,0.08
2000,NUTS,2010,ES62,2,0.0
2001,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES62,2,0.0
2003,NUTS,2010,ES62,2,0.02
2004,NUTS,2010,ES62,2,0.02
2005,NUTS,2010,ES62,2,0.044
2006,NUTS,2010,ES62,2,0.045
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,0.136
2009,NUTS,2010,ES62,2,0.776
2010,NUTS,2010,ES62,2,0.271
2012,NUTS,2010,ES62,2,0.275
2013,NUTS,2010,ES62,2,0.105
2014,NUTS,2010,ES62,2,0.074
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
1987,NUTS,2010,ES7,1,0.609
1988,NUTS,2010,ES7,1,0.157
1990,NUTS,2010,ES7,1,0.193
1991,NUTS,2010,ES7,1,0.855
1992,NUTS,2010,ES7,1,0.728
1993,NUTS,2010,ES7,1,0.614
1994,NUTS,2010,ES7,1,0.555
1997,NUTS,2010,ES7,1,0.09
1998,NUTS,2010,ES7,1,0.11
1999,NUTS,2010,ES7,1,0.53
2000,NUTS,2010,ES7,1,0.0
2001,NUTS,2010,ES7,1,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,0.01
2005,NUTS,2010,ES7,1,0.012
2006,NUTS,2010,ES7,1,0.047
2007,NUTS,2010,ES7,1,0.089
2008,NUTS,2010,ES7,1,0.034
2009,NUTS,2010,ES7,1,0.411
2010,NUTS,2010,ES7,1,0.345
2011,NUTS,2010,ES7,1,0.514
2012,NUTS,2010,ES7,1,0.361
2013,NUTS,2010,ES7,1,0.195
2014,NUTS,2010,ES7,1,0.209
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
1987,NUTS,2010,ES70,2,0.609
1988,NUTS,2010,ES70,2,0.157
1990,NUTS,2010,ES70,2,0.193
1991,NUTS,2010,ES70,2,0.855
1992,NUTS,2010,ES70,2,0.728
1993,NUTS,2010,ES70,2,0.614
1994,NUTS,2010,ES70,2,0.555
1997,NUTS,2010,ES70,2,0.09
1998,NUTS,2010,ES70,2,0.11
1999,NUTS,2010,ES70,2,0.53
2000,NUTS,2010,ES70,2,0.0
2001,NUTS,2010,ES70,2,0.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,0.01
2005,NUTS,2010,ES70,2,0.012
2006,NUTS,2010,ES70,2,0.047
2007,NUTS,2010,ES70,2,0.089
2008,NUTS,2010,ES70,2,0.034
2009,NUTS,2010,ES70,2,0.411
2010,NUTS,2010,ES70,2,0.345
2011,NUTS,2010,ES70,2,0.514
2012,NUTS,2010,ES70,2,0.361
2013,NUTS,2010,ES70,2,0.195
2014,NUTS,2010,ES70,2,0.209
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
1987,NUTS,2010,ESZ,1,4.377
1988,NUTS,2010,ESZ,1,3.398
1989,NUTS,2010,ESZ,1,5.333
1990,NUTS,2010,ESZ,1,4.5
1991,NUTS,2010,ESZ,1,4.844
1992,NUTS,2010,ESZ,1,4.57
1993,NUTS,2010,ESZ,1,5.244
1994,NUTS,2010,ESZ,1,4.837
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
1987,NUTS,2010,ESZZ,2,4.377
1988,NUTS,2010,ESZZ,2,3.398
1989,NUTS,2010,ESZZ,2,5.333
1990,NUTS,2010,ESZZ,2,4.5
1991,NUTS,2010,ESZZ,2,4.844
1992,NUTS,2010,ESZZ,2,4.57
1993,NUTS,2010,ESZZ,2,5.244
1994,NUTS,2010,ESZZ,2,4.837
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,828.285
2001,NUTS,2010,EU27_2020,7,789.35
2002,NUTS,2010,EU27_2020,7,1035.133
2003,NUTS,2010,EU27_2020,7,1018.533
2004,NUTS,2010,EU27_2020,7,1064.634
2005,NUTS,2010,EU27_2020,7,1180.801
2006,NUTS,2010,EU27_2020,7,1514.843
2007,NUTS,2010,EU27_2020,7,1534.128
2008,NUTS,2010,EU27_2020,7,1580.366
2009,NUTS,2010,EU27_2020,7,1648.661
2010,NUTS,2010,EU27_2020,7,1805.131
2011,NUTS,2010,EU27_2020,7,1767.47
2012,NUTS,2010,EU27_2020,7,1755.184
2013,NUTS,2010,EU27_2020,7,1621.24
2014,NUTS,2010,EU27_2020,7,1735.182
2015,NUTS,2010,EU27_2020,7,1812.555
2016,NUTS,2010,EU27_2020,7,1757.336
2017,NUTS,2010,EU27_2020,7,1570.152
2018,NUTS,2010,EU27_2020,7,1642.6
2019,NUTS,2010,EU27_2020,7,1829.476
2020,NUTS,2010,EU27_2020,7,1969.458
1981,NUTS,2010,FI,0,3.026
1983,NUTS,2010,FI,0,5.477
1984,NUTS,2010,FI,0,6.563
1985,NUTS,2010,FI,0,5.326
1986,NUTS,2010,FI,0,5.422
1987,NUTS,2010,FI,0,4.482
1988,NUTS,2010,FI,0,6.615
1989,NUTS,2010,FI,0,9.972
1991,NUTS,2010,FI,0,13.774
1992,NUTS,2010,FI,0,12.226
1993,NUTS,2010,FI,0,10.589
1995,NUTS,2010,FI,0,13.349
1997,NUTS,2010,FI,0,13.688
1998,NUTS,2010,FI,0,21.429
1999,NUTS,2010,FI,0,28.424
