year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps_kp05
2015,NUTS,2010,SK01,2,142.733
2016,NUTS,2010,SK01,2,203.341
2017,NUTS,2010,SK01,2,246.513
2018,NUTS,2010,SK01,2,206.379
2019,NUTS,2010,SK01,2,217.197
2020,NUTS,2010,SK01,2,212.982
2011,NUTS,2010,SK02,2,72.842
2012,NUTS,2010,SK02,2,65.227
2013,NUTS,2010,SK02,2,65.137
2014,NUTS,2010,SK02,2,106.44
2015,NUTS,2010,SK02,2,114.607
2016,NUTS,2010,SK02,2,108.856
2017,NUTS,2010,SK02,2,163.659
2018,NUTS,2010,SK02,2,184.834
2019,NUTS,2010,SK02,2,169.591
2020,NUTS,2010,SK02,2,174.919
2011,NUTS,2010,SK03,2,34.585
2012,NUTS,2010,SK03,2,43.41
2013,NUTS,2010,SK03,2,43.126
2014,NUTS,2010,SK03,2,59.852
2015,NUTS,2010,SK03,2,61.31
2016,NUTS,2010,SK03,2,65.085
2017,NUTS,2010,SK03,2,67.294
2018,NUTS,2010,SK03,2,74.144
2019,NUTS,2010,SK03,2,85.922
2020,NUTS,2010,SK03,2,77.901
2011,NUTS,2010,SK04,2,30.066
2012,NUTS,2010,SK04,2,36.397
2013,NUTS,2010,SK04,2,38.127
2014,NUTS,2010,SK04,2,28.505
2015,NUTS,2010,SK04,2,24.299
2016,NUTS,2010,SK04,2,51.925
2017,NUTS,2010,SK04,2,55.126
2018,NUTS,2010,SK04,2,57.588
2019,NUTS,2010,SK04,2,62.324
2020,NUTS,2010,SK04,2,91.025
2011,NUTS,2010,TR,0,2974.508
2012,NUTS,2010,TR,0,3386.274
2013,NUTS,2010,TR,0,3802.893
2014,NUTS,2010,TR,0,4411.717
2015,NUTS,2010,TR,0,4814.04
2016,NUTS,2010,TR,0,5769.385
2017,NUTS,2010,TR,0,6607.842
2018,NUTS,2010,TR,0,7780.795
2019,NUTS,2010,TR,0,8656.232
2020,NUTS,2010,TR,0,9103.096
2011,NUTS,2010,UK,0,17563.008
2012,NUTS,2010,UK,0,16977.725
2013,NUTS,2010,UK,0,17988.421
2014,NUTS,2010,UK,0,19107.602
2015,NUTS,2010,UK,0,19887.009
2016,NUTS,2010,UK,0,20716.672
2017,NUTS,2010,UK,0,21658.121
2018,NUTS,2010,UK,0,22400.96
2019,NUTS,2010,UK,0,23192.17
2011,NUTS,2010,UKC,1,260.294
2012,NUTS,2010,UKC,1,279.775
2013,NUTS,2010,UKC,1,300.915
2014,NUTS,2010,UKC,1,271.447
2015,NUTS,2010,UKC,1,291.375
2016,NUTS,2010,UKC,1,281.231
2017,NUTS,2010,UKC,1,351.233
2018,NUTS,2010,UKC,1,396.448
2011,NUTS,2010,UKC1,2,109.969
2012,NUTS,2010,UKC1,2,114.927
2013,NUTS,2010,UKC1,2,129.396
2014,NUTS,2010,UKC1,2,116.17
2015,NUTS,2010,UKC1,2,120.93
2016,NUTS,2010,UKC1,2,90.885
2017,NUTS,2010,UKC1,2,123.174
2018,NUTS,2010,UKC1,2,166.342
2011,NUTS,2010,UKC2,2,150.325
2012,NUTS,2010,UKC2,2,164.848
2013,NUTS,2010,UKC2,2,171.52
2014,NUTS,2010,UKC2,2,155.277
2015,NUTS,2010,UKC2,2,170.445
2016,NUTS,2010,UKC2,2,190.346
2017,NUTS,2010,UKC2,2,228.059
2018,NUTS,2010,UKC2,2,230.106
2011,NUTS,2010,UKD,1,2280.098
2012,NUTS,2010,UKD,1,1770.252
2013,NUTS,2010,UKD,1,1739.381
2014,NUTS,2010,UKD,1,1723.383
2015,NUTS,2010,UKD,1,2012.487
2016,NUTS,2010,UKD,1,2186.462
2017,NUTS,2010,UKD,1,1987.882
2018,NUTS,2010,UKD,1,1816.077
2011,NUTS,2010,UKD1,2,106.943
2012,NUTS,2010,UKD1,2,72.946
2013,NUTS,2010,UKD1,2,63.089
2014,NUTS,2010,UKD1,2,103.518
2015,NUTS,2010,UKD1,2,127.12
2016,NUTS,2010,UKD1,2,124.816
2017,NUTS,2010,UKD1,2,128.752
2018,NUTS,2010,UKD1,2,143.626
2011,NUTS,2010,UKD3,2,233.054
2012,NUTS,2010,UKD3,2,238.687
2013,NUTS,2010,UKD3,2,201.455
2014,NUTS,2010,UKD3,2,234.545
2015,NUTS,2010,UKD3,2,273.664
2016,NUTS,2010,UKD3,2,309.475
2017,NUTS,2010,UKD3,2,315.479
2018,NUTS,2010,UKD3,2,338.407
2011,NUTS,2010,UKD4,2,225.992
2012,NUTS,2010,UKD4,2,199.187
2013,NUTS,2010,UKD4,2,198.53
2014,NUTS,2010,UKD4,2,205.119
2015,NUTS,2010,UKD4,2,219.103
2016,NUTS,2010,UKD4,2,269.952
2017,NUTS,2010,UKD4,2,232.448
2018,NUTS,2010,UKD4,2,238.334
2011,NUTS,2010,UKD6,2,1517.375
2012,NUTS,2010,UKD6,2,1043.672
2013,NUTS,2010,UKD6,2,1031.849
2014,NUTS,2010,UKD6,2,916.23
2015,NUTS,2010,UKD6,2,1109.32
2016,NUTS,2010,UKD6,2,1068.809
2017,NUTS,2010,UKD6,2,862.583
2018,NUTS,2010,UKD6,2,691.302
2011,NUTS,2010,UKD7,2,196.734
2012,NUTS,2010,UKD7,2,215.761
2013,NUTS,2010,UKD7,2,244.457
2014,NUTS,2010,UKD7,2,263.971
2015,NUTS,2010,UKD7,2,283.186
2016,NUTS,2010,UKD7,2,413.411
2017,NUTS,2010,UKD7,2,448.62
2018,NUTS,2010,UKD7,2,404.407
2011,NUTS,2010,UKE,1,546.82
2012,NUTS,2010,UKE,1,598.057
2013,NUTS,2010,UKE,1,627.963
2014,NUTS,2010,UKE,1,650.438
2015,NUTS,2010,UKE,1,741.864
2016,NUTS,2010,UKE,1,699.116
2017,NUTS,2010,UKE,1,857.554
2018,NUTS,2010,UKE,1,823.839
2011,NUTS,2010,UKE1,2,93.827
2012,NUTS,2010,UKE1,2,102.819
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,122.401
2015,NUTS,2010,UKE1,2,138.07
2016,NUTS,2010,UKE1,2,142.154
2017,NUTS,2010,UKE1,2,156.642
2018,NUTS,2010,UKE1,2,164.374
2011,NUTS,2010,UKE2,2,174.539
2012,NUTS,2010,UKE2,2,186.186
2013,NUTS,2010,UKE2,2,259.084
2014,NUTS,2010,UKE2,2,149.718
2015,NUTS,2010,UKE2,2,205.581
2016,NUTS,2010,UKE2,2,179.067
2017,NUTS,2010,UKE2,2,195.323
2018,NUTS,2010,UKE2,2,207.301
2011,NUTS,2010,UKE3,2,83.738
2012,NUTS,2010,UKE3,2,86.741
2013,NUTS,2010,UKE3,2,84.736
2014,NUTS,2010,UKE3,2,90.962
2015,NUTS,2010,UKE3,2,109.599
2016,NUTS,2010,UKE3,2,95.453
2017,NUTS,2010,UKE3,2,137.073
2018,NUTS,2010,UKE3,2,113.13
2011,NUTS,2010,UKE4,2,194.716
2012,NUTS,2010,UKE4,2,222.311
2013,NUTS,2010,UKE4,2,284.144
2014,NUTS,2010,UKE4,2,287.358
2015,NUTS,2010,UKE4,2,288.518
2016,NUTS,2010,UKE4,2,282.443
2017,NUTS,2010,UKE4,2,368.516
2018,NUTS,2010,UKE4,2,339.033
2011,NUTS,2010,UKF,1,1159.218
2012,NUTS,2010,UKF,1,1193.533
2013,NUTS,2010,UKF,1,1335.007
2014,NUTS,2010,UKF,1,1413.021
2015,NUTS,2010,UKF,1,1442.592
2016,NUTS,2010,UKF,1,1542.716
2017,NUTS,2010,UKF,1,1390.484
2018,NUTS,2010,UKF,1,1582.393
2011,NUTS,2010,UKF1,2,772.812
2012,NUTS,2010,UKF1,2,858.578
2013,NUTS,2010,UKF1,2,943.7
2014,NUTS,2010,UKF1,2,1015.531
2015,NUTS,2010,UKF1,2,1062.186
2016,NUTS,2010,UKF1,2,1121.662
2017,NUTS,2010,UKF1,2,976.338
2018,NUTS,2010,UKF1,2,1159.116
2011,NUTS,2010,UKF2,2,338.988
2012,NUTS,2010,UKF2,2,299.922
2013,NUTS,2010,UKF2,2,351.426
2014,NUTS,2010,UKF2,2,355.699
2015,NUTS,2010,UKF2,2,339.652
2016,NUTS,2010,UKF2,2,370.718
2017,NUTS,2010,UKF2,2,357.726
2018,NUTS,2010,UKF2,2,371.05
2011,NUTS,2010,UKF3,2,47.418
2012,NUTS,2010,UKF3,2,35.034
2013,NUTS,2010,UKF3,2,39.882
2014,NUTS,2010,UKF3,2,41.791
2015,NUTS,2010,UKF3,2,40.85
2016,NUTS,2010,UKF3,2,50.43
2017,NUTS,2010,UKF3,2,56.42
2018,NUTS,2010,UKF3,2,52.228
2011,NUTS,2010,UKG,1,1248.0
2012,NUTS,2010,UKG,1,1449.786
2013,NUTS,2010,UKG,1,1654.937
2014,NUTS,2010,UKG,1,1885.657
2015,NUTS,2010,UKG,1,2062.859
2016,NUTS,2010,UKG,1,2146.473
2017,NUTS,2010,UKG,1,2256.268
2018,NUTS,2010,UKG,1,2453.809
2011,NUTS,2010,UKG1,2,706.225
2012,NUTS,2010,UKG1,2,817.192
2013,NUTS,2010,UKG1,2,818.01
2014,NUTS,2010,UKG1,2,991.76
2015,NUTS,2010,UKG1,2,1115.414
2016,NUTS,2010,UKG1,2,1057.809
2017,NUTS,2010,UKG1,2,1417.734
2018,NUTS,2010,UKG1,2,1476.507
2011,NUTS,2010,UKG2,2,152.343
2012,NUTS,2010,UKG2,2,154.328
2013,NUTS,2010,UKG2,2,173.373
2014,NUTS,2010,UKG2,2,170.709
2015,NUTS,2010,UKG2,2,184.823
2016,NUTS,2010,UKG2,2,221.2
2017,NUTS,2010,UKG2,2,195.78
2018,NUTS,2010,UKG2,2,255.862
2011,NUTS,2010,UKG3,2,389.433
2012,NUTS,2010,UKG3,2,478.267
2013,NUTS,2010,UKG3,2,663.555
2014,NUTS,2010,UKG3,2,723.188
2015,NUTS,2010,UKG3,2,762.622
2016,NUTS,2010,UKG3,2,867.556
2017,NUTS,2010,UKG3,2,642.754
2018,NUTS,2010,UKG3,2,721.53
2011,NUTS,2010,UKH,1,3670.352
2012,NUTS,2010,UKH,1,3423.493
2013,NUTS,2010,UKH,1,3969.626
2014,NUTS,2010,UKH,1,4055.701
2015,NUTS,2010,UKH,1,3978.602
2016,NUTS,2010,UKH,1,4094.862
2017,NUTS,2010,UKH,1,4276.521
2018,NUTS,2010,UKH,1,4597.74
2011,NUTS,2010,UKH1,2,1702.002
2012,NUTS,2010,UKH1,2,1768.565
2013,NUTS,2010,UKH1,2,1794.181
2014,NUTS,2010,UKH1,2,2032.691
2015,NUTS,2010,UKH1,2,1907.364
2016,NUTS,2010,UKH1,2,1864.962
2017,NUTS,2010,UKH1,2,2011.474
2018,NUTS,2010,UKH1,2,2433.419
2011,NUTS,2010,UKH2,2,1188.476
2012,NUTS,2010,UKH2,2,1118.503
2013,NUTS,2010,UKH2,2,1633.387
2014,NUTS,2010,UKH2,2,1448.102
2015,NUTS,2010,UKH2,2,1482.108
2016,NUTS,2010,UKH2,2,1603.865
2017,NUTS,2010,UKH2,2,1618.818
2018,NUTS,2010,UKH2,2,1545.279
2011,NUTS,2010,UKH3,2,779.874
2012,NUTS,2010,UKH3,2,536.425
2013,NUTS,2010,UKH3,2,542.057
2014,NUTS,2010,UKH3,2,574.908
2015,NUTS,2010,UKH3,2,589.225
2016,NUTS,2010,UKH3,2,625.942
2017,NUTS,2010,UKH3,2,646.229
2018,NUTS,2010,UKH3,2,618.952
2011,NUTS,2010,UKI,1,1153.165
2012,NUTS,2010,UKI,1,1466.162
2013,NUTS,2010,UKI,1,1283.815
2014,NUTS,2010,UKI,1,1750.413
2015,NUTS,2010,UKI,1,1820.998
2016,NUTS,2010,UKI,1,2139.948
2017,NUTS,2010,UKI,1,2556.475
2018,NUTS,2010,UKI,1,2598.777
2011,NUTS,2010,UKI3,2,652.047
2012,NUTS,2010,UKI3,2,735.711
2013,NUTS,2010,UKI3,2,727.131
2014,NUTS,2010,UKI3,2,907.795
2015,NUTS,2010,UKI3,2,856.985
2016,NUTS,2010,UKI3,2,785.806
2017,NUTS,2010,UKI3,2,1153.372
2018,NUTS,2010,UKI3,2,1259.815
2011,NUTS,2010,UKI4,2,131.862
2012,NUTS,2010,UKI4,2,113.637
2013,NUTS,2010,UKI4,2,197.165
2014,NUTS,2010,UKI4,2,297.998
2015,NUTS,2010,UKI4,2,315.561
2016,NUTS,2010,UKI4,2,311.433
2017,NUTS,2010,UKI4,2,373.637
2018,NUTS,2010,UKI4,2,445.009
2011,NUTS,2010,UKI5,2,41.163
2012,NUTS,2010,UKI5,2,40.889
2013,NUTS,2010,UKI5,2,35.006
2014,NUTS,2010,UKI5,2,37.094
2015,NUTS,2010,UKI5,2,44.944
2016,NUTS,2010,UKI5,2,51.921
2017,NUTS,2010,UKI5,2,43.527
2018,NUTS,2010,UKI5,2,46.325
2011,NUTS,2010,UKI6,2,109.465
2012,NUTS,2010,UKI6,2,75.923
2013,NUTS,2010,UKI6,2,78.788
2014,NUTS,2010,UKI6,2,80.418
2015,NUTS,2010,UKI6,2,49.515
2016,NUTS,2010,UKI6,2,57.887
2017,NUTS,2010,UKI6,2,63.919
2018,NUTS,2010,UKI6,2,46.594
2011,NUTS,2010,UKI7,2,218.627
2012,NUTS,2010,UKI7,2,500.002
2013,NUTS,2010,UKI7,2,245.725
2014,NUTS,2010,UKI7,2,427.108
2015,NUTS,2010,UKI7,2,553.993
2016,NUTS,2010,UKI7,2,932.994
2017,NUTS,2010,UKI7,2,921.93
2018,NUTS,2010,UKI7,2,801.123
2011,NUTS,2010,UKJ,1,4567.258
2012,NUTS,2010,UKJ,1,4055.492
2013,NUTS,2010,UKJ,1,4090.343
2014,NUTS,2010,UKJ,1,4222.384
2015,NUTS,2010,UKJ,1,4483.556
2016,NUTS,2010,UKJ,1,4374.136
2017,NUTS,2010,UKJ,1,4444.136
2018,NUTS,2010,UKJ,1,4499.008
2011,NUTS,2010,UKJ1,2,1554.704
2012,NUTS,2010,UKJ1,2,1677.953
2013,NUTS,2010,UKJ1,2,1800.422
2014,NUTS,2010,UKJ1,2,2004.799
2015,NUTS,2010,UKJ1,2,2062.859
2016,NUTS,2010,UKJ1,2,2134.448
2017,NUTS,2010,UKJ1,2,2214.021
2018,NUTS,2010,UKJ1,2,2223.167
2011,NUTS,2010,UKJ2,2,971.564
2012,NUTS,2010,UKJ2,2,957.228
2013,NUTS,2010,UKJ2,2,949.648
2014,NUTS,2010,UKJ2,2,916.901
2015,NUTS,2010,UKJ2,2,1055.235
2016,NUTS,2010,UKJ2,2,983.05
2017,NUTS,2010,UKJ2,2,1108.108
2018,NUTS,2010,UKJ2,2,1063.067
2011,NUTS,2010,UKJ3,2,999.813
2012,NUTS,2010,UKJ3,2,875.053
2013,NUTS,2010,UKJ3,2,971.198
2014,NUTS,2010,UKJ3,2,906.933
2015,NUTS,2010,UKJ3,2,941.922
2016,NUTS,2010,UKJ3,2,813.212
2017,NUTS,2010,UKJ3,2,679.24
2018,NUTS,2010,UKJ3,2,717.416
2011,NUTS,2010,UKJ4,2,1041.177
2012,NUTS,2010,UKJ4,2,545.258
2013,NUTS,2010,UKJ4,2,369.075
2014,NUTS,2010,UKJ4,2,393.752
2015,NUTS,2010,UKJ4,2,423.541
2016,NUTS,2010,UKJ4,2,443.426
2017,NUTS,2010,UKJ4,2,442.768
2018,NUTS,2010,UKJ4,2,495.359
2011,NUTS,2010,UKK,1,1370.077
2012,NUTS,2010,UKK,1,1353.518
2013,NUTS,2010,UKK,1,1416.331
2014,NUTS,2010,UKK,1,1549.319
2015,NUTS,2010,UKK,1,1401.552
2016,NUTS,2010,UKK,1,1398.605
2017,NUTS,2010,UKK,1,1511.098
2018,NUTS,2010,UKK,1,1566.743
2011,NUTS,2010,UKK1,2,1118.862
2012,NUTS,2010,UKK1,2,1100.44
2013,NUTS,2010,UKK1,2,1103.324
2014,NUTS,2010,UKK1,2,1213.557
2015,NUTS,2010,UKK1,2,1044.284
2016,NUTS,2010,UKK1,2,1049.979
2017,NUTS,2010,UKK1,2,1145.325
2018,NUTS,2010,UKK1,2,1179.864
2011,NUTS,2010,UKK2,2,184.627
2012,NUTS,2010,UKK2,2,186.583
2013,NUTS,2010,UKK2,2,213.449
2014,NUTS,2010,UKK2,2,217.867
2015,NUTS,2010,UKK2,2,218.436
2016,NUTS,2010,UKK2,2,209.269
2017,NUTS,2010,UKK2,2,206.296
2018,NUTS,2010,UKK2,2,222.236
2011,NUTS,2010,UKK3,2,19.169
2012,NUTS,2010,UKK3,2,19.155
2013,NUTS,2010,UKK3,2,18.722
2014,NUTS,2010,UKK3,2,22.429
2015,NUTS,2010,UKK3,2,23.996
2016,NUTS,2010,UKK3,2,24.516
2017,NUTS,2010,UKK3,2,27.25
2018,NUTS,2010,UKK3,2,24.504
2011,NUTS,2010,UKK4,2,47.418
2012,NUTS,2010,UKK4,2,47.34
2013,NUTS,2010,UKK4,2,80.836
2014,NUTS,2010,UKK4,2,95.467
2015,NUTS,2010,UKK4,2,114.836
2016,NUTS,2010,UKK4,2,114.842
2017,NUTS,2010,UKK4,2,132.227
2018,NUTS,2010,UKK4,2,140.139
2011,NUTS,2010,UKL,1,256.259
2012,NUTS,2010,UKL,1,269.552
2013,NUTS,2010,UKL,1,359.909
2014,NUTS,2010,UKL,1,380.333
2015,NUTS,2010,UKL,1,344.413
2016,NUTS,2010,UKL,1,405.394
2017,NUTS,2010,UKL,1,417.987
2018,NUTS,2010,UKL,1,384.822
2011,NUTS,2010,UKL1,2,75.667
2012,NUTS,2010,UKL1,2,60.143
2013,NUTS,2010,UKL1,2,62.211
2014,NUTS,2010,UKL1,2,143.2
2015,NUTS,2010,UKL1,2,157.971
2016,NUTS,2010,UKL1,2,171.144
2017,NUTS,2010,UKL1,2,213.886
2018,NUTS,2010,UKL1,2,194.691
2011,NUTS,2010,UKL2,2,180.592
2012,NUTS,2010,UKL2,2,209.409
2013,NUTS,2010,UKL2,2,297.698
2014,NUTS,2010,UKL2,2,237.133
2015,NUTS,2010,UKL2,2,186.537
2016,NUTS,2010,UKL2,2,234.251
2017,NUTS,2010,UKL2,2,204.101
2018,NUTS,2010,UKL2,2,190.22
2011,NUTS,2010,UKM,1,696.136
2012,NUTS,2010,UKM,1,701.471
2013,NUTS,2010,UKM,1,777.836
2014,NUTS,2010,UKM,1,867.73
2015,NUTS,2010,UKM,1,829.276
2016,NUTS,2010,UKM,1,999.363
2017,NUTS,2010,UKM,1,1140.57
2018,NUTS,2010,UKM,1,1212.596
2011,NUTS,2010,UKM2,2,352.104
2012,NUTS,2010,UKM2,2,382.792
2013,NUTS,2010,UKM2,2,404.081
2014,NUTS,2010,UKM2,2,435.255
2015,NUTS,2010,UKM2,2,456.107
2016,NUTS,2010,UKM2,2,515.016
2017,NUTS,2010,UKM2,2,632.055
2011,NUTS,2010,UKM3,2,184.627
2012,NUTS,2010,UKM3,2,189.957
2013,NUTS,2010,UKM3,2,241.044
2014,NUTS,2010,UKM3,2,208.953
2015,NUTS,2010,UKM3,2,216.722
2016,NUTS,2010,UKM3,2,272.189
2017,NUTS,2010,UKM3,2,335.322
2011,NUTS,2010,UKM5,2,105.934
2012,NUTS,2010,UKM5,2,85.153
2013,NUTS,2010,UKM5,2,94.975
2014,NUTS,2010,UKM5,2,192.85
2015,NUTS,2010,UKM5,2,126.739
2016,NUTS,2010,UKM5,2,180.652
2017,NUTS,2010,UKM5,2,146.766
2018,NUTS,2010,UKM5,2,153.106
2011,NUTS,2010,UKM6,2,53.471
2012,NUTS,2010,UKM6,2,43.569
2013,NUTS,2010,UKM6,2,37.736
2014,NUTS,2010,UKM6,2,30.672
2015,NUTS,2010,UKM6,2,29.709
2016,NUTS,2010,UKM6,2,31.507
2017,NUTS,2010,UKM6,2,26.427
2018,NUTS,2010,UKM6,2,22.179
2014,NUTS,2010,UKM7,2,435.255
2015,NUTS,2010,UKM7,2,456.107
2016,NUTS,2010,UKM7,2,515.016
2017,NUTS,2010,UKM7,2,632.055
2018,NUTS,2010,UKM7,2,705.879
2014,NUTS,2010,UKM8,2,177.035
2015,NUTS,2010,UKM8,2,183.585
2016,NUTS,2010,UKM8,2,230.522
2017,NUTS,2010,UKM8,2,284.022
2018,NUTS,2010,UKM8,2,280.724
2014,NUTS,2010,UKM9,2,31.918
2015,NUTS,2010,UKM9,2,33.137
2016,NUTS,2010,UKM9,2,41.667
2017,NUTS,2010,UKM9,2,51.3
2018,NUTS,2010,UKM9,2,50.707
2011,NUTS,2010,UKN,1,355.13
2012,NUTS,2010,UKN,1,416.734
2013,NUTS,2010,UKN,1,432.164
2014,NUTS,2010,UKN,1,337.488
2015,NUTS,2010,UKN,1,477.531
2016,NUTS,2010,UKN,1,448.18
2017,NUTS,2010,UKN,1,467.823
2018,NUTS,2010,UKN,1,468.708
2011,NUTS,2010,UKN0,2,355.13
2012,NUTS,2010,UKN0,2,416.734
2013,NUTS,2010,UKN0,2,432.164
2014,NUTS,2010,UKN0,2,337.488
2015,NUTS,2010,UKN0,2,477.531
2016,NUTS,2010,UKN0,2,448.18
2017,NUTS,2010,UKN0,2,467.823
2018,NUTS,2010,UKN0,2,468.708
2011,NUTS,2010,US,0,214425.505
2012,NUTS,2010,US,0,216388.36
2013,NUTS,2010,US,0,227201.7
2014,NUTS,2010,US,0,236142.253
2015,NUTS,2010,US,0,244156.249
2016,NUTS,2010,US,0,257895.658
