year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_gov
2013,NUTS,2010,HR0,1,90.554
2014,NUTS,2010,HR0,1,88.566
2015,NUTS,2010,HR0,1,91.954
2016,NUTS,2010,HR0,1,85.419
2017,NUTS,2010,HR0,1,94.522
2018,NUTS,2010,HR0,1,100.022
2019,NUTS,2010,HR0,1,112.244
2020,NUTS,2010,HR0,1,124.952
2008,NUTS,2010,HR02,2,3.322
2009,NUTS,2010,HR02,2,7.313
2010,NUTS,2010,HR02,2,1.872
2020,NUTS,2010,HR02,2,4.301
2008,NUTS,2010,HR03,2,8.306
2009,NUTS,2010,HR03,2,8.047
2010,NUTS,2010,HR03,2,6.923
2011,NUTS,2010,HR03,2,6.213
2012,NUTS,2010,HR03,2,6.801
2013,NUTS,2010,HR03,2,7.903
2014,NUTS,2010,HR03,2,7.548
2015,NUTS,2010,HR03,2,7.392
2016,NUTS,2010,HR03,2,10.343
2017,NUTS,2010,HR03,2,10.426
2018,NUTS,2010,HR03,2,10.476
2019,NUTS,2010,HR03,2,12.646
2020,NUTS,2010,HR03,2,15.238
2008,NUTS,2010,HR04,2,99.115
2009,NUTS,2010,HR04,2,95.333
2010,NUTS,2010,HR04,2,85.33
2011,NUTS,2010,HR04,2,85.892
2012,NUTS,2010,HR04,2,84.351
2013,NUTS,2010,HR04,2,82.652
2014,NUTS,2010,HR04,2,81.018
2015,NUTS,2010,HR04,2,84.562
2016,NUTS,2010,HR04,2,75.076
2017,NUTS,2010,HR04,2,84.096
2018,NUTS,2010,HR04,2,89.547
2019,NUTS,2010,HR04,2,99.598
2020,NUTS,2010,HR05,2,102.808
2020,NUTS,2010,HR06,2,2.605
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,68.313
1988,NUTS,2010,HU,0,60.18
1989,NUTS,2010,HU,0,76.946
1990,NUTS,2010,HU,0,49.908
1991,NUTS,2010,HU,0,45.978
1992,NUTS,2010,HU,0,45.341
1993,NUTS,2010,HU,0,82.92
1994,NUTS,2010,HU,0,84.612
1995,NUTS,2010,HU,0,64.037
1996,NUTS,2010,HU,0,65.668
1997,NUTS,2010,HU,0,73.307
1998,NUTS,2010,HU,0,88.92
1999,NUTS,2010,HU,0,99.882
2000,NUTS,2010,HU,0,105.73
2001,NUTS,2010,HU,0,141.825
2002,NUTS,2010,HU,0,231.841
2003,NUTS,2010,HU,0,217.219
2004,NUTS,2010,HU,0,213.144
2005,NUTS,2010,HU,0,234.513
2006,NUTS,2010,HU,0,228.459
2007,NUTS,2010,HU,0,236.072
2008,NUTS,2010,HU,0,247.759
2009,NUTS,2010,HU,0,214.044
2010,NUTS,2010,HU,0,208.545
2011,NUTS,2010,HU,0,189.839
2012,NUTS,2010,HU,0,181.602
2013,NUTS,2010,HU,0,210.771
2014,NUTS,2010,HU,0,196.328
2015,NUTS,2010,HU,0,200.778
2016,NUTS,2010,HU,0,183.98
2017,NUTS,2010,HU,0,210.084
2018,NUTS,2010,HU,0,223.06
2019,NUTS,2010,HU,0,215.849
2020,NUTS,2010,HU,0,217.862
1999,NUTS,2010,HU1,1,75.804
2000,NUTS,2010,HU1,1,78.803
2001,NUTS,2010,HU1,1,108.395
2002,NUTS,2010,HU1,1,189.085
2003,NUTS,2010,HU1,1,175.136
2004,NUTS,2010,HU1,1,169.86
2005,NUTS,2010,HU1,1,184.414
2006,NUTS,2010,HU1,1,180.962
2007,NUTS,2010,HU1,1,187.165
2008,NUTS,2010,HU1,1,201.519
2009,NUTS,2010,HU1,1,172.124
2010,NUTS,2010,HU1,1,169.757
2011,NUTS,2010,HU1,1,153.314
2012,NUTS,2010,HU1,1,138.252
2013,NUTS,2010,HU1,1,162.452
2014,NUTS,2010,HU1,1,145.727
2015,NUTS,2010,HU1,1,152.421
2016,NUTS,2010,HU1,1,139.612
2017,NUTS,2010,HU1,1,152.428
2018,NUTS,2010,HU1,1,154.269
2019,NUTS,2010,HU1,1,161.073
1999,NUTS,2010,HU10,2,75.804
2000,NUTS,2010,HU10,2,78.803
2001,NUTS,2010,HU10,2,108.395
2002,NUTS,2010,HU10,2,189.085
2003,NUTS,2010,HU10,2,175.136
2004,NUTS,2010,HU10,2,169.86
2005,NUTS,2010,HU10,2,184.414
2006,NUTS,2010,HU10,2,180.962
2007,NUTS,2010,HU10,2,187.165
2008,NUTS,2010,HU10,2,201.519
2009,NUTS,2010,HU10,2,172.124
2010,NUTS,2010,HU10,2,169.757
2011,NUTS,2010,HU10,2,153.314
2012,NUTS,2010,HU10,2,138.252
2013,NUTS,2010,HU10,2,162.452
2014,NUTS,2010,HU10,2,145.727
2015,NUTS,2010,HU10,2,152.421
2016,NUTS,2010,HU10,2,139.612
2017,NUTS,2010,HU11,2,138.148
2018,NUTS,2010,HU11,2,139.49
2019,NUTS,2010,HU11,2,142.716
2017,NUTS,2010,HU12,2,14.28
2018,NUTS,2010,HU12,2,14.779
2019,NUTS,2010,HU12,2,18.357
1999,NUTS,2010,HU2,1,8.383
2000,NUTS,2010,HU2,1,9.041
2001,NUTS,2010,HU2,1,12.035
2002,NUTS,2010,HU2,1,14.303
2003,NUTS,2010,HU2,1,14.656
2004,NUTS,2010,HU2,1,18.875
2005,NUTS,2010,HU2,1,18.392
2006,NUTS,2010,HU2,1,17.642
2007,NUTS,2010,HU2,1,17.768
2008,NUTS,2010,HU2,1,19.407
2009,NUTS,2010,HU2,1,17.349
2010,NUTS,2010,HU2,1,13.042
2011,NUTS,2010,HU2,1,13.735
2012,NUTS,2010,HU2,1,18.755
2013,NUTS,2010,HU2,1,24.393
2014,NUTS,2010,HU2,1,28.108
2015,NUTS,2010,HU2,1,26.556
2016,NUTS,2010,HU2,1,24.598
2017,NUTS,2010,HU2,1,30.031
2018,NUTS,2010,HU2,1,28.017
2019,NUTS,2010,HU2,1,23.43
1999,NUTS,2010,HU21,2,4.415
2000,NUTS,2010,HU21,2,4.742
2001,NUTS,2010,HU21,2,5.394
2002,NUTS,2010,HU21,2,7.796
2003,NUTS,2010,HU21,2,7.531
2004,NUTS,2010,HU21,2,9.549
2005,NUTS,2010,HU21,2,10.651
2006,NUTS,2010,HU21,2,8.832
2007,NUTS,2010,HU21,2,8.864
2008,NUTS,2010,HU21,2,9.523
2009,NUTS,2010,HU21,2,10.014
2010,NUTS,2010,HU21,2,7.991
2011,NUTS,2010,HU21,2,8.303
2012,NUTS,2010,HU21,2,17.129
2013,NUTS,2010,HU21,2,13.243
2014,NUTS,2010,HU21,2,15.945
2015,NUTS,2010,HU21,2,14.647
2016,NUTS,2010,HU21,2,13.887
2017,NUTS,2010,HU21,2,17.248
2018,NUTS,2010,HU21,2,17.544
2019,NUTS,2010,HU21,2,14.396
1999,NUTS,2010,HU22,2,1.848
2000,NUTS,2010,HU22,2,1.831
2001,NUTS,2010,HU22,2,3.476
2002,NUTS,2010,HU22,2,3.457
2003,NUTS,2010,HU22,2,3.628
2004,NUTS,2010,HU22,2,5.77
2005,NUTS,2010,HU22,2,3.749
2006,NUTS,2010,HU22,2,4.45
2007,NUTS,2010,HU22,2,5.498
2008,NUTS,2010,HU22,2,6.994
2009,NUTS,2010,HU22,2,4.991
2010,NUTS,2010,HU22,2,2.949
2011,NUTS,2010,HU22,2,3.267
2012,NUTS,2010,HU22,2,1.419
2013,NUTS,2010,HU22,2,5.946
2014,NUTS,2010,HU22,2,6.786
2015,NUTS,2010,HU22,2,7.47
2016,NUTS,2010,HU22,2,6.699
2017,NUTS,2010,HU22,2,8.216
2018,NUTS,2010,HU22,2,10.395
2019,NUTS,2010,HU22,2,8.917
1999,NUTS,2010,HU23,2,2.121
2000,NUTS,2010,HU23,2,2.469
2001,NUTS,2010,HU23,2,3.165
2002,NUTS,2010,HU23,2,3.05
2003,NUTS,2010,HU23,2,3.497
2004,NUTS,2010,HU23,2,3.556
2005,NUTS,2010,HU23,2,3.991
2006,NUTS,2010,HU23,2,4.359
2007,NUTS,2010,HU23,2,3.406
2008,NUTS,2010,HU23,2,2.891
2009,NUTS,2010,HU23,2,2.344
2010,NUTS,2010,HU23,2,2.102
2011,NUTS,2010,HU23,2,2.165
2012,NUTS,2010,HU23,2,0.207
2013,NUTS,2010,HU23,2,5.205
2014,NUTS,2010,HU23,2,5.377
2015,NUTS,2010,HU23,2,4.439
2016,NUTS,2010,HU23,2,4.011
2017,NUTS,2010,HU23,2,4.567
2018,NUTS,2010,HU23,2,0.077
2019,NUTS,2010,HU23,2,0.117
1999,NUTS,2010,HU3,1,15.698
2000,NUTS,2010,HU3,1,17.886
2001,NUTS,2010,HU3,1,21.396
2002,NUTS,2010,HU3,1,28.449
2003,NUTS,2010,HU3,1,27.427
2004,NUTS,2010,HU3,1,24.414
2005,NUTS,2010,HU3,1,31.707
2006,NUTS,2010,HU3,1,29.857
2007,NUTS,2010,HU3,1,31.136
2008,NUTS,2010,HU3,1,26.834
2009,NUTS,2010,HU3,1,24.571
2010,NUTS,2010,HU3,1,25.746
2011,NUTS,2010,HU3,1,22.79
2012,NUTS,2010,HU3,1,24.595
2013,NUTS,2010,HU3,1,23.926
2014,NUTS,2010,HU3,1,22.492
2015,NUTS,2010,HU3,1,21.801
2016,NUTS,2010,HU3,1,19.77
2017,NUTS,2010,HU3,1,27.625
2018,NUTS,2010,HU3,1,40.774
2019,NUTS,2010,HU3,1,31.346
1999,NUTS,2010,HU31,2,0.356
2000,NUTS,2010,HU31,2,0.758
2001,NUTS,2010,HU31,2,0.838
2002,NUTS,2010,HU31,2,1.465
2003,NUTS,2010,HU31,2,1.822
2004,NUTS,2010,HU31,2,1.582
2005,NUTS,2010,HU31,2,1.222
2006,NUTS,2010,HU31,2,1.404
2007,NUTS,2010,HU31,2,1.79
2008,NUTS,2010,HU31,2,0.302
2009,NUTS,2010,HU31,2,0.982
2010,NUTS,2010,HU31,2,0.486
2011,NUTS,2010,HU31,2,0.792
2012,NUTS,2010,HU31,2,0.595
2013,NUTS,2010,HU31,2,0.794
2014,NUTS,2010,HU31,2,0.491
2015,NUTS,2010,HU31,2,0.195
2016,NUTS,2010,HU31,2,0.146
2017,NUTS,2010,HU31,2,0.32
2018,NUTS,2010,HU31,2,0.438
2019,NUTS,2010,HU31,2,0.509
1999,NUTS,2010,HU32,2,3.383
2000,NUTS,2010,HU32,2,3.465
2001,NUTS,2010,HU32,2,4.232
2002,NUTS,2010,HU32,2,5.997
2003,NUTS,2010,HU32,2,5.256
2004,NUTS,2010,HU32,2,6.735
2005,NUTS,2010,HU32,2,10.349
2006,NUTS,2010,HU32,2,8.598
2007,NUTS,2010,HU32,2,8.454
2008,NUTS,2010,HU32,2,9.161
2009,NUTS,2010,HU32,2,6.799
2010,NUTS,2010,HU32,2,7.404
2011,NUTS,2010,HU32,2,5.764
2012,NUTS,2010,HU32,2,6.623
2013,NUTS,2010,HU32,2,5.923
2014,NUTS,2010,HU32,2,6.991
2015,NUTS,2010,HU32,2,6.23
2016,NUTS,2010,HU32,2,5.359
2017,NUTS,2010,HU32,2,5.604
2018,NUTS,2010,HU32,2,10.522
2019,NUTS,2010,HU32,2,8.708
1999,NUTS,2010,HU33,2,11.96
2000,NUTS,2010,HU33,2,13.663
2001,NUTS,2010,HU33,2,16.326
2002,NUTS,2010,HU33,2,20.991
2003,NUTS,2010,HU33,2,20.349
2004,NUTS,2010,HU33,2,16.097
2005,NUTS,2010,HU33,2,20.137
2006,NUTS,2010,HU33,2,19.855
2007,NUTS,2010,HU33,2,20.891
2008,NUTS,2010,HU33,2,17.371
2009,NUTS,2010,HU33,2,16.79
2010,NUTS,2010,HU33,2,17.857
2011,NUTS,2010,HU33,2,16.235
2012,NUTS,2010,HU33,2,17.377
2013,NUTS,2010,HU33,2,17.209
2014,NUTS,2010,HU33,2,15.01
2015,NUTS,2010,HU33,2,15.376
2016,NUTS,2010,HU33,2,14.265
2017,NUTS,2010,HU33,2,21.701
2018,NUTS,2010,HU33,2,29.814
2019,NUTS,2010,HU33,2,22.129
1981,NUTS,2010,IE,0,47.405
1982,NUTS,2010,IE,0,55.625
1983,NUTS,2010,IE,0,50.708
1984,NUTS,2010,IE,0,55.872
1985,NUTS,2010,IE,0,56.952
1986,NUTS,2010,IE,0,55.757
1987,NUTS,2010,IE,0,52.525
1988,NUTS,2010,IE,0,52.284
1989,NUTS,2010,IE,0,47.757
1990,NUTS,2010,IE,0,45.585
1991,NUTS,2010,IE,0,41.678
1992,NUTS,2010,IE,0,48.614
1993,NUTS,2010,IE,0,50.699
1994,NUTS,2010,IE,0,57.693
1995,NUTS,2010,IE,0,58.115
1996,NUTS,2010,IE,0,63.679
1997,NUTS,2010,IE,0,68.873
1998,NUTS,2010,IE,0,70.082
1999,NUTS,2010,IE,0,63.888
2000,NUTS,2010,IE,0,95.6
2001,NUTS,2010,IE,0,104.0
2002,NUTS,2010,IE,0,125.3
2003,NUTS,2010,IE,0,127.4
2004,NUTS,2010,IE,0,138.4
2005,NUTS,2010,IE,0,150.0
2006,NUTS,2010,IE,0,150.0
2007,NUTS,2010,IE,0,168.8
2008,NUTS,2010,IE,0,169.1
2009,NUTS,2010,IE,0,138.1
2010,NUTS,2010,IE,0,127.4
2011,NUTS,2010,IE,0,131.9
2012,NUTS,2010,IE,0,132.0
2013,NUTS,2010,IE,0,129.0
2014,NUTS,2010,IE,0,130.3
2015,NUTS,2010,IE,0,136.2
2016,NUTS,2010,IE,0,133.5
2017,NUTS,2010,IE,0,142.408
2018,NUTS,2010,IE,0,158.605
2019,NUTS,2010,IE,0,164.663
2020,NUTS,2010,IE,0,164.984
1981,NUTS,2010,IE0,1,47.405
1982,NUTS,2010,IE0,1,55.625
1983,NUTS,2010,IE0,1,50.708
1984,NUTS,2010,IE0,1,55.872
1985,NUTS,2010,IE0,1,56.952
1986,NUTS,2010,IE0,1,55.757
1987,NUTS,2010,IE0,1,52.525
1988,NUTS,2010,IE0,1,52.284
1989,NUTS,2010,IE0,1,47.757
1990,NUTS,2010,IE0,1,45.585
1991,NUTS,2010,IE0,1,41.678
1992,NUTS,2010,IE0,1,48.614
1993,NUTS,2010,IE0,1,50.699
1994,NUTS,2010,IE0,1,57.693
1995,NUTS,2010,IE0,1,58.115
1996,NUTS,2010,IE0,1,63.679
1997,NUTS,2010,IE0,1,68.873
1998,NUTS,2010,IE0,1,70.082
1999,NUTS,2010,IE0,1,63.888
2000,NUTS,2010,IE0,1,95.6
2001,NUTS,2010,IE0,1,104.0
2002,NUTS,2010,IE0,1,125.3
2003,NUTS,2010,IE0,1,127.4
2004,NUTS,2010,IE0,1,138.4
2005,NUTS,2010,IE0,1,150.0
2006,NUTS,2010,IE0,1,150.0
2007,NUTS,2010,IE0,1,169.0
2008,NUTS,2010,IE0,1,169.0
2009,NUTS,2010,IE0,1,138.0
2010,NUTS,2010,IE0,1,127.0
2011,NUTS,2010,IE0,1,132.0
2012,NUTS,2010,IE0,1,132.0
2013,NUTS,2010,IE0,1,129.0
2015,NUTS,2010,IE0,1,136.0
2017,NUTS,2010,IE0,1,142.408
2002,NUTS,2010,IE01,2,15.0
2003,NUTS,2010,IE01,2,20.0
2004,NUTS,2010,IE01,2,15.9
2005,NUTS,2010,IE01,2,20.0
2006,NUTS,2010,IE01,2,25.0
2007,NUTS,2010,IE01,2,25.0
2008,NUTS,2010,IE01,2,25.0
2009,NUTS,2010,IE01,2,21.0
2010,NUTS,2010,IE01,2,19.0
2011,NUTS,2010,IE01,2,20.0
2012,NUTS,2010,IE01,2,20.0
2013,NUTS,2010,IE01,2,19.0
2015,NUTS,2010,IE01,2,37.0
2017,NUTS,2010,IE01,2,26.098
2002,NUTS,2010,IE02,2,110.2
2003,NUTS,2010,IE02,2,107.4
2004,NUTS,2010,IE02,2,122.5
2005,NUTS,2010,IE02,2,130.0
2006,NUTS,2010,IE02,2,125.0
2007,NUTS,2010,IE02,2,144.0
2008,NUTS,2010,IE02,2,144.0
2009,NUTS,2010,IE02,2,117.0
2010,NUTS,2010,IE02,2,108.0
2011,NUTS,2010,IE02,2,112.0
2012,NUTS,2010,IE02,2,112.0
2013,NUTS,2010,IE02,2,110.0
2015,NUTS,2010,IE02,2,99.0
2017,NUTS,2010,IE02,2,116.31
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,12.117
1983,NUTS,2010,IS,0,10.701
1985,NUTS,2010,IS,0,13.679
1987,NUTS,2010,IS,0,18.507
1989,NUTS,2010,IS,0,24.664
1990,NUTS,2010,IS,0,24.019
1991,NUTS,2010,IS,0,28.141
1992,NUTS,2010,IS,0,30.836
1993,NUTS,2010,IS,0,28.353
1994,NUTS,2010,IS,0,29.74
1995,NUTS,2010,IS,0,30.768
1997,NUTS,2010,IS,0,35.745
1998,NUTS,2010,IS,0,55.094
1999,NUTS,2010,IS,0,56.828
2000,NUTS,2010,IS,0,64.191
2001,NUTS,2010,IS,0,52.332
2002,NUTS,2010,IS,0,68.601
2003,NUTS,2010,IS,0,67.894
2005,NUTS,2010,IS,0,85.555
2006,NUTS,2010,IS,0,81.188
2007,NUTS,2010,IS,0,71.456
2008,NUTS,2010,IS,0,48.542
2009,NUTS,2010,IS,0,54.026
2011,NUTS,2010,IS,0,46.628
2013,NUTS,2010,IS,0,13.965
2014,NUTS,2010,IS,0,15.872
2015,NUTS,2010,IS,0,16.029
2016,NUTS,2010,IS,0,18.721
2017,NUTS,2010,IS,0,19.096
2018,NUTS,2010,IS,0,18.521
2019,NUTS,2010,IS,0,16.485
2020,NUTS,2010,IS,0,15.835
1981,NUTS,2010,IS0,1,12.117
1983,NUTS,2010,IS0,1,10.701
1985,NUTS,2010,IS0,1,13.679
1987,NUTS,2010,IS0,1,18.507
1989,NUTS,2010,IS0,1,24.664
1990,NUTS,2010,IS0,1,24.019
1991,NUTS,2010,IS0,1,28.141
1992,NUTS,2010,IS0,1,30.836
1993,NUTS,2010,IS0,1,28.353
1994,NUTS,2010,IS0,1,29.74
1995,NUTS,2010,IS0,1,30.768
1997,NUTS,2010,IS0,1,35.745
1998,NUTS,2010,IS0,1,55.094
1999,NUTS,2010,IS0,1,56.828
2000,NUTS,2010,IS0,1,64.191
2001,NUTS,2010,IS0,1,52.332
2002,NUTS,2010,IS0,1,68.601
2003,NUTS,2010,IS0,1,67.894
2005,NUTS,2010,IS0,1,85.555
2006,NUTS,2010,IS0,1,81.188
2007,NUTS,2010,IS0,1,71.456
2008,NUTS,2010,IS0,1,48.542
2009,NUTS,2010,IS0,1,54.026
2011,NUTS,2010,IS0,1,46.628
2013,NUTS,2010,IS0,1,13.965
2014,NUTS,2010,IS0,1,15.872
2015,NUTS,2010,IS0,1,16.029
2016,NUTS,2010,IS0,1,18.721
2017,NUTS,2010,IS0,1,19.096
2018,NUTS,2010,IS0,1,18.521
2019,NUTS,2010,IS0,1,16.485
2020,NUTS,2010,IS0,1,15.835
1981,NUTS,2010,IS00,2,12.117
1983,NUTS,2010,IS00,2,10.701
1985,NUTS,2010,IS00,2,13.679
1987,NUTS,2010,IS00,2,18.507
1989,NUTS,2010,IS00,2,24.664
1990,NUTS,2010,IS00,2,24.019
1991,NUTS,2010,IS00,2,28.141
1992,NUTS,2010,IS00,2,30.836
1993,NUTS,2010,IS00,2,28.353
1994,NUTS,2010,IS00,2,29.74
1995,NUTS,2010,IS00,2,30.768
1997,NUTS,2010,IS00,2,35.745
1998,NUTS,2010,IS00,2,55.094
1999,NUTS,2010,IS00,2,56.828
2000,NUTS,2010,IS00,2,64.191
2001,NUTS,2010,IS00,2,52.332
2002,NUTS,2010,IS00,2,68.601
2003,NUTS,2010,IS00,2,67.894
2005,NUTS,2010,IS00,2,85.555
2006,NUTS,2010,IS00,2,81.188
2007,NUTS,2010,IS00,2,71.456
2008,NUTS,2010,IS00,2,48.542
2009,NUTS,2010,IS00,2,54.026
2011,NUTS,2010,IS00,2,46.628
2013,NUTS,2010,IS00,2,13.965
2014,NUTS,2010,IS00,2,15.872
2015,NUTS,2010,IS00,2,16.029
2016,NUTS,2010,IS00,2,18.721
2017,NUTS,2010,IS00,2,19.096
2018,NUTS,2010,IS00,2,18.521
2019,NUTS,2010,IS00,2,16.485
2020,NUTS,2010,IS00,2,15.835
1981,NUTS,2010,IT,0,825.674
1982,NUTS,2010,IT,0,915.84
1983,NUTS,2010,IT,0,1055.422
1984,NUTS,2010,IT,0,1318.461
1985,NUTS,2010,IT,0,1506.285
1986,NUTS,2010,IT,0,1531.603
1987,NUTS,2010,IT,0,1768.605
1988,NUTS,2010,IT,0,1887.481
1989,NUTS,2010,IT,0,2104.423
1990,NUTS,2010,IT,0,2339.962
1991,NUTS,2010,IT,0,2619.55
1992,NUTS,2010,IT,0,2473.24
1993,NUTS,2010,IT,0,2044.989
1994,NUTS,2010,IT,0,1930.202
1995,NUTS,2010,IT,0,1771.939
1996,NUTS,2010,IT,0,1953.633
1997,NUTS,2010,IT,0,2101.164
1998,NUTS,2010,IT,0,2307.033
1999,NUTS,2010,IT,0,2212.6
2000,NUTS,2010,IT,0,2356.2
2001,NUTS,2010,IT,0,2493.3
2002,NUTS,2010,IT,0,2565.0
2003,NUTS,2010,IT,0,2582.0
2004,NUTS,2010,IT,0,2722.0
2005,NUTS,2010,IT,0,2701.2
2006,NUTS,2010,IT,0,2897.1
2007,NUTS,2010,IT,0,2644.3
2008,NUTS,2010,IT,0,2417.1
2009,NUTS,2010,IT,0,2524.6
2010,NUTS,2010,IT,0,2687.6
2011,NUTS,2010,IT,0,2653.6
2012,NUTS,2010,IT,0,3040.4
2013,NUTS,2010,IT,0,2937.4
2014,NUTS,2010,IT,0,2959.783
2015,NUTS,2010,IT,0,2910.6
2016,NUTS,2010,IT,0,2911.327
2017,NUTS,2010,IT,0,2938.583
2018,NUTS,2010,IT,0,3146.904
2019,NUTS,2010,IT,0,3306.719
2020,NUTS,2010,IT,0,3384.414
1991,NUTS,2010,ITC,1,475.739
1992,NUTS,2010,ITC,1,458.471
1993,NUTS,2010,ITC,1,383.942
1994,NUTS,2010,ITC,1,390.587
1995,NUTS,2010,ITC,1,373.048
1996,NUTS,2010,ITC,1,506.138
1997,NUTS,2010,ITC,1,472.702
1998,NUTS,2010,ITC,1,430.962
1999,NUTS,2010,ITC,1,414.1
2000,NUTS,2010,ITC,1,436.28
2003,NUTS,2010,ITC,1,382.0
2004,NUTS,2010,ITC,1,401.0
2005,NUTS,2010,ITC,1,391.0
2007,NUTS,2010,ITC,1,368.4
2008,NUTS,2010,ITC,1,331.0
2009,NUTS,2010,ITC,1,406.6
2010,NUTS,2010,ITC,1,432.5
2011,NUTS,2010,ITC,1,434.4
2012,NUTS,2010,ITC,1,544.8
2013,NUTS,2010,ITC,1,524.4
2014,NUTS,2010,ITC,1,521.022
2015,NUTS,2010,ITC,1,521.4
2016,NUTS,2010,ITC,1,490.793
2017,NUTS,2010,ITC,1,456.949
2018,NUTS,2010,ITC,1,479.329
2019,NUTS,2010,ITC,1,520.988
1991,NUTS,2010,ITC1,2,95.883
1992,NUTS,2010,ITC1,2,99.867
1993,NUTS,2010,ITC1,2,80.881
1994,NUTS,2010,ITC1,2,75.48
1995,NUTS,2010,ITC1,2,70.548
1996,NUTS,2010,ITC1,2,81.754
1997,NUTS,2010,ITC1,2,82.999
1998,NUTS,2010,ITC1,2,69.337
1999,NUTS,2010,ITC1,2,73.5
2000,NUTS,2010,ITC1,2,91.74
2003,NUTS,2010,ITC1,2,78.0
2004,NUTS,2010,ITC1,2,89.0
2005,NUTS,2010,ITC1,2,77.0
2007,NUTS,2010,ITC1,2,112.0
2008,NUTS,2010,ITC1,2,82.1
2009,NUTS,2010,ITC1,2,91.6
2010,NUTS,2010,ITC1,2,96.7
2011,NUTS,2010,ITC1,2,88.4
2012,NUTS,2010,ITC1,2,100.3
2013,NUTS,2010,ITC1,2,100.1
2014,NUTS,2010,ITC1,2,99.999
2015,NUTS,2010,ITC1,2,98.9
2016,NUTS,2010,ITC1,2,99.629
2017,NUTS,2010,ITC1,2,101.034
2018,NUTS,2010,ITC1,2,99.739
2019,NUTS,2010,ITC1,2,103.912
1992,NUTS,2010,ITC2,2,0.316
1993,NUTS,2010,ITC2,2,0.368
1994,NUTS,2010,ITC2,2,0.415
1995,NUTS,2010,ITC2,2,0.127
1996,NUTS,2010,ITC2,2,0.474
1997,NUTS,2010,ITC2,2,0.703
1998,NUTS,2010,ITC2,2,0.299
1999,NUTS,2010,ITC2,2,0.4
2000,NUTS,2010,ITC2,2,0.75
2003,NUTS,2010,ITC2,2,2.0
2004,NUTS,2010,ITC2,2,1.0
2005,NUTS,2010,ITC2,2,1.0
2007,NUTS,2010,ITC2,2,3.4
2008,NUTS,2010,ITC2,2,0.9
2009,NUTS,2010,ITC2,2,2.6
2010,NUTS,2010,ITC2,2,1.1
2011,NUTS,2010,ITC2,2,2.5
2012,NUTS,2010,ITC2,2,2.0
2013,NUTS,2010,ITC2,2,1.5
2014,NUTS,2010,ITC2,2,1.311
2015,NUTS,2010,ITC2,2,1.3
2016,NUTS,2010,ITC2,2,1.207
2017,NUTS,2010,ITC2,2,1.147
2018,NUTS,2010,ITC2,2,1.435
2019,NUTS,2010,ITC2,2,2.055
1991,NUTS,2010,ITC3,2,112.112
1992,NUTS,2010,ITC3,2,91.286
1993,NUTS,2010,ITC3,2,80.566
1994,NUTS,2010,ITC3,2,83.822
1995,NUTS,2010,ITC3,2,77.538
1996,NUTS,2010,ITC3,2,143.649
1997,NUTS,2010,ITC3,2,111.301
1998,NUTS,2010,ITC3,2,106.396
1999,NUTS,2010,ITC3,2,91.6
2000,NUTS,2010,ITC3,2,65.06
2003,NUTS,2010,ITC3,2,76.0
2004,NUTS,2010,ITC3,2,88.0
2005,NUTS,2010,ITC3,2,97.0
2007,NUTS,2010,ITC3,2,56.8
2008,NUTS,2010,ITC3,2,71.8
2009,NUTS,2010,ITC3,2,124.1
2010,NUTS,2010,ITC3,2,112.6
2011,NUTS,2010,ITC3,2,118.0
2012,NUTS,2010,ITC3,2,145.4
2013,NUTS,2010,ITC3,2,139.3
2014,NUTS,2010,ITC3,2,149.564
2015,NUTS,2010,ITC3,2,149.1
2016,NUTS,2010,ITC3,2,153.648
2017,NUTS,2010,ITC3,2,143.863
2018,NUTS,2010,ITC3,2,159.212
2019,NUTS,2010,ITC3,2,161.484
1991,NUTS,2010,ITC4,2,267.744
1992,NUTS,2010,ITC4,2,267.015
1993,NUTS,2010,ITC4,2,222.126
1994,NUTS,2010,ITC4,2,230.88
1995,NUTS,2010,ITC4,2,224.834
1996,NUTS,2010,ITC4,2,280.261
1997,NUTS,2010,ITC4,2,277.8
