year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_fte_gov
2008,NUTS,2010,PL41,2,1543.0
2009,NUTS,2010,PL41,2,1434.0
2012,NUTS,2010,PL41,2,1627.0
2016,NUTS,2010,PL41,2,188.0
2017,NUTS,2010,PL41,2,226.0
2018,NUTS,2010,PL41,2,300.0
2019,NUTS,2010,PL41,2,219.0
2005,NUTS,2010,PL42,2,0.0
2008,NUTS,2010,PL42,2,44.0
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,30.0
2008,NUTS,2010,PL43,2,1.0
2010,NUTS,2010,PL43,2,0.0
2013,NUTS,2010,PL43,2,5.0
2018,NUTS,2010,PL43,2,15.0
2000,NUTS,2010,PL5,1,484.0
2001,NUTS,2010,PL5,1,381.0
2002,NUTS,2010,PL5,1,801.0
2003,NUTS,2010,PL5,1,565.0
2004,NUTS,2010,PL5,1,460.0
2005,NUTS,2010,PL5,1,466.0
2006,NUTS,2010,PL5,1,561.0
2007,NUTS,2010,PL5,1,469.0
2008,NUTS,2010,PL5,1,476.0
2010,NUTS,2010,PL5,1,608.0
2012,NUTS,2010,PL5,1,977.0
2014,NUTS,2010,PL5,1,1156.0
2015,NUTS,2010,PL5,1,1053.0
2016,NUTS,2010,PL5,1,111.0
2019,NUTS,2010,PL5,1,394.0
2000,NUTS,2010,PL51,2,420.0
2001,NUTS,2010,PL51,2,347.0
2003,NUTS,2010,PL51,2,396.0
2004,NUTS,2010,PL51,2,291.0
2005,NUTS,2010,PL51,2,306.0
2007,NUTS,2010,PL51,2,311.0
2008,NUTS,2010,PL51,2,319.0
2009,NUTS,2010,PL51,2,412.0
2011,NUTS,2010,PL51,2,448.0
2012,NUTS,2010,PL51,2,762.0
2013,NUTS,2010,PL51,2,967.0
2018,NUTS,2010,PL51,2,160.0
2000,NUTS,2010,PL52,2,65.0
2001,NUTS,2010,PL52,2,34.0
2003,NUTS,2010,PL52,2,169.0
2004,NUTS,2010,PL52,2,169.0
2007,NUTS,2010,PL52,2,158.0
2008,NUTS,2010,PL52,2,157.0
2012,NUTS,2010,PL52,2,216.0
2000,NUTS,2010,PL6,1,916.0
2001,NUTS,2010,PL6,1,837.0
2002,NUTS,2010,PL6,1,699.0
2003,NUTS,2010,PL6,1,983.0
2004,NUTS,2010,PL6,1,920.0
2005,NUTS,2010,PL6,1,575.0
2006,NUTS,2010,PL6,1,768.0
2007,NUTS,2010,PL6,1,737.0
2008,NUTS,2010,PL6,1,876.0
2010,NUTS,2010,PL6,1,593.0
2011,NUTS,2010,PL6,1,783.0
2015,NUTS,2010,PL6,1,1024.0
2018,NUTS,2010,PL6,1,199.0
2019,NUTS,2010,PL6,1,174.0
2003,NUTS,2010,PL61,2,20.0
2004,NUTS,2010,PL61,2,15.0
2005,NUTS,2010,PL61,2,0.0
2008,NUTS,2010,PL61,2,168.0
2013,NUTS,2010,PL61,2,82.0
2015,NUTS,2010,PL61,2,85.0
2018,NUTS,2010,PL61,2,43.0
2003,NUTS,2010,PL62,2,342.0
2004,NUTS,2010,PL62,2,330.0
2005,NUTS,2010,PL62,2,227.0
2006,NUTS,2010,PL62,2,211.0
2008,NUTS,2010,PL62,2,203.0
2009,NUTS,2010,PL62,2,201.0
2010,NUTS,2010,PL62,2,191.0
2012,NUTS,2010,PL62,2,279.0
2014,NUTS,2010,PL62,2,246.0
2015,NUTS,2010,PL62,2,272.0
2016,NUTS,2010,PL62,2,48.0
2018,NUTS,2010,PL62,2,61.0
2000,NUTS,2010,PL63,2,552.0
2001,NUTS,2010,PL63,2,513.0
2002,NUTS,2010,PL63,2,468.0
2003,NUTS,2010,PL63,2,621.0
2004,NUTS,2010,PL63,2,575.0
2005,NUTS,2010,PL63,2,348.0
2006,NUTS,2010,PL63,2,551.0
2007,NUTS,2010,PL63,2,530.0
2008,NUTS,2010,PL63,2,506.0
2009,NUTS,2010,PL63,2,409.0
2011,NUTS,2010,PL63,2,406.0
2013,NUTS,2010,PL63,2,745.0
2015,NUTS,2010,PL63,2,667.0
2017,NUTS,2010,PL63,2,83.0
2018,NUTS,2010,PL63,2,95.0
2019,NUTS,2010,PL63,2,121.0
2016,NUTS,2010,PL7,1,402.0
2018,NUTS,2010,PL7,1,488.0
2019,NUTS,2010,PL7,1,432.0
2016,NUTS,2010,PL8,1,158.0
2017,NUTS,2010,PL8,1,179.0
2019,NUTS,2010,PL8,1,155.0
2016,NUTS,2010,PL81,2,66.0
2019,NUTS,2010,PL81,2,79.0
2017,NUTS,2010,PL84,2,70.0
2018,NUTS,2010,PL84,2,54.0
2016,NUTS,2010,PL9,1,2007.0
2017,NUTS,2010,PL9,1,2170.0
2018,NUTS,2010,PL9,1,1805.0
2019,NUTS,2010,PL9,1,1325.0
2019,NUTS,2010,PL91,2,1272.0
2019,NUTS,2010,PL92,2,53.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,4054.0
1983,NUTS,2010,PT,0,4299.0
1984,NUTS,2010,PT,0,4543.0
1985,NUTS,2010,PT,0,4449.0
1986,NUTS,2010,PT,0,4355.0
1987,NUTS,2010,PT,0,4234.0
1988,NUTS,2010,PT,0,4114.0
1989,NUTS,2010,PT,0,4172.0
1990,NUTS,2010,PT,0,4230.0
1991,NUTS,2010,PT,0,4093.0
1992,NUTS,2010,PT,0,3956.0
1993,NUTS,2010,PT,0,4194.0
1994,NUTS,2010,PT,0,4447.0
1995,NUTS,2010,PT,0,4716.0
1996,NUTS,2010,PT,0,4973.0
1997,NUTS,2010,PT,0,5230.0
1998,NUTS,2010,PT,0,5566.0
1999,NUTS,2010,PT,0,5902.0
2000,NUTS,2010,PT,0,5936.0
2001,NUTS,2010,PT,0,5971.0
2002,NUTS,2010,PT,0,5444.0
2003,NUTS,2010,PT,0,4917.0
2004,NUTS,2010,PT,0,4725.0
2005,NUTS,2010,PT,0,4533.0
2006,NUTS,2010,PT,0,4528.0
2007,NUTS,2010,PT,0,4523.0
2008,NUTS,2010,PT,0,4582.0
2009,NUTS,2010,PT,0,3875.0
2010,NUTS,2010,PT,0,3328.0
2011,NUTS,2010,PT,0,3265.0
2012,NUTS,2010,PT,0,2204.0
2013,NUTS,2010,PT,0,1983.0
2014,NUTS,2010,PT,0,2037.0
2015,NUTS,2010,PT,0,2066.0
2016,NUTS,2010,PT,0,2098.0
2017,NUTS,2010,PT,0,2212.0
2018,NUTS,2010,PT,0,2283.0
2019,NUTS,2010,PT,0,2315.0
2020,NUTS,2010,PT,0,2571.0
1988,NUTS,2010,PT1,1,4008.0
1990,NUTS,2010,PT1,1,4104.0
1992,NUTS,2010,PT1,1,3812.0
1995,NUTS,2010,PT1,1,4384.0
1997,NUTS,2010,PT1,1,4823.0
1999,NUTS,2010,PT1,1,5608.0
2000,NUTS,2010,PT1,1,5617.0
2001,NUTS,2010,PT1,1,5652.0
2002,NUTS,2010,PT1,1,5168.0
2003,NUTS,2010,PT1,1,4684.0
2004,NUTS,2010,PT1,1,4510.0
2005,NUTS,2010,PT1,1,4336.0
2006,NUTS,2010,PT1,1,4328.0
2007,NUTS,2010,PT1,1,4319.0
2008,NUTS,2010,PT1,1,4339.0
2009,NUTS,2010,PT1,1,3611.0
2010,NUTS,2010,PT1,1,3108.0
2011,NUTS,2010,PT1,1,3142.0
2012,NUTS,2010,PT1,1,2091.0
2013,NUTS,2010,PT1,1,1872.0
2014,NUTS,2010,PT1,1,1919.0
2015,NUTS,2010,PT1,1,1941.0
2016,NUTS,2010,PT1,1,1956.0
2017,NUTS,2010,PT1,1,2079.0
2018,NUTS,2010,PT1,1,2147.0
2019,NUTS,2010,PT1,1,2144.0
2020,NUTS,2010,PT1,1,2388.0
1988,NUTS,2010,PT11,2,134.0
1990,NUTS,2010,PT11,2,156.0
1992,NUTS,2010,PT11,2,118.0
1995,NUTS,2010,PT11,2,391.0
1997,NUTS,2010,PT11,2,392.0
1999,NUTS,2010,PT11,2,547.0
2000,NUTS,2010,PT11,2,493.0
2001,NUTS,2010,PT11,2,439.0
2002,NUTS,2010,PT11,2,419.0
2003,NUTS,2010,PT11,2,398.0
2004,NUTS,2010,PT11,2,406.0
2005,NUTS,2010,PT11,2,414.0
2006,NUTS,2010,PT11,2,371.0
2007,NUTS,2010,PT11,2,327.0
2008,NUTS,2010,PT11,2,349.0
2009,NUTS,2010,PT11,2,285.0
2010,NUTS,2010,PT11,2,304.0
2011,NUTS,2010,PT11,2,346.0
2012,NUTS,2010,PT11,2,257.0
2013,NUTS,2010,PT11,2,300.0
2014,NUTS,2010,PT11,2,330.0
2015,NUTS,2010,PT11,2,476.0
2016,NUTS,2010,PT11,2,504.0
2017,NUTS,2010,PT11,2,580.0
2018,NUTS,2010,PT11,2,644.0
2019,NUTS,2010,PT11,2,677.0
2020,NUTS,2010,PT11,2,730.0
1988,NUTS,2010,PT15,2,5.0
1990,NUTS,2010,PT15,2,7.0
1992,NUTS,2010,PT15,2,14.0
1995,NUTS,2010,PT15,2,63.0
1997,NUTS,2010,PT15,2,82.0
1999,NUTS,2010,PT15,2,89.0
2000,NUTS,2010,PT15,2,69.0
2001,NUTS,2010,PT15,2,48.0
2002,NUTS,2010,PT15,2,44.0
2003,NUTS,2010,PT15,2,39.0
2004,NUTS,2010,PT15,2,32.0
2005,NUTS,2010,PT15,2,25.0
2006,NUTS,2010,PT15,2,23.0
2007,NUTS,2010,PT15,2,21.0
2008,NUTS,2010,PT15,2,19.0
2009,NUTS,2010,PT15,2,25.0
2010,NUTS,2010,PT15,2,20.0
2011,NUTS,2010,PT15,2,18.0
2012,NUTS,2010,PT15,2,69.0
2013,NUTS,2010,PT15,2,53.0
2014,NUTS,2010,PT15,2,34.0
2015,NUTS,2010,PT15,2,10.0
2016,NUTS,2010,PT15,2,23.0
2017,NUTS,2010,PT15,2,10.0
2018,NUTS,2010,PT15,2,13.0
2019,NUTS,2010,PT15,2,20.0
2020,NUTS,2010,PT15,2,23.0
2000,NUTS,2010,PT16,2,332.0
2001,NUTS,2010,PT16,2,296.0
2002,NUTS,2010,PT16,2,310.0
2003,NUTS,2010,PT16,2,325.0
2004,NUTS,2010,PT16,2,329.0
2005,NUTS,2010,PT16,2,333.0
2006,NUTS,2010,PT16,2,297.0
2007,NUTS,2010,PT16,2,262.0
2008,NUTS,2010,PT16,2,348.0
2009,NUTS,2010,PT16,2,273.0
2010,NUTS,2010,PT16,2,250.0
2011,NUTS,2010,PT16,2,268.0
2012,NUTS,2010,PT16,2,223.0
2013,NUTS,2010,PT16,2,131.0
2014,NUTS,2010,PT16,2,132.0
2015,NUTS,2010,PT16,2,157.0
2016,NUTS,2010,PT16,2,135.0
2017,NUTS,2010,PT16,2,145.0
2018,NUTS,2010,PT16,2,134.0
2019,NUTS,2010,PT16,2,158.0
2020,NUTS,2010,PT16,2,166.0
2000,NUTS,2010,PT17,2,4338.0
2001,NUTS,2010,PT17,2,4544.0
2002,NUTS,2010,PT17,2,4121.0
2003,NUTS,2010,PT17,2,3698.0
2004,NUTS,2010,PT17,2,3530.0
2005,NUTS,2010,PT17,2,3361.0
2006,NUTS,2010,PT17,2,3391.0
2007,NUTS,2010,PT17,2,3420.0
2008,NUTS,2010,PT17,2,3301.0
2009,NUTS,2010,PT17,2,2994.0
2010,NUTS,2010,PT17,2,2516.0
2011,NUTS,2010,PT17,2,2497.0
2012,NUTS,2010,PT17,2,1528.0
2013,NUTS,2010,PT17,2,1371.0
2014,NUTS,2010,PT17,2,1406.0
2015,NUTS,2010,PT17,2,1286.0
2016,NUTS,2010,PT17,2,1282.0
2017,NUTS,2010,PT17,2,1342.0
2018,NUTS,2010,PT17,2,1353.0
2019,NUTS,2010,PT17,2,1287.0
2020,NUTS,2010,PT17,2,1469.0
2000,NUTS,2010,PT18,2,386.0
2001,NUTS,2010,PT18,2,326.0
2002,NUTS,2010,PT18,2,274.0
2003,NUTS,2010,PT18,2,223.0
2004,NUTS,2010,PT18,2,214.0
2005,NUTS,2010,PT18,2,205.0
2006,NUTS,2010,PT18,2,246.0
2007,NUTS,2010,PT18,2,288.0
2008,NUTS,2010,PT18,2,323.0
2009,NUTS,2010,PT18,2,34.0
2010,NUTS,2010,PT18,2,17.0
2011,NUTS,2010,PT18,2,13.0
2012,NUTS,2010,PT18,2,14.0
2013,NUTS,2010,PT18,2,17.0
2014,NUTS,2010,PT18,2,17.0
2015,NUTS,2010,PT18,2,13.0
2016,NUTS,2010,PT18,2,12.0
2017,NUTS,2010,PT18,2,2.0
2018,NUTS,2010,PT18,2,3.0
2019,NUTS,2010,PT18,2,2.0
2020,NUTS,2010,PT18,2,1.0
1988,NUTS,2010,PT2,1,88.0
1990,NUTS,2010,PT2,1,95.0
1992,NUTS,2010,PT2,1,100.0
1995,NUTS,2010,PT2,1,62.0
1997,NUTS,2010,PT2,1,136.0
1999,NUTS,2010,PT2,1,101.0
2000,NUTS,2010,PT2,1,104.0
2001,NUTS,2010,PT2,1,106.0
2002,NUTS,2010,PT2,1,100.0
2003,NUTS,2010,PT2,1,94.0
2004,NUTS,2010,PT2,1,70.0
2005,NUTS,2010,PT2,1,46.0
2006,NUTS,2010,PT2,1,62.0
2007,NUTS,2010,PT2,1,79.0
2008,NUTS,2010,PT2,1,81.0
2009,NUTS,2010,PT2,1,79.0
2010,NUTS,2010,PT2,1,50.0
2011,NUTS,2010,PT2,1,62.0
2012,NUTS,2010,PT2,1,63.0
2013,NUTS,2010,PT2,1,50.0
2014,NUTS,2010,PT2,1,52.0
2015,NUTS,2010,PT2,1,57.0
2016,NUTS,2010,PT2,1,48.0
2017,NUTS,2010,PT2,1,21.0
2018,NUTS,2010,PT2,1,22.0
2019,NUTS,2010,PT2,1,38.0
2020,NUTS,2010,PT2,1,50.0
1988,NUTS,2010,PT20,2,88.0
1990,NUTS,2010,PT20,2,95.0
1992,NUTS,2010,PT20,2,100.0
1995,NUTS,2010,PT20,2,62.0
1997,NUTS,2010,PT20,2,136.0
1999,NUTS,2010,PT20,2,101.0
2000,NUTS,2010,PT20,2,104.0
2001,NUTS,2010,PT20,2,106.0
2002,NUTS,2010,PT20,2,100.0
2003,NUTS,2010,PT20,2,94.0
2004,NUTS,2010,PT20,2,70.0
2005,NUTS,2010,PT20,2,46.0
2006,NUTS,2010,PT20,2,62.0
2007,NUTS,2010,PT20,2,79.0
2008,NUTS,2010,PT20,2,81.0
2009,NUTS,2010,PT20,2,79.0
2010,NUTS,2010,PT20,2,50.0
2011,NUTS,2010,PT20,2,62.0
2012,NUTS,2010,PT20,2,63.0
2013,NUTS,2010,PT20,2,50.0
2014,NUTS,2010,PT20,2,52.0
2015,NUTS,2010,PT20,2,57.0
2016,NUTS,2010,PT20,2,48.0
2017,NUTS,2010,PT20,2,21.0
2018,NUTS,2010,PT20,2,22.0
2019,NUTS,2010,PT20,2,38.0
2020,NUTS,2010,PT20,2,50.0
1988,NUTS,2010,PT3,1,18.0
1990,NUTS,2010,PT3,1,31.0
1992,NUTS,2010,PT3,1,43.0
1995,NUTS,2010,PT3,1,270.0
1997,NUTS,2010,PT3,1,271.0
1999,NUTS,2010,PT3,1,219.0
2000,NUTS,2010,PT3,1,216.0
2001,NUTS,2010,PT3,1,212.0
2002,NUTS,2010,PT3,1,176.0
2003,NUTS,2010,PT3,1,140.0
2004,NUTS,2010,PT3,1,145.0
2005,NUTS,2010,PT3,1,151.0
2006,NUTS,2010,PT3,1,138.0
2007,NUTS,2010,PT3,1,126.0
2008,NUTS,2010,PT3,1,162.0
2009,NUTS,2010,PT3,1,184.0
2010,NUTS,2010,PT3,1,170.0
2011,NUTS,2010,PT3,1,62.0
2012,NUTS,2010,PT3,1,50.0
2013,NUTS,2010,PT3,1,61.0
2014,NUTS,2010,PT3,1,66.0
2015,NUTS,2010,PT3,1,68.0
2016,NUTS,2010,PT3,1,93.0
2017,NUTS,2010,PT3,1,112.0
2018,NUTS,2010,PT3,1,114.0
2019,NUTS,2010,PT3,1,133.0
2020,NUTS,2010,PT3,1,133.0
1988,NUTS,2010,PT30,2,18.0
1990,NUTS,2010,PT30,2,31.0
1992,NUTS,2010,PT30,2,43.0
1995,NUTS,2010,PT30,2,270.0
1997,NUTS,2010,PT30,2,271.0
1999,NUTS,2010,PT30,2,219.0
2000,NUTS,2010,PT30,2,216.0
2001,NUTS,2010,PT30,2,212.0
2002,NUTS,2010,PT30,2,176.0
2003,NUTS,2010,PT30,2,140.0
2004,NUTS,2010,PT30,2,145.0
2005,NUTS,2010,PT30,2,151.0
2006,NUTS,2010,PT30,2,138.0
2007,NUTS,2010,PT30,2,126.0
2008,NUTS,2010,PT30,2,162.0
2009,NUTS,2010,PT30,2,184.0
2010,NUTS,2010,PT30,2,170.0
2011,NUTS,2010,PT30,2,62.0
2012,NUTS,2010,PT30,2,50.0
2013,NUTS,2010,PT30,2,61.0
2014,NUTS,2010,PT30,2,66.0
2015,NUTS,2010,PT30,2,68.0
2016,NUTS,2010,PT30,2,93.0
2017,NUTS,2010,PT30,2,112.0
2018,NUTS,2010,PT30,2,114.0
2019,NUTS,2010,PT30,2,133.0
2020,NUTS,2010,PT30,2,133.0
1993,NUTS,2010,RO,0,16438.0
1994,NUTS,2010,RO,0,14218.0
1995,NUTS,2010,RO,0,13808.0
1996,NUTS,2010,RO,0,13755.0
1997,NUTS,2010,RO,0,10549.0
1998,NUTS,2010,RO,0,10487.0
1999,NUTS,2010,RO,0,8763.0
2000,NUTS,2010,RO,0,7571.0
2001,NUTS,2010,RO,0,8421.0
2002,NUTS,2010,RO,0,8930.0
2003,NUTS,2010,RO,0,9395.0
2004,NUTS,2010,RO,0,9853.0
2005,NUTS,2010,RO,0,10055.0
2006,NUTS,2010,RO,0,8381.0
2007,NUTS,2010,RO,0,8786.0
2008,NUTS,2010,RO,0,10312.0
2009,NUTS,2010,RO,0,8708.0
2010,NUTS,2010,RO,0,8704.0
2011,NUTS,2010,RO,0,10675.0
2012,NUTS,2010,RO,0,11381.0
2013,NUTS,2010,RO,0,12336.0
2014,NUTS,2010,RO,0,11866.0
2015,NUTS,2010,RO,0,12080.0
2016,NUTS,2010,RO,0,12663.0
2017,NUTS,2010,RO,0,12500.0
2018,NUTS,2010,RO,0,11986.0
2019,NUTS,2010,RO,0,12220.0
2020,NUTS,2010,RO,0,12218.0
2001,NUTS,2010,RO1,1,314.0
2002,NUTS,2010,RO1,1,317.0
2003,NUTS,2010,RO1,1,414.0
2004,NUTS,2010,RO1,1,210.0
2005,NUTS,2010,RO1,1,222.0
2006,NUTS,2010,RO1,1,471.0
2007,NUTS,2010,RO1,1,549.0
2008,NUTS,2010,RO1,1,519.0
2009,NUTS,2010,RO1,1,443.0
2010,NUTS,2010,RO1,1,372.0
2011,NUTS,2010,RO1,1,653.0
2012,NUTS,2010,RO1,1,868.0
2013,NUTS,2010,RO1,1,1011.0
2014,NUTS,2010,RO1,1,954.0
2015,NUTS,2010,RO1,1,953.0
2016,NUTS,2010,RO1,1,960.0
2017,NUTS,2010,RO1,1,999.0
2018,NUTS,2010,RO1,1,948.0
2019,NUTS,2010,RO1,1,994.0
2001,NUTS,2010,RO11,2,290.0
2002,NUTS,2010,RO11,2,266.0
2003,NUTS,2010,RO11,2,365.0
2004,NUTS,2010,RO11,2,165.0
2005,NUTS,2010,RO11,2,194.0
2006,NUTS,2010,RO11,2,435.0
2007,NUTS,2010,RO11,2,458.0
2008,NUTS,2010,RO11,2,435.0
2009,NUTS,2010,RO11,2,358.0
2010,NUTS,2010,RO11,2,225.0
2011,NUTS,2010,RO11,2,476.0
2012,NUTS,2010,RO11,2,687.0
2013,NUTS,2010,RO11,2,827.0
2014,NUTS,2010,RO11,2,747.0
2015,NUTS,2010,RO11,2,744.0
2016,NUTS,2010,RO11,2,718.0
2017,NUTS,2010,RO11,2,761.0
2018,NUTS,2010,RO11,2,725.0
2019,NUTS,2010,RO11,2,756.0
2001,NUTS,2010,RO12,2,24.0
2002,NUTS,2010,RO12,2,51.0
2003,NUTS,2010,RO12,2,49.0
2004,NUTS,2010,RO12,2,45.0
2005,NUTS,2010,RO12,2,28.0
2006,NUTS,2010,RO12,2,36.0
2007,NUTS,2010,RO12,2,91.0
2008,NUTS,2010,RO12,2,84.0
2009,NUTS,2010,RO12,2,85.0
2010,NUTS,2010,RO12,2,147.0
2011,NUTS,2010,RO12,2,177.0
2012,NUTS,2010,RO12,2,181.0
2013,NUTS,2010,RO12,2,184.0
2014,NUTS,2010,RO12,2,207.0
2015,NUTS,2010,RO12,2,209.0
2016,NUTS,2010,RO12,2,242.0
2017,NUTS,2010,RO12,2,238.0
2018,NUTS,2010,RO12,2,223.0
2019,NUTS,2010,RO12,2,238.0
2001,NUTS,2010,RO2,1,629.0
2002,NUTS,2010,RO2,1,626.0
2003,NUTS,2010,RO2,1,667.0
2004,NUTS,2010,RO2,1,808.0
2005,NUTS,2010,RO2,1,741.0
2006,NUTS,2010,RO2,1,753.0
2007,NUTS,2010,RO2,1,771.0
2008,NUTS,2010,RO2,1,897.0
2009,NUTS,2010,RO2,1,792.0
2010,NUTS,2010,RO2,1,820.0
2011,NUTS,2010,RO2,1,1091.0
2012,NUTS,2010,RO2,1,1021.0
2013,NUTS,2010,RO2,1,1185.0
2014,NUTS,2010,RO2,1,1253.0
2015,NUTS,2010,RO2,1,1373.0
2016,NUTS,2010,RO2,1,1453.0
2017,NUTS,2010,RO2,1,1508.0
2018,NUTS,2010,RO2,1,1555.0
2019,NUTS,2010,RO2,1,1592.0
2001,NUTS,2010,RO21,2,483.0
2002,NUTS,2010,RO21,2,482.0
2003,NUTS,2010,RO21,2,474.0
2004,NUTS,2010,RO21,2,609.0
2005,NUTS,2010,RO21,2,542.0
2006,NUTS,2010,RO21,2,556.0
2007,NUTS,2010,RO21,2,552.0
2008,NUTS,2010,RO21,2,562.0
2009,NUTS,2010,RO21,2,496.0
2010,NUTS,2010,RO21,2,492.0
2011,NUTS,2010,RO21,2,594.0
2012,NUTS,2010,RO21,2,573.0
2013,NUTS,2010,RO21,2,731.0
2014,NUTS,2010,RO21,2,819.0
2015,NUTS,2010,RO21,2,818.0
2016,NUTS,2010,RO21,2,891.0
2017,NUTS,2010,RO21,2,885.0
2018,NUTS,2010,RO21,2,921.0
2019,NUTS,2010,RO21,2,924.0
2001,NUTS,2010,RO22,2,146.0
2002,NUTS,2010,RO22,2,144.0
2003,NUTS,2010,RO22,2,193.0
2004,NUTS,2010,RO22,2,199.0
2005,NUTS,2010,RO22,2,199.0
2006,NUTS,2010,RO22,2,197.0
2007,NUTS,2010,RO22,2,219.0
2008,NUTS,2010,RO22,2,335.0
2009,NUTS,2010,RO22,2,296.0
2010,NUTS,2010,RO22,2,328.0
2011,NUTS,2010,RO22,2,497.0
2012,NUTS,2010,RO22,2,448.0
2013,NUTS,2010,RO22,2,454.0
2014,NUTS,2010,RO22,2,434.0
2015,NUTS,2010,RO22,2,555.0
2016,NUTS,2010,RO22,2,562.0
2017,NUTS,2010,RO22,2,623.0
2018,NUTS,2010,RO22,2,634.0
2019,NUTS,2010,RO22,2,668.0
2001,NUTS,2010,RO3,1,6919.0
2002,NUTS,2010,RO3,1,7380.0
2003,NUTS,2010,RO3,1,7662.0
2004,NUTS,2010,RO3,1,8132.0
2005,NUTS,2010,RO3,1,8413.0
2006,NUTS,2010,RO3,1,6470.0
2007,NUTS,2010,RO3,1,6757.0
2008,NUTS,2010,RO3,1,8156.0
2009,NUTS,2010,RO3,1,6768.0
2010,NUTS,2010,RO3,1,6761.0
2011,NUTS,2010,RO3,1,8078.0
2012,NUTS,2010,RO3,1,8929.0
2013,NUTS,2010,RO3,1,9337.0
2014,NUTS,2010,RO3,1,8963.0
2015,NUTS,2010,RO3,1,8915.0
2016,NUTS,2010,RO3,1,9350.0
2017,NUTS,2010,RO3,1,9084.0
2018,NUTS,2010,RO3,1,8656.0
2019,NUTS,2010,RO3,1,8785.0
2001,NUTS,2010,RO31,2,29.0
2002,NUTS,2010,RO31,2,26.0
2006,NUTS,2010,RO31,2,13.0
2007,NUTS,2010,RO31,2,140.0
2008,NUTS,2010,RO31,2,131.0
2009,NUTS,2010,RO31,2,122.0
2010,NUTS,2010,RO31,2,55.0
2011,NUTS,2010,RO31,2,656.0
2012,NUTS,2010,RO31,2,639.0
2013,NUTS,2010,RO31,2,615.0
2014,NUTS,2010,RO31,2,561.0
2015,NUTS,2010,RO31,2,572.0
2016,NUTS,2010,RO31,2,605.0
2017,NUTS,2010,RO31,2,515.0
2018,NUTS,2010,RO31,2,410.0
2019,NUTS,2010,RO31,2,495.0
2001,NUTS,2010,RO32,2,6890.0
2002,NUTS,2010,RO32,2,7354.0
2003,NUTS,2010,RO32,2,7662.0
2004,NUTS,2010,RO32,2,8132.0
2005,NUTS,2010,RO32,2,8413.0
2006,NUTS,2010,RO32,2,6457.0
2007,NUTS,2010,RO32,2,6617.0
2008,NUTS,2010,RO32,2,8025.0
2009,NUTS,2010,RO32,2,6646.0
2010,NUTS,2010,RO32,2,6706.0
2011,NUTS,2010,RO32,2,7422.0
2012,NUTS,2010,RO32,2,8290.0
2013,NUTS,2010,RO32,2,8722.0
2014,NUTS,2010,RO32,2,8402.0
2015,NUTS,2010,RO32,2,8343.0
2016,NUTS,2010,RO32,2,8745.0
2017,NUTS,2010,RO32,2,8569.0
2018,NUTS,2010,RO32,2,8246.0
2019,NUTS,2010,RO32,2,8290.0
2001,NUTS,2010,RO4,1,559.0
2002,NUTS,2010,RO4,1,607.0
2003,NUTS,2010,RO4,1,652.0
2004,NUTS,2010,RO4,1,703.0
2005,NUTS,2010,RO4,1,679.0
2006,NUTS,2010,RO4,1,687.0
2007,NUTS,2010,RO4,1,709.0
2008,NUTS,2010,RO4,1,740.0
2009,NUTS,2010,RO4,1,705.0
2010,NUTS,2010,RO4,1,751.0
2011,NUTS,2010,RO4,1,853.0
2012,NUTS,2010,RO4,1,563.0
2013,NUTS,2010,RO4,1,803.0
2014,NUTS,2010,RO4,1,696.0
2015,NUTS,2010,RO4,1,839.0
2016,NUTS,2010,RO4,1,900.0
2017,NUTS,2010,RO4,1,909.0
2018,NUTS,2010,RO4,1,827.0
2019,NUTS,2010,RO4,1,849.0
2001,NUTS,2010,RO41,2,313.0
2002,NUTS,2010,RO41,2,312.0
2003,NUTS,2010,RO41,2,318.0
2004,NUTS,2010,RO41,2,305.0
2005,NUTS,2010,RO41,2,318.0
2006,NUTS,2010,RO41,2,332.0
2007,NUTS,2010,RO41,2,356.0
2008,NUTS,2010,RO41,2,361.0
2009,NUTS,2010,RO41,2,361.0
2010,NUTS,2010,RO41,2,343.0
2011,NUTS,2010,RO41,2,521.0
2012,NUTS,2010,RO41,2,258.0
2013,NUTS,2010,RO41,2,445.0
2014,NUTS,2010,RO41,2,286.0
2015,NUTS,2010,RO41,2,462.0
2016,NUTS,2010,RO41,2,453.0
2017,NUTS,2010,RO41,2,451.0
2018,NUTS,2010,RO41,2,363.0
2019,NUTS,2010,RO41,2,364.0
2001,NUTS,2010,RO42,2,246.0
2002,NUTS,2010,RO42,2,295.0
2003,NUTS,2010,RO42,2,334.0
2004,NUTS,2010,RO42,2,398.0
2005,NUTS,2010,RO42,2,361.0
2006,NUTS,2010,RO42,2,355.0
2007,NUTS,2010,RO42,2,353.0
2008,NUTS,2010,RO42,2,379.0
2009,NUTS,2010,RO42,2,344.0
2010,NUTS,2010,RO42,2,408.0
2011,NUTS,2010,RO42,2,332.0
2012,NUTS,2010,RO42,2,305.0
2013,NUTS,2010,RO42,2,358.0
2014,NUTS,2010,RO42,2,410.0
2015,NUTS,2010,RO42,2,377.0
2016,NUTS,2010,RO42,2,447.0
2017,NUTS,2010,RO42,2,458.0
2018,NUTS,2010,RO42,2,464.0
