year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_pnp
2003,NUTS,2010,ES2,1,0.07
2004,NUTS,2010,ES2,1,0.52
2005,NUTS,2010,ES2,1,1.222
2006,NUTS,2010,ES2,1,0.825
2007,NUTS,2010,ES2,1,1.371
2008,NUTS,2010,ES2,1,1.417
2009,NUTS,2010,ES2,1,1.934
2010,NUTS,2010,ES2,1,4.91
2011,NUTS,2010,ES2,1,2.368
2013,NUTS,2010,ES2,1,2.175
2015,NUTS,2010,ES2,1,2.0
2019,NUTS,2010,ES2,1,1.0
1987,NUTS,2010,ES21,2,0.16
1988,NUTS,2010,ES21,2,0.16
1989,NUTS,2010,ES21,2,0.03
1990,NUTS,2010,ES21,2,0.08
1991,NUTS,2010,ES21,2,0.17
1992,NUTS,2010,ES21,2,0.53
1993,NUTS,2010,ES21,2,11.96
1994,NUTS,2010,ES21,2,11.77
1995,NUTS,2010,ES21,2,13.22
1996,NUTS,2010,ES21,2,14.06
1997,NUTS,2010,ES21,2,0.74
1998,NUTS,2010,ES21,2,0.87
1999,NUTS,2010,ES21,2,2.96
2000,NUTS,2010,ES21,2,2.3
2001,NUTS,2010,ES21,2,7.4
2002,NUTS,2010,ES21,2,1.7
2003,NUTS,2010,ES21,2,0.06
2004,NUTS,2010,ES21,2,0.18
2005,NUTS,2010,ES21,2,0.184
2006,NUTS,2010,ES21,2,0.377
2007,NUTS,2010,ES21,2,0.671
2008,NUTS,2010,ES21,2,0.234
2009,NUTS,2010,ES21,2,0.475
2010,NUTS,2010,ES21,2,3.337
2011,NUTS,2010,ES21,2,1.802
2012,NUTS,2010,ES21,2,1.896
2013,NUTS,2010,ES21,2,1.432
2014,NUTS,2010,ES21,2,1.375
2015,NUTS,2010,ES21,2,2.0
2016,NUTS,2010,ES21,2,1.0
2017,NUTS,2010,ES21,2,1.0
2018,NUTS,2010,ES21,2,1.0
2019,NUTS,2010,ES21,2,1.0
1987,NUTS,2010,ES22,2,0.36
1990,NUTS,2010,ES22,2,0.04
1991,NUTS,2010,ES22,2,0.06
1993,NUTS,2010,ES22,2,0.05
1994,NUTS,2010,ES22,2,0.04
1997,NUTS,2010,ES22,2,0.01
1998,NUTS,2010,ES22,2,0.01
2000,NUTS,2010,ES22,2,0.1
2001,NUTS,2010,ES22,2,0.1
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,0.07
2005,NUTS,2010,ES22,2,0.121
2006,NUTS,2010,ES22,2,0.126
2007,NUTS,2010,ES22,2,0.11
2008,NUTS,2010,ES22,2,0.107
2009,NUTS,2010,ES22,2,0.341
2010,NUTS,2010,ES22,2,0.106
2011,NUTS,2010,ES22,2,0.132
2015,NUTS,2010,ES22,2,0.0
1988,NUTS,2010,ES23,2,0.03
1993,NUTS,2010,ES23,2,0.04
1994,NUTS,2010,ES23,2,0.04
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,0.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,0.392
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,0.423
2008,NUTS,2010,ES23,2,0.971
2009,NUTS,2010,ES23,2,0.88
2010,NUTS,2010,ES23,2,0.94
2011,NUTS,2010,ES23,2,0.163
2012,NUTS,2010,ES23,2,0.206
2014,NUTS,2010,ES23,2,0.073
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
1997,NUTS,2010,ES24,2,0.01
1998,NUTS,2010,ES24,2,0.01
1999,NUTS,2010,ES24,2,0.01
2000,NUTS,2010,ES24,2,0.8
2001,NUTS,2010,ES24,2,3.1
2002,NUTS,2010,ES24,2,0.0
2003,NUTS,2010,ES24,2,0.01
2004,NUTS,2010,ES24,2,0.28
2005,NUTS,2010,ES24,2,0.525
2006,NUTS,2010,ES24,2,0.322
2007,NUTS,2010,ES24,2,0.168
2008,NUTS,2010,ES24,2,0.105
2009,NUTS,2010,ES24,2,0.238
2010,NUTS,2010,ES24,2,0.526
2011,NUTS,2010,ES24,2,0.27
2012,NUTS,2010,ES24,2,0.347
2013,NUTS,2010,ES24,2,0.211
2014,NUTS,2010,ES24,2,0.053
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
1987,NUTS,2010,ES3,1,3.29
1988,NUTS,2010,ES3,1,4.27
1989,NUTS,2010,ES3,1,2.24
1990,NUTS,2010,ES3,1,4.15
1991,NUTS,2010,ES3,1,3.34
1992,NUTS,2010,ES3,1,4.5
1993,NUTS,2010,ES3,1,4.23
1994,NUTS,2010,ES3,1,4.17
1995,NUTS,2010,ES3,1,10.4
1996,NUTS,2010,ES3,1,11.06
1997,NUTS,2010,ES3,1,12.76
1998,NUTS,2010,ES3,1,14.84
1999,NUTS,2010,ES3,1,17.03
2000,NUTS,2010,ES3,1,18.6
2001,NUTS,2010,ES3,1,24.2
2002,NUTS,2010,ES3,1,4.9
2003,NUTS,2010,ES3,1,9.01
2004,NUTS,2010,ES3,1,3.66
2005,NUTS,2010,ES3,1,4.352
2006,NUTS,2010,ES3,1,8.811
2007,NUTS,2010,ES3,1,7.353
2008,NUTS,2010,ES3,1,8.464
2009,NUTS,2010,ES3,1,9.185
2010,NUTS,2010,ES3,1,7.087
2011,NUTS,2010,ES3,1,6.146
2012,NUTS,2010,ES3,1,5.865
2013,NUTS,2010,ES3,1,5.247
2014,NUTS,2010,ES3,1,4.5
2015,NUTS,2010,ES3,1,5.0
2016,NUTS,2010,ES3,1,5.0
2017,NUTS,2010,ES3,1,6.0
2018,NUTS,2010,ES3,1,10.0
2019,NUTS,2010,ES3,1,15.0
1987,NUTS,2010,ES30,2,3.29
1988,NUTS,2010,ES30,2,4.27
1989,NUTS,2010,ES30,2,2.24
1990,NUTS,2010,ES30,2,4.15
1991,NUTS,2010,ES30,2,3.34
1992,NUTS,2010,ES30,2,4.5
1993,NUTS,2010,ES30,2,4.23
1994,NUTS,2010,ES30,2,4.17
1995,NUTS,2010,ES30,2,10.4
1996,NUTS,2010,ES30,2,11.06
1997,NUTS,2010,ES30,2,12.76
1998,NUTS,2010,ES30,2,14.84
1999,NUTS,2010,ES30,2,17.03
2000,NUTS,2010,ES30,2,18.6
2001,NUTS,2010,ES30,2,24.2
2002,NUTS,2010,ES30,2,4.9
2003,NUTS,2010,ES30,2,9.01
2004,NUTS,2010,ES30,2,3.66
2005,NUTS,2010,ES30,2,4.352
2006,NUTS,2010,ES30,2,8.811
2007,NUTS,2010,ES30,2,7.353
2008,NUTS,2010,ES30,2,8.464
2009,NUTS,2010,ES30,2,9.185
2010,NUTS,2010,ES30,2,7.087
2011,NUTS,2010,ES30,2,6.146
2012,NUTS,2010,ES30,2,5.865
2013,NUTS,2010,ES30,2,5.247
2014,NUTS,2010,ES30,2,4.5
2015,NUTS,2010,ES30,2,5.0
2016,NUTS,2010,ES30,2,5.0
2017,NUTS,2010,ES30,2,6.0
2018,NUTS,2010,ES30,2,10.0
2019,NUTS,2010,ES30,2,15.0
1988,NUTS,2010,ES4,1,0.11
1990,NUTS,2010,ES4,1,0.25
1991,NUTS,2010,ES4,1,0.27
1993,NUTS,2010,ES4,1,0.51
1994,NUTS,2010,ES4,1,0.5
1995,NUTS,2010,ES4,1,1.15
1996,NUTS,2010,ES4,1,1.23
1997,NUTS,2010,ES4,1,2.55
1998,NUTS,2010,ES4,1,2.97
1999,NUTS,2010,ES4,1,5.01
2000,NUTS,2010,ES4,1,0.7
2001,NUTS,2010,ES4,1,1.7
2002,NUTS,2010,ES4,1,0.5
2003,NUTS,2010,ES4,1,0.33
2004,NUTS,2010,ES4,1,0.25
2005,NUTS,2010,ES4,1,0.407
2006,NUTS,2010,ES4,1,0.671
2007,NUTS,2010,ES4,1,0.138
2008,NUTS,2010,ES4,1,0.419
2009,NUTS,2010,ES4,1,1.095
2010,NUTS,2010,ES4,1,0.931
2011,NUTS,2010,ES4,1,0.807
2013,NUTS,2010,ES4,1,0.36
2014,NUTS,2010,ES4,1,0.323
2015,NUTS,2010,ES4,1,1.0
2016,NUTS,2010,ES4,1,1.0
2018,NUTS,2010,ES4,1,1.0
2019,NUTS,2010,ES4,1,1.0
1988,NUTS,2010,ES41,2,0.11
1993,NUTS,2010,ES41,2,0.51
1994,NUTS,2010,ES41,2,0.5
1995,NUTS,2010,ES41,2,1.15
1996,NUTS,2010,ES41,2,1.23
1997,NUTS,2010,ES41,2,2.39
1998,NUTS,2010,ES41,2,2.78
1999,NUTS,2010,ES41,2,4.53
2000,NUTS,2010,ES41,2,0.7
2001,NUTS,2010,ES41,2,1.2
2002,NUTS,2010,ES41,2,0.5
2003,NUTS,2010,ES41,2,0.32
2004,NUTS,2010,ES41,2,0.21
2005,NUTS,2010,ES41,2,0.233
2006,NUTS,2010,ES41,2,0.526
2007,NUTS,2010,ES41,2,0.032
2008,NUTS,2010,ES41,2,0.019
2009,NUTS,2010,ES41,2,0.492
2010,NUTS,2010,ES41,2,0.606
2012,NUTS,2010,ES41,2,0.314
2013,NUTS,2010,ES41,2,0.228
2014,NUTS,2010,ES41,2,0.251
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
1990,NUTS,2010,ES42,2,0.25
1991,NUTS,2010,ES42,2,0.27
1999,NUTS,2010,ES42,2,0.01
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,0.5
2002,NUTS,2010,ES42,2,0.0
2003,NUTS,2010,ES42,2,0.01
2004,NUTS,2010,ES42,2,0.01
2005,NUTS,2010,ES42,2,0.113
2006,NUTS,2010,ES42,2,0.142
2007,NUTS,2010,ES42,2,0.019
2008,NUTS,2010,ES42,2,0.316
2009,NUTS,2010,ES42,2,0.468
2010,NUTS,2010,ES42,2,0.161
2013,NUTS,2010,ES42,2,0.042
2014,NUTS,2010,ES42,2,0.014
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
1997,NUTS,2010,ES43,2,0.16
1998,NUTS,2010,ES43,2,0.19
1999,NUTS,2010,ES43,2,0.47
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,0.02
2005,NUTS,2010,ES43,2,0.061
2006,NUTS,2010,ES43,2,0.003
2007,NUTS,2010,ES43,2,0.087
2008,NUTS,2010,ES43,2,0.083
2009,NUTS,2010,ES43,2,0.135
2010,NUTS,2010,ES43,2,0.165
2011,NUTS,2010,ES43,2,0.085
2013,NUTS,2010,ES43,2,0.089
2014,NUTS,2010,ES43,2,0.058
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
1987,NUTS,2010,ES5,1,3.39
1988,NUTS,2010,ES5,1,5.87
1989,NUTS,2010,ES5,1,4.04
1990,NUTS,2010,ES5,1,5.71
1991,NUTS,2010,ES5,1,6.51
1992,NUTS,2010,ES5,1,9.12
1993,NUTS,2010,ES5,1,10.22
1994,NUTS,2010,ES5,1,10.05
1995,NUTS,2010,ES5,1,11.41
1996,NUTS,2010,ES5,1,12.13
1997,NUTS,2010,ES5,1,24.57
1998,NUTS,2010,ES5,1,28.58
1999,NUTS,2010,ES5,1,21.88
2000,NUTS,2010,ES5,1,20.5
2001,NUTS,2010,ES5,1,11.8
2002,NUTS,2010,ES5,1,6.6
2003,NUTS,2010,ES5,1,5.67
2004,NUTS,2010,ES5,1,5.9
2005,NUTS,2010,ES5,1,6.26
2006,NUTS,2010,ES5,1,7.225
2007,NUTS,2010,ES5,1,7.325
2008,NUTS,2010,ES5,1,7.378
2009,NUTS,2010,ES5,1,9.654
2010,NUTS,2010,ES5,1,10.666
2011,NUTS,2010,ES5,1,9.435
2012,NUTS,2010,ES5,1,10.077
2013,NUTS,2010,ES5,1,7.96
2014,NUTS,2010,ES5,1,9.208
2015,NUTS,2010,ES5,1,15.0
2016,NUTS,2010,ES5,1,17.0
2017,NUTS,2010,ES5,1,15.0
2018,NUTS,2010,ES5,1,18.0
1987,NUTS,2010,ES51,2,1.88
1988,NUTS,2010,ES51,2,3.61
1989,NUTS,2010,ES51,2,2.81
1990,NUTS,2010,ES51,2,4.29
1991,NUTS,2010,ES51,2,4.86
1992,NUTS,2010,ES51,2,6.02
1993,NUTS,2010,ES51,2,7.23
1994,NUTS,2010,ES51,2,7.11
1995,NUTS,2010,ES51,2,9.12
1996,NUTS,2010,ES51,2,9.69
1997,NUTS,2010,ES51,2,20.76
1998,NUTS,2010,ES51,2,24.16
1999,NUTS,2010,ES51,2,16.6
2000,NUTS,2010,ES51,2,13.2
2001,NUTS,2010,ES51,2,7.6
2002,NUTS,2010,ES51,2,6.4
2003,NUTS,2010,ES51,2,5.34
2004,NUTS,2010,ES51,2,5.53
2005,NUTS,2010,ES51,2,5.697
2006,NUTS,2010,ES51,2,6.538
2007,NUTS,2010,ES51,2,6.825
2008,NUTS,2010,ES51,2,6.242
2009,NUTS,2010,ES51,2,9.009
2010,NUTS,2010,ES51,2,9.811
2011,NUTS,2010,ES51,2,8.404
2012,NUTS,2010,ES51,2,9.199
2013,NUTS,2010,ES51,2,6.99
2014,NUTS,2010,ES51,2,8.04
2015,NUTS,2010,ES51,2,14.0
2016,NUTS,2010,ES51,2,16.0
2017,NUTS,2010,ES51,2,14.0
2018,NUTS,2010,ES51,2,16.0
2019,NUTS,2010,ES51,2,17.0
1987,NUTS,2010,ES52,2,1.5
1988,NUTS,2010,ES52,2,1.65
1989,NUTS,2010,ES52,2,1.22
1990,NUTS,2010,ES52,2,1.42
1991,NUTS,2010,ES52,2,1.6
1992,NUTS,2010,ES52,2,2.88
1993,NUTS,2010,ES52,2,2.75
1994,NUTS,2010,ES52,2,2.7
1995,NUTS,2010,ES52,2,2.01
1996,NUTS,2010,ES52,2,2.14
1997,NUTS,2010,ES52,2,3.68
1998,NUTS,2010,ES52,2,4.29
1999,NUTS,2010,ES52,2,5.14
2000,NUTS,2010,ES52,2,7.2
2001,NUTS,2010,ES52,2,4.1
2002,NUTS,2010,ES52,2,0.1
2003,NUTS,2010,ES52,2,0.21
2004,NUTS,2010,ES52,2,0.23
2005,NUTS,2010,ES52,2,0.444
2006,NUTS,2010,ES52,2,0.544
2007,NUTS,2010,ES52,2,0.261
2008,NUTS,2010,ES52,2,0.342
2009,NUTS,2010,ES52,2,0.456
2010,NUTS,2010,ES52,2,0.514
2011,NUTS,2010,ES52,2,0.769
2012,NUTS,2010,ES52,2,0.647
2013,NUTS,2010,ES52,2,0.745
2014,NUTS,2010,ES52,2,0.957
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,2.0
2019,NUTS,2010,ES52,2,0.0
1987,NUTS,2010,ES53,2,0.01
1988,NUTS,2010,ES53,2,0.61
1989,NUTS,2010,ES53,2,0.01
1991,NUTS,2010,ES53,2,0.04
1992,NUTS,2010,ES53,2,0.22
1993,NUTS,2010,ES53,2,0.24
1994,NUTS,2010,ES53,2,0.24
1995,NUTS,2010,ES53,2,0.28
1996,NUTS,2010,ES53,2,0.29
1997,NUTS,2010,ES53,2,0.12
1998,NUTS,2010,ES53,2,0.14
1999,NUTS,2010,ES53,2,0.14
2000,NUTS,2010,ES53,2,0.1
2001,NUTS,2010,ES53,2,0.1
2002,NUTS,2010,ES53,2,0.1
2003,NUTS,2010,ES53,2,0.12
2004,NUTS,2010,ES53,2,0.14
2005,NUTS,2010,ES53,2,0.119
2006,NUTS,2010,ES53,2,0.143
2007,NUTS,2010,ES53,2,0.239
2008,NUTS,2010,ES53,2,0.795
2009,NUTS,2010,ES53,2,0.189
2010,NUTS,2010,ES53,2,0.341
2011,NUTS,2010,ES53,2,0.263
2012,NUTS,2010,ES53,2,0.231
2013,NUTS,2010,ES53,2,0.226
2014,NUTS,2010,ES53,2,0.211
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
1987,NUTS,2010,ES6,1,0.01
1988,NUTS,2010,ES6,1,0.02
1993,NUTS,2010,ES6,1,0.11
1994,NUTS,2010,ES6,1,0.11
1995,NUTS,2010,ES6,1,1.14
1996,NUTS,2010,ES6,1,1.21
1997,NUTS,2010,ES6,1,1.1
1998,NUTS,2010,ES6,1,1.29
1999,NUTS,2010,ES6,1,1.5
2000,NUTS,2010,ES6,1,1.7
2001,NUTS,2010,ES6,1,0.7
2002,NUTS,2010,ES6,1,0.3
2003,NUTS,2010,ES6,1,0.69
2004,NUTS,2010,ES6,1,0.88
2005,NUTS,2010,ES6,1,1.115
2006,NUTS,2010,ES6,1,0.437
2007,NUTS,2010,ES6,1,0.73
2008,NUTS,2010,ES6,1,1.091
2009,NUTS,2010,ES6,1,2.855
2010,NUTS,2010,ES6,1,1.188
2011,NUTS,2010,ES6,1,1.377
2012,NUTS,2010,ES6,1,2.251
2013,NUTS,2010,ES6,1,2.135
2014,NUTS,2010,ES6,1,2.183
2015,NUTS,2010,ES6,1,2.0
2016,NUTS,2010,ES6,1,3.0
2017,NUTS,2010,ES6,1,2.0
2018,NUTS,2010,ES6,1,3.0
2019,NUTS,2010,ES6,1,3.0
1987,NUTS,2010,ES61,2,0.01
1993,NUTS,2010,ES61,2,0.11
1994,NUTS,2010,ES61,2,0.11
1995,NUTS,2010,ES61,2,1.06
1996,NUTS,2010,ES61,2,1.13
1997,NUTS,2010,ES61,2,1.03
1998,NUTS,2010,ES61,2,1.2
1999,NUTS,2010,ES61,2,1.5
2000,NUTS,2010,ES61,2,1.7
2001,NUTS,2010,ES61,2,0.7
2002,NUTS,2010,ES61,2,0.3
2003,NUTS,2010,ES61,2,0.68
2004,NUTS,2010,ES61,2,0.86
2005,NUTS,2010,ES61,2,1.071
2006,NUTS,2010,ES61,2,0.392
2007,NUTS,2010,ES61,2,0.73
2008,NUTS,2010,ES61,2,0.955
2009,NUTS,2010,ES61,2,2.079
2010,NUTS,2010,ES61,2,0.917
2011,NUTS,2010,ES61,2,1.066
2012,NUTS,2010,ES61,2,1.943
2013,NUTS,2010,ES61,2,2.029
2014,NUTS,2010,ES61,2,2.109
2015,NUTS,2010,ES61,2,1.0
2016,NUTS,2010,ES61,2,3.0
2017,NUTS,2010,ES61,2,2.0
2018,NUTS,2010,ES61,2,3.0
2019,NUTS,2010,ES61,2,3.0
1988,NUTS,2010,ES62,2,0.02
1995,NUTS,2010,ES62,2,0.07
1996,NUTS,2010,ES62,2,0.08
1997,NUTS,2010,ES62,2,0.07
1998,NUTS,2010,ES62,2,0.08
2000,NUTS,2010,ES62,2,0.0
2001,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES62,2,0.0
2003,NUTS,2010,ES62,2,0.02
2004,NUTS,2010,ES62,2,0.02
2005,NUTS,2010,ES62,2,0.044
2006,NUTS,2010,ES62,2,0.045
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,0.136
2009,NUTS,2010,ES62,2,0.776
2010,NUTS,2010,ES62,2,0.271
2012,NUTS,2010,ES62,2,0.275
2013,NUTS,2010,ES62,2,0.105
2014,NUTS,2010,ES62,2,0.074
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
1987,NUTS,2010,ES7,1,0.52
1988,NUTS,2010,ES7,1,0.13
1990,NUTS,2010,ES7,1,0.15
1991,NUTS,2010,ES7,1,0.66
1992,NUTS,2010,ES7,1,0.58
1993,NUTS,2010,ES7,1,0.55
1994,NUTS,2010,ES7,1,0.53
1997,NUTS,2010,ES7,1,0.09
1998,NUTS,2010,ES7,1,0.11
1999,NUTS,2010,ES7,1,0.53
2000,NUTS,2010,ES7,1,0.0
2001,NUTS,2010,ES7,1,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,0.01
2005,NUTS,2010,ES7,1,0.012
2006,NUTS,2010,ES7,1,0.047
2007,NUTS,2010,ES7,1,0.089
2008,NUTS,2010,ES7,1,0.034
2009,NUTS,2010,ES7,1,0.411
2010,NUTS,2010,ES7,1,0.345
2011,NUTS,2010,ES7,1,0.514
2012,NUTS,2010,ES7,1,0.361
2013,NUTS,2010,ES7,1,0.195
2014,NUTS,2010,ES7,1,0.209
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
1987,NUTS,2010,ES70,2,0.52
1988,NUTS,2010,ES70,2,0.13
1990,NUTS,2010,ES70,2,0.15
1991,NUTS,2010,ES70,2,0.66
1992,NUTS,2010,ES70,2,0.58
1993,NUTS,2010,ES70,2,0.55
1994,NUTS,2010,ES70,2,0.53
1997,NUTS,2010,ES70,2,0.09
1998,NUTS,2010,ES70,2,0.11
1999,NUTS,2010,ES70,2,0.53
2000,NUTS,2010,ES70,2,0.0
2001,NUTS,2010,ES70,2,0.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,0.01
2005,NUTS,2010,ES70,2,0.012
2006,NUTS,2010,ES70,2,0.047
2007,NUTS,2010,ES70,2,0.089
2008,NUTS,2010,ES70,2,0.034
2009,NUTS,2010,ES70,2,0.411
2010,NUTS,2010,ES70,2,0.345
2011,NUTS,2010,ES70,2,0.514
2012,NUTS,2010,ES70,2,0.361
2013,NUTS,2010,ES70,2,0.195
2014,NUTS,2010,ES70,2,0.209
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
1987,NUTS,2010,ESZ,1,3.74
1988,NUTS,2010,ESZ,1,2.81
1989,NUTS,2010,ESZ,1,4.18
1990,NUTS,2010,ESZ,1,3.5
1991,NUTS,2010,ESZ,1,3.74
1992,NUTS,2010,ESZ,1,3.64
1993,NUTS,2010,ESZ,1,4.7
1994,NUTS,2010,ESZ,1,4.62
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
1987,NUTS,2010,ESZZ,2,3.74
1988,NUTS,2010,ESZZ,2,2.81
1989,NUTS,2010,ESZZ,2,4.18
1990,NUTS,2010,ESZZ,2,3.5
1991,NUTS,2010,ESZZ,2,3.74
1992,NUTS,2010,ESZZ,2,3.64
1993,NUTS,2010,ESZZ,2,4.7
1994,NUTS,2010,ESZZ,2,4.62
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
1981,NUTS,2010,FI,0,2.439
1983,NUTS,2010,FI,0,4.558
1984,NUTS,2010,FI,0,5.214
1985,NUTS,2010,FI,0,4.205
1986,NUTS,2010,FI,0,4.541
1987,NUTS,2010,FI,0,3.818
1988,NUTS,2010,FI,0,5.5
1989,NUTS,2010,FI,0,7.922
1991,NUTS,2010,FI,0,11.588
1992,NUTS,2010,FI,0,11.941
1993,NUTS,2010,FI,0,11.925
1995,NUTS,2010,FI,0,12.816
1997,NUTS,2010,FI,0,13.539
1998,NUTS,2010,FI,0,21.562
1999,NUTS,2010,FI,0,28.424
2000,NUTS,2010,FI,0,29.5
2001,NUTS,2010,FI,0,29.6
2002,NUTS,2010,FI,0,29.2
2003,NUTS,2010,FI,0,30.2
2004,NUTS,2010,FI,0,32.8
2005,NUTS,2010,FI,0,31.7
2006,NUTS,2010,FI,0,35.666
2007,NUTS,2010,FI,0,36.386
2008,NUTS,2010,FI,0,36.42
2009,NUTS,2010,FI,0,39.205
2010,NUTS,2010,FI,0,47.39
2011,NUTS,2010,FI,0,50.711
2012,NUTS,2010,FI,0,46.385
2013,NUTS,2010,FI,0,47.2
2014,NUTS,2010,FI,0,50.0
2015,NUTS,2010,FI,0,46.9
2016,NUTS,2010,FI,0,51.2
2017,NUTS,2010,FI,0,50.6
2018,NUTS,2010,FI,0,52.0
2019,NUTS,2010,FI,0,59.5
2020,NUTS,2010,FI,0,56.9
1997,NUTS,2010,FI1,1,13.62
1998,NUTS,2010,FI1,1,21.53
2017,NUTS,2010,FI1,1,50.6
2018,NUTS,2010,FI1,1,52.1
2019,NUTS,2010,FI1,1,59.5
2017,NUTS,2010,FI19,2,11.5
2018,NUTS,2010,FI19,2,13.4
2019,NUTS,2010,FI19,2,14.1
2017,NUTS,2010,FI1B,2,35.5
2018,NUTS,2010,FI1B,2,34.8
2019,NUTS,2010,FI1B,2,40.6
2017,NUTS,2010,FI1C,2,3.0
2018,NUTS,2010,FI1C,2,3.3
2019,NUTS,2010,FI1C,2,4.1
2017,NUTS,2010,FI1D,2,0.6
2018,NUTS,2010,FI1D,2,0.6
2019,NUTS,2010,FI1D,2,0.8
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1981,NUTS,2010,FR,0,102.141
1982,NUTS,2010,FR,0,107.629
1983,NUTS,2010,FR,0,119.672
1984,NUTS,2010,FR,0,143.302
