year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_gov_rse
2009,NUTS,2010,DEB1,2,75.0
2010,NUTS,2010,DEB1,2,69.0
2011,NUTS,2010,DEB1,2,70.0
2012,NUTS,2010,DEB1,2,72.0
2013,NUTS,2010,DEB1,2,117.0
2014,NUTS,2010,DEB1,2,110.0
2015,NUTS,2010,DEB1,2,112.0
2016,NUTS,2010,DEB1,2,119.0
2017,NUTS,2010,DEB1,2,113.0
2018,NUTS,2010,DEB1,2,125.0
2019,NUTS,2010,DEB1,2,153.0
2003,NUTS,2010,DEB2,2,42.0
2006,NUTS,2010,DEB2,2,37.0
2007,NUTS,2010,DEB2,2,42.0
2008,NUTS,2010,DEB2,2,57.0
2009,NUTS,2010,DEB2,2,78.0
2010,NUTS,2010,DEB2,2,65.0
2011,NUTS,2010,DEB2,2,67.0
2012,NUTS,2010,DEB2,2,65.0
2013,NUTS,2010,DEB2,2,31.0
2014,NUTS,2010,DEB2,2,26.0
2015,NUTS,2010,DEB2,2,21.0
2016,NUTS,2010,DEB2,2,19.0
2017,NUTS,2010,DEB2,2,22.0
2018,NUTS,2010,DEB2,2,25.0
2019,NUTS,2010,DEB2,2,64.0
2003,NUTS,2010,DEB3,2,662.0
2006,NUTS,2010,DEB3,2,785.0
2007,NUTS,2010,DEB3,2,921.0
2008,NUTS,2010,DEB3,2,1154.0
2009,NUTS,2010,DEB3,2,1083.0
2010,NUTS,2010,DEB3,2,1150.0
2011,NUTS,2010,DEB3,2,1267.0
2012,NUTS,2010,DEB3,2,1188.0
2013,NUTS,2010,DEB3,2,1198.0
2014,NUTS,2010,DEB3,2,1045.0
2015,NUTS,2010,DEB3,2,1102.0
2016,NUTS,2010,DEB3,2,1199.0
2017,NUTS,2010,DEB3,2,1307.0
2018,NUTS,2010,DEB3,2,1352.0
2019,NUTS,2010,DEB3,2,1469.0
2003,NUTS,2010,DEC,1,398.0
2005,NUTS,2010,DEC,1,485.0
2006,NUTS,2010,DEC,1,518.0
2007,NUTS,2010,DEC,1,633.0
2008,NUTS,2010,DEC,1,732.0
2009,NUTS,2010,DEC,1,646.0
2010,NUTS,2010,DEC,1,659.0
2011,NUTS,2010,DEC,1,797.0
2012,NUTS,2010,DEC,1,847.0
2013,NUTS,2010,DEC,1,869.0
2014,NUTS,2010,DEC,1,752.0
2015,NUTS,2010,DEC,1,847.0
2016,NUTS,2010,DEC,1,885.0
2017,NUTS,2010,DEC,1,788.0
2018,NUTS,2010,DEC,1,795.0
2019,NUTS,2010,DEC,1,1009.0
2003,NUTS,2010,DEC0,2,398.0
2006,NUTS,2010,DEC0,2,518.0
2007,NUTS,2010,DEC0,2,633.0
2008,NUTS,2010,DEC0,2,732.0
2009,NUTS,2010,DEC0,2,646.0
2010,NUTS,2010,DEC0,2,659.0
2011,NUTS,2010,DEC0,2,797.0
2012,NUTS,2010,DEC0,2,847.0
2013,NUTS,2010,DEC0,2,869.0
2014,NUTS,2010,DEC0,2,752.0
2015,NUTS,2010,DEC0,2,847.0
2016,NUTS,2010,DEC0,2,885.0
2017,NUTS,2010,DEC0,2,788.0
2018,NUTS,2010,DEC0,2,795.0
2019,NUTS,2010,DEC0,2,1009.0
2003,NUTS,2010,DED,1,3417.0
2005,NUTS,2010,DED,1,3119.0
2006,NUTS,2010,DED,1,3544.0
2007,NUTS,2010,DED,1,3952.0
2008,NUTS,2010,DED,1,4323.0
2009,NUTS,2010,DED,1,4741.0
2010,NUTS,2010,DED,1,5105.0
2011,NUTS,2010,DED,1,5372.0
2012,NUTS,2010,DED,1,5501.0
2013,NUTS,2010,DED,1,5520.0
2014,NUTS,2010,DED,1,4746.0
2015,NUTS,2010,DED,1,5149.0
2016,NUTS,2010,DED,1,5085.0
2017,NUTS,2010,DED,1,5177.0
2018,NUTS,2010,DED,1,5484.0
2019,NUTS,2010,DED,1,5743.0
2003,NUTS,2010,DED2,2,1849.0
2006,NUTS,2010,DED2,2,2023.0
2007,NUTS,2010,DED2,2,2270.0
2008,NUTS,2010,DED2,2,2577.0
2009,NUTS,2010,DED2,2,2685.0
2010,NUTS,2010,DED2,2,2908.0
2011,NUTS,2010,DED2,2,3152.0
2012,NUTS,2010,DED2,2,3142.0
2013,NUTS,2010,DED2,2,1570.0
2014,NUTS,2010,DED2,2,2696.0
2015,NUTS,2010,DED2,2,2896.0
2016,NUTS,2010,DED2,2,2811.0
2017,NUTS,2010,DED2,2,2844.0
2018,NUTS,2010,DED2,2,2980.0
2019,NUTS,2010,DED2,2,3149.0
2008,NUTS,2010,DED4,2,424.0
2009,NUTS,2010,DED4,2,547.0
2010,NUTS,2010,DED4,2,581.0
2011,NUTS,2010,DED4,2,607.0
2012,NUTS,2010,DED4,2,621.0
2013,NUTS,2010,DED4,2,2581.0
2014,NUTS,2010,DED4,2,554.0
2015,NUTS,2010,DED4,2,636.0
2016,NUTS,2010,DED4,2,635.0
2017,NUTS,2010,DED4,2,621.0
2018,NUTS,2010,DED4,2,656.0
2019,NUTS,2010,DED4,2,686.0
2008,NUTS,2010,DED5,2,1322.0
2009,NUTS,2010,DED5,2,1510.0
2010,NUTS,2010,DED5,2,1616.0
2011,NUTS,2010,DED5,2,1613.0
2012,NUTS,2010,DED5,2,1739.0
2013,NUTS,2010,DED5,2,1369.0
2014,NUTS,2010,DED5,2,1496.0
2015,NUTS,2010,DED5,2,1617.0
2016,NUTS,2010,DED5,2,1639.0
2017,NUTS,2010,DED5,2,1713.0
2018,NUTS,2010,DED5,2,1848.0
2019,NUTS,2010,DED5,2,1908.0
2003,NUTS,2010,DEE,1,1315.0
2005,NUTS,2010,DEE,1,1103.0
2006,NUTS,2010,DEE,1,1249.0
2007,NUTS,2010,DEE,1,1310.0
2008,NUTS,2010,DEE,1,1415.0
2009,NUTS,2010,DEE,1,1630.0
2010,NUTS,2010,DEE,1,1667.0
2011,NUTS,2010,DEE,1,1634.0
2012,NUTS,2010,DEE,1,1830.0
2013,NUTS,2010,DEE,1,1786.0
2014,NUTS,2010,DEE,1,1663.0
2015,NUTS,2010,DEE,1,1663.0
2016,NUTS,2010,DEE,1,1640.0
2017,NUTS,2010,DEE,1,1705.0
2018,NUTS,2010,DEE,1,1801.0
2019,NUTS,2010,DEE,1,1799.0
2003,NUTS,2010,DEE0,2,1315.0
2006,NUTS,2010,DEE0,2,1249.0
2007,NUTS,2010,DEE0,2,1310.0
2008,NUTS,2010,DEE0,2,1415.0
2009,NUTS,2010,DEE0,2,1630.0
2010,NUTS,2010,DEE0,2,1667.0
2011,NUTS,2010,DEE0,2,1634.0
2012,NUTS,2010,DEE0,2,1830.0
2013,NUTS,2010,DEE0,2,1786.0
2014,NUTS,2010,DEE0,2,1663.0
2015,NUTS,2010,DEE0,2,1663.0
2016,NUTS,2010,DEE0,2,1640.0
2017,NUTS,2010,DEE0,2,1705.0
2018,NUTS,2010,DEE0,2,1801.0
2019,NUTS,2010,DEE0,2,1799.0
2003,NUTS,2010,DEF,1,1151.0
2005,NUTS,2010,DEF,1,1346.0
2006,NUTS,2010,DEF,1,1298.0
2007,NUTS,2010,DEF,1,1115.0
2008,NUTS,2010,DEF,1,1147.0
2009,NUTS,2010,DEF,1,1454.0
2010,NUTS,2010,DEF,1,1481.0
2011,NUTS,2010,DEF,1,1496.0
2012,NUTS,2010,DEF,1,1619.0
2013,NUTS,2010,DEF,1,1685.0
2014,NUTS,2010,DEF,1,1771.0
2015,NUTS,2010,DEF,1,1419.0
2016,NUTS,2010,DEF,1,1393.0
2017,NUTS,2010,DEF,1,1556.0
2018,NUTS,2010,DEF,1,1510.0
2019,NUTS,2010,DEF,1,1513.0
2003,NUTS,2010,DEF0,2,1151.0
2006,NUTS,2010,DEF0,2,1298.0
2007,NUTS,2010,DEF0,2,1115.0
2008,NUTS,2010,DEF0,2,1147.0
2009,NUTS,2010,DEF0,2,1454.0
2010,NUTS,2010,DEF0,2,1481.0
2011,NUTS,2010,DEF0,2,1496.0
2012,NUTS,2010,DEF0,2,1619.0
2013,NUTS,2010,DEF0,2,1685.0
2014,NUTS,2010,DEF0,2,1771.0
2015,NUTS,2010,DEF0,2,1419.0
2016,NUTS,2010,DEF0,2,1393.0
2017,NUTS,2010,DEF0,2,1556.0
2018,NUTS,2010,DEF0,2,1510.0
2019,NUTS,2010,DEF0,2,1513.0
2003,NUTS,2010,DEG,1,1098.0
2005,NUTS,2010,DEG,1,1232.0
2006,NUTS,2010,DEG,1,1307.0
2007,NUTS,2010,DEG,1,1368.0
2008,NUTS,2010,DEG,1,1615.0
2009,NUTS,2010,DEG,1,1604.0
2010,NUTS,2010,DEG,1,1696.0
2011,NUTS,2010,DEG,1,1801.0
2012,NUTS,2010,DEG,1,1823.0
2013,NUTS,2010,DEG,1,1739.0
2014,NUTS,2010,DEG,1,1560.0
2015,NUTS,2010,DEG,1,1563.0
2016,NUTS,2010,DEG,1,1558.0
2017,NUTS,2010,DEG,1,1620.0
2018,NUTS,2010,DEG,1,1742.0
2019,NUTS,2010,DEG,1,1736.0
2003,NUTS,2010,DEG0,2,1098.0
2006,NUTS,2010,DEG0,2,1307.0
2007,NUTS,2010,DEG0,2,1368.0
2008,NUTS,2010,DEG0,2,1615.0
2009,NUTS,2010,DEG0,2,1604.0
2010,NUTS,2010,DEG0,2,1696.0
2011,NUTS,2010,DEG0,2,1801.0
2012,NUTS,2010,DEG0,2,1823.0
2013,NUTS,2010,DEG0,2,1739.0
2014,NUTS,2010,DEG0,2,1560.0
2015,NUTS,2010,DEG0,2,1563.0
2016,NUTS,2010,DEG0,2,1558.0
2017,NUTS,2010,DEG0,2,1620.0
2018,NUTS,2010,DEG0,2,1742.0
2019,NUTS,2010,DEG0,2,1736.0
2003,NUTS,2010,DEZ,1,238.0
2005,NUTS,2010,DEZ,1,260.0
2006,NUTS,2010,DEZ,1,304.0
2007,NUTS,2010,DEZ,1,297.0
2008,NUTS,2010,DEZ,1,292.0
2009,NUTS,2010,DEZ,1,314.0
2010,NUTS,2010,DEZ,1,315.0
2011,NUTS,2010,DEZ,1,346.0
2012,NUTS,2010,DEZ,1,376.0
2013,NUTS,2010,DEZ,1,350.0
2014,NUTS,2010,DEZ,1,297.0
2015,NUTS,2010,DEZ,1,290.0
2016,NUTS,2010,DEZ,1,301.0
2017,NUTS,2010,DEZ,1,295.0
2018,NUTS,2010,DEZ,1,339.0
2019,NUTS,2010,DEZ,1,348.0
2003,NUTS,2010,DEZZ,2,238.0
2006,NUTS,2010,DEZZ,2,304.0
2007,NUTS,2010,DEZZ,2,297.0
2008,NUTS,2010,DEZZ,2,292.0
2009,NUTS,2010,DEZZ,2,314.0
2010,NUTS,2010,DEZZ,2,315.0
2011,NUTS,2010,DEZZ,2,346.0
2012,NUTS,2010,DEZZ,2,376.0
2013,NUTS,2010,DEZZ,2,350.0
2014,NUTS,2010,DEZZ,2,297.0
2015,NUTS,2010,DEZZ,2,290.0
2016,NUTS,2010,DEZZ,2,301.0
2017,NUTS,2010,DEZZ,2,295.0
2018,NUTS,2010,DEZZ,2,339.0
2019,NUTS,2010,DEZZ,2,348.0
1985,NUTS,2010,DK,0,5501.0
1987,NUTS,2010,DK,0,5813.0
1989,NUTS,2010,DK,0,6049.0
1991,NUTS,2010,DK,0,6219.0
1993,NUTS,2010,DK,0,6202.0
1995,NUTS,2010,DK,0,7378.0
1997,NUTS,2010,DK,0,6606.0
1999,NUTS,2010,DK,0,6767.0
2000,NUTS,2010,DK,0,6118.0
2001,NUTS,2010,DK,0,6117.0
2002,NUTS,2010,DK,0,3118.0
2003,NUTS,2010,DK,0,3269.0
2004,NUTS,2010,DK,0,3353.0
2005,NUTS,2010,DK,0,3104.0
2006,NUTS,2010,DK,0,3282.0
2007,NUTS,2010,DK,0,1969.0
2008,NUTS,2010,DK,0,1762.0
2009,NUTS,2010,DK,0,1971.0
2010,NUTS,2010,DK,0,2030.0
2011,NUTS,2010,DK,0,2038.0
2012,NUTS,2010,DK,0,2092.0
2013,NUTS,2010,DK,0,2289.0
2014,NUTS,2010,DK,0,2394.0
2015,NUTS,2010,DK,0,2585.0
2016,NUTS,2010,DK,0,2443.0
2017,NUTS,2010,DK,0,2621.0
2018,NUTS,2010,DK,0,2747.0
2019,NUTS,2010,DK,0,2767.0
2020,NUTS,2010,DK,0,2782.0
1985,NUTS,2010,DK0,1,5501.0
1987,NUTS,2010,DK0,1,5813.0
1989,NUTS,2010,DK0,1,6049.0
1991,NUTS,2010,DK0,1,6219.0
1993,NUTS,2010,DK0,1,6202.0
1995,NUTS,2010,DK0,1,7378.0
1997,NUTS,2010,DK0,1,6847.0
1999,NUTS,2010,DK0,1,6907.0
2000,NUTS,2010,DK0,1,6118.0
2001,NUTS,2010,DK0,1,6379.0
2002,NUTS,2010,DK0,1,3199.0
2003,NUTS,2010,DK0,1,3273.0
2007,NUTS,2010,DK0,1,1969.0
2009,NUTS,2010,DK0,1,1981.0
2010,NUTS,2010,DK0,1,2030.0
2011,NUTS,2010,DK0,1,2090.0
2012,NUTS,2010,DK0,1,2092.0
2013,NUTS,2010,DK0,1,2289.0
2014,NUTS,2010,DK0,1,2394.0
2015,NUTS,2010,DK0,1,2585.0
2016,NUTS,2010,DK0,1,2443.0
2017,NUTS,2010,DK0,1,2621.0
2018,NUTS,2010,DK0,1,2747.0
2019,NUTS,2010,DK0,1,2767.0
2007,NUTS,2010,DK01,2,1412.0
2009,NUTS,2010,DK01,2,1226.0
2010,NUTS,2010,DK01,2,1210.0
2011,NUTS,2010,DK01,2,1205.0
2012,NUTS,2010,DK01,2,1064.0
2013,NUTS,2010,DK01,2,1013.0
2014,NUTS,2010,DK01,2,1047.0
2015,NUTS,2010,DK01,2,1049.0
2016,NUTS,2010,DK01,2,1023.0
2017,NUTS,2010,DK01,2,1240.0
2019,NUTS,2010,DK01,2,1413.0
2007,NUTS,2010,DK02,2,102.0
2009,NUTS,2010,DK02,2,135.0
2010,NUTS,2010,DK02,2,148.0
2011,NUTS,2010,DK02,2,187.0
2012,NUTS,2010,DK02,2,247.0
2013,NUTS,2010,DK02,2,361.0
2014,NUTS,2010,DK02,2,451.0
2015,NUTS,2010,DK02,2,531.0
2016,NUTS,2010,DK02,2,301.0
2017,NUTS,2010,DK02,2,296.0
2019,NUTS,2010,DK02,2,271.0
2007,NUTS,2010,DK03,2,18.0
2009,NUTS,2010,DK03,2,311.0
2010,NUTS,2010,DK03,2,305.0
2011,NUTS,2010,DK03,2,284.0
2012,NUTS,2010,DK03,2,310.0
2013,NUTS,2010,DK03,2,351.0
2014,NUTS,2010,DK03,2,344.0
2015,NUTS,2010,DK03,2,365.0
2016,NUTS,2010,DK03,2,442.0
2017,NUTS,2010,DK03,2,90.0
2019,NUTS,2010,DK03,2,98.0
2007,NUTS,2010,DK04,2,147.0
2009,NUTS,2010,DK04,2,290.0
2010,NUTS,2010,DK04,2,342.0
2011,NUTS,2010,DK04,2,395.0
2012,NUTS,2010,DK04,2,440.0
2013,NUTS,2010,DK04,2,526.0
2014,NUTS,2010,DK04,2,516.0
2015,NUTS,2010,DK04,2,569.0
2016,NUTS,2010,DK04,2,619.0
2017,NUTS,2010,DK04,2,588.0
2019,NUTS,2010,DK04,2,549.0
2007,NUTS,2010,DK05,2,290.0
2009,NUTS,2010,DK05,2,19.0
2010,NUTS,2010,DK05,2,25.0
2011,NUTS,2010,DK05,2,19.0
2012,NUTS,2010,DK05,2,31.0
2013,NUTS,2010,DK05,2,38.0
2014,NUTS,2010,DK05,2,36.0
2015,NUTS,2010,DK05,2,71.0
2016,NUTS,2010,DK05,2,58.0
2017,NUTS,2010,DK05,2,407.0
2019,NUTS,2010,DK05,2,436.0
2003,NUTS,2010,EA19,2,144112.0
2004,NUTS,2010,EA19,2,151167.0
2005,NUTS,2010,EA19,2,155811.0
2006,NUTS,2010,EA19,2,163720.0
2007,NUTS,2010,EA19,2,167600.0
2008,NUTS,2010,EA19,2,174476.0
2009,NUTS,2010,EA19,2,183450.0
2010,NUTS,2010,EA19,2,186661.0
2011,NUTS,2010,EA19,2,192358.0
2012,NUTS,2010,EA19,2,198457.0
2013,NUTS,2010,EA19,2,197727.0
2014,NUTS,2010,EA19,2,195643.0
2015,NUTS,2010,EA19,2,205622.0
2016,NUTS,2010,EA19,2,210559.0
2017,NUTS,2010,EA19,2,216439.0
2018,NUTS,2010,EA19,2,224224.0
2019,NUTS,2010,EA19,2,230061.0
1980,NUTS,2010,EE,0,3304.0
1981,NUTS,2010,EE,0,3541.0
1982,NUTS,2010,EE,0,3618.0
1983,NUTS,2010,EE,0,3769.0
1984,NUTS,2010,EE,0,3688.0
1985,NUTS,2010,EE,0,3755.0
1986,NUTS,2010,EE,0,3877.0
1987,NUTS,2010,EE,0,3886.0
1988,NUTS,2010,EE,0,3834.0
1989,NUTS,2010,EE,0,3720.0
1990,NUTS,2010,EE,0,3976.0
1991,NUTS,2010,EE,0,3737.0
1992,NUTS,2010,EE,0,2153.0
1993,NUTS,2010,EE,0,2054.0
1994,NUTS,2010,EE,0,2056.0
1995,NUTS,2010,EE,0,1769.0
1996,NUTS,2010,EE,0,1565.0
1997,NUTS,2010,EE,0,893.0
1998,NUTS,2010,EE,0,765.0
1999,NUTS,2010,EE,0,758.0
2000,NUTS,2010,EE,0,675.0
2001,NUTS,2010,EE,0,610.0
2002,NUTS,2010,EE,0,605.0
2003,NUTS,2010,EE,0,637.0
2004,NUTS,2010,EE,0,636.0
2005,NUTS,2010,EE,0,622.0
2006,NUTS,2010,EE,0,736.0
2007,NUTS,2010,EE,0,740.0
2008,NUTS,2010,EE,0,754.0
2009,NUTS,2010,EE,0,723.0
2010,NUTS,2010,EE,0,745.0
2011,NUTS,2010,EE,0,733.0
2012,NUTS,2010,EE,0,726.0
2013,NUTS,2010,EE,0,749.0
2014,NUTS,2010,EE,0,738.0
2015,NUTS,2010,EE,0,668.0
2016,NUTS,2010,EE,0,623.0
2017,NUTS,2010,EE,0,642.0
2018,NUTS,2010,EE,0,574.0
2019,NUTS,2010,EE,0,608.0
1993,NUTS,2010,EL,0,2592.0
1995,NUTS,2010,EL,0,3051.0
1997,NUTS,2010,EL,0,3094.0
1999,NUTS,2010,EL,0,2746.0
2001,NUTS,2010,EL,0,2868.0
2003,NUTS,2010,EL,0,3027.0
2005,NUTS,2010,EL,0,2916.0
2011,NUTS,2010,EL,0,6094.0
2013,NUTS,2010,EL,0,8567.0
2015,NUTS,2010,EL,0,15758.0
2017,NUTS,2010,EL,0,15987.0
2019,NUTS,2010,EL,0,17804.0
2001,NUTS,2010,EL3,1,1489.0
2003,NUTS,2010,EL3,1,1663.0
2005,NUTS,2010,EL3,1,1740.0
2011,NUTS,2010,EL3,1,3202.0
2013,NUTS,2010,EL3,1,4579.0
2015,NUTS,2010,EL3,1,9076.0
2017,NUTS,2010,EL3,1,10249.0
2019,NUTS,2010,EL3,1,11892.0
2001,NUTS,2010,EL30,2,1489.0
2003,NUTS,2010,EL30,2,1663.0
2005,NUTS,2010,EL30,2,1740.0
2011,NUTS,2010,EL30,2,3202.0
2013,NUTS,2010,EL30,2,4579.0
2015,NUTS,2010,EL30,2,9076.0
2017,NUTS,2010,EL30,2,10249.0
2019,NUTS,2010,EL30,2,11892.0
2001,NUTS,2010,EL4,1,380.0
2003,NUTS,2010,EL4,1,416.0
2005,NUTS,2010,EL4,1,417.0
2011,NUTS,2010,EL4,1,952.0
2013,NUTS,2010,EL4,1,1288.0
2015,NUTS,2010,EL4,1,1611.0
2017,NUTS,2010,EL4,1,1643.0
2019,NUTS,2010,EL4,1,1466.0
2001,NUTS,2010,EL41,2,39.0
2003,NUTS,2010,EL41,2,36.0
2005,NUTS,2010,EL41,2,36.0
2011,NUTS,2010,EL41,2,57.0
2013,NUTS,2010,EL41,2,65.0
2015,NUTS,2010,EL41,2,275.0
2017,NUTS,2010,EL41,2,159.0
2019,NUTS,2010,EL41,2,131.0
2001,NUTS,2010,EL42,2,40.0
2003,NUTS,2010,EL42,2,65.0
2005,NUTS,2010,EL42,2,64.0
2011,NUTS,2010,EL42,2,160.0
2013,NUTS,2010,EL42,2,180.0
2015,NUTS,2010,EL42,2,174.0
2017,NUTS,2010,EL42,2,152.0
2019,NUTS,2010,EL42,2,149.0
2001,NUTS,2010,EL43,2,301.0
2003,NUTS,2010,EL43,2,315.0
2005,NUTS,2010,EL43,2,317.0
2011,NUTS,2010,EL43,2,735.0
2013,NUTS,2010,EL43,2,1043.0
2015,NUTS,2010,EL43,2,1162.0
2017,NUTS,2010,EL43,2,1332.0
2019,NUTS,2010,EL43,2,1186.0
2011,NUTS,2010,EL5,1,1036.0
2013,NUTS,2010,EL5,1,1449.0
2015,NUTS,2010,EL5,1,3000.0
2017,NUTS,2010,EL5,1,2977.0
2019,NUTS,2010,EL5,1,3174.0
2001,NUTS,2010,EL51,2,133.0
2003,NUTS,2010,EL51,2,72.0
2005,NUTS,2010,EL51,2,68.0
2011,NUTS,2010,EL51,2,58.0
2013,NUTS,2010,EL51,2,126.0
2015,NUTS,2010,EL51,2,142.0
2017,NUTS,2010,EL51,2,180.0
2019,NUTS,2010,EL51,2,181.0
2001,NUTS,2010,EL52,2,249.0
2003,NUTS,2010,EL52,2,308.0
2005,NUTS,2010,EL52,2,255.0
2011,NUTS,2010,EL52,2,657.0
2013,NUTS,2010,EL52,2,1131.0
2015,NUTS,2010,EL52,2,2522.0
2017,NUTS,2010,EL52,2,2519.0
2019,NUTS,2010,EL52,2,2685.0
2001,NUTS,2010,EL53,2,39.0
2003,NUTS,2010,EL53,2,36.0
2005,NUTS,2010,EL53,2,21.0
2011,NUTS,2010,EL53,2,180.0
2013,NUTS,2010,EL53,2,76.0
2015,NUTS,2010,EL53,2,168.0
2017,NUTS,2010,EL53,2,114.0
2019,NUTS,2010,EL53,2,108.0
2001,NUTS,2010,EL54,2,36.0
2003,NUTS,2010,EL54,2,37.0
2005,NUTS,2010,EL54,2,17.0
2011,NUTS,2010,EL54,2,141.0
2013,NUTS,2010,EL54,2,116.0
2015,NUTS,2010,EL54,2,168.0
2017,NUTS,2010,EL54,2,164.0
2019,NUTS,2010,EL54,2,200.0
2011,NUTS,2010,EL6,1,904.0
2013,NUTS,2010,EL6,1,1251.0
2015,NUTS,2010,EL6,1,2071.0
2017,NUTS,2010,EL6,1,1118.0
2019,NUTS,2010,EL6,1,1272.0
2001,NUTS,2010,EL61,2,64.0
2003,NUTS,2010,EL61,2,57.0
2005,NUTS,2010,EL61,2,48.0
2011,NUTS,2010,EL61,2,324.0
2013,NUTS,2010,EL61,2,370.0
2015,NUTS,2010,EL61,2,461.0
2017,NUTS,2010,EL61,2,251.0
2019,NUTS,2010,EL61,2,213.0
2001,NUTS,2010,EL62,2,13.0
2003,NUTS,2010,EL62,2,21.0
2005,NUTS,2010,EL62,2,18.0
2011,NUTS,2010,EL62,2,48.0
2013,NUTS,2010,EL62,2,47.0
2015,NUTS,2010,EL62,2,224.0
2017,NUTS,2010,EL62,2,79.0
2019,NUTS,2010,EL62,2,83.0
2001,NUTS,2010,EL63,2,246.0
2003,NUTS,2010,EL63,2,256.0
2005,NUTS,2010,EL63,2,197.0
2011,NUTS,2010,EL63,2,240.0
2013,NUTS,2010,EL63,2,434.0
2015,NUTS,2010,EL63,2,557.0
2017,NUTS,2010,EL63,2,438.0
2019,NUTS,2010,EL63,2,392.0
2001,NUTS,2010,EL64,2,116.0
2003,NUTS,2010,EL64,2,67.0
2005,NUTS,2010,EL64,2,53.0
2011,NUTS,2010,EL64,2,74.0
2013,NUTS,2010,EL64,2,149.0
2015,NUTS,2010,EL64,2,223.0
2017,NUTS,2010,EL64,2,118.0
2019,NUTS,2010,EL64,2,228.0
2001,NUTS,2010,EL65,2,103.0
2003,NUTS,2010,EL65,2,94.0
2005,NUTS,2010,EL65,2,83.0
2011,NUTS,2010,EL65,2,218.0
2013,NUTS,2010,EL65,2,251.0
2015,NUTS,2010,EL65,2,606.0
2017,NUTS,2010,EL65,2,232.0
2019,NUTS,2010,EL65,2,356.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1985,NUTS,2010,ES,0,3291.0
1986,NUTS,2010,ES,0,5317.0
1987,NUTS,2010,ES,0,6967.0
1988,NUTS,2010,ES,0,8772.0
1989,NUTS,2010,ES,0,9129.0
1992,NUTS,2010,ES,0,11722.0
1993,NUTS,2010,ES,0,11847.0
1994,NUTS,2010,ES,0,10362.0
1995,NUTS,2010,ES,0,11379.0
1997,NUTS,2010,ES,0,14573.0
1999,NUTS,2010,ES,0,15873.0
2000,NUTS,2010,ES,0,17071.0
2001,NUTS,2010,ES,0,18687.0
2002,NUTS,2010,ES,0,18137.0
2003,NUTS,2010,ES,0,21467.0
2004,NUTS,2010,ES,0,24245.0
2005,NUTS,2010,ES,0,28212.0
2006,NUTS,2010,ES,0,27957.0
2007,NUTS,2010,ES,0,30264.0
2008,NUTS,2010,ES,0,32653.0
2009,NUTS,2010,ES,0,34277.0
2010,NUTS,2010,ES,0,33884.0
2011,NUTS,2010,ES,0,33278.0
2012,NUTS,2010,ES,0,32192.0
2013,NUTS,2010,ES,0,31018.0
2014,NUTS,2010,ES,0,31094.0
2015,NUTS,2010,ES,0,32371.0
2016,NUTS,2010,ES,0,33640.0
2017,NUTS,2010,ES,0,34193.0
2018,NUTS,2010,ES,0,35015.0
2019,NUTS,2010,ES,0,35980.0
2000,NUTS,2010,ES1,1,1454.0
2001,NUTS,2010,ES1,1,1568.0
2002,NUTS,2010,ES1,1,1822.0
2003,NUTS,2010,ES1,1,1850.0
2004,NUTS,2010,ES1,1,2027.0
2005,NUTS,2010,ES1,1,2352.0
2006,NUTS,2010,ES1,1,2445.0
2007,NUTS,2010,ES1,1,2510.0
2008,NUTS,2010,ES1,1,2847.0
2009,NUTS,2010,ES1,1,2881.0
2010,NUTS,2010,ES1,1,2388.0
2011,NUTS,2010,ES1,1,2203.0
2013,NUTS,2010,ES1,1,1994.0
2014,NUTS,2010,ES1,1,2089.0
2015,NUTS,2010,ES1,1,2130.0
2016,NUTS,2010,ES1,1,2311.0
2017,NUTS,2010,ES1,1,2455.0
2018,NUTS,2010,ES1,1,2733.0
2019,NUTS,2010,ES1,1,3158.0
2000,NUTS,2010,ES11,2,1157.0
2001,NUTS,2010,ES11,2,1151.0
2002,NUTS,2010,ES11,2,1385.0
2003,NUTS,2010,ES11,2,1371.0
2004,NUTS,2010,ES11,2,1408.0
2005,NUTS,2010,ES11,2,1652.0
2006,NUTS,2010,ES11,2,1680.0
2007,NUTS,2010,ES11,2,1729.0
2008,NUTS,2010,ES11,2,1949.0
2009,NUTS,2010,ES11,2,2146.0
2010,NUTS,2010,ES11,2,1551.0
2013,NUTS,2010,ES11,2,1238.0
2014,NUTS,2010,ES11,2,1261.0
2015,NUTS,2010,ES11,2,1278.0
2016,NUTS,2010,ES11,2,1393.0
2017,NUTS,2010,ES11,2,1585.0
2018,NUTS,2010,ES11,2,1714.0
2019,NUTS,2010,ES11,2,2052.0
2000,NUTS,2010,ES12,2,174.0
2001,NUTS,2010,ES12,2,221.0
2002,NUTS,2010,ES12,2,207.0
2003,NUTS,2010,ES12,2,225.0
2004,NUTS,2010,ES12,2,238.0
2005,NUTS,2010,ES12,2,275.0
2006,NUTS,2010,ES12,2,282.0
2007,NUTS,2010,ES12,2,310.0
2008,NUTS,2010,ES12,2,405.0
2009,NUTS,2010,ES12,2,416.0
2010,NUTS,2010,ES12,2,370.0
2012,NUTS,2010,ES12,2,371.0
2013,NUTS,2010,ES12,2,312.0
2014,NUTS,2010,ES12,2,284.0
2015,NUTS,2010,ES12,2,298.0
2016,NUTS,2010,ES12,2,352.0
2017,NUTS,2010,ES12,2,373.0
2018,NUTS,2010,ES12,2,425.0
