year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mhab
2012,NUTS,2010,ITI44,3,0.367
2011,NUTS,2010,ITI45,3,1.358
2012,NUTS,2010,ITI45,3,1.077
2011,NUTS,2010,LT,0,0.655
2012,NUTS,2010,LT,0,0.333
2011,NUTS,2010,LT0,1,0.655
2012,NUTS,2010,LT0,1,0.333
2011,NUTS,2010,LT00,2,0.655
2012,NUTS,2010,LT00,2,0.333
2011,NUTS,2010,LT002,3,1.639
2012,NUTS,2010,LT002,3,1.668
2011,NUTS,2010,LT005,3,3.978
2011,NUTS,2010,LU,0,3.907
2012,NUTS,2010,LU,0,2.858
2011,NUTS,2010,LU0,1,3.907
2012,NUTS,2010,LU0,1,2.858
2011,NUTS,2010,LU00,2,3.907
2012,NUTS,2010,LU00,2,2.858
2011,NUTS,2010,LU000,3,3.907
2012,NUTS,2010,LU000,3,2.858
2011,NUTS,2010,LV,0,0.482
2012,NUTS,2010,LV,0,0.978
2011,NUTS,2010,LV0,1,0.482
2012,NUTS,2010,LV0,1,0.978
2011,NUTS,2010,LV00,2,0.482
2012,NUTS,2010,LV00,2,0.978
2012,NUTS,2010,LV006,3,1.539
2011,NUTS,2010,LV007,3,2.689
2012,NUTS,2010,LV007,3,2.702
2011,NUTS,2010,NL,0,13.48
2012,NUTS,2010,NL,0,9.191
2011,NUTS,2010,NL1,1,3.103
2012,NUTS,2010,NL1,1,1.164
2011,NUTS,2010,NL11,2,5.751
2012,NUTS,2010,NL11,2,3.443
2011,NUTS,2010,NL113,3,8.801
2012,NUTS,2010,NL113,3,5.244
2011,NUTS,2010,NL12,2,3.09
2011,NUTS,2010,NL123,3,9.61
2011,NUTS,2010,NL2,1,1.181
2012,NUTS,2010,NL2,1,1.764
2011,NUTS,2010,NL21,2,2.759
2012,NUTS,2010,NL21,2,2.417
2011,NUTS,2010,NL211,3,0.365
2011,NUTS,2010,NL213,3,4.797
2012,NUTS,2010,NL213,3,4.389
2011,NUTS,2010,NL22,2,0.519
2012,NUTS,2010,NL22,2,1.741
2011,NUTS,2010,NL221,3,0.198
2011,NUTS,2010,NL225,3,1.668
2011,NUTS,2010,NL226,3,0.351
2012,NUTS,2010,NL226,3,4.902
2011,NUTS,2010,NL3,1,7.186
2012,NUTS,2010,NL3,1,4.796
2011,NUTS,2010,NL31,2,1.766
2012,NUTS,2010,NL31,2,4.066
2011,NUTS,2010,NL310,3,1.766
2012,NUTS,2010,NL310,3,4.066
2011,NUTS,2010,NL32,2,7.776
2012,NUTS,2010,NL32,2,6.606
2011,NUTS,2010,NL321,3,0.674
2011,NUTS,2010,NL322,3,15.104
2011,NUTS,2010,NL324,3,3.754
2012,NUTS,2010,NL324,3,8.999
2011,NUTS,2010,NL325,3,2.028
2012,NUTS,2010,NL325,3,2.438
2011,NUTS,2010,NL326,3,11.854
2012,NUTS,2010,NL326,3,11.327
2011,NUTS,2010,NL327,3,4.09
2012,NUTS,2010,NL327,3,4.081
2011,NUTS,2010,NL33,2,9.118
2012,NUTS,2010,NL33,2,4.186
2011,NUTS,2010,NL332,3,16.982
2012,NUTS,2010,NL332,3,9.297
2011,NUTS,2010,NL333,3,38.262
2012,NUTS,2010,NL333,3,12.107
2011,NUTS,2010,NL337,3,7.367
2012,NUTS,2010,NL337,3,5.255
2011,NUTS,2010,NL339,3,5.09
2012,NUTS,2010,NL339,3,1.416
2012,NUTS,2010,NL33A,3,1.131
2011,NUTS,2010,NL34,2,2.621
2011,NUTS,2010,NL342,3,3.636
2011,NUTS,2010,NL4,1,44.151
2012,NUTS,2010,NL4,1,29.712
2011,NUTS,2010,NL41,2,62.077
2012,NUTS,2010,NL41,2,40.147
2011,NUTS,2010,NL411,3,9.055
2012,NUTS,2010,NL411,3,7.016
2011,NUTS,2010,NL412,3,21.764
2012,NUTS,2010,NL412,3,15.629
2011,NUTS,2010,NL413,3,6.613
2012,NUTS,2010,NL413,3,7.452
2011,NUTS,2010,NL414,3,179.372
2012,NUTS,2010,NL414,3,111.224
2011,NUTS,2010,NL42,2,4.962
2012,NUTS,2010,NL42,2,6.829
2011,NUTS,2010,NL421,3,8.568
2012,NUTS,2010,NL421,3,12.48
2011,NUTS,2010,NL422,3,1.403
2012,NUTS,2010,NL422,3,12.743
2011,NUTS,2010,NL423,3,4.66
2012,NUTS,2010,NL423,3,1.927
2011,NUTS,2010,NO,0,5.971
2012,NUTS,2010,NO,0,6.412
2011,NUTS,2010,NO0,1,5.768
2012,NUTS,2010,NO0,1,6.344
2011,NUTS,2010,NO01,2,13.87
2012,NUTS,2010,NO01,2,16.288
2011,NUTS,2010,NO011,3,12.266
2012,NUTS,2010,NO011,3,20.105
2011,NUTS,2010,NO012,3,15.633
2012,NUTS,2010,NO012,3,12.081
2011,NUTS,2010,NO03,2,0.533
2012,NUTS,2010,NO03,2,3.6
2011,NUTS,2010,NO031,3,1.201
2011,NUTS,2010,NO032,3,0.651
2012,NUTS,2010,NO032,3,1.584
2012,NUTS,2010,NO033,3,12.689
2012,NUTS,2010,NO04,2,4.349
2012,NUTS,2010,NO041,3,8.969
2012,NUTS,2010,NO043,3,4.897
2011,NUTS,2010,NO05,2,2.364
2011,NUTS,2010,NO051,3,4.13
2011,NUTS,2010,NO06,2,23.463
2012,NUTS,2010,NO06,2,13.91
2011,NUTS,2010,NO061,3,34.006
2012,NUTS,2010,NO061,3,20.138
2011,NUTS,2010,PL,0,0.601
2012,NUTS,2010,PL,0,0.605
2011,NUTS,2010,PL1,1,1.233
2012,NUTS,2010,PL1,1,0.6
2011,NUTS,2010,PL11,2,0.526
2011,NUTS,2010,PL113,3,1.827
2011,NUTS,2010,PL12,2,1.574
2012,NUTS,2010,PL12,2,0.888
2011,NUTS,2010,PL127,3,2.51
2012,NUTS,2010,PL127,3,0.688
2011,NUTS,2010,PL128,3,1.882
2011,NUTS,2010,PL129,3,1.714
2012,NUTS,2010,PL129,3,0.421
2011,NUTS,2010,PL12A,3,1.954
2012,NUTS,2010,PL12A,3,4.093
2011,NUTS,2010,PL2,1,0.406
2012,NUTS,2010,PL2,1,0.508
2011,NUTS,2010,PL21,2,0.516
2012,NUTS,2010,PL21,2,0.908
2011,NUTS,2010,PL213,3,2.043
2012,NUTS,2010,PL213,3,3.999
2011,NUTS,2010,PL215,3,0.221
2011,NUTS,2010,PL22,2,0.327
2012,NUTS,2010,PL22,2,0.219
2011,NUTS,2010,PL225,3,0.764
2011,NUTS,2010,PL22A,3,1.309
2012,NUTS,2010,PL22A,3,0.658
2012,NUTS,2010,PL22B,3,0.71
2011,NUTS,2010,PL3,1,0.224
2012,NUTS,2010,PL3,1,0.15
2011,NUTS,2010,PL31,2,0.311
2012,NUTS,2010,PL31,2,0.465
2011,NUTS,2010,PL312,3,0.264
2011,NUTS,2010,PL314,3,0.704
2012,NUTS,2010,PL315,3,2.038
2011,NUTS,2010,PL32,2,0.398
2011,NUTS,2010,PL323,3,1.049
2011,NUTS,2010,PL324,3,0.84
2011,NUTS,2010,PL4,1,1.08
2012,NUTS,2010,PL4,1,1.291
2011,NUTS,2010,PL41,2,0.327
2012,NUTS,2010,PL41,2,1.189
2011,NUTS,2010,PL415,3,1.774
2012,NUTS,2010,PL415,3,5.996
2012,NUTS,2010,PL416,3,0.868
2011,NUTS,2010,PL418,3,0.237
2012,NUTS,2010,PL418,3,0.334
2012,NUTS,2010,PL42,2,0.195
2012,NUTS,2010,PL424,3,0.811
2011,NUTS,2010,PL43,2,5.442
2012,NUTS,2010,PL43,2,3.464
2012,NUTS,2010,PL431,3,1.31
2011,NUTS,2010,PL432,3,8.74
2012,NUTS,2010,PL432,3,4.771
2011,NUTS,2010,PL5,1,0.426
2012,NUTS,2010,PL5,1,1.027
2011,NUTS,2010,PL51,2,0.57
2012,NUTS,2010,PL51,2,1.025
2011,NUTS,2010,PL514,3,2.099
2012,NUTS,2010,PL514,3,3.122
2011,NUTS,2010,PL518,3,0.596
2012,NUTS,2010,PL518,3,1.791
2012,NUTS,2010,PL52,2,1.031
2012,NUTS,2010,PL522,3,1.737
2012,NUTS,2010,PL6,1,0.174
2012,NUTS,2010,PL61,2,0.482
2012,NUTS,2010,PL613,3,1.304
2011,NUTS,2010,PT,0,1.025
2012,NUTS,2010,PT,0,0.427
2011,NUTS,2010,PT1,1,0.978
2012,NUTS,2010,PT1,1,0.416
2011,NUTS,2010,PT11,2,0.52
2012,NUTS,2010,PT11,2,0.453
2011,NUTS,2010,PT111,3,2.038
2011,NUTS,2010,PT114,3,1.102
2012,NUTS,2010,PT114,3,1.299
2011,NUTS,2010,PT16,2,1.428
2012,NUTS,2010,PT16,2,0.432
2011,NUTS,2010,PT161,3,3.4
2011,NUTS,2010,PT162,3,3.004
2012,NUTS,2010,PT162,3,3.033
2011,NUTS,2010,PT165,3,3.602
2011,NUTS,2010,PT17,2,1.626
2012,NUTS,2010,PT17,2,0.531
2011,NUTS,2010,PT171,3,2.247
2012,NUTS,2010,PT171,3,0.734
2011,NUTS,2010,PT3,1,3.732
2011,NUTS,2010,PT30,2,3.732
2011,NUTS,2010,PT300,3,3.732
2011,NUTS,2010,RO,0,0.115
2012,NUTS,2010,RO,0,0.183
2011,NUTS,2010,RO3,1,0.181
2012,NUTS,2010,RO3,1,0.679
2012,NUTS,2010,RO31,2,0.105
2012,NUTS,2010,RO316,3,0.433
2011,NUTS,2010,RO32,2,0.441
2012,NUTS,2010,RO32,2,1.461
2011,NUTS,2010,RO321,3,0.516
2012,NUTS,2010,RO321,3,1.765
2011,NUTS,2010,RO4,1,0.241
2011,NUTS,2010,RO42,2,0.523
2011,NUTS,2010,RO424,3,1.474
2011,NUTS,2010,SE,0,51.775
2012,NUTS,2010,SE,0,46.279
2011,NUTS,2010,SE1,1,81.334
2012,NUTS,2010,SE1,1,74.096
2011,NUTS,2010,SE11,2,121.689
2012,NUTS,2010,SE11,2,109.994
2011,NUTS,2010,SE110,3,121.689
2012,NUTS,2010,SE110,3,109.994
2011,NUTS,2010,SE12,2,28.504
2012,NUTS,2010,SE12,2,26.526
2011,NUTS,2010,SE121,3,60.914
2012,NUTS,2010,SE121,3,57.496
2011,NUTS,2010,SE123,3,54.743
2012,NUTS,2010,SE123,3,34.611
2012,NUTS,2010,SE124,3,0.497
2011,NUTS,2010,SE125,3,2.967
2012,NUTS,2010,SE125,3,28.829
2011,NUTS,2010,SE2,1,40.57
2012,NUTS,2010,SE2,1,37.036
2011,NUTS,2010,SE21,2,3.179
2012,NUTS,2010,SE21,2,1.931
2012,NUTS,2010,SE211,3,4.646
2011,NUTS,2010,SE213,3,11.048
2011,NUTS,2010,SE22,2,93.516
2012,NUTS,2010,SE22,2,91.208
2011,NUTS,2010,SE221,3,49.404
2012,NUTS,2010,SE221,3,6.537
2011,NUTS,2010,SE224,3,98.952
2012,NUTS,2010,SE224,3,101.546
2011,NUTS,2010,SE23,2,17.38
2012,NUTS,2010,SE23,2,11.869
2011,NUTS,2010,SE231,3,16.963
2011,NUTS,2010,SE232,3,17.459
2012,NUTS,2010,SE232,3,14.12
2011,NUTS,2010,SE3,1,13.157
2012,NUTS,2010,SE3,1,5.993
2011,NUTS,2010,SE31,2,7.051
2012,NUTS,2010,SE31,2,1.817
2011,NUTS,2010,SE311,3,13.101
2012,NUTS,2010,SE311,3,1.21
2011,NUTS,2010,SE313,3,8.137
2012,NUTS,2010,SE313,3,4.237
2011,NUTS,2010,SE32,2,3.385
2012,NUTS,2010,SE32,2,2.931
2011,NUTS,2010,SE321,3,5.152
2012,NUTS,2010,SE321,3,4.46
2011,NUTS,2010,SE33,2,30.183
2012,NUTS,2010,SE33,2,14.994
2011,NUTS,2010,SE331,3,6.749
2012,NUTS,2010,SE331,3,13.171
2011,NUTS,2010,SE332,3,54.624
2012,NUTS,2010,SE332,3,16.898
2011,NUTS,2010,SI,0,2.927
2012,NUTS,2010,SI,0,0.73
2011,NUTS,2010,SI0,1,2.927
2012,NUTS,2010,SI0,1,0.73
2011,NUTS,2010,SI01,2,1.08
2011,NUTS,2010,SI012,3,1.021
2011,NUTS,2010,SI013,3,4.552
2011,NUTS,2010,SI015,3,11.307
2011,NUTS,2010,SI02,2,4.997
2012,NUTS,2010,SI02,2,1.544
2011,NUTS,2010,SI021,3,9.058
2012,NUTS,2010,SI021,3,2.181
2012,NUTS,2010,SI023,3,2.768
2011,NUTS,2010,SK,0,0.032
2012,NUTS,2010,SK,0,0.037
2011,NUTS,2010,SK0,1,0.032
2012,NUTS,2010,SK0,1,0.037
2011,NUTS,2010,SK02,2,0.092
2011,NUTS,2010,SK023,3,0.246
2012,NUTS,2010,SK04,2,0.124
2012,NUTS,2010,SK041,3,0.245
2011,NUTS,2010,TR,0,0.228
2012,NUTS,2010,TR,0,0.176
2011,NUTS,2010,TR1,1,0.566
2012,NUTS,2010,TR1,1,0.6
2011,NUTS,2010,TR10,2,0.566
2012,NUTS,2010,TR10,2,0.6
2011,NUTS,2010,TR100,3,0.566
2012,NUTS,2010,TR100,3,0.6
2011,NUTS,2010,TR3,1,0.516
2012,NUTS,2010,TR3,1,0.206
2011,NUTS,2010,TR33,2,1.664
2012,NUTS,2010,TR33,2,0.68
2011,NUTS,2010,TR331,3,3.625
2012,NUTS,2010,TR331,3,1.492
2012,NUTS,2010,TR4,1,0.072
2012,NUTS,2010,TR41,2,0.137
2012,NUTS,2010,TR411,3,0.189
2011,NUTS,2010,TR5,1,0.617
2012,NUTS,2010,TR5,1,0.349
2011,NUTS,2010,TR51,2,0.907
2012,NUTS,2010,TR51,2,0.511
2011,NUTS,2010,TR510,3,0.907
2012,NUTS,2010,TR510,3,0.511
2011,NUTS,2010,UK,0,6.428
2012,NUTS,2010,UK,0,5.367
2011,NUTS,2010,UKC,1,0.193
2012,NUTS,2010,UKC,1,2.116
2011,NUTS,2010,UKC1,2,0.426
2012,NUTS,2010,UKC1,2,0.85
2011,NUTS,2010,UKC13,3,4.75
2012,NUTS,2010,UKC14,3,1.947
2012,NUTS,2010,UKC2,2,3.164
2012,NUTS,2010,UKC22,3,5.417
2011,NUTS,2010,UKD,1,2.036
2012,NUTS,2010,UKD,1,1.143
2011,NUTS,2010,UKD3,2,1.84
2012,NUTS,2010,UKD3,2,1.221
2011,NUTS,2010,UKD31,3,2.624
2012,NUTS,2010,UKD31,3,1.554
2011,NUTS,2010,UKD32,3,0.889
2012,NUTS,2010,UKD32,3,0.82
2011,NUTS,2010,UKD4,2,4.571
2012,NUTS,2010,UKD4,2,2.508
2011,NUTS,2010,UKD43,3,5.703
2012,NUTS,2010,UKD43,3,3.126
2011,NUTS,2010,UKD6,2,3.051
2012,NUTS,2010,UKD6,2,0.962
2011,NUTS,2010,UKD61,3,1.238
2011,NUTS,2010,UKD62,3,1.352
2011,NUTS,2010,UKD63,3,6.069
2012,NUTS,2010,UKD63,3,2.638
2012,NUTS,2010,UKD7,2,0.166
2012,NUTS,2010,UKD71,3,0.559
2011,NUTS,2010,UKE,1,4.221
2012,NUTS,2010,UKE,1,3.772
2011,NUTS,2010,UKE1,2,0.491
2011,NUTS,2010,UKE12,3,1.347
2011,NUTS,2010,UKE2,2,6.152
2012,NUTS,2010,UKE2,2,6.031
2012,NUTS,2010,UKE21,3,7.542
2011,NUTS,2010,UKE22,3,8.165
2012,NUTS,2010,UKE22,3,5.532
2011,NUTS,2010,UKE4,2,7.613
2012,NUTS,2010,UKE4,2,6.79
2011,NUTS,2010,UKE41,3,28.719
2012,NUTS,2010,UKE41,3,15.271
2012,NUTS,2010,UKE42,3,8.181
2011,NUTS,2010,UKE44,3,3.124
2012,NUTS,2010,UKE44,3,1.59
2011,NUTS,2010,UKF,1,1.199
2012,NUTS,2010,UKF,1,1.234
2011,NUTS,2010,UKF1,2,1.863
2012,NUTS,2010,UKF1,2,2.088
2011,NUTS,2010,UKF13,3,3.911
2011,NUTS,2010,UKF14,3,4.97
2012,NUTS,2010,UKF14,3,6.529
2011,NUTS,2010,UKF15,3,1.108
2012,NUTS,2010,UKF16,3,7.212
2011,NUTS,2010,UKF2,2,0.88
2012,NUTS,2010,UKF2,2,0.698
2012,NUTS,2010,UKF21,3,0.605
2011,NUTS,2010,UKF22,3,0.728
2012,NUTS,2010,UKF24,3,2.648
2011,NUTS,2010,UKF25,3,3.162
2011,NUTS,2010,UKG,1,1.183
2012,NUTS,2010,UKG,1,1.067
2011,NUTS,2010,UKG1,2,2.288
2012,NUTS,2010,UKG1,2,0.77
2011,NUTS,2010,UKG11,3,6.386
2011,NUTS,2010,UKG12,3,1.769
2012,NUTS,2010,UKG12,3,1.761
2011,NUTS,2010,UKG13,3,1.449
2011,NUTS,2010,UKG2,2,0.319
2012,NUTS,2010,UKG2,2,0.635
2011,NUTS,2010,UKG23,3,2.016
2012,NUTS,2010,UKG24,3,1.175
2011,NUTS,2010,UKG3,2,1.156
2012,NUTS,2010,UKG3,2,1.454
2011,NUTS,2010,UKG31,3,2.482
2012,NUTS,2010,UKG31,3,0.926
2012,NUTS,2010,UKG32,3,4.829
2012,NUTS,2010,UKG33,3,6.25
2011,NUTS,2010,UKG39,3,2.01
2011,NUTS,2010,UKH,1,8.362
2012,NUTS,2010,UKH,1,8.228
2011,NUTS,2010,UKH1,2,10.218
2012,NUTS,2010,UKH1,2,10.502
2011,NUTS,2010,UKH12,3,32.12
2012,NUTS,2010,UKH12,3,31.455
2011,NUTS,2010,UKH13,3,1.168
2011,NUTS,2010,UKH14,3,4.814
2012,NUTS,2010,UKH14,3,7.631
2011,NUTS,2010,UKH2,2,4.68
2012,NUTS,2010,UKH2,2,9.836
2011,NUTS,2010,UKH23,3,7.03
2012,NUTS,2010,UKH23,3,14.602
2011,NUTS,2010,UKH24,3,1.591
2012,NUTS,2010,UKH24,3,4.732
2011,NUTS,2010,UKH3,2,9.475
2012,NUTS,2010,UKH3,2,3.458
2011,NUTS,2010,UKH33,3,11.724
2012,NUTS,2010,UKH33,3,4.281
2011,NUTS,2010,UKI,1,9.757
2012,NUTS,2010,UKI,1,8.22
2011,NUTS,2010,UKI1,2,18.209
2012,NUTS,2010,UKI1,2,14.532
2011,NUTS,2010,UKI11,3,43.988
2012,NUTS,2010,UKI11,3,32.102
2011,NUTS,2010,UKI12,3,4.969
2012,NUTS,2010,UKI12,3,5.621
2011,NUTS,2010,UKI2,2,3.941
2012,NUTS,2010,UKI2,2,3.745
2011,NUTS,2010,UKI21,3,0.571
2012,NUTS,2010,UKI21,3,3.137
2011,NUTS,2010,UKI22,3,2.99
2012,NUTS,2010,UKI22,3,3.036
2011,NUTS,2010,UKI23,3,7.558
2012,NUTS,2010,UKI23,3,4.733
2011,NUTS,2010,UKJ,1,14.824
2012,NUTS,2010,UKJ,1,12.317
2011,NUTS,2010,UKJ1,2,21.303
2012,NUTS,2010,UKJ1,2,12.645
2011,NUTS,2010,UKJ11,3,44.401
2012,NUTS,2010,UKJ11,3,23.481
2011,NUTS,2010,UKJ12,3,1.333
2012,NUTS,2010,UKJ12,3,4.978
2011,NUTS,2010,UKJ13,3,8.579
2012,NUTS,2010,UKJ13,3,7.112
2011,NUTS,2010,UKJ14,3,8.239
2012,NUTS,2010,UKJ14,3,5.579
2011,NUTS,2010,UKJ2,2,19.84
2012,NUTS,2010,UKJ2,2,20.101
2011,NUTS,2010,UKJ21,3,9.697
2012,NUTS,2010,UKJ21,3,3.645
2011,NUTS,2010,UKJ22,3,0.324
2012,NUTS,2010,UKJ22,3,1.89
2011,NUTS,2010,UKJ23,3,41.445
2012,NUTS,2010,UKJ23,3,44.949
2011,NUTS,2010,UKJ24,3,5.682
2012,NUTS,2010,UKJ24,3,2.672
2011,NUTS,2010,UKJ3,2,10.559
2012,NUTS,2010,UKJ3,2,8.986
2012,NUTS,2010,UKJ32,3,5.26
2011,NUTS,2010,UKJ33,3,15.182
2012,NUTS,2010,UKJ33,3,11.989
2011,NUTS,2010,UKJ4,2,3.035
2012,NUTS,2010,UKJ4,2,3.207
2011,NUTS,2010,UKJ42,3,3.584
2012,NUTS,2010,UKJ42,3,3.787
2011,NUTS,2010,UKK,1,10.269
2012,NUTS,2010,UKK,1,7.34
2011,NUTS,2010,UKK1,2,20.732
2012,NUTS,2010,UKK1,2,14.771
2011,NUTS,2010,UKK11,3,34.966
2012,NUTS,2010,UKK11,3,3.486
2011,NUTS,2010,UKK12,3,21.205
2012,NUTS,2010,UKK12,3,12.199
2011,NUTS,2010,UKK13,3,5.585
2012,NUTS,2010,UKK13,3,14.128
2011,NUTS,2010,UKK14,3,44.024
2012,NUTS,2010,UKK14,3,39.754
2011,NUTS,2010,UKK15,3,16.093
2012,NUTS,2010,UKK15,3,18.23
2011,NUTS,2010,UKK2,2,3.931
2012,NUTS,2010,UKK2,2,1.694
2011,NUTS,2010,UKK22,3,12.109
2012,NUTS,2010,UKK22,3,4.826
2012,NUTS,2010,UKK23,3,0.319
2011,NUTS,2010,UKK3,2,0.318
2011,NUTS,2010,UKK30,3,0.318
2011,NUTS,2010,UKK4,2,0.441
2012,NUTS,2010,UKK4,2,1.756
2011,NUTS,2010,UKK42,3,3.808
2012,NUTS,2010,UKK43,3,2.665
2011,NUTS,2010,UKL,1,2.356
2012,NUTS,2010,UKL,1,1.186
2011,NUTS,2010,UKL1,2,0.622
2012,NUTS,2010,UKL1,2,0.666
2011,NUTS,2010,UKL13,3,2.392
2012,NUTS,2010,UKL13,3,1.385
2012,NUTS,2010,UKL15,3,1.702
2012,NUTS,2010,UKL16,3,1.471
2011,NUTS,2010,UKL17,3,2.512
2011,NUTS,2010,UKL2,2,5.327
2012,NUTS,2010,UKL2,2,2.075
2011,NUTS,2010,UKL21,3,9.851
2012,NUTS,2010,UKL21,3,4.21
2011,NUTS,2010,UKL22,3,5.319
2012,NUTS,2010,UKL22,3,0.697
2011,NUTS,2010,UKL23,3,4.078
2012,NUTS,2010,UKL23,3,3.539
2011,NUTS,2010,UKM,1,2.856
2012,NUTS,2010,UKM,1,2.284
2011,NUTS,2010,UKM2,2,4.259
2012,NUTS,2010,UKM2,2,2.277
2011,NUTS,2010,UKM22,3,3.202
2012,NUTS,2010,UKM22,3,2.397
2012,NUTS,2010,UKM24,3,4.659
2011,NUTS,2010,UKM25,3,15.297
2012,NUTS,2010,UKM25,3,5.039
2012,NUTS,2010,UKM27,3,1.387
2012,NUTS,2010,UKM28,3,1.879
2011,NUTS,2010,UKM3,2,2.364
2012,NUTS,2010,UKM3,2,0.857
2011,NUTS,2010,UKM34,3,1.696
2011,NUTS,2010,UKM35,3,8.666
2012,NUTS,2010,UKM35,3,2.887
2011,NUTS,2010,UKM37,3,8.868
2012,NUTS,2010,UKM37,3,8.856
2011,NUTS,2010,UKM38,3,1.595
2011,NUTS,2010,UKM5,2,2.111
2012,NUTS,2010,UKM5,2,10.453
2011,NUTS,2010,UKM50,3,2.111
2012,NUTS,2010,UKM50,3,10.453
2012,NUTS,2010,UKM6,2,1.072
2012,NUTS,2010,UKM63,3,4.946
2011,NUTS,2010,UKN,1,3.868
2012,NUTS,2010,UKN,1,2.199
2011,NUTS,2010,UKN0,2,3.868
2012,NUTS,2010,UKN0,2,2.199
2011,NUTS,2010,UKN01,3,5.344
2012,NUTS,2010,UKN01,3,1.781
2011,NUTS,2010,UKN02,3,5.558
2012,NUTS,2010,UKN02,3,5.099
2011,NUTS,2010,UKN03,3,5.705
2012,NUTS,2010,UKN03,3,2.266
2011,NUTS,2010,UKN05,3,2.017
