year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_smc
2012,NUTS,2010,FR103,3,1.423
1990,NUTS,2010,FR104,3,6.37
1991,NUTS,2010,FR104,3,11.96
1992,NUTS,2010,FR104,3,2.731
1993,NUTS,2010,FR104,3,5.532
1994,NUTS,2010,FR104,3,4.527
1995,NUTS,2010,FR104,3,8.584
1996,NUTS,2010,FR104,3,7.345
1997,NUTS,2010,FR104,3,10.19
1998,NUTS,2010,FR104,3,5.584
1999,NUTS,2010,FR104,3,9.702
2000,NUTS,2010,FR104,3,7.511
2001,NUTS,2010,FR104,3,7.703
2002,NUTS,2010,FR104,3,3.102
2003,NUTS,2010,FR104,3,2.967
2004,NUTS,2010,FR104,3,6.764
2005,NUTS,2010,FR104,3,2.693
2006,NUTS,2010,FR104,3,3.463
2007,NUTS,2010,FR104,3,7.845
2008,NUTS,2010,FR104,3,9.885
2009,NUTS,2010,FR104,3,7.947
2010,NUTS,2010,FR104,3,8.615
2011,NUTS,2010,FR104,3,10.276
2012,NUTS,2010,FR104,3,6.222
1990,NUTS,2010,FR105,3,25.673
1991,NUTS,2010,FR105,3,24.002
1992,NUTS,2010,FR105,3,14.782
1993,NUTS,2010,FR105,3,10.806
1994,NUTS,2010,FR105,3,12.743
1995,NUTS,2010,FR105,3,13.207
1996,NUTS,2010,FR105,3,4.556
1997,NUTS,2010,FR105,3,4.475
1998,NUTS,2010,FR105,3,3.819
1999,NUTS,2010,FR105,3,5.953
2000,NUTS,2010,FR105,3,4.528
2001,NUTS,2010,FR105,3,2.326
2002,NUTS,2010,FR105,3,3.041
2003,NUTS,2010,FR105,3,3.527
2004,NUTS,2010,FR105,3,6.378
2005,NUTS,2010,FR105,3,6.085
2006,NUTS,2010,FR105,3,6.041
2007,NUTS,2010,FR105,3,5.439
2008,NUTS,2010,FR105,3,6.131
2009,NUTS,2010,FR105,3,6.999
2010,NUTS,2010,FR105,3,7.574
2011,NUTS,2010,FR105,3,4.154
2012,NUTS,2010,FR105,3,6.442
1990,NUTS,2010,FR106,3,0.239
1993,NUTS,2010,FR106,3,0.36
1994,NUTS,2010,FR106,3,0.72
1997,NUTS,2010,FR106,3,0.36
1999,NUTS,2010,FR106,3,0.181
2000,NUTS,2010,FR106,3,0.501
2001,NUTS,2010,FR106,3,0.496
2002,NUTS,2010,FR106,3,2.684
2004,NUTS,2010,FR106,3,0.514
2005,NUTS,2010,FR106,3,0.848
2006,NUTS,2010,FR106,3,0.449
2007,NUTS,2010,FR106,3,1.078
2008,NUTS,2010,FR106,3,1.182
2009,NUTS,2010,FR106,3,1.267
2010,NUTS,2010,FR106,3,0.263
2011,NUTS,2010,FR106,3,0.543
2012,NUTS,2010,FR106,3,0.325
1990,NUTS,2010,FR107,3,2.744
1991,NUTS,2010,FR107,3,5.695
1992,NUTS,2010,FR107,3,2.421
1993,NUTS,2010,FR107,3,2.317
1994,NUTS,2010,FR107,3,5.179
1995,NUTS,2010,FR107,3,7.095
1996,NUTS,2010,FR107,3,9.966
1997,NUTS,2010,FR107,3,7.632
1998,NUTS,2010,FR107,3,12.036
1999,NUTS,2010,FR107,3,11.817
2000,NUTS,2010,FR107,3,15.973
2001,NUTS,2010,FR107,3,12.617
2002,NUTS,2010,FR107,3,8.197
2003,NUTS,2010,FR107,3,7.042
2004,NUTS,2010,FR107,3,1.575
2005,NUTS,2010,FR107,3,3.806
2006,NUTS,2010,FR107,3,1.309
2007,NUTS,2010,FR107,3,3.17
2008,NUTS,2010,FR107,3,2.861
2009,NUTS,2010,FR107,3,3.398
2010,NUTS,2010,FR107,3,4.496
2011,NUTS,2010,FR107,3,7.655
2012,NUTS,2010,FR107,3,2.049
1990,NUTS,2010,FR108,3,2.387
1991,NUTS,2010,FR108,3,1.182
1992,NUTS,2010,FR108,3,0.309
1993,NUTS,2010,FR108,3,1.7
1995,NUTS,2010,FR108,3,1.219
1998,NUTS,2010,FR108,3,0.754
1999,NUTS,2010,FR108,3,4.074
2000,NUTS,2010,FR108,3,0.675
2001,NUTS,2010,FR108,3,1.341
2003,NUTS,2010,FR108,3,0.221
2004,NUTS,2010,FR108,3,0.535
2005,NUTS,2010,FR108,3,0.435
2006,NUTS,2010,FR108,3,2.161
2007,NUTS,2010,FR108,3,3.946
2008,NUTS,2010,FR108,3,1.605
2009,NUTS,2010,FR108,3,1.566
2010,NUTS,2010,FR108,3,1.81
2011,NUTS,2010,FR108,3,2.118
2012,NUTS,2010,FR108,3,1.264
1990,NUTS,2010,FR2,1,0.682
1991,NUTS,2010,FR2,1,0.85
1992,NUTS,2010,FR2,1,0.871
1993,NUTS,2010,FR2,1,0.924
1994,NUTS,2010,FR2,1,0.609
1995,NUTS,2010,FR2,1,0.769
1996,NUTS,2010,FR2,1,1.404
1997,NUTS,2010,FR2,1,0.958
1998,NUTS,2010,FR2,1,1.2
1999,NUTS,2010,FR2,1,1.768
2000,NUTS,2010,FR2,1,1.336
2001,NUTS,2010,FR2,1,1.206
2002,NUTS,2010,FR2,1,1.115
2003,NUTS,2010,FR2,1,1.309
2004,NUTS,2010,FR2,1,1.133
2005,NUTS,2010,FR2,1,0.664
2006,NUTS,2010,FR2,1,0.608
2007,NUTS,2010,FR2,1,0.643
2008,NUTS,2010,FR2,1,1.106
2009,NUTS,2010,FR2,1,1.854
2010,NUTS,2010,FR2,1,1.546
2011,NUTS,2010,FR2,1,0.951
2012,NUTS,2010,FR2,1,0.665
1992,NUTS,2010,FR21,2,0.742
1998,NUTS,2010,FR21,2,0.371
1999,NUTS,2010,FR21,2,0.104
2002,NUTS,2010,FR21,2,0.745
2004,NUTS,2010,FR21,2,0.246
2006,NUTS,2010,FR21,2,1.344
2008,NUTS,2010,FR21,2,0.187
2009,NUTS,2010,FR21,2,1.831
2010,NUTS,2010,FR21,2,0.374
2012,NUTS,2010,FR21,2,0.246
1992,NUTS,2010,FR212,3,3.44
1999,NUTS,2010,FR212,3,0.479
2004,NUTS,2010,FR212,3,1.111
2006,NUTS,2010,FR212,3,3.337
2009,NUTS,2010,FR212,3,0.659
2012,NUTS,2010,FR212,3,1.08
2002,NUTS,2010,FR213,3,1.767
2006,NUTS,2010,FR213,3,1.414
2008,NUTS,2010,FR213,3,0.442
2009,NUTS,2010,FR213,3,3.533
1998,NUTS,2010,FR214,3,2.546
2009,NUTS,2010,FR214,3,1.35
2010,NUTS,2010,FR214,3,2.717
1990,NUTS,2010,FR22,2,0.182
1991,NUTS,2010,FR22,2,0.138
1996,NUTS,2010,FR22,2,0.27
1997,NUTS,2010,FR22,2,0.361
1998,NUTS,2010,FR22,2,0.361
1999,NUTS,2010,FR22,2,0.899
2002,NUTS,2010,FR22,2,0.176
2005,NUTS,2010,FR22,2,0.265
2006,NUTS,2010,FR22,2,1.056
2007,NUTS,2010,FR22,2,0.368
2008,NUTS,2010,FR22,2,1.196
2009,NUTS,2010,FR22,2,2.182
2010,NUTS,2010,FR22,2,0.303
2011,NUTS,2010,FR22,2,0.61
2012,NUTS,2010,FR22,2,0.13
2007,NUTS,2010,FR221,3,0.465
1990,NUTS,2010,FR222,3,0.455
1991,NUTS,2010,FR222,3,0.341
1996,NUTS,2010,FR222,3,0.657
1997,NUTS,2010,FR222,3,0.877
1998,NUTS,2010,FR222,3,0.876
1999,NUTS,2010,FR222,3,2.179
2002,NUTS,2010,FR222,3,0.424
2005,NUTS,2010,FR222,3,0.634
2006,NUTS,2010,FR222,3,2.522
2007,NUTS,2010,FR222,3,0.565
2008,NUTS,2010,FR222,3,2.851
2009,NUTS,2010,FR222,3,5.203
2010,NUTS,2010,FR222,3,0.722
2011,NUTS,2010,FR222,3,1.452
2012,NUTS,2010,FR222,3,0.309
1991,NUTS,2010,FR23,2,0.573
1996,NUTS,2010,FR23,2,0.079
1997,NUTS,2010,FR23,2,0.186
1999,NUTS,2010,FR23,2,0.702
2002,NUTS,2010,FR23,2,0.697
2006,NUTS,2010,FR23,2,0.276
2008,NUTS,2010,FR23,2,1.517
2009,NUTS,2010,FR23,2,1.637
2010,NUTS,2010,FR23,2,1.998
2011,NUTS,2010,FR23,2,1.995
2012,NUTS,2010,FR23,2,1.317
1991,NUTS,2010,FR231,3,1.932
1999,NUTS,2010,FR231,3,0.924
2002,NUTS,2010,FR231,3,0.453
2006,NUTS,2010,FR231,3,0.441
2008,NUTS,2010,FR231,3,4.367
2009,NUTS,2010,FR231,3,2.865
2010,NUTS,2010,FR231,3,5.831
2011,NUTS,2010,FR231,3,3.401
2012,NUTS,2010,FR231,3,1.099
1996,NUTS,2010,FR232,3,0.113
1997,NUTS,2010,FR232,3,0.266
1999,NUTS,2010,FR232,3,0.605
2002,NUTS,2010,FR232,3,0.805
2006,NUTS,2010,FR232,3,0.201
2008,NUTS,2010,FR232,3,0.2
2009,NUTS,2010,FR232,3,1.064
2010,NUTS,2010,FR232,3,0.2
2011,NUTS,2010,FR232,3,1.335
2012,NUTS,2010,FR232,3,1.42
1990,NUTS,2010,FR24,2,2.532
1991,NUTS,2010,FR24,2,2.52
1992,NUTS,2010,FR24,2,3.134
1993,NUTS,2010,FR24,2,3.849
1994,NUTS,2010,FR24,2,2.626
1995,NUTS,2010,FR24,2,2.895
1996,NUTS,2010,FR24,2,5.362
1997,NUTS,2010,FR24,2,3.289
1998,NUTS,2010,FR24,2,4.663
1999,NUTS,2010,FR24,2,5.942
2000,NUTS,2010,FR24,2,4.081
2001,NUTS,2010,FR24,2,4.265
2002,NUTS,2010,FR24,2,3.166
2003,NUTS,2010,FR24,2,4.496
2004,NUTS,2010,FR24,2,3.877
2005,NUTS,2010,FR24,2,2.162
2006,NUTS,2010,FR24,2,0.329
2007,NUTS,2010,FR24,2,1.286
2008,NUTS,2010,FR24,2,0.79
2009,NUTS,2010,FR24,2,2.97
2010,NUTS,2010,FR24,2,3.414
2011,NUTS,2010,FR24,2,0.665
2012,NUTS,2010,FR24,2,0.846
2002,NUTS,2010,FR241,3,1.588
1994,NUTS,2010,FR242,3,0.814
1995,NUTS,2010,FR242,3,2.461
1996,NUTS,2010,FR242,3,2.457
1998,NUTS,2010,FR242,3,2.45
2000,NUTS,2010,FR242,3,4.886
2004,NUTS,2010,FR242,3,0.6
2007,NUTS,2010,FR242,3,0.592
2010,NUTS,2010,FR242,3,5.525
2011,NUTS,2010,FR242,3,0.465
2010,NUTS,2010,FR243,3,1.427
1990,NUTS,2010,FR244,3,9.449
1991,NUTS,2010,FR244,3,11.286
1992,NUTS,2010,FR244,3,14.027
1993,NUTS,2010,FR244,3,17.189
1994,NUTS,2010,FR244,3,11.1
1995,NUTS,2010,FR244,3,9.2
1996,NUTS,2010,FR244,3,16.479
1997,NUTS,2010,FR244,3,14.565
1998,NUTS,2010,FR244,3,11.55
1999,NUTS,2010,FR244,3,21.673
2000,NUTS,2010,FR244,3,11.666
2001,NUTS,2010,FR244,3,16.038
2002,NUTS,2010,FR244,3,3.541
2003,NUTS,2010,FR244,3,14.066
2004,NUTS,2010,FR244,3,15.587
2005,NUTS,2010,FR244,3,7.374
2007,NUTS,2010,FR244,3,3.43
2008,NUTS,2010,FR244,3,3.416
2009,NUTS,2010,FR244,3,7.937
2010,NUTS,2010,FR244,3,6.35
2011,NUTS,2010,FR244,3,0.842
2012,NUTS,2010,FR244,3,1.675
2005,NUTS,2010,FR245,3,0.773
2009,NUTS,2010,FR245,3,3.813
2010,NUTS,2010,FR245,3,0.757
1990,NUTS,2010,FR246,3,1.724
1995,NUTS,2010,FR246,3,1.654
1996,NUTS,2010,FR246,3,4.932
1998,NUTS,2010,FR246,3,6.49
1999,NUTS,2010,FR246,3,4.046
2000,NUTS,2010,FR246,3,2.415
2001,NUTS,2010,FR246,3,2.399
2002,NUTS,2010,FR246,3,8.473
2003,NUTS,2010,FR246,3,5.008
2004,NUTS,2010,FR246,3,0.785
2005,NUTS,2010,FR246,3,1.435
2006,NUTS,2010,FR246,3,1.286
2007,NUTS,2010,FR246,3,1.544
2009,NUTS,2010,FR246,3,2.479
2010,NUTS,2010,FR246,3,3.048
2011,NUTS,2010,FR246,3,1.516
2012,NUTS,2010,FR246,3,1.767
1990,NUTS,2010,FR25,2,0.482
1991,NUTS,2010,FR25,2,0.717
1993,NUTS,2010,FR25,2,0.235
1996,NUTS,2010,FR25,2,0.708
1997,NUTS,2010,FR25,2,0.706
1999,NUTS,2010,FR25,2,0.647
2000,NUTS,2010,FR25,2,0.701
2001,NUTS,2010,FR25,2,0.929
2003,NUTS,2010,FR25,2,0.464
2004,NUTS,2010,FR25,2,0.781
2005,NUTS,2010,FR25,2,0.778
2006,NUTS,2010,FR25,2,0.343
2007,NUTS,2010,FR25,2,1.369
2008,NUTS,2010,FR25,2,3.012
2009,NUTS,2010,FR25,2,0.34
2010,NUTS,2010,FR25,2,2.036
2011,NUTS,2010,FR25,2,2.507
2012,NUTS,2010,FR25,2,0.677
1990,NUTS,2010,FR251,3,1.084
1991,NUTS,2010,FR251,3,1.608
1993,NUTS,2010,FR251,3,0.525
1997,NUTS,2010,FR251,3,1.558
1999,NUTS,2010,FR251,3,1.42
2000,NUTS,2010,FR251,3,1.536
2001,NUTS,2010,FR251,3,2.032
2003,NUTS,2010,FR251,3,1.013
2004,NUTS,2010,FR251,3,1.399
2005,NUTS,2010,FR251,3,1.392
2006,NUTS,2010,FR251,3,0.745
2007,NUTS,2010,FR251,3,2.969
2008,NUTS,2010,FR251,3,6.517
2009,NUTS,2010,FR251,3,0.734
2010,NUTS,2010,FR251,3,4.392
2011,NUTS,2010,FR251,3,4.641
2012,NUTS,2010,FR251,3,1.454
1996,NUTS,2010,FR252,3,2.082
2004,NUTS,2010,FR252,3,0.408
2005,NUTS,2010,FR252,3,0.407
2011,NUTS,2010,FR252,3,1.041
1991,NUTS,2010,FR26,2,0.31
1992,NUTS,2010,FR26,2,0.31
1995,NUTS,2010,FR26,2,0.619
2000,NUTS,2010,FR26,2,1.86
2001,NUTS,2010,FR26,2,0.514
2002,NUTS,2010,FR26,2,0.822
2003,NUTS,2010,FR26,2,1.234
2004,NUTS,2010,FR26,2,0.536
2006,NUTS,2010,FR26,2,0.51
2007,NUTS,2010,FR26,2,0.563
2008,NUTS,2010,FR26,2,0.079
2009,NUTS,2010,FR26,2,1.37
2010,NUTS,2010,FR26,2,0.104
2012,NUTS,2010,FR26,2,0.609
2000,NUTS,2010,FR261,3,1.968
2002,NUTS,2010,FR261,3,0.646
2003,NUTS,2010,FR261,3,1.951
2009,NUTS,2010,FR261,3,0.477
2012,NUTS,2010,FR261,3,1.896
1995,NUTS,2010,FR262,3,4.356
2000,NUTS,2010,FR262,3,8.887
2004,NUTS,2010,FR262,3,3.004
2007,NUTS,2010,FR262,3,4.154
2001,NUTS,2010,FR263,3,1.519
2004,NUTS,2010,FR263,3,0.365
2006,NUTS,2010,FR263,3,0.601
2008,NUTS,2010,FR263,3,0.235
2009,NUTS,2010,FR263,3,3.605
1991,NUTS,2010,FR264,3,1.54
1992,NUTS,2010,FR264,3,1.533
2002,NUTS,2010,FR264,3,2.977
2003,NUTS,2010,FR264,3,2.967
2006,NUTS,2010,FR264,3,1.47
2010,NUTS,2010,FR264,3,0.496
1995,NUTS,2010,FR3,1,0.251
1996,NUTS,2010,FR3,1,0.083
1998,NUTS,2010,FR3,1,0.033
1999,NUTS,2010,FR3,1,0.663
2000,NUTS,2010,FR3,1,0.25
2001,NUTS,2010,FR3,1,0.062
2002,NUTS,2010,FR3,1,0.035
2003,NUTS,2010,FR3,1,0.062
2004,NUTS,2010,FR3,1,0.207
2005,NUTS,2010,FR3,1,0.249
2007,NUTS,2010,FR3,1,0.249
2008,NUTS,2010,FR3,1,1.036
2009,NUTS,2010,FR3,1,0.64
2010,NUTS,2010,FR3,1,0.557
2011,NUTS,2010,FR3,1,1.534
2012,NUTS,2010,FR3,1,0.37
1995,NUTS,2010,FR30,2,0.251
1996,NUTS,2010,FR30,2,0.083
1998,NUTS,2010,FR30,2,0.033
1999,NUTS,2010,FR30,2,0.663
2000,NUTS,2010,FR30,2,0.25
2001,NUTS,2010,FR30,2,0.062
2002,NUTS,2010,FR30,2,0.035
2003,NUTS,2010,FR30,2,0.062
2004,NUTS,2010,FR30,2,0.207
2005,NUTS,2010,FR30,2,0.249
2007,NUTS,2010,FR30,2,0.249
2008,NUTS,2010,FR30,2,1.036
2009,NUTS,2010,FR30,2,0.64
2010,NUTS,2010,FR30,2,0.557
2011,NUTS,2010,FR30,2,1.534
2012,NUTS,2010,FR30,2,0.37
1995,NUTS,2010,FR301,3,0.294
1996,NUTS,2010,FR301,3,0.129
1998,NUTS,2010,FR301,3,0.051
1999,NUTS,2010,FR301,3,0.383
2000,NUTS,2010,FR301,3,0.391
2001,NUTS,2010,FR301,3,0.098
2002,NUTS,2010,FR301,3,0.055
2003,NUTS,2010,FR301,3,0.098
2004,NUTS,2010,FR301,3,0.324
2005,NUTS,2010,FR301,3,0.39
2007,NUTS,2010,FR301,3,0.195
2008,NUTS,2010,FR301,3,1.626
2009,NUTS,2010,FR301,3,1.003
2010,NUTS,2010,FR301,3,0.679
2011,NUTS,2010,FR301,3,2.404
2012,NUTS,2010,FR301,3,0.387
1995,NUTS,2010,FR302,3,0.174
1999,NUTS,2010,FR302,3,1.158
2007,NUTS,2010,FR302,3,0.343
2010,NUTS,2010,FR302,3,0.342
2012,NUTS,2010,FR302,3,0.342
1990,NUTS,2010,FR4,1,0.364
1991,NUTS,2010,FR4,1,0.695
1992,NUTS,2010,FR4,1,0.198
1993,NUTS,2010,FR4,1,0.065
1994,NUTS,2010,FR4,1,1.259
1995,NUTS,2010,FR4,1,0.391
1996,NUTS,2010,FR4,1,0.195
1997,NUTS,2010,FR4,1,0.356
1998,NUTS,2010,FR4,1,0.039
1999,NUTS,2010,FR4,1,0.717
2000,NUTS,2010,FR4,1,0.255
2001,NUTS,2010,FR4,1,1.282
2002,NUTS,2010,FR4,1,0.444
2003,NUTS,2010,FR4,1,0.611
2004,NUTS,2010,FR4,1,0.679
2005,NUTS,2010,FR4,1,0.932
2006,NUTS,2010,FR4,1,0.794
2007,NUTS,2010,FR4,1,0.862
2008,NUTS,2010,FR4,1,2.274
2009,NUTS,2010,FR4,1,0.643
2010,NUTS,2010,FR4,1,2.284
2011,NUTS,2010,FR4,1,1.382
2012,NUTS,2010,FR4,1,1.474
1990,NUTS,2010,FR41,2,0.434
1991,NUTS,2010,FR41,2,0.434
1994,NUTS,2010,FR41,2,1.297
1999,NUTS,2010,FR41,2,0.865
2004,NUTS,2010,FR41,2,0.43
2005,NUTS,2010,FR41,2,0.214
2006,NUTS,2010,FR41,2,0.214
2009,NUTS,2010,FR41,2,0.426
2010,NUTS,2010,FR41,2,1.097
2011,NUTS,2010,FR41,2,0.715
2012,NUTS,2010,FR41,2,1.098
1999,NUTS,2010,FR411,3,0.7
2010,NUTS,2010,FR411,3,2.049
2012,NUTS,2010,FR411,3,0.682
1999,NUTS,2010,FR412,3,5.196
2009,NUTS,2010,FR412,3,2.577
2010,NUTS,2010,FR412,3,1.702
1990,NUTS,2010,FR413,3,0.99
1991,NUTS,2010,FR413,3,0.988
1994,NUTS,2010,FR413,3,2.948
1999,NUTS,2010,FR413,3,0.488
2004,NUTS,2010,FR413,3,0.968
2005,NUTS,2010,FR413,3,0.483
2006,NUTS,2010,FR413,3,0.482
2009,NUTS,2010,FR413,3,0.479
2010,NUTS,2010,FR413,3,0.718
2011,NUTS,2010,FR413,3,1.607
2012,NUTS,2010,FR413,3,1.988
1993,NUTS,2010,FR42,2,0.198
1994,NUTS,2010,FR42,2,1.146
1996,NUTS,2010,FR42,2,0.588
1998,NUTS,2010,FR42,2,0.116
1999,NUTS,2010,FR42,2,0.981
2000,NUTS,2010,FR42,2,0.757
2001,NUTS,2010,FR42,2,1.708
2002,NUTS,2010,FR42,2,1.312
2003,NUTS,2010,FR42,2,1.096
2004,NUTS,2010,FR42,2,1.212
2005,NUTS,2010,FR42,2,1.896
2006,NUTS,2010,FR42,2,2.044
2007,NUTS,2010,FR42,2,2.238
2008,NUTS,2010,FR42,2,6.303
2009,NUTS,2010,FR42,2,1.329
2010,NUTS,2010,FR42,2,4.161
2011,NUTS,2010,FR42,2,2.834
2012,NUTS,2010,FR42,2,2.522
1993,NUTS,2010,FR421,3,0.337
1994,NUTS,2010,FR421,3,1.945
1998,NUTS,2010,FR421,3,0.197
1999,NUTS,2010,FR421,3,1.658
2000,NUTS,2010,FR421,3,0.63
2001,NUTS,2010,FR421,3,2.403
2002,NUTS,2010,FR421,3,1.832
2003,NUTS,2010,FR421,3,1.212
2004,NUTS,2010,FR421,3,1.411
2005,NUTS,2010,FR421,3,1.867
2006,NUTS,2010,FR421,3,1.548
2007,NUTS,2010,FR421,3,1.567
2008,NUTS,2010,FR421,3,4.253
2009,NUTS,2010,FR421,3,1.297
2010,NUTS,2010,FR421,3,3.577
2011,NUTS,2010,FR421,3,1.91
2012,NUTS,2010,FR421,3,2.073
1996,NUTS,2010,FR422,3,1.435
2000,NUTS,2010,FR422,3,0.942
2001,NUTS,2010,FR422,3,0.699
2002,NUTS,2010,FR422,3,0.556
2003,NUTS,2010,FR422,3,0.926
2004,NUTS,2010,FR422,3,0.92
2005,NUTS,2010,FR422,3,1.939
2006,NUTS,2010,FR422,3,2.77
2007,NUTS,2010,FR422,3,3.219
2008,NUTS,2010,FR422,3,9.289
2009,NUTS,2010,FR422,3,1.376
2010,NUTS,2010,FR422,3,5.015
2011,NUTS,2010,FR422,3,4.183
2012,NUTS,2010,FR422,3,3.178
1990,NUTS,2010,FR43,2,0.757
1991,NUTS,2010,FR43,2,2.274
1992,NUTS,2010,FR43,2,0.907
1994,NUTS,2010,FR43,2,1.354
1995,NUTS,2010,FR43,2,1.799
1997,NUTS,2010,FR43,2,1.642
2001,NUTS,2010,FR43,2,3.257
2003,NUTS,2010,FR43,2,1.1
2004,NUTS,2010,FR43,2,0.351
2005,NUTS,2010,FR43,2,0.873
2007,NUTS,2010,FR43,2,0.432
2008,NUTS,2010,FR43,2,0.498
2010,NUTS,2010,FR43,2,1.707
2011,NUTS,2010,FR43,2,0.426
2012,NUTS,2010,FR43,2,0.57
1992,NUTS,2010,FR431,3,2.045
1994,NUTS,2010,FR431,3,2.029
1995,NUTS,2010,FR431,3,2.02
1997,NUTS,2010,FR431,3,0.663
2001,NUTS,2010,FR431,3,2.322
2003,NUTS,2010,FR431,3,1.966
2004,NUTS,2010,FR431,3,0.783
2005,NUTS,2010,FR431,3,1.947
2007,NUTS,2010,FR431,3,0.961
2008,NUTS,2010,FR431,3,0.631
2010,NUTS,2010,FR431,3,1.895
2011,NUTS,2010,FR431,3,0.945
2012,NUTS,2010,FR431,3,1.262
1990,NUTS,2010,FR432,3,2.01
1997,NUTS,2010,FR432,3,1.995
2001,NUTS,2010,FR432,3,3.955
2008,NUTS,2010,FR432,3,0.959
1991,NUTS,2010,FR433,3,2.184
2003,NUTS,2010,FR433,3,1.072
2010,NUTS,2010,FR433,3,4.175
1990,NUTS,2010,FR434,3,2.463
1991,NUTS,2010,FR434,3,14.877
1994,NUTS,2010,FR434,3,3.673
1995,NUTS,2010,FR434,3,7.321
1997,NUTS,2010,FR434,3,7.291
2001,NUTS,2010,FR434,3,10.829
1990,NUTS,2010,FR5,1,0.168
1991,NUTS,2010,FR5,1,0.424
1992,NUTS,2010,FR5,1,0.555
1993,NUTS,2010,FR5,1,0.508
1994,NUTS,2010,FR5,1,0.523
1995,NUTS,2010,FR5,1,0.306
1996,NUTS,2010,FR5,1,0.415
1997,NUTS,2010,FR5,1,0.391
1998,NUTS,2010,FR5,1,0.291
1999,NUTS,2010,FR5,1,0.354
2000,NUTS,2010,FR5,1,0.277
2001,NUTS,2010,FR5,1,0.532
2002,NUTS,2010,FR5,1,0.681
2003,NUTS,2010,FR5,1,0.787
2004,NUTS,2010,FR5,1,1.273
2005,NUTS,2010,FR5,1,0.677
2006,NUTS,2010,FR5,1,0.596
2007,NUTS,2010,FR5,1,0.387
2008,NUTS,2010,FR5,1,0.951
2009,NUTS,2010,FR5,1,1.148
2010,NUTS,2010,FR5,1,1.204
2011,NUTS,2010,FR5,1,1.879
2012,NUTS,2010,FR5,1,0.753
1990,NUTS,2010,FR51,2,0.082
1991,NUTS,2010,FR51,2,0.381
1993,NUTS,2010,FR51,2,0.643
1994,NUTS,2010,FR51,2,0.361
1995,NUTS,2010,FR51,2,0.636
1996,NUTS,2010,FR51,2,0.316
1997,NUTS,2010,FR51,2,0.314
1998,NUTS,2010,FR51,2,0.312
1999,NUTS,2010,FR51,2,0.311
2000,NUTS,2010,FR51,2,0.154
2002,NUTS,2010,FR51,2,0.561
2003,NUTS,2010,FR51,2,0.771
2004,NUTS,2010,FR51,2,1.775
2005,NUTS,2010,FR51,2,0.747
2006,NUTS,2010,FR51,2,0.29
2007,NUTS,2010,FR51,2,0.431
2008,NUTS,2010,FR51,2,1.33
2009,NUTS,2010,FR51,2,0.658
2010,NUTS,2010,FR51,2,0.683
2011,NUTS,2010,FR51,2,2.485
2012,NUTS,2010,FR51,2,0.917
1991,NUTS,2010,FR511,3,1.105
1993,NUTS,2010,FR511,3,1.853
1994,NUTS,2010,FR511,3,0.919
1995,NUTS,2010,FR511,3,0.912
1999,NUTS,2010,FR511,3,0.882
2000,NUTS,2010,FR511,3,0.436
2002,NUTS,2010,FR511,3,0.732
2003,NUTS,2010,FR511,3,0.42
2004,NUTS,2010,FR511,3,3.88
2005,NUTS,2010,FR511,3,1.501
2006,NUTS,2010,FR511,3,0.81
2007,NUTS,2010,FR511,3,1.043
2008,NUTS,2010,FR511,3,2.126
2009,NUTS,2010,FR511,3,1.84
2010,NUTS,2010,FR511,3,0.156
2011,NUTS,2010,FR511,3,1.651
2012,NUTS,2010,FR511,3,0.51
1995,NUTS,2010,FR512,3,1.388
1996,NUTS,2010,FR512,3,1.381
1997,NUTS,2010,FR512,3,1.375
1998,NUTS,2010,FR512,3,1.371
2002,NUTS,2010,FR512,3,1.339
2003,NUTS,2010,FR512,3,0.333
2004,NUTS,2010,FR512,3,1.759
2005,NUTS,2010,FR512,3,0.932
2007,NUTS,2010,FR512,3,0.259
2008,NUTS,2010,FR512,3,2.581
2012,NUTS,2010,FR512,3,1.885
1990,NUTS,2010,FR513,3,0.9
1994,NUTS,2010,FR513,3,0.463
2010,NUTS,2010,FR513,3,3.264
2011,NUTS,2010,FR513,3,12.409
2012,NUTS,2010,FR513,3,3.253
2003,NUTS,2010,FR514,3,1.841
2010,NUTS,2010,FR514,3,2.2
2012,NUTS,2010,FR514,3,0.3
2003,NUTS,2010,FR515,3,1.454
2011,NUTS,2010,FR515,3,4.675
1990,NUTS,2010,FR52,2,0.358
1991,NUTS,2010,FR52,2,0.713
1992,NUTS,2010,FR52,2,1.483
1993,NUTS,2010,FR52,2,0.648
1994,NUTS,2010,FR52,2,1.0
1995,NUTS,2010,FR52,2,0.116
1996,NUTS,2010,FR52,2,0.41
1998,NUTS,2010,FR52,2,0.232
1999,NUTS,2010,FR52,2,0.086
2000,NUTS,2010,FR52,2,0.229
2001,NUTS,2010,FR52,2,1.422
2002,NUTS,2010,FR52,2,1.201
2003,NUTS,2010,FR52,2,0.914
2004,NUTS,2010,FR52,2,1.426
2005,NUTS,2010,FR52,2,0.978
2006,NUTS,2010,FR52,2,1.27
2007,NUTS,2010,FR52,2,0.554
2008,NUTS,2010,FR52,2,0.74
2009,NUTS,2010,FR52,2,1.858
2010,NUTS,2010,FR52,2,1.357
2011,NUTS,2010,FR52,2,1.358
2012,NUTS,2010,FR52,2,0.704
1990,NUTS,2010,FR521,3,1.857
1991,NUTS,2010,FR521,3,3.716
1992,NUTS,2010,FR521,3,7.129
1993,NUTS,2010,FR521,3,1.861
