year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_f_hc
2018,NUTS,2010,ITH1,2,129.0
2019,NUTS,2010,ITH1,2,134.0
2011,NUTS,2010,ITH2,2,504.0
2012,NUTS,2010,ITH2,2,538.0
2013,NUTS,2010,ITH2,2,655.0
2014,NUTS,2010,ITH2,2,605.0
2015,NUTS,2010,ITH2,2,705.0
2016,NUTS,2010,ITH2,2,598.0
2017,NUTS,2010,ITH2,2,823.0
2018,NUTS,2010,ITH2,2,778.0
2019,NUTS,2010,ITH2,2,705.0
2011,NUTS,2010,ITH3,2,1097.0
2012,NUTS,2010,ITH3,2,1104.0
2013,NUTS,2010,ITH3,2,1136.0
2014,NUTS,2010,ITH3,2,1089.0
2015,NUTS,2010,ITH3,2,1106.0
2016,NUTS,2010,ITH3,2,1080.0
2017,NUTS,2010,ITH3,2,1174.0
2018,NUTS,2010,ITH3,2,1134.0
2019,NUTS,2010,ITH3,2,1071.0
2011,NUTS,2010,ITH4,2,498.0
2012,NUTS,2010,ITH4,2,551.0
2013,NUTS,2010,ITH4,2,501.0
2014,NUTS,2010,ITH4,2,675.0
2015,NUTS,2010,ITH4,2,765.0
2016,NUTS,2010,ITH4,2,752.0
2017,NUTS,2010,ITH4,2,891.0
2018,NUTS,2010,ITH4,2,927.0
2019,NUTS,2010,ITH4,2,887.0
2011,NUTS,2010,ITH5,2,2409.0
2012,NUTS,2010,ITH5,2,2651.0
2013,NUTS,2010,ITH5,2,2827.0
2014,NUTS,2010,ITH5,2,2083.0
2015,NUTS,2010,ITH5,2,2086.0
2016,NUTS,2010,ITH5,2,2245.0
2017,NUTS,2010,ITH5,2,2158.0
2018,NUTS,2010,ITH5,2,2174.0
2019,NUTS,2010,ITH5,2,2259.0
2011,NUTS,2010,ITI,1,9559.0
2012,NUTS,2010,ITI,1,9855.0
2013,NUTS,2010,ITI,1,9775.0
2014,NUTS,2010,ITI,1,9906.0
2015,NUTS,2010,ITI,1,10326.0
2016,NUTS,2010,ITI,1,10517.0
2017,NUTS,2010,ITI,1,10457.0
2018,NUTS,2010,ITI,1,10827.0
2019,NUTS,2010,ITI,1,10835.0
2011,NUTS,2010,ITI1,2,1263.0
2012,NUTS,2010,ITI1,2,1356.0
2013,NUTS,2010,ITI1,2,1526.0
2014,NUTS,2010,ITI1,2,1535.0
2015,NUTS,2010,ITI1,2,1556.0
2016,NUTS,2010,ITI1,2,1613.0
2017,NUTS,2010,ITI1,2,1585.0
2018,NUTS,2010,ITI1,2,1775.0
2019,NUTS,2010,ITI1,2,1685.0
2011,NUTS,2010,ITI2,2,99.0
2012,NUTS,2010,ITI2,2,122.0
2013,NUTS,2010,ITI2,2,154.0
2014,NUTS,2010,ITI2,2,172.0
2015,NUTS,2010,ITI2,2,177.0
2016,NUTS,2010,ITI2,2,192.0
2017,NUTS,2010,ITI2,2,158.0
2018,NUTS,2010,ITI2,2,160.0
2019,NUTS,2010,ITI2,2,203.0
2011,NUTS,2010,ITI3,2,125.0
2012,NUTS,2010,ITI3,2,160.0
2013,NUTS,2010,ITI3,2,183.0
2014,NUTS,2010,ITI3,2,206.0
2015,NUTS,2010,ITI3,2,202.0
2016,NUTS,2010,ITI3,2,237.0
2017,NUTS,2010,ITI3,2,254.0
2018,NUTS,2010,ITI3,2,255.0
2019,NUTS,2010,ITI3,2,271.0
2011,NUTS,2010,ITI4,2,8072.0
2012,NUTS,2010,ITI4,2,8217.0
2013,NUTS,2010,ITI4,2,7912.0
2014,NUTS,2010,ITI4,2,7993.0
2015,NUTS,2010,ITI4,2,8391.0
2016,NUTS,2010,ITI4,2,8475.0
2017,NUTS,2010,ITI4,2,8460.0
2018,NUTS,2010,ITI4,2,8637.0
2019,NUTS,2010,ITI4,2,8676.0
2011,NUTS,2010,JP,0,21195.0
2012,NUTS,2010,JP,0,21543.0
2013,NUTS,2010,JP,0,21343.0
2014,NUTS,2010,JP,0,22040.0
2015,NUTS,2010,JP,0,22899.0
2016,NUTS,2010,JP,0,23541.0
2017,NUTS,2010,JP,0,24112.0
2018,NUTS,2010,JP,0,24499.0
2019,NUTS,2010,JP,0,24983.0
2011,NUTS,2010,KR,0,10255.0
2012,NUTS,2010,KR,0,12580.0
2013,NUTS,2010,KR,0,13526.0
2014,NUTS,2010,KR,0,13731.0
2015,NUTS,2010,KR,0,13932.0
2016,NUTS,2010,KR,0,14333.0
2017,NUTS,2010,KR,0,14738.0
2018,NUTS,2010,KR,0,16051.0
2019,NUTS,2010,KR,0,17398.0
2011,NUTS,2010,LT,0,1547.0
2012,NUTS,2010,LT,0,1502.0
2013,NUTS,2010,LT,0,1552.0
2014,NUTS,2010,LT,0,1615.0
2015,NUTS,2010,LT,0,1573.0
2016,NUTS,2010,LT,0,2159.0
2017,NUTS,2010,LT,0,2249.0
2018,NUTS,2010,LT,0,2172.0
2019,NUTS,2010,LT,0,2131.0
2015,NUTS,2010,LT01,2,1096.0
2016,NUTS,2010,LT01,2,1212.0
2017,NUTS,2010,LT01,2,1277.0
2018,NUTS,2010,LT01,2,1275.0
2019,NUTS,2010,LT01,2,1311.0
2015,NUTS,2010,LT02,2,477.0
2016,NUTS,2010,LT02,2,947.0
2017,NUTS,2010,LT02,2,972.0
2018,NUTS,2010,LT02,2,897.0
2019,NUTS,2010,LT02,2,820.0
2011,NUTS,2010,LU,0,609.0
2012,NUTS,2010,LU,0,597.0
2013,NUTS,2010,LU,0,625.0
2014,NUTS,2010,LU,0,633.0
2015,NUTS,2010,LU,0,630.0
2017,NUTS,2010,LU,0,597.0
2019,NUTS,2010,LU,0,637.0
2011,NUTS,2010,LV,0,960.0
2012,NUTS,2010,LV,0,919.0
2013,NUTS,2010,LV,0,894.0
2014,NUTS,2010,LV,0,905.0
2015,NUTS,2010,LV,0,956.0
2016,NUTS,2010,LV,0,965.0
2017,NUTS,2010,LV,0,922.0
2018,NUTS,2010,LV,0,1054.0
2019,NUTS,2010,LV,0,959.0
2011,NUTS,2010,ME,0,404.0
2013,NUTS,2010,ME,0,438.0
2014,NUTS,2010,ME,0,401.0
2015,NUTS,2010,ME,0,456.0
2017,NUTS,2010,ME,0,504.0
2018,NUTS,2010,ME,0,510.0
2019,NUTS,2010,ME,0,543.0
2011,NUTS,2010,MK,0,254.0
2012,NUTS,2010,MK,0,471.0
2015,NUTS,2010,MK,0,233.0
2016,NUTS,2010,MK,0,302.0
2017,NUTS,2010,MK,0,285.0
2018,NUTS,2010,MK,0,262.0
2019,NUTS,2010,MK,0,246.0
2011,NUTS,2010,MT,0,18.0
2012,NUTS,2010,MT,0,13.0
2013,NUTS,2010,MT,0,9.0
2014,NUTS,2010,MT,0,10.0
2015,NUTS,2010,MT,0,17.0
2016,NUTS,2010,MT,0,16.0
2017,NUTS,2010,MT,0,36.0
2018,NUTS,2010,MT,0,38.0
2019,NUTS,2010,MT,0,6.0
2011,NUTS,2010,NL,0,4833.0
2012,NUTS,2010,NL,0,7708.0
2013,NUTS,2010,NL,0,4602.0
2014,NUTS,2010,NL,0,4668.0
2015,NUTS,2010,NL,0,4862.0
2016,NUTS,2010,NL,0,4939.0
2017,NUTS,2010,NL,0,4736.0
2018,NUTS,2010,NL,0,5305.0
2019,NUTS,2010,NL,0,5636.0
2011,NUTS,2010,NO,0,4384.0
2012,NUTS,2010,NO,0,4460.0
2013,NUTS,2010,NO,0,4563.0
2014,NUTS,2010,NO,0,4622.0
2015,NUTS,2010,NO,0,4835.0
2016,NUTS,2010,NO,0,4797.0
2017,NUTS,2010,NO,0,5035.0
2018,NUTS,2010,NO,0,5084.0
2019,NUTS,2010,NO,0,5119.0
2011,NUTS,2010,NO0,1,4384.0
2012,NUTS,2010,NO0,1,4460.0
2013,NUTS,2010,NO0,1,4563.0
2014,NUTS,2010,NO0,1,4622.0
2011,NUTS,2010,NO01,2,2419.0
2012,NUTS,2010,NO01,2,2462.0
2013,NUTS,2010,NO01,2,2518.0
2014,NUTS,2010,NO01,2,2465.0
2011,NUTS,2010,NO02,2,119.0
2012,NUTS,2010,NO02,2,129.0
2013,NUTS,2010,NO02,2,128.0
2014,NUTS,2010,NO02,2,141.0
2011,NUTS,2010,NO03,2,321.0
2012,NUTS,2010,NO03,2,332.0
2013,NUTS,2010,NO03,2,372.0
2014,NUTS,2010,NO03,2,434.0
2011,NUTS,2010,NO04,2,169.0
2012,NUTS,2010,NO04,2,172.0
2013,NUTS,2010,NO04,2,196.0
2014,NUTS,2010,NO04,2,189.0
2011,NUTS,2010,NO05,2,717.0
2012,NUTS,2010,NO05,2,715.0
2013,NUTS,2010,NO05,2,719.0
2014,NUTS,2010,NO05,2,760.0
2011,NUTS,2010,NO06,2,342.0
2012,NUTS,2010,NO06,2,346.0
2013,NUTS,2010,NO06,2,327.0
2014,NUTS,2010,NO06,2,303.0
2011,NUTS,2010,NO07,2,297.0
2012,NUTS,2010,NO07,2,304.0
2013,NUTS,2010,NO07,2,303.0
2014,NUTS,2010,NO07,2,330.0
2011,NUTS,2010,PL,0,12392.0
2012,NUTS,2010,PL,0,12546.0
2013,NUTS,2010,PL,0,12785.0
2014,NUTS,2010,PL,0,12961.0
2015,NUTS,2010,PL,0,12351.0
2016,NUTS,2010,PL,0,5005.0
2017,NUTS,2010,PL,0,5137.0
2018,NUTS,2010,PL,0,4659.0
2019,NUTS,2010,PL,0,4227.0
2011,NUTS,2010,PL1,1,8344.0
2012,NUTS,2010,PL1,1,7556.0
2013,NUTS,2010,PL1,1,7829.0
2014,NUTS,2010,PL1,1,7981.0
2015,NUTS,2010,PL1,1,7688.0
2012,NUTS,2010,PL11,2,936.0
2013,NUTS,2010,PL11,2,938.0
2012,NUTS,2010,PL12,2,6620.0
2013,NUTS,2010,PL12,2,6891.0
2011,NUTS,2010,PL2,1,1689.0
2012,NUTS,2010,PL2,1,2371.0
2013,NUTS,2010,PL2,1,2218.0
2014,NUTS,2010,PL2,1,2242.0
2015,NUTS,2010,PL2,1,2125.0
2016,NUTS,2010,PL2,1,530.0
2017,NUTS,2010,PL2,1,914.0
2018,NUTS,2010,PL2,1,975.0
2019,NUTS,2010,PL2,1,549.0
2011,NUTS,2010,PL21,2,985.0
2015,NUTS,2010,PL21,2,1399.0
2017,NUTS,2010,PL21,2,586.0
2018,NUTS,2010,PL21,2,646.0
2019,NUTS,2010,PL21,2,346.0
2011,NUTS,2010,PL22,2,704.0
2015,NUTS,2010,PL22,2,726.0
2017,NUTS,2010,PL22,2,328.0
2018,NUTS,2010,PL22,2,329.0
2019,NUTS,2010,PL22,2,203.0
2011,NUTS,2010,PL3,1,549.0
2012,NUTS,2010,PL3,1,516.0
2013,NUTS,2010,PL3,1,573.0
2011,NUTS,2010,PL31,2,523.0
2012,NUTS,2010,PL33,2,19.0
2014,NUTS,2010,PL33,2,79.0
2015,NUTS,2010,PL33,2,84.0
2011,NUTS,2010,PL34,2,24.0
2011,NUTS,2010,PL4,1,1018.0
2012,NUTS,2010,PL4,1,957.0
2013,NUTS,2010,PL4,1,920.0
2014,NUTS,2010,PL4,1,931.0
2015,NUTS,2010,PL4,1,857.0
2016,NUTS,2010,PL4,1,202.0
2017,NUTS,2010,PL4,1,501.0
2018,NUTS,2010,PL4,1,663.0
2019,NUTS,2010,PL4,1,590.0
2016,NUTS,2010,PL41,2,185.0
2017,NUTS,2010,PL41,2,278.0
2018,NUTS,2010,PL41,2,393.0
2019,NUTS,2010,PL41,2,361.0
2011,NUTS,2010,PL42,2,0.0
2012,NUTS,2010,PL43,2,4.0
2013,NUTS,2010,PL43,2,2.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,363.0
2014,NUTS,2010,PL5,1,610.0
2016,NUTS,2010,PL5,1,81.0
2017,NUTS,2010,PL5,1,190.0
2018,NUTS,2010,PL5,1,196.0
2019,NUTS,2010,PL5,1,374.0
2015,NUTS,2010,PL51,2,420.0
2012,NUTS,2010,PL52,2,134.0
2011,NUTS,2010,PL6,1,429.0
2015,NUTS,2010,PL6,1,550.0
2016,NUTS,2010,PL6,1,112.0
2017,NUTS,2010,PL6,1,275.0
2018,NUTS,2010,PL6,1,373.0
2019,NUTS,2010,PL6,1,307.0
2012,NUTS,2010,PL61,2,90.0
2014,NUTS,2010,PL61,2,82.0
2015,NUTS,2010,PL61,2,81.0
2018,NUTS,2010,PL61,2,119.0
2019,NUTS,2010,PL61,2,59.0
2012,NUTS,2010,PL62,2,165.0
2015,NUTS,2010,PL62,2,168.0
2016,NUTS,2010,PL62,2,48.0
2018,NUTS,2010,PL62,2,55.0
2019,NUTS,2010,PL62,2,18.0
2011,NUTS,2010,PL63,2,198.0
2014,NUTS,2010,PL63,2,294.0
2015,NUTS,2010,PL63,2,301.0
2017,NUTS,2010,PL63,2,110.0
2018,NUTS,2010,PL63,2,199.0
2019,NUTS,2010,PL63,2,230.0
2016,NUTS,2010,PL7,1,347.0
2017,NUTS,2010,PL7,1,731.0
2018,NUTS,2010,PL7,1,542.0
2019,NUTS,2010,PL7,1,486.0
2018,NUTS,2010,PL71,2,453.0
2019,NUTS,2010,PL71,2,387.0
2018,NUTS,2010,PL72,2,89.0
2019,NUTS,2010,PL72,2,99.0
2016,NUTS,2010,PL8,1,130.0
2017,NUTS,2010,PL8,1,222.0
2018,NUTS,2010,PL8,1,159.0
2019,NUTS,2010,PL8,1,162.0
2018,NUTS,2010,PL81,2,59.0
2019,NUTS,2010,PL81,2,75.0
2019,NUTS,2010,PL82,2,43.0
2017,NUTS,2010,PL84,2,70.0
2019,NUTS,2010,PL84,2,44.0
2016,NUTS,2010,PL9,1,3603.0
2017,NUTS,2010,PL9,1,2304.0
2018,NUTS,2010,PL9,1,1751.0
2019,NUTS,2010,PL9,1,1759.0
2018,NUTS,2010,PL91,2,1673.0
2019,NUTS,2010,PL91,2,1693.0
2018,NUTS,2010,PL92,2,78.0
2019,NUTS,2010,PL92,2,66.0
2011,NUTS,2010,PT,0,4244.0
2012,NUTS,2010,PT,0,3328.0
2013,NUTS,2010,PT,0,3324.0
2014,NUTS,2010,PT,0,3566.0
2015,NUTS,2010,PT,0,3934.0
2016,NUTS,2010,PT,0,4017.0
2017,NUTS,2010,PT,0,4451.0
2018,NUTS,2010,PT,0,4551.0
2019,NUTS,2010,PT,0,4755.0
2020,NUTS,2010,PT,0,5274.0
2011,NUTS,2010,PT1,1,4072.0
2012,NUTS,2010,PT1,1,3161.0
2013,NUTS,2010,PT1,1,3170.0
2014,NUTS,2010,PT1,1,3394.0
2015,NUTS,2010,PT1,1,3747.0
2016,NUTS,2010,PT1,1,3820.0
2017,NUTS,2010,PT1,1,4256.0
2018,NUTS,2010,PT1,1,4375.0
2019,NUTS,2010,PT1,1,4548.0
2020,NUTS,2010,PT1,1,5036.0
2011,NUTS,2010,PT11,2,848.0
2012,NUTS,2010,PT11,2,588.0
2013,NUTS,2010,PT11,2,736.0
2014,NUTS,2010,PT11,2,866.0
2015,NUTS,2010,PT11,2,1016.0
2016,NUTS,2010,PT11,2,1085.0
2017,NUTS,2010,PT11,2,1278.0
2018,NUTS,2010,PT11,2,1404.0
2019,NUTS,2010,PT11,2,1570.0
2020,NUTS,2010,PT11,2,1687.0
2011,NUTS,2010,PT15,2,78.0
2012,NUTS,2010,PT15,2,122.0
2013,NUTS,2010,PT15,2,86.0
2014,NUTS,2010,PT15,2,58.0
2015,NUTS,2010,PT15,2,31.0
2016,NUTS,2010,PT15,2,49.0
2017,NUTS,2010,PT15,2,57.0
2018,NUTS,2010,PT15,2,53.0
2019,NUTS,2010,PT15,2,59.0
2020,NUTS,2010,PT15,2,81.0
2011,NUTS,2010,PT16,2,544.0
2012,NUTS,2010,PT16,2,474.0
2013,NUTS,2010,PT16,2,447.0
2014,NUTS,2010,PT16,2,466.0
2015,NUTS,2010,PT16,2,590.0
2016,NUTS,2010,PT16,2,615.0
2017,NUTS,2010,PT16,2,640.0
2018,NUTS,2010,PT16,2,641.0
2019,NUTS,2010,PT16,2,702.0
2020,NUTS,2010,PT16,2,676.0
2011,NUTS,2010,PT17,2,2579.0
2012,NUTS,2010,PT17,2,1963.0
2013,NUTS,2010,PT17,2,1880.0
2014,NUTS,2010,PT17,2,1978.0
2015,NUTS,2010,PT17,2,2082.0
2016,NUTS,2010,PT17,2,2050.0
2017,NUTS,2010,PT17,2,2280.0
2018,NUTS,2010,PT17,2,2274.0
2019,NUTS,2010,PT17,2,2215.0
2020,NUTS,2010,PT17,2,2588.0
2011,NUTS,2010,PT18,2,23.0
2012,NUTS,2010,PT18,2,14.0
2013,NUTS,2010,PT18,2,21.0
2014,NUTS,2010,PT18,2,26.0
2015,NUTS,2010,PT18,2,28.0
2016,NUTS,2010,PT18,2,21.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,3.0
2019,NUTS,2010,PT18,2,2.0
2020,NUTS,2010,PT18,2,4.0
2011,NUTS,2010,PT2,1,53.0
2012,NUTS,2010,PT2,1,113.0
2013,NUTS,2010,PT2,1,92.0
2014,NUTS,2010,PT2,1,103.0
2015,NUTS,2010,PT2,1,104.0
2016,NUTS,2010,PT2,1,93.0
2017,NUTS,2010,PT2,1,75.0
2018,NUTS,2010,PT2,1,57.0
2019,NUTS,2010,PT2,1,71.0
2020,NUTS,2010,PT2,1,92.0
2011,NUTS,2010,PT20,2,53.0
2012,NUTS,2010,PT20,2,113.0
2013,NUTS,2010,PT20,2,92.0
2014,NUTS,2010,PT20,2,103.0
2015,NUTS,2010,PT20,2,104.0
2016,NUTS,2010,PT20,2,93.0
2017,NUTS,2010,PT20,2,75.0
2018,NUTS,2010,PT20,2,57.0
2019,NUTS,2010,PT20,2,71.0
2020,NUTS,2010,PT20,2,92.0
2011,NUTS,2010,PT3,1,119.0
2012,NUTS,2010,PT3,1,54.0
2013,NUTS,2010,PT3,1,62.0
2014,NUTS,2010,PT3,1,69.0
2015,NUTS,2010,PT3,1,83.0
2016,NUTS,2010,PT3,1,104.0
2017,NUTS,2010,PT3,1,120.0
2018,NUTS,2010,PT3,1,119.0
2019,NUTS,2010,PT3,1,136.0
2020,NUTS,2010,PT3,1,146.0
2011,NUTS,2010,PT30,2,119.0
2012,NUTS,2010,PT30,2,54.0
2013,NUTS,2010,PT30,2,62.0
2014,NUTS,2010,PT30,2,69.0
2015,NUTS,2010,PT30,2,83.0
2016,NUTS,2010,PT30,2,104.0
2017,NUTS,2010,PT30,2,120.0
2018,NUTS,2010,PT30,2,119.0
2019,NUTS,2010,PT30,2,136.0
2020,NUTS,2010,PT30,2,146.0
2011,NUTS,2010,RO,0,5301.0
2012,NUTS,2010,RO,0,5792.0
2013,NUTS,2010,RO,0,6307.0
2014,NUTS,2010,RO,0,6125.0
2015,NUTS,2010,RO,0,6242.0
2016,NUTS,2010,RO,0,6436.0
2017,NUTS,2010,RO,0,6370.0
2018,NUTS,2010,RO,0,6131.0
2019,NUTS,2010,RO,0,6354.0
2011,NUTS,2010,RO1,1,341.0
2012,NUTS,2010,RO1,1,500.0
2013,NUTS,2010,RO1,1,572.0
2014,NUTS,2010,RO1,1,574.0
2015,NUTS,2010,RO1,1,545.0
2016,NUTS,2010,RO1,1,556.0
2017,NUTS,2010,RO1,1,533.0
2018,NUTS,2010,RO1,1,510.0
2019,NUTS,2010,RO1,1,541.0
2011,NUTS,2010,RO11,2,251.0
2012,NUTS,2010,RO11,2,403.0
2013,NUTS,2010,RO11,2,468.0
2014,NUTS,2010,RO11,2,446.0
2015,NUTS,2010,RO11,2,415.0
2016,NUTS,2010,RO11,2,414.0
2017,NUTS,2010,RO11,2,403.0
2018,NUTS,2010,RO11,2,384.0
2019,NUTS,2010,RO11,2,391.0
2011,NUTS,2010,RO12,2,90.0
2012,NUTS,2010,RO12,2,97.0
2013,NUTS,2010,RO12,2,104.0
2014,NUTS,2010,RO12,2,128.0
2015,NUTS,2010,RO12,2,130.0
2016,NUTS,2010,RO12,2,142.0
2017,NUTS,2010,RO12,2,130.0
2018,NUTS,2010,RO12,2,126.0
2019,NUTS,2010,RO12,2,150.0
2011,NUTS,2010,RO2,1,578.0
2012,NUTS,2010,RO2,1,516.0
2013,NUTS,2010,RO2,1,555.0
2014,NUTS,2010,RO2,1,565.0
2015,NUTS,2010,RO2,1,652.0
2016,NUTS,2010,RO2,1,680.0
2017,NUTS,2010,RO2,1,707.0
2018,NUTS,2010,RO2,1,745.0
2019,NUTS,2010,RO2,1,794.0
2011,NUTS,2010,RO21,2,323.0
2012,NUTS,2010,RO21,2,296.0
2013,NUTS,2010,RO21,2,330.0
2014,NUTS,2010,RO21,2,373.0
2015,NUTS,2010,RO21,2,387.0
2016,NUTS,2010,RO21,2,401.0
2017,NUTS,2010,RO21,2,404.0
2018,NUTS,2010,RO21,2,446.0
2019,NUTS,2010,RO21,2,463.0
2011,NUTS,2010,RO22,2,255.0
2012,NUTS,2010,RO22,2,220.0
2013,NUTS,2010,RO22,2,225.0
2014,NUTS,2010,RO22,2,192.0
2015,NUTS,2010,RO22,2,265.0
2016,NUTS,2010,RO22,2,279.0
2017,NUTS,2010,RO22,2,303.0
2018,NUTS,2010,RO22,2,299.0
2019,NUTS,2010,RO22,2,331.0
2011,NUTS,2010,RO3,1,4077.0
2012,NUTS,2010,RO3,1,4571.0
2013,NUTS,2010,RO3,1,4880.0
2014,NUTS,2010,RO3,1,4709.0
2015,NUTS,2010,RO3,1,4727.0
2016,NUTS,2010,RO3,1,4871.0
2017,NUTS,2010,RO3,1,4793.0
2018,NUTS,2010,RO3,1,4530.0
2019,NUTS,2010,RO3,1,4677.0
2011,NUTS,2010,RO31,2,304.0
2012,NUTS,2010,RO31,2,302.0
2013,NUTS,2010,RO31,2,290.0
2014,NUTS,2010,RO31,2,280.0
2015,NUTS,2010,RO31,2,293.0
2016,NUTS,2010,RO31,2,306.0
2017,NUTS,2010,RO31,2,255.0
2018,NUTS,2010,RO31,2,231.0
2019,NUTS,2010,RO31,2,236.0
2011,NUTS,2010,RO32,2,3773.0
2012,NUTS,2010,RO32,2,4269.0
2013,NUTS,2010,RO32,2,4590.0
2014,NUTS,2010,RO32,2,4429.0
2015,NUTS,2010,RO32,2,4434.0
2016,NUTS,2010,RO32,2,4565.0
2017,NUTS,2010,RO32,2,4538.0
2018,NUTS,2010,RO32,2,4299.0
2019,NUTS,2010,RO32,2,4441.0
2011,NUTS,2010,RO4,1,305.0
2012,NUTS,2010,RO4,1,205.0
2013,NUTS,2010,RO4,1,300.0
2014,NUTS,2010,RO4,1,277.0
2015,NUTS,2010,RO4,1,318.0
2016,NUTS,2010,RO4,1,329.0
2017,NUTS,2010,RO4,1,337.0
2018,NUTS,2010,RO4,1,346.0
2019,NUTS,2010,RO4,1,342.0
2011,NUTS,2010,RO41,2,185.0
2012,NUTS,2010,RO41,2,93.0
2013,NUTS,2010,RO41,2,152.0
2014,NUTS,2010,RO41,2,129.0
2015,NUTS,2010,RO41,2,176.0
2016,NUTS,2010,RO41,2,170.0
2017,NUTS,2010,RO41,2,168.0
2018,NUTS,2010,RO41,2,170.0
2019,NUTS,2010,RO41,2,152.0
2011,NUTS,2010,RO42,2,120.0
2012,NUTS,2010,RO42,2,112.0
2013,NUTS,2010,RO42,2,148.0
2014,NUTS,2010,RO42,2,148.0
2015,NUTS,2010,RO42,2,142.0
2016,NUTS,2010,RO42,2,159.0
2017,NUTS,2010,RO42,2,169.0
2018,NUTS,2010,RO42,2,176.0
2019,NUTS,2010,RO42,2,190.0
2011,NUTS,2010,RS,0,2928.0
2012,NUTS,2010,RS,0,2979.0
2013,NUTS,2010,RS,0,2984.0
2014,NUTS,2010,RS,0,2673.0
2015,NUTS,2010,RS,0,2972.0
2016,NUTS,2010,RS,0,2853.0
2017,NUTS,2010,RS,0,2873.0
2018,NUTS,2010,RS,0,3019.0
2019,NUTS,2010,RS,0,3056.0
2020,NUTS,2010,RS,0,3155.0
2018,NUTS,2010,RS1,1,2897.0
2019,NUTS,2010,RS1,1,2926.0
2020,NUTS,2010,RS1,1,2963.0
2018,NUTS,2010,RS11,2,2463.0
2019,NUTS,2010,RS11,2,2453.0
2020,NUTS,2010,RS11,2,2500.0
2018,NUTS,2010,RS12,2,434.0
2019,NUTS,2010,RS12,2,473.0
2020,NUTS,2010,RS12,2,463.0
2018,NUTS,2010,RS2,1,122.0
2019,NUTS,2010,RS2,1,130.0
2020,NUTS,2010,RS2,1,192.0
2018,NUTS,2010,RS21,2,15.0
2019,NUTS,2010,RS21,2,16.0
2020,NUTS,2010,RS21,2,56.0
2018,NUTS,2010,RS22,2,107.0
2019,NUTS,2010,RS22,2,114.0
2020,NUTS,2010,RS22,2,136.0
2011,NUTS,2010,SE,0,4299.0
2013,NUTS,2010,SE,0,5053.0
2015,NUTS,2010,SE,0,7803.0
2017,NUTS,2010,SE,0,9920.0
2019,NUTS,2010,SE,0,10112.0
2017,NUTS,2010,SE1,1,3907.0
2019,NUTS,2010,SE1,1,3815.0
2017,NUTS,2010,SE11,2,1769.0
2019,NUTS,2010,SE11,2,1697.0
2017,NUTS,2010,SE12,2,2138.0
2019,NUTS,2010,SE12,2,2118.0
2017,NUTS,2010,SE2,1,4928.0
2019,NUTS,2010,SE2,1,5405.0
2017,NUTS,2010,SE21,2,140.0
2019,NUTS,2010,SE21,2,156.0
2017,NUTS,2010,SE22,2,1724.0
2019,NUTS,2010,SE22,2,2801.0
2017,NUTS,2010,SE23,2,3064.0
2019,NUTS,2010,SE23,2,2448.0
2017,NUTS,2010,SE3,1,1084.0
2019,NUTS,2010,SE3,1,891.0
2017,NUTS,2010,SE31,2,323.0
2019,NUTS,2010,SE31,2,294.0
2017,NUTS,2010,SE32,2,78.0
2019,NUTS,2010,SE32,2,46.0
2017,NUTS,2010,SE33,2,684.0
2019,NUTS,2010,SE33,2,551.0
2011,NUTS,2010,SI,0,1551.0
2012,NUTS,2010,SI,0,1515.0
2013,NUTS,2010,SI,0,1562.0
2014,NUTS,2010,SI,0,1533.0
2015,NUTS,2010,SI,0,1528.0
2016,NUTS,2010,SI,0,1525.0
2017,NUTS,2010,SI,0,1541.0
2018,NUTS,2010,SI,0,1623.0
2019,NUTS,2010,SI,0,1712.0
2011,NUTS,2010,SI0,1,1551.0
2012,NUTS,2010,SI0,1,1515.0
2013,NUTS,2010,SI0,1,1562.0
2014,NUTS,2010,SI0,1,1533.0
2015,NUTS,2010,SI0,1,1528.0
2016,NUTS,2010,SI0,1,1525.0
2017,NUTS,2010,SI0,1,1541.0
2018,NUTS,2010,SI0,1,1623.0
2019,NUTS,2010,SI0,1,1712.0
2013,NUTS,2010,SI03,2,99.0
2014,NUTS,2010,SI03,2,54.0
2015,NUTS,2010,SI03,2,35.0
2016,NUTS,2010,SI03,2,24.0
2013,NUTS,2010,SI04,2,1463.0
2014,NUTS,2010,SI04,2,1479.0
2015,NUTS,2010,SI04,2,1493.0
2016,NUTS,2010,SI04,2,1501.0
2011,NUTS,2010,SK,0,2603.0
2012,NUTS,2010,SK,0,2723.0
2013,NUTS,2010,SK,0,2316.0
2014,NUTS,2010,SK,0,2809.0
2015,NUTS,2010,SK,0,3027.0
2016,NUTS,2010,SK,0,3700.0
2017,NUTS,2010,SK,0,3524.0
2018,NUTS,2010,SK,0,3486.0
2019,NUTS,2010,SK,0,3541.0
2020,NUTS,2010,SK,0,3651.0
2011,NUTS,2010,SK01,2,1869.0
2012,NUTS,2010,SK01,2,1916.0
2013,NUTS,2010,SK01,2,1829.0
2014,NUTS,2010,SK01,2,1948.0
2015,NUTS,2010,SK01,2,2079.0
2016,NUTS,2010,SK01,2,2453.0
2017,NUTS,2010,SK01,2,2489.0
2018,NUTS,2010,SK01,2,2555.0
2019,NUTS,2010,SK01,2,2774.0
2020,NUTS,2010,SK01,2,2896.0
