year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_hc
2005,NUTS,2010,ES11,2,748.0
2006,NUTS,2010,ES11,2,787.0
2007,NUTS,2010,ES11,2,834.0
2008,NUTS,2010,ES11,2,954.0
2009,NUTS,2010,ES11,2,1056.0
2010,NUTS,2010,ES11,2,755.0
2011,NUTS,2010,ES11,2,
2012,NUTS,2010,ES11,2,
2013,NUTS,2010,ES11,2,652.0
2014,NUTS,2010,ES11,2,635.0
2015,NUTS,2010,ES11,2,671.0
2016,NUTS,2010,ES11,2,710.0
2017,NUTS,2010,ES11,2,811.0
2018,NUTS,2010,ES11,2,918.0
2019,NUTS,2010,ES11,2,1135.0
2002,NUTS,2010,ES12,2,94.0
2003,NUTS,2010,ES12,2,98.0
2004,NUTS,2010,ES12,2,112.0
2005,NUTS,2010,ES12,2,123.0
2006,NUTS,2010,ES12,2,136.0
2007,NUTS,2010,ES12,2,157.0
2008,NUTS,2010,ES12,2,213.0
2009,NUTS,2010,ES12,2,219.0
2010,NUTS,2010,ES12,2,194.0
2011,NUTS,2010,ES12,2,
2012,NUTS,2010,ES12,2,195.0
2013,NUTS,2010,ES12,2,155.0
2014,NUTS,2010,ES12,2,150.0
2015,NUTS,2010,ES12,2,157.0
2016,NUTS,2010,ES12,2,189.0
2017,NUTS,2010,ES12,2,214.0
2018,NUTS,2010,ES12,2,251.0
2019,NUTS,2010,ES12,2,231.0
2002,NUTS,2010,ES13,2,70.0
2003,NUTS,2010,ES13,2,78.0
2004,NUTS,2010,ES13,2,119.0
2005,NUTS,2010,ES13,2,147.0
2006,NUTS,2010,ES13,2,174.0
2007,NUTS,2010,ES13,2,165.0
2008,NUTS,2010,ES13,2,184.0
2009,NUTS,2010,ES13,2,137.0
2010,NUTS,2010,ES13,2,202.0
2011,NUTS,2010,ES13,2,213.0
2012,NUTS,2010,ES13,2,222.0
2013,NUTS,2010,ES13,2,199.0
2014,NUTS,2010,ES13,2,249.0
2015,NUTS,2010,ES13,2,278.0
2016,NUTS,2010,ES13,2,284.0
2017,NUTS,2010,ES13,2,264.0
2018,NUTS,2010,ES13,2,320.0
2019,NUTS,2010,ES13,2,377.0
2002,NUTS,2010,ES2,1,521.0
2003,NUTS,2010,ES2,1,858.0
2004,NUTS,2010,ES2,1,997.0
2005,NUTS,2010,ES2,1,1126.0
2006,NUTS,2010,ES2,1,1147.0
2007,NUTS,2010,ES2,1,1316.0
2008,NUTS,2010,ES2,1,1474.0
2009,NUTS,2010,ES2,1,1491.0
2010,NUTS,2010,ES2,1,1485.0
2011,NUTS,2010,ES2,1,1522.0
2012,NUTS,2010,ES2,1,1441.0
2013,NUTS,2010,ES2,1,1486.0
2014,NUTS,2010,ES2,1,1452.0
2015,NUTS,2010,ES2,1,
2016,NUTS,2010,ES2,1,1479.0
2017,NUTS,2010,ES2,1,1596.0
2018,NUTS,2010,ES2,1,1727.0
2019,NUTS,2010,ES2,1,1770.0
2002,NUTS,2010,ES21,2,252.0
2003,NUTS,2010,ES21,2,287.0
2004,NUTS,2010,ES21,2,427.0
2005,NUTS,2010,ES21,2,458.0
2006,NUTS,2010,ES21,2,428.0
2007,NUTS,2010,ES21,2,544.0
2008,NUTS,2010,ES21,2,625.0
2009,NUTS,2010,ES21,2,655.0
2010,NUTS,2010,ES21,2,605.0
2011,NUTS,2010,ES21,2,684.0
2012,NUTS,2010,ES21,2,565.0
2013,NUTS,2010,ES21,2,611.0
2014,NUTS,2010,ES21,2,577.0
2015,NUTS,2010,ES21,2,660.0
2016,NUTS,2010,ES21,2,651.0
2017,NUTS,2010,ES21,2,658.0
2018,NUTS,2010,ES21,2,696.0
2019,NUTS,2010,ES21,2,701.0
2002,NUTS,2010,ES22,2,34.0
2003,NUTS,2010,ES22,2,79.0
2004,NUTS,2010,ES22,2,90.0
2005,NUTS,2010,ES22,2,104.0
2006,NUTS,2010,ES22,2,123.0
2007,NUTS,2010,ES22,2,138.0
2008,NUTS,2010,ES22,2,152.0
2009,NUTS,2010,ES22,2,177.0
2010,NUTS,2010,ES22,2,186.0
2011,NUTS,2010,ES22,2,168.0
2012,NUTS,2010,ES22,2,197.0
2013,NUTS,2010,ES22,2,211.0
2014,NUTS,2010,ES22,2,236.0
2015,NUTS,2010,ES22,2,
2016,NUTS,2010,ES22,2,248.0
2017,NUTS,2010,ES22,2,258.0
2018,NUTS,2010,ES22,2,318.0
2019,NUTS,2010,ES22,2,311.0
2002,NUTS,2010,ES23,2,55.0
2003,NUTS,2010,ES23,2,76.0
2004,NUTS,2010,ES23,2,48.0
2005,NUTS,2010,ES23,2,49.0
2006,NUTS,2010,ES23,2,75.0
2007,NUTS,2010,ES23,2,108.0
2008,NUTS,2010,ES23,2,149.0
2009,NUTS,2010,ES23,2,168.0
2010,NUTS,2010,ES23,2,183.0
2011,NUTS,2010,ES23,2,185.0
2012,NUTS,2010,ES23,2,200.0
2013,NUTS,2010,ES23,2,188.0
2014,NUTS,2010,ES23,2,166.0
2015,NUTS,2010,ES23,2,175.0
2016,NUTS,2010,ES23,2,192.0
2017,NUTS,2010,ES23,2,240.0
2018,NUTS,2010,ES23,2,245.0
2019,NUTS,2010,ES23,2,245.0
2002,NUTS,2010,ES24,2,180.0
2003,NUTS,2010,ES24,2,416.0
2004,NUTS,2010,ES24,2,432.0
2005,NUTS,2010,ES24,2,515.0
2006,NUTS,2010,ES24,2,521.0
2007,NUTS,2010,ES24,2,526.0
2008,NUTS,2010,ES24,2,548.0
2009,NUTS,2010,ES24,2,491.0
2010,NUTS,2010,ES24,2,511.0
2011,NUTS,2010,ES24,2,485.0
2012,NUTS,2010,ES24,2,479.0
2013,NUTS,2010,ES24,2,476.0
2014,NUTS,2010,ES24,2,473.0
2015,NUTS,2010,ES24,2,375.0
2016,NUTS,2010,ES24,2,388.0
2017,NUTS,2010,ES24,2,440.0
2018,NUTS,2010,ES24,2,468.0
2019,NUTS,2010,ES24,2,513.0
2002,NUTS,2010,ES3,1,3167.0
2003,NUTS,2010,ES3,1,3384.0
2004,NUTS,2010,ES3,1,3898.0
2005,NUTS,2010,ES3,1,4310.0
2006,NUTS,2010,ES3,1,3978.0
2007,NUTS,2010,ES3,1,4323.0
2008,NUTS,2010,ES3,1,4531.0
2009,NUTS,2010,ES3,1,4430.0
2010,NUTS,2010,ES3,1,4443.0
2011,NUTS,2010,ES3,1,4305.0
2012,NUTS,2010,ES3,1,4330.0
2013,NUTS,2010,ES3,1,4010.0
2014,NUTS,2010,ES3,1,4213.0
2015,NUTS,2010,ES3,1,4303.0
2016,NUTS,2010,ES3,1,5076.0
2017,NUTS,2010,ES3,1,4723.0
2018,NUTS,2010,ES3,1,4874.0
2019,NUTS,2010,ES3,1,5289.0
2002,NUTS,2010,ES30,2,3167.0
2003,NUTS,2010,ES30,2,3384.0
2004,NUTS,2010,ES30,2,3898.0
2005,NUTS,2010,ES30,2,4310.0
2006,NUTS,2010,ES30,2,3978.0
2007,NUTS,2010,ES30,2,4323.0
2008,NUTS,2010,ES30,2,4531.0
2009,NUTS,2010,ES30,2,4430.0
2010,NUTS,2010,ES30,2,4443.0
2011,NUTS,2010,ES30,2,4305.0
2012,NUTS,2010,ES30,2,4330.0
2013,NUTS,2010,ES30,2,4010.0
2014,NUTS,2010,ES30,2,4213.0
2015,NUTS,2010,ES30,2,4303.0
2016,NUTS,2010,ES30,2,5076.0
2017,NUTS,2010,ES30,2,4723.0
2018,NUTS,2010,ES30,2,4874.0
2019,NUTS,2010,ES30,2,5289.0
2002,NUTS,2010,ES4,1,400.0
2003,NUTS,2010,ES4,1,553.0
2004,NUTS,2010,ES4,1,594.0
2005,NUTS,2010,ES4,1,673.0
2006,NUTS,2010,ES4,1,661.0
2007,NUTS,2010,ES4,1,738.0
2008,NUTS,2010,ES4,1,1263.0
2009,NUTS,2010,ES4,1,1292.0
2010,NUTS,2010,ES4,1,1318.0
2011,NUTS,2010,ES4,1,1397.0
2012,NUTS,2010,ES4,1,
2013,NUTS,2010,ES4,1,1200.0
2014,NUTS,2010,ES4,1,1092.0
2015,NUTS,2010,ES4,1,1321.0
2016,NUTS,2010,ES4,1,1268.0
2017,NUTS,2010,ES4,1,1352.0
2018,NUTS,2010,ES4,1,1595.0
2019,NUTS,2010,ES4,1,1580.0
2002,NUTS,2010,ES41,2,270.0
2003,NUTS,2010,ES41,2,348.0
2004,NUTS,2010,ES41,2,352.0
2005,NUTS,2010,ES41,2,376.0
2006,NUTS,2010,ES41,2,443.0
2007,NUTS,2010,ES41,2,463.0
2008,NUTS,2010,ES41,2,520.0
2009,NUTS,2010,ES41,2,531.0
2010,NUTS,2010,ES41,2,530.0
2011,NUTS,2010,ES41,2,
2012,NUTS,2010,ES41,2,487.0
2013,NUTS,2010,ES41,2,489.0
2014,NUTS,2010,ES41,2,487.0
2015,NUTS,2010,ES41,2,583.0
2016,NUTS,2010,ES41,2,518.0
2017,NUTS,2010,ES41,2,508.0
2018,NUTS,2010,ES41,2,590.0
2019,NUTS,2010,ES41,2,615.0
2002,NUTS,2010,ES42,2,92.0
2003,NUTS,2010,ES42,2,150.0
2004,NUTS,2010,ES42,2,180.0
2005,NUTS,2010,ES42,2,208.0
2006,NUTS,2010,ES42,2,136.0
2007,NUTS,2010,ES42,2,148.0
2008,NUTS,2010,ES42,2,606.0
2009,NUTS,2010,ES42,2,646.0
2010,NUTS,2010,ES42,2,632.0
2011,NUTS,2010,ES42,2,
2012,NUTS,2010,ES42,2,
2013,NUTS,2010,ES42,2,571.0
2014,NUTS,2010,ES42,2,516.0
2015,NUTS,2010,ES42,2,614.0
2016,NUTS,2010,ES42,2,638.0
2017,NUTS,2010,ES42,2,711.0
2018,NUTS,2010,ES42,2,854.0
2019,NUTS,2010,ES42,2,784.0
2002,NUTS,2010,ES43,2,38.0
2003,NUTS,2010,ES43,2,55.0
2004,NUTS,2010,ES43,2,62.0
2005,NUTS,2010,ES43,2,89.0
2006,NUTS,2010,ES43,2,82.0
2007,NUTS,2010,ES43,2,127.0
2008,NUTS,2010,ES43,2,137.0
2009,NUTS,2010,ES43,2,115.0
2010,NUTS,2010,ES43,2,156.0
2011,NUTS,2010,ES43,2,158.0
2012,NUTS,2010,ES43,2,159.0
2013,NUTS,2010,ES43,2,140.0
2014,NUTS,2010,ES43,2,89.0
2015,NUTS,2010,ES43,2,124.0
2016,NUTS,2010,ES43,2,112.0
2017,NUTS,2010,ES43,2,133.0
2018,NUTS,2010,ES43,2,151.0
2019,NUTS,2010,ES43,2,181.0
2002,NUTS,2010,ES5,1,1804.0
2003,NUTS,2010,ES5,1,2479.0
2004,NUTS,2010,ES5,1,2712.0
2005,NUTS,2010,ES5,1,3584.0
2006,NUTS,2010,ES5,1,3576.0
2007,NUTS,2010,ES5,1,3839.0
2008,NUTS,2010,ES5,1,4404.0
2009,NUTS,2010,ES5,1,5076.0
2010,NUTS,2010,ES5,1,5043.0
2011,NUTS,2010,ES5,1,5121.0
2012,NUTS,2010,ES5,1,4926.0
2013,NUTS,2010,ES5,1,4964.0
2014,NUTS,2010,ES5,1,4829.0
2015,NUTS,2010,ES5,1,4717.0
2016,NUTS,2010,ES5,1,4965.0
2017,NUTS,2010,ES5,1,5358.0
2018,NUTS,2010,ES5,1,5469.0
2019,NUTS,2010,ES5,1,5662.0
2002,NUTS,2010,ES51,2,1284.0
2003,NUTS,2010,ES51,2,1643.0
2004,NUTS,2010,ES51,2,1738.0
2005,NUTS,2010,ES51,2,2343.0
2006,NUTS,2010,ES51,2,2285.0
2007,NUTS,2010,ES51,2,2383.0
2008,NUTS,2010,ES51,2,2867.0
2009,NUTS,2010,ES51,2,3263.0
2010,NUTS,2010,ES51,2,3209.0
2011,NUTS,2010,ES51,2,3308.0
2012,NUTS,2010,ES51,2,3332.0
2013,NUTS,2010,ES51,2,3373.0
2014,NUTS,2010,ES51,2,3267.0
2015,NUTS,2010,ES51,2,3268.0
2016,NUTS,2010,ES51,2,3318.0
2017,NUTS,2010,ES51,2,3608.0
2018,NUTS,2010,ES51,2,3793.0
2019,NUTS,2010,ES51,2,3945.0
2002,NUTS,2010,ES52,2,425.0
2003,NUTS,2010,ES52,2,684.0
2004,NUTS,2010,ES52,2,773.0
2005,NUTS,2010,ES52,2,966.0
2006,NUTS,2010,ES52,2,967.0
2007,NUTS,2010,ES52,2,1134.0
2008,NUTS,2010,ES52,2,1205.0
2009,NUTS,2010,ES52,2,1376.0
2010,NUTS,2010,ES52,2,1313.0
2011,NUTS,2010,ES52,2,1301.0
2012,NUTS,2010,ES52,2,1190.0
2013,NUTS,2010,ES52,2,1200.0
2014,NUTS,2010,ES52,2,1154.0
2015,NUTS,2010,ES52,2,963.0
2016,NUTS,2010,ES52,2,1155.0
2017,NUTS,2010,ES52,2,1118.0
2018,NUTS,2010,ES52,2,1150.0
2019,NUTS,2010,ES52,2,1155.0
2002,NUTS,2010,ES53,2,95.0
2003,NUTS,2010,ES53,2,152.0
2004,NUTS,2010,ES53,2,201.0
2005,NUTS,2010,ES53,2,275.0
2006,NUTS,2010,ES53,2,324.0
2007,NUTS,2010,ES53,2,322.0
2008,NUTS,2010,ES53,2,332.0
2009,NUTS,2010,ES53,2,437.0
2010,NUTS,2010,ES53,2,521.0
2011,NUTS,2010,ES53,2,512.0
2012,NUTS,2010,ES53,2,404.0
2013,NUTS,2010,ES53,2,391.0
2014,NUTS,2010,ES53,2,408.0
2015,NUTS,2010,ES53,2,486.0
2016,NUTS,2010,ES53,2,492.0
2017,NUTS,2010,ES53,2,632.0
2018,NUTS,2010,ES53,2,526.0
2019,NUTS,2010,ES53,2,562.0
2002,NUTS,2010,ES6,1,781.0
2003,NUTS,2010,ES6,1,1188.0
2004,NUTS,2010,ES6,1,1598.0
2005,NUTS,2010,ES6,1,1997.0
2006,NUTS,2010,ES6,1,2138.0
2007,NUTS,2010,ES6,1,2341.0
2008,NUTS,2010,ES6,1,2271.0
2009,NUTS,2010,ES6,1,2537.0
2010,NUTS,2010,ES6,1,2504.0
2011,NUTS,2010,ES6,1,2241.0
2012,NUTS,2010,ES6,1,2241.0
2013,NUTS,2010,ES6,1,2152.0
2014,NUTS,2010,ES6,1,2168.0
2015,NUTS,2010,ES6,1,3033.0
2016,NUTS,2010,ES6,1,2866.0
2017,NUTS,2010,ES6,1,2897.0
2018,NUTS,2010,ES6,1,2663.0
2019,NUTS,2010,ES6,1,2841.0
2002,NUTS,2010,ES61,2,704.0
2003,NUTS,2010,ES61,2,1043.0
2004,NUTS,2010,ES61,2,1400.0
2005,NUTS,2010,ES61,2,1775.0
2006,NUTS,2010,ES61,2,1922.0
2007,NUTS,2010,ES61,2,2122.0
2008,NUTS,2010,ES61,2,1973.0
2009,NUTS,2010,ES61,2,2205.0
2010,NUTS,2010,ES61,2,2175.0
2011,NUTS,2010,ES61,2,1933.0
2012,NUTS,2010,ES61,2,1953.0
2013,NUTS,2010,ES61,2,1897.0
2014,NUTS,2010,ES61,2,1925.0
2015,NUTS,2010,ES61,2,2785.0
2016,NUTS,2010,ES61,2,2591.0
2017,NUTS,2010,ES61,2,2610.0
2018,NUTS,2010,ES61,2,2376.0
2019,NUTS,2010,ES61,2,2531.0
2002,NUTS,2010,ES62,2,77.0
2003,NUTS,2010,ES62,2,145.0
2004,NUTS,2010,ES62,2,198.0
2005,NUTS,2010,ES62,2,222.0
2006,NUTS,2010,ES62,2,216.0
2007,NUTS,2010,ES62,2,219.0
2008,NUTS,2010,ES62,2,296.0
2009,NUTS,2010,ES62,2,330.0
2010,NUTS,2010,ES62,2,329.0
2011,NUTS,2010,ES62,2,
2012,NUTS,2010,ES62,2,288.0
2013,NUTS,2010,ES62,2,255.0
2014,NUTS,2010,ES62,2,243.0
2015,NUTS,2010,ES62,2,248.0
2016,NUTS,2010,ES62,2,275.0
2017,NUTS,2010,ES62,2,287.0
2018,NUTS,2010,ES62,2,287.0
2019,NUTS,2010,ES62,2,310.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2011,NUTS,2010,ES63,2,
2012,NUTS,2010,ES63,2,
2013,NUTS,2010,ES63,2,
2014,NUTS,2010,ES63,2,
2015,NUTS,2010,ES63,2,
2016,NUTS,2010,ES63,2,
2017,NUTS,2010,ES63,2,
2018,NUTS,2010,ES63,2,
2019,NUTS,2010,ES63,2,
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,2.0
2009,NUTS,2010,ES64,2,2.0
2010,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES64,2,
2012,NUTS,2010,ES64,2,
2013,NUTS,2010,ES64,2,
2014,NUTS,2010,ES64,2,
2015,NUTS,2010,ES64,2,
2016,NUTS,2010,ES64,2,
2017,NUTS,2010,ES64,2,
2018,NUTS,2010,ES64,2,
2019,NUTS,2010,ES64,2,
2002,NUTS,2010,ES7,1,295.0
2003,NUTS,2010,ES7,1,327.0
2004,NUTS,2010,ES7,1,391.0
2005,NUTS,2010,ES7,1,427.0
2006,NUTS,2010,ES7,1,422.0
2007,NUTS,2010,ES7,1,367.0
2008,NUTS,2010,ES7,1,383.0
2009,NUTS,2010,ES7,1,380.0
2010,NUTS,2010,ES7,1,370.0
2011,NUTS,2010,ES7,1,327.0
2012,NUTS,2010,ES7,1,351.0
2013,NUTS,2010,ES7,1,297.0
2014,NUTS,2010,ES7,1,296.0
2015,NUTS,2010,ES7,1,320.0
2016,NUTS,2010,ES7,1,306.0
2017,NUTS,2010,ES7,1,319.0
2018,NUTS,2010,ES7,1,337.0
2019,NUTS,2010,ES7,1,313.0
2002,NUTS,2010,ES70,2,295.0
2003,NUTS,2010,ES70,2,327.0
2004,NUTS,2010,ES70,2,391.0
2005,NUTS,2010,ES70,2,427.0
2006,NUTS,2010,ES70,2,422.0
2007,NUTS,2010,ES70,2,367.0
2008,NUTS,2010,ES70,2,383.0
2009,NUTS,2010,ES70,2,380.0
2010,NUTS,2010,ES70,2,370.0
2011,NUTS,2010,ES70,2,327.0
2012,NUTS,2010,ES70,2,351.0
2013,NUTS,2010,ES70,2,297.0
2014,NUTS,2010,ES70,2,296.0
2015,NUTS,2010,ES70,2,320.0
2016,NUTS,2010,ES70,2,306.0
2017,NUTS,2010,ES70,2,319.0
2018,NUTS,2010,ES70,2,337.0
2019,NUTS,2010,ES70,2,313.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,EU27_2020,7,71912.0
2004,NUTS,2010,EU27_2020,7,76902.0
2005,NUTS,2010,EU27_2020,7,80706.0
2006,NUTS,2010,EU27_2020,7,84849.0
2007,NUTS,2010,EU27_2020,7,86023.0
2008,NUTS,2010,EU27_2020,7,89967.0
2009,NUTS,2010,EU27_2020,7,94003.0
2010,NUTS,2010,EU27_2020,7,97237.0
2011,NUTS,2010,EU27_2020,7,101780.0
2012,NUTS,2010,EU27_2020,7,105392.0
2013,NUTS,2010,EU27_2020,7,106568.0
2014,NUTS,2010,EU27_2020,7,106297.0
2015,NUTS,2010,EU27_2020,7,113666.0
2016,NUTS,2010,EU27_2020,7,112802.0
2017,NUTS,2010,EU27_2020,7,118019.0
2018,NUTS,2010,EU27_2020,7,121084.0
2019,NUTS,2010,EU27_2020,7,125027.0
2004,NUTS,2010,FI,0,2142.0
2005,NUTS,2010,FI,0,2356.0
2006,NUTS,2010,FI,0,2443.0
2007,NUTS,2010,FI,0,2463.0
2008,NUTS,2010,FI,0,2437.0
2009,NUTS,2010,FI,0,2444.0
2010,NUTS,2010,FI,0,2638.0
2011,NUTS,2010,FI,0,2551.0
2012,NUTS,2010,FI,0,2509.0
2013,NUTS,2010,FI,0,2543.0
2014,NUTS,2010,FI,0,2274.0
2015,NUTS,2010,FI,0,2160.0
2016,NUTS,2010,FI,0,1812.0
2017,NUTS,2010,FI,0,2068.0
2018,NUTS,2010,FI,0,1991.0
2019,NUTS,2010,FI,0,1967.0
2000,NUTS,2010,FR,0,8478.0
2001,NUTS,2010,FR,0,7858.0
2002,NUTS,2010,FR,0,8325.0
2003,NUTS,2010,FR,0,8449.0
2004,NUTS,2010,FR,0,8710.0
2005,NUTS,2010,FR,0,9112.0
2006,NUTS,2010,FR,0,9094.0
2007,NUTS,2010,FR,0,9720.0
2008,NUTS,2010,FR,0,10141.0
2009,NUTS,2010,FR,0,10693.0
2010,NUTS,2010,FR,0,9564.0
2011,NUTS,2010,FR,0,9714.0
2012,NUTS,2010,FR,0,9928.0
2013,NUTS,2010,FR,0,10186.0
2014,NUTS,2010,FR,0,9928.0
2016,NUTS,2010,FR,0,11151.0
2017,NUTS,2010,FR,0,11286.0
2002,NUTS,2010,HR,0,1667.0
2003,NUTS,2010,HR,0,1787.0
2004,NUTS,2010,HR,0,1983.0
2005,NUTS,2010,HR,0,1399.0
2006,NUTS,2010,HR,0,1426.0
2007,NUTS,2010,HR,0,1357.0
2008,NUTS,2010,HR,0,1427.0
2009,NUTS,2010,HR,0,1609.0
2010,NUTS,2010,HR,0,1622.0
2011,NUTS,2010,HR,0,1528.0
2012,NUTS,2010,HR,0,1490.0
2013,NUTS,2010,HR,0,1439.0
2014,NUTS,2010,HR,0,1352.0
2015,NUTS,2010,HR,0,1297.0
2016,NUTS,2010,HR,0,1334.0
2017,NUTS,2010,HR,0,1478.0
2018,NUTS,2010,HR,0,1542.0
2019,NUTS,2010,HR,0,1634.0
2020,NUTS,2010,HR,0,1725.0
2002,NUTS,2010,HR0,1,1667.0
2003,NUTS,2010,HR0,1,1787.0
2004,NUTS,2010,HR0,1,1983.0
2005,NUTS,2010,HR0,1,1399.0
2006,NUTS,2010,HR0,1,1426.0
2007,NUTS,2010,HR0,1,1357.0
2008,NUTS,2010,HR0,1,1427.0
2009,NUTS,2010,HR0,1,1609.0
2010,NUTS,2010,HR0,1,1622.0
2011,NUTS,2010,HR0,1,1528.0
2012,NUTS,2010,HR0,1,1490.0
2013,NUTS,2010,HR0,1,1439.0
2014,NUTS,2010,HR0,1,1352.0
2015,NUTS,2010,HR0,1,1297.0
2016,NUTS,2010,HR0,1,1334.0
2017,NUTS,2010,HR0,1,1478.0
2018,NUTS,2010,HR0,1,1542.0
2019,NUTS,2010,HR0,1,1634.0
2020,NUTS,2010,HR0,1,1725.0
2008,NUTS,2010,HR02,2,111.0
2009,NUTS,2010,HR02,2,108.0
2010,NUTS,2010,HR02,2,115.0
2020,NUTS,2010,HR02,2,183.0
2008,NUTS,2010,HR03,2,111.0
2009,NUTS,2010,HR03,2,144.0
2010,NUTS,2010,HR03,2,140.0
2011,NUTS,2010,HR03,2,133.0
2012,NUTS,2010,HR03,2,136.0
2013,NUTS,2010,HR03,2,133.0
2014,NUTS,2010,HR03,2,64.0
2015,NUTS,2010,HR03,2,63.0
2016,NUTS,2010,HR03,2,152.0
2017,NUTS,2010,HR03,2,161.0
2018,NUTS,2010,HR03,2,183.0
2019,NUTS,2010,HR03,2,233.0
2020,NUTS,2010,HR03,2,235.0
2008,NUTS,2010,HR04,2,1316.0
2009,NUTS,2010,HR04,2,1465.0
2010,NUTS,2010,HR04,2,1482.0
2011,NUTS,2010,HR04,2,1395.0
2012,NUTS,2010,HR04,2,1354.0
2013,NUTS,2010,HR04,2,1306.0
2014,NUTS,2010,HR04,2,1288.0
2015,NUTS,2010,HR04,2,1234.0
2016,NUTS,2010,HR04,2,1182.0
2017,NUTS,2010,HR04,2,1317.0
2018,NUTS,2010,HR04,2,1359.0
2019,NUTS,2010,HR04,2,1401.0
2020,NUTS,2010,HR05,2,1288.0
2020,NUTS,2010,HR06,2,19.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1990,NUTS,2010,HU,0,1963.0
1991,NUTS,2010,HU,0,1774.0
1992,NUTS,2010,HU,0,1470.0
1993,NUTS,2010,HU,0,1472.0
1994,NUTS,2010,HU,0,1544.0
1995,NUTS,2010,HU,0,1560.0
1996,NUTS,2010,HU,0,1344.0
1997,NUTS,2010,HU,0,1480.0
1998,NUTS,2010,HU,0,1794.0
1999,NUTS,2010,HU,0,1708.0
2000,NUTS,2010,HU,0,2008.0
2001,NUTS,2010,HU,0,1842.0
2002,NUTS,2010,HU,0,2189.0
2003,NUTS,2010,HU,0,2323.0
2004,NUTS,2010,HU,0,2284.0
2005,NUTS,2010,HU,0,2371.0
2006,NUTS,2010,HU,0,2367.0
2007,NUTS,2010,HU,0,2304.0
2008,NUTS,2010,HU,0,2198.0
2009,NUTS,2010,HU,0,2391.0
2010,NUTS,2010,HU,0,2505.0
2011,NUTS,2010,HU,0,2565.0
2012,NUTS,2010,HU,0,2377.0
2013,NUTS,2010,HU,0,2403.0
2014,NUTS,2010,HU,0,2688.0
2015,NUTS,2010,HU,0,2698.0
2016,NUTS,2010,HU,0,2606.0
2017,NUTS,2010,HU,0,2640.0
2018,NUTS,2010,HU,0,2745.0
2019,NUTS,2010,HU,0,3379.0
1999,NUTS,2010,HU1,1,1459.0
2000,NUTS,2010,HU1,1,1689.0
2001,NUTS,2010,HU1,1,1488.0
2002,NUTS,2010,HU1,1,1817.0
2003,NUTS,2010,HU1,1,1890.0
2004,NUTS,2010,HU1,1,1855.0
2005,NUTS,2010,HU1,1,1963.0
2006,NUTS,2010,HU1,1,1952.0
2007,NUTS,2010,HU1,1,1900.0
2008,NUTS,2010,HU1,1,1800.0
2009,NUTS,2010,HU1,1,1952.0
2010,NUTS,2010,HU1,1,2030.0
2011,NUTS,2010,HU1,1,2109.0
2012,NUTS,2010,HU1,1,1970.0
2013,NUTS,2010,HU1,1,1929.0
2014,NUTS,2010,HU1,1,2038.0
2015,NUTS,2010,HU1,1,2020.0
2016,NUTS,2010,HU1,1,1955.0
2017,NUTS,2010,HU1,1,2157.0
2018,NUTS,2010,HU1,1,2199.0
2019,NUTS,2010,HU1,1,2751.0
1999,NUTS,2010,HU10,2,1459.0
2000,NUTS,2010,HU10,2,1689.0
2001,NUTS,2010,HU10,2,1488.0
2002,NUTS,2010,HU10,2,1817.0
2003,NUTS,2010,HU10,2,1890.0
2004,NUTS,2010,HU10,2,1855.0
2005,NUTS,2010,HU10,2,1963.0
2006,NUTS,2010,HU10,2,1952.0
2007,NUTS,2010,HU10,2,1900.0
2008,NUTS,2010,HU10,2,1800.0
2009,NUTS,2010,HU10,2,1952.0
2010,NUTS,2010,HU10,2,2030.0
