year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_hc_t
2011,NUTS,2010,PL4,1,2326.0
2012,NUTS,2010,PL4,1,1999.0
2014,NUTS,2010,PL4,1,2029.0
2015,NUTS,2010,PL4,1,1778.0
2016,NUTS,2010,PL4,1,316.0
2017,NUTS,2010,PL4,1,654.0
2018,NUTS,2010,PL4,1,919.0
2019,NUTS,2010,PL4,1,798.0
2017,NUTS,2010,PL41,2,405.0
2018,NUTS,2010,PL41,2,607.0
2019,NUTS,2010,PL41,2,521.0
2011,NUTS,2010,PL42,2,0.0
2013,NUTS,2010,PL42,2,41.0
2016,NUTS,2010,PL42,2,32.0
2012,NUTS,2010,PL43,2,7.0
2013,NUTS,2010,PL43,2,5.0
2014,NUTS,2010,PL43,2,3.0
2015,NUTS,2010,PL43,2,3.0
2011,NUTS,2010,PL5,1,774.0
2012,NUTS,2010,PL5,1,1165.0
2013,NUTS,2010,PL5,1,1328.0
2014,NUTS,2010,PL5,1,1292.0
2016,NUTS,2010,PL5,1,174.0
2017,NUTS,2010,PL5,1,284.0
2019,NUTS,2010,PL5,1,667.0
2012,NUTS,2010,PL51,2,914.0
2019,NUTS,2010,PL51,2,605.0
2012,NUTS,2010,PL52,2,251.0
2019,NUTS,2010,PL52,2,62.0
2011,NUTS,2010,PL6,1,916.0
2014,NUTS,2010,PL6,1,1129.0
2015,NUTS,2010,PL6,1,1165.0
2016,NUTS,2010,PL6,1,211.0
2017,NUTS,2010,PL6,1,453.0
2018,NUTS,2010,PL6,1,566.0
2019,NUTS,2010,PL6,1,461.0
2015,NUTS,2010,PL61,2,143.0
2019,NUTS,2010,PL61,2,91.0
2012,NUTS,2010,PL62,2,301.0
2014,NUTS,2010,PL62,2,301.0
2015,NUTS,2010,PL62,2,305.0
2016,NUTS,2010,PL62,2,73.0
2019,NUTS,2010,PL62,2,35.0
2011,NUTS,2010,PL63,2,486.0
2015,NUTS,2010,PL63,2,717.0
2017,NUTS,2010,PL63,2,193.0
2018,NUTS,2010,PL63,2,306.0
2019,NUTS,2010,PL63,2,335.0
2016,NUTS,2010,PL7,1,514.0
2017,NUTS,2010,PL7,1,1002.0
2019,NUTS,2010,PL7,1,679.0
2016,NUTS,2010,PL71,2,432.0
2018,NUTS,2010,PL71,2,666.0
2016,NUTS,2010,PL72,2,82.0
2016,NUTS,2010,PL8,1,263.0
2017,NUTS,2010,PL8,1,397.0
2018,NUTS,2010,PL8,1,307.0
2019,NUTS,2010,PL8,1,351.0
2016,NUTS,2010,PL81,2,129.0
2017,NUTS,2010,PL81,2,121.0
2019,NUTS,2010,PL81,2,155.0
2016,NUTS,2010,PL82,2,43.0
2017,NUTS,2010,PL82,2,147.0
2019,NUTS,2010,PL82,2,98.0
2016,NUTS,2010,PL84,2,91.0
2017,NUTS,2010,PL84,2,129.0
2019,NUTS,2010,PL84,2,98.0
2016,NUTS,2010,PL9,1,4975.0
2017,NUTS,2010,PL9,1,4055.0
2018,NUTS,2010,PL9,1,3246.0
2019,NUTS,2010,PL9,1,2791.0
2019,NUTS,2010,PL91,2,2677.0
2019,NUTS,2010,PL92,2,114.0
2011,NUTS,2010,PT,0,7026.0
2012,NUTS,2010,PT,0,5520.0
2013,NUTS,2010,PT,0,5527.0
2014,NUTS,2010,PT,0,5933.0
2015,NUTS,2010,PT,0,6454.0
2016,NUTS,2010,PT,0,6431.0
2017,NUTS,2010,PT,0,7132.0
2018,NUTS,2010,PT,0,7269.0
2019,NUTS,2010,PT,0,7651.0
2020,NUTS,2010,PT,0,8461.0
2011,NUTS,2010,PT1,1,6686.0
2012,NUTS,2010,PT1,1,5201.0
2013,NUTS,2010,PT1,1,5216.0
2014,NUTS,2010,PT1,1,5607.0
2015,NUTS,2010,PT1,1,6102.0
2016,NUTS,2010,PT1,1,6097.0
2017,NUTS,2010,PT1,1,6800.0
2018,NUTS,2010,PT1,1,6973.0
2019,NUTS,2010,PT1,1,7296.0
2020,NUTS,2010,PT1,1,8052.0
2011,NUTS,2010,PT11,2,1440.0
2012,NUTS,2010,PT11,2,999.0
2013,NUTS,2010,PT11,2,1175.0
2014,NUTS,2010,PT11,2,1382.0
2015,NUTS,2010,PT11,2,1602.0
2016,NUTS,2010,PT11,2,1692.0
2017,NUTS,2010,PT11,2,2028.0
2018,NUTS,2010,PT11,2,2187.0
2019,NUTS,2010,PT11,2,2461.0
2020,NUTS,2010,PT11,2,2653.0
2011,NUTS,2010,PT15,2,128.0
2012,NUTS,2010,PT15,2,186.0
2013,NUTS,2010,PT15,2,142.0
2014,NUTS,2010,PT15,2,97.0
2015,NUTS,2010,PT15,2,55.0
2016,NUTS,2010,PT15,2,89.0
2017,NUTS,2010,PT15,2,88.0
2018,NUTS,2010,PT15,2,89.0
2019,NUTS,2010,PT15,2,119.0
2020,NUTS,2010,PT15,2,144.0
2011,NUTS,2010,PT16,2,850.0
2012,NUTS,2010,PT16,2,711.0
2013,NUTS,2010,PT16,2,696.0
2014,NUTS,2010,PT16,2,741.0
2015,NUTS,2010,PT16,2,913.0
2016,NUTS,2010,PT16,2,922.0
2017,NUTS,2010,PT16,2,987.0
2018,NUTS,2010,PT16,2,978.0
2019,NUTS,2010,PT16,2,1076.0
2020,NUTS,2010,PT16,2,1027.0
2011,NUTS,2010,PT17,2,4224.0
2012,NUTS,2010,PT17,2,3278.0
2013,NUTS,2010,PT17,2,3171.0
2014,NUTS,2010,PT17,2,3342.0
2015,NUTS,2010,PT17,2,3484.0
2016,NUTS,2010,PT17,2,3351.0
2017,NUTS,2010,PT17,2,3691.0
2018,NUTS,2010,PT17,2,3709.0
2019,NUTS,2010,PT17,2,3635.0
2020,NUTS,2010,PT17,2,4223.0
2011,NUTS,2010,PT18,2,44.0
2012,NUTS,2010,PT18,2,27.0
2013,NUTS,2010,PT18,2,32.0
2014,NUTS,2010,PT18,2,45.0
2015,NUTS,2010,PT18,2,48.0
2016,NUTS,2010,PT18,2,43.0
2017,NUTS,2010,PT18,2,6.0
2018,NUTS,2010,PT18,2,10.0
2019,NUTS,2010,PT18,2,5.0
2020,NUTS,2010,PT18,2,5.0
2011,NUTS,2010,PT2,1,125.0
2012,NUTS,2010,PT2,1,208.0
2013,NUTS,2010,PT2,1,188.0
2014,NUTS,2010,PT2,1,198.0
2015,NUTS,2010,PT2,1,201.0
2016,NUTS,2010,PT2,1,162.0
2017,NUTS,2010,PT2,1,123.0
2018,NUTS,2010,PT2,1,91.0
2019,NUTS,2010,PT2,1,120.0
2020,NUTS,2010,PT2,1,167.0
2011,NUTS,2010,PT20,2,125.0
2012,NUTS,2010,PT20,2,208.0
2013,NUTS,2010,PT20,2,188.0
2014,NUTS,2010,PT20,2,198.0
2015,NUTS,2010,PT20,2,201.0
2016,NUTS,2010,PT20,2,162.0
2017,NUTS,2010,PT20,2,123.0
2018,NUTS,2010,PT20,2,91.0
2019,NUTS,2010,PT20,2,120.0
2020,NUTS,2010,PT20,2,167.0
2011,NUTS,2010,PT3,1,215.0
2012,NUTS,2010,PT3,1,111.0
2013,NUTS,2010,PT3,1,123.0
2014,NUTS,2010,PT3,1,128.0
2015,NUTS,2010,PT3,1,151.0
2016,NUTS,2010,PT3,1,172.0
2017,NUTS,2010,PT3,1,209.0
2018,NUTS,2010,PT3,1,205.0
2019,NUTS,2010,PT3,1,235.0
2020,NUTS,2010,PT3,1,242.0
2011,NUTS,2010,PT30,2,215.0
2012,NUTS,2010,PT30,2,111.0
2013,NUTS,2010,PT30,2,123.0
2014,NUTS,2010,PT30,2,128.0
2015,NUTS,2010,PT30,2,151.0
2016,NUTS,2010,PT30,2,172.0
2017,NUTS,2010,PT30,2,209.0
2018,NUTS,2010,PT30,2,205.0
2019,NUTS,2010,PT30,2,235.0
2020,NUTS,2010,PT30,2,242.0
2011,NUTS,2010,RO,0,11106.0
2012,NUTS,2010,RO,0,11867.0
2013,NUTS,2010,RO,0,12966.0
2014,NUTS,2010,RO,0,12555.0
2015,NUTS,2010,RO,0,12621.0
2016,NUTS,2010,RO,0,13116.0
2017,NUTS,2010,RO,0,13050.0
2018,NUTS,2010,RO,0,12890.0
2019,NUTS,2010,RO,0,12989.0
2011,NUTS,2010,RO1,1,705.0
2012,NUTS,2010,RO1,1,1033.0
2013,NUTS,2010,RO1,1,1229.0
2014,NUTS,2010,RO1,1,1163.0
2015,NUTS,2010,RO1,1,1097.0
2016,NUTS,2010,RO1,1,1099.0
2017,NUTS,2010,RO1,1,1092.0
2018,NUTS,2010,RO1,1,1096.0
2019,NUTS,2010,RO1,1,1157.0
2011,NUTS,2010,RO11,2,510.0
2012,NUTS,2010,RO11,2,838.0
2013,NUTS,2010,RO11,2,1036.0
2014,NUTS,2010,RO11,2,941.0
2015,NUTS,2010,RO11,2,857.0
2016,NUTS,2010,RO11,2,828.0
2017,NUTS,2010,RO11,2,832.0
2018,NUTS,2010,RO11,2,840.0
2019,NUTS,2010,RO11,2,856.0
2011,NUTS,2010,RO12,2,195.0
2012,NUTS,2010,RO12,2,195.0
2013,NUTS,2010,RO12,2,193.0
2014,NUTS,2010,RO12,2,222.0
2015,NUTS,2010,RO12,2,240.0
2016,NUTS,2010,RO12,2,271.0
2017,NUTS,2010,RO12,2,260.0
2018,NUTS,2010,RO12,2,256.0
2019,NUTS,2010,RO12,2,301.0
2011,NUTS,2010,RO2,1,1181.0
2012,NUTS,2010,RO2,1,1055.0
2013,NUTS,2010,RO2,1,1216.0
2014,NUTS,2010,RO2,1,1296.0
2015,NUTS,2010,RO2,1,1420.0
2016,NUTS,2010,RO2,1,1512.0
2017,NUTS,2010,RO2,1,1560.0
2018,NUTS,2010,RO2,1,1612.0
2019,NUTS,2010,RO2,1,1680.0
2011,NUTS,2010,RO21,2,650.0
2012,NUTS,2010,RO21,2,605.0
2013,NUTS,2010,RO21,2,762.0
2014,NUTS,2010,RO21,2,848.0
2015,NUTS,2010,RO21,2,847.0
2016,NUTS,2010,RO21,2,925.0
2017,NUTS,2010,RO21,2,914.0
2018,NUTS,2010,RO21,2,966.0
2019,NUTS,2010,RO21,2,992.0
2011,NUTS,2010,RO22,2,531.0
2012,NUTS,2010,RO22,2,450.0
2013,NUTS,2010,RO22,2,454.0
2014,NUTS,2010,RO22,2,448.0
2015,NUTS,2010,RO22,2,573.0
2016,NUTS,2010,RO22,2,587.0
2017,NUTS,2010,RO22,2,646.0
2018,NUTS,2010,RO22,2,646.0
2019,NUTS,2010,RO22,2,688.0
2011,NUTS,2010,RO3,1,8338.0
2012,NUTS,2010,RO3,1,9190.0
2013,NUTS,2010,RO3,1,9692.0
2014,NUTS,2010,RO3,1,9381.0
2015,NUTS,2010,RO3,1,9228.0
2016,NUTS,2010,RO3,1,9593.0
2017,NUTS,2010,RO3,1,9467.0
2018,NUTS,2010,RO3,1,9192.0
2019,NUTS,2010,RO3,1,9274.0
2011,NUTS,2010,RO31,2,660.0
2012,NUTS,2010,RO31,2,644.0
2013,NUTS,2010,RO31,2,622.0
2014,NUTS,2010,RO31,2,576.0
2015,NUTS,2010,RO31,2,581.0
2016,NUTS,2010,RO31,2,609.0
2017,NUTS,2010,RO31,2,522.0
2018,NUTS,2010,RO31,2,489.0
2019,NUTS,2010,RO31,2,502.0
2011,NUTS,2010,RO32,2,7678.0
2012,NUTS,2010,RO32,2,8546.0
2013,NUTS,2010,RO32,2,9070.0
2014,NUTS,2010,RO32,2,8805.0
2015,NUTS,2010,RO32,2,8647.0
2016,NUTS,2010,RO32,2,8984.0
2017,NUTS,2010,RO32,2,8945.0
2018,NUTS,2010,RO32,2,8703.0
2019,NUTS,2010,RO32,2,8772.0
2011,NUTS,2010,RO4,1,882.0
2012,NUTS,2010,RO4,1,589.0
2013,NUTS,2010,RO4,1,829.0
2014,NUTS,2010,RO4,1,715.0
2015,NUTS,2010,RO4,1,876.0
2016,NUTS,2010,RO4,1,912.0
2017,NUTS,2010,RO4,1,931.0
2018,NUTS,2010,RO4,1,990.0
2019,NUTS,2010,RO4,1,878.0
2011,NUTS,2010,RO41,2,522.0
2012,NUTS,2010,RO41,2,262.0
2013,NUTS,2010,RO41,2,447.0
2014,NUTS,2010,RO41,2,293.0
2015,NUTS,2010,RO41,2,467.0
2016,NUTS,2010,RO41,2,460.0
2017,NUTS,2010,RO41,2,454.0
2018,NUTS,2010,RO41,2,508.0
2019,NUTS,2010,RO41,2,369.0
2011,NUTS,2010,RO42,2,360.0
2012,NUTS,2010,RO42,2,327.0
2013,NUTS,2010,RO42,2,382.0
2014,NUTS,2010,RO42,2,422.0
2015,NUTS,2010,RO42,2,409.0
2016,NUTS,2010,RO42,2,452.0
2017,NUTS,2010,RO42,2,477.0
2018,NUTS,2010,RO42,2,482.0
2019,NUTS,2010,RO42,2,509.0
2011,NUTS,2010,RS,0,5490.0
2012,NUTS,2010,RS,0,5700.0
2013,NUTS,2010,RS,0,5602.0
2014,NUTS,2010,RS,0,4767.0
2015,NUTS,2010,RS,0,5591.0
2016,NUTS,2010,RS,0,5378.0
2017,NUTS,2010,RS,0,5262.0
2018,NUTS,2010,RS,0,5420.0
2019,NUTS,2010,RS,0,5469.0
2020,NUTS,2010,RS,0,5518.0
2018,NUTS,2010,RS1,1,5216.0
2019,NUTS,2010,RS1,1,5259.0
2020,NUTS,2010,RS1,1,5205.0
2018,NUTS,2010,RS11,2,4356.0
2019,NUTS,2010,RS11,2,4320.0
2020,NUTS,2010,RS11,2,4289.0
2018,NUTS,2010,RS12,2,860.0
2019,NUTS,2010,RS12,2,939.0
2020,NUTS,2010,RS12,2,916.0
2018,NUTS,2010,RS2,1,204.0
2019,NUTS,2010,RS2,1,210.0
2020,NUTS,2010,RS2,1,313.0
2018,NUTS,2010,RS21,2,26.0
2019,NUTS,2010,RS21,2,25.0
2020,NUTS,2010,RS21,2,83.0
2018,NUTS,2010,RS22,2,178.0
2019,NUTS,2010,RS22,2,185.0
2020,NUTS,2010,RS22,2,230.0
2011,NUTS,2010,RU,0,254896.0
2012,NUTS,2010,RU,0,271579.0
2013,NUTS,2010,RU,0,262000.0
2014,NUTS,2010,RU,0,263841.0
2015,NUTS,2010,RU,0,265429.0
2017,NUTS,2010,RU,0,268080.0
2018,NUTS,2010,RU,0,270357.0
2019,NUTS,2010,RU,0,227480.0
2011,NUTS,2010,SE,0,9069.0
2013,NUTS,2010,SE,0,12339.0
2015,NUTS,2010,SE,0,15847.0
2017,NUTS,2010,SE,0,17688.0
2019,NUTS,2010,SE,0,18759.0
2011,NUTS,2010,SE1,1,3172.0
2013,NUTS,2010,SE1,1,6382.0
2015,NUTS,2010,SE1,1,7892.0
2017,NUTS,2010,SE1,1,7595.0
2019,NUTS,2010,SE1,1,7630.0
2011,NUTS,2010,SE11,2,1643.0
2013,NUTS,2010,SE11,2,4330.0
2015,NUTS,2010,SE11,2,4893.0
2017,NUTS,2010,SE11,2,3599.0
2019,NUTS,2010,SE11,2,3549.0
2011,NUTS,2010,SE12,2,1529.0
2013,NUTS,2010,SE12,2,2052.0
2015,NUTS,2010,SE12,2,2998.0
2017,NUTS,2010,SE12,2,3996.0
2019,NUTS,2010,SE12,2,4081.0
2011,NUTS,2010,SE2,1,4093.0
2013,NUTS,2010,SE2,1,4183.0
2015,NUTS,2010,SE2,1,5753.0
2017,NUTS,2010,SE2,1,7964.0
2019,NUTS,2010,SE2,1,9254.0
2011,NUTS,2010,SE21,2,139.0
2013,NUTS,2010,SE21,2,245.0
2015,NUTS,2010,SE21,2,318.0
2017,NUTS,2010,SE21,2,296.0
2019,NUTS,2010,SE21,2,300.0
2011,NUTS,2010,SE22,2,130.0
2013,NUTS,2010,SE22,2,286.0
2015,NUTS,2010,SE22,2,551.0
2017,NUTS,2010,SE22,2,2838.0
2019,NUTS,2010,SE22,2,5011.0
2011,NUTS,2010,SE23,2,3824.0
2013,NUTS,2010,SE23,2,3652.0
2015,NUTS,2010,SE23,2,4884.0
2017,NUTS,2010,SE23,2,4830.0
2019,NUTS,2010,SE23,2,3944.0
2011,NUTS,2010,SE3,1,1804.0
2013,NUTS,2010,SE3,1,1774.0
2015,NUTS,2010,SE3,1,2202.0
2017,NUTS,2010,SE3,1,2129.0
2019,NUTS,2010,SE3,1,1875.0
2011,NUTS,2010,SE31,2,753.0
2013,NUTS,2010,SE31,2,702.0
2015,NUTS,2010,SE31,2,703.0
2017,NUTS,2010,SE31,2,759.0
2019,NUTS,2010,SE31,2,668.0
2011,NUTS,2010,SE32,2,42.0
2013,NUTS,2010,SE32,2,117.0
2015,NUTS,2010,SE32,2,100.0
2017,NUTS,2010,SE32,2,126.0
2019,NUTS,2010,SE32,2,94.0
2011,NUTS,2010,SE33,2,1009.0
2013,NUTS,2010,SE33,2,955.0
2015,NUTS,2010,SE33,2,1399.0
2017,NUTS,2010,SE33,2,1244.0
2019,NUTS,2010,SE33,2,1113.0
2011,NUTS,2010,SI,0,3040.0
2012,NUTS,2010,SI,0,2971.0
2013,NUTS,2010,SI,0,3018.0
2014,NUTS,2010,SI,0,2907.0
2015,NUTS,2010,SI,0,2907.0
2016,NUTS,2010,SI,0,2897.0
2017,NUTS,2010,SI,0,3090.0
2018,NUTS,2010,SI,0,3232.0
2019,NUTS,2010,SI,0,3317.0
2011,NUTS,2010,SI0,1,3040.0
2012,NUTS,2010,SI0,1,2971.0
2013,NUTS,2010,SI0,1,3018.0
2014,NUTS,2010,SI0,1,2907.0
2015,NUTS,2010,SI0,1,2907.0
2016,NUTS,2010,SI0,1,2897.0
2017,NUTS,2010,SI0,1,3090.0
2018,NUTS,2010,SI0,1,3232.0
2019,NUTS,2010,SI0,1,3317.0
2013,NUTS,2010,SI03,2,208.0
2014,NUTS,2010,SI03,2,100.0
2015,NUTS,2010,SI03,2,63.0
2016,NUTS,2010,SI03,2,45.0
2018,NUTS,2010,SI03,2,80.0
2013,NUTS,2010,SI04,2,2810.0
2014,NUTS,2010,SI04,2,2807.0
2015,NUTS,2010,SI04,2,2844.0
2016,NUTS,2010,SI04,2,2852.0
2018,NUTS,2010,SI04,2,3152.0
2011,NUTS,2010,SK,0,4942.0
2012,NUTS,2010,SK,0,5079.0
2013,NUTS,2010,SK,0,4398.0
2014,NUTS,2010,SK,0,5227.0
2015,NUTS,2010,SK,0,5529.0
2016,NUTS,2010,SK,0,6843.0
2017,NUTS,2010,SK,0,6487.0
2018,NUTS,2010,SK,0,6424.0
2019,NUTS,2010,SK,0,6515.0
2020,NUTS,2010,SK,0,6684.0
2011,NUTS,2010,SK01,2,3601.0
2012,NUTS,2010,SK01,2,3647.0
2013,NUTS,2010,SK01,2,3449.0
2014,NUTS,2010,SK01,2,3607.0
2015,NUTS,2010,SK01,2,3788.0
2016,NUTS,2010,SK01,2,4534.0
2017,NUTS,2010,SK01,2,4553.0
2018,NUTS,2010,SK01,2,4641.0
2019,NUTS,2010,SK01,2,5026.0
2020,NUTS,2010,SK01,2,5157.0
2011,NUTS,2010,SK02,2,499.0
2012,NUTS,2010,SK02,2,530.0
2013,NUTS,2010,SK02,2,183.0
2014,NUTS,2010,SK02,2,641.0
2015,NUTS,2010,SK02,2,595.0
2016,NUTS,2010,SK02,2,851.0
2017,NUTS,2010,SK02,2,767.0
2018,NUTS,2010,SK02,2,704.0
2019,NUTS,2010,SK02,2,563.0
2020,NUTS,2010,SK02,2,554.0
2011,NUTS,2010,SK03,2,249.0
2012,NUTS,2010,SK03,2,345.0
2013,NUTS,2010,SK03,2,181.0
2014,NUTS,2010,SK03,2,275.0
2015,NUTS,2010,SK03,2,542.0
2016,NUTS,2010,SK03,2,748.0
2017,NUTS,2010,SK03,2,459.0
2018,NUTS,2010,SK03,2,476.0
2019,NUTS,2010,SK03,2,411.0
2020,NUTS,2010,SK03,2,460.0
2011,NUTS,2010,SK04,2,593.0
2012,NUTS,2010,SK04,2,557.0
2013,NUTS,2010,SK04,2,585.0
2014,NUTS,2010,SK04,2,704.0
2015,NUTS,2010,SK04,2,604.0
2016,NUTS,2010,SK04,2,710.0
2017,NUTS,2010,SK04,2,708.0
2018,NUTS,2010,SK04,2,603.0
2019,NUTS,2010,SK04,2,515.0
2020,NUTS,2010,SK04,2,513.0
2011,NUTS,2010,TR,0,14076.0
2012,NUTS,2010,TR,0,14445.0
2013,NUTS,2010,TR,0,13894.0
2014,NUTS,2010,TR,0,13903.0
2015,NUTS,2010,TR,0,14217.0
2016,NUTS,2010,TR,0,13372.0
2017,NUTS,2010,TR,0,12828.0
2018,NUTS,2010,TR,0,12884.0
2019,NUTS,2010,TR,0,10472.0
2020,NUTS,2010,TR,0,11044.0
2011,NUTS,2010,UK,0,18354.0
2012,NUTS,2010,UK,0,18611.0
2013,NUTS,2010,UK,0,18143.0
2014,NUTS,2010,UK,0,17962.0
2015,NUTS,2010,UK,0,16827.0
2016,NUTS,2010,UK,0,16527.0
2017,NUTS,2010,UK,0,16858.0
2018,NUTS,2010,UK,0,16824.0
2011,NUTS,2010,UKC,1,1.0
2012,NUTS,2010,UKC,1,1.0
2013,NUTS,2010,UKC,1,1.0
2014,NUTS,2010,UKC,1,1.0
2015,NUTS,2010,UKC,1,1.0
2016,NUTS,2010,UKC,1,4.0
2017,NUTS,2010,UKC,1,11.0
2018,NUTS,2010,UKC,1,14.0
2011,NUTS,2010,UKC1,2,1.0
2012,NUTS,2010,UKC1,2,1.0
2013,NUTS,2010,UKC1,2,1.0
2014,NUTS,2010,UKC1,2,1.0
2015,NUTS,2010,UKC1,2,1.0
2016,NUTS,2010,UKC1,2,1.0
2017,NUTS,2010,UKC1,2,5.0
2018,NUTS,2010,UKC1,2,6.0
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,3.0
2017,NUTS,2010,UKC2,2,6.0
2018,NUTS,2010,UKC2,2,8.0
2011,NUTS,2010,UKD,1,652.0
2012,NUTS,2010,UKD,1,646.0
2013,NUTS,2010,UKD,1,669.0
2014,NUTS,2010,UKD,1,703.0
2015,NUTS,2010,UKD,1,712.0
2016,NUTS,2010,UKD,1,730.0
2017,NUTS,2010,UKD,1,789.0
2018,NUTS,2010,UKD,1,762.0
2011,NUTS,2010,UKD1,2,3.0
2012,NUTS,2010,UKD1,2,4.0
2013,NUTS,2010,UKD1,2,6.0
2014,NUTS,2010,UKD1,2,8.0
2015,NUTS,2010,UKD1,2,7.0
2016,NUTS,2010,UKD1,2,8.0
2017,NUTS,2010,UKD1,2,7.0
2018,NUTS,2010,UKD1,2,6.0
2011,NUTS,2010,UKD3,2,35.0
2012,NUTS,2010,UKD3,2,88.0
2013,NUTS,2010,UKD3,2,91.0
2014,NUTS,2010,UKD3,2,105.0
2015,NUTS,2010,UKD3,2,83.0
2016,NUTS,2010,UKD3,2,91.0
2017,NUTS,2010,UKD3,2,400.0
2018,NUTS,2010,UKD3,2,104.0
2011,NUTS,2010,UKD4,2,131.0
2012,NUTS,2010,UKD4,2,116.0
2013,NUTS,2010,UKD4,2,111.0
2014,NUTS,2010,UKD4,2,114.0
2015,NUTS,2010,UKD4,2,116.0
2016,NUTS,2010,UKD4,2,114.0
2017,NUTS,2010,UKD4,2,101.0
2018,NUTS,2010,UKD4,2,111.0
2011,NUTS,2010,UKD6,2,302.0
2012,NUTS,2010,UKD6,2,283.0
2013,NUTS,2010,UKD6,2,280.0
2014,NUTS,2010,UKD6,2,305.0
2015,NUTS,2010,UKD6,2,329.0
2016,NUTS,2010,UKD6,2,346.0
2017,NUTS,2010,UKD6,2,114.0
2018,NUTS,2010,UKD6,2,373.0
2011,NUTS,2010,UKD7,2,181.0
2012,NUTS,2010,UKD7,2,156.0
2013,NUTS,2010,UKD7,2,183.0
2014,NUTS,2010,UKD7,2,171.0
2015,NUTS,2010,UKD7,2,177.0
2016,NUTS,2010,UKD7,2,171.0
2017,NUTS,2010,UKD7,2,167.0
2018,NUTS,2010,UKD7,2,168.0
2011,NUTS,2010,UKE,1,446.0
2012,NUTS,2010,UKE,1,494.0
2013,NUTS,2010,UKE,1,585.0
2014,NUTS,2010,UKE,1,569.0
2015,NUTS,2010,UKE,1,184.0
2016,NUTS,2010,UKE,1,164.0
2017,NUTS,2010,UKE,1,191.0
2018,NUTS,2010,UKE,1,204.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,1.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,1.0
2011,NUTS,2010,UKE2,2,373.0
2012,NUTS,2010,UKE2,2,420.0
2013,NUTS,2010,UKE2,2,494.0
2014,NUTS,2010,UKE2,2,471.0
2015,NUTS,2010,UKE2,2,88.0
2016,NUTS,2010,UKE2,2,49.0
2017,NUTS,2010,UKE2,2,72.0
2018,NUTS,2010,UKE2,2,64.0
2011,NUTS,2010,UKE3,2,63.0
2012,NUTS,2010,UKE3,2,65.0
2013,NUTS,2010,UKE3,2,72.0
2014,NUTS,2010,UKE3,2,87.0
2015,NUTS,2010,UKE3,2,80.0
2016,NUTS,2010,UKE3,2,91.0
2017,NUTS,2010,UKE3,2,99.0
2018,NUTS,2010,UKE3,2,119.0
2011,NUTS,2010,UKE4,2,9.0
2012,NUTS,2010,UKE4,2,10.0
2013,NUTS,2010,UKE4,2,19.0
2014,NUTS,2010,UKE4,2,11.0
2015,NUTS,2010,UKE4,2,15.0
2016,NUTS,2010,UKE4,2,23.0
2017,NUTS,2010,UKE4,2,20.0
2018,NUTS,2010,UKE4,2,20.0
2011,NUTS,2010,UKF,1,758.0
2012,NUTS,2010,UKF,1,702.0
2013,NUTS,2010,UKF,1,680.0
2014,NUTS,2010,UKF,1,694.0
2015,NUTS,2010,UKF,1,709.0
2016,NUTS,2010,UKF,1,627.0
2017,NUTS,2010,UKF,1,603.0
2018,NUTS,2010,UKF,1,499.0
2011,NUTS,2010,UKF1,2,649.0
2012,NUTS,2010,UKF1,2,591.0
2013,NUTS,2010,UKF1,2,562.0
2014,NUTS,2010,UKF1,2,563.0
2015,NUTS,2010,UKF1,2,574.0
2016,NUTS,2010,UKF1,2,503.0
2017,NUTS,2010,UKF1,2,498.0
2018,NUTS,2010,UKF1,2,492.0
2011,NUTS,2010,UKF2,2,110.0
2012,NUTS,2010,UKF2,2,111.0
2013,NUTS,2010,UKF2,2,118.0
2014,NUTS,2010,UKF2,2,130.0
2015,NUTS,2010,UKF2,2,135.0
2016,NUTS,2010,UKF2,2,118.0
2017,NUTS,2010,UKF2,2,101.0
2018,NUTS,2010,UKF2,2,3.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,7.0
2017,NUTS,2010,UKF3,2,5.0
2018,NUTS,2010,UKF3,2,3.0
2011,NUTS,2010,UKG,1,11.0
2012,NUTS,2010,UKG,1,18.0
2013,NUTS,2010,UKG,1,29.0
2014,NUTS,2010,UKG,1,24.0
2015,NUTS,2010,UKG,1,45.0
2016,NUTS,2010,UKG,1,21.0
2017,NUTS,2010,UKG,1,22.0
2018,NUTS,2010,UKG,1,27.0
2011,NUTS,2010,UKG1,2,4.0
2012,NUTS,2010,UKG1,2,4.0
2013,NUTS,2010,UKG1,2,6.0
2014,NUTS,2010,UKG1,2,4.0
2015,NUTS,2010,UKG1,2,5.0
2016,NUTS,2010,UKG1,2,4.0
2017,NUTS,2010,UKG1,2,5.0
2018,NUTS,2010,UKG1,2,4.0
