year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_avi
2003,NUTS,2010,FR2,1,7.5
2004,NUTS,2010,FR2,1,8.42
2005,NUTS,2010,FR2,1,5.75
2006,NUTS,2010,FR2,1,14.17
2007,NUTS,2010,FR2,1,38.1
2008,NUTS,2010,FR2,1,36.73
2009,NUTS,2010,FR2,1,16.82
2010,NUTS,2010,FR2,1,27.98
2011,NUTS,2010,FR2,1,31.83
2012,NUTS,2010,FR2,1,16.81
1997,NUTS,2010,FR21,2,1.67
1998,NUTS,2010,FR21,2,1.0
2008,NUTS,2010,FR21,2,1.4
2008,NUTS,2010,FR211,3,1.0
1997,NUTS,2010,FR213,3,1.67
1998,NUTS,2010,FR213,3,1.0
2008,NUTS,2010,FR213,3,0.4
1979,NUTS,2010,FR22,2,0.25
1989,NUTS,2010,FR22,2,1.0
1991,NUTS,2010,FR22,2,1.5
1994,NUTS,2010,FR22,2,0.33
1996,NUTS,2010,FR22,2,0.5
2001,NUTS,2010,FR22,2,1.0
2004,NUTS,2010,FR22,2,0.5
2007,NUTS,2010,FR22,2,1.25
2008,NUTS,2010,FR22,2,1.0
2010,NUTS,2010,FR22,2,1.75
2011,NUTS,2010,FR22,2,0.5
2012,NUTS,2010,FR22,2,0.75
1979,NUTS,2010,FR222,3,0.25
1989,NUTS,2010,FR222,3,1.0
1991,NUTS,2010,FR222,3,1.5
1994,NUTS,2010,FR222,3,0.33
1996,NUTS,2010,FR222,3,0.5
2001,NUTS,2010,FR222,3,1.0
2004,NUTS,2010,FR222,3,0.25
2007,NUTS,2010,FR222,3,1.25
2008,NUTS,2010,FR222,3,1.0
2010,NUTS,2010,FR222,3,1.75
2011,NUTS,2010,FR222,3,0.5
2012,NUTS,2010,FR222,3,0.75
2004,NUTS,2010,FR223,3,0.25
1980,NUTS,2010,FR23,2,1.0
1981,NUTS,2010,FR23,2,1.0
1982,NUTS,2010,FR23,2,0.33
1984,NUTS,2010,FR23,2,0.5
1987,NUTS,2010,FR23,2,1.0
1989,NUTS,2010,FR23,2,4.5
1990,NUTS,2010,FR23,2,1.0
1991,NUTS,2010,FR23,2,1.0
1992,NUTS,2010,FR23,2,1.0
1996,NUTS,2010,FR23,2,16.0
1997,NUTS,2010,FR23,2,12.08
1998,NUTS,2010,FR23,2,4.93
2000,NUTS,2010,FR23,2,1.0
2001,NUTS,2010,FR23,2,1.0
2003,NUTS,2010,FR23,2,2.33
2005,NUTS,2010,FR23,2,2.75
2006,NUTS,2010,FR23,2,10.67
2007,NUTS,2010,FR23,2,31.35
2008,NUTS,2010,FR23,2,25.83
2009,NUTS,2010,FR23,2,14.53
2010,NUTS,2010,FR23,2,16.15
2011,NUTS,2010,FR23,2,19.83
2012,NUTS,2010,FR23,2,8.77
1980,NUTS,2010,FR231,3,1.0
1982,NUTS,2010,FR231,3,0.33
1987,NUTS,2010,FR231,3,1.0
1989,NUTS,2010,FR231,3,3.0
1991,NUTS,2010,FR231,3,1.0
1992,NUTS,2010,FR231,3,1.0
2005,NUTS,2010,FR231,3,0.5
2006,NUTS,2010,FR231,3,0.14
2007,NUTS,2010,FR231,3,3.25
2008,NUTS,2010,FR231,3,4.42
2009,NUTS,2010,FR231,3,2.08
2010,NUTS,2010,FR231,3,2.5
2011,NUTS,2010,FR231,3,3.25
2012,NUTS,2010,FR231,3,1.77
1981,NUTS,2010,FR232,3,1.0
1984,NUTS,2010,FR232,3,0.5
1989,NUTS,2010,FR232,3,1.5
1990,NUTS,2010,FR232,3,1.0
1996,NUTS,2010,FR232,3,16.0
1997,NUTS,2010,FR232,3,12.08
1998,NUTS,2010,FR232,3,4.93
2000,NUTS,2010,FR232,3,1.0
2001,NUTS,2010,FR232,3,1.0
2003,NUTS,2010,FR232,3,2.33
2005,NUTS,2010,FR232,3,2.25
2006,NUTS,2010,FR232,3,10.52
2007,NUTS,2010,FR232,3,28.1
2008,NUTS,2010,FR232,3,21.42
2009,NUTS,2010,FR232,3,12.45
2010,NUTS,2010,FR232,3,13.65
2011,NUTS,2010,FR232,3,16.58
2012,NUTS,2010,FR232,3,7.0
1985,NUTS,2010,FR24,2,3.0
1986,NUTS,2010,FR24,2,1.0
1988,NUTS,2010,FR24,2,1.0
1989,NUTS,2010,FR24,2,1.0
1991,NUTS,2010,FR24,2,1.0
1992,NUTS,2010,FR24,2,1.0
1995,NUTS,2010,FR24,2,1.0
1997,NUTS,2010,FR24,2,3.0
1998,NUTS,2010,FR24,2,2.67
1999,NUTS,2010,FR24,2,4.5
2000,NUTS,2010,FR24,2,2.0
2001,NUTS,2010,FR24,2,3.33
2002,NUTS,2010,FR24,2,3.5
2003,NUTS,2010,FR24,2,5.17
2004,NUTS,2010,FR24,2,6.92
2005,NUTS,2010,FR24,2,3.0
2006,NUTS,2010,FR24,2,2.83
2007,NUTS,2010,FR24,2,4.0
2008,NUTS,2010,FR24,2,7.83
2009,NUTS,2010,FR24,2,1.83
2010,NUTS,2010,FR24,2,7.5
2011,NUTS,2010,FR24,2,9.5
2012,NUTS,2010,FR24,2,7.29
1992,NUTS,2010,FR241,3,1.0
1998,NUTS,2010,FR241,3,1.0
1999,NUTS,2010,FR241,3,3.0
2000,NUTS,2010,FR241,3,1.0
2001,NUTS,2010,FR241,3,1.5
2002,NUTS,2010,FR241,3,0.67
2003,NUTS,2010,FR241,3,2.33
2004,NUTS,2010,FR241,3,3.67
2007,NUTS,2010,FR241,3,1.33
2009,NUTS,2010,FR241,3,0.83
2010,NUTS,2010,FR241,3,2.0
2011,NUTS,2010,FR241,3,3.5
2012,NUTS,2010,FR241,3,3.0
2004,NUTS,2010,FR242,3,0.25
2007,NUTS,2010,FR242,3,0.5
2012,NUTS,2010,FR242,3,1.0
1985,NUTS,2010,FR243,3,1.0
1995,NUTS,2010,FR243,3,1.0
1998,NUTS,2010,FR243,3,1.0
1999,NUTS,2010,FR243,3,1.0
2000,NUTS,2010,FR243,3,1.0
2001,NUTS,2010,FR243,3,1.17
2002,NUTS,2010,FR243,3,2.33
2003,NUTS,2010,FR243,3,0.67
2004,NUTS,2010,FR243,3,2.0
2005,NUTS,2010,FR243,3,2.0
2006,NUTS,2010,FR243,3,1.0
2007,NUTS,2010,FR243,3,0.33
2008,NUTS,2010,FR243,3,2.0
2009,NUTS,2010,FR243,3,1.0
2010,NUTS,2010,FR243,3,3.0
2011,NUTS,2010,FR243,3,4.33
2012,NUTS,2010,FR243,3,3.29
1988,NUTS,2010,FR244,3,1.0
1997,NUTS,2010,FR244,3,1.0
1998,NUTS,2010,FR244,3,0.67
2003,NUTS,2010,FR244,3,1.0
2004,NUTS,2010,FR244,3,1.0
2007,NUTS,2010,FR244,3,0.33
2008,NUTS,2010,FR244,3,1.33
2010,NUTS,2010,FR244,3,0.25
2011,NUTS,2010,FR244,3,1.33
1985,NUTS,2010,FR245,3,1.0
2002,NUTS,2010,FR245,3,0.5
2003,NUTS,2010,FR245,3,0.5
2006,NUTS,2010,FR245,3,1.0
2007,NUTS,2010,FR245,3,1.0
2011,NUTS,2010,FR245,3,0.33
1985,NUTS,2010,FR246,3,1.0
1986,NUTS,2010,FR246,3,1.0
1989,NUTS,2010,FR246,3,1.0
1991,NUTS,2010,FR246,3,1.0
1997,NUTS,2010,FR246,3,2.0
1999,NUTS,2010,FR246,3,0.5
2001,NUTS,2010,FR246,3,0.67
2003,NUTS,2010,FR246,3,0.67
2005,NUTS,2010,FR246,3,1.0
2006,NUTS,2010,FR246,3,0.83
2007,NUTS,2010,FR246,3,0.5
2008,NUTS,2010,FR246,3,4.5
2010,NUTS,2010,FR246,3,2.25
2007,NUTS,2010,FR25,2,0.5
2008,NUTS,2010,FR25,2,0.67
2009,NUTS,2010,FR25,2,0.45
2010,NUTS,2010,FR25,2,1.33
2011,NUTS,2010,FR25,2,0.5
2008,NUTS,2010,FR251,3,0.67
2011,NUTS,2010,FR251,3,0.5
2007,NUTS,2010,FR253,3,0.5
2009,NUTS,2010,FR253,3,0.45
2010,NUTS,2010,FR253,3,1.33
1988,NUTS,2010,FR26,2,0.5
1996,NUTS,2010,FR26,2,2.0
2001,NUTS,2010,FR26,2,0.33
2002,NUTS,2010,FR26,2,1.0
2004,NUTS,2010,FR26,2,1.0
2006,NUTS,2010,FR26,2,0.67
2007,NUTS,2010,FR26,2,1.0
2010,NUTS,2010,FR26,2,1.25
2011,NUTS,2010,FR26,2,1.5
2004,NUTS,2010,FR261,3,1.0
2010,NUTS,2010,FR261,3,1.25
2011,NUTS,2010,FR262,3,0.5
1988,NUTS,2010,FR263,3,0.5
1996,NUTS,2010,FR263,3,2.0
2006,NUTS,2010,FR263,3,0.67
2007,NUTS,2010,FR263,3,1.0
2011,NUTS,2010,FR263,3,1.0
2001,NUTS,2010,FR264,3,0.33
2002,NUTS,2010,FR264,3,1.0
1987,NUTS,2010,FR3,1,0.33
1988,NUTS,2010,FR3,1,1.0
1990,NUTS,2010,FR3,1,1.0
1991,NUTS,2010,FR3,1,2.0
1996,NUTS,2010,FR3,1,1.0
1999,NUTS,2010,FR3,1,1.0
2005,NUTS,2010,FR3,1,1.5
2006,NUTS,2010,FR3,1,0.75
2007,NUTS,2010,FR3,1,1.0
2008,NUTS,2010,FR3,1,2.0
2010,NUTS,2010,FR3,1,2.0
2011,NUTS,2010,FR3,1,1.3
1987,NUTS,2010,FR30,2,0.33
1988,NUTS,2010,FR30,2,1.0
1990,NUTS,2010,FR30,2,1.0
1991,NUTS,2010,FR30,2,2.0
1996,NUTS,2010,FR30,2,1.0
1999,NUTS,2010,FR30,2,1.0
2005,NUTS,2010,FR30,2,1.5
2006,NUTS,2010,FR30,2,0.75
2007,NUTS,2010,FR30,2,1.0
2008,NUTS,2010,FR30,2,2.0
2010,NUTS,2010,FR30,2,2.0
2011,NUTS,2010,FR30,2,1.3
1987,NUTS,2010,FR301,3,0.33
1988,NUTS,2010,FR301,3,1.0
1990,NUTS,2010,FR301,3,1.0
1991,NUTS,2010,FR301,3,2.0
1996,NUTS,2010,FR301,3,1.0
1999,NUTS,2010,FR301,3,1.0
2005,NUTS,2010,FR301,3,1.5
2006,NUTS,2010,FR301,3,0.75
2007,NUTS,2010,FR301,3,1.0
2008,NUTS,2010,FR301,3,1.0
2010,NUTS,2010,FR301,3,1.67
2011,NUTS,2010,FR301,3,1.05
2008,NUTS,2010,FR302,3,1.0
2010,NUTS,2010,FR302,3,0.33
2011,NUTS,2010,FR302,3,0.25
1982,NUTS,2010,FR4,1,1.0
1983,NUTS,2010,FR4,1,0.33
1985,NUTS,2010,FR4,1,1.0
1988,NUTS,2010,FR4,1,1.0
1989,NUTS,2010,FR4,1,1.0
1992,NUTS,2010,FR4,1,1.0
1993,NUTS,2010,FR4,1,1.0
1994,NUTS,2010,FR4,1,1.0
1998,NUTS,2010,FR4,1,2.0
2000,NUTS,2010,FR4,1,0.33
2001,NUTS,2010,FR4,1,1.25
2002,NUTS,2010,FR4,1,1.0
2003,NUTS,2010,FR4,1,1.0
2004,NUTS,2010,FR4,1,0.25
2005,NUTS,2010,FR4,1,1.45
2006,NUTS,2010,FR4,1,2.67
2008,NUTS,2010,FR4,1,2.33
2009,NUTS,2010,FR4,1,0.67
2010,NUTS,2010,FR4,1,0.25
2011,NUTS,2010,FR4,1,0.25
1982,NUTS,2010,FR41,2,1.0
1988,NUTS,2010,FR41,2,1.0
1993,NUTS,2010,FR41,2,1.0
1994,NUTS,2010,FR41,2,1.0
1998,NUTS,2010,FR41,2,1.0
2005,NUTS,2010,FR41,2,0.2
2011,NUTS,2010,FR41,2,0.25
1993,NUTS,2010,FR411,3,0.5
1998,NUTS,2010,FR411,3,1.0
2005,NUTS,2010,FR411,3,0.2
1982,NUTS,2010,FR413,3,1.0
1988,NUTS,2010,FR413,3,1.0
1993,NUTS,2010,FR413,3,0.5
1994,NUTS,2010,FR414,3,1.0
2011,NUTS,2010,FR414,3,0.25
1983,NUTS,2010,FR42,2,0.33
1985,NUTS,2010,FR42,2,1.0
1989,NUTS,2010,FR42,2,1.0
1992,NUTS,2010,FR42,2,1.0
1998,NUTS,2010,FR42,2,1.0
2001,NUTS,2010,FR42,2,1.25
2002,NUTS,2010,FR42,2,1.0
2003,NUTS,2010,FR42,2,1.0
2004,NUTS,2010,FR42,2,0.25
2005,NUTS,2010,FR42,2,1.25
2006,NUTS,2010,FR42,2,2.67
2008,NUTS,2010,FR42,2,2.0
2009,NUTS,2010,FR42,2,0.67
2010,NUTS,2010,FR42,2,0.25
1983,NUTS,2010,FR421,3,0.33
1985,NUTS,2010,FR421,3,1.0
1992,NUTS,2010,FR421,3,1.0
1998,NUTS,2010,FR421,3,1.0
2001,NUTS,2010,FR421,3,1.25
2005,NUTS,2010,FR421,3,1.0
2008,NUTS,2010,FR421,3,2.0
2009,NUTS,2010,FR421,3,0.17
1989,NUTS,2010,FR422,3,1.0
2002,NUTS,2010,FR422,3,1.0
2003,NUTS,2010,FR422,3,1.0
2004,NUTS,2010,FR422,3,0.25
2005,NUTS,2010,FR422,3,0.25
2006,NUTS,2010,FR422,3,2.67
2009,NUTS,2010,FR422,3,0.5
2010,NUTS,2010,FR422,3,0.25
2000,NUTS,2010,FR43,2,0.33
2008,NUTS,2010,FR43,2,0.33
2000,NUTS,2010,FR431,3,0.33
2008,NUTS,2010,FR433,3,0.33
1978,NUTS,2010,FR5,1,1.0
1979,NUTS,2010,FR5,1,0.5
1980,NUTS,2010,FR5,1,2.5
1981,NUTS,2010,FR5,1,1.0
1983,NUTS,2010,FR5,1,1.0
1984,NUTS,2010,FR5,1,1.0
1985,NUTS,2010,FR5,1,2.0
1986,NUTS,2010,FR5,1,1.0
1988,NUTS,2010,FR5,1,2.5
1989,NUTS,2010,FR5,1,2.0
1990,NUTS,2010,FR5,1,1.5
1991,NUTS,2010,FR5,1,2.0
1992,NUTS,2010,FR5,1,0.7
1993,NUTS,2010,FR5,1,3.0
1995,NUTS,2010,FR5,1,1.0
1997,NUTS,2010,FR5,1,2.0
1998,NUTS,2010,FR5,1,3.0
1999,NUTS,2010,FR5,1,0.5
2000,NUTS,2010,FR5,1,1.0
2001,NUTS,2010,FR5,1,2.67
2002,NUTS,2010,FR5,1,2.0
2003,NUTS,2010,FR5,1,0.33
2004,NUTS,2010,FR5,1,6.45
2005,NUTS,2010,FR5,1,3.31
2007,NUTS,2010,FR5,1,3.22
2008,NUTS,2010,FR5,1,6.0
2009,NUTS,2010,FR5,1,6.15
2010,NUTS,2010,FR5,1,5.33
2011,NUTS,2010,FR5,1,9.95
2012,NUTS,2010,FR5,1,3.98
1979,NUTS,2010,FR51,2,0.5
1980,NUTS,2010,FR51,2,2.5
1986,NUTS,2010,FR51,2,1.0
1991,NUTS,2010,FR51,2,1.0
1992,NUTS,2010,FR51,2,0.2
1998,NUTS,2010,FR51,2,1.0
1999,NUTS,2010,FR51,2,0.5
2001,NUTS,2010,FR51,2,0.67
2002,NUTS,2010,FR51,2,0.5
2003,NUTS,2010,FR51,2,0.33
2004,NUTS,2010,FR51,2,5.0
2005,NUTS,2010,FR51,2,1.48
2007,NUTS,2010,FR51,2,0.81
2008,NUTS,2010,FR51,2,2.5
2009,NUTS,2010,FR51,2,1.29
2010,NUTS,2010,FR51,2,0.67
2011,NUTS,2010,FR51,2,5.95
2012,NUTS,2010,FR51,2,2.4
1979,NUTS,2010,FR511,3,0.5
1980,NUTS,2010,FR511,3,2.5
1986,NUTS,2010,FR511,3,1.0
1991,NUTS,2010,FR511,3,1.0
1999,NUTS,2010,FR511,3,0.5
2001,NUTS,2010,FR511,3,0.33
2002,NUTS,2010,FR511,3,0.5
2003,NUTS,2010,FR511,3,0.33
2004,NUTS,2010,FR511,3,4.17
2007,NUTS,2010,FR511,3,0.81
2008,NUTS,2010,FR511,3,2.5
2009,NUTS,2010,FR511,3,1.29
2010,NUTS,2010,FR511,3,0.33
2011,NUTS,2010,FR511,3,5.95
2012,NUTS,2010,FR511,3,2.4
1992,NUTS,2010,FR512,3,0.2
1998,NUTS,2010,FR512,3,1.0
2001,NUTS,2010,FR512,3,0.33
2004,NUTS,2010,FR512,3,0.83
2005,NUTS,2010,FR512,3,1.48
2010,NUTS,2010,FR514,3,0.33
1983,NUTS,2010,FR52,2,1.0
1984,NUTS,2010,FR52,2,1.0
1985,NUTS,2010,FR52,2,1.0
1988,NUTS,2010,FR52,2,0.5
1990,NUTS,2010,FR52,2,1.0
2001,NUTS,2010,FR52,2,1.0
2002,NUTS,2010,FR52,2,0.5
2004,NUTS,2010,FR52,2,1.45
2005,NUTS,2010,FR52,2,0.83
2007,NUTS,2010,FR52,2,0.17
2008,NUTS,2010,FR52,2,1.0
2009,NUTS,2010,FR52,2,3.53
2010,NUTS,2010,FR52,2,2.67
2011,NUTS,2010,FR52,2,1.0
2012,NUTS,2010,FR52,2,0.5
1983,NUTS,2010,FR521,3,1.0
2002,NUTS,2010,FR521,3,0.5
2010,NUTS,2010,FR521,3,1.0
2011,NUTS,2010,FR521,3,1.0
1984,NUTS,2010,FR522,3,1.0
1985,NUTS,2010,FR522,3,1.0
1988,NUTS,2010,FR522,3,0.5
1990,NUTS,2010,FR522,3,1.0
2001,NUTS,2010,FR522,3,1.0
2008,NUTS,2010,FR522,3,1.0
2009,NUTS,2010,FR522,3,3.0
2012,NUTS,2010,FR522,3,0.5
2004,NUTS,2010,FR523,3,1.45
2007,NUTS,2010,FR523,3,0.17
2009,NUTS,2010,FR523,3,0.53
2010,NUTS,2010,FR523,3,1.33
2005,NUTS,2010,FR524,3,0.83
2010,NUTS,2010,FR524,3,0.33
1978,NUTS,2010,FR53,2,1.0
1981,NUTS,2010,FR53,2,1.0
1985,NUTS,2010,FR53,2,1.0
1988,NUTS,2010,FR53,2,2.0
1989,NUTS,2010,FR53,2,2.0
1990,NUTS,2010,FR53,2,0.5
1991,NUTS,2010,FR53,2,1.0
1992,NUTS,2010,FR53,2,0.5
1993,NUTS,2010,FR53,2,3.0
1995,NUTS,2010,FR53,2,1.0
1997,NUTS,2010,FR53,2,2.0
1998,NUTS,2010,FR53,2,2.0
2000,NUTS,2010,FR53,2,1.0
2001,NUTS,2010,FR53,2,1.0
2002,NUTS,2010,FR53,2,1.0
2005,NUTS,2010,FR53,2,1.0
2007,NUTS,2010,FR53,2,2.25
2008,NUTS,2010,FR53,2,2.5
2009,NUTS,2010,FR53,2,1.33
2010,NUTS,2010,FR53,2,2.0
2011,NUTS,2010,FR53,2,3.0
2012,NUTS,2010,FR53,2,1.08
1978,NUTS,2010,FR531,3,1.0
1991,NUTS,2010,FR531,3,1.0
1993,NUTS,2010,FR531,3,2.0
2007,NUTS,2010,FR531,3,1.0
2008,NUTS,2010,FR531,3,1.0
1988,NUTS,2010,FR532,3,1.0
1992,NUTS,2010,FR532,3,0.5
1993,NUTS,2010,FR532,3,1.0
1995,NUTS,2010,FR532,3,1.0
1997,NUTS,2010,FR532,3,2.0
1998,NUTS,2010,FR532,3,2.0
2000,NUTS,2010,FR532,3,1.0
2002,NUTS,2010,FR532,3,1.0
2005,NUTS,2010,FR532,3,1.0
2007,NUTS,2010,FR532,3,1.25
2008,NUTS,2010,FR532,3,0.5
2009,NUTS,2010,FR532,3,1.33
2011,NUTS,2010,FR532,3,2.0
2012,NUTS,2010,FR532,3,1.08
1988,NUTS,2010,FR533,3,1.0
1989,NUTS,2010,FR533,3,1.0
1990,NUTS,2010,FR533,3,0.5
2010,NUTS,2010,FR533,3,1.0
1981,NUTS,2010,FR534,3,1.0
1985,NUTS,2010,FR534,3,1.0
1989,NUTS,2010,FR534,3,1.0
2001,NUTS,2010,FR534,3,1.0
2008,NUTS,2010,FR534,3,1.0
2010,NUTS,2010,FR534,3,1.0
2011,NUTS,2010,FR534,3,1.0
1979,NUTS,2010,FR6,1,1.0
1980,NUTS,2010,FR6,1,7.0
1981,NUTS,2010,FR6,1,5.5
1982,NUTS,2010,FR6,1,2.33
1983,NUTS,2010,FR6,1,3.0
1984,NUTS,2010,FR6,1,6.0
1985,NUTS,2010,FR6,1,12.33
1986,NUTS,2010,FR6,1,11.0
1987,NUTS,2010,FR6,1,17.0
1988,NUTS,2010,FR6,1,5.0
1989,NUTS,2010,FR6,1,14.8
1990,NUTS,2010,FR6,1,14.67
1991,NUTS,2010,FR6,1,4.93
1992,NUTS,2010,FR6,1,12.33
1993,NUTS,2010,FR6,1,11.2
1994,NUTS,2010,FR6,1,10.33
1995,NUTS,2010,FR6,1,9.6
1996,NUTS,2010,FR6,1,13.37
1997,NUTS,2010,FR6,1,14.88
1998,NUTS,2010,FR6,1,18.16
1999,NUTS,2010,FR6,1,24.67
2000,NUTS,2010,FR6,1,22.25
2001,NUTS,2010,FR6,1,32.42
2002,NUTS,2010,FR6,1,30.62
2003,NUTS,2010,FR6,1,47.19
2004,NUTS,2010,FR6,1,66.83
2005,NUTS,2010,FR6,1,82.63
2006,NUTS,2010,FR6,1,70.31
2007,NUTS,2010,FR6,1,79.69
2008,NUTS,2010,FR6,1,72.57
2009,NUTS,2010,FR6,1,64.71
2010,NUTS,2010,FR6,1,74.17
2011,NUTS,2010,FR6,1,89.18
2012,NUTS,2010,FR6,1,64.53
1982,NUTS,2010,FR61,2,1.0
1984,NUTS,2010,FR61,2,2.0
1985,NUTS,2010,FR61,2,1.33
1987,NUTS,2010,FR61,2,1.0
1988,NUTS,2010,FR61,2,2.0
1989,NUTS,2010,FR61,2,5.0
1990,NUTS,2010,FR61,2,7.5
1991,NUTS,2010,FR61,2,1.25
1992,NUTS,2010,FR61,2,4.33
1993,NUTS,2010,FR61,2,6.0
1995,NUTS,2010,FR61,2,1.0
1997,NUTS,2010,FR61,2,0.13
1998,NUTS,2010,FR61,2,1.75
1999,NUTS,2010,FR61,2,3.0
2000,NUTS,2010,FR61,2,2.5
2001,NUTS,2010,FR61,2,3.0
2002,NUTS,2010,FR61,2,1.5
2004,NUTS,2010,FR61,2,1.17
2005,NUTS,2010,FR61,2,1.8
2006,NUTS,2010,FR61,2,4.67
2007,NUTS,2010,FR61,2,7.69
2008,NUTS,2010,FR61,2,3.27
2009,NUTS,2010,FR61,2,7.42
2010,NUTS,2010,FR61,2,9.42
2011,NUTS,2010,FR61,2,8.33
2012,NUTS,2010,FR61,2,10.58
1982,NUTS,2010,FR612,3,1.0
1984,NUTS,2010,FR612,3,2.0
1987,NUTS,2010,FR612,3,1.0
1988,NUTS,2010,FR612,3,2.0
1989,NUTS,2010,FR612,3,5.0
1990,NUTS,2010,FR612,3,7.5
1991,NUTS,2010,FR612,3,1.25
1992,NUTS,2010,FR612,3,4.33
1993,NUTS,2010,FR612,3,6.0
1995,NUTS,2010,FR612,3,1.0
1997,NUTS,2010,FR612,3,0.13
1998,NUTS,2010,FR612,3,1.75
1999,NUTS,2010,FR612,3,2.0
2000,NUTS,2010,FR612,3,2.0
2001,NUTS,2010,FR612,3,3.0
2002,NUTS,2010,FR612,3,1.0
2004,NUTS,2010,FR612,3,1.17
2005,NUTS,2010,FR612,3,0.8
2006,NUTS,2010,FR612,3,2.67
2007,NUTS,2010,FR612,3,4.83
2008,NUTS,2010,FR612,3,3.27
2009,NUTS,2010,FR612,3,6.42
2010,NUTS,2010,FR612,3,4.75
2011,NUTS,2010,FR612,3,5.08
2012,NUTS,2010,FR612,3,4.83
1985,NUTS,2010,FR613,3,0.33
2002,NUTS,2010,FR613,3,0.5
2012,NUTS,2010,FR613,3,0.5
2007,NUTS,2010,FR614,3,0.86
2012,NUTS,2010,FR614,3,0.33
1985,NUTS,2010,FR615,3,1.0
1999,NUTS,2010,FR615,3,1.0
2000,NUTS,2010,FR615,3,0.5
2005,NUTS,2010,FR615,3,1.0
2006,NUTS,2010,FR615,3,2.0
2007,NUTS,2010,FR615,3,2.0
2009,NUTS,2010,FR615,3,1.0
2010,NUTS,2010,FR615,3,4.67
2011,NUTS,2010,FR615,3,3.25
2012,NUTS,2010,FR615,3,4.92
1979,NUTS,2010,FR62,2,1.0
1980,NUTS,2010,FR62,2,7.0
1981,NUTS,2010,FR62,2,5.5
1982,NUTS,2010,FR62,2,1.33
1983,NUTS,2010,FR62,2,3.0
1984,NUTS,2010,FR62,2,4.0
1985,NUTS,2010,FR62,2,11.0
1986,NUTS,2010,FR62,2,11.0
1987,NUTS,2010,FR62,2,16.0
1988,NUTS,2010,FR62,2,3.0
1989,NUTS,2010,FR62,2,9.8
1990,NUTS,2010,FR62,2,7.17
1991,NUTS,2010,FR62,2,3.68
1992,NUTS,2010,FR62,2,8.0
1993,NUTS,2010,FR62,2,5.2
1994,NUTS,2010,FR62,2,10.0
1995,NUTS,2010,FR62,2,8.6
1996,NUTS,2010,FR62,2,13.37
1997,NUTS,2010,FR62,2,14.75
1998,NUTS,2010,FR62,2,16.41
1999,NUTS,2010,FR62,2,20.67
2000,NUTS,2010,FR62,2,19.75
2001,NUTS,2010,FR62,2,29.42
2002,NUTS,2010,FR62,2,29.12
2003,NUTS,2010,FR62,2,47.19
2004,NUTS,2010,FR62,2,65.67
2005,NUTS,2010,FR62,2,80.83
2006,NUTS,2010,FR62,2,65.64
2007,NUTS,2010,FR62,2,71.99
2008,NUTS,2010,FR62,2,69.3
2009,NUTS,2010,FR62,2,57.3
2010,NUTS,2010,FR62,2,64.75
2011,NUTS,2010,FR62,2,80.85
2012,NUTS,2010,FR62,2,53.7
1981,NUTS,2010,FR621,3,0.33
2006,NUTS,2010,FR621,3,0.33
2009,NUTS,2010,FR621,3,0.33
2010,NUTS,2010,FR621,3,1.03
1993,NUTS,2010,FR622,3,0.5
2003,NUTS,2010,FR622,3,0.83
2007,NUTS,2010,FR622,3,1.0
2008,NUTS,2010,FR622,3,0.5
2010,NUTS,2010,FR622,3,0.33
2011,NUTS,2010,FR622,3,1.0
2012,NUTS,2010,FR622,3,0.25
1979,NUTS,2010,FR623,3,1.0
1980,NUTS,2010,FR623,3,7.0
1981,NUTS,2010,FR623,3,5.17
1982,NUTS,2010,FR623,3,0.33
1983,NUTS,2010,FR623,3,3.0
1984,NUTS,2010,FR623,3,4.0
1985,NUTS,2010,FR623,3,11.0
1986,NUTS,2010,FR623,3,10.67
1987,NUTS,2010,FR623,3,14.83
1988,NUTS,2010,FR623,3,2.67
1989,NUTS,2010,FR623,3,9.8
1990,NUTS,2010,FR623,3,6.17
1991,NUTS,2010,FR623,3,3.68
1992,NUTS,2010,FR623,3,8.0
1993,NUTS,2010,FR623,3,4.2
1994,NUTS,2010,FR623,3,10.0
1995,NUTS,2010,FR623,3,8.6
1996,NUTS,2010,FR623,3,13.03
1997,NUTS,2010,FR623,3,14.75
1998,NUTS,2010,FR623,3,16.16
1999,NUTS,2010,FR623,3,19.67
2000,NUTS,2010,FR623,3,18.75
2001,NUTS,2010,FR623,3,28.42
2002,NUTS,2010,FR623,3,25.12
2003,NUTS,2010,FR623,3,44.23
2004,NUTS,2010,FR623,3,60.92
2005,NUTS,2010,FR623,3,77.66
2006,NUTS,2010,FR623,3,61.31
2007,NUTS,2010,FR623,3,66.61
2008,NUTS,2010,FR623,3,65.13
2009,NUTS,2010,FR623,3,50.09
2010,NUTS,2010,FR623,3,59.13
2011,NUTS,2010,FR623,3,71.23
2012,NUTS,2010,FR623,3,45.3
1987,NUTS,2010,FR624,3,0.67
1988,NUTS,2010,FR624,3,0.33
2002,NUTS,2010,FR624,3,0.5
2003,NUTS,2010,FR624,3,1.5
2004,NUTS,2010,FR624,3,1.42
2005,NUTS,2010,FR624,3,1.67
2006,NUTS,2010,FR624,3,2.0
2007,NUTS,2010,FR624,3,0.83
2008,NUTS,2010,FR624,3,0.83
2009,NUTS,2010,FR624,3,2.68
2010,NUTS,2010,FR624,3,2.25
2011,NUTS,2010,FR624,3,3.5
2012,NUTS,2010,FR624,3,0.34
