year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_bes
2001,NUTS,2010,RO32,2,44.741
2002,NUTS,2010,RO32,2,46.312
2003,NUTS,2010,RO32,2,47.652
2004,NUTS,2010,RO32,2,58.671
2005,NUTS,2010,RO32,2,78.509
2006,NUTS,2010,RO32,2,119.544
2007,NUTS,2010,RO32,2,136.773
2008,NUTS,2010,RO32,2,124.428
2009,NUTS,2010,RO32,2,101.017
2010,NUTS,2010,RO32,2,113.05
2011,NUTS,2010,RO32,2,121.732
2012,NUTS,2010,RO32,2,114.778
2013,NUTS,2010,RO32,2,71.046
2014,NUTS,2010,RO32,2,102.925
2015,NUTS,2010,RO32,2,164.209
2016,NUTS,2010,RO32,2,248.009
2017,NUTS,2010,RO32,2,343.197
2018,NUTS,2010,RO32,2,374.167
2019,NUTS,2010,RO32,2,361.632
2001,NUTS,2010,RO4,1,11.3
2002,NUTS,2010,RO4,1,9.059
2003,NUTS,2010,RO4,1,12.46
2004,NUTS,2010,RO4,1,11.268
2005,NUTS,2010,RO4,1,12.652
2006,NUTS,2010,RO4,1,12.06
2007,NUTS,2010,RO4,1,20.099
2008,NUTS,2010,RO4,1,18.882
2009,NUTS,2010,RO4,1,9.758
2010,NUTS,2010,RO4,1,6.688
2011,NUTS,2010,RO4,1,11.063
2012,NUTS,2010,RO4,1,13.657
2013,NUTS,2010,RO4,1,14.609
2014,NUTS,2010,RO4,1,7.671
2015,NUTS,2010,RO4,1,42.872
2016,NUTS,2010,RO4,1,56.992
2017,NUTS,2010,RO4,1,50.147
2018,NUTS,2010,RO4,1,77.154
2019,NUTS,2010,RO4,1,60.617
2001,NUTS,2010,RO41,2,6.092
2002,NUTS,2010,RO41,2,4.166
2003,NUTS,2010,RO41,2,3.549
2004,NUTS,2010,RO41,2,5.066
2005,NUTS,2010,RO41,2,5.359
2006,NUTS,2010,RO41,2,5.007
2007,NUTS,2010,RO41,2,6.548
2008,NUTS,2010,RO41,2,7.581
2009,NUTS,2010,RO41,2,4.475
2010,NUTS,2010,RO41,2,2.547
2011,NUTS,2010,RO41,2,6.247
2012,NUTS,2010,RO41,2,4.23
2013,NUTS,2010,RO41,2,2.733
2014,NUTS,2010,RO41,2,1.941
2015,NUTS,2010,RO41,2,1.966
2016,NUTS,2010,RO41,2,2.002
2017,NUTS,2010,RO41,2,5.148
2018,NUTS,2010,RO41,2,18.163
2019,NUTS,2010,RO41,2,3.822
2001,NUTS,2010,RO42,2,5.208
2002,NUTS,2010,RO42,2,4.893
2003,NUTS,2010,RO42,2,8.912
2004,NUTS,2010,RO42,2,6.201
2005,NUTS,2010,RO42,2,7.293
2006,NUTS,2010,RO42,2,7.053
2007,NUTS,2010,RO42,2,13.551
2008,NUTS,2010,RO42,2,11.301
2009,NUTS,2010,RO42,2,5.282
2010,NUTS,2010,RO42,2,4.141
2011,NUTS,2010,RO42,2,4.816
2012,NUTS,2010,RO42,2,9.427
2013,NUTS,2010,RO42,2,11.877
2014,NUTS,2010,RO42,2,5.73
2015,NUTS,2010,RO42,2,40.906
2016,NUTS,2010,RO42,2,54.99
2017,NUTS,2010,RO42,2,45.0
2018,NUTS,2010,RO42,2,58.991
2019,NUTS,2010,RO42,2,56.795
2009,NUTS,2010,RS,0,38.018
2010,NUTS,2010,RS,0,25.767
2011,NUTS,2010,RS,0,22.722
2012,NUTS,2010,RS,0,71.734
2013,NUTS,2010,RS,0,33.04
2014,NUTS,2010,RS,0,76.053
2015,NUTS,2010,RS,0,91.971
2016,NUTS,2010,RS,0,115.657
2017,NUTS,2010,RS,0,125.527
2018,NUTS,2010,RS,0,154.128
2019,NUTS,2010,RS,0,161.253
2020,NUTS,2010,RS,0,165.344
2018,NUTS,2010,RS1,1,150.207
2019,NUTS,2010,RS1,1,152.883
2020,NUTS,2010,RS1,1,159.006
2018,NUTS,2010,RS11,2,104.531
2019,NUTS,2010,RS11,2,123.66
2020,NUTS,2010,RS11,2,131.283
2018,NUTS,2010,RS12,2,45.676
2019,NUTS,2010,RS12,2,29.223
2020,NUTS,2010,RS12,2,27.723
2018,NUTS,2010,RS2,1,3.922
2019,NUTS,2010,RS2,1,8.371
2020,NUTS,2010,RS2,1,6.338
2018,NUTS,2010,RS21,2,0.95
2019,NUTS,2010,RS21,2,4.429
2020,NUTS,2010,RS21,2,3.235
2018,NUTS,2010,RS22,2,2.972
2019,NUTS,2010,RS22,2,3.941
2020,NUTS,2010,RS22,2,3.103
1999,NUTS,2010,RU,0,1267.313
2000,NUTS,2010,RU,0,2086.57
2001,NUTS,2010,RU,0,2828.81
2002,NUTS,2010,RU,0,3176.004
2003,NUTS,2010,RU,0,3352.992
2004,NUTS,2010,RU,0,3780.339
2005,NUTS,2010,RU,0,4458.287
2006,NUTS,2010,RU,0,5642.782
2007,NUTS,2010,RU,0,6807.475
2008,NUTS,2010,RU,0,7446.488
2009,NUTS,2010,RU,0,6866.053
2010,NUTS,2010,RU,0,7865.844
2011,NUTS,2010,RU,0,9100.955
2012,NUTS,2010,RU,0,10225.977
2013,NUTS,2010,RU,0,10733.148
2014,NUTS,2010,RU,0,9915.455
2015,NUTS,2010,RU,0,7955.299
2017,NUTS,2010,RU,0,9295.974
2018,NUTS,2010,RU,0,7720.432
2019,NUTS,2010,RU,0,9500.333
1981,NUTS,2010,SE,0,1504.81
1983,NUTS,2010,SE,0,1720.104
1985,NUTS,2010,SE,0,2607.456
1987,NUTS,2010,SE,0,2790.835
1989,NUTS,2010,SE,0,3342.677
1991,NUTS,2010,SE,0,3823.486
1993,NUTS,2010,SE,0,3737.214
1995,NUTS,2010,SE,0,4718.117
1997,NUTS,2010,SE,0,5797.003
1999,NUTS,2010,SE,0,6466.48
2001,NUTS,2010,SE,0,8118.246
2003,NUTS,2010,SE,0,7885.952
2004,NUTS,2010,SE,0,7667.218
2005,NUTS,2010,SE,0,7724.57
2006,NUTS,2010,SE,0,8753.782
2007,NUTS,2010,SE,0,8470.395
2008,NUTS,2010,SE,0,9118.999
2009,NUTS,2010,SE,0,7577.29
2010,NUTS,2010,SE,0,8160.171
2011,NUTS,2010,SE,0,9088.352
2012,NUTS,2010,SE,0,9416.597
2013,NUTS,2010,SE,0,9932.844
2014,NUTS,2010,SE,0,9125.79
2015,NUTS,2010,SE,0,10218.207
2016,NUTS,2010,SE,0,10535.648
2017,NUTS,2010,SE,0,11513.425
2018,NUTS,2010,SE,0,11090.629
2019,NUTS,2010,SE,0,11582.76
2020,NUTS,2010,SE,0,12132.516
1997,NUTS,2010,SE1,1,2876.364
1999,NUTS,2010,SE1,1,3324.667
2001,NUTS,2010,SE1,1,4052.576
2003,NUTS,2010,SE1,1,3420.684
2005,NUTS,2010,SE1,1,3691.259
2007,NUTS,2010,SE1,1,4067.091
2009,NUTS,2010,SE1,1,3695.04
2011,NUTS,2010,SE1,1,4539.082
2013,NUTS,2010,SE1,1,5354.447
2015,NUTS,2010,SE1,1,5550.863
2017,NUTS,2010,SE1,1,5528.121
2019,NUTS,2010,SE1,1,5321.227
1997,NUTS,2010,SE11,2,2119.128
1999,NUTS,2010,SE11,2,2482.543
2001,NUTS,2010,SE11,2,3053.236
2003,NUTS,2010,SE11,2,2377.085
2005,NUTS,2010,SE11,2,2641.184
2007,NUTS,2010,SE11,2,2936.617
2009,NUTS,2010,SE11,2,2482.885
2011,NUTS,2010,SE11,2,3169.505
2013,NUTS,2010,SE11,2,3854.476
2015,NUTS,2010,SE11,2,4045.972
2017,NUTS,2010,SE11,2,4107.897
2019,NUTS,2010,SE11,2,3700.22
1997,NUTS,2010,SE12,2,757.236
1999,NUTS,2010,SE12,2,842.123
2001,NUTS,2010,SE12,2,999.341
2003,NUTS,2010,SE12,2,1043.598
2005,NUTS,2010,SE12,2,1050.074
2007,NUTS,2010,SE12,2,1130.474
2009,NUTS,2010,SE12,2,1212.156
2011,NUTS,2010,SE12,2,1369.576
2013,NUTS,2010,SE12,2,1499.971
2015,NUTS,2010,SE12,2,1504.891
2017,NUTS,2010,SE12,2,1420.224
2019,NUTS,2010,SE12,2,1621.007
1997,NUTS,2010,SE2,1,2448.909
1999,NUTS,2010,SE2,1,2691.229
2001,NUTS,2010,SE2,1,3650.528
2003,NUTS,2010,SE2,1,4104.141
2005,NUTS,2010,SE2,1,3607.442
2007,NUTS,2010,SE2,1,3869.688
2009,NUTS,2010,SE2,1,3484.099
2011,NUTS,2010,SE2,1,4157.013
2013,NUTS,2010,SE2,1,4047.16
2015,NUTS,2010,SE2,1,4128.722
2017,NUTS,2010,SE2,1,5462.631
1997,NUTS,2010,SE21,2,127.959
1999,NUTS,2010,SE21,2,122.396
2001,NUTS,2010,SE21,2,133.224
2003,NUTS,2010,SE21,2,148.945
2005,NUTS,2010,SE21,2,193.165
2007,NUTS,2010,SE21,2,238.808
2009,NUTS,2010,SE21,2,329.877
2011,NUTS,2010,SE21,2,330.351
2013,NUTS,2010,SE21,2,384.904
2015,NUTS,2010,SE21,2,411.183
1997,NUTS,2010,SE22,2,736.314
1999,NUTS,2010,SE22,2,883.679
2001,NUTS,2010,SE22,2,1032.944
2003,NUTS,2010,SE22,2,1149.251
2005,NUTS,2010,SE22,2,1268.234
2007,NUTS,2010,SE22,2,1724.63
2009,NUTS,2010,SE22,2,1320.168
2011,NUTS,2010,SE22,2,1613.546
2013,NUTS,2010,SE22,2,1408.773
2015,NUTS,2010,SE22,2,1157.962
2017,NUTS,2010,SE22,2,1247.522
2019,NUTS,2010,SE22,2,1498.239
1997,NUTS,2010,SE23,2,1584.636
1999,NUTS,2010,SE23,2,1685.155
2001,NUTS,2010,SE23,2,2484.36
2003,NUTS,2010,SE23,2,2805.945
2005,NUTS,2010,SE23,2,2146.043
2007,NUTS,2010,SE23,2,1906.25
2009,NUTS,2010,SE23,2,1834.148
2011,NUTS,2010,SE23,2,2213.006
2013,NUTS,2010,SE23,2,2253.598
2015,NUTS,2010,SE23,2,2559.684
2017,NUTS,2010,SE23,2,3734.056
2019,NUTS,2010,SE23,2,3908.736
1997,NUTS,2010,SE3,1,356.367
1999,NUTS,2010,SE3,1,335.51
2001,NUTS,2010,SE3,1,415.123
2003,NUTS,2010,SE3,1,361.128
2005,NUTS,2010,SE3,1,425.977
2007,NUTS,2010,SE3,1,533.508
2009,NUTS,2010,SE3,1,398.339
2011,NUTS,2010,SE3,1,392.368
2013,NUTS,2010,SE3,1,531.353
2015,NUTS,2010,SE3,1,538.515
2017,NUTS,2010,SE3,1,522.88
1997,NUTS,2010,SE31,2,181.94
1999,NUTS,2010,SE31,2,164.178
2001,NUTS,2010,SE31,2,269.689
2003,NUTS,2010,SE31,2,243.309
2005,NUTS,2010,SE31,2,249.618
2007,NUTS,2010,SE31,2,330.591
2009,NUTS,2010,SE31,2,239.757
2011,NUTS,2010,SE31,2,223.482
2013,NUTS,2010,SE31,2,336.011
2015,NUTS,2010,SE31,2,326.188
2017,NUTS,2010,SE31,2,315.513
2019,NUTS,2010,SE31,2,325.996
1997,NUTS,2010,SE32,2,66.812
1999,NUTS,2010,SE32,2,57.678
2001,NUTS,2010,SE32,2,28.309
2003,NUTS,2010,SE32,2,27.181
2005,NUTS,2010,SE32,2,63.024
2007,NUTS,2010,SE32,2,57.189
2009,NUTS,2010,SE32,2,63.753
2011,NUTS,2010,SE32,2,78.629
2013,NUTS,2010,SE32,2,71.895
2015,NUTS,2010,SE32,2,70.99
1997,NUTS,2010,SE33,2,107.615
1999,NUTS,2010,SE33,2,113.653
2001,NUTS,2010,SE33,2,117.125
2003,NUTS,2010,SE33,2,90.638
2005,NUTS,2010,SE33,2,113.335
2007,NUTS,2010,SE33,2,145.728
2009,NUTS,2010,SE33,2,94.735
2011,NUTS,2010,SE33,2,90.367
2013,NUTS,2010,SE33,2,123.447
2015,NUTS,2010,SE33,2,141.231
2017,NUTS,2010,SE33,2,129.111
2019,NUTS,2010,SE33,2,169.514
1997,NUTS,2010,SEZ,1,115.36
1999,NUTS,2010,SEZ,1,115.016
1997,NUTS,2010,SEZZ,2,115.36
1999,NUTS,2010,SEZZ,2,115.016
1993,NUTS,2010,SI,0,71.104
1994,NUTS,2010,SI,0,90.371
1995,NUTS,2010,SI,0,113.269
1996,NUTS,2010,SI,0,108.561
1997,NUTS,2010,SI,0,121.127
1998,NUTS,2010,SI,0,134.39
1999,NUTS,2010,SI,0,156.01
2000,NUTS,2010,SI,0,167.454
2001,NUTS,2010,SI,0,197.164
2002,NUTS,2010,SI,0,215.093
2003,NUTS,2010,SI,0,209.383
2004,NUTS,2010,SI,0,254.139
2005,NUTS,2010,SI,0,242.912
2006,NUTS,2010,SI,0,291.4
2007,NUTS,2010,SI,0,299.45
2008,NUTS,2010,SI,0,398.274
2009,NUTS,2010,SI,0,424.399
2010,NUTS,2010,SI,0,505.817
2011,NUTS,2010,SI,0,660.484
2012,NUTS,2010,SI,0,703.098
2013,NUTS,2010,SI,0,715.538
2014,NUTS,2010,SI,0,688.518
2015,NUTS,2010,SI,0,650.579
2016,NUTS,2010,SI,0,614.67
2017,NUTS,2010,SI,0,599.976
2018,NUTS,2010,SI,0,662.442
2019,NUTS,2010,SI,0,731.256
2020,NUTS,2010,SI,0,738.583
1993,NUTS,2010,SI0,1,71.104
1994,NUTS,2010,SI0,1,90.371
1995,NUTS,2010,SI0,1,113.269
1996,NUTS,2010,SI0,1,108.561
1997,NUTS,2010,SI0,1,121.127
1998,NUTS,2010,SI0,1,134.39
1999,NUTS,2010,SI0,1,156.01
2000,NUTS,2010,SI0,1,167.454
2001,NUTS,2010,SI0,1,197.164
2002,NUTS,2010,SI0,1,215.093
2003,NUTS,2010,SI0,1,209.383
2004,NUTS,2010,SI0,1,254.139
2005,NUTS,2010,SI0,1,242.912
2006,NUTS,2010,SI0,1,291.4
2007,NUTS,2010,SI0,1,299.45
2008,NUTS,2010,SI0,1,398.274
2009,NUTS,2010,SI0,1,424.4
2010,NUTS,2010,SI0,1,505.817
2011,NUTS,2010,SI0,1,660.5
2012,NUTS,2010,SI0,1,703.1
2013,NUTS,2010,SI0,1,715.538
2014,NUTS,2010,SI0,1,688.518
2015,NUTS,2010,SI0,1,650.579
2016,NUTS,2010,SI0,1,614.67
2017,NUTS,2010,SI0,1,599.976
2018,NUTS,2010,SI0,1,662.442
2019,NUTS,2010,SI0,1,731.256
2013,NUTS,2010,SI03,2,307.009
2014,NUTS,2010,SI03,2,303.067
2015,NUTS,2010,SI03,2,259.634
2016,NUTS,2010,SI03,2,247.943
2017,NUTS,2010,SI03,2,245.574
2018,NUTS,2010,SI03,2,275.212
2019,NUTS,2010,SI03,2,313.196
2013,NUTS,2010,SI04,2,408.529
2014,NUTS,2010,SI04,2,385.451
2015,NUTS,2010,SI04,2,390.945
2016,NUTS,2010,SI04,2,366.727
2017,NUTS,2010,SI04,2,354.402
2018,NUTS,2010,SI04,2,387.229
2019,NUTS,2010,SI04,2,418.059
1993,NUTS,2010,SK,0,112.793
1994,NUTS,2010,SK,0,61.86
1995,NUTS,2010,SK,0,74.539
1996,NUTS,2010,SK,0,84.681
1997,NUTS,2010,SK,0,153.598
1998,NUTS,2010,SK,0,102.427
1999,NUTS,2010,SK,0,78.713
2000,NUTS,2010,SK,0,94.012
2001,NUTS,2010,SK,0,100.554
2002,NUTS,2010,SK,0,95.422
2003,NUTS,2010,SK,0,93.349
2004,NUTS,2010,SK,0,85.602
2005,NUTS,2010,SK,0,96.89
2006,NUTS,2010,SK,0,93.251
2007,NUTS,2010,SK,0,99.712
2008,NUTS,2010,SK,0,130.779
2009,NUTS,2010,SK,0,124.376
2010,NUTS,2010,SK,0,175.245
2011,NUTS,2010,SK,0,174.145
2012,NUTS,2010,SK,0,241.979
2013,NUTS,2010,SK,0,282.609
2014,NUTS,2010,SK,0,246.678
2015,NUTS,2010,SK,0,259.189
2016,NUTS,2010,SK,0,322.72
2017,NUTS,2010,SK,0,405.321
2018,NUTS,2010,SK,0,406.077
2019,NUTS,2010,SK,0,425.823
2020,NUTS,2010,SK,0,453.666
1993,NUTS,2010,SK0,1,112.793
1994,NUTS,2010,SK0,1,61.86
1995,NUTS,2010,SK0,1,74.539
1996,NUTS,2010,SK0,1,84.681
1997,NUTS,2010,SK0,1,153.598
1998,NUTS,2010,SK0,1,102.427
1999,NUTS,2010,SK0,1,78.713
2000,NUTS,2010,SK0,1,94.012
2001,NUTS,2010,SK0,1,100.554
2002,NUTS,2010,SK0,1,95.422
2003,NUTS,2010,SK0,1,93.349
2004,NUTS,2010,SK0,1,85.602
2005,NUTS,2010,SK0,1,96.89
2006,NUTS,2010,SK0,1,93.251
2007,NUTS,2010,SK0,1,99.712
2008,NUTS,2010,SK0,1,130.779
2009,NUTS,2010,SK0,1,124.376
2010,NUTS,2010,SK0,1,175.245
2011,NUTS,2010,SK0,1,174.145
2012,NUTS,2010,SK0,1,241.979
2013,NUTS,2010,SK0,1,282.609
2014,NUTS,2010,SK0,1,246.678
2015,NUTS,2010,SK0,1,259.189
2016,NUTS,2010,SK0,1,322.72
2017,NUTS,2010,SK0,1,405.321
2018,NUTS,2010,SK0,1,406.077
2019,NUTS,2010,SK0,1,425.823
2020,NUTS,2010,SK0,1,453.666
2000,NUTS,2010,SK01,2,26.384
2001,NUTS,2010,SK01,2,25.473
2002,NUTS,2010,SK01,2,25.694
2003,NUTS,2010,SK01,2,28.031
2004,NUTS,2010,SK01,2,24.586
2005,NUTS,2010,SK01,2,27.305
2006,NUTS,2010,SK01,2,27.691
2007,NUTS,2010,SK01,2,20.171
2008,NUTS,2010,SK01,2,35.918
2009,NUTS,2010,SK01,2,33.163
2010,NUTS,2010,SK01,2,63.165
2011,NUTS,2010,SK01,2,71.628
2012,NUTS,2010,SK01,2,132.475
2013,NUTS,2010,SK01,2,171.519
2014,NUTS,2010,SK01,2,99.137
2015,NUTS,2010,SK01,2,107.873
2016,NUTS,2010,SK01,2,152.892
2017,NUTS,2010,SK01,2,187.605
2018,NUTS,2010,SK01,2,160.257
2019,NUTS,2010,SK01,2,172.863
2020,NUTS,2010,SK01,2,173.524
2000,NUTS,2010,SK02,2,34.224
2001,NUTS,2010,SK02,2,39.561
2002,NUTS,2010,SK02,2,39.63
2003,NUTS,2010,SK02,2,40.926
2004,NUTS,2010,SK02,2,37.604
2005,NUTS,2010,SK02,2,45.025
2006,NUTS,2010,SK02,2,43.537
2007,NUTS,2010,SK02,2,52.218
2008,NUTS,2010,SK02,2,62.392
2009,NUTS,2010,SK02,2,54.794
2010,NUTS,2010,SK02,2,68.445
2011,NUTS,2010,SK02,2,54.313
2012,NUTS,2010,SK02,2,49.248
2013,NUTS,2010,SK02,2,49.43
2014,NUTS,2010,SK02,2,80.619
2015,NUTS,2010,SK02,2,86.616
2016,NUTS,2010,SK02,2,81.849
2017,NUTS,2010,SK02,2,124.55
2018,NUTS,2010,SK02,2,143.527
2019,NUTS,2010,SK02,2,134.974
2020,NUTS,2010,SK02,2,142.512
2000,NUTS,2010,SK03,2,24.248
2001,NUTS,2010,SK03,2,23.718
2002,NUTS,2010,SK03,2,20.612
2003,NUTS,2010,SK03,2,15.835
2004,NUTS,2010,SK03,2,14.642
2005,NUTS,2010,SK03,2,14.974
2006,NUTS,2010,SK03,2,12.113
2007,NUTS,2010,SK03,2,13.713
2008,NUTS,2010,SK03,2,18.379
2009,NUTS,2010,SK03,2,20.615
2010,NUTS,2010,SK03,2,20.599
2011,NUTS,2010,SK03,2,25.787
2012,NUTS,2010,SK03,2,32.775
2013,NUTS,2010,SK03,2,32.727
2014,NUTS,2010,SK03,2,45.332
2015,NUTS,2010,SK03,2,46.336
2016,NUTS,2010,SK03,2,48.938
2017,NUTS,2010,SK03,2,51.213
2018,NUTS,2010,SK03,2,57.574
2019,NUTS,2010,SK03,2,68.383
2020,NUTS,2010,SK03,2,63.469
2000,NUTS,2010,SK04,2,9.155
2001,NUTS,2010,SK04,2,11.801
2002,NUTS,2010,SK04,2,9.486
2003,NUTS,2010,SK04,2,8.556
2004,NUTS,2010,SK04,2,8.77
2005,NUTS,2010,SK04,2,9.585
2006,NUTS,2010,SK04,2,9.911
2007,NUTS,2010,SK04,2,13.611
2008,NUTS,2010,SK04,2,14.091
2009,NUTS,2010,SK04,2,15.805
2010,NUTS,2010,SK04,2,23.035
2011,NUTS,2010,SK04,2,22.418
2012,NUTS,2010,SK04,2,27.481
2013,NUTS,2010,SK04,2,28.934
2014,NUTS,2010,SK04,2,21.59
2015,NUTS,2010,SK04,2,18.364
2016,NUTS,2010,SK04,2,39.043
2017,NUTS,2010,SK04,2,41.953
2018,NUTS,2010,SK04,2,44.718
2019,NUTS,2010,SK04,2,49.603
2020,NUTS,2010,SK04,2,74.161
1990,NUTS,2010,TR,0,78.788
1991,NUTS,2010,TR,0,135.0
1992,NUTS,2010,TR,0,144.607
1993,NUTS,2010,TR,0,155.814
1994,NUTS,2010,TR,0,97.324
1995,NUTS,2010,TR,0,116.311
1996,NUTS,2010,TR,0,167.781
1997,NUTS,2010,TR,0,266.327
1998,NUTS,2010,TR,0,279.877
1999,NUTS,2010,TR,0,416.181
2000,NUTS,2010,TR,0,464.506
2001,NUTS,2010,TR,0,395.371
2002,NUTS,2010,TR,0,367.412
2003,NUTS,2010,TR,0,301.11
2004,NUTS,2010,TR,0,394.235
2005,NUTS,2010,TR,0,773.711
2006,NUTS,2010,TR,0,900.546
2007,NUTS,2010,TR,0,1406.934
2008,NUTS,2010,TR,0,1599.089
2009,NUTS,2010,TR,0,1495.665
2010,NUTS,2010,TR,0,1974.91
2011,NUTS,2010,TR,0,2060.601
2012,NUTS,2010,TR,0,2546.451
2013,NUTS,2010,TR,0,2775.417
2014,NUTS,2010,TR,0,3013.941
2015,NUTS,2010,TR,0,3407.284
2016,NUTS,2010,TR,0,3995.756
2017,NUTS,2010,TR,0,4120.962
2018,NUTS,2010,TR,0,4080.342
2019,NUTS,2010,TR,0,4640.082
2020,NUTS,2010,TR,0,4422.676
1981,NUTS,2010,UK,0,6856.807
1983,NUTS,2010,UK,0,7092.504
1985,NUTS,2010,UK,0,8696.095
1986,NUTS,2010,UK,0,8862.249
1987,NUTS,2010,UK,0,8990.917
1988,NUTS,2010,UK,0,10418.423
1989,NUTS,2010,UK,0,11361.949
1990,NUTS,2010,UK,0,11651.492
1991,NUTS,2010,UK,0,11604.85
1992,NUTS,2010,UK,0,11069.541
1993,NUTS,2010,UK,0,11175.641
1994,NUTS,2010,UK,0,11395.798
1995,NUTS,2010,UK,0,10999.035
1996,NUTS,2010,UK,0,11424.183
1997,NUTS,2010,UK,0,13802.687
1998,NUTS,2010,UK,0,14980.525
1999,NUTS,2010,UK,0,17157.794
2000,NUTS,2010,UK,0,18883.697
2001,NUTS,2010,UK,0,19260.331
2002,NUTS,2010,UK,0,19829.994
2003,NUTS,2010,UK,0,18319.075
2004,NUTS,2010,UK,0,18664.948
2005,NUTS,2010,UK,0,19464.171
2006,NUTS,2010,UK,0,20985.184
2007,NUTS,2010,UK,0,22841.873
2008,NUTS,2010,UK,0,19962.391
2009,NUTS,2010,UK,0,17537.322
2010,NUTS,2010,UK,0,18730.94
2011,NUTS,2010,UK,0,20057.841
2012,NUTS,2010,UK,0,21095.943
2013,NUTS,2010,UK,0,21721.182
2014,NUTS,2010,UK,0,24730.058
2015,NUTS,2010,UK,0,28775.42
2016,NUTS,2010,UK,0,27119.585
2017,NUTS,2010,UK,0,27015.855
2018,NUTS,2010,UK,0,28312.761
2019,NUTS,2010,UK,0,30177.717
1995,NUTS,2010,UKC,1,277.51
1996,NUTS,2010,UKC,1,232.244
1997,NUTS,2010,UKC,1,234.003
1998,NUTS,2010,UKC,1,263.158
1999,NUTS,2010,UKC,1,248.975
2000,NUTS,2010,UKC,1,269.073
2001,NUTS,2010,UKC,1,191.349
2002,NUTS,2010,UKC,1,197.201
2003,NUTS,2010,UKC,1,219.653
2004,NUTS,2010,UKC,1,225.431
2005,NUTS,2010,UKC,1,239.718
2006,NUTS,2010,UKC,1,444.244
2007,NUTS,2010,UKC,1,469.406
2008,NUTS,2010,UKC,1,423.012
2009,NUTS,2010,UKC,1,366.034
2010,NUTS,2010,UKC,1,346.235
2011,NUTS,2010,UKC,1,297.269
2012,NUTS,2010,UKC,1,347.638
2013,NUTS,2010,UKC,1,363.358
2014,NUTS,2010,UKC,1,351.321
2015,NUTS,2010,UKC,1,421.604
2016,NUTS,2010,UKC,1,368.151
2017,NUTS,2010,UKC,1,438.12
2018,NUTS,2010,UKC,1,501.074
2002,NUTS,2010,UKC1,2,90.649
2003,NUTS,2010,UKC1,2,121.387
2004,NUTS,2010,UKC1,2,137.027
2005,NUTS,2010,UKC1,2,142.617
2006,NUTS,2010,UKC1,2,136.991
2007,NUTS,2010,UKC1,2,229.491
2008,NUTS,2010,UKC1,2,214.413
2009,NUTS,2010,UKC1,2,164.441
2010,NUTS,2010,UKC1,2,157.379
2011,NUTS,2010,UKC1,2,125.591
2012,NUTS,2010,UKC1,2,142.804
2013,NUTS,2010,UKC1,2,156.246
2014,NUTS,2010,UKC1,2,150.354
2015,NUTS,2010,UKC1,2,174.979
2016,NUTS,2010,UKC1,2,118.975
2017,NUTS,2010,UKC1,2,153.644
2018,NUTS,2010,UKC1,2,210.241
2002,NUTS,2010,UKC2,2,108.143
2003,NUTS,2010,UKC2,2,98.266
2004,NUTS,2010,UKC2,2,88.404
2005,NUTS,2010,UKC2,2,97.101
2006,NUTS,2010,UKC2,2,307.253
2007,NUTS,2010,UKC2,2,239.915
2008,NUTS,2010,UKC2,2,208.598
2009,NUTS,2010,UKC2,2,201.594
2010,NUTS,2010,UKC2,2,188.855
2011,NUTS,2010,UKC2,2,171.679
2012,NUTS,2010,UKC2,2,204.834
2013,NUTS,2010,UKC2,2,207.112
2014,NUTS,2010,UKC2,2,200.968
2015,NUTS,2010,UKC2,2,246.624
2016,NUTS,2010,UKC2,2,249.176
2017,NUTS,2010,UKC2,2,284.476
2018,NUTS,2010,UKC2,2,290.833
1995,NUTS,2010,UKD,1,1318.774
1996,NUTS,2010,UKD,1,1442.615
1997,NUTS,2010,UKD,1,1681.352
1998,NUTS,2010,UKD,1,1809.58
1999,NUTS,2010,UKD,1,2240.777
2000,NUTS,2010,UKD,1,2380.64
2001,NUTS,2010,UKD,1,2498.794
2002,NUTS,2010,UKD,1,2547.71
2003,NUTS,2010,UKD,1,2232.659
2004,NUTS,2010,UKD,1,2566.672
2005,NUTS,2010,UKD,1,2862.965
2006,NUTS,2010,UKD,1,2466.154
2007,NUTS,2010,UKD,1,3251.168
2008,NUTS,2010,UKD,1,2985.143
2009,NUTS,2010,UKD,1,2396.004
2010,NUTS,2010,UKD,1,2386.337
2011,NUTS,2010,UKD,1,2603.987
2012,NUTS,2010,UKD,1,2199.655
2013,NUTS,2010,UKD,1,2100.318
2014,NUTS,2010,UKD,1,2230.493
2015,NUTS,2010,UKD,1,2911.959
2016,NUTS,2010,UKD,1,2862.233
2017,NUTS,2010,UKD,1,2479.64
2018,NUTS,2010,UKD,1,2295.354
2002,NUTS,2010,UKD1,2,257.634
2003,NUTS,2010,UKD1,2,200.867
2004,NUTS,2010,UKD1,2,178.282
2005,NUTS,2010,UKD1,2,75.86
2006,NUTS,2010,UKD1,2,65.208
2007,NUTS,2010,UKD1,2,51.974
2008,NUTS,2010,UKD1,2,52.461
2009,NUTS,2010,UKD1,2,47.256
2010,NUTS,2010,UKD1,2,86.267
2011,NUTS,2010,UKD1,2,122.134
2012,NUTS,2010,UKD1,2,90.64
2013,NUTS,2010,UKD1,2,76.18
2014,NUTS,2010,UKD1,2,133.978
2015,NUTS,2010,UKD1,2,183.935
2016,NUTS,2010,UKD1,2,163.392
2017,NUTS,2010,UKD1,2,160.602
2018,NUTS,2010,UKD1,2,181.531
