year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_fte_total
2015,NUTS,2010,PL6,1,11983.0
2016,NUTS,2010,PL6,1,12235.0
2017,NUTS,2010,PL6,1,15829.0
2018,NUTS,2010,PL6,1,19435.0
2019,NUTS,2010,PL6,1,19245.0
2000,NUTS,2010,PL61,2,3150.0
2001,NUTS,2010,PL61,2,3519.0
2002,NUTS,2010,PL61,2,2949.0
2003,NUTS,2010,PL61,2,2778.0
2004,NUTS,2010,PL61,2,2792.0
2005,NUTS,2010,PL61,2,2841.0
2006,NUTS,2010,PL61,2,2951.0
2007,NUTS,2010,PL61,2,2941.0
2008,NUTS,2010,PL61,2,3101.0
2009,NUTS,2010,PL61,2,2640.0
2010,NUTS,2010,PL61,2,2736.0
2011,NUTS,2010,PL61,2,2787.0
2012,NUTS,2010,PL61,2,3157.0
2013,NUTS,2010,PL61,2,2896.0
2014,NUTS,2010,PL61,2,3038.0
2015,NUTS,2010,PL61,2,3350.0
2016,NUTS,2010,PL61,2,3353.0
2017,NUTS,2010,PL61,2,4909.0
2018,NUTS,2010,PL61,2,6269.0
2000,NUTS,2010,PL62,2,1258.0
2001,NUTS,2010,PL62,2,1125.0
2002,NUTS,2010,PL62,2,1155.0
2003,NUTS,2010,PL62,2,1254.0
2004,NUTS,2010,PL62,2,1290.0
2005,NUTS,2010,PL62,2,1221.0
2006,NUTS,2010,PL62,2,1183.0
2007,NUTS,2010,PL62,2,1182.0
2008,NUTS,2010,PL62,2,1283.0
2009,NUTS,2010,PL62,2,1229.0
2010,NUTS,2010,PL62,2,1389.0
2011,NUTS,2010,PL62,2,1531.0
2012,NUTS,2010,PL62,2,1559.0
2013,NUTS,2010,PL62,2,1477.0
2014,NUTS,2010,PL62,2,1586.0
2015,NUTS,2010,PL62,2,1764.0
2016,NUTS,2010,PL62,2,1665.0
2017,NUTS,2010,PL62,2,2156.0
2018,NUTS,2010,PL62,2,2430.0
2000,NUTS,2010,PL63,2,4546.0
2001,NUTS,2010,PL63,2,4274.0
2002,NUTS,2010,PL63,2,3845.0
2003,NUTS,2010,PL63,2,3981.0
2004,NUTS,2010,PL63,2,4231.0
2005,NUTS,2010,PL63,2,4704.0
2006,NUTS,2010,PL63,2,4425.0
2007,NUTS,2010,PL63,2,4212.0
2008,NUTS,2010,PL63,2,3741.0
2009,NUTS,2010,PL63,2,4229.0
2010,NUTS,2010,PL63,2,4429.0
2011,NUTS,2010,PL63,2,5091.0
2012,NUTS,2010,PL63,2,5757.0
2013,NUTS,2010,PL63,2,5993.0
2014,NUTS,2010,PL63,2,6420.0
2015,NUTS,2010,PL63,2,6868.0
2016,NUTS,2010,PL63,2,7218.0
2017,NUTS,2010,PL63,2,8765.0
2018,NUTS,2010,PL63,2,10736.0
2019,NUTS,2010,PL63,2,10869.0
2016,NUTS,2010,PL7,1,7281.0
2017,NUTS,2010,PL7,1,7972.0
2018,NUTS,2010,PL7,1,8530.0
2019,NUTS,2010,PL7,1,9634.0
2016,NUTS,2010,PL71,2,6053.0
2017,NUTS,2010,PL71,2,6845.0
2018,NUTS,2010,PL71,2,7117.0
2019,NUTS,2010,PL71,2,8101.0
2016,NUTS,2010,PL72,2,1228.0
2017,NUTS,2010,PL72,2,1127.0
2018,NUTS,2010,PL72,2,1413.0
2019,NUTS,2010,PL72,2,1533.0
2016,NUTS,2010,PL8,1,11657.0
2017,NUTS,2010,PL8,1,12794.0
2018,NUTS,2010,PL8,1,14967.0
2019,NUTS,2010,PL8,1,15330.0
2016,NUTS,2010,PL81,2,4199.0
2017,NUTS,2010,PL81,2,4941.0
2018,NUTS,2010,PL81,2,6288.0
2019,NUTS,2010,PL81,2,7289.0
2016,NUTS,2010,PL82,2,5708.0
2017,NUTS,2010,PL82,2,5530.0
2018,NUTS,2010,PL82,2,6150.0
2019,NUTS,2010,PL82,2,5284.0
2016,NUTS,2010,PL84,2,1749.0
2017,NUTS,2010,PL84,2,2323.0
2018,NUTS,2010,PL84,2,2528.0
2019,NUTS,2010,PL84,2,2756.0
2016,NUTS,2010,PL9,1,35514.0
2017,NUTS,2010,PL9,1,49291.0
2018,NUTS,2010,PL9,1,55444.0
2019,NUTS,2010,PL9,1,53326.0
2016,NUTS,2010,PL91,2,34014.0
2017,NUTS,2010,PL91,2,47565.0
2016,NUTS,2010,PL92,2,1500.0
2017,NUTS,2010,PL92,2,1726.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,8553.0
1983,NUTS,2010,PT,0,8910.0
1984,NUTS,2010,PT,0,9268.0
1985,NUTS,2010,PT,0,9919.0
1986,NUTS,2010,PT,0,10570.0
1987,NUTS,2010,PT,0,10727.0
1988,NUTS,2010,PT,0,10883.0
1989,NUTS,2010,PT,0,11463.0
1990,NUTS,2010,PT,0,12043.0
1991,NUTS,2010,PT,0,12746.0
1992,NUTS,2010,PT,0,13448.0
1993,NUTS,2010,PT,0,14047.0
1994,NUTS,2010,PT,0,14716.0
1995,NUTS,2010,PT,0,15465.0
1996,NUTS,2010,PT,0,16750.0
1997,NUTS,2010,PT,0,18035.0
1998,NUTS,2010,PT,0,19420.0
1999,NUTS,2010,PT,0,20806.0
2000,NUTS,2010,PT,0,21888.0
2001,NUTS,2010,PT,0,22970.0
2002,NUTS,2010,PT,0,24250.0
2003,NUTS,2010,PT,0,25529.0
2004,NUTS,2010,PT,0,25629.0
2005,NUTS,2010,PT,0,25728.0
2006,NUTS,2010,PT,0,30531.0
2007,NUTS,2010,PT,0,35334.0
2008,NUTS,2010,PT,0,47882.0
2009,NUTS,2010,PT,0,47097.0
2010,NUTS,2010,PT,0,47616.0
2011,NUTS,2010,PT,0,49599.0
2012,NUTS,2010,PT,0,47554.0
2013,NUTS,2010,PT,0,46711.0
2014,NUTS,2010,PT,0,46878.0
2015,NUTS,2010,PT,0,47999.0
2016,NUTS,2010,PT,0,50406.0
2017,NUTS,2010,PT,0,54995.0
2018,NUTS,2010,PT,0,58154.0
2019,NUTS,2010,PT,0,61455.0
2020,NUTS,2010,PT,0,66044.0
1988,NUTS,2010,PT1,1,10712.0
1990,NUTS,2010,PT1,1,11805.0
1992,NUTS,2010,PT1,1,13206.0
1995,NUTS,2010,PT1,1,14906.0
1997,NUTS,2010,PT1,1,17332.0
1999,NUTS,2010,PT1,1,20154.0
2000,NUTS,2010,PT1,1,21196.0
2001,NUTS,2010,PT1,1,22263.0
2002,NUTS,2010,PT1,1,23611.0
2003,NUTS,2010,PT1,1,24960.0
2004,NUTS,2010,PT1,1,25025.0
2005,NUTS,2010,PT1,1,25089.0
2006,NUTS,2010,PT1,1,29864.0
2007,NUTS,2010,PT1,1,34639.0
2008,NUTS,2010,PT1,1,46947.0
2009,NUTS,2010,PT1,1,46291.0
2010,NUTS,2010,PT1,1,46875.0
2011,NUTS,2010,PT1,1,48897.0
2012,NUTS,2010,PT1,1,46917.0
2013,NUTS,2010,PT1,1,46052.0
2014,NUTS,2010,PT1,1,46195.0
2015,NUTS,2010,PT1,1,47299.0
2016,NUTS,2010,PT1,1,49666.0
2017,NUTS,2010,PT1,1,54216.0
2018,NUTS,2010,PT1,1,57259.0
2019,NUTS,2010,PT1,1,60555.0
2020,NUTS,2010,PT1,1,65109.0
1988,NUTS,2010,PT11,2,1955.0
1990,NUTS,2010,PT11,2,2228.0
1992,NUTS,2010,PT11,2,2822.0
1995,NUTS,2010,PT11,2,3559.0
1997,NUTS,2010,PT11,2,3827.0
1999,NUTS,2010,PT11,2,4833.0
2000,NUTS,2010,PT11,2,4908.0
2001,NUTS,2010,PT11,2,4962.0
2002,NUTS,2010,PT11,2,5638.0
2003,NUTS,2010,PT11,2,6315.0
2004,NUTS,2010,PT11,2,6366.0
2005,NUTS,2010,PT11,2,6418.0
2006,NUTS,2010,PT11,2,7569.0
2007,NUTS,2010,PT11,2,8719.0
2008,NUTS,2010,PT11,2,12409.0
2009,NUTS,2010,PT11,2,13017.0
2010,NUTS,2010,PT11,2,13506.0
2011,NUTS,2010,PT11,2,14921.0
2012,NUTS,2010,PT11,2,14563.0
2013,NUTS,2010,PT11,2,14913.0
2014,NUTS,2010,PT11,2,15327.0
2015,NUTS,2010,PT11,2,16177.0
2016,NUTS,2010,PT11,2,16349.0
2017,NUTS,2010,PT11,2,18504.0
2018,NUTS,2010,PT11,2,19725.0
2019,NUTS,2010,PT11,2,21204.0
2020,NUTS,2010,PT11,2,24049.0
1988,NUTS,2010,PT15,2,36.0
1990,NUTS,2010,PT15,2,50.0
1992,NUTS,2010,PT15,2,110.0
1995,NUTS,2010,PT15,2,226.0
1997,NUTS,2010,PT15,2,369.0
1999,NUTS,2010,PT15,2,396.0
2000,NUTS,2010,PT15,2,409.0
2001,NUTS,2010,PT15,2,422.0
2002,NUTS,2010,PT15,2,440.0
2003,NUTS,2010,PT15,2,459.0
2004,NUTS,2010,PT15,2,447.0
2005,NUTS,2010,PT15,2,434.0
2006,NUTS,2010,PT15,2,499.0
2007,NUTS,2010,PT15,2,565.0
2008,NUTS,2010,PT15,2,992.0
2009,NUTS,2010,PT15,2,977.0
2010,NUTS,2010,PT15,2,816.0
2011,NUTS,2010,PT15,2,835.0
2012,NUTS,2010,PT15,2,786.0
2013,NUTS,2010,PT15,2,762.0
2014,NUTS,2010,PT15,2,840.0
2015,NUTS,2010,PT15,2,811.0
2016,NUTS,2010,PT15,2,834.0
2017,NUTS,2010,PT15,2,731.0
2018,NUTS,2010,PT15,2,776.0
2019,NUTS,2010,PT15,2,921.0
2020,NUTS,2010,PT15,2,1011.0
2000,NUTS,2010,PT16,2,3596.0
2001,NUTS,2010,PT16,2,3790.0
2002,NUTS,2010,PT16,2,4096.0
2003,NUTS,2010,PT16,2,4401.0
2004,NUTS,2010,PT16,2,4530.0
2005,NUTS,2010,PT16,2,4659.0
2006,NUTS,2010,PT16,2,5690.0
2007,NUTS,2010,PT16,2,6721.0
2008,NUTS,2010,PT16,2,8853.0
2009,NUTS,2010,PT16,2,8720.0
2010,NUTS,2010,PT16,2,8958.0
2011,NUTS,2010,PT16,2,9702.0
2012,NUTS,2010,PT16,2,9552.0
2013,NUTS,2010,PT16,2,9192.0
2014,NUTS,2010,PT16,2,9180.0
2015,NUTS,2010,PT16,2,9165.0
2016,NUTS,2010,PT16,2,9816.0
2017,NUTS,2010,PT16,2,11015.0
2018,NUTS,2010,PT16,2,11681.0
2019,NUTS,2010,PT16,2,12487.0
2020,NUTS,2010,PT16,2,12752.0
2000,NUTS,2010,PT17,2,11334.0
2001,NUTS,2010,PT17,2,12133.0
2002,NUTS,2010,PT17,2,12464.0
2003,NUTS,2010,PT17,2,12795.0
2004,NUTS,2010,PT17,2,12709.0
2005,NUTS,2010,PT17,2,12622.0
2006,NUTS,2010,PT17,2,15030.0
2007,NUTS,2010,PT17,2,17438.0
2008,NUTS,2010,PT17,2,22779.0
2009,NUTS,2010,PT17,2,22369.0
2010,NUTS,2010,PT17,2,22639.0
2011,NUTS,2010,PT17,2,22408.0
2012,NUTS,2010,PT17,2,20965.0
2013,NUTS,2010,PT17,2,20158.0
2014,NUTS,2010,PT17,2,19817.0
2015,NUTS,2010,PT17,2,20052.0
2016,NUTS,2010,PT17,2,21375.0
2017,NUTS,2010,PT17,2,22516.0
2018,NUTS,2010,PT17,2,23393.0
2019,NUTS,2010,PT17,2,24162.0
2020,NUTS,2010,PT17,2,25331.0
2000,NUTS,2010,PT18,2,949.0
2001,NUTS,2010,PT18,2,956.0
2002,NUTS,2010,PT18,2,973.0
2003,NUTS,2010,PT18,2,989.0
2004,NUTS,2010,PT18,2,973.0
2005,NUTS,2010,PT18,2,957.0
2006,NUTS,2010,PT18,2,1077.0
2007,NUTS,2010,PT18,2,1197.0
2008,NUTS,2010,PT18,2,1914.0
2009,NUTS,2010,PT18,2,1209.0
2010,NUTS,2010,PT18,2,957.0
2011,NUTS,2010,PT18,2,1031.0
2012,NUTS,2010,PT18,2,1050.0
2013,NUTS,2010,PT18,2,1028.0
2014,NUTS,2010,PT18,2,1030.0
2015,NUTS,2010,PT18,2,1095.0
2016,NUTS,2010,PT18,2,1291.0
2017,NUTS,2010,PT18,2,1449.0
2018,NUTS,2010,PT18,2,1684.0
2019,NUTS,2010,PT18,2,1780.0
2020,NUTS,2010,PT18,2,1967.0
1988,NUTS,2010,PT2,1,141.0
1990,NUTS,2010,PT2,1,190.0
1992,NUTS,2010,PT2,1,181.0
1995,NUTS,2010,PT2,1,225.0
1997,NUTS,2010,PT2,1,314.0
1999,NUTS,2010,PT2,1,354.0
2000,NUTS,2010,PT2,1,376.0
2001,NUTS,2010,PT2,1,398.0
2002,NUTS,2010,PT2,1,370.0
2003,NUTS,2010,PT2,1,341.0
2004,NUTS,2010,PT2,1,344.0
2005,NUTS,2010,PT2,1,347.0
2006,NUTS,2010,PT2,1,358.0
2007,NUTS,2010,PT2,1,369.0
2008,NUTS,2010,PT2,1,492.0
2009,NUTS,2010,PT2,1,407.0
2010,NUTS,2010,PT2,1,359.0
2011,NUTS,2010,PT2,1,388.0
2012,NUTS,2010,PT2,1,362.0
2013,NUTS,2010,PT2,1,324.0
2014,NUTS,2010,PT2,1,329.0
2015,NUTS,2010,PT2,1,324.0
2016,NUTS,2010,PT2,1,327.0
2017,NUTS,2010,PT2,1,353.0
2018,NUTS,2010,PT2,1,355.0
2019,NUTS,2010,PT2,1,365.0
2020,NUTS,2010,PT2,1,376.0
1988,NUTS,2010,PT20,2,141.0
1990,NUTS,2010,PT20,2,190.0
1992,NUTS,2010,PT20,2,181.0
1995,NUTS,2010,PT20,2,225.0
1997,NUTS,2010,PT20,2,314.0
1999,NUTS,2010,PT20,2,354.0
2000,NUTS,2010,PT20,2,376.0
2001,NUTS,2010,PT20,2,398.0
2002,NUTS,2010,PT20,2,370.0
2003,NUTS,2010,PT20,2,341.0
2004,NUTS,2010,PT20,2,344.0
2005,NUTS,2010,PT20,2,347.0
2006,NUTS,2010,PT20,2,358.0
2007,NUTS,2010,PT20,2,369.0
2008,NUTS,2010,PT20,2,492.0
2009,NUTS,2010,PT20,2,407.0
2010,NUTS,2010,PT20,2,359.0
2011,NUTS,2010,PT20,2,388.0
2012,NUTS,2010,PT20,2,362.0
2013,NUTS,2010,PT20,2,324.0
2014,NUTS,2010,PT20,2,329.0
2015,NUTS,2010,PT20,2,324.0
2016,NUTS,2010,PT20,2,327.0
2017,NUTS,2010,PT20,2,353.0
2018,NUTS,2010,PT20,2,355.0
2019,NUTS,2010,PT20,2,365.0
2020,NUTS,2010,PT20,2,376.0
1988,NUTS,2010,PT3,1,30.0
1990,NUTS,2010,PT3,1,48.0
1992,NUTS,2010,PT3,1,62.0
1995,NUTS,2010,PT3,1,334.0
1997,NUTS,2010,PT3,1,389.0
1999,NUTS,2010,PT3,1,322.0
2000,NUTS,2010,PT3,1,316.0
2001,NUTS,2010,PT3,1,309.0
2002,NUTS,2010,PT3,1,269.0
2003,NUTS,2010,PT3,1,229.0
2004,NUTS,2010,PT3,1,260.0
2005,NUTS,2010,PT3,1,291.0
2006,NUTS,2010,PT3,1,308.0
2007,NUTS,2010,PT3,1,325.0
2008,NUTS,2010,PT3,1,444.0
2009,NUTS,2010,PT3,1,400.0
2010,NUTS,2010,PT3,1,382.0
2011,NUTS,2010,PT3,1,314.0
2012,NUTS,2010,PT3,1,275.0
2013,NUTS,2010,PT3,1,335.0
2014,NUTS,2010,PT3,1,354.0
2015,NUTS,2010,PT3,1,375.0
2016,NUTS,2010,PT3,1,413.0
2017,NUTS,2010,PT3,1,426.0
2018,NUTS,2010,PT3,1,539.0
2019,NUTS,2010,PT3,1,535.0
2020,NUTS,2010,PT3,1,558.0
1988,NUTS,2010,PT30,2,30.0
1990,NUTS,2010,PT30,2,48.0
1992,NUTS,2010,PT30,2,62.0
1995,NUTS,2010,PT30,2,334.0
1997,NUTS,2010,PT30,2,389.0
1999,NUTS,2010,PT30,2,322.0
2000,NUTS,2010,PT30,2,316.0
2001,NUTS,2010,PT30,2,309.0
2002,NUTS,2010,PT30,2,269.0
2003,NUTS,2010,PT30,2,229.0
2004,NUTS,2010,PT30,2,260.0
2005,NUTS,2010,PT30,2,291.0
2006,NUTS,2010,PT30,2,308.0
2007,NUTS,2010,PT30,2,325.0
2008,NUTS,2010,PT30,2,444.0
2009,NUTS,2010,PT30,2,400.0
2010,NUTS,2010,PT30,2,382.0
2011,NUTS,2010,PT30,2,314.0
2012,NUTS,2010,PT30,2,275.0
2013,NUTS,2010,PT30,2,335.0
2014,NUTS,2010,PT30,2,354.0
2015,NUTS,2010,PT30,2,375.0
2016,NUTS,2010,PT30,2,413.0
2017,NUTS,2010,PT30,2,426.0
2018,NUTS,2010,PT30,2,539.0
2019,NUTS,2010,PT30,2,535.0
2020,NUTS,2010,PT30,2,558.0
1993,NUTS,2010,RO,0,73611.0
1994,NUTS,2010,RO,0,62724.0
1995,NUTS,2010,RO,0,60939.0
1996,NUTS,2010,RO,0,59907.0
1997,NUTS,2010,RO,0,54436.0
1998,NUTS,2010,RO,0,52454.0
1999,NUTS,2010,RO,0,44091.0
2000,NUTS,2010,RO,0,33892.0
2001,NUTS,2010,RO,0,32639.0
2002,NUTS,2010,RO,0,32799.0
2003,NUTS,2010,RO,0,33077.0
2004,NUTS,2010,RO,0,33361.0
2005,NUTS,2010,RO,0,33222.0
2006,NUTS,2010,RO,0,29340.0
2007,NUTS,2010,RO,0,28977.0
2008,NUTS,2010,RO,0,30390.0
2009,NUTS,2010,RO,0,28398.0
2010,NUTS,2010,RO,0,26171.0
2011,NUTS,2010,RO,0,29749.0
2012,NUTS,2010,RO,0,31135.0
2013,NUTS,2010,RO,0,32507.0
2014,NUTS,2010,RO,0,31391.0
2015,NUTS,2010,RO,0,31331.0
2016,NUTS,2010,RO,0,32232.0
2017,NUTS,2010,RO,0,32586.0
2018,NUTS,2010,RO,0,31933.0
2019,NUTS,2010,RO,0,31665.0
2020,NUTS,2010,RO,0,33189.0
2001,NUTS,2010,RO1,1,5041.0
2002,NUTS,2010,RO1,1,5407.0
2003,NUTS,2010,RO1,1,4787.0
2004,NUTS,2010,RO1,1,3871.0
2005,NUTS,2010,RO1,1,3346.0
2006,NUTS,2010,RO1,1,3748.0
2007,NUTS,2010,RO1,1,3657.0
2008,NUTS,2010,RO1,1,4177.0
2009,NUTS,2010,RO1,1,4929.0
2010,NUTS,2010,RO1,1,4838.0
2011,NUTS,2010,RO1,1,5037.0
2012,NUTS,2010,RO1,1,4985.0
2013,NUTS,2010,RO1,1,4392.0
2014,NUTS,2010,RO1,1,5451.0
2015,NUTS,2010,RO1,1,5123.0
2016,NUTS,2010,RO1,1,5203.0
2017,NUTS,2010,RO1,1,5309.0
2018,NUTS,2010,RO1,1,5679.0
2019,NUTS,2010,RO1,1,5957.0
2001,NUTS,2010,RO11,2,2352.0
2002,NUTS,2010,RO11,2,2505.0
2003,NUTS,2010,RO11,2,1937.0
2004,NUTS,2010,RO11,2,1974.0
2005,NUTS,2010,RO11,2,1757.0
2006,NUTS,2010,RO11,2,2318.0
2007,NUTS,2010,RO11,2,2459.0
2008,NUTS,2010,RO11,2,2752.0
2009,NUTS,2010,RO11,2,2677.0
2010,NUTS,2010,RO11,2,2432.0
2011,NUTS,2010,RO11,2,2471.0
2012,NUTS,2010,RO11,2,2397.0
2013,NUTS,2010,RO11,2,2095.0
2014,NUTS,2010,RO11,2,2331.0
2015,NUTS,2010,RO11,2,2061.0
2016,NUTS,2010,RO11,2,1891.0
2017,NUTS,2010,RO11,2,2023.0
2018,NUTS,2010,RO11,2,1964.0
2019,NUTS,2010,RO11,2,2010.0
2001,NUTS,2010,RO12,2,2689.0
2002,NUTS,2010,RO12,2,2902.0
2003,NUTS,2010,RO12,2,2850.0
2004,NUTS,2010,RO12,2,1897.0
2005,NUTS,2010,RO12,2,1589.0
2006,NUTS,2010,RO12,2,1430.0
2007,NUTS,2010,RO12,2,1198.0
2008,NUTS,2010,RO12,2,1425.0
2009,NUTS,2010,RO12,2,2252.0
2010,NUTS,2010,RO12,2,2406.0
2011,NUTS,2010,RO12,2,2565.0
2012,NUTS,2010,RO12,2,2588.0
2013,NUTS,2010,RO12,2,2298.0
2014,NUTS,2010,RO12,2,3120.0
2015,NUTS,2010,RO12,2,3062.0
2016,NUTS,2010,RO12,2,3312.0
2017,NUTS,2010,RO12,2,3286.0
2018,NUTS,2010,RO12,2,3715.0
2019,NUTS,2010,RO12,2,3947.0
2001,NUTS,2010,RO2,1,4646.0
2002,NUTS,2010,RO2,1,4147.0
2003,NUTS,2010,RO2,1,3730.0
2004,NUTS,2010,RO2,1,4082.0
2005,NUTS,2010,RO2,1,3433.0
2006,NUTS,2010,RO2,1,3497.0
2007,NUTS,2010,RO2,1,3633.0
2008,NUTS,2010,RO2,1,3893.0
2009,NUTS,2010,RO2,1,3593.0
2010,NUTS,2010,RO2,1,2932.0
2011,NUTS,2010,RO2,1,2697.0
2012,NUTS,2010,RO2,1,3092.0
2013,NUTS,2010,RO2,1,3333.0
2014,NUTS,2010,RO2,1,3306.0
2015,NUTS,2010,RO2,1,3391.0
2016,NUTS,2010,RO2,1,3420.0
2017,NUTS,2010,RO2,1,3421.0
2018,NUTS,2010,RO2,1,3453.0
2019,NUTS,2010,RO2,1,3856.0
2001,NUTS,2010,RO21,2,3215.0
2002,NUTS,2010,RO21,2,2867.0
2003,NUTS,2010,RO21,2,2503.0
2004,NUTS,2010,RO21,2,2802.0
2005,NUTS,2010,RO21,2,2234.0
2006,NUTS,2010,RO21,2,2256.0
2007,NUTS,2010,RO21,2,2240.0
2008,NUTS,2010,RO21,2,2552.0
2009,NUTS,2010,RO21,2,2401.0
2010,NUTS,2010,RO21,2,1936.0
2011,NUTS,2010,RO21,2,1869.0
2012,NUTS,2010,RO21,2,2116.0
2013,NUTS,2010,RO21,2,2524.0
2014,NUTS,2010,RO21,2,2509.0
2015,NUTS,2010,RO21,2,2419.0
2016,NUTS,2010,RO21,2,2333.0
2017,NUTS,2010,RO21,2,2316.0
2018,NUTS,2010,RO21,2,2296.0
2019,NUTS,2010,RO21,2,2729.0
2001,NUTS,2010,RO22,2,1431.0
2002,NUTS,2010,RO22,2,1280.0
2003,NUTS,2010,RO22,2,1227.0
2004,NUTS,2010,RO22,2,1280.0
2005,NUTS,2010,RO22,2,1199.0
2006,NUTS,2010,RO22,2,1241.0
2007,NUTS,2010,RO22,2,1393.0
2008,NUTS,2010,RO22,2,1341.0
2009,NUTS,2010,RO22,2,1196.0
2010,NUTS,2010,RO22,2,996.0
2011,NUTS,2010,RO22,2,828.0
2012,NUTS,2010,RO22,2,976.0
2013,NUTS,2010,RO22,2,809.0
2014,NUTS,2010,RO22,2,797.0
2015,NUTS,2010,RO22,2,972.0
2016,NUTS,2010,RO22,2,1087.0
2017,NUTS,2010,RO22,2,1105.0
2018,NUTS,2010,RO22,2,1157.0
2019,NUTS,2010,RO22,2,1127.0
2001,NUTS,2010,RO3,1,19713.0
2002,NUTS,2010,RO3,1,19791.0
2003,NUTS,2010,RO3,1,20623.0
2004,NUTS,2010,RO3,1,21509.0
2005,NUTS,2010,RO3,1,23543.0
2006,NUTS,2010,RO3,1,19361.0
2007,NUTS,2010,RO3,1,18748.0
2008,NUTS,2010,RO3,1,19759.0
2009,NUTS,2010,RO3,1,17156.0
2010,NUTS,2010,RO3,1,15387.0
2011,NUTS,2010,RO3,1,18034.0
2012,NUTS,2010,RO3,1,19549.0
2013,NUTS,2010,RO3,1,20804.0
2014,NUTS,2010,RO3,1,19094.0
2015,NUTS,2010,RO3,1,18897.0
2016,NUTS,2010,RO3,1,19727.0
2017,NUTS,2010,RO3,1,19952.0
2018,NUTS,2010,RO3,1,19697.0
2019,NUTS,2010,RO3,1,18801.0
2001,NUTS,2010,RO31,2,3627.0
2002,NUTS,2010,RO31,2,3747.0
2003,NUTS,2010,RO31,2,3689.0
2004,NUTS,2010,RO31,2,3583.0
2005,NUTS,2010,RO31,2,3197.0
2006,NUTS,2010,RO31,2,2983.0
2007,NUTS,2010,RO31,2,3657.0
2008,NUTS,2010,RO31,2,3480.0
2009,NUTS,2010,RO31,2,2999.0
2010,NUTS,2010,RO31,2,2876.0
2011,NUTS,2010,RO31,2,1611.0
2012,NUTS,2010,RO31,2,2577.0
2013,NUTS,2010,RO31,2,3854.0
2014,NUTS,2010,RO31,2,3214.0
2015,NUTS,2010,RO31,2,2408.0
2016,NUTS,2010,RO31,2,2299.0
2017,NUTS,2010,RO31,2,1863.0
2018,NUTS,2010,RO31,2,1997.0
2019,NUTS,2010,RO31,2,1975.0
2001,NUTS,2010,RO32,2,16086.0
2002,NUTS,2010,RO32,2,16044.0
2003,NUTS,2010,RO32,2,16934.0
2004,NUTS,2010,RO32,2,17926.0
2005,NUTS,2010,RO32,2,20346.0
2006,NUTS,2010,RO32,2,16378.0
2007,NUTS,2010,RO32,2,15091.0
2008,NUTS,2010,RO32,2,16279.0
2009,NUTS,2010,RO32,2,14157.0
2010,NUTS,2010,RO32,2,12511.0
2011,NUTS,2010,RO32,2,16423.0
2012,NUTS,2010,RO32,2,16972.0
2013,NUTS,2010,RO32,2,16950.0
2014,NUTS,2010,RO32,2,15880.0
2015,NUTS,2010,RO32,2,16489.0
2016,NUTS,2010,RO32,2,17428.0
2017,NUTS,2010,RO32,2,18089.0
2018,NUTS,2010,RO32,2,17700.0
2019,NUTS,2010,RO32,2,16826.0
2001,NUTS,2010,RO4,1,3239.0
2002,NUTS,2010,RO4,1,3454.0
2003,NUTS,2010,RO4,1,3937.0
2004,NUTS,2010,RO4,1,3899.0
2005,NUTS,2010,RO4,1,2900.0
2006,NUTS,2010,RO4,1,2734.0
2007,NUTS,2010,RO4,1,2939.0
2008,NUTS,2010,RO4,1,2561.0
2009,NUTS,2010,RO4,1,2716.0
2010,NUTS,2010,RO4,1,3014.0
2011,NUTS,2010,RO4,1,3981.0
2012,NUTS,2010,RO4,1,3510.0
2013,NUTS,2010,RO4,1,3978.0
2014,NUTS,2010,RO4,1,3539.0
2015,NUTS,2010,RO4,1,3920.0
2016,NUTS,2010,RO4,1,3882.0
2017,NUTS,2010,RO4,1,3904.0
2018,NUTS,2010,RO4,1,3104.0
2019,NUTS,2010,RO4,1,3051.0
2001,NUTS,2010,RO41,2,1835.0
2002,NUTS,2010,RO41,2,1806.0
2003,NUTS,2010,RO41,2,1715.0
2004,NUTS,2010,RO41,2,1685.0
2005,NUTS,2010,RO41,2,1459.0
2006,NUTS,2010,RO41,2,1460.0
2007,NUTS,2010,RO41,2,1450.0
2008,NUTS,2010,RO41,2,1222.0
2009,NUTS,2010,RO41,2,1158.0
2010,NUTS,2010,RO41,2,1017.0
2011,NUTS,2010,RO41,2,1913.0
2012,NUTS,2010,RO41,2,1682.0
2013,NUTS,2010,RO41,2,1685.0
2014,NUTS,2010,RO41,2,1218.0
2015,NUTS,2010,RO41,2,1362.0
2016,NUTS,2010,RO41,2,1321.0
2017,NUTS,2010,RO41,2,1405.0
2018,NUTS,2010,RO41,2,712.0
2019,NUTS,2010,RO41,2,678.0
2001,NUTS,2010,RO42,2,1404.0
2002,NUTS,2010,RO42,2,1648.0
2003,NUTS,2010,RO42,2,2222.0
2004,NUTS,2010,RO42,2,2214.0
2005,NUTS,2010,RO42,2,1441.0
2006,NUTS,2010,RO42,2,1274.0
2007,NUTS,2010,RO42,2,1489.0
2008,NUTS,2010,RO42,2,1339.0
2009,NUTS,2010,RO42,2,1558.0
2010,NUTS,2010,RO42,2,1997.0
2011,NUTS,2010,RO42,2,2068.0
2012,NUTS,2010,RO42,2,1828.0
2013,NUTS,2010,RO42,2,2293.0
2014,NUTS,2010,RO42,2,2322.0
2015,NUTS,2010,RO42,2,2558.0
