year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_fte_rse_t
2018,NUTS,2010,FR,0,82633.0
2019,NUTS,2010,FR,0,83772.0
2020,NUTS,2010,FR,0,84811.0
2011,NUTS,2010,FR1,1,22661.0
2012,NUTS,2010,FR1,1,22915.0
2013,NUTS,2010,FR1,1,22966.0
2011,NUTS,2010,FR10,2,22661.0
2012,NUTS,2010,FR10,2,22915.0
2013,NUTS,2010,FR10,2,22966.0
2011,NUTS,2010,FR2,1,6025.0
2012,NUTS,2010,FR2,1,6142.0
2013,NUTS,2010,FR2,1,6164.0
2011,NUTS,2010,FR21,2,692.0
2012,NUTS,2010,FR21,2,720.0
2013,NUTS,2010,FR21,2,729.0
2011,NUTS,2010,FR22,2,839.0
2012,NUTS,2010,FR22,2,929.0
2013,NUTS,2010,FR22,2,906.0
2011,NUTS,2010,FR23,2,1128.0
2012,NUTS,2010,FR23,2,1155.0
2013,NUTS,2010,FR23,2,1178.0
2011,NUTS,2010,FR24,2,1424.0
2012,NUTS,2010,FR24,2,1418.0
2013,NUTS,2010,FR24,2,1457.0
2011,NUTS,2010,FR25,2,1005.0
2012,NUTS,2010,FR25,2,991.0
2013,NUTS,2010,FR25,2,1022.0
2011,NUTS,2010,FR26,2,937.0
2012,NUTS,2010,FR26,2,929.0
2013,NUTS,2010,FR26,2,874.0
2011,NUTS,2010,FR3,1,3089.0
2012,NUTS,2010,FR3,1,3159.0
2013,NUTS,2010,FR3,1,3233.0
2011,NUTS,2010,FR30,2,3089.0
2012,NUTS,2010,FR30,2,3159.0
2013,NUTS,2010,FR30,2,3233.0
2011,NUTS,2010,FR4,1,5868.0
2012,NUTS,2010,FR4,1,5820.0
2013,NUTS,2010,FR4,1,5841.0
2011,NUTS,2010,FR41,2,2214.0
2012,NUTS,2010,FR41,2,2215.0
2013,NUTS,2010,FR41,2,2199.0
2011,NUTS,2010,FR42,2,2749.0
2012,NUTS,2010,FR42,2,2700.0
2013,NUTS,2010,FR42,2,2694.0
2011,NUTS,2010,FR43,2,905.0
2012,NUTS,2010,FR43,2,906.0
2013,NUTS,2010,FR43,2,948.0
2011,NUTS,2010,FR5,1,6580.0
2012,NUTS,2010,FR5,1,6762.0
2013,NUTS,2010,FR5,1,6911.0
2011,NUTS,2010,FR51,2,2410.0
2012,NUTS,2010,FR51,2,2546.0
2013,NUTS,2010,FR51,2,2610.0
2011,NUTS,2010,FR52,2,2976.0
2012,NUTS,2010,FR52,2,3017.0
2013,NUTS,2010,FR52,2,3032.0
2011,NUTS,2010,FR53,2,1193.0
2012,NUTS,2010,FR53,2,1199.0
2013,NUTS,2010,FR53,2,1269.0
2011,NUTS,2010,FR6,1,7914.0
2012,NUTS,2010,FR6,1,7994.0
2013,NUTS,2010,FR6,1,8086.0
2011,NUTS,2010,FR61,2,3061.0
2012,NUTS,2010,FR61,2,3117.0
2013,NUTS,2010,FR61,2,3182.0
2011,NUTS,2010,FR62,2,4226.0
2012,NUTS,2010,FR62,2,4307.0
2013,NUTS,2010,FR62,2,4316.0
2011,NUTS,2010,FR63,2,627.0
2012,NUTS,2010,FR63,2,571.0
2013,NUTS,2010,FR63,2,589.0
2011,NUTS,2010,FR7,1,9590.0
2012,NUTS,2010,FR7,1,9635.0
2013,NUTS,2010,FR7,1,9892.0
2011,NUTS,2010,FR71,2,8375.0
2012,NUTS,2010,FR71,2,8460.0
2013,NUTS,2010,FR71,2,8688.0
2011,NUTS,2010,FR72,2,1215.0
2012,NUTS,2010,FR72,2,1175.0
2013,NUTS,2010,FR72,2,1204.0
2011,NUTS,2010,FR8,1,8749.0
2012,NUTS,2010,FR8,1,8794.0
2013,NUTS,2010,FR8,1,8887.0
2011,NUTS,2010,FR81,2,3064.0
2012,NUTS,2010,FR81,2,3248.0
2013,NUTS,2010,FR81,2,3339.0
2011,NUTS,2010,FR82,2,5556.0
2012,NUTS,2010,FR82,2,5408.0
2013,NUTS,2010,FR82,2,5406.0
2011,NUTS,2010,FR83,2,129.0
2012,NUTS,2010,FR83,2,138.0
2013,NUTS,2010,FR83,2,141.0
2011,NUTS,2010,FRA,1,556.0
2012,NUTS,2010,FRA,1,528.0
2013,NUTS,2010,FRA,1,633.0
2011,NUTS,2010,FRZ,1,137.0
2012,NUTS,2010,FRZ,1,141.0
2013,NUTS,2010,FRZ,1,137.0
2011,NUTS,2010,FRZZ,2,137.0
2012,NUTS,2010,FRZZ,2,141.0
2013,NUTS,2010,FRZZ,2,137.0
2011,NUTS,2010,HR,0,3558.0
2012,NUTS,2010,HR,0,3559.0
2013,NUTS,2010,HR,0,3526.0
2014,NUTS,2010,HR,0,3337.0
2015,NUTS,2010,HR,0,3547.0
2016,NUTS,2010,HR,0,4289.0
2017,NUTS,2010,HR,0,4349.0
2018,NUTS,2010,HR,0,4301.0
2019,NUTS,2010,HR,0,4759.0
2020,NUTS,2010,HR,0,4776.0
2011,NUTS,2010,HR0,1,3558.0
2012,NUTS,2010,HR0,1,3559.0
2013,NUTS,2010,HR0,1,3526.0
2014,NUTS,2010,HR0,1,3337.0
2015,NUTS,2010,HR0,1,3547.0
2016,NUTS,2010,HR0,1,4289.0
2017,NUTS,2010,HR0,1,4349.0
2018,NUTS,2010,HR0,1,4301.0
2019,NUTS,2010,HR0,1,4759.0
2020,NUTS,2010,HR0,1,4776.0
2020,NUTS,2010,HR02,2,499.0
2011,NUTS,2010,HR03,2,1253.0
2012,NUTS,2010,HR03,2,1250.0
2013,NUTS,2010,HR03,2,1214.0
2014,NUTS,2010,HR03,2,1216.0
2015,NUTS,2010,HR03,2,1169.0
2016,NUTS,2010,HR03,2,1329.0
2017,NUTS,2010,HR03,2,1317.0
2018,NUTS,2010,HR03,2,1255.0
2019,NUTS,2010,HR03,2,1512.0
2020,NUTS,2010,HR03,2,1568.0
2011,NUTS,2010,HR04,2,2305.0
2012,NUTS,2010,HR04,2,2309.0
2013,NUTS,2010,HR04,2,2313.0
2014,NUTS,2010,HR04,2,2121.0
2015,NUTS,2010,HR04,2,2377.0
2016,NUTS,2010,HR04,2,2960.0
2017,NUTS,2010,HR04,2,3032.0
2018,NUTS,2010,HR04,2,3046.0
2019,NUTS,2010,HR04,2,3247.0
2020,NUTS,2010,HR05,2,2566.0
2020,NUTS,2010,HR06,2,144.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,5975.0
2012,NUTS,2010,HU,0,5932.0
2013,NUTS,2010,HU,0,5939.0
2014,NUTS,2010,HU,0,5860.0
2015,NUTS,2010,HU,0,5610.0
2016,NUTS,2010,HU,0,5592.0
2017,NUTS,2010,HU,0,6032.0
2018,NUTS,2010,HU,0,9547.0
2019,NUTS,2010,HU,0,9999.0
2020,NUTS,2010,HU,0,10603.0
2011,NUTS,2010,HU1,1,2763.0
2012,NUTS,2010,HU1,1,2765.0
2013,NUTS,2010,HU1,1,2833.0
2014,NUTS,2010,HU1,1,2821.0
2015,NUTS,2010,HU1,1,2666.0
2016,NUTS,2010,HU1,1,2703.0
2017,NUTS,2010,HU1,1,2904.0
2018,NUTS,2010,HU1,1,4461.0
2019,NUTS,2010,HU1,1,4798.0
2011,NUTS,2010,HU10,2,2763.0
2012,NUTS,2010,HU10,2,2765.0
2013,NUTS,2010,HU10,2,2833.0
2014,NUTS,2010,HU10,2,2821.0
2015,NUTS,2010,HU10,2,2666.0
2016,NUTS,2010,HU10,2,2703.0
2017,NUTS,2010,HU11,2,2642.0
2018,NUTS,2010,HU11,2,3963.0
2019,NUTS,2010,HU11,2,4563.0
2017,NUTS,2010,HU12,2,262.0
2018,NUTS,2010,HU12,2,498.0
2019,NUTS,2010,HU12,2,235.0
2011,NUTS,2010,HU2,1,1198.0
2012,NUTS,2010,HU2,1,1188.0
2013,NUTS,2010,HU2,1,995.0
2014,NUTS,2010,HU2,1,968.0
2015,NUTS,2010,HU2,1,865.0
2016,NUTS,2010,HU2,1,872.0
2017,NUTS,2010,HU2,1,1058.0
2018,NUTS,2010,HU2,1,2299.0
2019,NUTS,2010,HU2,1,1997.0
2011,NUTS,2010,HU21,2,178.0
2012,NUTS,2010,HU21,2,231.0
2013,NUTS,2010,HU21,2,206.0
2014,NUTS,2010,HU21,2,202.0
2015,NUTS,2010,HU21,2,221.0
2016,NUTS,2010,HU21,2,194.0
2017,NUTS,2010,HU21,2,187.0
2018,NUTS,2010,HU21,2,227.0
2019,NUTS,2010,HU21,2,252.0
2011,NUTS,2010,HU22,2,426.0
2012,NUTS,2010,HU22,2,372.0
2013,NUTS,2010,HU22,2,389.0
2014,NUTS,2010,HU22,2,341.0
2015,NUTS,2010,HU22,2,304.0
2016,NUTS,2010,HU22,2,272.0
2017,NUTS,2010,HU22,2,350.0
2018,NUTS,2010,HU22,2,699.0
2019,NUTS,2010,HU22,2,722.0
2011,NUTS,2010,HU23,2,594.0
2012,NUTS,2010,HU23,2,585.0
2013,NUTS,2010,HU23,2,400.0
2014,NUTS,2010,HU23,2,425.0
2015,NUTS,2010,HU23,2,340.0
2016,NUTS,2010,HU23,2,406.0
2017,NUTS,2010,HU23,2,521.0
2018,NUTS,2010,HU23,2,1373.0
2019,NUTS,2010,HU23,2,1023.0
2011,NUTS,2010,HU3,1,2014.0
2012,NUTS,2010,HU3,1,1979.0
2013,NUTS,2010,HU3,1,2111.0
2014,NUTS,2010,HU3,1,2071.0
2015,NUTS,2010,HU3,1,2079.0
2016,NUTS,2010,HU3,1,2017.0
2017,NUTS,2010,HU3,1,2070.0
2018,NUTS,2010,HU3,1,2787.0
2019,NUTS,2010,HU3,1,3204.0
2011,NUTS,2010,HU31,2,376.0
2012,NUTS,2010,HU31,2,385.0
2013,NUTS,2010,HU31,2,333.0
2014,NUTS,2010,HU31,2,344.0
2015,NUTS,2010,HU31,2,349.0
2016,NUTS,2010,HU31,2,352.0
2017,NUTS,2010,HU31,2,387.0
2018,NUTS,2010,HU31,2,485.0
2019,NUTS,2010,HU31,2,569.0
2011,NUTS,2010,HU32,2,787.0
2012,NUTS,2010,HU32,2,795.0
2013,NUTS,2010,HU32,2,850.0
2014,NUTS,2010,HU32,2,806.0
2015,NUTS,2010,HU32,2,761.0
2016,NUTS,2010,HU32,2,799.0
2017,NUTS,2010,HU32,2,846.0
2018,NUTS,2010,HU32,2,1161.0
2019,NUTS,2010,HU32,2,1312.0
2011,NUTS,2010,HU33,2,851.0
2012,NUTS,2010,HU33,2,799.0
2013,NUTS,2010,HU33,2,928.0
2014,NUTS,2010,HU33,2,921.0
2015,NUTS,2010,HU33,2,969.0
2016,NUTS,2010,HU33,2,866.0
2017,NUTS,2010,HU33,2,837.0
2018,NUTS,2010,HU33,2,1141.0
2019,NUTS,2010,HU33,2,1323.0
2011,NUTS,2010,IE,0,5726.0
2012,NUTS,2010,IE,0,12117.0
2013,NUTS,2010,IE,0,12477.0
2014,NUTS,2010,IE,0,12836.0
2015,NUTS,2010,IE,0,10437.0
2016,NUTS,2010,IE,0,12627.0
2017,NUTS,2010,IE,0,11295.0
2018,NUTS,2010,IE,0,9964.0
2019,NUTS,2010,IE,0,9964.0
2020,NUTS,2010,IE,0,9964.0
2011,NUTS,2010,IE0,1,5726.0
2012,NUTS,2010,IE0,1,5722.0
2013,NUTS,2010,IE0,1,5614.0
2014,NUTS,2010,IE0,1,9104.0
2015,NUTS,2010,IE0,1,13211.0
2017,NUTS,2010,IE0,1,12627.0
2011,NUTS,2010,IE01,2,802.0
2012,NUTS,2010,IE01,2,801.0
2013,NUTS,2010,IE01,2,786.0
2014,NUTS,2010,IE01,2,1275.0
2015,NUTS,2010,IE01,2,375.0
2017,NUTS,2010,IE01,2,2342.0
2011,NUTS,2010,IE02,2,4924.0
2012,NUTS,2010,IE02,2,4921.0
2013,NUTS,2010,IE02,2,4828.0
2014,NUTS,2010,IE02,2,7830.0
2015,NUTS,2010,IE02,2,12836.0
2017,NUTS,2010,IE02,2,10285.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,733.0
2013,NUTS,2010,IS,0,1011.0
2014,NUTS,2010,IS,0,1033.0
2015,NUTS,2010,IS,0,892.0
2016,NUTS,2010,IS,0,1151.0
2017,NUTS,2010,IS,0,927.0
2018,NUTS,2010,IS,0,927.0
2011,NUTS,2010,IT,0,43828.0
2012,NUTS,2010,IT,0,45223.0
2013,NUTS,2010,IT,0,47526.0
2014,NUTS,2010,IT,0,48198.0
2015,NUTS,2010,IT,0,48841.0
2016,NUTS,2010,IT,0,50816.0
2017,NUTS,2010,IT,0,51362.0
2018,NUTS,2010,IT,0,51989.0
2019,NUTS,2010,IT,0,54501.0
2020,NUTS,2010,IT,0,55471.0
2011,NUTS,2010,ITC,1,11527.0
2012,NUTS,2010,ITC,1,11534.0
2013,NUTS,2010,ITC,1,12250.0
2014,NUTS,2010,ITC,1,12167.0
2015,NUTS,2010,ITC,1,12776.0
2016,NUTS,2010,ITC,1,13221.0
2017,NUTS,2010,ITC,1,13836.0
2018,NUTS,2010,ITC,1,14022.0
2019,NUTS,2010,ITC,1,14394.0
2011,NUTS,2010,ITC1,2,3044.0
2012,NUTS,2010,ITC1,2,3041.0
2013,NUTS,2010,ITC1,2,3314.0
2014,NUTS,2010,ITC1,2,3008.0
2015,NUTS,2010,ITC1,2,3602.0
2016,NUTS,2010,ITC1,2,3248.0
2017,NUTS,2010,ITC1,2,3375.0
2018,NUTS,2010,ITC1,2,3448.0
2019,NUTS,2010,ITC1,2,3479.0
2011,NUTS,2010,ITC2,2,13.0
2012,NUTS,2010,ITC2,2,14.0
2013,NUTS,2010,ITC2,2,42.0
2014,NUTS,2010,ITC2,2,50.0
2015,NUTS,2010,ITC2,2,29.0
2016,NUTS,2010,ITC2,2,29.0
2017,NUTS,2010,ITC2,2,39.0
2018,NUTS,2010,ITC2,2,31.0
2019,NUTS,2010,ITC2,2,28.0
2011,NUTS,2010,ITC3,2,1115.0
2012,NUTS,2010,ITC3,2,1187.0
2013,NUTS,2010,ITC3,2,1324.0
2014,NUTS,2010,ITC3,2,1298.0
2015,NUTS,2010,ITC3,2,1605.0
2016,NUTS,2010,ITC3,2,1324.0
2017,NUTS,2010,ITC3,2,1389.0
2018,NUTS,2010,ITC3,2,1205.0
2019,NUTS,2010,ITC3,2,1364.0
2011,NUTS,2010,ITC4,2,7356.0
2012,NUTS,2010,ITC4,2,7293.0
2013,NUTS,2010,ITC4,2,7571.0
2014,NUTS,2010,ITC4,2,7811.0
2015,NUTS,2010,ITC4,2,7540.0
2016,NUTS,2010,ITC4,2,8619.0
2017,NUTS,2010,ITC4,2,9033.0
2018,NUTS,2010,ITC4,2,9338.0
2019,NUTS,2010,ITC4,2,9524.0
2011,NUTS,2010,ITF,1,7546.0
2012,NUTS,2010,ITF,1,7904.0
2013,NUTS,2010,ITF,1,8163.0
2014,NUTS,2010,ITF,1,8436.0
2015,NUTS,2010,ITF,1,8734.0
2016,NUTS,2010,ITF,1,9105.0
2017,NUTS,2010,ITF,1,9132.0
2018,NUTS,2010,ITF,1,8832.0
2019,NUTS,2010,ITF,1,9365.0
2011,NUTS,2010,ITF1,2,946.0
2012,NUTS,2010,ITF1,2,986.0
2013,NUTS,2010,ITF1,2,967.0
2014,NUTS,2010,ITF1,2,963.0
2015,NUTS,2010,ITF1,2,1144.0
2016,NUTS,2010,ITF1,2,1271.0
2017,NUTS,2010,ITF1,2,1455.0
2018,NUTS,2010,ITF1,2,1241.0
2019,NUTS,2010,ITF1,2,1318.0
2015,NUTS,2010,ITF2,2,263.0
2016,NUTS,2010,ITF2,2,233.0
2017,NUTS,2010,ITF2,2,222.0
2018,NUTS,2010,ITF2,2,215.0
2019,NUTS,2010,ITF2,2,202.0
2011,NUTS,2010,ITF3,2,3155.0
2012,NUTS,2010,ITF3,2,3377.0
2013,NUTS,2010,ITF3,2,3622.0
2014,NUTS,2010,ITF3,2,3771.0
2015,NUTS,2010,ITF3,2,3790.0
2016,NUTS,2010,ITF3,2,4242.0
2017,NUTS,2010,ITF3,2,4237.0
2018,NUTS,2010,ITF3,2,4056.0
2019,NUTS,2010,ITF3,2,4411.0
2011,NUTS,2010,ITF4,2,2261.0
2012,NUTS,2010,ITF4,2,2241.0
2013,NUTS,2010,ITF4,2,1954.0
2014,NUTS,2010,ITF4,2,1995.0
2015,NUTS,2010,ITF4,2,2125.0
2016,NUTS,2010,ITF4,2,2094.0
2017,NUTS,2010,ITF4,2,2065.0
2018,NUTS,2010,ITF4,2,1988.0
2019,NUTS,2010,ITF4,2,2054.0
2012,NUTS,2010,ITF5,2,260.0
2013,NUTS,2010,ITF5,2,242.0
2015,NUTS,2010,ITF5,2,253.0
2016,NUTS,2010,ITF5,2,220.0
2017,NUTS,2010,ITF5,2,219.0
2018,NUTS,2010,ITF5,2,208.0
2019,NUTS,2010,ITF5,2,248.0
2011,NUTS,2010,ITF6,2,763.0
2015,NUTS,2010,ITF6,2,1159.0
2016,NUTS,2010,ITF6,2,1045.0
2017,NUTS,2010,ITF6,2,935.0
2018,NUTS,2010,ITF6,2,1124.0
2019,NUTS,2010,ITF6,2,1132.0
2011,NUTS,2010,ITG,1,3790.0
2012,NUTS,2010,ITG,1,4005.0
2013,NUTS,2010,ITG,1,4162.0
2014,NUTS,2010,ITG,1,4313.0
2015,NUTS,2010,ITG,1,4574.0
2016,NUTS,2010,ITG,1,3748.0
2017,NUTS,2010,ITG,1,3621.0
2018,NUTS,2010,ITG,1,3598.0
2019,NUTS,2010,ITG,1,3811.0
2011,NUTS,2010,ITG1,2,2437.0
2012,NUTS,2010,ITG1,2,2472.0
2013,NUTS,2010,ITG1,2,2663.0
2014,NUTS,2010,ITG1,2,2746.0
2015,NUTS,2010,ITG1,2,2886.0
2016,NUTS,2010,ITG1,2,2566.0
2017,NUTS,2010,ITG1,2,2390.0
2018,NUTS,2010,ITG1,2,2368.0
2019,NUTS,2010,ITG1,2,2535.0
2011,NUTS,2010,ITG2,2,1353.0
2012,NUTS,2010,ITG2,2,1533.0
2013,NUTS,2010,ITG2,2,1498.0
2014,NUTS,2010,ITG2,2,1567.0
2015,NUTS,2010,ITG2,2,1688.0
2016,NUTS,2010,ITG2,2,1183.0
2017,NUTS,2010,ITG2,2,1232.0
2018,NUTS,2010,ITG2,2,1231.0
2019,NUTS,2010,ITG2,2,1276.0
2011,NUTS,2010,ITH,1,9778.0
2012,NUTS,2010,ITH,1,10291.0
2013,NUTS,2010,ITH,1,10949.0
2014,NUTS,2010,ITH,1,11253.0
2015,NUTS,2010,ITH,1,10313.0
2016,NUTS,2010,ITH,1,11583.0
2017,NUTS,2010,ITH,1,11953.0
2018,NUTS,2010,ITH,1,12571.0
2019,NUTS,2010,ITH,1,13293.0
2011,NUTS,2010,ITH1,2,27.0
2012,NUTS,2010,ITH1,2,48.0
2013,NUTS,2010,ITH1,2,109.0
2014,NUTS,2010,ITH1,2,142.0
2015,NUTS,2010,ITH1,2,94.0
2016,NUTS,2010,ITH1,2,245.0
2017,NUTS,2010,ITH1,2,288.0
2018,NUTS,2010,ITH1,2,305.0
2019,NUTS,2010,ITH1,2,358.0
2011,NUTS,2010,ITH2,2,472.0
2012,NUTS,2010,ITH2,2,563.0
2013,NUTS,2010,ITH2,2,661.0
2014,NUTS,2010,ITH2,2,711.0
2015,NUTS,2010,ITH2,2,790.0
2016,NUTS,2010,ITH2,2,826.0
2017,NUTS,2010,ITH2,2,800.0
2018,NUTS,2010,ITH2,2,865.0
2019,NUTS,2010,ITH2,2,949.0
2011,NUTS,2010,ITH3,2,3432.0
2012,NUTS,2010,ITH3,2,3560.0
2013,NUTS,2010,ITH3,2,3750.0
2014,NUTS,2010,ITH3,2,3883.0
2015,NUTS,2010,ITH3,2,3865.0
2016,NUTS,2010,ITH3,2,3872.0
2017,NUTS,2010,ITH3,2,4089.0
2018,NUTS,2010,ITH3,2,4386.0
2019,NUTS,2010,ITH3,2,4649.0
2011,NUTS,2010,ITH4,2,1251.0
2012,NUTS,2010,ITH4,2,1345.0
2013,NUTS,2010,ITH4,2,1306.0
2014,NUTS,2010,ITH4,2,1327.0
2015,NUTS,2010,ITH4,2,1408.0
2016,NUTS,2010,ITH4,2,1359.0
2017,NUTS,2010,ITH4,2,1401.0
2018,NUTS,2010,ITH4,2,1497.0
2019,NUTS,2010,ITH4,2,1469.0
2011,NUTS,2010,ITH5,2,4597.0
2012,NUTS,2010,ITH5,2,4776.0
2013,NUTS,2010,ITH5,2,5124.0
2014,NUTS,2010,ITH5,2,5190.0
2015,NUTS,2010,ITH5,2,4157.0
2016,NUTS,2010,ITH5,2,5283.0
2017,NUTS,2010,ITH5,2,5375.0
2018,NUTS,2010,ITH5,2,5518.0
2019,NUTS,2010,ITH5,2,5867.0
2011,NUTS,2010,ITI,1,11188.0
2012,NUTS,2010,ITI,1,11488.0
2013,NUTS,2010,ITI,1,12002.0
2014,NUTS,2010,ITI,1,12029.0
2015,NUTS,2010,ITI,1,12445.0
2016,NUTS,2010,ITI,1,13159.0
2017,NUTS,2010,ITI,1,12820.0
2018,NUTS,2010,ITI,1,12966.0
2019,NUTS,2010,ITI,1,13638.0
2011,NUTS,2010,ITI1,2,4576.0
2012,NUTS,2010,ITI1,2,4751.0
2013,NUTS,2010,ITI1,2,4474.0
2014,NUTS,2010,ITI1,2,4300.0
2015,NUTS,2010,ITI1,2,4524.0
2016,NUTS,2010,ITI1,2,4494.0
2017,NUTS,2010,ITI1,2,4512.0
2018,NUTS,2010,ITI1,2,4919.0
2019,NUTS,2010,ITI1,2,4965.0
2011,NUTS,2010,ITI2,2,922.0
2012,NUTS,2010,ITI2,2,922.0
2013,NUTS,2010,ITI2,2,918.0
2014,NUTS,2010,ITI2,2,928.0
2015,NUTS,2010,ITI2,2,1035.0
2016,NUTS,2010,ITI2,2,939.0
2017,NUTS,2010,ITI2,2,892.0
2018,NUTS,2010,ITI2,2,986.0
2019,NUTS,2010,ITI2,2,930.0
2011,NUTS,2010,ITI3,2,1047.0
2012,NUTS,2010,ITI3,2,1037.0
2013,NUTS,2010,ITI3,2,1094.0
2014,NUTS,2010,ITI3,2,1144.0
2015,NUTS,2010,ITI3,2,1140.0
2016,NUTS,2010,ITI3,2,1343.0
2017,NUTS,2010,ITI3,2,1467.0
2018,NUTS,2010,ITI3,2,1334.0
2019,NUTS,2010,ITI3,2,1310.0
2011,NUTS,2010,ITI4,2,4644.0
2012,NUTS,2010,ITI4,2,4779.0
2013,NUTS,2010,ITI4,2,5517.0
2014,NUTS,2010,ITI4,2,5658.0
2015,NUTS,2010,ITI4,2,5746.0
2016,NUTS,2010,ITI4,2,6384.0
2017,NUTS,2010,ITI4,2,5950.0
2018,NUTS,2010,ITI4,2,5726.0
2019,NUTS,2010,ITI4,2,6433.0
2011,NUTS,2010,JP,0,126133.0
2012,NUTS,2010,JP,0,125890.0
2013,NUTS,2010,JP,0,136593.0
2014,NUTS,2010,JP,0,137586.0
2015,NUTS,2010,JP,0,137078.0
2016,NUTS,2010,JP,0,138095.0
2017,NUTS,2010,JP,0,138697.0
2018,NUTS,2010,JP,0,134740.0
2019,NUTS,2010,JP,0,135509.0
2011,NUTS,2010,KR,0,40844.0
2012,NUTS,2010,KR,0,43826.0
2013,NUTS,2010,KR,0,41784.0
2014,NUTS,2010,KR,0,41938.0
2015,NUTS,2010,KR,0,40866.0
2016,NUTS,2010,KR,0,40759.0
2017,NUTS,2010,KR,0,38813.0
2018,NUTS,2010,KR,0,40736.0
2019,NUTS,2010,KR,0,41448.0
2011,NUTS,2010,LT,0,5645.0
2012,NUTS,2010,LT,0,5334.0
2013,NUTS,2010,LT,0,5399.0
2014,NUTS,2010,LT,0,5241.0
2015,NUTS,2010,LT,0,4830.0
2016,NUTS,2010,LT,0,4993.0
2017,NUTS,2010,LT,0,4575.0
2018,NUTS,2010,LT,0,4521.0
2019,NUTS,2010,LT,0,4947.0
2020,NUTS,2010,LT,0,5710.0
2015,NUTS,2010,LT01,2,2517.0
2016,NUTS,2010,LT01,2,2432.0
2017,NUTS,2010,LT01,2,2392.0
2018,NUTS,2010,LT01,2,2319.0
2019,NUTS,2010,LT01,2,2357.0
2015,NUTS,2010,LT02,2,2313.0
2016,NUTS,2010,LT02,2,2561.0
2017,NUTS,2010,LT02,2,2183.0
2018,NUTS,2010,LT02,2,2202.0
2019,NUTS,2010,LT02,2,2590.0
2011,NUTS,2010,LU,0,566.0
2012,NUTS,2010,LU,0,651.0
2013,NUTS,2010,LU,0,769.0
2014,NUTS,2010,LU,0,906.0
2015,NUTS,2010,LU,0,945.0
2016,NUTS,2010,LU,0,972.0
2017,NUTS,2010,LU,0,1048.0
2018,NUTS,2010,LU,0,1085.0
2019,NUTS,2010,LU,0,1182.0
2020,NUTS,2010,LU,0,1175.0
2011,NUTS,2010,LV,0,2708.0
2012,NUTS,2010,LV,0,2607.0
2013,NUTS,2010,LV,0,2348.0
2014,NUTS,2010,LV,0,2291.0
2015,NUTS,2010,LV,0,2318.0
2016,NUTS,2010,LV,0,1944.0
2017,NUTS,2010,LV,0,2264.0
2018,NUTS,2010,LV,0,2200.0
2019,NUTS,2010,LV,0,2308.0
2020,NUTS,2010,LV,0,2607.0
2011,NUTS,2010,ME,0,204.0
2013,NUTS,2010,ME,0,206.0
2014,NUTS,2010,ME,0,226.0
2015,NUTS,2010,ME,0,338.0
2016,NUTS,2010,ME,0,300.0
2017,NUTS,2010,ME,0,281.0
2018,NUTS,2010,ME,0,283.0
2019,NUTS,2010,ME,0,232.0
2011,NUTS,2010,MK,0,551.0
2012,NUTS,2010,MK,0,761.0
2013,NUTS,2010,MK,0,927.0
2014,NUTS,2010,MK,0,1165.0
2015,NUTS,2010,MK,0,1272.0
2016,NUTS,2010,MK,0,1180.0
2017,NUTS,2010,MK,0,963.0
2018,NUTS,2010,MK,0,1040.0
2019,NUTS,2010,MK,0,1000.0
2020,NUTS,2010,MK,0,1000.0
2011,NUTS,2010,MT,0,222.0
2012,NUTS,2010,MT,0,252.0
2013,NUTS,2010,MT,0,292.0
2014,NUTS,2010,MT,0,342.0
2015,NUTS,2010,MT,0,324.0
2016,NUTS,2010,MT,0,330.0
2017,NUTS,2010,MT,0,364.0
2018,NUTS,2010,MT,0,381.0
2019,NUTS,2010,MT,0,438.0
2020,NUTS,2010,MT,0,467.0
2011,NUTS,2010,NL,0,20965.0
2012,NUTS,2010,NL,0,20990.0
2013,NUTS,2010,NL,0,21216.0
2014,NUTS,2010,NL,0,21921.0
2015,NUTS,2010,NL,0,22342.0
2016,NUTS,2010,NL,0,22244.0
2017,NUTS,2010,NL,0,22788.0
2018,NUTS,2010,NL,0,23029.0
2019,NUTS,2010,NL,0,23806.0
2020,NUTS,2010,NL,0,23900.0
2011,NUTS,2010,NL3,1,11807.0
2012,NUTS,2010,NL3,1,11804.0
2011,NUTS,2010,NO,0,9760.0
2012,NUTS,2010,NO,0,9855.0
2013,NUTS,2010,NO,0,10054.0
2014,NUTS,2010,NO,0,10296.0
2015,NUTS,2010,NO,0,10976.0
2016,NUTS,2010,NO,0,11795.0
2017,NUTS,2010,NO,0,12538.0
2018,NUTS,2010,NO,0,13051.0
2019,NUTS,2010,NO,0,13836.0
2020,NUTS,2010,NO,0,13235.0
2011,NUTS,2010,NO0,1,9760.0
2012,NUTS,2010,NO0,1,9855.0
2013,NUTS,2010,NO0,1,10054.0
2014,NUTS,2010,NO0,1,10296.0
2015,NUTS,2010,NO0,1,10976.0
