year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_lsr
2011,NUTS,2010,DE2,1,10.7
2012,NUTS,2010,DE2,1,7.92
1977,NUTS,2010,DE21,2,1.67
1980,NUTS,2010,DE21,2,1.0
1981,NUTS,2010,DE21,2,3.5
1982,NUTS,2010,DE21,2,1.0
1983,NUTS,2010,DE21,2,6.0
1984,NUTS,2010,DE21,2,17.5
1985,NUTS,2010,DE21,2,14.07
1986,NUTS,2010,DE21,2,16.92
1987,NUTS,2010,DE21,2,20.08
1988,NUTS,2010,DE21,2,14.75
1989,NUTS,2010,DE21,2,13.42
1990,NUTS,2010,DE21,2,17.83
1991,NUTS,2010,DE21,2,15.83
1992,NUTS,2010,DE21,2,16.0
1993,NUTS,2010,DE21,2,4.0
1994,NUTS,2010,DE21,2,2.33
1995,NUTS,2010,DE21,2,16.88
1996,NUTS,2010,DE21,2,13.78
1997,NUTS,2010,DE21,2,5.92
1998,NUTS,2010,DE21,2,11.15
1999,NUTS,2010,DE21,2,5.84
2000,NUTS,2010,DE21,2,15.2
2001,NUTS,2010,DE21,2,15.95
2002,NUTS,2010,DE21,2,6.0
2003,NUTS,2010,DE21,2,4.22
2004,NUTS,2010,DE21,2,6.0
2005,NUTS,2010,DE21,2,4.25
2006,NUTS,2010,DE21,2,2.5
2007,NUTS,2010,DE21,2,7.3
2008,NUTS,2010,DE21,2,10.54
2009,NUTS,2010,DE21,2,8.5
2010,NUTS,2010,DE21,2,7.25
2011,NUTS,2010,DE21,2,8.7
2012,NUTS,2010,DE21,2,6.17
1986,NUTS,2010,DE211,3,0.33
1977,NUTS,2010,DE212,3,1.33
1981,NUTS,2010,DE212,3,0.5
1983,NUTS,2010,DE212,3,2.0
1984,NUTS,2010,DE212,3,6.13
1985,NUTS,2010,DE212,3,5.93
1986,NUTS,2010,DE212,3,7.58
1987,NUTS,2010,DE212,3,7.42
1988,NUTS,2010,DE212,3,4.88
1989,NUTS,2010,DE212,3,7.32
1990,NUTS,2010,DE212,3,10.2
1991,NUTS,2010,DE212,3,7.67
1992,NUTS,2010,DE212,3,8.2
1993,NUTS,2010,DE212,3,2.0
1994,NUTS,2010,DE212,3,0.5
1995,NUTS,2010,DE212,3,7.75
1996,NUTS,2010,DE212,3,8.15
1997,NUTS,2010,DE212,3,3.44
1998,NUTS,2010,DE212,3,3.62
1999,NUTS,2010,DE212,3,3.35
2000,NUTS,2010,DE212,3,7.8
2001,NUTS,2010,DE212,3,6.12
2002,NUTS,2010,DE212,3,3.25
2003,NUTS,2010,DE212,3,2.11
2004,NUTS,2010,DE212,3,1.0
2005,NUTS,2010,DE212,3,2.46
2007,NUTS,2010,DE212,3,1.03
2008,NUTS,2010,DE212,3,3.36
2009,NUTS,2010,DE212,3,3.58
2010,NUTS,2010,DE212,3,5.42
2011,NUTS,2010,DE212,3,2.49
2012,NUTS,2010,DE212,3,2.75
1986,NUTS,2010,DE214,3,1.0
1991,NUTS,2010,DE214,3,1.0
1996,NUTS,2010,DE214,3,0.17
2004,NUTS,2010,DE215,3,2.0
2007,NUTS,2010,DE215,3,1.0
1988,NUTS,2010,DE216,3,0.33
2001,NUTS,2010,DE216,3,0.2
2010,NUTS,2010,DE216,3,0.33
1988,NUTS,2010,DE217,3,0.83
1994,NUTS,2010,DE217,3,0.5
2000,NUTS,2010,DE217,3,0.1
2001,NUTS,2010,DE217,3,0.34
1980,NUTS,2010,DE218,3,1.0
1981,NUTS,2010,DE218,3,0.5
1983,NUTS,2010,DE218,3,0.25
1984,NUTS,2010,DE218,3,0.4
1985,NUTS,2010,DE218,3,1.2
1986,NUTS,2010,DE218,3,1.33
1987,NUTS,2010,DE218,3,1.5
1988,NUTS,2010,DE218,3,2.17
1989,NUTS,2010,DE218,3,1.95
1990,NUTS,2010,DE218,3,1.33
1991,NUTS,2010,DE218,3,0.83
1992,NUTS,2010,DE218,3,3.73
1997,NUTS,2010,DE218,3,0.11
2000,NUTS,2010,DE218,3,1.0
2001,NUTS,2010,DE218,3,1.33
1990,NUTS,2010,DE219,3,0.5
1998,NUTS,2010,DE219,3,0.75
1996,NUTS,2010,DE21A,3,0.17
1995,NUTS,2010,DE21B,3,0.5
1996,NUTS,2010,DE21B,3,0.67
1997,NUTS,2010,DE21B,3,0.11
2001,NUTS,2010,DE21B,3,0.9
2002,NUTS,2010,DE21B,3,0.25
1981,NUTS,2010,DE21C,3,0.5
1983,NUTS,2010,DE21C,3,0.25
1984,NUTS,2010,DE21C,3,1.33
1985,NUTS,2010,DE21C,3,1.38
1986,NUTS,2010,DE21C,3,0.75
1987,NUTS,2010,DE21C,3,1.83
1990,NUTS,2010,DE21C,3,1.93
1991,NUTS,2010,DE21C,3,1.0
1992,NUTS,2010,DE21C,3,0.5
1994,NUTS,2010,DE21C,3,0.17
1996,NUTS,2010,DE21C,3,2.0
1997,NUTS,2010,DE21C,3,0.11
1998,NUTS,2010,DE21C,3,0.25
2001,NUTS,2010,DE21C,3,0.14
2005,NUTS,2010,DE21C,3,0.67
2008,NUTS,2010,DE21C,3,0.5
2011,NUTS,2010,DE21C,3,0.29
2012,NUTS,2010,DE21C,3,0.2
2002,NUTS,2010,DE21D,3,0.5
2008,NUTS,2010,DE21D,3,0.33
2010,NUTS,2010,DE21D,3,1.0
1983,NUTS,2010,DE21E,3,0.25
1984,NUTS,2010,DE21E,3,0.9
1986,NUTS,2010,DE21E,3,1.0
1987,NUTS,2010,DE21E,3,0.5
1991,NUTS,2010,DE21E,3,0.5
2000,NUTS,2010,DE21E,3,0.5
2001,NUTS,2010,DE21E,3,0.14
2002,NUTS,2010,DE21E,3,1.0
2006,NUTS,2010,DE21E,3,0.5
1987,NUTS,2010,DE21F,3,0.25
1989,NUTS,2010,DE21F,3,0.25
1993,NUTS,2010,DE21F,3,0.5
1995,NUTS,2010,DE21F,3,2.38
1996,NUTS,2010,DE21F,3,1.25
1997,NUTS,2010,DE21F,3,1.25
1998,NUTS,2010,DE21F,3,0.53
1999,NUTS,2010,DE21F,3,0.74
2000,NUTS,2010,DE21F,3,0.1
2008,NUTS,2010,DE21F,3,0.33
2009,NUTS,2010,DE21F,3,1.0
2010,NUTS,2010,DE21F,3,0.5
1977,NUTS,2010,DE21H,3,0.33
1981,NUTS,2010,DE21H,3,2.0
1983,NUTS,2010,DE21H,3,2.25
1984,NUTS,2010,DE21H,3,6.73
1985,NUTS,2010,DE21H,3,4.73
1986,NUTS,2010,DE21H,3,4.33
1987,NUTS,2010,DE21H,3,5.58
1988,NUTS,2010,DE21H,3,3.7
1989,NUTS,2010,DE21H,3,2.7
1990,NUTS,2010,DE21H,3,3.67
1991,NUTS,2010,DE21H,3,3.5
1992,NUTS,2010,DE21H,3,2.33
1994,NUTS,2010,DE21H,3,0.17
1995,NUTS,2010,DE21H,3,3.25
1996,NUTS,2010,DE21H,3,1.38
1997,NUTS,2010,DE21H,3,0.89
1998,NUTS,2010,DE21H,3,3.5
1999,NUTS,2010,DE21H,3,0.5
2000,NUTS,2010,DE21H,3,2.0
2001,NUTS,2010,DE21H,3,3.9
2002,NUTS,2010,DE21H,3,1.0
2003,NUTS,2010,DE21H,3,2.11
2004,NUTS,2010,DE21H,3,2.0
2005,NUTS,2010,DE21H,3,1.0
2006,NUTS,2010,DE21H,3,1.0
2007,NUTS,2010,DE21H,3,1.37
2008,NUTS,2010,DE21H,3,2.85
2009,NUTS,2010,DE21H,3,3.58
2011,NUTS,2010,DE21H,3,2.24
2012,NUTS,2010,DE21H,3,1.03
1987,NUTS,2010,DE21I,3,0.5
1999,NUTS,2010,DE21I,3,0.5
2008,NUTS,2010,DE21I,3,0.5
1986,NUTS,2010,DE21J,3,0.33
1987,NUTS,2010,DE21J,3,0.5
1999,NUTS,2010,DE21J,3,0.5
2007,NUTS,2010,DE21J,3,0.7
2008,NUTS,2010,DE21J,3,0.33
2011,NUTS,2010,DE21J,3,1.0
2012,NUTS,2010,DE21J,3,1.0
1983,NUTS,2010,DE21K,3,1.0
1985,NUTS,2010,DE21K,3,0.83
1986,NUTS,2010,DE21K,3,0.25
1991,NUTS,2010,DE21K,3,1.33
1995,NUTS,2010,DE21K,3,2.0
1999,NUTS,2010,DE21K,3,0.1
2000,NUTS,2010,DE21K,3,0.1
2001,NUTS,2010,DE21K,3,0.33
2004,NUTS,2010,DE21K,3,1.0
2005,NUTS,2010,DE21K,3,0.13
2006,NUTS,2010,DE21K,3,1.0
2007,NUTS,2010,DE21K,3,2.0
2008,NUTS,2010,DE21K,3,1.0
2011,NUTS,2010,DE21K,3,1.79
1982,NUTS,2010,DE21L,3,1.0
1984,NUTS,2010,DE21L,3,2.0
1987,NUTS,2010,DE21L,3,2.0
1988,NUTS,2010,DE21L,3,2.33
1989,NUTS,2010,DE21L,3,1.2
1990,NUTS,2010,DE21L,3,0.2
1992,NUTS,2010,DE21L,3,0.87
1993,NUTS,2010,DE21L,3,1.5
1994,NUTS,2010,DE21L,3,1.0
1995,NUTS,2010,DE21L,3,1.0
1998,NUTS,2010,DE21L,3,2.5
1999,NUTS,2010,DE21L,3,0.14
2000,NUTS,2010,DE21L,3,3.6
2001,NUTS,2010,DE21L,3,2.29
2008,NUTS,2010,DE21L,3,0.67
2011,NUTS,2010,DE21L,3,0.33
2012,NUTS,2010,DE21L,3,1.18
1988,NUTS,2010,DE21M,3,0.5
2001,NUTS,2010,DE21M,3,0.25
2007,NUTS,2010,DE21M,3,1.2
2008,NUTS,2010,DE21M,3,0.67
2009,NUTS,2010,DE21M,3,0.33
2011,NUTS,2010,DE21M,3,0.57
1992,NUTS,2010,DE21N,3,0.37
1995,NUTS,2010,DE22,2,0.25
1996,NUTS,2010,DE22,2,0.83
1999,NUTS,2010,DE22,2,0.42
2000,NUTS,2010,DE22,2,4.2
2001,NUTS,2010,DE22,2,1.67
2002,NUTS,2010,DE22,2,2.33
2003,NUTS,2010,DE22,2,2.03
2004,NUTS,2010,DE22,2,3.57
2005,NUTS,2010,DE22,2,0.29
2006,NUTS,2010,DE22,2,0.83
2007,NUTS,2010,DE22,2,1.28
2008,NUTS,2010,DE22,2,1.13
2009,NUTS,2010,DE22,2,1.0
2010,NUTS,2010,DE22,2,1.08
2002,NUTS,2010,DE221,3,0.33
2004,NUTS,2010,DE221,3,1.0
2005,NUTS,2010,DE224,3,0.13
1995,NUTS,2010,DE226,3,0.25
1999,NUTS,2010,DE226,3,0.42
2000,NUTS,2010,DE226,3,2.2
2001,NUTS,2010,DE226,3,1.17
2002,NUTS,2010,DE226,3,1.33
2003,NUTS,2010,DE226,3,2.03
2004,NUTS,2010,DE226,3,2.57
2005,NUTS,2010,DE226,3,0.17
2006,NUTS,2010,DE226,3,0.83
2007,NUTS,2010,DE226,3,1.28
2008,NUTS,2010,DE226,3,1.13
2009,NUTS,2010,DE226,3,1.0
2010,NUTS,2010,DE226,3,1.08
1996,NUTS,2010,DE227,3,0.83
2000,NUTS,2010,DE227,3,2.0
2002,NUTS,2010,DE227,3,0.67
2001,NUTS,2010,DE229,3,0.5
1986,NUTS,2010,DE23,2,0.25
1987,NUTS,2010,DE23,2,0.25
1988,NUTS,2010,DE23,2,1.0
1989,NUTS,2010,DE23,2,0.5
1991,NUTS,2010,DE23,2,0.5
1993,NUTS,2010,DE23,2,1.0
1995,NUTS,2010,DE23,2,2.38
1996,NUTS,2010,DE23,2,6.13
1997,NUTS,2010,DE23,2,3.75
1998,NUTS,2010,DE23,2,9.02
1999,NUTS,2010,DE23,2,9.25
2000,NUTS,2010,DE23,2,6.8
2001,NUTS,2010,DE23,2,5.23
2002,NUTS,2010,DE23,2,4.3
2003,NUTS,2010,DE23,2,10.97
2004,NUTS,2010,DE23,2,13.77
2005,NUTS,2010,DE23,2,15.33
2006,NUTS,2010,DE23,2,12.83
2007,NUTS,2010,DE23,2,20.93
2008,NUTS,2010,DE23,2,8.58
2009,NUTS,2010,DE23,2,7.17
2010,NUTS,2010,DE23,2,4.92
2011,NUTS,2010,DE23,2,1.0
1989,NUTS,2010,DE232,3,0.25
1991,NUTS,2010,DE232,3,0.5
1993,NUTS,2010,DE232,3,0.5
1995,NUTS,2010,DE232,3,1.0
1996,NUTS,2010,DE232,3,4.38
1997,NUTS,2010,DE232,3,2.0
1998,NUTS,2010,DE232,3,4.52
1999,NUTS,2010,DE232,3,5.15
2000,NUTS,2010,DE232,3,0.75
2001,NUTS,2010,DE232,3,1.33
2002,NUTS,2010,DE232,3,2.12
2003,NUTS,2010,DE232,3,6.93
2004,NUTS,2010,DE232,3,6.72
2005,NUTS,2010,DE232,3,7.97
2006,NUTS,2010,DE232,3,5.17
2007,NUTS,2010,DE232,3,9.27
2008,NUTS,2010,DE232,3,4.33
2009,NUTS,2010,DE232,3,4.0
2010,NUTS,2010,DE232,3,2.17
2011,NUTS,2010,DE232,3,0.67
1999,NUTS,2010,DE235,3,0.09
1988,NUTS,2010,DE236,3,1.0
2004,NUTS,2010,DE236,3,0.29
2005,NUTS,2010,DE236,3,0.38
2007,NUTS,2010,DE236,3,0.33
2009,NUTS,2010,DE236,3,0.25
2001,NUTS,2010,DE237,3,0.4
1986,NUTS,2010,DE238,3,0.25
1987,NUTS,2010,DE238,3,0.25
1989,NUTS,2010,DE238,3,0.25
1993,NUTS,2010,DE238,3,0.5
1995,NUTS,2010,DE238,3,1.38
1996,NUTS,2010,DE238,3,0.75
1997,NUTS,2010,DE238,3,1.5
1998,NUTS,2010,DE238,3,4.25
1999,NUTS,2010,DE238,3,2.82
2000,NUTS,2010,DE238,3,5.7
2001,NUTS,2010,DE238,3,2.0
2002,NUTS,2010,DE238,3,1.93
2003,NUTS,2010,DE238,3,4.03
2004,NUTS,2010,DE238,3,6.0
2005,NUTS,2010,DE238,3,6.86
2006,NUTS,2010,DE238,3,5.58
2007,NUTS,2010,DE238,3,11.17
2008,NUTS,2010,DE238,3,4.13
2009,NUTS,2010,DE238,3,2.42
2010,NUTS,2010,DE238,3,2.5
2011,NUTS,2010,DE238,3,0.17
1996,NUTS,2010,DE239,3,1.0
1997,NUTS,2010,DE239,3,0.25
1998,NUTS,2010,DE239,3,0.25
1999,NUTS,2010,DE239,3,1.19
2000,NUTS,2010,DE239,3,0.35
2001,NUTS,2010,DE239,3,1.5
2002,NUTS,2010,DE239,3,0.25
2004,NUTS,2010,DE239,3,0.76
2005,NUTS,2010,DE239,3,0.13
2006,NUTS,2010,DE239,3,2.08
2007,NUTS,2010,DE239,3,0.17
2008,NUTS,2010,DE239,3,0.13
2009,NUTS,2010,DE239,3,0.5
2010,NUTS,2010,DE239,3,0.25
2011,NUTS,2010,DE239,3,0.17
1982,NUTS,2010,DE24,2,0.33
1986,NUTS,2010,DE24,2,0.33
1989,NUTS,2010,DE24,2,0.5
1992,NUTS,2010,DE24,2,0.5
1994,NUTS,2010,DE24,2,0.33
1996,NUTS,2010,DE24,2,1.55
1999,NUTS,2010,DE24,2,0.25
2000,NUTS,2010,DE24,2,0.33
2002,NUTS,2010,DE24,2,0.25
2003,NUTS,2010,DE24,2,0.33
2004,NUTS,2010,DE24,2,0.33
2011,NUTS,2010,DE24,2,1.0
2012,NUTS,2010,DE24,2,0.25
1982,NUTS,2010,DE242,3,0.33
1992,NUTS,2010,DE245,3,0.5
2003,NUTS,2010,DE245,3,0.33
2012,NUTS,2010,DE245,3,0.25
1986,NUTS,2010,DE248,3,0.33
1989,NUTS,2010,DE248,3,0.5
1994,NUTS,2010,DE248,3,0.33
1996,NUTS,2010,DE248,3,0.71
1999,NUTS,2010,DE248,3,0.25
2000,NUTS,2010,DE248,3,0.33
2002,NUTS,2010,DE248,3,0.25
2004,NUTS,2010,DE248,3,0.33
2011,NUTS,2010,DE248,3,1.0
1996,NUTS,2010,DE24A,3,0.83
1979,NUTS,2010,DE25,2,2.0
1980,NUTS,2010,DE25,2,2.0
1981,NUTS,2010,DE25,2,2.0
1982,NUTS,2010,DE25,2,4.67
1983,NUTS,2010,DE25,2,3.0
1984,NUTS,2010,DE25,2,2.5
1985,NUTS,2010,DE25,2,1.0
1986,NUTS,2010,DE25,2,1.17
1987,NUTS,2010,DE25,2,3.67
1988,NUTS,2010,DE25,2,5.33
1989,NUTS,2010,DE25,2,1.5
1990,NUTS,2010,DE25,2,2.0
1992,NUTS,2010,DE25,2,0.67
1994,NUTS,2010,DE25,2,2.0
1995,NUTS,2010,DE25,2,0.5
1996,NUTS,2010,DE25,2,0.2
1997,NUTS,2010,DE25,2,0.09
1998,NUTS,2010,DE25,2,1.0
1999,NUTS,2010,DE25,2,1.64
2000,NUTS,2010,DE25,2,0.99
2001,NUTS,2010,DE25,2,0.53
2002,NUTS,2010,DE25,2,0.75
2004,NUTS,2010,DE25,2,4.67
2005,NUTS,2010,DE25,2,2.0
2006,NUTS,2010,DE25,2,1.0
2007,NUTS,2010,DE25,2,0.75
2009,NUTS,2010,DE25,2,0.5
2010,NUTS,2010,DE25,2,0.89
2012,NUTS,2010,DE25,2,1.5
1979,NUTS,2010,DE252,3,1.0
1980,NUTS,2010,DE252,3,2.0
1981,NUTS,2010,DE252,3,1.5
1982,NUTS,2010,DE252,3,3.67
1983,NUTS,2010,DE252,3,1.0
1985,NUTS,2010,DE252,3,0.5
1988,NUTS,2010,DE252,3,2.0
1989,NUTS,2010,DE252,3,1.5
1992,NUTS,2010,DE252,3,0.33
1997,NUTS,2010,DE252,3,0.09
1999,NUTS,2010,DE252,3,0.29
2005,NUTS,2010,DE252,3,0.5
2009,NUTS,2010,DE252,3,0.25
2010,NUTS,2010,DE252,3,0.11
1998,NUTS,2010,DE253,3,0.5
2004,NUTS,2010,DE253,3,0.33
2010,NUTS,2010,DE253,3,0.11
1981,NUTS,2010,DE254,3,0.5
1982,NUTS,2010,DE254,3,1.0
1987,NUTS,2010,DE254,3,0.5
1995,NUTS,2010,DE254,3,0.5
1996,NUTS,2010,DE254,3,0.2
1998,NUTS,2010,DE254,3,0.5
1999,NUTS,2010,DE254,3,0.2
2000,NUTS,2010,DE254,3,0.99
2001,NUTS,2010,DE254,3,0.33
2002,NUTS,2010,DE254,3,0.5
2004,NUTS,2010,DE254,3,0.67
2010,NUTS,2010,DE254,3,0.22
2012,NUTS,2010,DE254,3,0.5
1979,NUTS,2010,DE257,3,1.0
1983,NUTS,2010,DE257,3,2.0
1984,NUTS,2010,DE257,3,2.5
1985,NUTS,2010,DE257,3,0.5
1986,NUTS,2010,DE257,3,1.0
1987,NUTS,2010,DE257,3,1.67
1988,NUTS,2010,DE257,3,3.33
1992,NUTS,2010,DE257,3,0.33
1994,NUTS,2010,DE257,3,1.0
1999,NUTS,2010,DE257,3,1.15
2002,NUTS,2010,DE257,3,0.25
2004,NUTS,2010,DE257,3,2.67
2005,NUTS,2010,DE257,3,1.17
2006,NUTS,2010,DE257,3,0.5
2009,NUTS,2010,DE257,3,0.25
2010,NUTS,2010,DE257,3,0.22
2012,NUTS,2010,DE257,3,1.0
2005,NUTS,2010,DE258,3,0.17
2010,NUTS,2010,DE258,3,0.22
1986,NUTS,2010,DE259,3,0.17
1987,NUTS,2010,DE259,3,1.0
1990,NUTS,2010,DE259,3,2.0
1994,NUTS,2010,DE259,3,1.0
2001,NUTS,2010,DE259,3,0.2
2004,NUTS,2010,DE259,3,1.0
2006,NUTS,2010,DE259,3,0.5
2007,NUTS,2010,DE259,3,0.75
1987,NUTS,2010,DE25A,3,0.5
2005,NUTS,2010,DE25C,3,0.17
1985,NUTS,2010,DE26,2,0.25
1988,NUTS,2010,DE26,2,1.0
1989,NUTS,2010,DE26,2,0.5
1995,NUTS,2010,DE26,2,1.0
1997,NUTS,2010,DE26,2,4.66
1998,NUTS,2010,DE26,2,1.0
2000,NUTS,2010,DE26,2,1.0
2001,NUTS,2010,DE26,2,1.5
2002,NUTS,2010,DE26,2,0.5
2003,NUTS,2010,DE26,2,0.67
2004,NUTS,2010,DE26,2,3.0
2007,NUTS,2010,DE26,2,0.76
2008,NUTS,2010,DE26,2,0.9
2009,NUTS,2010,DE26,2,2.33
1985,NUTS,2010,DE261,3,0.13
1988,NUTS,2010,DE261,3,0.25
1995,NUTS,2010,DE263,3,0.8
1997,NUTS,2010,DE263,3,3.62
1998,NUTS,2010,DE263,3,1.0
2001,NUTS,2010,DE263,3,0.5
2004,NUTS,2010,DE263,3,1.0
2007,NUTS,2010,DE263,3,0.48
2009,NUTS,2010,DE263,3,0.5
1985,NUTS,2010,DE264,3,0.13
1988,NUTS,2010,DE264,3,0.75
1989,NUTS,2010,DE264,3,0.5
2003,NUTS,2010,DE264,3,0.33
2004,NUTS,2010,DE264,3,2.0
1997,NUTS,2010,DE26A,3,0.14
2007,NUTS,2010,DE26A,3,0.14
2008,NUTS,2010,DE26B,3,0.14
1995,NUTS,2010,DE26C,3,0.2
1997,NUTS,2010,DE26C,3,0.9
2000,NUTS,2010,DE26C,3,1.0
2001,NUTS,2010,DE26C,3,1.0
2002,NUTS,2010,DE26C,3,0.5
2003,NUTS,2010,DE26C,3,0.33
2007,NUTS,2010,DE26C,3,0.14
2008,NUTS,2010,DE26C,3,0.76
2009,NUTS,2010,DE26C,3,1.83
1984,NUTS,2010,DE27,2,1.17
1985,NUTS,2010,DE27,2,0.5
1986,NUTS,2010,DE27,2,0.75
1987,NUTS,2010,DE27,2,0.33
1988,NUTS,2010,DE27,2,0.5
1989,NUTS,2010,DE27,2,1.33
1990,NUTS,2010,DE27,2,2.0
1991,NUTS,2010,DE27,2,0.67
1995,NUTS,2010,DE27,2,1.0
1996,NUTS,2010,DE27,2,2.33
1997,NUTS,2010,DE27,2,0.17
1998,NUTS,2010,DE27,2,0.5
1999,NUTS,2010,DE27,2,0.25
2000,NUTS,2010,DE27,2,0.1
2001,NUTS,2010,DE27,2,3.0
2002,NUTS,2010,DE27,2,0.5
2003,NUTS,2010,DE27,2,0.4
2004,NUTS,2010,DE27,2,0.83
2005,NUTS,2010,DE27,2,0.25
2007,NUTS,2010,DE27,2,0.5
2008,NUTS,2010,DE27,2,0.25
1984,NUTS,2010,DE271,3,1.17
1986,NUTS,2010,DE271,3,0.75
1987,NUTS,2010,DE271,3,0.33
1988,NUTS,2010,DE271,3,0.5
1989,NUTS,2010,DE271,3,0.33
1990,NUTS,2010,DE271,3,2.0
1991,NUTS,2010,DE271,3,0.67
1995,NUTS,2010,DE271,3,1.0
1996,NUTS,2010,DE271,3,2.33
1999,NUTS,2010,DE271,3,0.25
2001,NUTS,2010,DE271,3,2.5
2002,NUTS,2010,DE271,3,0.5
2000,NUTS,2010,DE275,3,0.1
2007,NUTS,2010,DE275,3,0.5
2008,NUTS,2010,DE275,3,0.25
2004,NUTS,2010,DE278,3,0.25
1985,NUTS,2010,DE279,3,0.5
1998,NUTS,2010,DE279,3,0.5
2001,NUTS,2010,DE279,3,0.5
2003,NUTS,2010,DE279,3,0.4
2004,NUTS,2010,DE279,3,0.25
2005,NUTS,2010,DE279,3,0.25
2004,NUTS,2010,DE27A,3,0.33
1989,NUTS,2010,DE27B,3,1.0
1997,NUTS,2010,DE27E,3,0.17
1983,NUTS,2010,DE3,1,2.0
1984,NUTS,2010,DE3,1,0.83
1985,NUTS,2010,DE3,1,1.0
1988,NUTS,2010,DE3,1,1.5
1989,NUTS,2010,DE3,1,1.5
1990,NUTS,2010,DE3,1,1.0
1991,NUTS,2010,DE3,1,1.42
1992,NUTS,2010,DE3,1,1.0
1993,NUTS,2010,DE3,1,0.5
1994,NUTS,2010,DE3,1,2.0
1995,NUTS,2010,DE3,1,4.5
1996,NUTS,2010,DE3,1,5.33
1997,NUTS,2010,DE3,1,4.37
1998,NUTS,2010,DE3,1,1.83
1999,NUTS,2010,DE3,1,3.08
2000,NUTS,2010,DE3,1,5.38
2001,NUTS,2010,DE3,1,10.17
2002,NUTS,2010,DE3,1,5.27
2003,NUTS,2010,DE3,1,7.75
2004,NUTS,2010,DE3,1,5.5
2005,NUTS,2010,DE3,1,3.57
2006,NUTS,2010,DE3,1,3.92
2007,NUTS,2010,DE3,1,1.0
2008,NUTS,2010,DE3,1,4.89
2009,NUTS,2010,DE3,1,3.67
2010,NUTS,2010,DE3,1,1.44
2011,NUTS,2010,DE3,1,7.0
2012,NUTS,2010,DE3,1,2.5
1983,NUTS,2010,DE30,2,2.0
1984,NUTS,2010,DE30,2,0.83
1985,NUTS,2010,DE30,2,1.0
1988,NUTS,2010,DE30,2,1.5
1989,NUTS,2010,DE30,2,1.5
1990,NUTS,2010,DE30,2,1.0
1991,NUTS,2010,DE30,2,1.42
1992,NUTS,2010,DE30,2,1.0
1993,NUTS,2010,DE30,2,0.5
1994,NUTS,2010,DE30,2,2.0
1995,NUTS,2010,DE30,2,4.5
1996,NUTS,2010,DE30,2,5.33
1997,NUTS,2010,DE30,2,4.37
1998,NUTS,2010,DE30,2,1.83
1999,NUTS,2010,DE30,2,3.08
2000,NUTS,2010,DE30,2,5.38
2001,NUTS,2010,DE30,2,10.17
2002,NUTS,2010,DE30,2,5.27
2003,NUTS,2010,DE30,2,7.75
2004,NUTS,2010,DE30,2,5.5
2005,NUTS,2010,DE30,2,3.57
2006,NUTS,2010,DE30,2,3.92
2007,NUTS,2010,DE30,2,1.0
2008,NUTS,2010,DE30,2,4.89
2009,NUTS,2010,DE30,2,3.67
2010,NUTS,2010,DE30,2,1.44
2011,NUTS,2010,DE30,2,7.0
2012,NUTS,2010,DE30,2,2.5
1983,NUTS,2010,DE300,3,2.0
1984,NUTS,2010,DE300,3,0.83
1985,NUTS,2010,DE300,3,1.0
1988,NUTS,2010,DE300,3,1.5
1989,NUTS,2010,DE300,3,1.5
1990,NUTS,2010,DE300,3,1.0
1991,NUTS,2010,DE300,3,1.42
1992,NUTS,2010,DE300,3,1.0
1993,NUTS,2010,DE300,3,0.5
1994,NUTS,2010,DE300,3,2.0
1995,NUTS,2010,DE300,3,4.5
1996,NUTS,2010,DE300,3,5.33
1997,NUTS,2010,DE300,3,4.37
1998,NUTS,2010,DE300,3,1.83
1999,NUTS,2010,DE300,3,3.08
2000,NUTS,2010,DE300,3,5.38
2001,NUTS,2010,DE300,3,10.17
2002,NUTS,2010,DE300,3,5.27
2003,NUTS,2010,DE300,3,7.75
2004,NUTS,2010,DE300,3,5.5
2005,NUTS,2010,DE300,3,3.57
2006,NUTS,2010,DE300,3,3.92
2007,NUTS,2010,DE300,3,1.0
2008,NUTS,2010,DE300,3,4.89
2009,NUTS,2010,DE300,3,3.67
2010,NUTS,2010,DE300,3,1.44
2011,NUTS,2010,DE300,3,7.0
2012,NUTS,2010,DE300,3,2.5
1995,NUTS,2010,DE4,1,0.5
1997,NUTS,2010,DE4,1,0.83
1999,NUTS,2010,DE4,1,0.79
2000,NUTS,2010,DE4,1,0.5
2001,NUTS,2010,DE4,1,1.5
2002,NUTS,2010,DE4,1,0.7
2003,NUTS,2010,DE4,1,1.5
2004,NUTS,2010,DE4,1,1.0
2005,NUTS,2010,DE4,1,0.4
2006,NUTS,2010,DE4,1,1.33
2007,NUTS,2010,DE4,1,0.5
2008,NUTS,2010,DE4,1,3.25
2009,NUTS,2010,DE4,1,1.67
2010,NUTS,2010,DE4,1,0.33
2011,NUTS,2010,DE4,1,2.13
2012,NUTS,2010,DE4,1,3.0
1995,NUTS,2010,DE40,2,0.5
1997,NUTS,2010,DE40,2,0.83
1999,NUTS,2010,DE40,2,0.79
2000,NUTS,2010,DE40,2,0.5
2001,NUTS,2010,DE40,2,1.5
2002,NUTS,2010,DE40,2,0.7
2003,NUTS,2010,DE40,2,1.5
2004,NUTS,2010,DE40,2,1.0
2005,NUTS,2010,DE40,2,0.4
2006,NUTS,2010,DE40,2,1.33
2007,NUTS,2010,DE40,2,0.5
2008,NUTS,2010,DE40,2,3.25
2009,NUTS,2010,DE40,2,1.67
2010,NUTS,2010,DE40,2,0.33
