year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_pnp
2010,NUTS,2010,ES30,2,7.378
2011,NUTS,2010,ES30,2,6.415
2012,NUTS,2010,ES30,2,6.234
2013,NUTS,2010,ES30,2,5.609
2014,NUTS,2010,ES30,2,4.868
2015,NUTS,2010,ES30,2,5.407
2016,NUTS,2010,ES30,2,5.403
2017,NUTS,2010,ES30,2,6.531
2018,NUTS,2010,ES30,2,10.734
2019,NUTS,2010,ES30,2,16.117
1995,NUTS,2010,ES4,1,1.353
1996,NUTS,2010,ES4,1,1.443
1997,NUTS,2010,ES4,1,2.948
1998,NUTS,2010,ES4,1,3.414
1999,NUTS,2010,ES4,1,5.663
2000,NUTS,2010,ES4,1,0.786
2001,NUTS,2010,ES4,1,1.882
2002,NUTS,2010,ES4,1,0.552
2003,NUTS,2010,ES4,1,0.357
2004,NUTS,2010,ES4,1,0.267
2005,NUTS,2010,ES4,1,0.433
2006,NUTS,2010,ES4,1,0.725
2007,NUTS,2010,ES4,1,0.149
2008,NUTS,2010,ES4,1,0.448
2009,NUTS,2010,ES4,1,1.15
2010,NUTS,2010,ES4,1,0.969
2011,NUTS,2010,ES4,1,0.842
2013,NUTS,2010,ES4,1,0.385
2014,NUTS,2010,ES4,1,0.349
2015,NUTS,2010,ES4,1,1.081
2016,NUTS,2010,ES4,1,1.081
2018,NUTS,2010,ES4,1,1.073
2019,NUTS,2010,ES4,1,1.075
1995,NUTS,2010,ES41,2,1.353
1996,NUTS,2010,ES41,2,1.443
1997,NUTS,2010,ES41,2,2.763
1998,NUTS,2010,ES41,2,3.195
1999,NUTS,2010,ES41,2,5.12
2000,NUTS,2010,ES41,2,0.786
2001,NUTS,2010,ES41,2,1.329
2002,NUTS,2010,ES41,2,0.552
2003,NUTS,2010,ES41,2,0.346
2004,NUTS,2010,ES41,2,0.224
2005,NUTS,2010,ES41,2,0.248
2006,NUTS,2010,ES41,2,0.568
2007,NUTS,2010,ES41,2,0.035
2008,NUTS,2010,ES41,2,0.02
2009,NUTS,2010,ES41,2,0.517
2010,NUTS,2010,ES41,2,0.631
2012,NUTS,2010,ES41,2,0.334
2013,NUTS,2010,ES41,2,0.244
2014,NUTS,2010,ES41,2,0.272
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
1999,NUTS,2010,ES42,2,0.011
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,0.554
2002,NUTS,2010,ES42,2,0.0
2003,NUTS,2010,ES42,2,0.011
2004,NUTS,2010,ES42,2,0.011
2005,NUTS,2010,ES42,2,0.12
2006,NUTS,2010,ES42,2,0.153
2007,NUTS,2010,ES42,2,0.021
2008,NUTS,2010,ES42,2,0.338
2009,NUTS,2010,ES42,2,0.492
2010,NUTS,2010,ES42,2,0.168
2013,NUTS,2010,ES42,2,0.045
2014,NUTS,2010,ES42,2,0.015
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
1997,NUTS,2010,ES43,2,0.185
1998,NUTS,2010,ES43,2,0.218
1999,NUTS,2010,ES43,2,0.531
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,0.021
2005,NUTS,2010,ES43,2,0.065
2006,NUTS,2010,ES43,2,0.003
2007,NUTS,2010,ES43,2,0.094
2008,NUTS,2010,ES43,2,0.089
2009,NUTS,2010,ES43,2,0.142
2010,NUTS,2010,ES43,2,0.172
2011,NUTS,2010,ES43,2,0.089
2013,NUTS,2010,ES43,2,0.095
2014,NUTS,2010,ES43,2,0.063
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
1995,NUTS,2010,ES5,1,13.424
1996,NUTS,2010,ES5,1,14.23
1997,NUTS,2010,ES5,1,28.405
1998,NUTS,2010,ES5,1,32.851
1999,NUTS,2010,ES5,1,24.732
2000,NUTS,2010,ES5,1,23.016
2001,NUTS,2010,ES5,1,13.063
2002,NUTS,2010,ES5,1,7.287
2003,NUTS,2010,ES5,1,6.13
2004,NUTS,2010,ES5,1,6.293
2005,NUTS,2010,ES5,1,6.662
2006,NUTS,2010,ES5,1,7.802
2007,NUTS,2010,ES5,1,7.896
2008,NUTS,2010,ES5,1,7.887
2009,NUTS,2010,ES5,1,10.142
2010,NUTS,2010,ES5,1,11.105
2011,NUTS,2010,ES5,1,9.849
2012,NUTS,2010,ES5,1,10.711
2013,NUTS,2010,ES5,1,8.51
2014,NUTS,2010,ES5,1,9.961
2015,NUTS,2010,ES5,1,16.222
2016,NUTS,2010,ES5,1,18.368
2017,NUTS,2010,ES5,1,16.327
2018,NUTS,2010,ES5,1,19.322
1995,NUTS,2010,ES51,2,10.729
1996,NUTS,2010,ES51,2,11.368
1997,NUTS,2010,ES51,2,24.0
1998,NUTS,2010,ES51,2,27.77
1999,NUTS,2010,ES51,2,18.763
2000,NUTS,2010,ES51,2,14.82
2001,NUTS,2010,ES51,2,8.414
2002,NUTS,2010,ES51,2,7.066
2003,NUTS,2010,ES51,2,5.774
2004,NUTS,2010,ES51,2,5.899
2005,NUTS,2010,ES51,2,6.063
2006,NUTS,2010,ES51,2,7.061
2007,NUTS,2010,ES51,2,7.357
2008,NUTS,2010,ES51,2,6.672
2009,NUTS,2010,ES51,2,9.464
2010,NUTS,2010,ES51,2,10.215
2011,NUTS,2010,ES51,2,8.772
2012,NUTS,2010,ES51,2,9.778
2013,NUTS,2010,ES51,2,7.473
2014,NUTS,2010,ES51,2,8.698
2015,NUTS,2010,ES51,2,15.14
2016,NUTS,2010,ES51,2,17.288
2017,NUTS,2010,ES51,2,15.239
2018,NUTS,2010,ES51,2,17.175
2019,NUTS,2010,ES51,2,18.266
1995,NUTS,2010,ES52,2,2.365
1996,NUTS,2010,ES52,2,2.511
1997,NUTS,2010,ES52,2,4.254
1998,NUTS,2010,ES52,2,4.931
1999,NUTS,2010,ES52,2,5.81
2000,NUTS,2010,ES52,2,8.084
2001,NUTS,2010,ES52,2,4.539
2002,NUTS,2010,ES52,2,0.11
2003,NUTS,2010,ES52,2,0.227
2004,NUTS,2010,ES52,2,0.245
2005,NUTS,2010,ES52,2,0.473
2006,NUTS,2010,ES52,2,0.588
2007,NUTS,2010,ES52,2,0.281
2008,NUTS,2010,ES52,2,0.366
2009,NUTS,2010,ES52,2,0.479
2010,NUTS,2010,ES52,2,0.535
2011,NUTS,2010,ES52,2,0.803
2012,NUTS,2010,ES52,2,0.688
2013,NUTS,2010,ES52,2,0.797
2014,NUTS,2010,ES52,2,1.035
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,2.147
2019,NUTS,2010,ES52,2,0.0
1995,NUTS,2010,ES53,2,0.329
1996,NUTS,2010,ES53,2,0.34
1997,NUTS,2010,ES53,2,0.139
1998,NUTS,2010,ES53,2,0.161
1999,NUTS,2010,ES53,2,0.158
2000,NUTS,2010,ES53,2,0.112
2001,NUTS,2010,ES53,2,0.111
2002,NUTS,2010,ES53,2,0.11
2003,NUTS,2010,ES53,2,0.13
2004,NUTS,2010,ES53,2,0.149
2005,NUTS,2010,ES53,2,0.127
2006,NUTS,2010,ES53,2,0.154
2007,NUTS,2010,ES53,2,0.258
2008,NUTS,2010,ES53,2,0.85
2009,NUTS,2010,ES53,2,0.199
2010,NUTS,2010,ES53,2,0.355
2011,NUTS,2010,ES53,2,0.275
2012,NUTS,2010,ES53,2,0.246
2013,NUTS,2010,ES53,2,0.242
2014,NUTS,2010,ES53,2,0.228
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
1995,NUTS,2010,ES6,1,1.341
1996,NUTS,2010,ES6,1,1.42
1997,NUTS,2010,ES6,1,1.272
1998,NUTS,2010,ES6,1,1.483
1999,NUTS,2010,ES6,1,1.696
2000,NUTS,2010,ES6,1,1.909
2001,NUTS,2010,ES6,1,0.775
2002,NUTS,2010,ES6,1,0.331
2003,NUTS,2010,ES6,1,0.746
2004,NUTS,2010,ES6,1,0.939
2005,NUTS,2010,ES6,1,1.187
2006,NUTS,2010,ES6,1,0.472
2007,NUTS,2010,ES6,1,0.787
2008,NUTS,2010,ES6,1,1.166
2009,NUTS,2010,ES6,1,2.999
2010,NUTS,2010,ES6,1,1.237
2011,NUTS,2010,ES6,1,1.437
2012,NUTS,2010,ES6,1,2.393
2013,NUTS,2010,ES6,1,2.282
2014,NUTS,2010,ES6,1,2.362
2015,NUTS,2010,ES6,1,2.163
2016,NUTS,2010,ES6,1,3.242
2017,NUTS,2010,ES6,1,2.177
2018,NUTS,2010,ES6,1,3.22
2019,NUTS,2010,ES6,1,3.223
1995,NUTS,2010,ES61,2,1.247
1996,NUTS,2010,ES61,2,1.326
1997,NUTS,2010,ES61,2,1.191
1998,NUTS,2010,ES61,2,1.379
1999,NUTS,2010,ES61,2,1.696
2000,NUTS,2010,ES61,2,1.909
2001,NUTS,2010,ES61,2,0.775
2002,NUTS,2010,ES61,2,0.331
2003,NUTS,2010,ES61,2,0.735
2004,NUTS,2010,ES61,2,0.917
2005,NUTS,2010,ES61,2,1.14
2006,NUTS,2010,ES61,2,0.423
2007,NUTS,2010,ES61,2,0.787
2008,NUTS,2010,ES61,2,1.021
2009,NUTS,2010,ES61,2,2.184
2010,NUTS,2010,ES61,2,0.955
2011,NUTS,2010,ES61,2,1.113
2012,NUTS,2010,ES61,2,2.065
2013,NUTS,2010,ES61,2,2.169
2014,NUTS,2010,ES61,2,2.282
2015,NUTS,2010,ES61,2,1.081
2016,NUTS,2010,ES61,2,3.242
2017,NUTS,2010,ES61,2,2.177
2018,NUTS,2010,ES61,2,3.22
2019,NUTS,2010,ES61,2,3.223
1995,NUTS,2010,ES62,2,0.082
1996,NUTS,2010,ES62,2,0.094
1997,NUTS,2010,ES62,2,0.081
1998,NUTS,2010,ES62,2,0.092
2000,NUTS,2010,ES62,2,0.0
2001,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES62,2,0.0
2003,NUTS,2010,ES62,2,0.022
2004,NUTS,2010,ES62,2,0.021
2005,NUTS,2010,ES62,2,0.047
2006,NUTS,2010,ES62,2,0.049
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,0.145
2009,NUTS,2010,ES62,2,0.815
2010,NUTS,2010,ES62,2,0.282
2012,NUTS,2010,ES62,2,0.292
2013,NUTS,2010,ES62,2,0.112
2014,NUTS,2010,ES62,2,0.08
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
1997,NUTS,2010,ES7,1,0.104
1998,NUTS,2010,ES7,1,0.126
1999,NUTS,2010,ES7,1,0.599
2000,NUTS,2010,ES7,1,0.0
2001,NUTS,2010,ES7,1,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,0.011
2005,NUTS,2010,ES7,1,0.013
2006,NUTS,2010,ES7,1,0.051
2007,NUTS,2010,ES7,1,0.096
2008,NUTS,2010,ES7,1,0.036
2009,NUTS,2010,ES7,1,0.432
2010,NUTS,2010,ES7,1,0.359
2011,NUTS,2010,ES7,1,0.537
2012,NUTS,2010,ES7,1,0.384
2013,NUTS,2010,ES7,1,0.209
2014,NUTS,2010,ES7,1,0.226
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
1997,NUTS,2010,ES70,2,0.104
1998,NUTS,2010,ES70,2,0.126
1999,NUTS,2010,ES70,2,0.599
2000,NUTS,2010,ES70,2,0.0
2001,NUTS,2010,ES70,2,0.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,0.011
2005,NUTS,2010,ES70,2,0.013
2006,NUTS,2010,ES70,2,0.051
2007,NUTS,2010,ES70,2,0.096
2008,NUTS,2010,ES70,2,0.036
2009,NUTS,2010,ES70,2,0.432
2010,NUTS,2010,ES70,2,0.359
2011,NUTS,2010,ES70,2,0.537
2012,NUTS,2010,ES70,2,0.384
2013,NUTS,2010,ES70,2,0.209
2014,NUTS,2010,ES70,2,0.226
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,793.652
2001,NUTS,2010,EU27_2020,7,765.856
2002,NUTS,2010,EU27_2020,7,1000.922
2003,NUTS,2010,EU27_2020,7,970.371
2004,NUTS,2010,EU27_2020,7,1008.015
2005,NUTS,2010,EU27_2020,7,1145.058
2006,NUTS,2010,EU27_2020,7,1476.146
2007,NUTS,2010,EU27_2020,7,1498.941
2008,NUTS,2010,EU27_2020,7,1548.573
2009,NUTS,2010,EU27_2020,7,1609.831
2010,NUTS,2010,EU27_2020,7,1780.75
2011,NUTS,2010,EU27_2020,7,1718.097
2012,NUTS,2010,EU27_2020,7,1700.141
2013,NUTS,2010,EU27_2020,7,1525.258
2014,NUTS,2010,EU27_2020,7,1631.75
2015,NUTS,2010,EU27_2020,7,1707.733
2016,NUTS,2010,EU27_2020,7,1660.719
2017,NUTS,2010,EU27_2020,7,1484.37
2018,NUTS,2010,EU27_2020,7,1556.001
2019,NUTS,2010,EU27_2020,7,1760.162
2020,NUTS,2010,EU27_2020,7,1894.404
1995,NUTS,2010,FI,0,10.897
1997,NUTS,2010,FI,0,11.451
1998,NUTS,2010,FI,0,18.094
1999,NUTS,2010,FI,0,23.94
2000,NUTS,2010,FI,0,24.899
2001,NUTS,2010,FI,0,24.431
2002,NUTS,2010,FI,0,23.978
2003,NUTS,2010,FI,0,24.744
2004,NUTS,2010,FI,0,27.533
2005,NUTS,2010,FI,0,26.503
2006,NUTS,2010,FI,0,29.749
2007,NUTS,2010,FI,0,30.731
2008,NUTS,2010,FI,0,30.98
2009,NUTS,2010,FI,0,33.018
2010,NUTS,2010,FI,0,39.83
2011,NUTS,2010,FI,0,42.091
2012,NUTS,2010,FI,0,37.718
2013,NUTS,2010,FI,0,37.61
2014,NUTS,2010,FI,0,39.488
2015,NUTS,2010,FI,0,37.14
2016,NUTS,2010,FI,0,40.356
2017,NUTS,2010,FI,0,40.232
2018,NUTS,2010,FI,0,41.309
2019,NUTS,2010,FI,0,46.891
2020,NUTS,2010,FI,0,44.998
1997,NUTS,2010,FI1,1,11.52
1998,NUTS,2010,FI1,1,18.067
2017,NUTS,2010,FI1,1,40.232
2018,NUTS,2010,FI1,1,41.389
2019,NUTS,2010,FI1,1,46.891
2017,NUTS,2010,FI19,2,9.144
2018,NUTS,2010,FI19,2,10.645
2019,NUTS,2010,FI19,2,11.112
2017,NUTS,2010,FI1B,2,28.226
2018,NUTS,2010,FI1B,2,27.645
2019,NUTS,2010,FI1B,2,31.996
2017,NUTS,2010,FI1C,2,2.385
2018,NUTS,2010,FI1C,2,2.622
2019,NUTS,2010,FI1C,2,3.231
2017,NUTS,2010,FI1D,2,0.477
2018,NUTS,2010,FI1D,2,0.477
2019,NUTS,2010,FI1D,2,0.631
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1995,NUTS,2010,FR,0,307.323
1996,NUTS,2010,FR,0,323.856
1997,NUTS,2010,FR,0,332.035
1998,NUTS,2010,FR,0,365.26
1999,NUTS,2010,FR,0,393.223
2000,NUTS,2010,FR,0,392.278
2001,NUTS,2010,FR,0,413.806
2002,NUTS,2010,FR,0,425.816
2003,NUTS,2010,FR,0,409.133
2004,NUTS,2010,FR,0,400.517
2005,NUTS,2010,FR,0,416.773
2006,NUTS,2010,FR,0,409.799
2007,NUTS,2010,FR,0,409.388
2008,NUTS,2010,FR,0,451.113
2009,NUTS,2010,FR,0,448.197
2010,NUTS,2010,FR,0,479.368
2011,NUTS,2010,FR,0,498.432
2012,NUTS,2010,FR,0,585.208
2013,NUTS,2010,FR,0,620.483
2014,NUTS,2010,FR,0,655.577
2015,NUTS,2010,FR,0,682.578
2016,NUTS,2010,FR,0,726.269
2017,NUTS,2010,FR,0,711.832
2018,NUTS,2010,FR,0,733.632
2019,NUTS,2010,FR,0,809.818
2020,NUTS,2010,FR,0,866.549
1995,NUTS,2010,FR1,1,108.131
1996,NUTS,2010,FR1,1,104.465
1997,NUTS,2010,FR1,1,106.216
1998,NUTS,2010,FR1,1,114.13
1999,NUTS,2010,FR1,1,118.435
2000,NUTS,2010,FR1,1,129.506
2001,NUTS,2010,FR1,1,139.666
2002,NUTS,2010,FR1,1,144.193
2003,NUTS,2010,FR1,1,151.886
2004,NUTS,2010,FR1,1,157.863
2006,NUTS,2010,FR1,1,174.114
2007,NUTS,2010,FR1,1,184.747
2008,NUTS,2010,FR1,1,214.979
2009,NUTS,2010,FR1,1,204.375
2010,NUTS,2010,FR1,1,237.049
2011,NUTS,2010,FR1,1,238.859
2012,NUTS,2010,FR1,1,250.328
2013,NUTS,2010,FR1,1,253.844
1995,NUTS,2010,FR10,2,108.131
1996,NUTS,2010,FR10,2,104.465
1997,NUTS,2010,FR10,2,106.216
1998,NUTS,2010,FR10,2,114.13
1999,NUTS,2010,FR10,2,118.435
2000,NUTS,2010,FR10,2,129.506
2001,NUTS,2010,FR10,2,139.666
2002,NUTS,2010,FR10,2,144.193
2003,NUTS,2010,FR10,2,151.886
2004,NUTS,2010,FR10,2,157.863
2006,NUTS,2010,FR10,2,174.114
2007,NUTS,2010,FR10,2,184.747
2008,NUTS,2010,FR10,2,214.979
2009,NUTS,2010,FR10,2,204.375
2010,NUTS,2010,FR10,2,237.049
2011,NUTS,2010,FR10,2,238.859
2012,NUTS,2010,FR10,2,250.328
2013,NUTS,2010,FR10,2,253.844
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2002,NUTS,2010,FR7,1,1.219
2003,NUTS,2010,FR7,1,1.324
2006,NUTS,2010,FR7,1,0.888
2007,NUTS,2010,FR7,1,1.155
2008,NUTS,2010,FR7,1,1.143
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2002,NUTS,2010,FR71,2,1.219
2003,NUTS,2010,FR71,2,1.324
2004,NUTS,2010,FR71,2,1.311
2006,NUTS,2010,FR71,2,0.888
2007,NUTS,2010,FR71,2,1.155
2008,NUTS,2010,FR71,2,1.143
2002,NUTS,2010,FR8,1,0.091
2003,NUTS,2010,FR8,1,0.106
2007,NUTS,2010,FR8,1,0.178
2008,NUTS,2010,FR8,1,0.176
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR82,2,0.091
2003,NUTS,2010,FR82,2,0.106
2004,NUTS,2010,FR82,2,0.175
2007,NUTS,2010,FR82,2,0.178
2008,NUTS,2010,FR82,2,0.176
1995,NUTS,2010,FRZ,1,199.15
1996,NUTS,2010,FRZ,1,219.396
1997,NUTS,2010,FRZ,1,225.863
1998,NUTS,2010,FRZ,1,251.095
1999,NUTS,2010,FRZ,1,274.768
2000,NUTS,2010,FRZ,1,262.771
2001,NUTS,2010,FRZ,1,274.14
2002,NUTS,2010,FRZ,1,280.28
2003,NUTS,2010,FRZ,1,256.025
2004,NUTS,2010,FRZ,1,241.169
2006,NUTS,2010,FRZ,1,234.521
2007,NUTS,2010,FRZ,1,223.31
2008,NUTS,2010,FRZ,1,234.814
2009,NUTS,2010,FRZ,1,243.822
2010,NUTS,2010,FRZ,1,242.319
2011,NUTS,2010,FRZ,1,259.573
2012,NUTS,2010,FRZ,1,334.937
2013,NUTS,2010,FRZ,1,366.634
1995,NUTS,2010,FRZZ,2,199.15
1996,NUTS,2010,FRZZ,2,219.396
1997,NUTS,2010,FRZZ,2,225.863
1998,NUTS,2010,FRZZ,2,251.095
1999,NUTS,2010,FRZZ,2,274.768
2000,NUTS,2010,FRZZ,2,262.771
2001,NUTS,2010,FRZZ,2,274.14
2002,NUTS,2010,FRZZ,2,280.28
2003,NUTS,2010,FRZZ,2,256.025
2004,NUTS,2010,FRZZ,2,241.169
2006,NUTS,2010,FRZZ,2,234.521
2007,NUTS,2010,FRZZ,2,223.31
2008,NUTS,2010,FRZZ,2,234.814
2009,NUTS,2010,FRZZ,2,243.822
2010,NUTS,2010,FRZZ,2,242.319
2011,NUTS,2010,FRZZ,2,259.573
2012,NUTS,2010,FRZZ,2,334.937
2013,NUTS,2010,FRZZ,2,366.634
2005,NUTS,2010,HR,0,0.6
2006,NUTS,2010,HR,0,0.63
2007,NUTS,2010,HR,0,0.654
2008,NUTS,2010,HR,0,0.741
2009,NUTS,2010,HR,0,0.651
2010,NUTS,2010,HR,0,0.713
2011,NUTS,2010,HR,0,0.749
2005,NUTS,2010,HR0,1,0.6
2006,NUTS,2010,HR0,1,0.609
2007,NUTS,2010,HR0,1,0.654
2008,NUTS,2010,HR0,1,0.741
2009,NUTS,2010,HR0,1,0.651
2010,NUTS,2010,HR0,1,0.713
2011,NUTS,2010,HR0,1,0.749
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,0.741
2009,NUTS,2010,HR03,2,0.651
2010,NUTS,2010,HR03,2,0.713
2011,NUTS,2010,HR03,2,0.749
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1995,NUTS,2010,IE,0,5.311
1996,NUTS,2010,IE,0,6.664
1997,NUTS,2010,IE,0,6.366
1995,NUTS,2010,IE0,1,5.311
1996,NUTS,2010,IE0,1,6.664
1997,NUTS,2010,IE0,1,6.366
1995,NUTS,2010,IS,0,2.568
1997,NUTS,2010,IS,0,1.434
1998,NUTS,2010,IS,0,1.473
1999,NUTS,2010,IS,0,3.433
2000,NUTS,2010,IS,0,3.353
2001,NUTS,2010,IS,0,4.828
2002,NUTS,2010,IS,0,4.75
2003,NUTS,2010,IS,0,4.494
2005,NUTS,2010,IS,0,7.275
2006,NUTS,2010,IS,0,7.397
2007,NUTS,2010,IS,0,6.384
2008,NUTS,2010,IS,0,6.557
2009,NUTS,2010,IS,0,6.426
2011,NUTS,2010,IS,0,6.438
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
1995,NUTS,2010,IS0,1,2.568
1997,NUTS,2010,IS0,1,1.434
1998,NUTS,2010,IS0,1,1.473
1999,NUTS,2010,IS0,1,3.433
2000,NUTS,2010,IS0,1,3.353
2001,NUTS,2010,IS0,1,4.828
2002,NUTS,2010,IS0,1,4.75
2003,NUTS,2010,IS0,1,4.494
2005,NUTS,2010,IS0,1,7.275
2006,NUTS,2010,IS0,1,7.397
2007,NUTS,2010,IS0,1,6.384
2008,NUTS,2010,IS0,1,6.557
2009,NUTS,2010,IS0,1,6.426
2011,NUTS,2010,IS0,1,6.438
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
1995,NUTS,2010,IS00,2,2.568
1997,NUTS,2010,IS00,2,1.434
1998,NUTS,2010,IS00,2,1.473
1999,NUTS,2010,IS00,2,3.433
2000,NUTS,2010,IS00,2,3.353
2001,NUTS,2010,IS00,2,4.828
2002,NUTS,2010,IS00,2,4.75
2003,NUTS,2010,IS00,2,4.494
2005,NUTS,2010,IS00,2,7.275
2006,NUTS,2010,IS00,2,7.397
2007,NUTS,2010,IS00,2,6.384
2008,NUTS,2010,IS00,2,6.557
2009,NUTS,2010,IS00,2,6.426
2011,NUTS,2010,IS00,2,6.438
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2002,NUTS,2010,IT,0,185.13
2003,NUTS,2010,IT,0,204.866
2004,NUTS,2010,IT,0,223.458
2005,NUTS,2010,IT,0,316.097
2006,NUTS,2010,IT,0,608.713
