year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_rse_fte_bes
2009,NUTS,2010,ES7,1,72.0
2010,NUTS,2010,ES7,1,104.0
2011,NUTS,2010,ES7,1,92.0
2012,NUTS,2010,ES7,1,101.0
2013,NUTS,2010,ES7,1,94.0
2014,NUTS,2010,ES7,1,83.0
2015,NUTS,2010,ES7,1,81.0
2016,NUTS,2010,ES7,1,92.0
2017,NUTS,2010,ES7,1,97.0
2018,NUTS,2010,ES7,1,163.0
2019,NUTS,2010,ES7,1,129.0
2003,NUTS,2010,ES70,2,32.0
2004,NUTS,2010,ES70,2,46.0
2005,NUTS,2010,ES70,2,68.0
2006,NUTS,2010,ES70,2,68.0
2007,NUTS,2010,ES70,2,118.0
2008,NUTS,2010,ES70,2,84.0
2009,NUTS,2010,ES70,2,72.0
2010,NUTS,2010,ES70,2,104.0
2011,NUTS,2010,ES70,2,92.0
2012,NUTS,2010,ES70,2,101.0
2013,NUTS,2010,ES70,2,94.0
2014,NUTS,2010,ES70,2,83.0
2015,NUTS,2010,ES70,2,81.0
2016,NUTS,2010,ES70,2,92.0
2017,NUTS,2010,ES70,2,97.0
2018,NUTS,2010,ES70,2,163.0
2019,NUTS,2010,ES70,2,129.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,FR,0,22339.0
2007,NUTS,2010,FR,0,26153.0
2008,NUTS,2010,FR,0,26132.0
2009,NUTS,2010,FR,0,27103.0
2010,NUTS,2010,FR,0,28580.0
2011,NUTS,2010,FR,0,29917.0
2012,NUTS,2010,FR,0,31700.0
2013,NUTS,2010,FR,0,33158.0
2014,NUTS,2010,FR,0,33158.0
2016,NUTS,2010,FR,0,36063.0
2017,NUTS,2010,FR,0,39258.0
2007,NUTS,2010,FR1,1,11621.0
2008,NUTS,2010,FR1,1,11605.0
2009,NUTS,2010,FR1,1,11896.0
2010,NUTS,2010,FR1,1,12955.0
2011,NUTS,2010,FR1,1,13744.0
2012,NUTS,2010,FR1,1,14295.0
2013,NUTS,2010,FR1,1,14964.0
2007,NUTS,2010,FR10,2,11621.0
2008,NUTS,2010,FR10,2,11605.0
2009,NUTS,2010,FR10,2,11896.0
2010,NUTS,2010,FR10,2,12955.0
2011,NUTS,2010,FR10,2,13744.0
2012,NUTS,2010,FR10,2,14295.0
2013,NUTS,2010,FR10,2,14964.0
2007,NUTS,2010,FR2,1,2275.0
2008,NUTS,2010,FR2,1,2278.0
2009,NUTS,2010,FR2,1,2226.0
2010,NUTS,2010,FR2,1,2416.0
2011,NUTS,2010,FR2,1,2379.0
2012,NUTS,2010,FR2,1,2467.0
2013,NUTS,2010,FR2,1,2499.0
2007,NUTS,2010,FR21,2,158.0
2008,NUTS,2010,FR21,2,187.0
2009,NUTS,2010,FR21,2,146.0
2010,NUTS,2010,FR21,2,212.0
2011,NUTS,2010,FR21,2,182.0
2012,NUTS,2010,FR21,2,181.0
2013,NUTS,2010,FR21,2,168.0
2007,NUTS,2010,FR22,2,406.0
2008,NUTS,2010,FR22,2,481.0
2009,NUTS,2010,FR22,2,399.0
2010,NUTS,2010,FR22,2,410.0
2011,NUTS,2010,FR22,2,391.0
2012,NUTS,2010,FR22,2,418.0
2013,NUTS,2010,FR22,2,477.0
2007,NUTS,2010,FR23,2,418.0
2008,NUTS,2010,FR23,2,438.0
2009,NUTS,2010,FR23,2,449.0
2010,NUTS,2010,FR23,2,397.0
2011,NUTS,2010,FR23,2,517.0
2012,NUTS,2010,FR23,2,530.0
2013,NUTS,2010,FR23,2,583.0
2007,NUTS,2010,FR24,2,758.0
2008,NUTS,2010,FR24,2,672.0
2009,NUTS,2010,FR24,2,642.0
2010,NUTS,2010,FR24,2,762.0
2011,NUTS,2010,FR24,2,671.0
2012,NUTS,2010,FR24,2,657.0
2013,NUTS,2010,FR24,2,692.0
2007,NUTS,2010,FR25,2,229.0
2008,NUTS,2010,FR25,2,241.0
2009,NUTS,2010,FR25,2,277.0
2010,NUTS,2010,FR25,2,285.0
2011,NUTS,2010,FR25,2,277.0
2012,NUTS,2010,FR25,2,313.0
2013,NUTS,2010,FR25,2,256.0
2007,NUTS,2010,FR26,2,306.0
2008,NUTS,2010,FR26,2,258.0
2009,NUTS,2010,FR26,2,312.0
2010,NUTS,2010,FR26,2,349.0
2011,NUTS,2010,FR26,2,342.0
2012,NUTS,2010,FR26,2,368.0
2013,NUTS,2010,FR26,2,323.0
2007,NUTS,2010,FR3,1,366.0
2008,NUTS,2010,FR3,1,477.0
2009,NUTS,2010,FR3,1,489.0
2010,NUTS,2010,FR3,1,485.0
2011,NUTS,2010,FR3,1,546.0
2012,NUTS,2010,FR3,1,577.0
2013,NUTS,2010,FR3,1,542.0
2007,NUTS,2010,FR30,2,366.0
2008,NUTS,2010,FR30,2,477.0
2009,NUTS,2010,FR30,2,489.0
2010,NUTS,2010,FR30,2,485.0
2011,NUTS,2010,FR30,2,546.0
2012,NUTS,2010,FR30,2,577.0
2013,NUTS,2010,FR30,2,542.0
2007,NUTS,2010,FR4,1,1139.0
2008,NUTS,2010,FR4,1,1036.0
2009,NUTS,2010,FR4,1,1146.0
2010,NUTS,2010,FR4,1,1120.0
2011,NUTS,2010,FR4,1,1198.0
2012,NUTS,2010,FR4,1,1218.0
2013,NUTS,2010,FR4,1,1257.0
2007,NUTS,2010,FR41,2,275.0
2008,NUTS,2010,FR41,2,232.0
2009,NUTS,2010,FR41,2,287.0
2010,NUTS,2010,FR41,2,242.0
2011,NUTS,2010,FR41,2,252.0
2012,NUTS,2010,FR41,2,244.0
2013,NUTS,2010,FR41,2,261.0
2007,NUTS,2010,FR42,2,463.0
2008,NUTS,2010,FR42,2,453.0
2009,NUTS,2010,FR42,2,508.0
2010,NUTS,2010,FR42,2,536.0
2011,NUTS,2010,FR42,2,555.0
2012,NUTS,2010,FR42,2,597.0
2013,NUTS,2010,FR42,2,603.0
2007,NUTS,2010,FR43,2,401.0
2008,NUTS,2010,FR43,2,351.0
2009,NUTS,2010,FR43,2,351.0
2010,NUTS,2010,FR43,2,343.0
2011,NUTS,2010,FR43,2,391.0
2012,NUTS,2010,FR43,2,377.0
2013,NUTS,2010,FR43,2,394.0
2007,NUTS,2010,FR5,1,1818.0
2008,NUTS,2010,FR5,1,1927.0
2009,NUTS,2010,FR5,1,1981.0
2010,NUTS,2010,FR5,1,2089.0
2011,NUTS,2010,FR5,1,2103.0
2012,NUTS,2010,FR5,1,2311.0
2013,NUTS,2010,FR5,1,2345.0
2007,NUTS,2010,FR51,2,576.0
2008,NUTS,2010,FR51,2,721.0
2009,NUTS,2010,FR51,2,768.0
2010,NUTS,2010,FR51,2,775.0
2011,NUTS,2010,FR51,2,795.0
2012,NUTS,2010,FR51,2,848.0
2013,NUTS,2010,FR51,2,860.0
2007,NUTS,2010,FR52,2,1097.0
2008,NUTS,2010,FR52,2,1056.0
2009,NUTS,2010,FR52,2,1039.0
2010,NUTS,2010,FR52,2,1114.0
2011,NUTS,2010,FR52,2,1131.0
2012,NUTS,2010,FR52,2,1248.0
2013,NUTS,2010,FR52,2,1240.0
2007,NUTS,2010,FR53,2,145.0
2008,NUTS,2010,FR53,2,150.0
2009,NUTS,2010,FR53,2,173.0
2010,NUTS,2010,FR53,2,201.0
2011,NUTS,2010,FR53,2,177.0
2012,NUTS,2010,FR53,2,216.0
2013,NUTS,2010,FR53,2,246.0
2007,NUTS,2010,FR6,1,2858.0
2008,NUTS,2010,FR6,1,2893.0
2009,NUTS,2010,FR6,1,3164.0
2010,NUTS,2010,FR6,1,3154.0
2011,NUTS,2010,FR6,1,3340.0
2012,NUTS,2010,FR6,1,3703.0
2013,NUTS,2010,FR6,1,3863.0
2007,NUTS,2010,FR61,2,604.0
2008,NUTS,2010,FR61,2,631.0
2009,NUTS,2010,FR61,2,777.0
2010,NUTS,2010,FR61,2,769.0
2011,NUTS,2010,FR61,2,818.0
2012,NUTS,2010,FR61,2,876.0
2013,NUTS,2010,FR61,2,885.0
2007,NUTS,2010,FR62,2,2179.0
2008,NUTS,2010,FR62,2,2170.0
2009,NUTS,2010,FR62,2,2309.0
2010,NUTS,2010,FR62,2,2327.0
2011,NUTS,2010,FR62,2,2437.0
2012,NUTS,2010,FR62,2,2724.0
2013,NUTS,2010,FR62,2,2887.0
2007,NUTS,2010,FR63,2,76.0
2008,NUTS,2010,FR63,2,91.0
2009,NUTS,2010,FR63,2,78.0
2010,NUTS,2010,FR63,2,58.0
2011,NUTS,2010,FR63,2,85.0
2012,NUTS,2010,FR63,2,102.0
2013,NUTS,2010,FR63,2,91.0
2007,NUTS,2010,FR7,1,3614.0
2008,NUTS,2010,FR7,1,3551.0
2009,NUTS,2010,FR7,1,3762.0
2010,NUTS,2010,FR7,1,3973.0
2011,NUTS,2010,FR7,1,4177.0
2012,NUTS,2010,FR7,1,4396.0
2013,NUTS,2010,FR7,1,4515.0
2007,NUTS,2010,FR71,2,3319.0
2008,NUTS,2010,FR71,2,3286.0
2009,NUTS,2010,FR71,2,3510.0
2010,NUTS,2010,FR71,2,3723.0
2011,NUTS,2010,FR71,2,3908.0
2012,NUTS,2010,FR71,2,4107.0
2013,NUTS,2010,FR71,2,4222.0
2007,NUTS,2010,FR72,2,296.0
2008,NUTS,2010,FR72,2,265.0
2009,NUTS,2010,FR72,2,252.0
2010,NUTS,2010,FR72,2,250.0
2011,NUTS,2010,FR72,2,270.0
2012,NUTS,2010,FR72,2,288.0
2013,NUTS,2010,FR72,2,294.0
2007,NUTS,2010,FR8,1,2439.0
2008,NUTS,2010,FR8,1,2351.0
2009,NUTS,2010,FR8,1,2359.0
2010,NUTS,2010,FR8,1,2376.0
2011,NUTS,2010,FR8,1,2407.0
2012,NUTS,2010,FR8,1,2711.0
2013,NUTS,2010,FR8,1,3130.0
2007,NUTS,2010,FR81,2,619.0
2008,NUTS,2010,FR81,2,602.0
2009,NUTS,2010,FR81,2,685.0
2010,NUTS,2010,FR81,2,600.0
2011,NUTS,2010,FR81,2,636.0
2012,NUTS,2010,FR81,2,756.0
2013,NUTS,2010,FR81,2,791.0
2007,NUTS,2010,FR82,2,1820.0
2008,NUTS,2010,FR82,2,1739.0
2009,NUTS,2010,FR82,2,1669.0
2010,NUTS,2010,FR82,2,1767.0
2011,NUTS,2010,FR82,2,1756.0
2012,NUTS,2010,FR82,2,1952.0
2013,NUTS,2010,FR82,2,2333.0
2007,NUTS,2010,FR83,2,0.0
2008,NUTS,2010,FR83,2,10.0
2009,NUTS,2010,FR83,2,5.0
2010,NUTS,2010,FR83,2,9.0
2011,NUTS,2010,FR83,2,15.0
2012,NUTS,2010,FR83,2,3.0
2013,NUTS,2010,FR83,2,5.0
2007,NUTS,2010,FRA,1,7.0
2008,NUTS,2010,FRA,1,14.0
2009,NUTS,2010,FRA,1,16.0
2010,NUTS,2010,FRA,1,11.0
2011,NUTS,2010,FRA,1,21.0
2012,NUTS,2010,FRA,1,23.0
2013,NUTS,2010,FRA,1,42.0
2007,NUTS,2010,FRZ,1,15.0
2007,NUTS,2010,FRZZ,2,15.0
2002,NUTS,2010,HR,0,428.0
2003,NUTS,2010,HR,0,374.0
2004,NUTS,2010,HR,0,431.0
2005,NUTS,2010,HR,0,289.0
2006,NUTS,2010,HR,0,266.0
2007,NUTS,2010,HR,0,340.0
2008,NUTS,2010,HR,0,509.0
2009,NUTS,2010,HR,0,554.0
2010,NUTS,2010,HR,0,549.0
2011,NUTS,2010,HR,0,511.0
2012,NUTS,2010,HR,0,533.0
2013,NUTS,2010,HR,0,436.0
2014,NUTS,2010,HR,0,410.0
2015,NUTS,2010,HR,0,458.0
2016,NUTS,2010,HR,0,668.0
2017,NUTS,2010,HR,0,604.0
2018,NUTS,2010,HR,0,673.0
2019,NUTS,2010,HR,0,708.0
2020,NUTS,2010,HR,0,739.0
2002,NUTS,2010,HR0,1,428.0
2003,NUTS,2010,HR0,1,374.0
2004,NUTS,2010,HR0,1,431.0
2005,NUTS,2010,HR0,1,289.0
2006,NUTS,2010,HR0,1,266.0
2007,NUTS,2010,HR0,1,340.0
2008,NUTS,2010,HR0,1,509.0
2009,NUTS,2010,HR0,1,554.0
2010,NUTS,2010,HR0,1,549.0
2011,NUTS,2010,HR0,1,511.0
2012,NUTS,2010,HR0,1,533.0
2013,NUTS,2010,HR0,1,436.0
2014,NUTS,2010,HR0,1,410.0
2015,NUTS,2010,HR0,1,458.0
2016,NUTS,2010,HR0,1,668.0
2017,NUTS,2010,HR0,1,604.0
2018,NUTS,2010,HR0,1,673.0
2019,NUTS,2010,HR0,1,708.0
2020,NUTS,2010,HR0,1,739.0
2008,NUTS,2010,HR02,2,25.0
2009,NUTS,2010,HR02,2,37.0
2010,NUTS,2010,HR02,2,33.0
2020,NUTS,2010,HR02,2,44.0
2008,NUTS,2010,HR03,2,29.0
2009,NUTS,2010,HR03,2,32.0
2010,NUTS,2010,HR03,2,24.0
2011,NUTS,2010,HR03,2,20.0
2012,NUTS,2010,HR03,2,22.0
2013,NUTS,2010,HR03,2,23.0
2014,NUTS,2010,HR03,2,11.0
2015,NUTS,2010,HR03,2,18.0
2016,NUTS,2010,HR03,2,44.0
2017,NUTS,2010,HR03,2,40.0
2018,NUTS,2010,HR03,2,38.0
2019,NUTS,2010,HR03,2,48.0
2020,NUTS,2010,HR03,2,51.0
2008,NUTS,2010,HR04,2,480.0
2009,NUTS,2010,HR04,2,522.0
2010,NUTS,2010,HR04,2,525.0
2011,NUTS,2010,HR04,2,491.0
2012,NUTS,2010,HR04,2,511.0
2013,NUTS,2010,HR04,2,413.0
2014,NUTS,2010,HR04,2,399.0
2015,NUTS,2010,HR04,2,440.0
2016,NUTS,2010,HR04,2,624.0
2017,NUTS,2010,HR04,2,564.0
2018,NUTS,2010,HR04,2,635.0
2019,NUTS,2010,HR04,2,660.0
2020,NUTS,2010,HR05,2,487.0
2020,NUTS,2010,HR06,2,158.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2006,NUTS,2010,HU,0,1439.0
2007,NUTS,2010,HU,0,1668.0
2008,NUTS,2010,HU,0,1809.0
2009,NUTS,2010,HU,0,1978.0
2010,NUTS,2010,HU,0,2276.0
2011,NUTS,2010,HU,0,2527.0
2012,NUTS,2010,HU,0,2573.0
2013,NUTS,2010,HU,0,2598.0
2014,NUTS,2010,HU,0,2772.0
2015,NUTS,2010,HU,0,2761.0
2016,NUTS,2010,HU,0,2733.0
2017,NUTS,2010,HU,0,3162.0
2018,NUTS,2010,HU,0,3815.0
2019,NUTS,2010,HU,0,4036.0
2006,NUTS,2010,HU1,1,1069.0
2007,NUTS,2010,HU1,1,1211.0
2008,NUTS,2010,HU1,1,1337.0
2009,NUTS,2010,HU1,1,1420.0
2010,NUTS,2010,HU1,1,1633.0
2011,NUTS,2010,HU1,1,1758.0
2012,NUTS,2010,HU1,1,1807.0
2013,NUTS,2010,HU1,1,1832.0
2014,NUTS,2010,HU1,1,2072.0
2015,NUTS,2010,HU1,1,2096.0
2016,NUTS,2010,HU1,1,2089.0
2017,NUTS,2010,HU1,1,2388.0
2018,NUTS,2010,HU1,1,2890.0
2019,NUTS,2010,HU1,1,3004.0
2006,NUTS,2010,HU10,2,1069.0
2007,NUTS,2010,HU10,2,1211.0
2008,NUTS,2010,HU10,2,1337.0
2009,NUTS,2010,HU10,2,1420.0
2010,NUTS,2010,HU10,2,1633.0
2011,NUTS,2010,HU10,2,1758.0
2012,NUTS,2010,HU10,2,1807.0
2013,NUTS,2010,HU10,2,1832.0
2014,NUTS,2010,HU10,2,2072.0
2015,NUTS,2010,HU10,2,2096.0
2016,NUTS,2010,HU10,2,2089.0
2017,NUTS,2010,HU11,2,2216.0
2018,NUTS,2010,HU11,2,2632.0
2019,NUTS,2010,HU11,2,2765.0
2017,NUTS,2010,HU12,2,172.0
2018,NUTS,2010,HU12,2,258.0
2019,NUTS,2010,HU12,2,239.0
2006,NUTS,2010,HU2,1,135.0
2007,NUTS,2010,HU2,1,162.0
2008,NUTS,2010,HU2,1,166.0
2009,NUTS,2010,HU2,1,189.0
2010,NUTS,2010,HU2,1,225.0
2011,NUTS,2010,HU2,1,292.0
2012,NUTS,2010,HU2,1,294.0
2013,NUTS,2010,HU2,1,320.0
2014,NUTS,2010,HU2,1,282.0
2015,NUTS,2010,HU2,1,263.0
2016,NUTS,2010,HU2,1,238.0
2017,NUTS,2010,HU2,1,323.0
2018,NUTS,2010,HU2,1,408.0
2019,NUTS,2010,HU2,1,508.0
2006,NUTS,2010,HU21,2,55.0
2007,NUTS,2010,HU21,2,61.0
2008,NUTS,2010,HU21,2,62.0
2009,NUTS,2010,HU21,2,70.0
2010,NUTS,2010,HU21,2,75.0
2011,NUTS,2010,HU21,2,122.0
2012,NUTS,2010,HU21,2,129.0
2013,NUTS,2010,HU21,2,145.0
2014,NUTS,2010,HU21,2,134.0
2015,NUTS,2010,HU21,2,125.0
2016,NUTS,2010,HU21,2,122.0
2017,NUTS,2010,HU21,2,160.0
2018,NUTS,2010,HU21,2,184.0
2019,NUTS,2010,HU21,2,235.0
2006,NUTS,2010,HU22,2,53.0
2007,NUTS,2010,HU22,2,64.0
2008,NUTS,2010,HU22,2,65.0
2009,NUTS,2010,HU22,2,74.0
2010,NUTS,2010,HU22,2,82.0
2011,NUTS,2010,HU22,2,82.0
2012,NUTS,2010,HU22,2,85.0
2013,NUTS,2010,HU22,2,104.0
2014,NUTS,2010,HU22,2,87.0
2015,NUTS,2010,HU22,2,79.0
2016,NUTS,2010,HU22,2,67.0
2017,NUTS,2010,HU22,2,89.0
2018,NUTS,2010,HU22,2,107.0
2019,NUTS,2010,HU22,2,151.0
2006,NUTS,2010,HU23,2,27.0
2007,NUTS,2010,HU23,2,37.0
2008,NUTS,2010,HU23,2,39.0
2009,NUTS,2010,HU23,2,45.0
2010,NUTS,2010,HU23,2,68.0
2011,NUTS,2010,HU23,2,88.0
2012,NUTS,2010,HU23,2,80.0
2013,NUTS,2010,HU23,2,71.0
2014,NUTS,2010,HU23,2,61.0
2015,NUTS,2010,HU23,2,59.0
2016,NUTS,2010,HU23,2,49.0
2017,NUTS,2010,HU23,2,74.0
2018,NUTS,2010,HU23,2,117.0
2019,NUTS,2010,HU23,2,122.0
2006,NUTS,2010,HU3,1,235.0
2007,NUTS,2010,HU3,1,295.0
2008,NUTS,2010,HU3,1,306.0
2009,NUTS,2010,HU3,1,369.0
2010,NUTS,2010,HU3,1,418.0
2011,NUTS,2010,HU3,1,477.0
2012,NUTS,2010,HU3,1,472.0
2013,NUTS,2010,HU3,1,446.0
2014,NUTS,2010,HU3,1,418.0
2015,NUTS,2010,HU3,1,402.0
2016,NUTS,2010,HU3,1,406.0
2017,NUTS,2010,HU3,1,451.0
2018,NUTS,2010,HU3,1,517.0
2019,NUTS,2010,HU3,1,524.0
2006,NUTS,2010,HU31,2,47.0
2007,NUTS,2010,HU31,2,63.0
2008,NUTS,2010,HU31,2,62.0
2009,NUTS,2010,HU31,2,69.0
2010,NUTS,2010,HU31,2,85.0
2011,NUTS,2010,HU31,2,98.0
2012,NUTS,2010,HU31,2,87.0
2013,NUTS,2010,HU31,2,97.0
2014,NUTS,2010,HU31,2,80.0
2015,NUTS,2010,HU31,2,77.0
2016,NUTS,2010,HU31,2,70.0
2017,NUTS,2010,HU31,2,80.0
2018,NUTS,2010,HU31,2,93.0
2019,NUTS,2010,HU31,2,114.0
2006,NUTS,2010,HU32,2,104.0
2007,NUTS,2010,HU32,2,124.0
2008,NUTS,2010,HU32,2,146.0
2009,NUTS,2010,HU32,2,147.0
2010,NUTS,2010,HU32,2,189.0
2011,NUTS,2010,HU32,2,205.0
2012,NUTS,2010,HU32,2,208.0
2013,NUTS,2010,HU32,2,174.0
2014,NUTS,2010,HU32,2,148.0
2015,NUTS,2010,HU32,2,170.0
2016,NUTS,2010,HU32,2,169.0
2017,NUTS,2010,HU32,2,188.0
2018,NUTS,2010,HU32,2,201.0
2019,NUTS,2010,HU32,2,169.0
2006,NUTS,2010,HU33,2,84.0
2007,NUTS,2010,HU33,2,108.0
2008,NUTS,2010,HU33,2,98.0
2009,NUTS,2010,HU33,2,153.0
2010,NUTS,2010,HU33,2,144.0
2011,NUTS,2010,HU33,2,174.0
2012,NUTS,2010,HU33,2,177.0
2013,NUTS,2010,HU33,2,175.0
2014,NUTS,2010,HU33,2,190.0
2015,NUTS,2010,HU33,2,155.0
2016,NUTS,2010,HU33,2,167.0
2017,NUTS,2010,HU33,2,183.0
2018,NUTS,2010,HU33,2,223.0
2019,NUTS,2010,HU33,2,241.0
1999,NUTS,2010,IE,0,1085.0
2001,NUTS,2010,IE,0,1226.0
2002,NUTS,2010,IE,0,1200.0
2003,NUTS,2010,IE,0,1222.0
2004,NUTS,2010,IE,0,1300.0
2005,NUTS,2010,IE,0,1392.0
2006,NUTS,2010,IE,0,1551.0
2007,NUTS,2010,IE,0,1710.0
2008,NUTS,2010,IE,0,1835.0
2009,NUTS,2010,IE,0,2079.0
2010,NUTS,2010,IE,0,2120.0
2011,NUTS,2010,IE,0,2050.0
2013,NUTS,2010,IE,0,2469.0
2015,NUTS,2010,IE,0,2743.0
2017,NUTS,2010,IE,0,3212.0
2019,NUTS,2010,IE,0,3564.0
1999,NUTS,2010,IE0,1,1085.0
2001,NUTS,2010,IE0,1,1226.0
2002,NUTS,2010,IE0,1,1200.0
2003,NUTS,2010,IE0,1,1221.0
2004,NUTS,2010,IE0,1,1300.0
2005,NUTS,2010,IE0,1,1392.0
2006,NUTS,2010,IE0,1,1551.0
2007,NUTS,2010,IE0,1,1710.0
2008,NUTS,2010,IE0,1,1835.0
2009,NUTS,2010,IE0,1,2079.0
2010,NUTS,2010,IE0,1,2120.0
2011,NUTS,2010,IE0,1,2050.0
2013,NUTS,2010,IE0,1,2469.0
2015,NUTS,2010,IE0,1,2743.0
2017,NUTS,2010,IE0,1,3211.0
2001,NUTS,2010,IE01,2,201.0
2002,NUTS,2010,IE01,2,150.0
2003,NUTS,2010,IE01,2,152.0
2004,NUTS,2010,IE01,2,300.0
2005,NUTS,2010,IE01,2,445.0
2013,NUTS,2010,IE01,2,547.0
2015,NUTS,2010,IE01,2,583.0
2017,NUTS,2010,IE01,2,514.0
2001,NUTS,2010,IE02,2,1025.0
2002,NUTS,2010,IE02,2,1050.0
2003,NUTS,2010,IE02,2,1069.0
2004,NUTS,2010,IE02,2,1000.0
2005,NUTS,2010,IE02,2,947.0
2013,NUTS,2010,IE02,2,1922.0
2015,NUTS,2010,IE02,2,2160.0
2017,NUTS,2010,IE02,2,2697.0
2001,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2001,NUTS,2010,IEZZ,2,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,161.0
2001,NUTS,2010,IS,0,300.0
2003,NUTS,2010,IS,0,274.0
2005,NUTS,2010,IS,0,329.0
2006,NUTS,2010,IS,0,356.0
2007,NUTS,2010,IS,0,318.0
2008,NUTS,2010,IS,0,332.0
2009,NUTS,2010,IS,0,288.0
2011,NUTS,2010,IS,0,274.0
2003,NUTS,2010,IT,0,5217.0
2004,NUTS,2010,IT,0,5355.0
2005,NUTS,2010,IT,0,5706.0
2006,NUTS,2010,IT,0,5939.0
2007,NUTS,2010,IT,0,6941.0
2008,NUTS,2010,IT,0,7549.0
2009,NUTS,2010,IT,0,8000.0
2010,NUTS,2010,IT,0,7806.0
2011,NUTS,2010,IT,0,8199.0
2012,NUTS,2010,IT,0,8811.0
2013,NUTS,2010,IT,0,9449.0
2014,NUTS,2010,IT,0,9858.0
2015,NUTS,2010,IT,0,11385.0
2016,NUTS,2010,IT,0,12448.0
2017,NUTS,2010,IT,0,13523.0
2018,NUTS,2010,IT,0,16181.0
2019,NUTS,2010,IT,0,17712.0
2003,NUTS,2010,ITC,1,2718.0
2004,NUTS,2010,ITC,1,2643.0
2005,NUTS,2010,ITC,1,2905.0
2007,NUTS,2010,ITC,1,3389.0
2008,NUTS,2010,ITC,1,3471.0
2009,NUTS,2010,ITC,1,3546.0
2010,NUTS,2010,ITC,1,3449.0
2011,NUTS,2010,ITC,1,3725.0
2012,NUTS,2010,ITC,1,4002.0
2013,NUTS,2010,ITC,1,4063.0
2014,NUTS,2010,ITC,1,4411.0
2015,NUTS,2010,ITC,1,5059.0
2016,NUTS,2010,ITC,1,5304.0
2017,NUTS,2010,ITC,1,5641.0
2018,NUTS,2010,ITC,1,6515.0
2019,NUTS,2010,ITC,1,7193.0
2003,NUTS,2010,ITC1,2,734.0
2004,NUTS,2010,ITC1,2,757.0
2005,NUTS,2010,ITC1,2,804.0
2007,NUTS,2010,ITC1,2,932.0
2008,NUTS,2010,ITC1,2,951.0
2009,NUTS,2010,ITC1,2,993.0
2010,NUTS,2010,ITC1,2,957.0
2011,NUTS,2010,ITC1,2,1003.0
2012,NUTS,2010,ITC1,2,1031.0
2013,NUTS,2010,ITC1,2,1079.0
2014,NUTS,2010,ITC1,2,1248.0
2015,NUTS,2010,ITC1,2,1417.0
2016,NUTS,2010,ITC1,2,1374.0
2017,NUTS,2010,ITC1,2,1494.0
2018,NUTS,2010,ITC1,2,1585.0
2019,NUTS,2010,ITC1,2,1724.0
2003,NUTS,2010,ITC2,2,11.0
2004,NUTS,2010,ITC2,2,22.0
2005,NUTS,2010,ITC2,2,20.0
2007,NUTS,2010,ITC2,2,25.0
2008,NUTS,2010,ITC2,2,15.0
2009,NUTS,2010,ITC2,2,17.0
2010,NUTS,2010,ITC2,2,17.0
2011,NUTS,2010,ITC2,2,10.0
2012,NUTS,2010,ITC2,2,11.0
2013,NUTS,2010,ITC2,2,12.0
2014,NUTS,2010,ITC2,2,12.0
2015,NUTS,2010,ITC2,2,19.0
2016,NUTS,2010,ITC2,2,31.0
2017,NUTS,2010,ITC2,2,19.0
2018,NUTS,2010,ITC2,2,19.0
2019,NUTS,2010,ITC2,2,19.0
