year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_hc_f
2012,NUTS,2010,PL42,2,1520.0
2013,NUTS,2010,PL42,2,1480.0
2014,NUTS,2010,PL42,2,1577.0
2015,NUTS,2010,PL42,2,1560.0
2016,NUTS,2010,PL42,2,1556.0
2017,NUTS,2010,PL42,2,2336.0
2019,NUTS,2010,PL42,2,2460.0
2012,NUTS,2010,PL43,2,392.0
2013,NUTS,2010,PL43,2,387.0
2014,NUTS,2010,PL43,2,393.0
2015,NUTS,2010,PL43,2,372.0
2016,NUTS,2010,PL43,2,355.0
2017,NUTS,2010,PL43,2,519.0
2011,NUTS,2010,PL5,1,3391.0
2012,NUTS,2010,PL5,1,3497.0
2013,NUTS,2010,PL5,1,3666.0
2014,NUTS,2010,PL5,1,3648.0
2015,NUTS,2010,PL5,1,4023.0
2016,NUTS,2010,PL5,1,4120.0
2017,NUTS,2010,PL5,1,5916.0
2018,NUTS,2010,PL5,1,5884.0
2019,NUTS,2010,PL5,1,5893.0
2011,NUTS,2010,PL51,2,2869.0
2012,NUTS,2010,PL51,2,2984.0
2013,NUTS,2010,PL51,2,3163.0
2014,NUTS,2010,PL51,2,3109.0
2015,NUTS,2010,PL51,2,3508.0
2016,NUTS,2010,PL51,2,3624.0
2017,NUTS,2010,PL51,2,5251.0
2018,NUTS,2010,PL51,2,5310.0
2019,NUTS,2010,PL51,2,5225.0
2011,NUTS,2010,PL52,2,522.0
2012,NUTS,2010,PL52,2,513.0
2013,NUTS,2010,PL52,2,503.0
2014,NUTS,2010,PL52,2,539.0
2015,NUTS,2010,PL52,2,515.0
2016,NUTS,2010,PL52,2,496.0
2017,NUTS,2010,PL52,2,665.0
2018,NUTS,2010,PL52,2,574.0
2019,NUTS,2010,PL52,2,668.0
2011,NUTS,2010,PL6,1,4717.0
2012,NUTS,2010,PL6,1,4682.0
2013,NUTS,2010,PL6,1,4722.0
2014,NUTS,2010,PL6,1,4958.0
2015,NUTS,2010,PL6,1,4894.0
2016,NUTS,2010,PL6,1,5225.0
2017,NUTS,2010,PL6,1,8517.0
2018,NUTS,2010,PL6,1,9419.0
2012,NUTS,2010,PL61,2,1583.0
2013,NUTS,2010,PL61,2,1535.0
2014,NUTS,2010,PL61,2,1683.0
2015,NUTS,2010,PL61,2,1674.0
2016,NUTS,2010,PL61,2,1734.0
2017,NUTS,2010,PL61,2,3176.0
2019,NUTS,2010,PL61,2,3445.0
2012,NUTS,2010,PL62,2,882.0
2013,NUTS,2010,PL62,2,880.0
2014,NUTS,2010,PL62,2,961.0
2015,NUTS,2010,PL62,2,929.0
2016,NUTS,2010,PL62,2,1070.0
2017,NUTS,2010,PL62,2,1370.0
2011,NUTS,2010,PL63,2,2289.0
2012,NUTS,2010,PL63,2,2217.0
2013,NUTS,2010,PL63,2,2307.0
2014,NUTS,2010,PL63,2,2314.0
2015,NUTS,2010,PL63,2,2291.0
2016,NUTS,2010,PL63,2,2421.0
2017,NUTS,2010,PL63,2,3971.0
2018,NUTS,2010,PL63,2,4138.0
2019,NUTS,2010,PL63,2,4022.0
2016,NUTS,2010,PL7,1,3581.0
2017,NUTS,2010,PL7,1,5231.0
2018,NUTS,2010,PL7,1,4737.0
2019,NUTS,2010,PL7,1,5166.0
2016,NUTS,2010,PL71,2,3041.0
2017,NUTS,2010,PL71,2,4369.0
2018,NUTS,2010,PL71,2,3844.0
2019,NUTS,2010,PL71,2,4268.0
2016,NUTS,2010,PL72,2,540.0
2017,NUTS,2010,PL72,2,862.0
2018,NUTS,2010,PL72,2,893.0
2019,NUTS,2010,PL72,2,898.0
2016,NUTS,2010,PL8,1,5720.0
2017,NUTS,2010,PL8,1,7604.0
2018,NUTS,2010,PL8,1,8601.0
2019,NUTS,2010,PL8,1,8984.0
2016,NUTS,2010,PL81,2,3351.0
2017,NUTS,2010,PL81,2,4638.0
2018,NUTS,2010,PL81,2,5494.0
2019,NUTS,2010,PL81,2,5712.0
2016,NUTS,2010,PL82,2,1152.0
2017,NUTS,2010,PL82,2,1229.0
2018,NUTS,2010,PL82,2,1276.0
2019,NUTS,2010,PL82,2,1165.0
2016,NUTS,2010,PL84,2,1217.0
2017,NUTS,2010,PL84,2,1737.0
2018,NUTS,2010,PL84,2,1831.0
2019,NUTS,2010,PL84,2,2107.0
2016,NUTS,2010,PL9,1,9102.0
2017,NUTS,2010,PL9,1,13844.0
2018,NUTS,2010,PL9,1,15813.0
2019,NUTS,2010,PL9,1,16087.0
2016,NUTS,2010,PL91,2,8724.0
2017,NUTS,2010,PL91,2,13347.0
2018,NUTS,2010,PL91,2,15213.0
2019,NUTS,2010,PL91,2,15620.0
2016,NUTS,2010,PL92,2,378.0
2017,NUTS,2010,PL92,2,497.0
2018,NUTS,2010,PL92,2,600.0
2019,NUTS,2010,PL92,2,467.0
2011,NUTS,2010,PT,0,23175.0
2012,NUTS,2010,PT,0,24167.0
2013,NUTS,2010,PT,0,27398.0
2014,NUTS,2010,PT,0,26684.0
2015,NUTS,2010,PT,0,27310.0
2016,NUTS,2010,PT,0,28526.0
2017,NUTS,2010,PT,0,29036.0
2018,NUTS,2010,PT,0,30897.0
2019,NUTS,2010,PT,0,31170.0
2020,NUTS,2010,PT,0,30365.0
2011,NUTS,2010,PT1,1,22865.0
2012,NUTS,2010,PT1,1,23882.0
2013,NUTS,2010,PT1,1,27055.0
2014,NUTS,2010,PT1,1,26308.0
2015,NUTS,2010,PT1,1,26928.0
2016,NUTS,2010,PT1,1,28122.0
2017,NUTS,2010,PT1,1,28610.0
2018,NUTS,2010,PT1,1,30493.0
2019,NUTS,2010,PT1,1,30793.0
2020,NUTS,2010,PT1,1,29987.0
2011,NUTS,2010,PT11,2,7294.0
2012,NUTS,2010,PT11,2,7302.0
2013,NUTS,2010,PT11,2,8654.0
2014,NUTS,2010,PT11,2,8314.0
2015,NUTS,2010,PT11,2,8343.0
2016,NUTS,2010,PT11,2,9057.0
2017,NUTS,2010,PT11,2,9279.0
2018,NUTS,2010,PT11,2,9918.0
2019,NUTS,2010,PT11,2,10144.0
2020,NUTS,2010,PT11,2,10056.0
2011,NUTS,2010,PT15,2,723.0
2012,NUTS,2010,PT15,2,634.0
2013,NUTS,2010,PT15,2,669.0
2014,NUTS,2010,PT15,2,681.0
2015,NUTS,2010,PT15,2,709.0
2016,NUTS,2010,PT15,2,692.0
2017,NUTS,2010,PT15,2,624.0
2018,NUTS,2010,PT15,2,673.0
2019,NUTS,2010,PT15,2,731.0
2020,NUTS,2010,PT15,2,730.0
2011,NUTS,2010,PT16,2,4966.0
2012,NUTS,2010,PT16,2,5099.0
2013,NUTS,2010,PT16,2,5585.0
2014,NUTS,2010,PT16,2,5371.0
2015,NUTS,2010,PT16,2,5363.0
2016,NUTS,2010,PT16,2,5619.0
2017,NUTS,2010,PT16,2,5759.0
2018,NUTS,2010,PT16,2,6238.0
2019,NUTS,2010,PT16,2,6288.0
2020,NUTS,2010,PT16,2,6137.0
2011,NUTS,2010,PT17,2,9096.0
2012,NUTS,2010,PT17,2,9966.0
2013,NUTS,2010,PT17,2,11349.0
2014,NUTS,2010,PT17,2,11183.0
2015,NUTS,2010,PT17,2,11736.0
2016,NUTS,2010,PT17,2,11912.0
2017,NUTS,2010,PT17,2,12053.0
2018,NUTS,2010,PT17,2,12759.0
2019,NUTS,2010,PT17,2,12722.0
2020,NUTS,2010,PT17,2,12220.0
2011,NUTS,2010,PT18,2,786.0
2012,NUTS,2010,PT18,2,881.0
2013,NUTS,2010,PT18,2,798.0
2014,NUTS,2010,PT18,2,759.0
2015,NUTS,2010,PT18,2,777.0
2016,NUTS,2010,PT18,2,842.0
2017,NUTS,2010,PT18,2,895.0
2018,NUTS,2010,PT18,2,905.0
2019,NUTS,2010,PT18,2,908.0
2020,NUTS,2010,PT18,2,844.0
2011,NUTS,2010,PT2,1,189.0
2012,NUTS,2010,PT2,1,162.0
2013,NUTS,2010,PT2,1,195.0
2014,NUTS,2010,PT2,1,212.0
2015,NUTS,2010,PT2,1,209.0
2016,NUTS,2010,PT2,1,228.0
2017,NUTS,2010,PT2,1,243.0
2018,NUTS,2010,PT2,1,203.0
2019,NUTS,2010,PT2,1,191.0
2020,NUTS,2010,PT2,1,200.0
2011,NUTS,2010,PT20,2,189.0
2012,NUTS,2010,PT20,2,162.0
2013,NUTS,2010,PT20,2,195.0
2014,NUTS,2010,PT20,2,212.0
2015,NUTS,2010,PT20,2,209.0
2016,NUTS,2010,PT20,2,228.0
2017,NUTS,2010,PT20,2,243.0
2018,NUTS,2010,PT20,2,203.0
2019,NUTS,2010,PT20,2,191.0
2020,NUTS,2010,PT20,2,200.0
2011,NUTS,2010,PT3,1,121.0
2012,NUTS,2010,PT3,1,123.0
2013,NUTS,2010,PT3,1,148.0
2014,NUTS,2010,PT3,1,164.0
2015,NUTS,2010,PT3,1,173.0
2016,NUTS,2010,PT3,1,176.0
2017,NUTS,2010,PT3,1,183.0
2018,NUTS,2010,PT3,1,201.0
2019,NUTS,2010,PT3,1,186.0
2020,NUTS,2010,PT3,1,178.0
2011,NUTS,2010,PT30,2,121.0
2012,NUTS,2010,PT30,2,123.0
2013,NUTS,2010,PT30,2,148.0
2014,NUTS,2010,PT30,2,164.0
2015,NUTS,2010,PT30,2,173.0
2016,NUTS,2010,PT30,2,176.0
2017,NUTS,2010,PT30,2,183.0
2018,NUTS,2010,PT30,2,201.0
2019,NUTS,2010,PT30,2,186.0
2020,NUTS,2010,PT30,2,178.0
2011,NUTS,2010,RO,0,9511.0
2012,NUTS,2010,RO,0,9103.0
2013,NUTS,2010,RO,0,9188.0
2014,NUTS,2010,RO,0,9119.0
2015,NUTS,2010,RO,0,9488.0
2016,NUTS,2010,RO,0,9592.0
2017,NUTS,2010,RO,0,9772.0
2018,NUTS,2010,RO,0,9817.0
2019,NUTS,2010,RO,0,9627.0
2011,NUTS,2010,RO1,1,2334.0
2012,NUTS,2010,RO1,1,1860.0
2013,NUTS,2010,RO1,1,1731.0
2014,NUTS,2010,RO1,1,1926.0
2015,NUTS,2010,RO1,1,1894.0
2016,NUTS,2010,RO1,1,1922.0
2017,NUTS,2010,RO1,1,1923.0
2018,NUTS,2010,RO1,1,2084.0
2019,NUTS,2010,RO1,1,2179.0
2011,NUTS,2010,RO11,2,1232.0
2012,NUTS,2010,RO11,2,859.0
2013,NUTS,2010,RO11,2,795.0
2014,NUTS,2010,RO11,2,976.0
2015,NUTS,2010,RO11,2,972.0
2016,NUTS,2010,RO11,2,985.0
2017,NUTS,2010,RO11,2,991.0
2018,NUTS,2010,RO11,2,1145.0
2019,NUTS,2010,RO11,2,1229.0
2011,NUTS,2010,RO12,2,1102.0
2012,NUTS,2010,RO12,2,1001.0
2013,NUTS,2010,RO12,2,936.0
2014,NUTS,2010,RO12,2,950.0
2015,NUTS,2010,RO12,2,922.0
2016,NUTS,2010,RO12,2,937.0
2017,NUTS,2010,RO12,2,932.0
2018,NUTS,2010,RO12,2,939.0
2019,NUTS,2010,RO12,2,950.0
2011,NUTS,2010,RO2,1,1542.0
2012,NUTS,2010,RO2,1,1670.0
2013,NUTS,2010,RO2,1,1749.0
2014,NUTS,2010,RO2,1,1868.0
2015,NUTS,2010,RO2,1,2014.0
2016,NUTS,2010,RO2,1,1933.0
2017,NUTS,2010,RO2,1,1974.0
2018,NUTS,2010,RO2,1,2117.0
2019,NUTS,2010,RO2,1,2043.0
2011,NUTS,2010,RO21,2,1127.0
2012,NUTS,2010,RO21,2,1209.0
2013,NUTS,2010,RO21,2,1314.0
2014,NUTS,2010,RO21,2,1415.0
2015,NUTS,2010,RO21,2,1468.0
2016,NUTS,2010,RO21,2,1331.0
2017,NUTS,2010,RO21,2,1256.0
2018,NUTS,2010,RO21,2,1146.0
2019,NUTS,2010,RO21,2,1182.0
2011,NUTS,2010,RO22,2,415.0
2012,NUTS,2010,RO22,2,461.0
2013,NUTS,2010,RO22,2,435.0
2014,NUTS,2010,RO22,2,453.0
2015,NUTS,2010,RO22,2,546.0
2016,NUTS,2010,RO22,2,602.0
2017,NUTS,2010,RO22,2,718.0
2018,NUTS,2010,RO22,2,971.0
2019,NUTS,2010,RO22,2,861.0
2011,NUTS,2010,RO3,1,3646.0
2012,NUTS,2010,RO3,1,3476.0
2013,NUTS,2010,RO3,1,3477.0
2014,NUTS,2010,RO3,1,3448.0
2015,NUTS,2010,RO3,1,3591.0
2016,NUTS,2010,RO3,1,3878.0
2017,NUTS,2010,RO3,1,3911.0
2018,NUTS,2010,RO3,1,4214.0
2019,NUTS,2010,RO3,1,4056.0
2011,NUTS,2010,RO31,2,386.0
2012,NUTS,2010,RO31,2,390.0
2013,NUTS,2010,RO31,2,352.0
2014,NUTS,2010,RO31,2,358.0
2015,NUTS,2010,RO31,2,355.0
2016,NUTS,2010,RO31,2,359.0
2017,NUTS,2010,RO31,2,319.0
2018,NUTS,2010,RO31,2,329.0
2019,NUTS,2010,RO31,2,332.0
2011,NUTS,2010,RO32,2,3260.0
2012,NUTS,2010,RO32,2,3086.0
2013,NUTS,2010,RO32,2,3125.0
2014,NUTS,2010,RO32,2,3090.0
2015,NUTS,2010,RO32,2,3236.0
2016,NUTS,2010,RO32,2,3519.0
2017,NUTS,2010,RO32,2,3592.0
2018,NUTS,2010,RO32,2,3885.0
2019,NUTS,2010,RO32,2,3724.0
2011,NUTS,2010,RO4,1,1989.0
2012,NUTS,2010,RO4,1,2097.0
2013,NUTS,2010,RO4,1,2231.0
2014,NUTS,2010,RO4,1,1877.0
2015,NUTS,2010,RO4,1,1989.0
2016,NUTS,2010,RO4,1,1859.0
2017,NUTS,2010,RO4,1,1964.0
2018,NUTS,2010,RO4,1,1402.0
2019,NUTS,2010,RO4,1,1349.0
2011,NUTS,2010,RO41,2,746.0
2012,NUTS,2010,RO41,2,731.0
2013,NUTS,2010,RO41,2,724.0
2014,NUTS,2010,RO41,2,716.0
2015,NUTS,2010,RO41,2,727.0
2016,NUTS,2010,RO41,2,732.0
2017,NUTS,2010,RO41,2,732.0
2018,NUTS,2010,RO41,2,404.0
2019,NUTS,2010,RO41,2,408.0
2011,NUTS,2010,RO42,2,1243.0
2012,NUTS,2010,RO42,2,1366.0
2013,NUTS,2010,RO42,2,1507.0
2014,NUTS,2010,RO42,2,1161.0
2015,NUTS,2010,RO42,2,1262.0
2016,NUTS,2010,RO42,2,1127.0
2017,NUTS,2010,RO42,2,1232.0
2018,NUTS,2010,RO42,2,998.0
2019,NUTS,2010,RO42,2,941.0
2011,NUTS,2010,RS,0,6907.0
2012,NUTS,2010,RS,0,6680.0
2013,NUTS,2010,RS,0,7310.0
2014,NUTS,2010,RS,0,7108.0
2015,NUTS,2010,RS,0,7575.0
2016,NUTS,2010,RS,0,7415.0
2017,NUTS,2010,RS,0,7377.0
2018,NUTS,2010,RS,0,7514.0
2019,NUTS,2010,RS,0,7636.0
2020,NUTS,2010,RS,0,8035.0
2018,NUTS,2010,RS1,1,5731.0
2019,NUTS,2010,RS1,1,5893.0
2020,NUTS,2010,RS1,1,6315.0
2018,NUTS,2010,RS11,2,3517.0
2019,NUTS,2010,RS11,2,3730.0
2020,NUTS,2010,RS11,2,4028.0
2018,NUTS,2010,RS12,2,2214.0
2019,NUTS,2010,RS12,2,2163.0
2020,NUTS,2010,RS12,2,2287.0
2018,NUTS,2010,RS2,1,1783.0
2019,NUTS,2010,RS2,1,1743.0
2020,NUTS,2010,RS2,1,1720.0
2018,NUTS,2010,RS21,2,846.0
2019,NUTS,2010,RS21,2,765.0
2020,NUTS,2010,RS21,2,805.0
2018,NUTS,2010,RS22,2,937.0
2019,NUTS,2010,RS22,2,978.0
2020,NUTS,2010,RS22,2,915.0
2011,NUTS,2010,SE,0,26702.0
2013,NUTS,2010,SE,0,26941.0
2015,NUTS,2010,SE,0,25483.0
2017,NUTS,2010,SE,0,16851.0
2019,NUTS,2010,SE,0,18582.0
2017,NUTS,2010,SE1,1,8520.0
2019,NUTS,2010,SE1,1,9372.0
2017,NUTS,2010,SE11,2,4761.0
2019,NUTS,2010,SE11,2,5122.0
2017,NUTS,2010,SE12,2,3759.0
2019,NUTS,2010,SE12,2,4250.0
2017,NUTS,2010,SE2,1,6103.0
2019,NUTS,2010,SE2,1,6705.0
2017,NUTS,2010,SE21,2,686.0
2019,NUTS,2010,SE21,2,735.0
2017,NUTS,2010,SE22,2,2460.0
2019,NUTS,2010,SE22,2,2852.0
2017,NUTS,2010,SE23,2,2957.0
2019,NUTS,2010,SE23,2,3118.0
2017,NUTS,2010,SE3,1,2227.0
2019,NUTS,2010,SE3,1,2500.0
2017,NUTS,2010,SE31,2,626.0
2019,NUTS,2010,SE31,2,641.0
2017,NUTS,2010,SE32,2,194.0
2019,NUTS,2010,SE32,2,268.0
2017,NUTS,2010,SE33,2,1407.0
2019,NUTS,2010,SE33,2,1591.0
2011,NUTS,2010,SI,0,2932.0
2012,NUTS,2010,SI,0,2782.0
2013,NUTS,2010,SI,0,2621.0
2014,NUTS,2010,SI,0,2606.0
2015,NUTS,2010,SI,0,2526.0
2016,NUTS,2010,SI,0,2133.0
2017,NUTS,2010,SI,0,2359.0
2018,NUTS,2010,SI,0,2677.0
2019,NUTS,2010,SI,0,2720.0
2011,NUTS,2010,SI0,1,2932.0
2012,NUTS,2010,SI0,1,2782.0
2013,NUTS,2010,SI0,1,2621.0
2014,NUTS,2010,SI0,1,2606.0
2015,NUTS,2010,SI0,1,2526.0
2016,NUTS,2010,SI0,1,2133.0
2017,NUTS,2010,SI0,1,2359.0
2018,NUTS,2010,SI0,1,2677.0
2019,NUTS,2010,SI0,1,2720.0
2013,NUTS,2010,SI03,2,465.0
2014,NUTS,2010,SI03,2,477.0
2015,NUTS,2010,SI03,2,432.0
2016,NUTS,2010,SI03,2,393.0
2017,NUTS,2010,SI03,2,448.0
2018,NUTS,2010,SI03,2,544.0
2019,NUTS,2010,SI03,2,549.0
2013,NUTS,2010,SI04,2,2156.0
2014,NUTS,2010,SI04,2,2129.0
2015,NUTS,2010,SI04,2,2094.0
2016,NUTS,2010,SI04,2,1740.0
2017,NUTS,2010,SI04,2,1911.0
2018,NUTS,2010,SI04,2,2133.0
2019,NUTS,2010,SI04,2,2171.0
2011,NUTS,2010,SK,0,8720.0
2012,NUTS,2010,SK,0,8493.0
2013,NUTS,2010,SK,0,8590.0
2014,NUTS,2010,SK,0,8397.0
2015,NUTS,2010,SK,0,7965.0
2016,NUTS,2010,SK,0,8920.0
2017,NUTS,2010,SK,0,8901.0
2018,NUTS,2010,SK,0,9341.0
2019,NUTS,2010,SK,0,9079.0
2020,NUTS,2010,SK,0,8858.0
2011,NUTS,2010,SK01,2,4432.0
2012,NUTS,2010,SK01,2,4118.0
2013,NUTS,2010,SK01,2,3792.0
2014,NUTS,2010,SK01,2,3618.0
2015,NUTS,2010,SK01,2,3336.0
2016,NUTS,2010,SK01,2,3889.0
2017,NUTS,2010,SK01,2,3690.0
2018,NUTS,2010,SK01,2,3907.0
2019,NUTS,2010,SK01,2,3841.0
2020,NUTS,2010,SK01,2,3788.0
2011,NUTS,2010,SK02,2,1186.0
2012,NUTS,2010,SK02,2,1158.0
2013,NUTS,2010,SK02,2,1602.0
2014,NUTS,2010,SK02,2,1624.0
2015,NUTS,2010,SK02,2,1523.0
2016,NUTS,2010,SK02,2,1572.0
2017,NUTS,2010,SK02,2,1592.0
2018,NUTS,2010,SK02,2,1629.0
2019,NUTS,2010,SK02,2,1563.0
2020,NUTS,2010,SK02,2,1575.0
2011,NUTS,2010,SK03,2,1384.0
2012,NUTS,2010,SK03,2,1467.0
2013,NUTS,2010,SK03,2,1412.0
2014,NUTS,2010,SK03,2,1442.0
2015,NUTS,2010,SK03,2,1397.0
2016,NUTS,2010,SK03,2,1635.0
2017,NUTS,2010,SK03,2,1751.0
2018,NUTS,2010,SK03,2,1696.0
2019,NUTS,2010,SK03,2,1544.0
2020,NUTS,2010,SK03,2,1438.0
2011,NUTS,2010,SK04,2,1718.0
2012,NUTS,2010,SK04,2,1750.0
2013,NUTS,2010,SK04,2,1784.0
2014,NUTS,2010,SK04,2,1713.0
2015,NUTS,2010,SK04,2,1709.0
2016,NUTS,2010,SK04,2,1824.0
2017,NUTS,2010,SK04,2,1868.0
2018,NUTS,2010,SK04,2,2109.0
2019,NUTS,2010,SK04,2,2131.0
2020,NUTS,2010,SK04,2,2057.0
2011,NUTS,2010,TR,0,38757.0
2012,NUTS,2010,TR,0,44719.0
2013,NUTS,2010,TR,0,47133.0
2014,NUTS,2010,TR,0,53323.0
2015,NUTS,2010,TR,0,56503.0
2016,NUTS,2010,TR,0,62217.0
2017,NUTS,2010,TR,0,67208.0
2018,NUTS,2010,TR,0,69408.0
2019,NUTS,2010,TR,0,73972.0
2020,NUTS,2010,TR,0,74236.0
2011,NUTS,2010,UK,0,149668.0
2012,NUTS,2010,UK,0,153066.0
2013,NUTS,2010,UK,0,156234.0
2014,NUTS,2010,UK,0,157818.0
2015,NUTS,2010,UK,0,166040.0
2016,NUTS,2010,UK,0,169899.0
2017,NUTS,2010,UK,0,171016.0
2018,NUTS,2010,UK,0,174144.0
2011,NUTS,2010,UKC,1,6360.0
2013,NUTS,2010,UKC,1,6552.0
2015,NUTS,2010,UKC,1,7189.0
2017,NUTS,2010,UKC,1,7314.0
2011,NUTS,2010,UKC1,2,2366.0
2013,NUTS,2010,UKC1,2,2423.0
2015,NUTS,2010,UKC1,2,2610.0
2017,NUTS,2010,UKC1,2,2568.0
2011,NUTS,2010,UKC2,2,3994.0
2013,NUTS,2010,UKC2,2,4130.0
2015,NUTS,2010,UKC2,2,4579.0
2017,NUTS,2010,UKC2,2,4746.0
2011,NUTS,2010,UKD,1,13686.0
2013,NUTS,2010,UKD,1,14433.0
2015,NUTS,2010,UKD,1,15641.0
2017,NUTS,2010,UKD,1,16503.0
2011,NUTS,2010,UKD1,2,251.0
2013,NUTS,2010,UKD1,2,237.0
2015,NUTS,2010,UKD1,2,272.0
2017,NUTS,2010,UKD1,2,309.0
2011,NUTS,2010,UKD3,2,7230.0
2013,NUTS,2010,UKD3,2,7258.0
2015,NUTS,2010,UKD3,2,7696.0
2017,NUTS,2010,UKD3,2,7938.0
2011,NUTS,2010,UKD4,2,2477.0
2013,NUTS,2010,UKD4,2,2771.0
2015,NUTS,2010,UKD4,2,3055.0
2017,NUTS,2010,UKD4,2,3312.0
2011,NUTS,2010,UKD6,2,415.0
2013,NUTS,2010,UKD6,2,653.0
2015,NUTS,2010,UKD6,2,588.0
2017,NUTS,2010,UKD6,2,613.0
2011,NUTS,2010,UKD7,2,3313.0
2013,NUTS,2010,UKD7,2,3514.0
2015,NUTS,2010,UKD7,2,4029.0
2017,NUTS,2010,UKD7,2,4331.0
2011,NUTS,2010,UKE,1,12363.0
2013,NUTS,2010,UKE,1,13099.0
2015,NUTS,2010,UKE,1,14317.0
2017,NUTS,2010,UKE,1,14652.0
2011,NUTS,2010,UKE1,2,1044.0
2013,NUTS,2010,UKE1,2,1036.0
2015,NUTS,2010,UKE1,2,953.0
2017,NUTS,2010,UKE1,2,816.0
2011,NUTS,2010,UKE2,2,1729.0
2013,NUTS,2010,UKE2,2,1945.0
2015,NUTS,2010,UKE2,2,2405.0
2017,NUTS,2010,UKE2,2,2379.0
2011,NUTS,2010,UKE3,2,4185.0
2013,NUTS,2010,UKE3,2,4612.0
2015,NUTS,2010,UKE3,2,4884.0
2017,NUTS,2010,UKE3,2,5049.0
2011,NUTS,2010,UKE4,2,5405.0
2013,NUTS,2010,UKE4,2,5506.0
2015,NUTS,2010,UKE4,2,6074.0
2017,NUTS,2010,UKE4,2,6408.0
2011,NUTS,2010,UKF,1,10102.0
2013,NUTS,2010,UKF,1,10384.0
2015,NUTS,2010,UKF,1,10903.0
2017,NUTS,2010,UKF,1,11067.0
2011,NUTS,2010,UKF1,2,5330.0
2013,NUTS,2010,UKF1,2,5566.0
2015,NUTS,2010,UKF1,2,5850.0
2017,NUTS,2010,UKF1,2,6020.0
2011,NUTS,2010,UKF2,2,4289.0
2013,NUTS,2010,UKF2,2,4292.0
2015,NUTS,2010,UKF2,2,4418.0
2017,NUTS,2010,UKF2,2,4394.0
2011,NUTS,2010,UKF3,2,482.0
2013,NUTS,2010,UKF3,2,526.0
2015,NUTS,2010,UKF3,2,634.0
2017,NUTS,2010,UKF3,2,653.0
2011,NUTS,2010,UKG,1,9482.0
2013,NUTS,2010,UKG,1,10390.0
2015,NUTS,2010,UKG,1,11318.0
2017,NUTS,2010,UKG,1,12034.0
2011,NUTS,2010,UKG1,2,223.0
2013,NUTS,2010,UKG1,2,254.0
2015,NUTS,2010,UKG1,2,303.0
2017,NUTS,2010,UKG1,2,288.0
2011,NUTS,2010,UKG2,2,788.0
2013,NUTS,2010,UKG2,2,833.0
2015,NUTS,2010,UKG2,2,1143.0
2017,NUTS,2010,UKG2,2,1186.0
2011,NUTS,2010,UKG3,2,8471.0
2013,NUTS,2010,UKG3,2,9302.0
2015,NUTS,2010,UKG3,2,9872.0
2017,NUTS,2010,UKG3,2,10560.0
2011,NUTS,2010,UKH,1,12422.0
2013,NUTS,2010,UKH,1,12821.0
2015,NUTS,2010,UKH,1,13221.0
2017,NUTS,2010,UKH,1,13508.0
2011,NUTS,2010,UKH1,2,8096.0
2013,NUTS,2010,UKH1,2,8669.0
2015,NUTS,2010,UKH1,2,8985.0
2017,NUTS,2010,UKH1,2,9159.0
2011,NUTS,2010,UKH2,2,2756.0
2013,NUTS,2010,UKH2,2,2663.0
2015,NUTS,2010,UKH2,2,2544.0
2017,NUTS,2010,UKH2,2,2633.0
2011,NUTS,2010,UKH3,2,1571.0
2013,NUTS,2010,UKH3,2,1490.0
2015,NUTS,2010,UKH3,2,1691.0
2017,NUTS,2010,UKH3,2,1716.0
2011,NUTS,2010,UKI,1,30679.0
2013,NUTS,2010,UKI,1,30451.0
2015,NUTS,2010,UKI,1,31900.0
2017,NUTS,2010,UKI,1,32287.0
2011,NUTS,2010,UKI3,2,22716.0
2013,NUTS,2010,UKI3,2,22463.0
2015,NUTS,2010,UKI3,2,23018.0
2017,NUTS,2010,UKI3,2,23328.0
2011,NUTS,2010,UKI4,2,4021.0
2013,NUTS,2010,UKI4,2,3976.0
2015,NUTS,2010,UKI4,2,4762.0
2017,NUTS,2010,UKI4,2,4792.0
2011,NUTS,2010,UKI5,2,835.0
2013,NUTS,2010,UKI5,2,850.0
2015,NUTS,2010,UKI5,2,825.0
2017,NUTS,2010,UKI5,2,814.0
2011,NUTS,2010,UKI6,2,631.0
2013,NUTS,2010,UKI6,2,643.0
2015,NUTS,2010,UKI6,2,792.0
2017,NUTS,2010,UKI6,2,849.0
2011,NUTS,2010,UKI7,2,2476.0
2013,NUTS,2010,UKI7,2,2520.0
2015,NUTS,2010,UKI7,2,2502.0
2017,NUTS,2010,UKI7,2,2504.0
2011,NUTS,2010,UKJ,1,20366.0
2013,NUTS,2010,UKJ,1,21979.0
2015,NUTS,2010,UKJ,1,23567.0
2017,NUTS,2010,UKJ,1,23857.0
2011,NUTS,2010,UKJ1,2,9617.0
2013,NUTS,2010,UKJ1,2,10438.0
2015,NUTS,2010,UKJ1,2,11269.0
2017,NUTS,2010,UKJ1,2,11502.0
2011,NUTS,2010,UKJ2,2,4690.0
2013,NUTS,2010,UKJ2,2,4837.0
2015,NUTS,2010,UKJ2,2,4948.0
2017,NUTS,2010,UKJ2,2,4997.0
2011,NUTS,2010,UKJ3,2,4640.0
2013,NUTS,2010,UKJ3,2,4771.0
2015,NUTS,2010,UKJ3,2,5197.0
2017,NUTS,2010,UKJ3,2,5125.0
2011,NUTS,2010,UKJ4,2,1419.0
2013,NUTS,2010,UKJ4,2,1933.0
2015,NUTS,2010,UKJ4,2,2153.0
